AgencyID,MiddleInitial,AddressLine1,MaritalStatus,NetWorth,LastName,FirstName,Employer,Age,NumberChildren,PostalCode,Gender,Income,AddressLine2,Country,NumberCars,CreditRating,OwnOrRentFlag,NumberCreditCards
WKW9059,f,PYJBRXIFCSCF,M,2537638.0,WKWNDPXKYPVUOEGLSW,Wlgckxxifqlzpaszuu,Vought Aircraft Industries,92.0,2.0,yjxvjb,M,390579.0,ZXEITLNIQSGHQIBIXUVEQJDQOCO,United States of America,5.0,413.0,R,7.0
Iey9060,i,Qfuaxggcnxexzkbzszsdrssmpiaoqrefokeqflefsxrlqlstfsecrptkxlnoliuuevf,M,2419797.0,Ieyokibpjrey,Fxiynyiyvbtzblkywleuhrilfmjfe,General Growth Properties,74.0,,Arrxhyig,,353787.0,KAKQMAMJAKDWEOUCQLVHSBLNKUZOPQHKFKYHTDUJVSRVAV,United States of America,2.0,657.0,O,3.0
Dvx9061,n,diroxxgcrvorvntxqtsbruwdes,S,3120865.0,Dvxbrmkkltfotmt,uvdxcfm,Bio-Rad Laboratories,91.0,2.0,Hgryncq,,197638.0,muddmmkyuyslmgqglyghwqdfdqrhlqxxichytonirqkbodpobbhutaoctqhwqgcmkveqbyfx,Canada,1.0,675.0,U,2.0
SJS9062,,Bxrwdeboiekkwnyrlhkmzlvqqeemudumblohkxiogmtxnsfx,D,3782888.0,SJSUYT,Kacypsmeshodumqup,Career Education,70.0,4.0,,,75876.0,Tjynqewluzsdpwnfvdvwwsxsobyjbimsfkfrwpxroddksotkhedxicehg,United States of America,5.0,619.0,R,5.0
Tpn9063,y,,S,839276.0,Tpncmydt,Blbngjylfttlrtzkqrwwodfa,Inergy Holdings,45.0,,qxtvbfzt,m,385649.0,GOPPDW,United States of America,0.0,673.0,R,4.0
Wgd9064,K,Onatokwylcozhcayxbneofbkozwgudsrzycdjvjojksvwuicamrcs,U,3086070.0,Wgdgrfkixmhmpd,Tlgqfayx,Vought Aircraft Industries,,0.0,Labxkmqtkriy,f,54013.0,Ufccsjzrniejgnlvwfpywwbvtevjfrbksm,Canada,1.0,677.0,,5.0
Xzx9065,N,EUBFDZMVPGKJ,S,3369642.0,Xzxxnixolagjcydk,Iofbqznircpzhfhboghaknpwqlh,BMC Software,4.0,3.0,RTYXGVBTJM,,352671.0,rkixchsmcgcyshhlpizklewagpzadlgtnrqnoxskelvobnwjpbixxmphfrztqsw,Canada,2.0,346.0,O,2.0
Pus9066,A,REQQJEAXLSPXAPFRJNKBP,W,2911477.0,Pusnp,Rytknefuuesl,Exterran Holdings,80.0,0.0,lxvdqfpjcj,M,,Gyqqledftdmgqnupbpkspikgimurjgybbkcfqpmavyd,United States of America,0.0,504.0,,6.0
Tqm9067,,kiitlvhpjuhitkwbjatildsqusyodrseavvuzcqvdzqbpytadmjcdukuiifrqpdwmyblqxotwludyj,M,3583334.0,Tqmvvudykpmkabchkquarv,Ouhvridnbezemrjqcbrvjovohycx,Tesoro,34.0,3.0,Akghp,,467353.0,Goylmecehfjxdbjttncjvrklseicdtjfcrfupaqbpuoppbvmz,Canada,5.0,711.0,U,7.0
FNT9068,G,Khycsiczst,M,3171605.0,FNTOATF,PHZDLCWOZJUSSQCMFKVRQMGALEJ,Baldor Electric,2.0,2.0,TDNNF,,,Bjpsxpfdofobcmnvbhpxpdvaciipcwksausdrgawlmocnnggqnwbazltn,United States of America,2.0,821.0,O,1.0
zlz9069,o,wmstaiaexgpbpcfpaecgrvqncpbrljbvclshhtifvjgzgcueuicedvgpwozkgyxmgetmshf,M,,zlzcpjqizsyvnxxuq,Lwxzavrmguykbabntjdlmlbw,Buildings Materials Corp.,95.0,1.0,tkucc,,102847.0,bocmqczxexqgnyfvtkxfjhfzekqwdozkknmcqpu,United States of America,1.0,483.0,O,0.0
Gjn9070,m,Fmpjnemjiabsgragmx,W,2454614.0,Gjnsxzckidfxjtozbdpyxbokrivoza,Xogirrp,Masco,92.0,4.0,qshfzhnjjhk,f,155136.0,Rejgxpteligqvjgupchskyyfuhligyledgkawxproaazamnenocwzkjzq,United States of America,1.0,684.0,O,2.0
Exi9071,,Tlyspwsdppqglioujajlcjguytnlbnngqwlnuptmnjjpdubvwnhzjfbkcvyhshhhi,S,2814752.0,Exidclf,bssehwfbuo,Symantec,3.0,3.0,Fjbfnkwyk,,350615.0,uiajmbdkcpxdhibweamvaxllbwqkkhhcsudcnhigomodjzmqu,United States of America,3.0,801.0,U,9.0
Kfh9072,t,Ksndaaiiio,U,2386722.0,Kfhtjeqjfivug,WGTLIEHVIIFHMQEXCQVNJBWFNOLBE,Dana Holding,76.0,2.0,ERSAO,F,256564.0,MPZDHVHKNGJHULHWBNHDMNGZIXWAKCPDCWRKKDGAAKRCRKYCNB,United States of America,0.0,741.0,O,4.0
FHM9073,,Tkaswbaiudljzppltrssxgvmhmjxscdktcvjqohwkuovhimaqmwxnula,M,1764876.0,FHMXADMNCPVFUKVAGZDSYHQAK,Wibnewirprgqplygwqgowuxajg,,62.0,5.0,Ivfizpm,M,393221.0,zgbaboajaunynlfjtnwounbbwqfczlnxsmslinusroermsshbivk,United States of America,4.0,744.0,,7.0
FCY9074,D,RRQLHCGQJXLWJECKIUQFSBOHMMXLKPPPV,D,2615328.0,FCYYK,jztxzhbhwh,,4.0,1.0,Ufbkukftvbg,,257831.0,LNNJGSWTPANUQUXFEUX,United States of America,3.0,310.0,O,4.0
nax9075,g,DRYAYQVMNNTXAWIYWEANBJNNXCVJGNHDDTOAQKZYUPTXAIGUIIUNUPMVZCTBUCGCNOIJJWUTP,S,3391580.0,naxegynlemsoxkilrcdghojfpa,Khlblcvifgpfjocdabgqbbptcilual,EOG Resources,49.0,5.0,stkvmgxqusk,f,214159.0,Agjydlnrsgpraiwwpdwcwlakrz,Canada,3.0,590.0,O,7.0
Awg9076,,Mldpwfvzyesfmvzlrtustgfrsacqmxllobcqtqskmwbkkuvszmynijqkjeeqvriaiyeiasthbpyy,W,3027394.0,Awgnttkataf,Lmsbafghjfoiuhaasevqnltmxmixbq,Retail Ventures,,5.0,Pprndbitt,,306852.0,Ficekkddwuqxoalfofepcqdttcvaomdktsdgwateufqdofwnnpaxxibkpdxnvrsgbuyypmuyylhserp,United States of America,5.0,446.0,O,
BUA9077,,Ncytheonautnhlpozdsyxwruyrdsxvknzcjhitxsxkvzkcbjfcon,U,2720766.0,BUAZKV,SIZLAOGEQVQIRKQSNPVQI,Hewlett-Packard,52.0,5.0,GPIFAENAKL,M,65222.0,Gvnmynvkieygtchutlvhbpmelymkbfiepxbuledungtbidm,United States of America,0.0,461.0,O,1.0
ZHQ9078,,fcoousrjwnjqwvyjjsmuhjesjf,S,2614673.0,ZHQQMIBJISNPUM,wnuluragnlrvdqsjhumio,Level 3 Communications,33.0,2.0,smizh,M,,slqtqtdbnsaibzwblwxjvphkbbqzshvjqcvurhotvtmtqbxnvafauyuzdysmyctucwnixc,United States of America,0.0,742.0,O,10.0
Gch9079,I,XKKPWPSUYXQXFHCVFDLTKEDELVGABDVSNHJXBGWCUWXIGZBSJTNHFYCJRVCQ,M,1851946.0,Gchvoheqfnfpb,uqmlinoijwznbzihcoilm,Arch Coal,69.0,4.0,Lzibpsbu,m,82665.0,Npfmmehaalytpxtczhxbjsbjurnhfanramubmghwqiqphudcvq,United States of America,2.0,798.0,,0.0
Zex9080,,Uelgjakkjjuhgwawsilpglqhdmehmfzqfdadsgcopheuezvpgbbxszi,M,2434597.0,Zexevlyofqqjmu,LFXMEBPJGZAPMNHLFENYTFQNHTYTKN,NSTAR,76.0,5.0,,,408469.0,wfatskvdrcwhssauiqpnotcpm,United States of America,1.0,371.0,O,1.0
moi9081,H,,M,728389.0,moipenuhzeqajfpssljvsngxbbcie,Jgfztkwqjfaflhex,Walt Disney,4.0,5.0,Uqubzzf,,,jgzdrijudfjlvrsdvoiliiriotxuoomopnqgyhmnsefjvucjjhcqfcnvqydqsvfnqonsdgfmkuvzpk,United States of America,1.0,475.0,O,6.0
noc9082,B,Tlaohvntaehfizoekoeugaqhmspofhwdxypuxkokglakxrrsfogbhmx,W,3255082.0,noczhzumtsm,Iqjtl,Merrill Lynch,69.0,3.0,Omxdvols,,253501.0,VVUSJEGVSOHUBFLMIUTIBIIFJCAXFPXZWDHVMODHGHPJJRVTOTQFKZTFRGNQIRVYIYMO,United States of America,5.0,,O,5.0
Evp9083,,pleermrmaldtjxtbpuezkxeumalejldudooanbetmnxxhelozlvnovqnatgd,,2071646.0,Evpacpro,Tdmipllmcmvcinshjkc,Nationwide,68.0,,Ipleuoqo,,129484.0,rihronmqcafhjvevhuwgdfaruokcsscngckltpwxgfslpy,United States of America,4.0,370.0,O,2.0
Noq9084,O,,U,2966387.0,Noqixybv,xqjpart,LKQ,43.0,3.0,Tkpxk,m,,wrsvtlfivjsliwylehxrxgwwuphjhutguexpvzxetzcqpsngssjouucawv,United States of America,2.0,599.0,O,4.0
Cpc9085,d,Zvwmjvlajqsmtngsgrhttlbacdrzhsxcloneqxlqfasaeayuckavpijemgtlfhpvnljvcjuich,S,3849332.0,Cpcfq,Anqmslrnbkqp,Intuit,24.0,5.0,Lcrfpouordka,,,,United States of America,1.0,359.0,O,9.0
bsx9086,,aodpsbl,M,2584817.0,bsxngx,Bwijcvmaelrtl,Mueller Water Products,76.0,5.0,Hcmlfnegomg,f,183286.0,hherbaogbhyeqrrrfovigzfqqwovgar,United States of America,5.0,482.0,O,9.0
KBR9087,c,iabsflhfmnpigkehinoditnhsbg,M,1141717.0,KBRXRSSNOGPBJDWYFCJGQEHVT,Blqxhfsml,Fred's,57.0,4.0,fxmpsasfu,f,307679.0,ZEGQHPRSEDUNJPLUJGISLIMRBXIKKJQ,United States of America,1.0,431.0,O,5.0
Ori9088,I,,M,,Orimmuqaopk,Jftrvjrdwnsdltawtbsjwlfo,Pfizer,17.0,5.0,Zhizpkmypl,f,324935.0,TMYNBLJB,United States of America,0.0,823.0,R,0.0
Yep9089,,iuvjdqtcvefhopibzud,U,1685550.0,Yephoxaqysvklaapfom,wfhpryujgpkuucpocitsgk,First Horizon National Corp.,72.0,5.0,vurpvjphkwsc,F,103312.0,Cbyofroeiziysvfrkyvpoijxxwjguegxkmjjench,United States of America,0.0,424.0,O,0.0
Zba9090,U,fflycezktlhdqkotcgldggpvmncemfcbbjxcvrgoryazzogbcilekqlalugyvrmcefupfyt,M,722484.0,Zbahlgqcsmiixxlrknisapew,pvdpruapyzovbdwkemobnddzs,Albemarle,98.0,2.0,,,289915.0,Mabnt,Canada,0.0,439.0,O,10.0
Kgl9091,,fsrccwhgssmlzvbwpizeranpgzmxt,U,1758014.0,Kgljgapdv,Kgnhfxkgnxef,Corning,11.0,3.0,bhrtipm,,31237.0,Jtzikqjhfuuccwxxeqhebrglyzaylzvtwtesofxtdwpititmslhghwiakreavppofloukatqmkqodt,United States of America,0.0,634.0,O,8.0
wge9092,,YVMEFAXBRRCKTJEJRDCAD,,,wgevsrufkzlppfeixszm,Skywhphpxuqqfqyxzugcyfdp,Wells Fargo,13.0,3.0,UVLLLDKKZD,F,468473.0,zktedglnuuiksbowtluuprccqmnpxxdahlt,United States of America,5.0,308.0,O,3.0
iqm9093,v,Vcherzssaxyoawbjrtymiwqqkycppdvdnpgiwzt,S,3804205.0,iqmiwiqd,HPQIJBAHTSFYZMC,HCA,2.0,2.0,fcudpfssq,,341264.0,ESYDWPIVHEBMTKARWWRRUQDRTWPTIGBNUXHSMKKQBCKGWXMVGSXFRZDSAUQKGSTI,Canada,3.0,426.0,U,10.0
TMP9094,,Glwgutidbkmtvkxsavhgqjlavfitpobnsoelmcvvbfihbfrjgotbfqpgefurtedgbefypfxcvmhzl,S,309089.0,TMPTKOHSTUXSYJDPWVICX,lfdmeogewcfhdfagtvdfrgliboumtc,Norfolk Southern,97.0,0.0,gzzayzgdusnw,,461893.0,Mjqhkhtiuhczofkekxqdbwofxgcgwhybweanutkbeccnbelpodwreojvr,United States of America,3.0,580.0,O,9.0
Gzn9095,a,Llzvfixu,D,2521415.0,Gznlsylokofbhnxzgqxlcxvequf,ISNZJSJBXAFZRYKSLS,Sun Microsystems,45.0,5.0,XSHNBKODXGA,M,134034.0,Oeiaqrphikmrejucprhqnlyosdmispwdawmkeakljulnfnzorkyshhmxditonddfmwnkfkexairwbhfm,Canada,4.0,835.0,O,5.0
ERT9096,S,Lugazqx,S,2990483.0,ERTRTR,Fnjyvddhqlabivimojtuecefjep,Service Enterprise Group,20.0,4.0,fdgxtrhffehn,,469123.0,JALMWRYGGEIWDDNTJNFCNYYEXOADZRWTO,United States of America,1.0,544.0,R,2.0
SHG9097,z,,,1771252.0,SHGPDQLSVOOSDOKYCMOMWZT,Lqovlximeaxngo,Synovus Financial Corp.,23.0,5.0,Qmlhgchfsjvm,m,202723.0,Rhpwlsjxpzlva,Canada,4.0,831.0,O,2.0
Nqu9098,,Lxfffomuh,M,3812366.0,Nquoprvml,DAXCSXFOHSHJJKLDOQFNHCHW,Mettler-Toledo International,36.0,3.0,YWHYKXIURTL,m,191739.0,quvhebrppdiwlmmqensqtkhajijyvssuwzovnowdhgouhnckdxxkdvraagy,Canada,5.0,798.0,O,6.0
Pum9099,,qkcyvgrdflfcehaszeqxddiaxztqqxbgzipexflbhcrdhwtswcamlj,D,818691.0,Pumoipjhyimgnrctmxaunjuy,Xnrbsn,Georgia Gulf,23.0,3.0,Gljial,,80711.0,PNQOOBKVNIROHDICGAHNGUIXCJKCXOOPBDNIWEWMMIRBUWDNDQVWTDWOYQRZSQRWPXFGODEWYFXTT,United States of America,0.0,836.0,O,7.0
PVY9100,i,tfihwggfxaoizpgiqwnygnfemhdlgoa,U,2235319.0,PVYFDMNVWQPHAGJFJZSFZR,Xpnnbrxwsahlitqhzjwypepaomewmg,ENSCO International,27.0,3.0,Fwjsmj,M,440870.0,wohegnazmqmmkjxmyzznftmrhduhqooufxtbgtjssfwkoelnnflicudiicjanmxizmqimpptdk,,2.0,845.0,O,1.0
taf9101,,Nxiqdeyaeuflwatdajptezlrpmdsrgnrfncwoaezbvxrbjdmwbjowvumivsmyf,M,3462325.0,tafpefxpkni,enaidtrx,,10.0,5.0,Exnesddtui,,342420.0,Hwctltbqtrfnjevjouciomwibbgibdmnnobnplqpnccnvqlwcqwpnrbxemonjerc,United States of America,3.0,652.0,O,7.0
URA9102,s,hhfymwsxwesqvdrbfnjzuowwsiphjtiyfezkmacuqcgylinrvnwndmtayiomp,S,1902291.0,URAMWHKBFVHPGGJRSTKUL,Ownso,Charming Shoppes,83.0,5.0,HNGVXJPO,,128907.0,IYJIRBFKXYAFTYFCSVRAMOUCFXWLLSEOMF,United States of America,1.0,530.0,R,5.0
Din9103,,Vqmcrlqfbrojrbdyqclclkghtdfrpestdrpa,D,2482447.0,Dinkdert,hcdthvqiw,Autoliv,31.0,4.0,Vwjocegn,,126396.0,DFMTOQDBMIRYKUXXWXPFAYTNALBLHJJIJEZQANMDSXVO,United States of America,1.0,786.0,O,6.0
OSI9104,,Ncjpfdgqsfbnhtavwgkljsbgwtmmkdoyxabjtmqagousilroayffaliotp,M,1045375.0,OSIZEIXFNPPE,oggymnqkfetoghplkfikwzz,Iasis Healthcare,50.0,,Oiqerf,,121198.0,,United States of America,4.0,735.0,R,10.0
Wen9105,I,fzazbuvmpn,S,3945300.0,Wentmcwtnjfecluqavqcvvoxynqb,Abswhtsiajxijmcrooyaehkskhu,St. Jude Medical,52.0,3.0,Hnpkr,,304907.0,Emiggilehepwutlbkbhojprndfoqrpedadvdshjhsjsffq,United States of America,2.0,766.0,O,10.0
rdy9106,C,UJSLMMWNHQKBWLGNPSUHGURWYFALKEBZRMWVOLVIH,U,,rdyjhxtnngplocxe,Bnueekcwzlmalk,United Technologies,52.0,2.0,Cpcboi,m,301765.0,skxwnedapnwqmaiewmqq,,4.0,789.0,R,9.0
HOT9107,D,Engxbuwxxyzisuyssrcjxwabqbndgsrkufddpwqwtbgkfnxbgqdblzyirkavkaoewpfglikn,S,3608340.0,HOTCUOQGXKUYFTJEEHHCOXICMN,emvvjecxzuy,Barnes & Noble,,1.0,Douqcbdvxdt,,155012.0,jyhwasavyscqkzfmj,United States of America,5.0,446.0,R,5.0
ZBS9108,P,Vhqcihxwzgbsgmtztxnphrormficyllmztzaaleiaikobyaividkofnnkievjly,M,986216.0,ZBSVVTUSSIWEGXLQDYLDWEMXCLKY,dhrdehfgknclnip,Amazon.com,95.0,4.0,DQYKEGLRHQF,,75695.0,Njqzdutxukbsqqlrtafxtdhyayioocbdxeloxswzyghccjre,United States of America,3.0,402.0,O,1.0
yhp9109,,Drdravqokzzeknhnvabsqqeorucvzijqhofmbswmegfaaoanxeg,U,614649.0,yhpctdjzemcg,Rmhdxa,Dynegy,81.0,0.0,GDOKHOIRDV,,34885.0,,United States of America,1.0,779.0,R,8.0
Sxw9110,B,LJBXYSKHWHKZSBWB,U,1581472.0,Sxwcaezorxsyawpoqzoenuyu,Kflhefgu,Oneok,62.0,2.0,Milbgotbhn,,219414.0,Kzhjsfezqglkixqjpsjulhqclgzqpqxrlemeqpdacaunrdynnqctsylffrpsrfqmxog,United States of America,3.0,769.0,R,5.0
Spk9111,l,KGFAFPJOTGVLOTXOIVRWEIBQAARG,M,1850158.0,Spkhs,Packmtxggiqzmagyqourc,Continental Airlines,71.0,4.0,INCXPFSYVM,f,141819.0,Omaosjylsadzseiuacvlmbxwxwwjriheytvvmueiwqskhg,Canada,0.0,381.0,O,10.0
MON9112,o,blztuvqekchrfrgqtef,M,907663.0,MONZZBEEHWIOY,FQCBJJTBZMLNDQMFTCR,Zimmer Holdings,35.0,4.0,Tdqaasvu,m,316250.0,Lxyeiekgmvtrjqudsklcumukmwuffgbancuytmprfqgumztxyldoqlzxsngbpbdptysqxrwy,United States of America,2.0,397.0,R,8.0
yvx9113,,PSEHVBYLTFNYFUPOSJNERTMVNJWZRRNUXBSKPTVQUTJWMJKZIXXTQW,U,2517177.0,yvxdhfroubwhxwdvfakuqbysc,LRETDFGFFNESCNJDVIKZOSNX,Alliant Techsystems,27.0,3.0,Adhtdfsnkko,M,341688.0,Hkwgzbxiwmgdeipvftdvxiexgsxixibyowkrqixfgdbssxfzpfaugvmmqlrnb,United States of America,,767.0,R,4.0
gde9114,,Kxfgtnuloedlfaueyifxiwespymkhiqxq,U,3398489.0,gdeifcmhbenultcftjlkdaf,Cdpepmqkbjsbhjlkirapohrsam,Continental Airlines,92.0,2.0,FDOGI,f,436350.0,covnazwfibucegwxquelglctdcxleujdakjfdeeek,United States of America,5.0,496.0,O,2.0
Bhr9115,,Pupeoanwqarzudngtjyotxkwxkchclwzpzthgfxxmdwfwmrdlbmizyuzgwpfgmpybewkyyl,M,3174786.0,Bhrrpqdafjjseazskelenwx,ufiepnkwokkafeshkvrhvormfh,Synnex,88.0,5.0,VIBQEIPQ,f,,Bxnzegzkvezbwpwmbtuakkzwuremuogzoq,United States of America,2.0,343.0,O,10.0
hyu9116,o,Wpdyxoojoujsvudfsahqbgradrxumprlkpmkmtmbsghdbhkzkpjppowkraloc,M,,hyunnhin,Txcnuxliknasbaip,Alliance One International,91.0,4.0,Bmbygpppd,,428591.0,qhvgukahxoiamxnbepxxwejpkgujklbnieldxaquzwvggtvstrdiuejfcpavcqq,United States of America,5.0,778.0,R,0.0
sip9117,U,Hgvshefugpowpqirkheahadmywhkg,S,1792924.0,sipgnwaoretjvx,CEEJKWHMASEQLFDRQOCLNFZ,R.H. Donnelley,,4.0,Wqpqglr,,189661.0,jntutpwiinwlctpblqpxjpotznhsuqdouclalslns,United States of America,5.0,782.0,O,6.0
Nac9118,W,YHBUZVWGKCCV,M,3105163.0,Nacvhgvfqshmggvdmqpiowaart,TSLVEUKQAILFMFUXHGICVUSRS,Marriott International,30.0,2.0,Huuenrczvuev,,177846.0,EFNIFWYUXFZOQCROONKUTYELUKNFGGRPEOFSSKHMVFWTANDQOBGEJDICXGHMBBTWEXXTSAAVMCSKM,United States of America,4.0,611.0,R,8.0
fti9119,,zmpzaujbcwauouxchwdqomkotnxycrrdkkvsxupgplezejqwcada,W,182914.0,ftiouerkejtowokgpa,OTRNWJCANNNU,New York Life Insurance,82.0,4.0,ezesyqol,m,334776.0,IBNKRANTCSFEKUVIXHPQRCASXQQGGDBJXFY,United States of America,,407.0,R,10.0
MAB9120,k,Bweuicruga,U,51606.0,MABTQVWRMOITFMRVMYQEQSCY,QDXIZUMRQWBQXINVTMALWMJ,Boise Cascade Holdings,5.0,4.0,Oeamx,,89581.0,,United States of America,1.0,514.0,O,2.0
Pvk9121,,Mwdhmpmnueqhxdjdcjxtvbtemkgkjqaqbcxjztcaleimvfvyirefzihxpjhmtikgd,M,3297862.0,Pvkcqwgetlnbzkv,ZBGLHGZC,Fidelity National Financial,60.0,4.0,OEYONMFHZD,M,115701.0,Gslydrjqcauyxbcnwuygwprorsywogvnyw,United States of America,1.0,364.0,O,2.0
lhm9122,t,UBGBPEMJZWCYBZCRXIEZPXHQIBDFJHKFUFZPHEMMFV,M,3435890.0,lhmdjqnzjppqihfokbcdytxmexxixi,Gilorkrwvmeyisutovufekuxok,Landstar System,13.0,0.0,pbnitlz,,296025.0,PSFLQIKMXDOBYXRXMNW,United States of America,2.0,779.0,O,7.0
Zkn9123,,OYTPLICZDJTLFGFGNJVMWWBXLDIHYXG,W,2405091.0,Zknpaskbya,jnnccujoktkjkgnackeijldexbv,Allergan,15.0,3.0,KMSYHWO,,468444.0,Fruldljiwktqbkspdtarhgfrlwufrmsabonrlep,United States of America,3.0,634.0,O,3.0
FLZ9124,,Oijewhydllupezheazimnlzbrkmclhwpsdhaienvqosfwzzdaqkbokgohincnbibkyxusnauitosnqjz,M,2076686.0,FLZEXFCORIKKECBAIPLNRLPHEUNBZA,PJWOMDDVESQVMNDMMEX,RPM International,23.0,3.0,UFRAGOEIZWH,,127755.0,JCZMEAMEURFCPWVETHPBONSHKQIXLEJMLXFIF,United States of America,0.0,828.0,O,9.0
ntl9125,H,Xtjbgxkwkwxjfmdmgzpyrnunyrlrucxbbvogfizuzttsbilffit,M,2825373.0,ntltvxclposcwmy,Rcyevyzlquhrlnwpz,Union Pacific,23.0,0.0,Boexlonc,,50878.0,ZHCQLAHQCSSIHUYNGKXDCZP,United States of America,,644.0,U,8.0
HOQ9126,,Nuboupvcklo,M,2472579.0,HOQVWZZXGEQRAQNRQTPQX,Uutfuqqvasodcnmdzdbfksvwjygc,Cummins,88.0,3.0,SBKDQS,f,488433.0,GEYRCAQSZXIYIZZQRKROPUVPSHLYXMAAMZAFKUWPTSQJPXSMC,United States of America,0.0,697.0,R,4.0
bgo9127,,Tlloopteuuqkclokjdcqzalocjdmrjzigjnknoqvplcxqdtrssneedsen,S,935480.0,bgoznbrwtq,Rtbqkpmcwkcjgk,Genzyme,85.0,1.0,Wbgekovb,,338586.0,Oqlojhfakiqscrxssswiafcwhderecqvenz,United States of America,4.0,732.0,O,4.0
Bkp9128,,Ccmfvhbtxloyovn,M,2760694.0,Bkpxpxmj,Qopnjh,Air Products & Chemicals,42.0,2.0,Dxxewosinb,,360218.0,RGLWCWAYRVCRNEOQKYHHQCOOJWQWMYFGSNFMNNHAWDYHZBRR,United States of America,2.0,302.0,O,1.0
Fqr9129,,OQAMMDQODNJELDQATWELLYBCI,M,2227555.0,Fqrfcmyuieowoavd,IDWUTFZRJEIHSTGUNVAUDNOZYID,Icahn Enterprises,56.0,4.0,qplusmxe,,472679.0,YWMZSJRRNBSLUAVULWPVODITJZDYALHEGDJGOBUQ,United States of America,3.0,384.0,O,1.0
CAZ9130,R,WDLGPCHFCKHQDZHAFAHPMFMEARPWZMXNUNZNMTTBICBMZHOMSABQPACQPYHKMYFNZBFLSGKCEHWSDIJ,M,1330067.0,CAZLE,Fndgalahtgtixcqb,Alliant Energy,5.0,5.0,Iikewgswfvq,m,466643.0,duwdsovyvmjvrjnaarjmzrnmabdavxjphfxcasmxwnucpwwueednzqgd,United States of America,1.0,540.0,U,8.0
Gxo9131,,lyfhfichfhcmeimxoozhvjxeigcngbwyiimgfdkpjdpsppjknjusyprbqrjunzd,M,3295131.0,Gxowjmarxp,SHKWJDENUBJAEQNADUBQSURH,Adobe Systems,33.0,2.0,ooztz,F,387050.0,HDTSHOOHGFTUMMZG,United States of America,2.0,828.0,O,10.0
Hei9132,,LQQYLFEVMVTPPCNSQHRVTEDMBGPPMLOJNVUSQCSUGQUZUKXPNVPGIVSHONLHLJI,S,2397595.0,Heiqlcvnstio,LZDBLHMT,Jacobs Engineering Group,96.0,1.0,Wsxcreudxgf,,39920.0,Dearsvwceomxfffmfrlhapcnfpmfnvxslwdittwuybdvcmezlqxrgrycwqmnxgg,United States of America,5.0,,R,1.0
Nmq9133,K,jfahnwnetbmahejiovofzruasqrjbwvmyjuxomdybpdcukkgmdvr,,2841745.0,Nmqswazmbgsnj,bftytsfafkkfnwtoqehjmmep,TECO Energy,70.0,5.0,UZYQXMFJB,,79200.0,XZNLYJRSSTSKTZRGZFNPJLAZCYMLFTIABSQIIKHFZMLINLNEHXAXSYJOAQMUUMF,United States of America,3.0,438.0,R,3.0
BZN9134,W,YVVFXXGCKWYAXORDXCHXVETAFKGF,S,218925.0,BZNRJTRCAJPTVOOMINEJCK,VUUISEIULQWRSMNXEYQQFVSPDUFOY,Covance,27.0,1.0,GDDABAKSBFDH,,232816.0,Ymkbuzoupvavtdfvqxkowhxkhaqrqhsgmqbgsuexnrsvuwnpcrtipdrhpvvgtlfls,United States of America,4.0,838.0,O,
YEC9135,,BCGNYQZODRPLEVFCKCOPQVBMQUBBUXKPJJRDZXJWEKJRYHUDPOEW,M,757762.0,YECYQOIMJPVANRRHHTHCMX,Npjvedanpwk,Monsanto,35.0,1.0,Sllkkxamr,v,148209.0,Gzxbeiopaadmsmpowpwfzscrbeomj,United States of America,4.0,700.0,O,1.0
WOR9136,z,VAFTDQAPQPGMZHOUOFWSRENMPONXORYUCYUHP,U,629235.0,WORCQWNJH,Bvbtcckfodtpgnu,Furniture Brands International,73.0,1.0,Unkfvo,M,287039.0,Apcnzqg,United States of America,5.0,845.0,O,7.0
pey9137,,SDBLCHGRTUDZYEEKWBCOAHYDFBLDEUAORGLNQJDVEJSTJULHLKU,M,3970079.0,peyuuknmikvd,Lgnroxmifsbgcsptnjydohq,FreeportMcMoRan Copper & Gold,58.0,5.0,OEZSUIMW,,,Lvpmtfopkionusvhksockyxoegoyogjfuzawk,United States of America,4.0,603.0,O,2.0
Exr9138,,Bvjnikxukwnbcnwtwjx,M,173107.0,Exrzdjpmevxwigni,Xflrdmqfgmcjfdgqqtpxnsgfd,MGIC Investment,13.0,0.0,Xebvqsw,m,481914.0,Aeeephcaptskgwivtxckjcsdn,United States of America,1.0,827.0,O,1.0
fja9139,,aahatlknaobbg,U,2117757.0,fjaqitctxxdeelnskwwarhchm,THHWGEAJOOMADDBQTBFGGIZU,BE Aerospace,13.0,1.0,Pdjkax,,298652.0,Arxrxqciswhyucr,United States of America,2.0,801.0,O,4.0
Oqs9140,,eilgskdbtzzlyvaaltfxbjtxsjlfxgviqimjlvpnmvfhacnb,S,986564.0,Oqsotvlchl,ZXBFUNBVOWJUZPAIHXWXOURHC,Newfield Exploration,41.0,1.0,Dyogksic,,288140.0,bnaejdppinskkdhcarayohtzqgahukpwlxkclwemvsajpzlojah,,0.0,774.0,O,4.0
Njt9141,z,xhalsxdwlwysbltc,U,2840444.0,Njtuqcojmlnxrxxzcsdosmnxpi,wodlcgocxaomyibbgtawzztqns,Darden Restaurants,76.0,4.0,Nroycbwc,f,415392.0,QJFBCYLHCZUVOASWRBKBRACTOZEUGKFPQOKZYZEODIKSGNS,United States of America,4.0,710.0,O,0.0
