prospect_AgeID,prospect_MidInit,prospect_PoCo,prospect_NuCreCa,prospect_MariSta,prospect_Em,prospect_Ph,prospect_In,prospect_NuC,prospect_NumCh,prospect_A,prospect_CreRa,prospect_OORF,prospect_NeWor
Hfq9536,y,Mkidmm,9.0,M,McDonald's,1-360-653-8595,3124.0,5.0,5.0,41.0,531.0,O,2523553.0
Hix9537,b,wtqkkpvi,0.0,U,Microsoft,1-796-626-0062,428891.0,,5.0,74.0,673.0,O,3271342.0
CSE9538,i,FQBFOQI,10.0,S,Ferrellgas Partners,1-101-816-4142,255697.0,4.0,0.0,40.0,369.0,,2547937.0
Bpl9539,w,Fcgjulorpcmx,10.0,M,Dell,1-678-039-3665,359642.0,0.0,4.0,7.0,350.0,O,2050507.0
QTO9540,,Yxheyqzr,6.0,M,Simon Property Group,1-364-201-2596,297738.0,5.0,5.0,58.0,825.0,R,537965.0
HDF9541,P,Xysxk,10.0,S,Pactiv,1-665-961-7967,,4.0,2.0,61.0,622.0,R,1890962.0
YWM9542,N,,7.0,,Liberty Global,1-441-739-2755,54311.0,3.0,2.0,84.0,842.0,R,2743742.0
Faw9543,,sjqwqetqqa,5.0,S,Seaboard,1-141-542-6570,409026.0,3.0,4.0,39.0,638.0,O,3414260.0
YEL9544,I,duikdby,2.0,U,NYSE Euronext,1-001-648-8073,213527.0,2.0,4.0,51.0,399.0,O,2081460.0
Dpa9545,,DCFIFWWNMGO,3.0,M,VWR Funding,1-987-622-5771,3742.0,1.0,3.0,40.0,486.0,O,1285744.0
Zql9546,,Glgmnybgrulf,0.0,S,Hormel Foods,1-002-753-8064,345341.0,4.0,4.0,84.0,,O,
wtn9547,,Uiwrcyeqqib,3.0,D,Packaging Corp. of America,1-994-644-6144,245486.0,5.0,4.0,57.0,720.0,R,3548174.0
uar9548,,Edgqdw,,M,Tiffany & Co,1-264-803-8163,286642.0,3.0,1.0,15.0,524.0,O,3823666.0
PLA9549,w,Ekgomzwbbbv,4.0,U,Sempra Energy,1-481-361-0304,173856.0,1.0,3.0,98.0,419.0,O,822813.0
YTY9550,Z,Lmtzmnr,0.0,M,Zale,1-523-555-9650,76123.0,1.0,4.0,24.0,532.0,O,913686.0
RDQ9551,,Nhrnphrvmn,3.0,D,Family Dollar Stores,1-185-052-2108,348221.0,4.0,2.0,8.0,478.0,R,2616612.0
XEX9552,Y,Okqhmytw,9.0,S,Donaldson,1-876-758-7615,351887.0,4.0,0.0,73.0,687.0,O,2580162.0
Krn9553,E,EWWHK,4.0,S,FM Global,1-728-079-7194,63951.0,2.0,0.0,60.0,652.0,U,952324.0
Cwk9554,,UJBECSNQLFTR,10.0,D,Securian Financial Group,1-278-223-0919,474609.0,2.0,0.0,11.0,657.0,U,1307047.0
ysk9555,C,Fnrbwqcsnc,7.0,M,KAR Holdings,1-741-822-8317,,,0.0,62.0,486.0,O,1543743.0
Ins9556,w,qvcpwekp,8.0,S,Oceaneering International,1-538-388-5268,180193.0,1.0,4.0,86.0,623.0,O,601154.0
Zwh9557,b,CFJQKUAX,,M,Forest Laboratories,1-860-298-6605,466100.0,1.0,2.0,2.0,412.0,O,255089.0
TLT9558,,feagoipjape,9.0,S,Toro,1-584-870-7045,479075.0,1.0,5.0,,844.0,O,1692570.0
RXD9559,,Xhedhdg,0.0,M,PC Connection,1-922-290-1553,32827.0,2.0,3.0,33.0,586.0,O,281870.0
Nlk9560,,Cejyoqer,3.0,M,Wells Fargo,,303348.0,4.0,4.0,15.0,464.0,R,3593324.0
Zbx9561,r,zinnoh,7.0,M,Tech Data,1-547-138-4390,421052.0,5.0,2.0,71.0,424.0,U,1179562.0
Feq9562,,tcgyheqojgd,2.0,U,Goldman Sachs Group,1-245-923-8288,,5.0,,36.0,528.0,R,833293.0
jrp9563,,Czjce,2.0,M,JetBlue Airways,1-662-954-0862,447136.0,0.0,,68.0,308.0,O,559458.0
VCQ9564,,Uqmrmj,,U,,1-103-293-3560,378352.0,1.0,0.0,2.0,413.0,O,2490128.0
vsb9565,,Gbdyfva,4.0,M,LifePoint Hospitals,1-435-883-4963,99482.0,3.0,3.0,36.0,590.0,O,3286201.0
Bog9566,Y,Nfcptvqgv,0.0,M,PepsiAmericas,1-414-232-5178,202184.0,3.0,1.0,34.0,356.0,O,
oox9567,,Qkwsq,1.0,U,Nalco Holding,1-145-568-1188,226522.0,3.0,0.0,90.0,646.0,O,1327387.0
Quw9568,,UUDFRWA,7.0,U,Retail Ventures,,119285.0,4.0,1.0,96.0,443.0,O,2496893.0
jsc9569,X,Spvlyvcwa,7.0,D,CC Media Holdings,1-099-959-1170,384384.0,,,46.0,660.0,O,3141170.0
Gag9570,,krjug,,M,RPM International,1-849-432-3416,26242.0,5.0,3.0,81.0,448.0,R,159285.0
Zei9571,,HSHVSO,1.0,U,International Paper,1-663-555-7586,,0.0,2.0,37.0,330.0,U,3794937.0
lwi9572,j,Gucwydsm,5.0,U,Boyd Gaming,1-522-737-2862,467896.0,5.0,0.0,35.0,566.0,O,2787169.0
JQN9573,e,Bmllxpjz,0.0,D,Rowan Cos.,1-139-061-7035,292846.0,2.0,5.0,51.0,510.0,O,3243634.0
XJD9574,,xqmoug,3.0,M,Vornado Realty Trust,1-140-936-8711,94349.0,3.0,1.0,72.0,407.0,O,
Pkb9575,L,,2.0,M,Precision Castparts,1-288-512-4531,117874.0,3.0,3.0,23.0,644.0,R,570578.0
Jsn9576,,jjrlquu,9.0,S,Gap,1-074-564-4635,168747.0,4.0,2.0,94.0,672.0,O,866654.0
OQF9577,f,Tpcnwvevb,1.0,D,Chubb,1-034-049-2184,375855.0,4.0,,24.0,827.0,O,3883861.0
akn9578,o,Vcuynca,,M,AGCO,1-958-595-3219,310793.0,5.0,1.0,27.0,394.0,R,1661912.0
wow9579,,Bunjvklnisiu,8.0,D,Biomet,1-152-835-9487,206675.0,5.0,4.0,59.0,542.0,U,2334122.0
SGV9580,,Suhlnnoxidyo,10.0,U,Spherion,1-024-257-9090,367962.0,4.0,3.0,55.0,675.0,,2651982.0
Ace9581,a,Almthx,4.0,S,KBR,1-346-424-7217,497404.0,2.0,1.0,19.0,415.0,R,1839032.0
Ziv9582,,CBUBOPRHHQW,6.0,M,AmeriCredit,1-656-335-6322,23985.0,4.0,0.0,32.0,695.0,R,1927218.0
IMK9583,C,KKVRSLZGEI,9.0,S,Barnes & Noble,1-919-212-4817,439662.0,2.0,,48.0,834.0,O,2633551.0
Ylk9584,,Rnsyas,8.0,M,PharMerica,1-535-055-3536,369204.0,1.0,,20.0,671.0,O,3287590.0
Zwl9585,,eksbqwvego,1.0,M,Waste Management,1-329-330-1734,141929.0,4.0,,90.0,301.0,O,2043569.0
Oxi9586,,Eifoepazwvtd,2.0,M,Philip Morris International,1-998-953-3901,365389.0,,4.0,3.0,714.0,O,3024522.0
HYC9587,K,OROJEAPJN,9.0,S,Air Products & Chemicals,1-649-495-7117,234124.0,,0.0,34.0,641.0,O,2097877.0
Yik9588,V,Bosppjl,0.0,S,BJ's Wholesale Club,1-603-787-0064,298976.0,3.0,2.0,99.0,582.0,R,2114972.0
FFM9589,,VYHAXHRURO,9.0,M,,1-724-827-3598,323188.0,0.0,4.0,25.0,318.0,O,71123.0
Tkd9590,r,USCUMJLZ,6.0,M,Aleris International,1-750-106-0156,125822.0,2.0,4.0,90.0,513.0,O,481333.0
Ucz9591,,bfblph,5.0,U,,1-963-696-2524,382939.0,3.0,1.0,11.0,795.0,O,2491861.0
ist9592,L,Linglno,5.0,M,Levi Strauss,1-517-390-0230,141355.0,5.0,0.0,30.0,720.0,R,3221662.0
Wyq9593,,Trqcrrrzl,0.0,,UGI,1-290-754-4689,364346.0,5.0,1.0,79.0,351.0,R,1959595.0
ERG9594,P,Zoqzt,8.0,U,CH2M Hill,1-637-106-0842,86581.0,1.0,3.0,89.0,845.0,O,119276.0
Vjm9595,O,ciyacdio,1.0,W,M&T Bank Corp.,1-694-681-6738,111228.0,5.0,2.0,45.0,407.0,O,1813521.0
Dnq9596,,dcwfvgty,9.0,M,PG&E Corp.,,129040.0,0.0,0.0,82.0,694.0,O,
Jxj9597,,Yxkdw,6.0,S,Peter Kiewit Sons',1-450-992-8755,305340.0,2.0,1.0,15.0,566.0,U,1835226.0
PYR9598,A,LLUSTFOPGWLV,8.0,M,AGL Resources,1-996-648-6019,59865.0,2.0,4.0,1.0,626.0,O,280212.0
UFD9599,,OLARRGMXJPT,0.0,U,Rohm & Haas,1-491-567-4129,358175.0,3.0,1.0,74.0,794.0,O,947447.0
rlf9600,N,Jhieredm,2.0,U,Progress Energy,1-819-998-9209,284583.0,2.0,0.0,44.0,639.0,O,1796353.0
Hik9601,,jnnulkcoahhn,7.0,M,Lincoln Electric Holdings,1-704-621-9062,147469.0,3.0,5.0,9.0,595.0,U,766911.0
UER9602,,Shqbwvhrbfh,6.0,S,Vishay Intertechnology,1-469-302-8928,164412.0,4.0,5.0,60.0,539.0,R,50549.0
Pne9603,S,Kduuenuudj,5.0,S,Select Medical Holdings,1-962-082-4168,60820.0,0.0,5.0,74.0,672.0,O,1509000.0
lqs9604,,GQNUS,3.0,S,Erie Insurance Group,1-775-715-3803,401822.0,1.0,5.0,45.0,570.0,U,2054169.0
ppr9605,,NFKLNZXC,2.0,M,Union Pacific,1-921-672-3046,266517.0,1.0,0.0,24.0,350.0,R,
JVU9606,,HYUBJUXXRQBG,0.0,D,EOG Resources,1-775-339-9138,236621.0,5.0,1.0,29.0,521.0,O,
Ctn9607,r,WQIFQOX,4.0,D,Wynn Resorts,1-297-283-2223,410609.0,4.0,4.0,63.0,426.0,R,1991727.0
qlm9608,R,GDUXT,5.0,M,Hanesbrands,1-354-529-3892,,1.0,0.0,83.0,823.0,O,30888.0
jha9609,J,Ezmrnolwl,9.0,M,,1-115-583-3844,429711.0,2.0,2.0,75.0,548.0,R,3932732.0
Uku9610,,WPWIUCSPC,2.0,M,Jabil Circuit,1-570-847-9762,25462.0,3.0,5.0,52.0,850.0,U,3816349.0
ZVX9611,q,CTBRL,0.0,S,Imation,,200012.0,0.0,2.0,28.0,,O,1524003.0
srx9612,,TXLAOXTGQBHB,4.0,,Coventry Health Care,1-117-699-8077,359501.0,4.0,4.0,45.0,825.0,O,1604876.0
ens9613,c,ljeatulp,5.0,M,Blockbuster,1-330-169-0786,244323.0,3.0,3.0,8.0,684.0,R,3122664.0
Fvl9614,n,vqutpcii,9.0,S,Harsco,1-818-529-5438,375382.0,1.0,3.0,79.0,,O,2039156.0
TFM9615,,Aalgfl,10.0,M,Erie Insurance Group,1-199-835-8035,86581.0,4.0,5.0,9.0,460.0,,3389179.0
CHC9616,,Jubxjgt,0.0,U,Bon-Ton Stores,1-150-892-6454,273274.0,5.0,0.0,45.0,698.0,O,1705338.0
Jts9617,A,Fljcopqrqps,10.0,M,Windstream,1-576-326-3388,31076.0,3.0,1.0,52.0,531.0,R,2764245.0
Kep9618,G,Dfzsiuin,3.0,S,,1-742-084-1793,404917.0,3.0,4.0,87.0,478.0,O,2998827.0
Sbh9619,c,Pybaopcx,1.0,S,Teradata,1-142-040-2754,133860.0,2.0,3.0,77.0,522.0,O,125727.0
eax9620,J,CIXBCICH,2.0,,Exide Technologies,1-623-004-6373,362096.0,4.0,,,424.0,O,2580217.0
Fxb9621,e,,5.0,W,Raytheon,1-673-465-5530,62285.0,1.0,5.0,18.0,838.0,O,2937182.0
Pgd9622,a,ZTWERNIOUI,2.0,M,Ruddick,1-879-575-2775,485955.0,3.0,,52.0,352.0,O,1688979.0
Pbm9623,,Cgmxunvo,4.0,M,Affiliated Computer Services,1-617-314-4050,496062.0,2.0,2.0,28.0,541.0,O,951716.0
Tjq9624,l,Njaawk,8.0,D,Cisco Systems,1-852-797-5421,357691.0,4.0,5.0,78.0,713.0,O,3286331.0
Rqt9625,I,noielpof,10.0,,Molex,1-405-722-6037,363994.0,2.0,3.0,46.0,362.0,O,1548003.0
Vqd9626,,Oqvbjd,10.0,S,Procter & Gamble,1-572-286-3435,447126.0,2.0,0.0,70.0,749.0,R,3560347.0
Ear9627,,XPMQEIUH,5.0,,Watson Pharmaceuticals,1-207-535-0860,405459.0,4.0,4.0,98.0,368.0,O,3038857.0
Cai9628,,skyyvmj,5.0,S,BearingPoint,1-298-560-3607,115063.0,2.0,1.0,84.0,642.0,O,3649153.0
Cvw9629,,Ubvdhi,4.0,M,E.W. Scripps,,185892.0,0.0,3.0,93.0,781.0,O,3757101.0
Ujo9630,,Hshntn,7.0,W,United Rentals,1-121-277-4762,419892.0,5.0,5.0,65.0,588.0,O,2050133.0
Rlo9631,,Xcfccj,9.0,D,Entergy,1-467-298-8636,383095.0,4.0,0.0,22.0,838.0,R,1299398.0
Edt9632,z,stoiqh,0.0,U,Carlisle,1-303-717-2689,308861.0,,3.0,42.0,516.0,O,2701723.0
HDH9633,,Vmgvg,,M,Patterson,1-750-299-1821,94274.0,2.0,4.0,21.0,839.0,O,
Mbv9634,d,slwwcsq,,M,National Semiconductor,1-770-700-3972,245985.0,3.0,3.0,30.0,370.0,U,1756757.0
WKP9635,,XFAGQHQFSDQG,1.0,M,Coca-Cola,1-998-749-6801,400758.0,,0.0,59.0,456.0,R,942008.0
IBU9636,V,Xqqvy,2.0,S,Continental Airlines,1-446-903-7131,440015.0,1.0,2.0,44.0,458.0,O,1347910.0
eqc9637,,BKMGPQKWTRG,10.0,M,Beazer Homes USA,1-518-944-4097,424229.0,1.0,2.0,80.0,747.0,R,2549732.0
Wcc9638,c,,10.0,M,Select Medical Holdings,1-849-881-6875,69150.0,3.0,1.0,34.0,659.0,O,981332.0
Ktq9639,f,Oijcpsxc,0.0,U,CH2M Hill,1-007-388-3095,234345.0,5.0,1.0,24.0,676.0,O,1977940.0
Zos9640,,GBFJDXOAE,5.0,M,Allegheny Technologies,1-992-699-4247,96921.0,4.0,1.0,94.0,701.0,O,1559371.0
Agt9641,,gbrxinqcb,,S,Allegheny Technologies,1-766-275-3648,386291.0,4.0,1.0,78.0,,R,1863673.0
Gqu9642,l,Nibldg,2.0,W,Alliant Techsystems,1-369-804-4930,146507.0,2.0,1.0,86.0,810.0,O,2656907.0
Bdw9643,,Dytajlv,,,Broadcom,1-836-845-1047,18703.0,5.0,5.0,90.0,735.0,U,286281.0
buq9644,U,Zupzyhpl,6.0,U,NCI Building Systems,1-421-570-7147,53647.0,5.0,2.0,58.0,791.0,O,2389595.0
fhi9645,,IKSJNCGOQ,8.0,U,Career Education,1-757-716-5992,434003.0,5.0,0.0,78.0,684.0,O,1957281.0
RHF9646,x,qxinc,7.0,U,Beckman Coulter,1-261-331-2427,70929.0,4.0,5.0,69.0,841.0,O,3301979.0
Oks9647,J,,0.0,S,Retail Ventures,1-346-021-7864,289744.0,1.0,1.0,92.0,392.0,O,712995.0
UKQ9648,,Sovvspz,9.0,U,Calpine,1-790-926-4762,156050.0,1.0,0.0,2.0,492.0,R,842795.0
Ohu9649,,Tjopetbhpn,0.0,W,Delta Air Lines,,382626.0,5.0,3.0,,744.0,O,1367688.0
smm9650,,Qxyoomfyvut,10.0,M,Baxter International,1-940-377-2495,133264.0,3.0,,43.0,636.0,,2635107.0
Beu9651,,oblongwf,2.0,U,RadioShack,1-633-105-6727,425723.0,3.0,4.0,77.0,395.0,U,2208163.0
APH9652,,Ojakk,,S,Chemtura,1-852-696-7294,306944.0,2.0,0.0,90.0,783.0,R,921134.0
GSF9653,i,DYYMGAMOI,8.0,D,McClatchy,1-928-315-1548,288499.0,4.0,4.0,5.0,716.0,O,811994.0
Vha9654,U,Nqhzo,3.0,D,ConocoPhillips,1-405-738-1297,440276.0,3.0,2.0,55.0,550.0,U,
Jfg9655,k,Cxibq,10.0,M,Abbott Laboratories,1-964-125-5433,335631.0,2.0,3.0,26.0,763.0,R,3169368.0
npn9656,n,Moznadepu,1.0,D,Dominion Resources,1-505-112-3484,188284.0,0.0,4.0,45.0,489.0,R,2043675.0
umw9657,I,Jcqqdasnbq,0.0,M,Genzyme,1-590-018-4997,102698.0,4.0,5.0,30.0,779.0,R,
tjj9658,,pguikuweayns,9.0,D,,1-491-191-5968,314955.0,2.0,0.0,15.0,452.0,O,2886757.0
zzq9659,p,TMIXPFYVKGE,6.0,D,Ralcorp Holdings,1-586-119-8258,,2.0,0.0,70.0,673.0,O,1681142.0
Fuj9660,E,Kefgng,1.0,S,Marriott International,1-933-513-8421,,4.0,5.0,52.0,418.0,,
xwr9661,,XLOFUJVHVG,1.0,S,Devon Energy,1-082-095-9779,35214.0,0.0,4.0,49.0,453.0,O,1578917.0
Qqv9662,,Tuakxjjdmyq,8.0,S,Hess,1-848-087-7400,419445.0,5.0,2.0,35.0,347.0,U,2209812.0
lmh9663,,BRYIFZZI,8.0,D,Cardinal Health,1-267-122-8885,306590.0,1.0,3.0,51.0,652.0,O,2741874.0
aoy9664,c,UESWAUAVSD,,S,IDT,1-483-408-3124,238125.0,5.0,5.0,89.0,315.0,O,3568994.0
Rqd9665,,dcvamdzj,7.0,S,Sauer-Danfoss,1-968-859-9429,261835.0,4.0,5.0,41.0,459.0,O,2346784.0
Dqw9666,,Qcdyewmngkxa,2.0,U,Micron Technology,1-745-910-7040,497692.0,3.0,0.0,67.0,725.0,O,1898220.0
Dgn9667,,wuskbqszeb,3.0,U,General Cable,1-899-093-9739,88112.0,1.0,0.0,93.0,447.0,O,2203625.0
aoq9668,f,Fbnoo,6.0,M,"Toys ""R"" Us",1-541-695-3852,104437.0,,1.0,65.0,,O,52183.0
Sad9669,,Immphapz,4.0,M,Thor Industries,1-007-280-8774,,5.0,4.0,56.0,792.0,O,239989.0
Ado9670,A,Coqnelttwkq,3.0,M,Dell,1-413-101-7772,,2.0,3.0,90.0,621.0,R,2767366.0
Vmi9671,k,YJGAXIBDGIF,2.0,S,Bucyrus International,1-591-593-2209,341013.0,5.0,1.0,18.0,658.0,O,2497914.0
Hnj9672,j,huceedxenkvb,9.0,S,Community Health Systems,1-720-657-9962,485066.0,,1.0,42.0,584.0,O,2766304.0
dei9673,J,EWAIYYFNO,5.0,M,Adobe Systems,1-519-930-3145,75434.0,1.0,0.0,47.0,678.0,O,
XWZ9674,p,Hfepjdkbxtsu,9.0,M,Sonic Automotive,1-308-247-8605,414049.0,5.0,3.0,4.0,363.0,O,842909.0
orz9675,,Wwfytjgb,0.0,M,KB Home,1-055-588-7882,428708.0,5.0,5.0,24.0,735.0,O,1984905.0
aup9676,,Owwjdhdjalao,6.0,M,United Refining,1-958-444-3864,39844.0,2.0,,0.0,478.0,O,
yfc9677,,vmfxlubyh,1.0,S,TECO Energy,1-571-946-4731,478282.0,5.0,3.0,75.0,601.0,O,1768786.0
Gmm9678,,Dybsohghvv,2.0,U,Rockwell Automation,1-274-031-4367,398282.0,4.0,2.0,86.0,360.0,R,1753547.0
Fax9679,D,VTEGEGX,9.0,S,Allstate,1-013-497-5463,118446.0,1.0,2.0,63.0,344.0,R,1629815.0
Rjb9680,M,Fdwsbajlddtl,1.0,M,BB&T Corp.,1-339-574-0564,81725.0,1.0,5.0,85.0,491.0,R,475073.0
MQE9681,,Btyepvnn,3.0,U,Health Net,1-036-625-3420,351317.0,3.0,3.0,36.0,747.0,O,778154.0
Jxc9682,P,VGMEFCJQI,,M,Jacobs Engineering Group,1-689-457-5027,389550.0,0.0,1.0,,365.0,O,2754129.0
Mzk9683,A,Fzhjd,7.0,M,Thomas & Betts,1-104-467-5384,327758.0,2.0,4.0,71.0,644.0,O,856092.0
Vpr9684,U,Owmcxwrqim,0.0,M,Hershey,1-939-928-9518,473327.0,0.0,5.0,83.0,667.0,O,3946401.0
ter9685,,Dumtemhcqw,2.0,S,Peter Kiewit Sons',1-855-338-8338,78196.0,0.0,2.0,2.0,404.0,O,1772756.0
BVB9686,,Ukbhyktiegtx,10.0,M,Biomet,1-663-637-9407,369645.0,1.0,0.0,5.0,302.0,R,890225.0
Rtr9687,,jiytkmat,,U,Helix Energy Solutions Group,1-253-522-7670,387813.0,2.0,5.0,45.0,715.0,R,522058.0
Gqm9688,,nhxmvfdza,7.0,,Peter Kiewit Sons',1-518-921-6896,224373.0,5.0,3.0,16.0,569.0,O,729468.0
twx9689,,Lxpyjoiqpe,5.0,W,Metals USA Holdings,1-940-990-0427,411588.0,,2.0,30.0,427.0,R,785210.0
Nya9690,B,egjkeyujahr,0.0,M,Corn Products International,1-398-166-5292,131727.0,1.0,2.0,,469.0,R,3678733.0
lqb9691,T,Ujkodnbusc,8.0,M,Select Medical Holdings,1-927-097-0868,418095.0,4.0,1.0,28.0,765.0,O,2362008.0
Sgj9692,f,Pnnbejwipn,9.0,M,Dow Chemical,1-737-043-5199,176403.0,1.0,5.0,81.0,612.0,O,1148605.0
Nxi9693,,Dccmp,8.0,M,Tractor Supply,1-244-217-7148,480921.0,5.0,5.0,72.0,446.0,O,725507.0
dsc9694,K,xzzqsvkm,6.0,S,TECO Energy,1-615-809-4057,135544.0,1.0,,100.0,729.0,O,687245.0
KES9695,r,,9.0,U,Jones Lang LaSalle,1-947-023-7069,141282.0,4.0,2.0,27.0,536.0,O,3128364.0
Ioy9696,s,ZATUGUX,,W,Molina Healthcare,1-804-557-4843,124643.0,5.0,0.0,79.0,392.0,O,2019975.0
Chf9697,,Ougozvevg,4.0,U,Eaton,1-449-118-3915,30059.0,,2.0,62.0,710.0,R,3947994.0
udq9698,,Doerbagjqikl,,M,Graphic Packaging Holding,1-792-399-2590,161910.0,3.0,0.0,6.0,509.0,O,1117777.0
Tex9699,K,Jduhkv,4.0,D,Universal Health Services,1-144-991-6718,188636.0,,5.0,,494.0,O,3699271.0
nsr9700,,qzkohi,10.0,M,Amphenol,1-249-519-6691,192899.0,1.0,4.0,43.0,451.0,R,3390554.0
uyo9701,l,Cxmjasscm,,S,Cracker Barrel Old Country,1-168-431-2457,131135.0,2.0,2.0,,544.0,O,2595389.0
Kni9702,,Auibgawr,3.0,M,Scholastic,1-328-227-5957,179290.0,5.0,5.0,95.0,,O,2461368.0
Wvv9703,Z,Iplvgcirddat,1.0,W,Cardinal Health,1-909-047-8936,346151.0,3.0,2.0,6.0,607.0,O,2313032.0
OKM9704,,,6.0,U,Delphi,1-385-703-4324,361254.0,0.0,0.0,72.0,739.0,O,1248101.0
zpp9705,,KOGZCYOVIE,8.0,M,PolyOne,1-944-594-1754,412022.0,2.0,,98.0,361.0,O,3651964.0
Msa9706,,Jiqdwcgjv,,M,Analog Devices,1-090-561-3869,103144.0,0.0,0.0,12.0,836.0,U,
lkc9707,,Rsfcyhddxk,5.0,U,Cooper Tire & Rubber,1-038-513-8916,121611.0,3.0,3.0,48.0,521.0,R,901782.0
Xbb9708,f,Mdvzjrznpde,10.0,W,Ryland Group,1-894-515-7591,475893.0,4.0,3.0,61.0,782.0,O,
Udb9709,z,aeeekyk,4.0,U,Sprint Nextel,1-142-702-3953,464301.0,1.0,4.0,82.0,492.0,O,2133261.0
mmi9710,S,NGRKGELEVGF,1.0,S,Union Pacific,1-668-043-1872,314885.0,0.0,0.0,90.0,,O,995044.0
Ips9711,x,,2.0,,Pilgrim's Pride,1-582-913-5759,499232.0,5.0,1.0,18.0,649.0,O,2211836.0
hir9712,,NTVXORR,5.0,S,Airgas,1-075-910-5493,,2.0,2.0,47.0,386.0,O,3913615.0
pnx9713,,,3.0,D,Abbott Laboratories,1-444-526-8440,376966.0,4.0,5.0,70.0,664.0,O,501692.0
Ocp9714,,Sltkznivpuh,5.0,W,,1-414-351-2921,417819.0,3.0,3.0,21.0,821.0,O,3318801.0
Vce9715,,giheh,10.0,M,Micron Technology,1-601-041-7304,181317.0,5.0,5.0,88.0,683.0,U,3906230.0
HBH9716,u,Mbnzlsyeys,3.0,S,NCI Building Systems,1-011-770-3136,322935.0,2.0,0.0,5.0,560.0,O,3078341.0
Hse9717,,YFFWBJ,0.0,S,,1-134-713-5400,340623.0,4.0,0.0,82.0,790.0,O,2172994.0
VXX9718,i,,2.0,U,AutoZone,1-903-001-3397,76246.0,4.0,3.0,77.0,334.0,O,1090017.0
Vmf9719,,Cczmaa,1.0,W,Steelcase,1-497-787-0410,212640.0,0.0,1.0,80.0,807.0,O,31902.0
evj9720,,Enjmrggdsq,10.0,M,Raytheon,1-306-765-7201,27123.0,4.0,4.0,41.0,372.0,O,1842743.0
asd9721,,DQUOY,,U,CH2M Hill,1-927-838-7243,428212.0,1.0,2.0,78.0,447.0,O,1954597.0
Ieu9722,F,Efulnxsnk,6.0,S,Metals USA Holdings,1-437-699-8957,208135.0,3.0,5.0,68.0,588.0,O,3002681.0
kfi9723,p,Narulrixws,3.0,M,Texas Instruments,1-218-324-5533,,,5.0,76.0,400.0,O,264407.0
FJJ9724,,LJIYILMAJL,0.0,M,Leap Wireless International,1-715-615-5940,447022.0,1.0,1.0,12.0,432.0,O,1001820.0
VWN9725,a,Nlispiudmvt,6.0,D,Safeway,1-665-357-7789,383912.0,1.0,4.0,5.0,848.0,R,2798572.0
Txo9726,A,Rssugc,3.0,S,Guess,1-329-612-7351,196459.0,1.0,4.0,27.0,728.0,O,1918410.0
Vkb9727,y,Aooexlbpfsi,3.0,U,Eli Lilly,1-729-753-6101,469095.0,3.0,0.0,91.0,725.0,O,1158545.0
Yph9728,,mogzyazzbe,8.0,M,Cisco Systems,1-634-922-5897,257503.0,2.0,2.0,94.0,743.0,O,
dop9729,F,Ecggpkb,8.0,W,Snap-On,1-339-811-1218,394763.0,4.0,4.0,18.0,756.0,O,2009083.0
hqy9730,,,4.0,U,KBR,1-640-831-4740,322195.0,5.0,1.0,63.0,668.0,,1615971.0
Qcf9731,,Owxcpx,4.0,,Entergy,1-265-245-5768,410099.0,0.0,1.0,38.0,810.0,R,256039.0
GDA9732,,euntgoolsea,0.0,W,Oceaneering International,1-913-446-2689,66652.0,0.0,5.0,3.0,581.0,O,3250398.0
DKK9733,w,hidzwufhjtc,0.0,D,Del Monte Foods,1-551-223-2543,440258.0,5.0,1.0,41.0,693.0,O,3280363.0
KHE9734,g,BOFOY,7.0,M,Western Digital,1-894-465-5565,167562.0,2.0,5.0,73.0,531.0,O,2841008.0
Zbn9735,q,msubwo,6.0,S,Icahn Enterprises,1-117-340-4152,498721.0,5.0,1.0,48.0,611.0,R,3582446.0
Loq9736,b,CESMAGJGDNN,,W,Casey's General Stores,1-713-198-0317,437438.0,5.0,5.0,91.0,827.0,,1390504.0
Jls9737,q,HKFBKYYYJF,3.0,M,Owens & Minor,1-324-690-0496,,0.0,4.0,,740.0,O,3629595.0
wtg9738,p,,8.0,W,Amgen,1-019-035-8513,271547.0,5.0,4.0,98.0,614.0,R,227315.0
xfn9739,q,Tuyvbikyv,4.0,W,MSC Industrial Direct,1-159-720-7051,122003.0,4.0,4.0,53.0,526.0,O,3498913.0
Yho9740,,Xtkeyycouu,2.0,M,Werner Enterprises,1-376-345-5653,394116.0,2.0,,90.0,840.0,U,2723921.0
ioc9741,p,VELBKG,4.0,M,Waste Management,1-195-028-2007,143799.0,3.0,4.0,9.0,,,1439744.0
Vux9742,,ZFTDLLZK,9.0,S,Air Products & Chemicals,1-308-365-4420,312994.0,3.0,0.0,37.0,361.0,O,2721559.0
LGH9743,,amvqixmmqcbe,1.0,M,Constellation Brands,,354207.0,5.0,1.0,42.0,580.0,O,3509245.0
grs9744,,HPHFKGMTIRLJ,0.0,M,O'Reilly Automotive,1-795-145-9991,243914.0,0.0,2.0,99.0,547.0,,2852522.0
MBL9745,f,Zqddnejz,1.0,,SunTrust Banks,,187633.0,5.0,5.0,48.0,523.0,U,2391361.0
IFB9746,O,Fhcceiam,2.0,D,Motorola,1-499-752-2335,457959.0,1.0,3.0,36.0,570.0,R,3806448.0
Sru9747,S,hllhvyxxqs,10.0,U,Cigna,1-971-778-0152,279576.0,5.0,2.0,,729.0,O,2348293.0
