AgencyID,Phone,LastName,Country,FirstName,NetWorth,MiddleInitial,Age,Employer,PostalCode,Gender,NumberCars,NumberChildren,MaritalStatus,CreditRating,OwnOrRentFlag,NumberCreditCards
ber805,1-404-977-5392,bernard,United States of America,Chi-kwan,2748386.0,X,10.0,United Natural Foods,20015,F,3.0,2.0,U,702.0,U,1.0
eis806,1-948-247-9407,eisler,United States of America,ethel,1594184.0,Z,4.0,Williams-Sonoma,23266,,2.0,4.0,S,651.0,O,5.0
Gou807,1-636-223-7917,Gough,United States of America,Lanae,217423.0,,90.0,Air Products & Chemicals,53745,M,0.0,4.0,U,542.0,R,7.0
Fon808,1-398-213-7985,Fontana,Canada,meta,3955298.0,I,73.0,Sunoco,93869,F,4.0,2.0,U,384.0,U,4.0
flu809,1-160-979-2701,flueckinger,United States of America,allie,594099.0,,11.0,Polaris Industries,V6S 1V4,,1.0,1.0,W,595.0,R,6.0
Met810,1-503-714-2980,Methot,United States of America,garnette,1125872.0,,37.0,Urban Outfitters,73118,m,1.0,5.0,S,404.0,R,4.0
MAY811,1-685-092-3693,MAYBEE,Canada,Seyar,1827926.0,,67.0,AECOM Technology,85254,m,4.0,0.0,M,520.0,R,
THA812,1-901-669-0556,THAIN,United States of America,EVANGELO,3585577.0,,80.0,Wendy's/Arby's Group,H6b 1z7,,4.0,3.0,D,402.0,O,1.0
YEN813,1-655-314-2896,YENILMEZ,United States of America,sami,720576.0,P,70.0,Vectren,94122,,5.0,2.0,M,651.0,O,1.0
Edg814,1-142-479-3590,Edgreen,United States of America,Laverna,969009.0,B,50.0,Granite Construction,48203,f,1.0,4.0,M,661.0,O,4.0
Def815,1-064-009-2843,Defilippis,United States of America,HUGH,2446548.0,,17.0,AMC Entertainment,72239,,5.0,5.0,D,725.0,R,3.0
Ung816,1-744-718-9276,Unger,United States of America,Dnadoc,311385.0,A,56.0,Terex,V6Q 1U7,,5.0,1.0,,439.0,U,2.0
Spi817,1-265-140-2940,Spingola,United States of America,jazmin,3465593.0,W,30.0,Estee Lauder,31401,,1.0,1.0,S,627.0,O,7.0
Wic818,1-476-518-3472,Wickham,United States of America,legra,2077511.0,D,15.0,Boise Cascade Holdings,53752,f,0.0,5.0,S,687.0,O,2.0
Tei819,1-550-933-9248,Teitelbaum,Canada,Domenico,1331865.0,,54.0,Cardinal Health,36125,,1.0,3.0,U,827.0,O,8.0
sch820,1-502-188-5543,schoenling,Canada,Hui,611764.0,U,3.0,Pepco Holdings,91216,,4.0,4.0,U,787.0,O,6.0
Qua821,,Quan,United States of America,Clem,1092011.0,E,96.0,ConAgra Foods,78421,,,3.0,U,498.0,U,1.0
Ake822,1-128-837-1248,Akens,United States of America,sheila,604198.0,G,46.0,Frontier Communications,32227,f,2.0,1.0,M,565.0,O,9.0
Lak823,1-872-576-4720,Lakhani,United States of America,kora,1058297.0,,24.0,Energy Future Holdings,46253,M,0.0,1.0,M,687.0,U,9.0
AYU824,1-086-118-5951,AYUKAWA,Canada,Kitson,3899764.0,,35.0,CH2M Hill,99731,,0.0,4.0,U,764.0,U,4.0
Sta825,1-573-368-7643,Stanciu,Canada,alexandru,2591921.0,,81.0,Expeditors International,V6g 1t1,,4.0,0.0,U,318.0,O,5.0
Mac826,1-690-648-1387,Macleod,Canada,Krishna,3727782.0,,22.0,J.B. Hunt Transport Services,85238,,,4.0,M,499.0,O,9.0
Yue827,,Yuengling,United States of America,JORRY,3501057.0,,52.0,"Toys ""R"" Us",77155,m,3.0,1.0,S,481.0,R,2.0
par828,1-597-248-3021,parham,United States of America,Simhan,3763715.0,,39.0,TJX,40228,m,,1.0,S,358.0,O,2.0
and829,1-741-740-2437,andreasen,United States of America,Nenad,2815906.0,,73.0,Wyeth,H5i 1r5,F,5.0,4.0,M,363.0,O,7.0
ben830,1-669-272-3612,benschop,United States of America,Janith,2018196.0,,66.0,Fred's,77234,,1.0,4.0,M,,O,1.0
Bac831,1-538-272-0856,Bacchiochi,Canada,Hsing-ju,3142971.0,H,13.0,3M,99691,F,2.0,5.0,M,673.0,O,3.0
Mar832,1-500-400-9177,Martel,United States of America,isidora,1161272.0,,69.0,Fidelity National Information,t5d 1u7,F,1.0,3.0,M,681.0,O,7.0
lim833,,limerick,United States of America,Petre,1795743.0,,31.0,Loews,90875,m,1.0,1.0,M,845.0,U,9.0
De 834,1-262-183-0260,De coursey,United States of America,Alix,2154513.0,,76.0,Northwestern Mutual,H2G 1X3,,2.0,2.0,U,383.0,O,0.0
Dev835,1-531-400-3165,Development,United States of America,champathon,3648409.0,,76.0,PSS World Medical,V6q 1q4,m,2.0,4.0,S,361.0,O,
san836,1-755-225-1362,santella,United States of America,Dnsproj,1363259.0,,10.0,Convergys,02134,F,0.0,4.0,U,608.0,O,6.0
oko837,1-948-074-9863,okon,United States of America,waneta,905760.0,,31.0,Westlake Chemical,94317,,5.0,0.0,M,514.0,U,10.0
Slu838,1-116-273-5761,Slusser,United States of America,Harm,819932.0,,35.0,Steel Dynamics,94518,f,4.0,0.0,,793.0,R,2.0
Ala839,,Alary,United States of America,DENNI,3163906.0,H,66.0,Cognizant Technology Solutions,16508,,4.0,5.0,M,488.0,R,
TEM840,1-857-886-6131,TEMP,United States of America,bill,3762057.0,,70.0,Crane,c2a 4w8,,1.0,3.0,M,327.0,O,5.0
Pkd841,1-723-961-7810,Pkdcd,Canada,Jean-pierre,,,18.0,KB Home,V6j 1s6,d,0.0,,M,835.0,,4.0
Bat842,1-850-473-4567,Battershill,Canada,LUSA,,,99.0,Auto-Owners Insurance,H2G 1V9,,5.0,4.0,S,577.0,O,0.0
Log843,1-884-452-5294,Logan,United States of America,Shoeb,1327349.0,,30.0,AGCO,m5g 1u1,m,3.0,3.0,D,762.0,U,9.0
MON844,1-505-680-4182,MONTEGGIA,United States of America,CONNIE,1396758.0,,59.0,Fifth Third Bancorp,92502,,4.0,0.0,M,526.0,O,2.0
yab845,1-257-747-9551,yabe,Canada,Berte,3377552.0,,38.0,Expeditors International,35263,,0.0,2.0,D,751.0,R,8.0
ken846,1-739-786-4114,kenedi,United States of America,Lynsey,3740276.0,M,12.0,Southwest Gas,90869,f,4.0,4.0,M,577.0,O,7.0
Kum847,1-672-975-3888,Kum,United States of America,BRETON,619097.0,,94.0,Patterson-UTI Energy,98190,f,5.0,0.0,M,652.0,O,6.0
Pon848,1-136-986-3511,Ponthieux,Canada,Ringo,3524235.0,,63.0,Omnicare,37212,,4.0,1.0,S,419.0,O,9.0
DEG849,1-758-851-1486,DEGAN,United States of America,Tadayuki,513031.0,X,7.0,Convergys,07106,F,,3.0,S,426.0,O,1.0
per850,1-319-518-2511,pereira,United States of America,Dasya,2157300.0,L,44.0,Discover Financial Services,V6U 1W5,F,2.0,1.0,M,,O,4.0
ebe851,1-390-952-0127,eberlin,United States of America,FLORIS,2355120.0,Q,56.0,TECO Energy,m5e 1z1,,0.0,5.0,W,438.0,O,7.0
Val852,1-876-294-8508,Valia,United States of America,TARUS,2399575.0,,7.0,,14202,F,0.0,0.0,M,424.0,O,4.0
DOR853,1-768-332-6404,DORAY,United States of America,beatrix,3521038.0,D,99.0,Allegheny Energy,02903,,3.0,3.0,S,555.0,O,0.0
Str854,1-360-763-0483,Streater,United States of America,Candie,191023.0,A,54.0,Owens Corning,21212,f,5.0,2.0,S,584.0,O,4.0
Ciz855,1-477-377-9318,Cizmar,Canada,Emily,3307382.0,,17.0,FPL Group,M5e 1y2,,0.0,,S,746.0,O,3.0
OLS856,1-176-151-7579,OLSEN,Canada,elfrida,781956.0,,8.0,Cooper-Standard Holdings,90370,,3.0,3.0,U,567.0,O,3.0
sch857,1-217-395-3444,schwaderer,United States of America,Micheline,,,64.0,Micron Technology,V6M 1P4,,4.0,0.0,M,512.0,O,0.0
Ezz858,1-849-680-8193,Ezzat,United States of America,NORIKO,3894354.0,,79.0,Nvidia,V5d 1p8,m,1.0,5.0,M,724.0,O,4.0
Bat859,1-817-652-1815,Battiston,United States of America,Lilli,3101606.0,,27.0,Northwestern Mutual,80522,m,2.0,0.0,U,748.0,,5.0
Kur860,1-827-129-4746,Kurolapnik,United States of America,sys,464328.0,,83.0,Harris,V6e 1t7,,2.0,2.0,S,788.0,R,4.0
Mch861,1-430-506-5248,Mcharg,United States of America,nguyen,1541517.0,Y,45.0,Alaska Air Group,H2e 1u5,,2.0,1.0,U,805.0,O,4.0
Spi862,,Spicer,United States of America,Umeko,2137971.0,,33.0,Plains Exploration,61106,f,1.0,5.0,M,603.0,O,10.0
BOH863,1-537-174-0742,BOHANAN,United States of America,schouwen,,E,8.0,MPS Group,46216,,2.0,5.0,S,596.0,U,10.0
MON864,1-769-271-9134,MONTIJO,United States of America,WREN,3953273.0,,82.0,Nash-Finch,94611,,1.0,3.0,U,,O,4.0
LET865,1-729-128-8858,LETOURNEAU,United States of America,SICKLE,,N,53.0,PHH,90367,,4.0,0.0,S,446.0,O,6.0
dup866,1-369-249-7629,dupuis,United States of America,Humberto,1476269.0,,3.0,Fleetwood Enterprises,m4k 1o9,,5.0,2.0,W,765.0,R,7.0
KRY867,1-839-314-9134,KRYSKI,United States of America,Marquita,2341861.0,,12.0,Nasdaq OMX Group,76132,,5.0,1.0,D,677.0,R,1.0
REA868,1-728-296-6589,READE,United States of America,Melli,2478318.0,,5.0,Old Republic International,10051,,1.0,2.0,S,668.0,O,2.0
Bas869,1-527-652-0371,Baskaran,United States of America,kiki,1408221.0,G,89.0,Medco Health Solutions,94161,M,5.0,2.0,D,394.0,O,10.0
Zig870,1-167-504-0613,Zigrand,United States of America,Romy,2401265.0,,95.0,Biogen Idec,32202,m,3.0,0.0,M,457.0,,7.0
JOU871,1-774-550-3351,JOUDREY,United States of America,AKEMI,1255431.0,B,42.0,Sovereign Bancorp,21280,,2.0,5.0,M,745.0,O,0.0
Nal872,1-210-577-9810,Nallengara,Canada,alisun,1747256.0,Q,44.0,CSX,63109,,0.0,4.0,U,683.0,O,8.0
mar873,1-680-930-5668,marling,United States of America,APARNA,3411007.0,C,68.0,WGL Holdings,M4J 1N1,,0.0,4.0,U,375.0,O,7.0
fai874,,fainaru,United States of America,Angel,2578534.0,,81.0,Clorox,95272,M,4.0,2.0,M,811.0,U,10.0
Bas875,1-385-323-8406,Basmadjian,United States of America,VICTOR,3773763.0,Q,91.0,Auto-Owners Insurance,Y5d 1m6,M,0.0,4.0,M,602.0,O,9.0
De 876,1-009-860-4245,De la,Canada,bihari,981652.0,,34.0,Adobe Systems,01850,,1.0,0.0,U,347.0,O,2.0
Ras877,1-338-187-8595,Rashid,Canada,Jeralee,1051531.0,,84.0,Ecolab,T6c 1k6,M,1.0,2.0,M,839.0,O,6.0
HOL878,1-320-350-1118,HOLMES,United States of America,Bettink,2280469.0,I,71.0,E*Trade Financial,93312,,1.0,2.0,U,801.0,O,0.0
bur879,1-080-390-9784,burgi,Canada,gianina,2138918.0,,3.0,First Horizon National Corp.,95149,M,2.0,4.0,M,,O,8.0
Tur880,1-723-061-8722,Turnbull,United States of America,maurice,2983358.0,,45.0,Polo Ralph Lauren,T5a 1m2,M,2.0,1.0,W,690.0,O,6.0
bra881,1-119-675-3453,brassem,United States of America,LIANA,2072951.0,,70.0,CB Richard Ellis Group,47722,,5.0,3.0,S,547.0,U,5.0
Koc882,1-731-177-1557,Kochis,United States of America,barbee,2704695.0,J,69.0,Neiman Marcus,95237,,4.0,2.0,M,665.0,O,2.0
Wil883,1-842-146-6446,Willard,United States of America,RAOUF,1027060.0,,85.0,Hess,H7h 1t8,M,,1.0,U,459.0,O,4.0
FAH884,1-678-184-4766,FAHY,United States of America,Rosemonde,3374949.0,O,32.0,Amphenol,66117,,5.0,2.0,M,627.0,O,4.0
Did885,1-973-207-2490,Diduch,United States of America,elfreda,3938776.0,,65.0,Targa Resources,21227,,3.0,0.0,M,635.0,R,4.0
mil886,1-099-889-7981,milligan,United States of America,Sayla,2076174.0,C,27.0,Franklin Resources,T6a 1i7,,4.0,5.0,M,358.0,O,9.0
Sug887,1-310-245-3372,Sugarman,Canada,VITTORIA,3464618.0,,,Plexus,30324,,1.0,4.0,S,572.0,O,1.0
rod888,1-353-306-5394,rodriquez,United States of America,HOTLINE,482395.0,T,46.0,Raymond James Financial,V6l 1u3,,1.0,3.0,M,307.0,O,
lec889,1-820-290-5625,lecompte,United States of America,JACQUE,2175089.0,,44.0,KAR Holdings,V6n 1s9,,2.0,2.0,M,642.0,O,1.0
mal890,1-088-617-9780,maliepaard,United States of America,kalinda,,,61.0,Electronic Arts,V6o 1u3,,,2.0,M,832.0,U,4.0
RUZ891,1-330-257-3813,RUZYCKI,United States of America,Suzanne,3387850.0,,34.0,BE Aerospace,95297,f,0.0,2.0,S,420.0,O,9.0
Tue892,1-021-095-9105,Tue,United States of America,khamdy,,,11.0,Universal Forest Products,V6n 1s2,F,2.0,5.0,M,628.0,O,9.0
lic893,1-134-241-3440,lichtenstein,United States of America,Ngai,2789774.0,,82.0,AmeriCredit,75236,m,1.0,2.0,D,777.0,R,9.0
BOU894,1-364-294-1113,BOUTIN,United States of America,JEAN-MICHEL,1850489.0,,19.0,Rohm & Haas,99681,,5.0,1.0,U,804.0,O,9.0
GLA895,1-335-520-2549,GLASER,United States of America,GUENDOLEN,1430619.0,P,93.0,First American Corp.,V5c 1m1,M,0.0,4.0,W,422.0,O,0.0
rol896,1-703-549-1442,rollin,United States of America,Chloette,688138.0,T,30.0,ServiceMaster,92834,,0.0,0.0,U,440.0,R,0.0
dub897,1-624-706-6526,dubois,United States of America,Dannye,3125485.0,,68.0,Community Health Systems,19207,,2.0,,S,779.0,O,7.0
Cho898,1-279-365-3275,Choudhury,Canada,barb,1161768.0,,77.0,AutoNation,V6T 1R7,,5.0,5.0,S,620.0,O,8.0
DIM899,1-896-058-5067,DIMILLO,United States of America,LEELA,3536480.0,,39.0,Conseco,98135,f,2.0,1.0,U,427.0,O,2.0
Dun900,1-680-360-1373,Dunsmore,United States of America,leticia,2358348.0,B,94.0,Polaris Industries,66605,,2.0,0.0,S,336.0,O,4.0
Lan901,1-240-948-2986,Lanteigne,United States of America,estele,,,80.0,OM Group,m5e 1w9,,1.0,3.0,U,678.0,R,2.0
Gei902,1-762-475-6095,Geiger,United States of America,henny,3778987.0,G,79.0,Service Corp. International,63170,,1.0,3.0,,761.0,O,6.0
FLE903,1-555-808-0576,FLEMING,United States of America,arlee,3729314.0,,43.0,Parker Hannifin,32254,,2.0,5.0,D,466.0,O,1.0
Ebr904,,Ebrahim,United States of America,CAMILA,776105.0,,37.0,First Data,77175,f,,1.0,S,672.0,O,2.0
Hen905,1-216-529-0948,Henline,Canada,isabeau,1348505.0,,49.0,Fidelity National Financial,M7n 1a1,,1.0,0.0,S,307.0,R,2.0
Ngu906,1-525-508-7526,Nguyen-the,United States of America,Partha,2777211.0,G,38.0,Cenveo,64158,,0.0,4.0,M,512.0,R,9.0
OFF907,,OFFERS,United States of America,Afif,3683452.0,,79.0,MDU Resources Group,V6I 1U2,,0.0,4.0,M,409.0,O,1.0
Mac908,1-974-592-6981,Macsupport,United States of America,Debby,135371.0,D,24.0,Berry Plastics,T5b 1w4,F,3.0,1.0,M,321.0,R,7.0
Bin909,1-408-120-3254,Bins,United States of America,ELEANORE,248057.0,,47.0,,90855,m,,2.0,S,706.0,,
Def910,1-121-136-9472,Defranchi,Canada,Leontine,1792906.0,L,91.0,Principal Financial,77147,R,4.0,1.0,S,423.0,O,1.0
Kas911,1-747-033-3011,Kashani-nia,Canada,Polly,376980.0,,98.0,Frontier Communications,93341,,4.0,5.0,W,791.0,O,1.0
Van912,1-834-607-1929,Van es,United States of America,Chabert,3144214.0,M,96.0,Air Products & Chemicals,73120,m,0.0,2.0,S,463.0,O,7.0
KAR913,1-204-907-2339,KARDOMATEAS,United States of America,Iormina,3567254.0,D,99.0,Helmerich & Payne,92058,K,3.0,3.0,M,452.0,O,6.0
WIG914,1-546-260-9963,WIGGS,United States of America,Samaria,2632755.0,U,85.0,PG&E Corp.,94350,M,1.0,0.0,U,671.0,O,3.0
log915,,logntp,United States of America,Eleonora,3736046.0,,56.0,Jo Ann Stores,15236,,4.0,4.0,W,778.0,U,3.0
Maj916,1-513-255-4094,Majumdar,United States of America,Hanns,1294909.0,Y,20.0,Regions Financial,v6d 1r1,f,3.0,1.0,U,487.0,R,7.0
KOO917,1-999-356-8716,KOOHI,United States of America,OLE,837314.0,,19.0,Protective Life,m5b 1y1,m,5.0,0.0,S,345.0,O,2.0
Fed918,1-579-328-7017,Fedoruk,United States of America,SEANNA,3725935.0,D,81.0,Teleflex,m7o 1a4,,5.0,4.0,S,718.0,O,3.0
Sch919,1-221-520-9734,Schonberger,Canada,Jagdish,3473912.0,,87.0,Georgia Gulf,45254,,3.0,3.0,M,638.0,O,5.0
Cha920,1-493-573-3326,Chambers,Canada,Millisent,2863313.0,,67.0,Rite Aid,94438,m,0.0,2.0,S,500.0,O,1.0
DAG921,1-092-831-4161,DAGENAIS,United States of America,Harriette,,,77.0,Costco Wholesale,V6q 1w8,,,0.0,W,804.0,R,6.0
Max922,1-907-451-4250,Maxey,United States of America,VITO,1432008.0,,100.0,Harris,80161,,1.0,1.0,M,646.0,O,0.0
rei923,1-763-250-4157,reinink,United States of America,sheelagh,3687943.0,,,Questar,r5g 1m9,,5.0,3.0,S,415.0,R,9.0
LES924,1-166-504-3127,LESOURD,United States of America,Erica,100871.0,,93.0,Kansas City Southern,93705,M,0.0,2.0,M,477.0,O,3.0
fif925,1-476-420-8192,fifield,United States of America,andra,1086633.0,,73.0,Health Management Associates,t6a 1d1,,3.0,2.0,W,712.0,O,9.0
Ras926,1-521-168-1029,Rastelli,United States of America,electra,3142625.0,J,47.0,Thermo Fisher Scientific,S7D 1M6,,0.0,2.0,S,394.0,O,4.0
Cha927,1-420-477-5220,Chakravarti,Canada,Angie,3993619.0,,37.0,C.H. Robinson Worldwide,60740,f,2.0,0.0,M,796.0,O,0.0
DEY928,1-571-838-6942,DEYIRMENDJIAN,United States of America,Turus,,,6.0,NetApp,74153,G,1.0,,U,342.0,,7.0
Lia929,1-894-332-9995,Liang,Canada,Adelle,3651830.0,,61.0,Country Financial Services,28226,,2.0,0.0,U,688.0,O,9.0
CIM930,1-389-590-5052,CIMINO,United States of America,Gwendolin,1389213.0,J,23.0,Laclede Group,m9d 1u8,,0.0,0.0,U,560.0,R,6.0
LAU931,1-669-446-8929,LAUGHER,United States of America,CHARIN,2982360.0,,,Yahoo,H7F 1T5,f,3.0,1.0,S,345.0,O,10.0
Uhl932,1-996-563-9696,Uhlig,United States of America,PANDORA,538855.0,G,17.0,Old Republic International,75221,f,2.0,2.0,,,O,7.0
bow933,1-058-194-1182,bowen,Canada,JAGJEET,3820243.0,,11.0,Perot Systems,99637,m,5.0,0.0,M,659.0,O,1.0
Mor934,1-040-619-5406,Moroz,United States of America,IVETTE,2509358.0,O,36.0,Laclede Group,t6b 1f8,,3.0,1.0,W,325.0,O,6.0
Bou935,1-980-987-0206,Boutilier,United States of America,CATERINA,1505929.0,W,81.0,FPL Group,79606,,5.0,4.0,M,654.0,R,1.0
Sha936,1-811-051-8477,Shakib,Canada,CHARLENE,2548298.0,,30.0,R.R. Donnelley & Sons,V6G 1T8,m,4.0,1.0,M,414.0,O,9.0
ROS937,1-003-999-2408,ROSVICK,United States of America,Sonnnie,1507069.0,,47.0,Idearc,M6s 1i9,,2.0,0.0,U,725.0,O,4.0
Bed938,1-978-178-1103,Bedard,United States of America,Aurie,3013554.0,,8.0,Jack in the Box,45438,m,,1.0,S,631.0,R,2.0
Wie939,1-715-881-2923,Wiederhold,United States of America,chrystel,2114786.0,,73.0,WellCare Health Plans,84114,,1.0,5.0,W,831.0,R,8.0
tsa940,1-558-000-6913,tsalikis,United States of America,irita,2853795.0,X,59.0,Northeast Utilities,85241,,0.0,2.0,U,658.0,U,1.0
KLE941,1-238-144-9700,KLEYNENBERGNTMVAA,Canada,ame,3006144.0,,67.0,Cummins,60639,,,5.0,M,788.0,O,
Tos942,1-576-815-9038,Toscano,United States of America,Bahram,2399718.0,,75.0,Northeast Utilities,33192,,4.0,2.0,U,556.0,O,4.0
Kra943,1-854-738-7513,Krautle,United States of America,CATINA,2079535.0,,56.0,Integrys Energy Group,M5A 1W6,,4.0,3.0,U,383.0,,8.0
Bar944,,Barbeau,United States of America,cherey,1602999.0,,38.0,DISH Network,90190,,,1.0,S,838.0,R,4.0
HOY945,1-153-211-7218,HOYT,United States of America,Emp,1187222.0,T,15.0,KAR Holdings,77209,,3.0,1.0,M,530.0,,5.0
Emm946,,Emmert,Canada,TING,2088720.0,B,69.0,ENSCO International,14624,,1.0,1.0,M,369.0,O,1.0
MAA947,1-229-310-1203,MAAS,United States of America,Vernon,1003490.0,,98.0,HNI,33197,,5.0,5.0,U,335.0,U,9.0
par948,1-417-763-9909,parkes,United States of America,Hally,1875688.0,C,,T. Rowe Price,14604,,2.0,5.0,S,845.0,O,0.0
Mog949,1-286-271-4557,Moghe,United States of America,Mustapha,2213692.0,,40.0,Portland General Electric,t6d 1b6,,2.0,2.0,M,847.0,O,0.0
RIO950,,RIOUX,Canada,Wandis,1488985.0,,25.0,General Cable,95137,m,5.0,3.0,W,840.0,O,5.0
Sor951,1-249-738-8817,Sorensen,United States of America,MEI,2281186.0,,24.0,Charter Communications,S3a 1g5,M,2.0,1.0,M,636.0,O,6.0
Mci952,1-407-871-5378,Mcilroy,United States of America,delancey,2269563.0,,29.0,Spansion,M9D 1U1,,2.0,5.0,M,364.0,O,9.0
Bur953,1-010-150-6419,Burns,United States of America,gerti,984030.0,L,9.0,Goodyear Tire & Rubber,H2A 1Y8,,1.0,3.0,M,428.0,O,6.0
Han954,1-104-188-6267,Hanel,Canada,Edy,1845095.0,,52.0,Con-way,85314,,5.0,2.0,M,489.0,U,2.0
Jag955,1-910-044-5124,Jagodzinski,United States of America,WEIPING,606994.0,O,13.0,Cigna,10057,,5.0,3.0,S,403.0,R,4.0
Plo956,1-297-634-0281,Ploof,United States of America,JOSHUA,587660.0,,71.0,Northrop Grumman,55438,,4.0,4.0,M,773.0,O,10.0
Pri957,1-359-850-0055,Prichard,United States of America,isobel,3121471.0,,72.0,ConAgra Foods,77120,F,2.0,2.0,M,820.0,O,3.0
BLA958,1-605-837-7186,BLACKLOCK,United States of America,Nelie,725719.0,,71.0,Ruddick,79917,f,4.0,5.0,D,315.0,O,10.0
col959,1-120-226-6285,collecutt,United States of America,Allegra,3805114.0,Y,22.0,NetApp,90142,,3.0,5.0,W,489.0,O,6.0
bes960,1-456-270-5481,bessey,United States of America,catie,1899798.0,E,13.0,,V6h 1q7,,4.0,4.0,U,821.0,O,10.0
MUS961,1-652-255-8372,MUSGROVE,United States of America,KYLA,157669.0,,48.0,,53208,,2.0,1.0,M,547.0,O,9.0
LIE962,1-563-892-6813,LIESEMER,United States of America,FITNESS,302859.0,,48.0,Health Management Associates,70819,m,5.0,5.0,U,429.0,R,3.0
GOG963,1-082-688-0001,GOGGIN,United States of America,TERUKO,1727730.0,,34.0,Pulte Homes,74156,,3.0,2.0,D,542.0,O,8.0
Siz964,1-866-824-3097,Sizto,Canada,Dorolisa,441738.0,B,78.0,Supervalu,99512,,1.0,1.0,U,543.0,O,4.0
Van965,1-685-600-7217,Van orden,United States of America,Irvin,3987623.0,B,3.0,Hormel Foods,19156,,3.0,5.0,W,771.0,R,
MOR966,1-547-952-4507,MORLEY,United States of America,Sadye,2557933.0,,23.0,UGI,01614,,4.0,0.0,,350.0,R,2.0
RYM967,1-433-152-7180,RYMKIEWICZ,United States of America,NOELLYN,1582368.0,,20.0,Regal Entertainment Group,90032,m,0.0,1.0,S,562.0,U,8.0
BER968,1-372-653-7183,BERTRAND,United States of America,raquela,921412.0,,7.0,Tractor Supply,33703,F,4.0,0.0,M,386.0,O,0.0
OBE969,1-717-877-6977,OBERMEYER,United States of America,Guglielma,2683700.0,,42.0,Alliant Techsystems,s3b 1g6,,0.0,3.0,M,575.0,O,9.0
HAM970,1-952-260-5972,HAMMERMEISTER,Canada,OGUZ,3981728.0,Z,6.0,MetLife,90781,f,4.0,3.0,M,601.0,O,9.0
Pri971,1-313-143-3771,Primeau,United States of America,Kung,138366.0,,32.0,Starbucks,92335,,5.0,2.0,U,463.0,O,8.0
pot972,1-052-423-2345,potocki,Canada,fima,620655.0,,33.0,SPX,V6K 1S8,F,3.0,1.0,M,637.0,O,4.0
von973,1-534-186-6089,vonlehmden,United States of America,Johanne,2324155.0,,36.0,Pacific Life,V5A 1M3,m,2.0,0.0,S,486.0,R,2.0
noy974,1-102-454-3272,noy,Canada,denni,2905297.0,,23.0,Franklin Resources,76122,m,3.0,4.0,,786.0,U,4.0
ELL975,1-816-589-3680,ELLER,United States of America,Leno,1694243.0,,81.0,Schering-Plough,36116,,3.0,3.0,U,332.0,O,0.0
DOC976,1-969-707-7956,DOCUMENTATION-GRP,Canada,Gussy,3921426.0,,49.0,MEMC Electronic Materials,80079,,3.0,4.0,D,405.0,O,5.0
noo977,1-088-605-5123,noorbhai,United States of America,forrest,562977.0,,65.0,URS,t6b 1c5,,4.0,3.0,,846.0,O,9.0
Cha978,,Chaurette,United States of America,GERT,3475381.0,,7.0,Analog Devices,47716,,0.0,3.0,M,689.0,,5.0
PAR979,1-249-902-5822,PARMAR,United States of America,Billy,3883827.0,K,52.0,GameStop,23259,,1.0,4.0,U,783.0,O,5.0
BAI980,1-760-617-3514,BAILEY,United States of America,NOELLA,2890212.0,H,62.0,Martin Marietta Materials,h2a 1z3,f,2.0,3.0,M,,U,6.0
BEA981,,BEAUPRE,United States of America,Adriaens,3771824.0,,20.0,Dr Pepper Snapple Group,53713,,4.0,4.0,S,599.0,O,8.0
Mar982,1-621-474-3715,Marmillon,United States of America,yukinaga,198510.0,,94.0,Genzyme,85201,M,2.0,5.0,S,677.0,O,4.0
rek983,1-486-509-0580,rekowski,United States of America,isabelle,2867347.0,,16.0,Universal American,r3a 1n6,,1.0,0.0,U,568.0,O,6.0
rah984,,rahman,United States of America,HQS,2258655.0,,39.0,Wyndham Worldwide,99577,M,1.0,5.0,W,433.0,O,
Ste985,1-748-286-7743,Steele,United States of America,PRINT,196593.0,,81.0,Interactive Brokers Group,M5F 1Z8,F,2.0,3.0,M,795.0,O,6.0
fai986,1-942-936-2311,fairman,United States of America,averil,3297233.0,,,Brunswick,73115,f,4.0,0.0,M,330.0,O,3.0
Ale987,1-889-258-4719,Aleong,United States of America,sibley,872095.0,F,24.0,ArvinMeritor,m5c 1z1,,0.0,2.0,U,346.0,O,5.0
par988,1-402-002-7652,partello,United States of America,Roda,271169.0,U,51.0,Perrigo,66109,,3.0,4.0,M,379.0,R,0.0
Faw989,1-785-553-7405,Fawcett,United States of America,Berni,2654651.0,L,3.0,Xerox,95184,,2.0,1.0,D,757.0,O,0.0
Mou990,1-484-162-2773,Mouillaud,Canada,dido,3299911.0,,83.0,Express Scripts,84601,f,2.0,3.0,M,713.0,R,0.0
Gor991,1-208-029-2630,Goricanec,United States of America,trang,2578714.0,M,41.0,LSI,90826,,5.0,1.0,S,616.0,O,2.0
Bal992,1-763-386-1587,Ballantine,United States of America,Sabra,3787871.0,,,MGM Mirage,95187,m,4.0,4.0,S,847.0,R,4.0
Cur993,1-970-918-2157,Curnow,United States of America,DENNIS,,G,,Rowan Cos.,53780,m,1.0,3.0,S,318.0,O,0.0
Sch994,1-744-248-8855,Schroff,United States of America,rocky,1483535.0,,76.0,First Data,90770,,1.0,3.0,U,320.0,O,6.0
Mac995,1-757-388-5702,Macleod,United States of America,Hooi-lee,893370.0,,80.0,Dell,33015,F,3.0,4.0,S,825.0,O,5.0
