indirizzo_id,indirizzo,indirizzo2,distretto,città_id,codice_postale,telefono
112,1002 Ahmadnagar Manor,,Mxico,213,93026.0,371490777743
543,43 Vilnius Manor,,Colorado,42,79814.0,484500282381
32,1425 Shikarpur Manor,,Bihar,346,65599.0,678220867005
447,105 Dzerzinsk Manor,,Inner Mongolia,540,48570.0,240776414296
345,68 Ponce Parkway,,Hanoi,201,85926.0,870635127812
558,904 Clarksville Drive,,Zhejiang,193,52234.0,955349440539
425,1866 al-Qatif Avenue,,California,155,89420.0,546793516940
84,1888 Kabul Drive,,Oyo & Osun,217,20936.0,701457319790
349,1516 Escobar Drive,,Tongatapu,370,46069.0,64536069371
5,1913 Hanoi Way,,Nagasaki,463,35200.0,28303384290
82,936 Salzburg Lane,,Uttar Pradesh,425,96709.0,875756771675
58,1964 Allappuzha (Alleppey) Street,,Yamaguchi,227,48980.0,920811325222
113,682 Junan Way,,North West,273,30418.0,622255216127
293,86 Higashiosaka Lane,,Guanajuato,563,33768.0,957128697225
289,1279 Udine Parkway,,Edo & Delta,69,75860.0,195003555232
398,954 Lapu-Lapu Way,,Moskova,278,8816.0,737229003916
56,939 Probolinggo Loop,,Galicia,1,4166.0,680428310138
320,1542 Lubumbashi Boulevard,,Tel Aviv,57,62472.0,508800331065
284,600 Bradford Street,,East Azerbaidzan,514,96204.0,117592274996
233,356 Olomouc Manor,,Gois,26,93323.0,22326410776
108,1386 Yangor Avenue,,Provence-Alpes-Cte,543,80720.0,449216226468
328,479 San Felipe del Progreso Avenue,,Morelos,130,54949.0,869051782691
464,76 Kermanshah Manor,,Esfahan,423,23343.0,762361821578
38,61 Tama Street,,Okayama,284,94065.0,708403338270
162,369 Papeete Way,,North Carolina,187,66639.0,170117068815
218,226 Brest Manor,,California,508,2299.0,785881412500
429,1269 Botosani Manor,,Guangdong,468,47394.0,736517327853
585,1208 Tama Loop,,Ninawa,344,73605.0,954786054144
165,97 Shimoga Avenue,,Tel Aviv,533,44660.0,177167004331
399,331 Bydgoszcz Parkway,,Asturia,181,966.0,537374465982
309,827 Yuncheng Drive,,Callao,99,79047.0,504434452842
281,1944 Bamenda Way,,Michigan,573,24645.0,75975221996
351,1157 Nyeri Loop,,Adygea,320,56380.0,262744791493
200,1074 Binzhou Manor,,Baden-Wrttemberg,325,36490.0,331132568928
83,586 Tete Way,,Kanagawa,256,1079.0,18581624103
151,1337 Lincoln Parkway,,Saitama,555,99457.0,597815221267
433,1823 Hoshiarpur Lane,,Komi,510,33191.0,307133768620
70,1150 Kimchon Manor,,Skne ln,321,96109.0,663449333709
286,1308 Sumy Loop,,Fujian,175,30657.0,583021225407
23,1417 Lancaster Avenue,,Northern Cape,267,72192.0,272572357893
175,316 Uruapan Street,,Perak,223,58194.0,275788967899
57,17 Kabul Boulevard,,Chiba,355,38594.0,697760867968
501,1060 Tandil Lane,,Shandong,432,72349.0,211256301880
12,478 Joliet Way,,Hamilton,200,77948.0,657282285970
177,1010 Klerksdorp Way,,Steiermark,186,6802.0,493008546874
511,1152 al-Qatif Lane,,Kalimantan Barat,412,44816.0,131370665218
547,379 Lublin Parkway,,Toscana,309,74568.0,921960450089
72,57 Arlington Manor,,Madhya Pradesh,475,48960.0,990214419142
220,1201 Qomsheh Manor,,Gois,28,21464.0,873492228462
285,1006 Santa Bárbara d´Oeste Manor,,Ondo & Ekiti,389,36229.0,85059738746
468,1844 Usak Avenue,,Nova Scotia,196,84461.0,164414772677
359,519 Nyeri Manor,,São Paulo,461,37650.0,764680915323
596,1759 Niznekamsk Avenue,,al-Manama,14,39414.0,864392582257
225,1926 Gingoog Street,,Sisilia,511,22824.0,469738825391
163,1440 Compton Place,,North Austria,307,81037.0,931059836497
410,88 Nagaon Manor,,Buenos Aires,524,86868.0,779461480495
362,482 Kowloon and New Kowloon Manor,,Bratislava,90,97056.0,738968474939
378,1191 Tandil Drive,,Southern Tagalog,523,6362.0,45554316010
550,1715 Okayama Street,,São Paulo,485,55676.0,169352919175
556,346 Cam Ranh Avenue,,Zhejiang,599,39976.0,978430786151
156,1963 Moscow Place,,Assam,354,64863.0,761379480249
567,1894 Boa Vista Way,,Texas,178,77464.0,239357986667
315,543 Bergamo Avenue,,Minas Gerais,215,59686.0,103602195112
140,788 Atšinsk Street,,Karnataka,211,81691.0,146497509724
413,692 Amroha Drive,,Northern,230,35575.0,359478883004
595,1074 Sanaa Parkway,,Loja,311,22474.0,154124128457
382,220 Hidalgo Drive,,Kermanshah,265,45298.0,342720754566
549,454 Qinhuangdao Drive,,Tadla-Azilal,68,25866.0,786270036240
531,1986 Sivas Place,,Friuli-Venezia Giuli,551,95775.0,182059202712
126,1175 Tanauan Way,,Lima,305,64615.0,937222955822
376,1061 Ede Avenue,,Southern Tagalog,98,57810.0,333390595558
44,671 Graz Street,,Oriental,353,94399.0,680768868518
164,1623 Bahía Blanca Manor,,Moskova,310,81511.0,149981248346
9,53 Idfu Parkway,,Nantou,361,42399.0,10655648674
419,397 Sunnyvale Avenue,,Guanajuato,19,55566.0,680851640676
546,191 José Azueta Parkway,,Ruse,436,13629.0,932156667696
20,360 Toulouse Parkway,,England,495,54308.0,949312333307
67,1214 Hanoi Way,,Nebraska,306,67055.0,491001136577
297,1192 Tongliao Street,,Sharja,470,19065.0,350970907017
559,1917 Kumbakonam Parkway,,Vojvodina,368,11892.0,698182547686
231,430 Alessandria Loop,,Saarland,439,47446.0,669828224459
150,879 Newcastle Way,,Michigan,499,90732.0,206841104594
196,9 San Miguel de Tucumán Manor,,Uttar Pradesh,169,90845.0,956188728558
348,785 Vaduz Street,,Baja California,335,36170.0,895616862749
194,605 Rio Claro Parkway,,Tabora,513,49348.0,352469351088
435,740 Udaipur Lane,,Nizni Novgorod,150,33505.0,497288595103
