address_id,postal_code,address,district,address2,phone,city_id
418,58888.0,126 Acuña Parkway,West Bengali,,480039662421,71
419,55566.0,397 Sunnyvale Avenue,Guanajuato,,680851640676,19
420,33711.0,992 Klerksdorp Loop,Utrecht,,855290087237,23
421,94018.0,966 Arecibo Loop,Sind,,15273765306,134
422,72410.0,289 Santo André Manor,al-Sharqiya,,214976066017,16
423,59489.0,437 Chungho Drive,Puerto Plata,,491271355190,450
424,60622.0,1948 Bayugan Parkway,Bihar,,987306329957,264
425,89420.0,1866 al-Qatif Avenue,California,,546793516940,155
426,14400.0,1661 Abha Drive,Tamil Nadu,,270456873752,416
427,46875.0,1557 Cape Coral Parkway,Hubei,,368284120423,293
428,78813.0,1727 Matamoros Place,Sawhaj,,129673677866,465
429,47394.0,1269 Botosani Manor,Guangdong,,736517327853,468
430,81758.0,355 Vitória de Santo Antão Way,Oaxaca,,548003849552,452
431,70425.0,1596 Acuña Parkway,Jharkhand,,157133457169,418
432,64964.0,259 Ipoh Drive,São Paulo,,419009857119,189
433,33191.0,1823 Hoshiarpur Lane,Komi,,307133768620,510
434,87212.0,1404 Taguig Drive,Okayama,,572068624538,547
435,33505.0,740 Udaipur Lane,Nizni Novgorod,,497288595103,150
436,72736.0,287 Cuautla Boulevard,Chuquisaca,,82619513349,501
437,63104.0,1766 Almirante Brown Street,KwaZulu-Natal,,617567598243,364
438,65892.0,596 Huixquilucan Place,Nampula,,342709348083,351
439,41775.0,1351 Aparecida de Goiânia Parkway,Northern Mindanao,,959834530529,391
440,90920.0,722 Bradford Lane,Shandong,,746251338300,249
441,47472.0,983 Santa Fé Way,British Colombia,,145720452260,565
442,40926.0,1245 Ibirité Way,La Romana,,331888642162,290
443,55405.0,1836 Korla Parkway,Copperbelt,,689681677428,272
444,57833.0,231 Kaliningrad Place,Lombardia,,575081026569,70
445,3.0,495 Bhimavaram Lane,Maharashtra,,82088937724,144
446,52625.0,1924 Shimonoseki Drive,Batna,,406784385440,59
447,48570.0,105 Dzerzinsk Manor,Inner Mongolia,,240776414296,540
448,29444.0,614 Denizli Parkway,Rio Grande do Sul,,876491807547,486
449,88306.0,1289 Belém Boulevard,Tartumaa,,237368926031,530
450,73942.0,203 Tambaram Street,Buenos Aires,,411549550611,161
451,2834.0,1704 Tambaram Manor,West Bengali,,39463554936,554
452,52671.0,207 Cuernavaca Loop,Tatarstan,,782900030287,352
453,99552.0,319 Springs Loop,Baijeri,,72524459905,160
454,21872.0,956 Nam Dinh Manor,Kerman,,474047727727,481
455,23636.0,1947 Paarl Way,Central Java,,834061016202,509
456,48745.0,814 Simferopol Loop,Sinaloa,,524567129902,154
457,41136.0,535 Ahmadnagar Manor,Abu Dhabi,,985109775584,3
458,16790.0,138 Caracas Boulevard,Zulia,,974433019532,326
459,16119.0,251 Florencia Drive,Michoacn de Ocampo,,118011831565,556
460,28587.0,659 Gatineau Boulevard,La Paz,,205524798287,153
461,75559.0,1889 Valparai Way,Ziguinchor,,670370974122,600
462,83183.0,1485 Bratislava Place,Illinois,,924663855568,435
463,64709.0,935 Aden Boulevard,Central Java,,335052544020,532
464,23343.0,76 Kermanshah Manor,Esfahan,,762361821578,423
465,70664.0,734 Tanshui Avenue,Caquet,,366776723320,170
466,10447.0,118 Jaffna Loop,Northern Mindanao,,325526730021,182
467,22173.0,1621 Tongliao Avenue,Irkutsk,,209342540247,558
468,84461.0,1844 Usak Avenue,Nova Scotia,,164414772677,196
469,7939.0,1872 Toulon Loop,OHiggins,,928809465153,428
470,88502.0,1088 Ibirité Place,Jalisco,,49084281333,595
471,95400.0,1322 Mosul Parkway,Shandong,,268053970382,145
472,41545.0,1447 Chatsworth Place,Chihuahua,,769370126331,129
473,33599.0,1257 Guadalajara Street,Karnataka,,195337700615,78
474,95835.0,1469 Plock Lane,Galicia,,622884741180,388
475,14122.0,434 Ourense (Orense) Manor,Hodeida,,562370137426,206
476,9668.0,270 Tambaram Parkway,Gauteng,,248446668735,244
477,66546.0,1786 Salinas Place,Nam Ha,,206060652238,359
478,69221.0,1078 Stara Zagora Drive,Aceh,,932992626595,301
479,42123.0,1854 Okara Boulevard,Drenthe,,131912793873,158
480,11363.0,421 Yaoundé Street,Sumy,,726875628268,385
481,20336.0,1153 Allende Way,Québec,,856872225376,179
482,41060.0,808 Naçala-Porto Parkway,England,,553452430707,500
483,73085.0,632 Usolje-Sibirskoje Parkway,Ha Darom,,667648979883,36
484,88749.0,98 Pyongyang Boulevard,Ohio,,191958435142,11
485,28165.0,984 Novotšerkassk Loop,Gaziantep,,435118527255,180
486,25145.0,64 Korla Street,Mwanza,,510383179153,347
487,71182.0,1785 São Bernardo do Campo Street,Veracruz,,684529463244,125
488,2596.0,698 Jelets Boulevard,Denizli,,975185523021,142
489,11839.0,1297 Alvorada Parkway,Ningxia,,508348602835,587
490,88513.0,1909 Dayton Avenue,Guangdong,,702955450528,469
491,8268.0,1789 Saint-Denis Parkway,Coahuila de Zaragoza,,936806643983,4
492,23661.0,185 Mannheim Lane,Stavropol,,589377568313,408
493,94239.0,184 Mandaluyong Street,Baja California Sur,,488425406814,288
494,46400.0,591 Sungai Petani Drive,Okayama,,37247325001,376
495,19489.0,656 Matamoros Drive,Boyac,,17305839123,487
496,22358.0,775 Šostka Drive,al-Daqahliya,,171973024401,337
497,96203.0,1013 Tabuk Boulevard,West Bengali,,158399646978,261
498,26101.0,319 Plock Parkway,Istanbul,,854259976812,504
499,63667.0,1954 Kowloon and New Kowloon Way,Chimborazo,,898559280434,434
500,98030.0,362 Rajkot Lane,Gansu,,962020153680,47
501,72349.0,1060 Tandil Lane,Shandong,,211256301880,432
502,57197.0,1515 Korla Way,England,,959467760895,589
503,50592.0,1416 San Juan Bautista Tuxtepec Avenue,Zufar,,144206758053,444
504,86208.0,1 Valle de Santiago Avenue,Apulia,,465897838272,93
505,69504.0,519 Brescia Parkway,East Java,,793996678771,318
506,16370.0,414 Mandaluyong Street,Lubelskie,,52709222667,314
507,87687.0,1197 Sokoto Boulevard,West Bengali,,868602816371,478
508,90797.0,496 Celaya Drive,Nagano,,759586584889,552
509,37469.0,786 Matsue Way,Illinois,,111177206479,245
510,1570.0,48 Maracaíbo Place,Central Luzon,,82671830126,519
511,44816.0,1152 al-Qatif Lane,Kalimantan Barat,,131370665218,412
512,54674.0,1269 Ipoh Avenue,Eskisehir,,402630109080,163
513,75474.0,758 Korolev Parkway,Andhra Pradesh,,441628280920,568
514,51369.0,1747 Rustenburg Place,Bihar,,442673923363,110
515,19450.0,886 Tonghae Place,Volgograd,,711928348157,259
516,39529.0,1574 Goiânia Boulevard,Heilongjiang,,59634255214,502
517,35653.0,548 Uruapan Street,Ontario,,879347453467,312
519,65952.0,962 Tama Loop,,,282667506728,583
520,35156.0,1778 Gijón Manor,Hubei,,288910576761,594
521,92568.0,568 Dhule (Dhulia) Loop,Coquimbo,,602101369463,127
522,32347.0,1768 Udine Loop,Battambang,,448876499197,60
523,400.0,608 Birgunj Parkway,Taipei,,627425618482,116
524,49806.0,680 A Coruña (La Coruña) Manor,Sivas,,158326114853,482
525,61244.0,1949 Sanya Street,Gumma,,132100972047,224
526,94707.0,617 Klerksdorp Place,Khanh Hoa,,574973479129,366
527,41214.0,1993 0 Loop,Liaoning,,25865528181,588
528,81651.0,1176 Southend-on-Sea Manor,Southern Tagalog,,236679267178,458
529,18043.0,600 Purnea (Purnia) Avenue,Nghe An,,638409958875,571
530,25972.0,1003 Qinhuangdao Street,West Java,,35533115997,419
531,95775.0,1986 Sivas Place,Friuli-Venezia Giuli,,182059202712,551
532,31342.0,1427 Tabuk Place,Florida,,214756839122,101
533,35364.0,556 Asunción Way,Mogiljov,,338244023543,339
534,35202.0,486 Ondo Parkway,Benguela,,105882218332,67
535,40899.0,635 Brest Manor,Andhra Pradesh,,80593242951,75
536,86760.0,166 Jinchang Street,Buenos Aires,,717566026669,165
537,88408.0,958 Sagamihara Lane,Mie,,427274926505,287
538,79401.0,1817 Livorno Way,Khanh Hoa,,478380208348,100
539,22813.0,1332 Gaziantep Lane,Shandong,,383353187467,80
540,67521.0,949 Allende Lane,Uttar Pradesh,,122981120653,24
541,49250.0,195 Ilorin Street,Chari-Baguirmi,,8912935608,363
542,9750.0,193 Bhusawal Place,Kang-won,,745267607502,539
543,79814.0,43 Vilnius Manor,Colorado,,484500282381,42
544,69953.0,183 Haiphong Street,Jilin,,488600270038,46
545,33030.0,163 Augusta-Richmond County Loop,Carabobo,,754579047924,561
546,13629.0,191 José Azueta Parkway,Ruse,,932156667696,436
547,74568.0,379 Lublin Parkway,Toscana,,921960450089,309
548,51309.0,1658 Cumaná Loop,Sumatera Selatan,,784907335610,396
549,25866.0,454 Qinhuangdao Drive,Tadla-Azilal,,786270036240,68
550,55676.0,1715 Okayama Street,São Paulo,,169352919175,485
551,15414.0,182 Nuku´alofa Drive,Sumy,,426346224043,275
552,5753.0,390 Wroclaw Way,Hainan,,357593328658,462
553,19151.0,1421 Quilmes Lane,Ishikawa,,135407755975,260
554,841.0,947 Tórshavn Place,Central Luzon,,50898428626,528
555,77642.0,1764 Jalib al-Shuyukh Parkway,Galicia,,84794532510,459
556,39976.0,346 Cam Ranh Avenue,Zhejiang,,978430786151,599
557,26284.0,1407 Pachuca de Soto Place,Rio Grande do Sul,,380077794770,21
558,52234.0,904 Clarksville Drive,Zhejiang,,955349440539,193
559,11892.0,1917 Kumbakonam Parkway,Vojvodina,,698182547686,368
560,12905.0,1447 Imus Place,Gujarat,,62127829280,426
561,63022.0,1497 Fengshan Drive,KwaZulu-Natal,,368738360376,112
562,57380.0,869 Shikarpur Way,England,,590764256785,496
563,47498.0,1059 Yuncheng Avenue,Vilna,,107092893983,570
564,97271.0,505 Madiun Boulevard,Dolnoslaskie,,970638808606,577
565,22372.0,1741 Hoshiarpur Boulevard,al-Sharqiya,,855066328617,79
566,40195.0,1229 Varanasi (Benares) Manor,Buenos Aires,,817740355461,43
567,77464.0,1894 Boa Vista Way,Texas,,239357986667,178
568,93655.0,1342 Sharja Way,Sokoto & Kebbi & Zam,,946114054231,488
569,10714.0,1342 Abha Boulevard,Bukarest,,997453607116,95
570,44274.0,415 Pune Avenue,Shandong,,203202500108,580
571,32515.0,1746 Faaa Way,Huánuco,,863080561151,214
572,52196.0,539 Hami Way,Tokat,,525518075499,538
573,33224.0,1407 Surakarta Manor,Moskova,,324346485054,466
574,15992.0,502 Mandi Bahauddin Parkway,Anzotegui,,618156722572,55
575,77397.0,1052 Pathankot Avenue,Sichuan,,128499386727,299
576,37815.0,1351 Sousse Lane,Coahuila de Zaragoza,,203804046132,341
577,943.0,1501 Pangkal Pinang Avenue,Mazowieckie,,770864062795,409
578,86587.0,1405 Hagonoy Avenue,Slaskie,,867287719310,133
579,95093.0,521 San Juan Bautista Tuxtepec Place,Qaraghandy,,844018348565,598
580,33384.0,923 Tangail Boulevard,Tokyo-to,,315528269898,10
581,89422.0,186 Skikda Lane,Morelos,,14465669789,131
582,34750.0,1568 Celaya Parkway,Kaohsiung,,278669994384,168
583,98883.0,1489 Kakamigahara Lane,Taipei,,29341849811,526
584,53829.0,1819 Alessandria Loop,Campeche,,377633994405,103
585,73605.0,1208 Tama Loop,Ninawa,,954786054144,344
586,96115.0,951 Springs Lane,Central Mindanao,,165164761435,219
587,64682.0,760 Miyakonojo Drive,Guerrero,,294449058179,246
588,62703.0,966 Asunción Way,Hidalgo,,995527378381,212
589,22954.0,1584 Ljubertsy Lane,England,,285710089439,494
590,53446.0,247 Jining Parkway,Banjul,,170115379190,54
591,12664.0,773 Dallas Manor,Buenos Aires,,914466027044,424
592,95179.0,1923 Stara Zagora Lane,Nantou,,182178609211,546
593,71102.0,1402 Zanzibar Boulevard,Guanajuato,,387448063440,106
594,17381.0,1464 Kursk Parkway,Shandong,,338758048786,574
595,22474.0,1074 Sanaa Parkway,Loja,,154124128457,311
596,39414.0,1759 Niznekamsk Avenue,al-Manama,,864392582257,14
597,1944.0,32 Liaocheng Way,Minas Gerais,,410877354933,248
598,14684.0,42 Fontana Avenue,Fejr,,437829801725,512
599,36693.0,1895 Zhezqazghan Drive,California,,137809746111,177
600,82580.0,1837 Kaduna Parkway,Inner Mongolia,,640843562301,241
601,36603.0,844 Bucuresti Place,Liaoning,,935952366111,242
602,97661.0,1101 Bucuresti Boulevard,West Greece,,199514580428,401
603,52137.0,1103 Quilmes Boulevard,Piura,,644021380889,503
604,61960.0,1331 Usak Boulevard,Vaud,,145308717464,296
605,27107.0,1325 Fukuyama Street,Heilongjiang,,288241215394,537
