prospect_nmbrchldrn,prospect_pstlcd,prospect_gncd,prospect_ct,prospect_ncm,prospect_cntr,prospect_nmbrcrdtcrds,prospect_lstnm,prospect_ddrssln1,prospect_crdtrtng,prospect_wnrrntflg,prospect_nmbrcrs,prospect_frstnm,prospect_stt,prospect_mddlntl,prospect_ntwrth,prospect_g,prospect_phn,prospect_gndr,prospect_mrtlstts,prospect_ddrssln2,prospect_mplr
0.0,Csexa,kcg8768,Sandy,244740.0,Canada,7.0,kcgpxsbennn,Vntqlkptckefnoxkismdfqvfsoz,699.0,O,3.0,soepmwddimnwwzlcszcvtr,UT,W,61250.0,94.0,1-016-515-1634,,M,HVZOQRJAWPJDLRBQOEEEBOTMGOIMMNCLBPTQUDZVLAJFMLXOKCLTUMGUQDTY,Gap
,Jycbzt,Rua8769,Paterson,91338.0,United States of America,8.0,Ruammxsqjpsrvuyxwztalwlqnjy,Kifidsllrnklxbovmt,617.0,R,5.0,Gjsxbihrnkvxnbleqcthjv,NE,J,1444032.0,13.0,1-603-992-5597,m,D,Jccxlgzlvafv,Symantec
0.0,Rxgcavauq,Hfd8770,Alexandria,12146.0,United States of America,0.0,Hfdsvwopewbcwwr,qjcbepiewxsbzxdhbbrxbzlswojwziit,816.0,O,1.0,Jpnpiegxsprstwobnjujv,DE,I,3546515.0,60.0,1-614-843-1296,,U,vcfhguaigzlvfbtmdchjjvlannikeiyllzcxtboliaflshkebbvfxkwwpzgc,Systemax
,TQASFBMGK,Iat8771,Bellevue,342885.0,United States of America,,Iatfhcdehmaftayotchyi,Twcwtts,590.0,O,4.0,mxdqgowhbrkbf,FL,,2968596.0,61.0,1-050-164-6790,,S,JPNKQTMFA,State Farm Insurance Cos.
0.0,FEGOFGLPUKPO,hkr8772,San Francisco,188582.0,Canada,4.0,hkrnmlryqcairvmfszp,KBVKAOINDZLYPALQLPWWHFMEPJGRMAXFAKUYWDXODKORYVDKSLKGYRSHTIILHKIDUPMHODLPTUPO,363.0,O,0.0,bjjankxxsnxfrxpzzcqqvptw,Ontario,o,1517575.0,70.0,1-030-843-9271,B,,Osecgty,Genuine Parts
4.0,Itdrbldpk,Kpq8773,Rockford,152258.0,United States of America,2.0,Kpqavhpekxwvvmxhyfzfcxuu,Avasiuaittpblruejonckmrcdrblmsghuxrhmfnngxjchiedkxrhgntzjkat,673.0,O,3.0,Medzvydycuyurdyftntjlycfo,FL,,2238810.0,7.0,1-013-090-3660,m,U,,Weyerhaeuser
5.0,LRXRSGTKRYF,Pip8774,Los Angeles,353406.0,Canada,0.0,Pipjboeq,Tjuaessenoiszxadecronckkdqnurm,850.0,,2.0,VKVHCXRXCXKGZVHDWUMNKIX,AR,P,1052183.0,65.0,1-768-390-4958,,M,Eyxzrspeywvzlkvzskvuvwkddyondnctkcuptwu,Visteon
3.0,pbcwuu,Imk8775,London,332835.0,United States of America,1.0,Imkkldizwopwqyagdzxcrpefns,Gvhbphtaybkdmmhxvzjogsveistzmxzhkxsjogvmifhxfgkdzycipp,519.0,R,3.0,elkfdxglxvnwwpyspfeodklajfiz,OR,,,25.0,1-903-000-5528,O,U,Ekjmhbrshgolewxpyfooeounq,
0.0,Hfgiiwqsbqik,npe8776,Grand Rapids,124926.0,United States of America,9.0,npelyrmyljwvrlba,Iaumnnfhibhvvqwzrzgxqxfqqygageclzcpgkshcvnbfdknbzxbvbujk,815.0,O,2.0,Avglxkjcrvqwurwo,KS,k,1668793.0,6.0,1-645-382-4840,,S,GRJACZYIBOYDYNLOPSPVXWNARXDJGNMEUINTVKCRICTUOOP,Cytec Industries
3.0,Eisigimr,lkw8777,Bellevue,208868.0,United States of America,3.0,lkwfzj,kvtxkeintkgijsflunljyexpmoxdzsfzlidwjznplzjndgykyrvjiorpxkopipk,667.0,O,5.0,Iwlysungnmmeragjnaa,AK,,142942.0,81.0,,M,W,vozbnzwxbkqwfagiwcdihkryseovctbkyjjndhsgr,
4.0,Vhpheivmp,Mjk8778,Vallejo,,,8.0,Mjkgsj,Ewzzqksfljtiulfwnutjzgxieshhzmncbpokzdifsfsuijtvzxmbszjpqurhcefkdgw,412.0,U,5.0,Akkxi,VT,,164985.0,80.0,1-346-153-1752,,W,ftuczetfnkseqprpixsucnqqhlxickhmcelfqtvpdsqedbhusengttcxh,Robert Half International
1.0,Hpdofbstxa,Ely8779,Stamford,89314.0,Canada,10.0,Elyyrckgswfyssixnayag,VTLPIRPVPAKNLWYZPXUGZEYEKDGAVDKWOAFDJHATLVE,527.0,O,2.0,iqnmmmddqshyhrxyfyqgrllxrkftn,NY,v,599928.0,74.0,1-653-698-4867,,W,Rnuvzachxfgtdmlpoxcbidsmpmcuqqwefltyhelwueahitxwg,HNI
4.0,ETKHODTMMUL,gxu8780,Bridgeport,292601.0,Canada,2.0,gxuylhfhbxxmqjwmnwrayd,CFPDAWERMNVHOWCNOKSCXRMQLQLPBUGGHRKSKFQHMEBORYAOCRXBSYOQZAVH,832.0,U,5.0,Xbcheyhdmokwmxxedmzzpzugknui,NJ,,860469.0,72.0,1-038-184-5456,,S,Tcharfxcwnorevmnnhnyfmakokaqmvpbvbncbjotgnnzlfgendjdlfsjihsutpyyuj,Equifax
0.0,UGJYJDLLEL,Oqm8781,Provo,397497.0,Canada,9.0,Oqmicpepnccgeotseao,QRTVGXDXQVKXVVWWRFYEAOGMVEOXSDZICUNAOJCCFEQJQJLDJGUVTLFXI,415.0,O,3.0,ywiuafgyekxitzjbyhxinipqw,AR,F,3890824.0,94.0,1-871-670-5488,,M,Qerjeunbkymuiiplzlgvenfzktbnpkiuobnroarb,Legg Mason
0.0,DGELFUAQ,Ugs8782,Huntington Beach,419988.0,United States of America,7.0,Ugsdtavnulxwchmnpkwj,Cpnnutmhvizweojowbeahsvgnyiptiqrojtupktmxpkdaakrieexgocmryirhtcttcjy,701.0,O,5.0,Areojbrcixxodssb,NV,,592824.0,47.0,1-283-988-7562,,D,jxmffpfuarkodhvq,Regal-Beloit
4.0,Awevmpruzm,Hse8783,Quebec,399026.0,United States of America,2.0,Hsebvhmudnu,SPEFIKMXFVDXHNV,375.0,R,,ntljtkhwuoranvdhpomb,IA,V,,29.0,1-446-991-6318,m,M,Uehayrzdizrdlesxlxturncdjfza,YRC Worldwide
4.0,Nozlxj,ayu8784,Los Angeles,352312.0,United States of America,4.0,ayuialkspgoxiiehwtrlsirstsneo,Uigaplaltqzlitipqdnnndgonttmdqrmbibozdahfskuifjuuqpufgowpyeectezdmgrhksywjblr,843.0,O,2.0,Lwahkosiz,WA,,1956485.0,100.0,1-473-771-8095,,M,Clljamynrfcnaqremabvgkyfvijdlvpclfgwddmygbbsftevtxfncuuftkyjekh,Discover Financial Services
3.0,dxzsa,OTH8785,Inglewood,113724.0,United States of America,9.0,OTHMCTPFOPGUQEZKNQXAQWKJPOLU,Xabnxfreivpfeqpljxcsqroqegbckgwblbrmmgvbal,773.0,R,1.0,Ezplvgfnerpetwkqcyacnlii,VT,,1003386.0,5.0,,F,S,lyperdoeiaverantbdnjwtjuawaiatwavkujblf,Scana
,uweml,Ukb8786,Baltimore,232229.0,United States of America,2.0,Ukbsljzkmo,Etvztydciilqosrlplgmkkflmjywofssxjtdaypnwqmcaicavxmwn,559.0,O,5.0,RSCSHVROYAYJCVMRZXGLXXOHOPAWJ,MS,,2394905.0,85.0,1-755-050-9077,,U,Zuqrzfoirfrmngytmuddneslzuxlwiwwkpggexgux,HCC Insurance Holdings
1.0,Qcfmzpqcad,nnb8787,El Monte,212669.0,,9.0,nnbsyjnrpgfkdbstmqsagtupdfiu,Afagrvxqfgvluqhvsxpkjnabuqsexlhrnluelbpwlggdxazmujwwcgafdwb,492.0,O,5.0,Zydfdxicw,MS,c,1697166.0,36.0,1-029-872-8116,f,W,Qriqvjyjvacpaoxqhvjqmlmaghmecqgoiufati,
4.0,guipxdiqh,ouu8788,Naperville,408077.0,United States of America,10.0,ouunjvfajbygtsbkk,FXHXGGAOORIRXABPCKICCSTMDNWYZNRLCTXYQTQSGNEEPCSZYSPVUZUBNMOLGXSMKDAAXHET,489.0,O,4.0,Xlfzawx,AL,,2942461.0,26.0,1-164-270-4345,,M,VORTKMOGBAVHKMMAZZGQELZTRGCFBGQCCUFKQKJNDKMBSQJFSQIRDLZCFLETIWPFCQDKYPHK,J.P. Morgan Chase & Co.
0.0,Xwteomhi,qly8789,Newport News,495228.0,Canada,10.0,qlyryeioulznfyjktizehpoa,Suprxwwqojeaplgxnuqjidcaegyuztwcpsqknhguuwao,606.0,O,1.0,BBIMQNMXURKDBSLHRTTWCYTUOAZJAK,MN,,1345529.0,15.0,1-960-531-0131,,U,ICLLUMPCSTHBHHZEIHLAUYEDZKZQWGXWUCNTFTUFXRLSNBNFYY,Wal-Mart Stores
0.0,Bzsqnphu,xem8790,Fort Smith,289841.0,United States of America,3.0,xemrrll,Zkmbzdqvmwrkkkwnugaqmmgfziaeidzgxjkvcduigwcxsjhuhlfjsqvsofofwvdpdq,827.0,U,3.0,Nvcjsogwoevmfmrxlaj,NV,,1018102.0,83.0,1-741-262-0272,F,M,,Fortune Brands
5.0,Reoai,Pvr8791,Fullerton,50524.0,Canada,0.0,Pvrlrzmdwfhmvwaiyp,XVPJBKGYCMGCGTELZUCGDBLRMELBSGYDI,,,1.0,jchfogoqzk,PA,,400955.0,57.0,1-335-402-7008,f,S,RCUZFHOISFGTDNZEQSLODQZM,General Cable
,pglurhgbclz,Wup8792,Lubbock,486849.0,United States of America,7.0,Wupxm,Ememxhrzfsvfhpvrxagmviqehtsyxjlwamgncpmsaccpfyigcurjoilap,765.0,O,2.0,MXRGEBURHGTNM,FL,,,92.0,1-520-559-1258,m,S,CTHLRVBAZLTVSTVSENNWLZXZEHFDJBDSWVRIBCWZPCKZYBEXWPCAHOCUIFSCFVGNMVJDOFIZPJRLMO,Alliant Energy
4.0,rrvwjgopj,Afr8793,Tallahassee,107488.0,United States of America,2.0,Afrcavttqbdh,Cbaivdntzqehdxmshpcltrjsexyoehhmeeodimwmqkfrwqoauphmfdisaxgbrzwahfmxgroot,727.0,O,3.0,ZRRTVCBTGXOYLINQRSALK,NY,,635958.0,10.0,1-988-200-9173,M,S,rmicbsnzycadhxhdukt,Amerigroup
2.0,Rwwwkzrgxvbt,Rkn8794,Salt Lake City,31500.0,Canada,1.0,Rknueqpiczvklmfectfnwlieynswxs,,812.0,R,,Fdgyglskg,Nova Scotia,,3527138.0,60.0,1-978-550-1390,f,M,ovjcrstmuvxlgtsrflcjujbhxliaoxlrqbfcpzh,Dun & Bradstreet
1.0,fbecsl,Aal8795,Cleveland,194574.0,United States of America,3.0,Aalblxrtnqpjvroji,Keerywpiheochlhrphhfspyslltvxwnoijomctjsbibfegqggrbxco,568.0,,1.0,Oqtjoueehwhx,OK,,600221.0,0.0,1-053-536-5852,f,M,Nngodyliufqcyrmpachkjwghfbtptxbajthvsleswauueubtnddrsuipgx,Belden
4.0,Bqngmpqyoqrl,YEQ8796,Mount Pearl,284600.0,United States of America,10.0,YEQNFTNKEBKVCITDQVD,Xkrwzlqeuiybhrnwjwhfivtpoequxqf,443.0,O,2.0,Feirdtuilxhux,NJ,M,1045356.0,62.0,1-675-992-6592,m,M,Bmdbzrvxmwtqqbubqhdcwjpscmdqejsjnxbmncivviassxozweqmtr,NYSE Euronext
2.0,bxvjgwv,Fet8797,San Francisco,,Canada,9.0,Fetpnzwtcuijftrgrzhcefvculm,IAKFDJSITMRSKSFHAUXGATAESYBYBGQQQILKJAZDPAHVOXXESAWOIPRBGTGOIVM,,U,5.0,Mvmjafijltsyijhmfkffvhuzrkbh,Newfoundland,D,1287643.0,41.0,1-363-702-4386,F,M,MFBACOQURPKCDLMTIPYQITPXSVJQRQMYORSLSBHKJCSWKKXMEWSKHFNNJQXYFEJKRLUVXITMJITT,Hill-Rom Holdings
2.0,qrfoiijk,OVO8798,Ann Arbor,123735.0,United States of America,9.0,OVOMSQRVWMKMSPNIN,qvygwqfnhdlxssiahxbxzzpxsteulsezmix,382.0,O,,NRITVMDQKVOYOVBAMNX,MD,,452664.0,86.0,1-295-188-4893,M,M,Hpdltyaqpcsqnnle,Exxon Mobil
5.0,Avlhlapsljs,qeo8799,Reno,175001.0,Canada,3.0,qeohsmtkduvqkgrndnkefbst,Gqmtmssmztemejgpoctykvrqnooxsdheizwxygovxqvjnyzgkkjhnmjbfrrcmavuosahlgsyhqexspni,848.0,O,0.0,ETDXTGUCNDQCJ,NY,V,672519.0,72.0,1-604-181-4298,,U,vbpcucilvuiirbdlphyotokhoguagx,U.S. Bancorp
0.0,Dikzbnve,Fje8800,Memphis,169847.0,United States of America,4.0,Fjefkdsgwejnexbvixrbl,KSXHWOK,415.0,O,5.0,Eemqnuempmpmpmuglrli,MT,,3965416.0,11.0,1-904-847-2559,M,W,Icrdfdpwacwkdjbwuvvemguwapzrwyqezmbwhwmrzezwjaebivlfdiztcjocyyzfbzcyp,Pioneer Natural Resources
4.0,,RCT8801,Greensboro,482260.0,United States of America,4.0,RCTGTMHQBVZU,Pjlpnvjhypwuaskvjqaolmqatuhpmmfpbqkcdiyakpizqiefbcxqchewklrozuebqlpkeycjkl,441.0,O,2.0,Xsootmjsasdpcgtvamiirwlzo,AZ,H,3693667.0,92.0,1-679-466-7037,,S,Zhzqw,Hasbro
0.0,MBGRFRJWJP,QUG8802,Albuquerque,307845.0,United States of America,9.0,QUGZBKJZLICJNVZRAPRUNFZTMHVEHF,Ffmzwokjfjfvtmczzvstwwhiw,,R,3.0,jjmekvronydouevbxmndnhzpwxbt,AZ,T,3334060.0,45.0,1-735-339-0148,f,D,huldqwosadspmrrthbfhivnxxaxhtbmbcyxawxvvkkpfoyhztn,
4.0,Engsifiggj,AXT8803,St. Catharines,465134.0,United States of America,1.0,AXTFAFKBGVVCWEGRP,Sxvkwwfxlulzll,612.0,O,1.0,YCBLEOEGNSISXMRISDBM,MA,Y,892329.0,17.0,1-576-016-5815,m,M,oregdmrkopunjuqhhxgubutgrqqcqchouhkjmkpmubrrpqhhnswnuhrdxxrzj,Hanover Insurance Group
2.0,Kilvqvrtobrd,Vbg8804,Seattle,,Canada,1.0,Vbgwcidjf,Djehzvixmerxcvwerfjegkpzqqecrpofktdetcmcvmfkjhjpwafjihiojhnbunpgmlu,755.0,O,1.0,Uubiajmpdkwdkcwetjodfmth,HI,,505824.0,20.0,1-933-749-3468,,W,Xxjqfknvtwycsrnjwlghnvispjmmnuswfoputucceczdisnskg,WABCO Holdings
5.0,Oyoktfckizj,Nev8805,Biloxi,466764.0,United States of America,9.0,Nevpvz,bjhblcotloshtclphvtitkblyftfrymvd,633.0,R,3.0,Tildrmgvqbivkoyduoeu,Ontario,K,1250465.0,72.0,1-077-713-8445,,M,Sroadvozescaacdwqahoxpawbeepbfgtbajhhkugyhudxyamhcucjeioytlfendclomsphagwnxzs,Abercrombie & Fitch
5.0,Avyhyks,Izv8806,Overland Park,87204.0,United States of America,1.0,Izvuhgnrz,rxwqdhkngwynxeiitaddlxvpchzvewyr,804.0,O,5.0,OGXQR,HI,,2453681.0,90.0,1-440-441-8161,M,M,UDYPZQTNAXDZMMWEH,Sprint Nextel
2.0,rwgcmfjx,Eqd8807,Laredo,386896.0,United States of America,10.0,Eqdcgkwejoqsberezujxxjie,tkcchxikpqqnoehroluogwlghashpc,315.0,R,4.0,SPQZKWQEFOM,AZ,K,1287883.0,73.0,1-731-126-3686,,U,Creobxoaxllwdgmmqsygbtnzvaawqjuawqfcuinombghooqywhjsiuakbvhbpdpikdvj,Capital One Financial
4.0,vxvuc,whl8808,Salem,177867.0,United States of America,10.0,whljgoh,Opyfmxtxdstxcefiswdxqgsclrinthjlkokxqumrcewsvfqxxkvg,319.0,R,,Hewbrauklwf,VT,F,2133902.0,76.0,1-177-877-2155,,U,iluevnbwokduvtdzfphzoxgdrhyiexndnzuaveqgoxhvseyisvngmhsxmiaqcnxgecupupspaflv,W.R. Grace
0.0,Mwxjnmvttwz,Gxw8809,Ann Arbor,327380.0,Canada,2.0,Gxwiz,Pmylhmpimvkokgxusugzuxwgzvlpsjmyefr,360.0,O,2.0,Rdksilaeupsblyxtfridkuay,WY,,2316402.0,77.0,1-707-709-5202,M,,mpxeelbezreenteukgdiatjdrxbshkmhqqrrgatotlhjrmukxuqgaalupryg,United Technologies
0.0,pspxeji,kxc8810,Jersey City,324515.0,Canada,1.0,kxcecepgvkrqgsplesd,msuhnzdktmpjqkkivxxaomydqmvxcbmeypmilajvorvhyhqmxhbgdoqbeiiop,521.0,O,3.0,Tioiwvswmyjrdhckfbbl,LA,,3662808.0,49.0,1-865-088-3117,,D,Zxwzrsjoetlarbnpmxnegwcqaspaebrqdwusses,Safeway
5.0,cjepjhyrxrp,ECB8811,Orlando,341637.0,Canada,7.0,ECBJLGDZYEMNSSEZGZEYKGCGWEJNT,AVZSJJUCTUMXBNDJDZGLQZCVNUWVEYHCQEDFZNTSRFPTTKL,670.0,O,4.0,Hfuimwepkcyfjo,NE,,674247.0,52.0,1-559-178-7030,,M,jmmnknapwgtwlrdqredepkvdtilicijdekosxspbskovfeeuinspbtilwg,Teradata
2.0,Jgrfgmztlsuo,Nnr8812,Winston-Salem,90682.0,United States of America,10.0,Nnrcrdgvbwrhtcpzo,Meappdambkxmwwpwpxgiompewfzyaecdfqcjnhhkjwbpoqslspisfybwgldqdvaspqyf,675.0,O,5.0,Jxsjfxtrvtasrovr,DC,,2407571.0,91.0,1-992-188-2825,M,M,cnkwshsyskoptsbwrsyqdxaqpjfpsbgledzchgynoki,Dr Pepper Snapple Group
3.0,Xcqhaiossrb,bjp8813,Providence,294173.0,Canada,,bjpelghltganlcwdvvlwhrsrevtxkr,Wnddreioxuhnqmdjjppfokhoenjegkhgwzhzzjegzwjrpycdtkrw,620.0,U,3.0,Vcsgfytpng,AZ,p,932686.0,55.0,1-442-589-1792,f,W,Iblkauwqrbospcbqqlhuumiskpvabxpajxhiggganppksugnbfkjrietugoeuqusf,Sunoco
,fcbrb,Qgo8814,Huntington Beach,261846.0,United States of America,1.0,Qgojolgicyuodobbhvucflmoogu,SRZFPQKQQLAFBTEANGJXPGJMQFKSAXRCLMSUIQMLSIUYGBTERLPDACEBIGY,728.0,U,5.0,PIADCXXINNXFQUYLA,Saskatchewan,,3528491.0,27.0,1-837-544-6203,f,M,Tbhsjktmpqwlvrdbg,Varian Medical Systems
5.0,csmgs,Bhj8815,Augusta,283721.0,Canada,9.0,Bhjgcrzfabkgc,Hgyddnneyppkreihumnhqljpkdejybztiocayujzqgzughplrdytmvqvjxzbvualwhswcfcg,325.0,O,5.0,Qcsrex,KS,,3469849.0,90.0,1-832-285-2423,m,M,boifi,FMC
5.0,qrtlitk,Tpp8816,Toledo,332475.0,United States of America,9.0,Tppqcneimhorn,cdtmosqynxsoktpkretwnkmujvlbonpratgkyqxwthsmytifgjqno,449.0,O,1.0,xelwwcwgvagxmrcc,NC,v,134602.0,52.0,1-504-633-7105,f,M,,Cephalon
3.0,HEAPJJOVXY,ILN8817,Alexandria,256195.0,United States of America,2.0,ILNMWQXHLQXNDJVSMABQST,Hefnlkwdovjmfukdzepouzpskagpkuicklsxirzpvhyhaeqdfagtvjvewkthpwdivfzcsqxzpflzvj,442.0,O,1.0,OLGKNZHEMCHXSOQKXMXKPNJB,Nova Scotia,,1009548.0,8.0,1-718-081-8341,,M,IBUXQSVDNC,Travelers Cos.
1.0,ECVIBPUDQLFZ,fxz8818,Columbia,346183.0,Canada,10.0,fxzxhllfcmjzsbtz,uokkwfyvc,438.0,O,4.0,Mnlyemhpjxn,SC,M,613207.0,26.0,1-917-208-6881,,D,Btcrondruhkgmvmvoqh,
4.0,Uebreynew,IJF8819,Stamford,188073.0,Canada,1.0,IJFEUIYNNMDZ,gxxaqcwuahhr,599.0,O,5.0,Ybxiciilbczmstmmbondbruqrvfl,NY,,3575172.0,23.0,1-016-473-4301,,W,lnuohdiuiiovbtzfbfkxvisayipfwhvsjzynmrpyhsdgfyhupllm,Merck
1.0,rwiqorgp,Pek8820,Rancho Cucamonga,61819.0,United States of America,0.0,Pekohakpzlcqdjftg,TOSQDEBVSZKUUVEPAKTLUTOZVCRKWAQSVRJZDOFRGTHGBRNKRM,439.0,U,1.0,bgwfpufmkfqpogdqrcpinqnglcjwbd,Ontario,O,1002929.0,58.0,1-589-994-5888,,M,,Hanover Insurance Group
2.0,KRBJJZGHFCRE,ODD8821,Warren,287230.0,United States of America,,ODDYOLZANOCOBCPPPNTFFHDTKYXWTO,Abdaqv,384.0,O,3.0,Vcrxoldjgmse,PA,w,1809515.0,43.0,1-150-172-2576,f,M,XZRYHEWOIJKYDZHRBAHUURCVAJDWERAIMJDXAXBZ,J.B. Hunt Transport Services
3.0,Wbogxrhgcvw,PKI8822,Chula Vista,372427.0,United States of America,7.0,PKIVXZXGOSHN,jwrwmvfseujusxgrevcqjqrburwypuswbcppziqxgr,528.0,O,3.0,Tborpfmhtbsbtesnuupfhb,LA,h,1393747.0,12.0,1-516-834-0316,F,W,Kvoobjclhtwktvsrftlamahmiacstmodeure,
3.0,Ejajbqg,BPH8823,Macon,135102.0,United States of America,10.0,BPHKSD,ukdnqiwhtgwpvvyigseilzvpft,723.0,R,0.0,Oduybwav,ID,,224488.0,,1-450-275-8208,F,M,Eihnjoatjjrsipomyfcewodmnyflbwshumhgpykwbkmveubwgdddnvhuwt,Harsco
5.0,YQPKQM,Vuj8824,Colorado Springs,,United States of America,9.0,Vujes,dgunqhfbvakokttvqylpdvnunwmvqqcdhtdmdwfdwngsawouypdkauhthobcsm,,U,0.0,QXXMAKAIPWYMCWLSCGOIVWF,UT,m,3195528.0,72.0,1-744-559-2873,,M,kqkjcpiqnhuxglebnkpnmsnphkraaxiahnmlphyrsjppvxzodlcgsryqdjmzrmisqtnsmcfie,Rite Aid
2.0,XRMDHZVV,tnm8825,Ann Arbor,277645.0,Canada,8.0,tnmcgoyhpruhwehdztxqqfyftrngfe,,412.0,O,3.0,Tipvcgntnf,WY,,32649.0,42.0,1-102-508-8300,,S,meaprauucsumtlbgzdcrhbdvxxzqywsxwjjsjmtbozrdntbynwakqwkkpkfupytzjxkabgvgqmzs,Toro
1.0,NRICZSDGGK,oil8826,Augusta,91417.0,Canada,3.0,oilwkzlprwkiscrlovai,Ekiiqnokzsgcjghbrioldqnjrzldpaovwnlyakprpjvjghnykgnairakjkzuqcwjjctssubnl,509.0,O,5.0,Mqeplqjgl,KS,d,638683.0,100.0,1-900-160-0452,,D,CXGDUHVBGCUDNNUVJOIYRSRDS,Oshkosh
1.0,RIIWQEMSV,Hfc8827,Minneapolis,159051.0,United States of America,9.0,Hfcyalynkdizhjerhbercm,Bvhlkeqaorg,588.0,O,0.0,Gfhblssimwqcsle,UT,i,198051.0,7.0,1-407-218-7411,m,U,CIBPCEINNTOPBAFDDV,Aventine Renewable Energy
1.0,wpzujj,lck8828,Erie,95432.0,United States of America,10.0,lcknfe,Yilqtxnonkfikpwmsqhpurvexwtvkffylhfkbamn,422.0,O,5.0,Hbhzlyub,KY,U,2244500.0,98.0,1-512-473-3935,M,D,zwmmwbetclehykhznsvxamtrwrjmmgaotyy,Anixter International
3.0,NNSEDGNNZ,rab8829,Des Moines,409493.0,Canada,,rabenkjxafcfc,XPVUSUYVKKVICDBSP,332.0,O,0.0,xopegba,NE,,1187421.0,1.0,1-863-960-8338,,M,ogemgghjykcwugcb,HCA
1.0,VJMUU,Xkx8830,Hayward,62147.0,United States of America,4.0,Xkxzqkxwwmmosaarfmnbfbdobg,wxtmkrgdrrlqmxjqwtmrrhfafuakrbdliqpiohdpvplealacjeipppdgovandtgqseqsqvbooxi,822.0,U,,Majltiytpouhbq,OR,,2565345.0,73.0,1-016-925-1898,,M,AXSTGBVM,Murphy Oil
4.0,Kreqsbrgimcj,QCM8831,Missoula,357133.0,Canada,7.0,QCMKCESXDTUWQHNGOAQGFL,qxpdfmeodlxginmmlysqbiakcwiqrdexusiydhmdughqnwlo,374.0,O,4.0,NDLUGJPELMJ,OR,p,65012.0,67.0,1-460-224-4181,,U,NVLLJUMELLFRITAZQFEXXUMAQMNBBDGLFQOKEOBIVJWLBKSRNSIAUMCHIHMZQRENBFD,Target
2.0,ZEMLDACQ,Ocq8832,Inglewood,413182.0,Canada,8.0,Ocqsvjxafmdgukzzbaszb,,673.0,U,3.0,gpthscxwjfdzjijobnjqlsgbapeccg,NC,L,2396892.0,49.0,,,U,Rjnqsipkwebfpgokrlvmpsqijddfxujfpltmyxtqmynymkxfjddhecdeutngwakembkawe,Tesoro
2.0,OUEIKGJ,Kfq8833,Salem,259362.0,United States of America,0.0,Kfqdwzehnwkpzv,snihhaouzxzhckijkgpiddypopogogbeuqnwpkurcbnadsiylonqfxmzuzfalloitizpkfcagmltom,303.0,R,0.0,Vsbolnwfpnieqtfzjbvqpik,ID,L,488832.0,24.0,1-344-203-1694,,U,Kwwxdctulpjxvmjgyrmvqofxfqstdxcacvuaemk,Target
3.0,,Uhh8834,Modesto,243301.0,United States of America,7.0,Uhhlzcuzqhcpfsqjjtnhfaskwb,akjjgblgysacendunnwtttchsooozxlxblwtkvdyhrsrtuoarmxwhhxiyyrfcxobzebzwxfkqzogfi,364.0,O,1.0,MSOJQOLXRXUOEBMRRVTWGBKMUZCCH,RI,,3645703.0,35.0,1-117-175-0676,M,M,mjdgelhnvehtnoqvkixdmxagbfgwjuksur,Amerco
4.0,jijvi,Mrr8835,Jacksonville,238343.0,United States of America,4.0,Mrrdjkztnkaxe,jqjltqbwplvrruwmauynupvbicfsgnlxbgsqlq,,O,4.0,SOZBJQLDREAYZZOKSHDBSEU,IN,n,,70.0,1-286-501-0529,,W,Ngqipmzgowpqectrmdtgmweyovrgrngmt,
0.0,cmnlvcgbncq,OQB8836,Indianapolis,43778.0,United States of America,10.0,OQBNNEEWKZSBOVC,SSTVIYAGDXOTEIVVYDJAHANGNYSQPLRKBGDNDPRWNBBIBZDPQBUPQGMJFEMYKG,382.0,O,4.0,Wjgixfhduoglvxlzrqr,WA,D,3225535.0,69.0,1-649-554-3066,f,W,Npplofopgjtkvqcppkbtvb,Ferrellgas Partners
2.0,zujeloxei,EUD8837,Lafayette,466040.0,United States of America,5.0,EUDVHPTHBYIMKCNZSBNRN,Yuvzthrhqhkxzhqipkmmodc,342.0,O,2.0,ogonemvybyd,OK,i,2167194.0,69.0,1-407-337-5720,,U,QBZLOPARRDTGIAHNVQWUPYXPLWBSXAAHRLPLENJNBPGSDKIBIRFTHSDJHUMP,Computer Sciences
1.0,Sfhwfxxmh,jcd8838,Corpus Christi,118398.0,United States of America,6.0,jcdlceotbdnychoufxuqvgulwq,Crlbtndkjfggfnqptggqtpkkjvdubzvnuktmuueqxqacjkhuyessthdqrxhkclpfkeuuwbhgdrydvo,437.0,,3.0,Asdzzdqybjuzrqlwr,VA,,941869.0,58.0,1-077-203-4853,,D,MQQIZHYZCFMSVGZJWKURKGLEDM,Coach
5.0,Dydxwez,Syc8839,Chula Vista,94054.0,Canada,5.0,Sycgxvkcvevms,xvyopaqejlktuxlowmytuvcrqienoj,679.0,R,1.0,mlfmqwbwcxbkxvpmxm,VA,n,1490723.0,89.0,1-484-629-5689,M,S,Crzsuvodllefvkdiubflgpvhjyllkyzpwwijuxhcphpmm,
,Brckpgivoim,sho8840,Sandy,16260.0,United States of America,2.0,shoiryhfdhdfqw,eatgolrhl,304.0,,2.0,Mggxvohnziyvywxbqknngxvqthwt,DE,,1653781.0,74.0,1-997-986-2865,m,S,Yfzebjfmvmxehqwhmcfiarwrofgneixheklljdikfi,Xcel Energy
