AgeID,CreRa,AdLi1,MarSt,NeWor,LNa,MidIni,A,FiNa,PosCo,OwORFl,Ph,Inc,NuC,NumChil,Empl,NuCreCar
iis8883,404.0,XLKDSBWWAGFBCVRTPNQKJZBB,M,1998526.0,iisxttocggx,Z,83.0,wccegnbrchjqtriszap,XNAINOQIPKZ,U,,60848.0,1.0,4.0,,1.0
Nac8884,682.0,Tlrnpfcboacfevukb,S,3323737.0,Nacskngicvcbct,,64.0,EAMRYJZJZMIUJPTVMRVWJBDQBT,Ksrero,O,1-871-210-6439,20456.0,3.0,2.0,,3.0
Lgg8885,806.0,IATZJQSEFRSVMWIOYFDRBNZEKW,M,3490733.0,Lggapjcuuyvgqwhyxdczhxdcjfkhxr,G,27.0,Axhkrwvowiepgrhejdc,GSWDJPR,O,1-524-091-7799,19773.0,1.0,3.0,West,3.0
Tmn8886,594.0,jkqxanyzarwpbboblndcelzrrrxpjzqtqxhninnyomwgtioexgwkvnzixxluollwaoc,W,3011197.0,Tmnhdhiajbewxxsaic,,93.0,HIKUOTWLSAES,Vkbaodntj,R,1-030-583-2951,396570.0,3.0,0.0,Ingram Micro,6.0
vpz8887,706.0,mbnvxnldatmsifovqnopbdaopautytyfdrsavwxnwuptipuaatrppbgmtexgzzcgtkrdyiewrlj,M,993941.0,vpzaxxtyodcuiwbtrdrkcf,,87.0,Wrpkofwpxzvmbbmtsbt,Oezlmruei,O,1-915-839-3035,320048.0,2.0,3.0,UnitedHealth Group,3.0
obb8888,593.0,EBHOPOPAICUUXYLIAZUUKWGPOTHJTJPYSJILMAAYRFSPPUZJEWGAYSCUVOXKNNTWAIDXHXQUDCH,W,1987261.0,obbgyxufjlswweclojmm,W,81.0,tipths,Mwqte,O,1-745-508-4544,,5.0,5.0,Core-Mark Holding,1.0
cqb8889,668.0,CRRTTXQNNJBXXXYHRPOGPGHPVHQNCRJOKBFR,D,3000677.0,cqblj,,73.0,AVXLPMGTBOLYEBKJCNACKXALFULG,Kwdkdjrpql,O,1-816-529-9933,234746.0,3.0,1.0,Perrigo,2.0
Dhc8890,769.0,Mkadbxflwvbnjqnkecndznubjgyncbmqpvpavncosqga,U,3947234.0,Dhctbjcvnx,T,21.0,rwatbpkpmuts,UJLWBVBAWTEP,U,,226703.0,0.0,4.0,AMC Entertainment,8.0
OAR8891,831.0,QLDWZICKHUJVPAAQIHVSZUTQNQVQWTKXHQTREJGGD,,1571254.0,OARTS,f,28.0,Paslzfrjvfbingytonouhusjmdaag,Taksjljzk,O,1-223-469-3603,459370.0,1.0,5.0,Genuine Parts,2.0
Zau8892,711.0,gnguxpskbhzjraqeaxwjqsnqosnochelyuxvvsmibjnxvudhphckxkkuowilulhrjztaprhzxme,S,2830891.0,Zaubpseu,,20.0,ntzposxxxa,noxixfdxpoa,U,1-608-843-2076,417801.0,2.0,2.0,Affiliated Computer Services,
Yfp8893,432.0,NYICIKPDSXMBCQHELIPNAVPCEYCMVPNROSWEEEEOSDGRXWEKDOQJFQGQONLCVPHNOFVQPWFNADZYBICX,M,1448098.0,Yfpmmxdrukcxfephfx,u,54.0,Vszffvxxoikuuznefplkte,Mwndawczmiib,R,1-917-033-4688,230436.0,5.0,2.0,Mettler-Toledo International,5.0
Sno8894,500.0,Ndfwygfyuqurum,M,3741167.0,Snotcdxpyvjperoorrnxdxnif,K,73.0,FVKAUYCZZQKHARLOUWV,,O,1-333-834-5498,308606.0,3.0,0.0,Eaton,0.0
gsx8895,,Xftestjafeqiacfxmtmmzcnxcagxwwqjhsbnxrsuftqth,S,3427282.0,gsxkwyqgfeyzvee,G,45.0,vkfmmogqepjms,jybeaexw,O,1-491-099-3318,,,5.0,Eagle Rock Energy Partners,4.0
Tjn8896,726.0,HBAHWGPJEOLPWSOMPQHYQIISAQLKWPTIVOWNLIPRQTSTGXDXVBHZNOHASCVNQELXOKMYRBP,S,2967585.0,Tjnfzcwwoagesmig,P,97.0,lgcwnreltasbjreqnarlbni,Oebhfcwh,O,1-743-552-6048,270741.0,1.0,2.0,Maxim Integrated Products,2.0
qyr8897,756.0,Wirrkhrvpnuluhxgtwbecsxpzmfnyfqmmjahnciugkgemvixukn,M,1796289.0,qyrfryeahiih,w,57.0,YTXCLOIWBSPHOZOQXHYCISIY,Hbuzjssa,O,1-407-618-1938,495664.0,2.0,1.0,Honeywell International,6.0
THZ8898,439.0,gbcyklzvaxihglfwbchxulxbkjymbpwcucqzlz,M,1022708.0,THZYGGIQSEYS,o,22.0,ikajxx,Rmmhvepdbjqj,O,1-017-751-4041,98709.0,3.0,3.0,Discovery Communications,8.0
Jgw8899,830.0,Rsceytdfysyuwnrhuslhrhrkopyx,M,1313379.0,Jgwrlkjwxjtndmlorprfw,,,Uafvak,Hjxxzz,O,1-320-372-4579,443416.0,2.0,2.0,Superior Energy Services,7.0
Eia8900,639.0,VDXHOXIJSIZFDSMYLDLJDGRGCLXUHEBCVVWJYSKECZMDMZQVLFQPQVUBUU,M,1746934.0,Eiaresrfkagkqqgwcxljsvvvhwnhfb,C,82.0,Orcxfzhjsq,qufrmtq,O,1-276-896-3386,488166.0,2.0,5.0,,5.0
CBN8901,376.0,JZHIKKLVFHIMEHCCZEEIJGGWUYBCKYUELSIXZ,U,1309524.0,CBNTZJSCW,,75.0,Fjdzwbzpkfpctqhf,IJCLKI,O,1-346-857-0171,150229.0,5.0,5.0,Fiserv,5.0
THW8902,560.0,sngrgwmzcnvdwgxclbedsgizgmzfjgpsfcwbdpcmojvjqpbepmvysmonafhjntybxngae,U,154786.0,THWMIBQSVGNPQBZKVOE,,6.0,Bikltupmcttmir,Rvxvozvii,O,1-490-587-1753,450129.0,0.0,5.0,Radian Group,10.0
DAD8903,404.0,Btrpjdkz,W,3244595.0,DADCXBBQWIADBKLIRXNCTVIMVBVIA,,50.0,Ayaxqmpztxtufkenshrhbmfwdtcqbr,eyfyibkmb,O,1-539-172-7276,435338.0,0.0,1.0,Energy Future Holdings,5.0
Fcc8904,655.0,Rbfeukpnuktodypsizvhbnfwshevxywgd,U,373029.0,Fccoi,Y,24.0,Emuumdmf,dfiznjmasks,O,1-853-273-2769,63899.0,2.0,2.0,NetApp,7.0
ABT8905,,pkflfdxb,U,2878147.0,ABTACRMGXOWIBIDEDJ,X,,Jnuvonmabsicbl,pwmelpnn,U,1-074-812-9135,32563.0,1.0,0.0,MGM Mirage,
Sxf8906,325.0,IXKJNSNODJKICMCJ,M,218894.0,Sxfecfgcyzprpljzsmcdv,,84.0,DMRQTL,VLIXLYUCBX,O,1-822-129-9241,321055.0,5.0,2.0,Wells Fargo,
Cwg8907,767.0,Mmfvvvklkoqduuyroyviwpngjjrrdirpufezjamvhsebdusnyblmdynv,U,626614.0,Cwgqdwjzefrx,I,38.0,Ircamsmbqjfbszvdj,Sieolddh,O,1-103-793-7794,441786.0,5.0,1.0,Allegheny Energy,5.0
Dum8908,826.0,tpxycgoddxkskycdqvjeajpunrnmyfnckwscetlyfpkp,S,1993352.0,Dumofxyzrqgaivvoeoegg,,33.0,Bqyefbciisqghc,iqcoeusmb,O,1-945-929-8119,204275.0,3.0,4.0,Walt Disney,4.0
HXU8909,843.0,Dzdvnldlpaakpjdivoejdhtbswkjkyjlcplrqlzvqpsdjexpxqtqzcpwap,S,1482863.0,HXUDI,I,2.0,rimfiqkngplsrd,NLQWGXOIVLFE,O,1-373-331-6586,372423.0,2.0,5.0,Cypress Semiconductor,10.0
Kzn8910,799.0,gcohqqkzlrfehhnztloiqwwfxcenjbfbizskxndalpmsargaend,U,2629281.0,Kznlsbobdoauotunhcdtjvesmutra,,35.0,Dbahvblnmgpctwppgbsflncxyvbgdt,OZYVSEGGNGJ,,1-751-107-8757,397152.0,5.0,2.0,Oshkosh,1.0
Ewl8911,576.0,Cfexpkfujanlifrsqfwpnzutpoulrieahlbfacrhxzfdh,U,399151.0,Ewlwefxffwefy,i,62.0,EDYHURYPO,Fwhvp,O,1-759-650-2117,421297.0,2.0,5.0,Boston Scientific,0.0
Fzm8912,535.0,Joqoyyeaxscsxfppacs,U,2475278.0,Fzmtktzkbniqaojnkadhgbzhumf,D,12.0,Iaqvipfdj,,R,1-445-076-1102,,3.0,4.0,Fastenal,0.0
Ljg8913,444.0,Rkzfgkopyctcbtvofkrnansegxolznskmxogmzzfbpgirutvknbtdvprcysqovskbczmkfonpxzbg,M,1303135.0,Ljgkhh,l,87.0,Oprefpehhg,Nfgbeerains,O,1-965-138-7030,376750.0,4.0,2.0,Bemis,9.0
myz8914,844.0,Vyzdnnkgiiulsydnllofmkvpkmcrvxycxwpplhvrgcilgiwnhjkqcnqkqiafspzg,M,3192589.0,myzatajyfjqqjfzzguk,,41.0,yxejcelxxwsnn,Hfndsg,O,1-503-190-5777,136792.0,0.0,5.0,Kraft Foods,9.0
Fkr8915,625.0,TAHAFTUHEGPKFGINOLLOJNVMQYMVSXEAMF,S,1372448.0,Fkrizogcwqihjmfqhfuggsmhrjtdjc,O,70.0,Asdfxceycxuevwq,Rceelo,R,1-968-308-2463,31258.0,5.0,2.0,Entergy,9.0
QYR8916,611.0,Ucpqcjlphfxfhexfqwrhuwjplmswnndwwsfretjdzes,U,112238.0,QYRLENKFLGADOAQHJLNDRCSVJFEE,,66.0,Wkytcksypzxeii,,O,1-130-264-1555,260655.0,5.0,0.0,Fleetwood Enterprises,2.0
Gkr8917,614.0,JRWDOUK,M,3660673.0,Gkraqdsehctulpdd,S,93.0,Ibunitbe,PUTZWGJ,R,1-045-964-7489,201577.0,2.0,5.0,Pepsi Bottling,1.0
khw8918,611.0,Qpxosmhghxxrv,U,522761.0,khwlppbiqzdxcwfcdskokpoyoekddb,,61.0,Ibblgibmpfpfcywlfcvcaumvud,JVTFDTC,R,1-615-441-0011,392137.0,2.0,5.0,A. Schulman,5.0
STP8919,501.0,kpanzrjniotxfwcbefmgrlkcpkoguanhxrqoodpvqowdojligxegzohozuxmzdkwbkbxhuukoepiwb,S,1437039.0,STPDQTMTSFYKTSXZSGVP,G,47.0,UIKTCKEMETQAHWMRNJ,qdfxnurqxaso,O,1-643-154-6745,145648.0,4.0,2.0,TravelCenters of America,10.0
Aht8920,822.0,csqkbhkutws,U,1082092.0,Ahtehmaqth,P,23.0,YRQNWFXCBYDONMGKBJQ,Afiwhsu,O,1-737-706-1426,,5.0,1.0,Popular,8.0
wsk8921,470.0,WOKYTJLQSVYHH,U,1523635.0,wsksiwqthnjdeig,,8.0,Aihjwbjudsybibkvlpz,Wsijsoxwk,U,1-848-856-4138,49234.0,1.0,1.0,PSS World Medical,2.0
Lwu8922,800.0,,M,1198108.0,Lwugoultnvsjguzwwjyjgyutaiy,,52.0,JWODHPTISUVGJGUALMQMZUV,Arycnaso,,1-530-918-9603,75432.0,3.0,3.0,Electronic Arts,3.0
Btu8923,709.0,tzonihiwerypvtjq,,2449776.0,Btujsokufh,C,,Ilzgugisawtfqlmex,Tayfyfvubq,O,1-876-620-7905,364311.0,2.0,,United Services Automobile,2.0
Yqj8924,707.0,Kqdgcwtrajdptzxtlwbdrggypavelvvhhwlls,W,3847130.0,Yqjitdemxeavny,h,,norewuvbmcwocguj,wlvdhmysywiy,O,1-319-951-8665,63150.0,3.0,2.0,BB&T Corp.,1.0
JME8925,676.0,,M,1009438.0,JMEDKGYETXYGLOMOTDPDYUPXRWLE,,57.0,HCOPKCCOAVFKBFLGFMTDILCRVIW,Xtbrqqfid,O,,312217.0,5.0,5.0,,0.0
Pcq8926,602.0,DMMWVEXIYTYZMPIDLGJRJFEAOPTSPBPRTZQVNGXELDBKSCVJAMTEWK,M,2952723.0,Pcqgvmxmx,H,28.0,Apksmljzzverkfvqflqemlbgmxsh,Hbjrjgid,R,1-393-770-0106,463049.0,5.0,2.0,J.M. Smucker,1.0
JSM8927,685.0,mdnmwajhmxmujtmebwvxvjpftyrgtcbovfszhtlkxe,M,1173505.0,JSMKDOQRNIMORAIXZUUKM,f,10.0,Qzqeitpkukosvhd,ytjcryw,O,,186496.0,1.0,3.0,American Electric Power,1.0
JXW8928,535.0,Ilopeiseqlxtglrrkikbnfkgsvdfjbldxzfmqmahplrypgfyplarfskfk,U,3230663.0,JXWORRATNNMVL,e,44.0,MPCGQNHKOOL,pqnhnsuxk,O,1-240-519-1443,333428.0,1.0,5.0,Ingram Micro,2.0
GUX8929,,Nzyrv,S,837878.0,GUXHWMC,,1.0,GOKEBMBZXIG,JZZKGOBBXVKZ,R,,76646.0,3.0,1.0,Genzyme,5.0
Jit8930,534.0,GRFRBBPFBPHRWCDKPVWHJLTXBEOLINBDUVYCEWTTZLPIVGWCEBFPCARKJLUIMXK,S,1740431.0,Jitltnxvkmgplwqpzhqxveh,k,6.0,Vflddzmukhcwbcq,nrajdmbgq,O,1-313-600-7323,225543.0,0.0,2.0,NSTAR,0.0
BXB8931,625.0,Tfwjdxvudmhcmthaadnnvrcqknqpqtzxdvlxcsitbxvktblrkppdzoh,M,251770.0,BXBMBMLWIWBQWPVXFJOATG,s,67.0,Nabskpii,GSIELJ,R,1-545-874-5368,309045.0,3.0,0.0,Raytheon,3.0
Upr8932,,jaeaqippsyrqxvswlvxowiqwcsbprdaerlnegogkmatbvexyzfixyofpsid,S,816789.0,Uprwvmutrvjuansbkdgkwuxyt,,61.0,Yehiocr,Aovezu,O,1-060-238-7569,143699.0,2.0,3.0,Virgin Media,4.0
slv8933,405.0,Srrtfdjtpfsuxcvaxxvyvadbdfiyrmpvelwfaluotzbt,U,3236105.0,slvjexxdalgwog,w,45.0,Rdcqazxskjqcxbqxjklyyuib,Rrcquih,O,1-447-146-3257,14287.0,5.0,4.0,Coca-Cola Enterprises,5.0
Wbo8934,441.0,Pqgvidztwaftsoqg,D,97770.0,Wbomx,,67.0,EGGUOPDDK,RJBCVPIG,O,1-471-081-0757,135807.0,1.0,2.0,Expeditors International,0.0
SSD8935,579.0,bxpaywiqswqvnczhsgltxzobwrixoemyticocexm,,1589615.0,SSDSEZKLSNYTEW,f,41.0,upruzeclibrhretijwtvfp,Ejjpojksyqdy,O,1-161-929-9587,486818.0,2.0,3.0,International Assets Holding,2.0
Svk8936,,Bcegmdklmzdetikjrliisasxsjbtlm,S,2389234.0,Svkpjasexnuueah,,92.0,WAVMPYURTMXXKZPJRNHVPXYQZ,BQHYDMT,O,1-087-000-8463,,2.0,,JetBlue Airways,4.0
KGY8937,764.0,ILQIRUWRAQNVBBAUEC,U,569382.0,KGYFDIQT,M,44.0,Fhctkdkgjkjsammdfjiecjqonxqavh,hzesxliy,O,1-647-567-7318,262063.0,2.0,0.0,Mercury General,4.0
Lid8938,482.0,SUFUEYMBSVOKXVTULMCVTFMRBNJOSYRCGORMGYJVHUHHOWCAHNZUEALDUUTOZXUHN,U,2802360.0,Lidjphxctrocoin,J,93.0,Vvlyqcnerqhegivhgsplsqghmmos,FPWKJRN,O,1-117-620-4297,200013.0,2.0,0.0,Sempra Energy,10.0
PJJ8939,573.0,Rktqjtmsiurjybzmlmwlavqgvmislfc,S,123545.0,PJJTUMMIALNZOMLEPOJ,k,82.0,PXWHVMIJTXMXHVNSBROAE,cpbfyge,O,1-851-882-0435,197991.0,2.0,4.0,,1.0
WTB8940,654.0,Fcxvfzpwlmfpoacms,S,1593753.0,WTBGDOOKGJHACGPYGDP,J,31.0,Eozeayfqszhdnccluivoc,Nzzbmzajwk,O,1-548-292-1165,410654.0,2.0,5.0,Anadarko Petroleum,1.0
Vut8941,361.0,Hvimxcpaffxcnejmzeotlxwywrjbxmipteywkvctihwctojdjsbcahwxctpxaqgfhtaeqqzag,W,,Vutsjyzxxumav,P,69.0,Kgiiowpewjgbinwcj,tchkfmicrrqf,R,1-174-883-4058,243022.0,2.0,0.0,,7.0
VPR8942,548.0,Ylwaqpxtgwfgrdcvjydddibjxlcvenanfsifkkkmoye,D,2631962.0,VPRIRIQFYSAFG,,12.0,ejzemci,Luveak,O,1-513-996-6074,248462.0,3.0,0.0,Stater Bros. Holdings,
Brk8943,,Rwcpqqygquinkjqillglvoeqxxulodqsz,M,2141297.0,Brkcknmvnecruyspcxjp,,35.0,Pueehqc,mvotjmsnu,O,1-382-840-5132,497094.0,1.0,1.0,Atlas America,4.0
Lnk8944,489.0,PFCZQNNUUGLWQWUTTUBSWSCUW,U,226923.0,Lnkwmqgpd,F,85.0,qmwjtdjt,naadduxgtxoj,O,1-144-998-0797,20155.0,2.0,1.0,AptarGroup,6.0
Xrb8945,638.0,Ivlgwxksakmbkctuovoqqwlwrfvmjxxqvaclqfsymhsmqtzdsupo,W,150227.0,Xrbhabeteugroysmlpbyakobk,,42.0,DAKNBOKJRVNJBZSNPIJCJZXKNRL,Gjmxz,O,,295847.0,3.0,3.0,Marriott International,2.0
Zov8946,639.0,anrrvckopirkerqsdqkkuhuhdbcf,M,1935883.0,Zovgnodqewldndpyerymuj,,99.0,ZLDRTXFRDCPFIBZKSLERDWCZCJZ,Xdyjebkgd,O,1-310-389-4971,143466.0,2.0,1.0,Integrys Energy Group,5.0
Gxo8947,,Nqxgfraounagyvdebmsybpefaetnrpqmtmndiqksgacvmxmacvmdtlmndvnk,W,38287.0,Gxoyjotyjuvpb,,98.0,RLKYNMTLCJTEAUR,KEQLKJUT,,1-195-810-2427,361354.0,2.0,0.0,Ferro,2.0
Edv8948,368.0,Cvbophdalrupdemyhdikrdypqfpdkxpygktsxeuxekdtvybfxhshvohjkztamkuloagdawkh,S,3426570.0,Edvdwuovfsosmkgggqruoyfdjr,T,2.0,NJDJVAKBLBYB,pxdrb,,1-019-217-6283,359796.0,1.0,1.0,Retail Ventures,5.0
Gli8949,444.0,Jatpka,S,1675143.0,Glimfjasdfzb,G,73.0,wqpigzhzyjfpdghkmfersqgmiaznyd,ijwhvfn,U,1-924-020-2373,216645.0,,5.0,Delta Air Lines,6.0
ziy8950,309.0,Hvgumzhhelvvwhb,U,771190.0,ziyirdrkygzxqk,V,74.0,BDJAHJYPHXFU,ihpjjjsqkl,O,1-333-210-9332,164584.0,0.0,0.0,Time Warner,10.0
Dwi8951,302.0,DLJWYMWMYQOVSWREDRXEIUDQSAYULZMLNJRMOBJIGVFCMFVVSPRR,U,1753488.0,Dwicq,q,62.0,SHLNRNWPTXFSDNLLTPFBSRAOAI,Pkxqdutcc,O,1-777-178-3559,53976.0,4.0,1.0,VeraSun Energy,1.0
OUV8952,677.0,Dfknhqsmdpmkonwiwlpjgquzhsoyrfjqfrnojvnhnluy,U,,OUVUYOFYLT,,23.0,OZUMCYVXVRBBAGNIBRSXLOUYKJJYG,AQQURDVBSU,U,1-791-831-0714,441573.0,2.0,3.0,Cigna,8.0
Vsd8953,655.0,hgrcczerchubjxmahhhmovllrkgkbwilqcj,M,2935262.0,Vsdkmajpeborxpgdgrysgvvq,,59.0,cdqxqhmmyb,Hpixjmchzqy,O,1-947-347-7556,203133.0,0.0,0.0,Martin Marietta Materials,7.0
Fyn8954,564.0,Gkcgpfadnqpxgororgknudewzuzij,,2936511.0,Fynmikhlmgnkmjylvbdslw,g,54.0,FOLUQIGHASZZCPOXHVZFRJ,khcnykrr,,1-203-843-7616,,5.0,3.0,Northeast Utilities,5.0
ism8955,515.0,CMQGZYRDEWRWNUPSSETWNNZGNFTPEHHDWPJAPJUAZDSQCVKZEGFUNEYICSKBFPJONGPGF,M,955409.0,ismuokpfkvhhwztntlpeesewin,n,40.0,Wlsdrmboeilupmnjfegbzioi,,O,1-422-137-3874,306649.0,2.0,4.0,Progressive,0.0
Ucl8956,499.0,pvfdaoxuwyblxsdwbanxofvyhbjmuwuafmjkwcg,,2770752.0,Uclnmrpjvuwxmxvyuysyvqdsfpyk,,29.0,Bhoeuhvyevhhlvmxmtnyqppovk,fmpfdefus,O,1-049-382-8436,364954.0,0.0,0.0,Acuity Brands,3.0
Rfr8957,531.0,Mayatepyjccxcpkobdwnvwnkvwlrwxcdomivdlfeghlvonw,S,1995762.0,Rfrvycnsybnmujajqsogdajqzlpncr,N,5.0,Voaduckjbhkgub,XODGD,O,1-253-363-6818,244200.0,4.0,1.0,M&F Worldwide,5.0
Bnh8958,470.0,Pbkmvnaywqfdwgwnbqpxipznvixdhmdyfgslsdimwvm,M,1198458.0,Bnhtnxbyggysreejnvmrvwz,,51.0,Fbeffjudijttfzfyrao,,O,,397763.0,2.0,2.0,,7.0
Auc8959,,Rkjdmgoiehygirlwdcdrxjxfqhaawpwuyjkrjjgiozmbniewrbuxihzjmrjmknitszxdgonemvhit,M,2575268.0,Aucfxotuxpckrtbhuklbujssjs,N,93.0,JEIBUSRHJMNCRZMZEDD,Tmrlakbcg,R,1-671-018-1509,498735.0,0.0,3.0,,5.0
Fao8960,,Dngvvucqrwghimajicruqhuxhaoizqrtsabbmemfpzqbunwmezweqxlg,M,3610212.0,Faonniqzyibxcvgljyimnpz,,88.0,rnjqbskdlupdngyxouhylhrb,aalwsvofci,O,1-106-610-2348,416876.0,0.0,4.0,Maxim Integrated Products,4.0
col8961,591.0,Rvejuqsxsyendlgyjugnjbwswqu,S,,colqwnibobqwdgcuswciseaesqnhk,l,19.0,Oshszfayvmxchxtknksa,VFFZQC,R,1-350-841-2058,189595.0,2.0,,RBS Global,1.0
WIP8962,721.0,Tagfmatno,M,1555402.0,WIPCN,b,66.0,WLQIV,FSJGPGRQO,U,1-695-802-4134,44337.0,5.0,2.0,Fiserv,10.0
Zsp8963,500.0,XANIHNCHXWWUZIFDMSIBCMCBBHIIYEQPCBKKWCYNDQGKEIKSYVJLIBTLXXGHCTMNS,W,2217339.0,Zspbtthzgtzoklytvhbudcu,,39.0,KAROKHCCKFQJGKRJY,csfwocttx,O,1-326-976-1511,145157.0,1.0,0.0,Dollar General,3.0
Auq8964,472.0,MLEGSDJMZLBUVTFDITJTHPOBFEPKPDXYKUXMABIEGBNZNSVSPQOWKDWIVCALWGDAETVFTBTW,M,391571.0,Auqjlltvs,,22.0,Wdccfi,PKZSFQQX,O,1-023-937-8745,398593.0,2.0,2.0,Complete Production Services,4.0
BZY8965,850.0,Svuwnynolxjvdckhenggxrlpmkqrujxumqcqvm,S,3881870.0,BZYMDHQFILYNIORUJVAWNCT,,3.0,Cqrzyq,Cnvfwxpcpbk,O,1-215-143-0722,296625.0,4.0,2.0,Integrys Energy Group,0.0
uwx8966,419.0,Okacfomllfabtaisjbvvsahlhyzirgomawinqfvfkgsmmbrstxebfpueuneghczdgeudswtaq,U,1968256.0,uwxcyabhxvgkrybcioibkxvyqwxsdx,,88.0,laxzxbgyrufx,wlzir,O,,319530.0,1.0,5.0,Unum Group,3.0
qlw8967,395.0,Eoxdidkitbip,W,1598906.0,qlwpjmexliz,T,65.0,YXVUDCFJWPYRE,gxcsm,O,1-918-094-0190,100522.0,0.0,5.0,YRC Worldwide,2.0
Obx8968,,kwlcjacotajtphgeicdwwwuifuvrikotntgoorkddwdinshscfiqwchtlzkujhm,D,,Obxexjhhbcrrmrjqmrjx,,97.0,Smbxmnpgbx,qoxxdrwi,O,1-409-011-9159,486102.0,3.0,2.0,SanDisk,4.0
wes8969,679.0,nzhxyrrgkiccrnpakcbfxjltrfsdurav,M,1761155.0,wescid,V,72.0,Izdebuuskv,mymxzhof,O,1-583-362-3380,45114.0,2.0,2.0,American National Insurance,6.0
Kzu8970,463.0,Tvbvkjfzndkczqnancblnbejkadpozjtxualknzijeemmtneptvcnuhqcesnjbjcehqeqx,D,296341.0,Kzunnjakuqgt,,94.0,ckmteergrueonracehkdmafir,Pelauwlk,U,1-974-373-7174,494579.0,2.0,3.0,,10.0
Zdk8971,591.0,qmvxewcnkddefznrnmzwqqdjoehtykgqvxkxtrdkcce,W,2191155.0,Zdkzbjhldjjnriwugcxutxfq,E,56.0,vpyfdfxngadrwacwaywto,ecfiwewsg,,1-595-896-3414,434922.0,0.0,0.0,Benchmark Electronics,5.0
Spk8972,445.0,KJTIQHAOJFSYQPLOPCCOGECUMPRGODSSCRSEEXRVRUGBWJFDTSKWEKCHJYKGXPMOTPFCBWQDQHL,M,487195.0,Spkkjiaqgmqitkfi,J,26.0,Tsqedbxjsieoiskrjdizqkwvkgq,Kdtabjctakyd,R,1-923-381-0072,31543.0,5.0,5.0,Fred's,
jrh8973,662.0,JHMSYOLHEXLJVHLIOTSSDMOCLRTMJ,W,,jrhorvtcmekuenwdie,J,95.0,FMJFOFMXSPNQII,Epachrgfirln,R,1-636-511-8748,145525.0,2.0,1.0,El Paso,0.0
aiu8974,848.0,Bzluwxixtxrgzbcxfcvxejpdceatdovunlewiejvwzfugpuxkicvkgfkgwpwkwwewrwftwq,D,949706.0,aiubhyqqabqawiigjqebnib,b,17.0,WXFINFOSBOOCGWDH,Ufdfnpcq,U,1-174-302-3049,376529.0,1.0,1.0,Merck,2.0
WFC8975,658.0,Yikdqcrkxmorbwtplooazgffxsshizpcfbtbxtdgslljefamp,S,434301.0,WFCPCHWCW,G,73.0,ISKBBKKTLFRHFV,Slwbs,O,1-119-095-8064,321157.0,0.0,4.0,Silgan Holdings,10.0
jki8976,408.0,DOMLFYHAHTWUVLXOXKJFOAVOCPLUKVCTPBITDVINYILWCAQQDKOZBJPVAIYQIGQEFQLHUGCDYXVEK,S,2870604.0,jkialbblr,W,81.0,Ulmthdvxl,Hvimidxyp,O,1-396-171-2168,196627.0,3.0,2.0,PharMerica,5.0
RZL8977,486.0,wfzjzzgkatdhodcfjwpafdwczcflejdhzbwxbmotscngbypplreacwkqvaqlvjcepsewwfbevwavmcx,M,,RZLMFZHFUEEUL,P,52.0,Hzbsextqwioyk,pvgrhe,U,,230021.0,3.0,5.0,Alpha Natural Resources,7.0
fwk8978,302.0,BNUFUZSXBOWOUZDMXMUMA,U,1706950.0,fwkjhxptxfplyq,,70.0,JEODSHKF,Miwbda,O,1-799-922-4552,411824.0,5.0,5.0,Office Depot,10.0
Kjb8979,434.0,Jprenypkm,U,1912056.0,Kjbxqrofdtiu,R,65.0,YUVQZDNQSAJ,Fedolsqnef,O,1-387-996-5194,271328.0,,,,3.0
Ngp8980,505.0,Snvxnvrmluxlsmjbraelqxiitmzzdxklipiwqhedfcmlnvwwkijiaieilddbiopswziexoeyfxi,M,3756761.0,Ngpttfmlocvxbfyd,H,51.0,hcqdfuocmtafmzcuoxah,SRNMCCLRXTLS,O,1-604-586-2808,286974.0,0.0,0.0,Allegheny Technologies,0.0
Sel8981,847.0,lvgrvxzdibbxevvgzzwubdtkwtvk,S,3116902.0,Selbhgdl,t,81.0,WQWUJBENBVL,Jjbskvstyb,U,1-138-927-5012,460160.0,2.0,5.0,ABM Industries,0.0
pnn8982,832.0,NSUBUDZ,D,3704540.0,pnnzmdziuwopotnatuc,j,81.0,Drausbfptoxh,MBWSJQRTTSX,R,1-436-238-5249,78647.0,1.0,0.0,Constellation Brands,4.0
dcc8983,722.0,QUPAQIDBHMZQXLZXKJJUFVBJXYS,,3314750.0,dccitwk,,68.0,Unvvlvreqsytoruvpfyfju,lmtcwul,O,1-309-063-1142,356418.0,3.0,3.0,Universal American,3.0
NPR8984,788.0,alnyoxcluhrkkhyotcmlgqmvwghlhnignyrelfqjifkxr,M,44908.0,NPRBKGQQGXOSBHAGM,v,31.0,GBFETDGI,icfozq,O,1-097-871-9440,432730.0,4.0,3.0,Fannie Mae,6.0
Mbu8985,417.0,TGYWTFKJVIBBPCMSAIGRSBUIZRK,M,3295216.0,Mbugilamkxwwsee,,72.0,QHHCEJCMWYOPGQ,UAFBPLEDX,O,1-918-899-6422,16681.0,2.0,0.0,Administaff,9.0
axk8986,383.0,Ytdxdsioegkzirdulrbgicapcnowqiq,M,1819333.0,axkgjplig,,79.0,AZOVVGLAKXCCZFVAY,Yxjfpim,O,1-754-636-4183,21938.0,1.0,2.0,Southwest Gas,0.0
