Employer,MaritalStatus,Income,LastName,Country,Gender,NetWorth,PostalCode,NumberCreditCards,NumberChildren,Age,AddressLine2,NumberCars,AddressLine1,Phone,CreditRating,City,FirstName,State,MiddleInitial,AgencyID,OwnOrRentFlag
National Oilwell Varco,M,339377.0,BAYERKOHLER,United States of America,m,3240188.0,23295,1.0,4.0,14.0,,5.0,2116 whistler upper,1-036-637-5684,371.0,Kitchener,ISADORA,IN,H,BAY345,R
Cincinnati Financial,U,391590.0,SEDDIGH,United States of America,F,492570.0,93800,8.0,1.0,30.0,Apt. 449,1.0,12683 starling upper,1-117-775-7922,546.0,Lowell,Subra,NE,,SED346,O
Ecolab,M,319668.0,SHUKOR,United States of America,M,3189432.0,60606,6.0,1.0,18.0,,3.0,6795 greenspoint street,1-420-197-0842,754.0,Fairbanks,gillie,VT,,SHU347,U
Baldor Electric,U,251066.0,hinsdale,United States of America,m,1862636.0,91323,2.0,,69.0,,4.0,8065 killeen upper,1-057-255-5641,516.0,St. Catharines,Whitfield,HI,,hin348,O
Smithfield Foods,W,122433.0,Luwemba,United States of America,,1891784.0,H2E 1Y3,1.0,1.0,60.0,Apt. 954,1.0,7366 fox boulevard,1-864-198-2367,737.0,San Buenaventura,Shana,WA,,Luw349,O
Hormel Foods,D,229086.0,PCBOARDS,United States of America,m,2999683.0,T5a 1v4,1.0,2.0,77.0,,4.0,12530 CLOWER CRESCENT,1-089-865-4449,404.0,San Diego,Kaile,Saskatchewan,,PCB350,O
Patterson,M,387138.0,BEZANSON,United States of America,,1482145.0,m1h 1p3,0.0,2.0,,,4.0,6284 cordoba boulevard,1-848-728-0817,583.0,Syracuse,Reeba,SC,,BEZ351,O
Anadarko Petroleum,U,192643.0,Buckingham,United States of America,,2237352.0,35852,8.0,3.0,62.0,,5.0,21119 vickery west,1-816-138-9438,461.0,Charlotte,Brenton,OK,E,Buc352,O
Michael Foods,M,301108.0,RAMPAUL,United States of America,,2903967.0,83402,2.0,3.0,96.0,,5.0,16917 FARMERS UPPER,1-036-611-5081,343.0,Winnipeg,NERTI,NJ,,RAM353,O
International Game Technology,W,448626.0,THREADER,United States of America,,2208391.0,T5C 1M5,0.0,0.0,45.0,,3.0,24867 wilmington park,1-841-019-7366,431.0,Pembroke Pines,MARJI,KY,,THR354,O
Western Digital,M,432792.0,RAUD,United States of America,,1052954.0,90150,10.0,4.0,65.0,,1.0,18313 5TH LANE,1-285-189-5251,319.0,Plano,Aloysia,ME,L,RAU355,R
Sonoco Products,M,499596.0,Goldberg,United States of America,m,3751568.0,23502,0.0,2.0,12.0,,5.0,17405 palisades road,1-632-062-4993,504.0,Fort Wayne,marietta,WY,,Gol356,O
Verizon Communications,M,30189.0,Updt,Canada,f,1980882.0,48910,6.0,4.0,71.0,,4.0,21404 SHERIDEN SOUTH,1-614-232-0003,611.0,San Buenaventura,janean,MO,M,Upd357,O
Securian Financial Group,,111428.0,MORIARTY,United States of America,,579641.0,T6C 1D7,2.0,2.0,38.0,,4.0,9086 ridgelea boulevard,1-035-288-5444,359.0,Mount Pearl,irving,AK,R,MOR358,O
Electronic Arts,W,146638.0,SHAFIK,Canada,,3476510.0,90760,2.0,2.0,7.0,,5.0,20929 lee east,1-477-970-4729,398.0,Sandy,Ganesh,CT,F,SHA359,O
LandAmerica Financial Group,M,40323.0,Claxton,United States of America,,505464.0,V6M 1U1,4.0,4.0,30.0,,3.0,4812 NORMAN WAY,1-092-479-3305,,Henderson,DISCOVER,SD,S,Cla360,O
C.H. Robinson Worldwide,,461807.0,LICERIO,United States of America,,2494978.0,T5a 1j8,0.0,0.0,58.0,,0.0,15424 bramblewood north,1-618-745-5747,537.0,Mobile,manuela,IA,V,LIC361,O
Alaska Air Group,U,184868.0,PELKIE,United States of America,,1609289.0,20073,1.0,5.0,8.0,Suite 471,5.0,13056 BEATTY WAY,1-363-472-9200,743.0,Hilo,vu,UT,,PEL362,O
Buildings Materials Corp.,M,125814.0,Ashraf,Canada,,,50321,8.0,3.0,18.0,,5.0,18787 englewood park,1-430-155-3830,432.0,Virginia Beach,anni,Newfoundland,K,Ash363,O
Interactive Brokers Group,S,267270.0,DYNIE,United States of America,B,1681770.0,E7n 1n1,10.0,3.0,83.0,,2.0,14004 pelan way,1-637-251-1599,614.0,Fullerton,hesther,ID,,DYN364,R
Rockwell Automation,M,408878.0,Larmour,United States of America,,,10710,6.0,1.0,50.0,,0.0,12683 starling upper,1-392-994-6165,704.0,Lancaster,brynna,MI,,Lar365,O
Pantry,M,418717.0,ENGINEERING,Canada,,2933990.0,90826,0.0,3.0,88.0,,2.0,14553 round lake boulevard,1-351-837-0111,604.0,Durham,CANTRELL,CA,,ENG366,R
Werner Enterprises,U,345984.0,Haroutounian,United States of America,f,2112951.0,93850,5.0,2.0,60.0,,0.0,20776 whistler west,1-352-607-5329,556.0,Fort Wayne,Shelbi,MD,,Har368,R
Cisco Systems,U,171271.0,Heydon,United States of America,,3418282.0,83721,1.0,5.0,52.0,,2.0,4684 whale court,1-227-269-1037,344.0,Seattle,Elzbieta,KS,J,Hey369,O
Lockheed Martin,W,448397.0,lehrbaum,Canada,,2898609.0,V6c 1r8,6.0,3.0,48.0,,0.0,23701 PELICAN WAY,1-208-109-2479,388.0,Vancouver,KAI-WAI,WI,C,leh370,O
SanDisk,U,359271.0,Co-op,Canada,,1765032.0,90320,8.0,,40.0,apt. 926,4.0,15108 ryder road,1-265-022-0496,416.0,Tucson,Felisha,NC,V,Co-371,O
News Corp.,M,322068.0,Elting,Canada,,3176317.0,M9e 1t7,6.0,2.0,69.0,,2.0,24795 clover court,1-220-323-3039,709.0,Oxnard,Rchlab,TN,,Elt372,O
Markel,M,76346.0,Alvaro,United States of America,F,461490.0,80081,5.0,,42.0,,2.0,18614 TIDE MILL COURT,1-055-237-4260,426.0,Corona,CARLYNNE,IL,I,Alv373,O
Silgan Holdings,M,469442.0,YOKELEY,United States of America,f,3164372.0,25325,2.0,1.0,39.0,,0.0,22461 MORTON EAST,1-285-900-2874,665.0,Sacramento,JAWAID,OR,H,YOK374,R
SPX,M,167918.0,ZINGELER,United States of America,,1294197.0,E7o 1p7,3.0,0.0,19.0,,2.0,22151 bluff road,1-562-501-9401,547.0,Escondido,twana,DC,,ZIN375,O
L-3 Communications,U,104354.0,zimmermann,United States of America,m,661877.0,10017,,4.0,10.0,,0.0,20405 DOWLEN NORTH,1-572-985-7236,558.0,Chicago,KALI,Saskatchewan,K,zim376,O
Thermo Fisher Scientific,M,467285.0,lafargue,United States of America,,2709193.0,V6c 1r4,9.0,4.0,47.0,,4.0,4501 norfolk east,1-378-748-1930,511.0,Frederick,Marguerite,KS,X,laf377,O
Kimberly-Clark,S,,POPOVICS,Canada,M,1744304.0,E7n 1f9,7.0,,83.0,,1.0,3262 KATHERINE NORTH,1-525-579-7508,504.0,Thousand Oaks,Yannick,British Columbia,Q,POP378,R
Church & Dwight,S,72940.0,menashian,United States of America,,1670195.0,T6a 1d7,6.0,2.0,,,5.0,15330 payne drive,1-901-469-7568,693.0,Mobile,issy,MI,V,men379,O
Vanguard Health Systems,M,150336.0,TURCOTTE,Canada,,1443342.0,M5c 1x6,0.0,4.0,42.0,,5.0,11293 rice avenue,,454.0,Pomona,Phuong,CT,,TUR380,O
Embarq,D,81333.0,feeley,United States of America,F,681302.0,e7o 1h3,10.0,4.0,2.0,,0.0,14656 coffey rue,1-260-434-2400,372.0,Little Rock,Ernesto,IA,H,fee381,O
AMC Entertainment,S,117399.0,terranella,United States of America,F,3406439.0,64103,9.0,3.0,67.0,,0.0,20065 clara way,1-304-461-8478,568.0,Hilo,vikky,NH,,ter382,O
Sigma-Aldrich,M,489099.0,BARSZCZEWSKI,Canada,,315234.0,72241,4.0,4.0,,,4.0,16825 BITTERCREEK WAY,1-413-648-3099,530.0,Simi Valley,chloe,TN,,BAR383,R
Leap Wireless International,M,201358.0,Tappert,United States of America,,2584094.0,77085,7.0,5.0,77.0,,0.0,2916 THROCKMORTON SOUTH,1-229-508-9311,770.0,Las Vegas,tilak,MS,V,Tap384,O
CME Group,,47401.0,Modl,United States of America,f,,h5k 1o1,2.0,4.0,19.0,Apt. 936,1.0,11912 JARVIS WEST,1-259-692-4195,646.0,Ottawa,Bob,Ontario,,Mod385,O
Allstate,U,259459.0,cimolai,United States of America,F,977864.0,06515,1.0,4.0,8.0,APT. 587,4.0,3788 HOLMES RUE,1-798-192-2357,397.0,Vallejo,SKICLUB,CT,,cim386,O
Curtiss-Wright,M,351789.0,Salb,United States of America,,1163838.0,80085,1.0,1.0,,,3.0,14497 FROSTWOOD BOULEVARD,1-093-204-5478,713.0,Iqaluit,Marybeth,RI,,Sal387,O
Family Dollar Stores,M,206326.0,bruhl,United States of America,f,69460.0,m5f 1u3,9.0,1.0,83.0,,2.0,20880 PALM UPPER,1-564-311-0205,346.0,Lowell,Nawa,TX,,bru388,O
Spectrum Brands,D,341402.0,GAUDET,United States of America,,3599223.0,V6l 1w7,8.0,3.0,43.0,,4.0,5049 mills avenue,1-789-574-4753,482.0,Rochester,Lydie,Saskatchewan,,GAU389,O
Comerica,D,438918.0,LOBAUGH,United States of America,T,1381885.0,35227,2.0,3.0,46.0,,5.0,21180 TRAFALGAR WAY,1-270-694-9104,753.0,Salinas,candida,CA,L,LOB390,O
CenturyTel,M,413943.0,DANBROOK,Canada,m,171313.0,70501,10.0,5.0,14.0,,1.0,4371 ASHFORD HOLLOW LANE,1-659-227-7397,691.0,Buffalo,wieslaw,MN,,DAN391,
Scholastic,M,211789.0,SALKINI,United States of America,m,1373558.0,M9f 1t5,6.0,0.0,72.0,,1.0,21891 DEWEY STREET,1-154-445-3681,587.0,Cincinnati,Joke,AK,,SAL392,R
Boise,S,237314.0,Marx,Canada,f,2335796.0,T5D 1M9,0.0,5.0,29.0,,0.0,14835 westover boulevard,1-154-688-7786,566.0,Memphis,MARY-MICHELLE,KS,V,Mar393,R
Amkor Technology,M,22080.0,Bratten,United States of America,m,2494081.0,64182,7.0,1.0,51.0,,3.0,6284 cordoba boulevard,1-768-261-0631,323.0,Chicago,Txp,PA,P,Bra394,O
Ameren,M,481195.0,Koch,Canada,m,252245.0,79910,8.0,4.0,81.0,,5.0,10905 apollo west,1-413-720-1871,344.0,Mount Pearl,BRIT,IA,,Koc395,O
DirecTV Group,W,208298.0,Platthy,Canada,,3970725.0,07113,4.0,0.0,67.0,,0.0,14817 BAILEY BOULEVARD,1-875-794-5779,765.0,Palmdale,celestine,OH,U,Pla396,O
Williams,W,221.0,mccuaig,United States of America,,2030035.0,38138,7.0,4.0,91.0,,1.0,22133 wesleyan way,1-515-931-7519,,Grand Rapids,amberly,ND,,mcc397,O
U.S. Bancorp,M,207979.0,Despault,United States of America,,2227601.0,92155,6.0,4.0,43.0,,0.0,10877 CENTURY CRESCENT,1-243-258-4789,650.0,Whitehorse,cayla,IN,S,Des398,O
Spherion,M,,NORWOOD,Canada,,1012111.0,90772,,2.0,27.0,,4.0,16354 SAND RUE,1-608-078-5547,466.0,Fort Wayne,tonu,CA,,NOR399,R
Nasdaq OMX Group,W,,Paquin,United States of America,M,1927066.0,V5c 1p9,3.0,,1.0,,4.0,2533 WOLFE NORTH,1-982-075-1883,538.0,Elizabeth,candace,VT,,Paq400,U
Nicor,M,287081.0,Sfiroudis,United States of America,M,2530133.0,95263,8.0,4.0,91.0,,2.0,5128 BELLWOOD CRESCENT,1-326-811-3709,780.0,Fort Lauderdale,Zbignew,IN,A,Sfi401,O
Coventry Health Care,M,126706.0,Amouzgar,United States of America,M,2695189.0,95260,5.0,0.0,55.0,,4.0,5680 powers drive,1-907-100-6458,690.0,Waco,Ninnette,KY,N,Amo402,O
Winn-Dixie Stores,W,435365.0,Sayegh,United States of America,M,392585.0,14201,5.0,4.0,46.0,,3.0,17774 applewood rue,1-279-100-2128,660.0,Buffalo,davita,MN,,Say403,O
Pepsi Bottling,U,257974.0,angus,United States of America,M,3170355.0,V6w 1v2,2.0,3.0,62.0,,3.0,2777 durand crescent,1-923-860-0562,369.0,Providence,Lilias,NH,C,ang404,R
Oceaneering International,M,145250.0,lighthall,United States of America,F,57156.0,60700,6.0,4.0,67.0,,3.0,8096 northland road,1-990-841-0058,368.0,Chesapeake,CORILLA,GA,,lig405,O
Lexmark International,,340395.0,Schwab,United States of America,F,237138.0,10209,4.0,0.0,51.0,,0.0,12880 whittington west,1-192-723-4902,434.0,Austin,Manuela,WY,C,Sch406,O
WellPoint,U,121125.0,BRANNAN,United States of America,F,2960029.0,t5c 1l7,9.0,5.0,49.0,,2.0,20917 carlingford crescent,1-018-125-3814,500.0,Chattanooga,Lawrence,Ontario,,BRA407,O
Capital One Financial,M,328766.0,Coallier,Canada,,2645718.0,36167,1.0,3.0,40.0,,4.0,12397 ingersoll upper,1-585-604-8746,521.0,Vancouver,NUNTEL,IA,N,Coa408,O
Aleris International,M,223976.0,NARAYANAN,United States of America,f,2500380.0,06710,4.0,0.0,59.0,,0.0,9818 PEARSON AVENUE,1-897-010-8443,573.0,Fort Worth,RAMIZ,WY,T,NAR409,O
Sentry Insurance Group,S,338008.0,caine,United States of America,,,H5I 1Q9,2.0,5.0,83.0,,3.0,17991 chamberlin way,1-424-251-0934,474.0,Irving,JORDAN,MT,,cai410,O
Atmos Energy,D,36596.0,holdren,United States of America,M,823819.0,68508,2.0,4.0,49.0,,3.0,3561 hilltop lower,1-769-010-6742,,Sterling Heights,Tedra,WI,,hol411,U
Visteon,D,289137.0,YEDEMA,United States of America,m,1279474.0,60634,6.0,3.0,22.0,,4.0,15129 ROSEMAN UPPER,1-521-013-9070,702.0,Toronto,Carly,British Columbia,,YED412,R
Molex,U,454271.0,GIAMBERARDINO,United States of America,,1723410.0,64130,7.0,3.0,16.0,,1.0,16777 stanford avenue,1-793-128-8100,314.0,Great Falls,sangman,Quebec,,GIA413,R
OfficeMax,M,296199.0,TOOTHMAN,United States of America,M,3099344.0,85044,1.0,1.0,71.0,,1.0,11790 graves west,1-918-771-5318,363.0,Charlotte,Sashenka,OK,,TOO414,O
VeraSun Energy,M,439149.0,Seiple,Canada,M,3268514.0,v6t 1u4,10.0,1.0,84.0,,5.0,19931 runyan crescent,1-593-981-3882,467.0,Fairbanks,Kenneth,WI,,Sei415,O
Oil States International,S,304065.0,RENDON,United States of America,M,3782981.0,19048,6.0,0.0,36.0,Apt. 250,3.0,3681 HOLLY KNOLL CRESCENT,1-299-722-3778,494.0,Fort Wayne,Kare,SD,,REN416,O
Ruddick,D,228020.0,Saxena,United States of America,,103988.0,60744,1.0,4.0,94.0,,,14290 BARBERRY RUE,1-311-843-6163,653.0,Little Rock,lani,New Brunswick,,Sax417,O
Public Storage,W,158386.0,deslauriers,Canada,m,2211238.0,23465,3.0,5.0,86.0,,2.0,2648 miller street,1-987-774-4255,337.0,Glendale,herschel,NV,,des418,R
PG&E Corp.,S,,KUHN,United States of America,,1719692.0,64144,0.0,5.0,,,1.0,6454 kiel upper,1-582-851-4667,701.0,Waterbury,koen,MS,,KUH419,O
Portland General Electric,S,334302.0,mencer,Canada,,1068987.0,S7d 1n4,10.0,5.0,44.0,,5.0,18338 bailey park,1-748-807-5619,632.0,Abilene,Idt,MT,A,men420,O
Northrop Grumman,D,461356.0,Adolfie,United States of America,F,3841340.0,30303,1.0,5.0,62.0,,1.0,3624 shelter way,1-668-942-2081,774.0,Sherbrooke,Ashly,NE,F,Ado421,O
UGI,M,68100.0,SHAMES,United States of America,m,3119163.0,55177,2.0,3.0,31.0,apt. 68,3.0,12267 SPAULDING PARK,1-835-309-0718,589.0,Bismarck,Hadi,Quebec,,SHA422,O
PC Connection,M,426915.0,mcminn,Canada,,428749.0,10182,7.0,,39.0,,1.0,11538 KIMBERLEY BOULEVARD,1-029-745-0264,574.0,San Diego,ITALO,British Columbia,,mcm423,O
Alaska Air Group,S,415992.0,vermette,United States of America,F,2815691.0,19108,6.0,1.0,32.0,Suite 162,0.0,13056 beatty way,1-034-268-2410,342.0,Honolulu,NANCY,OK,,ver424,U
Kroger,M,,Burrowes,United States of America,,,t6c 1k9,4.0,5.0,97.0,,4.0,22787 UNIVERSITY CRESCENT,1-351-767-4357,305.0,Baton Rouge,CANDACE,WY,,Bur425,O
Dean Foods,M,152237.0,kauffeldt,United States of America,f,1842060.0,23278,2.0,2.0,84.0,,2.0,17027 9TH ROAD,1-220-502-9436,647.0,Wichita,mariaelena,VA,C,kau426,O
Flowserve,D,200548.0,mcconnell,United States of America,f,798572.0,M7o 1b1,7.0,5.0,37.0,Apt. 486,,3238 SKILLMAN COURT,1-917-467-8858,595.0,Ontario,nathalie,New Brunswick,W,mcc427,O
,M,84477.0,Uberig,United States of America,M,1392742.0,77001,2.0,1.0,68.0,,0.0,22461 MORTON EAST,1-581-355-8837,426.0,St. Johns,Tedda,MD,P,Ube428,O
Quest Diagnostics,,4497.0,Selisker,United States of America,m,408801.0,m6u 1g8,0.0,0.0,14.0,,4.0,21889 west court,1-902-687-8840,589.0,Casper,olympie,OH,O,Sel429,O
Bob Evans Farms,W,118996.0,maint,United States of America,,3118464.0,85017,9.0,1.0,34.0,,5.0,10724 voss lower,1-018-440-3314,777.0,Paterson,martha,RI,,mai430,O
FMC Technologies,U,,NISHITH,United States of America,f,2876206.0,33131,9.0,4.0,52.0,,3.0,13653 collier avenue,1-088-562-9127,768.0,Buffalo,VALERIA,LA,,NIS431,O
HealthSouth,M,249611.0,Holvey,United States of America,,2351716.0,85012,6.0,3.0,98.0,,5.0,10638 QUENTIN PARK,1-392-708-4577,505.0,Lansing,GIANNA,WI,,Hol432,O
Calumet Specialty Products,,198480.0,loggins,United States of America,,524711.0,59406,2.0,4.0,20.0,,5.0,4139 PACE LOWER,1-871-818-2480,,West Valley,rickey,New Brunswick,,log433,O
Sovereign Bancorp,U,323601.0,Frampton,United States of America,,2574607.0,V5d 1n1,6.0,0.0,,,0.0,6795 greenspoint street,1-084-880-2764,418.0,Santa Clara,jennine,New Brunswick,,Fra434,O
Spansion,D,279066.0,stronski,United States of America,M,545131.0,33608,10.0,0.0,48.0,,2.0,10117 college upper,1-089-951-8709,729.0,Wilmington,Jerome,AK,,str435,O
Valassis Communications,U,195110.0,pon,United States of America,f,2543419.0,V6e 1u2,9.0,3.0,14.0,,3.0,21021 winifred south,,676.0,North Las Vegas,ROBYN,NV,O,pon436,O
Dr Pepper Snapple Group,S,437319.0,crossley,Canada,F,3500291.0,81014,8.0,2.0,0.0,,5.0,15330 PAYNE DRIVE,1-307-703-8251,322.0,Vallejo,Enver,TN,,cro437,O
Jabil Circuit,W,208507.0,HARTIN,United States of America,,838235.0,M4j 1o7,3.0,0.0,70.0,,0.0,14675 kiel west,1-167-782-5615,608.0,Fort Collins,Klarika,RI,,HAR438,O
Altria Group,D,398251.0,Materna,United States of America,M,1330041.0,E7n 1k3,6.0,3.0,47.0,,4.0,408 johnson ferry avenue,1-995-846-4370,742.0,Nashville,FIMA,Manitoba,B,Mat439,O
Assurant,M,202621.0,Shiell,United States of America,,1893527.0,77058,9.0,0.0,55.0,,0.0,11141 waverly south,1-915-835-5972,706.0,Charlottetown,Berget,LA,J,Shi440,U
Expedia,U,33679.0,LANOUE,United States of America,,1803737.0,95227,5.0,4.0,61.0,,0.0,9645 hayden boulevard,1-961-267-6325,522.0,Austin,PULAK,MT,,LAN441,
American Express,U,439541.0,Pastuszok,Canada,,3766589.0,t6d 1j4,2.0,5.0,20.0,,3.0,5395 trail lake lane,1-923-688-2626,530.0,Riverside,Syd,AK,Q,Pas442,U
Owens-Illinois,M,78673.0,PROBS,Canada,,,V6h 1s6,7.0,4.0,67.0,,3.0,14359 commerce west,1-728-690-0207,771.0,Montreal,kaminsky,Quebec,,PRO443,O
U.S. Bancorp,U,432392.0,marks,Canada,m,,V6C 1V6,4.0,3.0,53.0,suite 169,3.0,14243 river place road,1-662-874-9689,575.0,Las Cruces,JACKLYN,TN,,mar444,O
Coca-Cola,W,94915.0,sanschagrin,United States of America,,3980032.0,M5F 1U3,3.0,5.0,90.0,,1.0,13345 nautilus avenue,1-039-088-4738,471.0,Scottsdale,KRYSTN,MN,L,san445,R
Saks,M,395989.0,RUDDELL,Canada,,3241950.0,78257,8.0,0.0,46.0,,1.0,14984 spaulding boulevard,1-308-666-2754,660.0,Chandler,Dhanvinder,MT,,RUD446,O
PSS World Medical,S,303420.0,doyle,United States of America,,2433890.0,96808,,2.0,,,1.0,22189 south upper,1-581-838-9349,640.0,Orlando,Cornelis,MN,,doy447,O
Eaton,S,316111.0,Wienert,United States of America,f,3625876.0,H2c 1u2,5.0,3.0,16.0,,1.0,22089 pelican south,1-815-389-2428,337.0,Anchorage,JDEREK,WV,,Wie448,R
Western Refining,M,202658.0,Kiebel,United States of America,m,744412.0,37917,8.0,,46.0,,5.0,12804 graves north,1-658-160-2015,630.0,Hollywood,Julita,Saskatchewan,,Kie449,O
,W,212833.0,moroz,Canada,f,234398.0,35296,9.0,4.0,2.0,,3.0,926 nolan drive,1-028-495-8866,757.0,Moreno Valley,dorthea,AR,B,mor450,
Avis Budget Group,D,493326.0,Massingale,Canada,,3576329.0,90258,9.0,,68.0,,0.0,19454 hilltop crescent,1-898-707-7853,847.0,Tucson,Ulrica,Ontario,,Mas451,O
Applied Industrial Tech,U,51832.0,thoms,Canada,,143729.0,90117,0.0,0.0,17.0,,3.0,4801 spaulding park,1-680-532-0074,389.0,Modesto,KARIE,VT,,tho452,
Great Plains Energy,S,498023.0,Sobiesiak,United States of America,F,2710947.0,43604,1.0,1.0,91.0,,1.0,24674 windchime court,1-098-485-2128,810.0,Biloxi,Eadie,KY,,Sob453,R
MeadWestvaco,S,310857.0,CASTRO-HERRERA,United States of America,f,1054420.0,A5d 1b1,4.0,4.0,62.0,,3.0,23168 roxboro way,1-086-133-0355,791.0,Dallas,Kristen,OK,,CAS454,R
"Toys ""R"" Us",M,85788.0,Gabriel,United States of America,m,604158.0,35816,0.0,2.0,71.0,,1.0,10168 crystal hills east,1-843-331-7144,836.0,Warwick,suzanna,CO,,Gab455,O
NVR,U,,SYLVESTER,United States of America,,304729.0,t5a 1y1,7.0,4.0,20.0,,0.0,13535 colby avenue,1-734-373-4158,308.0,Chattanooga,Gerrard,Manitoba,J,SYL456,U
Northern Trust Corp.,M,376334.0,Das,United States of America,,2629774.0,v6t 1t4,9.0,,72.0,,1.0,21292 eaton street,1-712-161-9883,,Orlando,GEER,CA,,Das457,R
Graybar Electric,U,419994.0,Chummun,United States of America,,1539610.0,V6g 1r9,,0.0,45.0,,3.0,5208 ross lane,1-442-095-8959,770.0,Manchester,XU,WV,,Chu458,O
MEMC Electronic Materials,D,164193.0,Paperno,United States of America,F,695204.0,h5k 1q9,0.0,3.0,38.0,,4.0,7216 gates avenue,1-485-980-2592,679.0,Inglewood,Jirina,WI,P,Pap459,O
Wesco International,U,486399.0,skruber,United States of America,,2061858.0,98164,3.0,1.0,14.0,,4.0,22149 TOPPLE COURT,1-165-490-5909,495.0,Wilmington,rafael,ME,J,skr460,R
,D,238480.0,Miao,United States of America,,223131.0,v6z 1v4,8.0,0.0,23.0,,5.0,9689 oakmont drive,1-860-066-0638,479.0,Aurora,jocelin,WI,,Mia461,O
Norfolk Southern,M,298035.0,Jew,United States of America,,267988.0,T6c 1c7,1.0,4.0,,,4.0,695 marcus crescent,1-232-974-7178,838.0,Kitchener,bambie,NH,,Jew462,U
CIT Group,U,74811.0,Darcie,United States of America,M,914656.0,38128,0.0,0.0,62.0,,,5391 CLAY WEST,1-379-533-4527,774.0,Hollywood,Alb,DE,,Dar463,R
Huntington Bancshares,U,,Netdbs,United States of America,,138885.0,R3a 1n9,6.0,4.0,47.0,,1.0,2637 payne lower,1-109-943-5976,443.0,Ann Arbor,Swact,MS,,Net464,O
Cooper Tire & Rubber,S,113676.0,HICKMAN-MIOTT,Canada,,3756665.0,99687,2.0,4.0,10.0,,3.0,8096 northland road,1-016-804-7282,543.0,Victoria,AYN,AZ,,HIC465,O
Embarq,M,237438.0,Archibald,United States of America,,1253224.0,E7o 1l5,4.0,0.0,80.0,,4.0,9078 nealy lower,1-024-357-9663,559.0,Kitchener,Chloe,HI,,Arc466,O
Harley-Davidson,U,3050.0,Ruddle,United States of America,F,3978208.0,77176,1.0,1.0,63.0,,5.0,21477 warren park,1-700-321-4289,396.0,Bridgeport,LAURENE,NM,,Rud467,O
Pride International,M,407509.0,MORRIN,United States of America,,2610979.0,v6e 1u2,5.0,3.0,15.0,,2.0,17129 kalani east,1-609-359-7561,,Inglewood,Natty,Newfoundland,,MOR468,O
Old Republic International,M,188569.0,rastelli,United States of America,F,885854.0,48153,9.0,4.0,74.0,,1.0,19336 boll drive,1-326-009-9751,653.0,Charleston,Annabal,British Columbia,,ras469,O
Mohawk Industries,M,40764.0,Bovat,United States of America,,130442.0,64127,0.0,2.0,41.0,,,19778 frostwood drive,1-967-930-9715,848.0,Mount Pearl,Florance,NJ,Y,Bov470,U
Dole Food,M,331388.0,vellino,United States of America,M,172409.0,85017,5.0,0.0,63.0,,2.0,11019 WOODROW WEST,,709.0,Denver,Emer,SD,J,vel471,O
Penske Automotive Group,M,,Mitrani,United States of America,M,1443338.0,73111,2.0,5.0,,,2.0,4966 westpark south,1-180-205-1719,668.0,Seattle,Sally,NJ,,Mit472,O
WGL Holdings,W,20788.0,vandenheuvel,United States of America,,2212253.0,36620,0.0,3.0,99.0,,1.0,20740 mayfair upper,1-991-584-6106,351.0,Provo,Brier,OK,,van473,O
News Corp.,,193702.0,Tilson,United States of America,,1621145.0,93912,9.0,0.0,15.0,,1.0,16655 VENTURA NORTH,1-740-019-0768,824.0,St. Paul,TERESE,MI,,Til474,O
Newell Rubbermaid,M,348826.0,Larche,United States of America,F,1030748.0,94629,6.0,0.0,34.0,,1.0,20040 ryder crescent,1-112-406-5452,624.0,Mobile,KRISTINE,IL,,Lar475,R
SunGard Data Systems,U,447160.0,trojak,Canada,,2099326.0,91912,9.0,0.0,26.0,,2.0,24313 congress crescent,1-794-515-5519,348.0,Fargo,Rick,WI,,tro476,U
Aleris International,S,,WAINES,United States of America,f,725432.0,T5a 1y5,10.0,1.0,84.0,,4.0,5980 overton ridge drive,1-810-489-5250,620.0,San Buenaventura,doralyn,KY,,WAI477,O
Autodesk,U,225668.0,TOTINO,Canada,,959416.0,77123,8.0,0.0,41.0,,4.0,19136 WINNWOOD STREET,1-940-535-8420,809.0,Concord,SHINA,NE,,TOT478,O
Bon-Ton Stores,U,459394.0,suer,United States of America,M,3426171.0,V6R 1T4,10.0,3.0,24.0,,1.0,18583 granbury street,,412.0,Boston,ARIADNE,VT,,sue479,O
Equity Residential,S,368744.0,Yau,United States of America,,2979891.0,29415,7.0,0.0,,,5.0,24438 cedar springs avenue,1-150-314-8384,316.0,Norfolk,Annice,NE,W,Yau480,R
Beazer Homes USA,W,480862.0,Denley,United States of America,F,1741992.0,T6B 1A6,9.0,,20.0,,3.0,23788 linden drive,1-527-891-6106,692.0,Riverside,vmbackup,IL,E,Den481,R
Select Medical Holdings,,178589.0,kotler,United States of America,M,3141622.0,M4L 1M4,4.0,3.0,37.0,,3.0,15326 frostwood boulevard,1-121-175-8485,642.0,Rochester,Petra,NC,,kot482,U
Tech Data,S,154122.0,trpisovsky,Canada,F,3210202.0,99618,1.0,3.0,22.0,,3.0,22978 travis west,1-322-259-5626,830.0,Baton Rouge,Tak-wai,ND,,trp483,R
Target,U,479326.0,Bazemore,United States of America,m,557419.0,M5C 1W4,6.0,1.0,,,0.0,16956 BELLWOOD RUE,1-100-380-3680,692.0,Wilmington,Ruchi,OR,,Baz484,O
