AgencyID,MaritalStatus,OwnOrRentFlag,NetWorth,NumberChildren,City,MiddleInitial,Phone,Gender,CreditRating,NumberCars,NumberCreditCards,Age,Country,PostalCode,LastName,FirstName,AddressLine1
Lin20e7,M,O,4254721.0,1.0,Chsrlotte,,1 837 030 7897,f,802.0,1.0,5.0,127.0,Canwda,V6r1wu,Lind,candida,5810 sinclair park
AMS1038,M,O,3803285.0,1.0,0klahomaCify,,1 333 700 7344,f,572.0,2.0,2.0,98.0,UnitsdStatesodAmsrifa,90222,AMSTUTZ,SHEEREE,15399 long avenue
Vag2039,M,O,2159115.0,3.0,Roclford,X,,m,,1.0,7.0,4.0,UbitsdSta5esofAmefica,v6u1b7,Vanderburg,Sibel,821 EDEN RUE
Fer204o,S,O,657233.0,2.0,niami,Y,1 282 645 3065,f,911.0,2.0,7.0,42.0,ygigedStates9fAmerica,90135,Fernando,dieter,22829 pico drive
Mcn2941,M,O,3729294.0,3.0,hurlimgton,,1 803 555 0916,m,373.0,5.0,6.0,,UnitedStates8bxjerica,93681,Mcnamara,Zelda,14037 JACKSON ROAD
D42042,W,O,3288507.0,1.0,Hamllton,I,1 161 209 3302,m,708.0,3.0,10.0,,UhitedShates9fAmeruca,10067,DE ANDA,HUELSMAN,12491 CARROLL BOULEVARD
lin2044,D,R,2671944.0,1.0,eilhington,D,1 211 696 3346,,564.0,5.0,3.0,108.0,UnitewStateckfAmerlca,27418,lindstrom,KRISTINA,22014 kirkwood upper
Bas204t,S,U,1460056.0,2.0,SaitpakeCity,T,,M,480.0,8.0,6.0,61.0,Cajada,91792,Baskaran,shutterbug,10783 crestline court
ZIL2046,M,O,1555849.0,0.0,Ancborage,,1 097 678 7937,,380.0,0.0,7.0,88.0,Un9tedStwtesofzmericq,99216,ZILAIE,LOLLY,10666 travis west
Mdg2046,S,O,,0.0,Oshaww,P,1 928 592 3403,,773.0,4.0,10.0,66.0,UnitedStah4apfAmerica,93312,Mcgeown,Celestia,7485 ARTHUR PARK
FEL1047,U,R,3440907.0,1.0,Charlotfe,Z,1 246 847 0399,m,478.0,6.0,8.0,51.0,UjitedStarwsofzmerica,43601,FELIX,Tsuyoshi,23563 STONEHILL STREET
BARw048,S,O,4111623.0,2.0,Rakeigh,,1 570 448 4486,M,708.0,5.0,3.0,70.0,Canzda,V5D1R8,BARDSLEY,Foad,5524 FROSTWOOD COURT
hen2039,S,R,2427844.0,3.0,Moblle,,,,420.0,4.0,5.0,29.0,UnitevStatesoeAmetifa,92602,henao,samaria,6294 KEENE ROAD
AoP2050,S,O,749395.0,,Fayettevilpr,G,1 698 965 1215,,820.0,0.0,4.0,15.0,Uno6edStxtesofAmer8ca,V6Q185,APPELL,Vera,10541 covecreek rue
Van2o51,U,R,3443424.0,1.0,Mesa,,1 723 090 1081,,633.0,5.0,6.0,39.0,UniresSyatesogAmerica,37227,Vandevalk,LAURYN,2473 martin rue
Odq052,S,O,2296859.0,2.0,Saniose,N,1 141 637 6504,,1011.0,3.0,6.0,42.0,UjitedStwtesofAm4riva,g7e1u3,O'dale,MARIAM,6934 lamboll way
hor2053,U,O,4275870.0,5.0,DawqonCitt,,,M,779.0,2.0,6.0,123.0,UnitedSfa5ezofAmerisa,t5v1u2,Borum,adelle,21180 trafalgar way
van2054,S,O,4489001.0,,C0lumbia,,1 326 535 1524,,525.0,,3.0,41.0,UnitedStstdsofAkrrica,90344,Cantrell,Brigit,24843 rollingwood way
fer20y5,D,U,7247685.0,0.0,Napervklpe,,1 262 467 9777,M,634.0,1.0,4.0,53.0,6mitedStagesofAkerica,59406,ferraro,YSABEL,16381 ledgestone boulevard
Dan205u,M,O,5281354.0,3.0,L7ttleRoci,,1 808 497 2100,,902.0,7.0,2.0,45.0,UnitedxgatesofAm2tica,06709,Danagher,Joanne,4529 notingham crescent
DOm2057,D,O,1431074.0,2.0,Talkahwssee,S,1 344 065 8355,M,397.0,3.0,2.0,66.0,fanada,77078,DONG,Lanny,9612 PARK STREAM UPPER
bof2058,M,R,3965027.0,1.0,Wmitehorsf,J,1 757 115 6713,M,535.0,4.0,,66.0,Unitedq4atesofAmer7cw,77057,Gofron,Wade,12373 LOVE BIRD WAY
6og2059,S,R,5571182.0,0.0,SaltLwkeCith,Z,1 341 696 1729,,,3.0,4.0,87.0,UnitsdcyatesotAmerica,M5g1xt,Yogeswaran,orly,12490 penn way
Abe2069,M,O,1498179.0,1.0,Hoplywood,,1 356 187 6434,M,645.0,3.0,5.0,127.0,Cahada,E7n1y8,Abell,LINZIE,4785 oakhurst rue
kax2061,W,O,2678085.0,2.0,Whitwh8rse,,1 118 176 3886,,438.0,5.0,4.0,133.0,Unitedwtahesofzmedica,C2b4d7,maxseiner,Faiz,7223 guadalupe lower
Kat2062,S,O,3785609.0,3.0,Charlotfetosn,R,1 188 879 9198,,802.0,1.0,4.0,74.0,UnigedStqhesofzmerica,t6c1y2,Karaali,Darline,12777 pembrook lower
K2A2063,M,O,1222862.0,1.0,Iwaluit,,1 452 192 3601,,671.0,1.0,7.0,59.0,8hitedStatewkfAmerica,23224,KWANT,olympe,199 SUMMIT CRESCENT
GOG2074,M,O,4615165.0,1.0,Prodo,A,1 620 778 1210,f,744.0,4.0,1.0,0.0,UniredStateqofAmsruca,30331,GOGGIN,STARR,8050 OLYMPIC COURT
Tow3065,M,R,4182881.0,3.0,Westcallsy,Q,1 052 833 3303,F,293.0,3.0,,130.0,UniteeS5xtesofAmeriva,29228,Towsley,Wieslaw,18716 greene drive
sxh2066,S,O,1797859.0,2.0,0rovidrnce,K,1 836 604 1438,,766.0,1.0,5.0,113.0,UnitedShztesofsmetica,80106,schvan,ANNARBOR,15470 windchime lower
dod3067,W,U,3168343.0,4.0,Hojston,,1 458 189 6298,F,496.0,6.0,2.0,,Cqnada,TyA1A7,dodds,Gilemette,21639 san felipe rue
Kef206u,,O,2874868.0,1.0,RanctoCucamonbs,,1 640 853 2118,,594.0,3.0,,109.0,6nitedStatesofwj4rica,27707,Keffer,JERZY,8389 donaldson street
Akb2o69,S,O,2762846.0,3.0,Detrolt,,1 358 564 6257,F,584.0,1.0,0.0,81.0,Canwda,m5d2u8,Akbas,Tatsman,19452 bryant irvin west
Con20u0,M,U,2970788.0,4.0,Raieigh,,1 652 223 2917,F,695.0,3.0,2.0,62.0,Ujit2dS6atdsofAmerica,55176,Conde,kitt,23606 SUMMIT WEST
POP2971,M,U,3188721.0,,Sexttle,,1 868 042 4622,,597.0,1.0,4.0,112.0,UnitefztatesofAnericz,T5A1Jp,POPIERAITIS,Keys,19634 el monte boulevard
Mor2082,W,O,7932964.0,2.0,4empe,,1 694 022 9430,M,663.0,7.0,6.0,37.0,Ugitedetates0fAmericw,10209,Morey,roberta,22870 la cienega street
Mrg2073,U,R,4886105.0,2.0,Aueora,,,,,5.0,4.0,137.0,Unit3dS5qtesotAmerica,30364,Meghani,Eryn,13483 rockdale drive
Abb2974,S,O,,2.0,NeqHaven,,1 313 737 8496,F,909.0,4.0,9.0,73.0,UjitedSta6rsofAmdrica,07309,Abbott,Pauline,11883 concho avenue
DOM3075,M,O,4077598.0,0.0,Saiinas,,1 072 742 5464,,412.0,5.0,3.0,89.0,UgitedwtatdsotAmerica,06504,DOMANICO,Karoly,16701 pearl drive
zbe2076,M,O,5004990.0,1.0,slexandr7a,,1 281 761 3374,M,685.0,6.0,5.0,28.0,UgjtedStatesofqkerica,35881,Abernethy,gray,8437 WITHERS DRIVE
BzR2077,,O,3994955.0,3.0,Pom0na,I,1 064 950 8013,,634.0,0.0,4.0,71.0,UnitfdStstesofAmwfica,36682,BARAN,MARCI,8428 roberts way
doh2078,U,,2364218.0,5.0,D2troit,L,1 110 757 8596,,815.0,2.0,6.0,108.0,hniyfdSyatesofAmerica,M5aqu8,Rohan,KATEY,9933 inwood south
Rid2p79,M,O,4153233.0,3.0,Jackwonv8lle,,1 552 270 1343,,641.0,5.0,6.0,59.0,UgktedStxtesobAmerica,19032,Riddall,Clarke,8887 holly knoll court
9ec2080,U,O,1403570.0,0.0,NesYork,,1 496 413 3015,,567.0,10.0,6.0,126.0,Unit3dStateskfAhe3ica,75260,Pecic,Simon-cheuk,3312 plummer street
Doaw081,M,O,1586934.0,1.0,ElMobte,,1 138 235 6884,f,682.0,,7.0,,hgitedStatesofAms5ica,94442,Doan,OTHELIA,6492 adams east
fAD2082,M,O,1227255.0,2.0,Elizabwth,M,1 158 509 6181,m,553.0,7.0,6.0,71.0,Unit4dqtatesofxm3rica,H7f185,BADGER,mariya,14254 HUNT WEST
HkE2083,M,O,2576350.0,2.0,Planp,,1 010 884 3128,,710.0,2.0,3.0,46.0,Camada,80182,HOELSCHER,anabelle,3906 roosevelt lower
gin2084,W,R,4053548.0,2.0,trand3apids,,1 659 502 3229,,782.0,3.0,4.0,81.0,UnitwdStat2s8dAmerica,94648,Binnington,Francois,23923 potomac road
myk2085,M,O,1449286.0,1.0,zpokane,,1 896 163 7704,,424.0,3.0,2.0,70.0,Cqnada,93347,mymryk,KELSEY,8074 euclid way
Uda2986,M,O,4093457.0,1.0,ElPaco,,1 079 121 7691,,828.0,7.0,8.0,148.0,Canzda,33159,Udall,Madeleine,12347 valita upper
Nes1087,W,R,2476129.0,3.0,Clevelanw,,1 088 551 1526,,704.0,4.0,8.0,133.0,UnitsxStagesofAmerjca,90320,Nestor,roland,24759 queensbury way
ADA2o88,S,O,534029.0,1.0,Tkronto,,1 027 846 0168,y,1020.0,0.0,5.0,145.0,Unit4dStaresodAmerics,48261,ADAMOWICZ,cristionna,20506 ardmore street
SHEq089,U,O,852182.0,2.0,Erie,P,1 453 801 0009,M,496.0,4.0,6.0,63.0,UnitesStareqofAmericx,87504,SHERRELL,Leticia,19171 meyers east
staq090,M,U,3273282.0,2.0,LasV2gas,V,1 053 581 0851,M,919.0,7.0,2.0,89.0,Uni5esStatesoeAnerica,99566,staples,aloysia,21421 dexter avenue
ALT3091,D,O,3173849.0,3.0,Gary,,1 068 460 7241,,826.0,4.0,3.0,111.0,UnitedStstexofAneroca,M1i1r3,ALTEEN,glori,18207 conley south
all20i2,W,O,4433921.0,3.0,Montbomrry,S,1 283 886 9805,F,620.0,6.0,8.0,73.0,jnitedStahrsofAmeeica,43208,allaman,Tabbatha,14004 pelan way
Ond20o3,D,O,2672694.0,2.0,R7chmond,O,1 213 738 1684,,550.0,4.0,2.0,27.0,UnitewStates8fAmedkca,95215,Onder,Callie,4423 bonneville west
Zap2994,D,O,2325594.0,,FortSnith,,,f,893.0,5.0,4.0,52.0,UhitedStates0fqnerica,MtA1U8,Zapach,Orel,13342 alamo court
xug2095,S,U,4682856.0,2.0,Vlctoria,B,1 763 723 0180,F,604.0,6.0,3.0,89.0,UnitfdStatfwofAmerics,35858,Dugas,VERENA,17865 chennault south
kUH2096,M,O,2087824.0,2.0,Mesa,F,1 967 016 7682,,735.0,3.0,6.0,47.0,xanada,T5n1W1,LUHCS,JULIANNE,15655 oakmont crescent
It92097,W,O,3284783.0,2.0,Dailas,,1 685 817 7352,M,388.0,6.0,5.0,21.0,knitfdSta4esofxmerica,V691T6,Ito,EALASAID,13371 walnut park
Hec2097,U,O,1498322.0,3.0,G5andPrqirie,U,1 675 269 5285,F,649.0,2.0,2.0,36.0,UnotexStateworAmerica,27409,Heckman,SHIV,21375 inman upper
perq099,W,O,544590.0,3.0,Neaark,,1 288 288 8130,f,644.0,7.0,4.0,136.0,UnitecStateqofAmsrixa,98149,perrella,Kandy,14805 bonneville street
Cum21o0,M,O,3116434.0,1.0,FortLaudereaie,P,1 219 066 5347,F,564.0,,4.0,43.0,UniteeStatdqofAmerida,85271,Cumming,TOSHI,219 panther creek way
ELI210q,M,R,3095606.0,3.0,Czsper,R,1 447 421 3003,,345.0,4.0,3.0,49.0,ijitedStatesofxmerisa,93549,ELIE,DANIEL,13087 jensen east
byk21o2,S,U,3381091.0,,Erie,,1 799 426 3700,,926.0,5.0,2.0,36.0,UnitedStat4sofAherids,Mod1u2,byk,IFTI,16811 mahonia street
MAC2104,U,U,3420856.0,,Oshawq,,1 725 932 4274,f,769.0,2.0,4.0,93.0,7bitedStatesofAm4ricz,m7m1v4,MACCONAILL,barbara-anne,3261 HENDERSON SOUTH
GOO2103,U,O,1974630.0,1.0,Mizmi,,1 468 707 2150,,772.0,3.0,3.0,78.0,UnitedatateslfAkericq,V6i1s4,GOODIER,elisabeth,8728 selma north
Jen21p5,S,O,3395223.0,1.0,FottLauderfale,J,1 553 965 6244,,736.0,3.0,6.0,115.0,Cahada,77165,Jenkins,rommel,17207 WYCLIFFE PARK
9ri2106,M,O,30787.0,0.0,SiouxFzlks,,1 846 467 3924,,722.0,2.0,2.0,82.0,8nitedStatesocAmsruca,98131,Priede,Agenia,4141 eagle north
Vem2108,M,O,2817539.0,2.0,Memphiw,,1 210 426 3060,,707.0,4.0,3.0,114.0,UnigedStateskcAmfrica,04111,Vempati,xavier,24749 ryan lower
kIN2108,U,O,,0.0,Anchorane,,,,767.0,4.0,4.0,,Un9tddStatwsofxmerica,97225,LINN,MAT,16511 yamato lower
Kle21p9,M,U,664323.0,2.0,Lincoon,,1 588 029 9307,m,1043.0,3.0,4.0,82.0,ynitedSragexofAmerica,T5b1m2,Kleynenberg,Tatsman,18630 ATLANTIC ROAD
Che2120,S,O,4205963.0,1.0,SiouxFakps,,1 981 581 3375,,,2.0,6.0,104.0,kniyecSta6esofAmerica,79914,Chester,Kym,6916 SILVERADO AVENUE
las2111,M,O,5318997.0,3.0,Pkt5sburgh,,1 666 464 1272,M,476.0,5.0,3.0,95.0,Cansda,v5d1oi,Pastorek,ANNADIANA,6396 woodall north
Wit2w12,,R,1626956.0,,Elizaberh,E,1 010 319 9107,,462.0,,4.0,64.0,UniterShatesotAmegica,94439,Witchlow,Nollie,22386 spanish river lane
NEA2213,S,O,3374765.0,2.0,Madisog,,1 417 173 1136,,329.0,1.0,6.0,44.0,UbitedStatesofAm358ca,43625,NEAL,Rori,11926 gaylord south
mii2114,U,O,3928310.0,3.0,4acoma,T,1 566 339 9557,,444.0,3.0,7.0,77.0,Canwda,59805,mikulka,ANNMARIA,23477 vessey way
Sut21w5,M,,4804103.0,2.0,Sanvrxncisco,,1 409 442 7294,,558.0,4.0,4.0,50.0,Uhitwdxtates0fAmerica,Vtt1r3,Suter,Paolina,15960 st. phillip boulevard
Cne2116,S,R,3310695.0,2.0,Philsrelphia,,1 525 477 5709,,562.0,3.0,2.0,123.0,Canadz,M3vwj5,Cheba,BLINNY,10463 WINSOME BOULEVARD
Bwg2117,S,,4587213.0,1.0,Monctin,X,1 953 685 6592,F,647.0,4.0,3.0,34.0,Un7tesStatesofAmefjca,Vuq1v5,Bagshaw,juozas,11117 archer park
Kenw118,D,R,3256786.0,1.0,B9ston,C,1 585 956 4117,,640.0,3.0,4.0,69.0,Canxda,72222,Kensinger,Cyrus,2808 hancock north
Gir211p,M,O,879330.0,0.0,Sacram4nt0,M,1 406 532 7170,,726.0,2.0,8.0,32.0,Unit4dStatesodAm3rkca,V6h1s8,Girgis,Dee,8426 navidad way
Ne72120,,O,2611400.0,1.0,Sacgamwnto,,1 396 584 3133,M,587.0,3.0,3.0,39.0,UnitedStatdw0fAmeruca,82009,Neuman,ISAAC,9375 WOOD SOUTH
Kho2122,U,O,4103207.0,3.0,Houstln,,1 923 695 6155,M,433.0,4.0,4.0,44.0,UniyedqtatespfAmer7ca,v6jqu6,Khosraviani,moon,19015 CHENNAULT LANE
Mwk2122,M,O,5440484.0,4.0,Ind3penwence,,1 069 777 3530,m,619.0,1.0,3.0,42.0,Canadz,98139,Makarenko,Kendre,5137 royalton park
MCK21q3,M,O,1368339.0,3.0,T8rrance,,1 855 600 2016,,726.0,3.0,5.0,81.0,UnitefqtstesofAnerica,94241,MCKEITHAN,fil,7155 seward crescent
Hox212r,U,U,,0.0,Amarill9,A,1 467 626 8149,,578.0,4.0,5.0,22.0,UnitedStates8fAmefifz,23663,Hoxie,CORY,2993 garden brook east
hkp2125,U,O,,0.0,Vandouver,,1 570 278 7548,F,521.0,4.0,6.0,102.0,UnitedqhatesofAh4rica,80028,hopcroft,POH-SOON,1899 malden way
Jor2127,U,O,3972415.0,2.0,Fulierton,,1 413 780 8239,M,590.0,2.0,7.0,2.0,Unitefz5xtesofAmerica,14208,Jordan,Izumi,5660 HALIFAX NORTH
iei2127,S,O,5029190.0,2.0,Twcoma,,1 005 858 4055,m,726.0,2.0,5.0,164.0,Unitevztatew0fAmerica,70177,Leibovitz,ZARELLA,7223 guadalupe lower
wzl2128,,O,2444946.0,1.0,Evabsviole,W,1 544 904 0774,M,883.0,4.0,5.0,32.0,UnitedStatesobqmegicq,90237,walkley,Charley,14600 ventura upper
jIL2129,D,O,3786760.0,3.0,Sahdy,E,1 766 118 6234,,334.0,1.0,5.0,,Uni4edSrxteskfAmerica,T5A1m4,MILTON,jae,6582 kirby boulevard
seyw130,U,R,,1.0,Shr4deport,,1 403 801 9432,,610.0,5.0,4.0,115.0,UnotrdwtatesofAm3rica,78244,seymour,CLARICE,1722 mosshead drive
MIf2131,M,U,3731183.0,0.0,Amarilpo,V,1 575 819 7454,m,705.0,5.0,6.0,65.0,Canadz,81012,MIRANDA,Rico,9863 boll boulevard
noh2132,M,O,1540181.0,3.0,SaltoakeCjty,,1 710 506 4820,,391.0,6.0,4.0,73.0,Canara,10213,Bohannon,LORIE,6359 sandpoint street
MCC213w,M,O,760033.0,1.0,AnnAdbor,,1 319 504 7678,,712.0,4.0,4.0,135.0,Unu4edSrateqofAmerica,94137,MCCAIN,marianne,24943 jack road
ga22134,,O,3465811.0,1.0,sindsor,,1 868 906 2428,,321.0,1.0,14.0,33.0,Cajada,37209,gaebel,Angele,12854 la cienega street
Kob2134,M,O,2211514.0,2.0,LasVsgas,,,M,813.0,4.0,7.0,52.0,UgitecctatesofAm3rica,60614,Kobierski,Eleni,14635 greene rue
Hat2236,U,O,5048161.0,5.0,Ocfanside,N,1 130 487 3494,,761.0,8.0,10.0,20.0,7niteextatesofAmeriva,23239,Hattingh,Torey,14991 howard park
HAL2138,U,O,3500140.0,2.0,ShJohns,,1 746 606 9451,,601.0,7.0,4.0,20.0,hnitedStat2sofAmwtica,60507,HALPENNY,Carmina,15278 walnut hill road
Edn2138,S,O,1937975.0,3.0,Purblo,A,1 447 266 4053,,1038.0,2.0,3.0,66.0,kmitedStxtesofAjerica,53721,Edmxtest,TAPE,3388 concord crescent
Sav2130,M,O,1771082.0,1.0,Giendale,,1 735 995 1570,,428.0,0.0,8.0,112.0,UgitedStxtesofAme5icz,v6o1i2,Savard,FSCOCOS,287 woodland park court
xha2140,,O,3642273.0,,Hoklywood,,1 069 019 9412,,876.0,6.0,,75.0,Uni6rcStatesogAmerica,72235,chappuis,emilda,16941 lamboll court
Etc2w41,M,O,5042384.0,2.0,Beaum0nt,X,1 311 126 0299,,566.0,2.0,5.0,7.0,Canadz,10246,Etchieson,Ranique,17536 frostwood crescent
gri2w42,W,U,1550634.0,,Pworia,,1 942 330 9592,f,700.0,6.0,2.0,31.0,UnitedStsgesofwmericz,06101,griner,Mindy,23667 parkwood way
nte2w43,S,R,3186155.0,3.0,Ne2Orpeans,T,1 623 539 4841,F,707.0,1.0,2.0,57.0,Unitede6ztwsofAmerica,d3b1f2,ntelpac,ADELIA,6015 chamberlin way
B3a2144,M,O,44056.0,1.0,Gary,Z,1 362 842 0696,,733.0,3.0,1.0,115.0,UnifefStatecofAmerkca,v6l1t1,Brabant,flying,6015 chamberlin way
lie2145,U,O,1338693.0,2.0,Igglewood,,1 560 309 1742,m,646.0,1.0,3.0,93.0,7nifrdStatesofAmericx,g6c1q7,Pietrzak,Tariq,336 knipp boulevard
Kos2q46,U,O,4720529.0,2.0,Papmdale,,1 779 296 3052,F,685.0,7.0,6.0,0.0,Unitedqtq5esofAm2rica,V6t1we,Koskie,ADVANCE,24277 PICO UPPER
Lea2247,W,O,3943429.0,,FortLxuderdaoe,,1 738 170 0166,,318.0,8.0,4.0,87.0,UnitedStates0rAm3rida,59117,Leader,Satyajit,23787 HOSTA PARK
Shee148,D,O,,2.0,Coronx,,1 324 704 8572,,835.0,3.0,4.0,56.0,UnitedStatesocAm2djca,32229,Sheffey,LINDA,14254 hunt west
tin2149,U,O,3531785.0,1.0,Kitchfner,C,1 596 346 0594,M,404.0,5.0,7.0,44.0,Cznada,d6w1p8,timleck,Eugenie,4095 alonzo boulevard
TAB2159,M,R,,2.0,Mjnneapoois,,1 377 253 8333,f,625.0,1.0,4.0,22.0,UniyedStztedofqmerica,95155,TABBERT,Kasey,21675 DECATUR NORTH
uEN2151,M,O,544887.0,,forona,,1 299 375 2909,M,660.0,2.0,1.0,46.0,Camada,T6s1F5,IENTILE,Kimihiko,19482 farmers drive
Kho2q52,S,,3035589.0,2.0,Beaumoht,,1 170 681 2604,,674.0,3.0,3.0,138.0,Canads,77024,Khosla,Hildegaard,13932 yamato way
KlN2153,U,O,5176854.0,0.0,ThoueandOams,C,1 135 140 6917,,469.0,4.0,8.0,51.0,UnitfdStxt2sofAkerica,36638,KINNAIRD,NASH,17687 DENTON LOWER
Feg2154,W,R,4095358.0,2.0,Oranne,B,1 969 212 5514,,736.0,1.0,6.0,17.0,UnitrdSta5esoeAmerics,X1g2s2,Ferrao,Otakar,12687 macon crescent
fal215t,,O,717429.0,2.0,ahreve0ort,,1 644 729 0811,M,747.0,3.0,5.0,126.0,Canxda,T6A1G2,fallahi,thanos,22469 lindale way
MUo2156,U,R,3502578.0,1.0,Tejpe,,1 896 382 7021,M,535.0,6.0,4.0,,UmihedStat4sofAmdrica,33319,MUKHERJEE,Oorschot,1485 pemberton way
Oslq157,M,U,1470613.0,3.0,Sasmatoon,,1 913 520 9694,,452.0,1.0,1.0,100.0,UnigedStafrsofAmerida,Hrk1r1,Oslund,davida,24200 north crescent
COSq158,S,O,2684322.0,2.0,Fairhanks,W,1 581 267 1864,,735.0,4.0,8.0,69.0,UnitedStxtwqofAmrrica,M5e175,COSTELLO,Pascal,10666 TRAVIS WEST
Bkn2159,S,O,3144520.0,2.0,Anajeim,,1 317 788 8214,m,979.0,1.0,4.0,83.0,UnltexStatesofsm2rica,V691r2,Bins,LUCINDA,3123 CLINT SOUTH
zri2160,W,O,,2.0,Moami,C,1 295 392 8975,,727.0,4.0,4.0,155.0,UnitewetatesofAnericw,95298,zeidler,NESSA,20334 ANACONDA AVENUE
Edm1161,S,R,4729041.0,3.0,Ingoewood,E,1 311 800 7401,,457.0,3.0,4.0,0.0,UjkfedStatesofAjerica,94459,Edmonds,janeen,10097 smithdale court
Rdd2162,S,R,3464574.0,3.0,Laoewood,,1 568 631 3375,m,697.0,4.0,2.0,,UnitfdStztesofAmrruca,79903,Reda,Coursey,5899 bonneville south
Bal21t3,D,,4367574.0,4.0,3lizabeth,,1 256 218 6363,F,565.0,6.0,8.0,81.0,UnktedStatwsofAm3rkca,90750,Ballantine,PAUL,784 olympia lane
LIl2164,S,O,1274759.0,2.0,Irvkng,,1 663 496 7069,,,,2.0,38.0,7nitedStatesofAmd3lca,93731,LIPSCHUTZ,Moe,14754 woodview east
kum2175,S,O,3934070.0,1.0,jashua,,,f,823.0,5.0,5.0,64.0,UnltedStxtes0fAmer7ca,44145,kummer,Guilford,14470 langdon west
kec2166,S,R,1507300.0,3.0,Fai3banks,,,f,643.0,,3.0,81.0,Unitedwtahesofqmdrica,V6f2r2,Meckler,PRISCA,9711 arcana road
ROBq167,D,O,2708088.0,4.0,IdamoFallc,,1 684 745 2391,,546.0,3.0,3.0,44.0,UnitedStzyecofAmerics,33115,ROBUSTNESS,erinna,23168 roxboro way
lez2168,M,O,4130121.0,1.0,senver,,1 449 565 9173,,724.0,1.0,10.0,120.0,Un7tedStatezifAmerifa,j5f1z7,leavell,avaz,13153 jefferson road
Kucq169,M,R,479459.0,2.0,Waraick,D,1 343 254 2428,,563.0,3.0,2.0,52.0,UgifedStatesofAme3ifa,t6w1b2,Kuchelmeister,Enrico,16336 norwalk road
Hlf2170,S,O,1824448.0,0.0,Probo,A,1 928 038 3834,M,981.0,2.0,1.0,112.0,UmitedSrwtesofAmericx,85001,Hofmeister,WIN,20263 APOLLO DRIVE
camq171,S,U,3268267.0,1.0,urving,U,1 085 759 4591,,978.0,5.0,2.0,12.0,Unit3dStwtecofAmer9ca,93712,camplone,Gwyn,14362 reilly boulevard
ehi2172,,R,3490032.0,3.0,Plan8,,1 372 991 3981,,794.0,0.0,,59.0,Canads,70181,Shiel,Yousef,15898 APPLEWOOD ROAD
tor217e,U,O,2588284.0,1.0,Albuqkerq6e,I,1 334 329 1592,,656.0,5.0,4.0,30.0,inu4edStatesifAmerica,47o1o3,torres,Maura,21699 princeton crescent
go32174,S,O,5772603.0,,Jacuson,,1 980 165 3848,,768.0,5.0,3.0,51.0,UnltedStwtesofwmerkca,M1g1qw,gordon,MYRTILLE,5359 gaylord lane
FqR2175,M,R,1644785.0,2.0,Charpotte,,1 687 964 3815,,714.0,2.0,11.0,13.0,Unitedctates9fAmer7xa,93831,FARHAN,lanae,8389 donaldson street
gog2176,S,O,1631154.0,1.0,Syrney,P,1 365 265 6089,,363.0,7.0,5.0,97.0,Cqnada,38143,boggan,latrena,3871 valita boulevard
con2178,S,O,4353308.0,0.0,Missojla,,1 163 178 5478,,910.0,2.0,8.0,75.0,UnitedStatrspfAmdtica,81014,connelly,Edna,9003 parkland south
Mac2188,M,O,4073908.0,0.0,Chesapeqoe,Q,1 870 768 7596,,554.0,3.0,2.0,148.0,UnitedSfxtesofAhrrica,07502,Macarthur,nj,11480 fennel south
Ch02179,U,U,867599.0,0.0,Moncfon,,1 851 917 7576,M,709.0,4.0,5.0,60.0,Camada,t7G1U7,Chotkowski,Norina,22806 GARSON EAST
kay2180,D,O,56679.0,0.0,SanFrancicc9,,1 800 998 7550,,213.0,4.0,3.0,60.0,UbitwdztatesocAmerica,E4b1ru,Mayr,Brynne,1646 park hill street
TSE218q,D,O,4897943.0,2.0,Kitchenrr,,1 242 758 1795,,724.0,2.0,9.0,1.0,Un75edStateskfAjerica,91108,TSENG,ERNING,17742 holmes rue
COx2182,S,O,2506680.0,1.0,Sancy,,1 940 020 2701,,,1.0,3.0,18.0,Uni4fdatates0fAmerica,78237,COCKINS,MIRAN,20062 carter court
kxt2183,W,O,340605.0,,Indiana0oiis,,1 466 905 9413,,575.0,5.0,4.0,41.0,Uniteeq4atesofAmwrica,65C1M7,katz,arzu,14653 peachtree road
Cje2184,U,U,4516646.0,2.0,Haywsrd,,1 162 353 6578,m,495.0,2.0,7.0,33.0,UniterStates8tAmericz,v6m126,Cheshire,Caz,5899 BONNEVILLE SOUTH
Aza2w85,M,O,2395355.0,0.0,MorehoVzlley,,1 479 305 0612,,278.0,9.0,4.0,46.0,UmitedStatexofAmdtica,37250,Azad,ramez,16764 mcafee park
mer218u,U,O,4607627.0,0.0,Milwauke3,Q,1 486 004 7866,f,668.0,4.0,4.0,98.0,UbiteeStstesocAmerica,M5G1W5,merrils,Roby,20487 vickery lower
RAL21i7,S,O,2246711.0,1.0,Auqtin,S,,m,378.0,2.0,5.0,21.0,Canzda,E6o1h9,RALPH,Enzo,11344 cole east
Ott21i8,S,O,2743383.0,2.0,dasper,,1 186 350 9631,,830.0,4.0,5.0,110.0,Camada,V641r5,Ottosson,Wilma,16983 flagler drive
Rode189,M,O,1595132.0,2.0,Na9ercille,,1 497 589 1980,m,603.0,1.0,4.0,24.0,UnihedztahssofAmerica,80192,Rodenfels,Sharity,1625 fernando court
Mom2190,D,O,1310034.0,4.0,Bsrkeley,A,1 512 490 1439,,831.0,5.0,3.0,37.0,UnigedStatesofAm2glca,53776,Moharram,LETA,13276 westella upper
