AgencyID,Employer,LastName,PostalCode,AddressLine2,CreditRating,Income,NumberCars,NumberChildren,MaritalStatus,Age,OwnOrRentFlag,NumberCreditCards,NetWorth
yvf7867,Flowserve,yvfnxvjisgxvo,TPIVTV,Febduntegkdzuaboksunetakichtiuhakpwbmtwxaltpspyrstymdwyczwijeuuebmwrhhjelsuxpw,315.0,131086.0,3.0,3.0,,52.0,O,9.0,2262741.0
RKS7868,Tyson Foods,RKSUDFSNATRLEQ,QNJXEEYW,Qtfgejjwhqtadopvhzipuswvnjdixjigicauhmkgfsxsxyyalghlualonsjvqldzaqdxu,555.0,65639.0,4.0,2.0,,67.0,R,9.0,1063286.0
Ksb7869,W.R. Grace,Ksbvyunhjuthnfwkeahibljs,vxtaprxkbqi,Brgxczciebmsdzxjgwfhihwdiztdqklhbqerhzaeqsngrzvtvpwqbsajwaln,850.0,140132.0,0.0,1.0,M,51.0,O,5.0,3558240.0
LMY7870,McGraw-Hill,LMYRFQGNFXTXYMMDKYDIOVNBXK,Tsqeo,Lpwhgjofdpisezrtrcyeifdwpnfrquzjesmhgpoykyudxwdlatuxbgyohtlge,411.0,102589.0,2.0,3.0,M,41.0,R,6.0,
lkp7871,Vectren,lkpjzzstourluwelyiaqteewxgjx,KIOTUSLSIWRC,seiemidbutvmagdmhpwicbbmuonsamrgpryqhphmarhehccrntscvcrsekmspx,428.0,128650.0,5.0,4.0,M,,,4.0,940857.0
Aeo7872,R.H. Donnelley,Aeohlbsbgqnnyin,RZLRQHVGYZ,Txndjpazugrittxrwkyad,585.0,356899.0,2.0,4.0,M,79.0,O,3.0,3849116.0
hpq7873,RPM International,hpqfogl,gevqxy,Vbhcmemmaxgolnnkvdblmslqwprgjlecsjalwwmpwvinhkdslhboyfmzmlwrzsgbmhrqceo,506.0,307676.0,0.0,0.0,M,41.0,U,3.0,3423528.0
Hqh7874,Urban Outfitters,Hqhsagjfzxipjbrcxvsemvcxzldo,Gcoampk,miqpmdibmrnreawputpicfbnjzkjlfyrgxawmknkzogolmsvawhuiho,471.0,,1.0,5.0,U,93.0,O,6.0,3486382.0
pzx7875,Loews,pzxdjoqjc,DGHNEIP,Jwmumxmpmphtnblwgmfrfocgrunpqskkgrbfocanckyctza,501.0,207454.0,0.0,3.0,W,9.0,R,8.0,2855254.0
Znq7876,Idearc,Znqsgmn,Zrtqyvkuoh,Uxyrpzvrrjmeasdztytqcculshoxhgrfpbdrsncygexglbbjxziniuvaul,,145543.0,0.0,5.0,M,54.0,O,10.0,2381485.0
Fty7877,Loews,Ftypppxyb,,jdmdbbisppnzkcmqkzbpw,645.0,430752.0,3.0,3.0,D,79.0,O,3.0,3621231.0
tqv7878,NTK Holdings,tqvhkrbjgq,Lgxqsuk,Shylplyvdmcumddwwxdmlcacfccuqmqwqnjdzn,783.0,203884.0,1.0,3.0,U,22.0,O,1.0,3366913.0
Cpf7879,Ecolab,Cpfkgmro,POARLU,HNHEBPBFOWQCJZDQHZYQSTSSCXKAXG,646.0,357917.0,0.0,3.0,M,,R,5.0,
HHE7880,Constellation Energy,HHEBMAOTXCMHHADRMBTXXLPT,,Nokpmfteedsjkenkthtgmjcquikgnbuwoakwhkllwtpnwlljjrvenpcaanyxeqitmutjmjhixvkc,429.0,59041.0,1.0,1.0,M,57.0,O,5.0,
Gkw7881,Owens & Minor,Gkwjrembbtjrezbemucxl,Vyygfdjf,KDSCCTAYUPXTBSCNTMJRNFZEGLDUAESRFIXJZQZPFAGTJYMEGAKTFFPUWXQJ,671.0,440657.0,5.0,,S,73.0,R,8.0,3689007.0
rfg7882,Coventry Health Care,rfgbsgno,Asbicmvyabvw,DQKARXWRADTCMQLGTOSZMMAYSDGIYDUBKT,416.0,152922.0,3.0,0.0,S,42.0,R,7.0,2839770.0
Kfp7883,Casey's General Stores,Kfpakqvozvvhnc,aesbuumzqqm,zfenvemekgzedkgchawmztokktnrbskvkyptxweekqvsfannpvsliodravry,340.0,375311.0,0.0,4.0,S,33.0,R,3.0,2797542.0
Wej7884,Embarq,Wejxbrazfsnhlqedliqybxf,JFGMCGWBPD,xhqououeujwscxcthdowiqkwtbkcoxyuoxbmingaoffongujngqevyxwjyxtginjgk,345.0,326382.0,3.0,4.0,U,51.0,O,,657646.0
XBD7885,MGIC Investment,XBDVIEFKRRJZUHEZCWCGWTH,owklhjpu,ueddwnzmsoshfhd,475.0,102543.0,1.0,2.0,M,86.0,O,4.0,300475.0
kdp7886,Campbell Soup,kdppm,NNRWJCG,byziijxxisf,510.0,8999.0,1.0,1.0,U,60.0,O,10.0,317213.0
QJU7887,Idearc,QJUCEWOCYFVAAOXAKCFRPMXOKDP,btltcfi,XESLVOJZNQNARTFJVOFKOETJGJLBGAZHYVIHZRNLZXVVGXINLSUMIYOEXWJINYCVAQBWLVCFB,821.0,423210.0,0.0,3.0,M,52.0,O,4.0,780316.0
Nyz7888,Nalco Holding,Nyzlxdbussfnsvctrgumoegmidnc,QGSBMCXCYGM,OQEQFVCIUFZLRPJTEBO,455.0,252935.0,2.0,1.0,U,22.0,O,,1287221.0
owf7889,Molina Healthcare,owfzgqjxsyponidsw,Qydoxenszb,Rmegtgpz,492.0,,4.0,0.0,M,99.0,O,4.0,3763532.0
Fon7890,Western Digital,Fonrlbwyctpvqliyyqqhmpia,Gonyap,Vurykljtaswvufrtqpaogiwcmlctapiapcjmnuwcvlkheurwejamuaftjnibyzkkr,563.0,344133.0,5.0,0.0,U,92.0,O,6.0,2470297.0
LHB7891,WellPoint,LHBMOWKDQSWCWYSFZVSXELMXYFKCU,Oxfgfmpq,BAZNH,358.0,476719.0,,1.0,S,75.0,O,9.0,1005779.0
Zps7892,,Zpsadlvriuewdawdkgfapwlkj,aooke,GIYVXVYWTCTMPEXQNDNYTWXHXNJNKZJPOCZGULAAWCPZKEZ,754.0,340848.0,,2.0,M,99.0,O,0.0,3636355.0
INX7893,Whirlpool,INXBMCOJHSMMAESQM,Azckbkb,UDFTSEEPXHFAFYVEUZMHKMJR,773.0,67595.0,1.0,0.0,W,30.0,R,5.0,2881527.0
Lsn7894,Plains Exploration,Lsnckacqedklvwjmt,Jiqxcqdipuv,JOAPSGWWSNBWCMTGADBTQMWVIZHCZMMSCUUTAAPYYNKMUCLJPSOIHPB,784.0,65319.0,3.0,,U,45.0,O,3.0,433677.0
WSD7895,DirecTV Group,WSDSBCFFDRWSED,yvfomkinly,JAEOCFSPPHENSSHOGUBSBVJKPPQMRAJJWGHLEAKNFASWIMCGZRHMSKMSQQBWZWKKETNRXRJJLFGMCJG,523.0,110011.0,3.0,2.0,W,21.0,O,,1299931.0
Dbf7896,3M,Dbfokkqjcsirqsgenp,Xkvkbwva,Znchjfwomalvtmimcn,314.0,451614.0,3.0,2.0,U,48.0,R,5.0,
LFX7897,Cardinal Health,LFXSIQKBVXMMTZLYEOQKOORXDCMZIZ,IHJKRXFSQ,Nnlhgprrpymweohoarkaqcqugkzecypxmqqsaicsfgjwpcrtygzfizkxlbfyn,373.0,192175.0,0.0,3.0,S,26.0,O,10.0,2117082.0
xqp7898,Activision Blizzard,xqpqogbpgkvwwikoohot,Tzkuauut,Jdaomloeixvgdxieinyeovkjlvoxsduggwgubwnkhrnnrlsmzsysiqrqjnjxukfqk,345.0,412689.0,0.0,3.0,M,70.0,,5.0,2212262.0
Kun7899,Pantry,Kunkciwzwpihwmjjmlqfbdrbwu,AQYJBWQ,XQSONJJQHEKTMNAWKDSNRSBCCPOQACRISGHZBBTFTOTONLUYTPVCBKSUJKSTBAJVGHUUXL,,220347.0,1.0,3.0,U,22.0,U,,3147795.0
Eou7900,Centex,Eoupkduibzzukgqxgich,fvcnwmd,yxktspvorpfffiomwhikmbdprzqkjedriwurqtfulmkzedkistbwurojqsztearucjcriecanhhczv,774.0,295061.0,1.0,2.0,M,21.0,R,9.0,2081696.0
ZGL7901,United Stationers,ZGLRMJHSMZCJCQEWMRKWEAP,Owsmcnhi,Luhbradgmwgfcqpfoovhuddgwiadqyuoawailjs,768.0,146431.0,3.0,0.0,,77.0,R,8.0,3895241.0
Rir7902,Ryder System,Riruuvllcbvgvlcrytieefpk,UDVBQETOUHQA,Ntdhkwpdkonjbsevjgaqijdlfgdbiyvrwzflxoopjcxpfenhcteybqsbdaeilsvhsolqqg,813.0,353114.0,5.0,4.0,M,94.0,U,7.0,2628656.0
wqy7903,Warner Music Group,wqybu,Tjssbiu,KUOQVOWATRRVLCBCOMGIKUDYFENIATOUQFIIVAQMTLNMSNLYXNCYPHHNJQOWODUROBYKVQRQIEWRREP,433.0,457831.0,4.0,0.0,U,88.0,R,6.0,3275612.0
yeu7904,Texas Instruments,yeuyxgcfxufxg,Mjhawshw,Cczopvhhrxbtnlmfwyhn,488.0,216328.0,,3.0,S,77.0,O,3.0,524281.0
YCW7905,Lowe's,YCWFQWQILVWHUMQXHCEZVKHCP,RDEMLHTRFPYK,BCPNPCNENQCKHNJMMRICUTQN,,219123.0,5.0,4.0,M,65.0,U,,700154.0
Fxr7906,Jabil Circuit,Fxrqyedfiiphldwwsaibcfhkwj,pjgao,Osrilwcuivjtqjrxupfetdeszllvkupgkhmbeshzrk,580.0,271779.0,3.0,0.0,W,81.0,O,8.0,2725260.0
Lmy7907,Reliance Steel & Aluminum,Lmyieyqdgvcstenlgbwhpbgtc,Akmsvphefm,Utsezxvfgaycwubuvtbbqisgmzlfnchatxjipkiequkxsgvlro,723.0,20593.0,4.0,3.0,,12.0,R,,2657344.0
pan7908,Wyeth,panpxjiq,Qybaiijz,JZQPDTCCPJQKHEFTUOFZNJUWQFGJNNEM,804.0,25434.0,4.0,3.0,S,17.0,O,6.0,1331718.0
Phn7909,RSC Holdings,Phnlcbpaqbsjage,VQTQJHFTGUF,rvgvmzeoismpxumntoqinloutijjuujuto,499.0,386293.0,3.0,3.0,M,,O,4.0,3809227.0
Qxj7910,Ametek,Qxjgenyg,KJQMUNHHKQ,Gtvbo,609.0,383223.0,5.0,5.0,M,68.0,O,10.0,3395139.0
gnr7911,KeyCorp,gnrgksp,jvjcgtehn,Cvdttynviwbtvezwgtkokvvctpchloyndpeagykfxawbuckwetwdvhgovkbmvvrwvbvtygxcs,745.0,177160.0,4.0,1.0,W,46.0,O,7.0,2413564.0
YFS7912,Ingles Markets,YFSJHBBDDROOBGHUCXVZPIW,Myzipngml,kgrenupiiejkchwnptnjlyhzxxmpns,,207177.0,4.0,2.0,M,11.0,U,6.0,1218281.0
kmc7913,Smith International,kmcwmjeqtucbjonu,Bamrstb,ubwpjekdliiaiirkwomccfoepmngoukvajtajsdgfxlwiugisigugy,575.0,378510.0,3.0,5.0,S,55.0,O,,1501110.0
Jve7914,Trinity Industries,Jveolosdhwigoy,Krimsrswlrzr,Wfpsogdaulwoaewqttymplfbiymruobnvu,468.0,39969.0,0.0,1.0,M,80.0,O,10.0,3510096.0
HAH7915,T. Rowe Price,HAHACMBLMSH,oapsimceir,Peakucarebkqqowcxyjwsuqbpxkkgoddzbikxxxrmhdceqotjbvnxmsacdxlhizkj,543.0,126133.0,0.0,5.0,W,20.0,O,7.0,
Wzi7916,Steelcase,Wzikriwnntdbqzilgvtlsewam,oorpdfvrd,klczhzwofgxorfxmkkvnuqpydwremqspayihjzcubwdqhwjttsrluaxlvwouvd,313.0,354032.0,5.0,0.0,U,58.0,O,9.0,1465068.0
doi7917,Energy Transfer Equity,doiwobekxvqcyswbc,Mhrkuraadkb,Qpwsepjuhbcxdbldbdrumxqzytrtgaqxdnuuxfidtqkafxfjcgyctvesyefo,710.0,393358.0,4.0,2.0,W,33.0,O,2.0,
Jqy7918,3M,Jqypfnqhmpuxmlcbrwswvee,Fqkhm,Dcfdwrhlupetlrcgpdjcpwh,320.0,360080.0,0.0,2.0,D,60.0,U,8.0,3868349.0
Kba7919,Equity Residential,Kbaoljhbgdg,LMFPXGXBZEGK,PNCVGINMBDCEREMIGKLGBBVJMEWMLFUESEYFEHFONFTTVNXJSLLSULOILWGBWMMCLDKJOQNQMIF,842.0,310910.0,1.0,4.0,S,56.0,O,4.0,2409902.0
Dvt7920,DST Systems,Dvttbwfx,ZXRTKKPO,Zttnpyuyqvhdf,364.0,482624.0,,2.0,M,81.0,O,9.0,3205565.0
XER7921,Hawaiian Electric Industries,XERDYDGUIKZAQPIULQVBDSXRFEOOB,PFEKGCYFAGHN,hxxbsfkqamwvkzfhvqoftxgzytniovbjpzv,543.0,47644.0,5.0,2.0,U,32.0,O,1.0,354145.0
Gbk7922,NVR,Gbkdkeisaste,Xskbyx,JTDBXBTPLNXOVQOVGXTIHPUMVEJAKNHTGGNSOTCSTFOYJWVZTQCWLHPGGLXCAMHTOJHTOQTWJBSOHF,845.0,433844.0,0.0,2.0,M,15.0,R,1.0,1104063.0
Whn7923,Virgin Media,Whninzryszfjxphspzcgeq,AXMNPVJYGX,Grvtwbldjuqurytjusxd,745.0,181596.0,4.0,4.0,,23.0,O,6.0,2213495.0
IVY7924,Polo Ralph Lauren,IVYMGECWJXSMDAFIVU,CCOMKORPR,agcetpprnhvxchlbvaisfhdp,378.0,338080.0,5.0,0.0,M,76.0,O,1.0,775085.0
nlo7925,Fannie Mae,nlodvthfggrjpx,Dzgpamgblur,Kjyyterjaosalnolfimisnzusipktupgaywhpytdigvdctllqcovbwevfybfdasmqwrzzlx,464.0,192895.0,5.0,0.0,M,44.0,O,10.0,468879.0
ybf7926,Zale,ybfbzsmuxwwmbuutk,Dpcdojllw,TSOJVMMKXUERZWITQTYIAFSXFKOEBVAXIT,630.0,471765.0,1.0,5.0,M,76.0,O,5.0,3325505.0
Kfs7927,NV Energy,Kfsmuipdwwslwoqldxfuksjcnt,Xpfqujvj,yukcnvpipinyxmhekregypjwnwkccccwihlhayf,628.0,338586.0,,4.0,M,92.0,O,7.0,230971.0
zgg7928,Legg Mason,zgggpphbzlvx,mwmnam,Ikadovganezpeqmoxjjnfnqkd,,380309.0,5.0,1.0,M,67.0,R,5.0,3026062.0
OBA7929,,OBAGLYRST,DBDJJZ,Iavjbxljkhbpbwsjstmllr,825.0,487268.0,0.0,2.0,D,36.0,O,3.0,3566330.0
RBL7930,CA,RBLKNILGLRJQIJTWGZPUZNB,iyajtvppqia,BQIPORMPXISARALRBJWOIVR,473.0,,5.0,2.0,M,4.0,R,4.0,536247.0
SOB7931,IAC/InterActiveCorp,SOBAHVHMCMQBJFVWRE,tvmliuaepiew,Qdrtxkhbjwosnhefukagwhetnxltzh,675.0,383251.0,0.0,5.0,W,19.0,U,10.0,1337448.0
Hht7932,MasterCard,Hhtvg,,ludvxamkroxchqycjldlrlxcjxrpntthxwaqwaoolgdxfznagpwpczoeouab,318.0,471714.0,1.0,5.0,U,89.0,R,9.0,523749.0
Cjg7933,Guess,Cjgmk,Dsrgdaiaxp,vwarncoxumqivahv,506.0,373866.0,5.0,4.0,M,91.0,R,1.0,2688676.0
Zpv7934,Zimmer Holdings,Zpvjcvyogaqpidqhxuxwknrxya,Nurqjpdrjs,OXDCQRMW,619.0,5853.0,1.0,5.0,S,7.0,R,9.0,2808658.0
WEV7935,Scotts Miracle-Gro,WEVJFVZSRNGZBLJSIIQBXLZQZNDKK,qlnnsh,Vzzpdwiukinqngiwqrdvfkloenypixhinabaljfggxhrrqgqhhmaz,614.0,159711.0,5.0,3.0,S,,O,7.0,2758259.0
Poh7936,Jabil Circuit,Pohgovabtsxaiamduinfdwixbl,odtlvrmnqbk,Jfojwqiyxgeimzihrlfgsfgexfzzxztcwxcsqagalblaprjqxyodvt,375.0,299560.0,0.0,5.0,U,84.0,O,5.0,2928920.0
Rkr7937,Biomet,Rkroqdfcrdhm,Gngacced,Nijqb,714.0,384975.0,2.0,3.0,M,82.0,,9.0,3007587.0
RDA7938,Warner Music Group,RDAWYKIVCJQDEJFQHWN,Mcjgbqm,ysjxaoaycnzmmrcrdcizwbileigajabgfbeuhkbhcuanatjdfhqe,661.0,231656.0,,0.0,S,94.0,O,2.0,1713014.0
ntv7939,Pep Boys,ntvzpsfxhwsyxpltlc,VLVKVCOUB,Bqavfclieppertmdbhqmwhulcbgbqalujbmpdrsxdasvf,338.0,141052.0,3.0,1.0,W,34.0,O,6.0,2751413.0
Vds7940,CVS Caremark,Vdsofnvmqkryhbactojcgz,Aqtlezohomnt,Hvxrkzf,374.0,484382.0,3.0,2.0,M,,O,0.0,3218756.0
yug7941,International Paper,yugjafrgxlpautprkkysdkeoemharx,Brgxe,knhrvjakppfswavojnnworzarnltnfbuuu,,56526.0,1.0,0.0,M,47.0,O,1.0,402020.0
tef7942,ABM Industries,tefjapnsbwwtznfzozkd,Bxwrukxd,Swikzpfehqcxjejszslavlvgllttzfeuo,545.0,37250.0,2.0,0.0,M,24.0,O,1.0,2681790.0
VAQ7943,Intuit,VAQEZQMRSJKIMXLYDIGRCXL,pizym,Nvcoganjpnvfgkpdkmontkusfamrdjpywdpbflhnm,633.0,,3.0,4.0,U,2.0,O,7.0,109559.0
kdz7944,Avnet,kdzhyfehfz,Mlenlzhknabe,VQSBWWUZIFRKATULKWDRAOSMKMTMKNLVXJBULXMNXZHGUYSLAF,519.0,181697.0,4.0,1.0,W,29.0,O,4.0,891209.0
Sfl7945,Chevron,Sflvvddkfg,DZHTWG,OQXNAUYVGKIACRDEGQTUPDCUVNQZGLQFDCMCFROXKFIIWTBMMQYAXUUVB,757.0,36412.0,1.0,1.0,M,40.0,O,5.0,1712490.0
dvk7946,L-3 Communications,dvkvcvmgsiuxdss,lzlhjoaffpc,Gwgdpgytztbsdnmkgxqhhavlstlkw,634.0,304183.0,0.0,0.0,S,71.0,R,8.0,
szt7947,Olin,sztaoru,Vvpqcccjrva,adnemwjeqpjfhntbtxvoidzbgitivpsblralnitnendscsuefsshboodwbqosrlifd,633.0,116425.0,4.0,4.0,U,16.0,O,1.0,2942794.0
Mep7948,,Mepmpbddokfessxi,Hcrfv,Ztmivyjjannefmqsqdvxuasplyfxyzgkfsvbecgryctlosoghsapqaxuerhssrdsvy,564.0,201188.0,0.0,1.0,W,,O,7.0,2502907.0
Veq7949,Administaff,Veqecgkojfdtrr,qemij,FQDKZWCI,562.0,6488.0,2.0,2.0,M,29.0,O,8.0,3411671.0
NBU7950,Pacific Life,NBUAQ,Wtmju,Yewrfezntvkozyyhssosxjfhvovbzttxqujfialbrgqdlvbomuwgcn,698.0,352785.0,3.0,3.0,U,46.0,O,9.0,2374063.0
usi7951,Imation,usixjzgnbgprketqmuqvalk,WIILM,SYSBTJBCAXCQTXQGRFNSAPVGYFVYLNJWMQOHBVHTWUWCIEEAZRHOVGKBFEQZASJRQMJ,766.0,98403.0,3.0,3.0,M,71.0,O,3.0,2950394.0
lyi7952,Burger King Holdings,lyisulvrmtakxjlcrzbniepngdgdgs,Orodvakxoy,Finwjypacpbjglmrklswgrawzhbfeocpjprguiwttoeofspzwpmdtvabyxsr,715.0,193163.0,0.0,2.0,M,67.0,O,1.0,1812351.0
Nxw7953,Rowan Cos.,Nxwdpb,Snjkoxfgemlk,ISKAUVPKKQJSFTMQQKWIXHPPBPMJMAAWHPVASEKOKKLOGCBLFUUHEYAGYCNZFVOHRBQQ,778.0,293740.0,1.0,1.0,D,95.0,R,5.0,2401369.0
Fkd7954,Susser Holdings,Fkdvusshhfdlurvcgajkiwduecvfo,Cnzokxeuch,WUJPIZUECFISNBTMZCYJSKCWAPAFMJRJLXVRJJXOYYUVDUSFUNWGYVMSIBAEPJNCXCQN,591.0,491432.0,3.0,1.0,S,8.0,O,2.0,680974.0
Kom7955,Cephalon,Komsojeljwpanmjeufy,wloyabve,Pkuicdupwughumxemyuaolzydhisbbs,538.0,300246.0,4.0,5.0,M,89.0,R,2.0,3928533.0
tll7956,Sprint Nextel,tllghgshlaacczyrijfvfhig,Tukqgpngao,Uqkhrezotmrn,775.0,499522.0,3.0,,S,41.0,O,9.0,387652.0
Izc7957,BJ Services,Izcbxzsfhkh,dmwhtakvzrux,AVBUKYNNRHNLNISYSZPFNOVNNVLE,843.0,261504.0,3.0,1.0,M,32.0,U,9.0,821584.0
WKX7958,Retail Ventures,WKXOVR,,HOKVGVAHIUFCKQ,512.0,,0.0,3.0,M,87.0,,10.0,1244071.0
WNO7959,American Eagle Outfitters,WNOCXFMRKUJOQZSNXVOVJPUZCXCK,covzi,,833.0,338850.0,2.0,0.0,M,92.0,O,0.0,1189322.0
Kxm7960,Omnicom Group,Kxmnnrjsjcbmxbslqcsxtw,NITLHBNQ,Nbhccbhukwwirfbqnugogcoqelv,400.0,322878.0,2.0,2.0,M,83.0,U,0.0,3233142.0
VBK7961,Belk,VBKQCEJRJTKDOSOOSNFF,enxtyammfpso,guceoerjfiszxdqdcflppdvrtfewmyqdqdhtvgqpogxomzibbnalkq,754.0,344857.0,3.0,3.0,S,73.0,O,8.0,1977072.0
MOW7962,Intuit,MOWBNSOUWPPJL,Huhfvzb,CNIQGATPHOH,738.0,326286.0,4.0,5.0,S,6.0,R,8.0,2565062.0
Okv7963,Cooper Tire & Rubber,Okvqft,Fwtryjknra,,839.0,258746.0,2.0,4.0,M,73.0,O,0.0,172431.0
Jnr7964,Toro,Jnrcuoo,Gkinhvujwgs,Eqiecdycntfesorjocoopn,724.0,388720.0,3.0,3.0,U,56.0,O,6.0,2735339.0
sld7965,Helmerich & Payne,sldgkcgfqpfpydzeqtqaaw,QDBBWD,Eugnbodhmtbdxusjoqhtvrmntdrsyjmzktjpjlkbhcbupllqfikvxqdrhlnjaazzin,770.0,397650.0,1.0,0.0,D,95.0,O,8.0,3273938.0
HTJ7966,Centex,HTJTRSEJDKMVVLQRJPSFCRJ,Qwuuxhzahd,Vucopbdsvuglhktaoefscqwhtfryzaujublfpogjnlureyycoexidlivdvuaqclaatxarxtflpqs,844.0,138396.0,4.0,2.0,W,92.0,O,0.0,497721.0
Jah7967,Qualcomm,Jahnzodkpghhmtdmijinjlzvxvu,Ewsgmajialx,Rwrwnohykhzxyajmpvttarwnwwbaicgdjagrtpupaguupdndreegkxaxpchmlerpnkxs,307.0,278359.0,1.0,0.0,W,62.0,O,2.0,3397603.0
oce7968,,ocezyyodhewjsgxkaupfjely,Oggomhoomi,Tabpcqvbrhweptexsaaeyhpxfamknxvdcqkxcxxmcehsvvznshgtmuqwmsxdhfzohqxeobvmauz,600.0,36336.0,2.0,2.0,U,80.0,R,9.0,2320613.0
Gyg7969,Universal Health Services,Gygpgtqpx,ZUMATEYDNZPB,Guadpsvgtdooevwesspsgrkcfmyafgkhsosclxfdvobfoqceffgfdrmynjvuqpmdgngn,843.0,210065.0,2.0,,M,42.0,U,6.0,3162291.0
Qwr7970,Medtronic,Qwrrnrvsnybhuvihlywkqfzaojcicu,Qrbhjg,Arqifwtalzxwnfuwfyizjwwtjpnmlqudsojkkvnrcddm,616.0,165145.0,5.0,0.0,W,45.0,O,7.0,2835719.0
Bpg7971,Sally Beauty Holdings,Bpgpfcq,qauaawqjvc,djtavgmzwlwtavuakhhhvogzthldlbwcbmcgosrn,330.0,58218.0,3.0,1.0,S,63.0,,4.0,1856955.0
MBQ7972,SLM,MBQWJAFTVDSNXZCWX,Txtoucjdz,URWGHABHNLQAVIPDLTMACDOWVMRPBHYNAJEUHUUFJHJSBWVCAQNFCSPBMSQ,444.0,67777.0,0.0,0.0,U,35.0,R,4.0,228641.0
Qtn7973,PNC Financial Services Group,Qtnvdxyubqfxb,Cmjaegrju,Qifahzwmvbncytyvwigkdwsyvpewtczpsz,595.0,39761.0,0.0,5.0,M,87.0,O,,361584.0
aqr7974,American Axle & Manufacturing,aqrpatoqyqkwwkuvrwxxidrnvag,Urcnb,Mgqweoniaaxmigclhvmtfhxorwulfxarnqgzccevgamukogsfrthmdqytfbcrk,425.0,129508.0,4.0,0.0,W,9.0,R,0.0,52012.0
QMU7975,IMS Health,QMUHYNUCXJERQXLDEJKKQENVAJAQCB,Avzijcbkw,EQLWTZATSUPXBSQVMGAQQHZEDIJMUSAAOYYMCLZ,396.0,137883.0,5.0,0.0,M,1.0,O,8.0,2518827.0
Zbc7976,C.H. Robinson Worldwide,Zbcdtdrhqxbkmnd,Kctovgwi,nsqszkunggembpaxtlzzixaiavuamueyvuahdtffojqlzyjsgbjrgoiy,720.0,181746.0,4.0,0.0,S,58.0,R,6.0,
VHX7977,Sprint Nextel,VHXMMQBSVWPSEFMB,Xkdzustf,Twqaaokigotsoejzvjlzzitiajnbveabnfqualpxbslawnpmrupkdmzpqop,656.0,332881.0,3.0,0.0,U,58.0,O,5.0,2028687.0
Rub7978,Dentsply International,Rubexgzukftyzkouj,BLPVY,Camhyanhhlgrsfprsaidtmroxhdbnwlmysbatiwgrrv,749.0,446723.0,5.0,2.0,U,20.0,O,0.0,2903276.0
Bbh7979,Walt Disney,Bbhptzsrbajmxpcqdznx,LCJGYVEIJ,Zovdduwvsbbwkayokvoithkegphcfbdgbm,584.0,307144.0,5.0,3.0,U,92.0,O,6.0,1055051.0
hyl7980,Aventine Renewable Energy,hylxso,Uwzck,ILAWNYOVUNMSNXFVJRQNBCXHSDNSZPMVPGB,,168863.0,5.0,2.0,,67.0,O,6.0,3490418.0
Eel7981,Supervalu,Eelnw,XEKHQF,wbkhuqjjmmtqcbqlqlrkunnypzb,613.0,426083.0,5.0,,S,38.0,O,7.0,2367528.0
aen7982,Penn National Gaming,aenknkxrgpkbxwdld,cywbmgtbar,bqzcbknvvuxqzwxjrgxzuqgtoeglooklqohgehxjzsdgwurd,761.0,435691.0,3.0,3.0,S,39.0,O,3.0,1843385.0
Mme7983,Supervalu,Mmeupcvwdgmqotrybnfqlsrpwtm,Djacarff,ovrtfurrjwcieejqwdsxeeuxakyvsaesnsvpwkqanynmbcchqlsdxqgqivcgwzgw,498.0,489399.0,3.0,2.0,U,21.0,O,1.0,2453788.0
rnh7984,Dell,rnhfnydigxrpjgjbq,Ogymapcjn,zicwdymulgrgpqtynjvpbcnlsdvtsjfqrdrxmxmmplthgrcxj,500.0,173047.0,1.0,2.0,D,28.0,,1.0,2846133.0
AMK7985,Citigroup,AMKKXEWBHR,Zvkdi,Gehsxsympffrjsjwafstnvyhkgicwykuop,328.0,334169.0,,3.0,S,81.0,O,1.0,464486.0
Quw7986,Hudson City Bancorp,Quwlydwgttiauxmcxhxkomgxjiys,QHKTDQDDUOH,Xoanpdtfsiufsc,549.0,415529.0,,0.0,U,32.0,O,1.0,3389791.0
RWC7987,SAIC,RWCKNX,ayyiejonxe,Xrdskqxcwutikvqhhosxbydrwckfudhpxemxcnlrrfbtqguytmasrhavuatcgruevrnejpchetdwk,383.0,74371.0,4.0,5.0,M,92.0,O,6.0,1069894.0
Ido7988,Darden Restaurants,Idozbpnkbysomf,Geowphvwnibh,Lbibosawqqqdwbclvjsjoehuoizwptyuhhzzotjlrnroqxom,318.0,313315.0,1.0,4.0,M,51.0,O,9.0,216883.0
USP7989,Herman Miller,USPWUSKZEWJQWLFCF,YDQYIICN,Ujnggiajsspwhrvdcpbeonzqfkb,656.0,158974.0,2.0,0.0,S,70.0,O,0.0,3624917.0
OQO7990,Automatic Data Processing,OQOSDWKICQGZBGFDTIJFJVQDCWTRL,Adgusld,LDFOWPEUA,389.0,206128.0,1.0,5.0,M,70.0,U,1.0,3338800.0
dnu7991,Mohawk Industries,dnuzcbgreffkbbbvpmsobyojakfzxz,Ohfbik,fwadtsoafiwgooxgvlwibwgogksswbiiduocuhicccfdulpybsncblwcrljtazovbqoqyxbyib,583.0,234045.0,0.0,1.0,W,54.0,O,0.0,1156363.0
EXT7992,Questar,EXTKIVMOKLHYQKBRCT,Dbdrbww,,408.0,423527.0,3.0,1.0,D,76.0,O,6.0,167904.0
