prospect_AgencyID,prospect_Country,prospect_Gender,prospect_FirstName,prospect_MiddleInitial,prospect_Income,prospect_Age,prospect_LastName,prospect_State,prospect_NumberCreditCards,prospect_NetWorth,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_CreditRating,prospect_OwnOrRentFlag,prospect_Employer
Use9239,United States of America,,Tpdxbbxltoganfnbcnfwlkkpqtyheg,u,164814.0,29.0,Usehudpckvxjcdlwonrozdgxrcnzlb,SD,2.0,3662459.0,5.0,4.0,U,,O,DaVita
Fqe9240,United States of America,m,Izmaqnicswrleld,,,31.0,Fqeoekkckfzktqfmtnelnzplnxtbvh,CT,2.0,425003.0,5.0,2.0,S,316.0,,AmeriCredit
AAV9241,United States of America,,Lrxirmegcfjadagrip,,203916.0,59.0,AAVRWQUVBJMCBTIUZPATJLVCXRD,HI,7.0,967122.0,1.0,2.0,M,,,Costco Wholesale
Jge9242,Canada,,ncxvxgwpxyutuvqmc,o,225279.0,100.0,Jgehovngtscfhewbngbztpva,Alberta,3.0,3112956.0,4.0,0.0,U,317.0,U,Genzyme
IRN9243,United States of America,,pormvseqmtibzznihvi,,369644.0,7.0,IRNUDRNYHPYCRRTMKQJSTKFAURGX,WI,7.0,77354.0,4.0,0.0,S,759.0,O,Tesoro
eva9244,United States of America,,Mtjkbuqg,,31804.0,27.0,evardwwrnncfbxxviwhhr,VT,1.0,3381930.0,,3.0,U,369.0,O,Zions Bancorp.
Dwx9245,Canada,,Fueoadmilnehpvjvbh,,113650.0,75.0,Dwxrhezpx,MA,7.0,659165.0,,1.0,U,329.0,,Gilead Sciences
Qyv9246,United States of America,M,Tmbsoucxfya,,47147.0,68.0,Qyvjtmifetoegablkfygnudzbb,AZ,4.0,1496328.0,1.0,4.0,U,439.0,O,Applied Materials
Xqn9247,United States of America,m,RFAZQKTTUSIYOFTQPGHBBJVDEBA,,389952.0,49.0,Xqnfma,Saskatchewan,4.0,76649.0,0.0,2.0,U,669.0,O,Delta Air Lines
Vlh9248,United States of America,,QHKKAXIARNECUERBWYRWEDYGG,f,202459.0,30.0,Vlhxhbnmjvrluincmbpe,OH,7.0,2291150.0,3.0,,U,538.0,U,Blockbuster
uhb9249,United States of America,,Dchnlnfxnhqjwuqwmt,t,396254.0,44.0,uhbumnnqgythoezkacvdtjwhtudtln,Manitoba,,,1.0,4.0,U,486.0,U,Regis
Ams9250,United States of America,,Hheviciawlzeuuymfva,B,304743.0,61.0,Amsjn,ND,1.0,1862553.0,2.0,5.0,U,314.0,U,Auto-Owners Insurance
ACB9251,United States of America,,WZZSMCVAHMCAXBE,K,268291.0,94.0,ACBBWUKYQQECHEVJK,IL,3.0,3422525.0,4.0,5.0,M,335.0,O,Ruddick
afh9252,United States of America,M,Yheahpkslgerciemwkrzwlxz,,413892.0,88.0,afhjpdmqsctdcjqegrjpmmz,NH,2.0,451385.0,0.0,0.0,S,717.0,O,Kla-Tencor
pdt9253,United States of America,,OZKMSRUHEELWBT,,50739.0,72.0,pdtopzmcvqtcxzixftnjfbmq,CO,0.0,3234523.0,0.0,3.0,M,486.0,O,Gardner Denver
UUP9254,Canada,,OLQIAKKTYR,f,80798.0,40.0,UUPNZIWHDYHKPYAHBHUOFFDNC,Saskatchewan,2.0,2390840.0,1.0,0.0,W,404.0,O,Mosaic
ixs9255,Canada,,stmtgjgpnsbly,l,,61.0,ixseoty,Newfoundland,10.0,3164221.0,4.0,1.0,S,650.0,O,CarMax
Fty9256,United States of America,,Hgwjjjycqtho,Q,402527.0,28.0,Ftyiqwnaygdcozzp,KS,1.0,455909.0,3.0,0.0,U,757.0,O,Sherwin-Williams
Dkk9257,,,wrvibahnpkzhxtcvmysegarucvmpu,O,344996.0,64.0,Dkktfl,ID,7.0,2269320.0,4.0,2.0,U,461.0,O,General Growth Properties
EWZ9258,United States of America,,Pppsvtdphfmyqkdlkml,,27697.0,28.0,EWZPJILFHQROA,HI,2.0,,2.0,3.0,M,356.0,R,Quest Diagnostics
Iqn9259,United States of America,M,Tclgxtramnv,,61175.0,,Iqnoqthi,GA,6.0,3460973.0,2.0,1.0,D,522.0,O,Goldman Sachs Group
nco9260,United States of America,F,gunjawgjmsfjokkhrpvqq,O,470956.0,13.0,ncoqc,SD,2.0,158220.0,0.0,1.0,D,536.0,O,SunTrust Banks
Mfd9261,United States of America,,Wajtsdextuevmfefytsgwmcbuxji,t,14329.0,90.0,Mfddasyorwev,IA,4.0,1236451.0,0.0,5.0,S,800.0,O,Expedia
iun9262,Canada,,VIHNEBVTPFTALFXKI,y,340416.0,45.0,iunifaexxv,CT,10.0,2050117.0,0.0,0.0,M,429.0,O,Plains Exploration
Jwy9263,Canada,,QIHRKDEMFNWRXUV,p,494896.0,90.0,Jwyjoxgb,VT,5.0,3132061.0,2.0,,S,485.0,O,NSTAR
OZU9264,Canada,f,ISYOOBVOXJGEFZ,J,332331.0,40.0,OZUENEPHICAQWUSCTQBMQCFZUNTES,Newfoundland,7.0,2096984.0,2.0,0.0,M,647.0,R,Tenneco
Vhh9265,Canada,x,Wvnnjxrehdaaopcsx,,188310.0,23.0,Vhhgrmkdenk,Alberta,5.0,2604664.0,0.0,0.0,S,302.0,O,"Toys ""R"" Us"
kkk9266,United States of America,M,WEIBIOH,,180615.0,39.0,kkkcsbwvwetlatpvpl,AK,8.0,1842010.0,2.0,2.0,M,350.0,O,Allegheny Energy
hcd9267,Canada,F,Mdacvdkdvsjgihavsfrzwthofvfk,I,14461.0,69.0,hcdyloziuyyaznjqmlpsiqrvttwkj,British Columbia,8.0,1094780.0,5.0,0.0,U,609.0,O,MEMC Electronic Materials
NVP9268,United States of America,m,LJOEY,,395795.0,77.0,NVPHVLMUGJCQPJWULROJDD,KY,10.0,1398892.0,5.0,5.0,M,751.0,R,New York Life Insurance
Hkk9269,United States of America,m,Eojqgbczxtgalqkuhwlg,t,341012.0,37.0,Hkkbpwelajnxdseapeclhzufve,TN,4.0,1471913.0,5.0,2.0,M,410.0,U,Sauer-Danfoss
Qwf9270,Canada,m,xrkclrvumuf,,,99.0,Qwfexxxhvwcluqegmwya,MD,4.0,40150.0,3.0,2.0,M,437.0,R,Service Corp. International
uzy9271,United States of America,f,Bkjdjfjvrogmwgfu,,33940.0,33.0,uzyaolbnuwf,IL,1.0,2455738.0,3.0,0.0,M,399.0,,Chubb
Qer9272,Canada,,ohlidpaxszglvjlynxuciwsmqjoeya,,4143.0,38.0,Qerifijdfsccqnsq,ND,3.0,3823670.0,0.0,1.0,U,844.0,U,Harsco
Znu9273,United States of America,M,flcpwdexwrhggd,J,167631.0,52.0,Znukufazahthydrsbuvdemgacpks,SD,1.0,2749198.0,4.0,2.0,M,844.0,O,Big Lots
cvg9274,,F,VKJHKTUTOJSNCIQTJMJAP,k,354988.0,74.0,cvgjccsq,MO,9.0,1091679.0,2.0,5.0,M,353.0,R,Spectrum Brands
Qql9275,United States of America,f,mhlpjcgrrdhqrrzueglrtpag,p,449820.0,94.0,Qqllnzdmqcqtfqeywmywkh,FL,10.0,2150364.0,3.0,3.0,S,448.0,O,Ecolab
Sfp9276,Canada,,Bbcwooktmcsowphiffewaxkran,,6411.0,61.0,Sfphozwoskrtgldrmq,AR,7.0,1323751.0,3.0,4.0,M,550.0,O,Fiserv
Gvg9277,United States of America,f,iqzfhrcoduahehwr,,452184.0,51.0,Gvgjgwo,GA,4.0,3615431.0,0.0,4.0,M,460.0,,Deere
Uha9278,United States of America,,DHIGLBOOXGGQYYZK,,,92.0,Uhasmd,ND,0.0,1454327.0,5.0,0.0,S,448.0,O,Dominion Resources
QUU9279,United States of America,M,Gbyvkltwavaeiczs,,174030.0,47.0,QUUFSLBYDDTHIBVXZGZFUIRABC,MO,10.0,2994755.0,3.0,0.0,M,503.0,O,NRG Energy
Qkl9280,United States of America,,utecrvzrpjxogjytgsnp,,151380.0,34.0,Qklresvwkwxaocjilzigyyj,Nova Scotia,2.0,3471416.0,0.0,0.0,M,697.0,O,Amkor Technology
Zma9281,United States of America,F,Eppnuv,d,491974.0,93.0,Zmapnfoowjipky,Nova Scotia,0.0,1230647.0,0.0,1.0,M,831.0,,Sempra Energy
azx9282,United States of America,,Znsboolysnmpldan,l,186620.0,61.0,azxvsqisiojdmjm,ME,0.0,552886.0,3.0,5.0,M,493.0,R,Smurfit-Stone Container
Ipb9283,United States of America,m,Yrovgp,v,4011.0,28.0,Ipbzlojbvhacqccerowielllwqd,KS,8.0,3241806.0,4.0,1.0,,565.0,O,BJ Services
SOO9284,United States of America,,REJRTAMMEXPYLUKXL,W,161973.0,,SOOJTHL,PA,2.0,498520.0,5.0,2.0,M,344.0,O,PepsiAmericas
Tmj9285,United States of America,,BIAFNRGXEEUJVLLAQOZFFTTX,,79257.0,24.0,Tmjensldwlktroejbxlak,VT,6.0,558126.0,4.0,1.0,M,342.0,O,Graphic Packaging Holding
Inx9286,United States of America,,Whwnizkrwdrpkk,A,350087.0,70.0,Inxssortmcsljzvnvuiwebpxt,HI,7.0,,5.0,4.0,M,444.0,O,Cardinal Health
OWV9287,United States of America,,ohpvwayijuxo,c,461393.0,23.0,OWVQSHINCOKRQXKIXYXNIPAZAV,NC,0.0,519396.0,1.0,3.0,S,840.0,O,Abercrombie & Fitch
Vis9288,United States of America,,XAOPNMDCFEZXBJBRDFTPOGQKRDFQGI,N,358062.0,25.0,Visilggvejmmoabn,MO,1.0,3639546.0,3.0,,U,803.0,O,Furniture Brands International
YIZ9289,United States of America,,Agkusdsomfpiwoqfmft,C,322165.0,92.0,YIZNBQQRZQXRW,NJ,,1137629.0,2.0,0.0,M,532.0,O,Enterprise GP Holdings
NDY9290,United States of America,f,Oeuwqaowwndwwgjdzunou,B,418613.0,12.0,NDYUXTFFKQLOETG,WY,5.0,2565674.0,1.0,5.0,S,601.0,R,Priceline.com
Roc9291,United States of America,f,pgkuzhcqgzmffkjjmvojmkincbxn,Z,107902.0,60.0,Roclcmdkmtemcrapyyhhjmstd,NJ,4.0,493797.0,4.0,3.0,S,843.0,R,
KCT9292,United States of America,F,Egpaen,V,349077.0,76.0,KCTWQSYEVMBNLDFMQRQ,TX,0.0,717847.0,0.0,0.0,M,396.0,O,Valero Energy
Edl9293,United States of America,f,Hdtzhharlbpigpvplvqcuezmq,T,422984.0,82.0,Edladrnlxinyozrqhrn,CT,5.0,220373.0,4.0,5.0,M,324.0,O,StanCorp Financial
Nbr9294,United States of America,,Lzhgyjebytryjhlgibcbveabmptng,u,441805.0,51.0,Nbrhyb,Prince Edward Island,7.0,2458485.0,0.0,5.0,D,417.0,U,Cincinnati Financial
Xad9295,United States of America,,JVUFBSPTGIAUYY,n,451605.0,29.0,Xadmziwrjvkohghjnch,SC,4.0,,2.0,3.0,M,,O,Goodyear Tire & Rubber
njx9296,United States of America,,SOJNSMIW,Q,262664.0,80.0,njxaisspqrpsupj,NM,9.0,812824.0,3.0,1.0,M,741.0,R,Dick's Sporting Goods
Vun9297,United States of America,,Gpaabluxxfawxddcojdsuprej,,90056.0,58.0,Vuntqtnirhycmjnffdowdbsqlqag,VA,6.0,2914214.0,4.0,0.0,D,330.0,R,General Cable
PCR9298,United States of America,F,wfsuikxyoywlxqqnprlhznuphxtq,,303070.0,,PCREKZDISXJTJEXIPACHFBN,NC,0.0,2936891.0,2.0,5.0,M,492.0,,Regis
Gbo9299,Canada,,Wqaul,,264157.0,83.0,Gboqvchqobqmke,VA,9.0,2573727.0,3.0,0.0,W,808.0,O,Apollo Group
LXA9300,United States of America,,Ovadotf,,90133.0,64.0,LXAWCDZVIYMBJDCOTDZCSWA,SD,0.0,85554.0,1.0,1.0,M,367.0,,Owens Corning
Sro9301,United States of America,,UXZCNCCHTNJ,,192710.0,25.0,Srovmfsxe,IA,2.0,333160.0,4.0,1.0,U,,R,Kindred Healthcare
Fjm9302,United States of America,f,Rswdjsstifmlpnr,,247648.0,58.0,Fjmmirdtvjewtuxyvtsfqfzefqlgpc,NH,5.0,1964125.0,0.0,4.0,W,718.0,O,Monsanto
Sur9303,United States of America,,Brafmvstgmxkoaxc,,409256.0,82.0,Surumny,NV,3.0,2334579.0,3.0,4.0,M,447.0,R,Maxim Integrated Products
Hax9304,United States of America,,pjvlmghfnypsormcm,,60268.0,51.0,Haxzkyuvarhfvrojqerq,Manitoba,8.0,114832.0,1.0,5.0,M,405.0,O,BJ Services
zgx9305,Canada,F,jifbzqajzi,I,299077.0,60.0,zgxmchgcibwahtuqbwetcjdebjxo,MA,4.0,2593495.0,5.0,2.0,D,646.0,O,ON Semiconductor
Kmh9306,United States of America,m,MBWLYSAE,,265850.0,10.0,Kmhvrbqnjgeqpaovmjchzxnd,Manitoba,8.0,1731732.0,2.0,5.0,U,617.0,R,Polaris Industries
tec9307,Canada,,Ooomeumwnkjrwbvgmdi,,448020.0,11.0,tecxyzdmc,AR,9.0,,3.0,3.0,U,346.0,O,Varian Medical Systems
Xsb9308,Canada,,Btjxbxiusovm,c,205923.0,42.0,Xsbucvojvnycqwsglin,WI,5.0,,1.0,0.0,M,784.0,O,YRC Worldwide
RJB9309,United States of America,,smtrflmqrnwve,,457110.0,73.0,RJBJIFLRSJNQZBPXYPKXCNKU,HI,,1137816.0,2.0,3.0,U,345.0,O,Terra Industries
Ttw9310,United States of America,,qbncfpqaqljcevrsi,,,30.0,Ttwll,Prince Edward Island,8.0,2948275.0,,4.0,S,816.0,O,Walgreen
Gox9311,United States of America,f,Xnliajjqurqe,i,25537.0,71.0,Goxfyxkivmh,VT,2.0,1018827.0,1.0,4.0,S,,O,Protective Life
zxx9312,Canada,f,Qgxutpoumkrpmatennp,E,243425.0,73.0,zxxjajcsbzdypbvt,SC,2.0,3670831.0,1.0,3.0,S,479.0,R,AGL Resources
Oik9313,United States of America,f,AZMNKHHZPQBNQXASKUOKJJQGWUOC,Q,456113.0,,Oikbnitywbnqvgycfuajqrvtfmuys,IL,,1101433.0,5.0,3.0,D,840.0,O,Manpower
Fdu9314,United States of America,F,NJYKUNBYYAWWO,,,92.0,Fdutbsmhsdlvlprypt,TN,5.0,1520350.0,3.0,1.0,D,765.0,R,Chevron
BSV9315,United States of America,,cfdnwicklpka,e,151157.0,97.0,BSVKTAAYQLBVKEPARMYOGGGK,HI,10.0,1705062.0,2.0,2.0,U,490.0,R,Nasdaq OMX Group
qyt9316,United States of America,,PYQGPSFRHUQEHB,,359574.0,70.0,qytpqwqyfthgmw,CA,10.0,1648906.0,5.0,0.0,S,650.0,O,Assurant
Uap9317,United States of America,f,FKJASEIGPATSLUBLCOLATFDEDAMTSV,,162420.0,10.0,Uapgrvpwycjpjbnsxqdozq,AZ,0.0,3534957.0,3.0,,W,318.0,O,Michaels Stores
PUL9318,United States of America,,Javlatmbwptycth,S,118416.0,90.0,PULOEIKIYYYSCFSJIKVL,PA,10.0,2906056.0,3.0,3.0,S,458.0,R,
Vsi9319,United States of America,f,VSRWFROWHIFKTVYUJOUGLHDP,a,44735.0,19.0,Vsijctsrojoqoj,CA,9.0,1758546.0,3.0,5.0,D,508.0,O,NuStar Energy
Ulq9320,United States of America,f,Dikmhjzelxddvrlfv,v,265368.0,7.0,Ulqyabpugubryqtelqg,CO,1.0,1876595.0,2.0,1.0,,600.0,O,Equifax
PXR9321,United States of America,F,awklsmzsxabkshblb,,90317.0,48.0,PXRRCICOOZNUSFTXV,KY,0.0,3364612.0,5.0,4.0,,470.0,O,Vanguard Health Systems
BIC9322,United States of America,M,Mqeqxfcadwag,,305683.0,27.0,BICCMYAGGJHYPZXHXWAD,NC,8.0,960349.0,2.0,4.0,M,367.0,R,WellPoint
Egt9323,United States of America,M,spqhwlkxxxzgohfy,W,312046.0,19.0,Egtmhllbazlgtx,NY,6.0,2434281.0,1.0,3.0,U,828.0,O,Charles Schwab
Hwi9324,United States of America,,aexqqtqlezfhfufldyzbwmfa,L,130547.0,2.0,Hwishmepjqmmrfiblcelvafulscrrh,Saskatchewan,4.0,1687912.0,0.0,2.0,U,791.0,O,Helix Energy Solutions Group
Aiz9325,United States of America,f,ZLPFFHLUSJAPY,I,54561.0,88.0,Aizanjlxjpzujid,ND,9.0,226828.0,5.0,1.0,U,770.0,O,Great Plains Energy
lbj9326,United States of America,,JVNICHGFFIWAYQY,N,430056.0,37.0,lbjeroxcnzmhaqnixybypks,Prince Edward Island,,2682142.0,0.0,2.0,W,640.0,O,Granite Construction
klz9327,United States of America,,Lrxhkz,,208745.0,30.0,klzfhvajxs,WV,10.0,2356998.0,4.0,2.0,M,485.0,O,TECO Energy
Vaq9328,United States of America,,Bvcopkcwckwjwngi,,328669.0,51.0,Vaqysjteypyisgkndgb,DC,4.0,848687.0,3.0,0.0,S,544.0,O,NetApp
iwp9329,United States of America,,BEQDMALRSXISLVXVRVDALAOCG,,217250.0,41.0,iwpghalrdeuyuncpxojaianrokcuj,CA,4.0,735994.0,,2.0,S,646.0,O,International Game Technology
VDX9330,United States of America,,ewxaehuvaxdvdkaooetxmttzxesl,,386927.0,2.0,VDXWJBPHGD,VA,2.0,1439992.0,1.0,0.0,W,563.0,O,McDonald's
XOT9331,United States of America,,Wxeod,,223494.0,39.0,XOTHLHFWLVNUDANICZVBHVZQMM,MI,7.0,1274990.0,1.0,2.0,M,821.0,R,Steel Dynamics
bgd9332,United States of America,f,VTBXPKOCFYKSVGTHHGT,M,372159.0,96.0,bgdjhofbkvrtcjcvh,ID,0.0,206621.0,3.0,5.0,U,455.0,O,Helmerich & Payne
LWI9333,Canada,m,Iigvgshocsudihifqofrsg,,462514.0,13.0,LWIJBHYAK,ME,6.0,2310238.0,3.0,3.0,M,662.0,O,Lear
EXK9334,United States of America,,vhozqtlqagnmlphguedihgpfk,,93567.0,44.0,EXKABAMXCPMPKWVLHILKMPGA,WA,5.0,,1.0,3.0,U,818.0,O,Atlas America
nyq9335,,M,XEJONMWTVOPDEPMI,o,410810.0,63.0,nyqidnnkakqlcwscaouyxuqruqae,Saskatchewan,5.0,2044618.0,1.0,,U,701.0,O,Jones Apparel Group
Hdi9336,United States of America,m,qsslcjawvsiofzkxhp,G,177807.0,74.0,Hdihvvewyckk,ND,5.0,556278.0,5.0,1.0,M,547.0,R,Henry Schein
YEV9337,United States of America,F,pgcuoyfh,,220965.0,13.0,YEVSITPTTFMNXNGKCJ,MA,6.0,3284453.0,0.0,0.0,D,511.0,O,Celanese
jmb9338,United States of America,,Glrbqdnj,,7870.0,98.0,jmbftxvvfwysz,WI,7.0,3775743.0,2.0,1.0,U,776.0,O,Applied Biosystems
Uhs9339,United States of America,m,Kphnoub,G,359152.0,20.0,Uhszphnuf,KY,10.0,1974666.0,2.0,3.0,W,603.0,O,Las Vegas Sands
Pmo9340,United States of America,,Blehwqglsvnjq,S,244334.0,49.0,Pmoyhbghbqnj,AL,2.0,1329378.0,4.0,0.0,S,413.0,O,Coach
BMP9341,United States of America,,njrjui,,428099.0,8.0,BMPLCGLDOJCAPBEVVZHTNKQ,British Columbia,2.0,2909229.0,0.0,0.0,,481.0,R,Ameriprise Financial
HOC9342,United States of America,,Qnurlffgnzaaktkbefbposxwcuihq,W,325852.0,59.0,HOCTAIMFPJDGZJHB,AR,2.0,,1.0,5.0,M,673.0,O,Vought Aircraft Industries
uoe9343,United States of America,,rgkgdgmaznapaerhtyitmjnwoo,,,55.0,uoebfrpkxmhqklwwjvmevu,MO,4.0,2869101.0,1.0,5.0,M,726.0,O,Hanesbrands
ddv9344,United States of America,,hqoguvgrwfkmyvvovmawu,,31005.0,,ddvqxpgrr,AL,10.0,565070.0,4.0,4.0,M,394.0,O,J.M. Smucker
AQO9345,Canada,,kdrfkneohautfhlwibh,,5605.0,25.0,AQOKLOKMDHIW,NM,3.0,2283039.0,1.0,4.0,M,613.0,O,Conseco
Cxi9346,United States of America,m,zlkrxlmxjljxbzfziqvekkpkugjru,B,159171.0,8.0,Cxiybtaprkizhqhmwkjewlsjap,ND,3.0,3189016.0,5.0,4.0,U,361.0,O,AptarGroup
Drr9347,United States of America,,Ddvmxsfq,,360692.0,89.0,Drrtwr,OH,10.0,2654496.0,4.0,5.0,M,577.0,U,Helix Energy Solutions Group
Bno9348,United States of America,,Wyfmbeamnwrthsnvhlnnaod,,71803.0,9.0,Bnojfhbfenwespohegwakvt,ME,3.0,2716732.0,0.0,0.0,M,455.0,R,Sanmina-SCI
ibm9349,United States of America,M,GPWOPXIJABYIJUVWOFTFUJXGBHXZ,,431130.0,33.0,ibmuehqxrxzeptwngsiezgvgaeztd,WY,9.0,266702.0,4.0,3.0,U,647.0,O,Vought Aircraft Industries
Roq9350,United States of America,F,Gynofqdavqsl,E,402077.0,83.0,Roqafammmuvpwxibe,PA,2.0,3036109.0,1.0,4.0,W,344.0,R,Thermo Fisher Scientific
Bee9351,United States of America,f,Nqtdnfcuesuh,,317493.0,76.0,Beequyncxupianpfvrtw,NM,5.0,802666.0,2.0,4.0,U,702.0,O,Morgan Stanley
pmt9352,United States of America,,ilugjogjdnclo,,242846.0,21.0,pmtuqtkegdapmr,AR,7.0,2121177.0,5.0,2.0,U,602.0,O,Hershey
XNV9353,United States of America,m,qeeatmwk,N,189279.0,42.0,XNVOYYDIDARTIJAWVCTDKWCSHFRRUK,WA,5.0,3243442.0,,1.0,S,526.0,O,Noble Energy
Hra9354,United States of America,F,Dnrdptglnkmrctrqbojnongt,m,96167.0,95.0,Hracsjnosjdmht,OK,3.0,2021690.0,,5.0,D,,O,Century Aluminum
xmp9355,United States of America,m,kcvecwbqjwsskervicgplk,z,321492.0,70.0,xmpunfa,Prince Edward Island,5.0,1980845.0,4.0,3.0,U,514.0,O,
Mlt9356,United States of America,F,jfaaazwseidqhj,,66367.0,66.0,Mltudkmvjmjxtg,OR,6.0,838050.0,2.0,4.0,S,331.0,O,Terra Industries
kfj9357,United States of America,,ZVZXXTMVCQNM,,257884.0,73.0,kfjdfrmfsdvpygcs,VA,9.0,2021368.0,5.0,4.0,W,840.0,O,Mattel
XGL9358,Canada,,duupdbgsawuriazmffdxasxlnl,,449830.0,88.0,XGLXJODSFPENAHQVDETJLHTLEAKQ,ME,10.0,176674.0,2.0,2.0,U,668.0,O,
Aio9359,,f,BYCDMYKSLQVGP,o,58702.0,70.0,Aiogsioqctvxepkkyoeunuiikovef,TN,4.0,630392.0,4.0,1.0,M,474.0,O,Fiserv
jjd9360,United States of America,f,Drmxeniqubofej,,32361.0,43.0,jjdaaestqrkhgwsdnut,British Columbia,10.0,939924.0,4.0,3.0,M,368.0,,Emerson Electric
pru9361,Canada,,Lorda,z,445223.0,47.0,prudmlnatpkamdwtphrosbhsokzhy,Alberta,7.0,1766726.0,2.0,,S,425.0,R,Rite Aid
Pus9362,Canada,m,uqurgcivoagwvcuplmcfnagpzagfit,K,415398.0,88.0,Puszxt,OH,2.0,730781.0,,4.0,D,320.0,O,Sunoco
qiw9363,United States of America,F,Qiejglnboxxfcrsb,,249106.0,11.0,qiwskmanbwyuapwkwytqqog,Saskatchewan,3.0,3702054.0,4.0,3.0,W,486.0,O,Key Energy Services
Xje9364,Canada,,Hsfwimollqojhgisegb,M,305306.0,24.0,Xjentilutpkqclvzrsklvekht,IL,5.0,3474079.0,5.0,5.0,M,342.0,,Marathon Oil
edw9365,United States of America,,jysisysiu,v,31765.0,58.0,edwoaxqkoocmyslqfbplsntuoa,PA,0.0,837037.0,4.0,3.0,U,346.0,O,
Ayj9366,United States of America,M,Vogciclxaweasmyvtlojxljtn,,329439.0,35.0,Ayjdbvncpqvikogackpndqhirjeywl,FL,6.0,1482994.0,5.0,5.0,M,319.0,U,American Electric Power
smf9367,United States of America,f,zdorgqcfqtyrnwsd,p,49130.0,55.0,smfnrdwkryfjlhdtfcotqfrs,HI,9.0,3433840.0,2.0,4.0,S,782.0,O,Thor Industries
Flj9368,United States of America,,GMBXIVPC,,432107.0,46.0,Fljkjnwuolfizmfrrsdv,MO,2.0,926004.0,2.0,4.0,M,827.0,O,Werner Enterprises
lrq9369,United States of America,,gbifcpoa,I,321346.0,30.0,lrqsfwewbpqgvkpe,IL,5.0,1032078.0,1.0,0.0,U,705.0,R,KAR Holdings
Zrb9370,United States of America,,SSRKBTKIRBRPAHD,S,471404.0,27.0,Zrbfcondoikwmxxd,MO,0.0,677109.0,1.0,1.0,W,808.0,U,Bank of New York Mellon Corp.
Aqo9371,United States of America,F,Rnubaocxxysvcnjumairk,,434232.0,26.0,Aqosnyjpzyogzk,SC,9.0,2824015.0,1.0,2.0,S,837.0,R,Ashland
FBJ9372,,,IUQDQKNXVQABDGI,o,354702.0,36.0,FBJVTMODMRXGCGOQNL,MI,9.0,2823628.0,2.0,,U,576.0,R,
PWQ9373,United States of America,,qgyuuqqkiphodkfxzjgdmkq,,91047.0,92.0,PWQEELVHLSLQXXW,Saskatchewan,8.0,3865939.0,4.0,2.0,U,623.0,O,
dkk9374,United States of America,M,Koslxxpun,,245856.0,100.0,dkkbuleomucwvdquzqhwzv,Nova Scotia,1.0,706155.0,4.0,0.0,M,392.0,O,Portland General Electric
NBE9375,Canada,m,Rgegmnysmyfzmiq,,230479.0,89.0,NBERSMIMGLHLHRVIQXDTXE,WV,8.0,1704399.0,2.0,2.0,S,367.0,O,Chubb
kds9376,United States of America,,KTIGDRTUETBL,,154892.0,30.0,kdsmxhuutvyeicjdhndleeedpzsz,CT,5.0,3871317.0,0.0,1.0,M,814.0,O,Cabela's
YTF9377,United States of America,m,Lhkgjilgwe,,486835.0,89.0,YTFLBXIA,KY,3.0,3576531.0,3.0,2.0,S,461.0,O,Puget Energy
ecj9378,Canada,f,Lsoylmccqppuefdejxbbaku,L,325531.0,75.0,ecjibgbllojcwyaxsulyvadl,ID,,3418165.0,0.0,4.0,M,,R,Macy's
DOM9379,United States of America,m,Uqkxbzsoumjrldqogqvdwkl,d,466191.0,97.0,DOMDOZUFAGQMQBQWNKAOFGREGJJAFA,SD,0.0,3762568.0,0.0,3.0,D,342.0,R,Exterran Holdings
WKU9380,United States of America,F,Urrexaigbjjfhatwjmldzwrimfnsxl,Y,47954.0,,WKUSBSJDTXNDP,Saskatchewan,4.0,17368.0,5.0,1.0,U,527.0,O,Bob Evans Farms
Leo9381,United States of America,f,Ihpwkusqbcydigjsauu,,43295.0,57.0,Leoeqdbmzikhygu,Saskatchewan,0.0,2547897.0,1.0,1.0,M,309.0,O,Goodrich
Ole9382,Canada,,Diodgekecfuxfbywsqocux,m,49091.0,12.0,Olejbofkbnvzfvneotxoflbqdk,AR,8.0,3455552.0,4.0,5.0,M,773.0,O,Annaly Capital Management
vct9383,United States of America,,QOMFGPBEZVGLVUJTTSNFGKO,,125450.0,28.0,vctlxovpymfdaadj,MN,1.0,89300.0,2.0,1.0,M,677.0,R,Cypress Semiconductor
bdi9384,United States of America,F,omzaawslldhiyoldqjkcqigz,,50009.0,8.0,bdippeifpfeyqzcsmvfsvdbfrjeemx,Saskatchewan,5.0,,3.0,3.0,S,355.0,O,Microsoft
Pjk9385,United States of America,,xwvobbwvvincgtjgcpbfvbqpx,R,411841.0,6.0,Pjkolknhijxidcfefkxkrf,AL,1.0,188683.0,,3.0,U,850.0,O,Ameren
Gzo9386,United States of America,F,qfrjprpzd,l,282042.0,80.0,Gzogxxtzcslp,TN,3.0,47266.0,1.0,4.0,W,,O,Weis Markets
Vpn9387,United States of America,,wfrwzbqypcldwvife,,76695.0,1.0,Vpncsisq,CA,8.0,3441452.0,,0.0,U,450.0,R,Progress Energy
orf9388,United States of America,m,hwnmjeezyolwjzjxrerqi,,169740.0,20.0,orfqcufybbdwiuob,Ontario,9.0,3472455.0,,4.0,M,756.0,O,Visteon
Hqq9389,Canada,f,Eanahb,O,87347.0,13.0,Hqqtesfgobwqhqlxlrigtjhiyacff,SD,2.0,2731857.0,3.0,0.0,S,711.0,,Kennametal
