AgencyID,Income,City,AddressLine1,NumberCreditCards,PostalCode,NumberCars,NumberChildren,MaritalStatus,Age,CreditRating,OwnOrRentFlag,Employer,NetWorth
Ldb10094,295516.0,Irving,,8.0,ZGMAGPJIPJFM,0.0,0.0,U,60.0,400.0,O,Fluor,1050013.0
Gms10095,346045.0,Des Moines,Lprjwmcyc,2.0,,2.0,1.0,S,80.0,541.0,,Timken,3171403.0
Gtp10096,15757.0,Pittsburgh,Jhepbxuxykeqdzclzknabkeeiyaptadgrdvzejc,7.0,MJRZEWQVNP,4.0,1.0,U,0.0,710.0,R,Toro,1973343.0
OHA10097,441529.0,Biloxi,Pkwgoinqkniahufgprglekimshkbhjxfzxpvarkiwwupo,1.0,bviogploth,,1.0,M,4.0,395.0,R,Smith International,783159.0
Uld10098,374311.0,Warren,Yxsutpujbmwjhlpmmtiwmuvxtmcghlimanvqeiirfinnusp,0.0,zcsgymbw,2.0,3.0,M,,792.0,O,Texas Instruments,2991020.0
Kfv10099,67592.0,Regina,gbskjcqvrelvhfkinojrwbbvwwihakxjoistzezqleemclcsnwhkfgljktvooyu,6.0,ijnihjmyxjts,4.0,0.0,M,69.0,818.0,U,Pitney Bowes,1314466.0
Aqw10100,476468.0,Lewiston,Olojfqzbhjwexuf,3.0,Dfuecmkvzp,5.0,3.0,M,10.0,652.0,R,Hanover Insurance Group,2068936.0
tpe10101,102926.0,Vancouver,Vnajxzjnmdonarh,4.0,BPLJKOTMLDM,1.0,1.0,M,15.0,760.0,O,Enersys,2045428.0
Pne10102,474222.0,Shreveport,Vojeseaewwakwcrodxxjrpfhhlffu,7.0,QRWMOBFQ,1.0,0.0,D,45.0,685.0,O,Paccar,3937659.0
eng10103,231402.0,Salem,Jdtarxbemkjremfvdgekqqjhgwejrpislcgpxnluadhrgeatwmurwhbfdvxrlqsgxriftk,3.0,Strhbnglqnf,0.0,0.0,M,7.0,797.0,O,,2737832.0
qjc10104,424046.0,Burlington,Xfccnnbimsvoktxtoyghiprfdhiswarunfwlryfrehdssker,8.0,Ibkvbnexwx,0.0,3.0,M,2.0,433.0,O,Fleetwood Enterprises,1217665.0
bua10105,38569.0,Sudbury,DYVZPJWOIMVIAABKRWWUICDPFXNPUEXPKNAFF,8.0,MKNAP,5.0,1.0,U,99.0,753.0,O,Atmos Energy,185837.0
Ujx10106,125705.0,Iqaluit,Rtxfpgrxauiiczjbzcugaweihynwdppyxpeyyssyaxsmvijoygioqmtfyrgogccksilebalzbbjondvu,9.0,,2.0,4.0,W,,390.0,O,Cliffs Natural Resources,3718145.0
oyh10107,159432.0,Irving,Oaqvuxapq,5.0,Ugfprboaekke,1.0,1.0,U,13.0,336.0,R,Exelon,1521682.0
vnt10108,162307.0,Reno,,6.0,Nztjegnqpmf,3.0,0.0,D,7.0,839.0,O,Furniture Brands International,3175624.0
Vpo10109,6811.0,Sandy,cimwggmtqqakyxzokgaarxhdbiafbjcecupxuijvaglxiydqqztgthchwtvditgsebrunaznfw,1.0,ROQVDCSQL,3.0,5.0,D,69.0,437.0,O,Cytec Industries,178414.0
hmp10110,349003.0,Omaha,jdbnl,5.0,luqfietxvnq,0.0,1.0,U,,735.0,O,,255521.0
hxs10111,334077.0,Gary,EEJBVUUUGCQDLB,8.0,iewmkgr,3.0,1.0,,42.0,665.0,O,BorgWarner,1343491.0
vns10112,330661.0,Naperville,IXACRUWGRHVSLWOOHTAQQNYMZFDFVQTSELWNXMUCJV,8.0,Rupeskynedm,4.0,3.0,S,20.0,345.0,O,Oil States International,1239284.0
IFV10113,25885.0,Anaheim,,3.0,,4.0,0.0,D,34.0,343.0,O,Coca-Cola,922458.0
HCH10114,313425.0,Santa Fe,Unmpwwnhuvsvmwgtbpngphbiwnoijlcapxtjomrinlzzuppesnlbbklvaicmvgmyfmfxwukxkjagx,3.0,Jvsidr,2.0,0.0,S,48.0,411.0,O,USG,1759724.0
xhn10115,280795.0,Thousand Oaks,vftdlppvrwwsjutikuhkgpwonkswkwgvhtjqliqbpupxaygismliayiobfx,9.0,Qvlhyyjnb,0.0,1.0,M,33.0,667.0,R,Fastenal,483516.0
Rve10116,162619.0,Saint John,Uumygyohptiysejpuqkbwxnuwnronrkssifqrqnoraopnnxixj,10.0,pulnxljebx,4.0,2.0,U,,348.0,U,ServiceMaster,1747944.0
FZL10117,252291.0,Chula Vista,RQNSYUOMQXCGMEEMANEBVZJWDBUFNOGSUWIOLOKCVXGJPVNSVIFRDRJRN,1.0,GSDSYZSL,3.0,2.0,M,2.0,474.0,R,Capital One Financial,
FLJ10118,434527.0,Chicago,Fnspcwnsssdeaannvtwardrqlweztxkgwumdaljoabcsrmtjlrnnmnykfumcjyoeala,3.0,Onvgtsgrvmd,0.0,0.0,U,90.0,785.0,O,News Corp.,842793.0
xla10119,349943.0,Akron,ORJKULWFUEGMPSSOJZVDMWWVU,2.0,LOJAG,3.0,4.0,S,79.0,633.0,O,Paccar,2772924.0
Okr10120,320515.0,Idaho Falls,Hjlakihshrlhbguabqgtzvoawyxodxhrmovaxhdahuvrurvizyhbhwqdlcj,1.0,Tvyelxx,1.0,4.0,S,43.0,431.0,U,Terex,1356948.0
Qec10121,188319.0,Alexandria,Nwohhugjreujmpsxhnynakujedeltn,5.0,LHPTQJ,1.0,4.0,M,75.0,488.0,O,XTO Energy,1198704.0
Xrh10122,160059.0,Memphis,UJIBIZIZEVHDMQNIPZABVJNVBFBFKGMLWIQYTUEDVZFMCYSEZ,8.0,DEUFUB,3.0,2.0,S,34.0,497.0,O,Dover,1281010.0
OKO10123,153007.0,Ann Arbor,Wjpqstkvjehdugqmwxvjxdzeitlvwfiwhhfecwu,6.0,Hdmeib,,,S,38.0,338.0,O,General Dynamics,3343019.0
Iua10124,122487.0,Salem,Qnlmignuulcdglrlbpvozhmqairjwezxbqrotym,6.0,URTJFMXNV,1.0,3.0,D,23.0,713.0,U,Sanmina-SCI,3451261.0
ydr10125,276763.0,Nashville,Hbvdmoxaonrcnpjncudomwfknuttjnbxtvhtjjgnvpjlbxdnucuhoeqfzrteqkrbiz,9.0,Dtofuo,3.0,5.0,D,30.0,713.0,O,,2650727.0
ukr10126,407817.0,Pittsburgh,xypputisgtsihkevdpn,0.0,xrlnuqpjb,0.0,2.0,S,17.0,567.0,R,KeyCorp,942320.0
Ixb10127,5944.0,Oceanside,Yypvwqphgprvedxuefqmiz,0.0,KOALDXSRPL,1.0,5.0,S,85.0,778.0,O,Liz Claiborne,1601955.0
Qcv10128,260903.0,Richmond,Rteqajokklvfw,1.0,ZFWCBHQN,4.0,3.0,U,86.0,771.0,O,Idearc,160795.0
wsf10129,464164.0,Durham,Udxkvpsvtzttsdkxuyszmcgoggfcowfgwioskbrbpbgqfeeihudd,1.0,JQFPSS,1.0,5.0,U,23.0,335.0,R,Magellan Health Services,1716505.0
Sur10130,327570.0,Lewiston,HWDIZUNPWXWDHSIBILLGRAEYDHHXEEHGKUMEUYLDOFNVEDZBJJNW,0.0,SVXFM,5.0,2.0,D,86.0,729.0,O,R.R. Donnelley & Sons,3947705.0
YAE10131,395623.0,Buffalo,,1.0,SVAJNNKHQH,3.0,1.0,M,57.0,540.0,O,Teradata,864372.0
Dnd10132,150204.0,New York,Ejdhcrxbbqzjqjrtgdwehptn,9.0,twbgxvyr,0.0,0.0,D,70.0,524.0,R,Moog,3653659.0
YZJ10133,99372.0,Durham,fuecqeplnttvsu,1.0,Ttfya,3.0,1.0,M,49.0,583.0,U,Polo Ralph Lauren,2019102.0
Lar10134,425843.0,Charlottetown,Txrxtoychts,8.0,PTOGBLYCXVEW,5.0,,U,97.0,612.0,O,Amphenol,2324598.0
UIX10135,,Alexandria,,4.0,Afpxim,1.0,0.0,U,,447.0,O,Darden Restaurants,2734459.0
Hpd10136,171725.0,Inglewood,Jnddcsmrglizbrxljtrlkuosgafuzb,1.0,Qanyuy,5.0,1.0,M,78.0,448.0,R,Occidental Petroleum,2601400.0
mfv10137,434930.0,Shreveport,Wboggihip,8.0,Gfknltulgycf,4.0,5.0,D,21.0,636.0,O,Lam Research,1723343.0
Jxx10138,222276.0,Cheyenne,sylhlkvjngsapitfcsvrqepbzt,8.0,tieuq,4.0,0.0,M,2.0,461.0,O,Alcoa,3847768.0
Lrp10139,169982.0,Elizabeth,Spkqirntviwhkxjpsilsgpheqsxdqzyoxpdptrzvnninszqbwiy,6.0,hszhtcnxmn,3.0,5.0,M,50.0,516.0,R,Noble Energy,2240381.0
phm10140,219984.0,Lansing,ifitumafrdsjaxgdewesjjxlyikyskewsfghievtblvyingnqarysfjemizw,7.0,sannwncq,2.0,0.0,S,83.0,422.0,O,PNM Resources,1928554.0
Fgk10141,,Alexandria,Ukvqlglxpsdmf,1.0,anznpcq,,3.0,D,44.0,708.0,O,FM Global,1076966.0
Wzh10142,496540.0,Tempe,Vhkvfoqesaxjgefadpganwzwcqlusulivioiphcwuevlcntitixwqexyexkzdinrkcxyrj,1.0,hcxqsempgkrp,0.0,,W,54.0,,U,Apollo Group,26739.0
ejo10143,424483.0,Idaho Falls,Blobrzxlservkciwwyixpovwaeolfdkktxsnefwkb,6.0,Rluvsactww,5.0,2.0,S,88.0,395.0,U,,2954038.0
Ewh10144,431215.0,Rockford,Sfkgkiwv,4.0,Bbxboe,0.0,1.0,W,40.0,811.0,O,Hasbro,
tca10145,125831.0,Honolulu,ofwfvluva,6.0,snfwvzs,2.0,,,0.0,826.0,O,Pool,831434.0
oti10146,120400.0,Stamford,Gzrsngiqrlgkk,8.0,aihxzmukxuck,3.0,2.0,S,49.0,835.0,O,Guess,1163933.0
DUA10147,125235.0,Great Falls,Azoqufgnkjvyjrpdtmzxavcwgusdpwpbjslveduzabrogocquedf,9.0,abvejjkjadg,3.0,4.0,U,59.0,499.0,R,Complete Production Services,2434408.0
Itz10148,431235.0,Fairbanks,Xktfzsftzowffterfqqdplszgyrjzhdjxszpanzqpijah,2.0,Kvuyanyfccw,3.0,5.0,U,9.0,499.0,R,Worthington Industries,1866846.0
noe10149,400476.0,Salinas,,0.0,Grrjelgofi,,5.0,S,,382.0,O,NRG Energy,1509008.0
Flz10150,251545.0,Rancho Cucamonga,SUNCEWGZCSHRKMIDLPSDAMYVUABZEJHMIRSUFTSNBQFMHTWKQHBXIYJAIKRLGNVGUSGEQYMAFXGNY,8.0,Mobiueshu,1.0,0.0,W,29.0,318.0,R,International Assets Holding,
HVD10151,441938.0,Aurora,Imyoamkhrjkwaigfwuqtwvesrpyvwzcmwhoblcsrljsivoxpldajkygunagnagmlwsbeyse,3.0,EFMRHFKEI,5.0,3.0,S,3.0,558.0,O,,2946709.0
Cuy10152,113342.0,Evansville,nolkomscehtpeaoksrdkmqubrbszwmwolvscmulzlcpamsnfsmgdbccbxrlutprrh,3.0,Txvggsq,5.0,5.0,S,14.0,745.0,R,H.J. Heinz,629196.0
Gjg10153,393449.0,Huntington Beach,talnqkpyqswykntwdmfgbuhzpidriojruuwas,3.0,EHFVIIXBXQMW,4.0,0.0,D,77.0,733.0,O,Nacco Industries,2980525.0
EDX10154,,St. Catharines,Blabmohhompdrlsjnzkszzfpxbfgqswbh,2.0,,0.0,,U,29.0,485.0,O,CH2M Hill,3035952.0
Vmu10155,400019.0,San Bernardino,oeuksygwtgksxyfquwttswitqornpbqgonteymmixigwfmnsjxnxpwqbhfwbfijy,2.0,Ptomhehiupcl,2.0,1.0,M,52.0,824.0,O,Honeywell International,1096587.0
Aaz10156,342530.0,Kitchener,kqmuozzapaiwydexofkkhppnmoz,6.0,Lqlouqv,4.0,0.0,W,24.0,797.0,O,Apollo Group,1197636.0
jlz10157,432760.0,Fort Collins,Zvsdsesaa,5.0,Haswduszzd,3.0,3.0,M,61.0,461.0,R,General Mills,3173924.0
Vst10158,279746.0,Toledo,vedaoobaubqqikcvrabgjaasalunrwkxclidqgxmjstgnkkljcsxp,2.0,Bfgpmu,5.0,0.0,W,63.0,697.0,O,Universal American,
PPC10159,287022.0,Dawson City,guhztveclecwrjosfillgjuy,0.0,xdntbzfyt,1.0,2.0,U,86.0,685.0,,Cypress Semiconductor,1513948.0
Ugl10160,262655.0,Montpelier,Kdkzdurdvoejeftjdvgjyfxasaxmfxcqpxbk,10.0,QJYMNZ,2.0,2.0,M,89.0,538.0,R,Newfield Exploration,3485672.0
ROR10161,251389.0,Oklahoma City,lpdsmkhjhgemuxuiofmohrivqngvgnnmmfa,9.0,Fjwllydtln,,1.0,S,79.0,775.0,R,Sonic Automotive,2036104.0
Hfx10162,33953.0,Irving,Lwxcmsrvxldxdgyugchayquqchi,2.0,kqpibudqrwdi,4.0,0.0,M,,747.0,R,Piedmont Natural Gas,825520.0
BKC10163,67886.0,Newark,FNTLDJJFROBXETTIKAEYDFNFJNJQOBXLGRSBO,8.0,BMTBVYELRU,1.0,5.0,D,25.0,341.0,O,Hewlett-Packard,813147.0
huk10164,110066.0,Oshawa,DYOOGIIKCRPCIMBGXTQNTUFKUPIJHSSPFDCLWIJWYRKVUWLZCHPCJRESYSCALOWUTF,2.0,Quucjuh,5.0,5.0,M,63.0,,O,Hershey,248053.0
ues10165,163627.0,Norfolk,Azpgiuinxvbrclhprvlnfajjrcqudyoheq,6.0,XGUMOJIK,2.0,,S,24.0,629.0,,Cameron International,1611482.0
DJD10166,351954.0,Biloxi,btrraoqigimsshsqitgvfixfmoysvmyxjqczaidxkwrtfjooljlcgwfnetuouevykbhwfs,5.0,EMKTSW,5.0,0.0,U,90.0,846.0,O,Smith International,1225833.0
xxq10167,284329.0,Oshawa,Otmebwgtjhfjhpoucjjcpcxxdn,0.0,,0.0,4.0,S,86.0,352.0,U,HealthSouth,1189043.0
VBQ10168,193545.0,Springfield,Dacjbgxrwjfhcjaedrcsgculkauyejfwixclcyocttwjstrqufrxpnycz,2.0,Pypfxtrzwa,4.0,2.0,W,21.0,459.0,R,Aon,3740022.0
ERY10169,181174.0,Louisville,Kahrjdhsokjgxdrnwfagtfkayokcvezohcwloduqkbybeasbjqqcidwrmvrjjtwtrtvjaxv,5.0,gqwpiipty,0.0,3.0,S,37.0,795.0,O,ConocoPhillips,3403041.0
Jxm10170,116339.0,Riverside,Nkbuqvdkgmydgvniexqaneblqahefyccb,1.0,Ubged,1.0,0.0,M,91.0,850.0,O,Carpenter Technology,422445.0
NCZ10171,377309.0,Phoenix,Rhuxyednmzkejdwcihtbrdbxphvillieepqnklsrfeegqjgruieki,6.0,Uxvnf,2.0,2.0,M,32.0,507.0,U,Guardian Life Ins. Co.,270100.0
IJP10172,202945.0,Riverside,VUBTNDTGGOYVREADIUVFJIVICFUIDGFQMINGXVJWVXVQRBUWSFHIQTUPXTJPCVWUI,7.0,LKTQZMD,0.0,5.0,S,15.0,458.0,O,Pinnacle West Capital,2679648.0
mxa10173,449407.0,Lexington,WIAWPHFBTLFZRIZZLBPDMBDGBDGLCPJ,1.0,zjndzzcliak,1.0,3.0,S,83.0,303.0,O,Equity Residential,825336.0
Rfu10174,99570.0,Las Vegas,lkkpwgkengcotxmpwiqeqjhiwtpeuxnvrabzautyk,10.0,Frqmncbudz,5.0,,M,6.0,643.0,O,Hayes Lemmerz,3474905.0
Yis10175,114447.0,Cleveland,Nekwtjnaagnzagugczcrlghltsearutmmqjsxuwebgcsutubnycuaotgthxwzzemkwktcqxezaxrlqc,2.0,VSSVCOEVLGMY,1.0,0.0,S,18.0,484.0,O,Dick's Sporting Goods,2882119.0
foy10176,162812.0,Mount Pearl,WOSZSWZWWKKDSBTWFWZVEAODPVMBAKUIMBIQGAVFOHHAKWLMOGHSZOP,4.0,HWNWR,4.0,5.0,W,91.0,474.0,R,Lam Research,2574741.0
mgj10177,,Santa Clara,URPBOBDMW,5.0,Djvlvtuntai,1.0,2.0,M,13.0,434.0,R,Zimmer Holdings,2115639.0
Dws10178,34491.0,Alexandria,ZUXSVRBWKLRVTNGRDQGFCWZHADZMDVFG,1.0,Uiowa,2.0,3.0,M,4.0,354.0,O,Chesapeake Energy,
Ekj10179,275367.0,West Valley,EFXIOBBJLYKRGLPBSHZGOSJNXNYMPXYHCNQQUMIPPFVHXHXSJHBDBU,3.0,bphhelv,0.0,5.0,D,26.0,486.0,O,Jones Apparel Group,3304708.0
COK10180,394796.0,Tampa,Jdqswecwmsuvxgkbkwfmkfjsdkczxumthkfuzpndulehpysjupg,4.0,YMWVGEUJMO,2.0,2.0,M,43.0,,,Public Storage,584491.0
Emi10181,492325.0,Winnipeg,wignxpnebgqpkfxkszdgibxsmyaelmwfmeigzekwnjnxilediphiqvomawxgbrv,2.0,Ralxoq,0.0,1.0,S,,823.0,O,Scholastic,2162559.0
Qvx10182,475218.0,Savannah,KOBETXIIBEUAMRBYOQVANTYIQMBPZPHZLEECFOXPHABXFZLNJMPLBNYRCUDXFUIFPIGRIILE,5.0,Wmhnlat,3.0,1.0,S,35.0,552.0,O,Goodrich,2716136.0
Qvd10183,113415.0,El Monte,Gmhbzlqpngpqhfimbzbebeormocqmauwkhoobtwfqgjrpuyitewxmceksthftnvl,4.0,Vrsjvyn,5.0,5.0,,78.0,623.0,U,URS,3571884.0
Exo10184,196979.0,Elizabeth,Ujtqrjmzzcpltbxtegm,1.0,Pgcaxihm,1.0,0.0,M,67.0,427.0,R,Micron Technology,2309111.0
kho10185,316453.0,Garden Grove,Lhtearnvkfivicfzjjdgkbotiqyhmhcdwvgascdkyswirsswdbsvollbmnno,10.0,ABZPEXFSKLL,5.0,4.0,M,35.0,843.0,O,BorgWarner,3565753.0
TFZ10186,262582.0,Bellevue,Tcwuoxvdjtxtrp,10.0,,2.0,2.0,M,37.0,501.0,R,Loews,2523625.0
pss10187,262739.0,El Monte,Vjzboeamwfnhfokaxiyfxppwconxgbwhnhhfszekggigfrjolswqsimxbqnvpydzemr,9.0,Cooekw,4.0,5.0,M,87.0,457.0,O,Abercrombie & Fitch,2692054.0
DQX10188,151735.0,Norfolk,Cndomyaeiojbshomtosbnexaqojjqskxcumsjfllabnwtqfnlkrogxxhmf,2.0,Yvjuqkyv,2.0,2.0,S,64.0,714.0,U,Kroger,398734.0
HXS10189,242290.0,Honolulu,sxupvjemmnegpfnrkpzzryqvhpaybaxwuzfpwwjvkqxwebqagmqbbagdxiccckngfjkoedecycmzljx,2.0,mdbuu,4.0,3.0,U,69.0,428.0,R,Hormel Foods,1925063.0
ysd10190,151263.0,Nashua,axqytvzlszjsmkkfimkfftyyjpopmpnzgmdgmtsmbewpdlfdqlwdoybfn,0.0,Qegkwaxtw,4.0,5.0,S,23.0,389.0,O,Newfield Exploration,3808365.0
kap10191,377996.0,Independence,nosxbymvnjsvpoaqwaigvabkvtcyfnbnnsrrd,0.0,oxnjyolq,4.0,3.0,U,95.0,694.0,U,Huntington Bancshares,2072590.0
Alj10192,450338.0,Columbia,kzwfmlrvvwctlwxmab,2.0,KXCNFTFXPQQ,2.0,5.0,U,11.0,610.0,U,Rockwood Holdings,2780593.0
Fcf10193,499532.0,El Monte,Owzblnjnfghtddquirpmljxplbojdhbfalaplwljdhtldoybovrktdtmpvnpewbfmdmpqxwuonigedf,8.0,XEHRHGFMH,3.0,3.0,,11.0,831.0,O,Washington Post,3305354.0
KLG10194,146611.0,Costa Mesa,Cqlkphichzolvhyprdrhimpqmwhmiuyfp,,UMCGLFVCXZ,4.0,3.0,M,94.0,449.0,O,Sherwin-Williams,1256202.0
Isw10195,109259.0,Iqaluit,rxbhdjrpxqmvflwnoqjsuraquimdnuagjahs,9.0,Ufurodgrfavr,0.0,5.0,D,36.0,500.0,R,Targa Resources,818177.0
Dqy10196,279206.0,Dawson City,,,Otgzjylsgwnp,5.0,4.0,M,43.0,644.0,O,Molson Coors Brewing,
Cgx10197,160038.0,Costa Mesa,jncnqvboxzjqxewucrtbaxyopombozshqhrexktajdqaolphsk,9.0,Hejddxyhqd,2.0,0.0,M,98.0,366.0,R,Cenveo,455549.0
Olk10198,71615.0,Lancaster,IZNLNBRULGIWUMGTM,1.0,Bjjlbbdjrjv,3.0,1.0,U,,,O,Curtiss-Wright,644793.0
UAS10199,99302.0,Rancho Cucamonga,wgxpyercikthryebmvcltwzdvctpglyejh,3.0,QMWZHBFJ,2.0,5.0,W,54.0,396.0,O,PPL,3756827.0
ilx10200,251984.0,St. Catharines,Hogbtzrlxmqgtwsjpqissfibpzprptjjxonkgafgoyfkifv,10.0,EWXME,2.0,5.0,D,12.0,357.0,O,E.W. Scripps,1364726.0
IRH10201,395211.0,Santa Clara,Piixdmkqcyhrlmwkxkatpeditylfrnpxrgy,3.0,Jarkldaoio,3.0,3.0,M,83.0,698.0,O,Peter Kiewit Sons',3227799.0
Jtx10202,198933.0,Baton Rouge,Jitadyvlqcm,8.0,Bovhno,4.0,4.0,W,43.0,455.0,R,Bon-Ton Stores,1287470.0
njh10203,284462.0,Mesa,Nlefjwcwpzcqfiheojtncuaqwltv,5.0,aibbhmahfa,5.0,2.0,M,32.0,551.0,R,Steel Dynamics,1303967.0
Uas10204,339749.0,Abilene,Gskfiuyrqipfigartdrclvfcquwepmtjnxkmnbgqaivb,2.0,QAUNVNZESCU,4.0,3.0,M,90.0,374.0,,Stryker,2754663.0
uoo10205,128994.0,Oklahoma City,Rtpzrtqboaejfaeb,8.0,rbialws,5.0,4.0,M,29.0,786.0,O,Ameriprise Financial,3479037.0
Wju10206,279419.0,Miami,agzywjvefcnrohghrfxtwdcowyfchjnulpjmmksbpqs,5.0,NRLXXZOW,4.0,2.0,W,44.0,704.0,U,Liberty Global,
MJW10207,256401.0,Kitchener,OXJGMIDJVRQCDKIVWEDTVYKDGTVUIKPQVDQXXEAKGGSLGEQXODIPCKUNLBDRPAFYZKVXX,8.0,Bsvuon,3.0,2.0,M,,371.0,R,Tenneco,2217586.0
hon10208,458467.0,Birmingham,Gqdtlfffjsxslmkwztmhjidpuqquuwkobsaouefdzfcxu,4.0,Hoeczwnz,0.0,4.0,M,59.0,500.0,O,Oshkosh,2517242.0
BVG10209,342835.0,Lewiston,txjvwpqagclohnzhfwdalutqizxaxv,0.0,CCNUQV,3.0,5.0,M,19.0,498.0,O,E*Trade Financial,2023809.0
MPB10210,254407.0,Windsor,atbbfmmvjpeeokmmtzfoqivbhmfqp,4.0,jbkja,5.0,0.0,U,87.0,394.0,U,Phoenix,2828530.0
Xup10211,365046.0,Spokane,Tcojeoqmjmsfwcpfyin,1.0,rkostnyl,4.0,0.0,S,35.0,493.0,O,EMC,697489.0
PIK10212,363919.0,Buffalo,Upvidevbfwsmcbikqjairmywllqnbevmgkhmtxgedqijjeuplwnpkoygpgrpigl,5.0,jntvymjwmppx,2.0,5.0,U,97.0,325.0,O,EOG Resources,1943704.0
pnx10213,292912.0,Stamford,Nzcmdedbvzhgcxvfkkbox,0.0,hsbptumtr,5.0,4.0,M,34.0,556.0,,,3577030.0
zcp10214,11403.0,Des Moines,njsjsalwxyyjkmmyoogeypvglnqiqjjhlm,7.0,GHIXNC,3.0,5.0,U,97.0,617.0,O,AK Steel Holding,2244329.0
fot10215,228427.0,Tampa,Qmvnrncmqkcmxowuhlerpjtukqnipenikh,7.0,Rsqaetosw,0.0,3.0,S,64.0,507.0,O,Tupperware Brands,262316.0
twk10216,288645.0,Salt Lake City,SJXUSDVTVMZTVKKRIQRMUUGNPJIQYTWHAWODWODPTPDLTOPLCRUEYPEXGZGAVBABYNSQHNISIVOJKBY,,Ouxrsaoee,0.0,1.0,M,55.0,521.0,O,Microsoft,694599.0
Fvi10217,119977.0,Milwaukee,Iofiawn,5.0,Xonask,4.0,4.0,U,73.0,465.0,O,United Refining,696957.0
Dpa10218,250020.0,St. Louis,njcucsubghxwyawmfuduolufhqhyahpwxlpdhovzkjaiqendhe,6.0,DAFEI,0.0,4.0,U,66.0,617.0,O,Mirant,2614436.0
aok10219,496663.0,Fresno,FQIWHQWLKYTGQJXZOQFXBHLGKDAWUOSKJEDILVVBYUUBKJXDFSWBJDFCCGPAPYGWPPVGHPMN,3.0,Cawegwsjy,4.0,3.0,M,32.0,332.0,,Paccar,2160612.0
Mxn10220,32827.0,McAllen,Rbmaoeiuiwnhnkjzzetjswsotcnzenm,0.0,Comnvimpsooo,5.0,0.0,M,51.0,597.0,R,Brown-Forman,2774914.0
oko10221,,Memphis,Ktqishcrjeffpw,6.0,Peqpknou,1.0,3.0,U,90.0,600.0,O,Mettler-Toledo International,3744612.0
yzn10222,392216.0,Columbia,UWFUHMNVLNIIPKCZHQPACLTLSHHHBUQMMBNNBAUBBALZV,,SPTOGTGAJQ,5.0,3.0,M,16.0,850.0,R,,3982376.0
VXB10223,329986.0,Aurora,Atxjbgmikxzwzpoyengsalwlrhwpedfvgtkhtkvnjleyvscfmmrvcrijgxesgpotwwltzmkcrzxp,2.0,Detxmbythl,4.0,,S,91.0,697.0,O,,1568808.0
Ovc10224,189732.0,Corona,DQMZCCEUDZGVRFFJAOD,1.0,Fqyrk,2.0,0.0,,98.0,543.0,R,Rite Aid,2815276.0
RDO10225,376032.0,Rapid City,,5.0,Nedjtjv,1.0,1.0,,64.0,528.0,O,Ryder System,3469348.0
iwo10226,427290.0,Stockton,RLMSDAEZKEMLLNDRSMQ,1.0,Qdjhsjhpqioz,1.0,0.0,U,35.0,520.0,,Interpublic Group,1582854.0
glb10227,185583.0,Austin,Ojclnnfu,8.0,hjvus,2.0,1.0,M,86.0,809.0,R,BlackRock,1988589.0
YCW10228,37890.0,Kitchener,Jaxzrkrlmpysbkjexywphluaersvegbclowmowwycvtxgfdjpxaosyezkiwgelkvhhvoyetplhyeyhup,5.0,Fubbscaow,1.0,3.0,U,15.0,780.0,R,Con-way,67168.0
mwr10229,45881.0,Stamford,kyuazflhoigcvnaxxcjdaneqktqlfgbyqjlnweqaxuhdwetvnhoubcqcmupve,5.0,Piebtrjuzjhz,5.0,4.0,U,33.0,788.0,O,National Fuel Gas,3711947.0
Hkh10230,108797.0,Livonia,Jsjpmbwxqoafmshhvxlavhnpqifkjagyxczlmffmqfzixybvfyvjloiulmbjgftxcuvbvqsfenteafqh,2.0,Sctnijzsuv,4.0,0.0,S,43.0,679.0,O,Sigma-Aldrich,
Yuw10231,460379.0,Cleveland,HYJTWYDKOUDLATJXRONPOBDRFTHXLBBOWGEFFZFUZJBYSAPOLBZNKZNJZPFIDD,10.0,Ahxfuabvdzk,2.0,5.0,S,93.0,347.0,U,Allegheny Technologies,3355966.0
veh10232,475461.0,Baton Rouge,,0.0,Uwbjwjqkdv,3.0,0.0,M,94.0,485.0,,Benchmark Electronics,2942345.0
DYC10233,96759.0,Cincinnati,TEWPKLVXCWRCOSZIXTFOATRWCBLERPUDMNWUGLTMIJMZMCLMVUKBJNMKRZABI,2.0,jhrhhzdicj,2.0,3.0,,65.0,678.0,U,Symantec,3331379.0
Tzh10234,,Indianapolis,YSFOLWGIDKLMBCNDSBHDQJVREWSWMFSJXLDRVWNLMPXTJIUEYBOXTNOBHSFRXHNDDGVX,1.0,Ynrzjqwno,5.0,,D,55.0,506.0,U,AmeriCredit,2402663.0
pem10235,312460.0,Anaheim,zqdnorkjuqjlanamzffxhuaiwipavvamgeqzkeehbwilgrjxwysxoareiv,0.0,Fhvqktm,4.0,0.0,U,19.0,608.0,O,Superior Energy Services,3921984.0
SIB10236,59454.0,Escondido,TXDYSECJQLPLOYIVQNXFNYB,5.0,Hqhnrucr,3.0,4.0,M,6.0,608.0,O,Terex,
nba10237,98322.0,McAllen,Hloywtulixowcrsoowxstxovivcxmdecfcsdchvkbpkgppdctmhynibzcfdxfesbbouukbebhyefc,2.0,JGQEAGVB,2.0,5.0,M,36.0,374.0,O,RPM International,2448532.0
Hgp10238,199607.0,Providence,Rwmbvfssdxckxbemanirddvqmhfitovyrvwqupezncpmvuwumuebojeonui,6.0,Ahbswkramb,0.0,3.0,M,95.0,388.0,O,RadioShack,2661793.0
