codice_postale,cognome,nome,email,cliente_id,indirizzo,indirizzo2,negozio_id,attivo,distretto,telefono,data_creazione,città_id,indirizzo_id
16744,MITCHELL,STEPHANIE,STEPHANIE.MITCHELL@sakilacustomer.org,41,42 Brindisi Place,,1,1,Yerevan,42384721397,2006-02-14 22:04:36,586,45
98883,MALCOLM,CLIFTON,CLIFTON.MALCOLM@sakilacustomer.org,577,1489 Kakamigahara Lane,,2,1,Taipei,29341849811,2006-02-14 22:04:37,526,583
89459,PETERS,SUE,SUE.PETERS@sakilacustomer.org,197,817 Bradford Loop,,2,1,Ji´angsu,264286442804,2006-02-14 22:04:36,109,201
22236,ROMERO,MINNIE,MINNIE.ROMERO@sakilacustomer.org,239,47 Syktyvkar Lane,,2,1,West Java,63937119031,2006-02-14 22:04:36,118,243
16790,MARTEL,CALVIN,CALVIN.MARTEL@sakilacustomer.org,453,138 Caracas Boulevard,,1,1,Zulia,974433019532,2006-02-14 22:04:37,326,458
32474,CARLSON,TERRY,TERRY.CARLSON@sakilacustomer.org,253,752 Ondo Loop,,1,1,Miyazaki,134673576619,2006-02-14 22:04:36,338,258
37288,BURKE,LYDIA,LYDIA.BURKE@sakilacustomer.org,243,1483 Pathankot Street,,1,1,Tucumn,686015532180,2006-02-14 22:04:36,454,247
22824,MORRISON,BESSIE,BESSIE.MORRISON@sakilacustomer.org,221,1926 Gingoog Street,,1,1,Sisilia,469738825391,2006-02-14 22:04:36,511,225
39414,HANNON,SETH,SETH.HANNON@sakilacustomer.org,590,1759 Niznekamsk Avenue,,2,1,al-Manama,864392582257,2006-02-14 22:04:37,14,596
67924,WILLIAMSON,GINA,GINA.WILLIAMSON@sakilacustomer.org,213,1001 Miyakonojo Lane,,1,1,Taizz,584316724815,2006-02-14 22:04:36,518,217
73605,LARUE,DARYL,DARYL.LARUE@sakilacustomer.org,579,1208 Tama Loop,,2,1,Ninawa,954786054144,2006-02-14 22:04:37,344,585
27796,DOUGLASS,SEAN,SEAN.DOUGLASS@sakilacustomer.org,392,614 Pak Kret Street,,2,1,Addis Abeba,47808359842,2006-02-14 22:04:37,6,397
57587,SATTERFIELD,WILLIAM,WILLIAM.SATTERFIELD@sakilacustomer.org,303,687 Alessandria Parkway,,2,1,Sanaa,407218522294,2006-02-14 22:04:37,455,308
70664,BOSTIC,LEON,LEON.BOSTIC@sakilacustomer.org,460,734 Tanshui Avenue,,1,1,Caquet,366776723320,2006-02-14 22:04:37,170,465
53628,TAYLOR,DOROTHY,DOROTHY.TAYLOR@sakilacustomer.org,10,1531 Salé Drive,,1,1,Esfahan,648856936185,2006-02-14 22:04:36,162,14
29763,BAUGH,EDWARD,EDWARD.BAUGH@sakilacustomer.org,317,1359 Zhoushan Parkway,,2,1,Streymoyar,46568045367,2006-02-14 22:04:37,545,322
11763,NEAL,PENNY,PENNY.NEAL@sakilacustomer.org,271,1675 Xi´angfan Manor,,1,0,Tamil Nadu,271149517630,2006-02-14 22:04:36,283,276
55676,NOLEN,CODY,CODY.NOLEN@sakilacustomer.org,544,1715 Okayama Street,,2,1,São Paulo,169352919175,2006-02-14 22:04:37,485,550
89502,BARNETT,CAROLE,CAROLE.BARNETT@sakilacustomer.org,275,1980 Kamjanets-Podilskyi Street,,2,1,Illinois,874337098891,2006-02-14 22:04:37,404,280
61960,DELVALLE,WADE,WADE.DELVALLE@sakilacustomer.org,598,1331 Usak Boulevard,,1,1,Vaud,145308717464,2006-02-14 22:04:37,296,604
56254,HORTON,BILLIE,BILLIE.HORTON@sakilacustomer.org,278,457 Tongliao Loop,,2,1,Bursa,880756161823,2006-02-14 22:04:37,222,283
53502,ROSE,DARLENE,DARLENE.ROSE@sakilacustomer.org,157,1386 Nakhon Sawan Boulevard,,2,1,Pyongyang-si,368899174225,2006-02-14 22:04:36,420,161
1027,ANDERSON,LISA,LISA.ANDERSON@sakilacustomer.org,11,1542 Tarlac Parkway,,2,1,Kanagawa,635297277345,2006-02-14 22:04:36,440,15
47929,BAKER,PAMELA,PAMELA.BAKER@sakilacustomer.org,37,1440 Fukuyama Loop,,1,1,Henan,912257250465,2006-02-14 22:04:36,362,41
43331,GARCIA,CAROL,CAROL.GARCIA@sakilacustomer.org,18,320 Brest Avenue,,2,1,Kaduna,747791594069,2006-02-14 22:04:36,252,22
75149,HARRISON,WENDY,WENDY.HARRISON@sakilacustomer.org,115,1107 Nakhon Sawan Avenue,,1,1,Mxico,867546627903,2006-02-14 22:04:36,365,119
59811,CURLEY,STEVEN,STEVEN.CURLEY@sakilacustomer.org,316,651 Pathankot Loop,,1,1,Maharashtra,139378397418,2006-02-14 22:04:37,336,321
48980,ROGERS,TERESA,TERESA.ROGERS@sakilacustomer.org,54,1964 Allappuzha (Alleppey) Street,,1,1,Yamaguchi,920811325222,2006-02-14 22:04:36,227,58
28814,ROBERT,ERIC,ERIC.ROBERT@sakilacustomer.org,331,430 Kumbakonam Drive,,1,1,Santa Fé,105470691550,2006-02-14 22:04:37,457,336
8816,CAUSEY,PHILIP,PHILIP.CAUSEY@sakilacustomer.org,393,954 Lapu-Lapu Way,,1,1,Moskova,737229003916,2006-02-14 22:04:37,278,398
19489,MCDUFFIE,SAM,SAM.MCDUFFIE@sakilacustomer.org,490,656 Matamoros Drive,,1,1,Boyac,17305839123,2006-02-14 22:04:37,487,495
64709,DOWD,LLOYD,LLOYD.DOWD@sakilacustomer.org,458,935 Aden Boulevard,,1,1,Central Java,335052544020,2006-02-14 22:04:37,532,463
60951,BROOKS,BEVERLY,BEVERLY.BROOKS@sakilacustomer.org,73,1947 Poços de Caldas Boulevard,,2,1,Chiayi,427454485876,2006-02-14 22:04:36,114,77
25145,DEVORE,HERMAN,HERMAN.DEVORE@sakilacustomer.org,481,64 Korla Street,,1,1,Mwanza,510383179153,2006-02-14 22:04:37,347,486
54308,MARTIN,SANDRA,SANDRA.MARTIN@sakilacustomer.org,16,360 Toulouse Parkway,,2,0,England,949312333307,2006-02-14 22:04:36,495,20
75559,RICKETTS,RONNIE,RONNIE.RICKETTS@sakilacustomer.org,456,1889 Valparai Way,,2,1,Ziguinchor,670370974122,2006-02-14 22:04:37,600,461
18841,GILLILAND,JOE,JOE.GILLILAND@sakilacustomer.org,349,953 Hodeida Street,,2,1,Southern Tagalog,53912826864,2006-02-14 22:04:37,221,354
15414,NOLAND,JULIO,JULIO.NOLAND@sakilacustomer.org,545,182 Nuku´alofa Drive,,2,1,Sumy,426346224043,2006-02-14 22:04:37,275,551
93896,MILLER,MARIA,MARIA.MILLER@sakilacustomer.org,7,900 Santiago de Compostela Parkway,,1,1,Central Serbia,716571220373,2006-02-14 22:04:36,280,11
68146,HOLLAND,MABEL,MABEL.HOLLAND@sakilacustomer.org,256,51 Laredo Avenue,,2,1,Sagaing,884536620568,2006-02-14 22:04:36,342,261
3656,KAHN,ALAN,ALAN.KAHN@sakilacustomer.org,389,753 Ilorin Avenue,,1,1,Sichuan,464511145118,2006-02-14 22:04:37,157,394
30418,WEST,EDNA,EDNA.WEST@sakilacustomer.org,109,682 Junan Way,,2,1,North West,622255216127,2006-02-14 22:04:36,273,113
36603,GUNDERSON,TERRENCE,TERRENCE.GUNDERSON@sakilacustomer.org,595,844 Bucuresti Place,,1,1,Liaoning,935952366111,2006-02-14 22:04:37,242,601
50390,JENSEN,LENA,LENA.JENSEN@sakilacustomer.org,259,1027 Banjul Place,,2,1,West Bengali,538241037443,2006-02-14 22:04:36,197,264
92568,RAPP,ANDRE,ANDRE.RAPP@sakilacustomer.org,515,568 Dhule (Dhulia) Loop,,1,1,Coquimbo,602101369463,2006-02-14 22:04:37,127,521
99552,BETANCOURT,MIGUEL,MIGUEL.BETANCOURT@sakilacustomer.org,448,319 Springs Loop,,1,1,Baijeri,72524459905,2006-02-14 22:04:37,160,453
17381,OCAMPO,MARION,MARION.OCAMPO@sakilacustomer.org,588,1464 Kursk Parkway,,1,1,Shandong,338758048786,2006-02-14 22:04:37,574,594
10417,MEEK,ANTONIO,ANTONIO.MEEK@sakilacustomer.org,398,1190 0 Place,,1,1,Rio Grande do Sul,841876514789,2006-02-14 22:04:37,44,403
27107,CINTRON,AUSTIN,AUSTIN.CINTRON@sakilacustomer.org,599,1325 Fukuyama Street,,2,1,Heilongjiang,288241215394,2006-02-14 22:04:37,537,605
99124,BANKS,JESSIE,JESSIE.BANKS@sakilacustomer.org,215,1229 Valencia Parkway,,2,1,Haskovo,352679173732,2006-02-14 22:04:36,498,219
75933,MORENO,STELLA,STELLA.MORENO@sakilacustomer.org,247,1473 Changhwa Parkway,,1,1,Mxico,266798132374,2006-02-14 22:04:36,124,251
39529,BENNER,CHESTER,CHESTER.BENNER@sakilacustomer.org,511,1574 Goiânia Boulevard,,1,1,Heilongjiang,59634255214,2006-02-14 22:04:37,502,516
91590,SHELLEY,SCOTT,SCOTT.SHELLEY@sakilacustomer.org,330,587 Benguela Manor,,1,1,Illinois,165450987037,2006-02-14 22:04:37,42,335
71182,CRAWLEY,MAURICE,MAURICE.CRAWLEY@sakilacustomer.org,482,1785 São Bernardo do Campo Street,,1,0,Veracruz,684529463244,2006-02-14 22:04:37,125,487
58194,WAGNER,DOLORES,DOLORES.WAGNER@sakilacustomer.org,171,316 Uruapan Street,,2,1,Perak,275788967899,2006-02-14 22:04:36,223,175
90628,FULLER,CLAUDIA,CLAUDIA.FULLER@sakilacustomer.org,234,346 Skikda Parkway,,1,1,Hawalli,630424482919,2006-02-14 22:04:36,233,238
45844,MOORE,MARGARET,MARGARET.MOORE@sakilacustomer.org,9,613 Korolev Drive,,2,1,Masqat,380657522649,2006-02-14 22:04:36,329,13
3924,GUTIERREZ,CARLA,CARLA.GUTIERREZ@sakilacustomer.org,202,642 Nador Drive,,2,1,Maharashtra,369050085652,2006-02-14 22:04:36,77,206
22372,BANDA,EVERETT,EVERETT.BANDA@sakilacustomer.org,559,1741 Hoshiarpur Boulevard,,2,1,al-Sharqiya,855066328617,2006-02-14 22:04:37,79,565
52137,DUGGAN,FREDDIE,FREDDIE.DUGGAN@sakilacustomer.org,597,1103 Quilmes Boulevard,,1,1,Piura,644021380889,2006-02-14 22:04:37,503,603
35653,VINES,CECIL,CECIL.VINES@sakilacustomer.org,512,548 Uruapan Street,,1,1,Ontario,879347453467,2006-02-14 22:04:37,312,517
25866,PEMBERTON,LANCE,LANCE.PEMBERTON@sakilacustomer.org,543,454 Qinhuangdao Drive,,1,1,Tadla-Azilal,786270036240,2006-02-14 22:04:37,68,549
94018,PINSON,JEFFERY,JEFFERY.PINSON@sakilacustomer.org,416,966 Arecibo Loop,,2,1,Sind,15273765306,2006-02-14 22:04:37,134,421
35109,HART,DANA,DANA.HART@sakilacustomer.org,179,1089 Iwatsuki Avenue,,1,1,Kirov,866092335135,2006-02-14 22:04:36,270,183
69640,TRUONG,WAYNE,WAYNE.TRUONG@sakilacustomer.org,370,1049 Matamoros Parkway,,2,1,Karnataka,960505250340,2006-02-14 22:04:37,191,375
45142,WELLS,SHEILA,SHEILA.WELLS@sakilacustomer.org,124,848 Tafuna Manor,,1,0,Kütahya,614935229095,2006-02-14 22:04:36,281,128
88307,FERNANDEZ,MELINDA,MELINDA.FERNANDEZ@sakilacustomer.org,223,1820 Maringá Parkway,,1,1,Punjab,99760893676,2006-02-14 22:04:36,324,227
35200,SMITH,MARY,MARY.SMITH@sakilacustomer.org,1,1913 Hanoi Way,,1,1,Nagasaki,28303384290,2006-02-14 22:04:36,463,5
59025,GRAY,JUDY,JUDY.GRAY@sakilacustomer.org,69,1031 Daugavpils Parkway,,2,1,Béchar,107137400143,2006-02-14 22:04:36,63,73
69517,FLEMING,MYRTLE,MYRTLE.FLEMING@sakilacustomer.org,258,532 Toulon Street,,1,1,Santiago,46871694740,2006-02-14 22:04:36,460,263
52163,BUTLER,LOIS,LOIS.BUTLER@sakilacustomer.org,91,1370 Le Mans Avenue,,2,1,Brunei and Muara,345679835036,2006-02-14 22:04:36,53,95
37815,CROMWELL,IVAN,IVAN.CROMWELL@sakilacustomer.org,570,1351 Sousse Lane,,2,1,Coahuila de Zaragoza,203804046132,2006-02-14 22:04:37,341,576
64344,LITTLE,MAUREEN,MAUREEN.LITTLE@sakilacustomer.org,226,201 Effon-Alaiye Way,,2,1,Asunción,684192903087,2006-02-14 22:04:36,37,230
6804,FREEMAN,SHANNON,SHANNON.FREEMAN@sakilacustomer.org,123,117 Boa Vista Way,,2,1,Uttar Pradesh,677976133614,2006-02-14 22:04:36,566,127
2012,LOWE,PRISCILLA,PRISCILLA.LOWE@sakilacustomer.org,273,144 South Hill Loop,,2,1,Guanajuato,45387294817,2006-02-14 22:04:37,445,278
21872,AQUINO,OSCAR,OSCAR.AQUINO@sakilacustomer.org,449,956 Nam Dinh Manor,,2,1,Kerman,474047727727,2006-02-14 22:04:37,481,454
65599,YOUNG,CYNTHIA,CYNTHIA.YOUNG@sakilacustomer.org,28,1425 Shikarpur Manor,,1,1,Bihar,678220867005,2006-02-14 22:04:36,346,32
29932,PATTERSON,WANDA,WANDA.PATTERSON@sakilacustomer.org,87,1740 Portoviejo Avenue,,1,1,Sucre,198123170793,2006-02-14 22:04:36,480,91
84931,LONG,JACQUELINE,JACQUELINE.LONG@sakilacustomer.org,86,870 Ashqelon Loop,,2,1,Songkhla,135117278909,2006-02-14 22:04:36,489,90
61069,JORDAN,TIFFANY,TIFFANY.JORDAN@sakilacustomer.org,110,804 Elista Drive,,2,1,Hubei,379804592943,2006-02-14 22:04:36,159,114
74671,JENKINS,LOUISE,LOUISE.JENKINS@sakilacustomer.org,83,929 Tallahassee Loop,,1,1,Gauteng,800716535041,2006-02-14 22:04:36,497,87
17032,RINEHART,MARK,MARK.RINEHART@sakilacustomer.org,312,780 Kimberley Way,,2,1,Tabuk,824396883951,2006-02-14 22:04:37,515,317
85799,MORRISSEY,JASON,JASON.MORRISSEY@sakilacustomer.org,322,1427 A Coruña (La Coruña) Place,,1,1,Buenos Aires,972574862516,2006-02-14 22:04:37,45,327
2299,JOHNSTON,KRISTIN,KRISTIN.JOHNSTON@sakilacustomer.org,214,226 Brest Manor,,1,1,California,785881412500,2006-02-14 22:04:36,508,218
76383,SULLIVAN,DAWN,DAWN.SULLIVAN@sakilacustomer.org,105,454 Nakhon Sawan Boulevard,,1,1,Funafuti,963887147572,2006-02-14 22:04:36,173,109
50199,KING,MELISSA,MELISSA.KING@sakilacustomer.org,30,1668 Anápolis Street,,1,1,Taipei,525255540978,2006-02-14 22:04:36,316,34
62472,GOODEN,KENNETH,KENNETH.GOODEN@sakilacustomer.org,315,1542 Lubumbashi Boulevard,,2,0,Tel Aviv,508800331065,2006-02-14 22:04:37,57,320
97271,EGGLESTON,JIMMIE,JIMMIE.EGGLESTON@sakilacustomer.org,558,505 Madiun Boulevard,,1,0,Dolnoslaskie,970638808606,2006-02-14 22:04:37,577,564
13629,ASHER,TYRONE,TYRONE.ASHER@sakilacustomer.org,540,191 José Azueta Parkway,,1,1,Ruse,932156667696,2006-02-14 22:04:37,436,546
58492,SUTTON,FELICIA,FELICIA.SUTTON@sakilacustomer.org,283,226 Halifax Street,,1,1,Xinxiang,790651020929,2006-02-14 22:04:37,277,288
93026,COLE,TRACY,TRACY.COLE@sakilacustomer.org,108,1002 Ahmadnagar Manor,,1,1,Mxico,371490777743,2006-02-14 22:04:36,213,112
33030,BOLIN,MATHEW,MATHEW.BOLIN@sakilacustomer.org,539,163 Augusta-Richmond County Loop,,1,1,Carabobo,754579047924,2006-02-14 22:04:37,561,545
88513,TOBIAS,CLYDE,CLYDE.TOBIAS@sakilacustomer.org,485,1909 Dayton Avenue,,1,1,Guangdong,702955450528,2006-02-14 22:04:37,469,490
40899,GUILLEN,ERIK,ERIK.GUILLEN@sakilacustomer.org,529,635 Brest Manor,,2,1,Andhra Pradesh,80593242951,2006-02-14 22:04:37,75,535
70618,MATTHEWS,ERICA,ERICA.MATTHEWS@sakilacustomer.org,169,1294 Firozabad Drive,,2,0,Ji´angxi,161801569569,2006-02-14 22:04:36,407,173
13496,CARRANZA,TONY,TONY.CARRANZA@sakilacustomer.org,401,454 Patiala Lane,,2,1,Fukushima,794553031307,2006-02-14 22:04:37,276,406
13203,ARCE,HARRY,HARRY.ARCE@sakilacustomer.org,368,1922 Miraj Way,,1,0,Esfahan,320471479776,2006-02-14 22:04:37,356,373
82338,GARZA,PEARL,PEARL.GARZA@sakilacustomer.org,224,60 Poços de Caldas Street,,2,1,Rajasthan,963063788669,2006-02-14 22:04:36,243,228
71986,RUSSELL,ANNIE,ANNIE.RUSSELL@sakilacustomer.org,97,1599 Plock Drive,,2,1,Tete,817248913162,2006-02-14 22:04:36,534,101
38834,WATTS,SHELLY,SHELLY.WATTS@sakilacustomer.org,294,32 Pudukkottai Lane,,2,1,Ohio,967274728547,2006-02-14 22:04:37,140,299
31342,SEAL,KARL,KARL.SEAL@sakilacustomer.org,526,1427 Tabuk Place,,2,1,Florida,214756839122,2006-02-14 22:04:37,101,532
15540,SIMS,VANESSA,VANESSA.SIMS@sakilacustomer.org,195,1792 Valle de la Pascua Place,,1,1,Nordrhein-Westfalen,419419591240,2006-02-14 22:04:36,477,199
38145,ADAMS,KATHLEEN,KATHLEEN.ADAMS@sakilacustomer.org,36,334 Munger (Monghyr) Lane,,2,1,Markazi,481183273622,2006-02-14 22:04:36,31,40
52535,PARKER,FRANCES,FRANCES.PARKER@sakilacustomer.org,47,686 Garland Manor,,1,1,Cear,69493378813,2006-02-14 22:04:36,247,51
99457,ROBERTSON,JOANNE,JOANNE.ROBERTSON@sakilacustomer.org,147,1337 Lincoln Parkway,,2,1,Saitama,597815221267,2006-02-14 22:04:36,555,151
37650,NGO,JUSTIN,JUSTIN.NGO@sakilacustomer.org,354,519 Nyeri Manor,,2,1,São Paulo,764680915323,2006-02-14 22:04:37,461,359
44274,PFEIFFER,BOB,BOB.PFEIFFER@sakilacustomer.org,564,415 Pune Avenue,,2,1,Shandong,203202500108,2006-02-14 22:04:37,580,570
25958,WASHINGTON,RUBY,RUBY.WASHINGTON@sakilacustomer.org,90,1952 Chatsworth Drive,,2,1,Guangdong,991562402283,2006-02-14 22:04:36,332,94
97056,RICO,KEITH,KEITH.RICO@sakilacustomer.org,357,482 Kowloon and New Kowloon Manor,,1,1,Bratislava,738968474939,2006-02-14 22:04:37,90,362
72771,MACKENZIE,STEVE,STEVE.MACKENZIE@sakilacustomer.org,372,154 Oshawa Manor,,2,1,East Java,440365973660,2006-02-14 22:04:37,415,377
83565,CURTIS,LEAH,LEAH.CURTIS@sakilacustomer.org,270,906 Goiânia Way,,1,1,Wielkopolskie,701767622697,2006-02-14 22:04:36,255,275
77459,MYERS,PEGGY,PEGGY.MYERS@sakilacustomer.org,101,733 Mandaluyong Place,,1,1,Asir,196568435814,2006-02-14 22:04:36,2,105
48570,BUSTAMANTE,LEROY,LEROY.BUSTAMANTE@sakilacustomer.org,442,105 Dzerzinsk Manor,,1,1,Inner Mongolia,240776414296,2006-02-14 22:04:37,540,447
73824,SHANKS,EARL,EARL.SHANKS@sakilacustomer.org,396,168 Cianjur Manor,,1,1,Saitama,679095087143,2006-02-14 22:04:37,228,401
83579,WILLIAMS,LINDA,LINDA.WILLIAMS@sakilacustomer.org,3,692 Joliet Street,,1,1,Attika,448477190408,2006-02-14 22:04:36,38,7
36693,MCALISTER,RENE,RENE.MCALISTER@sakilacustomer.org,593,1895 Zhezqazghan Drive,,2,1,California,137809746111,2006-02-14 22:04:37,177,599
26101,HARKINS,BRENT,BRENT.HARKINS@sakilacustomer.org,493,319 Plock Parkway,,1,1,Istanbul,854259976812,2006-02-14 22:04:37,504,498
30695,ALEXANDER,DIANA,DIANA.ALEXANDER@sakilacustomer.org,96,1308 Arecibo Way,,1,1,Georgia,6171054059,2006-02-14 22:04:36,41,100
62686,PIERCE,SALLY,SALLY.PIERCE@sakilacustomer.org,167,1540 Wroclaw Drive,,2,1,Maharashtra,182363341674,2006-02-14 22:04:36,107,171
53145,CHAMBERS,KRISTINA,KRISTINA.CHAMBERS@sakilacustomer.org,290,544 Tarsus Boulevard,,1,1,Gurico,892523334,2006-02-14 22:04:37,562,295
25787,WYMAN,BRIAN,BRIAN.WYMAN@sakilacustomer.org,318,1769 Iwaki Lane,,1,1,Kujawsko-Pomorskie,556100547674,2006-02-14 22:04:37,97,323
95775,CLARY,ADRIAN,ADRIAN.CLARY@sakilacustomer.org,525,1986 Sivas Place,,2,1,Friuli-Venezia Giuli,182059202712,2006-02-14 22:04:37,551,531
841,CORNISH,ALLAN,ALLAN.CORNISH@sakilacustomer.org,548,947 Tórshavn Place,,1,1,Central Luzon,50898428626,2006-02-14 22:04:37,528,554
85769,WARREN,HAZEL,HAZEL.WARREN@sakilacustomer.org,138,1587 Sullana Lane,,1,1,Inner Mongolia,468060467018,2006-02-14 22:04:36,207,142
95093,BOX,BYRON,BYRON.BOX@sakilacustomer.org,573,521 San Juan Bautista Tuxtepec Place,,1,1,Qaraghandy,844018348565,2006-02-14 22:04:37,598,579
40070,PENA,ERIKA,ERIKA.PENA@sakilacustomer.org,298,898 Jining Lane,,1,1,Pohjois-Pohjanmaa,161643343536,2006-02-14 22:04:37,387,303
70425,MOTLEY,BRADLEY,BRADLEY.MOTLEY@sakilacustomer.org,426,1596 Acuña Parkway,,1,1,Jharkhand,157133457169,2006-02-14 22:04:37,418,431
64875,MADRIGAL,RALPH,RALPH.MADRIGAL@sakilacustomer.org,360,1009 Zanzibar Lane,,2,1,Arecibo,102396298916,2006-02-14 22:04:37,32,365
1195,QUALLS,STEPHEN,STEPHEN.QUALLS@sakilacustomer.org,332,1838 Tabriz Lane,,1,1,Dhaka,38988715447,2006-02-14 22:04:37,143,337
21464,MEYER,NATALIE,NATALIE.MEYER@sakilacustomer.org,216,1201 Qomsheh Manor,,1,1,Gois,873492228462,2006-02-14 22:04:36,28,220
89420,LANCE,JACOB,JACOB.LANCE@sakilacustomer.org,420,1866 al-Qatif Avenue,,1,1,California,546793516940,2006-02-14 22:04:37,155,425
72394,SANDERS,TAMMY,TAMMY.SANDERS@sakilacustomer.org,75,1551 Rampur Lane,,2,1,Changhwa,251164340471,2006-02-14 22:04:36,108,79
33768,CRAIG,BOBBIE,BOBBIE.CRAIG@sakilacustomer.org,288,86 Higashiosaka Lane,,1,1,Guanajuato,957128697225,2006-02-14 22:04:37,563,293
42420,JACOBS,GEORGIA,GEORGIA.JACOBS@sakilacustomer.org,231,954 Kimchon Place,,1,1,West Bengali,541327526474,2006-02-14 22:04:36,559,235
22474,BISHOP,AGNES,AGNES.BISHOP@sakilacustomer.org,217,866 Shivapuri Manor,,2,1,Uttar Pradesh,778502731092,2006-02-14 22:04:36,448,221
50598,GEORGE,JOY,JOY.GEORGE@sakilacustomer.org,230,1256 Bislig Boulevard,,2,1,Botosani,479007229460,2006-02-14 22:04:36,86,234
