AgencyID,Age,Income,AddressLine1,CreditRating,NumberChildren,Country,AddressLine2,NetWorth,OwnOrRentFlag,Employer,LastName,FirstName,MiddleInitial,Gender,PostalCode
Cho2542,81.0,214595.0,23592 ardmore rue,647.0,5.0,United States of America,,3988768.0,O,Principal Financial,Choo-kang,Huib,H,,85231
Fou2543,17.0,85902.0,18688 BEATTY BOULEVARD,657.0,4.0,United States of America,,619627.0,O,United Services Automobile,Fouke,Naveen,,,98406
Mar2544,29.0,479979.0,17886 st. phillip upper,720.0,0.0,Canada,,294902.0,O,Pilgrim's Pride,Marttinen,Angeliek,,,h2e 1u4
Tog2545,20.0,296791.0,8116 martin upper,809.0,5.0,United States of America,,1351126.0,O,Prudential Financial,Tognoni,Las,A,,70150
Abi2546,66.0,421265.0,17026 durand north,850.0,5.0,Canada,,2913033.0,O,BJ Services,Abi-aad,Zdenka,,,T6d 1g6
pig2547,48.0,404755.0,17073 rust north,375.0,2.0,United States of America,,,,HSN,piggott,Faith,,M,M5e 1y8
Piy2548,48.0,363331.0,10938 main lane,564.0,4.0,United States of America,,1593121.0,O,VWR Funding,Piyasena,Lubomyr,U,M,h7f 1t9
Pel2549,10.0,65695.0,19876 conier upper,582.0,5.0,United States of America,,1046997.0,U,ArvinMeritor,Peleato,SARI,,,V6k 1p6
Had2550,64.0,176926.0,14243 river place road,376.0,4.0,United States of America,,1090026.0,O,Flowserve,Hadley,RANICE,,F,10010
DAW2551,93.0,138136.0,19518 sheriden upper,843.0,0.0,United States of America,,951099.0,O,American Eagle Outfitters,DAWSON,Walter,,,92411
FAI2552,20.0,,4833 baltic boulevard,809.0,5.0,Canada,Apt. 471,1503741.0,O,,FAIRLIE,prashant,M,,E7n 1q2
tri2553,5.0,434217.0,16181 foster park,699.0,4.0,United States of America,,3335946.0,U,United Technologies,trisic,Xylina,,,78749
RAM2554,88.0,65910.0,7042 ottley park,355.0,3.0,United States of America,,204564.0,O,Family Dollar Stores,RAMSAYER,Mot,,,93832
pat2555,22.0,124057.0,1104 century road,315.0,2.0,United States of America,,3363186.0,U,AmeriCredit,paterson,Megan,,,90232
QUI2556,54.0,323372.0,24400 SYCAMORE SCHOOL BOULEVARD,,1.0,United States of America,,80004.0,O,Enterprise GP Holdings,QUILTY,Radoslav,Y,F,V6d 1v2
Koh2557,22.0,140747.0,9815 withers lane,,4.0,United States of America,,727999.0,O,Applied Materials,Kohnhorst,tidwell,,,94590
Pue2558,79.0,,15520 ledgestone upper,574.0,1.0,United States of America,,208029.0,R,,Puent,Torre,,,94518
DRO2559,88.0,26190.0,2164 palm road,737.0,5.0,Canada,,2750505.0,O,Laclede Group,DROLET,Julee,C,F,72265
Akk2560,14.0,211812.0,13741 durand street,823.0,1.0,United States of America,,2105378.0,O,,Akkermans,Roland,,,T6d 1e7
Cud2561,94.0,491034.0,23181 CANTEY COURT,571.0,1.0,United States of America,,574595.0,O,Aleris International,Cuddihy,Jey,Y,M,92858
Wol2562,59.0,58204.0,2989 madison north,466.0,2.0,United States of America,,1660243.0,U,Erie Insurance Group,Wolfman,Cang,,,10263
Ser2563,19.0,92676.0,24795 CLOVER COURT,738.0,3.0,Canada,Apt. 440,1499364.0,O,Expeditors International,Serbin,WILEEN,M,,75025
Deg2564,66.0,135240.0,24368 rutgers way,460.0,3.0,Canada,,3704446.0,O,KBR,Degan,deanne,,M,94354
Fre2565,36.0,292583.0,17976 jack avenue,781.0,2.0,United States of America,,2337575.0,O,Marathon Oil,Frey,MARIT,,,19133
Kir2566,4.0,285149.0,4144 LAKE PARK LANE,408.0,1.0,United States of America,,107221.0,O,RBS Global,Kirkby,Carleen,,,E7N 1P4
LAT2567,22.0,,5656 upton west,586.0,5.0,United States of America,,3827727.0,R,Eli Lilly,LATORRE,Catlaina,,,S3a 1g9
cob2568,69.0,161828.0,6488 AVALON NORTH,607.0,1.0,United States of America,,1540650.0,R,VF,cobaugh,DEHLIA,,F,39207
plo2569,95.0,308038.0,9109 western way,322.0,5.0,United States of America,Suite 344,2635531.0,O,Rowan Cos.,plouffe,Mechelle,,F,v6x 1s8
STA2570,11.0,276572.0,8680 BAGBY COURT,,0.0,United States of America,,3642330.0,R,Thrivent Financial,STARSDPS,costas-dinos,,,31410
pal2571,6.0,379621.0,6517 FRAILING WEST,790.0,1.0,United States of America,,608896.0,O,Family Dollar Stores,paliwal,Emmaline,,,20083
Woo2572,61.0,69893.0,19334 STRATMORE LANE,500.0,4.0,United States of America,,1437234.0,R,Andersons,Wooster,Yueli,,F,45441
De 2573,96.0,419209.0,18175 walnut east,445.0,2.0,United States of America,Apt. 117,1337965.0,O,Rent A Center,De wiele,ninette,P,F,36652
Epp2574,59.0,344598.0,11167 WOLFE WAY,408.0,0.0,United States of America,,1092846.0,O,,Eppenstiner,Alicia,P,,V6B 1S8
LIC2575,73.0,37819.0,24743 hope drive,805.0,0.0,United States of America,,1377455.0,O,Henry Schein,LICANDRO,MICHAELLA,,M,T5a 1t1
hes2576,9.0,97688.0,10905 apollo west,526.0,4.0,United States of America,,1501897.0,O,Hospira,hesk,WINONAH,,F,55420
pha2577,78.0,234104.0,24740 kingsbridge south,766.0,2.0,United States of America,,1920413.0,,Regions Financial,phagan,Quynh,,,47738
Fit2578,39.0,176880.0,17481 spectrum avenue,436.0,,Canada,,3378585.0,R,Nalco Holding,Fitzgerald,Hilde,Z,,10203
PRA2579,35.0,429694.0,9552 roosevelt court,491.0,0.0,United States of America,,699399.0,U,Ryder System,PRANG,chlo,F,F,h2e 1y4
JAM2580,16.0,,20623 hickory street,604.0,5.0,United States of America,,211289.0,O,Cabela's,JAMNEJAD,ALIKEE,B,f,90876
cel2581,57.0,293547.0,6802 ames street,,5.0,Canada,,1572695.0,U,American National Insurance,cellucci,SHEILA,G,m,T6b 1e2
STE2582,13.0,8477.0,2088 red willow way,,5.0,United States of America,,1840869.0,O,Oceaneering International,STEPP,VMCHANGE,,,94278
Ott2583,94.0,407643.0,15898 APPLEWOOD ROAD,816.0,2.0,United States of America,,3500574.0,O,Textron,Ottowa,Carrissa,J,,H2f 1x3
HOW2584,61.0,,14563 KINLAND CRESCENT,393.0,2.0,United States of America,,964379.0,O,Con-way,HOWSE,Emmalynn,,,93363
Bro2585,4.0,274472.0,6456 ashford hollow south,728.0,4.0,United States of America,,1302029.0,O,Google,Brodfuehrer,cassey,,,60795
Bur2586,10.0,457884.0,20441 PINTO PARK,561.0,4.0,United States of America,,,O,Complete Production Services,Burleigh,Dynah,,,V6N 1R5
Tha2587,26.0,453721.0,19443 payne boulevard,560.0,5.0,Canada,,866510.0,O,Dole Food,Thacker,RONICA,P,,H7g 1t3
MCC2588,57.0,275778.0,17962 COLUMBUS EAST,499.0,4.0,United States of America,apt. 979,1215692.0,R,Capital One Financial,MCCLENDON,Charlotte,,,V6y 1w5
dan2589,74.0,448783.0,19492 LYONS COURT,785.0,1.0,United States of America,,113766.0,O,NuStar Energy,daneshzadeh,Alisha,,,75052
Mat2590,84.0,491940.0,19282 holly upper,402.0,4.0,Canada,,2177765.0,R,Robert Half International,Mathieu,KAIA,O,m,23513
Gay2591,48.0,264847.0,4156 broadway west,662.0,2.0,United States of America,,1561349.0,,Southwestern Energy,Gayman,Vimi,,,22227
Kog2592,0.0,,10789 winifred lane,637.0,5.0,United States of America,,658644.0,O,Molson Coors Brewing,Kogan,Corri,B,f,73151
Dys2593,92.0,75114.0,8752 forest park east,617.0,4.0,United States of America,APT. 537,2612131.0,U,Patterson,Dysart,TAMRA,,m,80526
Ben2594,77.0,65833.0,6490 MARCHMONT SOUTH,675.0,5.0,Canada,,3349586.0,O,,Bennison,HELENKA,Y,M,V5c 1o9
bye2595,75.0,91262.0,10381 voss rue,784.0,,United States of America,,1217563.0,O,Vornado Realty Trust,byer,lexy,M,m,70503
BAR2596,58.0,117473.0,4522 BROWN AVENUE,349.0,3.0,Canada,,883061.0,O,Belk,BARRACLOUGH,diana,T,,72213
SAL2597,5.0,304577.0,2378 gaines court,603.0,2.0,United States of America,,850602.0,O,U.S. Bancorp,SALLADAY,ALBRECHT,,M,90033
Bas2598,97.0,495603.0,18907 wagner street,402.0,4.0,Canada,,3911245.0,,Starbucks,Bassignana,abbi,A,,94589
STO2599,60.0,376767.0,20060 FLORENCE DRIVE,506.0,1.0,United States of America,,244871.0,U,Rockwood Holdings,STONER,butch,M,f,M3W 1J7
Sal2600,56.0,466649.0,7828 cartwright park,328.0,0.0,Canada,,,R,,Salada,Gerrie,,M,85093
Kla2601,74.0,200175.0,22506 shelter drive,749.0,5.0,United States of America,,380616.0,U,Costco Wholesale,Klasky,fausto,Z,,48253
san2602,6.0,137606.0,575 lander court,658.0,4.0,United States of America,,2217225.0,U,Kansas City Southern,santos,dacie,,,33325
enc2603,99.0,454506.0,21119 vickery west,623.0,3.0,United States of America,Apt. 689,1549157.0,U,WABCO Holdings,encomenderos,Nissy,,,40220
bro2604,25.0,81291.0,10232 oak hill west,708.0,,United States of America,,2632065.0,O,Portland General Electric,brosselard,Eadith,U,m,44322
NET2605,55.0,438189.0,10905 apollo west,360.0,,Canada,,2092276.0,R,Shaw Group,NETDEV,GERT,I,,M5C 1Z2
BRI2606,47.0,497456.0,19478 KINLAND LANE,736.0,2.0,United States of America,,3483635.0,O,Rite Aid,BRINKMAN,sanae,D,,13211
hag2607,88.0,106953.0,18570 woodtimber way,832.0,4.0,United States of America,,193836.0,O,Abbott Laboratories,hager,Svenn-erik,K,,78742
cin2608,45.0,39767.0,947 mcshann avenue,368.0,4.0,United States of America,suite 305,1036364.0,,Scana,cinq-mars,Burgess,,M,99759
NIS2609,6.0,37849.0,11631 USTER SOUTH,427.0,1.0,United States of America,,312761.0,R,Polaris Industries,NISBET,devondra,,f,t5c 1m3
ste2610,65.0,123938.0,18234 fir street,546.0,5.0,Canada,,3748598.0,R,Phillips-Van Heusen,steeves,TANA,,M,78733
Cso2611,87.0,301799.0,8101 clifton drive,765.0,1.0,United States of America,,3713350.0,U,,Csop,Alissa,,,23289
Sti2612,12.0,305505.0,18013 tiffany way,481.0,3.0,United States of America,,394303.0,O,Rockwood Holdings,Stillwell,SHELTON,,,90840
plo2613,48.0,1925.0,2928 POTOMAC UPPER,527.0,2.0,United States of America,,2958841.0,,Eli Lilly,plouffe,manimozhi,,M,92038
jea2614,79.0,213841.0,21620 snead avenue,734.0,1.0,United States of America,,3806494.0,O,Tyson Foods,jeavons,catrina,,m,m2q 1e3
man2615,,419646.0,5350 glen loch boulevard,537.0,5.0,United States of America,,70687.0,O,Nvidia,manolios,PRIORE,E,m,M8a 1x2
zar2616,72.0,311129.0,7160 cannas avenue,626.0,2.0,United States of America,,1558633.0,R,AFLAC,zaretsky,Thea,T,,V6k 1t2
sue2617,5.0,476684.0,2579 creekbend way,734.0,0.0,United States of America,,3641585.0,R,NV Energy,suer,Halina,,,77221
MOS2618,19.0,480975.0,23607 idlewild way,426.0,4.0,United States of America,,154612.0,R,Molina Healthcare,MOSEBY,Minne,,,85089
ACT2619,100.0,266476.0,4139 PACE LOWER,789.0,2.0,United States of America,APT. 485,1261571.0,U,JetBlue Airways,ACTON,MAIDISN,,,m5d 1w3
tan2620,53.0,176933.0,2453 BAKER WAY,362.0,2.0,United States of America,,1963347.0,U,Molina Healthcare,tanchak,LAUREL,,F,94525
Fle2621,38.0,283885.0,21292 HILDEBRAND WEST,599.0,,United States of America,,,O,Kla-Tencor,Fleishman,quyen,,,M2R 1E1
Mul2622,56.0,493578.0,12683 la cienega street,402.0,2.0,United States of America,,3119965.0,O,Cimarex Energy,Mullarney,Angil,,R,80156
WAS2623,32.0,481399.0,18439 broken oak lane,444.0,3.0,United States of America,,1608044.0,R,Group 1 Automotive,WASSERMAN,PDE,,M,V6t 1w1
Hen2624,19.0,,13134 ansley upper,684.0,2.0,United States of America,,,O,Emerson Electric,Henshaw,Jorry,U,,H2g 1x4
fig2625,23.0,408392.0,2928 potomac upper,675.0,0.0,Canada,,3809485.0,O,Priceline.com,figura,Jacinta,,m,85028
Hug2626,86.0,65706.0,6490 marchmont south,526.0,3.0,United States of America,APT. 350,684008.0,O,Virgin Media,Hugel,ELVERT,,F,T5b 1t2
Par2627,29.0,328810.0,11741 hilltop court,,2.0,Canada,,3376755.0,O,,Parypa,Makam,,,95166
Qad2628,19.0,161757.0,12727 HAYDEN CRESCENT,665.0,4.0,United States of America,,1361206.0,,FMC,Qadri,okan,,,96809
Row2629,40.0,,3135 FARMERS LANE,423.0,2.0,Canada,,2794619.0,,Lennox International,Rowlandson,Korrie,,,V6o 1t6
Gha2630,7.0,49213.0,8272 cartwright avenue,496.0,4.0,United States of America,,1003024.0,O,Moog,Ghaemian,viviana,,m,X5f 1v7
mar2631,37.0,339480.0,3797 RUTGERS PARK,525.0,2.0,United States of America,,,R,J.C. Penney,martincich,Luigi,,F,m9d 1t8
gre2632,53.0,294357.0,20065 gates street,307.0,1.0,United States of America,apt. 537,1133715.0,R,Delta Air Lines,gregorski,Lizette,C,,H7h 1v8
Sto2633,19.0,161259.0,11872 crystal hills park,380.0,3.0,Canada,,,O,Target,Stooke,DENI,,,T5C 1W8
LAW2634,8.0,317922.0,6420 CRESTMERE EAST,638.0,2.0,United States of America,,1959117.0,O,Ferrellgas Partners,LAWLER,rajinderpal,S,,99519
O'n2635,26.0,402436.0,20929 lee east,813.0,2.0,United States of America,,266532.0,U,LifePoint Hospitals,O'neil,Sys,,f,M5G 1W2
DE 2636,54.0,365401.0,10286 FOXFIRE EAST,541.0,5.0,United States of America,,985695.0,O,Alliant Energy,DE CRISTOFARO,GARTH,O,,32212
WAT2637,7.0,405445.0,1429 CREEK CRESCENT,415.0,3.0,United States of America,,826199.0,O,Sanderson Farms,WATFORD,myron,O,f,23461
Wac2638,85.0,364622.0,977 SPECTRUM UPPER,712.0,3.0,United States of America,,449040.0,O,Pacer International,Wachtstetter,alyse,,,T6d 1j2
Dup2639,74.0,137296.0,17687 denton lower,826.0,2.0,United States of America,,2229730.0,O,Packaging Corp. of America,Dupuy,Walt,,,93674
Cau2640,50.0,483168.0,5608 country crescent,347.0,4.0,United States of America,Apt. 650,535069.0,O,Molson Coors Brewing,Caudill,Sherman,,,M6T 1H7
Elg2641,85.0,454656.0,23282 danvers crescent,495.0,4.0,United States of America,,1333759.0,O,Xilinx,Elgie,milzie,,,87125
wil2642,3.0,457698.0,2342 SUMMER CREST NORTH,783.0,3.0,United States of America,,2318158.0,R,Lennar,wilhelmson,Magdy,,f,e7o 1p9
bos2643,82.0,103787.0,291 SHERIDEN STREET,563.0,4.0,Canada,,2799948.0,O,Pool,bostock,bab,,,10233
FOR2644,42.0,373508.0,10572 kiel avenue,665.0,0.0,United States of America,,1015601.0,R,Dollar Tree,FORSYTHE,Nissie,,m,85098
orf2645,73.0,71202.0,15471 WILMINGTON WAY,688.0,3.0,United States of America,,2445130.0,O,W.R. Grace,orfano,Nonna,,,30388
Sme2646,1.0,437672.0,7223 guadalupe lower,702.0,5.0,United States of America,Apt. 650,2082526.0,O,Celanese,Smecca,PIERRE-MARC,,,63170
Con2647,32.0,110494.0,9761 lyle east,,5.0,United States of America,,2292497.0,O,J.B. Hunt Transport Services,Constantin,Reinhold,,f,94340
GEA2648,,43243.0,2167 MOCKINGBIRD DRIVE,403.0,2.0,United States of America,,240463.0,R,Cytec Industries,GEADAH,Glyn,T,,04107
Leb2649,31.0,228183.0,5049 MILLS AVENUE,533.0,0.0,United States of America,,2238747.0,O,Fastenal,Lebeau,Lonneke,K,M,64154
dip2650,93.0,468466.0,4937 chestnut avenue,565.0,5.0,United States of America,apt. 508,1307389.0,O,GameStop,dipasquale,Junia,,f,83710
muf2651,58.0,135062.0,21380 crosby rue,522.0,1.0,United States of America,,855570.0,R,Activision Blizzard,mufti,Betteann,,M,T6a 1i6
han2652,87.0,297308.0,15287 bingham west,679.0,3.0,United States of America,,1529968.0,O,McGraw-Hill,hancock,TREVER,,m,19092
MAS2653,5.0,110117.0,23914 ROBERTS LANE,758.0,1.0,United States of America,Apt. 298,3170619.0,O,Hawaiian Electric Industries,MASSUMI,Lyndsie,,m,T5c 1n7
Mit2654,28.0,262668.0,16177 MATLOCK DRIVE,466.0,4.0,United States of America,,788680.0,O,Nalco Holding,Mitsui,Chen-chen,,f,m3w 1k2
AKH2655,71.0,215091.0,17216 montview upper,589.0,1.0,United States of America,,1651089.0,,NBTY,AKHAVAN,MALAYSIA,,F,90503
MAH2656,86.0,237592.0,10252 main lower,614.0,3.0,United States of America,,2841964.0,O,Crosstex Energy,MAHBEER,atul,,F,68122
Whi2657,45.0,377432.0,10479 WHITTINGTON RUE,442.0,5.0,Canada,,2045984.0,R,Biogen Idec,Whidden,Brina,B,,80236
AND2658,15.0,482132.0,6360 savoy drive,506.0,0.0,United States of America,Apt. 965,899667.0,O,Laclede Group,ANDRUZZI,Elke,,,47702
Kus2659,35.0,127264.0,20900 marchmont west,790.0,1.0,Canada,apt. 784,3267917.0,O,SkyWest,Kusyk,ceil,,f,H7g 1v8
Net2660,99.0,467543.0,5755 bluff road,394.0,3.0,United States of America,,2079370.0,O,Marsh & McLennan,Networkroom,Ifti,,F,85284
MAC2661,73.0,294325.0,1715 texas west,809.0,3.0,United States of America,,3989557.0,O,Embarq,MAC MAID,ROXANA,Q,m,X7j 1r4
Wil2662,12.0,456076.0,16552 FRESCO SOUTH,365.0,1.0,United States of America,,1639126.0,O,Piedmont Natural Gas,Willette,carlotta,N,,77101
Tri2663,96.0,95438.0,24683 meadowlark boulevard,388.0,3.0,United States of America,,601085.0,O,Cardinal Health,Triplehorn,MIRIAM,,,27604
Pul2664,78.0,375099.0,20954 belt line rue,,1.0,United States of America,,2465301.0,O,Genworth Financial,Pullan,anjela,,,Y1b 1g4
ORD2665,49.0,330705.0,18458 yorkchester west,713.0,1.0,United States of America,,2856459.0,O,Activision Blizzard,ORDWAY,Mahesh,,,78712
MCC2666,55.0,124418.0,21180 trafalgar way,,4.0,Canada,,110322.0,O,,MCCORD,Jacinta,,,H7f 1t8
Mob2667,79.0,244689.0,17057 eden lower,711.0,1.0,United States of America,,583568.0,R,Schnitzer Steel Industries,Mobley,NUVIT,,F,35203
Hut2668,,458595.0,19634 el monte boulevard,429.0,5.0,United States of America,,1561090.0,O,Ameren,Hutt,birgitte,,f,45252
Swr2669,37.0,478075.0,7667 bayridge road,318.0,5.0,United States of America,,,O,Windstream,Swr,haley,Y,,m5e 1u2
TUL2670,89.0,210110.0,24713 sanders drive,529.0,,United States of America,,1398784.0,O,Psychiatric Solutions,TULLY,NGUYEN,,,19249
Cox2671,11.0,198746.0,9941 briar forest street,739.0,1.0,United States of America,Apt. 513,1345217.0,O,ServiceMaster,Coxall,NATALY,V,M,85014
rut2672,54.0,178148.0,21088 murie street,536.0,5.0,Canada,,602438.0,O,Timken,rutyna,Gina,A,f,94109
kuh2673,71.0,310156.0,1063 dunbar lower,397.0,0.0,Canada,,2801777.0,R,Steelcase,kuhn,Betteann,,,27405
Gid2674,89.0,247681.0,1424 east road,619.0,3.0,United States of America,,1361159.0,O,Granite Construction,Gidaro,Bogdan,,,36132
mcc2675,92.0,177779.0,20420 lynnfield lane,772.0,1.0,United States of America,,3231165.0,U,Pride International,mccorkle,LRC,B,M,93362
Tra2676,31.0,209850.0,12957 warren crescent,690.0,2.0,United States of America,apt. 955,866271.0,O,Spherion,Traugott,REINE,,m,v6q 1q8
Ali2677,50.0,298798.0,23987 valderra park,840.0,4.0,United States of America,,2141663.0,O,Timken,Alikhan,Brittani,K,m,V6q 1t4
Arm2678,,93065.0,11183 COUNTRY SOUTH,598.0,0.0,United States of America,Apt. 476,870111.0,O,Applied Industrial Tech,Armolavicius,chiarra,,,20046
Bla2679,48.0,288453.0,7366 fox boulevard,547.0,5.0,United States of America,Apt. 513,1917609.0,O,Agilent Technologies,Blakey,Udaya,,M,M5g 1x1
sut2680,66.0,45072.0,24280 piney point rue,,5.0,United States of America,,,O,Starwood Hotels & Resorts,sutton,anthia,,m,M5F 1X8
Pet2681,56.0,225717.0,17042 lancaster east,838.0,4.0,United States of America,APT. 508,346479.0,O,Loews,Petrinack,Chungsik,,m,47736
sob2682,87.0,222839.0,22319 amherst street,449.0,1.0,Canada,Suite 113,647760.0,,Steel Dynamics,sobkow,SETSUKO,,,76710
Sim2683,82.0,309291.0,21181 2nd rue,500.0,3.0,United States of America,,3739619.0,U,Wesco International,Simard-normandin,MARQUITA,,,77232
lar2684,,248351.0,11828 butler park,494.0,0.0,Canada,,674217.0,O,DuPont,lara,franz,,,93329
Bat2685,81.0,163421.0,24438 cedar springs avenue,,5.0,United States of America,,,O,Edison International,Battershill,aurlie,,m,77223
Her2686,44.0,393289.0,13892 jennings road,569.0,0.0,United States of America,,,R,Cracker Barrel Old Country,Herak,lacey,,,98113
Vei2687,25.0,363868.0,16648 ALEXIS AVENUE,414.0,1.0,United States of America,SUITE 48,3181769.0,O,Guess,Veilleux,Rhoda,,f,H2c 1w1
Pri2688,70.0,369608.0,2240 appleby road,814.0,2.0,United States of America,,,U,Sally Beauty Holdings,Prichard,Iris,,,23287
Pcb2689,87.0,131105.0,3202 powers lower,416.0,3.0,United States of America,,1184778.0,U,Virgin Media,Pcbtools,Natasha,U,F,E7n 1h8
Tak2690,22.0,64311.0,11516 tanner street,782.0,2.0,Canada,,2501478.0,O,Zale,Taki,Nikolia,,f,40516
sau2691,96.0,495659.0,17411 vandenburg north,735.0,0.0,United States of America,,2902400.0,R,Pinnacle West Capital,saundercook,ADEL,,,77112
tur2692,,276647.0,4373 NEVILLE NORTH,555.0,2.0,United States of America,,2493211.0,,Lincoln Electric Holdings,turkovic,Marcos,D,,V6q 1t8
Au-2693,78.0,202431.0,16064 TOWERWOOD CRESCENT,,1.0,Canada,,965733.0,R,NBTY,Au-yeung,suellen,Q,,h2b 1u1
Ver2694,24.0,256659.0,12460 CLAYTON STREET,657.0,,United States of America,,1403848.0,O,Philip Morris International,Verification,etienne,S,,27614
REI2695,95.0,219099.0,3234 pasadena boulevard,722.0,2.0,Canada,,2104839.0,R,OfficeMax,REISER,Richardson,X,,85770
Osb2696,84.0,124595.0,3146 HOWSER LANE,611.0,0.0,Canada,,2042347.0,O,Charming Shoppes,Osborne,Marko,R,,85225
Bra2697,2.0,271755.0,14853 COMMERCE PARK,645.0,1.0,United States of America,,,R,First Data,Brashear,ariel,C,m,46215
CIC2698,17.0,78637.0,21448 HAMPTON BOULEVARD,373.0,5.0,United States of America,,1039251.0,O,Spectra Energy,CICCARELLI,lex,L,,78416
kau2699,51.0,380592.0,3833 princeton crescent,718.0,3.0,United States of America,,154620.0,O,Bank of New York Mellon Corp.,kausche,STARSDPS,,,99575
LOY2700,13.0,245969.0,21370 king rue,680.0,1.0,United States of America,,156457.0,U,IAC/InterActiveCorp,LOYOLA,DINO,Q,F,93340
new2701,16.0,435461.0,2086 weller road,739.0,5.0,United States of America,,2377134.0,O,Dick's Sporting Goods,newnam,Ivan,,,37231
mar2702,8.0,323412.0,18955 spruce street,777.0,2.0,Canada,,732018.0,,Harley-Davidson,marchetti,angelle,,,v5b 1p2
bra2703,29.0,386727.0,23012 wathan court,679.0,5.0,United States of America,,3354690.0,O,Raytheon,braverman,Lorelei,,,V6c 1q1
MEF2704,38.0,274587.0,24653 leon west,633.0,5.0,Canada,,2761479.0,R,NYSE Euronext,MEFFE,Kass,,v,64157
Lie2705,47.0,358418.0,4708 EDWARDS WAY,482.0,3.0,United States of America,,1911700.0,R,Ruddick,Lienemann,milka,A,,90877
Tiu2706,16.0,466250.0,21422 INGERSOLL EAST,460.0,1.0,United States of America,,3251087.0,O,NCR,Tiu,yukinaga,,f,94343
mah2707,84.0,,11678 NEWPORT NEWS LOWER,747.0,2.0,United States of America,,35775.0,O,,mahoney,Bobbe,L,,38113
Rob2708,7.0,138085.0,15645 sabine rue,476.0,2.0,United States of America,,1867993.0,R,Activision Blizzard,Robb,LAURETTE,A,,90508
Des2709,93.0,257816.0,10906 runyan east,663.0,3.0,United States of America,,654796.0,O,American National Insurance,Desharnais,Koressa,,M,V6c 1q7
Coo2710,29.0,93116.0,24683 MEADOWLARK BOULEVARD,384.0,5.0,United States of America,,1256017.0,R,Quiksilver,Cooke,Prudence,,F,V6t 1t7
hal2711,60.0,208050.0,19342 wycliffe park,426.0,5.0,United States of America,,1078838.0,O,NII Holdings,halicki,AACCF,P,M,60769
Bol2712,19.0,385632.0,24468 brooks lane,576.0,0.0,United States of America,,3860556.0,R,Costco Wholesale,Bolton,meriline,K,,99760
fat2713,80.0,499635.0,20798 baltic north,610.0,2.0,United States of America,,2259832.0,U,Toro,fatica,Celie,,,V6f 1s4
BRO2714,58.0,130775.0,10863 wisteria south,346.0,1.0,United States of America,,1322088.0,O,Raymond James Financial,BROUILLETTE,HAMID,,F,90051
REE2715,1.0,29313.0,2579 CREEKBEND WAY,581.0,4.0,United States of America,,317101.0,O,Cognizant Technology Solutions,REETZ,SOUPHALACK,E,M,e7o 1q2
Mos2716,62.0,61536.0,5935 MCAFEE PARK,335.0,1.0,United States of America,,1701693.0,O,Aon,Moschopoulos,bachittar,,,60649
can2717,30.0,232556.0,15465 cliffbrook west,361.0,5.0,United States of America,,534690.0,R,Bon-Ton Stores,canada,jaclyn,,m,92135
Kor2718,30.0,65894.0,8447 hoke upper,490.0,5.0,Canada,,3187351.0,O,RadioShack,Kordik,OPER,,,31208
Tsc2719,95.0,331919.0,13429 spring crescent,582.0,5.0,United States of America,,1406816.0,O,HealthSouth,Tschaja,GINEVRA,G,,55430
mac2720,32.0,185828.0,19554 olmos upper,552.0,3.0,United States of America,,1303951.0,O,Pepsi Bottling,macmillan-brown,Lorita,B,f,v6u 1t2
Gas2721,8.0,42992.0,7477 cone way,549.0,1.0,Canada,,3933534.0,O,Perini,Gascho,brandea,,,19113
Siu2722,62.0,6555.0,24558 pampas north,779.0,3.0,United States of America,,571633.0,R,CB Richard Ellis Group,Siu-kwok,BLINNIE,M,,h2g 1u6
rec2723,30.0,,10474 hickorybark court,639.0,5.0,United States of America,,1316638.0,R,MDU Resources Group,reckhard,Jazmin,,,V6R 1R3
Hew2724,79.0,352112.0,6156 holmes court,540.0,1.0,United States of America,,3905111.0,U,Peabody Energy,Hewitt,Goldwyn,,f,70166
PAN2725,83.0,313996.0,14546 LA PEER DRIVE,735.0,2.0,United States of America,,2930990.0,O,Western Refining,PANESAR,Felecia,,M,H7f 1v2
DEN2726,68.0,401286.0,4078 lexington north,763.0,4.0,United States of America,apt. 288,1880672.0,O,Precision Castparts,DENNEY,ANNA-MARIA,,F,80106
cre2727,34.0,233170.0,4655 bay upper,447.0,2.0,Canada,,385773.0,O,Cigna,creecy,Lil,,,31211
Dou2728,,413483.0,15201 beale east,314.0,2.0,Canada,,1411936.0,O,Bed Bath & Beyond,Doughty,EMYLEE,,,h2d 1u1
mcc2729,59.0,190901.0,8532 cooper lane,748.0,1.0,United States of America,,568081.0,R,Baker Hughes,mccafferty,Carry,Z,F,43652
KOL2730,60.0,85322.0,21088 murie street,790.0,5.0,Canada,,,R,Reynolds American,KOLK,Glenna,,f,80232
SLU2731,66.0,253092.0,22607 ATLANTIC RUE,803.0,1.0,Canada,,2925938.0,R,BMC Software,SLUNDER,MARIEKE,,,21206
Gon2732,6.0,6911.0,17825 fleet south,787.0,0.0,United States of America,,1602264.0,R,Chesapeake Energy,Gonsalves,Tanhya,,,H2C 1X4
GIO2733,47.0,204760.0,23680 alpha park,433.0,3.0,United States of America,,3879591.0,O,Liberty Mutual Insurance Group,GIOFFRE,deva,E,,H2B 1Z3
Arm2734,31.0,269938.0,16956 bellwood rue,694.0,2.0,United States of America,,3111535.0,R,Sentry Insurance Group,Armolavicius,Lola,,,A2B 1V6
