indirizzo2,codice_postale,città,stato_id,indirizzo,telefono,città_id,distretto,indirizzo_id,stato
,30348.0,Kamarhati,44,33 Gorontalo Way,745994947458.0,257,West Bengali,35,India
,48570.0,Tongliao,23,105 Dzerzinsk Manor,240776414296.0,540,Inner Mongolia,447,China
,56254.0,Inegöl,97,457 Tongliao Loop,880756161823.0,222,Bursa,283,Turkey
,66639.0,Greensboro,103,369 Papeete Way,170117068815.0,187,North Carolina,162,United States
,88749.0,Akron,103,98 Pyongyang Boulevard,191958435142.0,11,Ohio,484,United States
,37469.0,Joliet,103,786 Matsue Way,111177206479.0,245,Illinois,509,United States
,30586.0,Okara,72,734 Béchar Place,280578750435.0,375,Punjab,404,Pakistan
,41136.0,Abu Dhabi,101,535 Ahmadnagar Manor,985109775584.0,3,Abu Dhabi,457,United Arab Emirates
,33463.0,Adana,97,663 Bahía Blanca Parkway,834418779292.0,5,Adana,332,Turkey
,96115.0,Iligan,75,951 Springs Lane,165164761435.0,219,Central Mindanao,586,Philippines
,45403.0,Poços de Caldas,15,1338 Zalantun Lane,840522972766.0,413,Minas Gerais,259,Brazil
,4085.0,Ahmadnagar,44,922 Vila Velha Loop,510737228015.0,9,Maharashtra,302,India
,19065.0,Sharja,101,1192 Tongliao Street,350970907017.0,470,Sharja,297,United Arab Emirates
,22173.0,Usolje-Sibirskoje,80,1621 Tongliao Avenue,209342540247.0,558,Irkutsk,467,Russian Federation
,5753.0,Sanya,23,390 Wroclaw Way,357593328658.0,462,Hainan,552,China
,38834.0,Dayton,103,32 Pudukkottai Lane,967274728547.0,140,Ohio,299,United States
,33535.0,Kamjanets-Podilskyi,100,1793 Meixian Place,619966287415.0,258,Hmelnytskyi,391,Ukraine
,82580.0,Jining,23,1837 Kaduna Parkway,640843562301.0,241,Inner Mongolia,600,China
,92150.0,Saint-Denis,79,1952 Pune Lane,354615066969.0,442,Saint-Denis,152,Réunion
,59811.0,Miraj,44,651 Pathankot Loop,139378397418.0,336,Maharashtra,321,India
,46044.0,Otsu,50,1336 Benin City Drive,341242939532.0,386,Shiga,290,Japan
,58866.0,Tšeboksary,80,469 Nakhon Sawan Street,689199636560.0,531,Tuvassia,355,Russian Federation
,51369.0,Chapra,44,1747 Rustenburg Place,442673923363.0,110,Bihar,514,India
,68469.0,Kaliningrad,80,1883 Maikop Lane,96110042435.0,254,Kaliningrad,306,Russian Federation
,29747.0,Pereira,24,1410 Benin City Parkway,104150372603.0,405,Risaralda,184,Colombia
,44660.0,Tel Aviv-Jaffa,48,97 Shimoga Avenue,177167004331.0,533,Tel Aviv,165,Israel
,74568.0,Livorno,49,379 Lublin Parkway,921960450089.0,309,Toscana,547,Italy
,84461.0,Halifax,20,1844 Usak Avenue,164414772677.0,196,Nova Scotia,468,Canada
,22971.0,Sousse,96,507 Smolensk Loop,80303246192.0,492,Sousse,340,Tunisia
,57828.0,Baku,10,431 Székesfehérvár Avenue,119501405123.0,48,Baki,338,Azerbaijan
,48745.0,El Fuerte,60,814 Simferopol Loop,524567129902.0,154,Sinaloa,456,Mexico
,81508.0,Matsue,50,619 Huánuco Avenue,142596392389.0,331,Shimane,360,Japan
,45844.0,Masqat,71,613 Korolev Drive,380657522649.0,329,Masqat,13,Oman
,67497.0,Memphis,103,682 Garden Grove Place,72136330362.0,333,Tennessee,185,United States
,42420.0,Uttarpara-Kotrung,44,954 Kimchon Place,541327526474.0,559,West Bengali,235,India
,90845.0,Firozabad,44,9 San Miguel de Tucumán Manor,956188728558.0,169,Uttar Pradesh,196,India
,59255.0,Sorocaba,15,1957 Yantai Lane,704948322302.0,490,São Paulo,319,Brazil
,28396.0,Tafuna,3,1892 Nabereznyje Tšelny Lane,478229987054.0,516,Tutuila,325,American Samoa
,85505.0,Saint Louis,103,1717 Guadalajara Lane,914090181665.0,441,Missouri,66,United States
,15540.0,Siegen,38,1792 Valle de la Pascua Place,419419591240.0,477,Nordrhein-Westfalen,199,Germany
,10672.0,Yamuna Nagar,44,808 Bhopal Manor,465887807014.0,582,Haryana,16,India
,69367.0,Niznekamsk,80,909 Garland Manor,705800322606.0,367,Tatarstan,52,Russian Federation
,83565.0,Kalisz,76,906 Goiânia Way,701767622697.0,255,Wielkopolskie,275,Poland
,7939.0,Rancagua,22,1872 Toulon Loop,928809465153.0,428,OHiggins,469,Chile
,88306.0,Tartu,30,1289 Belém Boulevard,237368926031.0,530,Tartumaa,449,Estonia
,94420.0,Zanzibar,93,1842 Luziânia Boulevard,706878974831.0,593,Zanzibar West,224,Tanzania
,95835.0,Ourense (Orense),87,1469 Plock Lane,622884741180.0,388,Galicia,474,Spain
,71102.0,Celaya,60,1402 Zanzibar Boulevard,387448063440.0,106,Guanajuato,593,Mexico
,98573.0,Patiala,44,951 Stara Zagora Manor,429925609431.0,400,Punjab,301,India
,79814.0,Aurora,103,43 Vilnius Manor,484500282381.0,42,Colorado,543,United States
,34021.0,Toulouse,34,391 Callao Drive,440512153169.0,544,Midi-Pyrnes,39,France
,19489.0,Sogamoso,24,656 Matamoros Drive,17305839123.0,487,Boyac,495,Colombia
,87911.0,Phnom Penh,18,754 Valencia Place,594319417514.0,406,Phnom Penh,232,Cambodia
,96204.0,Tabriz,46,600 Bradford Street,117592274996.0,514,East Azerbaidzan,284,Iran
,83401.0,Torreón,60,261 Saint Louis Way,321944036800.0,541,Coahuila de Zaragoza,137,Mexico
,54132.0,Matamoros,60,146 Johannesburg Way,953689007081.0,330,Tamaulipas,181,Mexico
,1079.0,Kamakura,50,586 Tete Way,18581624103.0,256,Kanagawa,83,Japan
,74750.0,Haldia,44,435 0 Way,760171523969.0,195,West Bengali,190,India
,30695.0,Augusta-Richmond County,103,1308 Arecibo Way,6171054059.0,41,Georgia,100,United States
,25007.0,Manchester,103,401 Sucre Boulevard,486395999608.0,322,New Hampshire,387,United States
,95179.0,Tsaotun,92,1923 Stara Zagora Lane,182178609211.0,546,Nantou,592,Taiwan
,49009.0,Pachuca de Soto,60,1698 Southport Loop,754358349853.0,393,Hidalgo,358,Mexico
,53446.0,Banjul,37,247 Jining Parkway,170115379190.0,54,Banjul,590,Gambia
,36170.0,Mexicali,60,785 Vaduz Street,895616862749.0,335,Baja California,348,Mexico
,75444.0,Taguig,75,89 Allappuzha (Alleppey) Manor,255800440636.0,517,National Capital Reg,76,Philippines
,25545.0,Brockton,103,782 Mosul Street,885899703621.0,94,Massachusetts,153,United States
,59686.0,Ibirité,15,543 Bergamo Avenue,103602195112.0,215,Minas Gerais,315,Brazil
,6066.0,Belém,15,1163 London Parkway,675120358494.0,66,Par,367,Brazil
,64682.0,José Azueta,60,760 Miyakonojo Drive,294449058179.0,246,Guerrero,587,Mexico
,60951.0,Chiayi,92,1947 Poços de Caldas Boulevard,427454485876.0,114,Chiayi,77,Taiwan
,15643.0,Rampur,44,1920 Weifang Avenue,869507847714.0,427,Uttar Pradesh,341,India
,34418.0,Tangail,12,262 A Coruña (La Coruña) Parkway,892775750063.0,525,Dhaka,25,Bangladesh
,87611.0,Brasília,15,981 Kumbakonam Place,829116184079.0,89,Distrito Federal,330,Brazil
,3989.0,Vila Velha,15,306 Antofagasta Place,378318851631.0,569,Esprito Santo,43,Brazil
,50390.0,Halisahar,44,1027 Banjul Place,538241037443.0,197,West Bengali,264,India
,5239.0,al-Qadarif,89,1152 Citrus Heights Manor,765957414528.0,15,al-Qadarif,400,Sudan
,89959.0,Balurghat,44,624 Oshawa Boulevard,49677664184.0,51,West Bengali,212,India
,10925.0,Blumenau,15,1304 ´s-Hertogenbosch Way,90336226227.0,83,Santa Catarina,210,Brazil
,6362.0,Tanauan,75,1191 Tandil Drive,45554316010.0,523,Southern Tagalog,378,Philippines
,99552.0,Erlangen,38,319 Springs Loop,72524459905.0,160,Baijeri,453,Germany
,25220.0,Ocumare del Tuy,104,1848 Salala Boulevard,48265851133.0,373,Miranda,178,Venezuela
,75933.0,Coacalco de Berriozábal,60,1473 Changhwa Parkway,266798132374.0,124,Mxico,251,Mexico
,90732.0,Sterling Heights,103,879 Newcastle Way,206841104594.0,499,Michigan,150,United States
,21615.0,Cavite,75,717 Changzhou Lane,426255288071.0,104,Southern Tagalog,393,Philippines
,81651.0,Santa Rosa,75,1176 Southend-on-Sea Manor,236679267178.0,458,Southern Tagalog,528,Philippines
,57587.0,Sanaa,107,687 Alessandria Parkway,407218522294.0,455,Sanaa,308,Yemen
,99865.0,Córdoba,6,96 Tafuna Way,934730187245.0,128,Córdoba,28,Argentina
,51309.0,Pangkal Pinang,45,1658 Cumaná Loop,784907335610.0,396,Sumatera Selatan,548,Indonesia
,21294.0,Ondo,69,1367 Yantai Manor,889538496300.0,381,Ondo & Ekiti,160,Nigeria
,27796.0,Addis Abeba,31,614 Pak Kret Street,47808359842.0,6,Addis Abeba,397,Ethiopia
,10885.0,Cumaná,104,1079 Tel Aviv-Jaffa Boulevard,358178933857.0,132,Sucre,117,Venezuela
,65387.0,Novotšerkassk,80,1077 San Felipe de Puerto Plata Place,812824036424.0,369,Rostov-na-Donu,195,Russian Federation
,11892.0,Novi Sad,108,1917 Kumbakonam Parkway,698182547686.0,368,Vojvodina,559,Yugoslavia
,79401.0,Cam Ranh,105,1817 Livorno Way,478380208348.0,100,Khanh Hoa,538,Vietnam
,17381.0,Weifang,23,1464 Kursk Parkway,338758048786.0,574,Shandong,594,China
,53502.0,Pyongyang,70,1386 Nakhon Sawan Boulevard,368899174225.0,420,Pyongyang-si,161,North Korea
,81314.0,Uijongbu,86,300 Junan Street,890289150158.0,553,Kyonggi,249,South Korea
,38594.0,Nagareyama,50,17 Kabul Boulevard,697760867968.0,355,Chiba,57,Japan
,49021.0,Zalantun,23,832 Nakhon Sawan Manor,275595571388.0,592,Inner Mongolia,97,China
,64615.0,Lima,74,1175 Tanauan Way,937222955822.0,305,Lima,126,Peru
,1027.0,Sagamihara,50,1542 Tarlac Parkway,635297277345.0,440,Kanagawa,15,Japan
,94399.0,Nador,62,671 Graz Street,680768868518.0,353,Oriental,44,Morocco
,86208.0,Brindisi,49,1 Valle de Santiago Avenue,465897838272.0,93,Apulia,504,Italy
,36481.0,Halle/Saale,38,1966 Tonghae Street,567359279425.0,198,Anhalt Sachsen,255,Germany
,93629.0,Portoviejo,28,816 Cayenne Parkway,282874611748.0,414,Manab,267,Ecuador
,61117.0,Pak Kret,94,1632 Bislig Avenue,471675840679.0,394,Nonthaburi,46,Thailand
,78625.0,Grand Prairie,103,333 Goiânia Way,909029256431.0,185,Texas,122,United States
,87687.0,Siliguri (Shiliguri),44,1197 Sokoto Boulevard,868602816371.0,478,West Bengali,507,India
,39529.0,Suihua,23,1574 Goiânia Boulevard,59634255214.0,502,Heilongjiang,516,China
,59550.0,Ciparay,45,1860 Taguig Loop,38158430589.0,119,West Java,333,Indonesia
,97661.0,Patras,39,1101 Bucuresti Boulevard,199514580428.0,401,West Greece,602,Greece
,3656.0,Emeishan,23,753 Ilorin Avenue,464511145118.0,157,Sichuan,394,China
,5135.0,Xi´angtan,23,1586 Guarujá Place,947233365992.0,579,Hunan,71,China
,97700.0,Kilis,97,374 Bat Yam Boulevard,923261616249.0,266,Kilis,147,Turkey
,81758.0,San Juan Bautista Tuxtepec,60,355 Vitória de Santo Antão Way,548003849552.0,452,Oaxaca,430,Mexico
,13496.0,Koriyama,50,454 Patiala Lane,794553031307.0,276,Fukushima,406,Japan
,49521.0,Davao,75,217 Botshabelo Place,665356572025.0,138,Southern Mindanao,31,Philippines
,81691.0,Hubli-Dharwad,44,788 Atšinsk Street,146497509724.0,211,Karnataka,140,India
,9495.0,Simferopol,100,927 Bahía Blanca Parkway,821972242086.0,479,Krim,86,Ukraine
,7716.0,Liepaja,54,1780 Hino Boulevard,902731229323.0,303,Liepaja,27,Latvia
,88307.0,Mandi Bahauddin,72,1820 Maringá Parkway,99760893676.0,324,Punjab,227,Pakistan
,33505.0,Dzerzinsk,80,740 Udaipur Lane,497288595103.0,150,Nizni Novgorod,435,Russian Federation
,82161.0,Fuyu,23,1333 Haldia Street,408304391718.0,174,Jilin,215,China
,94878.0,Kursk,80,746 Joliet Lane,688485191923.0,286,Kursk,316,Russian Federation
,22824.0,Syrakusa,49,1926 Gingoog Street,469738825391.0,511,Sisilia,225,Italy
,19151.0,Kanazawa,50,1421 Quilmes Lane,135407755975.0,260,Ishikawa,553,Japan
,82624.0,Cheju,86,1942 Ciparay Parkway,978987363654.0,113,Cheju,92,South Korea
,44816.0,Pontianak,45,1152 al-Qatif Lane,131370665218.0,412,Kalimantan Barat,511,Indonesia
,33768.0,Valle de Santiago,60,86 Higashiosaka Lane,957128697225.0,563,Guanajuato,293,Mexico
,35200.0,Sasebo,50,1913 Hanoi Way,28303384290.0,463,Nagasaki,5,Japan
,5892.0,Pune,44,943 Johannesburg Avenue,90921003005.0,417,Maharashtra,139,India
,35575.0,Jaffna,88,692 Amroha Drive,359478883004.0,230,Northern,413,Sri Lanka
,49806.0,Sivas,97,680 A Coruña (La Coruña) Manor,158326114853.0,482,Sivas,524,Turkey
,6856.0,al-Hawiya,82,1124 Buenaventura Drive,407733804223.0,13,Mekka,74,Saudi Arabia
,83579.0,Athenai,39,692 Joliet Street,448477190408.0,38,Attika,7,Greece
,1944.0,Juiz de Fora,15,32 Liaocheng Way,410877354933.0,248,Minas Gerais,597,Brazil
,88513.0,Shaoguan,23,1909 Dayton Avenue,702955450528.0,469,Guangdong,490,China
,16790.0,Maracaíbo,104,138 Caracas Boulevard,974433019532.0,326,Zulia,458,Venezuela
,26101.0,Sultanbeyli,97,319 Plock Parkway,854259976812.0,504,Istanbul,498,Turkey
,38982.0,Sumy,100,140 Chiayi Parkway,855863906434.0,506,Sumy,191,Ukraine
,96584.0,Nyeri,52,1658 Jastrzebie-Zdrój Loop,568367775448.0,372,Central,368,Kenya
,38145.0,Arak,46,334 Munger (Monghyr) Lane,481183273622.0,31,Markazi,40,Iran
,6804.0,Varanasi (Benares),44,117 Boa Vista Way,677976133614.0,566,Uttar Pradesh,127,India
,29444.0,São Leopoldo,15,614 Denizli Parkway,876491807547.0,486,Rio Grande do Sul,448,Brazil
,63502.0,Pemalang,45,544 Malmö Parkway,386759646229.0,403,Central Java,120,Indonesia
,75543.0,La Plata,6,1926 El Alto Avenue,846225459260.0,289,Buenos Aires,93,Argentina
,76157.0,Dos Quebradas,24,241 Mosul Lane,765345144779.0,147,Risaralda,124,Colombia
,26857.0,Daugavpils,54,1673 Tangail Drive,627924259271.0,137,Daugavpils,352,Latvia
,2596.0,Denizli,97,698 Jelets Boulevard,975185523021.0,142,Denizli,488,Turkey
,87660.0,Xi´angfan,23,1103 Bilbays Parkway,279979529227.0,578,Hubei,245,China
,93762.0,Fukuyama,50,928 Jaffna Loop,581852137991.0,172,Hiroshima,145,Japan
,32347.0,Battambang,18,1768 Udine Loop,448876499197.0,60,Battambang,522,Cambodia
,22372.0,Bilbays,29,1741 Hoshiarpur Boulevard,855066328617.0,79,al-Sharqiya,565,Egypt
,37636.0,Bamenda,19,1641 Changhwa Place,256546485220.0,52,Nord-Ouest,357,Cameroon
,36603.0,Jinzhou,23,844 Bucuresti Place,935952366111.0,242,Liaoning,601,China
,35364.0,Mogiljov,13,556 Asunción Way,338244023543.0,339,Mogiljov,533,Belarus
,77449.0,Guadalajara,60,817 Laredo Avenue,151249681135.0,188,Jalisco,369,Mexico
,943.0,Plock,76,1501 Pangkal Pinang Avenue,770864062795.0,409,Mazowieckie,577,Poland
,86599.0,Ciudad del Este,73,1679 Antofagasta Street,905903574913.0,122,Alto Paran,209,Paraguay
,48150.0,Fontana,103,1135 Izumisano Parkway,171822533480.0,171,California,55,United States
,25958.0,Meixian,23,1952 Chatsworth Drive,991562402283.0,332,Guangdong,94,China
,11044.0,Apeldoorn,67,1749 Daxian Place,963369996279.0,29,Gelderland,141,Netherlands
,97960.0,Birgunj,66,470 Boksburg Street,908029859266.0,81,Central,326,Nepal
,24645.0,Warren,103,1944 Bamenda Way,75975221996.0,573,Michigan,281,United States
,17032.0,Tabuk,82,780 Kimberley Way,824396883951.0,515,Tabuk,317,Saudi Arabia
,22358.0,Mit Ghamr,29,775 Šostka Drive,171973024401.0,337,al-Daqahliya,496,Egypt
,97390.0,Shenzhen,23,686 Donostia-San Sebastián Lane,71857599858.0,471,Guangdong,383,China
,54749.0,Charlotte Amalie,106,264 Bhimavaram Manor,302526949177.0,111,St Thomas,411,"Virgin Islands, U.S."
,65121.0,Shahr-e Kord,46,927 Barcelona Street,951486492670.0,467,Chaharmahal va Bakht,189,Iran
,64308.0,Jamalpur,12,1816 Bydgoszcz Loop,965273813662.0,234,Dhaka,334,Bangladesh
,69640.0,Gulbarga,44,1049 Matamoros Parkway,960505250340.0,191,Karnataka,375,India
,76383.0,Funafuti,99,454 Nakhon Sawan Boulevard,963887147572.0,173,Funafuti,109,Tuvalu
,37551.0,Salé,62,28 Charlotte Amalie Street,161968374323.0,443,Rabat-Sal-Zammour-Z,26,Morocco
,14122.0,Hodeida,107,434 Ourense (Orense) Manor,562370137426.0,206,Hodeida,475,Yemen
,57380.0,Southport,102,869 Shikarpur Way,590764256785.0,496,England,562,United Kingdom
,62686.0,Chandrapur,44,1540 Wroclaw Drive,182363341674.0,107,Maharashtra,171,India
,62472.0,Bat Yam,48,1542 Lubumbashi Boulevard,508800331065.0,57,Tel Aviv,320,Israel
,3439.0,Soshanguve,85,999 Sanaa Loop,918032330119.0,491,Gauteng,149,South Africa
,73605.0,Mosul,47,1208 Tama Loop,954786054144.0,344,Ninawa,585,Iraq
,88502.0,Zapopan,60,1088 Ibirité Place,49084281333.0,595,Jalisco,470,Mexico
,99457.0,Urawa,50,1337 Lincoln Parkway,597815221267.0,555,Saitama,151,Japan
,33599.0,Bijapur,44,1257 Guadalajara Street,195337700615.0,78,Karnataka,473,India
,18043.0,Vinh,105,600 Purnea (Purnia) Avenue,638409958875.0,571,Nghe An,529,Vietnam
,25145.0,Mwanza,93,64 Korla Street,510383179153.0,347,Mwanza,486,Tanzania
,8856.0,Kolpino,80,661 Chisinau Lane,816436065431.0,274,Pietari,300,Russian Federation
,67055.0,Lincoln,103,1214 Hanoi Way,491001136577.0,306,Nebraska,67,United States
,95824.0,Haiphong,105,1149 A Coruña (La Coruña) Boulevard,470884141195.0,194,Haiphong,203,Vietnam
,40899.0,Bhimavaram,44,635 Brest Manor,80593242951.0,75,Andhra Pradesh,535,India
,5410.0,Salzburg,9,1587 Loja Manor,621625204422.0,447,Salzburg,271,Austria
,65630.0,Richmond Hill,20,432 Garden Grove Street,615964523510.0,430,Ontario,415,Canada
,62703.0,Huejutla de Reyes,60,966 Asunción Way,995527378381.0,212,Hidalgo,588,Mexico
,70425.0,Purnea (Purnia),44,1596 Acuña Parkway,157133457169.0,418,Jharkhand,431,India
,32515.0,Huánuco,74,1746 Faaa Way,863080561151.0,214,Huánuco,571,Peru
,66851.0,Ambattur,44,1014 Loja Manor,460795526514.0,22,Tamil Nadu,229,India
,74671.0,Springs,85,929 Tallahassee Loop,800716535041.0,497,Gauteng,87,South Africa
,36229.0,Owo,69,1006 Santa Bárbara d´Oeste Manor,85059738746.0,389,Ondo & Ekiti,285,Nigeria
,65599.0,Munger (Monghyr),44,1425 Shikarpur Manor,678220867005.0,346,Bihar,32,India
,81037.0,Linz,9,1440 Compton Place,931059836497.0,307,North Austria,163,Austria
,14014.0,Mukatševe,100,1752 São Leopoldo Parkway,252265130067.0,345,Taka-Karpatia,135,Ukraine
,78813.0,Sawhaj,29,1727 Matamoros Place,129673677866.0,465,Sawhaj,428,Egypt
,15992.0,Barcelona,104,502 Mandi Bahauddin Parkway,618156722572.0,55,Anzotegui,574,Venezuela
,75834.0,Caracas,104,1378 Alvorada Avenue,272234298332.0,102,Distrito Federal,115,Venezuela
,76448.0,Buenaventura,24,98 Stara Zagora Boulevard,610173756082.0,96,Valle,239,Colombia
,30861.0,Molodetšno,13,1027 Songkhla Manor,563660187896.0,340,Minsk,148,Belarus
,95400.0,Dongying,23,1322 Mosul Parkway,268053970382.0,145,Shandong,471,China
,50592.0,Salala,71,1416 San Juan Bautista Tuxtepec Avenue,144206758053.0,444,Zufar,503,Oman
,57810.0,Cabuyao,75,1061 Ede Avenue,333390595558.0,98,Southern Tagalog,376,Philippines
,39072.0,Papeete,36,1668 Saint Louis Place,347487831378.0,397,Tahiti,60,French Polynesia
,95775.0,Udine,49,1986 Sivas Place,182059202712.0,551,Friuli-Venezia Giuli,531,Italy
,52234.0,Haining,23,904 Clarksville Drive,955349440539.0,193,Zhejiang,558,China
,67924.0,Taizz,107,1001 Miyakonojo Lane,584316724815.0,518,Taizz,217,Yemen
,8268.0,Acuña,60,1789 Saint-Denis Parkway,936806643983.0,4,Coahuila de Zaragoza,491,Mexico
,4855.0,Bhilwara,44,43 Dadu Avenue,95666951770.0,74,Rajasthan,213,India
,97271.0,Wroclaw,76,505 Madiun Boulevard,970638808606.0,577,Dolnoslaskie,564,Poland
,32716.0,South Hill,5,1368 Maracaíbo Boulevard,934352415130.0,493,,386,Anguilla
,48942.0,Faaa,36,1447 Imus Way,539758313890.0,167,Tahiti,47,French Polynesia
,25866.0,Beni-Mellal,62,454 Qinhuangdao Drive,786270036240.0,68,Tadla-Azilal,549,Morocco
,1921.0,Iwaki,50,1148 Saarbrücken Parkway,137773001988.0,226,Fukushima,244,Japan
,64221.0,Tambaram,44,1993 Tabuk Lane,648482415405.0,522,Tamil Nadu,292,India
,34689.0,Chisinau,61,269 Cam Ranh Parkway,489783829737.0,115,Chisinau,42,Moldova
,45298.0,Kermanshah,46,220 Hidalgo Drive,342720754566.0,265,Kermanshah,382,Iran
,66546.0,Nam Dinh,105,1786 Salinas Place,206060652238.0,359,Nam Ha,477,Vietnam
,18727.0,Tanza,75,1479 Rustenburg Boulevard,727785483194.0,527,Southern Tagalog,240,Philippines
,82338.0,Jodhpur,44,60 Poços de Caldas Street,963063788669.0,243,Rajasthan,228,India
,52137.0,Sullana,74,1103 Quilmes Boulevard,644021380889.0,503,Piura,603,Peru
,966.0,Gijón,87,331 Bydgoszcz Parkway,537374465982.0,181,Asturia,399,Spain
,45142.0,Kütahya,97,848 Tafuna Manor,614935229095.0,281,Kütahya,128,Turkey
,64863.0,Nagaon,44,1963 Moscow Place,761379480249.0,354,Assam,156,India
,1545.0,Ikerre,69,955 Bamenda Way,768481779568.0,218,Ondo & Ekiti,202,Nigeria
,12664.0,Quilmes,6,773 Dallas Manor,914466027044.0,424,Buenos Aires,591,Argentina
,69517.0,Santiago de los Caballeros,27,532 Toulon Street,46871694740.0,460,Santiago,263,Dominican Republic
,43331.0,Kaduna,69,320 Brest Avenue,747791594069.0,252,Kaduna,22,Nigeria
,61613.0,Gorontalo,45,1688 Nador Lane,652218196731.0,184,Sulawesi Utara,207,Indonesia
,91590.0,Aurora,103,587 Benguela Manor,165450987037.0,42,Illinois,335,United States
,50598.0,Botosani,78,1256 Bislig Boulevard,479007229460.0,86,Botosani,234,Romania
,58852.0,Bayugan,75,1166 Changhwa Street,650752094490.0,62,Caraga,192,Philippines
,37307.0,Mahajanga,57,320 Baiyin Parkway,223664661973.0,319,Mahajanga,85,Madagascar
,89459.0,Changzhou,23,817 Bradford Loop,264286442804.0,109,Ji´angsu,201,China
,72410.0,al-Qatif,82,289 Santo André Manor,214976066017.0,16,al-Sharqiya,422,Saudi Arabia
,98883.0,Tanshui,92,1489 Kakamigahara Lane,29341849811.0,526,Taipei,583,Taiwan
,41778.0,Bern,91,185 Novi Sad Place,904253967161.0,72,Bern,159,Switzerland
,28814.0,Santa Fé,6,430 Kumbakonam Drive,105470691550.0,457,Santa Fé,336,Argentina
,47929.0,Nanyang,23,1440 Fukuyama Loop,912257250465.0,362,Henan,41,China
,21464.0,Aparecida de Goiânia,15,1201 Qomsheh Manor,873492228462.0,28,Gois,220,Brazil
,14400.0,Pudukkottai,44,1661 Abha Drive,270456873752.0,416,Tamil Nadu,426,India
,16370.0,Lublin,76,414 Mandaluyong Street,52709222667.0,314,Lubelskie,506,Poland
,60440.0,Yaoundé,19,114 Jalib al-Shuyukh Manor,845378657301.0,585,Centre,366,Cameroon
,28587.0,El Alto,14,659 Gatineau Boulevard,205524798287.0,153,La Paz,460,Bolivia
,8439.0,Smolensk,80,801 Hagonoy Drive,237426099212.0,484,Smolensk,131,Russian Federation
,75860.0,Benin City,69,1279 Udine Parkway,195003555232.0,69,Edo & Delta,289,Nigeria
,31390.0,Zaria,69,885 Yingkou Manor,588964509072.0,596,Kaduna,236,Nigeria
,86768.0,Beira,63,771 Yaoundé Manor,245477603573.0,64,Sofala,262,Mozambique
,58186.0,Etawah,44,211 Chiayi Drive,665993880048.0,164,Uttar Pradesh,125,India
,16119.0,Uruapan,60,251 Florencia Drive,118011831565.0,556,Michoacn de Ocampo,459,Mexico
,,Woodridge,8,28 MySQL Boulevard,,576,QLD,2,Australia
,50199.0,Lungtan,92,1668 Anápolis Street,525255540978.0,316,Taipei,34,Taiwan
,36693.0,Garden Grove,103,1895 Zhezqazghan Drive,137809746111.0,177,California,599,United States
,13377.0,Clarksville,103,1666 Beni-Mellal Place,9099941466.0,123,Tennessee,144,United States
,61069.0,Enshi,23,804 Elista Drive,379804592943.0,159,Hubei,114,China
,3433.0,London,102,1497 Yuzhou Drive,246810237916.0,312,England,256,United Kingdom
,19913.0,Xinxiang,23,1909 Benguela Lane,624138001031.0,581,Henan,344,China
,49250.0,NDjamna,21,195 Ilorin Street,8912935608.0,363,Chari-Baguirmi,541,Chad
,78543.0,Yuzhou,23,867 Benin City Avenue,168884817145.0,591,Henan,329,China
,71986.0,Tete,63,1599 Plock Drive,817248913162.0,534,Tete,101,Mozambique
,70923.0,Brescia,49,1224 Huejutla de Reyes Boulevard,806016930576.0,91,Lombardia,314,Italy
,17886.0,San Bernardino,103,1121 Loja Avenue,838635286649.0,449,California,6,United States
,17165.0,Namibe,4,368 Huánuco Boulevard,106439158941.0,360,Namibe,388,Angola
,35202.0,Benguela,4,486 Ondo Parkway,105882218332.0,67,Benguela,534,Angola
,49298.0,Palghat (Palakkad),44,1519 Ilorin Place,357445645426.0,395,Kerala,273,India
,80720.0,Toulon,34,1386 Yangor Avenue,449216226468.0,543,Provence-Alpes-Cte,108,France
,54308.0,Southend-on-Sea,102,360 Toulouse Parkway,949312333307.0,495,England,20,United Kingdom
,9750.0,Tonghae,86,193 Bhusawal Place,745267607502.0,539,Kang-won,542,South Korea
,63022.0,Chatsworth,85,1497 Fengshan Drive,368738360376.0,112,KwaZulu-Natal,561,South Africa
,96203.0,Kanchrapara,44,1013 Tabuk Boulevard,158399646978.0,261,West Bengali,497,India
,33050.0,Balikesir,97,1912 Emeishan Drive,99883471275.0,50,Balikesir,371,Turkey
,15819.0,Liaocheng,23,1854 Tieli Street,509492324775.0,302,Shandong,133,China
,35653.0,London,102,548 Uruapan Street,879347453467.0,312,Ontario,517,United Kingdom
,83536.0,Izumisano,50,767 Pyongyang Drive,667736124769.0,229,Osaka,396,Japan
,46043.0,Atšinsk,80,616 Hagonoy Avenue,604177838256.0,39,Krasnojarsk,402,Russian Federation
,75559.0,Ziguinchor,83,1889 Valparai Way,670370974122.0,600,Ziguinchor,461,Senegal
,22474.0,Sambhal,44,866 Shivapuri Manor,778502731092.0,448,Uttar Pradesh,221,India
,20657.0,Vicente López,6,1244 Allappuzha (Alleppey) Place,991802825778.0,567,Buenos Aires,223,Argentina
,22650.0,Effon-Alaiye,69,1155 Liaocheng Place,558236142492.0,152,Oyo & Osun,291,Nigeria
,96709.0,Rae Bareli,44,936 Salzburg Lane,875756771675.0,425,Uttar Pradesh,82,India
,6461.0,Maringá,15,829 Grand Prairie Way,741070712873.0,328,Paraná,250,Brazil
