AgeID,CreRa,AddL2,Empl,FiNa,MiIn,Inc,NumCa,NuChil,MaSta,A,OOReFl,NumCreCar,NWo
zlz9069,483.0,bocmqczxexqgnyfvtkxfjhfzekqwdozkknmcqpu,Buildings Materials Corp.,Lwxzavrmguykbabntjdlmlbw,o,102847.0,1.0,1.0,M,95.0,O,0.0,
Gjn9070,684.0,Rejgxpteligqvjgupchskyyfuhligyledgkawxproaazamnenocwzkjzq,Masco,Xogirrp,m,155136.0,1.0,4.0,W,92.0,O,2.0,2454614.0
Exi9071,801.0,uiajmbdkcpxdhibweamvaxllbwqkkhhcsudcnhigomodjzmqu,Symantec,bssehwfbuo,,350615.0,3.0,3.0,S,3.0,U,9.0,2814752.0
Kfh9072,741.0,MPZDHVHKNGJHULHWBNHDMNGZIXWAKCPDCWRKKDGAAKRCRKYCNB,Dana Holding,WGTLIEHVIIFHMQEXCQVNJBWFNOLBE,t,256564.0,0.0,2.0,U,76.0,O,4.0,2386722.0
FHM9073,744.0,zgbaboajaunynlfjtnwounbbwqfczlnxsmslinusroermsshbivk,,Wibnewirprgqplygwqgowuxajg,,393221.0,4.0,5.0,M,62.0,,7.0,1764876.0
FCY9074,310.0,LNNJGSWTPANUQUXFEUX,,jztxzhbhwh,D,257831.0,3.0,1.0,D,4.0,O,4.0,2615328.0
nax9075,590.0,Agjydlnrsgpraiwwpdwcwlakrz,EOG Resources,Khlblcvifgpfjocdabgqbbptcilual,g,214159.0,3.0,5.0,S,49.0,O,7.0,3391580.0
Awg9076,446.0,Ficekkddwuqxoalfofepcqdttcvaomdktsdgwateufqdofwnnpaxxibkpdxnvrsgbuyypmuyylhserp,Retail Ventures,Lmsbafghjfoiuhaasevqnltmxmixbq,,306852.0,5.0,5.0,W,,O,,3027394.0
BUA9077,461.0,Gvnmynvkieygtchutlvhbpmelymkbfiepxbuledungtbidm,Hewlett-Packard,SIZLAOGEQVQIRKQSNPVQI,,65222.0,0.0,5.0,U,52.0,O,1.0,2720766.0
ZHQ9078,742.0,slqtqtdbnsaibzwblwxjvphkbbqzshvjqcvurhotvtmtqbxnvafauyuzdysmyctucwnixc,Level 3 Communications,wnuluragnlrvdqsjhumio,,,0.0,2.0,S,33.0,O,10.0,2614673.0
Gch9079,798.0,Npfmmehaalytpxtczhxbjsbjurnhfanramubmghwqiqphudcvq,Arch Coal,uqmlinoijwznbzihcoilm,I,82665.0,2.0,4.0,M,69.0,,0.0,1851946.0
Zex9080,371.0,wfatskvdrcwhssauiqpnotcpm,NSTAR,LFXMEBPJGZAPMNHLFENYTFQNHTYTKN,,408469.0,1.0,5.0,M,76.0,O,1.0,2434597.0
moi9081,475.0,jgzdrijudfjlvrsdvoiliiriotxuoomopnqgyhmnsefjvucjjhcqfcnvqydqsvfnqonsdgfmkuvzpk,Walt Disney,Jgfztkwqjfaflhex,H,,1.0,5.0,M,4.0,O,6.0,728389.0
noc9082,,VVUSJEGVSOHUBFLMIUTIBIIFJCAXFPXZWDHVMODHGHPJJRVTOTQFKZTFRGNQIRVYIYMO,Merrill Lynch,Iqjtl,B,253501.0,5.0,3.0,W,69.0,O,5.0,3255082.0
Evp9083,370.0,rihronmqcafhjvevhuwgdfaruokcsscngckltpwxgfslpy,Nationwide,Tdmipllmcmvcinshjkc,,129484.0,4.0,,,68.0,O,2.0,2071646.0
Noq9084,599.0,wrsvtlfivjsliwylehxrxgwwuphjhutguexpvzxetzcqpsngssjouucawv,LKQ,xqjpart,O,,2.0,3.0,U,43.0,O,4.0,2966387.0
Cpc9085,359.0,,Intuit,Anqmslrnbkqp,d,,1.0,5.0,S,24.0,O,9.0,3849332.0
bsx9086,482.0,hherbaogbhyeqrrrfovigzfqqwovgar,Mueller Water Products,Bwijcvmaelrtl,,183286.0,5.0,5.0,M,76.0,O,9.0,2584817.0
KBR9087,431.0,ZEGQHPRSEDUNJPLUJGISLIMRBXIKKJQ,Fred's,Blqxhfsml,c,307679.0,1.0,4.0,M,57.0,O,5.0,1141717.0
Ori9088,823.0,TMYNBLJB,Pfizer,Jftrvjrdwnsdltawtbsjwlfo,I,324935.0,0.0,5.0,M,17.0,R,0.0,
Yep9089,424.0,Cbyofroeiziysvfrkyvpoijxxwjguegxkmjjench,First Horizon National Corp.,wfhpryujgpkuucpocitsgk,,103312.0,0.0,5.0,U,72.0,O,0.0,1685550.0
Zba9090,439.0,Mabnt,Albemarle,pvdpruapyzovbdwkemobnddzs,U,289915.0,0.0,2.0,M,98.0,O,10.0,722484.0
Kgl9091,634.0,Jtzikqjhfuuccwxxeqhebrglyzaylzvtwtesofxtdwpititmslhghwiakreavppofloukatqmkqodt,Corning,Kgnhfxkgnxef,,31237.0,0.0,3.0,U,11.0,O,8.0,1758014.0
wge9092,308.0,zktedglnuuiksbowtluuprccqmnpxxdahlt,Wells Fargo,Skywhphpxuqqfqyxzugcyfdp,,468473.0,5.0,3.0,,13.0,O,3.0,
iqm9093,426.0,ESYDWPIVHEBMTKARWWRRUQDRTWPTIGBNUXHSMKKQBCKGWXMVGSXFRZDSAUQKGSTI,HCA,HPQIJBAHTSFYZMC,v,341264.0,3.0,2.0,S,2.0,U,10.0,3804205.0
TMP9094,580.0,Mjqhkhtiuhczofkekxqdbwofxgcgwhybweanutkbeccnbelpodwreojvr,Norfolk Southern,lfdmeogewcfhdfagtvdfrgliboumtc,,461893.0,3.0,0.0,S,97.0,O,9.0,309089.0
Gzn9095,835.0,Oeiaqrphikmrejucprhqnlyosdmispwdawmkeakljulnfnzorkyshhmxditonddfmwnkfkexairwbhfm,Sun Microsystems,ISNZJSJBXAFZRYKSLS,a,134034.0,4.0,5.0,D,45.0,O,5.0,2521415.0
ERT9096,544.0,JALMWRYGGEIWDDNTJNFCNYYEXOADZRWTO,Service Enterprise Group,Fnjyvddhqlabivimojtuecefjep,S,469123.0,1.0,4.0,S,20.0,R,2.0,2990483.0
SHG9097,831.0,Rhpwlsjxpzlva,Synovus Financial Corp.,Lqovlximeaxngo,z,202723.0,4.0,5.0,,23.0,O,2.0,1771252.0
Nqu9098,798.0,quvhebrppdiwlmmqensqtkhajijyvssuwzovnowdhgouhnckdxxkdvraagy,Mettler-Toledo International,DAXCSXFOHSHJJKLDOQFNHCHW,,191739.0,5.0,3.0,M,36.0,O,6.0,3812366.0
Pum9099,836.0,PNQOOBKVNIROHDICGAHNGUIXCJKCXOOPBDNIWEWMMIRBUWDNDQVWTDWOYQRZSQRWPXFGODEWYFXTT,Georgia Gulf,Xnrbsn,,80711.0,0.0,3.0,D,23.0,O,7.0,818691.0
PVY9100,845.0,wohegnazmqmmkjxmyzznftmrhduhqooufxtbgtjssfwkoelnnflicudiicjanmxizmqimpptdk,ENSCO International,Xpnnbrxwsahlitqhzjwypepaomewmg,i,440870.0,2.0,3.0,U,27.0,O,1.0,2235319.0
taf9101,652.0,Hwctltbqtrfnjevjouciomwibbgibdmnnobnplqpnccnvqlwcqwpnrbxemonjerc,,enaidtrx,,342420.0,3.0,5.0,M,10.0,O,7.0,3462325.0
URA9102,530.0,IYJIRBFKXYAFTYFCSVRAMOUCFXWLLSEOMF,Charming Shoppes,Ownso,s,128907.0,1.0,5.0,S,83.0,R,5.0,1902291.0
Din9103,786.0,DFMTOQDBMIRYKUXXWXPFAYTNALBLHJJIJEZQANMDSXVO,Autoliv,hcdthvqiw,,126396.0,1.0,4.0,D,31.0,O,6.0,2482447.0
OSI9104,735.0,,Iasis Healthcare,oggymnqkfetoghplkfikwzz,,121198.0,4.0,,M,50.0,R,10.0,1045375.0
Wen9105,766.0,Emiggilehepwutlbkbhojprndfoqrpedadvdshjhsjsffq,St. Jude Medical,Abswhtsiajxijmcrooyaehkskhu,I,304907.0,2.0,3.0,S,52.0,O,10.0,3945300.0
rdy9106,789.0,skxwnedapnwqmaiewmqq,United Technologies,Bnueekcwzlmalk,C,301765.0,4.0,2.0,U,52.0,R,9.0,
HOT9107,446.0,jyhwasavyscqkzfmj,Barnes & Noble,emvvjecxzuy,D,155012.0,5.0,1.0,S,,R,5.0,3608340.0
ZBS9108,402.0,Njqzdutxukbsqqlrtafxtdhyayioocbdxeloxswzyghccjre,Amazon.com,dhrdehfgknclnip,P,75695.0,3.0,4.0,M,95.0,O,1.0,986216.0
yhp9109,779.0,,Dynegy,Rmhdxa,,34885.0,1.0,0.0,U,81.0,R,8.0,614649.0
Sxw9110,769.0,Kzhjsfezqglkixqjpsjulhqclgzqpqxrlemeqpdacaunrdynnqctsylffrpsrfqmxog,Oneok,Kflhefgu,B,219414.0,3.0,2.0,U,62.0,R,5.0,1581472.0
Spk9111,381.0,Omaosjylsadzseiuacvlmbxwxwwjriheytvvmueiwqskhg,Continental Airlines,Packmtxggiqzmagyqourc,l,141819.0,0.0,4.0,M,71.0,O,10.0,1850158.0
MON9112,397.0,Lxyeiekgmvtrjqudsklcumukmwuffgbancuytmprfqgumztxyldoqlzxsngbpbdptysqxrwy,Zimmer Holdings,FQCBJJTBZMLNDQMFTCR,o,316250.0,2.0,4.0,M,35.0,R,8.0,907663.0
yvx9113,767.0,Hkwgzbxiwmgdeipvftdvxiexgsxixibyowkrqixfgdbssxfzpfaugvmmqlrnb,Alliant Techsystems,LRETDFGFFNESCNJDVIKZOSNX,,341688.0,,3.0,U,27.0,R,4.0,2517177.0
gde9114,496.0,covnazwfibucegwxquelglctdcxleujdakjfdeeek,Continental Airlines,Cdpepmqkbjsbhjlkirapohrsam,,436350.0,5.0,2.0,U,92.0,O,2.0,3398489.0
Bhr9115,343.0,Bxnzegzkvezbwpwmbtuakkzwuremuogzoq,Synnex,ufiepnkwokkafeshkvrhvormfh,,,2.0,5.0,M,88.0,O,10.0,3174786.0
hyu9116,778.0,qhvgukahxoiamxnbepxxwejpkgujklbnieldxaquzwvggtvstrdiuejfcpavcqq,Alliance One International,Txcnuxliknasbaip,o,428591.0,5.0,4.0,M,91.0,R,0.0,
sip9117,782.0,jntutpwiinwlctpblqpxjpotznhsuqdouclalslns,R.H. Donnelley,CEEJKWHMASEQLFDRQOCLNFZ,U,189661.0,5.0,4.0,S,,O,6.0,1792924.0
Nac9118,611.0,EFNIFWYUXFZOQCROONKUTYELUKNFGGRPEOFSSKHMVFWTANDQOBGEJDICXGHMBBTWEXXTSAAVMCSKM,Marriott International,TSLVEUKQAILFMFUXHGICVUSRS,W,177846.0,4.0,2.0,M,30.0,R,8.0,3105163.0
fti9119,407.0,IBNKRANTCSFEKUVIXHPQRCASXQQGGDBJXFY,New York Life Insurance,OTRNWJCANNNU,,334776.0,,4.0,W,82.0,R,10.0,182914.0
MAB9120,514.0,,Boise Cascade Holdings,QDXIZUMRQWBQXINVTMALWMJ,k,89581.0,1.0,4.0,U,5.0,O,2.0,51606.0
Pvk9121,364.0,Gslydrjqcauyxbcnwuygwprorsywogvnyw,Fidelity National Financial,ZBGLHGZC,,115701.0,1.0,4.0,M,60.0,O,2.0,3297862.0
lhm9122,779.0,PSFLQIKMXDOBYXRXMNW,Landstar System,Gilorkrwvmeyisutovufekuxok,t,296025.0,2.0,0.0,M,13.0,O,7.0,3435890.0
Zkn9123,634.0,Fruldljiwktqbkspdtarhgfrlwufrmsabonrlep,Allergan,jnnccujoktkjkgnackeijldexbv,,468444.0,3.0,3.0,W,15.0,O,3.0,2405091.0
FLZ9124,828.0,JCZMEAMEURFCPWVETHPBONSHKQIXLEJMLXFIF,RPM International,PJWOMDDVESQVMNDMMEX,,127755.0,0.0,3.0,M,23.0,O,9.0,2076686.0
ntl9125,644.0,ZHCQLAHQCSSIHUYNGKXDCZP,Union Pacific,Rcyevyzlquhrlnwpz,H,50878.0,,0.0,M,23.0,U,8.0,2825373.0
HOQ9126,697.0,GEYRCAQSZXIYIZZQRKROPUVPSHLYXMAAMZAFKUWPTSQJPXSMC,Cummins,Uutfuqqvasodcnmdzdbfksvwjygc,,488433.0,0.0,3.0,M,88.0,R,4.0,2472579.0
bgo9127,732.0,Oqlojhfakiqscrxssswiafcwhderecqvenz,Genzyme,Rtbqkpmcwkcjgk,,338586.0,4.0,1.0,S,85.0,O,4.0,935480.0
Bkp9128,302.0,RGLWCWAYRVCRNEOQKYHHQCOOJWQWMYFGSNFMNNHAWDYHZBRR,Air Products & Chemicals,Qopnjh,,360218.0,2.0,2.0,M,42.0,O,1.0,2760694.0
Fqr9129,384.0,YWMZSJRRNBSLUAVULWPVODITJZDYALHEGDJGOBUQ,Icahn Enterprises,IDWUTFZRJEIHSTGUNVAUDNOZYID,,472679.0,3.0,4.0,M,56.0,O,1.0,2227555.0
CAZ9130,540.0,duwdsovyvmjvrjnaarjmzrnmabdavxjphfxcasmxwnucpwwueednzqgd,Alliant Energy,Fndgalahtgtixcqb,R,466643.0,1.0,5.0,M,5.0,U,8.0,1330067.0
Gxo9131,828.0,HDTSHOOHGFTUMMZG,Adobe Systems,SHKWJDENUBJAEQNADUBQSURH,,387050.0,2.0,2.0,M,33.0,O,10.0,3295131.0
Hei9132,,Dearsvwceomxfffmfrlhapcnfpmfnvxslwdittwuybdvcmezlqxrgrycwqmnxgg,Jacobs Engineering Group,LZDBLHMT,,39920.0,5.0,1.0,S,96.0,R,1.0,2397595.0
Nmq9133,438.0,XZNLYJRSSTSKTZRGZFNPJLAZCYMLFTIABSQIIKHFZMLINLNEHXAXSYJOAQMUUMF,TECO Energy,bftytsfafkkfnwtoqehjmmep,K,79200.0,3.0,5.0,,70.0,R,3.0,2841745.0
BZN9134,838.0,Ymkbuzoupvavtdfvqxkowhxkhaqrqhsgmqbgsuexnrsvuwnpcrtipdrhpvvgtlfls,Covance,VUUISEIULQWRSMNXEYQQFVSPDUFOY,W,232816.0,4.0,1.0,S,27.0,O,,218925.0
YEC9135,700.0,Gzxbeiopaadmsmpowpwfzscrbeomj,Monsanto,Npjvedanpwk,,148209.0,4.0,1.0,M,35.0,O,1.0,757762.0
WOR9136,845.0,Apcnzqg,Furniture Brands International,Bvbtcckfodtpgnu,z,287039.0,5.0,1.0,U,73.0,O,7.0,629235.0
pey9137,603.0,Lvpmtfopkionusvhksockyxoegoyogjfuzawk,FreeportMcMoRan Copper & Gold,Lgnroxmifsbgcsptnjydohq,,,4.0,5.0,M,58.0,O,2.0,3970079.0
Exr9138,827.0,Aeeephcaptskgwivtxckjcsdn,MGIC Investment,Xflrdmqfgmcjfdgqqtpxnsgfd,,481914.0,1.0,0.0,M,13.0,O,1.0,173107.0
fja9139,801.0,Arxrxqciswhyucr,BE Aerospace,THHWGEAJOOMADDBQTBFGGIZU,,298652.0,2.0,1.0,U,13.0,O,4.0,2117757.0
Oqs9140,774.0,bnaejdppinskkdhcarayohtzqgahukpwlxkclwemvsajpzlojah,Newfield Exploration,ZXBFUNBVOWJUZPAIHXWXOURHC,,288140.0,0.0,1.0,S,41.0,O,4.0,986564.0
Njt9141,710.0,QJFBCYLHCZUVOASWRBKBRACTOZEUGKFPQOKZYZEODIKSGNS,Darden Restaurants,wodlcgocxaomyibbgtawzztqns,z,415392.0,4.0,4.0,U,76.0,O,0.0,2840444.0
Stw9142,506.0,Fhrtzzrfarkpkahwqffedwzblagv,Xcel Energy,Dcmbuuxwmgrkeifvyfrinu,L,266393.0,0.0,1.0,W,80.0,,2.0,344970.0
GYV9143,528.0,NJSFIKELPUHK,Fifth Third Bancorp,Skdlkxfdgoerigvdnwiiifcwwlddbx,,394420.0,3.0,4.0,U,42.0,O,7.0,1560889.0
Jgg9144,802.0,Ihhdgqlhpsvfcndzxethadvaifsnlrckmgzkymmcmelepazmhzd,Biomet,AGVKLDTDTYUMASVEKDDNUIRC,,331864.0,5.0,4.0,S,90.0,O,1.0,2795249.0
Jcl9145,509.0,ophfcqltnlfwper,Ruddick,Ujzvmqthtbgqzirhfqwzwe,,362556.0,5.0,1.0,,3.0,O,6.0,2173389.0
Elj9146,501.0,Bbxyabphzekwaauuoiepgre,Alliance One International,Eettjxgcbfitaog,,422474.0,5.0,4.0,S,94.0,O,4.0,3217303.0
Fdz9147,766.0,Vclcxwxepnwmuqlmeymibojuisoexzcfkyylpqaxlhotrpftcfizdcqoppxhweaza,World Fuel Services,Reyimicsehhrcsvvzjomtwb,,69579.0,0.0,0.0,M,88.0,O,0.0,1174560.0
TOA9148,607.0,Qxworafkjcuazlcdunzzqnk,Coca-Cola Enterprises,Sjwurosllglkizwfss,,14746.0,3.0,2.0,W,35.0,U,8.0,2968566.0
Hpj9149,334.0,JOJSFZMGAQMLMGV,CB Richard Ellis Group,Xawwrjrliijrrq,e,258437.0,5.0,3.0,M,87.0,O,8.0,2840442.0
Jym9150,555.0,EJGORGINKJAXSKIVUCSYGGDRLPGFHQCNZGVQTUNWCHPWGDDPFCWEXHRCPT,Popular,SFXTL,,476651.0,3.0,3.0,M,,U,4.0,121610.0
FDI9151,576.0,Efhodltjwiooikdivwphuxej,Casey's General Stores,Rrlyfghtzqi,L,173781.0,1.0,3.0,W,53.0,O,5.0,2589336.0
stm9152,389.0,hgwanlvawdehrabjxdvnzubmadlvncbajieffvicvbxdzktydfqwifkbcnpyr,Quanta Services,qxdnfbltsaoojvlcxmm,,128024.0,5.0,5.0,U,64.0,O,7.0,3962678.0
Nas9153,417.0,NPNZWBOGXWTPHHHKZDTERICAWJBQC,Sara Lee,OLGNIWVELECFFRKFNSQEGTWUQH,p,337331.0,5.0,3.0,W,97.0,R,6.0,2964312.0
Dea9154,838.0,Oekuwnedabtkpiiufwphaldqovgacbaywhjjscmsvtfoptstlcqytcvvezodjovtvojtgnasnsz,Kelly Services,VRBMJQPRALEBUBADYQYKR,R,303942.0,5.0,5.0,M,39.0,O,10.0,724794.0
Qbn9155,824.0,Eltcudkghnjny,Western & Southern Financial,kuxsmcqudbrodwiguyt,J,494961.0,1.0,0.0,M,92.0,O,6.0,1994461.0
imw9156,741.0,Ufrfgcywqmwzpswqqifbvxxfbzlpaftcoffpvveyglexfsudki,Hanesbrands,Ntwefmftkaidbhiqvvty,i,357333.0,1.0,5.0,,83.0,R,1.0,1180241.0
WDS9157,376.0,Dffgvaignigusodyeutxpavitwggijhchg,Amphenol,Qufpwlxtydarvfupqsapjoeapcth,,141947.0,4.0,3.0,D,20.0,O,,2091309.0
XIP9158,319.0,Eywvqotarhbauwidlkhrwo,Brink's,mzcdwavasuyxm,S,416533.0,2.0,4.0,U,49.0,U,3.0,945046.0
Ccm9159,637.0,KTHOVGPWNIQCCWODPONYQSQLJMYHCLI,Atlas America,Insllfvoxxcyeojiotkp,,331423.0,2.0,0.0,W,75.0,O,3.0,1587234.0
Ieb9160,626.0,Whykvurjxbbzpkhbjaqgdxjbpihgptuqnntwkbfkahhmoyqvvsflgbrokvmoxjfgpbl,Pepco Holdings,Ubzntgzijlldpp,,41073.0,5.0,2.0,M,10.0,R,5.0,2760170.0
Ddu9161,827.0,Sqdwiiivhvippuoxtezymkdiqhpcvfexgopujjpkvmnciknszbezzackmaqtmn,Erie Insurance Group,CXZRFWXTB,,227955.0,,5.0,M,0.0,O,2.0,3326239.0
IUC9162,712.0,,Select Medical Holdings,Rxavjanfkuus,S,185304.0,5.0,3.0,S,77.0,O,10.0,427035.0
Oob9163,426.0,qhmdlzdcbvknipcmsxhvbqrrxtqglvxnmcvx,,ffyfhsjfm,,475119.0,3.0,4.0,S,60.0,O,7.0,880880.0
LLQ9164,469.0,Yvphpehfpvmmklrmgggkjehblexgtwqc,Bucyrus International,QQWUDGCWFI,,279222.0,,1.0,W,44.0,O,,595303.0
Elx9165,752.0,BKTAPSHYIHELFMNTFOSD,First American Corp.,Crqhlvmms,,430081.0,1.0,1.0,U,40.0,O,2.0,3967316.0
sce9166,363.0,vjyjsgezxnm,Sara Lee,uuhduy,,243250.0,3.0,1.0,M,83.0,O,4.0,948259.0
Xuh9167,831.0,Rhbslhsem,Regis,Ujgvsbwtpjhfbvtcmnsifwdlnxhh,N,121950.0,1.0,2.0,U,34.0,R,4.0,1610568.0
GUS9168,335.0,Qzsdryjdhsrxamng,CACI International,Cjizjhjxrimsolmmqufzchnb,F,288390.0,4.0,0.0,U,19.0,O,0.0,1759438.0
Lqu9169,516.0,Dgzrkdpqhplemmglofvllmjigtgsymdjzclyemsklnspwgbjrdrvcrwucinbjkynbqclna,HealthSpring,Ayeraxpanwhlr,,419879.0,5.0,1.0,,90.0,O,7.0,1113419.0
Asy9170,845.0,IKHGLCV,Ametek,Ioyvuecjuzokgqtbwbulf,s,266079.0,5.0,5.0,,38.0,O,9.0,374029.0
Hvc9171,305.0,Hrtibrgboixokcwzbiea,Guess,Ehbooilkagibsxpoqssjlxuwlb,,468035.0,,1.0,M,79.0,O,0.0,1460271.0
Cem9172,675.0,Rsshgts,Dollar General,FHNKECNZSXNGBPHSXUBW,,54914.0,1.0,4.0,M,82.0,O,,3304104.0
ghk9173,778.0,Drzbuwvsirlerywjjktdesxdlazfwbbpwlhmitcnyvvzmwkpjsfjyzzmlcnqji,Fidelity National Information,tbkrsheb,,78820.0,1.0,2.0,S,81.0,R,1.0,3710345.0
Hwt9174,756.0,Ldmcfgobqeicelbsnljlferrk,,iwflsrvpbos,,376708.0,2.0,0.0,S,12.0,O,3.0,3233806.0
UWP9175,630.0,OPPUSDVUPVV,EOG Resources,Ldfsesadait,,349957.0,5.0,2.0,S,44.0,R,9.0,1802654.0
Imi9176,726.0,asgyphxsxhuhjcjqsexitxptqklalcrmmil,Abbott Laboratories,Nqknuz,T,100475.0,,5.0,M,,R,2.0,3443988.0
frq9177,,gxjqd,Becton Dickinson,Nhvjpimdsaxdbqyyxuhcrkxehpwnno,H,218327.0,0.0,5.0,S,3.0,O,2.0,2344256.0
brk9178,686.0,GPJDDFBRAIBCXJPIJIPIRTLOWMZJDWSXOXCNLVKFQTLTIMFPXEPIPYIOXFEGCWDBEFTHCFGSPVAE,Scholastic,Fntwvfriwkmbd,L,291592.0,2.0,1.0,U,,,9.0,1463889.0
Uns9179,794.0,FGOTKGMQANFTFBJDLOXJFLRCOYVSFEBSFXHFMV,,Suaszjbfxhbqjvwfnikimdplx,,303607.0,3.0,4.0,S,75.0,U,2.0,543974.0
Dom9180,611.0,OZWPNFUFSPTXHLIFXBEWIUMJVVMST,LKQ,Xuejihekiuig,,284065.0,2.0,0.0,M,92.0,O,5.0,1080827.0
tgv9181,346.0,Jlazejasfrxakejjjnmnhpilswfaxlmsjlxvtptyaigghwmrlbgfmwxxgdnchdhswwbfwgp,Jo Ann Stores,eimwwprxpwe,,161403.0,5.0,0.0,M,92.0,R,7.0,777878.0
Xom9182,528.0,ibtvffqelsigiekuhraeaaehjebnltaxannlqlrunprveqwwavxv,M&T Bank Corp.,YDKLPHPXZTSLG,z,241708.0,2.0,3.0,U,78.0,O,2.0,2770169.0
RYR9183,501.0,Ijkdbfqhdxpyhbtpwpq,Brown-Forman,Jelnmltiiy,,349706.0,1.0,3.0,,92.0,O,10.0,2002134.0
ujo9184,815.0,Xvduukjkmrxpebfp,Packaging Corp. of America,rmoszlrlyltjjxk,,443580.0,3.0,3.0,U,23.0,R,6.0,2512507.0
Dry9185,344.0,Wakdzlwaaixxfdnmtahihm,NuStar Energy,EGKZIXGOPPMHYEVB,B,366858.0,2.0,0.0,S,64.0,R,0.0,485091.0
QCW9186,417.0,fvcwpjrvaqthgqex,SanDisk,Jbosletmkfubcaueuk,,487454.0,4.0,2.0,M,86.0,O,9.0,209138.0
LTC9187,835.0,YXQZURLYOOCTNTFSHCAMUBSPMDYMNGFTZHXUDCQCQQELKRANSOVLXUYIZSFJLDJMTXV,Republic Services,MRNTDEDLEGWXQDOJAVFIG,,6753.0,4.0,0.0,M,26.0,O,1.0,
Fxj9188,795.0,,Biomet,bnbmkqqcgxxzu,,314007.0,0.0,2.0,M,72.0,O,5.0,1632998.0
dsx9189,701.0,Uwuxwawymxbnmwcpltckwamnntxcimkpnsjqrjkkrhejpvs,Constellation Energy,Odrpouqkyijwndh,x,146899.0,4.0,2.0,U,48.0,O,8.0,374006.0
Luf9190,546.0,,Advance Auto Parts,Jhcatqubltxnp,,,0.0,0.0,W,15.0,R,7.0,2449166.0
Bye9191,390.0,Ihnylwzekisjmdlspwmdxsodeaojjwqnuyokqcwjbvsaibmlhfftiddqmquwtxpues,Kindred Healthcare,Imkfvnumwclhdoqhvcsxjfvelvrcdx,L,381790.0,0.0,5.0,M,56.0,O,6.0,2580050.0
Pfy9192,372.0,Plaomzihfspaelewgjxywhtdr,Morgan Stanley,Bkxagqumlbdfbactczd,,17390.0,2.0,3.0,D,52.0,,9.0,
gun9193,396.0,Yfrvfluuetoifknfxnjtgeinxhnkmkagjzjbvdruuhqsfrdpnvcagfmjsgmjaumjhvnbruxkmjx,Del Monte Foods,TEHGDRXLRKSPSAEMUQQWDOFHN,f,238063.0,1.0,4.0,,10.0,,5.0,3502915.0
qvn9194,518.0,IYNCLQECHKSKSMNXUJBXHNFCX,Regal Entertainment Group,Wbptuszdmz,N,302505.0,0.0,5.0,M,53.0,O,5.0,1689133.0
krx9195,598.0,,Whole Foods Market,abfubm,,152676.0,0.0,0.0,M,63.0,U,6.0,968034.0
Bvd9196,390.0,vdhivmnkedxbmfejenmksmpahalcnhtqfuqrhhhvbajwvtvhucaqcxltfcjoembtxdw,Brink's,ppurqrmltvgbtqaoupujeeidnlmlw,,314196.0,1.0,0.0,S,13.0,O,9.0,802062.0
Xvc9197,693.0,FKSPGWYDSDFKHRRWPWANAMN,Embarq,Uygcpkanqunvmqd,w,226932.0,0.0,1.0,U,72.0,O,10.0,3239896.0
dwp9198,395.0,VJQSEQBFMRAVSSGNWMBTOTRNAPCXEZMFRWRRMKUHQVFCDHAZPAFIXEONFLBMBJBMHGEDKBG,Ecolab,Lyvypvankcyunvnhffgkxlhtdxmm,q,399292.0,4.0,0.0,U,26.0,O,1.0,460924.0
Dyw9199,614.0,Zzqlxlwvhqddrmnkxywsyx,News Corp.,laahfuyqvhaadvsekjsfofactvq,,379263.0,2.0,0.0,D,43.0,O,1.0,2154624.0
Gzd9200,674.0,Jfoirlhpubhnriyqolokjhuxdpoacaxwhsmsaewxvmcgedohs,US Airways Group,agmaxuztqfollqgftkxrrdjo,,467066.0,3.0,1.0,W,51.0,O,8.0,333758.0
ote9201,656.0,UVHJWIOVMLCWHOHEAUZFQINZXMACJYLVRFDMNOELHPHWQXQPUASIAJJJFPUBBV,Mohawk Industries,Wgilgruhvtzsnkiapzjt,B,374351.0,2.0,1.0,W,61.0,O,6.0,1163886.0
Wma9202,630.0,Qkuagiqhrgkcjfnap,BMC Software,Hpscusqtkhdicxdndbpasdscmbb,c,39456.0,3.0,4.0,U,13.0,O,8.0,
lxx9203,648.0,TSFGUSMYMHHZLAUTPYJROVGCF,Pulte Homes,Smjwifispixncnrnukzyjqwqa,,478333.0,1.0,3.0,D,89.0,U,3.0,3895690.0
qeo9204,821.0,CDTBKSBPMFSLUYIDVZIEHYKQFE,Big Lots,EOPLLIUURHXZMI,W,334209.0,0.0,3.0,D,55.0,R,0.0,3262809.0
Cbm9205,692.0,FQVATNYNUBRLACRPCFLKMMMWWPGNIHKHHAUMKAUDATQUFUMWNRDJE,Hubbell,Uvwzmsicez,V,261038.0,0.0,0.0,M,44.0,O,1.0,2745045.0
evm9206,741.0,uycquhtgxbsgfptzcroohjgbkvscan,Tiffany & Co,DQZGHGEIMFVYXMPTCAETG,,345000.0,1.0,2.0,M,67.0,O,0.0,2845538.0
QMR9207,844.0,Xamoxktrwbnngemfubfrwmgbxqdcidjdfjiljxiwmvnypow,Ross Stores,Hwikiasiunleribe,T,476570.0,1.0,3.0,M,87.0,R,5.0,3526238.0
NEF9208,562.0,,Macy's,Jteecztsymoeggilrekjp,D,257638.0,3.0,0.0,M,,O,2.0,2626638.0
