prospect_AgeID,prospect_Em,prospect_CrRat,prospect_PoCo,prospect_FirN,prospect_AdLi2,prospect_In,prospect_NumC,prospect_NuChil,prospect_MarSta,prospect_Ag,prospect_OwOReF,prospect_NumCrCar,prospect_NWor
Wib5021,Peter Kiewit Sons',681.0,Tdooqfxgenb,Akvreq,Prvwjwkrgs,5712.0,5.0,4.0,S,65.0,O,6.0,1119590.0
vdq5022,GMAC,393.0,,evllmslcjhrtquhererd,Fmzyoqcgbbshczuvvtsirmqeuifujrjggsvmawtxroecagogazfvpbgxa,274968.0,2.0,1.0,S,12.0,O,10.0,
sir5023,Jones Lang LaSalle,451.0,,Ldnmljicr,tjxyzpzogfhgtridimfgevuddtbftrdohfpwmdkxxxqiavdbsuwbrunubdkp,238962.0,5.0,1.0,M,17.0,U,1.0,1380316.0
ifi5024,Aon,616.0,Uuckkp,Afcocilsdvdvigllnuigoev,Bumummurrwzstedhkanjiftgheyuijgxvlxasobpgjlaarvuqzlbnmzmqlwmxwoolfdffucicnrbpuci,363320.0,5.0,3.0,D,39.0,O,2.0,3901290.0
Mev5025,Valspar,471.0,UZHPTZLEICW,twjdogyyhbaubehjwqhxgnmxgfld,FJYWQISCDSQZSCUVPYDDAWDYMISWWIIANWOSRMRYTYWCUZJEKUKUKLHUUTH,82102.0,0.0,2.0,M,93.0,O,4.0,73208.0
Szd5026,Nalco Holding,688.0,Wgaovyjb,GPAOXLOMZZZMJCUBIBT,Kkfkcgwatonlbr,341771.0,1.0,0.0,W,13.0,R,1.0,2416537.0
IYA5027,Pepco Holdings,808.0,XOUGFYKYTC,Xgyokaopellnu,Yvffytumcjscvyrbrfdjsbxbovthmpywxakwklhmwyljtdjgjnlfnrzfopulonl,401429.0,0.0,0.0,M,69.0,O,8.0,948850.0
Odt5028,Mueller Water Products,455.0,SGZODHFSXEM,Ihhqpvztbvamygfcs,hmrbhaxxjoghby,62804.0,5.0,,M,48.0,R,9.0,1105801.0
Mdd5029,Pitney Bowes,684.0,Aaohcctjbo,Cvxhkbyhcyo,Ismshixzzbzslfvscufdkcs,247908.0,2.0,0.0,D,19.0,O,9.0,
YSQ5030,Southwestern Energy,789.0,saalrna,FUVAXWIDQMCTWPGTNZ,Tscqhnowsxfikuarvmyhqktsmtfkbfogrrybzzfcbtuikiartfebdipbdlhhxpidkkkanjivf,277271.0,0.0,4.0,M,67.0,R,2.0,3122869.0
ASQ5031,Owens Corning,831.0,Fhnnxzcn,Nhqbojrzzxv,Cvuyaychusilsqfhqhvxrijllhumqjipoaocrispybdquqakzpaotolaslaltckejt,,5.0,0.0,U,21.0,O,9.0,935049.0
jcl5032,Ingles Markets,517.0,Qzhhcaipkto,scaocexlrwqtdzvpj,Qjwbjhwatfu,387880.0,3.0,1.0,D,77.0,O,6.0,2320008.0
kcd5033,Jones Financial,382.0,Qzckphljpx,Mrqhupmifnhwfp,UWSLDUQTDXDDAHKOCKVMMQRSLZJTINXCYYUENWJKJOFATBNHWNTVIORQJLQJTLLLUHLRUHODVDRRKPT,5809.0,5.0,5.0,M,84.0,O,4.0,3678782.0
Tvu5034,New York Times,691.0,Ksywoiwwnyp,jeaxbpeyzlvapyucekiasferyhk,Imbjbjyegnjjssdfepibxdtewxysqltrb,383084.0,,,S,,R,8.0,2999207.0
TRE5035,Dresser-Rand Group,357.0,DDXRTIJPH,ikoilozucibzedpcbveecsxmpnjpgv,EAPZEXMPYCKQRVKNJFXWQBOWCJMILKPXHZKRXALCMBZMWPMJFUJMGXLVWGJXTWMGS,12248.0,4.0,2.0,U,3.0,R,3.0,
Iaq5036,CMS Energy,652.0,Tbchs,Xevlystcfiicinbjipdhq,JECQRRCFPYQEAIZLCRLABQJAOOYZ,330534.0,4.0,2.0,D,13.0,O,1.0,2003035.0
TYW5037,Comerica,494.0,Taeepaeqmwcm,Bclzwldkywpjwnaabzwscbydxnzfki,Xpbtwtjwbrzjegxtssnscinotjwvkynoxeimngknazbxsohkxlu,37911.0,2.0,4.0,M,43.0,O,9.0,3786706.0
lvq5038,AnnTaylor Stores,832.0,DOBYBGTX,KEBQWFLNBYSOKVZHSCPIKPGV,Xdhdlhumglrraqkjpgg,52613.0,3.0,0.0,W,16.0,O,9.0,3330767.0
Apm5039,Rock-Tenn,574.0,Rvzwdjqlduil,dwnzrezeujafxdgs,ZHLTMYQEMOBXDUTKRFMBWNGSUYIOCSTTFVD,497214.0,1.0,0.0,M,46.0,O,3.0,3390087.0
Rrj5040,RadioShack,412.0,shdxbruift,Qtxlucfceownrnhzfagvx,QHYWMDUSUVZVJVQYRKJTQQLDRSEKPQQGWLEQNFYKNFPQXHRIXNKYTOCOYNMIAESTMVDLQDTKHJ,126199.0,2.0,0.0,S,44.0,O,6.0,3813089.0
CIX5041,Con-way,,kkqoiktvcj,pooylsnhihqm,Jcrdsizooakdqnsheclfqbwpgnefjsdsjovoopnzmcbjrczajohidqtskegntmixffd,235355.0,3.0,3.0,,22.0,U,10.0,2842588.0
MSI5042,Amerco,379.0,QDVNVTDOX,Yerpkqtkzgmriuygecjq,Liabvakoasniphupdnwaxerlvxsjrzfahlm,483819.0,1.0,2.0,D,89.0,O,0.0,2220192.0
sgu5043,Oneok,652.0,Bvazyr,Srwwvuixhagj,jomytatnwflbnwemdtjvslctjhtakgw,469945.0,3.0,3.0,M,85.0,O,8.0,277567.0
xtp5044,KB Home,849.0,oenncncmgee,Ekxytovqavuzmguwhogovrfqpxp,Ijpxbyoqjjgacgvyqpsakiefkxaphbsdr,131250.0,4.0,2.0,S,89.0,O,5.0,3320890.0
Pop5045,CMS Energy,799.0,Zqftenkuzwln,ioccvzpjebmrohjz,BRLOCGJUTWDETDPKENCVDJQQRGKBGWTSKIUYIHCWVHPUJ,480081.0,2.0,4.0,U,80.0,O,4.0,
Lrg5046,American Axle & Manufacturing,304.0,,wjvadowpvydjlvphvbdszmsdhsbdj,Xcdyepqcqorrdpibedjefqdmxcsodwlinz,356668.0,2.0,1.0,M,7.0,O,0.0,528905.0
Lnd5047,Terra Industries,,bugpj,LMIEZAUHKXJ,,,4.0,1.0,M,11.0,O,4.0,1625865.0
Qaq5048,Harman International Ind.,809.0,nkyfokd,jpnpmxcysoxyudjrspqvbc,Olwoogylfsblhpigsgnnkxjsjwrgxhacbgxikeiejjwdxmnvmeqhoarltsamlvl,289903.0,3.0,5.0,S,52.0,U,8.0,1242710.0
iop5049,Silgan Holdings,361.0,TNOXD,Daxidfidmmmqhilcbg,Bienmjueimlrysrbuxetwmnkdouidleziphzsdklzsfrhttzptdqjk,58182.0,0.0,0.0,M,67.0,U,1.0,19345.0
Oxw5050,AFLAC,639.0,Uvuuxbxmptx,srmvdtnummj,voklviztwsx,288019.0,2.0,1.0,W,10.0,O,6.0,2910991.0
ctz5051,Kla-Tencor,540.0,pwomsm,Eucuhdiztdrpmwbxu,Gtbdobnbljmkrpjcqtsvlwcuovknpgdroihgyisevtnheedsjwvyhrlkgjzbfzkmqd,,3.0,1.0,W,11.0,O,10.0,541583.0
Rze5052,CBS,692.0,Ykcckubprvh,RWAIFEOZPADKETDYUTUUFRDXQETCBW,hnzseoijfjcppltbrntjegknyqtarfdccefnonszjjndrluousilkmfruojwndwrgtydkwwaraprslb,368577.0,0.0,2.0,M,75.0,R,4.0,3117658.0
TPL5053,Yahoo,376.0,TCCPGFB,SVSBAFNKTKVYB,Lonqfsktpvllxmuxprvniknfkdki,373399.0,2.0,1.0,M,14.0,O,2.0,294878.0
Mbi5054,Interpublic Group,328.0,Kzrcr,Ejvfakqfbu,vutlqbzezptovewgzkamfkroefgf,207451.0,5.0,1.0,U,42.0,O,2.0,1282883.0
Wuo5055,CACI International,505.0,Dcqgltxiyr,JHGAIWWJUHWXRJIRKJ,MJBJTJTGXECXJYOOHIEU,312141.0,,5.0,M,46.0,O,10.0,1519188.0
ylm5056,MGM Mirage,402.0,Sgouwqiayg,Inesnuwheamtogujhznndfp,Nmkkgiuikmydqjiwpuuakkhwymmweunstv,24744.0,2.0,5.0,S,,O,,2540062.0
Hxx5057,NII Holdings,355.0,sshcrkl,jvjctskwepebvwvytu,ZAZACKSNKTVUKKRLRQXOUVHJSIUQSNLMHDIYAMCZYPSOQXANFTFQKRJSWMXZKPPCIAKYHWCMFKXJNA,181479.0,5.0,3.0,M,90.0,U,1.0,1771821.0
rqr5058,Cincinnati Financial,655.0,Qmpfujraio,Qbbudeclwsfqotslbekz,xngartqtpiisvlldjwsqyqbmcgcsvkngojkrgijsxxglfcketqmnuxjcekpzeuwisldsijeg,,4.0,2.0,U,63.0,R,0.0,1352843.0
bmn5059,Fifth Third Bancorp,344.0,srmhvzfokv,cnguwotctyfjxaqhnmadrblebuoo,Ypolmdjpzpxkxtibeadudpbnxocewzvhy,483477.0,3.0,1.0,S,61.0,O,1.0,3562584.0
DQM5060,Exelon,394.0,rmhcrqbdlvn,Brbaxizghacnwlwkwjr,ccewrqfkxhaeifcolvgvgjtqddejpealivedksopvermavcsbazqwmapwf,114386.0,,4.0,M,21.0,O,5.0,3484400.0
amo5061,Equity Residential,759.0,IZWMFBR,ptrlxjxocjyvdqgxlljmjfxnczmem,ldhbtptpmwhfjuyel,256596.0,4.0,2.0,D,27.0,O,7.0,3521230.0
Vxj5062,Sherwin-Williams,,lvhnfndcjds,Gqatvmvmjtxwn,glknmiokzhyjqenzytlpltxzpvoppiky,34982.0,1.0,1.0,,33.0,O,1.0,2212317.0
MMK5063,General Motors,787.0,PNTCWGEMUXVA,Ftsdovpj,Duivmkqjvcy,285334.0,5.0,5.0,U,21.0,O,5.0,2117414.0
Cya5064,Land O'Lakes,334.0,Nwpojw,Dcjuejlzoyfrhasshavqh,endiygyixpsgnf,191497.0,5.0,0.0,M,84.0,O,7.0,811293.0
wpd5065,NuStar Energy,724.0,Tzftvhxr,Gvugvoxvgggoufsehkiipzaefbe,Iarsbhuvqdkkkjixyixjnfdmtjugevximycdcbtklnprudgeqipsksmobr,31538.0,3.0,4.0,U,7.0,O,6.0,86947.0
Fab5066,Spectra Energy,351.0,xoclbydp,BTGQB,Ptlzyfdykcft,33653.0,3.0,5.0,W,32.0,O,1.0,3725355.0
eii5067,Spectra Energy,363.0,ibwqb,Ehtyqvhclvwh,Gwkkdmbc,234234.0,2.0,1.0,M,76.0,O,2.0,
Oat5068,Sears Holdings,,ypvtbevcgdvn,GOITLDSPJFJNSPF,eljllv,77053.0,1.0,4.0,D,52.0,R,5.0,1883188.0
XCO5069,Western Digital,333.0,qkmeglakqup,OGKIALHMOASGEUDAPPDHDPLFZIHUBX,Ekiexeoqpuscwiswbjcpqrvuujidsxftmhybmyf,,1.0,1.0,W,12.0,O,9.0,3026931.0
Ooi5070,General Dynamics,357.0,EMGPRLTQKJ,Pfjmqgvi,tyxmopbqgnxwukaje,111567.0,3.0,0.0,S,6.0,U,3.0,3845880.0
mdf5071,MGIC Investment,437.0,KADMMVBAETN,Cxhckrrfmwjjnvmsvsoajukqj,Zulbddlgwycepcewlzifrtizqhseqzkvxqbzrczwsebsgkauggzxbqdaumb,405727.0,1.0,5.0,S,13.0,O,,1988506.0
Chz5072,Genzyme,595.0,Taucdsdcsifx,Cmltnmsjt,IDXZAYIKDGVOKDVPWWUCZUQEBWWNI,421017.0,3.0,0.0,M,69.0,O,7.0,3397851.0
Hnl5073,R.H. Donnelley,848.0,dgkjvzgkg,Kcfrmajcdfbijvmy,HUCKNFMKAVMRIRZ,387409.0,5.0,0.0,W,67.0,O,8.0,2645367.0
VML5074,Sentry Insurance Group,744.0,xocflegom,OEOXNVAYYSWYPRMQXXTRCZAX,Ablpbxxkxkdzirsuhjzlbgvbdiyaimehmuprmkxojfyjolljqhjwlsbzzcebhonxcoiuqgcbrxbunu,70219.0,0.0,0.0,D,34.0,O,0.0,
tao5075,Anadarko Petroleum,447.0,MUACMMYFUV,Zgfqbyjnbidv,FCGRLPJGOMUEQYRRZKXHMIPPPMNJBVLHRBFDDQCZGZJFNHTHRXFPPLFRSWIVFCAQCIEHODKHJYISXEKY,,4.0,5.0,M,96.0,O,10.0,2665160.0
Lpb5076,Lam Research,601.0,,Inezhbppwheqfcvjf,miswwkrrktskaeqsbprbxrlhybfq,300782.0,0.0,4.0,U,23.0,O,8.0,787516.0
WSX5077,Invacare,424.0,Fvhznwo,SISHQRJMLDIIHBXKGLBLV,Bijogwmermjaociqoqjkugrzcmhagp,92539.0,3.0,4.0,M,47.0,,9.0,3353658.0
Eer5078,Spartan Stores,640.0,bctswlypccug,Klvuhoymkcs,Lqahvequypcyphrxjtzvfocopvlexdoo,303791.0,3.0,5.0,,69.0,O,10.0,1371890.0
Olf5079,Texas Instruments,388.0,Uiflxgm,Lfpysif,csqkgsbythhjllkvhmkidndilwioonnfsiaknbdkbhhqxnxct,145880.0,1.0,3.0,M,15.0,R,,1005901.0
Zel5080,Boise,312.0,Xmclusn,Nuqgtwq,Ovtjffzayevadexggakkshpwuuwhkpzhlzjbpiccmlgiyrpksvsgzrgxj,312884.0,2.0,4.0,U,2.0,O,2.0,3928770.0
Leq5081,Illinois Tool Works,710.0,apaubyupbiib,QRLYRKZHPYZNVQXKHMJC,zbjodjwvmbkwbqvqtculhnwkehlr,421641.0,5.0,4.0,W,,R,10.0,3219055.0
cbf5082,Liberty Media,562.0,VVJDSYBEYRXT,HRDFNJRXUKO,,142190.0,5.0,0.0,W,36.0,O,,
Jfu5083,Beacon Roofing Supply,514.0,Dintqp,rttgosa,Boujbsobsoqknyzepbkdvwqmthyulumqrejkgmwuqxszmmrcllhwacebeoksigpzr,409427.0,2.0,3.0,M,44.0,U,1.0,3920912.0
Dbh5084,Lexmark International,,LSUMMCH,ffbxfrilkcjrrxkye,icqregsykggvutwmwrattqpcbuyuwrhsakwksxfndapyrxfwcdurd,196626.0,0.0,2.0,M,,O,5.0,1011927.0
kbh5085,Sun Healthcare Group,746.0,Sulfxr,Eivxzrnuznbhxhxpwgbkulifojmg,Ehzcvcuubsmsexeuuhw,236778.0,2.0,0.0,U,94.0,R,10.0,2998784.0
yej5086,Supervalu,333.0,Rjfumwfbjtn,ellvquoglbjd,dqhqdkgxyfmqkqpxdtbcevnmihijrjorzzglpaasdmtmtnmtxrrlzjntkeshwfscaufglqldlbj,114595.0,5.0,0.0,D,63.0,R,9.0,3888160.0
cbd5087,Interactive Brokers Group,,Oncuvmt,Dehusjgvkynuoszabpicwj,Ddwkxkvkwsubimfkwr,,3.0,0.0,U,23.0,,2.0,291650.0
icw5088,Clorox,470.0,Lojwidpdk,hjbbghlkqia,Ncehphlaadjvhbubpummpikzqjqxgmtppafutxhcegndaulzvzwpqbjqkvp,184053.0,3.0,4.0,M,85.0,O,2.0,1037634.0
Frb5089,,730.0,XMTBCCNEHMT,uvmomatjkco,Jrjjiqsqqzzncwjcntsbuufnbyydokpktilavzzlaxzknaultgtyqzquvfojbafecvjehlbztjpwzhde,435374.0,2.0,3.0,W,13.0,O,8.0,1031581.0
CUX5090,Pinnacle West Capital,847.0,Xtadojjk,Cepunpxzgyvxqpxrorov,Cdwktfofvbkl,481448.0,5.0,1.0,S,29.0,O,0.0,2192421.0
ihl5091,Cintas,628.0,GJBNLPQ,Mkovtgxbxetvhkr,Iscqvjowgookocbregdurxl,65151.0,4.0,,M,61.0,O,7.0,297796.0
gsi5092,Travelers Cos.,466.0,LNFHZCWVQRK,Mghkonkrpwgkcrpvu,oeyziiehvarcdznzcpzocjbanngjqsjxzzaoeokgqxiyookvqytmlhtwvajhqrbnkae,251866.0,5.0,5.0,S,57.0,U,,3993975.0
VKA5093,Georgia Gulf,814.0,Hmpbqeqez,Seijnk,Kzancrpffmsdbqa,415797.0,1.0,4.0,S,60.0,O,6.0,3241010.0
Wod5094,Lennox International,473.0,rqvxhahbp,VZLYXSAKNWXDSJMNADDDGSEGPDKJGR,XTJBSCAILOR,99418.0,0.0,2.0,S,50.0,R,4.0,3986573.0
ILA5095,Expeditors International,677.0,BCMVNLV,Txhxregslbnhrtdkedecvrsdjhpx,YEPQXRTGRZRUOQCJVBMUIHNDPBBPVKW,386724.0,5.0,1.0,M,58.0,R,10.0,2014688.0
GLV5096,Fleetwood Enterprises,806.0,Lgkifp,Uwbndpib,,31710.0,4.0,4.0,M,36.0,R,4.0,2940453.0
Zpp5097,Energy Future Holdings,815.0,HQDSNKOXHHFD,Nfdriptjiieqmtopvihazywrchp,bnylqtkoklrslspouowfjxopikwyqcnhjujclktxfmrajfqscekucrpjtwfo,444209.0,5.0,0.0,S,50.0,,10.0,3406918.0
Ost5098,R.R. Donnelley & Sons,373.0,naufhmrgr,azeoqjxxxgstvkzvoqddqnyqqxsfi,qrgujawovrbtwsinnqkzadfohwmfckzakolgiumcnjycflaivajeellrcyrdeotm,482124.0,4.0,3.0,D,38.0,O,3.0,482128.0
Ltr5099,Sherwin-Williams,616.0,snvzg,Dsmytpvdsoctahaclvpg,ioohtuewizuabseujsvxrhdjjuhlxmvkmgn,25999.0,4.0,3.0,S,14.0,O,7.0,1616038.0
HOD5100,Jack in the Box,613.0,Xuyrjh,MNPDSMAWHLEHPX,pacokzyubogrhacnulhoetjzzuxgtudkparuapueyjrcosvlqq,271280.0,0.0,2.0,M,35.0,O,8.0,52861.0
Ywd5101,Tyson Foods,684.0,Dgkndgtseb,iidhemifwuvbjphaxghgvbhnkg,eolqlviqxrpkbvjpkwqcvbdprfcobexhyxcptecyvhtiqnlsgdaqvyeetovrrhgumyoqdwgiokpiklgx,181447.0,4.0,1.0,M,41.0,O,8.0,3808078.0
fnx5102,Leggett & Platt,366.0,Ubmxlb,lawixpcmolzxjjaiz,Fjxvwhrxwlpehgrlbbnpfgxldqvrfwyykjleozxmfgbxvooqypxpkybfxmeij,136464.0,1.0,3.0,M,75.0,O,7.0,2804142.0
kwk5103,Western & Southern Financial,689.0,Inoaw,Uojpoqk,Aqnqpihtdxzsbypwfsrpkupgakjwvvtiaaqntyuvxtphtvhoswyowgakb,471679.0,3.0,5.0,M,29.0,,6.0,
Gox5104,Visteon,340.0,,egrllqhdfyzouwdssovuwymh,zoyrtbnggrgnjxhvihqrozxryqausqbufbmznnlyoepdbclhsb,341244.0,3.0,1.0,U,49.0,O,2.0,100416.0
Vnh5105,Sun Microsystems,816.0,Impbabvkne,Tnskzryphcjyerursbcgojiump,Nasfelxwacoofmdtrtczebsjtlccndgikxcabyjpovypp,230890.0,1.0,0.0,M,61.0,O,10.0,1233553.0
OQG5106,,,guydxcwdorrn,Ickitcfgeuntxnnpcyfnohyu,Jgldszgzeznkjvazdemqgowaassbwvovrqqtwmfpmensdikjrldshgzhrnoqlqxflpvuirszaxkzxhg,208063.0,5.0,2.0,S,99.0,O,7.0,1142899.0
VVY5107,Select Medical Holdings,495.0,Dtklhx,Myhurzhzluimolrk,Dinvwiblvpbxkb,,4.0,0.0,M,45.0,O,2.0,2668697.0
Cpc5108,Target,832.0,jikelywmlzpe,xpcerngw,masondsuphvckechs,121135.0,0.0,4.0,M,,R,3.0,3673357.0
IJA5109,Illinois Tool Works,660.0,Puwcbskzes,nafcthdlog,wpobrfvtvboepogdbkssthubgmlmkpvvhdvq,275132.0,0.0,5.0,M,33.0,O,4.0,231816.0
Zem5110,Pride International,390.0,Hpthb,uccaqrkbttbhcodrhaygxgeits,IFGMUZODGIEYNKEEHVQYRRD,466577.0,2.0,5.0,S,51.0,R,2.0,3386412.0
vmg5111,Air Products & Chemicals,419.0,BUJBMGUBBWNZ,Jamklqnennnkaqegpnopnnclyp,snpyfbhtxjvyjmpyezwtrshtjqolevlwyyvbgegt,185112.0,4.0,1.0,M,35.0,O,1.0,3873734.0
TSB5112,Thor Industries,302.0,Qnfpxjw,tjjqviaqxynjjmfnnhgszo,Xdjbjbjlkkhkxfhzxrytmfflizgorwjgwilbnmwherbugvzrdnnusdfuwfdphyhlhjsftsm,,2.0,2.0,M,58.0,R,4.0,678570.0
RFE5113,Southern Union,638.0,kmpnth,awpalygmdrcq,,225932.0,2.0,3.0,S,7.0,O,6.0,2816783.0
Mfx5114,Circuit City Stores,658.0,Fupkhoy,QWERLMAKELTWTPCEUD,Ibqmrhvygqzygiy,484272.0,0.0,1.0,M,83.0,U,4.0,2836782.0
Sbs5115,Continental Airlines,765.0,xdcqdvcfmwn,BHQEYTGB,Tsursshbfjpoldgukkcpsalzcbagndlepsbgomcghlkuredpgvne,151795.0,4.0,0.0,W,84.0,R,7.0,2236327.0
PVE5116,Interactive Brokers Group,,JAHFCQNNV,JMCWILVBNJGUIU,soyqnuyefeileiomdnxxzddwytpjzxjfbnhmdu,422433.0,0.0,3.0,D,0.0,U,0.0,49832.0
Vxn5117,Energy Transfer Equity,,svnlkjm,xhgvvokzmwvrvdvsgwojndvq,SETFBEMOPFCYRYZOUOVEANTSDLVVTVGJQSHBHP,95758.0,5.0,4.0,D,55.0,O,5.0,1175291.0
Phg5118,Apple,671.0,wbwifqrtx,Tnkrerx,QZQCSBVPU,208267.0,2.0,5.0,W,18.0,,3.0,3267195.0
LFM5119,Constellation Brands,572.0,YFCDLPR,Rfkmlkxxsqmeurjqucgbincagxcqlu,Imwpkodsmyralzdjxraonkajkhswldipraccolutes,308161.0,2.0,3.0,W,34.0,U,9.0,3163514.0
Xkv5120,World Fuel Services,784.0,Vdeytqot,OGIDBKNPVWPYP,,191197.0,3.0,2.0,M,22.0,R,10.0,956211.0
Aye5121,Affinia Group Intermediate,610.0,Bmierslxq,Dkwklgztkzsboswxuibgae,Lghthtof,84145.0,5.0,1.0,S,11.0,O,9.0,2968076.0
Yqb5122,Michael Foods,691.0,Eehfwxt,Bazgfibviavkcmsjhlkdtrrjb,IIDPGLKJSOMJUDFKYXBHHBRAVOVXESXINOBZRZXACXSGNCHIKIOJSPWZCWOOTFQUZPVBDIUSVXAFGLE,6517.0,1.0,0.0,M,5.0,O,6.0,57664.0
Twh5123,CSX,601.0,nrctqxj,FOGIIQHSAX,TKICKWFQLEJMXXYLJUQKAWXGKNMIYIISDURJBUHOWSCQSKKMIOPXTAJJOFOVAWOEQJIAMWNKF,350327.0,4.0,5.0,M,26.0,O,9.0,885354.0
Zra5124,Expeditors International,426.0,Vtujkjxt,Tugwklbtdi,HWZIIIQBEHFSRXXWNXTHGRAWEOZAOQDPBBZRQOZEKT,74.0,1.0,4.0,M,21.0,O,4.0,3621571.0
Upp5125,Moody's,755.0,Vhnkxtcxr,mcgblqusxqkqxdyglgxlwuymog,Thhtyvqroqgofylijqbfjximiwaw,119629.0,3.0,1.0,M,42.0,R,3.0,3241560.0
PJP5126,Wal-Mart Stores,693.0,GKNPMBVDA,Uqvfkmcxagunsjh,jorxtqcyyiydnjpzywbdzwvwukadrqqdxzhnwvnscukndrzajlijijl,310308.0,4.0,3.0,S,42.0,R,2.0,1464694.0
Glu5127,Susser Holdings,422.0,Ptxdlxm,HIKQUCH,XFOLUPSOVIABCQXWYACPTBRJXQDGFRPVBROVERREXFRHANVWZIIORRTVCBQ,248496.0,4.0,3.0,M,14.0,R,2.0,515339.0
Lwy5128,Virgin Media,427.0,RJNMJY,Phneefblsyhvrrtwlin,Clyxuozxdfowhkepjs,10048.0,5.0,4.0,M,18.0,O,8.0,3394491.0
UFC5129,DST Systems,,czhnsitmcfgw,zkqjypgqrhliupci,Oybnrdixtufhxwebacjidikkrmggypcjkvdxinbtckocitfpyzulbat,420955.0,3.0,3.0,M,11.0,O,1.0,3101398.0
JAI5130,Kennametal,651.0,kzkxpdjoukoj,Rxpkkcbboe,VNGTDRFTVOHKREGTATFJOXTHJCCJFJCHGE,282617.0,3.0,4.0,M,92.0,O,4.0,1315140.0
Eia5131,Advanced Micro Devices,674.0,Cjmmucoi,zbgqrhgdyupfniyhjhhsok,Pntqzlignbkcicygqnifqmhoecfxwqcqxogntvmlqtfwlmtqjscgdafkounsw,318044.0,3.0,2.0,M,60.0,O,8.0,2076496.0
Uim5132,Merrill Lynch,540.0,Dlnoduckqp,DMIAENHKAYWZODCLKTPUVVDGTIFI,Hwamwnzliqjlsdhlzgsyundmvsrsqmylalefbiiswksctpfvfdacffybvghcoq,490585.0,4.0,1.0,M,8.0,O,4.0,663907.0
vjd5133,Icahn Enterprises,798.0,Asuybsk,qnaoewihzkqvhfgdtdwfolvcfn,Occhqjsupmqxcjktktiriguhhldpv,203440.0,2.0,2.0,D,87.0,O,1.0,3927712.0
Khl5134,Hubbell,433.0,niwlloaiqkz,Hnmrpumnedsfy,Usvavzfnijehrecndswybq,196959.0,3.0,2.0,M,5.0,O,6.0,238203.0
Gzx5135,Piedmont Natural Gas,339.0,kqpzpri,Xntglbrwnfwmnbq,njwdikdrkfinnestvxymgunohlbovygjm,396109.0,3.0,3.0,M,,O,4.0,3309894.0
QJE5136,Rite Aid,599.0,lernxolc,kwngxyylduwkqzmthalpluzaliuis,Ryztpsoelxqnqrgtlulpxbnryofppfxqfcfoceiwcesitdmufjouedqtgiiyrunimlmfwtrfbbwu,,5.0,4.0,M,50.0,R,9.0,2398033.0
Ufe5137,Sally Beauty Holdings,614.0,Vosyvst,Utxwkenhhxmuj,eyoewbkgrtrjzzigcomxriijwmajjv,320818.0,2.0,3.0,D,70.0,O,3.0,2037217.0
bpb5138,T. Rowe Price,609.0,WZQFFGXAF,Uaxrdofcoqeqcjhyxehpv,QIWZXCMGKOQAWQUOBYOJBRWPDBEQWQDJOY,168818.0,1.0,1.0,M,10.0,O,10.0,261703.0
UEU5139,3M,665.0,Sdrnrsadnj,QPSHIKSRIESQQIUPAUNPNKMLK,Niqfcjldpenvukwauehpweymzoetuiqudduhythomctfxbzesjg,294531.0,1.0,2.0,D,17.0,R,5.0,2824621.0
tts5140,Allstate,362.0,rovwilmjh,Lnncwczsmflmfaxgglcyp,yocttqmyzqzmvvugeslhesof,248249.0,4.0,,D,83.0,O,7.0,1012970.0
pfh5141,Las Vegas Sands,614.0,Doszqepx,qlgomdrgwvxsxeim,ASNMOWGGZLIOTCKT,221798.0,3.0,1.0,M,25.0,O,4.0,2940651.0
Aqv5142,Capital One Financial,809.0,XUMEZ,Lmmnwlgvulcxrxaemfkcpsnjhnsv,Gxebesgaoioblqomzfhubakwavlnafxijfxrvgkeeqoegcopbqaoqggnxkoshhawfdfh,423917.0,2.0,2.0,W,39.0,O,0.0,804630.0
uyq5143,Timken,754.0,Gnvtlmr,pjveb,Zoazljxabcxhsjzadkz,245911.0,0.0,0.0,M,99.0,R,,1875700.0
GIU5144,W.W. Grainger,574.0,bsiylmzq,Qmerdxgblg,Sztbfmesejxjespwtktuotfsolo,218846.0,5.0,0.0,D,53.0,U,9.0,3772541.0
Vtb5145,Jones Apparel Group,648.0,XNEYGGBTU,Vqtypvgbabtbkfwyfpercsndrkb,Xmtmwmebwmatvtpathmqbuqpjefsvuxm,193728.0,5.0,5.0,D,,O,0.0,3739391.0
Nqe5146,Regis,458.0,Xdgcqivdrsz,gdufqsdfbaizkjyuit,GDUIUUN,121478.0,5.0,3.0,S,93.0,,1.0,3457284.0
Eiv5147,Expeditors International,644.0,Ohdrglyq,LADQNLKON,fxflohdmyzbrroipesrfmmflngvgsnlmwzxfhhyaquyqvorys,284081.0,0.0,3.0,W,51.0,O,1.0,1922688.0
HLO5148,Kindred Healthcare,457.0,KXKXAWD,Mvpwyyhrmmvljdapnmvnnzlgoxjc,Gviimmsvscjcftfvxqnduygetijqweicwatnfcgijggo,165122.0,2.0,2.0,S,70.0,U,5.0,1164532.0
loh5149,Manitowoc,349.0,telnxjsnu,DQOYTELMJERN,Tphzrajdgblwmqanqqydsvizjbsxvkssftylrknkcyyedbnfaqtmnhfhfi,51122.0,0.0,1.0,S,29.0,R,7.0,10912.0
