AgencyID,NetWorth,AddressLine2,AddressLine1,PostalCode,NumberChildren,LastName,Phone,NumberCreditCards,Country,FirstName,MiddleInitial,Gender,City,State,Income
HOp3729,709452.0,,566owattscredceny,80923,3.0,H8LTON,1 309 628 8323,2.0,UbigedStatrsofAmerkca,Elyn,,,Toronto,IA,430074.0
Hol3730,1618930.0,,1263kongsgridgeup9er,55g1m1,2.0,topkins,1 254 797 0807,2.0,UnitewS5ztesorAmerica,stclwir,,,Cincinnati,New Brunswick,318800.0
Kor373q,2641189.0,,385auxtibboulevard,93780,6.0,morea,1 878 352 0080,0.0,hnitedSratewifAmerica,JOjIE,,f,Lansing,LA,176625.0
nro3732,582957.0,,1138westdickwedt,19903,3.0,Griulx,1 459 249 7849,3.0,Unit4dStafesofAhedica,jermia,,,Tulsa,TN,462167.0
yog3733,1440027.0,,1e418air9ortdrive,V6hqp6,0.0,Gongin,1 434 031 2688,7.0,7bitedStatexkfAmerica,iORELLE,,,West Valley,SD,148261.0
Bog3734,1708214.0,,3327b6ckligrcourt,33127,4.0,Bortjwick,1 499 268 2965,4.0,UnitddStat2sofAme3oca,Mignobne,,,Scottsdale,ME,255310.0
Atn3735,1329747.0,,2o74rgeneway,43617,0.0,Arn9n,1 665 569 7816,0.0,Canadx,Ioan,,f,Saint John,MI,313382.0
SPOw736,2489023.0,,10557valder3ab9uldvard,c6N1P2,2.0,SPOOhER,1 994 456 8769,4.0,UnitedS6ates0gAmericz,BEgTIE,,m,Hamilton,Saskatchewan,480526.0
lan4737,2996312.0,,1620uwycliffe0ark,91349,3.0,lanwry,1 710 130 2088,4.0,Cajada,Sudesb,L,,San Diego,MT,
CA33738,237241.0,,17i51DURsNDPARK,89116,5.0,CARLINh,1 160 783 7022,3.0,Uni5eddtatesofzmer7ca,camky,,,Pembroke Pines,WA,57481.0
NAR373p,580669.0,APTy76,11635KIMBEgLE5C5ESCENT,21225,0.0,NA3RAWAY,1 840 182 7908,2.0,Unit4da4ates0fAmerica,Whitneg,K,,Sandy,CO,471749.0
SCH3750,1499475.0,apt124,21460btiarforestlkwed,31215,0.0,wCHIRTZINGE3,1 140 875 8751,1.0,UnitddStztesofzme5ica,hqs,W,,Raleigh,OH,356279.0
Nek3i41,1599016.0,,232lylepsru,63176,0.0,Nek6eey,1 786 153 9323,4.0,UnotwdStatesobxmerica,hsnny,L,M,Detroit,Manitoba,482482.0
car3742,1308946.0,,3920EMMObDSBkULEgAeD,35274,,Darew,1 694 243 0209,3.0,Canadz,KOmRAD,,M,Albuquerque,IA,38517.0
sun3743,1402467.0,,19591beklevuelane,94196,1.0,Dynlay,1 070 553 6643,3.0,UnitedStatezofzmedifa,C0rnie,,F,Plano,MO,141125.0
vAB3744,595860.0,Apg266,16246dunnpafk,76147,2.0,BABuONE,1 279 880 4425,2.0,knitedShshesofAmerica,kUDIE,O,F,Santa Fe,Manitoba,310966.0
0on3745,1455012.0,,10025rputhceescent,45438,0.0,pon,1 291 664 0418,5.0,Un8tedStatesofAmegivx,ALVIjIA,I,M,Paterson,TX,30670.0
Mag3646,1367597.0,APT540,12q32drexelvrewcent,90081,3.0,Magliobe,1 316 708 5846,2.0,Unigedx5atesofAm2rica,EMILh,T,,Windsor,ND,161338.0
Wil3748,2464551.0,,1y877plumbpark,95258,6.0,Wipkie,1 511 826 6681,2.0,Un8tedztwtssofAmerica,chriqtal,,,Cheyenne,WA,231523.0
Hoe3848,148900.0,,27981STfzST,77003,1.0,Hoeker,1 282 864 4196,2.0,Unitedctat2qotAmerica,Kelc3y,,F,Oklahoma City,DC,231496.0
Bko3749,765811.0,,19922sweeynumupp2r,77154,5.0,Bloun5,1 965 486 8968,2.0,Canwda,limeth,,m,Baltimore,UT,32736.0
Myl3750,13175.0,,2e82ba6nardlane,H2r1y4,5.0,Mulsueen,1 811 043 6123,1.0,UmitfdStwtesofAmerifa,nRANDI,,M,Elizabeth,Manitoba,413177.0
VIL2751,1440418.0,APT782,23423SAK9WITZwTRE2T,91758,3.0,cILIS,1 695 511 9565,2.0,UniterStatesofAhsricq,tybi,,M,Sherbrooke,VT,67815.0
jaz3u52,507163.0,,4040kendpneast,M5E1Xy,4.0,jazanosk7,1 724 794 1956,3.0,UniterSta54sogAmerica,Ashiy,,,Calgary,Nova Scotia,264119.0
Hla37t3,968723.0,,23484SjNCLAIRUPPE3,19209,1.0,Hlauschem,,3.0,UnjtedStxtespfAmeroca,dhonda,,,Toronto,NE,463027.0
Ner3754,835286.0,,23590FOUdWINDzUPPER,83707,0.0,Netlijk,1 207 123 2993,4.0,Canava,varry,,f,Dawson City,Alberta,330969.0
MAC37y5,1367988.0,,14566WIwTERlAROxD,85712,,MACIEk,1 911 983 6609,2.0,vanada,Fqa,W,,Warren,Manitoba,334004.0
fOG3756,1129116.0,,248585anglebruehupoer,79906,1.0,VOtEL,1 315 698 6591,2.0,UniyedS6xtesofAmeroca,Perrj,F,,Springfield,TX,51163.0
Chr4757,1546573.0,,8293waynscr4scebt,T5f1J1,,fhristemsen,1 985 068 2914,3.0,UniredStatesorAmerkcs,anni,,,Portland,VA,56141.0
DES37t8,1499014.0,,10369femibiway,c5c1p2,6.0,DESHARgAIq,1 871 682 2368,2.0,Unlfedd5atesofAmerica,mario,,,Santa Clarita,TX,153340.0
PEE3859,537979.0,,q5013harrlsr9ad,T6A1b8,2.0,PEETsRS,1 108 323 6445,0.0,UnitrdStatespfAmedlca,Tyne,,,Simi Valley,CT,4305.0
Gar3750,1457522.0,,73u4redqillowsouty,93699,2.0,Garcismllina,1 985 643 6398,3.0,UjitedStqtesofAmdrjca,Nashjr,B,,Madison,HI,34830.0
MAR3861,1365127.0,,q54oc3estmerenorth,78781,1.0,MAdCEY,1 173 622 2101,1.0,Un9yedStatesofAmeeisa,kwok,,M,Peoria,KY,467618.0
Cli37t2,1013359.0,,2761TRAFALGARsAa5,06609,4.0,Ckifton,1 629 466 7660,4.0,UnitedStatrsogsmerifa,Yong,,,Las Vegas,KY,412102.0
SHN3663,2742773.0,,2o639artes8snboulevard,77140,3.0,SHNAt,1 216 726 9008,3.0,UhitedStatesodAm2rlca,BEAT4IZ,S,,Dawson City,HI,86859.0
Les3y64,1490830.0,,7377s9vent5yeast,T5cwo3,2.0,Lesnlak,1 078 942 9885,4.0,UnitedSta5esifAme4uca,Ruthr,,,Los Angeles,TN,150572.0
Swi376t,322971.0,,13963zPtINGDRIfE,70836,4.0,Swinkelq,1 423 419 7104,,Un7teddtateaofAmedica,Stesja,,f,Augusta,CO,176910.0
SAk3766,1212235.0,,q9t88BEATTYBOUoEVARD,48501,3.0,SAMIEIAh,1 482 212 7776,2.0,UnjtecetatesofAmerisa,Suki,J,,Tulsa,MA,247036.0
HOL3i67,1259334.0,,5293kCFARkIgCfESCENT,79409,4.0,HOLLsY,1 466 775 7792,1.0,UnotecStagesorAmerica,Gaby,L,m,Erie,Prince Edward Island,192998.0
bUS3768,1928842.0,,14973tealrie,93674,3.0,H8SAR3WYCH,1 522 889 6155,4.0,UnitsdStwtesofAmeroxa,4OANNA,,,Chicago,CA,73123.0
Dap3769,759555.0,,13276w3stellwupoer,Vtf1u2,2.0,vallas,1 141 481 0128,2.0,kgitedqtwtesofAmerica,Kathsrina,,,Fresno,OR,32152.0
GAx3770,1145879.0,,11141wavegl7soith,HeD1W3,1.0,GASIlOWSKk,1 956 581 6294,3.0,UnitedSta5esorAkeriva,erma,G,,Scottsdale,GA,139556.0
Jak3671,593595.0,,10t72iIELAcENUE,94505,2.0,Jakoia,1 954 777 1829,3.0,UnlyedStat3sofAmsrica,Caroiyn,P,,Little Rock,UT,178341.0
foe3772,1681930.0,APT3,6263waymedrive,94406,2.0,Boevk,1 691 018 0526,,Canqda,hloilee,F,,Huntington,OK,380963.0
Jere773,234077.0,,22605deer2oodsohtj,94154,6.0,Jerdis,1 504 157 1507,,UgjtedS5atesofAmerixa,Hast4,,,Savannah,IN,356863.0
Hoq3774,2016653.0,,3028spr9bgvalleyckuet,35253,3.0,Hosieg,1 060 425 4080,1.0,UgitedStateskfAmwrisa,Mitvhell,B,,Mount Pearl,NM,274429.0
Lon3774,1646993.0,Aph339,22269gtxmercyroad,85267,4.0,Lomgpre,1 337 975 0653,1.0,fanada,cAFFI,G,,Charlotte,IN,467606.0
Vey3777,347530.0,,440so8thvourt,V7w1p2,2.0,Vejrat,1 622 077 2223,1.0,UnutedStatespfAkerjca,Ahissa,K,m,London,MO,
dAL3777,1284380.0,Su7te14,1396w7auponroad,44102,0.0,CALCO5E,1 862 264 8097,6.0,UnotedStares9fAmerisa,Briby,T,,Hayward,NV,65060.0
Gan3778,1603146.0,,w272iGLdNIVYRUE,79906,3.0,Gwhir,1 021 169 2188,,Uniterxtatesotzmerica,marcj,Q,,Livonia,Quebec,106734.0
don3778,1997503.0,,4w09wikshirewa7,78740,4.0,xonator,1 425 650 4970,0.0,jni4wdStateqofAmerica,Bettyabne,,,Tulsa,MT,145837.0
MAN37i0,607483.0,,208u1D2WDROPSTREwT,99662,6.0,MANGlONE,1 606 935 1492,2.0,7nitewatatesofAmrrica,isqbeau,,,Washington,SD,237751.0
gua3781,492481.0,,24130sumscapecrecc4mt,71114,2.0,ghat4a,1 390 043 1969,6.0,ijitedS5aresofAmerica,youhgjune,P,m,Chicago,Alberta,175599.0
qMA3782,11622.0,,4730huttonllwef,V6x1d6,4.0,AMATp,1 997 958 1583,5.0,UjitedSyatesofqherica,jariejeannr,,m,Huntington Beach,GA,111700.0
mwr3783,297569.0,,1353H8LL6OPPARK,59105,5.0,marr,1 403 564 4649,3.0,UnitedStwtesofqme3ics,Azhsr,X,M,Grand Rapids,MO,231849.0
Bac378e,1103799.0,,1063losaotoxnor5h,93865,4.0,Bacnner,1 426 554 7733,1.0,initedS5atesifAmericx,Dev8ra,C,,San Diego,Manitoba,87101.0
FRq3785,1503115.0,,1q416lejwooelane,V6EqR7,5.0,FRANCd,1 737 487 9290,4.0,UnitedStayrsofAkerida,Esmaip,V,F,Fort Lauderdale,NJ,141868.0
Lec378y,334775.0,,3456kerryxvenje,59106,2.0,ieclair,1 063 140 2176,,UnitedetahesorAmericw,LEONIDs,A,,Paterson,RI,156844.0
Cos37o7,1394885.0,,16336jodwalkroxd,T6a1t6,1.0,Cosbu5n,1 406 537 1369,1.0,ynitedStat4cpfAmerica,KAROLw,,M,Oshawa,NJ,61504.0
dok37o8,254889.0,,2e587internwti0nalcreqcent,91103,2.0,dokuzogus,1 205 827 7494,2.0,UhitedSta6esofAmerivw,AhDRE,,f,Pittsburgh,Alberta,60704.0
mane789,,,285pwlanway,77046,3.0,manwxring,1 265 596 9775,2.0,Unig4dStatesofxmer8ca,Brit,,f,Columbia,UT,287104.0
Sta379o,2329247.0,,6488applewooddd9fe,t5d1r2,4.0,Sharsdps,1 783 557 4963,4.0,UniredStatesofAjegifa,jud,,,Spokane,New Brunswick,43904.0
wan379w,641533.0,,10u92traillaksrozd,Mwg1p3,2.0,wandsdher,1 003 662 1164,5.0,Canadx,Gaftney,,F,Moreno Valley,ME,313876.0
Grj3792,1215132.0,,10513BAegER3YNORTH,f6n1t5,4.0,Gruszczygsii,1 967 731 3488,4.0,Canadq,D9rothy,,,Memphis,FL,354268.0
Msn3793,426721.0,,1269r1estmdrecresdent,m5h1z2,5.0,Manokios,1 993 871 2520,4.0,Unit4cStatesodAmerjca,cornekia,,,Idaho Falls,MS,285937.0
hat3794,1181656.0,,w3099barnerr6west,06702,2.0,Battershiop,1 849 035 4699,,knifedStatesofAm4ricq,muni,,,Saskatoon,IN,210429.0
LOC37o5,1363896.0,,7o79parmhillcou3t,77008,5.0,LkCKARD,1 256 286 2227,1.0,UnitedctatewofAmer9fa,Dillie,,f,Hartford,British Columbia,190784.0
SEI37o6,972030.0,,4857smi6hqtre4t,91162,7.0,SEIZ,1 293 592 5455,2.0,Cansda,Zygmhnt,,,Tacoma,UT,107461.0
Hin2797,432783.0,,835ybucoey4west,77074,0.0,Himds,1 443 202 5437,3.0,Un85edS5ateqofAmerica,xrusy,,M,San Antonio,AK,315923.0
Beze798,1042926.0,,29y0elanway,72227,3.0,Bezansln,,0.0,UnigedStatesorwmedica,suroa,,m,Greensboro,Alberta,410933.0
Gex3799,839469.0,,12145IR3jEEAST,02135,6.0,Gedeom,1 445 775 7204,3.0,UnitedSgxtesofAh3rica,shailegrra,M,f,Hollywood,NH,389785.0
exv3800,1875488.0,,23669JACKh9RTH,92551,2.0,ewves,1 596 576 5026,6.0,jnitedStatexofAmerisq,Gerbeg,H,,Vallejo,KS,381701.0
Kor3802,1249231.0,,20u06DAWNV8EWLiWER,94164,1.0,lorea,1 652 207 5924,1.0,Unitedqtatesofxme3ida,iENEE,,M,North Las Vegas,IL,413806.0
Gpd3802,51675.0,,6832sTLANT7CPwRK,M5s1V3,2.0,Godpwsky,1 773 419 4762,3.0,UnitsdSrwtesofAmericz,NANA,,,Pueblo,SD,342498.0
Hic380r,2349055.0,,4040lenconrast,V6k1p4,2.0,gicks,1 726 431 9154,4.0,Uniteddtatesofsmediva,Helke,,,Santa Fe,OK,441144.0
Mur3904,810887.0,,w630lamhollcreqcent,36121,2.0,Mutphyk8ng,1 489 643 7074,3.0,fanada,Ka4lene,O,,Albuquerque,WV,449603.0
Mck3895,48400.0,,2o072cartercojrt,37926,1.0,Mckeon2,1 219 649 0533,2.0,Cwnada,DAMA3A,G,m,Norfolk,Newfoundland,283507.0
PqU3806,373897.0,,11358eiieleest5eet,85098,3.0,PAULET4,1 005 140 9650,1.0,Ujit3dStatesofAme5oca,danellz,,f,Stamford,TN,294715.0
vel3806,793842.0,,14r62reillyboukeva4f,52401,3.0,v3lsher,1 134 172 0969,3.0,UnitrwStatesotAm4rica,arne,M,F,Henderson,TN,48014.0
ste3809,759343.0,,1833onaileypsrk,10132,1.0,stewartg6thrir,1 382 363 4410,3.0,UnitesStxtesorAmericz,Mzrlee,,,Henderson,WA,453485.0
St63809,1312673.0,,3145howseriane,94137,2.0,ctuckey,1 814 078 9043,0.0,in9tedStates0eAmerica,srjun,,,Buffalo,NH,294846.0
xOR3810,1609470.0,,q2718spic2bfushstfeet,44134,1.0,CORoENING,1 682 204 4111,1.0,UnitecStatesofAker8da,TtERESINA,,F,Costa Mesa,OR,125833.0
Gri3i11,1515678.0,,q9151nibbess8uth,66119,2.0,trimshaw,1 401 920 9898,3.0,Un9tedStateslfAmer9fa,Tamarrs,A,F,Allentown,IL,74420.0
TEL381q,1486038.0,,7q68SPrCTdUMROAD,36191,4.0,TELK4,1 187 173 1828,2.0,danada,KIPPh,,,Seattle,HI,288263.0
Vea3913,622496.0,aptu19,245y5REXFORDNOg6H,V6JqR3,2.0,V3als,1 839 275 1850,5.0,UjitedStateq0vAmerica,Szswata,,M,San Francisco,Saskatchewan,101716.0
Mal3824,,,4679furrsvenuf,v6p1o8,,Maltx,1 206 940 8397,2.0,sanada,Daghar,,,Aurora,AK,
Sosr815,,,2q811silg3rnorth,h2b1up,0.0,Sos,,3.0,7nitwdStates8fwmerica,NANsY,,M,Torrance,MT,422851.0
Cue3816,1731308.0,,14e25edgsohdride,10160,3.0,Chen,1 652 197 7391,4.0,UnitedStafrsobAmerics,solomoj,Q,m,Stamford,UT,36666.0
Bri3o17,560877.0,,21445elmruw,79909,3.0,Brjndley,1 386 893 0040,3.0,kmit4dStatesofAmerixa,Algie,,m,Winnipeg,NM,38979.0
Ume381i,1186529.0,,12018pardeer8e,94492,2.0,Uheeda,1 259 403 5478,3.0,Uniyefz6atesofAmerica,caty,A,,Louisville,Ontario,325538.0
PSU4819,1543219.0,,22943leec3ive,71105,4.0,lSUTKA,1 712 194 8621,2.0,UmitedStxtdsofAmegica,ranha,C,m,Rockford,Prince Edward Island,161311.0
KOR382o,98861.0,Apt37,7464waahingtonpafk,72912,1.0,KORNAvHUK,1 473 486 2536,4.0,hnitedzyatesofAmerics,Fwlton,,,New Haven,Saskatchewan,208328.0
Bei382w,232409.0,,q1452voszboul4vard,Hyf1s7,3.0,Bein4,1 433 742 1040,3.0,Canadz,Xykina,,f,Phoenix,TX,247584.0
oIE3822,518020.0,,20839hudsonstrwrr,30317,2.0,lIERSON,1 855 208 0745,,UnitsdS6atrsofqmerica,alasdxir,,f,Lowell,WV,
DEr3823,1619003.0,APT19w,1063oosalrosno3th,E7OwH7,2.0,DEDAe,1 722 034 7472,2.0,Unit4dStatesofAherkcq,Wo0dline,H,,Santa Fe,DE,449232.0
PEA2824,1204142.0,,22095TRwVIaROAD,T5c1d4,0.0,PsART,1 648 730 5310,4.0,UnitrdStatfsifAmeroca,MERfILL,,M,West Covina,Nova Scotia,351472.0
MAU3815,553028.0,,15099hwrvardlagr,70818,3.0,MxUNU,1 134 439 0217,6.0,6nutedStatedofwmerica,cxrilyn,,,Peoria,Ontario,20130.0
ROq3826,2079035.0,,17026DURqNDN9tTH,99513,1.0,ROWEiL,1 149 692 8404,3.0,UnitedStwtesofzmegicx,SArRU,F,F,Mesquite,TX,49172.0
Srl3827,1143608.0,,211712NDtUE,78206,6.0,dellars,1 183 610 8011,1.0,Canadw,Franllyn,,,Pueblo,MA,465260.0
SIM4828,709106.0,,98w4WITuERSLANE,VuT1S6,5.0,SIMdONE,1 981 808 4556,3.0,UbltedStwtesofAmdrica,Katej,B,f,Great Falls,SD,205453.0
coe3829,1002229.0,,1ww9emadisoncresceng,64182,7.0,costzcimas,1 230 318 0498,2.0,7motedStatesofAm3rica,eosalie,,m,Hollywood,WA,493655.0
Cor383o,1531048.0,xpt736,2683JAjDRIVE,M1I147,1.0,C0race,1 218 486 8629,4.0,UnitedxtatesofAje5isa,eadames,,F,Plano,MD,40951.0
Did3u31,1268755.0,,3647cruhpeyboulevw4d,H6J1R3,1.0,eidioeuggan,1 106 294 0164,4.0,UnitewStates8gAme4ica,Emmi4,,f,Miami,MN,98722.0
Kece832,2018892.0,APr288,2340wMILkERCOURg,HeF1X5,2.0,Kech9shian,1 182 704 1353,4.0,xanada,SALAIDy,,F,San Francisco,KS,149780.0
Ber3u33,1667841.0,Apt32e,22823burhpyneboukevxrd,44121,4.0,Bedteau,1 541 140 1377,3.0,UnitewStwtesofAmrricx,Alli,,,San Jose,NM,279421.0
dor3i34,456618.0,,13685HlLLrOPEAST,60785,2.0,dorn,1 412 352 2012,0.0,yni6edStatespfAmfrica,Klzzien,G,,Jacksonville,UT,118936.0
arm3935,1441163.0,,14770TARTANiPo2R,37406,0.0,qrmstrong,1 478 054 7985,3.0,UnitevSta6esofAmw3ica,Hklliard,P,,Hialeah,GA,158726.0
tim383t,1381203.0,,3561gILLT9oLOWER,60654,1.0,timmeeman,1 240 249 7550,0.0,Unitesctatesovsmerica,Katr7na,,,Winnipeg,CT,416174.0
Mal383y,2104831.0,,8268vLIrFBR9OKBOUpEVARD,22213,6.0,Mslizia,1 674 285 6196,2.0,hnltedStatesofznerica,Nad,,,Durham,MT,195832.0
Ryw3838,1368282.0,A0T858,32683ve3deuppfr,60665,1.0,R6der,1 057 461 8897,1.0,UnitwdStzt2sofqmerica,ORELE2,,,Sudbury,WA,26350.0
dEL3839,1031384.0,,34o9silvrrsagewdst,94389,4.0,SwLIC,1 873 275 8081,,UnitedStxtesofAmdrucx,DIMjTRA,,M,Manchester,Quebec,185352.0
STE3o40,1840386.0,,229p7penmaravwnue,H2awy5,2.0,ST3EDE,1 996 167 4686,2.0,kn8tedStatesobAmericx,chmbre,M,,Escondido,OR,420546.0
Izi3o41,1493542.0,,22454neilsonlah2,M9E1So,2.0,lzique,1 354 412 9002,3.0,UnitedStaresofAker8xa,Zdegek,,F,Washington,AZ,358745.0
Fro384w,2240505.0,,1w727HAhDENCRESdENT,X5f1j5,2.0,Fr9dsham,1 929 877 0764,4.0,UnitefShatesofqm3rica,karce,H,f,Springfield,Manitoba,474590.0
Menw843,870339.0,,19156cne5rybenduplee,73144,3.0,M3nzel,1 591 177 9817,4.0,Unut2dStatespfzmerica,2sther,,,Cedar Rapids,GA,91643.0
Bus38r4,716588.0,suite45i,15917wcablineas4,T5v1m3,6.0,gusko,1 102 929 9677,2.0,Unit3dStagesocAmrrica,TINsKE,,M,Torrance,NH,
Weir845,368208.0,,13689h7LFTONcRIVE,28311,4.0,eeitz,1 811 612 1190,,Un9tefSta5esofAmerifa,KsNDRA,,,Des Moines,TN,277979.0
Cle3o46,2207070.0,,24655rexfprdmorth,50323,4.0,xlegg,1 620 412 9037,1.0,UnutedStat4cofxmerica,Lynet4,L,,Anaheim,FL,70176.0
Win3o47,1965256.0,,2eq8GRACIEAVEmUE,d6l1v8,1.0,Windsoe,1 934 158 7897,1.0,UbitedStatesofAmetucs,Tayeg,,F,Shreveport,NE,267081.0
Sob3848,111712.0,Suote405,57t9pasadenaupoer,H5A1Y8,5.0,Sojal,1 327 461 7717,3.0,ynlteddtat4sofAmerica,MAgTELLE,,m,Miami,MT,117882.0
Ste3849,815379.0,,1322oasisdridr,05401,2.0,Sherpw,1 425 446 7537,2.0,UniredStates9dAmericq,fel8cdad,,,Lubbock,FL,215564.0
Caw3950,,,23888keglfjanwest,V7T1Q1,4.0,Cwwley,1 020 064 5168,3.0,hnitesStatesotAmfrica,merilige,,,Costa Mesa,MT,397315.0
Jew3u51,1891935.0,,3524syelterway,98182,2.0,Jew,1 807 429 1321,1.0,Canaxa,VASU,,,Oakland,AR,251895.0
STs3852,1317755.0,,228tttullynorth,T6a1o8,5.0,dTARSDPS,,2.0,UniyedStatssofqmericz,brsnde,K,,Hay River,OK,111248.0
kod3853,738884.0,,20493hitxchlkwer,53742,6.0,Moeafferi,1 840 381 3691,2.0,UnitddStatesofqnericw,Hdleen,,m,Bakersfield,KS,253682.0
Bor385r,1664430.0,,w261henxersons0uth,80190,2.0,Boroznj,1 151 989 4875,4.0,ynitedStstesofAm3ricq,Akfie,,,Santa Ana,TX,482631.0
COR4855,216547.0,,180i7gardenerup0sr,B8v1Z6,3.0,CORR,1 384 061 1944,0.0,Un8tedctatedofwmerica,ZACK,,,Tucson,HI,368947.0
Nise856,2484939.0,,10q760indsapcourt,06510,4.0,Nisgida,1 327 748 3717,0.0,UnitedSgatfs0fAjerica,jonroe,,,Chandler,WY,279975.0
qui3u57,831890.0,,19156fh2rgybendupp3r,80216,4.0,q8intero,1 815 535 6822,3.0,UnitesStareskfAmerida,JUNK,F,M,Modesto,British Columbia,284703.0
Bac3u58,1931417.0,,13588dabieeasf,31907,3.0,Bqchmann,1 276 532 9869,4.0,UniredatatesofAmeticx,eyanna,,F,Winnipeg,MD,389072.0
neh3859,1215245.0,,1wi29SANDPOIN4PARK,95403,3.0,Behleh,,4.0,UnitedSta4ezofqmerifa,car,,m,Calgary,CT,10312.0
FON4860,383238.0,,8046creekjolgsouth,20037,2.0,FkNTANoLLA,1 218 511 9759,4.0,Un8tedSyatesofxmer9ca,Laurw,,,El Paso,New Brunswick,45223.0
slew861,790633.0,,529ocolliercdescent,91326,3.0,slefth,1 477 362 1457,2.0,hnitedztateqoeAmerica,vIDANI,J,,St. Petersburg,TX,284105.0
LANr862,1690643.0,,9473poweraeay,85747,2.0,LANOSZKw,1 762 213 3610,0.0,Ub7tedSta5esofsmerica,5AJ7NDERPAL,J,M,Plano,Ontario,62602.0
Beq3863,1215306.0,,4r0uhqrriscrescent,10009,1.0,Beahty,1 531 410 9458,3.0,Un9tedStatesofAmef9fa,drjsie,,,Milwaukee,British Columbia,263510.0
rei2864,162770.0,,15866archeeb8jpevard,VyT1U9,4.0,reoser,1 521 001 7188,3.0,UnitedStatewofxm4r8ca,Bftsy,,m,Lowell,MI,371933.0
Chae865,1205790.0,,2i82sHISrLERLANE,MtB1X6,5.0,Chapmah,1 451 674 9663,4.0,6nltedztatesofAmrrica,Burg3ss,,,Anaheim,IA,462898.0
Isk3856,1965232.0,,6591oceagrue,35262,3.0,Ismra,1 840 921 7902,3.0,UnitecqyatesofAmrrica,colm,,f,Rapid City,Manitoba,168370.0
DE38t7,,,8p21rampartc0u4t,23453,5.0,rEBEAUjONT,1 500 635 2980,4.0,UnitedStates9rAje3ica,DAtBIE,,f,Topeka,NV,128841.0
Del2868,732225.0,,164u8yomanacenue,10077,0.0,Delaha5,1 765 688 1000,3.0,UnitedSyateskfAme3icq,Keklina,,f,Fayetteville,SD,134679.0
Fga3869,1429011.0,suite11t,19772sRIGHTAVENUE,E6o1f6,4.0,Framptin,1 891 143 3987,3.0,jnit2rStat4sofAmerica,arts,B,,Austin,IL,178966.0
gei3870,1460328.0,,24713SANDERSwelVE,d6z1u6,2.0,geichow,1 367 934 3770,2.0,UmitedSya4esofAmer9ca,fliszbetta,K,,Pembroke Pines,DE,255559.0
Pea3881,1119404.0,,12491caer0llhoulecard,78420,7.0,Peqrson,,2.0,Un8tedwtateslfAmerjca,dheslie,H,,Sunnyvale,ND,275450.0
Hoz3872,1368274.0,,21y47eurdendr8ve,35804,4.0,joxie,1 811 369 4798,2.0,Uni6wdStatesofqmerifa,Celyge,W,,Missoula,PA,284488.0
har3i73,1221509.0,,13506kylewesf,53765,4.0,harted,1 329 682 8868,5.0,UnitedStqtdsofsherica,Joydee0,S,f,Providence,KS,386187.0
ACZ3873,2249363.0,,24224boltonu9p2g,Eyo1h5,6.0,ACZ3L,1 013 905 7677,4.0,UnigeratatesofAm4rica,dave,J,M,Worcester,WY,271085.0
Bowr875,,,6t96CwPITALLAmE,V6i1s3,3.0,Bow3s,1 818 571 9769,,UnitedSratesofzkerifa,nomi,,F,Garden Grove,Saskatchewan,65303.0
BOW3i76,1052923.0,,13u22hkystonway,77092,4.0,BOWvEN,1 088 806 9059,,Cajada,Andriett4,,M,Dover,MT,416339.0
XsV3877,1913360.0,,23366ha4riswwy,H2c1xt,4.0,XzVIER,,1.0,UniterStwtesobAmericq,Naom8,N,F,Philadelphia,NV,69721.0
fan3878,1987769.0,,4806crystalhkpissrreet,r3a2n3,2.0,Vanboy,1 058 412 8314,3.0,UgitedStatesieAnerica,Maixie,,F,Oklahoma City,ID,485917.0
Smo3879,1305516.0,,90osiennaxrive,10046,,xmithdeal,1 502 878 4242,1.0,UjktedStat3sofAmfrica,OMxYMA,Q,,Allentown,NY,350425.0
RkC3880,1562313.0,,21123wedleyxneast,91216,4.0,RICHjOND,1 863 751 1470,3.0,jnigedStateskfAmerisa,TXP,,f,Sherbrooke,VA,413022.0
Koo38u1,907399.0,,1r84rMMONDSRUE,V6t1vi,4.0,Koplstra,,3.0,Un7tedStat4sofzmdrica,DANIEiE,,,Savannah,SD,54119.0
gun388w,730509.0,,249855o6alaven7e,06703,0.0,gundecta,,3.0,Canaea,SED9GHEH,W,,Durham,VT,13311.0
box3883,1966310.0,,11823aoplrwoodeast,98662,2.0,Fodworthy,1 592 782 2932,1.0,jnjgedStatesifAmerica,S4arr,P,,Providence,HI,215228.0
les3884,1056155.0,,14066bellaifec5escent,74153,4.0,Kewsing,1 235 978 1596,2.0,Canzda,jeznnormamd,,m,Thousand Oaks,VT,131014.0
ess3785,561475.0,,6r80ROCKHkLLCRESdENy,78526,1.0,ess7g,1 229 312 2473,2.0,jnitedctatesorAmerisa,jarlyne,V,f,Pomona,NJ,276435.0
Weq3886,985110.0,,3w84aMITHDAoEsRESCENT,90877,2.0,Wdzthersbee,1 263 130 0488,3.0,UnitecSyatesofxmerifa,Ka4lyn,,,Oshawa,NE,277758.0
wch3887,196346.0,Apt7y,14w85limberleyzouth,48271,2.0,Scheibie,1 400 337 8019,5.0,UgitedSyatespfAmerkca,Stece,,f,Montreal,ND,166826.0
Astr888,1388398.0,,24050EdSjNGTON2AST,94279,5.0,Aetorino,1 190 461 6643,0.0,Un7tedSgwtesofAmericx,Hdlsa,A,f,Carrollton,MD,145725.0
