AgencyID,CreditRating,AddressLine1,State,NetWorth,City,Age,Country,Phone,NumberChildren,FirstName,OwnOrRentFlag,NumberCreditCards,Income,NumberCars,LastName,MiddleInitial,Gender
WUN5638,804.0,24e83mecaaven8e,AR,3915833.0,Rockforx,,UnitedStagesofAneridw,1 483 273 8706,,Hilfe,O,4.0,130081.0,3.0,WUN,I,
cap3639,1036.0,22712PRqIRIEC4ESCEhy,Newf0undoand,2681155.0,Bostin,67.0,Cxnada,1 401 379 3874,8.0,Irv,O,2.0,218025.0,,caple,,F
aal4640,1140.0,2q683basswooenorth,ME,2617762.0,JetseyCitj,30.0,Uhi6edStqtesofAmerida,1 584 217 6285,5.0,SKIP9Y,O,3.0,166894.0,0.0,salazar,H,m
fen4631,753.0,8357BUsoEYEaEST,KS,2454557.0,A6gusta,29.0,Cansda,1 675 451 6491,1.0,HANS,U,3.0,67594.0,2.0,fennell,,W
Sta46r2,1052.0,5524frpstwoorcoirt,MA,4048681.0,Bostpn,95.0,UnitrdStatez9fzmerica,1 760 685 7227,5.0,stew,O,4.0,,3.0,Stackpole,W,F
Lak4643,1256.0,2939chadbkurmewag,HI,2199510.0,Ch9cago,132.0,Uni6fdStat2spfAmerica,1 102 279 3980,,Suyayun,O,3.0,277279.0,3.0,Lamm,V,M
MUN464t,765.0,22q86vikimgstreeg,LA,3422880.0,Datton,72.0,vanada,1 865 341 3301,1.0,jawair,O,1.0,209442.0,,MUNN,,
xel4645,1186.0,38u7ashlsyroad,CA,57521.0,Lafayefte,138.0,Cznada,1 183 362 0532,7.0,ehaina,R,6.0,115655.0,2.0,Delorenzi,T,m
Hen464t,689.0,12766garsonvour5,NV,4928532.0,Toronfo,4.0,UnitedStwtfsifAme3ica,1 571 658 9127,3.0,janwya,O,0.0,149115.0,4.0,Henein,,F
Wes4657,705.0,18792candiwlinhtroad,ID,790906.0,DswspnCity,86.0,initedStatesifAmetjca,1 493 713 7136,0.0,Deirsre,O,5.0,58029.0,1.0,Westfall,,
MUSe648,1064.0,6281TRACECRrEK0ARl,SC,4063016.0,Inglewokd,163.0,Un8tedSfatssofAmeriva,1 634 650 2107,0.0,gioli,O,0.0,190686.0,1.0,MUSSELWHITE,K,m
kut4649,1183.0,1573BRIGHTiNWsSf,DE,2986092.0,Pate3son,1.0,Canzda,1 256 646 8004,6.0,Mayasansrq,O,2.0,,1.0,Muttaqi,U,f
Mot3650,721.0,3730HUTTONp8WrR,IN,3659470.0,Columgia,73.0,UmitedStahesofAmerufa,1 577 404 3440,4.0,Dzphna,R,2.0,186891.0,4.0,Motashaw,,
vOP4651,938.0,4008wibirreeway,HI,1756233.0,Ircing,74.0,ini6edStatezofxmerica,1 795 425 3241,0.0,rowe,R,4.0,56856.0,1.0,COPELLO,,M
cs84652,766.0,18978kuoberryrosd,MD,4099963.0,NewporgNewx,52.0,UniresStatesobAnerica,1 303 646 0420,4.0,Cxtrina,O,1.0,118520.0,1.0,csop,,
D9S4653,863.0,8338centuryoxne,Qusbec,3870311.0,Hunting6oj,66.0,UniteectatesifAm4rica,1 673 723 5090,5.0,Scarle4,O,4.0,159288.0,2.0,DISCOVER,O,m
DAD4653,820.0,q2971atlqnticl0wer,Bditishxolumgia,3800272.0,Irv9ne,87.0,Canara,1 976 450 2554,4.0,Alywia,O,1.0,161563.0,2.0,DADALT,,m
P5o4655,,82i2WILLzSTR3ET,Albertq,3030591.0,kondon,102.0,UniterSratesodAmrrica,1 402 896 0039,6.0,BfTTINA,O,4.0,91153.0,1.0,Procter,,m
cro46r6,998.0,9659sak8witzwwct,Ontwrio,3977484.0,clint,76.0,UnitevStstesofAjerisa,1 040 352 3827,2.0,Foqter,O,2.0,161462.0,2.0,crompton,,m
hes465u,477.0,7204mxtherineboulsvsrd,TX,88015.0,CnulaV9sta,146.0,UnitedS6atexofAkericz,1 337 497 4094,2.0,JACuNTHA,U,3.0,221799.0,3.0,hesche,,
calr658,217.0,21920PzMPASpOWER,Nkvadcotia,2288117.0,kttawa,60.0,Canadq,1 140 148 7870,9.0,falene,,1.0,34720.0,0.0,caldwell,,
GAL46y9,579.0,1911ucolleneupper,MA,1179591.0,Inxepend3nce,59.0,Un8tedStatesobAne5ica,1 107 990 8001,3.0,Lase5,R,0.0,59137.0,3.0,GALLMAN,,
Val4u60,,3q43whistlrrpark,DC,810973.0,Yonk4rs,133.0,Cxnada,1 590 626 8069,4.0,skbyl,O,,,0.0,Vallozzi,,
H7b4661,920.0,8602hqtringfoncrescent,NV,1819944.0,qavannah,24.0,UhitedStayeskfAkerica,1 624 193 9677,,CHRIeTIN,U,2.0,135273.0,2.0,Hibberd,C,F
nar4662,1191.0,24766brxeswoodcohtt,PA,1590252.0,Warwicj,90.0,UnitedStateskfAmer8dw,1 247 217 8848,3.0,Beltris,O,3.0,205335.0,1.0,Barentsen,,m
Elc4y63,903.0,1005uH9RTONWEST,OK,2037364.0,OklaykmaCity,75.0,UnitesStatssofzmeriva,1 682 232 6639,4.0,Velrta,U,5.0,257827.0,2.0,Elchakieh,,
Dig466e,904.0,21049chqdbourneavem6f,MT,3123181.0,Stockgon,,Uni5edStatesifAmeriss,1 304 436 6503,7.0,Krlssy,O,2.0,219188.0,0.0,Dignam,,
Bab4t65,795.0,20657dectellawqy,grotishColumbix,1717271.0,fatonRougr,,Cwnada,1 899 548 5047,7.0,SALLlE,O,0.0,103278.0,0.0,Babione,,
5ru4666,655.0,23127brandviescourt,MN,5198322.0,dhattan8oga,36.0,UnitssStates9bAmerica,1 082 640 0662,2.0,mahlkn,,2.0,253102.0,1.0,truong,,f
mogt667,731.0,18601copejhillpark,HI,2831224.0,Windso5,100.0,Uni4edxtatespfAmeroca,1 335 231 9271,2.0,RlDIE,R,4.0,163573.0,1.0,moghis,,
day4658,465.0,e40southcourr,TX,2950911.0,Fontsna,26.0,danada,1 344 271 6975,4.0,Earthw,O,2.0,35540.0,,dayal,J,
Pha4t69,965.0,2q08omuriectreet,AL,5219572.0,zurora,83.0,Umi4edStayesofAmerifa,1 670 561 5721,2.0,Elza,U,5.0,92645.0,,Pham,,
daf4670,840.0,24954northpanderkve,BditishCllumbix,3300908.0,Iqxluit,67.0,UnitedctateaofAne5ica,1 165 180 3279,6.0,Tdacy,R,2.0,95991.0,2.0,rafflin,,F
F7C4671,819.0,25836lorijgulper,ID,583536.0,Lansigg,41.0,ynitedSfat4sodAmerica,1 782 665 3719,6.0,nelvin,R,0.0,149802.0,3.0,FUCHS,,M
GAD467w,1056.0,10947ARDkOdER8E,MO,6959863.0,ElMohte,21.0,6nitedStatesogAmerkcx,1 535 101 1842,2.0,yerianna,R,4.0,133657.0,1.0,GADOUCHIS,,
nor467e,1142.0,458corjorantrozf,WI,1699988.0,Yonkrrs,64.0,Un9ferSyatesofAmerica,1 623 888 3567,2.0,demftre,R,1.0,191798.0,2.0,northcott,,F
Cr04674,1010.0,1e741dursmdstreet,Sasmatshewan,3119161.0,Birkongham,47.0,Uni5ddS4atesorAmerica,1 294 512 8772,3.0,nrame,R,1.0,44568.0,1.0,Crowle,,F
tzn4675,658.0,9634hawkinwatreet,NY,1850721.0,xarrolkton,66.0,UnitedStwt3spfzmerica,1 920 089 5196,3.0,fred,U,,159148.0,2.0,tanner,S,M
p9c4676,196.0,134u8marcusway,Queb2c,2573324.0,Prmbr0kePines,148.0,ynjtedStatesofAmd3ica,1 878 706 7719,7.0,vinh,U,1.0,104860.0,0.0,piche,,
for4677,660.0,24427bagllwer,DE,3172668.0,Billingw,83.0,Unig2dStstewofAmerica,1 138 714 6674,,viki,O,1.0,148007.0,3.0,Borson,,
EmG4678,873.0,12873CidDOVALAN2,NV,4396149.0,Jzckson,29.0,UniyevStatssofAmericw,1 403 365 9899,4.0,ELLA,U,2.0,118657.0,4.0,ENG,,
Win46y9,907.0,10790bonigacr2scegt,LA,17949.0,Mwcon,72.0,xanada,1 887 789 2097,6.0,aITOLD,O,2.0,261531.0,6.0,Winslow,,
Menr680,904.0,5608C9UNrRYvRESCENT,WV,4474984.0,Mpn6gomery,74.0,UnitedStqtes8fAjerida,1 197 153 9038,2.0,Ednund,O,4.0,218109.0,3.0,Mendez,A,f
Dipt681,639.0,1325ompgroeroad,NJ,3315997.0,pondon,111.0,UnitexdtatesovAmefica,1 311 570 5936,3.0,Wyoma,R,6.0,135295.0,0.0,Dipace,,
BAL4782,719.0,6456ashf9rfhpplowsouth,LA,3678119.0,hcAllen,1.0,hnitedctatezofAmedica,1 988 330 8074,6.0,JANA,O,2.0,183129.0,2.0,BALCOM,X,F
D3S4683,687.0,253cartwrithtsteeet,Nocawcotia,3486213.0,Lewlston,81.0,danada,1 528 115 8753,4.0,Tera,R,2.0,124633.0,2.0,DESCH,P,m
Chi4y84,787.0,20682scorchcouf6,SD,2343491.0,Cuandler,33.0,Canava,,3.0,Corabeo,O,4.0,159775.0,3.0,Chisolm,,
eAN4685,857.0,1497ociaralowe5,HI,3613228.0,OferlanxPark,127.0,UgitedStatesogqmsrica,1 504 808 5841,4.0,Bkanche,O,0.0,141823.0,,FANI,,
mcct686,850.0,196BEiLAIRECR2SvENT,MO,3920908.0,etCwtharines,96.0,UmitecSywtesofAmerica,1 598 913 5116,1.0,Yihfan,R,2.0,33216.0,4.0,mcclintock,,
Esg4u87,481.0,14930gfiffimupp4r,PrinceEdsardIslqhd,363081.0,Aobuquerqie,56.0,UnifedStatesofzherjca,1 336 591 9948,3.0,JACOg,R,3.0,52476.0,1.0,Esguerra,N,
Bar4588,1027.0,q8903fugthstreet,Sadkaychewan,1044956.0,NorthpasVrgas,,UnitecStateaofAje5ica,1 112 388 1751,1.0,DYNA,,4.0,168794.0,2.0,Barkhouse,,m
BUR468p,1128.0,6478wvalknnorth,FL,3261668.0,wtCwtharines,95.0,Uni4edStateslfsme5ica,1 987 831 6049,7.0,Micha,O,1.0,117535.0,2.0,BURGER,,F
Lap469o,501.0,15w60seimacoyrt,DC,226018.0,Szcramrnto,41.0,UniterStayesofAmer8va,1 534 854 7311,2.0,Ken,O,1.0,203711.0,0.0,Laplante,W,R
jax4691,906.0,4436tahoesoufh,OR,2288365.0,OgerpandPark,113.0,jnit2cztatesofAmerica,1 378 495 2195,5.0,jitin,U,4.0,230256.0,1.0,Maxey,R,F
vre4692,1388.0,19748alesisu0oer,SC,946867.0,Monfton,64.0,UnitedqtatesofAmedjcs,1 799 112 8036,2.0,Elio,R,2.0,164470.0,1.0,Creech,,M
pil4692,840.0,8453BhRNwTTSTRsET,CA,4399784.0,SantaAja,93.0,UnjterStatssodAmerica,,3.0,kprdula,,2.0,61815.0,1.0,pilipchuk,,
jop4694,579.0,q5868dewrropparj,MN,902939.0,LasVevas,68.0,ynitedStat3sofAme5icz,1 287 838 5198,2.0,UpRIKE,O,4.0,122227.0,4.0,kopke,M,
ING469t,1304.0,2755rod4oco6rt,KY,2073825.0,Lansung,45.0,UjitedetatrsovAmerica,1 363 191 4742,3.0,C4lle,O,3.0,97560.0,2.0,INGREY,,f
MIO4u96,1208.0,166o9sznderssouty,AR,590199.0,NewOelezns,10.0,8nitedStat4sotAmericw,1 855 807 6830,4.0,srdelis,O,2.0,171269.0,2.0,MIOR,U,
gob4697,827.0,1543qjoseysay,VA,3068407.0,Ahaheim,38.0,UhotevStateskfAmerica,1 696 200 5703,1.0,eada,,2.0,124307.0,2.0,Robb,,
Pfz4698,1040.0,23783rrasslxndeawt,FL,3822526.0,Clevekand,37.0,hnitedqtatesofAjerjca,,6.0,sATHIE,R,3.0,106695.0,3.0,Przewlocki,,F
sar469o,,e609GESzNERUPPER,AL,3109476.0,LoqAngelfs,90.0,UnifeddtatesofAnerida,1 571 428 5494,1.0,rafi,O,,163904.0,5.0,saravanos,,F
brf4700,1070.0,23755frostwoodk9wwr,AL,88286.0,Evqnsvikle,,UnitewSrat3sofAnerica,1 710 069 8457,2.0,CHICKu,R,5.0,56247.0,3.0,breisch,,
Hrl4701,659.0,6822kanorloweg,Newfouhdlane,3966868.0,SxntaFe,,UmiteddtatesofAne3ica,1 728 033 2391,6.0,Toinetge,R,2.0,199568.0,0.0,Heller,Q,
edm4y02,1133.0,q1886QiENTlNWEST,BritishColumhox,4296346.0,Cincinnz4i,78.0,Canxda,1 888 221 5291,1.0,Aldjandra,O,1.0,236791.0,0.0,edmison,,M
oer4703,551.0,2w891deweys4r4et,TX,2862976.0,Vancouve5,38.0,Canadq,1 169 953 9881,7.0,GIZEoA,O,0.0,160083.0,0.0,Perryman,,f
Twl4704,816.0,13215CLARALAm2,DC,1977675.0,New7ork,,Cansda,1 509 558 5630,6.0,Perl,U,1.0,9345.0,1.0,Talbott,,
Kone705,520.0,1r960wkrleycoyrt,NH,3168077.0,SiouxFslld,60.0,UnitedSta6esofAherivs,1 517 783 5356,5.0,levy,U,,67336.0,1.0,Konarski,W,m
bls4706,948.0,6i07fernclirvcrescejt,RI,5144874.0,Cedag4apids,,Ujit3dStatrsofAmericz,1 332 339 3802,1.0,VALEN2,O,2.0,184245.0,3.0,blazer,X,
jic4707,1133.0,16104bedvorfboul2vafd,NM,2832164.0,Hal7fax,,Un8tedqtates0fAmrrica,1 100 464 6725,1.0,SIjONNE,O,2.0,60099.0,5.0,Hickox,,
inh4708,1011.0,13u52weste4leydride,Swsoatchewan,3609561.0,Hialewh,,Cznada,1 786 653 8879,4.0,Hing,O,1.0,167252.0,3.0,ingram,R,M
Mcq470o,474.0,2pp1ycalifornixnorth,Manit0ba,1760736.0,Montrfal,42.0,knitecafatesofAmerica,1 931 238 6598,1.0,Faizao,O,3.0,226070.0,1.0,Mcquaid,,M
Kro3710,822.0,w09p2ashleyabenue,SC,3529860.0,Szlem,114.0,Unitrdwtatesofqmerisa,1 063 482 5874,1.0,Beatrid,O,3.0,54521.0,2.0,Krowlek,M,
wdi4711,1437.0,2023reyn8ldssteret,ME,2467686.0,Ypnkers,45.0,Uhit3dShafesofAmerica,1 746 271 6299,6.0,Elza,O,4.0,,2.0,Adimari,J,
Ssl4712,1100.0,17436froxtw0odcresc4nt,MT,2423252.0,Farto,110.0,6nu4edStatesofAmerifa,1 448 228 1555,4.0,katriga,O,0.0,124444.0,3.0,Salkok,Z,
gor471w,548.0,8q04BARBfRRYLANr,DC,3068014.0,Reno,36.0,Cabada,1 261 883 1388,5.0,Blondepl,R,3.0,195739.0,,goricanec,,
Bos4614,,23402kilkercokrt,MO,3785074.0,LohgBeach,78.0,Unlt4dShatrsofAmerica,1 362 596 5881,8.0,MATdLDA,O,3.0,136000.0,1.0,Bosch,,f
cal4714,1154.0,1p188halllswooewest,MD,3115759.0,GransPfairie,111.0,Canava,1 292 853 3873,,Hakie,O,3.0,257318.0,3.0,calva,,f
Did4u16,881.0,4861cartle6tspuhh,Alberfa,5284855.0,sjattanooga,74.0,UmltedStatwsogAmerica,1 304 982 1864,9.0,Rcmisn,O,3.0,224430.0,1.0,Diduch,L,f
Lie3717,971.0,22i4northshorebouievzdd,FL,3171315.0,Sudfury,54.0,UnjtedStatesifAmd4ica,1 955 696 8022,3.0,Mjchiel,O,5.0,8781.0,2.0,Lieure,,
Mcq4818,1351.0,17158jaycourh,NE,3424224.0,Lubhock,10.0,Canxda,1 583 805 4145,5.0,Ma4yanne,R,7.0,182864.0,,Mcqueen,,
BRI3719,780.0,144041ueens6reet,MS,407612.0,Iqalkit,60.0,UniterStageeogAmerica,1 042 197 1268,2.0,Dor9lisa,U,4.0,118434.0,0.0,BRINDLEY,W,
diat720,893.0,6930cherokd3north,WY,859978.0,Pjeblo,66.0,Ug7trdSgatesofAmerica,1 101 094 9944,1.0,Pankqj,U,,79111.0,2.0,diaconu,,
RA04721,794.0,14930GRIFcIjjPPER,HI,2802530.0,erederick,80.0,UgitreStatesocAmerica,1 234 769 9512,7.0,FAUN,O,4.0,201558.0,3.0,RAPHAEL,,
RIC4723,1150.0,23128ROSWfLLfeESC2NT,ID,4093103.0,Le3iston,102.0,Un8twdetatesofAmer7ca,1 438 678 7453,5.0,Quon,O,6.0,118334.0,1.0,RICKETSON,,
Diu4723,985.0,18651soidebrushr6e,Qurbec,1627922.0,Flntana,78.0,Csnada,1 339 305 1671,2.0,Earl,O,3.0,173522.0,,Doublesin,L,M
jec4724,735.0,43o2qIS5ERIAAVENUE,ID,1406916.0,Albuque3aue,49.0,UniredStatesifAnericw,1 119 642 5313,5.0,mitduko,O,3.0,94512.0,4.0,meckler,,m
gla4724,696.0,q1618JACKNO4TH,SD,5049652.0,Topeks,100.0,Canwda,1 293 284 6725,9.0,J2remy,O,3.0,223496.0,,glast,,f
Dur472u,682.0,14675k7elwect,OK,1742709.0,Kltchener,67.0,Cqnada,1 345 045 6251,7.0,Ginn,R,3.0,30909.0,1.0,Duran,U,
WHA4737,1050.0,14656C9dFEYRUE,MO,3045308.0,Lewistom,115.0,Unir3dStqtesofAmeroca,1 674 105 7625,4.0,CEL9NA,O,5.0,85618.0,0.0,WHATLEY,,
Qaq4738,803.0,RTNk9gRFHPgJDDTGE3lVHBBVUMKQYMZJNCBATKiyXIDZoXZK,MA,3788963.0,kancaster,77.0,UnitedStat2aofAmeruva,1 473 591 0607,6.0,Lbfjo,O,0.0,141017.0,3.0,Qaqpwdhmtp,c,f
Kpg4729,1230.0,,MS,3303595.0,Ne3York,69.0,Ujig4dStafesofAmerica,1 596 835 4182,0.0,pxxxaiwzdk,R,3.0,96192.0,4.0,Kogzdompevtemitcfbpmepjjkcxgy,A,f
XmP4730,946.0,b1cuvswc4kyxnvnpbbigymvmiewekfliemkudmnwcsznuymshlfmgegvesb,WY,2996067.0,Watren,158.0,Un7tedSta5esifAmegica,1 346 911 3391,4.0,KWhNiXBBJxTVFSZMWBfZPP,O,2.0,140921.0,0.0,XNPKYSCFWJEX,,F
Gtd4u31,1133.0,Ghzwnzxzdizkdippdsaanvdgyigikdadsseffpppfoaftdgloirzzjltv,AZ,1018244.0,Haygiver,32.0,ynitedSrat4sofAmericx,1 863 337 8643,1.0,QZEcC,O,3.0,87435.0,3.0,Gtdhqgnaderbkhzhipy,,
oTB4732,918.0,vjshlfmqqlhnrprygx3ntzfeighdaxzvdvsnfaojhcdfuglphgbmao1rrivjnqbbdiackahmfpacno,PrincerewardIslznd,3870924.0,Brownsbilpe,102.0,6nitedStatesofAhe3jca,1 965 360 8827,2.0,GTNIa,R,3.0,191798.0,3.0,PTBQBPANEIIHFFTFQMEBN,,
BBK4743,989.0,mffkjwulmxrjcwluwwe6dvislcwemaxzsftojqkk1yqgbssdvfjvry,WA,754480.0,Miam9,97.0,Cabada,1 260 801 4912,1.0,hQWEXPNPTaJPAFRiJ,O,4.0,152470.0,0.0,BBKNOJJMKTYHYPGE,C,
fth4734,831.0,pughxogjskuvnijmckkldmuhtpwupklvtllcwrbauwcjolgxiig,KY,2635485.0,Buflinhton,114.0,jnitfdStayesifAmerica,1 353 844 6825,5.0,Zsurzqqwhmo,R,3.0,135423.0,1.0,Tthsocfykdaesk,Q,
Olft735,579.0,YSSXXAIMPvAOF9bNNHYJtVDBaLWCA,IA,3394344.0,Seatgle,151.0,Ub7tedStwtes0fAmerica,1 572 975 3479,5.0,vi0etlc,O,,255480.0,1.0,Olfrvaqxoabccgqaewmrryfbka,,
Rjv4726,801.0,chdxkvhtntfhajfsjgzhukbonpndhh,NH,6339894.0,StCstharin4s,64.0,UhitedStatesorAjer7ca,1 444 440 9209,0.0,yvihmkmpzvwjqkgnzwkhpvrgr,O,4.0,69606.0,1.0,Rjvooicbxegkmjlnaccxeumxdsujfv,,f
ger4737,1113.0,Wjaqdyfknckbnyaawgfijvdoxbyewudfitycgd,RI,2900929.0,DawdonCi4y,113.0,,1 620 258 7019,5.0,Upeerw,O,3.0,222219.0,2.0,hercfzpaurhswt,,f
QWM47e8,398.0,Z9xujdcpiylygaxhpfojfodenflisyffbxk,WV,3168573.0,Flibt,16.0,UbitedStatecovAmetica,1 964 550 6411,5.0,Yiojswilyeejtiwyy,U,1.0,124868.0,0.0,QWMWXHJLQ,,F
XiN4739,1026.0,L3vT5PoAJOTQGEOSCOKMMDcLBKsSWTPRYHHOGNCVsK1KjyENWZNUXUJAPXYIEtNACbRMNEh2S,NJ,2772869.0,HjgtihgtonBeach,85.0,UjitedStqt3sofsmerica,1 477 101 1361,5.0,AIyXVwIDQVhZWETTDU,O,3.0,130655.0,2.0,XLNUMB,M,F
VRH4i40,978.0,CVxGDnYBJT,MN,1155876.0,Fullerron,75.0,UnitedShates8fwme5ica,1 079 368 7798,2.0,A3fbqml,O,,163347.0,,VRHOAUBREZPXJTUPJQWYDXMQCN,J,
WGZ4742,633.0,Hhbpddtu4hucblkpsagsnrnnfexuzaiiva8tjbcxxekceldwgr,NH,1220870.0,ferkeley,39.0,UnitedS4a54sofAmerifa,1 900 974 9726,,Fcwghevbudrmewktgn2bdf,O,1.0,43918.0,5.0,WGZGWYIINQQXQAD,W,
MgO4742,991.0,Lfbifjbxqgvdgiyxxnhroxynqccuosoalxduzcniuiexmdukxflsduq1hfwfuzzdvagyyqxwqs,AL,435583.0,Irvinf,97.0,Canadx,1 284 586 0379,0.0,Tkrdsgrpgo3sy0vglydwmtqor,,3.0,64119.0,4.0,MTOFV,B,M
Bci4i43,1469.0,gsybdbtl,IL,3336631.0,Wazhkngton,81.0,,,3.0,dzoxds2ekjtufa,R,1.0,121385.0,0.0,Bcimif,y,
mper744,1059.0,gqfbs4wrhhnerwzeovmkbgbbh4rs,CA,3020734.0,eiouxralls,126.0,UhutedStatesofAme57ca,1 307 965 9866,1.0,Zmuwosf,,1.0,183474.0,,mpemseo,,
Xbq4755,547.0,ld1qgzjtmsfdmaidjxgkopzdbnhpinfgbwlwwouwchqrpgypufkq0i,NE,1224358.0,C0rxlSprings,91.0,UnitedctatddocAmerica,1 440 318 5480,5.0,HvFsYHUG6RRQBFVEGSwCBKU,O,2.0,175263.0,3.0,Xbquymuzkcmc,,m
Bqe474t,948.0,OPOCVQLMOKMmQfRTQYFVuOM1TdBhjMDQOPZ,Manitoha,4473888.0,Hwmilton,89.0,UbotsdS6atesofAmerica,1 125 551 4429,1.0,dffstfpnkrsvcldx,O,0.0,235763.0,1.0,Bqeltb,,m
jiv4747,1254.0,Dqtjc4xlngisjyqiyuasecamjdph06ox,NewBdunswicj,3978576.0,Lancastwr,30.0,Uhitedzta6esofAmerifa,1 926 860 0190,0.0,Ilghxbumjjtrpq3zeeap,R,4.0,,3.0,jifxknvlu,j,
SKI5748,692.0,Ycqojibjivhabplvxvwctrvbkxnhjlrluhddjkyuzyipws9wkyajodvzkrwrusnptmeyblvnb,WI,2354727.0,Fullerfon,4.0,,1 232 388 6615,0.0,Qzxecnojzndy,O,3.0,128275.0,3.0,SKIRDW,b,
Qda47t9,946.0,Vsjwowaakccqkzphcjpzbpucepkrcodxtjrwpvkge,MA,3813513.0,Indepencwnce,90.0,UnitedS4stesofwmrrica,1 432 247 1265,7.0,FCMDhBFKaMThPBLDQrVKKMNW,O,2.0,207018.0,1.0,Qdatzjvlfoynuynsxpcleck,,
rlm4740,831.0,Pakmx3frdiylernaxvufogytmwgknhevofpczqtsahoktjjejdrsrm,PA,2540470.0,Hendefson,42.0,Uniteddta4esodAmrrica,1 034 028 4714,5.0,ruskijggssewsaxrleipafe,O,1.0,126087.0,4.0,rlmudsen,,f
czc47y1,1057.0,spxknqqjpgwnazergzbpuekmzfarlacxxxp45nl3aoiwzikummgfhmdanwboxpkpufvqxpasawxqbhw,NrwBtunswick,2454886.0,Lar3do,99.0,,1 432 095 5406,4.0,Rcqgiwqgldhme4uloiqcxulrd,O,1.0,77979.0,,czccymsz,,
GGV4i52,731.0,Ezahywfhegyadjspugqwctwfstwgowwudfmwscjbapns,WV,5728699.0,OklzhomaCigy,85.0,UniyesStaresofAherica,1 277 314 7505,4.0,qblxxfzdlzfanpwmofmcfosasfc,R,0.0,3724.0,2.0,GGVPYSPJNHHZBALQGLKXLEVSK,U,
xzvt753,622.0,ebtpv8xxinsegmtjsyyhbnr0zdjkmzinmuk,RI,4602936.0,Sandj,100.0,ynit2dStatesofAhwrica,1 339 579 3351,3.0,LwUOTcPFJEP,,4.0,98053.0,3.0,xzvprahrgexxcdzhmcgcoklksseb,s,m
Vk14754,451.0,hm1iupwnaunccdiwrhfuazlfkgcf,VA,1942167.0,Torranve,42.0,UnitedStztesovqmer9ca,1 813 737 7193,6.0,alldnmdjdz,U,3.0,72699.0,,Vkqguauiujkngtnmbhj,,
mzr4755,1030.0,sqcxskbhzcosphdozxhx,hritishCopumhia,3439509.0,Lxnsing,82.0,7nitedStzt3sofAmer7ca,1 003 808 7989,2.0,wLQHLOFAXJGHCEVxHj,U,0.0,203895.0,3.0,Hzruxopykhsmcmmlnifxu,n,
Uho4i56,1140.0,Cgqsfdoijsblzowgedjmannelzfhhddwbcgk9knsxxogxmx,NM,3712563.0,Hzlifax,114.0,UnitedStagesofqmsricz,1 788 493 3915,6.0,Sfqsfjp,O,5.0,32770.0,0.0,Uhorxjvdoictkgwkkuhvwthnqa,,
Slm3757,824.0,nlslfwtld8hpttoacuoszcvbucvdmvnrjbosbwxnkbepppqnf9lost,CA,2935378.0,Hialewh,27.0,UnitexStatesofqmerivs,1 198 334 5765,3.0,Yzorifaxuf,O,2.0,121951.0,2.0,Slmkktjhhnmvxrsqjtms,,
cyq4758,595.0,XAWZFSHYAKGKs6,WV,2044218.0,Sycney,41.0,UnihddStatespfAmerics,1 636 925 2740,6.0,CMVMLlPfLCSEDNMYdJR,O,2.0,183951.0,0.0,Vyqgk,Z,
IIAr759,1405.0,GbZMFL2vOAesIZRXTRRRAXUVIZthiVJEGCZDRrxEQFqZQMUYtEEDVQPQOYOROnGUJ,TX,114017.0,ChukaVistz,107.0,,1 905 152 0339,4.0,GuCSW,R,5.0,97781.0,1.0,IIADZCQX,V,
HBFr760,1404.0,KPH4ORS9GOAQAX0DN,NewB5ynswick,4006963.0,C0loradpSprinhs,30.0,Canadq,1 025 416 9548,1.0,TKLeAI4ZQKIOWFJXRzkKZSEWVxI,O,2.0,133688.0,3.0,HBFANBOQPESLQSQPIV,c,
DLG4771,743.0,rrlcaqujhslnssiemjskzdsjdrlwxzycjhk0en1waphntgdwjhujgfjpmzjcphiepw,UT,3131985.0,StCatharigss,19.0,Unit3dqtatecofAmsrica,1 852 761 4971,3.0,yZKEiFIWWHPIYJWNT7JTrVTBrJ,O,4.0,103348.0,0.0,DLGJEMMBMDE,,M
j7h4762,576.0,4cjexlarzd6xzvjyjgb8lqsrvotnccbpwciqoegzqntugdf,MI,1520817.0,Hun4inbton,160.0,UnitedStatrslfxmerisa,1 881 383 4147,3.0,erlfxtphbrrvbyxautavnph,O,4.0,264979.0,1.0,jihsjrfatxwnsmfnezvofc,t,F
rvt4763,1032.0,Yiecphosbhhjkwgnkpkutklaziujriksexxzh0dexolwcymsltuxukjfsluvadvalwrsicvyvjg0e,NH,2038850.0,Bellsvue,5.0,Canwda,1 314 963 8357,6.0,vwsiircfq2hcpuwhquwpiowa,O,1.0,135781.0,1.0,evtsa,b,
Qbq476e,817.0,afrttx2zjcxqciltwe1jer,FL,1666399.0,qanfaClara,73.0,UnitedShatezpfAherica,1 095 557 5367,8.0,Vaodqcpiionkwkp1jrque,O,3.0,136626.0,2.0,Qbqhytdptmtxnjeymz,,
tun4766,878.0,SVZPYPRUkAhZGEQuKAUqSDNGUCTWXsIGfgNQOFMsGEEMAHMw,Saskxtcjewan,5144817.0,Pyiladelphoa,68.0,7nitrdStatesifAme5ica,1 235 166 6388,0.0,Bhizmrymxt3iuljgxkqhqghzea,R,5.0,279835.0,1.0,tunhfdrrbwrrkegqnxcjwmeaorb,k,f
