AgencyID,MaritalStatus,OwnOrRentFlag,NetWorth,NumberChildren,City,MiddleInitial,Phone,Gender,CreditRating,NumberCars,NumberCreditCards,Age,Country,PostalCode,AddressLine2,State,Income,Employer
EKN8393,M,O,3677526.0,4.0,Pembroke Pines,,1-923-899-8748,,425.0,1.0,6.0,51.0,United States of America,ygbcmfj,Wzijxikfhuequwewyree,AZ,435741.0,ConAgra Foods
KMK8394,D,R,845549.0,5.0,Independence,,1-368-868-2476,J,593.0,5.0,2.0,40.0,United States of America,Kexxxdfb,hwfbkqahykzbnkadrsw,SD,127447.0,
FZF8395,M,O,2989701.0,0.0,Fort Lauderdale,,1-077-276-3707,,,2.0,10.0,1.0,Canada,svextqpyfoi,Kgtssjtnwhmkgvfmua,SD,69855.0,Clorox
len8396,M,O,2724881.0,5.0,Tucson,M,1-219-422-8866,,661.0,3.0,1.0,44.0,United States of America,smqfosy,Loilhvcjmdvvaye,AZ,488405.0,Flowers Foods
VLM8397,W,O,2228585.0,2.0,Lansing,,1-838-203-9428,,494.0,4.0,2.0,41.0,United States of America,DZWNXYQZKNQ,Zxmgopwtgryntxmwzcivdirpomjlemfrlidelszxchujxffljocpeadltdqkwhfrvkzywylhuuji,ID,473.0,Hewitt Associates
mav8398,M,O,2411133.0,1.0,Saskatoon,,1-742-373-5597,,324.0,0.0,8.0,69.0,United States of America,Byvemdkvrpi,Mqmqhuffzq,MA,78269.0,Cablevision Systems
SFQ8399,W,R,2006554.0,2.0,Santa Clara,,,,801.0,4.0,0.0,34.0,United States of America,Olbdvrnhuarn,Cxeuhnewpeembzzvxgmgsqxrnlqbunalsdhskt,VA,133210.0,Vought Aircraft Industries
NFI8400,U,O,1105583.0,4.0,Honolulu,W,1-622-811-1744,F,430.0,3.0,,11.0,United States of America,Enryhagkejut,Anxdnujuhhiwwsrnlhubjgmbwepbobojszomjlkayny,OH,398312.0,Scotts Miracle-Gro
Pqm8401,U,O,2450714.0,1.0,Escondido,,1-113-760-1602,F,590.0,1.0,8.0,40.0,United States of America,itnwcujc,Cdlmlpnqakvqgwodrillatgnaawxpglsmdjpbemdhxzwarxwdckclfocjdtmgtgtux,DE,346267.0,Pactiv
ZPN8402,U,O,1367113.0,1.0,Lowell,,1-516-447-4852,f,617.0,,1.0,1.0,Canada,OIGWFGGJ,Aqteuofnqendllawflmlrzvxzbjnlamswrdnwqgteebvktv,UT,246402.0,Nasdaq OMX Group
Fht8403,M,O,1458300.0,2.0,Des Moines,a,1-560-613-4348,f,594.0,3.0,0.0,93.0,United States of America,Fcghcgh,zjfyerfmekepushohhtlpcwobafyif,Manitoba,355336.0,Timken
xmv8404,U,O,2153900.0,0.0,Costa Mesa,l,1-905-127-4490,,,5.0,1.0,94.0,United States of America,,Nftdrbvnlxgjfwkxwyfzvjwyaeeglgjvxj,NC,277343.0,Catalyst Health Solutions
kuo8405,W,O,693726.0,2.0,Lewiston,,1-122-808-3486,m,411.0,2.0,1.0,44.0,,Hvelezfhmsqj,zgffzmeoxfmzbeztnamjrcpfrlvzqdphaxrsofmncyopnxnpyawglttwfpqideidqdpyt,DE,448803.0,DynCorp International
Gnx8406,,O,1456507.0,,Hampton,,1-621-293-7749,F,541.0,0.0,1.0,6.0,United States of America,Hjodpfodfk,Kyvvcqsxpmfruwcqmsefienrnnwreessopvlicyvgbsrrkluncwbxzljfrizfbvlqvcvpieqkkysgbom,Alberta,494763.0,Pulte Homes
NBI8407,U,U,613257.0,5.0,Durham,,1-503-406-8132,m,618.0,4.0,6.0,78.0,United States of America,Nbseejlhjti,ipbdiycoggqllhshuppbuswe,CT,219917.0,Pantry
tci8408,W,O,545439.0,1.0,Salem,N,1-447-068-8633,,487.0,5.0,3.0,3.0,United States of America,RQGFS,Okiihejuqllxkxvupqjovetayfrjypqpiqqfvbgtnkbphxxdytwtputvzpltdpwacx,NJ,275576.0,SAIC
lad8409,M,O,2352979.0,4.0,Iqaluit,,1-281-225-2506,,733.0,0.0,5.0,75.0,United States of America,Mrxgy,ittegfwtdpddmkscerlfycfajywjavjxepowxznshsjthwdgjuvqudrqnupfhxtuailaosrnmcwpvxzd,WI,313667.0,Service Enterprise Group
Gsv8410,S,O,2662579.0,2.0,Pembroke Pines,j,1-585-185-9026,,788.0,0.0,1.0,64.0,United States of America,Jkyeaxscf,JCMRCWJTAIJKXAENPWRVUHTIQRLBOSMVQJGQJJPQBRFBDUKZDWGKXNKEMLLTVSPACJWY,ME,117546.0,Level 3 Communications
Fkc8411,U,O,313104.0,5.0,Cedar Rapids,,1-044-374-1808,f,393.0,5.0,6.0,85.0,United States of America,XCZLSOKJ,jvhmeuompgubtoamksjqauabcmfzjwbenmeoqvx,MN,61410.0,Safeway
ntt8412,W,O,3015714.0,0.0,Savannah,,1-808-485-8256,f,412.0,1.0,2.0,17.0,United States of America,JCVMTHXTFS,xcoppdcaaflyxoflyfy,IN,193365.0,CACI International
Enq8413,S,R,614942.0,3.0,Erie,i,1-229-706-6736,F,557.0,1.0,8.0,,United States of America,otjgbmtf,Nnmljwjtuilbdgnjifgemjzvcnmyrrmdbvntpigsmtbowrzskvjljylbwwgmajefxpghvd,NE,99313.0,Land O'Lakes
Zxq8414,M,,1471593.0,4.0,Las Vegas,o,1-183-936-9819,f,397.0,5.0,2.0,66.0,United States of America,trqrttubsb,mnhepalqmnyyqvfpdnwpwxqbfgfbjnnkmvammagmeqomdpqyfllhkchegyrqmyzxlgtkzdrfcbyuztsg,MS,186026.0,Zions Bancorp.
CQV8415,M,R,,2.0,Windsor,b,1-469-487-5771,,561.0,4.0,3.0,19.0,United States of America,Xfpplsolbakj,tcxjpqqwyqnysutfjbddcdouyhqftcfkixksmyjlmualkfvmipwsqxelafhzmcxgxepilxnwtosy,NM,288720.0,Career Education
BEZ8416,,O,1353127.0,5.0,Windsor,Q,1-104-525-7246,,516.0,3.0,8.0,91.0,United States of America,Xsyclnonvk,Mnvnwqovqsxhwfmqgudetkavpkntbbpqjvmapozskiwdlcxonwpywqjyazjxeufcdo,ME,183068.0,Apple
Yul8417,M,O,488073.0,2.0,Akron,f,1-082-889-7946,,764.0,3.0,3.0,,United States of America,xaggpg,hkjyaokntfxwfcbudjbhpnjrhzjkadut,VA,406673.0,Mutual of America Life
Jtb8418,M,O,1770822.0,3.0,Lowell,,1-040-266-5438,f,725.0,1.0,,69.0,United States of America,Tqxqtvdamx,Ustcauwppqdejbuthotricvoiwogriprftdmgualwxgmetmpnqisxhwlwdbjjvu,WV,322767.0,H.J. Heinz
Hqd8419,S,O,3349478.0,0.0,Akron,v,1-782-124-0009,M,463.0,1.0,6.0,39.0,Canada,rswwmt,Qilqvdmmdalxstgqibqxlcjrffwcqwdoggonhtxsvxffxwuxaeggxwmsnrijxddueuabgxdkzdnmtgb,ME,41575.0,Herman Miller
Vrn8420,D,O,3343920.0,,Eugene,,1-729-495-5713,,774.0,5.0,7.0,67.0,United States of America,HONBYBONUKE,WCVKKHBNKXFLNRJLSCTRCDK,New Brunswick,65319.0,RSC Holdings
WDU8421,M,R,1500921.0,4.0,Savannah,c,1-363-125-6743,,654.0,3.0,3.0,41.0,United States of America,Tsgxv,ZGTKYFUDPQYGPFKDKNCFRJWKSWNNLHQD,MI,50132.0,News Corp.
uab8422,S,O,3704032.0,4.0,Durham,,1-967-194-0873,,329.0,2.0,9.0,99.0,Canada,jdflpxl,Azyvlkxxfxjqxtpszciyfzqgo,CA,491132.0,Tenneco
KFD8423,D,O,624438.0,0.0,Scottsdale,,1-229-279-8869,,544.0,4.0,1.0,66.0,United States of America,Jpnxbnlwvitv,HSRWQEKRJYUJKABYEJWZWRKHX,GA,491971.0,LifePoint Hospitals
Izt8424,U,O,3598369.0,0.0,Louisville,v,1-497-754-8607,,526.0,3.0,,49.0,United States of America,wgmkrfynhyp,ZPPZUMTTOZNNGZYOIHGRGHZEDABWKDGWQCBPNVVGPRGTBQRWYKCAQNYJCSWGAQC,SD,375380.0,Emcor Group
Auo8425,S,R,3110160.0,0.0,London,,1-344-135-2659,,770.0,4.0,8.0,21.0,United States of America,Lfnasjivx,Khiqgfcqtyprapbihvgnbckllykrazkkedyrcisijgvuupcnqctnlgfybhmphywwujdsnxrywtp,NE,416339.0,Public Storage
pqs8426,U,O,3683789.0,3.0,Glendale,,1-950-538-5293,,691.0,3.0,1.0,44.0,Canada,kqecy,Jxmctsreids,Manitoba,185175.0,Boston Scientific
bfm8427,U,R,2208898.0,0.0,Jacksonville,,1-790-421-5304,M,790.0,4.0,,29.0,United States of America,Gbophttn,,Manitoba,414591.0,Dick's Sporting Goods
EWM8428,U,O,3381435.0,4.0,Warren,,1-609-115-8511,,584.0,2.0,5.0,19.0,United States of America,HDRCOUICKN,DVIIRSOJQWLNJPRVSLPCTTOZKCLHZUSMNBBAVRZCSAYQXYOOZCNLDBLYWWIWQESIVWXDXUFHK,NM,451105.0,Commercial Metals
ejp8429,S,O,499477.0,4.0,Nashua,I,,M,821.0,3.0,1.0,40.0,United States of America,RBGOXBCY,,NY,330727.0,Baker Hughes
Riv8430,W,U,3054107.0,5.0,Louisville,G,1-429-273-7587,,423.0,1.0,7.0,38.0,United States of America,GRRVIUN,Zfxtjfzeqfnftxdyntdgskuuayqgfxxxxizrprxuvfiqybhtfi,UT,50921.0,Questar
Ppo8431,U,O,3034114.0,5.0,Lafayette,,1-851-345-9579,F,723.0,3.0,6.0,45.0,United States of America,Ukdhpjj,Pxwsqtxravyuvbmfqnhvfnrj,British Columbia,219560.0,D.R. Horton
HCD8432,M,O,604365.0,5.0,Hampton,t,1-163-418-3001,F,793.0,1.0,0.0,79.0,,qlqaeki,Aotqhlicsacxnqwfigvkpweujrljjkagifnzuqhaqismemeqwmvtszuofc,NC,72005.0,AGCO
Swy8433,,O,631885.0,1.0,Springfield,,1-407-766-2137,f,711.0,0.0,4.0,,United States of America,fmnoatkmn,Xsqrkkyamkgdvadmpwujihe,SD,303962.0,Pentair
num8434,S,O,1801070.0,0.0,Atlanta,,1-962-726-8105,,500.0,4.0,5.0,63.0,,Izvgerznev,Nbkeueswahenuxstkjbjmtbmltvocsjojyifimzkexnczntdmeqfpkbehf,NC,319808.0,Health Management Associates
ixo8435,M,O,1726194.0,0.0,Lansing,,1-101-284-2316,,776.0,3.0,1.0,84.0,United States of America,DEBKP,Ybgtfphdgfuriyxbmdxnukrmbxbnoctmjsg,British Columbia,,Tupperware Brands
vzk8436,D,O,3557258.0,,Jacksonville,l,1-905-875-1102,,478.0,0.0,6.0,46.0,,Qvjqvdgaj,txlctfqpybdubebqrccscgqwytcvwbolmvzusoloblygoeitvrktjanjkhepmxe,AL,391449.0,ManTech International
Cch8437,S,O,1435561.0,4.0,Lakewood,,1-639-709-5768,,776.0,,5.0,95.0,United States of America,,OGQPWVUWCVHFMNNUZNXERJNJTYXTECIFNFKMMBHJOFYTRGXJUXWBTUBJPX,Prince Edward Island,314671.0,Tiffany & Co
Sev8438,U,O,140715.0,5.0,Akron,,1-560-026-1156,f,795.0,0.0,4.0,78.0,,Kunkthmhgqy,ibcgldtmwzexdlatnljyzitltflpmvkdsjmipukwdlbf,DC,193317.0,
Bao8439,W,R,2953490.0,1.0,Cheyenne,K,1-215-807-9626,,843.0,,8.0,93.0,Canada,Ezpyxjtnesh,Oqwalfrmjjublj,NJ,228417.0,Pall
hvf8440,S,R,3497594.0,0.0,Buffalo,,1-660-386-9061,f,612.0,0.0,5.0,100.0,United States of America,WWRIKG,Wmbifiazkmrudrrfsk,NJ,164976.0,
Crm8441,S,U,3626781.0,2.0,Glendale,,1-526-756-0151,,601.0,0.0,10.0,71.0,Canada,qmcjaeyp,Ioatuaxtclwopfoqfvgswoualdeloawxjoavwibt,NV,28548.0,Raytheon
Euo8442,U,O,3934140.0,5.0,Independence,,1-715-341-9696,F,667.0,2.0,7.0,44.0,United States of America,Sdeciy,Evanomxqbmodlkpyhxtodafvt,OH,119902.0,Kimberly-Clark
Kxp8443,D,O,2103324.0,0.0,Reno,Z,1-270-030-3843,,702.0,2.0,8.0,18.0,United States of America,Rahmrvxig,DVNRIK,WV,228131.0,WellPoint
Wep8444,M,O,751426.0,4.0,Hialeah,n,1-844-771-3207,M,517.0,4.0,,48.0,United States of America,yzmgvwfidyd,Isopbjmbp,ND,153927.0,IAC/InterActiveCorp
Hvh8445,M,O,72928.0,2.0,Detroit,,1-799-762-1774,M,597.0,5.0,10.0,,United States of America,ttgtzfsv,Vzxdmycyafxqdfgjbgwiolexwbtsbwmynczpycrxuedktksfthpvohdaqrese,British Columbia,442135.0,Priceline.com
Rsx8446,M,O,170466.0,5.0,Stamford,,1-529-844-6743,m,788.0,0.0,1.0,68.0,United States of America,Aayzd,hiyzmgobyhjwlqmjfxgshkqcfrvmwgvb,UT,292340.0,Navistar International
Doi8447,S,O,76336.0,1.0,Berkeley,w,1-086-956-5660,,464.0,,3.0,54.0,United States of America,culehjtykq,DAPAFHZMUKCAVMSKLQWIBDVLXRDONOV,AL,26963.0,Jarden
Qqp8448,W,O,172798.0,0.0,Augusta,,,M,703.0,5.0,6.0,41.0,United States of America,rjqpmapoyudr,Fgqnxgaguibghsyclxnsnevgsrpblipjdobrknnw,IN,337062.0,Atlas America
Fae8449,U,O,2266559.0,3.0,Boston,,1-865-928-1936,,476.0,0.0,9.0,49.0,Canada,FRPDNTRBVOTL,Legdoajxmtmrqsi,DC,71795.0,Insight Enterprises
FIU8450,S,O,1446659.0,5.0,Tempe,,1-078-320-5212,m,617.0,4.0,5.0,9.0,United States of America,Azpxetq,Bmrotkppcwecksoot,AR,271114.0,Broadridge Financial Solutions
Eqf8451,S,O,2733798.0,3.0,Scottsdale,,1-010-220-1308,,347.0,0.0,4.0,95.0,United States of America,Pjhoxvurwqdy,GCENIXCNT,ME,322148.0,Perrigo
Cmj8452,M,O,3057177.0,5.0,Casper,,1-251-163-0585,M,,3.0,7.0,89.0,United States of America,Lcvpm,Vudkctitoflwsvjuqvepspet,Saskatchewan,233357.0,Embarq
HDU8453,W,O,1392119.0,0.0,Montpelier,,,,767.0,5.0,5.0,54.0,Canada,Misusjjecac,vadzzmveyaypjflrolynwpuggollcsngxihaqddphmrasdwowlyzxrqq,VA,105107.0,
tss8454,M,O,2505151.0,1.0,Stamford,,1-219-906-6463,,478.0,1.0,3.0,50.0,United States of America,wvnaw,,VA,248032.0,WABCO Holdings
pit8455,,O,1238133.0,,Aurora,,1-870-258-0983,,521.0,4.0,7.0,79.0,United States of America,Mguikpinj,,HI,478696.0,Beacon Roofing Supply
Vol8456,D,O,1932173.0,2.0,Saint John,T,1-814-914-4841,F,585.0,2.0,4.0,,United States of America,Bcvqifn,noynshbn,WY,3391.0,Smith International
Ewz8457,D,O,1930474.0,5.0,San Bernardino,j,1-476-525-7286,,334.0,2.0,8.0,50.0,United States of America,csnfrvuxuuf,Qwrqpifcvgytejnxwjhdjey,CO,121179.0,Huntington Bancshares
OWW8458,M,O,2443730.0,2.0,Warren,,1-948-656-8165,f,727.0,,5.0,28.0,United States of America,VSYDB,Kwipgfuvnwsexrrjcznahrvlessbiqbvekhvsemuvfvbhbbxmdp,OH,303801.0,Core-Mark Holding
Hhn8459,W,R,990303.0,,Louisville,N,1-519-257-3199,,611.0,1.0,1.0,17.0,Canada,noffdqad,Mmwbpfspqsglpfpimxxrdrffcrypevgjqsskpqewmejomhmvbsuqwmuvjtgvznhbldjicechfserih,FL,6744.0,Sentry Insurance Group
FFX8460,S,,1635558.0,1.0,Cedar Rapids,x,1-326-407-2371,f,360.0,3.0,5.0,,United States of America,Cnmsgoz,ruisuallpdfsemhrxrymitapyzgkxzlhyjolbgknhwduqmpgsrlhnvfcvcxqabht,MA,326543.0,Amerigroup
vus8461,D,O,1831763.0,3.0,Eugene,,1-793-516-3698,f,445.0,5.0,5.0,26.0,,tddcdgegs,Iairukolxgcshllhnvlspvcn,CT,270638.0,Terex
MCX8462,S,O,429010.0,0.0,Great Falls,A,1-192-706-0536,M,713.0,4.0,4.0,49.0,United States of America,QWPSBWKSJA,pthniru,HI,60200.0,Coca-Cola Enterprises
hno8463,S,O,1831294.0,2.0,Torrance,,1-959-679-8837,,570.0,2.0,3.0,26.0,Canada,Xocdasikfx,Gwdpzxbryvgqgdjahkjudfhrzakdxjodghxzalhxilwrxrl,WY,183336.0,Lockheed Martin
ndf8464,M,U,436257.0,4.0,Casper,,1-332-155-2981,F,656.0,4.0,7.0,83.0,,edlffkhl,mzvpqfziwtriuueonkrkiouoeoypwmdemngptijmgzpdyiomhxxnw,TN,340069.0,AGCO
CAP8465,S,O,799882.0,3.0,Durham,l,1-511-107-9446,,567.0,0.0,10.0,74.0,United States of America,Bqwza,Elxbsuibdgtp,WI,4339.0,Con-way
rkj8466,M,O,3387121.0,2.0,Miami,,1-354-475-2420,f,726.0,0.0,10.0,65.0,United States of America,Qkpjoourc,Fmehtiospkomkdvtacszfhtikqmyutqmrl,AR,380166.0,CC Media Holdings
eue8467,W,O,3690724.0,2.0,Mount Pearl,M,1-794-555-3534,,488.0,5.0,5.0,3.0,United States of America,Ipmupduwced,Uhwdnovwjuugehnomoeadhopemruktwhbnxwpmfijmhxjpixqhjckfjmqe,MD,483411.0,Dynegy
Ofd8468,M,O,1730508.0,0.0,Louisville,,1-223-235-3740,f,525.0,4.0,2.0,12.0,United States of America,FTMABKWW,Dirxndttnmlrwvlnovqzsijwojcpkgzlgxrvwnxgfyjr,MI,31197.0,CMS Energy
fcp8469,S,O,728292.0,5.0,Escondido,,1-862-279-6049,f,640.0,,6.0,3.0,United States of America,Arpdgqpxnuoi,riyguvjqvlgjaudskmmiglxaro,VT,470929.0,Domtar
Yyz8470,M,R,1112286.0,1.0,Richmond,,1-075-386-3166,,314.0,4.0,8.0,50.0,United States of America,gijya,XQQNNZKMGCCQCVOSLOADHGIQPEVNMPGIXITGPG,CO,106289.0,Pacific Life
Nwq8471,S,,3167276.0,4.0,North Las Vegas,,1-153-331-0598,,793.0,0.0,0.0,95.0,Canada,ahrampskctjn,Dtqbfoclwukfrhrahvukxcoicij,Quebec,212470.0,Packaging Corp. of America
kgp8472,,O,2917329.0,,Saskatoon,,,,,2.0,0.0,77.0,,JEWYLEV,,MS,324050.0,Magellan Health Services
uio8473,U,R,1033637.0,2.0,Carrollton,,1-684-936-0510,F,715.0,3.0,4.0,28.0,United States of America,Ugiwwibormt,Alromidqlezsfrsiompvukdjnaewfdszemethqywrb,NH,323659.0,Philip Morris International
Ocr8474,S,O,626914.0,3.0,Waterbury,,1-356-900-0449,,585.0,2.0,2.0,38.0,Canada,Jliyvrlda,TGPFTFCMWVFUAJIZTUBXQNQVYNIYQKFWLXLVBIFLSCJOJPUULNAJPMPUUK,MA,228220.0,Ingram Micro
Uzq8475,M,O,2875202.0,2.0,San Buenaventura,e,1-851-783-9290,F,447.0,4.0,2.0,41.0,United States of America,Yrrwt,,CO,272203.0,Intuit
jdb8476,U,O,3949799.0,5.0,Irvine,,1-465-839-5265,F,536.0,3.0,1.0,17.0,Canada,Urxgigylz,ztlsxzqgdepiidgdufkgrjmejnzahpqtaituuiizmijioinuiibcfguzfqnyglrvxjwffajjbgupfhh,British Columbia,451917.0,Kla-Tencor
Lgd8477,D,O,636659.0,1.0,Warren,,1-995-917-0686,f,843.0,2.0,10.0,100.0,United States of America,Tcahjf,Ruehqososkkunbmnvvpieilkborqhwtxoaxfcwtjgazbvlrvbezda,FL,111293.0,Bio-Rad Laboratories
LOB8478,D,U,2563261.0,,Wichita,P,1-399-460-8921,,316.0,3.0,9.0,56.0,United States of America,upibgkjx,Uldnrmculnrufgyhgxdfcqqwmttkqtwvwzscknaibbnkw,AZ,475106.0,WABCO Holdings
Qbj8479,,O,2705581.0,3.0,Boston,y,1-889-021-4907,,562.0,3.0,4.0,19.0,United States of America,,QOHCXPEVWQTBIO,VT,331836.0,FM Global
Qcn8480,M,,2698096.0,0.0,St. Louis,H,1-459-530-8211,,708.0,4.0,5.0,49.0,United States of America,Bfxsf,Xguvqjzeqyygbxotyhjhovusvpfjmixmdoyygfcqebgt,CO,81588.0,Silgan Holdings
LMS8481,M,O,2572600.0,2.0,Raleigh,,1-385-488-1221,F,764.0,4.0,2.0,23.0,United States of America,Rwjwlexct,Tmoouqslibchwniwjoatomwnqpaeesaztkaenntqohvmshddgbmegv,SC,105974.0,Ameriprise Financial
OUC8482,S,O,1537032.0,3.0,Rancho Cucamonga,a,1-447-167-7938,,785.0,4.0,2.0,34.0,United States of America,zjorku,AOCCFNITNBJB,RI,1657.0,W.W. Grainger
Trp8483,U,O,2126200.0,5.0,Lafayette,X,1-136-629-7597,m,345.0,,,31.0,Canada,Blsuzpxutm,Bvcaixiuajxcgxjufmkwcrucitazjxybkmiyeyzflxiyy,NM,397454.0,Modine Manufacturing
gte8484,U,R,770068.0,0.0,Fayetteville,f,1-634-767-1446,,784.0,4.0,5.0,38.0,United States of America,Knodacngli,Spavpckncfagwmztcntlhjxnfqunhwzfbxgjxdazod,GA,262796.0,FPL Group
ROB8485,M,O,1412791.0,4.0,Long Beach,,1-623-631-6016,,558.0,3.0,5.0,23.0,United States of America,MLUHIRQPQ,wlhkptmvpepanirunxw,WY,412539.0,Puget Energy
rcd8486,,O,1469286.0,4.0,Huntington Beach,g,1-803-557-0768,F,841.0,1.0,8.0,81.0,United States of America,,PHCRAKLODZNKLQAKUQMNQHTYNQCKITVQXDBFDXKXXMOMMRMPQWDRNDKBZRMGJWDKILGESJA,NJ,123391.0,Simon Property Group
YMW8487,S,O,1152298.0,5.0,Baton Rouge,r,1-003-349-4503,,571.0,3.0,2.0,8.0,United States of America,DVCOX,PNMPRMUVIGMFWUOUEANGQGOGWVLMHOGI,SC,435982.0,Burger King Holdings
Brz8488,S,R,3897005.0,1.0,Macon,,1-063-001-0419,F,392.0,2.0,6.0,86.0,United States of America,dvwxop,Nfhrnlsrqwyqlanodvbxvrhivucmpinhceirvwq,ME,290792.0,Pall
chh8489,S,O,3989969.0,3.0,Henderson,X,1-349-608-5731,,533.0,2.0,3.0,40.0,United States of America,EJTWQFJLH,,Alberta,120990.0,NCR
JUN8490,U,O,3345234.0,4.0,Lowell,W,1-317-788-6249,m,,2.0,0.0,55.0,Canada,Fdtivalivxm,EDTIKPNSRVQLALIMACJJKJU,Quebec,457396.0,Whole Foods Market
THH8491,D,O,2863120.0,4.0,Austin,,1-228-529-6798,,543.0,5.0,8.0,30.0,United States of America,Akwppbezgkar,Btxhkfufmdmdokjqkglcekieioncpvmobzeaofjgjjqpltkvebhgvraxu,IL,112285.0,Danaher
apr8492,S,R,3050091.0,1.0,Raleigh,,1-817-598-6502,m,827.0,3.0,4.0,94.0,United States of America,QDBMASKGZGDA,MMTOAIZCBJNWEOJMJJMVUAR,ID,451364.0,HealthSpring
Ljz8493,M,O,939956.0,5.0,Corpus Christi,O,1-488-705-8163,f,809.0,3.0,10.0,94.0,United States of America,glnqs,Lqvwfflbodofyqubisfiirpjrbgvblpaxdjqsbqhaghsuv,FL,235284.0,Occidental Petroleum
zox8494,M,,1160430.0,2.0,Dayton,c,1-526-069-7892,f,,1.0,,7.0,United States of America,kczbwehx,Rvjmjkybudpeocffckhohsjeatcgetifbyamcm,MA,263074.0,Perot Systems
lzd8495,M,O,2081947.0,3.0,Warwick,,1-656-493-9265,f,687.0,1.0,9.0,,United States of America,Bylsdf,tpaqcszvpjbwuiljoyhgouzjbkpqozuaisenhjtrkviavetqmfiqzm,Manitoba,96123.0,Dell
JXF8496,U,O,90282.0,5.0,Independence,,1-386-239-4376,F,776.0,3.0,7.0,95.0,United States of America,frxzlrgg,Ixmwbhaodzxeivbtcqdlgicrekfogpbnxwmqbsgxvtoksfxuqmudordzdpzxsleqgznt,MD,,Helmerich & Payne
lvy8497,M,O,,2.0,Santa Fe,,1-764-422-3011,F,411.0,0.0,2.0,75.0,United States of America,Tlymcgdcgcul,eebxbnpkdvgylzixtavvmqappnvzbqjtxkdiipzgalbaibxxdsbumlwgizjzorzjdwosgbyeukwojn,Saskatchewan,204485.0,Alpha Natural Resources
Npb8498,M,O,1399007.0,3.0,Augusta,J,1-055-144-5259,f,493.0,5.0,6.0,,United States of America,Bcibw,PIOUIECRKTQNKWTLQZFQPWOEXXXVIXPCSXZSKVFTHLHSNBEKKJKRWLRNRCVGS,AZ,121193.0,Sherwin-Williams
Jfj8499,W,O,1477739.0,1.0,Savannah,X,1-988-711-9016,,562.0,3.0,9.0,76.0,United States of America,VREJIQ,BCRNBIULHAAQICOQAKIXKMSUVAUGQGPVFOPCJSDSCHGCOF,DE,,Tupperware Brands
Fwb8500,S,O,104989.0,2.0,Sydney,,,,749.0,5.0,7.0,78.0,United States of America,VMJGGHA,,AR,83167.0,CUNA Mutual Group
Krh8501,W,,29623.0,0.0,Miami,,1-190-111-1511,f,532.0,2.0,7.0,21.0,United States of America,Bblhqyxy,Caejqxn,CA,282942.0,Administaff
Cyp8502,M,O,923672.0,0.0,Orlando,H,1-628-206-1777,M,699.0,3.0,9.0,32.0,Canada,YVPGELOQBP,Lnwylxvnpypevxygksdbyzmhoecuymzncmbpispsptwxvtlzextd,Newfoundland,349287.0,
Qvu8503,S,O,2147817.0,3.0,Salinas,,1-638-112-6950,F,760.0,4.0,7.0,43.0,United States of America,Wkvkkfqt,ESKKHQMMILCPBUJDXK,ND,398595.0,NTK Holdings
OBR8504,S,O,919794.0,5.0,Denver,,1-512-316-2765,m,580.0,3.0,4.0,39.0,United States of America,Hrnonpynmz,EPCHZNGZCMJNXOCLXNHQK,IN,7297.0,Monsanto
yzf8505,D,O,1375357.0,2.0,Charlotte,m,1-829-122-6085,M,815.0,0.0,10.0,76.0,Canada,VUCORJ,Accudidvfnheckgixwafolbmugpzkxkyvkluealdllalbotxmcfoqapfmravqmoyfgmfa,VA,172475.0,Ingram Micro
ZBQ8506,M,O,678771.0,4.0,Akron,,1-322-547-9555,,654.0,2.0,6.0,47.0,,AUWCJMPBNR,Rbvvnuxemusurudozlxhfihvvnlsh,Saskatchewan,323969.0,Kroger
Aai8507,W,O,3164138.0,1.0,Livonia,,1-753-025-9341,m,781.0,5.0,4.0,86.0,Canada,DEMTSAOFO,qhnefrkij,NV,195423.0,Holly
Ruc8508,M,U,1428073.0,4.0,London,u,1-053-678-7968,,823.0,4.0,8.0,41.0,United States of America,Nbxvmnxv,rwcjojjyacfuqnflzndhsvatqrcmakwldmqyrbpooeupgcpnpsvwtat,TN,74911.0,
Dpp8509,D,U,98688.0,0.0,Newport News,,1-155-137-1437,,821.0,1.0,3.0,77.0,United States of America,XSTQBQWSIILL,Lqedoayinp,NE,391792.0,Unum Group
UTU8510,U,O,1696676.0,0.0,Vallejo,,1-437-209-9491,,376.0,2.0,9.0,35.0,Canada,Aytlfia,Lpfbwdrgidozmvktv,TN,,NCI Building Systems
dow8511,M,O,567657.0,,Iqaluit,,1-602-934-6802,f,790.0,0.0,10.0,41.0,Canada,Goabkozymmcs,wtiacjqcmfsuhqlwzixozimhbwbiqepdtnidkrieicsbtsubdfawhmqdhkvkvocsn,SD,116960.0,Bon-Ton Stores
Xcn8512,D,O,2217949.0,4.0,Savannah,,,f,544.0,4.0,7.0,33.0,United States of America,Ytrauud,zpwszqlyrijqzlvudpxmqsatolmesxgjdyrjwgnwpvczughrfuxiedqsjqjqibgcmeaeltb,CA,185858.0,AMR
Efl8513,M,R,2753769.0,0.0,Thousand Oaks,G,1-432-879-2401,,333.0,0.0,3.0,15.0,United States of America,Dvhqqvkywi,UCRLXIBINXKHHIEQWZZWPVXKKQEWVUAUT,LA,44305.0,New Jersey Resources
