district,last_name,customer_id,address,create_date,active,first_name,postal_code,city_id,address2,phone,email,store_id,address_id
Lilongwe,PAYNE,166,710 San Felipe del Progreso Avenue,2006-02-14 22:04:36,1,LYNN,76901,304,,843801144113,LYNN.PAYNE@sakilacustomer.org,1,170
Maharashtra,PIERCE,167,1540 Wroclaw Drive,2006-02-14 22:04:36,1,SALLY,62686,107,,182363341674,SALLY.PIERCE@sakilacustomer.org,2,171
Gansu,BERRY,168,475 Atinsk Way,2006-02-14 22:04:36,1,REGINA,59571,240,,201705577290,REGINA.BERRY@sakilacustomer.org,1,172
Jiangxi,MATTHEWS,169,1294 Firozabad Drive,2006-02-14 22:04:36,0,ERICA,70618,407,,161801569569,ERICA.MATTHEWS@sakilacustomer.org,2,173
Rajasthan,ARNOLD,170,1877 Ezhou Lane,2006-02-14 22:04:36,1,BEATRICE,63337,550,,264541743403,BEATRICE.ARNOLD@sakilacustomer.org,1,174
Perak,WAGNER,171,316 Uruapan Street,2006-02-14 22:04:36,1,DOLORES,58194,223,,275788967899,DOLORES.WAGNER@sakilacustomer.org,2,175
Batman,WILLIS,172,29 Pyongyang Loop,2006-02-14 22:04:36,1,BERNICE,47753,58,,734780743462,BERNICE.WILLIS@sakilacustomer.org,1,176
Steiermark,RAY,173,1010 Klerksdorp Way,2006-02-14 22:04:36,1,AUDREY,6802,186,,493008546874,AUDREY.RAY@sakilacustomer.org,1,177
Miranda,WATKINS,174,1848 Salala Boulevard,2006-02-14 22:04:36,1,YVONNE,25220,373,,48265851133,YVONNE.WATKINS@sakilacustomer.org,2,178
Kerala,OLSON,175,431 Xiangtan Avenue,2006-02-14 22:04:36,1,ANNETTE,4854,18,,230250973122,ANNETTE.OLSON@sakilacustomer.org,1,179
Skikda,CARROLL,176,757 Rustenburg Avenue,2006-02-14 22:04:36,1,JUNE,89668,483,,506134035434,JUNE.CARROLL@sakilacustomer.org,1,180
Tamaulipas,DUNCAN,177,146 Johannesburg Way,2006-02-14 22:04:36,1,SAMANTHA,54132,330,,953689007081,SAMANTHA.DUNCAN@sakilacustomer.org,2,181
So Paulo,SNYDER,178,1891 Rizhao Boulevard,2006-02-14 22:04:36,1,MARION,47288,456,,391065549876,MARION.SNYDER@sakilacustomer.org,2,182
Kirov,HART,179,1089 Iwatsuki Avenue,2006-02-14 22:04:36,1,DANA,35109,270,,866092335135,DANA.HART@sakilacustomer.org,1,183
Risaralda,CUNNINGHAM,180,1410 Benin City Parkway,2006-02-14 22:04:36,1,STACY,29747,405,,104150372603,STACY.CUNNINGHAM@sakilacustomer.org,2,184
Tennessee,BRADLEY,181,682 Garden Grove Place,2006-02-14 22:04:36,1,ANA,67497,333,,72136330362,ANA.BRADLEY@sakilacustomer.org,2,185
California,LANE,182,533 al-Ayn Boulevard,2006-02-14 22:04:36,1,RENEE,8862,126,,662227486184,RENEE.LANE@sakilacustomer.org,1,186
Gois,ANDREWS,183,1839 Szkesfehrvr Parkway,2006-02-14 22:04:36,1,IDA,55709,317,,947468818183,IDA.ANDREWS@sakilacustomer.org,2,187
Noord-Brabant,RUIZ,184,741 Ambattur Manor,2006-02-14 22:04:36,1,VIVIAN,43310,438,,302590383819,VIVIAN.RUIZ@sakilacustomer.org,1,188
Chaharmahal va Bakht,HARPER,185,927 Barcelona Street,2006-02-14 22:04:36,1,ROBERTA,65121,467,,951486492670,ROBERTA.HARPER@sakilacustomer.org,1,189
West Bengali,FOX,186,435 0 Way,2006-02-14 22:04:36,1,HOLLY,74750,195,,760171523969,HOLLY.FOX@sakilacustomer.org,2,190
Sumy,RILEY,187,140 Chiayi Parkway,2006-02-14 22:04:36,1,BRITTANY,38982,506,,855863906434,BRITTANY.RILEY@sakilacustomer.org,2,191
Caraga,ARMSTRONG,188,1166 Changhwa Street,2006-02-14 22:04:36,1,MELANIE,58852,62,,650752094490,MELANIE.ARMSTRONG@sakilacustomer.org,1,192
Ontario,CARPENTER,189,891 Novi Sad Manor,2006-02-14 22:04:36,1,LORETTA,5379,383,,247646995453,LORETTA.CARPENTER@sakilacustomer.org,1,193
Tabora,WEAVER,190,605 Rio Claro Parkway,2006-02-14 22:04:36,1,YOLANDA,49348,513,,352469351088,YOLANDA.WEAVER@sakilacustomer.org,2,194
Rostov-na-Donu,GREENE,191,1077 San Felipe de Puerto Plata Place,2006-02-14 22:04:36,1,JEANETTE,65387,369,,812824036424,JEANETTE.GREENE@sakilacustomer.org,1,195
Uttar Pradesh,LAWRENCE,192,9 San Miguel de Tucumn Manor,2006-02-14 22:04:36,1,LAURIE,90845,169,,956188728558,LAURIE.LAWRENCE@sakilacustomer.org,1,196
Nyanza,ELLIOTT,193,447 Surakarta Loop,2006-02-14 22:04:36,1,KATIE,10428,271,,940830176580,KATIE.ELLIOTT@sakilacustomer.org,2,197
Tokyo-to,CHAVEZ,194,345 Oshawa Boulevard,2006-02-14 22:04:36,1,KRISTEN,32114,204,,104491201771,KRISTEN.CHAVEZ@sakilacustomer.org,2,198
Nordrhein-Westfalen,SIMS,195,1792 Valle de la Pascua Place,2006-02-14 22:04:36,1,VANESSA,15540,477,,419419591240,VANESSA.SIMS@sakilacustomer.org,1,199
Baden-Wrttemberg,AUSTIN,196,1074 Binzhou Manor,2006-02-14 22:04:36,1,ALMA,36490,325,,331132568928,ALMA.AUSTIN@sakilacustomer.org,1,200
Jiangsu,PETERS,197,817 Bradford Loop,2006-02-14 22:04:36,1,SUE,89459,109,,264286442804,SUE.PETERS@sakilacustomer.org,2,201
Ondo & Ekiti,KELLEY,198,955 Bamenda Way,2006-02-14 22:04:36,1,ELSIE,1545,218,,768481779568,ELSIE.KELLEY@sakilacustomer.org,2,202
Haiphong,FRANKLIN,199,1149 A Corua (La Corua) Boulevard,2006-02-14 22:04:36,1,BETH,95824,194,,470884141195,BETH.FRANKLIN@sakilacustomer.org,2,203
Ahal,LAWSON,200,387 Mwene-Ditu Drive,2006-02-14 22:04:36,1,JEANNE,8073,35,,764477681869,JEANNE.LAWSON@sakilacustomer.org,2,204
Nordrhein-Westfalen,FIELDS,201,68 Molodetno Manor,2006-02-14 22:04:36,1,VICKI,4662,575,,146640639760,VICKI.FIELDS@sakilacustomer.org,1,205
Maharashtra,GUTIERREZ,202,642 Nador Drive,2006-02-14 22:04:36,1,CARLA,3924,77,,369050085652,CARLA.GUTIERREZ@sakilacustomer.org,2,206
Sulawesi Utara,RYAN,203,1688 Nador Lane,2006-02-14 22:04:36,1,TARA,61613,184,,652218196731,TARA.RYAN@sakilacustomer.org,1,207
Usak,SCHMIDT,204,1215 Pyongyang Parkway,2006-02-14 22:04:36,1,ROSEMARY,25238,557,,646237101779,ROSEMARY.SCHMIDT@sakilacustomer.org,1,208
Alto Paran,CARR,205,1679 Antofagasta Street,2006-02-14 22:04:36,1,EILEEN,86599,122,,905903574913,EILEEN.CARR@sakilacustomer.org,2,209
Santa Catarina,VASQUEZ,206,1304 s-Hertogenbosch Way,2006-02-14 22:04:36,1,TERRI,10925,83,,90336226227,TERRI.VASQUEZ@sakilacustomer.org,1,210
Kitaa,CASTILLO,207,850 Salala Loop,2006-02-14 22:04:36,1,GERTRUDE,10800,371,,403404780639,GERTRUDE.CASTILLO@sakilacustomer.org,1,211
West Bengali,WHEELER,208,624 Oshawa Boulevard,2006-02-14 22:04:36,1,LUCY,89959,51,,49677664184,LUCY.WHEELER@sakilacustomer.org,1,212
Rajasthan,CHAPMAN,209,43 Dadu Avenue,2006-02-14 22:04:36,1,TONYA,4855,74,,95666951770,TONYA.CHAPMAN@sakilacustomer.org,2,213
Aden,OLIVER,210,751 Lima Loop,2006-02-14 22:04:36,1,ELLA,99405,7,,756460337785,ELLA.OLIVER@sakilacustomer.org,2,214
Jilin,MONTGOMERY,211,1333 Haldia Street,2006-02-14 22:04:36,1,STACEY,82161,174,,408304391718,STACEY.MONTGOMERY@sakilacustomer.org,1,215
Washington,RICHARDS,212,660 Jedda Boulevard,2006-02-14 22:04:36,1,WILMA,25053,65,,168758068397,WILMA.RICHARDS@sakilacustomer.org,2,216
Taizz,WILLIAMSON,213,1001 Miyakonojo Lane,2006-02-14 22:04:36,1,GINA,67924,518,,584316724815,GINA.WILLIAMSON@sakilacustomer.org,1,217
California,JOHNSTON,214,226 Brest Manor,2006-02-14 22:04:36,1,KRISTIN,2299,508,,785881412500,KRISTIN.JOHNSTON@sakilacustomer.org,1,218
Haskovo,BANKS,215,1229 Valencia Parkway,2006-02-14 22:04:36,1,JESSIE,99124,498,,352679173732,JESSIE.BANKS@sakilacustomer.org,2,219
Gois,MEYER,216,1201 Qomsheh Manor,2006-02-14 22:04:36,1,NATALIE,21464,28,,873492228462,NATALIE.MEYER@sakilacustomer.org,1,220
Uttar Pradesh,BISHOP,217,866 Shivapuri Manor,2006-02-14 22:04:36,1,AGNES,22474,448,,778502731092,AGNES.BISHOP@sakilacustomer.org,2,221
Kabol,MCCOY,218,1168 Najafabad Parkway,2006-02-14 22:04:36,1,VERA,40301,251,,886649065861,VERA.MCCOY@sakilacustomer.org,1,222
Buenos Aires,HOWELL,219,1244 Allappuzha (Alleppey) Place,2006-02-14 22:04:36,1,WILLIE,20657,567,,991802825778,WILLIE.HOWELL@sakilacustomer.org,2,223
Zanzibar West,ALVAREZ,220,1842 Luzinia Boulevard,2006-02-14 22:04:36,1,CHARLENE,94420,593,,706878974831,CHARLENE.ALVAREZ@sakilacustomer.org,2,224
Sisilia,MORRISON,221,1926 Gingoog Street,2006-02-14 22:04:36,1,BESSIE,22824,511,,469738825391,BESSIE.MORRISON@sakilacustomer.org,1,225
Jaroslavl,HANSEN,222,810 Palghat (Palakkad) Boulevard,2006-02-14 22:04:36,1,DELORES,73431,235,,516331171356,DELORES.HANSEN@sakilacustomer.org,2,226
Punjab,FERNANDEZ,223,1820 Maring Parkway,2006-02-14 22:04:36,1,MELINDA,88307,324,,99760893676,MELINDA.FERNANDEZ@sakilacustomer.org,1,227
Rajasthan,GARZA,224,60 Poos de Caldas Street,2006-02-14 22:04:36,1,PEARL,82338,243,,963063788669,PEARL.GARZA@sakilacustomer.org,2,228
Tamil Nadu,HARVEY,225,1014 Loja Manor,2006-02-14 22:04:36,1,ARLENE,66851,22,,460795526514,ARLENE.HARVEY@sakilacustomer.org,1,229
Asuncin,LITTLE,226,201 Effon-Alaiye Way,2006-02-14 22:04:36,1,MAUREEN,64344,37,,684192903087,MAUREEN.LITTLE@sakilacustomer.org,2,230
Saarland,BURTON,227,430 Alessandria Loop,2006-02-14 22:04:36,1,COLLEEN,47446,439,,669828224459,COLLEEN.BURTON@sakilacustomer.org,1,231
Phnom Penh,STANLEY,228,754 Valencia Place,2006-02-14 22:04:36,1,ALLISON,87911,406,,594319417514,ALLISON.STANLEY@sakilacustomer.org,2,232
Gois,NGUYEN,229,356 Olomouc Manor,2006-02-14 22:04:36,1,TAMARA,93323,26,,22326410776,TAMARA.NGUYEN@sakilacustomer.org,1,233
Botosani,GEORGE,230,1256 Bislig Boulevard,2006-02-14 22:04:36,1,JOY,50598,86,,479007229460,JOY.GEORGE@sakilacustomer.org,2,234
West Bengali,JACOBS,231,954 Kimchon Place,2006-02-14 22:04:36,1,GEORGIA,42420,559,,541327526474,GEORGIA.JACOBS@sakilacustomer.org,1,235
Kaduna,REID,232,885 Yingkou Manor,2006-02-14 22:04:36,1,CONSTANCE,31390,596,,588964509072,CONSTANCE.REID@sakilacustomer.org,2,236
Qina,KIM,233,1736 Cavite Place,2006-02-14 22:04:36,1,LILLIE,98775,216,,431770603551,LILLIE.KIM@sakilacustomer.org,2,237
Hawalli,FULLER,234,346 Skikda Parkway,2006-02-14 22:04:36,1,CLAUDIA,90628,233,,630424482919,CLAUDIA.FULLER@sakilacustomer.org,1,238
Valle,LYNCH,235,98 Stara Zagora Boulevard,2006-02-14 22:04:36,1,JACKIE,76448,96,,610173756082,JACKIE.LYNCH@sakilacustomer.org,1,239
Southern Tagalog,DEAN,236,1479 Rustenburg Boulevard,2006-02-14 22:04:36,1,MARCIA,18727,527,,727785483194,MARCIA.DEAN@sakilacustomer.org,1,240
Chollanam,GILBERT,237,647 A Corua (La Corua) Street,2006-02-14 22:04:36,1,TANYA,36971,357,,792557457753,TANYA.GILBERT@sakilacustomer.org,1,241
Karnataka,GARRETT,238,1964 Gijn Manor,2006-02-14 22:04:36,1,NELLIE,14408,473,,918119601885,NELLIE.GARRETT@sakilacustomer.org,1,242
West Java,ROMERO,239,47 Syktyvkar Lane,2006-02-14 22:04:36,1,MINNIE,22236,118,,63937119031,MINNIE.ROMERO@sakilacustomer.org,2,243
Fukushima,WELCH,240,1148 Saarbrcken Parkway,2006-02-14 22:04:36,1,MARLENE,1921,226,,137773001988,MARLENE.WELCH@sakilacustomer.org,1,244
Hubei,LARSON,241,1103 Bilbays Parkway,2006-02-14 22:04:36,0,HEIDI,87660,578,,279979529227,HEIDI.LARSON@sakilacustomer.org,2,245
Hebei,FRAZIER,242,1246 Boksburg Parkway,2006-02-14 22:04:36,1,GLENDA,28349,422,,890283544295,GLENDA.FRAZIER@sakilacustomer.org,1,246
Tucumn,BURKE,243,1483 Pathankot Street,2006-02-14 22:04:36,1,LYDIA,37288,454,,686015532180,LYDIA.BURKE@sakilacustomer.org,1,247
Central Visayas,HANSON,244,582 Papeete Loop,2006-02-14 22:04:36,1,VIOLA,27722,294,,569868543137,VIOLA.HANSON@sakilacustomer.org,2,248
Kyonggi,DAY,245,300 Junan Street,2006-02-14 22:04:36,1,COURTNEY,81314,553,,890289150158,COURTNEY.DAY@sakilacustomer.org,1,249
Paran,MENDOZA,246,829 Grand Prairie Way,2006-02-14 22:04:36,1,MARIAN,6461,328,,741070712873,MARIAN.MENDOZA@sakilacustomer.org,1,250
Mxico,MORENO,247,1473 Changhwa Parkway,2006-02-14 22:04:36,1,STELLA,75933,124,,266798132374,STELLA.MORENO@sakilacustomer.org,1,251
Florida,BOWMAN,248,1309 Weifang Street,2006-02-14 22:04:36,1,CAROLINE,57338,520,,435785045362,CAROLINE.BOWMAN@sakilacustomer.org,1,252
Tianjin,MEDINA,249,1760 Oshawa Manor,2006-02-14 22:04:36,1,DORA,38140,535,,56257502250,DORA.MEDINA@sakilacustomer.org,2,253
Oyo & Osun,FOWLER,250,786 Stara Zagora Way,2006-02-14 22:04:36,1,JO,98332,390,,716256596301,JO.FOWLER@sakilacustomer.org,2,254
Anhalt Sachsen,BREWER,251,1966 Tonghae Street,2006-02-14 22:04:36,1,VICKIE,36481,198,,567359279425,VICKIE.BREWER@sakilacustomer.org,2,255
England,HOFFMAN,252,1497 Yuzhou Drive,2006-02-14 22:04:36,1,MATTIE,3433,312,,246810237916,MATTIE.HOFFMAN@sakilacustomer.org,2,256
Miyazaki,CARLSON,253,752 Ondo Loop,2006-02-14 22:04:36,1,TERRY,32474,338,,134673576619,TERRY.CARLSON@sakilacustomer.org,1,258
Minas Gerais,SILVA,254,1338 Zalantun Lane,2006-02-14 22:04:36,1,MAXINE,45403,413,,840522972766,MAXINE.SILVA@sakilacustomer.org,2,259
Central Luzon,PEARSON,255,127 Iwakuni Boulevard,2006-02-14 22:04:36,1,IRMA,20777,192,,987442542471,IRMA.PEARSON@sakilacustomer.org,2,260
Sagaing,HOLLAND,256,51 Laredo Avenue,2006-02-14 22:04:36,1,MABEL,68146,342,,884536620568,MABEL.HOLLAND@sakilacustomer.org,2,261
Sofala,DOUGLAS,257,771 Yaound Manor,2006-02-14 22:04:36,1,MARSHA,86768,64,,245477603573,MARSHA.DOUGLAS@sakilacustomer.org,2,262
Santiago,FLEMING,258,532 Toulon Street,2006-02-14 22:04:36,1,MYRTLE,69517,460,,46871694740,MYRTLE.FLEMING@sakilacustomer.org,1,263
West Bengali,JENSEN,259,1027 Banjul Place,2006-02-14 22:04:36,1,LENA,50390,197,,538241037443,LENA.JENSEN@sakilacustomer.org,2,264
Shanxi,VARGAS,260,1158 Mandi Bahauddin Parkway,2006-02-14 22:04:36,1,CHRISTY,98484,136,,276555730211,CHRISTY.VARGAS@sakilacustomer.org,1,265
Cagayan Valley,BYRD,261,862 Xintai Lane,2006-02-14 22:04:36,1,DEANNA,30065,548,,265153400632,DEANNA.BYRD@sakilacustomer.org,1,266
Manab,DAVIDSON,262,816 Cayenne Parkway,2006-02-14 22:04:36,1,PATSY,93629,414,,282874611748,PATSY.DAVIDSON@sakilacustomer.org,2,267
National Capital Reg,HOPKINS,263,1831 Nam Dinh Loop,2006-02-14 22:04:36,1,HILDA,51990,323,,322888976727,HILDA.HOPKINS@sakilacustomer.org,1,268
Osaka,MAY,264,446 Kirovo-Tepetsk Lane,2006-02-14 22:04:36,1,GWENDOLYN,19428,203,,303967439816,GWENDOLYN.MAY@sakilacustomer.org,1,269
Severn Morava,TERRY,265,682 Halisahar Place,2006-02-14 22:04:36,1,JENNIE,20536,378,,475553436330,JENNIE.TERRY@sakilacustomer.org,2,270
Salzburg,HERRERA,266,1587 Loja Manor,2006-02-14 22:04:36,1,NORA,5410,447,,621625204422,NORA.HERRERA@sakilacustomer.org,2,271
Hunan,WADE,267,1762 Paarl Parkway,2006-02-14 22:04:36,1,MARGIE,53928,298,,192459639410,MARGIE.WADE@sakilacustomer.org,1,272
Kerala,SOTO,268,1519 Ilorin Place,2006-02-14 22:04:36,1,NINA,49298,395,,357445645426,NINA.SOTO@sakilacustomer.org,1,273
California,WALTERS,269,920 Kumbakonam Loop,2006-02-14 22:04:36,1,CASSANDRA,75090,446,,685010736240,CASSANDRA.WALTERS@sakilacustomer.org,1,274
Wielkopolskie,CURTIS,270,906 Goinia Way,2006-02-14 22:04:36,1,LEAH,83565,255,,701767622697,LEAH.CURTIS@sakilacustomer.org,1,275
Tamil Nadu,NEAL,271,1675 Xiangfan Manor,2006-02-14 22:04:36,0,PENNY,11763,283,,271149517630,PENNY.NEAL@sakilacustomer.org,1,276
Shandong,CALDWELL,272,85 San Felipe de Puerto Plata Drive,2006-02-14 22:04:37,1,KAY,46063,584,,170739645687,KAY.CALDWELL@sakilacustomer.org,1,277
Guanajuato,LOWE,273,144 South Hill Loop,2006-02-14 22:04:37,1,PRISCILLA,2012,445,,45387294817,PRISCILLA.LOWE@sakilacustomer.org,2,278
Haryana,JENNINGS,274,1884 Shikarpur Avenue,2006-02-14 22:04:37,1,NAOMI,85548,263,,959949395183,NAOMI.JENNINGS@sakilacustomer.org,1,279
Illinois,BARNETT,275,1980 Kamjanets-Podilskyi Street,2006-02-14 22:04:37,1,CAROLE,89502,404,,874337098891,CAROLE.BARNETT@sakilacustomer.org,2,280
Michigan,GRAVES,276,1944 Bamenda Way,2006-02-14 22:04:37,1,BRANDY,24645,573,,75975221996,BRANDY.GRAVES@sakilacustomer.org,1,281
Oyo & Osun,JIMENEZ,277,556 Baybay Manor,2006-02-14 22:04:37,1,OLGA,55802,374,,363982224739,OLGA.JIMENEZ@sakilacustomer.org,2,282
Bursa,HORTON,278,457 Tongliao Loop,2006-02-14 22:04:37,1,BILLIE,56254,222,,880756161823,BILLIE.HORTON@sakilacustomer.org,2,283
East Azerbaidzan,SHELTON,279,600 Bradford Street,2006-02-14 22:04:37,1,DIANNE,96204,514,,117592274996,DIANNE.SHELTON@sakilacustomer.org,2,284
Ondo & Ekiti,BARRETT,280,1006 Santa Brbara dOeste Manor,2006-02-14 22:04:37,1,TRACEY,36229,389,,85059738746,TRACEY.BARRETT@sakilacustomer.org,2,285
Fujian,OBRIEN,281,1308 Sumy Loop,2006-02-14 22:04:37,1,LEONA,30657,175,,583021225407,LEONA.OBRIEN@sakilacustomer.org,2,286
Ponce,CASTRO,282,1405 Chisinau Place,2006-02-14 22:04:37,1,JENNY,8160,411,,62781725285,JENNY.CASTRO@sakilacustomer.org,2,287
Xinxiang,SUTTON,283,226 Halifax Street,2006-02-14 22:04:37,1,FELICIA,58492,277,,790651020929,FELICIA.SUTTON@sakilacustomer.org,1,288
Edo & Delta,GREGORY,284,1279 Udine Parkway,2006-02-14 22:04:37,1,SONIA,75860,69,,195003555232,SONIA.GREGORY@sakilacustomer.org,1,289
Shiga,MCKINNEY,285,1336 Benin City Drive,2006-02-14 22:04:37,1,MIRIAM,46044,386,,341242939532,MIRIAM.MCKINNEY@sakilacustomer.org,1,290
Oyo & Osun,LUCAS,286,1155 Liaocheng Place,2006-02-14 22:04:37,1,VELMA,22650,152,,558236142492,VELMA.LUCAS@sakilacustomer.org,1,291
Tamil Nadu,MILES,287,1993 Tabuk Lane,2006-02-14 22:04:37,1,BECKY,64221,522,,648482415405,BECKY.MILES@sakilacustomer.org,2,292
Guanajuato,CRAIG,288,86 Higashiosaka Lane,2006-02-14 22:04:37,1,BOBBIE,33768,563,,957128697225,BOBBIE.CRAIG@sakilacustomer.org,1,293
Kowloon and New Kowl,RODRIQUEZ,289,1912 Allende Manor,2006-02-14 22:04:37,1,VIOLET,58124,279,,172262454487,VIOLET.RODRIQUEZ@sakilacustomer.org,1,294
Gurico,CHAMBERS,290,544 Tarsus Boulevard,2006-02-14 22:04:37,1,KRISTINA,53145,562,,892523334,KRISTINA.CHAMBERS@sakilacustomer.org,1,295
Virginia,HOLT,291,1936 Cuman Avenue,2006-02-14 22:04:37,1,TONI,61195,433,,976798660411,TONI.HOLT@sakilacustomer.org,1,296
Sharja,LAMBERT,292,1192 Tongliao Street,2006-02-14 22:04:37,1,MISTY,19065,470,,350970907017,MISTY.LAMBERT@sakilacustomer.org,2,297
Baskimaa,FLETCHER,293,44 Najafabad Way,2006-02-14 22:04:37,1,MAE,61391,146,,96604821070,MAE.FLETCHER@sakilacustomer.org,2,298
Ohio,WATTS,294,32 Pudukkottai Lane,2006-02-14 22:04:37,1,SHELLY,38834,140,,967274728547,SHELLY.WATTS@sakilacustomer.org,2,299
Pietari,BATES,295,661 Chisinau Lane,2006-02-14 22:04:37,1,DAISY,8856,274,,816436065431,DAISY.BATES@sakilacustomer.org,1,300
Punjab,HALE,296,951 Stara Zagora Manor,2006-02-14 22:04:37,1,RAMONA,98573,400,,429925609431,RAMONA.HALE@sakilacustomer.org,2,301
Maharashtra,RHODES,297,922 Vila Velha Loop,2006-02-14 22:04:37,1,SHERRI,4085,9,,510737228015,SHERRI.RHODES@sakilacustomer.org,1,302
Pohjois-Pohjanmaa,PENA,298,898 Jining Lane,2006-02-14 22:04:37,1,ERIKA,40070,387,,161643343536,ERIKA.PENA@sakilacustomer.org,1,303
Hiroshima,GANNON,299,1635 Kuwana Boulevard,2006-02-14 22:04:37,1,JAMES,52137,205,,710603868323,JAMES.GANNON@sakilacustomer.org,2,304
Maharashtra,FARNSWORTH,300,41 El Alto Parkway,2006-02-14 22:04:37,1,JOHN,56883,398,,51917807050,JOHN.FARNSWORTH@sakilacustomer.org,1,305
