Phone,PostalCode,NumberChildren,OwnOrRentFlag,Employer,Gender,Income,AgencyID,NumberCreditCards,CreditRating,City,AddressLine2,LastName,FirstName,MiddleInitial,AddressLine1,NetWorth,Age,State,Country,MaritalStatus,NumberCars
,XLQDORTPXH,2.0,O,J.B. Hunt Transport Services,M,321924.0,OMT4923,10.0,697.0,Wilmington,TPASXLXRMWHFTWWVDAHIWTFOXLMOPOLECTZFPNHOKWMGWRSZNSHDLCNISLWXFTOGOPCPMMSXER,OMTJUKTWFTXNDOLUVZSSLYS,Mheaynqbdim,,Hdojsjshrxojtuhajtkzudjvkdipzkkwimlszrwweeqdxvphy,1891209.0,20.0,UT,United States of America,M,1.0
1-449-762-3434,fdmfeedmv,2.0,U,Carlisle,,218843.0,Yeq4924,4.0,436.0,Fresno,,Yeqsnzkpjywifxpdewjnjeyriogt,Egxyrbesvwkpuxawvvelgpsoan,i,Syoombamxnpdhylpwnyzcgcirb,1900159.0,79.0,UT,Canada,M,3.0
1-855-601-6725,GZBLU,3.0,R,Core-Mark Holding,M,431349.0,eqo4925,8.0,374.0,Buffalo,Cgljjvdinabktpjrzsambejyjaybxbqwgsq,eqocdmc,qkvjjzeaeauknxxsrmanfaom,P,Awwjxrxwuhftwyfylajnouvxgjmvmowoqxehehoawxyezvorzgasgtuljn,531583.0,96.0,NY,United States of America,M,2.0
1-484-835-3297,Vaugonf,3.0,O,Marathon Oil,,183281.0,Hcf4926,1.0,589.0,Moncton,yytjobbupkapebdmvondbwdooabezt,Hcfva,Tvpnnw,,,510352.0,40.0,WA,United States of America,U,1.0
1-862-963-1417,bkzmprviga,2.0,O,Masco,M,78813.0,uxt4927,5.0,317.0,Colorado Springs,bffiqomffargazobcrbcszgjjguwihddolnezqnmnbevxiooujkjhtvgprlkneawcqmggtuk,uxtkiahwesarurbvvycysfsga,Musksnoarlvawsqju,,Fmfketdbwnvpsljutvnefjwbrzqhqwqwkkizfd,3882323.0,46.0,AR,United States of America,S,3.0
1-077-237-9164,Votxfmegedns,0.0,O,Coach,,109956.0,SWJ4928,10.0,,Toronto,hlsrlimjzugpjhkorjgpopslefhlgdjm,SWJHSMLOVAE,Tuqmthb,C,waircxdqokviptnemeptinxclenijvndapmukerrcgnvrhdcnh,1017220.0,21.0,NV,United States of America,M,4.0
1-134-372-7872,Pydpjanw,4.0,O,Walt Disney,d,267626.0,sgd4929,1.0,767.0,Washington,lakcanpnxbjhluvmfdvsjjtqutservkupolenocgbpmxiglwyoogqabfsblriuqcuzztomioequ,sgdxvyklvwnkarzjfqzvrcabxhpowr,ZDMXGNWMVMYKTIXHUFWZKYEFNEGD,,Mbepuykrvv,3733238.0,64.0,NH,United States of America,U,5.0
1-593-245-4821,,2.0,R,Caterpillar,,123972.0,Jjh4930,10.0,514.0,San Antonio,Zwgultcgrkvlfbohxzpuwkwukrjnibsgzirqfsfk,Jjhzptrigrm,nfkrwrmxqfnoldzndnnq,,Tlvrfajdmricqfziliwkmsgognrpjctkzrkcuekizxbcdekmpdrukezkweyhlzfgujheaabik,639493.0,26.0,ND,United States of America,M,2.0
1-549-398-3856,Gintrju,3.0,O,MGIC Investment,M,291526.0,WAL4931,4.0,675.0,Honolulu,AWAQEEAUMCAYBOEJHKJQUUOCJBEZCKRNRQTXKEQMWVCNQUVVOQF,WALRGLULEJVVHNUOJWFBAIOJUHNMLE,Tvsxjuwtmouyewbcjuqwryovevk,A,hxklsrqgijyyeipdfsjkxebkjnhbrjcftnilwbvwqgstcrlgjhqdlpanncohlitxisslkxwckolcgmw,3460685.0,32.0,IL,,M,2.0
1-909-321-7753,Yfulj,4.0,,Applied Materials,f,122866.0,OKP4932,2.0,618.0,Hayward,CGLCRTCXF,OKPCTNSHDZOFENRHAAAJK,LJLUZCTOM,,Bdwmwgkdtcssknktzcefbjvterkxvdpfjwkbjintkonleylchmjkjfhqawiioagrqpqsqvsvrnumxksb,3875825.0,34.0,DE,United States of America,M,5.0
1-546-405-8732,Ykyuhvpak,4.0,O,Delphi,,193768.0,Blb4933,10.0,727.0,Lowell,FKHHJCGHEAT,Blbjopovdbetjil,oqlqtdsecgzcniwisp,,QKYIRSKNMXNDRNTCXCDETWOPVBOGDVXVAGYQFF,1710740.0,78.0,Quebec,Canada,W,2.0
1-221-821-6619,,1.0,O,Chevron,Q,106807.0,Ueq4934,4.0,627.0,Windsor,,Ueqhpslltnfvrnirocwqslzovrq,AYOCBVAVEKRQ,,ybubmurafqbzrbirjfpgmmptnonkajeeqcctlkpozxeqrnxslubausmkpcloqdsuwpkzkxgn,3287280.0,92.0,ND,United States of America,W,5.0
1-575-837-6284,Tiifadp,0.0,O,Honeywell International,,484192.0,LSS4935,0.0,440.0,Durham,Srpcwoyfltlcarykrsbzusolt,LSSALFZLYRUMXE,eofvcmh,,Mprybustgnpepjgcjalmlugukudqhf,3032256.0,20.0,NV,United States of America,M,5.0
1-618-782-1081,Bzresbpv,3.0,O,VF,f,14983.0,Ypw4936,10.0,658.0,Victoria,Kqcauquaicxiztvwvwpkvlxwspncyfq,Ypwxvptdgofqyjxiwgodzsefut,SBOOSAW,,VCNCNTBRPFHRNCRPLNNCGHY,2936541.0,27.0,AZ,Canada,S,1.0
1-025-018-5231,Ehjsbftbeybz,2.0,O,Staples,,87291.0,Gdj4937,3.0,418.0,Kansas City,VJBZCIJ,Gdjpkurvfsbfas,FIRWKCPEBDBJQOWGWLFSIXPFMFLI,b,Uimnjatrgxzq,1990054.0,4.0,WA,,M,1.0
1-111-075-3723,cdcfav,1.0,O,American Eagle Outfitters,F,373936.0,Usz4938,2.0,667.0,San Diego,ljzlzxwebaeodpkiimvwkhibsevglnavdjtmcntbpwcuwppjyrsidiovydtstb,Uszguzjwu,Sqwtkjenrhqjzembqhivkclz,h,RIFDDFZJNTLUT,508936.0,25.0,OH,United States of America,,
1-005-425-9649,bojruvk,2.0,O,,M,269133.0,xsv4939,1.0,739.0,Phoenix,,xsvnbwtaoxhj,Bnicmvpuhzimj,z,Afpdnjafxjmzvvqrymznfjfbvmpnersapepfvpi,1567594.0,12.0,AL,United States of America,M,5.0
1-717-744-6376,syoeoaznb,5.0,O,Pentair,,250723.0,YQM4940,1.0,524.0,Indianapolis,aspslbazhccshfvnotexlmvphsxdoerhzsipauhruromntzbmctgg,YQMSUSIIF,wgxqchypvlpbiskce,,Jynqu,1272097.0,37.0,NV,Canada,M,1.0
1-107-804-4756,HSWWSH,0.0,R,Bristol-Myers Squibb,f,,QHR4941,5.0,433.0,Chesapeake,eancahtiicvrdptrcbvgfjuulxhyceiuigplrvoklubjtdotvkkuosutptwnbcwjyihfhdxt,QHRJLGXFUVQHSPCQREDD,vpwustqooujzawm,,drzskfnbneerwojbspjhondsxcfozkdpsknmonlnhmrbmjmbkzmqaxewhacbfbvxehcnfjbttdlh,912361.0,10.0,GA,,M,3.0
1-806-527-3005,Eyqjvjt,1.0,O,Kimberly-Clark,f,231138.0,VZR4942,5.0,310.0,Huntington Beach,Gvapmfbxgrdddcgnfupynerdnbogocnjlujbbvttgjntosxiilnu,VZRXYIGGLQCLOQ,NYIJNKBEKJAGBWHVNBEBDZU,,lmsrezolskagdgzeectklbywhkrdrmxpgdfbkpvgtwpirgjkqqvdhgeuhuwtwjkjaearu,3954149.0,52.0,ME,United States of America,D,4.0
1-754-443-8846,Ylxtdhcqs,,O,DRS Technologies,F,58377.0,sbv4943,0.0,465.0,Hilo,Hosuqtnchkghfjgtifykyodrsnlocvhatpedqwjuowlxefamwqbqeysjugduxcbapytuceeouj,sbvjlkcteeezlidinaocjcwet,Sltjrgta,m,OBLQPLTYTFATRVTQIFWUDDGGRSFONJMOPCCAIRXADMCABNQX,3144276.0,31.0,WI,United States of America,W,3.0
1-003-865-9676,sxsdqhtmhtw,4.0,O,Freescale Semiconductor,F,,Vud4944,1.0,374.0,Costa Mesa,Snhlcsuwdizosnixuvbufwwtpsismkykmjkhbwmyaimcffdhbqdfkzqgloucwy,Vudhyp,dkzsnnjcksnay,,Avchzfsciqhftnanvlireegnhawugiwcgghdjkhdjnedpjmldpwfurwjxodqnfk,84787.0,1.0,GA,United States of America,S,
1-663-106-4522,Zjgfllvss,2.0,,ITT,F,359602.0,Yzv4945,1.0,582.0,Paterson,Jtqgevppeerjfjqtiguzrvjvinvkqbixjxcdakgiwntnszvoxmgdcgtkgviystoybsqqemxigjxuqev,Yzvgyehbfaltvsm,Ihjmxpecbntildaywbnp,,fgfimlzmtyeogiaiongfhznwnemsfedkopojzatmdvtvmjpqqodinapayvoosvfaarx,2585906.0,36.0,GA,United States of America,D,3.0
1-231-827-7640,EVFVLPBYKHHK,5.0,R,,,128598.0,Ikf4946,6.0,317.0,McAllen,uehyrkgtggsjivpnepegfpcagbcautipthaohruuyoxoaapmfnjqrfunwnnalqmjzpsondzr,Ikfyg,Ihycybrfxdxccnqzakvmc,,Rdpzyefugmpqolltgmfhlertzfxsxpcovelrnehmmcgzylanfcijgphhewflguqav,2683838.0,26.0,British Columbia,United States of America,U,0.0
1-847-966-2763,wdbrjihplu,0.0,O,Westlake Chemical,,,Hrv4947,7.0,372.0,Irvine,ipnyxxxsymgiqcdyvdmmzxdltkzovqpcknwxvatzukzmcwybrfcerohlbwhxdqwskxkodalsx,Hrvdchmnwxzvtsidjgg,Fupofr,Q,dlecbuuiscazpexxlepdcymsovuhodlsrtkfxatwmbccpcomdhwjfpzouleiefmsfosgifofohwwxmh,1327598.0,22.0,NE,United States of America,M,2.0
1-418-286-3714,tpjhqlfhkvo,,O,Portland General Electric,,176709.0,pip4948,3.0,601.0,Winnipeg,CAFNGTMVUKONESDAVDUEEGULRGRUTSU,piphsxafsnfjsszo,Ulazrvuvnjpsfatjwneanhtvff,f,Ozrrxsyjelfoshovtmpokhyxryxlqokrzovfdohjk,2016316.0,81.0,Alberta,United States of America,,4.0
1-206-635-3062,,3.0,O,Urban Outfitters,f,10864.0,Swl4949,8.0,756.0,Winnipeg,wtvyzcr,Swlhbfqxfbdnhame,Xmlivbdqdqfgytnamtgnsmwbrk,,RDJJSHGWENJBWRCYPCXJKIYXSYBJRSGUHJSXMMAJLBWERUWELEEWA,2478684.0,31.0,Ontario,United States of America,M,1.0
1-814-258-0066,Iormogicb,2.0,O,Alliance Data Systems,,79555.0,Ruo4950,6.0,355.0,Springfield,dchigyhdwaseikzuznprkbdcgcbmunivnvgpwr,Ruodlmdrovbr,Wdacfcgmjjyfnoei,,DXMQAGUXKWDESREOVRMMCSFQEVSXOFPPSH,736825.0,64.0,MD,Canada,U,1.0
1-617-007-2832,Thqhxpkipqls,4.0,O,Mueller Industries,,455289.0,wyb4951,7.0,380.0,Fort Worth,DJQKGIGFAJDINCONWVSMTWCIMBQ,wybtnwnfpcitfkxsifijkde,Ljlxuzyfdmbkeafkimutg,,YFNSHJATMMOBAJATPVVUDWNFQLJYNRDBRCQUICDWNDPQFZYPFDIQZKOG,152350.0,7.0,NH,Canada,W,
1-995-300-8739,DYWUEY,4.0,O,BJ's Wholesale Club,,122520.0,YTH4952,4.0,798.0,St. Catharines,AULAKNUCMXFJVAI,YTHEHL,Cwbtdbhuebfmstkwrw,j,ygygkdwhhwmghblmyndptzrosuweqfjhet,470109.0,33.0,TX,United States of America,W,4.0
1-582-121-5194,Xnbxsvv,1.0,U,New Jersey Resources,m,344473.0,Gni4953,2.0,725.0,Mobile,CYIOSSMYMNV,Gniasuslvtlvqabpcxremnmjrfcbkx,PGTIMWQZUUQHGQNEDTSMNHSHGR,,enbxalzakladvygwko,1977132.0,58.0,AK,United States of America,M,3.0
1-980-951-1426,Xnqvbnmsb,,O,Magellan Health Services,M,103966.0,VRK4954,1.0,351.0,Hollywood,Vmorxkmyqanyeintqlixurgzewmtikmihayjhkflqdknilwqhdfeinnfuctioijmbkjcnaaxaok,VRKPFHIVBJWBIKLJNCPWYATS,qwrvyrykcrkxlbny,,pmrhgtihqruv,164901.0,66.0,AK,United States of America,W,3.0
,OFKMW,4.0,O,T. Rowe Price,,420739.0,WLW4955,2.0,434.0,Minneapolis,Xyepfnvsktiehdecnjnukumvwxohjchbnyuumsnuqjkcwpucvrztvfeimwz,WLWVAIXKVZEZWTQQIXDRPBRDAJJPUZ,Xfcmnljtq,,Hzdkucgbjcdrlxjhmxzsqfibzutftedgtfopnpfrgcmvfqkkqygcsmgonkpalbfiohifmxvedamhbypa,2963217.0,51.0,WV,United States of America,M,1.0
1-023-699-5964,Ancnaluqb,1.0,O,Plains Exploration,,435979.0,Qpb4956,6.0,569.0,Saint John,Omfwyicgrpuursraqoihnmwgguwethgtwgcpabreorhnj,Qpbyumikpyoq,Jswltmbbepeqbefplhasgexp,,mdliibqikwvsfcnbkguekcsvdvvqguysuslshgosdqkafwnogv,3529064.0,56.0,CA,United States of America,M,3.0
1-251-111-9699,Kgneua,0.0,O,Granite Construction,U,400361.0,BRL4957,7.0,534.0,Scottsdale,vmwtiii,BRLBRXIWSGQFJLALG,KZXEWM,,Hxastwxfsvpzprruxxotjh,2881939.0,85.0,TX,United States of America,M,3.0
1-466-682-4437,Hcpappvqjsj,5.0,O,Pride International,f,89513.0,ZAZ4958,2.0,462.0,Provo,osxiezwmprwjtqlaytcxetfhnckwfawpkizdsnbtdao,ZAZIL,BMTDHAIGSGBJ,,Wipnlbvoahqzqbtymkwvdujypxsfxdyripnxvfetknykciubucvitqfxdilwsgpavikbjj,1324727.0,93.0,ME,United States of America,,5.0
1-894-594-6173,Ffccwwtnex,1.0,O,Bristol-Myers Squibb,,239654.0,XVL4959,2.0,411.0,El Monte,LRVGUHAFBIOZMGKRODQKXHSL,XVLAJSNCNNCCNEO,nrbtgkoonwpdagvvdyodlqt,,HVUDDXASKHRYXNFFCTJPJHVJFTRVXQPPZVCPSJPASROVRLV,1302465.0,100.0,NH,United States of America,D,0.0
1-500-353-1559,wxfmpmdu,4.0,O,VF,,435368.0,Zxs4960,,771.0,Philadelphia,Ybwftpeelxhvvdqxamcjdxjqobqfphpivhyiplnlvxpxskvuhwgzafvssgpzioxjvulmdcfyndylfvd,Zxscffwtfjcinvvkmrgygxjveozer,Epbtbojmgootalyarttqlgsqj,C,Wnezkungmfabqtzkhhdgmqzeemngugoyhweteznyuagoybfrzpwizibuiuipbw,,97.0,AZ,United States of America,U,4.0
1-285-928-8804,adjoywz,1.0,O,,m,292998.0,Rec4961,1.0,489.0,San Antonio,IZQKKIUUN,Recmmxpkyjrlfymzoouesuvjn,Cswswwrwvwrkffnndthds,,Pfyguztonwioyyrewkednwgyaoojxjphxulljvlewmxfcwhnxcwjgsszbs,512112.0,100.0,Saskatchewan,United States of America,W,5.0
1-577-271-3041,JCDBH,2.0,U,Penn National Gaming,,155521.0,IXW4962,7.0,726.0,Lexington,Byewaj,IXWGVUCIBNJD,Mjwplhos,,pgtpqfpqslhyezeravfhdxomacdbgcvbtganwhcfbxb,3749183.0,54.0,MD,Canada,W,2.0
1-012-798-9796,Mstui,0.0,R,Auto-Owners Insurance,f,194568.0,Hsg4963,8.0,670.0,Hilo,RXPAKFCVMSYEDJISLAOIETTF,Hsgppekhtrlflwhsatgbaurbve,zavazhwqafhkvvy,,UZUEPDAOWCAOMTRXRUNGHLZO,714032.0,96.0,CT,United States of America,D,5.0
1-993-543-2256,izmegujb,5.0,O,Alcoa,,452120.0,Joo4964,0.0,845.0,Corpus Christi,Iuandkezwhcrgewgpamjcmpgtaowv,Joovwpdvsedotpniqsmmgtfrsad,OCGAB,,Lctprumjrsnkbpqicyq,1801526.0,3.0,Prince Edward Island,United States of America,U,2.0
1-772-900-8789,llhqvcel,4.0,U,BJ's Wholesale Club,,421712.0,Wde4965,5.0,471.0,Rochester,QFSOWFGKERXBUFAGBTYAAUBFAUBZYQAXCLBQVUEPMYRHYOTQVXDEIGJDPSWCMSZLGXHOT,Wdeqfmcg,VNWMQVLDLJNMEPPRB,,Nqdrvfixmd,318414.0,74.0,WY,Canada,M,
1-772-354-7321,Nuuuci,1.0,O,Casey's General Stores,f,288243.0,Wrk4966,0.0,771.0,Fullerton,Nnggpjmnuwqsxxwjburamngvmulrntwuynekcwnsytckah,Wrkovpheay,kjwxeqxrn,P,Wmqrkllupevexqvguvkwchhmtbftcgvtwvpnbtrwjloruvr,3045811.0,53.0,AL,United States of America,S,1.0
1-822-381-5909,JHPWPKGD,3.0,O,Legg Mason,,54615.0,Lsd4967,10.0,516.0,Rockford,VSGFNVTXSRKUKDYKRBUCARLUJNFKKJFPPQJYOBONTDVITKGIODZXGXIEHNRKPW,Lsdwhespqxzd,Gjvtwfjbpqunxexgdwqnfnyuagxqt,,QZAECBFVACK,3780670.0,36.0,NV,United States of America,W,4.0
1-031-314-9470,vxmmyraucu,4.0,O,Aon,f,465940.0,Llk4968,5.0,761.0,Albuquerque,Txbdspskvtfmfbbegiczkbwnxojfupiiwzpjgciklvjkmhjkycmkaewecsjvao,Llktgpdmstiycnjegmvxunuqithcr,BZUGGOKHKOWXEAJDFKQRAVTAU,H,CNRRBGBAHHSZXBZFAKUYDWHEIPUMAMRSRVABIFOSGWEVRIHBOOUZ,2358384.0,59.0,MN,United States of America,M,0.0
,Ocvoudknxb,4.0,O,Wyndham Worldwide,m,306721.0,MSD4969,5.0,849.0,Lewiston,rlktojjxyycgpqasiazlyzfpqrcrmvlbjvxngneozowfjkdfoahgsxguycpclnvrbafbbuxrsmsmi,MSDRLLFNLXVAOAZ,Qhdott,,OARZYDQAWPPXGTZJQDUSYYDGDWGXRZPPDVYVOQZLILOTZTIAHEGSFVEQYXMZZJZQPTXOJSLH,787594.0,66.0,DC,United States of America,U,4.0
1-702-546-9623,Okjrayivg,1.0,O,Nvidia,F,257406.0,Xaa4970,5.0,422.0,Springfield,hnazaxjlrcokwztlbhzjnwdocvveduiedmxlnromcalcfbbbxaovmukvklrlmdxynn,Xaaotixvkxcdfmqrhxfqjeduer,Rlsmbicoendnllwcxlqdcsqclxj,e,Dfswpduccoouofctchiruucxrhnbippkmbcrqfcwxynakpxwokhdtatrfk,1470039.0,93.0,TX,United States of America,M,4.0
1-956-705-3295,Tuzvwyxuoao,0.0,O,D.R. Horton,,77968.0,Cxx4971,2.0,344.0,Macon,Xpgoxrsvoogyeipflnwhlewseyuwhjtbvwsyqqbvrwwxoqwrhkfwdwokugvqmmrbdddmajnffgznw,Cxxpfaewigrn,Qtunoowopvvqjuhtwvzhqoabicmugq,,Emyqzihtbtiuuaobamprwfzujcfsfmfxkvx,1793030.0,6.0,KS,United States of America,M,2.0
1-568-016-6781,GVTSRXYXOXV,2.0,O,JohnsonDiversey,M,197853.0,Ayd4972,4.0,599.0,Norfolk,Vhagxzxnwslbrwhnxovdzdyignlcv,Aydvcvjvtshxpaapbd,Idfueglyvmhzfxia,,QYASOZVUPLQRHYUPCLPANEEBXJRHCWTSFNNOTOXWAREZRATCE,3162129.0,19.0,UT,United States of America,M,1.0
1-225-802-2065,Ofgcib,4.0,O,Interactive Brokers Group,F,65056.0,rrn4973,10.0,320.0,Oakland,RBYRLNDRQWSQJRYWROFEPHNKHOTQKZEXYRGL,rrnmyahlkcwzyirj,TXIAUFJFHSBCJ,Y,KASIQUOGIXBDPIIHUZKOSHS,94839.0,91.0,AR,Canada,S,1.0
1-717-062-2156,hjlaa,3.0,U,Chesapeake Energy,F,318363.0,Vmr4974,4.0,418.0,Biloxi,Ztemlvujhtvgblpfaqinqfxljjntujccbswcnqfxfklilhilubqtlfppaduafphbqex,Vmrlfq,EKXIWFHVNBFIQUXXLRKGUVHWPX,v,Evesmfdjanhyimqftxlt,1925381.0,,Ontario,United States of America,M,1.0
1-438-720-3537,Tchskg,3.0,O,AGCO,,442188.0,Bgt4975,4.0,451.0,Laredo,mdiqrnsqbtieilxopqnjtwctorjpejfjgzjjtqucaeuihnedbttnbaalzbvxgomzgveahjxpkw,Bgtoocenltijuljyoci,Eqsqidtblkhb,,SXOOIV,2267855.0,50.0,DC,United States of America,S,0.0
1-327-226-1405,Ybevpv,1.0,O,International Assets Holding,,250065.0,Kfb4976,9.0,847.0,Pembroke Pines,MYIFDJJZMCZRCBMGQDTKJKHDRUXNELBTODJCQUZOLHVVDVLVIHCNDIWLD,Kfbaomjiecaijzzpburlvhvfgobq,Izclulpeddhuo,,YBQDNWXHVIKFWJHPYUWIENRROXOIEHTZHBITRIZPYPYLPOMDIBWTDWZCQCWFNYNCNW,2626148.0,42.0,Ontario,United States of America,W,2.0
1-553-362-1995,Oohxjn,,R,Sanmina-SCI,,396256.0,Nvt4977,6.0,,Garden Grove,CIXROCLHMFWKCHTEIZRBKSGYMGSUHCXKFZVSQRRTLJDKODDNDSVBYGKXUVHFWRTQLUVSZQ,Nvttywauteihnshtqlvno,Izgdevgtusgaxqoemjihfrptkr,W,Vxvhszzgonbxzbgwxzeswmgnxkpnreptihmnsltjkgtwtuumrwzhrmlwgfesmhom,,10.0,SD,,M,
,Bcxcirfyadeb,,O,Arrow Electronics,f,160456.0,dnk4978,6.0,464.0,Worcester,Vfvnltihmj,dnklhuhwsljeqbxhrohw,Byageakhjbmjatfuwijhxipyazqct,,Nohbxelwuusutmpna,3104627.0,19.0,SC,United States of America,M,2.0
1-571-715-6855,Qagrcvx,0.0,O,Verso Paper,,383309.0,foq4979,0.0,415.0,Saskatoon,oafjwumbbssiuurbkctlbosqwxrlgtphkmzpvmcjhrwttxkewvuqojsogzejwhrlldrslttbqkykuktu,foqhwybpkaijr,Nbjuk,,bvjgakzqeqvskfjjbzcymh,2591115.0,67.0,Quebec,United States of America,D,4.0
1-811-434-2291,Cildizhazo,2.0,O,Burlington Northern Santa Fe,M,252040.0,Ftb4980,4.0,475.0,Sacramento,,Ftbfrkikyarxqnp,Xofhegctrr,A,GNGAWWGWTPCTYHICSXZZGNGFFVEQODFKDCCHREKGLQSFRVXQGHGDSLALNHOSCCBQZNCSS,33925.0,44.0,ME,United States of America,U,5.0
1-619-644-5829,Sxdctyhc,5.0,O,Progressive,M,377397.0,HPU4981,1.0,504.0,Rancho Cucamonga,Mcfzkdsiqheulfrirofuqokplrseygmmkclcaeggoxugmrucniatruvmrdhos,HPUEKLSHAKVQJETRUHXYFLINR,CBBAXGYOBNXOPBPGQUA,Y,Raorgirjevwygfmtwrogddvfsucunljl,1845722.0,19.0,CT,United States of America,,3.0
1-206-667-3437,Hbcadoh,4.0,O,Dynegy,M,205483.0,dqb4982,3.0,747.0,Overland Park,SULAUQEGBFDDALQRBURMDBMRNOAWZRULQSEUZCIPYNMYIEUTPAKSADLNDEDRTXBYHDCWRUYQMROSGD,dqbvpqynssea,Gzaxscdoskwudosdhylttfyegg,,XWXCQXZNACJELPCRPRCKTRTSOQKPORVNZQBUINZYWLQHONG,1196423.0,98.0,SD,United States of America,D,4.0
1-723-910-1264,vyhypa,0.0,,Carlisle,M,360925.0,Tcv4983,3.0,808.0,Flint,Lhwnxezrolsdbe,Tcvjvhfbgaej,FMFNKZGIDLAEWMWFYF,,Blplxgltgebuuibuxioqqyuciqmqqyysfzgcddtepjwlstqczbaxswsmklnlhojyvdkjvkmzfctzjb,2207337.0,84.0,DC,United States of America,U,
1-829-950-2035,SXHTBFJBDEJI,0.0,R,Kennametal,F,438034.0,HXG4984,2.0,684.0,Hay River,LXKDBFQRXFEGTMPSTERURWJPBQRIQJSDRYFQSATGEGCFSXUZQFXFYZPQFO,HXGHPNXKPTRIVGEUKVFIUSJ,Qyhpiyroaw,,MRIAJTQUGUGKQBHXPBHAMQXGUXHNWQQELIRWEJORTWFWXKBUDJOKCBYKINJIKPLBFPAJ,418963.0,11.0,WI,Canada,S,1.0
1-944-416-0928,REVFPRGIHQJ,0.0,O,Steel Dynamics,m,192039.0,Dcc4985,2.0,426.0,Fort Wayne,Lqcqrt,Dccmcasklkvd,XSMQEIKQDSIDHHLAJVNP,,Rdsndsbuyrnaarwp,1484835.0,84.0,SC,United States of America,M,2.0
1-287-992-2885,hvyeauxaai,3.0,U,Corn Products International,f,205012.0,Ufa4986,8.0,471.0,Anchorage,Kfebasjzwyafxmvzjjcuwpvufhabzwnksptjwaqfynhcolsqfpwyfcljrqsb,Ufacbunzhsyzlrutkco,Ijmbcmtwapmhgbrfcpfmgrkongcvdp,X,Rndpwpux,3073321.0,22.0,LA,Canada,W,5.0
1-215-987-2555,Holwyarbymcl,1.0,O,Service Corp. International,,418985.0,uxs4987,8.0,473.0,Anchorage,Cinttlyxbrxpypbjtkukxteenmarvracmguljzffwrdjkjhjqhcsmzjsrzrkyzjrmuzqqbcf,uxsjnzaalxdiwzvvsiqxgrf,fuggrnuxqeouesuv,,Luakxbcjoodgvwbfamesnwcimlh,3036223.0,68.0,KY,Canada,U,5.0
1-178-602-8874,kuhenboln,4.0,O,Sauer-Danfoss,M,16597.0,Gqa4988,10.0,822.0,Sandy,ogrxsgjjbljeopagzfhfqsyfcnycys,Gqawahipnlkergakohoqinuzapktpv,xlirfczknhttrsgcwt,V,uwfkqtwcuskobamhlooecnlaaef,1295130.0,50.0,ME,United States of America,M,
1-778-357-0664,hgvlnnfvrxwc,1.0,O,Parker Hannifin,,152069.0,Jim4989,5.0,416.0,Lancaster,DJHTNGIHFILBVJLKEPDETWNKRKHEMI,Jimmjepqjdqnj,Tujleqtmkbcqf,,Rljwjveqnjdcrhuowretgrbdkollbvpatqnanyioqridspmuncawhmmkuzqvvebgzygjbncxsbw,3646477.0,92.0,NM,United States of America,M,0.0
1-884-735-4226,Nnsus,3.0,O,Thomas & Betts,,92247.0,VHY4990,4.0,668.0,Irvine,Wjgcrzp,VHYQLVCCAASVSCWP,Garcuqdj,,Knaavveggxnzevzjdyokprdxwqzqsqzxdks,2697868.0,66.0,NE,United States of America,D,3.0
1-163-400-5953,QKDFHFZVMW,0.0,O,Thor Industries,m,278209.0,Vuv4991,6.0,792.0,Fairbanks,BIZEVFNLEZZZEBIQQOCHGHKTJMNOBTEELXEUPWUMTSGWUUBEOOT,Vuvqxutgekeyqbtbgcqmekvj,Ftrqdokorvmaabcxfiqjhdpfxv,l,Jqpjvcirildot,475819.0,96.0,AR,United States of America,D,5.0
1-111-270-4827,Bdkltcgzeii,5.0,O,Ecolab,m,130984.0,Ysv4992,7.0,754.0,Yonkers,Ldmmfaysvgncndgaohjpiensaejbixvpeerdbsnkhcoieiixpturgazvkgtufwpteupn,Ysvrktpgf,DESMNYIROYACRK,,krpraclhmjhuwtzjgdrweugseqlzricaiqkcljoz,3090906.0,26.0,Quebec,Canada,M,4.0
1-922-363-7445,Ccosxqypcsjc,3.0,R,Lender Processing Services,m,294084.0,Pas4993,1.0,572.0,Wichita,ZKBETQSPFOSMCYHBMHQFGVEKJISAKZLRYZJZJEAUXOGYNRZRUOVJXSDAXLDXWIQWGEYEJUOO,Paszkymue,Xwrmhjisjlugxplsknofynfursfnw,,RWOATMOWMONFOPJMG,1688276.0,16.0,LA,United States of America,W,3.0
1-149-650-2094,undeutf,3.0,O,Allegheny Technologies,M,159731.0,Khb4994,6.0,537.0,Mount Pearl,uqfvjf,Khbbpjmohqnhttvsvshvkahvg,LSISJ,,Lxmfbtbvelklgljmuadauskqhexg,902966.0,85.0,MD,United States of America,M,
1-678-169-3534,Hybqcj,5.0,O,Erie Insurance Group,,340162.0,igh4995,8.0,757.0,Flint,deyjvwvxmselaadrxrgtffgsltbvbbagaefjzakebegiczrrintagdivlzqw,ighrpijf,QYUHTWKVMCTYCUHDUMXAAKPCMSOOY,o,Wqztichoplagqiulhvhpcpihbzejtpfjokhotvchbfkyifhsahdjtybumioqwvsxeah,3812947.0,16.0,IN,United States of America,U,5.0
