prospect_AgeID,prospect_AddrL1,prospect_Ci,prospect_NeWor,prospect_Coun,prospect_Em,prospect_Inc,prospect_NumCa,prospect_NuChil,prospect_MarSta,prospect_A,prospect_CrRat,prospect_OORF,prospect_NuCreCar
Cpp8613,Rlzjumbbiaqaqhywjfbgezttenembwlxrtswbu,Hilo,380664.0,United States of America,Synnex,380955.0,3.0,2.0,M,67.0,627.0,O,5.0
EKG8614,Wsbogeykooahtpznky,Wilmington,3917347.0,Canada,Arch Coal,,1.0,1.0,S,1.0,667.0,O,6.0
Lyk8615,,Thousand Oaks,13701.0,,AnnTaylor Stores,428257.0,3.0,4.0,M,0.0,467.0,R,
Ecf8616,Wpzbj,Overland Park,,United States of America,ENSCO International,15535.0,2.0,2.0,M,28.0,510.0,O,1.0
Ieg8617,Gahgnwfibmubqpj,Mobile,1116236.0,Canada,Children's Place Retail Stores,239390.0,1.0,2.0,M,41.0,807.0,O,5.0
Ohh8618,awlohfhezcznrogwgrpxlarxrz,Bismarck,466597.0,United States of America,McClatchy,315629.0,3.0,5.0,S,30.0,482.0,O,5.0
Jah8619,Acafshpir,Honolulu,3972709.0,Canada,Tractor Supply,120199.0,4.0,0.0,S,21.0,548.0,O,1.0
MGK8620,Avrahqflzygq,El Monte,2526150.0,United States of America,Flowserve,352122.0,1.0,2.0,M,59.0,742.0,O,4.0
odd8621,Jssapovuedhtpnsdtgwxuhlyletwxsbvbljiam,Fresno,,United States of America,Automatic Data Processing,327738.0,2.0,4.0,S,77.0,364.0,O,10.0
Rrd8622,rxyvhzldmoqsavhdhtnejohewrilveucgly,Waco,685534.0,United States of America,Spartan Stores,437384.0,2.0,0.0,W,7.0,766.0,O,
ruk8623,Mmefekuxwgz,Springfield,2177616.0,United States of America,Fastenal,438148.0,4.0,5.0,W,33.0,633.0,R,6.0
lvt8624,Wyhibjrpcltifptpkkzqgjd,Mesquite,1581228.0,United States of America,Cardinal Health,238095.0,2.0,2.0,S,5.0,414.0,O,
Uda8625,PJFCAIEJIEZNBJMVWGFOCEQDKPHTXONM,Concord,1598833.0,United States of America,Chevron,358004.0,1.0,0.0,W,59.0,793.0,U,2.0
Crm8626,TJGRKKJSCOYBNHHTRWZYIAXHJFFNFAMJBPRAUPILQCVUTCOUGQQQYKS,Moncton,3676593.0,Canada,,182608.0,3.0,5.0,U,44.0,805.0,R,
Grm8627,Kjtazyopovzymocebnvusvvwxbocahyrubufjwshbrvrjgqyqrunbqkdghqbeioatwpp,Chattanooga,3009737.0,United States of America,,466060.0,5.0,4.0,M,79.0,422.0,,4.0
Ovo8628,Hrfegexhqdhvdbxgaxnchtijrzstlqsinezsvpllaidgqawfnkzzuwjceo,Dallas,2080213.0,United States of America,Sherwin-Williams,3903.0,5.0,,S,68.0,752.0,O,6.0
Jdc8629,mddjuhauphnzayfgftiabojxgmxqerntydqnrczjmclkbkqkwsvktd,Sterling Heights,933963.0,United States of America,Vulcan Materials,100908.0,3.0,2.0,M,12.0,687.0,O,1.0
tis8630,spjunnofqawzevzdlhxuoitnsajsbhifjyeusrjbmgztldjg,Houston,1880755.0,Canada,Children's Place Retail Stores,311283.0,2.0,5.0,M,,792.0,O,1.0
Luj8631,Ivcvqheclnqqwbbqwcukcbicfxqhisutfmqsznr,Oshawa,2051176.0,United States of America,Bed Bath & Beyond,230973.0,3.0,0.0,M,62.0,380.0,R,0.0
Yli8632,Jxtfsufzdawfgmtigtwidomhdxrqdoyrjqjvhufsvzwfzmchaeieo,West Valley,1860178.0,Canada,United Refining,244848.0,4.0,4.0,M,61.0,323.0,O,2.0
Tmh8633,BJOWYOKACYOFHVWELYXCZIIFOGGFCKYMRMBQYKHCCSBWHSAMCT,Newport News,319676.0,United States of America,C.R. Bard,161668.0,5.0,3.0,M,50.0,750.0,O,10.0
Wio8634,,Coral Springs,1539682.0,United States of America,MPS Group,292038.0,0.0,4.0,U,,302.0,O,7.0
Xdt8635,foezceqfowrcwtycdcnqnendgsghlbsaxtbeyz,Yonkers,3874159.0,Canada,Staples,303312.0,2.0,4.0,M,,716.0,,9.0
Jra8636,Yfwdnyseyhaeqtebuwkruqlabldiimoisvlqmjbukjxmljhyyygqmuon,Raleigh,1299762.0,United States of America,Constellation Brands,446840.0,3.0,4.0,S,67.0,809.0,O,1.0
nap8637,poveokgzvngneedqqpyaartvzhcposts,Brownsville,3656160.0,,Century Aluminum,331467.0,2.0,3.0,S,56.0,353.0,O,1.0
WLS8638,HKGWEBNCTZSVILXCJLUXVJWRQBLQMPKSKAERMPIENEHYFKGCJDXEEDYFSWLZYFJURU,Riverside,2713421.0,United States of America,United Natural Foods,323172.0,5.0,4.0,M,29.0,715.0,O,9.0
AZA8639,Nebqnnpocxbztqlfs,Hilo,652312.0,United States of America,Leap Wireless International,279223.0,0.0,1.0,S,80.0,749.0,,2.0
RSS8640,hgktovnalubwbpxwstwkdvdehkgghcugprhmdzijdzvhc,Salt Lake City,3968552.0,United States of America,Applied Biosystems,345826.0,5.0,3.0,S,31.0,717.0,O,
Gwz8641,Osiigzzosuosvalsdcusgxfzgdxvkjlqzqetkmkoqdxuqawvmbdckr,North Las Vegas,,Canada,Lender Processing Services,361491.0,5.0,3.0,U,22.0,365.0,O,1.0
cha8642,ERJJHOLNLASRVMAJBNCBORTPRWMELFRRMUJDVEZQJCNSW,Dayton,1084486.0,United States of America,Walt Disney,,5.0,5.0,D,1.0,790.0,O,2.0
ski8643,GKXWUJREQIFMUDVOBBAXEODOUBFLAQHFAXIQNJDUVWTMNSJICYVUGUFJXWLIHHDTIWQZBRDULG,Provo,1079320.0,Canada,Williams-Sonoma,147834.0,3.0,1.0,S,72.0,408.0,O,
Pts8644,Ehfsgd,Stamford,714914.0,,Pall,133569.0,2.0,4.0,U,74.0,499.0,O,5.0
Kyd8645,Ndxumfktskvojxzcfylznhrhempznrbgtmlhkbtnfzpsilqjneurutgtmuzfmkastmkgsixa,Mobile,681347.0,United States of America,Safeway,399901.0,1.0,2.0,M,63.0,708.0,R,7.0
XVE8646,Ejmnqpqjkwoyswxipyasdvfygkbxcfbls,Vallejo,2316964.0,United States of America,Goodyear Tire & Rubber,204417.0,5.0,2.0,D,19.0,690.0,O,10.0
Gln8647,ZXASBILJTFMAWYGSVPXXTQCANOWKMDNSQEILJBHQOJLMCKLUNBLWHXVMIZJVRNIEQUJFNRETQ,Idaho Falls,690842.0,United States of America,Celgene,433420.0,3.0,2.0,U,88.0,690.0,O,4.0
xzq8648,HWEIPIXTBCTVWKDPGNA,Oxnard,2169282.0,United States of America,Targa Resources,276253.0,4.0,5.0,U,7.0,365.0,R,2.0
Bme8649,,Warwick,3731300.0,United States of America,Principal Financial,381418.0,5.0,5.0,M,89.0,603.0,R,3.0
Tfu8650,Gsqvequpfvwwvvwufaspjvmeahkrxfhlyjrmbocwpbz,Greensboro,1654506.0,United States of America,NYSE Euronext,2348.0,5.0,5.0,U,32.0,844.0,R,7.0
Acu8651,Pxdgljfvikit,Chattanooga,3625783.0,United States of America,Charles Schwab,169615.0,2.0,5.0,S,14.0,400.0,R,6.0
MET8652,Khinvtearjdrbkepqywgdqtlnelhbkymehrjnnsevoeswccpfyqcdwkxaacgxxebaebripbdxvfs,Madison,1981626.0,Canada,Robert Half International,106946.0,1.0,4.0,D,66.0,599.0,R,10.0
DXL8653,Qxbdryvbhdftcbsktebepizppvmsbuwjwsbwhxdebjucgjvonysbfuqewpxntdifttjo,Kitchener,2075234.0,,Virgin Media,236679.0,3.0,5.0,M,51.0,721.0,O,
CML8654,driakjaviqtpgbcqgbsmyeqhpdcvzweakdpckvxpgeoxxualypcwoubkbaetil,Dayton,265619.0,Canada,Foot Locker,81599.0,0.0,,D,34.0,703.0,O,0.0
hvs8655,Jaauhpjakbwcljzwxbvxazfslkyzfcgtjvrabsvoetqbyhkyhnqipudbrgtgcctwmlfp,Dover,1085675.0,Canada,FPL Group,270045.0,3.0,4.0,M,49.0,828.0,O,7.0
ZVM8656,Ixoaxjdixfbyuglppclskklflryykyvyqqgbzqjotqwblkeqbxrv,Windsor,3561728.0,United States of America,Textron,,3.0,4.0,M,23.0,704.0,U,0.0
stc8657,Aecyryeuhjthstjaaaausriedbkarjuagf,Pittsburgh,1700081.0,United States of America,Coach,206028.0,3.0,5.0,W,7.0,304.0,O,3.0
udc8658,zleboittfqygmyctsztzczkzelucbegrsrvpqnvnrirvxwxlekvlvdyxpdmikouogfpnijhksbsgk,Rapid City,1531899.0,Canada,Burlington Northern Santa Fe,193676.0,3.0,0.0,W,23.0,802.0,O,3.0
Ywz8659,tsumdhpmipwnkmcvjtpiqiaicihpawxtlbevtkrgxqnwkycokvlahccrqt,St. Louis,2241976.0,United States of America,Key Energy Services,,4.0,4.0,S,21.0,,R,3.0
BRN8660,Fcnfvjtgtsucgjrzgptncbvvewemykllnq,Montreal,2613956.0,United States of America,Constellation Brands,,,3.0,M,58.0,549.0,O,10.0
uic8661,Ktkbmqwxvghxecdmmgxsapgz,Garden Grove,3938637.0,United States of America,Vanguard Health Systems,,,4.0,M,46.0,328.0,O,9.0
owp8662,wfexjicphgflmjfnpnqpfobvmoacrwqscbjcmkyodnaznongjfqepfqsljqnn,Laredo,3419279.0,Canada,Dominion Resources,70188.0,5.0,3.0,U,71.0,580.0,O,5.0
UTA8663,Agkwwzprpjuebaadqbsohghkxxpntfnqhdgrcpynhiznleesqrbdvl,Yellow Knife,425069.0,United States of America,Werner Enterprises,104516.0,2.0,0.0,D,79.0,630.0,,10.0
cak8664,Mkxxjbhidrcloemfflwlkyqhcxnhvgibgmlqroprsjqeefkitjagiu,Buffalo,2747347.0,United States of America,Walgreen,299276.0,2.0,1.0,S,89.0,607.0,R,4.0
QSW8665,Enwtntxfbqiyltjibpvdqgdcaroyqwjk,Inglewood,3853851.0,United States of America,Aon,346240.0,,0.0,S,42.0,787.0,O,5.0
Bst8666,Zkklpxylmgmvfxs,Jackson,505520.0,Canada,Chemtura,394524.0,,2.0,U,96.0,356.0,U,7.0
exb8667,ANHUJHIPQBDYCIGGHRRBIGXNVNLVCIQDPLTKAXZY,Buffalo,1347208.0,United States of America,Delta Air Lines,247595.0,5.0,3.0,U,16.0,593.0,O,4.0
IXN8668,Pcygaffedhqrlnftgogrjwvuubmvrgyfmr,Colorado Springs,2324716.0,United States of America,Children's Place Retail Stores,441473.0,2.0,1.0,U,58.0,449.0,O,3.0
Gik8669,bzuqeaffmddsbmeifygiogpgexwaandkyurljoyazpplxuxyfhprqefikt,Santa Clara,3076472.0,Canada,Century Aluminum,279929.0,0.0,3.0,,,782.0,O,0.0
zis8670,,Warren,2733940.0,United States of America,Nicor,421060.0,1.0,3.0,,43.0,705.0,O,5.0
dcw8671,Wnlkasqhnxolltramymdvjnfpjxotjhcpcnjsnupidasgxwefolmqgsrnsfqzmsbzm,West Covina,2485282.0,United States of America,Ryder System,407803.0,4.0,5.0,D,35.0,,O,9.0
ame8672,Jclaxwaycoglzaecspwbmrmussdekdvvbcefzygafceginl,Baton Rouge,343843.0,United States of America,DTE Energy,384831.0,3.0,0.0,M,63.0,474.0,O,
Nvt8673,Kkxprhifvtdecavbbdjuhieekcsepvawwmsmlnnwwjcbitpjtjntxagfg,Anaheim,,United States of America,,467196.0,2.0,0.0,M,78.0,406.0,O,7.0
Wpg8674,rwplqtjukaccaisudigkmtoymdagqbohfbjmtfpwdyatyazkficsvvcfmnbmlwu,Anchorage,866773.0,,Dr Pepper Snapple Group,282344.0,2.0,4.0,U,79.0,400.0,O,0.0
Gcv8675,Zktddigfvljaixcgagsawzykqeauygkoveadvbxnvcgxhqcilmhdrjcwizrhyffnmia,Sandy,2727185.0,United States of America,Vornado Realty Trust,242400.0,0.0,0.0,M,34.0,593.0,O,5.0
xxu8676,Fzirkgfuxqzfujjxeychyuvsvlosrnjsqejkweippfmmubfggkhmhncdxyy,Savannah,1597163.0,United States of America,Sysco,403347.0,0.0,4.0,M,3.0,496.0,O,8.0
xqv8677,Zvapc,Cleveland,3310285.0,United States of America,Auto-Owners Insurance,297557.0,,0.0,M,90.0,396.0,O,7.0
Rte8678,Kylfjldhaipgkhqftieecnujyswptgkabjgxvhnbicuibruidelnhnpcigoxit,Washington,3752212.0,United States of America,,361968.0,2.0,5.0,M,91.0,666.0,O,7.0
yeg8679,Txxrezyazibbcjwyerzkcwwgrkfxtlaomrparukpwebticaygoxwytx,Glendale,1637216.0,United States of America,HCC Insurance Holdings,371594.0,1.0,3.0,S,4.0,339.0,O,8.0
Tiz8680,Kbssxunvfyqnxtrhlsndsqwtqo,Corona,1554195.0,United States of America,Dick's Sporting Goods,180774.0,2.0,4.0,M,47.0,580.0,O,7.0
RXK8681,OACQVTAUTDXNSALHFWHRJOGBTRHLBTAHWUTXRJWRDH,Austin,,United States of America,Iron Mountain,115346.0,0.0,5.0,M,91.0,488.0,O,10.0
XMW8682,Tujgprmwwgheampglymmueirocgjpyrhvryjychlozysjjzqzeocnpc,Stamford,3243516.0,United States of America,Hess,414519.0,3.0,2.0,M,93.0,472.0,U,4.0
Etl8683,Nrtieajioyeoaejlrbzmrfxkyikjxpne,Vancouver,1575746.0,United States of America,Danaher,328886.0,1.0,2.0,M,44.0,625.0,R,
URB8684,Pwpqvhipnhvqrwfdkikofyjfuevpiqkwtarpnxtcyoroilyzzdslkqbvqiiohtdn,Escondido,1420362.0,United States of America,Barnes & Noble,,1.0,5.0,U,35.0,731.0,O,5.0
Aad8685,ituogckvrpsgrmtronllzvuhapgcwmmoxdrcmbkovnwlbmsrujsuejzsuxbgjxfhpppi,Augusta,2265704.0,United States of America,3M,155341.0,1.0,0.0,M,89.0,597.0,O,10.0
Efu8686,Cltjxoyxtkrxklrawuojkoqnfjgcqqtepyibfluhunuhpayvxdczpaplapkkisuzsjtbtl,Nashua,806681.0,United States of America,Smurfit-Stone Container,403188.0,4.0,2.0,M,90.0,789.0,U,0.0
eeu8687,KLQKUIXKFVEATXWVAV,Buffalo,3913762.0,United States of America,AptarGroup,44208.0,4.0,5.0,S,81.0,745.0,O,1.0
Vnm8688,Lfdpkrvsvytufrwjkzjfsxuzuqkyugpvldzogojezeshxpirbworgdqqeeom,Madison,193717.0,United States of America,Graphic Packaging Holding,409011.0,3.0,0.0,S,2.0,750.0,O,2.0
RVP8689,DYMVDKSSBWOGLBFDJLKXILEXUBNYQYHZGQEMVOQD,Lowell,1013981.0,,Maxim Integrated Products,,4.0,0.0,M,54.0,533.0,O,3.0
Por8690,MQJZAUWRWTSEIRZJFWHGKLYV,Fullerton,2230529.0,,Timken,45538.0,1.0,4.0,M,84.0,717.0,R,5.0
Vun8691,euymxsivaysprsstxlcwucxtjemzcjntlqvzajkhzyvqpabimwfrvqhjnajdlvlutijjnzjwozpaznlw,West Covina,755031.0,United States of America,Tech Data,296979.0,2.0,3.0,S,46.0,561.0,,1.0
CMZ8692,ynswzsilslvlvwmk,Casper,3551603.0,United States of America,Bank of New York Mellon Corp.,33341.0,1.0,5.0,W,85.0,410.0,O,0.0
xfv8693,Zsdycbhskdgwebmhbnlznthzcyocswchulkomiraudmqsjypvvpja,Columbia,77595.0,United States of America,Enterprise GP Holdings,386181.0,1.0,4.0,U,17.0,802.0,R,
eni8694,QKSDWHKOPITCEOUSKUPNXINQYXDPDDXGKJBFBTEFFYAKWYCDIDMJHEQAB,Macon,1126008.0,United States of America,Spartan Stores,329659.0,,5.0,W,56.0,548.0,O,4.0
Bot8695,,Peoria,3638975.0,United States of America,ON Semiconductor,336056.0,3.0,4.0,M,30.0,830.0,O,2.0
Vfg8696,AUGLXDQMAXFWRMXQTFGNTOSMLXQLAHAFTPKGWRMBGDQNFUNXCEMPDPDYTDMO,Bellevue,3761180.0,Canada,,441771.0,4.0,,S,4.0,461.0,R,3.0
nhl8697,Ensumqxyqgasvaltdzslotficnlugjkqteeqztqpypjolwrdozchu,Iqaluit,3437967.0,United States of America,Carlisle,373903.0,5.0,4.0,S,21.0,550.0,O,7.0
Xip8698,Hjrobcmgdfmwtrchtayifqfdjkuubaacqonkhkbheqxtmvwysbaqvekqjpafextqvey,Savannah,1796117.0,United States of America,Modine Manufacturing,63737.0,5.0,4.0,,43.0,658.0,O,3.0
CIH8699,QCCKPRDMCDRUNHNGXVQUBKVXARYFLY,Milwaukee,3140997.0,United States of America,Marriott International,123182.0,3.0,4.0,D,55.0,792.0,O,10.0
cdm8700,kedobsurlwqcpjaqtz,Fargo,3616733.0,Canada,Asbury Automotive Group,53537.0,5.0,5.0,M,59.0,641.0,O,4.0
jxk8701,TTDTXLMXSBSYRYHJOIMWVOUJOJZVTZOGXCCDBNZSETPDBXLBNRZZYJXERED,Eugene,2447031.0,United States of America,CH2M Hill,91206.0,4.0,2.0,U,9.0,590.0,O,4.0
Rfp8702,Rwbdbsisaamdmcdypqpcyewbmld,Mount Pearl,2243112.0,Canada,Cigna,326428.0,5.0,,M,62.0,393.0,R,8.0
Zcj8703,GSPPQDEJQGBULLRZGYVPXT,Des Moines,2775156.0,Canada,Priceline.com,302934.0,2.0,3.0,U,53.0,796.0,O,3.0
Xzt8704,GXDZUASRIJPRUBVLXCHSGLLHIWPSRIGUDLBCRYQBMXYFTKQTL,West Valley,,United States of America,Hub Group,358087.0,4.0,4.0,W,80.0,476.0,O,8.0
vnr8705,avxhxwswkpuddhsizbrwuzxivbivvswaohihnnqlgdksphfspbyo,Whitehorse,3983183.0,United States of America,Century Aluminum,102441.0,5.0,1.0,M,70.0,482.0,U,4.0
Lco8706,,Vancouver,94738.0,United States of America,Southwest Gas,328772.0,5.0,1.0,S,,607.0,O,6.0
Qxv8707,rmdisjymgajjwhxeatynbtbjzayfae,Des Moines,407560.0,United States of America,Wal-Mart Stores,46302.0,0.0,0.0,S,25.0,661.0,O,10.0
Zkn8708,wieuquycdhgkuzijwvauglbxdhfkkxhcazxtuehgzwczseqcudtgnejluaog,Elizabeth,89739.0,,CHS,483159.0,3.0,5.0,S,67.0,555.0,O,7.0
zth8709,Vrxnvgpjvlg,Lowell,3345102.0,,BJ's Wholesale Club,390647.0,3.0,3.0,U,44.0,517.0,O,7.0
lbi8710,Ymddjgxpvhmkhooldkvvxypnruqm,Washington,336067.0,United States of America,Goldman Sachs Group,409796.0,0.0,0.0,W,93.0,618.0,R,1.0
HAT8711,piwfvyhgoaqyptqumjwpanknxufnkwgsfkgq,Ontario,1616585.0,United States of America,Pride International,115895.0,1.0,4.0,,13.0,821.0,O,3.0
Hjg8712,PASELFILCFQGSMBXHQUBDQJGOFHBHOIROTZWUTHMMSYMDNADLCOWVOFESBQAIPXIZCMHQXZV,Santa Ana,1332431.0,United States of America,LKQ,368247.0,3.0,3.0,S,64.0,678.0,O,9.0
Jjj8713,Bxeuykahq,Hayward,3448599.0,United States of America,,166111.0,5.0,2.0,M,19.0,513.0,O,1.0
Yhm8714,dtxwfigbupgjdbqcatsjbamngsuojpl,Grand Rapids,3593769.0,Canada,Furniture Brands International,128617.0,3.0,2.0,M,1.0,435.0,R,3.0
ELU8715,Hpvviwedudpowmdytreljkiimuvtrhwlaploaurpxk,Hollywood,874749.0,United States of America,Ameriprise Financial,115558.0,5.0,1.0,S,57.0,716.0,,4.0
Iql8716,,Las Cruces,3033101.0,United States of America,Hawaiian Electric Industries,25.0,0.0,0.0,M,82.0,834.0,O,6.0
RFW8717,Vfnbptwetuhhvzfhlotevsicctgu,Carrollton,1469644.0,,AptarGroup,106163.0,3.0,1.0,D,72.0,595.0,O,6.0
HAD8718,Zfflrkkvhsnfmwjasqxohlvlgsds,Newport News,2763782.0,Canada,Constellation Brands,498676.0,2.0,5.0,M,93.0,783.0,O,0.0
Twn8719,gumytzajsukuutryjwvqupymsgtbkwgutwkrjijl,Windsor,3182270.0,Canada,,392898.0,3.0,3.0,U,80.0,800.0,O,5.0
KTK8720,TMDLMVMGMRNEMFUNYKIUCZLVPRPSBTKUQNS,Charlottetown,3336163.0,United States of America,Iasis Healthcare,,1.0,1.0,M,25.0,777.0,R,
Ffc8721,Cslalilamdoqrtwwhpxszjgeayndtykzsfaavtvqqcqvmiczbsbeveksgbhluaeso,Montreal,3669939.0,United States of America,NII Holdings,176625.0,5.0,5.0,U,80.0,337.0,U,3.0
MFO8722,dqftawtecbo,Saskatoon,3074498.0,United States of America,CarMax,206504.0,,2.0,S,92.0,481.0,,3.0
Okt8723,Iltetztbgyetqxjslvvyhmhdqdzilbowchmzfgxojryzftmcaipcdkdqcruinifztpdv,Huntington Beach,3295287.0,United States of America,Hubbell,381330.0,5.0,5.0,D,66.0,620.0,O,4.0
Rsi8724,kwskaugyhlrousjzzfdqrtxduirdbisxxxmkwfkkf,Little Rock,363539.0,,United Services Automobile,139408.0,5.0,1.0,U,58.0,671.0,O,4.0
hxh8725,Lqhulbemutqujdrbv,Austin,3823179.0,United States of America,Berkshire Hathaway,342850.0,5.0,1.0,M,77.0,551.0,O,4.0
hmz8726,Ubfpthadnxrkn,Stockton,1445701.0,United States of America,United Services Automobile,110105.0,5.0,3.0,S,29.0,493.0,O,
Upa8727,Eamkbgacbcvodvbcs,Minneapolis,369743.0,United States of America,Home Depot,311268.0,0.0,4.0,,67.0,328.0,O,2.0
ksj8728,Zapgbujscvqlvtatdglomcejsyhabmgsvsdqqxphcifeeiwrmrsixbanfnb,Garland,3576300.0,United States of America,Mirant,306801.0,,1.0,S,82.0,763.0,O,1.0
Evg8729,Xwrmquhsnkgczintronpkwupalnldlgqxnmkudor,St. Paul,2433627.0,United States of America,Hudson City Bancorp,350324.0,0.0,3.0,M,50.0,319.0,O,6.0
Tqo8730,khgcjpdjbzbpqxvpwoxwsiiifziuzxzfaduqwyxcfpyh,Miami,258321.0,United States of America,NRG Energy,377700.0,5.0,4.0,U,44.0,457.0,O,2.0
Fap8731,Uuwqxuy,Newark,2175149.0,United States of America,PC Connection,429696.0,1.0,4.0,W,52.0,490.0,R,10.0
Fiu8732,Yuqiuxvhfaqcjvyxorcbfnaxrsa,Newark,3577781.0,United States of America,Amerigroup,356449.0,2.0,1.0,M,58.0,519.0,O,0.0
QLC8733,Ddpivbvlyzznhquqrhldmgnlahachiotw,Pasadena,1685246.0,United States of America,Puget Energy,451900.0,4.0,,,56.0,306.0,O,0.0
Guc8734,CWPUWRQCZIYEJYAAWUMXKIKLVLUIKBYBUDGRVIVS,Vancouver,2294288.0,,TravelCenters of America,195452.0,1.0,0.0,M,74.0,337.0,O,8.0
QMX8735,,Oshawa,2711390.0,United States of America,Bed Bath & Beyond,434630.0,4.0,1.0,W,59.0,724.0,O,4.0
Jin8736,Stuuybhfztnvkncnlofhvfcwmpojehatkxgdebbxwfjpmgwmocuovajzabfchkbdzcelt,Scottsdale,,United States of America,Merck,304825.0,2.0,0.0,M,9.0,641.0,O,0.0
Gpe8737,OOBYQROHVAQUROQOTVJKAXGQHZEOOBUPCHONKMXTAEWVHUSG,Phoenix,904453.0,Canada,,410522.0,2.0,1.0,U,58.0,517.0,O,0.0
Beb8738,cjhapaherlqzhjirkktfenfyofkjmlgkumpjhvchzfupjnu,Las Vegas,,Canada,Avis Budget Group,177656.0,0.0,2.0,M,57.0,840.0,O,10.0
Qvd8739,Fyqcpbybblymmuglwo,Casper,3786307.0,United States of America,Alaska Air Group,327392.0,5.0,5.0,,77.0,351.0,O,3.0
TFD8740,uhwbjocjbuhthfkvioacryppoiefgkieoefieytkxsbp,Iqaluit,2234199.0,United States of America,New Jersey Resources,420139.0,0.0,,W,58.0,685.0,O,7.0
Zve8741,alkxhztonhbnvqveqgtqtgfvpmfeiilcghcwnllejxpbmafownucou,Mesa,1847503.0,United States of America,Manitowoc,252638.0,3.0,0.0,M,10.0,664.0,O,5.0
DGI8742,Jmkkinlbuhazmkoppcyekgmxymyoderyhdbbahrthrssoqkejkrzidozswollspfe,Thousand Oaks,2809593.0,United States of America,UnitedHealth Group,372907.0,2.0,5.0,U,32.0,425.0,O,5.0
Jsr8743,sdnfhnsephlcquzbhr,London,1647811.0,Canada,Domtar,59849.0,5.0,2.0,U,91.0,342.0,O,7.0
rgw8744,Albnwqagiggowqgylmpmrmldrwoawygmezzuf,Columbus,3454244.0,United States of America,Zale,360417.0,5.0,3.0,M,46.0,829.0,O,0.0
Vfs8745,wmdcxmudntowkrqtueszunktyaszijyjcyoebfrlmfnbjadstyxwskkzsiptufsqocnymq,Lexington,66981.0,United States of America,Steelcase,100780.0,4.0,1.0,W,55.0,841.0,O,2.0
Tua8746,mvexpdrafvqqisznaiwqfxyr,Ann Arbor,1664718.0,United States of America,Travelers Cos.,,1.0,4.0,U,28.0,795.0,O,3.0
OLU8747,saxzdcukapnywrnwzkdbyqjsoifmvuthzsiheeaw,Tacoma,2956944.0,United States of America,Windstream,160302.0,2.0,4.0,U,50.0,,O,10.0
Irb8748,Vvxyohpskxsdgfzkkakgdnvyamspjanmcuaarlvbodlgwwl,Sioux Falls,202849.0,United States of America,UGI,79693.0,0.0,0.0,S,32.0,374.0,O,8.0
zkc8749,Vqmtknjvxnrldxdjudocuhlurzumtjeallsbtlehnabscktngqfkovtwlndkn,Virginia Beach,106692.0,United States of America,Electronic Arts,218561.0,4.0,5.0,S,93.0,359.0,O,9.0
Bjq8750,Mgvylwtav,Savannah,2767324.0,United States of America,Liberty Mutual Insurance Group,195890.0,3.0,4.0,M,1.0,769.0,O,8.0
HCX8751,Hgoerumbsaacwdqjvrmgqjnktdqnolo,Irvine,615774.0,United States of America,Chevron,312488.0,0.0,3.0,M,73.0,655.0,O,8.0
NTS8752,gmocjaruqiclzmmdoj,Austin,1891656.0,United States of America,National Semiconductor,100374.0,4.0,1.0,M,39.0,,O,6.0
Uez8753,Dwufnzvtzlroqbd,Anchorage,1984498.0,United States of America,Chubb,271957.0,5.0,,M,15.0,472.0,O,5.0
rvt8754,ERDKWWWT,Nashville,3560532.0,United States of America,Cummins,454216.0,0.0,1.0,U,37.0,526.0,R,0.0
yxw8755,vqkbnguuarlheteqwcxpoylkmdjizreczrmlmhlhujpvbzldhqmeoit,Fontana,1947868.0,United States of America,eBay,426250.0,4.0,4.0,M,8.0,,R,4.0
Pni8756,YIVSXMHYWFENKJESVXABLKWCWAHZFNRBQWMCMNCPFTKEBBFIZGAVLQCFDRTCLG,Boston,1507966.0,,PepsiCo,162425.0,2.0,5.0,M,64.0,776.0,O,5.0
Szc8757,,Knoxville,3120969.0,United States of America,Patterson-UTI Energy,374423.0,2.0,5.0,M,20.0,327.0,R,
Eck8758,LLRIJVXHSVYRWVCBVXPCQAXWEMCTSCJPPTRCHDXKTGAJCEAVNIYXJUVVXQUJIZOGLNIFUABRAT,Santa Fe,1793384.0,United States of America,Scana,381929.0,5.0,3.0,S,9.0,407.0,O,4.0
ONR8759,DUJPWQWMJDCKHSIKWXSNZDOWGMEEHAGDRAQPOXDT,Waterbury,470067.0,United States of America,PolyOne,405006.0,0.0,3.0,M,13.0,576.0,R,7.0
Czv8760,Smcvpujjqvlkehgqbrbwaoyjpemnzpovycprnxrielpxdodnz,Lancaster,508011.0,,3M,91995.0,3.0,4.0,S,,602.0,O,2.0
UXU8761,LRTTXDWHDVEHFGEQOULANWCDTRMOZTTQSJQXICQSVJPHJNLPSHHQYPAYOWZHWTXU,Santa Clara,24804.0,United States of America,BJ's Wholesale Club,428153.0,2.0,5.0,U,7.0,316.0,R,5.0
Nbh8762,Dryummfx,Lancaster,1616906.0,United States of America,Graham Packaging,473132.0,4.0,5.0,,33.0,846.0,O,0.0
Pqx8763,Iefxzfvhpzwaxhnmtifdbesrbuuwrgsuumernqw,Mesquite,2460167.0,United States of America,Inergy Holdings,268626.0,0.0,4.0,M,9.0,409.0,O,0.0
