prospect_AgID,prospect_FirNa,prospect_Cou,prospect_Emp,prospect_Inc,prospect_Ph,prospect_LaNa,prospect_PosC,prospect_OOReF,prospect_AddL2,prospect_NumChil,prospect_Ge,prospect_NumCrCa,prospect_Sta,prospect_NumC,prospect_MaSta,prospect_Ag,prospect_CreRa,prospect_NWo
Bab4665,SALLIE,Canada,Global Partners,16997.0,1-899-548-5047,Babione,59103,O,,3.0,,6.0,British Columbia,5.0,D,,475.0,1693312.0
tru4666,mahlon,United States of America,Ruddick,140590.0,1-082-640-0662,truong,99664,,Apt. 286,5.0,f,7.0,MN,2.0,M,0.0,675.0,3753854.0
mog4667,RODIE,United States of America,CB Richard Ellis Group,230893.0,1-335-231-9271,moghis,60752,R,,0.0,,1.0,HI,5.0,S,84.0,465.0,2281340.0
day4668,Eartha,Canada,Wyeth,259477.0,1-344-271-6975,dayal,44146,O,,3.0,,5.0,TX,,U,63.0,371.0,3900028.0
Pha4669,Elza,United States of America,Church & Dwight,236965.0,1-670-561-5721,Pham,39532,U,,4.0,,3.0,AL,,S,88.0,444.0,2725907.0
raf4670,Tracy,United States of America,Intel,458489.0,1-165-180-3279,rafflin,b8a 1y4,R,,1.0,F,9.0,British Columbia,4.0,D,96.0,345.0,2238450.0
FUC4671,Melvin,United States of America,Brown-Forman,279.0,1-782-665-3719,FUCHS,95173,R,,4.0,M,8.0,ID,0.0,M,44.0,460.0,2912498.0
GAD4672,Gerianna,United States of America,Merck,278538.0,1-535-101-1842,GADOUCHIS,V6p 1v8,R,,3.0,,2.0,MO,1.0,M,33.0,309.0,2382865.0
nor4673,demetre,United States of America,PG&E Corp.,277343.0,1-623-888-3567,northcott,M5D 1Y4,R,,3.0,F,8.0,WI,1.0,M,72.0,765.0,390874.0
Cro4674,grame,United States of America,Perot Systems,174099.0,1-294-512-8772,Crowle,55402,R,,2.0,F,9.0,Saskatchewan,0.0,D,19.0,665.0,3510499.0
tan4675,fred,United States of America,El Paso,47284.0,1-920-089-5196,tanner,V6m 1r9,U,,1.0,M,,NY,1.0,M,1.0,631.0,3493042.0
pic4676,vinh,United States of America,Staples,290522.0,1-878-706-7719,piche,94293,U,,2.0,,2.0,Quebec,1.0,M,78.0,774.0,168914.0
Bor4677,viki,United States of America,,223495.0,1-138-714-6674,Borson,44108,O,,,,2.0,DE,1.0,M,23.0,666.0,809087.0
ENG4678,ELLA,United States of America,Public Storage,234298.0,1-403-365-9899,ENG,72238,U,,3.0,,3.0,NV,0.0,M,39.0,616.0,3858293.0
Win4679,WITOLD,Canada,Thrivent Financial,398331.0,1-887-789-2097,Winslow,M7n 1c9,O,,5.0,,6.0,LA,0.0,M,59.0,493.0,1344826.0
Men4680,Edmund,United States of America,Advanced Micro Devices,401.0,1-197-153-9038,Mendez,m9e 1t6,O,,4.0,f,4.0,WV,2.0,U,19.0,684.0,3928512.0
Dip4681,Wylma,United States of America,KeyCorp,492575.0,1-311-570-5936,Dipace,37238,R,,0.0,,8.0,NJ,1.0,M,29.0,846.0,1403015.0
BAL4682,JANA,United States of America,Reliance Steel & Aluminum,145020.0,1-988-330-8074,BALCOM,93742,O,,0.0,F,5.0,LA,1.0,W,84.0,371.0,350661.0
DES4683,Tera,Canada,Centex,216211.0,1-528-115-8753,DESCH,99605,R,Suite 14,1.0,m,10.0,Nova Scotia,5.0,M,69.0,468.0,1015153.0
Chi4684,Corabel,Canada,CenterPoint Energy,476409.0,,Chisolm,91157,O,,4.0,,9.0,SD,5.0,S,65.0,635.0,2254659.0
FAN4685,Blanche,United States of America,Target,434508.0,1-504-808-5841,FANI,90091,O,,5.0,,8.0,HI,,M,45.0,369.0,169014.0
mcc4686,Yihban,United States of America,Lockheed Martin,301789.0,1-598-913-5116,mcclintock,99755,R,,0.0,,8.0,MO,1.0,U,95.0,508.0,3561494.0
Esg4687,JACOB,United States of America,AMC Entertainment,449806.0,1-336-591-9948,Esguerra,27622,R,,5.0,,1.0,Prince Edward Island,0.0,W,17.0,793.0,3375757.0
Bar4688,DYNA,United States of America,General Mills,106969.0,1-112-388-1751,Barkhouse,92031,,,0.0,m,4.0,Saskatchewan,2.0,M,,669.0,2650430.0
BUR4689,Misha,United States of America,Dresser-Rand Group,368938.0,1-987-831-6049,BURGER,E4b 1s7,O,,5.0,F,10.0,FL,3.0,S,46.0,542.0,1592816.0
Lap4690,Ken,United States of America,Cisco Systems,233234.0,1-534-854-7311,Laplante,T5b 1m8,O,,4.0,R,5.0,DC,2.0,U,67.0,427.0,1837496.0
Max4691,Nitin,United States of America,Mettler-Toledo International,300833.0,1-378-495-2195,Maxey,20002,U,,1.0,F,0.0,OR,3.0,M,61.0,841.0,119434.0
Cre4692,Elio,United States of America,Exxon Mobil,228917.0,1-799-112-8036,Creech,V6l 1p9,R,,4.0,M,7.0,SC,0.0,M,36.0,709.0,1795811.0
pil4693,kordula,United States of America,Cliffs Natural Resources,164116.0,,pilipchuk,91185,,Suite 474,5.0,,6.0,CA,1.0,M,58.0,339.0,663574.0
kop4694,ULRIKE,United States of America,Emerson Electric,75217.0,1-287-838-5198,kopke,v6d 1w2,O,,5.0,,10.0,MN,5.0,M,78.0,807.0,1140761.0
ING4695,Celle,United States of America,Guardian Life Ins. Co.,437919.0,1-363-191-4742,INGREY,10108,O,,3.0,f,3.0,KY,3.0,M,88.0,316.0,370111.0
MIO4696,ardelis,United States of America,Int. Business Machines,306533.0,1-855-807-6830,MIOR,v6f 1v8,O,,4.0,,0.0,AR,3.0,S,68.0,596.0,3243357.0
Rob4697,eada,United States of America,Nasdaq OMX Group,205461.0,1-696-200-5703,Robb,93806,,,0.0,,1.0,VA,3.0,W,88.0,646.0,2626529.0
Prz4698,CATHIE,United States of America,J.B. Hunt Transport Services,180548.0,,Przewlocki,v6i 1s9,R,Apt. 549,4.0,F,2.0,FL,3.0,S,79.0,310.0,2924585.0
sar4699,rafi,United States of America,Benchmark Electronics,210167.0,1-571-428-5494,saravanos,59112,O,,0.0,F,,AL,3.0,S,1.0,,3051787.0
bre4700,CHICKY,United States of America,Universal Forest Products,406467.0,1-710-069-8457,breisch,91312,R,,3.0,,0.0,AL,3.0,M,,780.0,1961762.0
Hel4701,Toinette,United States of America,Darden Restaurants,353802.0,1-728-033-2391,Heller,19109,R,,4.0,,4.0,Newfoundland,2.0,D,,829.0,2483520.0
edm4702,Alejandra,Canada,American Eagle Outfitters,155968.0,1-888-221-5291,edmison,93846,O,,0.0,M,8.0,British Columbia,1.0,U,76.0,392.0,434783.0
Per4703,GIZELA,Canada,McDonald's,184085.0,1-169-953-9881,Perryman,22209,O,,3.0,f,7.0,TX,5.0,D,50.0,695.0,3680866.0
Tal4704,Perl,Canada,Zions Bancorp.,431638.0,1-509-558-5630,Talbott,77167,U,,0.0,,2.0,DC,4.0,M,,427.0,1273612.0
Kon4705,levy,United States of America,ArvinMeritor,120199.0,1-517-783-5356,Konarski,T6b 1k1,U,,3.0,m,,NH,4.0,U,53.0,767.0,43466.0
bla4706,VALENE,United States of America,,441426.0,1-332-339-3802,blazer,46230,O,,0.0,,6.0,RI,2.0,M,,585.0,2349002.0
Hic4707,SIMONNE,United States of America,Peter Kiewit Sons',311283.0,1-100-464-6725,Hickox,28304,O,,1.0,,2.0,NM,0.0,U,,519.0,1463957.0
ing4708,Hing,Canada,AGL Resources,172152.0,1-786-653-8879,ingram,H5L 1P9,O,,2.0,M,3.0,Saskatchewan,0.0,S,,539.0,574807.0
Mcq4709,Faizal,United States of America,Enbridge Energy Partners,161628.0,1-931-238-6598,Mcquaid,10133,O,Apt. 245,4.0,M,5.0,Manitoba,2.0,D,59.0,422.0,3995431.0
Kro4710,Beatrix,United States of America,Huntington Bancshares,89526.0,1-063-482-5874,Krowlek,94617,O,,5.0,,10.0,SC,3.0,U,58.0,460.0,2662962.0
Adi4711,Elza,United States of America,Qwest Communications,,1-746-271-6299,Adimari,T5D 1Y4,O,APT. 653,4.0,,6.0,ME,1.0,U,26.0,368.0,2174828.0
Sal4712,katrina,United States of America,General Dynamics,286967.0,1-448-228-1555,Salkok,61112,O,,0.0,,10.0,MT,1.0,W,81.0,394.0,2202798.0
gor4713,Blondell,Canada,Qualcomm,499458.0,1-261-883-1388,goricanec,75046,R,,1.0,,0.0,DC,,M,68.0,390.0,2204720.0
Bos4714,MATELDA,United States of America,Southwestern Energy,283305.0,1-362-596-5881,Bosch,t5c 1r7,O,,2.0,f,10.0,MO,4.0,M,65.0,,1683738.0
cal4715,Halie,Canada,MeadWestvaco,78146.0,1-292-853-3873,calva,V6B 1U6,O,,,f,0.0,MD,4.0,M,72.0,764.0,2877060.0
Did4716,Rchisn,United States of America,Cisco Systems,84125.0,1-304-982-1864,Diduch,93800,O,,0.0,f,8.0,Alberta,0.0,M,29.0,304.0,3399919.0
Lie4717,Michiel,United States of America,Comcast,420803.0,1-955-696-8022,Lieure,V5b 1p6,O,,5.0,,3.0,FL,4.0,M,76.0,663.0,3180402.0
Mcq4718,Maryanne,Canada,BMC Software,92203.0,1-583-805-4145,Mcqueen,78779,R,,5.0,,0.0,NE,,W,19.0,308.0,80853.0
BRI4719,Dorolisa,United States of America,W.W. Grainger,353122.0,1-042-197-1268,BRINDLEY,H5L 1R7,U,,1.0,,0.0,MS,0.0,S,56.0,555.0,3911207.0
dia4720,Pankaj,United States of America,UnitedHealth Group,20815.0,1-101-094-9944,diaconu,T6a 1g4,U,,5.0,,,WY,1.0,S,58.0,597.0,1851265.0
RAP4721,FAUN,United States of America,Energy Transfer Equity,26665.0,1-234-769-9512,RAPHAEL,M5E 1W2,O,,3.0,,3.0,HI,3.0,D,7.0,821.0,3282292.0
RIC4722,Quon,United States of America,Occidental Petroleum,262422.0,1-438-678-7453,RICKETSON,B1c 1w7,O,,1.0,,1.0,ID,5.0,S,12.0,507.0,1560734.0
Dou4723,Earl,Canada,Pantry,187594.0,1-339-305-1671,Doublesin,48907,O,,3.0,M,2.0,Quebec,,M,26.0,674.0,3542659.0
mec4724,mitsuko,United States of America,National Fuel Gas,417031.0,1-119-642-5313,meckler,10236,O,,2.0,m,10.0,ID,5.0,M,94.0,653.0,2608558.0
gla4725,Jeremy,Canada,Beacon Roofing Supply,372305.0,1-293-284-6725,glast,99687,O,,0.0,f,1.0,SD,,S,69.0,516.0,244929.0
Dur4726,Ginn,Canada,PepsiAmericas,264635.0,1-345-045-6251,Duran,94163,R,,0.0,,9.0,OK,2.0,U,25.0,769.0,2102294.0
WHA4727,CELINA,United States of America,PerkinElmer,333225.0,1-674-105-7625,WHATLEY,90145,O,,0.0,,5.0,MO,4.0,U,51.0,825.0,582135.0
Qaq4728,Lbfio,United States of America,PPG Industries,359751.0,1-473-591-0607,Qaqpwdhmtp,oartzgnma,O,Folnxbegvnvyxeuhukajjbgvtnhoivrgmgjsrudftginjgeasobfwifebar,2.0,f,5.0,MA,5.0,M,45.0,371.0,3330147.0
Kog4729,pxxxaiezsk,United States of America,Travelers Cos.,123301.0,1-596-835-4182,Kogzdompevtemitcfbpmepjjkcxgy,Xvxca,R,LMOJZGZCQNPQPHIIGIOPEWCKS,4.0,f,5.0,MS,1.0,U,42.0,524.0,857365.0
XNP4730,KWJNLXBBJZTVFSZMWBCZPP,United States of America,Pentair,123424.0,1-346-911-3391,XNPKYSCFWJEX,Sbbhkowpnpa,O,Ebwuxsajvnvfczp,0.0,F,10.0,WY,4.0,M,26.0,728.0,1470636.0
Gtd4731,QZEXC,United States of America,Southern,499739.0,1-863-337-8643,Gtdhqgnaderbkhzhipy,Ppqubfeuww,O,Kvwlkoqdrwxcpgntcuztnzpg,2.0,,3.0,AZ,2.0,S,69.0,351.0,2010885.0
PTB4732,GTNIW,United States of America,Celgene,140857.0,1-965-360-8827,PTBQBPANEIIHFFTFQMEBN,xmlnuqb,R,Iombaqavaazhdozk,1.0,,5.0,Prince Edward Island,5.0,,9.0,467.0,1220348.0
BBK4733,TQWEXPNPTZJPAFRUJ,Canada,Arch Coal,327231.0,1-260-801-4912,BBKNOJJMKTYHYPGE,HBESVDT,O,DYQXVTEXAVEUIDWOAYFPLNELMYOC,4.0,,5.0,WA,5.0,U,17.0,833.0,3688332.0
Tth4734,Zwurzqqwhno,United States of America,Becton Dickinson,289849.0,1-353-844-6825,Tthsocfykdaesk,tucejqcf,R,Vgotvajucsipqwgetehksl,0.0,,1.0,KY,5.0,W,60.0,483.0,2878257.0
Olf4735,vipetlc,United States of America,,333759.0,1-572-975-3479,Olfrvaqxoabccgqaewmrryfbka,eepkjls,O,Anwxxdbmvzooffvcrgeeidfoajvneciukrghlbus,1.0,,,IA,0.0,M,60.0,478.0,2549473.0
Rjv4736,Jvihmkmpsvdmqkgnzwkhpvdgr,United States of America,Constellation Energy,498765.0,1-444-440-9209,Rjvooicbxegkmjlnaccxeumxdsujfv,TEFRQKN,O,Itggndsphrkvilxupsbnjnsbjklhtixiqygscqyhimnpgxcnyueisiwjwsejakkj,4.0,f,6.0,NH,3.0,M,97.0,767.0,433506.0
her4737,Upewrw,,Marsh & McLennan,421913.0,1-620-258-7019,hercfzpaurhswt,PWXIE,O,thvpimuuhrraqrvguhifzhaindhsgyqzlkjkvbexor,1.0,f,8.0,RI,1.0,W,15.0,482.0,1847526.0
QWM4738,Ylojswilyeemtiqyy,United States of America,General Growth Properties,151041.0,1-964-550-6411,QWMWXHJLQ,,U,QVRJIWQBIKG,3.0,F,6.0,WV,5.0,S,36.0,319.0,565304.0
XLN4739,AIHXVAIDQVTZWETTDU,United States of America,Dana Holding,344390.0,1-477-101-1361,XLNUMB,Rmpsfwcig,O,PQJUCDAKSVANESUAZNMOYFKCFZ,3.0,F,4.0,NJ,2.0,S,20.0,400.0,2607514.0
VRH4740,Aefbqml,United States of America,SunTrust Banks,2734.0,1-079-368-7798,VRHOAUBREZPXJTUPJQWYDXMQCN,njwijgs,O,Gdwmiwajnzogttpqhrxollelvpgihdhvkfldxefgtmdydqcktyvuqqpkxhhwtr,5.0,,,MN,,U,48.0,615.0,1982496.0
WGZ4741,Fcwnhevbudrmewlhgnqbdf,United States of America,NuStar Energy,468185.0,1-900-974-9726,WGZGWYIINQQXQAD,Ywulf,O,ujclrynlfcxwaqvlqgecpksbjjxtvhqnbdlcnzfijlaglhwvatkvzkodnjgqpjfalsuxjz,,,2.0,NH,0.0,U,43.0,581.0,3762913.0
MTO4742,Tkrdsgrogpwdypvglydwmtqor,Canada,Valero Energy,463648.0,1-284-586-0379,MTOFV,SXZMCLCHJ,,SNZFOXGNWRRPHEPDQNFAQDMGREGNRDSSRXLMRCDQRKQXLXLDAB,4.0,M,8.0,AL,1.0,U,99.0,799.0,2408355.0
Bci4743,dzoxdswekktufa,,Targa Resources,43975.0,,Bcimif,Xgtpwzpafboa,R,euiorionjhogyappcdamm,1.0,,10.0,IL,1.0,,66.0,768.0,1606307.0
mpe4744,Zmuwosc,United States of America,American Electric Power,468162.0,1-307-965-9866,mpemseo,cvkcxvisqh,,Xssadkcwnnzquwsjjwbbispoanqd,4.0,,3.0,CA,,S,94.0,773.0,3354250.0
Xbq4745,HDFQYHUGTRRQBFVEGSDCBKU,United States of America,Carlisle,395739.0,1-440-318-5480,Xbquymuzkcmc,Gtjvcdqqtp,O,FTDKHQHJUTSCASNKFBWZWBCWYDOYJJAZXKJVJDIYQDTCZAROCTH,3.0,m,3.0,NE,1.0,,33.0,638.0,3382716.0
Bqe4746,dffstfpnkregclxx,United States of America,E*Trade Financial,412467.0,1-125-551-4429,Bqeltb,,O,RSPQAYDIOLRMYYMCNQXBLZFX,2.0,m,3.0,Manitoba,1.0,M,41.0,517.0,1902346.0
jif4747,Ikghxbumijtroqwzeeap,United States of America,Progressive,,1-926-860-0190,jifxknvlu,Ionbt,R,OMVTVZOKRKESJGDXGASXKMXCHAC,1.0,,3.0,New Brunswick,5.0,W,64.0,721.0,2194210.0
SKI4748,Qzxecnokzncy,,Solo Cup,199405.0,1-232-388-6615,SKIRDW,kmfhiotzok,O,SCNHUCZFAW,0.0,,5.0,WI,2.0,U,93.0,301.0,32639.0
Qda4749,FCMDGBFKXMTJPBLDQTVKKMNW,United States of America,Interactive Brokers Group,232095.0,1-432-247-1265,Qdatzjvlfoynuynsxpcleck,ABEOU,O,Eeqhjcwijduprguwziunszggmylwitznrlqralxstqud,2.0,,8.0,MA,1.0,M,31.0,557.0,2440934.0
rlm4750,ruqlinygssewsaxrleipafe,United States of America,Buildings Materials Corp.,419954.0,1-034-028-4714,rlmudsen,,O,Vcuowqiesisgpufuazjyaiagvygewxab,2.0,f,3.0,PA,4.0,,84.0,345.0,3643159.0
czc4751,Rcqbiwqbkdhmetuloiqcxulrr,,,199018.0,1-432-095-5406,czccymsz,KJDWIQHWUO,O,SNTBAXIVPMRCGSFT,0.0,,8.0,New Brunswick,,U,51.0,651.0,1342979.0
GGV4752,qblxdfxdlzfznpwmofmcfodasvc,United States of America,Rock-Tenn,359494.0,1-277-314-7505,GGVPYSPJNHHZBALQGLKXLEVSK,Lmlagmua,R,MNMDJSEHZWIGNHDFUGYPWFGDPHMVRNSIIZIDMODPDWZBTAOKZDEV,3.0,,0.0,WV,5.0,S,11.0,324.0,2652575.0
xzv4753,LSUOTXPFJEP,United States of America,Spherion,222207.0,1-339-579-3351,xzvprahrgexxcdzhmcgcoklksseb,DHWUDQMFEDTT,,KIEOD,0.0,m,1.0,RI,5.0,S,5.0,369.0,2649494.0
Vkq4754,alidnmdydz,United States of America,Alliant Energy,384766.0,1-813-737-7193,Vkqguauiujkngtnmbhj,Kwcdev,U,Qtskozaytyzjnmbbgmcpnekvlylcafkwqqljklecotz,2.0,,6.0,VA,,S,25.0,425.0,3544328.0
Hzr4755,ELQHLOFAXJGHCEVCHK,United States of America,Itron,229674.0,1-003-808-7989,Hzruxopykhsmcmmlnifxu,cpteevoqr,U,skuiquosijgeuh,0.0,,8.0,British Columbia,1.0,M,13.0,795.0,2133746.0
Uho4756,Sfqsfkp,United States of America,E*Trade Financial,168959.0,1-788-493-3915,Uhorxjvdoictkgwkkuhvwthnqa,BWWIPXSRL,O,ZWARSURTEBLRUCSCPVMXCHONETEVNKXKWOSVSALXAKOKKLBQPLLSJNJAVDOILBLR,1.0,,5.0,NM,3.0,U,40.0,800.0,2654803.0
Slm4757,Yzorifaxkc,United States of America,PSS World Medical,120986.0,1-198-334-5765,Slmkktjhhnmvxrsqjtms,VLYFLPCQPBE,O,Pqazimgczydpxqrbfzqcugafmlibfokogxwjmevyolhimtfdjjpmhwcwqib,4.0,,0.0,CA,3.0,M,2.0,505.0,2575833.0
Vyq4758,CMVMLPPTLCSEDNMYFJR,United States of America,Hewlett-Packard,207701.0,1-636-925-2740,Vyqgk,gavqomgrfhmx,O,Qbfpmdlkdzrtzkvxehehnghcnnk,3.0,,2.0,WV,2.0,W,30.0,617.0,3945014.0
IIA4759,GJCSW,,Metals USA Holdings,247224.0,1-905-152-0339,IIADZCQX,CQBJEEKNJBRJ,R,Zaxgegegpjxehywttrrmmaeebrrdmgkupuvakxdwouyar,1.0,,9.0,TX,1.0,U,96.0,791.0,2908095.0
HBF4760,TKLSAITZQKIOWFJXRAIKZSEWVAI,Canada,Vornado Realty Trust,189582.0,1-025-416-9548,HBFANBOQPESLQSQPIV,DJLMJABTSH,O,FNPSDYDZGKLHBTYPAYLSGNIJZCVNRUIAT,1.0,,6.0,New Brunswick,0.0,M,54.0,672.0,1774340.0
DLG4761,JZKEUFIWWHPIYJWNTYJTDVTBEJ,United States of America,Fleetwood Enterprises,217090.0,1-852-761-4971,DLGJEMMBMDE,VFVDVQGOEH,O,VINFNWDRLONWVZDXKKZXIVAMUFMHXTBOOKBYKQGTNQFUMMYU,0.0,M,6.0,UT,3.0,,13.0,723.0,1326183.0
jih4762,erlcxtphbrrbbyxautwvnpm,United States of America,Starwood Hotels & Resorts,394758.0,1-881-383-4147,jihsjrfatxwnsmfnezvofc,moyhcl,O,,3.0,F,2.0,MI,4.0,U,71.0,430.0,274845.0
evt4763,cwsiirxfqqhcpuwhquwpuowa,Canada,Comcast,290045.0,1-314-963-8357,evtsa,hlcchp,O,Xuqnaiohpbfqimqenwiwcaaamrnmwkeiugkzsfrgzvxesqclfrsioidvqjfqawurkpvmodmvwqawcmf,5.0,,3.0,NH,1.0,D,35.0,357.0,911040.0
Qbq4764,Vaodqcpjionkqlpwjrque,United States of America,Arrow Electronics,214129.0,1-095-557-5367,Qbqhytdptmtxnjeymz,Qarelhd,O,XJMMUYREOZBCFVTYBCGO,4.0,,7.0,FL,3.0,S,53.0,721.0,645586.0
tun4765,Bhiznrgnstwiuljgxkqhqghzea,United States of America,Hospira,51424.0,1-235-166-6388,tunhfdrrbwrrkegqnxcjwmeaorb,Qsqxxxo,R,IIHEWPHLNXSBNHNVGQYPXFDSTZANHLZTEFHNVPZSFM,2.0,f,6.0,Saskatchewan,1.0,M,51.0,711.0,3669863.0
AQO4766,Uspvkskl,Canada,State Farm Insurance Cos.,352104.0,1-842-023-3239,AQOXMVTTU,Adkkq,R,Aypvkgbhikiwulirpharr,,,1.0,GA,0.0,S,31.0,568.0,2972333.0
NBE4767,FVBZONADUSBYBKBP,Canada,Mirant,322999.0,1-863-751-1461,NBEXAMDDMBYUFXXKIWOX,secbio,R,OANKGDOTMLRXOBKPKFPVIOQXTBYHCTPJKKAVTQHFRQBCCTJCAZOHQBHUEYUCLEAONWRGNDJKMOW,0.0,,4.0,RI,4.0,D,100.0,785.0,2324898.0
Wkt4768,HKVOHMQZQKUXBYEXUPMDE,United States of America,Waste Management,421001.0,1-960-017-7001,Wktzspenzcrklxhgbjtwapghzvdf,Ecpiidayjhw,O,Tkmswuwsqsazjrgusgk,1.0,,3.0,KS,,D,82.0,789.0,3485641.0
RQW4769,Cfkmdztjpzdhdwoljogbuxvfwuou,United States of America,OGE Energy,90016.0,1-879-079-4687,RQWCVSTOHMFIPYCDIFVMIZMSHGRUOJ,Kdtskjlrp,O,,1.0,F,2.0,Saskatchewan,0.0,U,28.0,323.0,2686282.0
Gac4770,dzcurnkzgejwpuq,Canada,Valero Energy,382751.0,1-251-194-3546,Gacgsyawkwlkvjiowmnsns,Ivqipfsngolg,,nieshg,2.0,,6.0,MO,5.0,W,36.0,810.0,627980.0
wnn4771,CUVZEQCFCPLERPLWPGRVZEUCTLN,United States of America,Northern Trust Corp.,52098.0,1-297-731-0806,wnnlgkmcezlflqgwekf,Iexkcu,O,ARKVFESHHEZMTE,3.0,M,7.0,OH,,M,34.0,507.0,
Mxu4772,IKDXBNDMSSNXNKPJ,United States of America,Cablevision Systems,54611.0,1-962-096-9446,Mxuwvcatathctkpzf,Hfdpscj,O,Oqkerklvkqzhnjzincoxujboqilmqypiidsmjogsvqbcuc,5.0,F,7.0,MS,3.0,S,100.0,470.0,2197047.0
Ytn4773,qjnhzcrcndgvzlrtivurzkb,United States of America,Universal,296427.0,1-017-224-5280,Ytnyjykkn,lmpwapz,O,uchtgofxtxemhwnzsxhodmgehdvcwsqy,1.0,f,10.0,Manitoba,4.0,,18.0,321.0,1460876.0
OHQ4774,Ddceavqgieiohddx,United States of America,Amazon.com,14911.0,1-929-493-2177,OHQAHDNCYQKHCDSTIANYHEGKKX,ugbeatr,R,QMXHKJHTLHRQZAGSKEUMXTHSZLSJPWVOMJG,0.0,,3.0,NM,2.0,S,,313.0,2865365.0
Wjy4775,Bznzyfnve,United States of America,Rite Aid,201428.0,1-877-120-6900,Wjysddxajxisgfnlizagzl,tzcijbfirlbs,O,Mlcvsnvnfafgdpsixnsbrgactrabdhkdytyfbjmhkwjoqqvyukgwizrszsgbdjal,3.0,,1.0,HI,1.0,U,74.0,561.0,516628.0
Ske4776,mdemeztjhbahkixnjkhpjkuqe,United States of America,Thor Industries,144435.0,1-374-043-5434,Skerluhjdetcoqsthux,qryykulyaym,U,Vumvfzpzqsugabexjkjaatbbeyzfduxgwrmnfbxdffyidvrqezwhhhxfijzcctxr,1.0,M,5.0,DC,4.0,,17.0,476.0,1116008.0
vqj4777,QDWJQKZKEDRNEBOGHRJDOFX,United States of America,Newmont Mining,90628.0,1-075-008-9722,vqjxrz,Fulkt,O,Ajnwzinivwjfsxnjvsnohzvhmbrcolydsgsdfncaijlwakeprdkjpotvahcakrtcdqatukemkebrg,1.0,,0.0,FL,2.0,M,92.0,752.0,197084.0
clu4778,KHOCMEVKAJOZSWD,United States of America,Holly,77842.0,1-530-986-6567,cluegokhxlpkjvblpwhqu,Obdlslz,U,,5.0,,1.0,IA,1.0,M,83.0,633.0,1545300.0
Kar4779,KHWYXOSGCBFGZYODFKHPIJMG,United States of America,Sun Microsystems,449874.0,1-152-266-8393,Karllqxkdsjmcx,Ujlruc,R,adxjemvvhxoastvgwzwfuyfssiu,1.0,,8.0,DE,1.0,M,79.0,843.0,3490296.0
CFH4780,Sfjlogozydnnbmhuradcckysaer,United States of America,A. Schulman,200169.0,,CFHJZCDMNNAJBNA,ovrid,O,lesltewinrbgkjwtinywyujswfcqwbtnldznmzmqcoqdcei,4.0,,6.0,RI,3.0,U,2.0,413.0,1275415.0
wsk4781,xcaqatohexbbsrcyjqncksmtui,United States of America,Hasbro,359586.0,1-725-743-8408,wskrlnhdxyifbisiuol,zpuljfoedbgv,O,Jtovenxsizupqcwbibpgpqbfjxiufrnnbiibnzkmwkxfsoowqkvgtptqglali,2.0,F,0.0,ID,1.0,M,91.0,524.0,2993866.0
QFZ4782,Xualnxqlryaaofk,United States of America,Coach,486414.0,1-326-915-4135,QFZBUC,GJVGFYXN,U,GCYNTREHODBOQLSPOCIEANF,1.0,m,9.0,Alberta,4.0,M,71.0,849.0,2922236.0
Vjs4783,TEQIRRLDWIUKAFUUCZDQCXXNUMG,Canada,Lennar,83630.0,1-780-720-2815,Vjswwbbnlujrstuogiiwksny,JHBKNAX,O,tdejwzacasqrmbfrvihhucwgqtooiisjvbttbpfykxfahmxjvesxnydjdoloasxmu,3.0,F,2.0,CA,5.0,W,40.0,787.0,82518.0
Mrz4784,iqzhexbgygaungtbiao,United States of America,General Growth Properties,195656.0,1-972-786-1950,Mrzapxygfujkydwruapfyevomdsg,Jbbdhjdgp,O,Jfmjfsnboqjxmeyzxrwhwedgcusiwshmhdezyhmxs,,f,3.0,MA,0.0,S,,623.0,2467957.0
TVB4785,Ttfniyxhvpkjqqejayyftmzxlj,United States of America,Furniture Brands International,108454.0,1-346-704-5546,TVBCSLNWPVRLEXIWSVIX,Gfmovyqov,R,ocefz,0.0,F,1.0,VA,0.0,S,54.0,691.0,2650848.0
Gfq4786,Udthxsmsuktgrtvcxmjuocwukuwbew,United States of America,Altria Group,113893.0,1-670-016-0457,Gfqxrosxaw,,O,Fvxnkfbtqkwqqhtenyfoganxpqvnfjoodsv,3.0,,7.0,WV,0.0,M,59.0,492.0,384820.0
Rqe4787,tnqdraipzgwu,United States of America,Jacobs Engineering Group,487953.0,1-573-569-4369,Rqepojxeemax,mepnfcmpwzf,O,Xftybumizebsctrmyr,2.0,,5.0,ND,2.0,U,84.0,775.0,3080655.0
byf4788,Jguqnlmtswktsinnurfx,United States of America,Dr Pepper Snapple Group,391268.0,1-624-320-7212,byfqeoz,jbiqnbk,O,dzhblctevgrpyhdenhyxuj,0.0,M,9.0,GA,4.0,S,33.0,340.0,612805.0
xgo4789,Cnhmodtcvajfdmwbiwftbmcqxox,United States of America,LandAmerica Financial Group,82973.0,1-596-035-1942,xgoslxlqldexalfushjz,Jyhvtmmbeis,R,iqxagfrjaqmzbdsywjteujonyoyiuuftzyuugvytjtu,3.0,,8.0,OK,3.0,M,62.0,655.0,1638444.0
