indirizzo_id,indirizzo2,indirizzo,attivo,negozio_id,distretto,email,telefono,cognome,città_id,nome,data_creazione,codice_postale,cliente_id
170,,710 San Felipe del Progreso Avenue,1,1,Lilongwe,LYNN.PAYNE@sakilacustomer.org,843801144113,PAYNE,304,LYNN,2006-02-14 22:04:36,76901,166
171,,1540 Wroclaw Drive,1,2,Maharashtra,SALLY.PIERCE@sakilacustomer.org,182363341674,PIERCE,107,SALLY,2006-02-14 22:04:36,62686,167
172,,475 Atšinsk Way,1,1,Gansu,REGINA.BERRY@sakilacustomer.org,201705577290,BERRY,240,REGINA,2006-02-14 22:04:36,59571,168
173,,1294 Firozabad Drive,0,2,Ji´angxi,ERICA.MATTHEWS@sakilacustomer.org,161801569569,MATTHEWS,407,ERICA,2006-02-14 22:04:36,70618,169
174,,1877 Ezhou Lane,1,1,Rajasthan,BEATRICE.ARNOLD@sakilacustomer.org,264541743403,ARNOLD,550,BEATRICE,2006-02-14 22:04:36,63337,170
175,,316 Uruapan Street,1,2,Perak,DOLORES.WAGNER@sakilacustomer.org,275788967899,WAGNER,223,DOLORES,2006-02-14 22:04:36,58194,171
176,,29 Pyongyang Loop,1,1,Batman,BERNICE.WILLIS@sakilacustomer.org,734780743462,WILLIS,58,BERNICE,2006-02-14 22:04:36,47753,172
177,,1010 Klerksdorp Way,1,1,Steiermark,AUDREY.RAY@sakilacustomer.org,493008546874,RAY,186,AUDREY,2006-02-14 22:04:36,6802,173
178,,1848 Salala Boulevard,1,2,Miranda,YVONNE.WATKINS@sakilacustomer.org,48265851133,WATKINS,373,YVONNE,2006-02-14 22:04:36,25220,174
179,,431 Xi´angtan Avenue,1,1,Kerala,ANNETTE.OLSON@sakilacustomer.org,230250973122,OLSON,18,ANNETTE,2006-02-14 22:04:36,4854,175
180,,757 Rustenburg Avenue,1,1,Skikda,JUNE.CARROLL@sakilacustomer.org,506134035434,CARROLL,483,JUNE,2006-02-14 22:04:36,89668,176
181,,146 Johannesburg Way,1,2,Tamaulipas,SAMANTHA.DUNCAN@sakilacustomer.org,953689007081,DUNCAN,330,SAMANTHA,2006-02-14 22:04:36,54132,177
182,,1891 Rizhao Boulevard,1,2,São Paulo,MARION.SNYDER@sakilacustomer.org,391065549876,SNYDER,456,MARION,2006-02-14 22:04:36,47288,178
183,,1089 Iwatsuki Avenue,1,1,Kirov,DANA.HART@sakilacustomer.org,866092335135,HART,270,DANA,2006-02-14 22:04:36,35109,179
184,,1410 Benin City Parkway,1,2,Risaralda,STACY.CUNNINGHAM@sakilacustomer.org,104150372603,CUNNINGHAM,405,STACY,2006-02-14 22:04:36,29747,180
185,,682 Garden Grove Place,1,2,Tennessee,ANA.BRADLEY@sakilacustomer.org,72136330362,BRADLEY,333,ANA,2006-02-14 22:04:36,67497,181
186,,533 al-Ayn Boulevard,1,1,California,RENEE.LANE@sakilacustomer.org,662227486184,LANE,126,RENEE,2006-02-14 22:04:36,8862,182
187,,1839 Székesfehérvár Parkway,1,2,Gois,IDA.ANDREWS@sakilacustomer.org,947468818183,ANDREWS,317,IDA,2006-02-14 22:04:36,55709,183
188,,741 Ambattur Manor,1,1,Noord-Brabant,VIVIAN.RUIZ@sakilacustomer.org,302590383819,RUIZ,438,VIVIAN,2006-02-14 22:04:36,43310,184
189,,927 Barcelona Street,1,1,Chaharmahal va Bakht,ROBERTA.HARPER@sakilacustomer.org,951486492670,HARPER,467,ROBERTA,2006-02-14 22:04:36,65121,185
190,,435 0 Way,1,2,West Bengali,HOLLY.FOX@sakilacustomer.org,760171523969,FOX,195,HOLLY,2006-02-14 22:04:36,74750,186
191,,140 Chiayi Parkway,1,2,Sumy,BRITTANY.RILEY@sakilacustomer.org,855863906434,RILEY,506,BRITTANY,2006-02-14 22:04:36,38982,187
192,,1166 Changhwa Street,1,1,Caraga,MELANIE.ARMSTRONG@sakilacustomer.org,650752094490,ARMSTRONG,62,MELANIE,2006-02-14 22:04:36,58852,188
193,,891 Novi Sad Manor,1,1,Ontario,LORETTA.CARPENTER@sakilacustomer.org,247646995453,CARPENTER,383,LORETTA,2006-02-14 22:04:36,5379,189
194,,605 Rio Claro Parkway,1,2,Tabora,YOLANDA.WEAVER@sakilacustomer.org,352469351088,WEAVER,513,YOLANDA,2006-02-14 22:04:36,49348,190
195,,1077 San Felipe de Puerto Plata Place,1,1,Rostov-na-Donu,JEANETTE.GREENE@sakilacustomer.org,812824036424,GREENE,369,JEANETTE,2006-02-14 22:04:36,65387,191
196,,9 San Miguel de Tucumán Manor,1,1,Uttar Pradesh,LAURIE.LAWRENCE@sakilacustomer.org,956188728558,LAWRENCE,169,LAURIE,2006-02-14 22:04:36,90845,192
197,,447 Surakarta Loop,1,2,Nyanza,KATIE.ELLIOTT@sakilacustomer.org,940830176580,ELLIOTT,271,KATIE,2006-02-14 22:04:36,10428,193
198,,345 Oshawa Boulevard,1,2,Tokyo-to,KRISTEN.CHAVEZ@sakilacustomer.org,104491201771,CHAVEZ,204,KRISTEN,2006-02-14 22:04:36,32114,194
199,,1792 Valle de la Pascua Place,1,1,Nordrhein-Westfalen,VANESSA.SIMS@sakilacustomer.org,419419591240,SIMS,477,VANESSA,2006-02-14 22:04:36,15540,195
200,,1074 Binzhou Manor,1,1,Baden-Wrttemberg,ALMA.AUSTIN@sakilacustomer.org,331132568928,AUSTIN,325,ALMA,2006-02-14 22:04:36,36490,196
201,,817 Bradford Loop,1,2,Ji´angsu,SUE.PETERS@sakilacustomer.org,264286442804,PETERS,109,SUE,2006-02-14 22:04:36,89459,197
202,,955 Bamenda Way,1,2,Ondo & Ekiti,ELSIE.KELLEY@sakilacustomer.org,768481779568,KELLEY,218,ELSIE,2006-02-14 22:04:36,1545,198
203,,1149 A Coruña (La Coruña) Boulevard,1,2,Haiphong,BETH.FRANKLIN@sakilacustomer.org,470884141195,FRANKLIN,194,BETH,2006-02-14 22:04:36,95824,199
204,,387 Mwene-Ditu Drive,1,2,Ahal,JEANNE.LAWSON@sakilacustomer.org,764477681869,LAWSON,35,JEANNE,2006-02-14 22:04:36,8073,200
205,,68 Molodetšno Manor,1,1,Nordrhein-Westfalen,VICKI.FIELDS@sakilacustomer.org,146640639760,FIELDS,575,VICKI,2006-02-14 22:04:36,4662,201
206,,642 Nador Drive,1,2,Maharashtra,CARLA.GUTIERREZ@sakilacustomer.org,369050085652,GUTIERREZ,77,CARLA,2006-02-14 22:04:36,3924,202
207,,1688 Nador Lane,1,1,Sulawesi Utara,TARA.RYAN@sakilacustomer.org,652218196731,RYAN,184,TARA,2006-02-14 22:04:36,61613,203
208,,1215 Pyongyang Parkway,1,1,Usak,ROSEMARY.SCHMIDT@sakilacustomer.org,646237101779,SCHMIDT,557,ROSEMARY,2006-02-14 22:04:36,25238,204
209,,1679 Antofagasta Street,1,2,Alto Paran,EILEEN.CARR@sakilacustomer.org,905903574913,CARR,122,EILEEN,2006-02-14 22:04:36,86599,205
210,,1304 ´s-Hertogenbosch Way,1,1,Santa Catarina,TERRI.VASQUEZ@sakilacustomer.org,90336226227,VASQUEZ,83,TERRI,2006-02-14 22:04:36,10925,206
211,,850 Salala Loop,1,1,Kitaa,GERTRUDE.CASTILLO@sakilacustomer.org,403404780639,CASTILLO,371,GERTRUDE,2006-02-14 22:04:36,10800,207
212,,624 Oshawa Boulevard,1,1,West Bengali,LUCY.WHEELER@sakilacustomer.org,49677664184,WHEELER,51,LUCY,2006-02-14 22:04:36,89959,208
213,,43 Dadu Avenue,1,2,Rajasthan,TONYA.CHAPMAN@sakilacustomer.org,95666951770,CHAPMAN,74,TONYA,2006-02-14 22:04:36,4855,209
214,,751 Lima Loop,1,2,Aden,ELLA.OLIVER@sakilacustomer.org,756460337785,OLIVER,7,ELLA,2006-02-14 22:04:36,99405,210
215,,1333 Haldia Street,1,1,Jilin,STACEY.MONTGOMERY@sakilacustomer.org,408304391718,MONTGOMERY,174,STACEY,2006-02-14 22:04:36,82161,211
217,,1001 Miyakonojo Lane,1,1,Taizz,GINA.WILLIAMSON@sakilacustomer.org,584316724815,WILLIAMSON,518,GINA,2006-02-14 22:04:36,67924,213
218,,226 Brest Manor,1,1,California,KRISTIN.JOHNSTON@sakilacustomer.org,785881412500,JOHNSTON,508,KRISTIN,2006-02-14 22:04:36,2299,214
219,,1229 Valencia Parkway,1,2,Haskovo,JESSIE.BANKS@sakilacustomer.org,352679173732,BANKS,498,JESSIE,2006-02-14 22:04:36,99124,215
220,,1201 Qomsheh Manor,1,1,Gois,NATALIE.MEYER@sakilacustomer.org,873492228462,MEYER,28,NATALIE,2006-02-14 22:04:36,21464,216
221,,866 Shivapuri Manor,1,2,Uttar Pradesh,AGNES.BISHOP@sakilacustomer.org,778502731092,BISHOP,448,AGNES,2006-02-14 22:04:36,22474,217
222,,1168 Najafabad Parkway,1,1,Kabol,VERA.MCCOY@sakilacustomer.org,886649065861,MCCOY,251,VERA,2006-02-14 22:04:36,40301,218
223,,1244 Allappuzha (Alleppey) Place,1,2,Buenos Aires,WILLIE.HOWELL@sakilacustomer.org,991802825778,HOWELL,567,WILLIE,2006-02-14 22:04:36,20657,219
224,,1842 Luziânia Boulevard,1,2,Zanzibar West,CHARLENE.ALVAREZ@sakilacustomer.org,706878974831,ALVAREZ,593,CHARLENE,2006-02-14 22:04:36,94420,220
225,,1926 Gingoog Street,1,1,Sisilia,BESSIE.MORRISON@sakilacustomer.org,469738825391,MORRISON,511,BESSIE,2006-02-14 22:04:36,22824,221
227,,1820 Maringá Parkway,1,1,Punjab,MELINDA.FERNANDEZ@sakilacustomer.org,99760893676,FERNANDEZ,324,MELINDA,2006-02-14 22:04:36,88307,223
228,,60 Poços de Caldas Street,1,2,Rajasthan,PEARL.GARZA@sakilacustomer.org,963063788669,GARZA,243,PEARL,2006-02-14 22:04:36,82338,224
229,,1014 Loja Manor,1,1,Tamil Nadu,ARLENE.HARVEY@sakilacustomer.org,460795526514,HARVEY,22,ARLENE,2006-02-14 22:04:36,66851,225
230,,201 Effon-Alaiye Way,1,2,Asunción,MAUREEN.LITTLE@sakilacustomer.org,684192903087,LITTLE,37,MAUREEN,2006-02-14 22:04:36,64344,226
231,,430 Alessandria Loop,1,1,Saarland,COLLEEN.BURTON@sakilacustomer.org,669828224459,BURTON,439,COLLEEN,2006-02-14 22:04:36,47446,227
232,,754 Valencia Place,1,2,Phnom Penh,ALLISON.STANLEY@sakilacustomer.org,594319417514,STANLEY,406,ALLISON,2006-02-14 22:04:36,87911,228
233,,356 Olomouc Manor,1,1,Gois,TAMARA.NGUYEN@sakilacustomer.org,22326410776,NGUYEN,26,TAMARA,2006-02-14 22:04:36,93323,229
234,,1256 Bislig Boulevard,1,2,Botosani,JOY.GEORGE@sakilacustomer.org,479007229460,GEORGE,86,JOY,2006-02-14 22:04:36,50598,230
235,,954 Kimchon Place,1,1,West Bengali,GEORGIA.JACOBS@sakilacustomer.org,541327526474,JACOBS,559,GEORGIA,2006-02-14 22:04:36,42420,231
236,,885 Yingkou Manor,1,2,Kaduna,CONSTANCE.REID@sakilacustomer.org,588964509072,REID,596,CONSTANCE,2006-02-14 22:04:36,31390,232
237,,1736 Cavite Place,1,2,Qina,LILLIE.KIM@sakilacustomer.org,431770603551,KIM,216,LILLIE,2006-02-14 22:04:36,98775,233
238,,346 Skikda Parkway,1,1,Hawalli,CLAUDIA.FULLER@sakilacustomer.org,630424482919,FULLER,233,CLAUDIA,2006-02-14 22:04:36,90628,234
239,,98 Stara Zagora Boulevard,1,1,Valle,JACKIE.LYNCH@sakilacustomer.org,610173756082,LYNCH,96,JACKIE,2006-02-14 22:04:36,76448,235
240,,1479 Rustenburg Boulevard,1,1,Southern Tagalog,MARCIA.DEAN@sakilacustomer.org,727785483194,DEAN,527,MARCIA,2006-02-14 22:04:36,18727,236
241,,647 A Coruña (La Coruña) Street,1,1,Chollanam,TANYA.GILBERT@sakilacustomer.org,792557457753,GILBERT,357,TANYA,2006-02-14 22:04:36,36971,237
242,,1964 Gijón Manor,1,1,Karnataka,NELLIE.GARRETT@sakilacustomer.org,918119601885,GARRETT,473,NELLIE,2006-02-14 22:04:36,14408,238
243,,47 Syktyvkar Lane,1,2,West Java,MINNIE.ROMERO@sakilacustomer.org,63937119031,ROMERO,118,MINNIE,2006-02-14 22:04:36,22236,239
244,,1148 Saarbrücken Parkway,1,1,Fukushima,MARLENE.WELCH@sakilacustomer.org,137773001988,WELCH,226,MARLENE,2006-02-14 22:04:36,1921,240
245,,1103 Bilbays Parkway,0,2,Hubei,HEIDI.LARSON@sakilacustomer.org,279979529227,LARSON,578,HEIDI,2006-02-14 22:04:36,87660,241
246,,1246 Boksburg Parkway,1,1,Hebei,GLENDA.FRAZIER@sakilacustomer.org,890283544295,FRAZIER,422,GLENDA,2006-02-14 22:04:36,28349,242
247,,1483 Pathankot Street,1,1,Tucumn,LYDIA.BURKE@sakilacustomer.org,686015532180,BURKE,454,LYDIA,2006-02-14 22:04:36,37288,243
248,,582 Papeete Loop,1,2,Central Visayas,VIOLA.HANSON@sakilacustomer.org,569868543137,HANSON,294,VIOLA,2006-02-14 22:04:36,27722,244
249,,300 Junan Street,1,1,Kyonggi,COURTNEY.DAY@sakilacustomer.org,890289150158,DAY,553,COURTNEY,2006-02-14 22:04:36,81314,245
250,,829 Grand Prairie Way,1,1,Paraná,MARIAN.MENDOZA@sakilacustomer.org,741070712873,MENDOZA,328,MARIAN,2006-02-14 22:04:36,6461,246
251,,1473 Changhwa Parkway,1,1,Mxico,STELLA.MORENO@sakilacustomer.org,266798132374,MORENO,124,STELLA,2006-02-14 22:04:36,75933,247
252,,1309 Weifang Street,1,1,Florida,CAROLINE.BOWMAN@sakilacustomer.org,435785045362,BOWMAN,520,CAROLINE,2006-02-14 22:04:36,57338,248
253,,1760 Oshawa Manor,1,2,Tianjin,DORA.MEDINA@sakilacustomer.org,56257502250,MEDINA,535,DORA,2006-02-14 22:04:36,38140,249
254,,786 Stara Zagora Way,1,2,Oyo & Osun,JO.FOWLER@sakilacustomer.org,716256596301,FOWLER,390,JO,2006-02-14 22:04:36,98332,250
255,,1966 Tonghae Street,1,2,Anhalt Sachsen,VICKIE.BREWER@sakilacustomer.org,567359279425,BREWER,198,VICKIE,2006-02-14 22:04:36,36481,251
256,,1497 Yuzhou Drive,1,2,England,MATTIE.HOFFMAN@sakilacustomer.org,246810237916,HOFFMAN,312,MATTIE,2006-02-14 22:04:36,3433,252
258,,752 Ondo Loop,1,1,Miyazaki,TERRY.CARLSON@sakilacustomer.org,134673576619,CARLSON,338,TERRY,2006-02-14 22:04:36,32474,253
259,,1338 Zalantun Lane,1,2,Minas Gerais,MAXINE.SILVA@sakilacustomer.org,840522972766,SILVA,413,MAXINE,2006-02-14 22:04:36,45403,254
260,,127 Iwakuni Boulevard,1,2,Central Luzon,IRMA.PEARSON@sakilacustomer.org,987442542471,PEARSON,192,IRMA,2006-02-14 22:04:36,20777,255
261,,51 Laredo Avenue,1,2,Sagaing,MABEL.HOLLAND@sakilacustomer.org,884536620568,HOLLAND,342,MABEL,2006-02-14 22:04:36,68146,256
262,,771 Yaoundé Manor,1,2,Sofala,MARSHA.DOUGLAS@sakilacustomer.org,245477603573,DOUGLAS,64,MARSHA,2006-02-14 22:04:36,86768,257
263,,532 Toulon Street,1,1,Santiago,MYRTLE.FLEMING@sakilacustomer.org,46871694740,FLEMING,460,MYRTLE,2006-02-14 22:04:36,69517,258
264,,1027 Banjul Place,1,2,West Bengali,LENA.JENSEN@sakilacustomer.org,538241037443,JENSEN,197,LENA,2006-02-14 22:04:36,50390,259
265,,1158 Mandi Bahauddin Parkway,1,1,Shanxi,CHRISTY.VARGAS@sakilacustomer.org,276555730211,VARGAS,136,CHRISTY,2006-02-14 22:04:36,98484,260
266,,862 Xintai Lane,1,1,Cagayan Valley,DEANNA.BYRD@sakilacustomer.org,265153400632,BYRD,548,DEANNA,2006-02-14 22:04:36,30065,261
267,,816 Cayenne Parkway,1,2,Manab,PATSY.DAVIDSON@sakilacustomer.org,282874611748,DAVIDSON,414,PATSY,2006-02-14 22:04:36,93629,262
268,,1831 Nam Dinh Loop,1,1,National Capital Reg,HILDA.HOPKINS@sakilacustomer.org,322888976727,HOPKINS,323,HILDA,2006-02-14 22:04:36,51990,263
269,,446 Kirovo-Tšepetsk Lane,1,1,Osaka,GWENDOLYN.MAY@sakilacustomer.org,303967439816,MAY,203,GWENDOLYN,2006-02-14 22:04:36,19428,264
270,,682 Halisahar Place,1,2,Severn Morava,JENNIE.TERRY@sakilacustomer.org,475553436330,TERRY,378,JENNIE,2006-02-14 22:04:36,20536,265
271,,1587 Loja Manor,1,2,Salzburg,NORA.HERRERA@sakilacustomer.org,621625204422,HERRERA,447,NORA,2006-02-14 22:04:36,5410,266
272,,1762 Paarl Parkway,1,1,Hunan,MARGIE.WADE@sakilacustomer.org,192459639410,WADE,298,MARGIE,2006-02-14 22:04:36,53928,267
273,,1519 Ilorin Place,1,1,Kerala,NINA.SOTO@sakilacustomer.org,357445645426,SOTO,395,NINA,2006-02-14 22:04:36,49298,268
274,,920 Kumbakonam Loop,1,1,California,CASSANDRA.WALTERS@sakilacustomer.org,685010736240,WALTERS,446,CASSANDRA,2006-02-14 22:04:36,75090,269
275,,906 Goiânia Way,1,1,Wielkopolskie,LEAH.CURTIS@sakilacustomer.org,701767622697,CURTIS,255,LEAH,2006-02-14 22:04:36,83565,270
276,,1675 Xi´angfan Manor,0,1,Tamil Nadu,PENNY.NEAL@sakilacustomer.org,271149517630,NEAL,283,PENNY,2006-02-14 22:04:36,11763,271
277,,85 San Felipe de Puerto Plata Drive,1,1,Shandong,KAY.CALDWELL@sakilacustomer.org,170739645687,CALDWELL,584,KAY,2006-02-14 22:04:37,46063,272
278,,144 South Hill Loop,1,2,Guanajuato,PRISCILLA.LOWE@sakilacustomer.org,45387294817,LOWE,445,PRISCILLA,2006-02-14 22:04:37,2012,273
279,,1884 Shikarpur Avenue,1,1,Haryana,NAOMI.JENNINGS@sakilacustomer.org,959949395183,JENNINGS,263,NAOMI,2006-02-14 22:04:37,85548,274
280,,1980 Kamjanets-Podilskyi Street,1,2,Illinois,CAROLE.BARNETT@sakilacustomer.org,874337098891,BARNETT,404,CAROLE,2006-02-14 22:04:37,89502,275
281,,1944 Bamenda Way,1,1,Michigan,BRANDY.GRAVES@sakilacustomer.org,75975221996,GRAVES,573,BRANDY,2006-02-14 22:04:37,24645,276
282,,556 Baybay Manor,1,2,Oyo & Osun,OLGA.JIMENEZ@sakilacustomer.org,363982224739,JIMENEZ,374,OLGA,2006-02-14 22:04:37,55802,277
283,,457 Tongliao Loop,1,2,Bursa,BILLIE.HORTON@sakilacustomer.org,880756161823,HORTON,222,BILLIE,2006-02-14 22:04:37,56254,278
284,,600 Bradford Street,1,2,East Azerbaidzan,DIANNE.SHELTON@sakilacustomer.org,117592274996,SHELTON,514,DIANNE,2006-02-14 22:04:37,96204,279
285,,1006 Santa Bárbara d´Oeste Manor,1,2,Ondo & Ekiti,TRACEY.BARRETT@sakilacustomer.org,85059738746,BARRETT,389,TRACEY,2006-02-14 22:04:37,36229,280
287,,1405 Chisinau Place,1,2,Ponce,JENNY.CASTRO@sakilacustomer.org,62781725285,CASTRO,411,JENNY,2006-02-14 22:04:37,8160,282
288,,226 Halifax Street,1,1,Xinxiang,FELICIA.SUTTON@sakilacustomer.org,790651020929,SUTTON,277,FELICIA,2006-02-14 22:04:37,58492,283
289,,1279 Udine Parkway,1,1,Edo & Delta,SONIA.GREGORY@sakilacustomer.org,195003555232,GREGORY,69,SONIA,2006-02-14 22:04:37,75860,284
290,,1336 Benin City Drive,1,1,Shiga,MIRIAM.MCKINNEY@sakilacustomer.org,341242939532,MCKINNEY,386,MIRIAM,2006-02-14 22:04:37,46044,285
291,,1155 Liaocheng Place,1,1,Oyo & Osun,VELMA.LUCAS@sakilacustomer.org,558236142492,LUCAS,152,VELMA,2006-02-14 22:04:37,22650,286
292,,1993 Tabuk Lane,1,2,Tamil Nadu,BECKY.MILES@sakilacustomer.org,648482415405,MILES,522,BECKY,2006-02-14 22:04:37,64221,287
293,,86 Higashiosaka Lane,1,1,Guanajuato,BOBBIE.CRAIG@sakilacustomer.org,957128697225,CRAIG,563,BOBBIE,2006-02-14 22:04:37,33768,288
294,,1912 Allende Manor,1,1,Kowloon and New Kowl,VIOLET.RODRIQUEZ@sakilacustomer.org,172262454487,RODRIQUEZ,279,VIOLET,2006-02-14 22:04:37,58124,289
295,,544 Tarsus Boulevard,1,1,Gurico,KRISTINA.CHAMBERS@sakilacustomer.org,892523334,CHAMBERS,562,KRISTINA,2006-02-14 22:04:37,53145,290
296,,1936 Cumaná Avenue,1,1,Virginia,TONI.HOLT@sakilacustomer.org,976798660411,HOLT,433,TONI,2006-02-14 22:04:37,61195,291
297,,1192 Tongliao Street,1,2,Sharja,MISTY.LAMBERT@sakilacustomer.org,350970907017,LAMBERT,470,MISTY,2006-02-14 22:04:37,19065,292
298,,44 Najafabad Way,1,2,Baskimaa,MAE.FLETCHER@sakilacustomer.org,96604821070,FLETCHER,146,MAE,2006-02-14 22:04:37,61391,293
299,,32 Pudukkottai Lane,1,2,Ohio,SHELLY.WATTS@sakilacustomer.org,967274728547,WATTS,140,SHELLY,2006-02-14 22:04:37,38834,294
300,,661 Chisinau Lane,1,1,Pietari,DAISY.BATES@sakilacustomer.org,816436065431,BATES,274,DAISY,2006-02-14 22:04:37,8856,295
301,,951 Stara Zagora Manor,1,2,Punjab,RAMONA.HALE@sakilacustomer.org,429925609431,HALE,400,RAMONA,2006-02-14 22:04:37,98573,296
302,,922 Vila Velha Loop,1,1,Maharashtra,SHERRI.RHODES@sakilacustomer.org,510737228015,RHODES,9,SHERRI,2006-02-14 22:04:37,4085,297
303,,898 Jining Lane,1,1,Pohjois-Pohjanmaa,ERIKA.PENA@sakilacustomer.org,161643343536,PENA,387,ERIKA,2006-02-14 22:04:37,40070,298
304,,1635 Kuwana Boulevard,1,2,Hiroshima,JAMES.GANNON@sakilacustomer.org,710603868323,GANNON,205,JAMES,2006-02-14 22:04:37,52137,299
305,,41 El Alto Parkway,1,1,Maharashtra,JOHN.FARNSWORTH@sakilacustomer.org,51917807050,FARNSWORTH,398,JOHN,2006-02-14 22:04:37,56883,300
306,,1883 Maikop Lane,1,2,Kaliningrad,ROBERT.BAUGHMAN@sakilacustomer.org,96110042435,BAUGHMAN,254,ROBERT,2006-02-14 22:04:37,68469,301
307,,1908 Gaziantep Place,1,1,Liaoning,MICHAEL.SILVERMAN@sakilacustomer.org,108053751300,SILVERMAN,536,MICHAEL,2006-02-14 22:04:37,58979,302
308,,687 Alessandria Parkway,1,2,Sanaa,WILLIAM.SATTERFIELD@sakilacustomer.org,407218522294,SATTERFIELD,455,WILLIAM,2006-02-14 22:04:37,57587,303
309,,827 Yuncheng Drive,1,2,Callao,DAVID.ROYAL@sakilacustomer.org,504434452842,ROYAL,99,DAVID,2006-02-14 22:04:37,79047,304
310,,913 Coacalco de Berriozábal Loop,1,1,Texas,RICHARD.MCCRARY@sakilacustomer.org,262088367001,MCCRARY,33,RICHARD,2006-02-14 22:04:37,42141,305
311,,715 São Bernardo do Campo Lane,1,1,Kedah,CHARLES.KOWALSKI@sakilacustomer.org,181179321332,KOWALSKI,507,CHARLES,2006-02-14 22:04:37,84804,306
312,,1354 Siegen Street,1,2,Rio de Janeiro,JOSEPH.JOY@sakilacustomer.org,573441801529,JOY,25,JOSEPH,2006-02-14 22:04:37,80184,307
313,,1191 Sungai Petani Boulevard,1,1,Missouri,THOMAS.GRIGSBY@sakilacustomer.org,983259819766,GRIGSBY,262,THOMAS,2006-02-14 22:04:37,9668,308
314,,1224 Huejutla de Reyes Boulevard,1,1,Lombardia,CHRISTOPHER.GRECO@sakilacustomer.org,806016930576,GRECO,91,CHRISTOPHER,2006-02-14 22:04:37,70923,309
315,,543 Bergamo Avenue,1,2,Minas Gerais,DANIEL.CABRAL@sakilacustomer.org,103602195112,CABRAL,215,DANIEL,2006-02-14 22:04:37,59686,310
316,,746 Joliet Lane,1,2,Kursk,PAUL.TROUT@sakilacustomer.org,688485191923,TROUT,286,PAUL,2006-02-14 22:04:37,94878,311
317,,780 Kimberley Way,1,2,Tabuk,MARK.RINEHART@sakilacustomer.org,824396883951,RINEHART,515,MARK,2006-02-14 22:04:37,17032,312
318,,1774 Yaoundé Place,1,2,Hubei,DONALD.MAHON@sakilacustomer.org,613124286867,MAHON,166,DONALD,2006-02-14 22:04:37,91400,313
319,,1957 Yantai Lane,1,1,São Paulo,GEORGE.LINTON@sakilacustomer.org,704948322302,LINTON,490,GEORGE,2006-02-14 22:04:37,59255,314
320,,1542 Lubumbashi Boulevard,0,2,Tel Aviv,KENNETH.GOODEN@sakilacustomer.org,508800331065,GOODEN,57,KENNETH,2006-02-14 22:04:37,62472,315
321,,651 Pathankot Loop,1,1,Maharashtra,STEVEN.CURLEY@sakilacustomer.org,139378397418,CURLEY,336,STEVEN,2006-02-14 22:04:37,59811,316
322,,1359 Zhoushan Parkway,1,2,Streymoyar,EDWARD.BAUGH@sakilacustomer.org,46568045367,BAUGH,545,EDWARD,2006-02-14 22:04:37,29763,317
323,,1769 Iwaki Lane,1,1,Kujawsko-Pomorskie,BRIAN.WYMAN@sakilacustomer.org,556100547674,WYMAN,97,BRIAN,2006-02-14 22:04:37,25787,318
324,,1145 Vilnius Manor,1,2,Mxico,RONALD.WEINER@sakilacustomer.org,674805712553,WEINER,451,RONALD,2006-02-14 22:04:37,73170,319
325,,1892 Nabereznyje Tšelny Lane,1,2,Tutuila,ANTHONY.SCHWAB@sakilacustomer.org,478229987054,SCHWAB,516,ANTHONY,2006-02-14 22:04:37,28396,320
326,,470 Boksburg Street,1,1,Central,KEVIN.SCHULER@sakilacustomer.org,908029859266,SCHULER,81,KEVIN,2006-02-14 22:04:37,97960,321
327,,1427 A Coruña (La Coruña) Place,1,1,Buenos Aires,JASON.MORRISSEY@sakilacustomer.org,972574862516,MORRISSEY,45,JASON,2006-02-14 22:04:37,85799,322
328,,479 San Felipe del Progreso Avenue,1,2,Morelos,MATTHEW.MAHAN@sakilacustomer.org,869051782691,MAHAN,130,MATTHEW,2006-02-14 22:04:37,54949,323
329,,867 Benin City Avenue,1,2,Henan,GARY.COY@sakilacustomer.org,168884817145,COY,591,GARY,2006-02-14 22:04:37,78543,324
330,,981 Kumbakonam Place,1,1,Distrito Federal,TIMOTHY.BUNN@sakilacustomer.org,829116184079,BUNN,89,TIMOTHY,2006-02-14 22:04:37,87611,325
331,,1016 Iwakuni Street,1,1,St George,JOSE.ANDREW@sakilacustomer.org,961370847344,ANDREW,269,JOSE,2006-02-14 22:04:37,49833,326
332,,663 Bahía Blanca Parkway,1,2,Adana,LARRY.THRASHER@sakilacustomer.org,834418779292,THRASHER,5,LARRY,2006-02-14 22:04:37,33463,327
333,,1860 Taguig Loop,1,2,West Java,JEFFREY.SPEAR@sakilacustomer.org,38158430589,SPEAR,119,JEFFREY,2006-02-14 22:04:37,59550,328
334,,1816 Bydgoszcz Loop,1,2,Dhaka,FRANK.WAGGONER@sakilacustomer.org,965273813662,WAGGONER,234,FRANK,2006-02-14 22:04:37,64308,329
335,,587 Benguela Manor,1,1,Illinois,SCOTT.SHELLEY@sakilacustomer.org,165450987037,SHELLEY,42,SCOTT,2006-02-14 22:04:37,91590,330
336,,430 Kumbakonam Drive,1,1,Santa Fé,ERIC.ROBERT@sakilacustomer.org,105470691550,ROBERT,457,ERIC,2006-02-14 22:04:37,28814,331
337,,1838 Tabriz Lane,1,1,Dhaka,STEPHEN.QUALLS@sakilacustomer.org,38988715447,QUALLS,143,STEPHEN,2006-02-14 22:04:37,1195,332
