prospect_AgencyID,prospect_NumberCreditCards,prospect_MiddleInitial,prospect_Phone,prospect_OwnOrRentFlag,prospect_NumberCars,prospect_AddressLine2,prospect_LastName,prospect_City,prospect_NetWorth,prospect_State,prospect_Income,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_Employer
Gro3460,4.0,,,O,3.0,,Groves,Providence,2287787.0,HI,59165.0,3.0,M,37.0,815.0,United Technologies
Dem3461,8.0,,1-976-508-3560,O,4.0,,Dempsey,San Diego,1238475.0,NJ,243695.0,1.0,U,18.0,459.0,MGM Mirage
dra3462,5.0,,1-458-551-4367,O,3.0,,draier,Montpelier,,MS,,3.0,M,86.0,819.0,Precision Castparts
GAB3463,9.0,,1-267-230-1749,R,0.0,,GABBARD,Syracuse,2489420.0,Alberta,436863.0,2.0,U,68.0,561.0,Broadcom
Vil3464,0.0,J,1-004-682-7468,O,1.0,,Villeneuve,Honolulu,3488808.0,SC,307862.0,3.0,U,13.0,849.0,McDonald's
Sie3465,1.0,,,O,5.0,,Sieling,Santa Rosa,3941286.0,UT,253766.0,3.0,M,47.0,529.0,
pat3466,2.0,Y,,U,5.0,,patoka,Baton Rouge,2648779.0,MA,324337.0,1.0,S,59.0,528.0,Lennox International
Rio3467,10.0,,1-457-187-4951,R,2.0,,Riou,Gary,2413294.0,MA,471478.0,5.0,D,29.0,424.0,
Eas3468,3.0,,1-946-372-8414,O,2.0,,Easton,West Valley,3108332.0,MO,265046.0,5.0,D,100.0,795.0,MEMC Electronic Materials
ANG3469,1.0,,1-425-227-2556,R,1.0,,ANGE,Montpelier,2258909.0,Quebec,170818.0,4.0,U,13.0,497.0,JohnsonDiversey
UPS3470,6.0,,1-896-664-1048,O,5.0,suite 225,UPSHAW,Newport News,2752061.0,AK,381219.0,1.0,U,,509.0,Exterran Holdings
Ris3471,2.0,,1-317-422-9304,O,5.0,,Risdal,Atlanta,3171540.0,MD,124125.0,0.0,U,1.0,362.0,Amkor Technology
pan3472,3.0,,,O,5.0,,pancholy,Sudbury,3465303.0,WI,24939.0,1.0,U,27.0,838.0,Zale
ALM3473,7.0,,,O,0.0,,ALMEDDAHIM,Pasadena,1380588.0,IL,440300.0,3.0,U,85.0,691.0,Prudential Financial
loc3474,6.0,,1-512-373-0941,O,5.0,,lockett,Hay River,3737218.0,SC,59201.0,5.0,D,50.0,846.0,Google
Nei3475,7.0,,1-711-700-8101,O,2.0,,Neil,Montreal,650356.0,RI,319094.0,3.0,M,86.0,426.0,Stanley Works
Bea3476,10.0,,1-458-978-8866,O,2.0,,Beal,Jacksonville,1118449.0,OH,135872.0,4.0,,10.0,359.0,
LAF3477,0.0,,1-746-254-8540,O,5.0,,LAFRAMBOISE,Frederick,297187.0,Newfoundland,273547.0,1.0,S,60.0,716.0,Nacco Industries
Sep3478,3.0,,1-463-560-5276,O,4.0,,Sepko,Columbia,977326.0,OK,131317.0,4.0,M,19.0,661.0,Air Products & Chemicals
Sim3479,5.0,,1-145-566-6115,O,,,Simpkin,Akron,2069853.0,ME,5637.0,0.0,,66.0,,KAR Holdings
tih3480,2.0,O,1-338-863-3620,O,4.0,APT. 245,tihanyi,Biloxi,471995.0,British Columbia,364135.0,,S,74.0,747.0,NVR
LIG3481,3.0,,,O,0.0,Suite 7,LIGHTOWLER,El Monte,1908444.0,RI,292768.0,3.0,S,13.0,838.0,Mercury General
DIL3482,6.0,B,1-091-269-1188,O,0.0,,DILLON,San Buenaventura,1589402.0,AR,228700.0,4.0,M,38.0,356.0,Dillard's
Mcc3483,6.0,,1-298-339-9518,O,5.0,,Mccaffity,Warren,3016346.0,RI,300707.0,,S,82.0,819.0,CF Industries Holdings
otw3484,0.0,J,1-186-446-7845,R,5.0,,otway,Carrollton,3675600.0,NE,61680.0,2.0,W,73.0,727.0,Supervalu
BOU3485,4.0,Q,1-927-532-3163,O,0.0,,BOURBONNAIS,Santa Rosa,789720.0,Prince Edward Island,263790.0,2.0,W,29.0,402.0,Intuit
Fal3486,6.0,,1-842-072-1990,,3.0,,Fallows,Montgomery,1888198.0,NM,158790.0,3.0,,1.0,374.0,Eastman Kodak
MAU3487,10.0,,1-313-961-9044,O,3.0,,MAUCK,Corpus Christi,2111067.0,Prince Edward Island,29607.0,2.0,S,35.0,388.0,Mutual of Omaha Insurance
Wal3488,,J,1-042-780-6972,U,0.0,,Walser,Ann Arbor,,VT,,2.0,M,54.0,601.0,Jack in the Box
Pla3489,1.0,,1-495-369-0040,O,2.0,,Plaisant,Edmonton,1009803.0,Quebec,457408.0,,M,52.0,351.0,A.O. Smith
ser3490,1.0,N,1-859-688-3938,R,1.0,,serraf,Orlando,3894610.0,OR,145260.0,0.0,M,57.0,824.0,RadioShack
DYN3491,6.0,F,1-296-603-1391,O,4.0,,DYNIE,Paterson,1804864.0,RI,310279.0,3.0,W,34.0,698.0,Best Buy
Mcv3492,7.0,T,1-486-026-1629,O,4.0,,Mcveigh,Pasadena,1508994.0,OK,339015.0,5.0,D,39.0,837.0,Great Atlantic & Pacific Tea
edg3493,0.0,,1-988-531-3030,R,2.0,,edgar,London,2036988.0,UT,235655.0,4.0,M,90.0,463.0,Aramark
VON3494,8.0,,1-002-528-9634,O,1.0,,VONCANNON,Laredo,2578252.0,SD,414965.0,1.0,D,13.0,323.0,Black & Decker
STA3495,1.0,,1-237-814-6534,R,4.0,,STARING,Bakersfield,3513822.0,Nova Scotia,161263.0,4.0,S,94.0,312.0,Hovnanian Enterprises
LEV3496,8.0,,1-383-524-5158,O,2.0,,LEVERE,Stockton,94604.0,AK,478013.0,2.0,D,83.0,,Valspar
FOR3497,3.0,,1-697-311-4832,O,3.0,,FORSLUND,St. Paul,421335.0,Newfoundland,,5.0,U,34.0,703.0,Trinity Industries
Ren3498,10.0,,1-405-395-8488,O,,,Renken,Columbus,2443840.0,TN,457832.0,4.0,M,22.0,767.0,Harsco
SEA3499,9.0,,1-833-466-6094,O,3.0,,SEAY,Seattle,3177200.0,HI,125723.0,1.0,M,60.0,522.0,
Cos3500,6.0,X,1-548-723-6103,O,2.0,,Costa,Lafayette,338056.0,MI,191287.0,3.0,S,,835.0,Alaska Air Group
TOR3501,3.0,K,1-229-146-4857,R,2.0,,TORRES,Bridgeport,2752034.0,Saskatchewan,380206.0,5.0,M,83.0,702.0,SunTrust Banks
Pin3502,1.0,D,1-875-662-5783,O,3.0,,Pino,Huntsville,207207.0,GA,489259.0,0.0,M,54.0,583.0,Reynolds American
Fev3503,8.0,,1-568-928-3347,O,,,Fevre-renault,Greensboro,710738.0,MI,153948.0,1.0,,84.0,655.0,Public Storage
Ley3504,5.0,,1-127-894-1436,O,3.0,,Leydig,Garden Grove,332775.0,SD,243639.0,4.0,U,10.0,371.0,Mylan
Ten3505,1.0,,1-741-940-5593,O,2.0,,Tena,Aurora,2223034.0,OK,17247.0,3.0,D,14.0,783.0,Weyerhaeuser
Jaq3506,3.0,F,1-685-792-0382,O,0.0,,Jaques,Springfield,2302008.0,MO,196902.0,1.0,U,35.0,316.0,Virgin Media
Sea3507,3.0,,,,0.0,Apt. 355,Seawell,Albuquerque,2492000.0,MS,276194.0,5.0,S,94.0,427.0,Hasbro
Jel3508,0.0,,1-342-800-1550,O,1.0,,Jelinek,Sydney,750317.0,IN,200061.0,5.0,W,14.0,432.0,
dal3509,1.0,,1-539-882-5300,O,5.0,,dale,San Buenaventura,2433542.0,ID,,0.0,U,7.0,,Arrow Electronics
ZIN3510,2.0,P,1-466-176-8867,U,1.0,,ZINGALE,Eugene,3242324.0,MT,56046.0,5.0,M,41.0,442.0,Duane Reade Holdings
Fra3511,5.0,,1-208-650-0074,O,5.0,,Frangoulis,Scottsdale,30664.0,LA,,3.0,S,51.0,578.0,Tenneco
Eno3512,10.0,B,1-077-842-2494,O,1.0,,Enos,Ontario,2877020.0,RI,196660.0,3.0,M,44.0,534.0,Williams
Deb3513,5.0,,1-428-308-4116,O,1.0,,Debassige,Omaha,3508278.0,WA,261790.0,4.0,U,23.0,593.0,Wesco International
ful3514,2.0,,1-176-364-0796,O,1.0,,fulk,Frederick,2137032.0,Quebec,187176.0,0.0,M,73.0,587.0,BMC Software
VAN3515,5.0,D,1-357-278-1918,O,2.0,,VAN PHIL,Jacksonville,2909341.0,DC,117208.0,3.0,D,67.0,621.0,
Mai3516,10.0,,1-138-749-0785,O,5.0,,Maitland,Moncton,429687.0,WI,254242.0,1.0,M,81.0,799.0,Brunswick
Art3517,10.0,,1-520-911-8399,O,1.0,apt. 398,Artspssa,Worcester,3550282.0,OR,411016.0,0.0,W,68.0,629.0,AGCO
BAS3518,5.0,X,,R,1.0,,BASLADYNSKI,Norfolk,435520.0,FL,430902.0,1.0,U,62.0,830.0,Lam Research
HAD3519,7.0,,1-122-738-8813,O,1.0,,HADDEN,San Jose,3082166.0,MT,43779.0,1.0,D,99.0,,Kroger
MTC3520,2.0,,1-979-920-9646,O,1.0,,MTCBASE,Rapid City,1988684.0,CA,355483.0,2.0,M,43.0,353.0,Pride International
Gho3521,8.0,D,1-302-066-8020,O,2.0,,Ghorashy,Torrance,1257292.0,Quebec,182949.0,4.0,D,50.0,646.0,Symantec
Por3522,2.0,,1-135-075-6120,R,1.0,,Porter,Livonia,378210.0,GA,323125.0,1.0,U,73.0,738.0,Liz Claiborne
Whi3523,5.0,,1-037-149-1086,R,5.0,,Whitehurst,Great Falls,2366756.0,NH,,2.0,S,,659.0,Kelly Services
Yon3524,4.0,,1-352-443-5913,U,4.0,,Yonk,Naperville,555843.0,MT,384701.0,5.0,D,37.0,611.0,Regis
Key3525,8.0,W,1-578-618-6854,R,1.0,,Keyes,Bellevue,3022182.0,FL,82703.0,,,36.0,601.0,MetroPCS Communications
BRA3526,9.0,,1-440-644-7190,O,1.0,,BRAGG,Chicago,1119543.0,ID,,2.0,M,68.0,841.0,Ameriprise Financial
Flo3527,3.0,,1-777-639-8723,O,1.0,,Florence,Biloxi,,RI,205148.0,1.0,M,85.0,603.0,Intuit
MCC3529,2.0,M,1-291-226-2554,O,3.0,,MCCUNE,Omaha,939089.0,CT,10521.0,0.0,,,303.0,Spherion
vel3530,5.0,,1-749-788-5718,U,1.0,,vela,Tempe,3443557.0,New Brunswick,348279.0,,S,34.0,496.0,ServiceMaster
GOP3531,2.0,,1-306-339-1494,O,5.0,,GOPAUL,Peoria,3422350.0,NH,68356.0,2.0,M,46.0,442.0,Plains Exploration
OZI3532,4.0,,1-963-464-2686,R,1.0,,OZIEMBLO,Montpelier,,SD,,1.0,M,95.0,390.0,Curtiss-Wright
Sch3533,,,1-172-605-3783,O,1.0,,Scheer,Saint John,2018601.0,MN,261884.0,0.0,S,20.0,420.0,Eagle Rock Energy Partners
LAR3534,7.0,U,1-976-700-1826,O,0.0,APT. 189,LARSON,San Jose,940008.0,Saskatchewan,401212.0,1.0,M,23.0,492.0,Group 1 Automotive
des3535,2.0,,1-834-624-6378,O,2.0,,desgroseilliers,Irvine,806461.0,IL,207614.0,5.0,M,82.0,371.0,Cisco Systems
rag3536,0.0,,1-884-002-9757,U,0.0,,ragde,San Bernardino,2610879.0,MT,374409.0,4.0,M,83.0,374.0,Reliance Steel & Aluminum
mir3537,3.0,,1-252-986-8871,O,3.0,,miron,Hayward,2164020.0,MD,495476.0,5.0,S,84.0,395.0,Airtran Holdings
CYT3538,5.0,,1-751-644-6500,O,0.0,,CYTRYNBAUM,Aurora,2645544.0,SC,126654.0,2.0,W,68.0,471.0,AECOM Technology
Lig3539,2.0,L,1-340-776-0296,R,5.0,,Lighthiser,Houston,1066216.0,Ontario,484978.0,1.0,M,83.0,520.0,StanCorp Financial
BUE3540,1.0,,1-260-363-3343,U,4.0,,BUEHLER,Oceanside,780436.0,IA,107781.0,0.0,U,100.0,691.0,Smithfield Foods
mai3541,8.0,,1-678-734-4872,U,0.0,,maika,Las Vegas,3302794.0,AK,454159.0,4.0,M,37.0,835.0,Best Buy
gub3542,10.0,U,1-564-234-0683,R,4.0,,gubbins,Evansville,1367899.0,MA,255116.0,0.0,M,44.0,370.0,Amerigroup
Cha3543,6.0,,1-715-169-7848,O,0.0,,Chalifour,Bakersfield,413934.0,IA,111357.0,2.0,U,55.0,464.0,
Lop3544,0.0,,1-185-925-7643,U,1.0,,Loper,Washington,3266963.0,TX,357380.0,5.0,S,68.0,358.0,Helix Energy Solutions Group
CIA3545,9.0,,1-828-704-0829,O,0.0,apt. 816,CIANCIBELLO,New Orleans,945953.0,KY,379936.0,0.0,D,62.0,513.0,Beazer Homes USA
RYN3546,,P,1-435-316-6860,O,2.0,,RYNTIES,Corpus Christi,2258809.0,Manitoba,113730.0,,S,52.0,439.0,Kindred Healthcare
Ash3547,10.0,J,1-563-464-4375,O,0.0,,Ashford,El Monte,3094300.0,WY,262475.0,5.0,D,3.0,449.0,Smurfit-Stone Container
See3548,2.0,,1-511-784-1541,O,1.0,,Seery,Lubbock,3594007.0,CT,440630.0,5.0,M,94.0,538.0,Kohl's
FIS3549,1.0,V,1-310-703-9590,U,0.0,,FISHENCORD,Peoria,2040543.0,ID,159977.0,5.0,M,82.0,644.0,
Zur3550,1.0,,1-696-458-7087,O,4.0,Apt. 336,Zurawlev,Waterbury,,Prince Edward Island,38891.0,4.0,M,23.0,726.0,Exterran Holdings
Nel3551,,,1-390-877-2615,U,2.0,,Nelon,Saskatoon,79859.0,MT,200581.0,0.0,D,84.0,365.0,Int. Flavors & Fragrances
hya3552,0.0,,1-481-616-7444,O,0.0,Apt. 410,hyatt,Aurora,2711714.0,British Columbia,477250.0,0.0,U,94.0,399.0,Pitney Bowes
Fre3553,,,1-815-999-3224,O,1.0,,Frederick,St. Catharines,1318621.0,TX,395585.0,0.0,S,5.0,494.0,Newmont Mining
FEI3554,5.0,,1-475-054-9356,O,1.0,,FEIST,Mount Pearl,,ID,67533.0,3.0,M,42.0,379.0,General Cable
Rod3555,10.0,E,1-228-783-8278,O,2.0,,Rodriguez,Hilo,1276869.0,TX,373325.0,2.0,M,56.0,486.0,New Jersey Resources
Col3556,0.0,,1-380-454-4822,O,3.0,,Colclasure,San Diego,2510876.0,PA,253702.0,4.0,S,41.0,616.0,Goodrich
Lab3557,7.0,,1-019-623-5155,O,4.0,,Labelle,Boise,1518487.0,NC,119457.0,2.0,S,25.0,,Tesoro
YU3558,8.0,,1-331-250-6563,O,3.0,,YU,Hilo,3278102.0,AK,378486.0,1.0,W,15.0,743.0,Patterson-UTI Energy
Hag3559,4.0,,1-965-277-6511,U,0.0,,Haggerty,Fort Smith,828014.0,AK,199941.0,4.0,D,11.0,451.0,Casey's General Stores
kni3560,10.0,,1-867-023-8578,R,2.0,,knipe,Jersey City,1246677.0,Newfoundland,465009.0,5.0,U,1.0,784.0,Kroger
Pre3561,6.0,S,1-160-856-0954,O,1.0,,Presley,Abilene,1210015.0,New Brunswick,90779.0,5.0,M,96.0,483.0,Visteon
pin3562,9.0,,1-632-781-0735,O,,,pinder,Montpelier,3675692.0,New Brunswick,102642.0,1.0,S,15.0,615.0,Sally Beauty Holdings
PAT3563,8.0,,1-935-263-5334,R,3.0,,PATTEN,Santa Clara,1827140.0,Prince Edward Island,413028.0,,S,84.0,631.0,Dillard's
Tou3564,5.0,,1-570-448-1876,O,4.0,,Toulson,Lexington,2645224.0,AK,323812.0,0.0,M,85.0,782.0,Discovery Communications
nab3565,4.0,F,,O,5.0,,nabors,West Covina,3469329.0,OR,374798.0,1.0,D,36.0,825.0,CSX
Scu3566,3.0,,1-336-314-4440,O,,,Scurlock,Orlando,2113282.0,MD,80796.0,4.0,U,96.0,564.0,Dresser-Rand Group
woo3567,9.0,,1-654-106-6842,O,2.0,,wooster,Livonia,1073250.0,SD,249352.0,5.0,W,42.0,484.0,Anixter International
BLA3568,4.0,,1-446-888-9870,O,,,BLACKMAN,Cheyenne,,NY,485106.0,0.0,S,38.0,548.0,DST Systems
ban3569,1.0,,1-273-925-1457,O,2.0,,banez,New York,3439033.0,OH,156117.0,1.0,M,31.0,745.0,Harman International Ind.
gia3570,,,1-335-984-3257,O,5.0,,giarritta,Carrollton,1023516.0,FL,481057.0,4.0,M,38.0,332.0,Consol Energy
hen3571,2.0,L,1-225-583-7681,O,2.0,,henninger,Hayward,2453594.0,New Brunswick,350615.0,3.0,M,24.0,402.0,J.C. Penney
SWI3572,9.0,W,1-823-315-1843,,3.0,,SWITZER,Amarillo,3106263.0,Prince Edward Island,63862.0,3.0,U,8.0,415.0,Fastenal
dav3573,4.0,,1-444-401-5405,O,5.0,,davidovich,Wilmington,3315581.0,DC,224529.0,4.0,S,60.0,627.0,Lincoln National
Byk3574,7.0,Y,1-411-173-4729,R,3.0,,Byk,Los Angeles,2229667.0,Newfoundland,249398.0,4.0,S,32.0,758.0,CB Richard Ellis Group
Win3575,9.0,,1-166-358-7050,O,3.0,,Wingate,Norfolk,2202803.0,CA,201020.0,5.0,,90.0,842.0,Auto-Owners Insurance
san3576,10.0,B,1-580-623-9675,O,4.0,,sandberg,Des Moines,86609.0,NE,345133.0,0.0,S,75.0,452.0,Centex
Hol3577,1.0,,1-353-442-3742,R,0.0,,Holsclaw,Des Moines,3663817.0,IA,272041.0,1.0,M,88.0,480.0,Harrah's Entertainment
DOC3578,2.0,,1-683-927-2200,R,5.0,,DOCUMENTATION-GRP,Arlington,3268068.0,NV,29295.0,0.0,D,69.0,352.0,
pas3579,2.0,A,1-228-816-3259,O,0.0,,pastuszok,Hay River,1325490.0,AZ,428393.0,5.0,W,6.0,,
Jer3580,8.0,,1-936-920-1678,O,1.0,,Jernigan,Rapid City,2031302.0,ND,260053.0,2.0,S,37.0,558.0,Newfield Exploration
Gar3581,9.0,J,1-007-453-6346,O,2.0,,Garmon,Provo,401346.0,Alberta,432974.0,1.0,S,100.0,725.0,Molex
Liv3582,0.0,,1-228-382-4709,R,5.0,SUITE 476,Livinston,Chicago,1690008.0,SC,188170.0,4.0,M,,405.0,Lithia Motors
Pat3583,5.0,K,1-078-550-1785,O,4.0,APT. 803,Patry,Newark,79069.0,FL,128545.0,,M,69.0,576.0,First Horizon National Corp.
Pil3584,0.0,,1-093-404-4076,O,3.0,,Pilcher,Madison,60242.0,IA,95966.0,1.0,M,55.0,753.0,Belk
OLS3585,5.0,,1-982-600-0326,O,3.0,,OLSEN,Scottsdale,1992252.0,NC,189137.0,5.0,M,17.0,845.0,Priceline.com
kro3586,4.0,,1-067-512-5546,O,5.0,,kromer,Boston,1320719.0,OH,11177.0,2.0,W,68.0,804.0,Black & Decker
BUR3587,5.0,B,1-946-460-5278,O,3.0,,BURROWS,St. Paul,726145.0,TX,53184.0,0.0,S,32.0,533.0,Airtran Holdings
rem3588,3.0,,1-469-841-0566,U,3.0,,remedios,Dover,1131982.0,Manitoba,488031.0,3.0,W,80.0,554.0,Dole Food
GIR3589,3.0,,1-699-433-5592,U,,,GIRIDHARAGOPAL,Santa Clara,3712622.0,WI,35472.0,5.0,U,84.0,314.0,Cameron International
KRO3590,1.0,U,1-846-499-7426,R,4.0,,KROMER,Bellevue,1348543.0,NM,85953.0,4.0,M,37.0,440.0,Cummins
Mok3591,9.0,,1-935-197-5670,O,5.0,,Mokbel,Missoula,3226395.0,OR,75205.0,5.0,M,54.0,700.0,Holly
jan3592,5.0,,1-313-092-5482,O,4.0,,janssen,San Buenaventura,3305190.0,AL,35929.0,1.0,W,28.0,648.0,Frontier Communications
Mis3593,8.0,F,1-443-346-8005,O,2.0,,Missailidis,Fort Lauderdale,85085.0,WI,274733.0,,U,71.0,528.0,Nucor
Mar3594,0.0,,1-489-028-9100,O,1.0,,Marco,Mobile,978404.0,MN,258645.0,4.0,S,75.0,728.0,Agilent Technologies
BAR3595,9.0,,1-300-376-1697,R,4.0,,BARNICKEL,Santa Rosa,2197413.0,OH,375231.0,0.0,M,24.0,709.0,Cisco Systems
DIO3596,10.0,,1-960-191-8097,U,1.0,,DIOGO,Salinas,1244375.0,Newfoundland,,1.0,W,65.0,521.0,Oil States International
Wik3597,6.0,,1-446-677-0905,O,4.0,,Wiklund,North Las Vegas,1701956.0,CT,462859.0,1.0,S,2.0,722.0,Coca-Cola Enterprises
GOD3598,7.0,,1-124-295-6390,O,2.0,,GODDEN,Oakland,2608387.0,MA,196035.0,5.0,M,89.0,338.0,Marshall & Ilsley Corp.
WUR3599,7.0,P,1-442-722-5010,U,5.0,,WURTZ,Lakewood,936175.0,AZ,310983.0,0.0,M,94.0,656.0,Beazer Homes USA
Kot3600,3.0,,1-781-407-6004,U,1.0,,Kotyk,Irvine,2307500.0,Newfoundland,226498.0,5.0,U,95.0,478.0,KeyCorp
Las3601,1.0,,1-508-275-8812,R,2.0,,Lassonde,West Covina,73903.0,OK,391261.0,1.0,U,73.0,447.0,Best Buy
SEV3602,9.0,E,1-522-089-5795,O,5.0,,SEVERINAC,Oshawa,2388062.0,Prince Edward Island,22290.0,0.0,M,3.0,721.0,BE Aerospace
Yon3603,6.0,,1-390-652-3354,O,1.0,,Yonk,Hull,170776.0,VA,205437.0,0.0,M,,519.0,Applied Biosystems
kib3604,10.0,,1-945-243-6717,O,3.0,,kibler,Milwaukee,3870861.0,KS,165843.0,4.0,D,56.0,626.0,Newfield Exploration
Kib3605,,,1-011-610-3792,O,,,Kibler,Oshawa,2821319.0,IA,498007.0,4.0,M,26.0,379.0,American Financial Group
Ens3606,2.0,J,1-873-201-2693,R,1.0,,Ensign,Cheyenne,2166860.0,NJ,428185.0,,,69.0,474.0,Fidelity National Information
Lys3607,10.0,,1-647-066-1192,R,1.0,,Lystuik,Little Rock,1591835.0,Saskatchewan,73149.0,2.0,M,13.0,820.0,Plains Exploration
BAL3608,2.0,E,1-498-584-5971,O,5.0,,BALDOCK,Saskatoon,3012910.0,CO,227225.0,5.0,M,62.0,531.0,Principal Financial
Cha3609,1.0,,1-157-268-0538,O,5.0,,Chang,Ann Arbor,2466039.0,TX,,2.0,U,88.0,834.0,American International Group
bro3610,8.0,E,1-242-043-1963,O,3.0,,brodgen,Iqaluit,336001.0,CO,81814.0,1.0,W,91.0,431.0,
Rut3611,3.0,,1-170-725-5683,O,3.0,,Rutledge,Saint John,75929.0,MA,25071.0,5.0,W,70.0,319.0,Solutia
Kol3612,7.0,,,O,0.0,,Kolodziej,Naperville,2121700.0,DC,164561.0,2.0,M,,655.0,Synovus Financial Corp.
Fer3613,1.0,A,1-180-486-2306,O,2.0,Apt. 264,Ferriera,Topeka,2130983.0,OK,235479.0,4.0,W,78.0,462.0,Asbury Automotive Group
HOT3614,9.0,M,1-766-388-8279,O,4.0,Apt. 309,HOTLINE,Las Vegas,982587.0,TX,104423.0,5.0,S,19.0,602.0,Sysco
KOO3615,9.0,,1-539-724-2021,O,0.0,,KOOHI,Missoula,,RI,271979.0,4.0,,90.0,333.0,Universal
Cin3616,1.0,,1-098-574-0272,U,4.0,,Cinicolo,Huntington Beach,765662.0,MA,111093.0,5.0,U,78.0,786.0,Weis Markets
Rey3617,3.0,,1-252-168-2165,O,0.0,,Reynolds,Fargo,,VT,80763.0,5.0,M,52.0,560.0,Peter Kiewit Sons'
Edk3618,8.0,,1-602-041-2645,O,1.0,,Edkins,Topeka,1557966.0,CA,468186.0,3.0,U,52.0,479.0,Oshkosh
ARG3619,9.0,,1-119-519-6608,O,5.0,,ARGENTO,Springfield,3920948.0,OK,474950.0,2.0,M,5.0,804.0,Cooper-Standard Holdings
Sch3620,7.0,U,1-499-760-2000,U,2.0,,Scholman,Fairbanks,3879341.0,AZ,109220.0,1.0,S,89.0,755.0,USG
Dur3621,2.0,T,1-275-507-2816,O,3.0,,Durovic,Bakersfield,1638306.0,LA,412714.0,1.0,M,36.0,655.0,Noble Energy
Lan3622,9.0,I,1-066-256-3508,O,2.0,,Langton,Hilo,1963821.0,AK,163778.0,4.0,M,,592.0,Steel Dynamics
Wie3623,8.0,,1-492-949-3258,O,0.0,,Wieland,Vallejo,1072847.0,NM,3624.0,4.0,S,66.0,577.0,Fidelity National Financial
Adc3624,0.0,,1-914-220-8472,O,4.0,,Adcox,Anaheim,3169485.0,AR,403486.0,0.0,W,54.0,724.0,Mattel
ven3625,3.0,D,1-832-603-2026,O,4.0,,veness,Hampton,1894188.0,MO,109014.0,2.0,D,8.0,414.0,Tech Data
Pcs3626,8.0,C,1-851-860-2401,O,4.0,,Pcsupport,Grand Rapids,3440252.0,WI,89131.0,1.0,D,40.0,731.0,Cimarex Energy
cha3627,6.0,,1-936-452-7391,O,2.0,,channen,Stamford,,KY,236841.0,2.0,M,20.0,786.0,Applied Biosystems
Boe3628,6.0,,1-278-182-4781,R,1.0,,Boersma,Santa Rosa,1981149.0,Newfoundland,57163.0,1.0,U,65.0,591.0,NBTY
Vah3629,0.0,,1-152-537-7671,O,5.0,,Vahdat,Cleveland,,Prince Edward Island,172832.0,3.0,M,63.0,700.0,Scotts Miracle-Gro
CAL3630,5.0,,1-672-642-4955,,3.0,,CALIS,Newport News,2037692.0,Newfoundland,433681.0,4.0,S,90.0,,Best Buy
Mel3631,,,1-827-940-3578,R,1.0,,Melkild,Akron,2743338.0,DC,352671.0,2.0,M,31.0,569.0,Wynn Resorts
Ske3632,5.0,A,1-811-482-1695,O,,,Skelly,Memphis,1002762.0,NJ,450527.0,5.0,M,87.0,,Iasis Healthcare
Paq3633,4.0,,1-174-585-5062,O,0.0,,Paquette,North Las Vegas,3547746.0,ND,27334.0,0.0,D,42.0,729.0,Spectra Energy
See3634,0.0,,1-097-247-6618,O,1.0,,Seegobin,Mobile,999753.0,NV,152112.0,2.0,M,45.0,688.0,Analog Devices
Bra3635,9.0,V,1-671-286-2329,O,2.0,,Brantley,Brownsville,,NC,167482.0,0.0,S,24.0,323.0,Goodrich
Tow3636,1.0,,1-083-618-7381,O,0.0,,Towers,San Antonio,1945327.0,NV,178558.0,5.0,U,14.0,502.0,Systemax
Cro3637,4.0,,1-259-855-0223,U,5.0,,Crompton,Milwaukee,,NH,54049.0,0.0,M,11.0,395.0,
Lud3638,10.0,,1-500-391-0040,U,0.0,,Ludwig,Saskatoon,65194.0,Prince Edward Island,424769.0,5.0,S,87.0,595.0,Public Storage
Fro3639,6.0,,1-760-859-2538,O,2.0,,Frosst,Billings,2218719.0,NH,141511.0,2.0,S,,761.0,ON Semiconductor
Cre3640,8.0,,1-833-571-7298,O,5.0,APT. 152,Creighton,Fremont,1926848.0,OK,432252.0,4.0,M,0.0,553.0,Edison International
Bla3641,7.0,C,,O,5.0,,Blackley,Halifax,3775784.0,FL,36356.0,5.0,M,33.0,819.0,McDonald's
WYB3642,1.0,,1-809-505-1255,O,2.0,,WYBLE,Frederick,3327429.0,SD,149831.0,4.0,S,80.0,718.0,Cliffs Natural Resources
Liv3643,5.0,,1-948-779-6439,R,3.0,,Livek,Frederick,1680433.0,TX,17868.0,2.0,U,76.0,463.0,Aramark
Zou3644,3.0,,1-409-646-4188,O,2.0,,Zou,West Covina,1968052.0,NY,261349.0,0.0,S,51.0,429.0,WellPoint
HER3645,1.0,J,1-351-800-0412,O,3.0,,HERRMANN,Palmdale,3676260.0,WV,41200.0,4.0,W,26.0,762.0,Interactive Brokers Group
Wsa3646,7.0,W,1-587-150-5266,O,4.0,,Wsadmin,Charleston,641271.0,KY,316624.0,2.0,M,11.0,411.0,MasterCard
MAY3647,10.0,,1-067-262-9018,O,2.0,Apt. 577,MAYHUGH,Torrance,931479.0,GA,270346.0,,M,76.0,631.0,Crane
Mor3648,9.0,,1-919-591-8267,O,3.0,,Moritz,Hollywood,616621.0,SC,126176.0,0.0,M,77.0,382.0,Freddie Mac
she3649,,,1-393-545-9121,O,1.0,,shein,Aurora,2908755.0,SD,2605.0,2.0,S,37.0,824.0,Pacer International
