indirizzo2,città_id,indirizzo_id,distretto,codice_postale,indirizzo,telefono
,208,417,Punjab,40509.0,791 Salinas Street,129953030512
,71,418,West Bengali,58888.0,126 Acuña Parkway,480039662421
,19,419,Guanajuato,55566.0,397 Sunnyvale Avenue,680851640676
,23,420,Utrecht,33711.0,992 Klerksdorp Loop,855290087237
,134,421,Sind,94018.0,966 Arecibo Loop,15273765306
,16,422,al-Sharqiya,72410.0,289 Santo André Manor,214976066017
,450,423,Puerto Plata,59489.0,437 Chungho Drive,491271355190
,264,424,Bihar,60622.0,1948 Bayugan Parkway,987306329957
,155,425,California,89420.0,1866 al-Qatif Avenue,546793516940
,416,426,Tamil Nadu,14400.0,1661 Abha Drive,270456873752
,293,427,Hubei,46875.0,1557 Cape Coral Parkway,368284120423
,465,428,Sawhaj,78813.0,1727 Matamoros Place,129673677866
,468,429,Guangdong,47394.0,1269 Botosani Manor,736517327853
,452,430,Oaxaca,81758.0,355 Vitória de Santo Antão Way,548003849552
,418,431,Jharkhand,70425.0,1596 Acuña Parkway,157133457169
,189,432,São Paulo,64964.0,259 Ipoh Drive,419009857119
,510,433,Komi,33191.0,1823 Hoshiarpur Lane,307133768620
,547,434,Okayama,87212.0,1404 Taguig Drive,572068624538
,150,435,Nizni Novgorod,33505.0,740 Udaipur Lane,497288595103
,501,436,Chuquisaca,72736.0,287 Cuautla Boulevard,82619513349
,364,437,KwaZulu-Natal,63104.0,1766 Almirante Brown Street,617567598243
,351,438,Nampula,65892.0,596 Huixquilucan Place,342709348083
,391,439,Northern Mindanao,41775.0,1351 Aparecida de Goiânia Parkway,959834530529
,249,440,Shandong,90920.0,722 Bradford Lane,746251338300
,565,441,British Colombia,47472.0,983 Santa Fé Way,145720452260
,290,442,La Romana,40926.0,1245 Ibirité Way,331888642162
,272,443,Copperbelt,55405.0,1836 Korla Parkway,689681677428
,70,444,Lombardia,57833.0,231 Kaliningrad Place,575081026569
,144,445,Maharashtra,3.0,495 Bhimavaram Lane,82088937724
,59,446,Batna,52625.0,1924 Shimonoseki Drive,406784385440
,540,447,Inner Mongolia,48570.0,105 Dzerzinsk Manor,240776414296
,486,448,Rio Grande do Sul,29444.0,614 Denizli Parkway,876491807547
,530,449,Tartumaa,88306.0,1289 Belém Boulevard,237368926031
,161,450,Buenos Aires,73942.0,203 Tambaram Street,411549550611
,554,451,West Bengali,2834.0,1704 Tambaram Manor,39463554936
,352,452,Tatarstan,52671.0,207 Cuernavaca Loop,782900030287
,160,453,Baijeri,99552.0,319 Springs Loop,72524459905
,481,454,Kerman,21872.0,956 Nam Dinh Manor,474047727727
,509,455,Central Java,23636.0,1947 Paarl Way,834061016202
,154,456,Sinaloa,48745.0,814 Simferopol Loop,524567129902
,3,457,Abu Dhabi,41136.0,535 Ahmadnagar Manor,985109775584
,326,458,Zulia,16790.0,138 Caracas Boulevard,974433019532
,556,459,Michoacn de Ocampo,16119.0,251 Florencia Drive,118011831565
,153,460,La Paz,28587.0,659 Gatineau Boulevard,205524798287
,600,461,Ziguinchor,75559.0,1889 Valparai Way,670370974122
,435,462,Illinois,83183.0,1485 Bratislava Place,924663855568
,532,463,Central Java,64709.0,935 Aden Boulevard,335052544020
,423,464,Esfahan,23343.0,76 Kermanshah Manor,762361821578
,170,465,Caquet,70664.0,734 Tanshui Avenue,366776723320
,182,466,Northern Mindanao,10447.0,118 Jaffna Loop,325526730021
,558,467,Irkutsk,22173.0,1621 Tongliao Avenue,209342540247
,196,468,Nova Scotia,84461.0,1844 Usak Avenue,164414772677
,428,469,OHiggins,7939.0,1872 Toulon Loop,928809465153
,595,470,Jalisco,88502.0,1088 Ibirité Place,49084281333
,145,471,Shandong,95400.0,1322 Mosul Parkway,268053970382
,129,472,Chihuahua,41545.0,1447 Chatsworth Place,769370126331
,78,473,Karnataka,33599.0,1257 Guadalajara Street,195337700615
,388,474,Galicia,95835.0,1469 Plock Lane,622884741180
,206,475,Hodeida,14122.0,434 Ourense (Orense) Manor,562370137426
,244,476,Gauteng,9668.0,270 Tambaram Parkway,248446668735
,359,477,Nam Ha,66546.0,1786 Salinas Place,206060652238
,301,478,Aceh,69221.0,1078 Stara Zagora Drive,932992626595
,158,479,Drenthe,42123.0,1854 Okara Boulevard,131912793873
,385,480,Sumy,11363.0,421 Yaoundé Street,726875628268
,179,481,Québec,20336.0,1153 Allende Way,856872225376
,500,482,England,41060.0,808 Naçala-Porto Parkway,553452430707
,36,483,Ha Darom,73085.0,632 Usolje-Sibirskoje Parkway,667648979883
,11,484,Ohio,88749.0,98 Pyongyang Boulevard,191958435142
,180,485,Gaziantep,28165.0,984 Novotšerkassk Loop,435118527255
,347,486,Mwanza,25145.0,64 Korla Street,510383179153
,125,487,Veracruz,71182.0,1785 São Bernardo do Campo Street,684529463244
,142,488,Denizli,2596.0,698 Jelets Boulevard,975185523021
,587,489,Ningxia,11839.0,1297 Alvorada Parkway,508348602835
,469,490,Guangdong,88513.0,1909 Dayton Avenue,702955450528
,4,491,Coahuila de Zaragoza,8268.0,1789 Saint-Denis Parkway,936806643983
,408,492,Stavropol,23661.0,185 Mannheim Lane,589377568313
,288,493,Baja California Sur,94239.0,184 Mandaluyong Street,488425406814
,376,494,Okayama,46400.0,591 Sungai Petani Drive,37247325001
,487,495,Boyac,19489.0,656 Matamoros Drive,17305839123
,337,496,al-Daqahliya,22358.0,775 Šostka Drive,171973024401
,261,497,West Bengali,96203.0,1013 Tabuk Boulevard,158399646978
,504,498,Istanbul,26101.0,319 Plock Parkway,854259976812
,434,499,Chimborazo,63667.0,1954 Kowloon and New Kowloon Way,898559280434
,47,500,Gansu,98030.0,362 Rajkot Lane,962020153680
,432,501,Shandong,72349.0,1060 Tandil Lane,211256301880
,589,502,England,57197.0,1515 Korla Way,959467760895
,444,503,Zufar,50592.0,1416 San Juan Bautista Tuxtepec Avenue,144206758053
,93,504,Apulia,86208.0,1 Valle de Santiago Avenue,465897838272
,318,505,East Java,69504.0,519 Brescia Parkway,793996678771
,314,506,Lubelskie,16370.0,414 Mandaluyong Street,52709222667
,478,507,West Bengali,87687.0,1197 Sokoto Boulevard,868602816371
,552,508,Nagano,90797.0,496 Celaya Drive,759586584889
,245,509,Illinois,37469.0,786 Matsue Way,111177206479
,519,510,Central Luzon,1570.0,48 Maracaíbo Place,82671830126
,412,511,Kalimantan Barat,44816.0,1152 al-Qatif Lane,131370665218
,163,512,Eskisehir,54674.0,1269 Ipoh Avenue,402630109080
,568,513,Andhra Pradesh,75474.0,758 Korolev Parkway,441628280920
,110,514,Bihar,51369.0,1747 Rustenburg Place,442673923363
,259,515,Volgograd,19450.0,886 Tonghae Place,711928348157
,502,516,Heilongjiang,39529.0,1574 Goiânia Boulevard,59634255214
,312,517,Ontario,35653.0,548 Uruapan Street,879347453467
,583,519,,65952.0,962 Tama Loop,282667506728
,594,520,Hubei,35156.0,1778 Gijón Manor,288910576761
,127,521,Coquimbo,92568.0,568 Dhule (Dhulia) Loop,602101369463
,60,522,Battambang,32347.0,1768 Udine Loop,448876499197
,116,523,Taipei,400.0,608 Birgunj Parkway,627425618482
,482,524,Sivas,49806.0,680 A Coruña (La Coruña) Manor,158326114853
,224,525,Gumma,61244.0,1949 Sanya Street,132100972047
,366,526,Khanh Hoa,94707.0,617 Klerksdorp Place,574973479129
,588,527,Liaoning,41214.0,1993 0 Loop,25865528181
,458,528,Southern Tagalog,81651.0,1176 Southend-on-Sea Manor,236679267178
,571,529,Nghe An,18043.0,600 Purnea (Purnia) Avenue,638409958875
,419,530,West Java,25972.0,1003 Qinhuangdao Street,35533115997
,551,531,Friuli-Venezia Giuli,95775.0,1986 Sivas Place,182059202712
,101,532,Florida,31342.0,1427 Tabuk Place,214756839122
,339,533,Mogiljov,35364.0,556 Asunción Way,338244023543
,67,534,Benguela,35202.0,486 Ondo Parkway,105882218332
,75,535,Andhra Pradesh,40899.0,635 Brest Manor,80593242951
,165,536,Buenos Aires,86760.0,166 Jinchang Street,717566026669
,287,537,Mie,88408.0,958 Sagamihara Lane,427274926505
,100,538,Khanh Hoa,79401.0,1817 Livorno Way,478380208348
,80,539,Shandong,22813.0,1332 Gaziantep Lane,383353187467
,24,540,Uttar Pradesh,67521.0,949 Allende Lane,122981120653
,363,541,Chari-Baguirmi,49250.0,195 Ilorin Street,8912935608
,539,542,Kang-won,9750.0,193 Bhusawal Place,745267607502
,42,543,Colorado,79814.0,43 Vilnius Manor,484500282381
,46,544,Jilin,69953.0,183 Haiphong Street,488600270038
,561,545,Carabobo,33030.0,163 Augusta-Richmond County Loop,754579047924
,436,546,Ruse,13629.0,191 José Azueta Parkway,932156667696
,309,547,Toscana,74568.0,379 Lublin Parkway,921960450089
,396,548,Sumatera Selatan,51309.0,1658 Cumaná Loop,784907335610
,68,549,Tadla-Azilal,25866.0,454 Qinhuangdao Drive,786270036240
,485,550,São Paulo,55676.0,1715 Okayama Street,169352919175
,275,551,Sumy,15414.0,182 Nuku´alofa Drive,426346224043
,462,552,Hainan,5753.0,390 Wroclaw Way,357593328658
,260,553,Ishikawa,19151.0,1421 Quilmes Lane,135407755975
,528,554,Central Luzon,841.0,947 Tórshavn Place,50898428626
,459,555,Galicia,77642.0,1764 Jalib al-Shuyukh Parkway,84794532510
,599,556,Zhejiang,39976.0,346 Cam Ranh Avenue,978430786151
,21,557,Rio Grande do Sul,26284.0,1407 Pachuca de Soto Place,380077794770
,193,558,Zhejiang,52234.0,904 Clarksville Drive,955349440539
,368,559,Vojvodina,11892.0,1917 Kumbakonam Parkway,698182547686
,426,560,Gujarat,12905.0,1447 Imus Place,62127829280
,112,561,KwaZulu-Natal,63022.0,1497 Fengshan Drive,368738360376
,496,562,England,57380.0,869 Shikarpur Way,590764256785
,570,563,Vilna,47498.0,1059 Yuncheng Avenue,107092893983
,577,564,Dolnoslaskie,97271.0,505 Madiun Boulevard,970638808606
,79,565,al-Sharqiya,22372.0,1741 Hoshiarpur Boulevard,855066328617
,43,566,Buenos Aires,40195.0,1229 Varanasi (Benares) Manor,817740355461
,178,567,Texas,77464.0,1894 Boa Vista Way,239357986667
,488,568,Sokoto & Kebbi & Zam,93655.0,1342 Sharja Way,946114054231
,95,569,Bukarest,10714.0,1342 Abha Boulevard,997453607116
,580,570,Shandong,44274.0,415 Pune Avenue,203202500108
,214,571,Huánuco,32515.0,1746 Faaa Way,863080561151
,538,572,Tokat,52196.0,539 Hami Way,525518075499
,466,573,Moskova,33224.0,1407 Surakarta Manor,324346485054
,55,574,Anzotegui,15992.0,502 Mandi Bahauddin Parkway,618156722572
,299,575,Sichuan,77397.0,1052 Pathankot Avenue,128499386727
,341,576,Coahuila de Zaragoza,37815.0,1351 Sousse Lane,203804046132
,409,577,Mazowieckie,943.0,1501 Pangkal Pinang Avenue,770864062795
,133,578,Slaskie,86587.0,1405 Hagonoy Avenue,867287719310
,598,579,Qaraghandy,95093.0,521 San Juan Bautista Tuxtepec Place,844018348565
,10,580,Tokyo-to,33384.0,923 Tangail Boulevard,315528269898
,131,581,Morelos,89422.0,186 Skikda Lane,14465669789
,168,582,Kaohsiung,34750.0,1568 Celaya Parkway,278669994384
,526,583,Taipei,98883.0,1489 Kakamigahara Lane,29341849811
,103,584,Campeche,53829.0,1819 Alessandria Loop,377633994405
,344,585,Ninawa,73605.0,1208 Tama Loop,954786054144
,219,586,Central Mindanao,96115.0,951 Springs Lane,165164761435
,246,587,Guerrero,64682.0,760 Miyakonojo Drive,294449058179
,212,588,Hidalgo,62703.0,966 Asunción Way,995527378381
,494,589,England,22954.0,1584 Ljubertsy Lane,285710089439
,54,590,Banjul,53446.0,247 Jining Parkway,170115379190
,424,591,Buenos Aires,12664.0,773 Dallas Manor,914466027044
,546,592,Nantou,95179.0,1923 Stara Zagora Lane,182178609211
,106,593,Guanajuato,71102.0,1402 Zanzibar Boulevard,387448063440
,574,594,Shandong,17381.0,1464 Kursk Parkway,338758048786
,311,595,Loja,22474.0,1074 Sanaa Parkway,154124128457
,14,596,al-Manama,39414.0,1759 Niznekamsk Avenue,864392582257
,248,597,Minas Gerais,1944.0,32 Liaocheng Way,410877354933
,512,598,Fejr,14684.0,42 Fontana Avenue,437829801725
,177,599,California,36693.0,1895 Zhezqazghan Drive,137809746111
,241,600,Inner Mongolia,82580.0,1837 Kaduna Parkway,640843562301
,242,601,Liaoning,36603.0,844 Bucuresti Place,935952366111
,401,602,West Greece,97661.0,1101 Bucuresti Boulevard,199514580428
,503,603,Piura,52137.0,1103 Quilmes Boulevard,644021380889
,296,604,Vaud,61960.0,1331 Usak Boulevard,145308717464
,537,605,Heilongjiang,27107.0,1325 Fukuyama Street,288241215394
