AgencyID,NumberCreditCards,CreditRating,Employer,NetWorth,LastName,FirstName,MiddleInitial,Gender,AddressLine1,AddressLine2,PostalCode,City,State
Kal2517,0.0,619.0,SunGard Data Systems,2769654.0,Kaluzny,Subi,,f,22360 princeton upper,,33321,Salem,CT
SAV2518,10.0,392.0,Systemax,1611675.0,SAVARIMUTHU,WYNNY,Y,,20774 tartan west,,93884,Boise,OK
Del2519,6.0,412.0,Constellation Energy,1551989.0,Delahay,KRISSIE,,f,19940 gold crest park,,90386,Ontario,OR
Soj2520,1.0,798.0,Arch Coal,1850457.0,Sojkowski,Fariborz,B,m,24383 coventry north,apt. 676,65807,Cheyenne,Ontario
BER2521,0.0,634.0,Martin Marietta Materials,3180809.0,BERTINI,sydelle,,,23128 roswell crescent,,H2c 1v7,Fairbanks,Alberta
BEL2522,3.0,489.0,DirecTV Group,3237160.0,BELCOURT,Enrico,D,f,21629 royalton way,,m2p 1d7,Halifax,CT
Fav2523,1.0,680.0,Thrivent Financial,3488451.0,Favreau,fabienne,J,F,20827 clint way,,99672,Salt Lake City,OH
gib2524,3.0,795.0,Duke Energy,3315131.0,gibbs,lyssa,L,f,14568 fernando south,,E7o 1n3,Garden Grove,FL
csr2525,1.0,739.0,Pioneer Natural Resources,743360.0,csr,Darrol,,F,12756 weyland south,,M5g 1u7,Newark,MO
Boa2526,2.0,334.0,Walt Disney,1450566.0,Boase,Cathie,I,M,15379 selma road,,H2e 1x5,Denver,WV
HOM2527,3.0,433.0,Texas Instruments,1131254.0,HOMAYOON,Ashleigh,,f,6768 fondren lower,apt. 856,H2c 1w2,Fremont,AZ
mat2528,5.0,565.0,,833483.0,mathews,Rayna,,j,10856 summer street,,53703,Ontario,SC
mal2529,5.0,313.0,Cabela's,1423551.0,malcolm,Orenzo,,f,2047 brown west,,44103,Warren,NE
Opl2530,4.0,329.0,Alliant Techsystems,,Oplinger,Koo,,M,19202 ansley park,,90043,Grand Rapids,MN
Tim2531,4.0,591.0,Thrivent Financial,1731195.0,Timleck,TYBI,,,4068 beauregard drive,,t5c 1u4,Simi Valley,TN
WIN2532,9.0,780.0,UAL,2454316.0,WINICKI,Ronen,,F,11100 morningside west,,53790,Palmdale,NJ
EAL2533,9.0,674.0,Spectra Energy,3161570.0,EALES,valli,,,15686 oliver street,,99635,Columbia,CO
Pit2534,5.0,434.0,Crane,3476350.0,Pitre,Cody,I,,23851 gold rue,,19217,Rochester,New Brunswick
ODA2535,6.0,502.0,CenterPoint Energy,227110.0,ODAC,derick,,,3788 holmes rue,,72207,Hialeah,ND
Gro2536,7.0,310.0,Tesoro,2073555.0,Groves,Dieuwertje,,,210 charthouse south,,V6c 1u2,Eugene,RI
dou2537,9.0,599.0,Lockheed Martin,1084778.0,douet,linn,X,F,1722 mosshead drive,,60735,Whitehorse,MO
Cor2538,,776.0,Beacon Roofing Supply,2679183.0,Coriaty,Adah,,m,14329 rio grande lower,,80171,Mount Pearl,Nova Scotia
Don2539,6.0,664.0,Lam Research,3196486.0,Donleycott,Arielle,,,5965 DAWNVIEW ROAD,,t6b 1h4,Arlington,NV
Bru2540,8.0,484.0,Oil States International,,Bruno,Niek,E,m,6580 BINGHAM AVENUE,,M5e 1v6,Santa Clara,AR
Spi2541,9.0,,Owens-Illinois,3367952.0,Spisak,La verne,,f,7596 marchmont avenue,,46212,Stockton,CA
Cho2542,4.0,647.0,Principal Financial,3988768.0,Choo-kang,Huib,H,,23592 ardmore rue,,85231,Jackson,AK
Fou2543,6.0,657.0,United Services Automobile,619627.0,Fouke,Naveen,,,18688 BEATTY BOULEVARD,,98406,Fayetteville,WI
Mar2544,4.0,720.0,Pilgrim's Pride,294902.0,Marttinen,Angeliek,,,17886 st. phillip upper,,h2e 1u4,Mesquite,NV
Tog2545,9.0,809.0,Prudential Financial,1351126.0,Tognoni,Las,A,,8116 martin upper,,70150,Los Angeles,WA
Abi2546,1.0,850.0,BJ Services,2913033.0,Abi-aad,Zdenka,,,17026 durand north,,T6d 1g6,Tampa,Ontario
pig2547,1.0,375.0,HSN,,piggott,Faith,,M,17073 rust north,,M5e 1y8,Baton Rouge,DE
Piy2548,4.0,564.0,VWR Funding,1593121.0,Piyasena,Lubomyr,U,M,10938 main lane,,h7f 1t9,Erie,NV
Pel2549,7.0,582.0,ArvinMeritor,1046997.0,Peleato,SARI,,,19876 conier upper,,V6k 1p6,Mobile,AL
Had2550,8.0,376.0,Flowserve,1090026.0,Hadley,RANICE,,F,14243 river place road,,10010,Pueblo,CA
DAW2551,5.0,843.0,American Eagle Outfitters,951099.0,DAWSON,Walter,,,19518 sheriden upper,,92411,Erie,NH
FAI2552,3.0,809.0,,1503741.0,FAIRLIE,prashant,M,,4833 baltic boulevard,Apt. 471,E7n 1q2,Glendale,Manitoba
tri2553,9.0,699.0,United Technologies,3335946.0,trisic,Xylina,,,16181 foster park,,78749,Cheyenne,IA
RAM2554,0.0,355.0,Family Dollar Stores,204564.0,RAMSAYER,Mot,,,7042 ottley park,,93832,Modesto,ME
pat2555,2.0,315.0,AmeriCredit,3363186.0,paterson,Megan,,,1104 century road,,90232,Vallejo,LA
QUI2556,5.0,,Enterprise GP Holdings,80004.0,QUILTY,Radoslav,Y,F,24400 SYCAMORE SCHOOL BOULEVARD,,V6d 1v2,Santa Fe,British Columbia
Koh2557,1.0,,Applied Materials,727999.0,Kohnhorst,tidwell,,,9815 withers lane,,94590,Whitehorse,OH
Pue2558,9.0,574.0,,208029.0,Puent,Torre,,,15520 ledgestone upper,,94518,Dayton,ME
DRO2559,5.0,737.0,Laclede Group,2750505.0,DROLET,Julee,C,F,2164 palm road,,72265,Chula Vista,MO
Akk2560,0.0,823.0,,2105378.0,Akkermans,Roland,,,13741 durand street,,T6d 1e7,Macon,KS
Cud2561,4.0,571.0,Aleris International,574595.0,Cuddihy,Jey,Y,M,23181 CANTEY COURT,,92858,St. Petersburg,AZ
Wol2562,7.0,466.0,Erie Insurance Group,1660243.0,Wolfman,Cang,,,2989 madison north,,10263,Fort Wayne,Ontario
Ser2563,9.0,738.0,Expeditors International,1499364.0,Serbin,WILEEN,M,,24795 CLOVER COURT,Apt. 440,75025,Overland Park,WV
Deg2564,5.0,460.0,KBR,3704446.0,Degan,deanne,,M,24368 rutgers way,,94354,Hay River,Quebec
Fre2565,8.0,781.0,Marathon Oil,2337575.0,Frey,MARIT,,,17976 jack avenue,,19133,Nashville,UT
Kir2566,9.0,408.0,RBS Global,107221.0,Kirkby,Carleen,,,4144 LAKE PARK LANE,,E7N 1P4,Hollywood,ND
LAT2567,0.0,586.0,Eli Lilly,3827727.0,LATORRE,Catlaina,,,5656 upton west,,S3a 1g9,Salt Lake City,CO
cob2568,9.0,607.0,VF,1540650.0,cobaugh,DEHLIA,,F,6488 AVALON NORTH,,39207,Fort Worth,IL
plo2569,0.0,322.0,Rowan Cos.,2635531.0,plouffe,Mechelle,,F,9109 western way,Suite 344,v6x 1s8,Toledo,NM
STA2570,3.0,,Thrivent Financial,3642330.0,STARSDPS,costas-dinos,,,8680 BAGBY COURT,,31410,Buffalo,GA
pal2571,10.0,790.0,Family Dollar Stores,608896.0,paliwal,Emmaline,,,6517 FRAILING WEST,,20083,Inglewood,Saskatchewan
Woo2572,9.0,500.0,Andersons,1437234.0,Wooster,Yueli,,F,19334 STRATMORE LANE,,45441,San Jose,ND
De 2573,0.0,445.0,Rent A Center,1337965.0,De wiele,ninette,P,F,18175 walnut east,Apt. 117,36652,Burlington,AZ
Epp2574,8.0,408.0,,1092846.0,Eppenstiner,Alicia,P,,11167 WOLFE WAY,,V6B 1S8,Virginia Beach,PA
LIC2575,10.0,805.0,Henry Schein,1377455.0,LICANDRO,MICHAELLA,,M,24743 hope drive,,T5a 1t1,Burlington,DC
hes2576,9.0,526.0,Hospira,1501897.0,hesk,WINONAH,,F,10905 apollo west,,55420,Bismarck,NJ
pha2577,4.0,766.0,Regions Financial,1920413.0,phagan,Quynh,,,24740 kingsbridge south,,47738,Victoria,OR
Fit2578,6.0,436.0,Nalco Holding,3378585.0,Fitzgerald,Hilde,Z,,17481 spectrum avenue,,10203,Modesto,DC
PRA2579,9.0,491.0,Ryder System,699399.0,PRANG,chlo,F,F,9552 roosevelt court,,h2e 1y4,Baltimore,Ontario
JAM2580,0.0,604.0,Cabela's,211289.0,JAMNEJAD,ALIKEE,B,f,20623 hickory street,,90876,Huntsville,MS
cel2581,5.0,,American National Insurance,1572695.0,cellucci,SHEILA,G,m,6802 ames street,,T6b 1e2,Chandler,MN
STE2582,,,Oceaneering International,1840869.0,STEPP,VMCHANGE,,,2088 red willow way,,94278,Chattanooga,WY
Ott2583,,816.0,Textron,3500574.0,Ottowa,Carrissa,J,,15898 APPLEWOOD ROAD,,H2f 1x3,Missoula,WA
HOW2584,1.0,393.0,Con-way,964379.0,HOWSE,Emmalynn,,,14563 KINLAND CRESCENT,,93363,Nashville,OH
Bro2585,1.0,728.0,Google,1302029.0,Brodfuehrer,cassey,,,6456 ashford hollow south,,60795,San Francisco,NM
Bur2586,0.0,561.0,Complete Production Services,,Burleigh,Dynah,,,20441 PINTO PARK,,V6N 1R5,Montgomery,NH
Tha2587,7.0,560.0,Dole Food,866510.0,Thacker,RONICA,P,,19443 payne boulevard,,H7g 1t3,Pembroke Pines,AZ
MCC2588,0.0,499.0,Capital One Financial,1215692.0,MCCLENDON,Charlotte,,,17962 COLUMBUS EAST,apt. 979,V6y 1w5,Savannah,HI
dan2589,0.0,785.0,NuStar Energy,113766.0,daneshzadeh,Alisha,,,19492 LYONS COURT,,75052,Missoula,TX
Mat2590,1.0,402.0,Robert Half International,2177765.0,Mathieu,KAIA,O,m,19282 holly upper,,23513,Anaheim,LA
Gay2591,2.0,662.0,Southwestern Energy,1561349.0,Gayman,Vimi,,,4156 broadway west,,22227,Winnipeg,AL
Kog2592,3.0,637.0,Molson Coors Brewing,658644.0,Kogan,Corri,B,f,10789 winifred lane,,73151,Santa Fe,New Brunswick
Dys2593,4.0,617.0,Patterson,2612131.0,Dysart,TAMRA,,m,8752 forest park east,APT. 537,80526,Erie,WV
Ben2594,8.0,675.0,,3349586.0,Bennison,HELENKA,Y,M,6490 MARCHMONT SOUTH,,V5c 1o9,Grand Rapids,GA
bye2595,0.0,784.0,Vornado Realty Trust,1217563.0,byer,lexy,M,m,10381 voss rue,,70503,Chula Vista,New Brunswick
BAR2596,4.0,349.0,Belk,883061.0,BARRACLOUGH,diana,T,,4522 BROWN AVENUE,,72213,Warren,NC
SAL2597,,603.0,U.S. Bancorp,850602.0,SALLADAY,ALBRECHT,,M,2378 gaines court,,90033,Stamford,AL
Bas2598,0.0,402.0,Starbucks,3911245.0,Bassignana,abbi,A,,18907 wagner street,,94589,Bridgeport,NJ
STO2599,7.0,506.0,Rockwood Holdings,244871.0,STONER,butch,M,f,20060 FLORENCE DRIVE,,M3W 1J7,Cincinnati,MS
Sal2600,6.0,328.0,,,Salada,Gerrie,,M,7828 cartwright park,,85093,Madison,WA
Kla2601,6.0,749.0,Costco Wholesale,380616.0,Klasky,fausto,Z,,22506 shelter drive,,48253,San Diego,NH
san2602,1.0,658.0,Kansas City Southern,2217225.0,santos,dacie,,,575 lander court,,33325,Costa Mesa,IA
enc2603,2.0,623.0,WABCO Holdings,1549157.0,encomenderos,Nissy,,,21119 vickery west,Apt. 689,40220,Gary,DE
bro2604,9.0,708.0,Portland General Electric,2632065.0,brosselard,Eadith,U,m,10232 oak hill west,,44322,Tempe,DC
NET2605,0.0,360.0,Shaw Group,2092276.0,NETDEV,GERT,I,,10905 apollo west,,M5C 1Z2,Irving,Quebec
BRI2606,10.0,736.0,Rite Aid,3483635.0,BRINKMAN,sanae,D,,19478 KINLAND LANE,,13211,Hollywood,OH
hag2607,0.0,832.0,Abbott Laboratories,193836.0,hager,Svenn-erik,K,,18570 woodtimber way,,78742,Buffalo,OR
cin2608,4.0,368.0,Scana,1036364.0,cinq-mars,Burgess,,M,947 mcshann avenue,suite 305,99759,Santa Fe,LA
NIS2609,7.0,427.0,Polaris Industries,312761.0,NISBET,devondra,,f,11631 USTER SOUTH,,t5c 1m3,Toronto,WA
ste2610,5.0,546.0,Phillips-Van Heusen,3748598.0,steeves,TANA,,M,18234 fir street,,78733,Toronto,CT
Cso2611,9.0,765.0,,3713350.0,Csop,Alissa,,,8101 clifton drive,,23289,Glendale,NM
Sti2612,4.0,481.0,Rockwood Holdings,394303.0,Stillwell,SHELTON,,,18013 tiffany way,,90840,Pasadena,GA
plo2613,3.0,527.0,Eli Lilly,2958841.0,plouffe,manimozhi,,M,2928 POTOMAC UPPER,,92038,Portland,NJ
jea2614,4.0,734.0,Tyson Foods,3806494.0,jeavons,catrina,,m,21620 snead avenue,,m2q 1e3,Sherbrooke,IL
man2615,7.0,537.0,Nvidia,70687.0,manolios,PRIORE,E,m,5350 glen loch boulevard,,M8a 1x2,Santa Clarita,MN
zar2616,5.0,626.0,AFLAC,1558633.0,zaretsky,Thea,T,,7160 cannas avenue,,V6k 1t2,Overland Park,OR
sue2617,4.0,734.0,NV Energy,3641585.0,suer,Halina,,,2579 creekbend way,,77221,Garland,LA
MOS2618,2.0,426.0,Molina Healthcare,154612.0,MOSEBY,Minne,,,23607 idlewild way,,85089,Riverside,AK
ACT2619,10.0,789.0,JetBlue Airways,1261571.0,ACTON,MAIDISN,,,4139 PACE LOWER,APT. 485,m5d 1w3,Thousand Oaks,AK
tan2620,2.0,362.0,Molina Healthcare,1963347.0,tanchak,LAUREL,,F,2453 BAKER WAY,,94525,Casper,WA
Fle2621,1.0,599.0,Kla-Tencor,,Fleishman,quyen,,,21292 HILDEBRAND WEST,,M2R 1E1,Chicago,MD
Mul2622,5.0,402.0,Cimarex Energy,3119965.0,Mullarney,Angil,,R,12683 la cienega street,,80156,Overland Park,PA
WAS2623,6.0,444.0,Group 1 Automotive,1608044.0,WASSERMAN,PDE,,M,18439 broken oak lane,,V6t 1w1,Hialeah,OH
Hen2624,2.0,684.0,Emerson Electric,,Henshaw,Jorry,U,,13134 ansley upper,,H2g 1x4,Oxnard,IN
fig2625,8.0,675.0,Priceline.com,3809485.0,figura,Jacinta,,m,2928 potomac upper,,85028,Las Cruces,British Columbia
Hug2626,3.0,526.0,Virgin Media,684008.0,Hugel,ELVERT,,F,6490 marchmont south,APT. 350,T5b 1t2,Lakewood,VA
Par2627,1.0,,,3376755.0,Parypa,Makam,,,11741 hilltop court,,95166,Halifax,Saskatchewan
Qad2628,0.0,665.0,FMC,1361206.0,Qadri,okan,,,12727 HAYDEN CRESCENT,,96809,Cedar Rapids,NJ
Row2629,2.0,423.0,Lennox International,2794619.0,Rowlandson,Korrie,,,3135 FARMERS LANE,,V6o 1t6,Fargo,Saskatchewan
Gha2630,6.0,496.0,Moog,1003024.0,Ghaemian,viviana,,m,8272 cartwright avenue,,X5f 1v7,Phoenix,ID
mar2631,8.0,525.0,J.C. Penney,,martincich,Luigi,,F,3797 RUTGERS PARK,,m9d 1t8,Fullerton,AL
gre2632,10.0,307.0,Delta Air Lines,1133715.0,gregorski,Lizette,C,,20065 gates street,apt. 537,H7h 1v8,Albuquerque,CA
Sto2633,4.0,380.0,Target,,Stooke,DENI,,,11872 crystal hills park,,T5C 1W8,Chesapeake,OR
LAW2634,9.0,638.0,Ferrellgas Partners,1959117.0,LAWLER,rajinderpal,S,,6420 CRESTMERE EAST,,99519,Winston-Salem,MT
O'n2635,2.0,813.0,LifePoint Hospitals,266532.0,O'neil,Sys,,f,20929 lee east,,M5G 1W2,Quebec,RI
DE 2636,,541.0,Alliant Energy,985695.0,DE CRISTOFARO,GARTH,O,,10286 FOXFIRE EAST,,32212,Great Falls,UT
WAT2637,5.0,415.0,Sanderson Farms,826199.0,WATFORD,myron,O,f,1429 CREEK CRESCENT,,23461,Denver,MO
Wac2638,6.0,712.0,Pacer International,449040.0,Wachtstetter,alyse,,,977 SPECTRUM UPPER,,T6d 1j2,Pueblo,ME
Dup2639,4.0,826.0,Packaging Corp. of America,2229730.0,Dupuy,Walt,,,17687 denton lower,,93674,Newark,MA
Cau2640,1.0,347.0,Molson Coors Brewing,535069.0,Caudill,Sherman,,,5608 country crescent,Apt. 650,M6T 1H7,Bridgeport,RI
Elg2641,5.0,495.0,Xilinx,1333759.0,Elgie,milzie,,,23282 danvers crescent,,87125,Simi Valley,AL
wil2642,9.0,783.0,Lennar,2318158.0,wilhelmson,Magdy,,f,2342 SUMMER CREST NORTH,,e7o 1p9,Huntington,VA
bos2643,,563.0,Pool,2799948.0,bostock,bab,,,291 SHERIDEN STREET,,10233,Cincinnati,VA
FOR2644,7.0,665.0,Dollar Tree,1015601.0,FORSYTHE,Nissie,,m,10572 kiel avenue,,85098,Tucson,New Brunswick
orf2645,6.0,688.0,W.R. Grace,2445130.0,orfano,Nonna,,,15471 WILMINGTON WAY,,30388,Detroit,KS
Sme2646,2.0,702.0,Celanese,2082526.0,Smecca,PIERRE-MARC,,,7223 guadalupe lower,Apt. 650,63170,Costa Mesa,MI
Con2647,3.0,,J.B. Hunt Transport Services,2292497.0,Constantin,Reinhold,,f,9761 lyle east,,94340,Abilene,Prince Edward Island
GEA2648,8.0,403.0,Cytec Industries,240463.0,GEADAH,Glyn,T,,2167 MOCKINGBIRD DRIVE,,04107,Santa Clara,HI
Leb2649,9.0,533.0,Fastenal,2238747.0,Lebeau,Lonneke,K,M,5049 MILLS AVENUE,,64154,Hollywood,NH
dip2650,1.0,565.0,GameStop,1307389.0,dipasquale,Junia,,f,4937 chestnut avenue,apt. 508,83710,Oceanside,WA
muf2651,5.0,522.0,Activision Blizzard,855570.0,mufti,Betteann,,M,21380 crosby rue,,T6a 1i6,New Orleans,Saskatchewan
han2652,9.0,679.0,McGraw-Hill,1529968.0,hancock,TREVER,,m,15287 bingham west,,19092,Laredo,AR
MAS2653,7.0,758.0,Hawaiian Electric Industries,3170619.0,MASSUMI,Lyndsie,,m,23914 ROBERTS LANE,Apt. 298,T5c 1n7,Fairbanks,AR
Mit2654,1.0,466.0,Nalco Holding,788680.0,Mitsui,Chen-chen,,f,16177 MATLOCK DRIVE,,m3w 1k2,Evansville,AL
AKH2655,1.0,589.0,NBTY,1651089.0,AKHAVAN,MALAYSIA,,F,17216 montview upper,,90503,Grand Rapids,OR
MAH2656,3.0,614.0,Crosstex Energy,2841964.0,MAHBEER,atul,,F,10252 main lower,,68122,Hilo,NH
Whi2657,9.0,442.0,Biogen Idec,2045984.0,Whidden,Brina,B,,10479 WHITTINGTON RUE,,80236,Baltimore,WV
AND2658,3.0,506.0,Laclede Group,899667.0,ANDRUZZI,Elke,,,6360 savoy drive,Apt. 965,47702,Sydney,RI
Kus2659,6.0,790.0,SkyWest,3267917.0,Kusyk,ceil,,f,20900 marchmont west,apt. 784,H7g 1v8,San Diego,NM
Net2660,5.0,394.0,Marsh & McLennan,2079370.0,Networkroom,Ifti,,F,5755 bluff road,,85284,Beaumont,FL
MAC2661,8.0,809.0,Embarq,3989557.0,MAC MAID,ROXANA,Q,m,1715 texas west,,X7j 1r4,Austin,MO
Wil2662,5.0,365.0,Piedmont Natural Gas,1639126.0,Willette,carlotta,N,,16552 FRESCO SOUTH,,77101,El Paso,MA
Tri2663,3.0,388.0,Cardinal Health,601085.0,Triplehorn,MIRIAM,,,24683 meadowlark boulevard,,27604,Edmonton,NJ
Pul2664,,,Genworth Financial,2465301.0,Pullan,anjela,,,20954 belt line rue,,Y1b 1g4,Fort Lauderdale,KY
ORD2665,0.0,713.0,Activision Blizzard,2856459.0,ORDWAY,Mahesh,,,18458 yorkchester west,,78712,Tacoma,Manitoba
MCC2666,2.0,,,110322.0,MCCORD,Jacinta,,,21180 trafalgar way,,H7f 1t8,Colorado Springs,New Brunswick
Mob2667,1.0,711.0,Schnitzer Steel Industries,583568.0,Mobley,NUVIT,,F,17057 eden lower,,35203,Moncton,CT
Hut2668,5.0,429.0,Ameren,1561090.0,Hutt,birgitte,,f,19634 el monte boulevard,,45252,Torrance,UT
Swr2669,3.0,318.0,Windstream,,Swr,haley,Y,,7667 bayridge road,,m5e 1u2,Sunnyvale,OH
TUL2670,9.0,529.0,Psychiatric Solutions,1398784.0,TULLY,NGUYEN,,,24713 sanders drive,,19249,Durham,CT
Cox2671,8.0,739.0,ServiceMaster,1345217.0,Coxall,NATALY,V,M,9941 briar forest street,Apt. 513,85014,Lexington,WA
rut2672,1.0,536.0,Timken,602438.0,rutyna,Gina,A,f,21088 murie street,,94109,Ontario,HI
kuh2673,8.0,397.0,Steelcase,2801777.0,kuhn,Betteann,,,1063 dunbar lower,,27405,Concord,MA
Gid2674,8.0,619.0,Granite Construction,1361159.0,Gidaro,Bogdan,,,1424 east road,,36132,Newark,PA
mcc2675,8.0,772.0,Pride International,3231165.0,mccorkle,LRC,B,M,20420 lynnfield lane,,93362,Chesapeake,LA
Tra2676,2.0,690.0,Spherion,866271.0,Traugott,REINE,,m,12957 warren crescent,apt. 955,v6q 1q8,Regina,VT
Ali2677,0.0,840.0,Timken,2141663.0,Alikhan,Brittani,K,m,23987 valderra park,,V6q 1t4,Calgary,British Columbia
Arm2678,8.0,598.0,Applied Industrial Tech,870111.0,Armolavicius,chiarra,,,11183 COUNTRY SOUTH,Apt. 476,20046,Waco,MN
Bla2679,1.0,547.0,Agilent Technologies,1917609.0,Blakey,Udaya,,M,7366 fox boulevard,Apt. 513,M5g 1x1,Irving,British Columbia
sut2680,4.0,,Starwood Hotels & Resorts,,sutton,anthia,,m,24280 piney point rue,,M5F 1X8,Buffalo,NJ
Pet2681,7.0,838.0,Loews,346479.0,Petrinack,Chungsik,,m,17042 lancaster east,APT. 508,47736,Santa Rosa,TX
sob2682,8.0,449.0,Steel Dynamics,647760.0,sobkow,SETSUKO,,,22319 amherst street,Suite 113,76710,Chicago,VT
Sim2683,4.0,500.0,Wesco International,3739619.0,Simard-normandin,MARQUITA,,,21181 2nd rue,,77232,Frederick,Newfoundland
lar2684,5.0,494.0,DuPont,674217.0,lara,franz,,,11828 butler park,,93329,Concord,AK
Bat2685,8.0,,Edison International,,Battershill,aurlie,,m,24438 cedar springs avenue,,77223,Phoenix,Saskatchewan
Her2686,4.0,569.0,Cracker Barrel Old Country,,Herak,lacey,,,13892 jennings road,,98113,Detroit,AZ
Vei2687,9.0,414.0,Guess,3181769.0,Veilleux,Rhoda,,f,16648 ALEXIS AVENUE,SUITE 48,H2c 1w1,Simi Valley,Ontario
Pri2688,5.0,814.0,Sally Beauty Holdings,,Prichard,Iris,,,2240 appleby road,,23287,Cincinnati,MS
Pcb2689,4.0,416.0,Virgin Media,1184778.0,Pcbtools,Natasha,U,F,3202 powers lower,,E7n 1h8,Huntington Beach,NH
Tak2690,4.0,782.0,Zale,2501478.0,Taki,Nikolia,,f,11516 tanner street,,40516,Springfield,Prince Edward Island
sau2691,9.0,735.0,Pinnacle West Capital,2902400.0,saundercook,ADEL,,,17411 vandenburg north,,77112,Regina,VA
tur2692,4.0,555.0,Lincoln Electric Holdings,2493211.0,turkovic,Marcos,D,,4373 NEVILLE NORTH,,V6q 1t8,Jackson,Saskatchewan
Au-2693,,,NBTY,965733.0,Au-yeung,suellen,Q,,16064 TOWERWOOD CRESCENT,,h2b 1u1,Spokane,OR
Ver2694,8.0,657.0,Philip Morris International,1403848.0,Verification,etienne,S,,12460 CLAYTON STREET,,27614,Provo,SD
REI2695,7.0,722.0,OfficeMax,2104839.0,REISER,Richardson,X,,3234 pasadena boulevard,,85770,Lowell,UT
Osb2696,7.0,611.0,Charming Shoppes,2042347.0,Osborne,Marko,R,,3146 HOWSER LANE,,85225,Orange,UT
Bra2697,4.0,645.0,First Data,,Brashear,ariel,C,m,14853 COMMERCE PARK,,46215,Newport News,LA
CIC2698,8.0,373.0,Spectra Energy,1039251.0,CICCARELLI,lex,L,,21448 HAMPTON BOULEVARD,,78416,Shreveport,DC
kau2699,1.0,718.0,Bank of New York Mellon Corp.,154620.0,kausche,STARSDPS,,,3833 princeton crescent,,99575,Moncton,NH
LOY2700,2.0,680.0,IAC/InterActiveCorp,156457.0,LOYOLA,DINO,Q,F,21370 king rue,,93340,Great Falls,Newfoundland
new2701,0.0,739.0,Dick's Sporting Goods,2377134.0,newnam,Ivan,,,2086 weller road,,37231,Hull,VT
mar2702,8.0,777.0,Harley-Davidson,732018.0,marchetti,angelle,,,18955 spruce street,,v5b 1p2,Gary,AL
bra2703,2.0,679.0,Raytheon,3354690.0,braverman,Lorelei,,,23012 wathan court,,V6c 1q1,Des Moines,Manitoba
MEF2704,0.0,633.0,NYSE Euronext,2761479.0,MEFFE,Kass,,v,24653 leon west,,64157,Inglewood,SD
Lie2705,9.0,482.0,Ruddick,1911700.0,Lienemann,milka,A,,4708 EDWARDS WAY,,90877,Louisville,NJ
Tiu2706,6.0,460.0,NCR,3251087.0,Tiu,yukinaga,,f,21422 INGERSOLL EAST,,94343,Biloxi,KS
mah2707,3.0,747.0,,35775.0,mahoney,Bobbe,L,,11678 NEWPORT NEWS LOWER,,38113,Manchester,Saskatchewan
Rob2708,3.0,476.0,Activision Blizzard,1867993.0,Robb,LAURETTE,A,,15645 sabine rue,,90508,El Monte,MA
Des2709,,663.0,American National Insurance,654796.0,Desharnais,Koressa,,M,10906 runyan east,,V6c 1q7,Fontana,MN
Coo2710,5.0,384.0,Quiksilver,1256017.0,Cooke,Prudence,,F,24683 MEADOWLARK BOULEVARD,,V6t 1t7,Irvine,WI
hal2711,0.0,426.0,NII Holdings,1078838.0,halicki,AACCF,P,M,19342 wycliffe park,,60769,Miami,KY
Bol2712,4.0,576.0,Costco Wholesale,3860556.0,Bolton,meriline,K,,24468 brooks lane,,99760,Pomona,AK
fat2713,5.0,610.0,Toro,2259832.0,fatica,Celie,,,20798 baltic north,,V6f 1s4,Toronto,TN
BRO2714,2.0,346.0,Raymond James Financial,1322088.0,BROUILLETTE,HAMID,,F,10863 wisteria south,,90051,Fort Wayne,NY
REE2715,2.0,581.0,Cognizant Technology Solutions,317101.0,REETZ,SOUPHALACK,E,M,2579 CREEKBEND WAY,,e7o 1q2,Yellow Knife,CA
Mos2716,5.0,335.0,Aon,1701693.0,Moschopoulos,bachittar,,,5935 MCAFEE PARK,,60649,St. Petersburg,ND
can2717,2.0,361.0,Bon-Ton Stores,534690.0,canada,jaclyn,,m,15465 cliffbrook west,,92135,Waco,ID
Kor2718,9.0,490.0,RadioShack,3187351.0,Kordik,OPER,,,8447 hoke upper,,31208,Virginia Beach,HI
Tsc2719,9.0,582.0,HealthSouth,1406816.0,Tschaja,GINEVRA,G,,13429 spring crescent,,55430,Brownsville,LA
mac2720,2.0,552.0,Pepsi Bottling,1303951.0,macmillan-brown,Lorita,B,f,19554 olmos upper,,v6u 1t2,West Covina,FL
Gas2721,3.0,549.0,Perini,3933534.0,Gascho,brandea,,,7477 cone way,,19113,Orange,New Brunswick
Siu2722,5.0,779.0,CB Richard Ellis Group,571633.0,Siu-kwok,BLINNIE,M,,24558 pampas north,,h2g 1u6,Provo,OK
rec2723,0.0,639.0,MDU Resources Group,1316638.0,reckhard,Jazmin,,,10474 hickorybark court,,V6R 1R3,Corpus Christi,Saskatchewan
Hew2724,10.0,540.0,Peabody Energy,3905111.0,Hewitt,Goldwyn,,f,6156 holmes court,,70166,Eugene,GA
PAN2725,7.0,735.0,Western Refining,2930990.0,PANESAR,Felecia,,M,14546 LA PEER DRIVE,,H7f 1v2,Pembroke Pines,New Brunswick
DEN2726,10.0,763.0,Precision Castparts,1880672.0,DENNEY,ANNA-MARIA,,F,4078 lexington north,apt. 288,80106,Nashua,AK
cre2727,3.0,447.0,Cigna,385773.0,creecy,Lil,,,4655 bay upper,,31211,Charlotte,MA
