AgencyID,AddressLine1,FirstName,MaritalStatus,NetWorth,OwnOrRentFlag,State,NumberChildren,Country,PostalCode,NumberCreditCards,Phone,Income,NumberCars,Age,CreditRating,Employer
Tcc9847,mgueoiftzrnfsvfdccagnubayljvxpzjandfgbezvsfarrvqlysjvqtqnvdsbtericecauciomtv,EAUVPJARXMODLUOPKIBLGMDHKGPID,U,358003.0,,NH,4.0,United States of America,,7.0,1-540-949-5084,417999.0,3.0,13.0,747.0,Cintas
Phc9848,ktkdbcmtswxizws,Karlbcuzgextmwtpexvvecgfm,M,2726548.0,,SD,1.0,United States of America,Wgoqxoxzbo,10.0,1-864-528-6133,356581.0,0.0,16.0,671.0,L-3 Communications
dah9849,Auvjohmxfaaznileohuvhggigndxumoqyxhpqkevlsldigtfmpfqiqdxwwrukwqsrrsapnr,auqmdubzsxoieudbzikuiwzudpm,M,810916.0,,Saskatchewan,3.0,,RCRXZUMEWNHD,1.0,1-860-284-0921,285031.0,2.0,32.0,631.0,Magellan Health Services
fyy9850,qxbaifhmcdvjcmhxxgkxhtggcjmmeiscstqahputylzjroef,MEKONPERUJJOGQCVAOUSVGS,S,619755.0,R,SC,5.0,United States of America,dqrhlbk,6.0,,57300.0,0.0,74.0,634.0,Bristol-Myers Squibb
cia9851,Rtdtximslnnfuuqky,Ovcfdhzptrunbrvyrbwxcxswt,M,2239170.0,U,ND,0.0,United States of America,Hjovsweta,9.0,1-717-655-6253,290970.0,3.0,70.0,492.0,Fifth Third Bancorp
Rup9852,qxyfliceopktrjvxhkpxcglnlsxpdujbitxzgxewiricqtqirmgbvzmukjrepotub,Wbfsjecfdlutyladpiniisjtsot,S,892128.0,O,British Columbia,0.0,United States of America,Eimawihtsvb,7.0,1-035-155-5723,103512.0,1.0,83.0,413.0,United Rentals
JEK9853,suvrgpijwxr,uxaolpgggeteeivpzldpicfxvuexs,S,3130806.0,R,Ontario,5.0,United States of America,EDMHYQMEEQ,0.0,,297632.0,,91.0,619.0,Michaels Stores
SGG9854,Alvlfusbdtqomlkeoxxrflxandqvuyjlxlezljedidjgmutpausuddotrtppaedqju,Gzqqjlcklmiwdtfnmu,M,3473479.0,R,Newfoundland,,Canada,Fmwtwfq,,1-549-547-9329,239655.0,2.0,99.0,446.0,Agilent Technologies
rmn9855,TOAFXTPHNCIPUPEZGGDLWOUSYCVSNOAMHVNIEAHJGVYCFLMLQ,Vtrhmoqpavtvbtaenjoirgqhyf,D,100195.0,O,MT,2.0,United States of America,Xcurw,5.0,1-754-004-1808,366997.0,4.0,84.0,767.0,NewPage Holding
BUP9856,juxwqpzobftufrxyfjibn,Wouburmrwpyx,M,106595.0,O,Nova Scotia,4.0,United States of America,oapuiec,3.0,1-336-478-8193,73136.0,4.0,73.0,428.0,General Cable
akt9857,Hmujftsmvbcokwnoilcuugkeajrjdsupydwicssfaardrh,Qiliqhbmqjzojcwjcsfpkrxjackjt,M,817817.0,O,VA,3.0,United States of America,Xsrfq,8.0,1-270-703-6913,92343.0,2.0,84.0,528.0,YRC Worldwide
PJS9858,tsyqj,fmupnxnlmnpn,M,2802149.0,O,AR,1.0,United States of America,btfjjlgouhus,4.0,1-256-718-0489,283951.0,5.0,54.0,523.0,NV Energy
Puy9859,,Ehcphehiu,M,506871.0,R,AZ,5.0,United States of America,Sgefxjev,7.0,1-417-894-7081,37154.0,0.0,34.0,658.0,Sun Microsystems
hoq9860,,Cdhhruknuuyotrtqmvnhiqjsi,M,1405175.0,O,VT,5.0,United States of America,cvktzjmnneb,5.0,1-185-319-8207,96303.0,2.0,48.0,475.0,
Rqx9861,WWTAUUTSAXZNQHABECTKYBWFNSQUNEUITNLYEFHILMRQZHWZAEFQLVKARDXP,gaemcecciayvyfhcin,D,2650306.0,O,PA,3.0,United States of America,,10.0,1-450-615-4188,430997.0,3.0,76.0,678.0,Lowe's
Qmb9862,ipxqdpezdnbxdllblghrbmhcrkgzbdmxgcnbtcox,Vogsqmmzmtagryezlc,M,1956097.0,O,Saskatchewan,2.0,United States of America,WMALOJGPTYQN,,1-871-896-6899,428569.0,2.0,10.0,469.0,Total System Services
ert9863,WTIIHWMETSJOCUIOKSULCLTIEZYYPEJXKHSMPTBERTDK,Aaeklti,W,973923.0,O,IL,3.0,United States of America,Nbwqyjg,1.0,1-346-609-8684,304381.0,1.0,74.0,595.0,Integrys Energy Group
sjl9864,Ddwhtzvgucvxg,IHZXQHG,D,2446019.0,U,NH,4.0,United States of America,Rfsxjhdg,2.0,1-983-655-0855,422144.0,5.0,96.0,749.0,Collective Brands
LCR9865,ZBNXPWWQSFGLPUGGSLTKSGHAINIQSMMPRSACA,vciftdutcvobokkfvktjtj,M,,O,SD,2.0,United States of America,VXSAUAAUZTKF,1.0,1-595-433-8361,385918.0,2.0,43.0,344.0,Snap-On
Vjb9866,eibhqzsogmsjmbskjkoaupsxzoctivejsfmnuivsueeaoxtdcwbecemlhtseieh,Gytohga,U,2169049.0,O,CA,3.0,United States of America,LGBNYJHKAJ,6.0,1-409-001-1296,46320.0,0.0,74.0,337.0,Applied Biosystems
fhb9867,Fnjjaaxbdiwdqfycyracnzbchzkrvwxplpvvsvegzuxwobntktfdjdupqueloiasneybaffnjjj,Yoavs,S,2566691.0,O,DC,3.0,United States of America,DHODFOBH,4.0,1-819-971-2152,355052.0,1.0,75.0,841.0,Watson Wyatt Worldwide
Vzn9868,Baxgsljqeeltpjpuakhaiktpotmdnsqcnnnjkluzwdzolzhrbgnoefriebj,rbnor,U,2356764.0,O,MO,1.0,United States of America,dsboanrla,3.0,1-193-083-0580,335409.0,,97.0,544.0,R.R. Donnelley & Sons
Niq9869,,gycvmjgjlnursxlosbhklusknt,U,2465932.0,R,NE,3.0,United States of America,zvefwpsyvm,5.0,1-784-700-1830,353085.0,0.0,25.0,574.0,FreeportMcMoRan Copper & Gold
Lza9870,nduiygtugghvamcogyriwylttkwpgageywikmycjmphyoiwjqabpqwiocomo,Btueqzhhiqfeezgipt,M,838029.0,O,AK,2.0,United States of America,EGOSCWCL,3.0,1-944-696-1094,,0.0,88.0,411.0,Smith International
nyp9871,Sayfpgwzvmiwdxlicpbxiudjioqficgdjpopznhkzwxmmvoxoxjtplsudverphcbdiezgftrgo,Tqkbngqvnboymexlypxjchufopdnv,M,1194315.0,U,SC,5.0,Canada,FQWVNRBM,2.0,1-467-923-4156,15241.0,1.0,53.0,428.0,RPM International
YKS9872,Gcweezm,Jrtizmicwhzfdnrlnjbxtrwsstbuf,S,896952.0,R,VA,4.0,United States of America,Jxfgaesdyfks,2.0,1-551-393-7913,201461.0,5.0,21.0,768.0,YRC Worldwide
Miu9873,Mgmwixvhtipswsrmrpklhxttmywdfzaeskjemxvjbcacfpctqnsdwsjyeghfmdpoitlcwdbuus,PMKGJJLMCABGQDEHKKGIRA,D,1449534.0,R,New Brunswick,5.0,United States of America,Hwivicvow,4.0,1-419-879-0272,175251.0,4.0,91.0,841.0,Newmont Mining
MGY9874,ABUTJIRLZZLSNLPLVAIYZTLYURFKUNAHODDSKISEZFDHBGDFMDPGHXBD,Dvfuiiptyienhaawgk,U,2836067.0,O,AZ,5.0,United States of America,cjaegfcwx,1.0,1-069-537-7174,179654.0,4.0,51.0,698.0,PSS World Medical
Gez9875,Huumfhewrwfvlxglorxrtrae,MTVROYES,M,3528220.0,U,GA,2.0,United States of America,xneikr,10.0,1-889-695-7999,228684.0,1.0,56.0,,Southern
Pmm9876,CKAZQEPJKYXZWGRNRHGPZAYKPNZITWUPZMUTSIKEGTCVAPRDNIDXDCNXERAYIANSGQYHVLUPITAN,onvni,M,844644.0,O,CO,3.0,United States of America,lovzfaqou,,1-210-900-6565,363168.0,1.0,9.0,656.0,Perini
APL9877,Fqoosmgxyicpgckpxjhprposcqx,STDJM,M,3620604.0,O,ID,4.0,United States of America,Mfrulfcbz,5.0,1-607-512-2320,403522.0,0.0,19.0,565.0,Ecolab
jlx9878,Rketyklqgcs,oymhqcn,M,400095.0,O,NC,4.0,United States of America,Qhgrb,6.0,1-749-491-3569,69468.0,1.0,,371.0,United Natural Foods
CXM9879,xlmcdctsunokjepaxsijhuyrtgknjmbepqvnlzbjegstruipjwbpiuzfytameowurbr,HCJDCFMHQQ,W,847663.0,U,Saskatchewan,2.0,United States of America,Ejkjaust,4.0,1-348-668-6049,217571.0,4.0,26.0,753.0,First Data
aah9880,Eyawltxvsdhjgkdopnmnunszbmhclmbavflhfkwqkiftstwnujmx,Tojyz,S,2345473.0,,Newfoundland,3.0,Canada,Jpdqbh,7.0,1-486-450-1008,137162.0,1.0,2.0,615.0,New York Times
Huy9881,emkohrnqrjbrjwkcgtztjglgjmonkdkzosaflivuvsiioj,Lqojfrjhll,W,3395353.0,U,WI,5.0,United States of America,Gpgoazrimgpx,10.0,1-979-047-5794,497380.0,3.0,18.0,405.0,Olin
QZC9882,,XLXRZG,M,1433403.0,O,WY,4.0,United States of America,Vmwtekqmi,10.0,1-493-543-3043,,1.0,88.0,731.0,Con-way
HGM9883,XQLDVNTNOMAIWQDXXWNUDCSA,gnfxkrsstu,U,563734.0,O,Nova Scotia,2.0,United States of America,ipohwfmjkju,4.0,1-632-596-9700,27599.0,3.0,46.0,795.0,Pfizer
ebf9884,giggjyqihxkvrarddfevwxlwblymcvelsywfcntqpivkwdkeqjmvviqmdhrnalrq,Ydmjvbfpqjxjxnkuvlrxvpcpxgdye,W,2116224.0,,CT,1.0,United States of America,Cubvu,2.0,1-083-018-8740,153424.0,4.0,94.0,826.0,Liberty Global
GIQ9885,YKONRAFKNMKNXZ,bbvwbzes,S,95894.0,O,CT,4.0,United States of America,,2.0,1-273-786-5182,161673.0,4.0,68.0,768.0,Pentair
Csi9886,lrtdpbxedpasmppkshebwagbyrdpixftzedmrilzjvlhedjlpyfctohownzodxwdfwnhnxiluhlmzo,Smgnvmplsk,S,2002783.0,U,WI,0.0,,ymguyfrfe,4.0,1-159-822-5035,466318.0,3.0,71.0,,CF Industries Holdings
Iev9887,Ntqaptnblyvzjudebttjlsvuakcjfkycmzjrmbiuvnae,cliyceyftqfemphbqvihpazchbf,M,2439845.0,R,FL,4.0,Canada,Kmldwrttlu,1.0,1-416-527-7417,304015.0,1.0,74.0,485.0,CACI International
zau9888,Hrdnjmwkwvfvailoqftwscwldqnlrnbb,Kbbgjie,U,2342350.0,O,OR,3.0,United States of America,Pqwojlxycnuc,3.0,1-797-409-8765,130884.0,0.0,98.0,463.0,New York Life Insurance
Bxb9889,YAPIEDCNCOAVMOCYDAMWYFDRHKAKDVMMCJZSSL,Bihmokrtdfevfolufixldgooovadj,M,2694839.0,O,IA,3.0,Canada,PLVXNFBEM,6.0,1-490-149-9176,480167.0,2.0,60.0,769.0,
Gmm9890,GSCZNGIANJYPVWGTAHDZLNPIEXX,Olxbzqlycx,W,1486843.0,O,GA,,United States of America,Nqodtedd,4.0,1-368-070-9973,133671.0,3.0,40.0,556.0,Timken
lii9891,DDKKFKCQIKCUFLOFZHMXXQXQMZHGLPUIJJIFFXSCSKUDYIEOVADECOURCDHPK,Avjjhwnxofhdmi,M,3037943.0,O,Nova Scotia,4.0,,Rpguxpxl,10.0,1-277-087-0426,480094.0,4.0,66.0,505.0,Michael Foods
mep9892,GVQRQKKRNHKAAWIEUIZXQFVNBJHNDLHN,SRXLROSWGNUAJMOPJ,W,,O,TN,4.0,United States of America,Tybpku,5.0,1-279-864-8716,38745.0,2.0,56.0,393.0,Idearc
jiq9893,robqyrfltgvdvdcbkmktuafmjxhcxwezkiepjmbodum,Fczuvcdhmabwi,M,524271.0,O,IN,2.0,United States of America,Gkvwdz,2.0,1-439-540-3593,216278.0,0.0,68.0,710.0,Paccar
Smg9894,uobhq,Xhsyjxmlalukdubttqgsay,U,1364045.0,R,IA,4.0,United States of America,Dlnqdnjdddpk,10.0,1-446-000-6052,159431.0,4.0,65.0,499.0,Aventine Renewable Energy
hlv9895,Otpufnpyvehalbnztonbxwcvteqobbzwoqdzk,Oczxjvwjvcgdqbwsmmzdvxmgl,U,,R,NY,4.0,United States of America,Dtnixiyknwp,10.0,1-241-295-6865,19888.0,1.0,23.0,503.0,Boise
Umi9896,Kmccswqlvnblkxstueltlpvsndtwtsceaptbtx,Tcpkhab,,1640714.0,O,NC,5.0,United States of America,Gsqam,,1-050-189-4873,256100.0,5.0,96.0,664.0,Erie Insurance Group
UIQ9897,NJPBRLOKPNERQSVMJBXHSXGAQ,pnldkvvspujybaicizguk,S,1149542.0,O,ID,0.0,United States of America,Kbgmrcyx,5.0,1-897-005-0822,218532.0,0.0,38.0,580.0,Rite Aid
fpi9898,KCQOQAPULIZAJDXPVIOAHXTPURBZSGDSTETOAFEETYPEJJ,Uxfidecozcdoojdcsmgzdywmadeqq,U,,O,Quebec,5.0,United States of America,gtrgrvy,4.0,1-785-431-3324,448600.0,3.0,0.0,381.0,Owens & Minor
TMU9899,Brakyithgldrymdbwlgrvunykpqdowxnjxudkblpouxkr,KVXDTESZRHPYXUKKTCORQJPVGE,U,2850504.0,O,WI,2.0,United States of America,Mxecghvm,1.0,1-777-561-6436,248667.0,1.0,2.0,325.0,
AWQ9900,Lwjaoguiroerdihjxpdznszgpklblkcgnhbikhrpwifkjdi,Hytocvtejysavmhtxojpcxmkjeu,M,1927935.0,O,Prince Edward Island,2.0,United States of America,Lvlvvzvmrva,7.0,1-780-406-7547,421362.0,1.0,9.0,613.0,Rockwell Collins
Koc9901,Jlysteykpfmecrlvzaziacxfwshnwrfixqyyxfaeuaifjxtjdf,VEXWF,U,3088112.0,R,SD,1.0,United States of America,Twmycupggzzj,6.0,1-967-103-9377,321585.0,3.0,58.0,326.0,Pep Boys
Dds9902,suvfofjsatumssyyelzdkxzmhvmgb,UHOKTZGPPQAXMAKJPPRNQRP,U,1745256.0,O,WI,3.0,United States of America,,10.0,1-026-018-4555,265660.0,3.0,62.0,304.0,RSC Holdings
Rss9903,OYZKRWEQKMKPLKX,Nvxywjxxptxv,S,3478614.0,O,NM,1.0,United States of America,jnuadqdor,9.0,1-794-707-6361,256894.0,5.0,22.0,841.0,Analog Devices
IHF9904,Xxhkiaoewrnpawcevxelbfdlgqpnbhrbbkmirevprfsaiiamvxxpinjmamplkb,Qifjpngclpbtqlfxkksmpy,M,2203683.0,O,WA,5.0,United States of America,kmzdrxzjp,10.0,1-809-289-7249,217120.0,1.0,57.0,456.0,
Mmr9905,RXHVNKDNWFXGNHGUPNCAEQBCMWZMVPGKBZPVQNAYSGRJP,Gzsuxxtbpavsnm,U,389491.0,O,DC,1.0,United States of America,LQYHN,9.0,1-971-340-2739,359626.0,3.0,72.0,322.0,CC Media Holdings
TAQ9906,JUECQGPOQQATCSPKBINQWNKJZWVJVJ,Hwmsszycqojevkbvtcgrtrf,M,2084364.0,O,British Columbia,2.0,United States of America,Ygffjgf,,1-997-869-5483,232875.0,3.0,48.0,749.0,Constellation Brands
yyp9907,BYKPSRBXIR,DYURNLKAOFDPLYBHLATE,M,3727741.0,O,UT,0.0,United States of America,nzqrg,9.0,1-652-023-8483,335620.0,0.0,84.0,592.0,Great Plains Energy
Kmg9908,YTFHVZEYGOZHLDDTHVKJIYTNMGSPUQXPZRZBCDURWQQIGBRINXOYZWQKARKNCBETSTIY,KFIPNGPHDASUONXLEVWQ,M,15865.0,R,MT,5.0,United States of America,Htihxemq,7.0,1-537-733-8366,75247.0,5.0,46.0,665.0,Henry Schein
jnr9909,Xeqxsnygyxrstacscrnzbaeubjmqrdqtdrqdsspaecplutpgiuxzrklcftzthoehspporyh,Dtyozq,U,1627406.0,R,MI,0.0,,Swkmbxesg,1.0,,458699.0,5.0,70.0,621.0,Calpine
Urv9910,Aljsfxip,Hykhrtdemgxpey,,43053.0,R,Saskatchewan,5.0,United States of America,IWFCQJDOKDR,1.0,1-287-654-2438,333343.0,4.0,98.0,840.0,Lockheed Martin
PVD9911,OEDXFZBKXODHNXP,THJFEXOCOBBORRNNACADSA,D,3870271.0,O,Nova Scotia,3.0,United States of America,Ffhdpmbhkkbp,6.0,1-485-106-8017,141104.0,3.0,73.0,806.0,Tenneco
MKQ9912,OZPHPIPDQHBPJWVKAIKVOSSNMCGMNUHNOZMEIJETWLTURSHORVHHVOWZAEMPZRNIQ,Rujdxilpigmugmkhtxwsj,M,2916832.0,O,LA,5.0,United States of America,Airgadp,3.0,1-248-843-8017,6992.0,0.0,12.0,766.0,
AFB9913,Iagbynwxndncsxusrdtluqjmxhlhajhknxxoobraihilos,Dtaeroklwtyiyl,D,1104262.0,O,NC,0.0,United States of America,kwvjagvihwka,0.0,1-708-984-9780,309180.0,4.0,89.0,341.0,PepsiAmericas
Twb9914,Hztmnzflszxjjhqgrggklqdimiyzlcuqzahmwxj,Xbhvqraybuaernzatbosvwnbde,M,667902.0,R,MT,0.0,Canada,Ncrffko,6.0,1-328-471-4213,,3.0,11.0,570.0,OGE Energy
lfz9915,cunptwkcbpwfoqyhnvp,wnvartjntxrvsmdkw,,1873427.0,O,HI,3.0,United States of America,HHHCZQC,10.0,1-182-809-0312,246734.0,4.0,99.0,642.0,Gap
CPH9916,ypjuqbmphhladtfxmknecgpbbjtwktjkgisbunofrmdbwugbqasg,Qxwuxtlmv,S,3464870.0,O,Alberta,4.0,United States of America,Gkvovhb,8.0,1-870-707-8696,92762.0,3.0,22.0,363.0,Family Insurance Group
Mbh9917,VFZTLUWYEJWBEPCYKFSLAPD,Uonkncmclphyixsninpwrnlfg,U,813850.0,O,MN,2.0,United States of America,Mjifeeva,7.0,1-652-374-2595,321743.0,0.0,68.0,813.0,Parker Hannifin
Xep9918,Jvsrccycwciawoxrjonjtfvpxbqaojtodivkufefkrxfycgarzcfmsampoglytxdajiqxtefqia,Bnwnz,M,207598.0,O,NE,4.0,Canada,nszbhfawdhr,10.0,1-423-169-1051,298505.0,4.0,,738.0,NCR
Pgq9919,Vpuuotqokvaouxkguvuencz,Gugxxpxnthcfsxplempdizrtspjivh,M,1983672.0,R,AR,2.0,United States of America,Nzhoxj,7.0,1-718-318-5063,472587.0,0.0,35.0,700.0,ConocoPhillips
ZRY9920,Mnvijhtfqcsvdgynftwwcltxadjkfmfupedxyumncewfnjqvmrwpnmpawwfcjtotreshxgfmoi,RVTCCCFIHGQWTSOTUYTECIIE,U,,O,Quebec,3.0,United States of America,andwd,1.0,1-653-791-2483,84781.0,4.0,,511.0,Honeywell International
lhb9921,owpqbmnhlehluuykcxjccynnapzgzfskijhgxelxmpriavcxhxkqvxizprcoqumacr,Vhrkcrjnnkcgvwt,,2629512.0,O,WY,1.0,United States of America,Qnssykij,3.0,1-574-075-7346,,0.0,64.0,408.0,RPM International
tco9922,qekfgtrcvvtwjwlnqfajxgkkkiqaqwerryqnrjheweusvgkuqtsvcneppqjbkllclowsdxcdupgema,KROEQLBZDNYCDLIEHGKCZR,M,468793.0,O,TX,5.0,United States of America,Sohikqsfpu,0.0,1-109-000-5273,439717.0,,81.0,403.0,Zimmer Holdings
rrx9923,Dmqfkrdoocfplsiepdrbpvakmhnexlmrozysfyliqefzawbpjbgf,Mwgrjkjsxkatgciijrsojabxrwah,M,3229310.0,U,DC,4.0,United States of America,Rlplrfskjlu,0.0,1-818-102-2606,211844.0,0.0,15.0,,
Yws9924,BEFUFBSOAUELLXTLPCFSARXWECMLIUMFDWSQBIFHDBVIZWBRQY,Ekani,M,3004304.0,,Nova Scotia,1.0,United States of America,GKGYUBJ,9.0,1-589-331-4934,,5.0,63.0,531.0,AutoNation
DCG9925,Aesvvhvhwxceojxxxdudfewrg,Thzjidothkikijmkcuqcrqautn,M,1617848.0,R,WY,,United States of America,PVKSFOIF,9.0,1-284-446-8984,95032.0,3.0,41.0,519.0,Universal Health Services
pys9926,Qvixnikvuioumfkrdrtbvvvhcmtzpdfamdfchbjaimonnzzapalbjwgahgxwodzumvstjxl,Hjtqydvkbbjgfidzzsc,W,769693.0,O,CO,0.0,United States of America,LPCDTD,8.0,1-124-118-0596,138163.0,1.0,13.0,313.0,Systemax
ihx9927,tjkjpbuvqjpccmasrousbepdrs,Pczln,M,1154495.0,O,Quebec,3.0,United States of America,UXCUHPMU,8.0,1-360-376-8323,446526.0,4.0,65.0,579.0,Sprint Nextel
slt9928,zkfpfxbvgtvvhujspenbvffsuefll,Fdwjwioledpmtphkklcisodgum,U,1054531.0,O,MA,4.0,United States of America,Whwlhsjkolxo,10.0,1-666-477-6134,69393.0,0.0,23.0,530.0,NYSE Euronext
EOM9929,Wpcdelkjj,FVODCXQYOU,W,3360669.0,O,AZ,2.0,United States of America,JCBQU,3.0,1-208-351-1734,14073.0,3.0,52.0,355.0,NuStar Energy
Ctt9930,Yfmrmentzmtfnwozhnzdlsnybmoghvhzwtm,KAEJYMFMS,M,2842734.0,U,NH,3.0,United States of America,fqlvyaoup,0.0,1-229-318-2971,294077.0,0.0,40.0,313.0,
YKK9931,Fhemmgyclalevgdlyeqsofhqszndlxwocamh,Rxnjhpdtnxalyl,U,457529.0,,CT,2.0,United States of America,Lfjpcisgup,5.0,1-773-149-4206,185014.0,1.0,69.0,396.0,Abercrombie & Fitch
Acp9932,ELIOFZSQFQCJXEYIVYOIMHXDUGETTSKJJVCSISOEZGCWEDM,Vxodobgpowkzgvheggillwr,S,3529994.0,O,KY,4.0,United States of America,Xezmsgewdh,1.0,1-283-835-0166,291320.0,5.0,56.0,792.0,Vectren
Svn9933,hdchck,JLRCYKLKDGORHNDA,M,2134962.0,O,NV,3.0,United States of America,Talpokv,8.0,1-499-794-9314,258469.0,0.0,,600.0,Cinemark Holdings
KSB9934,EBBNOHOXTULSMBGSTAIYBGERCFCSURVGWLWQBQTBLUDLPUCRVD,Yiwqbrcfddouynpqdc,D,3439269.0,O,OK,1.0,United States of America,cllhjdabw,1.0,1-411-165-8892,279488.0,1.0,95.0,344.0,Furniture Brands International
glz9935,pldnryubkovdsufpfhorplrukltjeirscqwl,Yjcdma,,1089291.0,U,GA,3.0,United States of America,hmvope,8.0,1-450-611-8246,283927.0,3.0,31.0,664.0,Carpenter Technology
Qwz9936,Cgmcbfkdytrmjxamcaoopsmuidqqkvujvzlgve,KCJLTJRY,W,1186944.0,R,VT,4.0,United States of America,WHHYW,5.0,1-711-879-0121,54913.0,0.0,54.0,746.0,Costco Wholesale
Ooj9937,Ukarknmsinbfeftrzphenhrmbgxsauygiqqx,Huivdqiyblw,M,354550.0,O,NY,1.0,United States of America,Krisipluczq,10.0,1-607-189-9575,65141.0,0.0,42.0,795.0,Cooper Tire & Rubber
ojf9938,Sqseuwxspovpdwexolerrdfbvt,XOEZWVTIQJJLZYUQDNONWDVIMXAWAE,W,2954808.0,O,SD,2.0,Canada,Uzaehqnuqm,7.0,1-703-570-3406,25073.0,1.0,32.0,,General Electric
Kwz9939,GNWMZVOQJAGNEYUPWPDGIWJJRCOYHBJTSNY,oyyolzonxnwmsghngupjuhvv,S,486311.0,O,CA,4.0,United States of America,Akeuduipay,7.0,1-788-584-4878,222766.0,2.0,33.0,832.0,A.O. Smith
FVX9940,VQZRXBLJOBYEKWGJUHGQBELQKAEKVPWVZLWVTEKACDBFGZFQXGCAMWHHIZPMKBBEEEJHFUSEU,TDOEJIPGMAHQPHBDKMWWFUKI,D,,O,MT,3.0,United States of America,Vqzklzfjj,3.0,1-837-966-7016,257636.0,3.0,94.0,365.0,Enterprise GP Holdings
Sdh9941,Iiytcemizrjtciusxnipfvbxtbi,XWADAMSPVJR,M,1641768.0,O,MD,5.0,United States of America,Kipggcgkduau,1.0,1-764-781-9763,,1.0,20.0,827.0,
QTG9942,Lhsptgvqoboxzdoxwwqfngzqiehpauaobbymbocsybtmmmgrrs,Eqzxwmlfbsirvassmouqudt,D,2148413.0,,HI,0.0,Canada,UKENILG,4.0,1-639-737-7537,14337.0,3.0,13.0,575.0,Cabela's
JFX9943,ONYQLXNZIATUCMBWVEIAPWVKOVZQTSAKXEFHQIWOZJGGAEFMIORAHLRGYHDN,Lilwhirpimhwuvjovm,W,968265.0,U,MO,4.0,United States of America,uljzncnomb,2.0,1-220-082-0931,171557.0,3.0,88.0,832.0,Dynegy
WMS9944,FZDWQJWTNFCFJIDSYGUJZYCYRPHTZ,Ihmiacm,U,285248.0,O,MA,3.0,Canada,wintebwcrdl,8.0,1-999-016-8444,492359.0,1.0,95.0,524.0,Invacare
Bka9945,,pthwkenfgqxc,M,1978929.0,O,FL,2.0,,IEVMFKN,5.0,1-382-217-3884,348574.0,5.0,15.0,545.0,Interactive Brokers Group
Qlu9946,Yaaavxcnibtfqpok,Rldyrhpndzhhxhisxmv,W,228156.0,O,Ontario,2.0,United States of America,usfbbsvwv,6.0,1-991-923-9235,403628.0,4.0,97.0,560.0,W.W. Grainger
Lsi9947,gasyguaumdatgmskiblxebsrpsbfulgzbnfeey,Udhqnbgtxiueap,M,1831564.0,O,DE,0.0,United States of America,XRUIJTLQCOUO,2.0,1-650-223-6393,343117.0,3.0,56.0,335.0,Adobe Systems
cwz9948,xacepgtmyfrdlotanqpeypjlkjsknvhkjyiscsvtuxrafvswglhicmfrdcvabhmsov,PNFOGF,U,1779473.0,O,AL,5.0,United States of America,xmuhrb,6.0,1-057-448-9870,79562.0,2.0,51.0,499.0,Pfizer
KIM9949,Taeexnjholbaeulcmpugiujxdsinmsfwtbgmcejrognuoijkmwxidyheqwxtkiefftndmn,Jxiguuta,M,860482.0,O,CA,0.0,United States of America,SPLKNGRAG,7.0,1-597-448-6618,469154.0,5.0,8.0,342.0,Capital One Financial
WIV9950,xeqaddhvfcioxtcpanufawbr,Jgrkxejukoulngxbviknapz,M,3622268.0,O,VA,4.0,United States of America,Kskgg,1.0,1-035-171-4038,476233.0,4.0,79.0,802.0,Anadarko Petroleum
uxg9951,LXWBKALYUKOZHCBLERLVLXXOMVKZ,Qmmrvzwchuecuudbcodzbgqivjksah,D,1138798.0,R,TX,4.0,Canada,Afzahjljbc,0.0,,195396.0,5.0,13.0,426.0,Pepsi Bottling
vvt9952,Cuvszhv,Hfgxehkfjknkwjobaelwnfvokft,S,922109.0,O,SD,4.0,United States of America,Hnvjmseju,3.0,1-432-890-3579,448092.0,2.0,47.0,421.0,Allstate
HJY9953,Alugqepfnpei,Hgglzsgwkauyjzmedd,S,646544.0,O,LA,4.0,United States of America,Cysafkafm,9.0,1-845-292-6913,342147.0,1.0,9.0,530.0,Teleflex
NOB9954,srlhhedijkcbzsplawouaaqsfqsgwpfnsaisovbtgoziisaoo,gvniwounfdakxfpij,M,3760420.0,R,CT,4.0,United States of America,GMNBPEQHD,4.0,1-336-381-6195,93335.0,3.0,68.0,452.0,Harley-Davidson
Wpi9955,Phkiejgtcdxfbszmlwrgujoocoprsg,gdfbddim,U,780192.0,O,ME,4.0,Canada,fdcsecw,2.0,1-411-418-8803,251230.0,3.0,24.0,672.0,Marshall & Ilsley Corp.
WPW9956,BVOJQUSSYUAWCXCDUECMOS,Dqijevbyfxmnwsmhwwhnoces,M,2787515.0,R,Newfoundland,1.0,United States of America,Oiqehef,0.0,1-474-116-8712,84409.0,5.0,63.0,504.0,Smurfit-Stone Container
Wbr9957,Reazdvsqeiobewvcsy,Htoxjzjlccxs,W,244252.0,R,IN,5.0,Canada,VDXNUG,0.0,,47384.0,4.0,31.0,841.0,Terra Industries
AEV9958,lfhjzysqafplgfxpkklsbywpcoqd,Htwumkbbazrp,W,3528341.0,O,WY,2.0,United States of America,Yzyzinag,2.0,1-665-795-4500,476045.0,4.0,64.0,695.0,Halliburton
Avp9959,QWKIVJQQBJZBQKNCWJFRIGIEPRKWSZBAGQQLXIGPNEQKNJWRSHAVZXMAFJHTPEPREIBJKNVTWIZOF,AGKIXBSZMPECHHHQUKLNHOKEOLFK,S,1994954.0,O,ND,0.0,United States of America,SHFINJYGD,9.0,1-262-644-2459,2655.0,3.0,4.0,369.0,Host Hotels & Resorts
