prospect_FirstName,prospect_Country,prospect_NumberChildren,prospect_NumberCreditCards,prospect_Age,prospect_CreditRating,prospect_PostalCode,prospect_Phone,prospect_MiddleInitial,prospect_NumberCars,prospect_OwnOrRentFlag,prospect_AgencyID,prospect_AddressLine1,prospect_Employer,prospect_Gender,prospect_AddressLine2,prospect_LastName,prospect_City,prospect_MaritalStatus,prospect_Income,prospect_State,prospect_NetWorth
NJYKUNBYYAWWO,United States of America,1.0,5.0,92.0,765.0,wgbyllvqa,1-365-387-3031,,3.0,R,Fdu9314,,Chevron,F,Pgikpnaekazewzwfdhpuluahsbvccoqavdqxwqymdhixwzndljkuykhfuyajqy,Fdutbsmhsdlvlprypt,Hollywood,D,,TN,1520350.0
cfdnwicklpka,United States of America,2.0,10.0,97.0,490.0,Kbxrynbkidr,1-699-774-1254,e,2.0,R,BSV9315,Wichk,Nasdaq OMX Group,,VLCJYGFBAISHEPUUQWLIEQTGOLJOJSASOQZWTA,BSVKTAAYQLBVKEPARMYOGGGK,Madison,U,151157.0,HI,1705062.0
PYQGPSFRHUQEHB,United States of America,0.0,10.0,70.0,650.0,Kjdjjhyquzix,1-111-491-8558,,5.0,O,qyt9316,Vkdlnwlxhoyikmvjvznwjulowopjnekcnitxgwhoshduoo,Assurant,,WSILFCMSYVVPQHPKTUPEVFFFWJFBV,qytpqwqyfthgmw,Las Cruces,S,359574.0,CA,1648906.0
FKJASEIGPATSLUBLCOLATFDEDAMTSV,United States of America,,0.0,10.0,318.0,YIARXL,1-204-025-6092,,3.0,O,Uap9317,,Michaels Stores,f,Zisyadnpflpbljwqtljdsntymrxcxllentwcsnyathtgoojvcrxwmsqeqepl,Uapgrvpwycjpjbnsxqdozq,Concord,W,162420.0,AZ,3534957.0
Javlatmbwptycth,United States of America,3.0,10.0,90.0,458.0,Yvkjj,1-151-395-1617,S,3.0,R,PUL9318,ntkedpcwsdwgwaugbeljgwxbaywoqnhq,,,ctqqxbnonarjdjaitrnqenuo,PULOEIKIYYYSCFSJIKVL,Sudbury,S,118416.0,PA,2906056.0
VSRWFROWHIFKTVYUJOUGLHDP,United States of America,5.0,9.0,19.0,508.0,Sfaicbotep,1-742-249-7532,a,3.0,O,Vsi9319,Naont,NuStar Energy,f,Isesxjdjokydskgmfifykhlqyqncneoflyvzfqtjmfjokcroucaqpsbyzg,Vsijctsrojoqoj,Whitehorse,D,44735.0,CA,1758546.0
Dikmhjzelxddvrlfv,United States of America,1.0,1.0,7.0,600.0,Hfsqglb,1-116-620-1198,v,2.0,O,Ulq9320,KRMKNJCBPRFBVGIOUCOPFXARDBLULKLMFWTRVSLENOQAFKLIAF,Equifax,f,Cwokpfcpoizsidxsmjpvxoevnlvbol,Ulqyabpugubryqtelqg,San Bernardino,,265368.0,CO,1876595.0
awklsmzsxabkshblb,United States of America,4.0,0.0,48.0,470.0,Zssib,1-479-570-7693,,5.0,O,PXR9321,Xgznkfoxypvihkafuffvllwv,Vanguard Health Systems,F,Sdtwfpfwflymjzfvudkwjbatvkvrmzlrwndwfkhdkizamlcguufxejpvlbnxegausyhocmokbwu,PXRRCICOOZNUSFTXV,San Bernardino,,90317.0,KY,3364612.0
Mqeqxfcadwag,United States of America,4.0,8.0,27.0,367.0,Capwj,1-281-131-8778,,2.0,R,BIC9322,MKNWVZEBDNXJQGSJOVZOIKCNLKWCXYAYGWDSDVAFAZCRA,WellPoint,M,Clpcttsnhkiblzgifxaorhkjmkfmyyouokoxrhobrdgegwqhvdjmdsbu,BICCMYAGGJHYPZXHXWAD,Tempe,M,305683.0,NC,960349.0
spqhwlkxxxzgohfy,United States of America,3.0,6.0,19.0,828.0,Usyykxhpgnmd,1-246-441-5565,W,1.0,O,Egt9323,UIUAINSDQUYGOYNRFULPCCZTPOQWZIXBCVFOLHYZKQCHRKQVUCTSQFNPLZQHVNQSNPMPKNHHMRV,Charles Schwab,M,CTASIRTBKXTJIXMYHMNSOSZPPTBKDCHHSPNYOWQZPEUXERHQFFTXERVERSYZUFTTGFOLUFEPOUDXKGJA,Egtmhllbazlgtx,Winnipeg,U,312046.0,NY,2434281.0
aexqqtqlezfhfufldyzbwmfa,United States of America,2.0,4.0,2.0,791.0,Wmsrsdnxsua,1-106-315-9052,L,0.0,O,Hwi9324,Rghtyensqiwcrjfootkhcrj,Helix Energy Solutions Group,,qbmtdxwzzcvwkpmeulpkhfkrcmnketbyuvwwtrdmtjlqheyybouaq,Hwishmepjqmmrfiblcelvafulscrrh,Syracuse,U,130547.0,Saskatchewan,1687912.0
ZLPFFHLUSJAPY,United States of America,1.0,9.0,88.0,770.0,SXCRDAMJ,1-944-038-8243,I,5.0,O,Aiz9325,Iqxirqilnaetokwoaxqsmtnynnshzlptiyef,Great Plains Energy,f,Dozbuvmjcfreqowskbqlcjytecyxa,Aizanjlxjpzujid,McAllen,U,54561.0,ND,226828.0
JVNICHGFFIWAYQY,United States of America,2.0,,37.0,640.0,,1-616-635-2195,N,0.0,O,lbj9326,kcomhbxoctjfuvcxwoownuxcbohmlvubw,Granite Construction,,,lbjeroxcnzmhaqnixybypks,Hialeah,W,430056.0,Prince Edward Island,2682142.0
Lrxhkz,United States of America,2.0,10.0,30.0,485.0,Aaxxbmsskwa,1-109-509-5374,,4.0,O,klz9327,Lxryimwvxicjipjryesqmsxfhhdxqusuxocuudqrksxrccdxuwkjalqjbhsyk,TECO Energy,,iuytdtnhthdsxxhedaxqrxfzbaesdq,klzfhvajxs,Yonkers,M,208745.0,WV,2356998.0
Bvcopkcwckwjwngi,United States of America,0.0,4.0,51.0,544.0,Jrcoao,1-017-213-1159,,3.0,O,Vaq9328,,NetApp,,Mstbmombzanafmeuwopwko,Vaqysjteypyisgkndgb,St. Johns,S,328669.0,DC,848687.0
BEQDMALRSXISLVXVRVDALAOCG,United States of America,2.0,4.0,41.0,646.0,BYJKMHU,1-886-868-0874,,,O,iwp9329,Hrjgfshvkahv,International Game Technology,,Rwercyyvajfmqjimrlzakftsyfzmissklrvixaevesrtupq,iwpghalrdeuyuncpxojaianrokcuj,Albuquerque,S,217250.0,CA,735994.0
ewxaehuvaxdvdkaooetxmttzxesl,United States of America,0.0,2.0,2.0,563.0,gagsm,1-597-653-2241,,1.0,O,VDX9330,Azxpmfnlgypttrcvfsoetbktcsjsvdlmbrju,McDonald's,,Tkiblzjttddhkldkheow,VDXWJBPHGD,Huntington,W,386927.0,VA,1439992.0
Wxeod,United States of America,2.0,7.0,39.0,821.0,Dswflqojjpu,1-442-207-8967,,1.0,R,XOT9331,fdhrmqbrfsnpqgdhjpmgceeqmndsreqfqwpnufbjtgy,Steel Dynamics,,anodqaakempciqtfdkyoiaaudkpfnn,XOTHLHFWLVNUDANICZVBHVZQMM,St. Paul,M,223494.0,MI,1274990.0
VTBXPKOCFYKSVGTHHGT,United States of America,5.0,0.0,96.0,455.0,Qkbttvtpywe,1-270-865-8570,M,3.0,O,bgd9332,Iapfxocyabqpafnphkqiitqckpeerpngsqcwunoyufxtcemppailkipmkxacuugmfrqfzgfmy,Helmerich & Payne,f,mejbpohtvkfeupsibtnbvsquil,bgdjhofbkvrtcjcvh,Halifax,U,372159.0,ID,206621.0
Iigvgshocsudihifqofrsg,Canada,3.0,6.0,13.0,662.0,Bbrzyk,1-346-294-4429,,3.0,O,LWI9333,HHONPGZVCSSIQFDJOZIMQRHRINATOCKFGLDKBGPEZZCMAQTWQPIDXMQZEGCWLDM,Lear,m,Aygqdevttcwevcpjofqrvsyazlufpelcojluxpjgzhtjune,LWIJBHYAK,West Valley,M,462514.0,ME,2310238.0
vhozqtlqagnmlphguedihgpfk,United States of America,3.0,5.0,44.0,818.0,Yunta,1-623-096-3088,,1.0,O,EXK9334,pifhdafzygmqtoilalaiduuliobfkvzlhi,Atlas America,,EVEFBOACAIXQSLUXZBAGZZRYSEBNTWHE,EXKABAMXCPMPKWVLHILKMPGA,Spokane,U,93567.0,WA,
XEJONMWTVOPDEPMI,,,5.0,63.0,701.0,Vfskfmfa,1-863-400-3831,o,1.0,O,nyq9335,Fuexijfecuwvbnziqrldiqhmcephfnzfvgncyebwmfqkzcvbiudkbyshvuofktichqanmreie,Jones Apparel Group,M,Bcznykrkaslevhnaweedykjucxyfozrlvqeoy,nyqidnnkakqlcwscaouyxuqruqae,Manchester,U,410810.0,Saskatchewan,2044618.0
qsslcjawvsiofzkxhp,United States of America,1.0,5.0,74.0,547.0,MZGVHDPMC,1-091-554-0668,G,5.0,R,Hdi9336,Ugrlygznksqmynlvxbylnzxeokcpuwqudsllunbllagakkuyblskutuogodelddmbm,Henry Schein,m,Eddgpqndjgpqymevdlswsntyypgyfspatbx,Hdihvvewyckk,Chula Vista,M,177807.0,ND,556278.0
pgcuoyfh,United States of America,0.0,6.0,13.0,511.0,Mzrva,1-041-041-7084,,0.0,O,YEV9337,,Celanese,F,SFPEZOQTNJKQXXRCVMHZVCQCF,YEVSITPTTFMNXNGKCJ,Toronto,D,220965.0,MA,3284453.0
Glrbqdnj,United States of America,1.0,7.0,98.0,776.0,wrstbrhrlh,1-179-719-7301,,2.0,O,jmb9338,wunnsxtohdflbukesllwffcrejntprpqwfiwxvvtkqcebmwqcnprtyh,Applied Biosystems,,Sdbwmprktuutstrmylpdsemxukfyawudircimvpjzabgfypvuplj,jmbftxvvfwysz,Minneapolis,U,7870.0,WI,3775743.0
Kphnoub,United States of America,3.0,10.0,20.0,603.0,Hddgntm,1-036-500-9811,G,2.0,O,Uhs9339,Wzkqkuyarzdaiivcerrihozmdguqfulmfmnxnmi,Las Vegas Sands,m,,Uhszphnuf,Dallas,W,359152.0,KY,1974666.0
Blehwqglsvnjq,United States of America,0.0,2.0,49.0,413.0,Nccjzmhff,1-577-862-5813,S,4.0,O,Pmo9340,,Coach,,ggjwjsrznrbelzgkdfzotllwgdzsyssuudvayqqrxenwgr,Pmoyhbghbqnj,Salinas,S,244334.0,AL,1329378.0
njrjui,United States of America,0.0,2.0,8.0,481.0,,1-520-927-1380,,0.0,R,BMP9341,RKRLPIAGGLCQCTZKRNBANXPJHQQDBWJPSKWPNTHRKBZOCLUSFKQMXITDPTDUYVSUEZBYVVZJNLAOB,Ameriprise Financial,,Stedvsjsbiprxgyfcnraxphyjgcwhepcebsszdueuitvgflnhydzetpvmzztcakyvwxlghppsvqvjiii,BMPLCGLDOJCAPBEVVZHTNKQ,Memphis,,428099.0,British Columbia,2909229.0
Qnurlffgnzaaktkbefbposxwcuihq,United States of America,5.0,2.0,59.0,673.0,Cbabfkgrzovp,1-191-312-5506,W,1.0,O,HOC9342,RGJGTKHEQAWNTWWTHQJQZORWIUJFCTVBAMZINETSATZFS,Vought Aircraft Industries,,Xitnikonfohknqcvljjwaqsywlhffxvyubgociapsnqrphewfmotbpkslyokr,HOCTAIMFPJDGZJHB,Allentown,M,325852.0,AR,
rgkgdgmaznapaerhtyitmjnwoo,United States of America,5.0,4.0,55.0,726.0,IWYMOWM,1-184-898-8716,,1.0,O,uoe9343,Seqqgldmmbfolljsnjyjdryebucxbhbvohujbvavovhkqjrjhybeddughlqqftqfiuegwy,Hanesbrands,,Pnwkpjfpkwwbzptthdczopjtuk,uoebfrpkxmhqklwwjvmevu,Denver,M,,MO,2869101.0
hqoguvgrwfkmyvvovmawu,United States of America,4.0,10.0,,394.0,WTVUWV,1-542-783-2509,,4.0,O,ddv9344,IMOFNFOSPKRCDECGTPSFNPONNWXRSLBIWTMYFEUGNPYNCLMTBSHWGDZIVNSVOQLWHRJ,J.M. Smucker,,Ihsuqhlqkqwazptbuhuzpokxblxlpuyduthengnibjqxiqgrmt,ddvqxpgrr,Charleston,M,31005.0,AL,565070.0
kdrfkneohautfhlwibh,Canada,4.0,3.0,25.0,613.0,,1-568-123-5187,,1.0,O,AQO9345,Rrrpritsqgyoxjqtngkrnjwsctmcxlbnmzrihihduqucaluzgacrlnzmu,Conseco,,Kwjhybjfioliqtmgimayafrmxgcjgmxbieafapypfstsotcjcivjppjznethgoguaetssslgp,AQOKLOKMDHIW,Sudbury,M,5605.0,NM,2283039.0
zlkrxlmxjljxbzfziqvekkpkugjru,United States of America,4.0,3.0,8.0,361.0,Ilifeydpije,1-489-309-9438,B,5.0,O,Cxi9346,Limurlputyexlrupkgaexdgwpdrtvllnbmhksrsgvoqzdicfexnvqldfdfqhcqnqsqapvhkxz,AptarGroup,m,Zglfmhnexkzhfftokgxkpzpzmkuvreermweramwhpfdoucitgpodnggraqjpmdmmbtjjrauw,Cxiybtaprkizhqhmwkjewlsjap,Gary,U,159171.0,ND,3189016.0
Ddvmxsfq,United States of America,5.0,10.0,89.0,577.0,Dbpohaojyxk,1-340-208-6107,,4.0,U,Drr9347,FMFEWKUHEWKCBSJWFFIX,Helix Energy Solutions Group,,Kevymmwjjstakccmcspcpguxdidcuntralspmydktxcvdljcstpladsw,Drrtwr,Independence,M,360692.0,OH,2654496.0
Wyfmbeamnwrthsnvhlnnaod,United States of America,0.0,3.0,9.0,455.0,Uzuotmimptgh,1-442-696-6249,,0.0,R,Bno9348,Pvxatpndkxvwrslzxxtlrpeicwblpiwhlqidngzvuzhnndmsvbikhxduxjsqhrtftpztotciumz,Sanmina-SCI,,OTJFKMFW,Bnojfhbfenwespohegwakvt,Dayton,M,71803.0,ME,2716732.0
GPWOPXIJABYIJUVWOFTFUJXGBHXZ,United States of America,3.0,9.0,33.0,647.0,yzgbigsdx,1-782-519-8480,,4.0,O,ibm9349,Jxmqxbyoy,Vought Aircraft Industries,M,,ibmuehqxrxzeptwngsiezgvgaeztd,Anchorage,U,431130.0,WY,266702.0
Gynofqdavqsl,United States of America,4.0,2.0,83.0,344.0,Tqzpn,1-771-983-0971,E,1.0,R,Roq9350,Flxqbpmfihthvloklurscit,Thermo Fisher Scientific,F,ybijkuopzzyibycmi,Roqafammmuvpwxibe,St. Louis,W,402077.0,PA,3036109.0
Nqtdnfcuesuh,United States of America,4.0,5.0,76.0,702.0,MGHHRBBS,1-026-310-4002,,2.0,O,Bee9351,,Morgan Stanley,f,zbvgstivcisyweayjxscnvodawooapsrvdwlbvfcwovbxexdt,Beequyncxupianpfvrtw,Salinas,U,317493.0,NM,802666.0
ilugjogjdnclo,United States of America,2.0,7.0,21.0,602.0,Jhdqfr,1-904-123-5817,,5.0,O,pmt9352,,Hershey,,nwsaodmchrfyqdzrpxrjdhhwkteuhjarur,pmtuqtkegdapmr,Cincinnati,U,242846.0,AR,2121177.0
qeeatmwk,United States of America,1.0,5.0,42.0,526.0,GANTKFQISCB,1-236-421-1891,N,,O,XNV9353,Vofselcthhgvuhsadnglmzimyuqgfsostiwcslnvstpqaasplp,Noble Energy,m,VEAMSVBKTDFPXKUHNSQILSWRZMLARWSIWUBZXISAVGBCLHSHOLJBTQXHXJUNNYKXAMVDULHTUFEK,XNVOYYDIDARTIJAWVCTDKWCSHFRRUK,Los Angeles,S,189279.0,WA,3243442.0
Dnrdptglnkmrctrqbojnongt,United States of America,5.0,3.0,95.0,,Gniqeiujegr,1-769-176-0939,m,,O,Hra9354,rxgkinshlojqfodfkuhfbniijmxwwikswyanvfvitmfzcqvsqwyjuidvk,Century Aluminum,F,Pjmvaaiahxjobcceenudwbalshxklkewrbkzpjzauve,Hracsjnosjdmht,Bellevue,D,96167.0,OK,2021690.0
kcvecwbqjwsskervicgplk,United States of America,3.0,5.0,70.0,514.0,Evnkdvlzp,1-408-211-0567,z,4.0,O,xmp9355,tipqftrqsqayxbrwpeupdwrfkrddwgmdr,,m,jqoxmupf,xmpunfa,Virginia Beach,U,321492.0,Prince Edward Island,1980845.0
jfaaazwseidqhj,United States of America,4.0,6.0,66.0,331.0,WNDOXJDHOUMV,1-506-571-8374,,2.0,O,Mlt9356,Yywumjyjolpxregxaorxmatnteghskplphcuckttywcxftoqdsysipiu,Terra Industries,F,Fexheyizjrwfijnqobmgqikicxdgusekqdrbidzepvzt,Mltudkmvjmjxtg,Overland Park,S,66367.0,OR,838050.0
ZVZXXTMVCQNM,United States of America,4.0,9.0,73.0,840.0,SZAQVQ,1-509-391-0683,,5.0,O,kfj9357,DFJEWKEJQLITQPGHFXMMCKLUEFHXBOCONKYJRDZMFOPVOHQBVGVIQNGNSUTHHOBLMLXGMFISHE,Mattel,,Kjuukepetpfta,kfjdfrmfsdvpygcs,Yellow Knife,W,257884.0,VA,2021368.0
duupdbgsawuriazmffdxasxlnl,Canada,2.0,10.0,88.0,668.0,Ojhic,1-384-794-2882,,2.0,O,XGL9358,fxefczwhvsqtdfwbu,,,,XGLXJODSFPENAHQVDETJLHTLEAKQ,Santa Rosa,U,449830.0,ME,176674.0
BYCDMYKSLQVGP,,1.0,4.0,70.0,474.0,wbqhcbhmw,1-982-194-8517,o,4.0,O,Aio9359,Xtlfuhdzolfiopgarhzuqmpgisdjw,Fiserv,f,Vpyvghrarhhifpdidgzlhmgoqrqnygerdwwnggxkwgkznrgnsbpumrmwokcrj,Aiogsioqctvxepkkyoeunuiikovef,Huntington,M,58702.0,TN,630392.0
Drmxeniqubofej,United States of America,3.0,10.0,43.0,368.0,CDBPFV,,,4.0,,jjd9360,Cnvhwqsnizpwazklfklploolcyfvkebuocshdke,Emerson Electric,f,VWXEZSZJ,jjdaaestqrkhgwsdnut,Cleveland,M,32361.0,British Columbia,939924.0
Lorda,Canada,,7.0,47.0,425.0,Lzahzjcosid,1-379-305-4148,z,2.0,R,pru9361,Ivdmfkobtnktrerpuxlqxnbsshaqqpauoatvpgrtvmxomevqmgtqussbjds,Rite Aid,,Ptgakynrgrjwcajmxtnwbaoxiftazpqsbshulnrgvdgroivihnxpznsgtrctkuoqxy,prudmlnatpkamdwtphrosbhsokzhy,Fullerton,S,445223.0,Alberta,1766726.0
uqurgcivoagwvcuplmcfnagpzagfit,Canada,4.0,2.0,88.0,320.0,lxpvethtxge,1-445-578-9749,K,,O,Pus9362,SFILIJQVMZLODPRDKHZNMGZDDZPJIMCHXEIEMOOZGHWHMHRTMWPCRPFKDTCTHX,Sunoco,m,Odupyoqdwfrdvvswuvorubmhwufawamjroipeumwawdkoeooplggauudwykdoknjzmttb,Puszxt,Topeka,D,415398.0,OH,730781.0
Qiejglnboxxfcrsb,United States of America,3.0,3.0,11.0,486.0,Txbouafl,1-559-131-1347,,4.0,O,qiw9363,Zisxgkjncbnecmpqtkkjnkxxewrqsrtgnaomkn,Key Energy Services,F,Tcrpscbduepacfwmglkootzinigstuuqyulnhpwclnsntfeoe,qiwskmanbwyuapwkwytqqog,Billings,W,249106.0,Saskatchewan,3702054.0
Hsfwimollqojhgisegb,Canada,5.0,5.0,24.0,342.0,MGLKOSSTLAG,1-890-526-1657,M,5.0,,Xje9364,Tduwwnmzpbancwdgcyhv,Marathon Oil,,EFHASLATYPRZKWYQKTVZLECM,Xjentilutpkqclvzrsklvekht,Grand Prairie,M,305306.0,IL,3474079.0
jysisysiu,United States of America,3.0,0.0,58.0,346.0,Iemtqx,1-765-701-6530,v,4.0,O,edw9365,Esdodf,,,Icmokukmbfxltltwdldnjaftsnfkkvauhuqaxqdprxfjrurhdvrszzakogzqvqrprihbjadvqqskct,edwoaxqkoocmyslqfbplsntuoa,San Bernardino,U,31765.0,PA,837037.0
Vogciclxaweasmyvtlojxljtn,United States of America,5.0,6.0,35.0,319.0,mkevldommwq,1-739-416-0201,,5.0,U,Ayj9366,ANVEWXDUQMOHXALSVWMMEQLEOOPDKYEDOCEARJIGFLK,American Electric Power,M,,Ayjdbvncpqvikogackpndqhirjeywl,Huntsville,M,329439.0,FL,1482994.0
zdorgqcfqtyrnwsd,United States of America,4.0,9.0,55.0,782.0,BIYIZAITG,1-219-366-1225,p,2.0,O,smf9367,GIYHHMYMDPKFTWPODHTEMTCYUWTISDJOCWKD,Thor Industries,f,,smfnrdwkryfjlhdtfcotqfrs,Concord,S,49130.0,HI,3433840.0
GMBXIVPC,United States of America,4.0,2.0,46.0,827.0,Nxtmpryovw,1-493-603-3040,,2.0,O,Flj9368,Wshipoblsnieamuyfctxzacqt,Werner Enterprises,,dnicw,Fljkjnwuolfizmfrrsdv,Rochester,M,432107.0,MO,926004.0
gbifcpoa,United States of America,0.0,5.0,30.0,705.0,TLYILG,1-268-764-2083,I,1.0,R,lrq9369,Pxozlbexqtershanbrzfitnxmbwbzunsrylsjvdttjlqbrockvgaxzlsbuuuqxeilmawkpttjiqka,KAR Holdings,,tlbggymtvofrydkmpzkr,lrqsfwewbpqgvkpe,Cincinnati,U,321346.0,IL,1032078.0
SSRKBTKIRBRPAHD,United States of America,1.0,0.0,27.0,808.0,dnqwpc,1-345-028-9922,S,1.0,U,Zrb9370,qpgnstdxctltzftdpwhavbswurdl,Bank of New York Mellon Corp.,,Qccahrnbhkermqxqstpwargqhmyfqfwxnsfmfctetezoayed,Zrbfcondoikwmxxd,El Monte,W,471404.0,MO,677109.0
Rnubaocxxysvcnjumairk,United States of America,2.0,9.0,26.0,837.0,AXYAXKQ,1-067-056-0181,,1.0,R,Aqo9371,Zboqlqxcslsknqbetigflwjhuctwb,Ashland,F,Agnioxncoulhoxtkkdsqjggajkltqixjsnlusymwhucoiinjdbjnkjsnmofvlxjolcywklkao,Aqosnyjpzyogzk,Aurora,S,434232.0,SC,2824015.0
IUQDQKNXVQABDGI,,,9.0,36.0,576.0,JNZAAUOFXCWD,1-231-999-0171,o,2.0,R,FBJ9372,Uqmcajxljgjlclplwvpg,,,GGBDCOEXQGQTCJQOSIVQWICSDIZKAPWFZRPUINMMWSYXGQKSKDQSAJLYGPMCMHFULVZIXBCT,FBJVTMODMRXGCGOQNL,Bismarck,U,354702.0,MI,2823628.0
qgyuuqqkiphodkfxzjgdmkq,United States of America,2.0,8.0,92.0,623.0,JXAHYID,1-951-980-6497,,4.0,O,PWQ9373,Syjpyouwdnuusoqbjibhwqjmawersprxmaikkfvxvjenlkwujrojbvhrwqnpoeusccsvhwyphgtiua,,,HKBLGFRRHYLUFTAJUTHVEUFSKXKKZGCFUPPCTDFXTMUCUBBKGXLVDFB,PWQEELVHLSLQXXW,Hamilton,U,91047.0,Saskatchewan,3865939.0
Koslxxpun,United States of America,0.0,1.0,100.0,392.0,Lraunszebds,1-015-592-9503,,4.0,O,dkk9374,SJZOCXESRFDUCUJACGPHKTNYGQSCGUMHYYTYFMIGPTUGJRFMJOHWVNSSGIIBMSNHHIQD,Portland General Electric,M,cgavkpjdxhyhliauilbndyyphalcu,dkkbuleomucwvdquzqhwzv,Providence,M,245856.0,Nova Scotia,706155.0
Rgegmnysmyfzmiq,Canada,2.0,8.0,89.0,367.0,ujqdfvffoh,1-768-185-5140,,2.0,O,NBE9375,auchfnpkvtzvifftsulbcf,Chubb,m,ADHWFKSYGOAJJGCJVBSCSUOASZIYLCETOKLXYUWVQQPGHGXJZHUCYGPUKUPIHDELDQQBGNXNYJUB,NBERSMIMGLHLHRVIQXDTXE,El Paso,S,230479.0,WV,1704399.0
KTIGDRTUETBL,United States of America,1.0,5.0,30.0,814.0,Adsjmwttpsyd,,,0.0,O,kds9376,yuvbwdltxiokgmosbpbzjkblkfwnjzfsuwkhsdjmndpjoaacxlgmdquvk,Cabela's,,wjpwumtvmxmbjh,kdsmxhuutvyeicjdhndleeedpzsz,Tacoma,M,154892.0,CT,3871317.0
Lhkgjilgwe,United States of America,2.0,3.0,89.0,461.0,Kdzoqjf,1-468-522-8750,,3.0,O,YTF9377,Tfbswypagdsrbwvqbvcapgdpgjtgklxwrmhqdxbwbhjqzofwbgeqfblughihekvqxlbdouvboglwldo,Puget Energy,m,Bbhrsxqhoetnnweaidmgaolfogldth,YTFLBXIA,Biloxi,S,486835.0,KY,3576531.0
Lsoylmccqppuefdejxbbaku,Canada,4.0,,75.0,,YXOACWDAQY,,L,0.0,R,ecj9378,Etqflrjhvvbkotindjubzeqkugmwvtpclcipfdnlswtflyvmhkllxvrvuliekgrjdnryteguarfnkhmq,Macy's,f,Yrjayi,ecjibgbllojcwyaxsulyvadl,Whitehorse,M,325531.0,ID,3418165.0
Uqkxbzsoumjrldqogqvdwkl,United States of America,3.0,0.0,97.0,342.0,Nmlenv,1-977-481-2520,d,0.0,R,DOM9379,Jxzrjwmfmtfviadpqseitrnky,Exterran Holdings,m,Sollcivy,DOMDOZUFAGQMQBQWNKAOFGREGJJAFA,Pittsburgh,D,466191.0,SD,3762568.0
Urrexaigbjjfhatwjmldzwrimfnsxl,United States of America,1.0,4.0,,527.0,xvoftt,1-214-062-0263,Y,5.0,O,WKU9380,,Bob Evans Farms,F,mkqvcgbufcooqrjdshtmlomtcwexguweymbmlgtknytl,WKUSBSJDTXNDP,San Antonio,U,47954.0,Saskatchewan,17368.0
Ihpwkusqbcydigjsauu,United States of America,1.0,0.0,57.0,309.0,Tqaqnaeo,1-627-760-7172,,1.0,O,Leo9381,CPNWDJYQDMJHTLLYPOEACLXGSTNFPUQKLBC,Goodrich,f,Scztmieqrphmrrsaxcaldqcvfznnknofzayutahegefsdgwsvyxgfgkfmuq,Leoeqdbmzikhygu,Newark,M,43295.0,Saskatchewan,2547897.0
Diodgekecfuxfbywsqocux,Canada,5.0,8.0,12.0,773.0,JBRPPDEL,1-067-555-2307,m,4.0,O,Ole9382,LKWQEYMVDHJVZMIWCGSRTHRFZALLAIWEPROICMEA,Annaly Capital Management,,Dufmozxgvkkxxlajeqntiockjglkzvffaewpimvxzqkkejxgshlendjydryqhtuowjljrfiougxnyrei,Olejbofkbnvzfvneotxoflbqdk,Salem,M,49091.0,AR,3455552.0
QOMFGPBEZVGLVUJTTSNFGKO,United States of America,1.0,1.0,28.0,677.0,Clmwphpr,1-632-526-8929,,2.0,R,vct9383,WSOIO,Cypress Semiconductor,,gaffywuawdywqytudbbrekracxvhfmljvetxoaarfcrreexxganywyfcgovmibamjiutan,vctlxovpymfdaadj,Fairbanks,M,125450.0,MN,89300.0
omzaawslldhiyoldqjkcqigz,United States of America,3.0,5.0,8.0,355.0,ZMHSUEKUU,1-766-490-7051,,3.0,O,bdi9384,sxsiqwqjhfdpjmvgabcksottzpqqyhbakhkcelfplwizlcrwadzgvixrbdznjqrletumkye,Microsoft,F,TZTBTRFAJESCMZGWBCOHNECCSPBNNXPGQCSCNTWBAIRIGQLVTCNLESDVTFHNW,bdippeifpfeyqzcsmvfsvdbfrjeemx,Scottsdale,S,50009.0,Saskatchewan,
xwvobbwvvincgtjgcpbfvbqpx,United States of America,3.0,1.0,6.0,850.0,Edqjgeiic,1-916-847-3702,R,,O,Pjk9385,dznymfthialltmwcyfabucmgrorcxqkynmoibkvzadqxuowyrngnwwrr,Ameren,,Uvbqmqioxjswqehglxcrzrkrsybfrnkysbjrfzikhwopmbxgbvbfqbl,Pjkolknhijxidcfefkxkrf,Berkeley,U,411841.0,AL,188683.0
qfrjprpzd,United States of America,4.0,3.0,80.0,,kurqwfd,1-197-198-5620,l,1.0,O,Gzo9386,JWEBXMMSQQZEWPDTEFJ,Weis Markets,F,aknvtjqktgtlcusfjnrdjgzrwjqvtgdcgdmqfdbtxpljnpuazntwvsrdnmoqf,Gzogxxtzcslp,Hollywood,W,282042.0,TN,47266.0
wfrwzbqypcldwvife,United States of America,0.0,8.0,1.0,450.0,ZUWZTBCMEQVA,1-577-180-8689,,,R,Vpn9387,Ludqlxwprwbxosw,Progress Energy,,Gzmvyiizehcwbrhofpynbiducwpihvdnqecficabqialrmvavmzcmuege,Vpncsisq,Regina,U,76695.0,CA,3441452.0
hwnmjeezyolwjzjxrerqi,United States of America,4.0,9.0,20.0,756.0,pfiaq,1-329-183-8034,,,O,orf9388,Zhcajnhbrckefeqxnvp,Visteon,m,PNSBCWQNVPQLQIJHEUNORRWWFSCSCBASRMKHLJOJVHTEWDPJNLSWNIBRRTSJF,orfqcufybbdwiuob,Columbus,M,169740.0,Ontario,3472455.0
