prospect_AgencyID,prospect_AddressLine2,prospect_AddressLine1,prospect_OwnOrRentFlag,prospect_NumberCreditCards,prospect_State,prospect_Gender,prospect_MiddleInitial,prospect_Age,prospect_Phone,prospect_Employer,prospect_Income,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_CreditRating,prospect_NetWorth
MCK3429,,12066 royalton court,R,9.0,CO,F,,30.0,1-876-021-6527,United Parcel Service,462010.0,5.0,0.0,U,790.0,3976058.0
Sza3430,,15213 parsons rue,O,6.0,SD,m,E,,1-582-814-5216,Freescale Semiconductor,,5.0,1.0,S,574.0,3357165.0
Dim3431,,16597 kingsbridge avenue,O,9.0,Newfoundland,C,,67.0,1-486-847-9251,Hanover Insurance Group,56637.0,0.0,0.0,D,470.0,355063.0
Lor3432,,1879 arcana lane,R,0.0,MA,,,0.0,1-006-551-3682,Dollar General,387657.0,,5.0,S,636.0,2108493.0
WHY3433,,4462 pace crescent,R,8.0,VT,V,H,37.0,1-698-624-4066,Celanese,336501.0,3.0,2.0,M,467.0,2515723.0
Sur3434,,17752 6th south,,6.0,OH,,,22.0,1-378-454-3246,Priceline.com,397967.0,5.0,4.0,M,544.0,3370427.0
His3435,,863 garner avenue,R,0.0,MT,m,,81.0,1-139-858-2127,Computer Sciences,233439.0,5.0,5.0,U,460.0,3631426.0
Lau3436,APT. 876,10666 travis west,R,0.0,MT,,,73.0,1-485-506-2309,New Jersey Resources,496663.0,5.0,2.0,M,,3317103.0
tom3437,,3261 henderson south,O,1.0,IL,m,T,6.0,1-534-999-7041,,60476.0,2.0,2.0,M,786.0,769705.0
HAG3438,,23348 MISTY BOULEVARD,O,8.0,AR,F,Q,88.0,1-928-055-1680,J.M. Smucker,41472.0,1.0,,M,820.0,1341885.0
Tra3439,,11673 highland park court,O,5.0,RI,f,E,50.0,1-401-220-3365,Chesapeake Energy,220241.0,5.0,5.0,U,502.0,2018893.0
gar3440,,22461 morton east,O,5.0,IA,,M,40.0,1-776-198-1341,Navistar International,127671.0,0.0,3.0,,401.0,3099135.0
bug3441,,24160 star drive,O,3.0,IN,,V,39.0,1-055-659-1742,Cognizant Technology Solutions,165530.0,4.0,4.0,M,786.0,613433.0
Hut3442,Suite 169,15832 starling south,O,,DE,m,,58.0,1-553-030-7909,J.C. Penney,202553.0,0.0,,S,461.0,610752.0
Mil3443,,5083 hunt drive,O,4.0,NJ,m,,59.0,1-954-628-1107,Wal-Mart Stores,102601.0,5.0,5.0,M,609.0,313979.0
DRA3444,Apt. 733,5755 bluff road,O,8.0,KY,m,,66.0,1-839-139-1478,Great Atlantic & Pacific Tea,4092.0,3.0,4.0,U,802.0,562184.0
Ste3445,,17536 frostwood crescent,O,7.0,MI,m,T,25.0,1-221-821-0120,Wal-Mart Stores,385353.0,5.0,1.0,U,771.0,
MCN3446,,22785 peachtree boulevard,O,3.0,Nova Scotia,M,,74.0,1-880-302-8602,Citigroup,91654.0,,5.0,D,304.0,1573999.0
ast3447,,19332 PAINT ROCK AVENUE,O,0.0,NM,m,W,38.0,1-888-820-6652,Target,352098.0,4.0,3.0,U,361.0,2389531.0
Par3448,,11850 bellbrook way,R,6.0,TN,,C,72.0,1-610-025-3531,Morgan Stanley,202346.0,4.0,1.0,M,696.0,2691101.0
Cla3449,,21663 emmonds road,R,0.0,AL,m,,76.0,1-395-721-9973,XTO Energy,70674.0,3.0,1.0,U,744.0,2874911.0
Yu3450,,15778 will ross road,O,0.0,DE,M,,60.0,1-743-918-8475,Wyndham Worldwide,359618.0,5.0,3.0,M,747.0,1226396.0
Agh3451,,11309 AMSTERDAM SOUTH,O,5.0,MO,,,96.0,,Dynegy,278614.0,2.0,3.0,,580.0,670818.0
atl3452,SUITE 471,9109 western way,R,3.0,VA,m,,31.0,1-292-017-1846,Health Management Associates,177340.0,,1.0,M,626.0,83619.0
Par3453,,8550 briggs avenue,U,4.0,GA,f,,27.0,1-067-212-4526,ON Semiconductor,438344.0,3.0,4.0,,554.0,1858744.0
Gun3454,apt. 792,8726 shiner lane,R,3.0,MO,m,,69.0,1-097-113-5005,FMC Technologies,134648.0,0.0,4.0,M,778.0,3440082.0
COR3455,Apt. 615,9109 WESTERN WAY,R,10.0,OK,,,62.0,1-820-175-8238,Intel,390523.0,5.0,3.0,S,344.0,771572.0
WHI3456,,17576 alpine west,R,2.0,SC,f,N,,1-834-531-6207,Regis,196837.0,1.0,0.0,M,460.0,2200796.0
Vid3457,,8108 dewey park,O,7.0,WY,f,,90.0,1-498-920-6339,,57061.0,2.0,2.0,M,738.0,
lef3458,,9513 lancaster east,O,,CA,,,23.0,1-361-748-2865,Brunswick,6289.0,5.0,5.0,S,384.0,1638694.0
KLI3459,,7075 glen loch drive,,8.0,AL,m,,8.0,1-031-420-3870,AptarGroup,244074.0,3.0,3.0,S,476.0,966497.0
Gro3460,,20808 flint river lane,O,4.0,HI,,,37.0,,United Technologies,59165.0,3.0,3.0,M,815.0,2287787.0
Dem3461,,20870 charthouse lane,O,8.0,NJ,M,,18.0,1-976-508-3560,MGM Mirage,243695.0,4.0,1.0,U,459.0,1238475.0
dra3462,,5385 young west,O,5.0,MS,M,,86.0,1-458-551-4367,Precision Castparts,,3.0,3.0,M,819.0,
GAB3463,,24674 windchime court,R,9.0,Alberta,F,,68.0,1-267-230-1749,Broadcom,436863.0,0.0,2.0,U,561.0,2489420.0
Vil3464,,7871 HICKORY STREET,O,0.0,SC,m,J,13.0,1-004-682-7468,McDonald's,307862.0,1.0,3.0,U,849.0,3488808.0
Sie3465,,6420 crestmere east,O,1.0,UT,M,,47.0,,,253766.0,5.0,3.0,M,529.0,3941286.0
pat3466,,8428 roberts way,U,2.0,MA,f,Y,59.0,,Lennox International,324337.0,5.0,1.0,S,528.0,2648779.0
Rio3467,,22986 norfolk lane,R,10.0,MA,,,29.0,1-457-187-4951,,471478.0,2.0,5.0,D,424.0,2413294.0
Eas3468,,11630 archer west,O,3.0,MO,F,,100.0,1-946-372-8414,MEMC Electronic Materials,265046.0,2.0,5.0,D,795.0,3108332.0
ANG3469,,11030 CAPITAL BOULEVARD,R,1.0,Quebec,,,13.0,1-425-227-2556,JohnsonDiversey,170818.0,1.0,4.0,U,497.0,2258909.0
UPS3470,suite 225,3262 katherine north,O,6.0,AK,,,,1-896-664-1048,Exterran Holdings,381219.0,5.0,1.0,U,509.0,2752061.0
Ris3471,,15832 starling south,O,2.0,MD,F,,1.0,1-317-422-9304,Amkor Technology,124125.0,5.0,0.0,U,362.0,3171540.0
pan3472,,2518 LARNER UPPER,O,3.0,WI,,,27.0,,Zale,24939.0,5.0,1.0,U,838.0,3465303.0
ALM3473,,22386 spanish river lane,O,7.0,IL,F,,85.0,,Prudential Financial,440300.0,0.0,3.0,U,691.0,1380588.0
loc3474,,5798 belt line park,O,6.0,SC,,,50.0,1-512-373-0941,Google,59201.0,5.0,5.0,D,846.0,3737218.0
Nei3475,,8074 euclid way,O,7.0,RI,,,86.0,1-711-700-8101,Stanley Works,319094.0,2.0,3.0,M,426.0,650356.0
Bea3476,,1630 LAMBOLL CRESCENT,O,10.0,OH,m,,10.0,1-458-978-8866,,135872.0,2.0,4.0,,359.0,1118449.0
LAF3477,,287 woodland park court,O,0.0,Newfoundland,,,60.0,1-746-254-8540,Nacco Industries,273547.0,5.0,1.0,S,716.0,297187.0
Sep3478,,17815 chalmers court,O,3.0,OK,F,,19.0,1-463-560-5276,Air Products & Chemicals,131317.0,4.0,4.0,M,661.0,977326.0
Sim3479,,1989 FRAILING AVENUE,O,5.0,ME,,,66.0,1-145-566-6115,KAR Holdings,5637.0,,0.0,,,2069853.0
tih3480,APT. 245,2604 CURRY BOULEVARD,O,2.0,British Columbia,F,O,74.0,1-338-863-3620,NVR,364135.0,4.0,,S,747.0,471995.0
LIG3481,Suite 7,19649 carnation north,O,3.0,RI,M,,13.0,,Mercury General,292768.0,0.0,3.0,S,838.0,1908444.0
DIL3482,,23276 DILLBECK UPPER,O,6.0,AR,,B,38.0,1-091-269-1188,Dillard's,228700.0,0.0,4.0,M,356.0,1589402.0
Mcc3483,,5714 furth drive,O,6.0,RI,M,,82.0,1-298-339-9518,CF Industries Holdings,300707.0,5.0,,S,819.0,3016346.0
otw3484,,19995 basswood rue,R,0.0,NE,M,J,73.0,1-186-446-7845,Supervalu,61680.0,5.0,2.0,W,727.0,3675600.0
BOU3485,,23318 grandview street,O,4.0,Prince Edward Island,f,Q,29.0,1-927-532-3163,Intuit,263790.0,0.0,2.0,W,402.0,789720.0
Fal3486,,4302 hancock lower,,6.0,NM,,,1.0,1-842-072-1990,Eastman Kodak,158790.0,3.0,3.0,,374.0,1888198.0
MAU3487,,21286 greenlawn rue,O,10.0,Prince Edward Island,,,35.0,1-313-961-9044,Mutual of Omaha Insurance,29607.0,3.0,2.0,S,388.0,2111067.0
Wal3488,,17676 rusk street,U,,VT,,J,54.0,1-042-780-6972,Jack in the Box,,0.0,2.0,M,601.0,
Pla3489,,12470 meadow haven east,O,1.0,Quebec,m,,52.0,1-495-369-0040,A.O. Smith,457408.0,2.0,,M,351.0,1009803.0
ser3490,,10033 lake upper,R,1.0,OR,F,N,57.0,1-859-688-3938,RadioShack,145260.0,1.0,0.0,M,824.0,3894610.0
DYN3491,,583 planters wood avenue,O,6.0,RI,F,F,34.0,1-296-603-1391,Best Buy,310279.0,4.0,3.0,W,698.0,1804864.0
Mcv3492,,2494 tosca road,O,7.0,OK,F,T,39.0,1-486-026-1629,Great Atlantic & Pacific Tea,339015.0,4.0,5.0,D,837.0,1508994.0
edg3493,,20215 nealy avenue,R,0.0,UT,,,90.0,1-988-531-3030,Aramark,235655.0,2.0,4.0,M,463.0,2036988.0
VON3494,,19295 sweeney road,O,8.0,SD,M,,13.0,1-002-528-9634,Black & Decker,414965.0,1.0,1.0,D,323.0,2578252.0
STA3495,,24048 crestmere lane,R,1.0,Nova Scotia,M,,94.0,1-237-814-6534,Hovnanian Enterprises,161263.0,4.0,4.0,S,312.0,3513822.0
LEV3496,,16660 kelvin park,O,8.0,AK,,,83.0,1-383-524-5158,Valspar,478013.0,2.0,2.0,D,,94604.0
FOR3497,,18751 LYLE AVENUE,O,3.0,Newfoundland,,,34.0,1-697-311-4832,Trinity Industries,,3.0,5.0,U,703.0,421335.0
Ren3498,,24130 sunscape crescent,O,10.0,TN,,,22.0,1-405-395-8488,Harsco,457832.0,,4.0,M,767.0,2443840.0
SEA3499,,21261 5th park,O,9.0,HI,M,,60.0,1-833-466-6094,,125723.0,3.0,1.0,M,522.0,3177200.0
Cos3500,,931 linwood lane,O,6.0,MI,,X,,1-548-723-6103,Alaska Air Group,191287.0,2.0,3.0,S,835.0,338056.0
TOR3501,,18968 6TH STREET,R,3.0,Saskatchewan,h,K,83.0,1-229-146-4857,SunTrust Banks,380206.0,2.0,5.0,M,702.0,2752034.0
Pin3502,,9375 wood south,O,1.0,GA,F,D,54.0,1-875-662-5783,Reynolds American,489259.0,3.0,0.0,M,583.0,207207.0
Fev3503,,14821 nealy crescent,O,8.0,MI,M,,84.0,1-568-928-3347,Public Storage,153948.0,,1.0,,655.0,710738.0
Ley3504,,11436 CRESTLINE EAST,O,5.0,SD,,,10.0,1-127-894-1436,Mylan,243639.0,3.0,4.0,U,371.0,332775.0
Ten3505,,14633 curry rue,O,1.0,OK,,,14.0,1-741-940-5593,Weyerhaeuser,17247.0,2.0,3.0,D,783.0,2223034.0
Jaq3506,,23229 SUMMER STREET,O,3.0,MO,,F,35.0,1-685-792-0382,Virgin Media,196902.0,0.0,1.0,U,316.0,2302008.0
Sea3507,Apt. 355,3668 dolores way,,3.0,MS,,,94.0,,Hasbro,276194.0,0.0,5.0,S,427.0,2492000.0
Jel3508,,7000 ansley lane,O,0.0,IN,,,14.0,1-342-800-1550,,200061.0,1.0,5.0,W,432.0,750317.0
dal3509,,13388 MARCUS WAY,O,1.0,ID,F,,7.0,1-539-882-5300,Arrow Electronics,,5.0,0.0,U,,2433542.0
ZIN3510,,10010 ALONZO LANE,U,2.0,MT,,P,41.0,1-466-176-8867,Duane Reade Holdings,56046.0,1.0,5.0,M,442.0,3242324.0
Fra3511,,6092 worthington east,O,5.0,LA,m,,51.0,1-208-650-0074,Tenneco,,5.0,3.0,S,578.0,30664.0
Eno3512,,4529 NOTINGHAM CRESCENT,O,10.0,RI,F,B,44.0,1-077-842-2494,Williams,196660.0,1.0,3.0,M,534.0,2877020.0
Deb3513,,926 nolan drive,O,5.0,WA,F,,23.0,1-428-308-4116,Wesco International,261790.0,1.0,4.0,U,593.0,3508278.0
ful3514,,6165 alicia south,O,2.0,Quebec,,,73.0,1-176-364-0796,BMC Software,187176.0,1.0,0.0,M,587.0,2137032.0
VAN3515,,24990 conier park,O,5.0,DC,,D,67.0,1-357-278-1918,,117208.0,2.0,3.0,D,621.0,2909341.0
Mai3516,,23563 STONEHILL STREET,O,10.0,WI,f,,81.0,1-138-749-0785,Brunswick,254242.0,5.0,1.0,M,799.0,429687.0
Art3517,apt. 398,18992 polaris drive,O,10.0,OR,M,,68.0,1-520-911-8399,AGCO,411016.0,1.0,0.0,W,629.0,3550282.0
BAS3518,,20000 forest crescent,R,5.0,FL,,X,62.0,,Lam Research,430902.0,1.0,1.0,U,830.0,435520.0
HAD3519,,4139 pace lower,O,7.0,MT,,,99.0,1-122-738-8813,Kroger,43779.0,1.0,1.0,D,,3082166.0
MTC3520,,23517 lenox upper,O,2.0,CA,,,43.0,1-979-920-9646,Pride International,355483.0,1.0,2.0,M,353.0,1988684.0
Gho3521,,23361 stonehill way,O,8.0,Quebec,,D,50.0,1-302-066-8020,Symantec,182949.0,2.0,4.0,D,646.0,1257292.0
Por3522,,16983 flagler drive,R,2.0,GA,,,73.0,1-135-075-6120,Liz Claiborne,323125.0,1.0,1.0,U,738.0,378210.0
Whi3523,,3000 RIVER PLACE LOWER,R,5.0,NH,,,,1-037-149-1086,Kelly Services,,5.0,2.0,S,659.0,2366756.0
Yon3524,,19106 brielle way,U,4.0,MT,m,,37.0,1-352-443-5913,Regis,384701.0,4.0,5.0,D,611.0,555843.0
Key3525,,16601 wayside south,R,8.0,FL,M,W,36.0,1-578-618-6854,MetroPCS Communications,82703.0,1.0,,,601.0,3022182.0
BRA3526,,19171 meyers east,O,9.0,ID,m,,68.0,1-440-644-7190,Ameriprise Financial,,1.0,2.0,M,841.0,1119543.0
Flo3527,,8116 MARTIN UPPER,O,3.0,RI,,,85.0,1-777-639-8723,Intuit,205148.0,1.0,1.0,M,603.0,
MCC3529,,6496 panther creek upper,O,2.0,CT,,M,,1-291-226-2554,Spherion,10521.0,3.0,0.0,,303.0,939089.0
vel3530,,22077 bledsoe north,U,5.0,New Brunswick,,,34.0,1-749-788-5718,ServiceMaster,348279.0,1.0,,S,496.0,3443557.0
GOP3531,,17819 archer east,O,2.0,NH,f,,46.0,1-306-339-1494,Plains Exploration,68356.0,5.0,2.0,M,442.0,3422350.0
OZI3532,,6967 mcgill avenue,R,4.0,SD,,,95.0,1-963-464-2686,Curtiss-Wright,,1.0,1.0,M,390.0,
Sch3533,,12977 turtle creek rue,O,,MN,,,20.0,1-172-605-3783,Eagle Rock Energy Partners,261884.0,1.0,0.0,S,420.0,2018601.0
LAR3534,APT. 189,14526 SAXON WEST,O,7.0,Saskatchewan,,U,23.0,1-976-700-1826,Group 1 Automotive,401212.0,0.0,1.0,M,492.0,940008.0
des3535,,22501 PEARSON NORTH,O,2.0,IL,,,82.0,1-834-624-6378,Cisco Systems,207614.0,2.0,5.0,M,371.0,806461.0
rag3536,,453 river terrace west,U,0.0,MT,,,83.0,1-884-002-9757,Reliance Steel & Aluminum,374409.0,0.0,4.0,M,374.0,2610879.0
mir3537,,2451 KNOWLES STREET,O,3.0,MD,m,,84.0,1-252-986-8871,Airtran Holdings,495476.0,3.0,5.0,S,395.0,2164020.0
CYT3538,,6264 mills lower,O,5.0,SC,,,68.0,1-751-644-6500,AECOM Technology,126654.0,0.0,2.0,W,471.0,2645544.0
Lig3539,,923 humble lower,R,2.0,Ontario,F,L,83.0,1-340-776-0296,StanCorp Financial,484978.0,5.0,1.0,M,520.0,1066216.0
BUE3540,,1782 brielle north,U,1.0,IA,M,,100.0,1-260-363-3343,Smithfield Foods,107781.0,4.0,0.0,U,691.0,780436.0
mai3541,,453 river terrace west,U,8.0,AK,M,,37.0,1-678-734-4872,Best Buy,454159.0,0.0,4.0,M,835.0,3302794.0
gub3542,,14776 st. phillip court,R,10.0,MA,F,U,44.0,1-564-234-0683,Amerigroup,255116.0,4.0,0.0,M,370.0,1367899.0
Cha3543,,5397 gessner drive,O,6.0,IA,,,55.0,1-715-169-7848,,111357.0,0.0,2.0,U,464.0,413934.0
Lop3544,,16119 penmar north,U,0.0,TX,,,68.0,1-185-925-7643,Helix Energy Solutions Group,357380.0,1.0,5.0,S,358.0,3266963.0
CIA3545,apt. 816,8680 bagby court,O,9.0,KY,M,,62.0,1-828-704-0829,Beazer Homes USA,379936.0,0.0,0.0,D,513.0,945953.0
RYN3546,,16942 summer crest crescent,O,,Manitoba,F,P,52.0,1-435-316-6860,Kindred Healthcare,113730.0,2.0,,S,439.0,2258809.0
Ash3547,,9205 burton rue,O,10.0,WY,,J,3.0,1-563-464-4375,Smurfit-Stone Container,262475.0,0.0,5.0,D,449.0,3094300.0
See3548,,19171 meyers east,O,2.0,CT,,,94.0,1-511-784-1541,Kohl's,440630.0,1.0,5.0,M,538.0,3594007.0
FIS3549,,16415 four winds crescent,U,1.0,ID,F,V,82.0,1-310-703-9590,,159977.0,0.0,5.0,M,644.0,2040543.0
Zur3550,Apt. 336,9575 whistler park,O,1.0,Prince Edward Island,m,,23.0,1-696-458-7087,Exterran Holdings,38891.0,4.0,4.0,M,726.0,
Nel3551,,5409 pemberton crescent,U,,MT,f,,84.0,1-390-877-2615,Int. Flavors & Fragrances,200581.0,2.0,0.0,D,365.0,79859.0
hya3552,Apt. 410,10232 OAK HILL WEST,O,0.0,British Columbia,,,94.0,1-481-616-7444,Pitney Bowes,477250.0,0.0,0.0,U,399.0,2711714.0
Fre3553,,12158 BRINKMAN LANE,O,,TX,F,,5.0,1-815-999-3224,Newmont Mining,395585.0,1.0,0.0,S,494.0,1318621.0
FEI3554,,22650 marathon west,O,5.0,ID,f,,42.0,1-475-054-9356,General Cable,67533.0,1.0,3.0,M,379.0,
Rod3555,,23211 wood boulevard,O,10.0,TX,,E,56.0,1-228-783-8278,New Jersey Resources,373325.0,2.0,2.0,M,486.0,1276869.0
Col3556,,2416 fleet court,O,0.0,PA,M,,41.0,1-380-454-4822,Goodrich,253702.0,3.0,4.0,S,616.0,2510876.0
Lab3557,,10177 PECOS CRESCENT,O,7.0,NC,M,,25.0,1-019-623-5155,Tesoro,119457.0,4.0,2.0,S,,1518487.0
YU3558,,12036 chennault drive,O,8.0,AK,,,15.0,1-331-250-6563,Patterson-UTI Energy,378486.0,3.0,1.0,W,743.0,3278102.0
Hag3559,,17026 durand north,U,4.0,AK,m,,11.0,1-965-277-6511,Casey's General Stores,199941.0,0.0,4.0,D,451.0,828014.0
kni3560,,9182 TRAVIS BOULEVARD,R,10.0,Newfoundland,,,1.0,1-867-023-8578,Kroger,465009.0,2.0,5.0,U,784.0,1246677.0
Pre3561,,23065 SUMMER CREST CRESCENT,O,6.0,New Brunswick,f,S,96.0,1-160-856-0954,Visteon,90779.0,1.0,5.0,M,483.0,1210015.0
pin3562,,7648 peach upper,O,9.0,New Brunswick,m,,15.0,1-632-781-0735,Sally Beauty Holdings,102642.0,,1.0,S,615.0,3675692.0
PAT3563,,6450 lemming rue,R,8.0,Prince Edward Island,,,84.0,1-935-263-5334,Dillard's,413028.0,3.0,,S,631.0,1827140.0
Tou3564,,4824 sheppard way,O,5.0,AK,,,85.0,1-570-448-1876,Discovery Communications,323812.0,4.0,0.0,M,782.0,2645224.0
nab3565,,7343 SAXON RUE,O,4.0,OR,f,F,36.0,,CSX,374798.0,5.0,1.0,D,825.0,3469329.0
Scu3566,,19615 ingersoll rue,O,3.0,MD,,,96.0,1-336-314-4440,Dresser-Rand Group,80796.0,,4.0,U,564.0,2113282.0
woo3567,,18582 PERIMETER BOULEVARD,O,9.0,SD,M,,42.0,1-654-106-6842,Anixter International,249352.0,2.0,5.0,W,484.0,1073250.0
BLA3568,,3778 LAKEVIEW WEST,O,4.0,NY,m,,38.0,1-446-888-9870,DST Systems,485106.0,,0.0,S,548.0,
ban3569,,10970 HAWKINS RUE,O,1.0,OH,,,31.0,1-273-925-1457,Harman International Ind.,156117.0,2.0,1.0,M,745.0,3439033.0
gia3570,,18947 fresco lane,O,,FL,,,38.0,1-335-984-3257,Consol Energy,481057.0,5.0,4.0,M,332.0,1023516.0
hen3571,,6967 MCGILL AVENUE,O,2.0,New Brunswick,m,L,24.0,1-225-583-7681,J.C. Penney,350615.0,2.0,3.0,M,402.0,2453594.0
SWI3572,,9400 juniper west,,9.0,Prince Edward Island,,W,8.0,1-823-315-1843,Fastenal,63862.0,3.0,3.0,U,415.0,3106263.0
dav3573,,20263 APOLLO DRIVE,O,4.0,DC,m,,60.0,1-444-401-5405,Lincoln National,224529.0,5.0,4.0,S,627.0,3315581.0
Byk3574,,21064 NOLAN WEST,R,7.0,Newfoundland,,Y,32.0,1-411-173-4729,CB Richard Ellis Group,249398.0,3.0,4.0,S,758.0,2229667.0
Win3575,,3312 PLUMMER STREET,O,9.0,CA,m,,90.0,1-166-358-7050,Auto-Owners Insurance,201020.0,3.0,5.0,,842.0,2202803.0
san3576,,10585 JENSEN PARK,O,10.0,NE,,B,75.0,1-580-623-9675,Centex,345133.0,4.0,0.0,S,452.0,86609.0
Hol3577,,20506 ardmore street,R,1.0,IA,M,,88.0,1-353-442-3742,Harrah's Entertainment,272041.0,0.0,1.0,M,480.0,3663817.0
DOC3578,,11833 applewood east,R,2.0,NV,,,69.0,1-683-927-2200,,29295.0,5.0,0.0,D,352.0,3268068.0
pas3579,,2674 cormorant upper,O,2.0,AZ,,A,6.0,1-228-816-3259,,428393.0,0.0,5.0,W,,1325490.0
Jer3580,,12635 olympia east,O,8.0,ND,,,37.0,1-936-920-1678,Newfield Exploration,260053.0,1.0,2.0,S,558.0,2031302.0
Gar3581,,19560 weller boulevard,O,9.0,Alberta,m,J,100.0,1-007-453-6346,Molex,432974.0,2.0,1.0,S,725.0,401346.0
Liv3582,SUITE 476,24555 rexford north,R,0.0,SC,F,,,1-228-382-4709,Lithia Motors,188170.0,5.0,4.0,M,405.0,1690008.0
Pat3583,APT. 803,4349 royal south,O,5.0,FL,,K,69.0,1-078-550-1785,First Horizon National Corp.,128545.0,4.0,,M,576.0,79069.0
Pil3584,,11117 archer park,O,0.0,IA,,,55.0,1-093-404-4076,Belk,95966.0,3.0,1.0,M,753.0,60242.0
OLS3585,,11183 COUNTRY SOUTH,O,5.0,NC,,,17.0,1-982-600-0326,Priceline.com,189137.0,3.0,5.0,M,845.0,1992252.0
kro3586,,931 vendo street,O,4.0,OH,,,68.0,1-067-512-5546,Black & Decker,11177.0,5.0,2.0,W,804.0,1320719.0
BUR3587,,8157 puckett court,O,5.0,TX,,B,32.0,1-946-460-5278,Airtran Holdings,53184.0,3.0,0.0,S,533.0,726145.0
rem3588,,19068 coventry park,U,3.0,Manitoba,,,80.0,1-469-841-0566,Dole Food,488031.0,3.0,3.0,W,554.0,1131982.0
GIR3589,,17442 tallowood upper,U,3.0,WI,,,84.0,1-699-433-5592,Cameron International,35472.0,,5.0,U,314.0,3712622.0
KRO3590,,292 sakowitz road,R,1.0,NM,,U,37.0,1-846-499-7426,Cummins,85953.0,4.0,4.0,M,440.0,1348543.0
Mok3591,,5677 lexington south,O,9.0,OR,,,54.0,1-935-197-5670,Holly,75205.0,5.0,5.0,M,700.0,3226395.0
jan3592,,11323 clifton east,O,5.0,AL,f,,28.0,1-313-092-5482,Frontier Communications,35929.0,4.0,1.0,W,648.0,3305190.0
Mis3593,,20340 lombard crescent,O,8.0,WI,M,F,71.0,1-443-346-8005,Nucor,274733.0,2.0,,U,528.0,85085.0
Mar3594,,23667 parkwood way,O,0.0,MN,F,,75.0,1-489-028-9100,Agilent Technologies,258645.0,1.0,4.0,S,728.0,978404.0
BAR3595,,7788 holmes east,R,9.0,OH,M,,24.0,1-300-376-1697,Cisco Systems,375231.0,4.0,0.0,M,709.0,2197413.0
DIO3596,,18978 mulberry road,U,10.0,Newfoundland,,,65.0,1-960-191-8097,Oil States International,,1.0,1.0,W,521.0,1244375.0
Wik3597,,453 RIVER TERRACE WEST,O,6.0,CT,m,,2.0,1-446-677-0905,Coca-Cola Enterprises,462859.0,4.0,1.0,S,722.0,1701956.0
GOD3598,,19443 RIDGELEA LOWER,O,7.0,MA,m,,89.0,1-124-295-6390,Marshall & Ilsley Corp.,196035.0,2.0,5.0,M,338.0,2608387.0
WUR3599,,1253 KINGSBRIDGE UPPER,U,7.0,AZ,M,P,94.0,1-442-722-5010,Beazer Homes USA,310983.0,5.0,0.0,M,656.0,936175.0
Kot3600,,23563 stonehill street,U,3.0,Newfoundland,,,95.0,1-781-407-6004,KeyCorp,226498.0,1.0,5.0,U,478.0,2307500.0
Las3601,,833 WAKEFOREST CRESCENT,R,1.0,OK,b,,73.0,1-508-275-8812,Best Buy,391261.0,2.0,1.0,U,447.0,73903.0
SEV3602,,14255 EUCLID DRIVE,O,9.0,Prince Edward Island,,E,3.0,1-522-089-5795,BE Aerospace,22290.0,5.0,0.0,M,721.0,2388062.0
Yon3603,,24277 pico upper,O,6.0,VA,,,,1-390-652-3354,Applied Biosystems,205437.0,1.0,0.0,M,519.0,170776.0
kib3604,,9023 tamarind rue,O,10.0,KS,,,56.0,1-945-243-6717,Newfield Exploration,165843.0,3.0,4.0,D,626.0,3870861.0
Kib3605,,6049 century way,O,,IA,M,,26.0,1-011-610-3792,American Financial Group,498007.0,,4.0,M,379.0,2821319.0
Ens3606,,23131 clint way,R,2.0,NJ,,J,69.0,1-873-201-2693,Fidelity National Information,428185.0,1.0,,,474.0,2166860.0
Lys3607,,19424 verde street,R,10.0,Saskatchewan,f,,13.0,1-647-066-1192,Plains Exploration,73149.0,1.0,2.0,M,820.0,1591835.0
BAL3608,,2308 BALTIC ROAD,O,2.0,CO,F,E,62.0,1-498-584-5971,Principal Financial,227225.0,5.0,5.0,M,531.0,3012910.0
Cha3609,,214 nolan road,O,1.0,TX,f,,88.0,1-157-268-0538,American International Group,,5.0,2.0,U,834.0,2466039.0
bro3610,,19483 franz boulevard,O,8.0,CO,F,E,91.0,1-242-043-1963,,81814.0,3.0,1.0,W,431.0,336001.0
Rut3611,,8767 graves boulevard,O,3.0,MA,m,,70.0,1-170-725-5683,Solutia,25071.0,3.0,5.0,W,319.0,75929.0
Kol3612,,5975 WINSTON PARK,O,7.0,DC,f,,,,Synovus Financial Corp.,164561.0,0.0,2.0,M,655.0,2121700.0
Fer3613,Apt. 264,4895 PARKVIEW COURT,O,1.0,OK,F,A,78.0,1-180-486-2306,Asbury Automotive Group,235479.0,2.0,4.0,W,462.0,2130983.0
HOT3614,Apt. 309,16264 sanders east,O,9.0,TX,f,M,19.0,1-766-388-8279,Sysco,104423.0,4.0,5.0,S,602.0,982587.0
KOO3615,,6177 hunter crescent,O,9.0,RI,,,90.0,1-539-724-2021,Universal,271979.0,0.0,4.0,,333.0,
Cin3616,,17739 summit rue,U,1.0,MA,,,78.0,1-098-574-0272,Weis Markets,111093.0,4.0,5.0,U,786.0,765662.0
Rey3617,,19219 cape drive,O,3.0,VT,,,52.0,1-252-168-2165,Peter Kiewit Sons',80763.0,0.0,5.0,M,560.0,
Edk3618,,17489 WHISTLER ROAD,O,8.0,CA,F,,52.0,1-602-041-2645,Oshkosh,468186.0,1.0,3.0,U,479.0,1557966.0
