prospect_AgeID,prospect_AdL1,prospect_Ge,prospect_MidIn,prospect_Pho,prospect_In,prospect_NWo,prospect_C,prospect_FiN,prospect_PosC,prospect_Empl,prospect_NumChil,prospect_MaSta,prospect_Ag,prospect_CrRa,prospect_OOReFl,prospect_NumCreCa
Rsz9002,RVUTTRILDPNDHNWRAIHQQNFSE,,,1-299-609-7219,77635.0,,Tucson,giczerfiybfdra,zhpmxlfll,First American Corp.,1.0,W,76.0,619.0,O,3.0
ELW9003,Legnbpmjggosz,,,1-352-792-9668,243507.0,2773249.0,Alexandria,Bkjqpkfqvxckmdsmijfypy,dbgkzdhswxd,Time Warner,5.0,S,31.0,822.0,U,1.0
Kqs9004,Ldtuuhnfhxnumdpjadjqklhkojqiyrxmnybybyelrpaimi,F,,1-617-383-5498,443360.0,813031.0,Columbus,Abxqmyypbirvt,FNPWDIWPMM,Winn-Dixie Stores,0.0,S,0.0,508.0,R,6.0
Rvh9005,MDEBPUCUMUBMGZGQVMYE,,w,1-415-402-8065,205875.0,1351079.0,San Jose,Tnadzzeijhhqeoxakb,Hanpj,HCC Insurance Holdings,0.0,M,21.0,382.0,R,6.0
Kox9006,jzzakudhxudvoqhqiubcqhkwnvxckooz,,d,1-825-311-6084,111986.0,1829906.0,Plano,Bmhlasswx,ijenlamsrvld,Amerco,1.0,S,1.0,534.0,O,5.0
QVQ9007,Uowwocrysvffj,,,1-902-593-5681,279398.0,3535747.0,Biloxi,qpfiv,CBFMRRSTY,PC Connection,5.0,M,72.0,429.0,,0.0
WWF9008,LTRFQREOKHZHTL,,P,1-369-976-3931,65562.0,362641.0,Scottsdale,odiegtelxdi,Igvejgwfxplt,Watson Pharmaceuticals,1.0,W,,389.0,O,5.0
Lxo9009,Ltcqjwdzrnvnfesfodumdztnzhilrsocngavdtqqwyc,,u,1-034-029-9173,425975.0,1498021.0,Houston,wrmqluaddfxv,zgujszxcij,Fidelity National Information,1.0,,69.0,683.0,O,4.0
Yzo9010,Xfpvotqhlwmkqcgxufrpsclvdfpntpr,M,,1-671-489-4121,48549.0,849047.0,Lincoln,EPBKWNFEJC,Ewehv,Manitowoc,0.0,W,,390.0,,8.0
XBY9011,Ukwjholbxrfwzuwavptpxcmydwxnpqpudurnkboyspcj,F,C,1-209-073-4461,298844.0,,Ann Arbor,Ienou,Zevlbvb,Auto-Owners Insurance,4.0,D,,424.0,O,4.0
Yzl9012,JQYGLXQTM,,,1-786-398-2388,157758.0,3947823.0,Rochester,opluejgrykkumrmcum,Oifcl,Rockwood Holdings,1.0,M,12.0,679.0,O,10.0
Kjy9013,IURDYTHXJZOVEOKTNSJBGLXGWPXNOTSETFTROKRDWMGSYGTIXLCAVZXTNIPBNMPIUPC,,L,1-038-370-3753,448843.0,1205937.0,Palmdale,Mwtocxmxrmxzpkkllo,Ghkwzxlhcfx,Spectra Energy,2.0,W,,789.0,R,10.0
Ckk9014,GBSNEVCPJTAAVZHXJPGHUHWFRQDNI,M,K,1-667-388-6633,75455.0,2438018.0,San Diego,Vhwvpzzkbbsqbgpv,iusrkoepecjo,Amerigroup,,W,4.0,562.0,O,1.0
TKE9015,QOWVJYCXCOZNDZNSRSCFJDGRGK,,Y,,347440.0,3490993.0,Oshawa,djptcjhhs,kpuqcdhlyot,U.S. Bancorp,4.0,M,1.0,824.0,O,8.0
Aor9016,Wrtebeqoebsvhhplalwjfbeurajqhrbeglvjmqskgjbbmorfkphfnznljmuftqvgxribkzdkcxlyoj,M,A,1-559-660-6573,80446.0,3251834.0,Rapid City,FAHPQYZ,Yvmmijz,C.R. Bard,2.0,M,65.0,653.0,O,0.0
ZDR9017,Jwhojkqiezlpxdbvzxbqpexhbmcexxrcduogqjixlwfxarlhlvesyxcwdvcpioolqwigwrltneo,F,,1-199-351-6560,232169.0,2696782.0,Salem,Qoerjyrasmmxebanjllaxgelssz,Ncqni,Lowe's,5.0,M,80.0,635.0,O,10.0
zmy9018,pzjkdbaponapxscpcukxgwvbpyucimztwtuehpfwevs,,,1-873-008-7940,34675.0,2215271.0,Berkeley,Jxrwiwxiw,nwamupkmaet,MDU Resources Group,0.0,U,72.0,643.0,R,4.0
Nrg9019,Nbfdqqjbepqikqlnzjgrngcfwwcdaitqlsrslg,,,1-581-406-6537,177717.0,1186933.0,Dayton,FDRIPELWAUPZPXFNNOJ,GMNWGU,Rent A Center,4.0,D,45.0,824.0,O,0.0
Lwi9020,ITBCKHKVDOBQIOZHFBVOVVTTWQBSBJTYMQJGCXHIMGKFMYHZHBNRIIMUGBDEQITMZBUPYBOUSWD,M,,1-829-147-5339,238623.0,1157979.0,Kitchener,AEGEYN,Zaukwepneay,,5.0,U,21.0,378.0,O,10.0
Fse9021,Ycynryupzqtbmghvaixewjgrnmjqjnlgqb,M,,1-519-472-2749,208491.0,1045413.0,Lancaster,ikzbskwlfmcjiwbdl,Dddaeeanr,CH2M Hill,3.0,W,20.0,831.0,R,0.0
tst9022,Ktozvfeqopupkzywcpedruyalbgeygyrxsgqziozsqofhauex,,R,1-635-025-8669,423539.0,200600.0,Sydney,qppppmuuuxrpmupkdwfjyqvfyg,Hzskptrpp,Vornado Realty Trust,,S,65.0,668.0,R,8.0
Aca9023,Jornzdaklyri,,B,1-547-011-2401,101953.0,3444099.0,Pomona,Aowhkevqtvsu,Mueohvmswa,Office Depot,4.0,M,72.0,668.0,O,9.0
VVC9024,Tehgryjecqkarg,F,A,1-934-607-0579,,1221233.0,Cincinnati,hngdgruojplshwxrmfxscbw,Hmqpldqweju,,1.0,D,40.0,450.0,U,2.0
nai9025,ocmntqlepawppkjlukxbyomtluzfesjrqidammobpdxczoizttticlxnsqhpakvzjmtkmye,,P,1-631-388-1488,278302.0,902828.0,Quebec,yeyzpbqynxuqvwrwpwfytlex,QXDWPCWNGU,Flowserve,3.0,S,89.0,835.0,O,10.0
Vqz9026,Ptxxlzrymattimv,,G,1-873-989-6311,200492.0,3491043.0,Cheyenne,Czsmma,Mbeopjdkxk,Cytec Industries,5.0,U,17.0,418.0,R,6.0
Ujm9027,SLSVSSTVFEJRTLQTDCVMQWRYYGVRLKSTKBCAPPT,,,1-033-653-6445,216593.0,445764.0,Stockton,JKARSXRKDCMLPUVYCQR,jvveuw,Hanover Insurance Group,4.0,,48.0,800.0,,8.0
bqm9028,lanxs,,y,1-861-237-5303,405947.0,2391815.0,Oklahoma City,Yqvos,uosvsfv,Winn-Dixie Stores,0.0,M,37.0,759.0,O,5.0
IPW9029,Rvainysxmakulruaramqcskmlypiqwvzpfrfanfdyqgvpazgwsncznooyqmzmxhjxblagbtckfa,,,1-864-914-2765,274233.0,1093821.0,Sterling Heights,ngnzahnqaaumzd,KRSTV,Nationwide,,U,68.0,353.0,O,0.0
Uzx9030,Wmlgiinxlzmgjrngwdobgwsaogfqwxqdvxr,,,1-145-922-5285,52192.0,1803498.0,Grand Rapids,usualnewfdfetqphzddqlrqngir,Vaigeqwjg,Republic Services,1.0,U,5.0,731.0,U,9.0
Kcg9031,Axpohkpyeymylfycfbcxtykuyrhxpltctmqkmjopwayrhafltadnrvhnqvodkhrtplhi,,O,1-389-836-8190,,662717.0,San Antonio,Wxjdtwcjuettlutwgprbljeien,Qlppwcyx,Hanesbrands,5.0,M,22.0,585.0,O,8.0
Nmi9032,EPHNNWVNVGVNZOINDMIPJFNOHLABXEYRJBWNJPPRDKRHUDXWKOXKRROCETYARMFCFSW,M,A,1-081-832-3873,,548373.0,Santa Ana,dxrgkrewzvokajzkma,Foydrkfgoa,Bucyrus International,2.0,D,29.0,723.0,O,2.0
VDH9033,DEBSGJFROBATSCGJINNQXMDOFIIXONOINRHINVRYYHMWLUJXBVCLPCHUCTNIQUANMEWNARYRWDSHF,,A,1-329-079-4483,224380.0,1693517.0,Sherbrooke,Npwvvrpmkievkd,nwjdcbqzuq,Lender Processing Services,5.0,W,90.0,796.0,O,1.0
Ovj9034,IKCRCHXBGUKJWMOFZDHTIFFMVVJPIFWVSFGHQERZRRSRSLUPERISYGQQRXCAE,f,K,1-590-510-2676,356649.0,3269891.0,Hamilton,nlirabaanqekdvkuwcpadxd,Yjclg,Domtar,1.0,D,5.0,664.0,O,1.0
Uud9035,bnjmazdblwmiezgvbrgmlejruerjephjwzcrrvparceccfrttedohjaau,,l,1-389-847-1426,436571.0,390005.0,Fontana,Claqpjkbrtfao,Ggwvu,Zions Bancorp.,0.0,D,64.0,,O,9.0
ALJ9036,uargehxgluwsho,,a,1-380-053-2323,272889.0,1014466.0,Hamilton,VEJKQCVSMOFIRODMIGYKBYUK,Bbcqady,Telephone & Data Systems,3.0,W,94.0,644.0,O,7.0
Qdr9037,LQAPAQTVDPXCHVHPCHAPYGGGNFTGOQWCGGBIAMNFJCPPUIBQMRTOFNSR,,W,1-606-598-1769,340611.0,1558896.0,Hilo,xefaxes,TQMPJWZH,Anadarko Petroleum,0.0,W,65.0,765.0,U,9.0
Rhn9038,Wdccztrzlxtpxitokfpzetstgg,M,G,1-106-802-4951,220284.0,3968747.0,Corpus Christi,TNEGCY,Ilgxxw,Chiquita Brands International,5.0,S,78.0,407.0,O,2.0
JFF9039,afwwsxs,m,o,1-872-553-7759,99428.0,3376343.0,Bridgeport,ftbdjgvkrdtmqji,Osgghtpi,Danaher,1.0,D,0.0,452.0,R,3.0
brz9040,Exbrasseeqpq,,,1-345-999-3849,34976.0,771535.0,Columbia,Kesfizllnnjltminniwfsputdlgwk,Eboce,,3.0,M,36.0,747.0,R,0.0
SUB9041,ybztlngjaptwixtyldddydnqkhjidid,M,u,1-305-485-4118,183713.0,,Dawson City,BXOKNGPHJH,Tnfxinbym,Zale,2.0,U,69.0,799.0,R,7.0
Qyc9042,Rhgsbbnfbpywgsrxmqkurkfxljrb,,,1-789-430-0169,356630.0,3426140.0,Oshawa,Nxodxnsooomsusmk,Edulhokbl,Supervalu,1.0,M,78.0,449.0,R,5.0
CXE9043,TCUXCZWQERLMCAYFAOYXGF,M,,1-415-913-6501,331360.0,1604309.0,Cedar Rapids,Wmpfn,,Lowe's,4.0,S,47.0,672.0,O,0.0
lws9044,PZDCJMRREDQPIDYBDRVUFMUQQNXOUTQCRJBUREKFUKZAULKHBYSNJXFJOABBFXSDKTXFEWYZRXYN,,Y,1-975-650-5604,273534.0,1202391.0,Sacramento,prbfkcoxwpflhoslfv,ALQNE,Barnes & Noble,0.0,S,43.0,350.0,O,4.0
Blc9045,Tvykfwtaxdoowyzxjctlwxscwnus,m,Q,1-562-711-1503,472256.0,2563181.0,Kansas City,VHTXDBLOQPZLTMGGBEFXHQMYVVS,Hmgsg,Adams Resources & Energy,2.0,M,4.0,347.0,U,4.0
kel9046,Xfxdtlrfladkwggthiqpsefnnuxigohdksmjhagetdkldsjwap,,e,1-176-238-7058,121915.0,2363654.0,Oxnard,dwiebxdsqiyyxmfrjphsppdrcq,Uyidtfyfsdhv,First Horizon National Corp.,1.0,M,7.0,624.0,O,6.0
yqi9047,ltphslcqkzscmspcfazhtwbraucmisbwphwaptccsrnknwayvnmncterus,m,b,1-832-029-7337,58662.0,1333242.0,Memphis,cfsmuofkjordjrbrecueepmtbp,Fxjrydkmt,ManTech International,5.0,M,44.0,433.0,R,2.0
ZDP9048,Dfsfaiglwcmcwjprwodkamyeswiroyj,,,1-255-063-9344,390926.0,2363869.0,Mesquite,CJOJNSL,YRELMMLD,Hub Group,3.0,M,30.0,754.0,R,3.0
Zgl9049,LGHIMTNYGDQSXUPIBIQOXXOVYASDOVOCJRDABTEW,,,1-566-389-6340,311591.0,2654689.0,Pomona,GLNWMGTKBS,Iikfe,Campbell Soup,1.0,S,32.0,515.0,O,
EOH9050,SFYKPNHJGFTDVVROQIHHGNLDHVKGARDGQJKKIYYWXLBONKCZATXEEFEWEOASUN,M,F,1-468-972-7769,370163.0,1718570.0,Warren,Ldmhavyjlpkbwa,lactlbk,Exterran Holdings,4.0,M,97.0,377.0,R,10.0
kuv9051,fmcxrftfsnmbfngrqdadfhmupevenpkfjgohcrstsbbrqao,,j,1-660-623-6276,217166.0,2275248.0,Des Moines,IDSTDA,Wnesd,Sempra Energy,5.0,M,51.0,442.0,O,7.0
Hes9052,EAZSGVJWLWYXYMAFFOWAKNWYKDAJBZLEEBOFRHJLVW,m,,1-979-753-7274,,2398575.0,Coral Springs,kvsimhijxtzhpdywki,qofquqfwcvrt,Embarq,3.0,M,61.0,448.0,O,6.0
Zqx9053,Jegenuequqlajuc,F,,1-633-493-0577,134976.0,3388009.0,Allentown,Qlywyoyyxbpangiidnpzfem,ekcpo,DirecTV Group,3.0,U,12.0,786.0,O,9.0
tyd9054,Cwdfrjphmnmhqcadbbivoxo,f,g,1-645-461-6717,457421.0,1994676.0,San Francisco,Fwfpdpavpbwcfebyirvdmuwpaoqk,lmvrhfetkkh,SkyWest,3.0,M,42.0,501.0,R,8.0
Dcn9055,Wewzsrhdvukfpyjlpncpixvvyldaxgbjkbzgmzbfgs,,,1-107-122-3193,439921.0,1512099.0,Garden Grove,enuilrhdbtjh,TRUTKSZIOD,Saks,4.0,S,17.0,368.0,R,1.0
GCZ9056,Lrworylpvgsoumvsmdauxeflatxdjzvseeghjtrbnkqmcagljh,,h,1-527-338-9953,484943.0,3879319.0,Nashua,Hlcpsrsrfuj,BKBVLPJI,Mueller Industries,,U,98.0,811.0,O,1.0
pal9057,,,F,1-325-444-4058,3931.0,2650724.0,Sterling Heights,Zhbkluikubrhhlndfio,KEXLA,Virgin Media,4.0,U,12.0,647.0,R,10.0
laj9058,DWSSEKRXKCMFITDVUIVNKBVZVLPNGJPTMURXOIZDPLIKPUKKNQRSBQOZJX,,D,1-100-973-7745,303855.0,2932540.0,Mobile,Ddiwnvlgbsxygsmlypkrvwvwwn,ZNSTEXTR,Brunswick,0.0,S,53.0,590.0,O,3.0
WKW9059,PYJBRXIFCSCF,M,f,1-543-448-1276,390579.0,2537638.0,Lubbock,Wlgckxxifqlzpaszuu,yjxvjb,Vought Aircraft Industries,2.0,M,92.0,413.0,R,7.0
Iey9060,Qfuaxggcnxexzkbzszsdrssmpiaoqrefokeqflefsxrlqlstfsecrptkxlnoliuuevf,,i,1-009-684-3357,353787.0,2419797.0,Portland,Fxiynyiyvbtzblkywleuhrilfmjfe,Arrxhyig,General Growth Properties,,M,74.0,657.0,O,3.0
Dvx9061,diroxxgcrvorvntxqtsbruwdes,,n,1-575-072-2765,197638.0,3120865.0,Mount Pearl,uvdxcfm,Hgryncq,Bio-Rad Laboratories,2.0,S,91.0,675.0,U,2.0
SJS9062,Bxrwdeboiekkwnyrlhkmzlvqqeemudumblohkxiogmtxnsfx,,,1-080-029-2339,75876.0,3782888.0,Hayward,Kacypsmeshodumqup,,Career Education,4.0,D,70.0,619.0,R,5.0
Tpn9063,,m,y,1-373-459-5263,385649.0,839276.0,Tampa,Blbngjylfttlrtzkqrwwodfa,qxtvbfzt,Inergy Holdings,,S,45.0,673.0,R,4.0
Wgd9064,Onatokwylcozhcayxbneofbkozwgudsrzycdjvjojksvwuicamrcs,f,K,1-204-082-1597,54013.0,3086070.0,Edmonton,Tlgqfayx,Labxkmqtkriy,Vought Aircraft Industries,0.0,U,,677.0,,5.0
Xzx9065,EUBFDZMVPGKJ,,N,1-884-040-7471,352671.0,3369642.0,Tacoma,Iofbqznircpzhfhboghaknpwqlh,RTYXGVBTJM,BMC Software,3.0,S,4.0,346.0,O,2.0
Pus9066,REQQJEAXLSPXAPFRJNKBP,M,A,1-442-918-1304,,2911477.0,Dayton,Rytknefuuesl,lxvdqfpjcj,Exterran Holdings,0.0,W,80.0,504.0,,6.0
Tqm9067,kiitlvhpjuhitkwbjatildsqusyodrseavvuzcqvdzqbpytadmjcdukuiifrqpdwmyblqxotwludyj,,,1-389-256-3830,467353.0,3583334.0,Laredo,Ouhvridnbezemrjqcbrvjovohycx,Akghp,Tesoro,3.0,M,34.0,711.0,U,7.0
FNT9068,Khycsiczst,,G,1-226-949-1287,,3171605.0,Yellow Knife,PHZDLCWOZJUSSQCMFKVRQMGALEJ,TDNNF,Baldor Electric,2.0,M,2.0,821.0,O,1.0
zlz9069,wmstaiaexgpbpcfpaecgrvqncpbrljbvclshhtifvjgzgcueuicedvgpwozkgyxmgetmshf,,o,1-287-294-5503,102847.0,,Augusta,Lwxzavrmguykbabntjdlmlbw,tkucc,Buildings Materials Corp.,1.0,M,95.0,483.0,O,0.0
Gjn9070,Fmpjnemjiabsgragmx,f,m,1-066-757-8383,155136.0,2454614.0,Memphis,Xogirrp,qshfzhnjjhk,Masco,4.0,W,92.0,684.0,O,2.0
Exi9071,Tlyspwsdppqglioujajlcjguytnlbnngqwlnuptmnjjpdubvwnhzjfbkcvyhshhhi,,,1-868-197-7645,350615.0,2814752.0,Dayton,bssehwfbuo,Fjbfnkwyk,Symantec,3.0,S,3.0,801.0,U,9.0
Kfh9072,Ksndaaiiio,F,t,1-572-501-3425,256564.0,2386722.0,Winnipeg,WGTLIEHVIIFHMQEXCQVNJBWFNOLBE,ERSAO,Dana Holding,2.0,U,76.0,741.0,O,4.0
FHM9073,Tkaswbaiudljzppltrssxgvmhmjxscdktcvjqohwkuovhimaqmwxnula,M,,1-919-835-6946,393221.0,1764876.0,St. Johns,Wibnewirprgqplygwqgowuxajg,Ivfizpm,,5.0,M,62.0,744.0,,7.0
FCY9074,RRQLHCGQJXLWJECKIUQFSBOHMMXLKPPPV,,D,1-473-992-1561,257831.0,2615328.0,Victoria,jztxzhbhwh,Ufbkukftvbg,,1.0,D,4.0,310.0,O,4.0
nax9075,DRYAYQVMNNTXAWIYWEANBJNNXCVJGNHDDTOAQKZYUPTXAIGUIIUNUPMVZCTBUCGCNOIJJWUTP,f,g,1-851-333-6758,214159.0,3391580.0,Irving,Khlblcvifgpfjocdabgqbbptcilual,stkvmgxqusk,EOG Resources,5.0,S,49.0,590.0,O,7.0
Awg9076,Mldpwfvzyesfmvzlrtustgfrsacqmxllobcqtqskmwbkkuvszmynijqkjeeqvriaiyeiasthbpyy,,,1-640-867-5083,306852.0,3027394.0,Billings,Lmsbafghjfoiuhaasevqnltmxmixbq,Pprndbitt,Retail Ventures,5.0,W,,446.0,O,
BUA9077,Ncytheonautnhlpozdsyxwruyrdsxvknzcjhitxsxkvzkcbjfcon,M,,1-110-646-7688,65222.0,2720766.0,New Orleans,SIZLAOGEQVQIRKQSNPVQI,GPIFAENAKL,Hewlett-Packard,5.0,U,52.0,461.0,O,1.0
ZHQ9078,fcoousrjwnjqwvyjjsmuhjesjf,M,,1-349-628-0712,,2614673.0,Biloxi,wnuluragnlrvdqsjhumio,smizh,Level 3 Communications,2.0,S,33.0,742.0,O,10.0
Gch9079,XKKPWPSUYXQXFHCVFDLTKEDELVGABDVSNHJXBGWCUWXIGZBSJTNHFYCJRVCQ,m,I,1-756-238-8923,82665.0,1851946.0,Mesa,uqmlinoijwznbzihcoilm,Lzibpsbu,Arch Coal,4.0,M,69.0,798.0,,0.0
Zex9080,Uelgjakkjjuhgwawsilpglqhdmehmfzqfdadsgcopheuezvpgbbxszi,,,1-086-992-9966,408469.0,2434597.0,Peoria,LFXMEBPJGZAPMNHLFENYTFQNHTYTKN,,NSTAR,5.0,M,76.0,371.0,O,1.0
moi9081,,,H,1-477-506-8567,,728389.0,Colorado Springs,Jgfztkwqjfaflhex,Uqubzzf,Walt Disney,5.0,M,4.0,475.0,O,6.0
noc9082,Tlaohvntaehfizoekoeugaqhmspofhwdxypuxkokglakxrrsfogbhmx,,B,1-316-309-6226,253501.0,3255082.0,Billings,Iqjtl,Omxdvols,Merrill Lynch,3.0,W,69.0,,O,5.0
Evp9083,pleermrmaldtjxtbpuezkxeumalejldudooanbetmnxxhelozlvnovqnatgd,,,1-634-474-3568,129484.0,2071646.0,Saskatoon,Tdmipllmcmvcinshjkc,Ipleuoqo,Nationwide,,,68.0,370.0,O,2.0
Noq9084,,m,O,1-085-164-1972,,2966387.0,Peoria,xqjpart,Tkpxk,LKQ,3.0,U,43.0,599.0,O,4.0
Cpc9085,Zvwmjvlajqsmtngsgrhttlbacdrzhsxcloneqxlqfasaeayuckavpijemgtlfhpvnljvcjuich,,d,1-892-816-7266,,3849332.0,Oxnard,Anqmslrnbkqp,Lcrfpouordka,Intuit,5.0,S,24.0,359.0,O,9.0
bsx9086,aodpsbl,f,,,183286.0,2584817.0,Los Angeles,Bwijcvmaelrtl,Hcmlfnegomg,Mueller Water Products,5.0,M,76.0,482.0,O,9.0
KBR9087,iabsflhfmnpigkehinoditnhsbg,f,c,1-601-434-0469,307679.0,1141717.0,Baltimore,Blqxhfsml,fxmpsasfu,Fred's,4.0,M,57.0,431.0,O,5.0
Ori9088,,f,I,1-857-345-8085,324935.0,,Anchorage,Jftrvjrdwnsdltawtbsjwlfo,Zhizpkmypl,Pfizer,5.0,M,17.0,823.0,R,0.0
Yep9089,iuvjdqtcvefhopibzud,F,,1-699-092-2187,103312.0,1685550.0,Missoula,wfhpryujgpkuucpocitsgk,vurpvjphkwsc,First Horizon National Corp.,5.0,U,72.0,424.0,O,0.0
Zba9090,fflycezktlhdqkotcgldggpvmncemfcbbjxcvrgoryazzogbcilekqlalugyvrmcefupfyt,,U,1-835-922-7917,289915.0,722484.0,Laredo,pvdpruapyzovbdwkemobnddzs,,Albemarle,2.0,M,98.0,439.0,O,10.0
Kgl9091,fsrccwhgssmlzvbwpizeranpgzmxt,,,1-063-730-2652,31237.0,1758014.0,Waco,Kgnhfxkgnxef,bhrtipm,Corning,3.0,U,11.0,634.0,O,8.0
wge9092,YVMEFAXBRRCKTJEJRDCAD,F,,1-766-865-6032,468473.0,,New York,Skywhphpxuqqfqyxzugcyfdp,UVLLLDKKZD,Wells Fargo,3.0,,13.0,308.0,O,3.0
iqm9093,Vcherzssaxyoawbjrtymiwqqkycppdvdnpgiwzt,,v,1-932-118-6007,341264.0,3804205.0,Seattle,HPQIJBAHTSFYZMC,fcudpfssq,HCA,2.0,S,2.0,426.0,U,10.0
TMP9094,Glwgutidbkmtvkxsavhgqjlavfitpobnsoelmcvvbfihbfrjgotbfqpgefurtedgbefypfxcvmhzl,,,1-337-427-0265,461893.0,309089.0,Sacramento,lfdmeogewcfhdfagtvdfrgliboumtc,gzzayzgdusnw,Norfolk Southern,0.0,S,97.0,580.0,O,9.0
Gzn9095,Llzvfixu,M,a,1-598-611-9957,134034.0,2521415.0,Omaha,ISNZJSJBXAFZRYKSLS,XSHNBKODXGA,Sun Microsystems,5.0,D,45.0,835.0,O,5.0
ERT9096,Lugazqx,,S,1-974-176-6655,469123.0,2990483.0,Louisville,Fnjyvddhqlabivimojtuecefjep,fdgxtrhffehn,Service Enterprise Group,4.0,S,20.0,544.0,R,2.0
SHG9097,,m,z,1-564-317-9383,202723.0,1771252.0,Newport News,Lqovlximeaxngo,Qmlhgchfsjvm,Synovus Financial Corp.,5.0,,23.0,831.0,O,2.0
Nqu9098,Lxfffomuh,m,,1-533-578-2664,191739.0,3812366.0,Fort Smith,DAXCSXFOHSHJJKLDOQFNHCHW,YWHYKXIURTL,Mettler-Toledo International,3.0,M,36.0,798.0,O,6.0
Pum9099,qkcyvgrdflfcehaszeqxddiaxztqqxbgzipexflbhcrdhwtswcamlj,,,1-411-100-5024,80711.0,818691.0,Simi Valley,Xnrbsn,Gljial,Georgia Gulf,3.0,D,23.0,836.0,O,7.0
PVY9100,tfihwggfxaoizpgiqwnygnfemhdlgoa,M,i,1-807-302-9893,440870.0,2235319.0,Fullerton,Xpnnbrxwsahlitqhzjwypepaomewmg,Fwjsmj,ENSCO International,3.0,U,27.0,845.0,O,1.0
taf9101,Nxiqdeyaeuflwatdajptezlrpmdsrgnrfncwoaezbvxrbjdmwbjowvumivsmyf,,,1-981-939-4235,342420.0,3462325.0,Grand Rapids,enaidtrx,Exnesddtui,,5.0,M,10.0,652.0,O,7.0
URA9102,hhfymwsxwesqvdrbfnjzuowwsiphjtiyfezkmacuqcgylinrvnwndmtayiomp,,s,,128907.0,1902291.0,Chicago,Ownso,HNGVXJPO,Charming Shoppes,5.0,S,83.0,530.0,R,5.0
Din9103,Vqmcrlqfbrojrbdyqclclkghtdfrpestdrpa,,,1-210-936-0218,126396.0,2482447.0,Atlanta,hcdthvqiw,Vwjocegn,Autoliv,4.0,D,31.0,786.0,O,6.0
OSI9104,Ncjpfdgqsfbnhtavwgkljsbgwtmmkdoyxabjtmqagousilroayffaliotp,,,1-985-699-0571,121198.0,1045375.0,Dallas,oggymnqkfetoghplkfikwzz,Oiqerf,Iasis Healthcare,,M,50.0,735.0,R,10.0
Wen9105,fzazbuvmpn,,I,1-484-022-8418,304907.0,3945300.0,Fairbanks,Abswhtsiajxijmcrooyaehkskhu,Hnpkr,St. Jude Medical,3.0,S,52.0,766.0,O,10.0
rdy9106,UJSLMMWNHQKBWLGNPSUHGURWYFALKEBZRMWVOLVIH,m,C,1-943-121-0295,301765.0,,Topeka,Bnueekcwzlmalk,Cpcboi,United Technologies,2.0,U,52.0,789.0,R,9.0
HOT9107,Engxbuwxxyzisuyssrcjxwabqbndgsrkufddpwqwtbgkfnxbgqdblzyirkavkaoewpfglikn,,D,,155012.0,3608340.0,Grand Prairie,emvvjecxzuy,Douqcbdvxdt,Barnes & Noble,1.0,S,,446.0,R,5.0
ZBS9108,Vhqcihxwzgbsgmtztxnphrormficyllmztzaaleiaikobyaividkofnnkievjly,,P,1-593-939-4938,75695.0,986216.0,Garden Grove,dhrdehfgknclnip,DQYKEGLRHQF,Amazon.com,4.0,M,95.0,402.0,O,1.0
yhp9109,Drdravqokzzeknhnvabsqqeorucvzijqhofmbswmegfaaoanxeg,,,1-189-115-0925,34885.0,614649.0,Anaheim,Rmhdxa,GDOKHOIRDV,Dynegy,0.0,U,81.0,779.0,R,8.0
Sxw9110,LJBXYSKHWHKZSBWB,,B,1-846-543-7633,219414.0,1581472.0,Shreveport,Kflhefgu,Milbgotbhn,Oneok,2.0,U,62.0,769.0,R,5.0
Spk9111,KGFAFPJOTGVLOTXOIVRWEIBQAARG,f,l,1-331-144-3504,141819.0,1850158.0,Spokane,Packmtxggiqzmagyqourc,INCXPFSYVM,Continental Airlines,4.0,M,71.0,381.0,O,10.0
MON9112,blztuvqekchrfrgqtef,m,o,1-896-680-1025,316250.0,907663.0,Augusta,FQCBJJTBZMLNDQMFTCR,Tdqaasvu,Zimmer Holdings,4.0,M,35.0,397.0,R,8.0
yvx9113,PSEHVBYLTFNYFUPOSJNERTMVNJWZRRNUXBSKPTVQUTJWMJKZIXXTQW,M,,1-386-469-7777,341688.0,2517177.0,Santa Clara,LRETDFGFFNESCNJDVIKZOSNX,Adhtdfsnkko,Alliant Techsystems,3.0,U,27.0,767.0,R,4.0
gde9114,Kxfgtnuloedlfaueyifxiwespymkhiqxq,f,,1-587-576-8425,436350.0,3398489.0,Lansing,Cdpepmqkbjsbhjlkirapohrsam,FDOGI,Continental Airlines,2.0,U,92.0,496.0,O,2.0
Bhr9115,Pupeoanwqarzudngtjyotxkwxkchclwzpzthgfxxmdwfwmrdlbmizyuzgwpfgmpybewkyyl,f,,1-350-139-6259,,3174786.0,Rochester,ufiepnkwokkafeshkvrhvormfh,VIBQEIPQ,Synnex,5.0,M,88.0,343.0,O,10.0
hyu9116,Wpdyxoojoujsvudfsahqbgradrxumprlkpmkmtmbsghdbhkzkpjppowkraloc,,o,1-037-838-3725,428591.0,,Iqaluit,Txcnuxliknasbaip,Bmbygpppd,Alliance One International,4.0,M,91.0,778.0,R,0.0
sip9117,Hgvshefugpowpqirkheahadmywhkg,,U,1-074-244-9036,189661.0,1792924.0,Wilmington,CEEJKWHMASEQLFDRQOCLNFZ,Wqpqglr,R.H. Donnelley,4.0,S,,782.0,O,6.0
