distretto,stato_id,indirizzo2,stato,codice_postale,indirizzo_id,città,telefono,città_id,indirizzo
Bihar,44,,India,60622.0,424,Katihar,987306329957.0,264,1948 Bayugan Parkway
England,102,,United Kingdom,22954.0,589,Southampton,285710089439.0,494,1584 Ljubertsy Lane
Gumma,50,,Japan,61244.0,525,Isesaki,132100972047.0,224,1949 Sanya Street
Shanxi,23,,China,98484.0,265,Datong,276555730211.0,136,1158 Mandi Bahauddin Parkway
São Paulo,15,,Brazil,64964.0,432,Guarujá,419009857119.0,189,259 Ipoh Drive
Pavlodar,51,,Kazakstan,98889.0,80,Pavlodar,896314772871.0,402,602 Paarl Street
Gansu,23,,China,59571.0,172,Jinchang,201705577290.0,240,475 Atšinsk Way
Hiroshima,50,,Japan,52137.0,304,Hiroshima,710603868323.0,205,1635 Kuwana Boulevard
Adygea,80,,Russian Federation,56380.0,351,Maikop,262744791493.0,320,1157 Nyeri Loop
Hawalli,53,,Kuwait,90628.0,238,Jalib al-Shuyukh,630424482919.0,233,346 Skikda Parkway
Slaskie,76,,Poland,4999.0,132,Jastrzebie-Zdrój,973047364353.0,236,1050 Garden Grove Avenue
Jaroslavl,80,,Russian Federation,73431.0,226,Jaroslavl,516331171356.0,235,810 Palghat (Palakkad) Boulevard
Lombardia,49,,Italy,57833.0,444,Bergamo,575081026569.0,70,231 Kaliningrad Place
Northern Cape,85,,South Africa,72192.0,23,Kimberley,272572357893.0,267,1417 Lancaster Avenue
Florida,103,,United States,57338.0,252,Tallahassee,435785045362.0,520,1309 Weifang Street
Fujian,23,,China,30657.0,286,Fuzhou,583021225407.0,175,1308 Sumy Loop
Alberta,20,,Canada,,1,Lethbridge,,300,47 MySakila Drive
Chuquisaca,14,,Bolivia,72736.0,436,Sucre,82619513349.0,501,287 Cuautla Boulevard
Chihuahua,60,,Mexico,91330.0,374,Juárez,561729882725.0,250,433 Florencia Street
Buenos Aires,6,,Argentina,85799.0,327,Bahía Blanca,972574862516.0,45,1427 A Coruña (La Coruña) Place
Khartum,89,,Sudan,80168.0,54,Omdurman,307703950263.0,379,115 Hidalgo Parkway
Illinois,103,,United States,89502.0,280,Peoria,874337098891.0,404,1980 Kamjanets-Podilskyi Street
Chollanam,86,,South Korea,36971.0,241,Naju,792557457753.0,357,647 A Coruña (La Coruña) Street
Kedah,59,,Malaysia,84804.0,311,Sungai Petani,181179321332.0,507,715 São Bernardo do Campo Lane
São Paulo,15,,Brazil,37650.0,359,Santo André,764680915323.0,461,519 Nyeri Manor
Shandong,23,,China,46063.0,277,Yantai,170739645687.0,584,85 San Felipe de Puerto Plata Drive
Esfahan,46,,Iran,53628.0,14,Esfahan,648856936185.0,162,1531 Salé Drive
Changhwa,92,,Taiwan,72394.0,79,Changhwa,251164340471.0,108,1551 Rampur Lane
Michoacn de Ocampo,60,,Mexico,95444.0,154,Hidalgo,632316273199.0,202,781 Shimonoseki Drive
Krasnojarsk,80,,Russian Federation,40792.0,356,Zeleznogorsk,840957664136.0,597,1378 Beira Loop
Missouri,103,,United States,9668.0,313,Kansas City,983259819766.0,262,1191 Sungai Petani Boulevard
Mxico,60,,Mexico,93026.0,112,Huixquilucan,371490777743.0,213,1002 Ahmadnagar Manor
Carabobo,104,,Venezuela,33030.0,545,Valencia,754579047924.0,561,163 Augusta-Richmond County Loop
Morelos,60,,Mexico,89422.0,581,Cuernavaca,14465669789.0,131,186 Skikda Lane
