NumberCars,State,Phone,PostalCode,MiddleInitial,AddressLine2,MaritalStatus,City,AgencyID,Gender,LastName,OwnOrRentFlag,CreditRating,NetWorth,Income,NumberChildren,FirstName,Age,Country,NumberCreditCards,AddressLine1,Employer
5.0,GA,1-095-664-2591,T5a 1t2,,,M,Providence,CAR1601,m,CARR,O,780.0,2609887.0,115808.0,0.0,martica,25.0,Canada,6.0,633 guadalupe park,Chesapeake Energy
3.0,OK,1-138-271-9862,19219,,,U,Dawson City,Yog1602,,Yogeswaran,O,,2293264.0,99224.0,2.0,LEW,84.0,Canada,10.0,21829 midland boulevard,Laboratory Corp. of America
4.0,IN,1-477-254-6590,T6B 1J8,R,,M,Norfolk,bar1603,,barbary,O,358.0,295295.0,371296.0,2.0,edee,73.0,United States of America,10.0,22083 crossus lower,IMS Health
,DE,1-588-157-6380,t5a 1o9,Y,,W,McAllen,dor1604,,dorronsoro,O,572.0,73189.0,218276.0,5.0,Lacee,58.0,United States of America,1.0,18570 WOODTIMBER WAY,Frontier Oil
,SC,1-905-789-7948,48245,,,W,Hartford,Had1605,,Haddow,O,319.0,3545538.0,237297.0,0.0,SIVA,,United States of America,1.0,926 nolan drive,Toro
0.0,CO,1-765-783-0055,37406,,,W,Dover,gas1606,f,gasparotto,U,400.0,3971444.0,444523.0,0.0,Jeff,28.0,United States of America,5.0,1630 LAMBOLL CRESCENT,GameStop
5.0,SC,1-250-193-0140,80202,L,,D,Richmond,mos1607,m,moshinsky,O,340.0,1362426.0,400885.0,2.0,sang-maun,4.0,United States of America,3.0,24555 REXFORD NORTH,Cigna
2.0,ID,1-142-956-6276,H7H 1U5,K,,U,Cleveland,dal1608,M,dall'oste,U,,2854996.0,,,Vu,76.0,United States of America,1.0,7204 katherine boulevard,PetSmart
2.0,Saskatchewan,1-103-038-8615,60761,,,M,Billings,ARM1609,,ARMBRUSTER,U,642.0,500510.0,480717.0,3.0,ISMAIL,76.0,United States of America,0.0,13463 dunlevy lower,Duane Reade Holdings
2.0,ME,1-046-959-4224,V6r 1v7,,,D,Newark,DIS1610,,DISPATCH,U,640.0,2991667.0,316675.0,1.0,jeanelle,35.0,United States of America,3.0,7776 inwood lower,Covance
2.0,AK,1-480-417-1290,91143,,,M,London,Hal1611,m,Halovanic,O,735.0,3042267.0,379294.0,5.0,stclair,61.0,United States of America,1.0,3972 WILMINGTON RUE,Erie Insurance Group
0.0,RI,1-176-188-5673,V6D 1S5,,,S,Flint,Mcg1612,,Mcgalliard,O,332.0,2211396.0,248490.0,0.0,jerry,68.0,Canada,8.0,17343 darlington avenue,Pep Boys
1.0,MD,1-060-266-1941,36670,J,,M,Sterling Heights,Bot1613,,Botto,R,591.0,3838330.0,369768.0,0.0,Anne-marie,31.0,United States of America,1.0,22498 SMITHDALE AVENUE,
2.0,CO,1-602-565-1482,v6y 1w2,,,D,Anaheim,Rav1614,F,Ravi,O,772.0,2188130.0,424989.0,3.0,Lottie,,Canada,4.0,20064 oakmont east,Southern
0.0,WA,1-341-964-3007,03106,,,U,West Valley,PAK1615,,PAKULSKI,R,642.0,1310726.0,152231.0,5.0,Lina,3.0,United States of America,7.0,3690 PLUMB BOULEVARD,Wells Fargo
0.0,KY,1-340-679-3376,85014,,,W,Tempe,PAN1616,M,PANDYA,O,577.0,475488.0,343566.0,4.0,Martina,49.0,United States of America,10.0,23588 MADISON WEST,Bank of America Corp.
,PA,1-128-643-8987,35294,,,S,Yellow Knife,att1617,,attenborough,R,764.0,243518.0,64485.0,3.0,FANNY,85.0,United States of America,9.0,8400 polaris west,Cintas
0.0,ID,1-364-110-8141,90042,,,W,Savannah,Bou1618,F,Boucouris,O,759.0,1657663.0,417784.0,5.0,Maitilde,64.0,United States of America,8.0,18354 DODD COURT,Owens-Illinois
3.0,VT,1-396-311-1198,V6V 1R1,,,D,Philadelphia,TAN1619,,TANGLAO,O,433.0,3504789.0,215087.0,0.0,Cary,58.0,United States of America,8.0,12635 OLYMPIA EAST,Halliburton
1.0,CO,1-207-089-8351,r5h 1l3,,,S,Sterling Heights,Bar1620,,Barnhardt,R,525.0,640660.0,306929.0,3.0,LILLI,71.0,United States of America,7.0,1821 9TH SOUTH,Simon Property Group
1.0,Manitoba,1-904-404-1552,79402,,,M,San Jose,Lud1621,,Ludwick,O,832.0,2222986.0,458332.0,4.0,Gee,33.0,United States of America,8.0,18245 HOLLY KNOLL PARK,Adobe Systems
4.0,TN,1-534-838-7977,T6a 1k7,,,,Paterson,DEL1622,M,DELANEY,O,316.0,3588958.0,39100.0,2.0,Naveen,83.0,United States of America,0.0,18614 tide mill court,Entergy
0.0,IN,1-161-262-1369,35280,,,D,Rapid City,Kas1623,m,Kassissia,O,685.0,2778934.0,437794.0,4.0,aruna,57.0,United States of America,5.0,2988 coralberry south,CenterPoint Energy
4.0,LA,1-231-000-0392,90157,,,M,Thousand Oaks,hat1624,,hatz,R,381.0,754973.0,37754.0,1.0,Ingeborg,67.0,Canada,7.0,16090 darlington lower,Invacare
2.0,IN,,h5j 1p6,,,M,Colorado Springs,Tin1625,,Tinney,O,584.0,1266963.0,193120.0,4.0,Shoeb,68.0,United States of America,3.0,1790 golden east,Donaldson
1.0,NH,1-673-457-9456,32245,,,M,Grand Rapids,Nes1626,,Nesbitt,O,385.0,1808998.0,99512.0,0.0,Nettie,68.0,United States of America,4.0,16520 hemphil north,AmeriCredit
2.0,MT,1-926-757-3068,77286,,,S,Sudbury,Sch1627,,Schnaithman,O,635.0,2700239.0,261126.0,3.0,Sybila,14.0,United States of America,3.0,12667 brighton road,eBay
4.0,MT,1-869-366-2040,V6e 1q2,,,D,Macon,SOB1628,,SOBIESIAK,O,805.0,3108137.0,120726.0,1.0,gail,,United States of America,2.0,2035 eaton park,Raytheon
1.0,SD,1-805-682-0192,H5L 1O3,,,M,Kitchener,Clu1629,,Cluett,O,679.0,3578605.0,224672.0,0.0,sibyl,6.0,United States of America,3.0,5003 TRAVIS LOWER,ITT
5.0,CO,1-374-290-1311,H2c 1y5,,,S,Anaheim,GER1630,F,GERRITSE,,453.0,3699975.0,12573.0,3.0,YONGLI,65.0,United States of America,1.0,22682 rio grande south,Land O'Lakes
4.0,WA,1-872-546-8088,60612,C,,U,Fairbanks,TUC1631,,TUCKER,U,847.0,2269303.0,200441.0,2.0,ernesto,6.0,United States of America,8.0,24683 meadowlark boulevard,Tenneco
3.0,AK,1-498-123-3199,T6A 1E5,,,U,Berkeley,Tar1632,,Taralp,R,,2250865.0,487097.0,1.0,Adrienne,47.0,United States of America,1.0,11376 knight court,Leggett & Platt
5.0,FL,1-136-368-7167,80100,,Suite 136,D,St. Johns,Cre1633,,Creasman,O,,952977.0,180636.0,3.0,Jenna,96.0,United States of America,10.0,3149 CENTRAL LANE,
0.0,NV,1-576-056-3958,H5j 1r1,,apt. 212,U,Montreal,Joi1634,,Joiner,R,642.0,705875.0,330412.0,5.0,Audre,68.0,Canada,1.0,23987 valderra park,Pool
,TX,1-875-959-3346,h2g 1z9,Q,,S,Sterling Heights,hal1635,,halford,O,,661156.0,302078.0,2.0,DELORIS,21.0,United States of America,0.0,24696 cordoba crescent,Arrow Electronics
,Saskatchewan,1-577-954-3908,45277,,,W,Baltimore,Tes1636,m,Tessier,O,600.0,3656197.0,11593.0,0.0,Breton,73.0,United States of America,2.0,19492 lyons court,MasterCard
2.0,NE,1-537-413-0900,H2f 1x4,,,S,Lubbock,ONY1637,,ONYSHKO,R,435.0,2313138.0,110756.0,0.0,Martie,15.0,United States of America,9.0,1630 LAMBOLL CRESCENT,Broadcom
4.0,VT,1-539-974-9296,72211,,,M,Hollywood,DEC1638,,DECARIE,O,730.0,3823810.0,278312.0,0.0,Elsa,25.0,United States of America,7.0,18270 HICKORYBARK DRIVE,Smith International
4.0,HI,1-938-703-0026,25335,O,,M,Livonia,Gag1639,F,Gagne,O,418.0,3690401.0,441167.0,0.0,Barsha,98.0,United States of America,8.0,21908 ashford hollow north,Travelers Cos.
4.0,Ontario,1-297-775-1510,V6X 1R2,,,U,Saint John,Lac1640,F,Lackenbauer,O,388.0,1065171.0,225388.0,4.0,pauletta,30.0,United States of America,7.0,20940 shearer drive,Monsanto
2.0,Ontario,1-021-370-2836,V6c 1t5,,Apt. 422,D,Virginia Beach,Clo1641,,Cloutier,R,622.0,2185167.0,328387.0,3.0,Benedetta,36.0,United States of America,2.0,15562 woodcrest upper,
3.0,AL,1-304-537-9529,83725,V,,M,Kansas City,BAR1642,m,BARBE,O,562.0,1736755.0,187204.0,3.0,Davina,47.0,United States of America,0.0,10856 kelvin upper,CVR Energy
3.0,WA,1-693-971-8310,85755,U,,S,Los Angeles,roi1643,,roig,U,702.0,2865116.0,322359.0,4.0,raju,,United States of America,9.0,3507 GREENE ROAD,Symantec
1.0,AR,1-220-050-8394,92150,,,M,Garland,Bun1644,m,Bunner,O,741.0,2160791.0,,4.0,nabil,32.0,United States of America,1.0,11733 electra street,
0.0,OK,1-467-981-9596,M5E 1Z5,W,APT. 80,M,San Diego,Pel1645,,Pelz,O,312.0,3938874.0,364216.0,0.0,chiarra,25.0,United States of America,4.0,509 ALICIA AVENUE,Retail Ventures
2.0,OH,1-777-421-2018,48911,T,,M,Tucson,PLA1646,,PLATER-ZYBERK,U,790.0,813632.0,,3.0,THIERRY,85.0,United States of America,4.0,14520 zenith park,Del Monte Foods
4.0,MA,1-890-684-0005,H2D 1W6,K,,S,Orange,Tra1647,,Travers,U,698.0,3373916.0,473754.0,0.0,pierre-alain,46.0,United States of America,5.0,13447 amherst boulevard,Sempra Energy
4.0,DC,,S7c 1n6,,,U,Boston,bos1648,F,bose,O,363.0,3577327.0,259788.0,0.0,Blithe,34.0,Canada,0.0,22831 barberry park,Adams Resources & Energy
4.0,UT,1-764-214-6220,53204,,,S,Fort Collins,GOS1649,,GOSWICK,O,649.0,,419570.0,1.0,JESSIKA,61.0,United States of America,10.0,5140 EMERSON LANE,MSC Industrial Direct
4.0,MO,1-835-399-6988,72205,,,U,Pittsburgh,Kik1650,f,Kikuta,O,773.0,2972070.0,253410.0,1.0,merilee,,United States of America,0.0,7255 berry way,Discover Financial Services
5.0,AZ,1-068-147-6649,93838,,,M,Montgomery,Boc1651,F,Bockaj,O,342.0,2722299.0,382349.0,0.0,DIANE-MARIE,82.0,United States of America,,10936 COVECREEK UPPER,Jo Ann Stores
4.0,NY,1-609-204-7920,87103,,,S,Stamford,man1652,,manner,O,356.0,2294218.0,52766.0,1.0,Antonina,29.0,Canada,7.0,19939 beard park,
3.0,AZ,1-963-175-0431,94617,,,S,St. Paul,HAR1653,M,HARMON,O,551.0,,269001.0,5.0,malinde,58.0,United States of America,7.0,17213 towerwood east,American National Insurance
0.0,Manitoba,1-784-086-7205,90083,,,M,Lubbock,RES1654,,RESULTS,R,395.0,3171284.0,414609.0,0.0,Pivert,92.0,Canada,2.0,14827 paine upper,Rite Aid
5.0,NH,1-196-609-5188,T5C 1J4,R,,U,Worcester,Owe1655,m,Owen,O,423.0,,80218.0,0.0,MERIDITH,7.0,United States of America,8.0,3934 green ash north,CH2M Hill
5.0,Saskatchewan,1-713-056-3491,90190,,,M,Halifax,Yau1656,,Yaung,O,635.0,149515.0,122076.0,5.0,HOLLI,35.0,United States of America,3.0,19923 MAIN AVENUE,PharMerica
,WA,1-044-618-4589,90166,B,,W,Alexandria,Gol1657,m,Golka,O,648.0,2727224.0,372965.0,5.0,AZRA,10.0,United States of America,0.0,17147 vaughan rue,AutoZone
4.0,OH,1-982-234-2988,10706,,,M,Manchester,Gru1658,,Gruska,O,791.0,3137795.0,303356.0,3.0,Dominica,15.0,Canada,5.0,21182 keswick west,Herman Miller
5.0,KY,1-242-897-1921,91138,H,,S,Santa Fe,Man1659,m,Manolios,R,776.0,3760773.0,294404.0,0.0,Ehi,,Canada,8.0,2939 chadbourne way,Wells Fargo
5.0,ID,1-276-728-2298,36140,,,W,Bellevue,SOM1660,M,SOMMERFELD,U,640.0,1696300.0,154738.0,4.0,Concettina,82.0,Canada,10.0,14702 wainwright way,Tiffany & Co
1.0,NH,1-574-992-8766,40202,,SUITE 274,U,Hay River,cur1661,,currier,R,542.0,3737794.0,159707.0,0.0,Constantin,14.0,Canada,4.0,10653 wishek road,ConocoPhillips
4.0,Saskatchewan,1-067-494-4220,95140,,,S,Fort Worth,COO1662,F,COONEY,R,746.0,2401847.0,41562.0,1.0,devi,15.0,United States of America,5.0,14243 river place road,Ashland
1.0,Newfoundland,1-310-942-8374,97230,,,U,Sioux Falls,Hys1663,,Hyslop,O,676.0,905123.0,428580.0,0.0,kristine,29.0,United States of America,7.0,22494 chimney rock avenue,Lam Research
1.0,WY,,m2r 1f6,,,S,Anchorage,Ket1664,,Ketcheson,O,340.0,,174339.0,,Luping,78.0,United States of America,8.0,10136 ryder lower,Broadcom
1.0,WY,1-537-213-2904,99654,,,S,McAllen,Dev1665,f,Devincenzi,R,339.0,,140733.0,2.0,Syl,11.0,United States of America,6.0,4862 martin court,R.H. Donnelley
5.0,AR,1-949-756-5365,M4l 1m4,,,S,Yellow Knife,Lep1666,,Lepage,O,408.0,,267828.0,3.0,rogelio,75.0,Canada,7.0,8228 hylan drive,Kindred Healthcare
0.0,AK,,33010,,,U,Fairbanks,Mea1667,,Meagher,O,449.0,968593.0,,,BRIGIT,40.0,United States of America,4.0,8716 WORTHINGTON SOUTH,Owens & Minor
5.0,AK,1-391-289-7760,60756,,,M,Bellevue,OPL1668,,OPLINGER,O,403.0,1193550.0,364582.0,0.0,HESTER,3.0,United States of America,2.0,1426 basswood avenue,Wynn Resorts
4.0,NC,1-253-172-1766,31416,,,S,San Antonio,nat1669,m,nath,O,566.0,207023.0,,0.0,mary-ann,33.0,United States of America,5.0,4686 RAYMOND SOUTH,Sysco
3.0,NJ,1-542-914-9965,H5k 1q3,,,M,Mount Pearl,Cal1670,,Caldwell,R,658.0,1990264.0,468033.0,1.0,Norine,73.0,United States of America,3.0,5940 malden park,Vectren
2.0,GA,1-447-661-0804,32254,W,,M,Sacramento,Mar1671,,Marciniuk,U,434.0,992110.0,439120.0,0.0,GOKUL-CHANDRA,22.0,Canada,5.0,12777 pembrook lower,Great Atlantic & Pacific Tea
2.0,AZ,1-430-788-0862,90203,,,U,Portland,Cho1672,f,Cholewinski,R,606.0,2842887.0,97001.0,4.0,Gokal,68.0,United States of America,9.0,19131 lullwood park,Peabody Energy
5.0,NV,1-880-260-3062,T5D 1T9,,,U,Eugene,Liv1673,,Livek,O,378.0,3530642.0,196086.0,2.0,ROCH,88.0,United States of America,2.0,3636 wroxton north,Penn National Gaming
0.0,Newfoundland,1-227-757-7307,79918,,,S,Pueblo,TAL1674,,TALBOTT,O,668.0,1943917.0,139221.0,1.0,Coriss,10.0,United States of America,3.0,8886 chalmers upper,Community Health Systems
0.0,FL,1-084-745-6387,14608,,,D,Los Angeles,van1675,M,vanderheyden,O,616.0,1432565.0,334941.0,5.0,Vanda,,United States of America,5.0,24268 hayden west,Zimmer Holdings
2.0,Newfoundland,1-656-356-2378,30358,H,,M,Fargo,Nie1676,,Nielsen,O,478.0,3251651.0,479238.0,2.0,STACEE,47.0,United States of America,8.0,22569 cole upper,Discovery Communications
0.0,IN,,90093,,Suite 132,U,Charlotte,OWE1677,F,OWENS,O,710.0,977588.0,247437.0,1.0,timmie,30.0,Canada,2.0,23477 vessey way,CVS Caremark
3.0,Saskatchewan,1-858-742-2483,H2E 1X8,P,apt. 453,W,Oklahoma City,Whi1678,,Whitman,O,543.0,2909288.0,57060.0,1.0,tiffany,23.0,United States of America,10.0,5277 CHAMBLEE DRIVE,Supervalu
1.0,VA,1-022-659-6413,R3a 1m9,,,U,Lubbock,MON1679,,MONTOUTE,U,329.0,2039434.0,332194.0,2.0,myrna,68.0,United States of America,2.0,1047 courtland lane,Teradata
4.0,MT,1-255-299-9298,94355,X,,S,Laredo,VER1680,,VERHOEVEN,O,330.0,2931648.0,174989.0,0.0,HENK,10.0,United States of America,8.0,9167 gardener court,RPM International
1.0,MI,1-974-241-6963,20020,G,,W,Lincoln,WYM1681,,WYMARD,O,549.0,661067.0,61122.0,0.0,aimil,14.0,United States of America,10.0,13142 vinson lane,KBR
3.0,Alberta,1-663-480-5987,43659,U,,S,Salt Lake City,KAP1682,,KAPSA,R,613.0,938673.0,39656.0,1.0,GEORGE,34.0,United States of America,4.0,16959 lacornia crescent,Capital One Financial
,Prince Edward Island,,80915,R,,M,Fort Worth,tor1683,,tornes,O,765.0,2840325.0,246866.0,1.0,Wen,25.0,United States of America,3.0,15399 long avenue,Health Net
1.0,Prince Edward Island,1-963-796-1557,10028,,Apt. 437,M,Los Angeles,Mat1684,,Matatall,O,809.0,2714847.0,,4.0,NORALY,77.0,United States of America,,19873 wright avenue,Thermo Fisher Scientific
1.0,AR,1-644-341-7080,85740,,,S,Louisville,Van1685,m,Van schouwen,R,768.0,470906.0,105639.0,3.0,claretta,89.0,United States of America,7.0,14286 main boulevard,Enbridge Energy Partners
1.0,MI,1-829-489-2859,63119,,,M,Fargo,fol1686,F,follmer,O,,2723734.0,187081.0,1.0,rachel,88.0,United States of America,1.0,22632 country road,
1.0,ID,1-869-936-8210,99214,,,S,Moncton,hog1687,m,hogeboom,O,,974511.0,172646.0,2.0,heinz,77.0,United States of America,2.0,20093 canterbury way,Navistar International
2.0,Saskatchewan,1-725-660-9687,h5i 1r1,,,M,Norfolk,ANT1688,,ANTOFT,O,,178788.0,205980.0,0.0,christabella,77.0,United States of America,1.0,351 granada west,Dillard's
2.0,RI,1-777-863-7024,30387,,Suite 285,S,Fort Smith,Hof1689,F,Hoffmeister,O,401.0,163516.0,350863.0,0.0,EMYLEE,1.0,Canada,1.0,10176 pinesap court,International Assets Holding
0.0,KY,1-603-390-8791,T5B 1M3,,,W,Long Beach,Jaf1690,,Jaffer,O,740.0,3789614.0,269661.0,4.0,Cycelia,19.0,United States of America,,17933 flores avenue,IMS Health
0.0,Saskatchewan,1-698-328-4742,75248,,,U,Iqaluit,Bov1691,M,Bovenizer,O,727.0,2372376.0,66545.0,4.0,roderick,99.0,United States of America,8.0,9094 pine upper,Mirant
4.0,NJ,1-161-889-8284,30321,,,M,Oakland,Ban1692,,Banerjee,R,458.0,534047.0,272687.0,5.0,KAMYAR,3.0,United States of America,6.0,2116 whistler upper,Burlington Northern Santa Fe
4.0,IA,1-057-158-2731,99215,J,apt. 803,U,Brownsville,Dug1693,,Duggan,O,412.0,3412264.0,430624.0,2.0,Sephira,34.0,United States of America,1.0,2923 navarro lower,Commercial Metals
5.0,New Brunswick,1-409-105-4971,53754,,,M,Las Vegas,Hea1694,,Hearnden,R,328.0,3331358.0,399038.0,3.0,MAMI,74.0,United States of America,2.0,6526 snyder rue,Medtronic
1.0,GA,1-773-154-9142,90238,,,S,Abilene,lew1695,f,lewek,O,369.0,674289.0,198213.0,0.0,Woodline,60.0,Canada,3.0,6454 kiel upper,FirstEnergy
3.0,SC,1-389-966-0349,94113,,,W,Jackson,gau1696,,gaughan,O,524.0,1840996.0,,2.0,Nevil,48.0,United States of America,0.0,8825 AMHERST DRIVE,AGCO
1.0,OK,1-781-516-0268,35259,,,M,Winnipeg,Mcc1697,F,Mccullogh,U,367.0,671677.0,148353.0,0.0,LILLI,67.0,United States of America,3.0,673 EDLOE PARK,Schering-Plough
3.0,SD,1-821-873-7772,95051,D,,M,Fort Worth,lac1698,f,lacoste,R,836.0,2177421.0,378622.0,2.0,Usman,35.0,United States of America,8.0,2097 HARRIS WEST,Valassis Communications
4.0,IL,,19057,,,W,Columbia,PIL1699,,PILLMAN,O,719.0,2393402.0,346372.0,2.0,Martelle,54.0,United States of America,9.0,22498 smithdale avenue,Anixter International
2.0,GA,1-927-226-1923,V6m 1w7,,,S,Hay River,Chr1700,F,Chrisman,O,704.0,809896.0,328438.0,5.0,DEVAN,2.0,United States of America,4.0,22506 shelter drive,Systemax
0.0,NY,1-123-641-4731,93820,,,U,Minneapolis,RIS1701,F,RIST,O,399.0,974925.0,64723.0,4.0,Japan,68.0,United States of America,4.0,20744 gene way,Kohl's
5.0,GA,1-013-661-1962,19206,,,W,Bridgeport,ANN1702,M,ANNABLE,O,637.0,3364968.0,495099.0,3.0,dis,,United States of America,6.0,14783 saunders upper,
4.0,WA,1-855-494-0233,77024,,,S,Rockford,kim1703,F,kimbrough,R,614.0,849778.0,472180.0,,Leigh,76.0,United States of America,5.0,20441 pinto park,Danaher
4.0,NC,1-449-109-1566,H6d 1y4,P,,U,Waterbury,WAI1704,,WAINES,R,546.0,2295559.0,384275.0,4.0,Annora,35.0,Canada,9.0,14470 langdon west,General Cable
5.0,FL,1-477-907-8126,48310,,,U,Cheyenne,Fil1705,M,Filkins,R,319.0,390100.0,273331.0,3.0,HUY,4.0,United States of America,4.0,10176 pinesap court,Owens & Minor
,NJ,1-380-165-5667,27101,,,M,Sandy,Don1706,,Donohue,R,701.0,1230099.0,297539.0,2.0,ren,82.0,United States of America,2.0,16511 yamato lower,KB Home
2.0,New Brunswick,1-498-198-4946,06504,N,,D,Yellow Knife,WOO1707,f,WOODHALL,U,612.0,2009921.0,313339.0,0.0,Mail,70.0,United States of America,1.0,20710 lee drive,
1.0,UT,1-267-067-4151,21210,K,,M,Peoria,ump1708,M,umphres,O,347.0,31399.0,164847.0,0.0,elsbeth,90.0,United States of America,9.0,5385 young west,Occidental Petroleum
0.0,MD,1-616-008-4954,45267,,,W,San Antonio,DUN1709,f,DUNSTAN,O,438.0,,155080.0,1.0,lingyan,89.0,United States of America,8.0,509 davie avenue,Legg Mason
5.0,AL,1-435-148-8092,H6c 1y6,,Apt. 594,D,Kansas City,Car1710,M,Carriere,U,,1112628.0,254582.0,5.0,Isadora,34.0,Canada,9.0,9633 hawkins street,
0.0,ID,1-832-080-7702,92805,,,M,McAllen,Chu1711,,Churchill,R,454.0,3605130.0,155527.0,4.0,ANNARBOR,30.0,Canada,0.0,17509 REINA EAST,URS
4.0,MA,1-836-067-8824,94472,,,S,Sterling Heights,Jen1712,f,Jensenworth,O,837.0,1746793.0,376223.0,3.0,martina,33.0,United States of America,6.0,20796 dolores drive,ConAgra Foods
2.0,RI,,H5j 1p6,,,D,Thousand Oaks,GRO1713,,GROSSUTTI,O,365.0,3358713.0,25554.0,0.0,scptest,94.0,United States of America,8.0,2132 meadow lake upper,W.W. Grainger
4.0,ID,1-609-469-4186,93004,M,,M,Paterson,Car1714,,Carden,O,347.0,195040.0,435351.0,2.0,Jurg,3.0,United States of America,6.0,23788 linden drive,Securian Financial Group
4.0,NY,1-204-207-1596,70177,,,M,Irving,not1715,,notley,R,318.0,327900.0,270257.0,0.0,Natty,73.0,Canada,6.0,23223 woodlawn upper,Seaboard
1.0,CA,1-549-632-7013,47724,,,M,Frederick,Bla1716,m,Blair,O,362.0,2976753.0,39062.0,0.0,Gladys,10.0,United States of America,0.0,9804 stratton court,CBS
5.0,SD,1-795-319-5833,V6d 1q5,V,apt. 293,M,Philadelphia,lle1717,,llewellyn,O,424.0,214385.0,338038.0,3.0,peder,48.0,United States of America,6.0,23411 MADISON SOUTH,United Stationers
4.0,SC,1-980-266-0033,61601,,Apt. 99,,Rockford,bri1718,,britman,O,636.0,2990246.0,88086.0,2.0,SIR,80.0,United States of America,4.0,7903 WESTERLEY PARK,Lender Processing Services
1.0,Prince Edward Island,1-880-958-9657,v6q 1s4,,,S,Paterson,Bou1719,,Bourlet,O,807.0,2173372.0,478317.0,4.0,aniko,3.0,United States of America,7.0,12416 lenwood lane,Murphy Oil
1.0,SC,1-311-117-7895,30382,M,,D,Elizabeth,hu1720,M,hu,R,453.0,2495685.0,441744.0,0.0,Hing,53.0,United States of America,8.0,24250 summer south,Dole Food
4.0,UT,1-681-878-2769,93888,M,,,Edmonton,Wid1721,,Widdis,O,553.0,1298559.0,316360.0,,micheline,64.0,United States of America,6.0,17183 watts avenue,Kinetic Concepts
2.0,DC,1-971-525-0125,63111,C,Apt. 962,,St. Paul,MOB1722,m,MOBLEY,O,836.0,2570364.0,222301.0,2.0,jesus,15.0,United States of America,5.0,14754 woodview east,Crosstex Energy
5.0,Ontario,1-729-980-1798,94483,B,,D,Topeka,Bie1723,F,Bielby,U,602.0,2752826.0,114379.0,0.0,BRITTE,51.0,United States of America,3.0,7217 wise lower,Vulcan Materials
2.0,Alberta,1-577-438-1116,M4J 1M9,,,S,Nashville,Gla1724,,Glasgow,O,667.0,3247977.0,42598.0,3.0,christie,52.0,United States of America,9.0,15966 sanders lane,Wal-Mart Stores
4.0,Ontario,1-527-136-7705,E7N 1J6,H,APT. 200,S,Bridgeport,Hum1725,f,Humes,O,371.0,2817367.0,31414.0,2.0,Feliza,15.0,Canada,0.0,23639 purdue rue,Dover
0.0,VA,1-384-107-7418,92058,N,,D,Livonia,Uda1726,f,Udayasekaran,O,501.0,3527886.0,84028.0,5.0,BRINN,78.0,United States of America,6.0,10484 WAVERLY ROAD,
0.0,NJ,1-984-213-9188,T5A 1P9,,Apt. 290,W,Fort Wayne,Pur1727,,Purington,O,588.0,1397842.0,479514.0,5.0,Idalia,15.0,Canada,2.0,23788 linden drive,Vought Aircraft Industries
4.0,UT,1-886-271-1668,v6j 1u6,,,S,Atlanta,Fri1728,,Frierson,U,460.0,906724.0,225328.0,5.0,lotti,26.0,United States of America,10.0,1899 malden way,Vulcan Materials
3.0,LA,1-349-208-4354,70187,,,D,Edmonton,Koh1729,m,Kohm,O,302.0,,462202.0,0.0,DOMENIGA,17.0,Canada,9.0,16068 cantey way,Herman Miller
3.0,WV,1-514-274-8934,77121,,,S,New Haven,spa1730,m,sparacio,R,836.0,,191020.0,5.0,KARIOTTA,27.0,United States of America,4.0,19940 GOLD CREST PARK,CUNA Mutual Group
2.0,MN,1-612-458-2371,V6x 1p4,G,,S,Santa Ana,Tar1731,,Tarquinio,O,755.0,3515704.0,451551.0,2.0,wenda,0.0,Canada,4.0,10856 kelvin upper,Newmont Mining
,WA,1-019-366-7763,60756,,,M,Nashville,Vie1732,f,Viens,O,674.0,,413045.0,2.0,Eben,23.0,United States of America,6.0,24301 fulton north,Eli Lilly
1.0,OR,1-606-032-5535,46216,,,U,Mount Pearl,par1733,,parkash,R,655.0,3981423.0,137297.0,2.0,AAREN,,Canada,9.0,18815 WASHINGTON WEST,Home Depot
3.0,CA,1-570-350-8647,90502,,,W,Alexandria,Bea1734,,Beal,O,350.0,662896.0,379089.0,3.0,Jossine,25.0,United States of America,7.0,12709 wycliffe crescent,Perrigo
3.0,WI,1-024-294-5529,H2b 1z2,,,M,Overland Park,Kra1735,,Krauel,R,443.0,1131241.0,209298.0,2.0,Pojanart,36.0,United States of America,8.0,4544 durand crescent,US Airways Group
1.0,RI,1-103-929-4342,95158,A,,D,Modesto,Hut1736,,Hutchins,R,556.0,738393.0,284105.0,3.0,JAYNE,12.0,United States of America,0.0,21064 NOLAN WEST,Total System Services
3.0,Alberta,1-343-847-9978,30303,,,M,Regina,Cob1737,m,Cobran,O,597.0,3931539.0,74013.0,5.0,Reagan,73.0,Canada,8.0,8980 orinda east,Hershey
0.0,IN,1-986-228-2266,94287,Q,,M,Worcester,Emm1738,,Emmott,R,351.0,1859967.0,399025.0,4.0,Housseini,51.0,United States of America,3.0,22261 greenhill avenue,Thomas & Betts
3.0,VA,1-971-017-6369,m9f 1u4,,,S,Sacramento,Ano1739,M,Anolik,O,819.0,2240719.0,329227.0,5.0,AUDREY,65.0,United States of America,5.0,16692 REGENCY UPPER,Nike
,DC,1-505-106-4641,60735,,,M,Augusta,mye1740,M,myers-pillsworth,O,811.0,11227.0,192547.0,2.0,Neetu,57.0,United States of America,1.0,13590 westover east,Pepsi Bottling
