AgencyID,CreditRating,Employer,OwnOrRentFlag,AddressLine1,Phone,NetWorth,PostalCode,Income,MaritalStatus,Age,Country,Gender,State,NumberCreditCards,AddressLine2,City,NumberCars,NumberChildren
Cre2229,489.0,Ryland Group,O,10331 round lake upper,1-581-209-1534,1404547.0,22325,93925.0,M,62.0,Canada,,Saskatchewan,5.0,,Greensboro,5.0,4.0
LAS2230,413.0,Universal,O,2023 REYNOLDS STREET,1-449-824-2582,1761507.0,98404,230037.0,D,46.0,United States of America,,Quebec,6.0,,Evansville,0.0,5.0
BOG2231,704.0,Neiman Marcus,O,5740 PINTO CRESCENT,1-938-998-9622,2227297.0,H5j 1p2,461496.0,,10.0,United States of America,m,Manitoba,8.0,,Sterling Heights,5.0,4.0
PRO2232,375.0,Tech Data,O,18675 calhoun lane,1-617-823-2859,967270.0,36659,273162.0,W,65.0,United States of America,M,MO,10.0,,Victoria,2.0,0.0
Nao2233,681.0,CHS,R,24399 rollingwood crescent,1-117-974-9493,747031.0,15232,172115.0,U,98.0,Canada,,British Columbia,9.0,,Fresno,,2.0
Gri2234,575.0,Administaff,O,3909 marcus road,1-688-568-2577,3172177.0,23505,36882.0,W,69.0,United States of America,F,OK,2.0,,Norfolk,5.0,1.0
Lav2235,,Energy Transfer Equity,O,10302 BASSWOOD SOUTH,1-647-875-1852,326172.0,43611,299947.0,M,3.0,United States of America,,Prince Edward Island,8.0,,Garland,5.0,2.0
KRE2236,359.0,Zimmer Holdings,O,11183 wilshire avenue,1-594-362-8351,1134832.0,19025,12288.0,M,0.0,United States of America,,CO,4.0,,Santa Clara,5.0,1.0
Td2237,655.0,Procter & Gamble,O,10534 milam north,1-881-272-2852,2940157.0,85269,280713.0,M,17.0,United States of America,f,ID,3.0,,Scottsdale,0.0,1.0
VRE2238,576.0,Tupperware Brands,O,6590 yohan upper,1-987-801-6707,2623046.0,35279,201411.0,S,44.0,United States of America,,Prince Edward Island,1.0,,Eugene,5.0,2.0
pbx2239,493.0,Pitney Bowes,U,16096 burnham park,,1128811.0,14603,,W,60.0,United States of America,,TX,8.0,APT. 690,Montreal,2.0,3.0
Lac2240,715.0,International Paper,O,17362 coffey upper,1-940-312-2282,1236194.0,M3W 1L2,130185.0,U,90.0,United States of America,M,Alberta,9.0,,Fort Collins,4.0,4.0
Mei2241,639.0,Tiffany & Co,O,20827 clint way,1-608-729-2555,3767930.0,M5A 1W2,104271.0,M,30.0,Canada,,Saskatchewan,2.0,,Windsor,4.0,2.0
Cum2242,733.0,,O,15336 shadowbriar east,1-034-240-6539,,98118,491280.0,S,79.0,Canada,m,WY,7.0,apt. 573,Chula Vista,4.0,2.0
Bro2243,385.0,Home Depot,O,3234 pasadena boulevard,,3041308.0,94220,182489.0,W,23.0,United States of America,,New Brunswick,2.0,,Winston-Salem,0.0,5.0
Bru2244,484.0,Supervalu,R,2201 cone avenue,1-663-253-7765,3873645.0,93776,,U,90.0,United States of America,,OH,8.0,,San Bernardino,0.0,2.0
Kik2245,831.0,Insight Enterprises,,18123 CORMORANT CRESCENT,1-413-077-1895,1653673.0,85235,301456.0,S,2.0,United States of America,f,NC,,,Costa Mesa,5.0,3.0
Dan2246,557.0,YRC Worldwide,R,3234 PASADENA BOULEVARD,1-940-584-7789,2992277.0,85267,160217.0,S,58.0,United States of America,,CO,6.0,apt. 13,Vancouver,2.0,1.0
Sev2247,543.0,Southwestern Energy,U,19453 WISTERIA EAST,1-952-017-3541,3264333.0,90331,218278.0,W,69.0,United States of America,m,SC,,,Reno,1.0,5.0
Man2248,307.0,Estee Lauder,O,7766 brown rue,1-266-082-2325,3994013.0,99779,51626.0,M,15.0,Canada,M,New Brunswick,5.0,,Nashville,1.0,2.0
NAU2249,460.0,Caterpillar,O,12449 KNIPP COURT,1-146-030-0334,3575154.0,21701,446209.0,M,55.0,United States of America,f,NE,7.0,,Stockton,3.0,0.0
bor2250,583.0,Equity Residential,U,22282 bramblewood park,1-275-990-6211,3930784.0,59803,202504.0,M,65.0,Canada,f,ME,2.0,,Santa Rosa,0.0,0.0
hug2251,751.0,Brink's,O,11976 halms upper,1-749-352-4215,2620437.0,A5e 1b5,268782.0,M,4.0,United States of America,,SC,6.0,,Colorado Springs,2.0,5.0
Syd2252,,Allegheny Technologies,O,12773 linden west,1-131-600-7324,574754.0,99723,293569.0,M,37.0,United States of America,F,MN,3.0,,Grand Rapids,0.0,0.0
EAR2253,719.0,Apollo Group,O,15613 PAINE LOWER,1-784-178-6214,398547.0,T5a 1x3,109482.0,S,96.0,United States of America,f,HI,6.0,,Livonia,1.0,3.0
sha2254,318.0,Newell Rubbermaid,O,20394 macon avenue,1-252-859-6160,,77068,36620.0,D,70.0,United States of America,,TN,6.0,,Oxnard,5.0,2.0
DYB2255,841.0,McGraw-Hill,R,19551 alexander way,1-992-454-1686,2630153.0,35299,354302.0,M,26.0,Canada,,Ontario,6.0,,Thousand Oaks,0.0,0.0
Whi2256,,eBay,,12957 midway park,1-812-756-0264,707793.0,99533,373145.0,M,48.0,United States of America,M,HI,5.0,,Des Moines,4.0,2.0
CAM2257,835.0,Protective Life,R,11376 KNIGHT COURT,1-378-592-8978,1417934.0,t6c 1k6,405984.0,U,42.0,United States of America,,VT,2.0,,Tallahassee,3.0,1.0
Gav2258,429.0,Bristol-Myers Squibb,O,13327 darlington drive,1-815-961-0727,1289312.0,T5a 1j6,55640.0,S,4.0,United States of America,f,WA,7.0,,Simi Valley,5.0,1.0
KUR2259,540.0,Hewlett-Packard,R,24717 midland lane,1-459-942-4608,2108279.0,90775,28337.0,W,80.0,United States of America,,MS,7.0,,Austin,1.0,4.0
MUL2260,586.0,Staples,O,4966 westpark south,1-157-045-8689,3266194.0,35815,121726.0,M,28.0,United States of America,,AL,7.0,,Fairbanks,2.0,3.0
Law2261,467.0,Modine Manufacturing,,23686 king lane,1-769-759-2465,652363.0,30357,481904.0,M,39.0,United States of America,f,Manitoba,1.0,,London,4.0,2.0
HEA2262,819.0,Jacobs Engineering Group,O,5462 knowles court,1-450-626-0411,1883004.0,V6Z 1Q6,13808.0,M,21.0,United States of America,,RI,9.0,Apt. 459,Chicago,0.0,2.0
Hum2263,599.0,Nucor,O,10534 milam north,1-332-222-1549,3893078.0,V5C 1N4,80614.0,,84.0,United States of America,,DC,3.0,,Toronto,4.0,5.0
Hel2264,412.0,Belk,O,7820 harrington park,1-933-511-7116,1390265.0,72917,214149.0,U,25.0,United States of America,,VA,9.0,,Knoxville,5.0,5.0
OPE2265,548.0,Vulcan Materials,O,3450 dunbar avenue,1-139-977-6060,,H2c 1z2,381996.0,M,72.0,United States of America,f,WI,6.0,,Edmonton,2.0,1.0
Ess2266,692.0,Amerco,O,17976 jack avenue,1-335-498-3368,2038893.0,H7f 1u9,447390.0,U,53.0,United States of America,M,WV,9.0,,Oklahoma City,0.0,
Mun2267,768.0,Praxair,O,14506 abbott west,1-231-079-8786,,19133,229848.0,U,11.0,United States of America,,MO,3.0,,Tacoma,4.0,3.0
Str2268,448.0,Gardner Denver,O,10484 HARLEY DRIVE,1-423-266-4675,3305120.0,02902,264281.0,W,21.0,United States of America,,IN,3.0,,Chula Vista,3.0,5.0
POR2269,796.0,Dick's Sporting Goods,,2132 meadow lake upper,1-983-170-1196,3279204.0,35818,248054.0,U,66.0,Canada,M,IL,,,Costa Mesa,4.0,3.0
dev2270,830.0,Mosaic,O,19015 chennault lane,1-132-447-2050,51515.0,76112,94612.0,U,72.0,United States of America,,MT,1.0,,Warren,5.0,2.0
Dik2271,794.0,Southern,O,20387 fox grove park,1-144-274-1118,3395383.0,92415,391600.0,U,67.0,Canada,,IN,4.0,,Mesquite,0.0,2.0
PIZ2272,416.0,Genzyme,O,14830 EDGEWOOD ROAD,1-733-974-3086,2810972.0,55403,73933.0,M,12.0,United States of America,,TN,8.0,SUITE 464,Amarillo,5.0,2.0
Mar2273,372.0,Tyson Foods,O,12064 alonzo street,1-970-244-5115,2340572.0,e7n 1l9,41919.0,S,38.0,United States of America,,Prince Edward Island,10.0,,Pomona,5.0,5.0
FOG2274,667.0,CenterPoint Energy,O,23274 beatty park,1-692-512-1932,1470592.0,45219,447666.0,M,56.0,United States of America,f,CA,1.0,,Raleigh,2.0,4.0
luc2275,,CC Media Holdings,O,6976 parkinson court,1-873-367-6426,202727.0,94373,,M,6.0,United States of America,M,IN,8.0,,Tempe,3.0,0.0
Rot2276,405.0,Aleris International,R,19611 mesa lane,1-567-074-6165,2529122.0,46231,73642.0,D,,United States of America,,Prince Edward Island,4.0,,Tucson,3.0,0.0
TRE2277,541.0,Brown Shoe,O,5291 market avenue,1-936-053-6470,2681930.0,V6W 1Q9,204354.0,S,95.0,United States of America,f,Prince Edward Island,5.0,,Knoxville,4.0,3.0
Tra2278,432.0,RadioShack,R,21247 sandpoint boulevard,1-990-669-9359,3231612.0,38129,489505.0,M,38.0,United States of America,,CO,2.0,,Mobile,3.0,1.0
Gon2279,504.0,Genzyme,O,15768 crestline east,1-285-100-0429,3514932.0,77072,121694.0,W,87.0,United States of America,,IA,9.0,,Lewiston,3.0,5.0
TEE2280,,Insight Enterprises,O,15339 mccann road,1-952-134-8145,2224454.0,20016,194556.0,M,23.0,Canada,F,ID,0.0,,Alexandria,3.0,4.0
Nos2281,364.0,H&R Block,O,22506 shelter drive,,,60725,98424.0,D,51.0,United States of America,,Saskatchewan,1.0,,Rapid City,0.0,4.0
DEE2282,698.0,General Cable,R,428 emerson west,1-577-967-1174,3924427.0,V6D 1V5,475499.0,M,41.0,United States of America,f,AZ,8.0,,Little Rock,4.0,0.0
Zbu2283,756.0,Unified Grocers,O,12716 lexington street,1-592-198-7912,115798.0,E7n 1f5,282310.0,,,United States of America,,KY,8.0,apt. 511,Virginia Beach,3.0,4.0
O'R2284,592.0,Cooper-Standard Holdings,U,13121 wise park,1-713-758-9842,3637801.0,43216,60104.0,S,,United States of America,f,NY,10.0,,Coral Springs,3.0,1.0
Bre2285,458.0,Discovery Communications,R,22609 REAGAN DRIVE,,814000.0,V5a 1o6,316804.0,M,40.0,United States of America,,WY,6.0,,Saint John,,1.0
Kum2286,441.0,Applied Biosystems,O,17962 COLUMBUS EAST,1-389-539-0292,3294853.0,53749,269740.0,M,68.0,United States of America,f,WI,4.0,,Lancaster,2.0,3.0
Moo2287,759.0,Convergys,O,19068 coventry park,1-886-179-5840,3398170.0,94144,119158.0,M,14.0,United States of America,,IA,0.0,,Warwick,5.0,1.0
KAT2288,695.0,Sempra Energy,O,10792 trail lake road,1-821-821-0324,2620242.0,V6p 1s7,6965.0,M,24.0,United States of America,,WA,10.0,APT. 926,Alexandria,5.0,0.0
Mou2289,634.0,Fortune Brands,U,4679 furr avenue,1-628-893-2322,2441656.0,h7h 1v4,,W,5.0,United States of America,,PA,3.0,,San Bernardino,2.0,3.0
ero2290,585.0,Cummins,R,14569 VOSS NORTH,1-879-888-6649,2878456.0,33139,220392.0,M,80.0,United States of America,m,PA,0.0,,Henderson,,
Hol2291,767.0,Northern Trust Corp.,O,20166 presido park,1-620-567-5053,2658916.0,04118,471016.0,W,3.0,United States of America,F,GA,7.0,,Hilo,,3.0
RIT2292,717.0,ConocoPhillips,O,13309 windsor rue,1-814-919-4804,,38171,52045.0,S,35.0,United States of America,F,MI,2.0,,Wichita,2.0,2.0
BLA2293,706.0,Nash-Finch,R,21811 SILVER NORTH,1-471-080-6427,3704935.0,92182,355829.0,M,50.0,Canada,f,Saskatchewan,0.0,,Fort Collins,5.0,2.0
Mcm2294,757.0,Pool,O,20900 marchmont west,1-097-612-2439,416153.0,43634,75149.0,M,27.0,United States of America,,KS,7.0,,Irvine,3.0,2.0
lin2295,690.0,LandAmerica Financial Group,O,10386 bellflower upper,1-675-770-8177,1723082.0,30357,474316.0,M,73.0,United States of America,,ND,0.0,Apt. 290,San Antonio,0.0,5.0
cho2296,356.0,First American Corp.,O,13175 halifax lower,1-535-872-6753,429379.0,93305,112638.0,M,27.0,United States of America,m,ND,2.0,,Saint John,3.0,5.0
dzi2297,632.0,Kellogg,,23956 sheriden way,1-092-609-1274,1047754.0,A2c 1v5,303430.0,U,78.0,United States of America,m,TX,,,Phoenix,1.0,0.0
DUP2298,483.0,Magellan Health Services,R,9625 allen boulevard,1-424-387-9820,,02901,37937.0,U,84.0,United States of America,,FL,0.0,,Fort Collins,0.0,1.0
Bar2299,722.0,,,482 lamar lane,1-674-954-5505,3912108.0,77144,284757.0,S,38.0,United States of America,F,Quebec,4.0,,Irvine,5.0,5.0
Boy2300,,Clorox,O,20025 routh crescent,1-987-867-2561,3998775.0,T6b 1k7,242727.0,U,74.0,United States of America,F,VT,8.0,,Charleston,5.0,4.0
Che2301,319.0,FirstEnergy,O,19342 WYCLIFFE PARK,1-090-113-7984,970582.0,46411,134606.0,M,,United States of America,M,WY,6.0,,Charlotte,2.0,3.0
ala2302,423.0,McKesson,O,21448 HAMPTON BOULEVARD,1-830-949-2676,,92122,292291.0,,3.0,United States of America,,Manitoba,4.0,,Minneapolis,2.0,1.0
Gat2303,624.0,Hayes Lemmerz,R,3367 FOUR WINDS STREET,1-574-233-8774,2818031.0,38130,293566.0,S,43.0,United States of America,f,WA,0.0,,Lincoln,1.0,2.0
Van2304,688.0,Centex,O,13725 CENTRAL LANE,1-689-818-6215,834838.0,H5k 1o4,443983.0,S,80.0,United States of America,M,MA,10.0,,Fremont,1.0,2.0
pel2305,329.0,Fortune Brands,O,24200 north crescent,1-519-579-4274,1401306.0,r5g 1m8,184998.0,M,14.0,Canada,,PA,8.0,,Montreal,2.0,0.0
Wic2306,774.0,Wendy's/Arby's Group,O,9941 briar forest street,1-083-472-8591,1949038.0,T6D 1H3,348409.0,U,51.0,United States of America,F,OH,4.0,,Dawson City,4.0,4.0
Sta2307,511.0,Las Vegas Sands,O,10881 bellaire avenue,1-955-659-2891,1178413.0,90373,340287.0,S,74.0,Canada,F,DC,6.0,,Fort Collins,0.0,2.0
Mcg2308,413.0,OM Group,O,21665 gemini east,1-894-967-3044,3048799.0,T5A 1Z6,127452.0,U,,United States of America,,TN,2.0,,Oakland,2.0,2.0
jan2309,554.0,NCI Building Systems,O,17687 denton lower,,3135220.0,H6d 1z2,42707.0,U,16.0,Canada,,Prince Edward Island,6.0,,Grand Prairie,2.0,5.0
Tan2310,821.0,National Fuel Gas,O,8980 orinda east,1-791-626-6291,1739318.0,94655,366758.0,U,100.0,United States of America,F,OH,5.0,,Bellevue,2.0,0.0
O'g2311,512.0,CHS,O,14827 PAINE UPPER,1-963-052-2393,2825750.0,35825,75183.0,U,29.0,United States of America,,SC,5.0,apt. 711,Sudbury,,1.0
DEM2312,423.0,United Rentals,O,16897 TANBARK LOWER,1-527-012-8580,1956967.0,06113,493454.0,W,84.0,United States of America,,ID,6.0,,Grand Prairie,0.0,3.0
RUD2313,549.0,Watson Wyatt Worldwide,O,20857 HOWARD PARK,1-378-957-7414,3675083.0,85211,216137.0,S,77.0,United States of America,,MT,10.0,,McAllen,1.0,
Gab2314,778.0,Baker Hughes,R,6106 ashland east,1-883-221-7877,1966185.0,V6s 1p8,252633.0,M,12.0,Canada,F,WV,8.0,,Pittsburgh,4.0,4.0
Hil2315,665.0,BE Aerospace,O,5993 NOONAN LOWER,1-382-801-0608,3943075.0,40505,477451.0,M,42.0,Canada,,Quebec,5.0,,North Las Vegas,0.0,4.0
bam2316,535.0,Briggs & Stratton,U,14930 griffin upper,1-822-747-2746,1635014.0,H7H 1V5,374480.0,S,97.0,United States of America,,OH,2.0,,Warren,4.0,2.0
sch2317,698.0,ConAgra Foods,R,2297 amsterdam court,,3266869.0,V6G 1U2,489398.0,M,42.0,Canada,,WY,10.0,,Warren,3.0,3.0
Cro2318,766.0,Land O'Lakes,O,8400 polaris west,1-671-063-0805,2308190.0,23267,58340.0,U,75.0,United States of America,f,WY,0.0,,Arlington,2.0,5.0
Lom2319,770.0,Aramark,O,7661 grant way,1-643-923-5060,908999.0,H5L 1R4,151060.0,M,99.0,United States of America,M,LA,9.0,,Lewiston,5.0,4.0
Slo2320,746.0,Laclede Group,R,21437 whitman south,1-671-729-3733,3457876.0,T5a 1j8,259012.0,,33.0,United States of America,,NV,8.0,,Buffalo,4.0,2.0
ANN2321,559.0,Northrop Grumman,O,22818 candlelight upper,1-828-980-5660,1165375.0,94287,443274.0,W,31.0,United States of America,,NM,1.0,APT. 99,Las Vegas,,0.0
tes2322,737.0,Rent A Center,O,14770 juniper drive,1-957-263-6977,3794304.0,T5a 1x6,159601.0,M,46.0,United States of America,m,OR,7.0,,Fort Smith,3.0,4.0
Ric2323,301.0,ON Semiconductor,R,4370 vessey avenue,1-249-217-8911,1610195.0,37212,152019.0,M,53.0,United States of America,,NH,8.0,,Rapid City,3.0,2.0
Gra2324,605.0,Harman International Ind.,O,18464 ashbrook lane,1-377-269-8952,2958408.0,V6u 1s8,397390.0,M,76.0,United States of America,m,DE,5.0,,Ottawa,2.0,4.0
loa2325,,Calpine,O,22326 colonial lower,1-695-380-8059,612598.0,H5l 1r7,487336.0,U,71.0,United States of America,,KY,1.0,,Toronto,4.0,4.0
GOO2326,504.0,Plexus,U,2747 conier lane,1-940-413-6357,691904.0,47704,363511.0,M,,United States of America,,Alberta,7.0,,Fort Lauderdale,3.0,3.0
Bea2327,741.0,Consolidated Edison,,232 LYLE PARK,1-544-940-2396,565745.0,m3x 1j9,39038.0,,11.0,Canada,,MD,9.0,,Springfield,,2.0
Sid2328,533.0,US Oncology Holdings,O,3259 beningus west,1-904-825-9084,2782013.0,t5c 1n7,120729.0,W,82.0,Canada,,UT,7.0,,Fresno,2.0,5.0
Mtl2329,490.0,Scotts Miracle-Gro,R,12709 wycliffe crescent,1-890-935-4484,377933.0,94607,7960.0,M,37.0,United States of America,,CO,9.0,,San Bernardino,4.0,2.0
O'k2330,700.0,Dr Pepper Snapple Group,R,22019 lyons avenue,1-642-030-6482,622766.0,V6e 1v7,171442.0,,7.0,United States of America,U,WY,10.0,apt. 157,Simi Valley,4.0,5.0
Tse2331,661.0,Lockheed Martin,O,10526 doheny rue,1-859-386-4203,2574160.0,60622,221743.0,D,56.0,United States of America,,MA,7.0,,Dawson City,2.0,2.0
VER2332,578.0,Silgan Holdings,O,24996 ROBBINS EAST,1-623-001-3636,2745664.0,T5b 1j1,268622.0,U,58.0,United States of America,F,OH,9.0,,Virginia Beach,0.0,
Col2333,845.0,Equifax,R,8220 ledgestone street,1-623-185-2496,1272244.0,28212,441542.0,S,1.0,Canada,,AZ,7.0,,Minneapolis,,0.0
YOH2334,406.0,Greif,O,14754 woodview east,1-974-960-3197,,M5F 1X1,261285.0,U,26.0,United States of America,,MO,4.0,,Mesa,3.0,0.0
Gha2335,449.0,Old Republic International,O,855 havenridge avenue,1-116-132-8445,454794.0,02888,78272.0,U,57.0,Canada,,OH,4.0,,Tempe,2.0,5.0
Nat2336,505.0,Weis Markets,R,18165 pecos lower,1-146-027-3178,1972544.0,27610,488193.0,M,,United States of America,,SC,3.0,,Worcester,2.0,4.0
Dun2337,577.0,VF,O,12873 WILLS EAST,1-126-299-3126,3141638.0,T5a 1u7,44720.0,M,71.0,United States of America,,VT,5.0,,Pembroke Pines,3.0,2.0
het2338,342.0,United Rentals,O,9078 nealy lower,1-172-211-4820,270573.0,90056,187267.0,M,74.0,United States of America,m,GA,8.0,APT. 670,Lansing,,2.0
MIH2339,753.0,Lockheed Martin,R,8101 clifton drive,1-695-479-4290,3528893.0,X1H 1T3,262800.0,M,58.0,United States of America,F,UT,3.0,,Saskatoon,5.0,1.0
And2340,449.0,General Motors,O,12194 julian lower,1-811-329-1124,2376305.0,h5l 1q3,332790.0,,15.0,United States of America,,IN,3.0,Apt. 471,Amarillo,,5.0
Mau2341,397.0,Warner Music Group,O,6244 HAVENRIDGE BOULEVARD,,2691761.0,v6u 1s5,327836.0,S,55.0,United States of America,,GA,9.0,,Kansas City,2.0,4.0
Ben2342,395.0,Atlas America,R,20263 APOLLO DRIVE,1-788-823-6224,3371037.0,T5b 1l4,131708.0,M,94.0,United States of America,,Alberta,3.0,,Scottsdale,2.0,1.0
HOG2343,774.0,Lithia Motors,U,24422 bellflower street,,462163.0,V6x 1q1,462132.0,W,4.0,United States of America,f,FL,5.0,,Columbia,,2.0
HEI2344,393.0,Noble Energy,U,10117 COLLEGE UPPER,1-784-151-0924,2187582.0,53745,403260.0,U,55.0,United States of America,,MI,6.0,,Montgomery,5.0,1.0
hei2345,301.0,Western & Southern Financial,O,16354 sand rue,1-143-623-7343,577090.0,44145,233147.0,W,71.0,United States of America,f,DE,5.0,,Alexandria,4.0,0.0
Red2346,467.0,Carpenter Technology,O,3685 copenhill crescent,1-630-123-4511,2718934.0,T5d 1t3,221488.0,U,77.0,United States of America,M,Ontario,2.0,,Costa Mesa,0.0,2.0
Irc2347,478.0,First Data,O,3556 kerry avenue,,2350901.0,C2B 4X7,246262.0,S,45.0,United States of America,m,AK,8.0,,McAllen,5.0,1.0
lon2348,357.0,General Dynamics,O,10716 LAVENDER EAST,1-569-021-1477,2794359.0,10185,,M,100.0,United States of America,,CO,8.0,,Sterling Heights,4.0,2.0
Roh2349,753.0,MPS Group,O,22174 blalock east,1-208-480-3349,2478439.0,78752,335103.0,M,26.0,United States of America,m,LA,7.0,,Lincoln,4.0,5.0
Ana2350,456.0,Western Union,R,22140 CONLEY CRESCENT,1-509-515-7154,687807.0,78274,2931.0,U,38.0,Canada,,MD,2.0,,Chandler,3.0,2.0
Gow2351,601.0,Brown-Forman,R,14460 TOSCA LANE,1-057-467-8281,2663439.0,31406,374108.0,D,66.0,Canada,,CO,10.0,,Edmonton,3.0,0.0
Rod2352,500.0,SanDisk,O,3918 shadowbriar street,1-798-809-3981,1424315.0,45230,156049.0,M,22.0,United States of America,,KY,6.0,,Gary,0.0,1.0
hu2353,744.0,Newmont Mining,U,22607 atlantic rue,1-863-216-8721,577523.0,t5a 1k5,121334.0,W,88.0,United States of America,,NC,7.0,,Atlanta,0.0,4.0
Cir2354,841.0,Rowan Cos.,R,17727 ashbrook lane,1-329-803-9678,261743.0,03107,155327.0,U,20.0,United States of America,,NH,3.0,,Santa Clarita,0.0,
moo2355,696.0,,O,20091 whistler north,1-757-654-1077,2093607.0,78041,383268.0,U,90.0,Canada,f,OH,6.0,APT. 660,Oshawa,3.0,4.0
Afk2356,724.0,NetApp,R,21477 WARREN PARK,1-213-833-7580,777552.0,73153,61649.0,M,85.0,United States of America,,SD,9.0,,Sterling Heights,,2.0
CLA2357,828.0,Southwestern Energy,O,7075 GLEN LOCH DRIVE,1-003-702-3020,766339.0,M5f 1w2,298064.0,S,6.0,United States of America,M,CA,,,Gary,3.0,0.0
MAU2358,819.0,Universal American,U,2082 gemini court,1-048-728-0449,259703.0,T6a 1k3,172965.0,M,20.0,United States of America,F,MS,6.0,,Pomona,5.0,5.0
BAL2359,436.0,Hormel Foods,O,15655 OAKMONT CRESCENT,1-409-603-2135,1956151.0,91349,,S,70.0,Canada,,GA,5.0,,Baltimore,4.0,0.0
MUR2360,690.0,Solutia,O,15069 dillbeck street,1-888-468-3449,1275379.0,55116,483310.0,U,41.0,United States of America,F,IN,7.0,,Columbia,0.0,2.0
Mck2361,575.0,Cypress Semiconductor,O,24059 meadow haven lower,1-198-881-4667,439741.0,31419,497702.0,U,44.0,United States of America,I,NE,10.0,,Mesquite,3.0,5.0
BED2362,689.0,Burlington Northern Santa Fe,O,9270 leaf south,1-198-326-3264,2039127.0,60565,,M,94.0,United States of America,F,CA,5.0,,Calgary,5.0,2.0
Weg2363,469.0,Oceaneering International,O,24573 BEDFORD WAY,1-887-985-4478,515069.0,V6g 1t8,300843.0,,64.0,United States of America,M,GA,1.0,,Nashville,3.0,3.0
end2364,642.0,Walgreen,O,24223 HUNT BOULEVARD,1-756-065-8973,2214018.0,35878,419266.0,W,70.0,United States of America,f,NV,5.0,APT. 77,New Haven,3.0,0.0
hei2366,360.0,AMR,O,19734 greenspoint boulevard,,50584.0,T6c 1g9,325857.0,M,46.0,United States of America,,LA,8.0,Apt. 373,El Monte,3.0,4.0
Coh2367,479.0,Caterpillar,R,16942 SUMMER CREST CRESCENT,,817367.0,90323,304835.0,U,85.0,United States of America,M,NY,3.0,,Independence,0.0,1.0
mik2368,457.0,Oil States International,O,428 emerson west,1-321-965-6960,1590880.0,63163,155646.0,W,27.0,United States of America,M,UT,7.0,,Berkeley,4.0,2.0
Lau2369,635.0,United Services Automobile,O,14709 panther creek avenue,1-718-353-9859,2019232.0,99738,317265.0,U,26.0,United States of America,,KS,10.0,apt. 791,Mount Pearl,5.0,0.0
MAR2370,800.0,Ecolab,O,21074 mallory lower,1-492-075-7947,826989.0,22220,456824.0,D,60.0,United States of America,F,TN,4.0,,Irving,5.0,0.0
Rob2371,306.0,USG,R,23719 MCAFEE UPPER,1-336-060-3965,2453454.0,10018,206795.0,U,,United States of America,,WI,9.0,,Escondido,,2.0
ell2372,780.0,Regal Entertainment Group,O,8601 kempner lane,1-382-212-7905,,19077,300837.0,M,3.0,United States of America,,LA,6.0,,Lansing,2.0,2.0
Bil2373,328.0,Pilgrim's Pride,U,23923 POTOMAC ROAD,1-829-201-6408,3871733.0,h2f 1w4,65955.0,S,93.0,United States of America,f,ND,6.0,,Anaheim,4.0,2.0
SHE2374,324.0,Coca-Cola,R,493 day lane,1-980-766-6957,3255930.0,h2f 1v9,321730.0,S,87.0,United States of America,m,TX,,suite 267,Cleveland,0.0,3.0
Bur2375,773.0,United Stationers,O,11744 WHISTLER UPPER,1-666-159-0027,,33307,208518.0,M,25.0,United States of America,F,MN,6.0,,Winston-Salem,3.0,2.0
OFF2376,832.0,Cabela's,O,20903 HANCOCK CRESCENT,1-402-589-9308,1779671.0,T5C 1O5,297838.0,M,,Canada,F,FL,2.0,,Peoria,5.0,2.0
Mcd2377,777.0,Flowserve,O,1633 ALTAMESA COURT,1-066-498-4813,976785.0,85209,389438.0,W,48.0,United States of America,M,NC,0.0,,Arlington,4.0,5.0
SAL2378,449.0,Colgate-Palmolive,O,3571 porter lane,1-652-826-5634,1171861.0,V6I 1R7,91681.0,W,43.0,Canada,F,GA,,,Oceanside,5.0,2.0
kor2379,552.0,Vectren,O,13005 BRAMBLEWOOD SOUTH,1-409-378-9629,2340594.0,23323,341542.0,U,84.0,United States of America,F,MA,6.0,,Atlanta,5.0,3.0
Bij2380,687.0,Energizer Holdings,O,12586 post oak west,1-012-369-5503,3018200.0,91131,114373.0,S,26.0,United States of America,F,VT,,,Bridgeport,1.0,5.0
wae2381,377.0,Bio-Rad Laboratories,O,18688 BEATTY BOULEVARD,,1733755.0,84116,458117.0,M,98.0,Canada,f,ID,9.0,,Nashville,4.0,2.0
Chu2382,426.0,SLM,O,5653 worth drive,1-868-375-4968,2999873.0,32804,117699.0,M,56.0,Canada,,VA,0.0,,Amarillo,5.0,5.0
HUE2383,372.0,NBTY,O,8626 midway road,1-930-316-4358,2266021.0,91103,475792.0,M,96.0,United States of America,,LA,4.0,,Columbia,4.0,1.0
Mon2384,583.0,Catalyst Health Solutions,O,9521 bailey east,1-678-719-7426,495921.0,92866,363406.0,M,4.0,Canada,,Prince Edward Island,2.0,,Modesto,5.0,1.0
Wan2385,663.0,Oshkosh,O,8914 ROSEDALE COURT,1-405-469-4769,1390408.0,v6q 1q3,286062.0,M,38.0,United States of America,m,WY,10.0,,Charlotte,,4.0
EFL2386,584.0,Morgan Stanley,O,5398 COLLIER CRESCENT,1-172-801-3988,1094684.0,H2f 1v4,378333.0,U,4.0,Canada,Z,VT,4.0,,Bridgeport,0.0,1.0
Mok2387,567.0,Ingles Markets,O,22376 burton upper,1-938-684-4166,1177509.0,X7i 1q4,210066.0,M,0.0,Canada,,Newfoundland,2.0,,Moreno Valley,1.0,5.0
