AgencyID,Country,Gender,FirstName,MiddleInitial,Income,Age,LastName,State,NumberCreditCards,NetWorth,AddressLine1,AddressLine2,PostalCode,City,Phone
Gue1761,United States of America,,Elliott,,75233.0,49.0,Guerette,ND,8.0,2266559.0,673 edloe park,,M4J 1M1,Mesa,1-896-942-9504
PIP1762,Canada,,Carlton,W,438549.0,7.0,PIPERNO,NY,10.0,1792230.0,12635 olympia east,,90048,Oshawa,1-698-450-6048
SHA1763,United States of America,f,Jacquenette,X,272968.0,50.0,SHAHROODI,OR,,3631760.0,17774 applewood rue,,07508,Hampton,1-223-534-0489
kle1764,United States of America,m,Butch,G,439042.0,91.0,kleynenbergntrtpa,HI,10.0,1089692.0,19045 rockhill road,,E7n 1k8,Peoria,1-077-049-4842
Mon1765,United States of America,f,Giulia,,484191.0,12.0,Monahan,AZ,9.0,3826758.0,21936 congress lane,,93033,Santa Rosa,1-388-933-6589
TOD1766,United States of America,f,KIAL,M,46312.0,15.0,TODO,TN,2.0,352144.0,24985 royal avenue,,M5g 1w6,El Monte,1-594-374-8446
Boa1767,United States of America,F,Daphene,,1352.0,97.0,Boatwright,Nova Scotia,8.0,293287.0,15338 hutton upper,,85267,Ann Arbor,
Ber1768,United States of America,,Ott,,33117.0,,Bergsma,New Brunswick,9.0,2767462.0,17962 columbus east,,T5a 1w6,Indianapolis,1-696-617-0943
Bra1769,United States of America,M,verina,X,457297.0,86.0,Brazeau,NJ,2.0,512742.0,8651 TRACE CREEK LANE,,20075,Glendale,1-660-453-9348
Rab1770,United States of America,,REMINGTON,,387072.0,34.0,Rabjohn,WI,8.0,3057918.0,15624 pembrook boulevard,,T6c 1d4,Carrollton,1-181-278-8577
Mcd1771,United States of America,,susanetta,V,163433.0,61.0,Mcdougall,NH,1.0,3445991.0,13500 griffin lower,suite 397,T6a 1i9,Ann Arbor,1-378-477-0849
Mun1772,Canada,F,Grier,N,289329.0,,Mundy,ND,5.0,3445933.0,7656 concho lower,,T6D 1F4,Chula Vista,1-420-150-3171
CAM1773,Canada,,LUCIEN,,374546.0,37.0,CAMPANELLA,MD,9.0,1365953.0,6092 worthington east,,53711,Pittsburgh,1-152-186-1784
cow1774,United States of America,,Raj,,283423.0,57.0,cowell,FL,8.0,2618684.0,24250 summer south,,V6L 1S4,Hartford,1-764-606-9786
her1775,United States of America,F,Mirabel,A,328760.0,59.0,herndon,MN,7.0,3136993.0,10783 crestline court,,T5a 1w3,North Las Vegas,1-589-341-3222
Hau1776,United States of America,m,Lulu,,237087.0,31.0,Haubert,OR,2.0,3779546.0,6066 fillmore lower,,10044,Rancho Cucamonga,1-930-825-7344
eis1777,United States of America,,FALLON,,39483.0,98.0,eisenhart,MN,1.0,1271314.0,679 windsor west,,M5G 1Z8,Charleston,1-647-111-1850
hol1778,United States of America,,Pammi,,402271.0,19.0,holleran,MT,0.0,1754434.0,18289 ARTESIAN WAY,,22202,Chesapeake,1-549-012-0501
Cha1779,United States of America,F,Chrystal,,32484.0,90.0,Chamard,GA,6.0,222891.0,13070 panther creek east,,M5G 1U1,Miami,1-613-090-2034
FOE1780,United States of America,F,lonneke,J,162627.0,95.0,FOEST,SC,10.0,,18207 conley south,,m5a 1u8,Knoxville,1-235-233-6813
Kel1781,United States of America,,Krier,O,436629.0,88.0,Kelsay,Alberta,7.0,2948935.0,12028 PARDEE RUE,SUITE 393,y5c 1m3,Fairbanks,1-042-286-8611
BAI1782,United States of America,F,ARDELIS,M,321033.0,10.0,BAILEY,Ontario,4.0,1662306.0,24062 tangle brush crescent,,m5d 1y8,Buffalo,1-028-860-2322
VIR1783,United States of America,m,nicoline,T,328066.0,70.0,VIRCHICK,WV,4.0,2422150.0,9371 sweeney court,,48509,Pasadena,1-343-498-0843
Bar1784,United States of America,,Evert,,393963.0,87.0,Barclay,LA,7.0,808446.0,7161 tallowood upper,,78235,Berkeley,1-967-700-4589
Kub1785,United States of America,,MARTHA,,400959.0,27.0,Kubik,MO,,1846060.0,21731 GULFTON UPPER,,80131,Des Moines,1-458-567-6055
Let1786,United States of America,,georgie,N,275434.0,,Lethebinh,MD,7.0,1980608.0,7575 bernard court,,85267,Montgomery,1-155-788-3290
Sol1787,United States of America,,Oleesa,,53719.0,88.0,Soldera,AR,,27286.0,13971 milbury court,,72222,Santa Rosa,1-071-233-3777
PAT1788,United States of America,,Marlin,,345478.0,93.0,PATRICK,AZ,2.0,1229044.0,12473 long branch east,,35862,Idaho Falls,1-598-769-0796
ols1789,United States of America,,Alec,,395476.0,,olsen,WA,6.0,2322103.0,18956 gaylord street,,T6b 1j5,Lubbock,1-207-901-4854
Rez1790,United States of America,,Bakoury,,19524.0,26.0,Rezansoff,AZ,1.0,37919.0,12491 CARROLL BOULEVARD,,H6a 1y9,Concord,1-818-217-5987
VAN1791,United States of America,f,ELUNED,,437159.0,91.0,VAN ATTA,Nova Scotia,8.0,1148118.0,22682 RIO GRANDE SOUTH,,19153,Grand Rapids,1-801-683-2006
Cos1792,United States of America,F,julita,,275092.0,84.0,Cossota,VT,7.0,1632327.0,17508 WELLER WEST,,T5b 1q7,Fresno,1-653-596-4278
Kwa1793,United States of America,f,Marge,,,37.0,Kwan,UT,0.0,3874266.0,6454 KIEL UPPER,,91915,Corpus Christi,1-608-157-9379
att1794,United States of America,,Chrissie,,112545.0,60.0,attanasio,TX,8.0,1959769.0,11287 oasis north,,H6B 1X6,Brownsville,1-708-330-7398
Sto1795,United States of America,M,ULRIKAUMEKO,,455702.0,92.0,Stoyles,DE,8.0,2006766.0,7865 reagan east,,92805,Sunnyvale,1-952-267-6215
WIC1796,United States of America,,Guo-qiang,O,95329.0,98.0,WICKIE,SC,10.0,3236408.0,1091 LADERA LOWER,,V6b 1s4,Topeka,1-889-842-8996
kho1797,United States of America,f,Andriana,P,192004.0,58.0,khouderchah,MA,,3869248.0,7046 landera street,,m6t 1i6,Salt Lake City,1-620-361-3149
Ada1798,Canada,M,vmbackup,,358772.0,28.0,Adamczyk,MT,2.0,,8685 peachtree upper,,94204,Las Vegas,1-579-547-7220
Dor1799,United States of America,,Dot,M,341293.0,25.0,Doris-hampton,AK,10.0,3153225.0,21681 GOODWIN PARK,,66622,Carrollton,1-506-480-5222
Sei1800,United States of America,,Stoddard,,492241.0,100.0,Seiple,Alberta,5.0,3740435.0,16124 WEYLAND PARK,,T5a 1p2,Hampton,1-022-795-4018
Wes1801,United States of America,,zhengyu,,249302.0,25.0,Wesselman,AZ,9.0,3483318.0,23701 pelican way,,04101,Henderson,1-178-778-1691
kus1802,United States of America,m,Korry,E,32425.0,73.0,kusan,AR,,2500611.0,15845 flagler south,,21280,Allentown,1-890-776-1758
CHA1803,United States of America,m,Alice,,254208.0,98.0,CHALMERS,HI,8.0,1161657.0,7831 arthur crescent,,22206,Fairbanks,1-429-077-1115
STO1804,United States of America,,BAB,,54235.0,33.0,STODART,AL,9.0,220530.0,10079 PALM LANE,,v6z 1w9,Cleveland,1-729-480-2589
Pla1805,United States of America,,Babbie,A,349236.0,60.0,Playatuna,IL,10.0,3704067.0,378 nolan avenue,,M5g 1x7,Provo,1-763-494-5921
sca1806,United States of America,L,Gene,,6807.0,89.0,scalera,CA,9.0,2829130.0,764 donaldson road,,70123,Alexandria,1-725-805-6519
MEE1807,United States of America,F,CRISTIONNA,,439420.0,78.0,MEERVELD,SD,0.0,2207402.0,13069 SHELTER CRESCENT,,94611,Montpelier,1-895-978-7144
you1808,United States of America,m,Elwira,,121686.0,4.0,younes,TN,6.0,2161886.0,22494 chimney rock avenue,,V6X 1S8,Naperville,1-852-028-8789
CIT1809,United States of America,m,LEANORA,E,140503.0,88.0,CITARELLI,PA,2.0,424605.0,18283 jack east,,95273,Elizabeth,1-651-295-4610
rum1810,United States of America,F,Annetta,,200376.0,96.0,rummel,NY,8.0,2757556.0,2164 PALM ROAD,,35855,Boise,1-273-081-6545
VEZ1811,United States of America,,Gerladina,,194820.0,8.0,VEZINA,FL,2.0,245609.0,18676 turman drive,Apt. 513,90216,Atlanta,1-786-049-0990
Lar1812,United States of America,m,Thuy,,40936.0,88.0,Larmour,Alberta,6.0,1172429.0,8752 forest park east,,19067,Little Rock,1-183-231-1926
omu1813,Canada,m,Youji,D,254493.0,81.0,omura,WI,,2239983.0,7041 leon upper,,V5b 1p7,Hilo,1-648-150-4539
Liv1814,United States of America,,Jenine,,108196.0,46.0,Livek,TN,7.0,2486364.0,15979 montfort way,,90801,Fort Lauderdale,1-838-029-2999
Tah1815,Canada,m,Aridatha,U,482003.0,20.0,Taheri,ID,3.0,32423.0,11724 RANDOLPH PARK,Apt. 578,40231,Modesto,1-815-050-7572
van1816,United States of America,,viki,,458207.0,73.0,van atta,ID,6.0,1051407.0,21686 jackson south,,10078,Inglewood,
Hug1817,United States of America,,Randhir,,385765.0,1.0,Huguin,MS,,1110211.0,18909 hawkins way,,h2b 1z2,Nashua,1-133-198-0015
GAI1818,United States of America,,Dino,,193940.0,11.0,GAINES,NV,5.0,1585964.0,2451 knowles street,,v6e 1p8,Pembroke Pines,1-809-938-5153
DON1819,Canada,,satyajit,,44263.0,93.0,DONKERS,ME,0.0,1013742.0,12400 GREAT OAKS EAST,,76134,Montpelier,1-941-132-1757
bah1820,United States of America,f,eddie,,452400.0,97.0,bahoric,AL,4.0,3766774.0,23934 brooks north,Apt. 166,10004,Missoula,1-244-737-0357
HUN1821,United States of America,f,Orden,,264934.0,96.0,HUNEAULT,DE,8.0,546402.0,14497 frostwood boulevard,,94648,Huntington Beach,1-505-261-0601
van1822,United States of America,,SERDAR,,490088.0,51.0,vandergeest,NC,0.0,585244.0,1048 covecreek way,,60782,Colorado Springs,1-358-977-0829
lat1823,United States of America,M,myrlene,E,177988.0,73.0,latorre,NY,9.0,1429214.0,18874 magnolia road,,T6B 1E2,Victoria,1-919-962-0183
TOG1824,United States of America,m,Nhut,,132553.0,88.0,TOGASAKI,NY,8.0,1182319.0,24014 BIRCHWOOD CRESCENT,,01850,North Las Vegas,1-228-314-3079
ALD1825,United States of America,,Doria,,118332.0,71.0,ALDERDICE,British Columbia,5.0,2352319.0,11708 howser east,apt. 177,98175,Albuquerque,1-643-745-1349
Tre1826,United States of America,f,MAYE,,275512.0,27.0,Tremewan,AL,1.0,3499398.0,11797 howser court,,H6a 1x9,Stockton,1-988-780-9509
Del1827,United States of America,m,Ulrike,,479427.0,23.0,Deluca,SD,7.0,,14203 brooks west,,T5a 1u8,Springfield,
Ber1828,United States of America,,CAITRIN,,42582.0,27.0,Bereza,ID,4.0,788342.0,1863 KETCH NORTH,,m1g 1p8,Chattanooga,1-510-823-0228
Lon1829,United States of America,f,cho-kuen,C,265159.0,21.0,Lonergan,IN,4.0,3068068.0,12543 edgewood avenue,,H2a 1w6,Quebec,1-383-296-3460
KIN1830,United States of America,m,ailsun,,67732.0,62.0,KINNEY,IN,6.0,3011542.0,13205 cantey west,,33153,Chula Vista,1-805-692-1335
Hun1831,United States of America,m,annemarie,U,351308.0,83.0,Hunter,Ontario,3.0,1298229.0,15713 conier upper,,94289,Montreal,1-868-299-6956
Lud1832,United States of America,,Ferdinanda,D,204979.0,4.0,Ludviksen,CO,6.0,327003.0,13890 snead park,,30315,Hollywood,1-254-726-3987
Rou1833,United States of America,,Ike,,322520.0,69.0,Rouleau,NH,6.0,1463664.0,15263 ridge creek avenue,apt. 679,20085,Louisville,1-503-914-7808
BAR1834,United States of America,F,Dido,,417481.0,10.0,BARNHART,NH,5.0,780925.0,9565 cappel road,,V6C 1V6,Houston,1-858-451-1158
cha1835,Canada,,nicoline,,16696.0,74.0,chapin,LA,6.0,3204073.0,23057 BROKEN OAK AVENUE,,H2G 1U1,Fort Smith,1-527-014-1946
BOD1836,United States of America,,OTTCSR,,63070.0,78.0,BODNAR,MS,3.0,531711.0,5461 gold crest way,,70170,Sioux Falls,1-089-452-1637
sta1837,United States of America,F,DEVORA,B,476740.0,73.0,stallabrass,SD,5.0,3766241.0,23201 SEIP ROAD,,55402,Billings,1-521-392-3253
Wil1838,United States of America,,Viva,,413325.0,87.0,Wildeman,CT,7.0,2582206.0,24801 amherst street,,72287,Lakewood,1-338-105-8192
LON1839,Canada,,RONAN,,113113.0,77.0,LONGFIELD,AR,9.0,2484587.0,17933 flores avenue,,V6n 1s3,Provo,1-517-484-6560
Bos1840,United States of America,,amandie,Q,132686.0,93.0,Bosch,VT,8.0,3271439.0,21699 PRINCETON CRESCENT,,10033,Stamford,1-258-158-2410
Van1841,United States of America,,CLAY,,461313.0,12.0,Vandoorne,AL,10.0,1487215.0,14776 st. phillip court,,99680,Fort Worth,1-055-050-9722
STU1842,United States of America,,Willamina,Y,168924.0,47.0,STURDIVANT,OH,9.0,3283636.0,18244 fairfield north,,V6c 1q2,Grand Rapids,1-014-566-9505
Hei1843,United States of America,F,CARMELIA,,472095.0,92.0,Heidepriem,NH,5.0,622012.0,21952 sabine drive,,93757,St. Catharines,1-152-449-4216
Chi1844,United States of America,M,Marketa,B,313395.0,87.0,Chisholm,IN,1.0,3137134.0,18333 park hill east,,99571,Colorado Springs,1-110-137-0398
HAR1845,United States of America,,Noelyn,,113239.0,83.0,HARRIS,KS,,3126571.0,11645 kimberley crescent,,06117,Pembroke Pines,1-439-500-9798
Lop1846,Canada,f,Conni,C,119690.0,87.0,Loper,CA,0.0,3260857.0,2491 DOUGLAS UPPER,,77289,El Paso,1-022-101-9826
MUT1847,United States of America,f,bridgette,K,388725.0,62.0,MUTHUSWAMY,MD,3.0,2818705.0,17273 GREENE COURT,,35892,Springfield,1-537-401-0238
tru1848,United States of America,,bette-ann,Z,372213.0,22.0,truesdale,VT,2.0,3348276.0,20031 crumley south,,X1G 1S7,Orlando,1-009-776-5456
Kee1849,United States of America,,robert,U,54433.0,14.0,Keef,ID,8.0,390507.0,13068 lakeview crescent,APT. 254,55117,Lansing,1-400-321-8985
Sib1850,United States of America,m,Rubina,,221429.0,,Sibincic,NJ,4.0,2687759.0,2833 saratoga lower,,80145,Raleigh,1-660-729-9318
Rod1851,United States of America,f,Kaia,H,499137.0,40.0,Roddy,CO,1.0,2845075.0,2846 ROSEMONT EAST,,h2d 1w5,Casper,1-699-935-3017
Hol1852,United States of America,f,Nashib,F,110966.0,27.0,Holton,ND,3.0,3310264.0,1427 addax lane,,30335,Louisville,1-613-546-7635
pot1853,United States of America,,ALYSSA,,464920.0,64.0,potts,CA,7.0,766546.0,19827 cherry ridge way,,V6o 1s1,Tallahassee,1-855-775-0545
Rag1854,United States of America,M,Lothar,,182553.0,26.0,Raghunath,Alberta,8.0,2204931.0,9749 overton ridge boulevard,,94427,Stamford,1-525-684-5781
ume1855,United States of America,,Olivette,O,304022.0,53.0,umeh,Ontario,6.0,1612371.0,11146 penmarc street,suite 130,94448,Springfield,1-612-577-9612
Jcs1856,United States of America,,allisan,,71693.0,37.0,Jcst,UT,0.0,550443.0,10789 winifred lane,,H2F 1V3,Rochester,
Spo1857,United States of America,,isobel,V,127163.0,70.0,Spohn,MS,,309862.0,11450 WYCLIFFE SOUTH,,V6U 1R6,Burlington,1-049-590-8554
Whi1858,United States of America,,Verla,,85614.0,11.0,Whitwell,HI,5.0,539112.0,10256 BROWNWAY NORTH,,21206,Sunnyvale,1-112-858-9594
nic1859,United States of America,F,anderson,N,,81.0,nicholas,LA,5.0,3422169.0,13619 WITHERS UPPER,,m7n 1b3,Santa Ana,1-193-996-3384
Gob1860,United States of America,,Jami,,172591.0,12.0,Gobeil,CT,4.0,1215514.0,5620 ROYALTON AVENUE,suite 209,93314,Evansville,1-905-512-3236
Mac1861,United States of America,,Carley,V,171376.0,32.0,Mackey,UT,0.0,2580056.0,11503 stratton west,,55174,Salinas,1-913-052-2172
SYL1862,United States of America,F,bev,,321338.0,6.0,SYLVIE,MD,0.0,1213893.0,4757 landmark road,,20017,Tampa,1-394-734-5791
das1863,United States of America,,Glyn,,398897.0,72.0,dassani,British Columbia,0.0,1869894.0,21096 TANBARK PARK,,89135,Gary,
Eis1864,United States of America,,Filippa,K,40064.0,,Eisler,CA,3.0,3692597.0,11414 JAY STREET,,92801,Corona,1-413-604-3746
vir1865,United States of America,,gwenette,,,18.0,virgoe,NE,0.0,1559663.0,3185 royalton lower,,03110,Detroit,1-425-493-8607
MCF1866,United States of America,,Junie,,63890.0,39.0,MCFARLAND,ME,7.0,1369175.0,15121 reagan court,,V6F 1V4,Corpus Christi,1-985-599-3440
SEA1867,United States of America,m,Gene,,280094.0,41.0,SEARL,NC,0.0,2111124.0,1243 salado road,,07307,Tacoma,1-650-980-5910
rah1868,United States of America,,JANNA,,290837.0,4.0,rahman,ME,7.0,1474462.0,9659 sakowitz west,Apt. 758,53717,Erie,1-463-428-6155
lei1869,United States of America,f,Dominica,C,32286.0,,leitrick,Manitoba,6.0,1643864.0,10079 palm lane,,74158,Hampton,1-332-026-7039
Tri1870,United States of America,f,Tiphanie,,207088.0,1.0,Trivedi,MN,0.0,3324951.0,13456 stan hope upper,,93754,Winnipeg,1-499-446-8723
Mis1871,United States of America,,KOKO,,119235.0,27.0,Mishina,DE,7.0,3981142.0,4842 LEON BOULEVARD,,66105,Sandy,1-408-624-7279
mar1872,Canada,M,Bennesa,,274051.0,19.0,marum,DE,6.0,2108215.0,19743 stockton way,,77160,Houston,1-568-216-9463
gle1873,Canada,,harriett,P,415585.0,86.0,glemboski,OR,10.0,3509949.0,24256 GREENHILL BOULEVARD,,45216,Newport News,1-046-306-7107
bar1874,United States of America,m,Hirooki,,176653.0,62.0,barr,IA,6.0,1495631.0,14569 voss north,suite 97,23261,Mount Pearl,1-929-648-9392
Kel1875,United States of America,f,Jewel,,368766.0,11.0,Kellogg,Saskatchewan,6.0,3845295.0,24123 LAMPORT LOWER,Apt. 716,H2d 1v9,Seattle,1-253-271-3001
new1876,United States of America,f,Milan,,455031.0,,newhook,OH,,509951.0,14558 kempner lane,,t5a 1s7,Honolulu,1-540-948-2988
Bor1877,United States of America,,CHEE-YIN,,464987.0,1.0,Borsa,IA,1.0,,11671 wathan north,apt. 159,85752,Santa Ana,1-137-669-0376
Fri1878,United States of America,F,Abbye,,77108.0,2.0,Fricker,MN,,,12756 weyland south,,V6r 1r9,Cedar Rapids,
THA1879,United States of America,F,ANABEL,,498134.0,15.0,THAMES,NE,0.0,2798554.0,23201 seip road,,47737,Simi Valley,1-231-146-9429
San1880,United States of America,,marsie,,127769.0,23.0,Sandison,VT,2.0,2788608.0,17343 darlington avenue,,V6v 1v1,Atlanta,1-022-348-9665
Hug1881,United States of America,m,Ilyssa,,87256.0,43.0,Hughes,LA,5.0,733800.0,8728 selma north,,92153,Riverside,1-583-657-4202
Hic1882,United States of America,M,Pearl,,300839.0,10.0,Hickey,WV,10.0,212488.0,23181 cantey court,,53756,Milwaukee,1-968-155-5632
Der1883,Canada,,Lark,,492873.0,85.0,Deraaf,Quebec,3.0,1367618.0,18951 camden court,,V6V 1W8,Eugene,1-580-956-2715
sou1884,United States of America,M,Tawnya,,497274.0,45.0,sousa,LA,7.0,1152109.0,4953 WILLIAMS BOULEVARD,,T5a 1x3,Thousand Oaks,1-002-202-2759
Bri1885,United States of America,F,BODO,,492890.0,87.0,Brichetto,IA,0.0,,21944 richardson upper,Apt. 703,33149,Santa Rosa,1-234-455-9427
eis1886,United States of America,m,lorianne,,357036.0,34.0,eisenach,GA,4.0,661081.0,14210 charlotte way,,H7H 1U7,Arlington,1-700-474-9815
bil1887,United States of America,f,Enzo,,312978.0,28.0,bilsborough,SC,2.0,1523576.0,11414 JAY STREET,,10266,Vallejo,1-648-214-4241
Bri1888,United States of America,m,JULIE,G,348497.0,67.0,Briel,NE,0.0,750105.0,863 GARNER AVENUE,,t5d 1o9,Raleigh,1-389-543-7460
Van1889,United States of America,,erminie,,489382.0,44.0,Van hoy,Quebec,9.0,3548934.0,18065 FOUR POINTS DRIVE,,M4K 1O2,Fort Wayne,1-097-094-2987
Jar1890,United States of America,,jason,,420495.0,63.0,Jarchow,VT,2.0,831484.0,9711 pharr avenue,,H2D 1V1,Ann Arbor,1-342-555-4679
CAR1891,United States of America,,derek,W,277612.0,82.0,CARLE,Nova Scotia,1.0,1660829.0,5755 bluff road,,H2D 1Z2,Albuquerque,1-551-586-7369
FRI1892,Canada,,Fey,,444360.0,12.0,FRICKS,VA,10.0,1973501.0,15256 NEILSON AVENUE,,10099,Portland,1-364-697-9792
MOR1893,United States of America,M,joe,,452874.0,85.0,MOROZ,PA,1.0,1874107.0,15866 archer boulevard,Apt. 286,92031,Amarillo,1-851-718-2640
RUN1894,United States of America,,mina,F,42180.0,6.0,RUNDLE,HI,,1355982.0,7557 park stream street,,H2D 1U5,Great Falls,1-970-197-1062
SHI1895,United States of America,F,Shannon,M,16312.0,,SHIELL,CA,4.0,1424068.0,298 CEDAR CRESCENT,,28242,Vallejo,1-788-993-2148
Ema1896,United States of America,M,Petunia,,278991.0,81.0,Emami,Nova Scotia,10.0,2505978.0,245 CONGRESS COURT,,V6b 1p2,Stockton,1-614-186-9938
Bar1897,United States of America,,GOKUL,,238951.0,96.0,Barel,SD,2.0,770494.0,3217 CRESTMONT AVENUE,,H2f 1x1,Tempe,1-541-847-2551
bal1898,United States of America,,BIBBYE,,159998.0,,balogh,Saskatchewan,2.0,2349216.0,6359 SANDPOINT STREET,,80078,Montpelier,1-934-200-1121
dem1899,Canada,m,ROSETTA,,56344.0,100.0,dempster,MD,6.0,414115.0,20000 forest crescent,,V6V 1W3,Regina,1-861-784-9645
Pip1900,Canada,M,Lrc,X,442409.0,93.0,Pippy,Alberta,5.0,1619683.0,18710 queen lower,,V6i 1w2,Fullerton,1-981-298-0629
CHA1901,United States of America,,Essy,Z,453340.0,24.0,CHARCHANKO,OK,7.0,634477.0,20655 lendon avenue,,E7O 1O7,Dayton,1-173-834-1507
Lup1902,United States of America,,CRISTAL,,476343.0,70.0,Lupatin,NC,3.0,775265.0,20641 northland crescent,apt. 392,99592,Durham,1-124-907-0166
Bur1903,Canada,,VIOLETTE,T,84071.0,39.0,Burrus,SD,8.0,1958385.0,10803 DAY WAY,,94550,Cedar Rapids,1-249-910-3550
tol1904,United States of America,F,Kartik,,111908.0,13.0,tolson,PA,1.0,3044067.0,24675 seneca road,,36130,Winston-Salem,1-423-145-8213
Dir1905,United States of America,,David,,276511.0,69.0,Dirienzo,Nova Scotia,9.0,1919783.0,13653 collier avenue,,v6e 1w5,Vancouver,1-317-810-8784
MAL1906,Canada,M,Phyllys,,427771.0,40.0,MALAM,AK,3.0,547286.0,5049 BRANDYWYNE WEST,,14616,Shreveport,1-974-283-2412
Sal1907,United States of America,,Cordi,R,332036.0,97.0,Salemi,NC,0.0,629201.0,23152 notingham north,,10037,Charleston,1-990-914-9609
llo1908,United States of America,,Marci,,484209.0,84.0,lloyd,NV,8.0,3899231.0,2923 navarro lower,,80158,Kitchener,1-122-431-9180
Swa1909,United States of America,,bhanu,M,6459.0,62.0,Swazey,ME,4.0,3794142.0,9479 oliver lower,,V6F 1V6,Simi Valley,1-530-264-0711
Iko1910,Canada,,Georgette,I,108574.0,78.0,Ikotin,MT,6.0,2757498.0,20166 PRESIDO PARK,,93813,Nashville,1-216-099-3048
Sch1911,United States of America,m,SHANON,,117797.0,12.0,Scherer,MT,6.0,191628.0,23086 pacific west,Apt. 345,89148,Philadelphia,1-091-529-0365
Pau1912,Canada,,Minda,M,499499.0,35.0,Pauli,GA,0.0,1007328.0,9733 BERRY SOUTH,,13221,Baton Rouge,1-718-362-2865
Ver1913,United States of America,,jean-claude,,417841.0,42.0,Vertolli,NJ,5.0,,739 dunbar way,,93804,Macon,1-029-083-7846
AKH1914,United States of America,,Masa,,188532.0,65.0,AKHAVAN,MA,9.0,312515.0,6488 AVALON NORTH,,93682,Torrance,1-402-716-3406
Alf1915,United States of America,,Kore,,141360.0,58.0,Alfaro,HI,4.0,447775.0,18182 woolridge lower,,46245,Hayward,1-319-313-3854
Dan1916,United States of America,,shaw,,431809.0,75.0,Dando,VT,4.0,1078707.0,10302 basswood south,,V6h 1u7,San Buenaventura,1-342-311-0648
Baz1917,United States of America,,Edgar,A,103473.0,33.0,Baziuk,MT,2.0,3729963.0,1679 cartlett south,,93356,Austin,1-588-477-5657
Ben1918,United States of America,f,aila,,425972.0,26.0,Benzie,IA,2.0,685506.0,19993 langdon upper,,93803,Norfolk,1-688-048-3535
Cot1919,United States of America,M,nhut,P,39392.0,65.0,Cote,NC,10.0,2479791.0,21820 pampas lower,,77261,Dayton,1-822-565-4548
Hal1920,Canada,m,denise,,253030.0,4.0,Hallenbeck,CT,1.0,2039999.0,7661 grant way,,M5f 1v2,Windsor,1-308-302-5380
HIL1921,United States of America,f,Chee-yong,,11075.0,4.0,HILLRING,CO,1.0,2197998.0,10991 PEACH PARK,apt. 612,92176,Sydney,1-035-200-9101
Woo1922,United States of America,,Nova,W,102804.0,9.0,Woodward,MT,3.0,3111627.0,2295 bonnie brae upper,,85240,Coral Springs,1-515-476-6618
BON1923,Canada,m,tyler,,169558.0,40.0,BONNAR,WA,7.0,,6860 emmonds drive,,85760,Rockford,1-414-212-3750
MEA1924,United States of America,,RUSS,,145345.0,56.0,MEASURES,OH,,3892287.0,20954 belt line rue,,v6p 1q7,Inglewood,1-406-519-6282
Pra1925,United States of America,,SONNNIE,Z,218371.0,,Prasada,Ontario,3.0,3655638.0,9540 kingsbridge avenue,,77198,Jersey City,1-558-423-6852
Mac1926,United States of America,f,samara,U,330356.0,87.0,Macduff,ID,1.0,1229355.0,5258 trinity west,,90077,Knoxville,1-194-463-0294
GAR1927,United States of America,f,Foad,I,242592.0,1.0,GARMON,IL,8.0,1082733.0,14359 commerce west,,38181,Orange,1-888-549-6286
Gaf1928,United States of America,,bart,,348664.0,46.0,Gaftea,AZ,,2707278.0,23423 sakowitz street,,68128,Shreveport,1-088-462-5150
bag1929,United States of America,f,Huyen,,277118.0,100.0,bagi,ME,3.0,3771535.0,9983 pampas upper,,95234,Mesquite,1-513-008-7903
Bli1930,United States of America,,Maddi,E,82034.0,19.0,Blissett,KY,8.0,,12491 carroll boulevard,,93878,Mount Pearl,1-673-352-8944
New1931,Canada,,Ralina,,30529.0,44.0,Newman,TN,8.0,3229114.0,20387 FOX GROVE PARK,,V6f 1s6,Macon,1-846-754-0309
sto1932,United States of America,f,ORALIE,,426242.0,15.0,stoddard,NE,0.0,256001.0,3824 8th east,,95151,Fayetteville,1-323-670-7410
Soc1933,United States of America,,Ulla,,12152.0,38.0,Sochovka,TX,3.0,1333141.0,450 floresta court,,97217,Independence,
sin1934,Canada,f,ANNA-DIANE,,108191.0,12.0,sinclair,CO,3.0,731227.0,20433 sun tree upper,,Y1B 1F6,Manchester,1-988-157-7398
Mon1935,United States of America,,miguelita,,132517.0,80.0,Montaldo,VT,6.0,,3202 GLASS LOWER,,V6d 1u2,Alexandria,
MCA1936,United States of America,F,Aleen,,379318.0,58.0,MCALLUM,AL,8.0,3604250.0,3495 la grande court,,20065,Worcester,1-552-864-5403
mat1937,United States of America,R,kitty,,396516.0,17.0,matlock,MO,1.0,451818.0,5711 young lower,,10174,Baton Rouge,1-398-306-5487
deb1938,United States of America,,Ext,F,436798.0,18.0,deboer,SD,6.0,2134755.0,21292 EATON STREET,Apt. 129,V6z 1p9,Independence,1-613-932-0450
Wal1939,United States of America,,maris,,226990.0,82.0,Walrond,AR,8.0,2145617.0,22091 macon road,,V6k 1p6,Hartford,1-160-309-1756
Dea1940,United States of America,,ELYSHA,N,,13.0,Deanda,Newfoundland,10.0,783144.0,10915 orinda boulevard,,V5b 1p9,Whitehorse,1-067-440-0531
BUR1941,United States of America,,rey,S,161188.0,55.0,BURDETTE,MD,4.0,,11919 morning crescent,,m1i 1p2,Augusta,1-521-327-4149
