prospect_Age,prospect_Employer,prospect_AgencyID,prospect_OwnOrRentFlag,prospect_Gender,prospect_City,prospect_Income,prospect_CreditRating,prospect_PostalCode,prospect_MiddleInitial,prospect_NumberCars,prospect_State,prospect_Country,prospect_AddressLine2,prospect_Phone,prospect_NetWorth,prospect_LastName,prospect_MaritalStatus,prospect_NumberCreditCards,prospect_FirstName,prospect_AddressLine1,prospect_NumberChildren
95.0,MetroPCS Communications,Hvx8223,O,e,Pittsburgh,222389.0,,,H,3.0,ND,United States of America,ENASYGRXPNWTLWMIVDRFRJOGIWXVDBJGFXKEMCPYLCYVDJQKRAWIPPOB,1-246-017-9030,1626041.0,Hvxvrt,S,,Qowjjoagmlkgoshfxchschihp,IEOKOAZEMVKLR,4.0
19.0,Comcast,WMQ8224,R,,Toronto,96828.0,,,,1.0,British Columbia,United States of America,yfahrrnndgvrzasbkoi,1-923-307-7682,1664278.0,WMQJYMBR,W,9.0,SDNYFRMGERF,Ngzyyxzvzpmtiyrijjtjaqveirkzvefqcokakdcejmyrseknbvmpdsnlsvbnlukcuoyttqcq,3.0
17.0,ConAgra Foods,Kpx8225,O,,Santa Clara,331955.0,476.0,Hmugnutvjkv,,5.0,MS,United States of America,Vdcqznh,1-752-166-6659,3621441.0,Kpxlgmpxzalxmsujieydcr,W,0.0,Jrpdxslsjaitcgbgje,DZQFIGQMMFFJWGKUEQVYMOPSNFDPLRTVIBVBZHIQZMFIUYNIPWQEI,2.0
59.0,RadioShack,VPV8226,U,M,Missoula,317773.0,512.0,Irvnsknl,,0.0,OK,United States of America,XMAJHTNDZJS,1-320-563-0473,1736086.0,VPVOMENUIKOEOQJZDLJNSTXGSZJOGG,M,6.0,FOKCITVXMQORYEKOSC,UCBMAKLAMEIIIIQNJEUIGONKEMQEAJFPYIUTPSBVWLZHFAYH,5.0
97.0,CF Industries Holdings,VYM8227,O,M,Quebec,194250.0,693.0,BRXENPDOEB,,1.0,Ontario,Canada,Qeorvdogtaehzvrifgvmmdy,1-321-306-1431,1253712.0,VYMZFCRIRUE,M,8.0,ldqwbgqddxwvlrqcgveoallj,Hzqfmfqgziqbhpviudjvhjpbxfgaxulszeiynftjuzzt,3.0
45.0,,Mgi8228,O,f,Mesa,91558.0,623.0,Anarmyrl,H,0.0,KY,United States of America,vxomuiajqtiqlhyoefyiusu,1-052-095-8041,58913.0,Mgiarpfrvqbrtp,S,5.0,jiafttrkfdfxej,Peidcp,4.0
54.0,Teleflex,Gbw8229,O,,Santa Ana,422839.0,622.0,Ognny,K,4.0,IA,United States of America,,,1999815.0,Gbweeigts,U,3.0,Xjpevbukikogxjgdbr,Nqtlvgdddcynuhmwxuapofqeymfzqvjeafplewkkvgariuukififojkemkqii,2.0
17.0,Sigma-Aldrich,qma8230,O,,Oklahoma City,239411.0,750.0,dvzouz,,4.0,Saskatchewan,United States of America,Rgdmwnspyuuloagwnqjfojsxqsymvtitoeouazyrjl,1-052-009-5616,896850.0,qmaoxucwmafgpgxbv,,2.0,Vnaxqiqgvgtolwihahbmijjjssio,,5.0
72.0,Steelcase,Zwk8231,R,,London,444526.0,686.0,Clstl,c,0.0,Alberta,United States of America,vqxrxqaxtnnpxyefflybhmuhzhlmjxebuuoljmojxmusdvbpmwc,1-170-960-9109,3240804.0,Zwkgytc,M,6.0,Yucdkwkaralraloiw,Impnsqvntocfwobhnrabjgivkawepwfqj,5.0
5.0,FirstEnergy,NMP8232,O,f,Grand Rapids,202486.0,648.0,Iypwb,,2.0,KS,United States of America,WPSLKXVDQIFUZSCHFFJFQWNPFPZJXNVMXMOJKAAGCCOGRXDPWPLMWCDRMHMBPTENV,1-847-755-5040,2554609.0,NMPAZTBOQLEQMNHMBTGSWXSCHTBWVD,M,9.0,Fqsgea,MTFHVPATTDXCOMTJEDZYVDIOQYKHMVALOZSRSPUOPDNKTHOTIFWREBNN,3.0
56.0,Affiliated Computer Services,GTD8233,O,,Colorado Springs,68361.0,499.0,Kqntlxhvz,a,2.0,WY,United States of America,Mgpnkjinxuzhjeligpebxhpxxbiuycmacrzkebuevwsjjlfsvususcsmdvpg,1-224-955-2425,988258.0,GTDBAXQJFWSEVNYATGBEOW,D,9.0,WFTFLQLUQACPIMSSGEGWOL,Ynagcrismpmdzuiqhbviaeszgaswicwkwhbeflfyqmyzbcckhgbsomapheahuwhzlth,0.0
2.0,Cytec Industries,Bic8234,O,,Iqaluit,158060.0,682.0,YQVNVGI,,4.0,Saskatchewan,United States of America,Slxjqewoxozjaudqjdmhkdobzjxpoojdsafjduscvmodtmpowfxdldkolm,1-292-360-1691,1873895.0,Bicyrvktfccwcjh,M,0.0,aqrcqagkmchehta,udxfegumntghjpjmbvdacqwwvcsvudetqvegkrpl,2.0
,News Corp.,IDA8235,O,f,San Buenaventura,175529.0,561.0,rgnle,y,4.0,VT,United States of America,tjqojnmkfaffqzrsbsiyractihgysfwfqugnhmbejjrrepkncngoi,1-991-535-2419,2357669.0,IDANLHDUTRTCXOSLH,M,2.0,gaekbxp,,3.0
,Discovery Communications,lwk8236,O,,Torrance,200101.0,679.0,Imvcaq,y,1.0,ME,United States of America,izupcnuofnterqg,1-399-636-9496,1038657.0,lwklmrwvnmg,S,5.0,Odtqpljvpmhyaewcriuansipstghd,DXRKBQCJKBRSTIZU,0.0
88.0,"Toys ""R"" Us",Zht8237,O,f,Sunnyvale,384042.0,495.0,Yibnrsiehvke,,0.0,NC,United States of America,hglbpcxy,1-111-488-6975,1104168.0,Zhtutvmvpcdvoziznvoqa,S,1.0,eetamvoamhvhxbftt,rjwfufufmcghvsewqsxbqdjxtrjqckx,2.0
35.0,Hexion Specialty Chemicals,kcg8238,R,m,Boston,398456.0,801.0,Kxcfvm,,4.0,MI,United States of America,Mygphp,1-153-902-5023,3238082.0,kcgbophjwhglqgbovhjbbceak,W,8.0,errpyy,Jjbiifckdzsbjpeuorvoxlipxsghewlsapwcmvereoqeovdxmvwmvqjadzmlasiuopdggwpqnhwo,2.0
54.0,Trinity Industries,Qtq8239,,,Montreal,161310.0,611.0,yzsipr,N,5.0,ND,United States of America,,1-225-117-5803,2417935.0,Qtqygefcbitzk,U,8.0,Foxlmlxnaoopwiytqiumpp,wxemwwasopexvzhfoslaxefenrxwsntzejbdhnpndekhubtinpmvxirvdpslurivmoz,3.0
72.0,Applied Biosystems,SNX8240,R,,Warren,322139.0,525.0,Drlqq,L,0.0,WY,United States of America,BPNZHCVEEBTUTJHXMGANTPPYDMUTKVMJDXFKALDPHAVUEVUHZWMHNAZSROWQZ,,2714291.0,SNXKNTIRANDVNKXS,M,6.0,Nralbmee,CTBMNRKZKYIOGEOJRVRQGUE,1.0
68.0,PerkinElmer,umw8241,U,,Charlotte,379425.0,805.0,epuab,,5.0,IN,Canada,Zstbujqdzotfwngrkautshzcpbnjotfersizpxpmzdr,1-812-389-6366,1200283.0,umwpvofddlxhmtvar,S,10.0,Itbaluqrdzaogxymgbny,IVITWNZ,3.0
2.0,FMC Technologies,Kdu8242,R,M,Macon,449935.0,508.0,OTHPEOWY,D,5.0,Prince Edward Island,United States of America,Erplrnpqbjvtgqlqfohhccellozggsfkahnfo,1-048-272-4247,3904614.0,Kdujtpq,S,6.0,Tjptfgw,mdaiilpcpaposswtmjvyhutynonncjflomkkekwbmtcupnkgacpgigsknwinxzkkuysjrpmexs,4.0
79.0,StanCorp Financial,Voq8243,O,f,Waco,388691.0,490.0,wanarqvjjiy,q,0.0,Ontario,United States of America,Xheqkwdgwuxjmwoqelyqvsxormkqhiukggsewzfplcktnewbhighmdgwuxucf,1-501-508-6157,2821487.0,Voqzuedberysnlkjtavrbkwnwp,M,7.0,WTLQZTRCUTYNIXP,mdwmgllbqxvcbdizfrjjetnytvsntdflwzdjeonmphtgaqdigmiqhkumwjtlwbvrhhbthpcijzhsvrou,3.0
,Gilead Sciences,gga8244,R,M,Wilmington,342163.0,510.0,cknwfvnusq,R,1.0,VT,Canada,LYIMHAMNIKAETKQXVVUBLAPXUHWFVVVQRGTAUWJUEFAVIJJKPNPSZOBDOODHHTA,1-336-477-4646,1237889.0,ggaxhjcopqdnoakdklpbjhl,M,6.0,NPHTOYFJMENHCQYF,,0.0
89.0,Carlisle,OHZ8245,O,,Baltimore,368434.0,761.0,YWWBFVXMH,E,3.0,FL,United States of America,,1-474-720-6190,1753222.0,OHZXBCCGHGDOTLBFOFDXYBUJPOR,U,3.0,Hlqfwcocwn,Hvinftrtmhiqhtioplrkitqu,1.0
86.0,US Airways Group,XKK8246,U,,Bellevue,468239.0,639.0,Gaaiy,V,3.0,NM,United States of America,uwgsicoypkbccoobmocjeqqplhrxckxdirzdafbcljxlmzqvayiqxkhlnjzbzbxexgbk,1-799-030-5417,929818.0,XKKGJNUBOELKBXHLZJAKIKL,M,9.0,VZVRHKKDE,Gvhvhhd,1.0
45.0,Steelcase,Btx8247,O,F,Hilo,376227.0,375.0,SDXFPS,E,4.0,VA,United States of America,RQXMPRNJHHMZSWDGROPANMFRLXWYDLTJEGGZDUTCXWDJCIO,1-712-712-1689,3936166.0,Btxtq,U,,Bztunhjcroefgumpyxghaqyw,pjbesxitsmdditkhzvqrurucduhaoiglzwjrgjblakwxtdmxmjdlescqfqf,5.0
17.0,Las Vegas Sands,Ihd8248,O,f,Ann Arbor,84005.0,410.0,Jsstotteua,,5.0,IA,Canada,klqmyddzngmmadgmfxowol,1-735-098-2967,3874282.0,Ihdfhvujxlsuyjhmbztnv,U,8.0,Pokarfduavw,Esssiazilfxsczhuobobfslsdbxsycyerymlawdmoqgdijc,2.0
51.0,Discover Financial Services,Axh8249,O,,Shreveport,324715.0,567.0,jefmmjvjn,,0.0,FL,United States of America,Yajcjjcvazigtmatqgtkkwsxdxshensagmjoofgrzgdepfebmoofmstosvvgscslabzalaee,1-268-546-4849,667415.0,Axhcysfdsrdbpego,M,4.0,Jxtojmbvnhhddtscesee,YTMBDNFVPKITIUWUXBFCJVMWLNCYPJIARWJWBLDIHPVUKFP,1.0
34.0,Cummins,jyx8250,O,,Warwick,251835.0,338.0,Zyhigafqb,,1.0,Quebec,United States of America,EXYHGGCOHCCBRQTEUWUMVAWOFVNSSUJZYAWCIDKBYLFPWMEHAVXVODAJHZZOOQITSCBRBCNAVJRS,1-252-339-9310,3919924.0,jyxuaofoqmcwcqobb,M,6.0,BDDWRAXICYTMHVTSDVR,sxdqqllyptpbksuvfvaldxqpjyvpnqeibrmsmesvthfdavliasjljudcuvdsscbl,5.0
15.0,Unified Grocers,Jir8251,O,m,Vancouver,337799.0,328.0,Vvlqiw,,5.0,MS,United States of America,rbiscxmdivmmarzxyiewihjmgujeuaiilhtvbzbhaouas,1-558-469-8699,3029241.0,Jiresqzgxvqthohlhhbvaal,S,1.0,hcmaebyzjvrc,Sugjnnmp,3.0
77.0,Liberty Mutual Insurance Group,nbh8252,O,F,Wichita,226214.0,461.0,Ulxccizgae,r,3.0,VA,United States of America,rdqsqerhxf,1-529-039-7160,2706929.0,nbhzhbtidw,M,8.0,Ucvhmofoxyrlms,FEIXPHQQKQWYPRNKILXNGSWCRMBBZRVKOEAVGXHSMAYQOJIFMSJTTZDTJZQQPFATXVWLUAB,1.0
50.0,United Services Automobile,Gbd8253,O,,Topeka,248844.0,720.0,DQWEMHMSBLS,,2.0,NY,,GBJDHBDSVCPV,1-149-127-7299,3588909.0,Gbdlkerocaqwjdzjeikpnabopqx,W,4.0,WJYKUMONVEGRJHUUWOFKFJUQ,AGNMOTVSPCDMSXDPMPBBWREZYRKPKQQLJRAMHAFYLZWONHQTAHPOKKKOJJRFCOYIRUJRHERKY,4.0
98.0,,Gji8254,O,,Buffalo,467894.0,697.0,IARALD,y,0.0,LA,United States of America,,1-548-271-6193,3208555.0,Gjipmgvft,M,2.0,NWWSVMUKWGSKPNBTGZRECQIULSSZ,xisktpstmyefdtwqdjxsvuuuirbwobezfgonrkcqmsksqvwortijbhqtx,2.0
81.0,Mattel,MRJ8255,O,,Garland,,426.0,QWHBINPPSWW,,4.0,AR,United States of America,Mckheqokahzouewmmaiqtjpvrytjizesrtozcpikkriikvtqpqeqiofghjtaivzmqaiwkdhcguxafm,1-959-002-8858,3859308.0,MRJYKEH,W,10.0,Tgpjnwmhumabgymoxidjn,Vagaczbmlaahkipyxsnsobzweizqfooaxqizibhchavywgtbymhspcsxpmwjfgbxlfv,2.0
29.0,Church & Dwight,Qev8256,U,,Scottsdale,309563.0,412.0,dfndhhvga,,3.0,Prince Edward Island,United States of America,KWKLVJZCLS,1-790-570-3402,2372347.0,Qevocooirnrcsqrrtapbiyrtwcmuoy,M,3.0,xsbuyngvvbisozvnjqnbodl,ZUCMSNQZOOLGFBBYVTZYJKTBZGTLGHWKUPCJFLWEBZESQAORIXZQVFRRPFRIRCREXBXZSUM,
61.0,Mohawk Industries,REX8257,O,,Anchorage,23737.0,589.0,Tdzgiw,J,4.0,IA,United States of America,Lbmoxxwmwwplpbanwocdvncpwburutwqlfrkzsxuahforhdhheryerxjcvovihtvhtcijboxvmoe,1-459-573-8675,2547185.0,REXWTZAEUMPFEFTB,M,10.0,Jnlzmjcwkpemyymlh,Flcxzhoiwdrwxwvdngllihdlywqvupwsprqlrwuioswooo,4.0
23.0,Vishay Intertechnology,Shz8258,U,m,Kansas City,84510.0,832.0,mgetjpc,,0.0,OH,Canada,Ctvtlvpzksrkrpdchobcogaexwqbqbydwsfmclhevgtmg,1-736-284-7347,2397440.0,Shzyzlgofcyxgokctdfptuskal,M,0.0,wkdvxre,Aihixnpbkmigawwuvrrohhof,2.0
34.0,Hanesbrands,Ibx8259,,M,Colorado Springs,62462.0,,TINZY,g,1.0,Saskatchewan,United States of America,xpsnmdnyvuadlrqlbfckxumlctbljhdlzvuzlrtmevkcat,1-413-543-7562,1278208.0,Ibxttzkpxtz,M,8.0,Pghxkpvmgykhhswgu,oaahpkhopatcjubnvuhdvmwzuz,4.0
91.0,ConocoPhillips,Srz8260,R,f,Fairbanks,259950.0,766.0,RKPWYO,I,5.0,SD,United States of America,,1-086-431-7246,1657447.0,Srzzksnhzumy,M,0.0,dzohpfyrblsidtjngmxlrordkq,wamapqtqjwntsaignftghcmqqoqnanlbgwobwbkifremhvxjrhlafc,3.0
90.0,Clorox,FLL8261,O,,Inglewood,177982.0,508.0,Jstovqqiv,,5.0,NC,Canada,GJNVQCTEZASJWNZYGKHVRYZFDXHZWBFWM,1-385-146-8140,3306301.0,FLLHKIIZAZHRICLTIT,M,3.0,Mqwcfyiprvsirchhacxorh,OAEMFJZOEQACUMFJIHZNTSQPZSDBARA,5.0
99.0,Mutual of America Life,foq8262,O,M,Fresno,399867.0,744.0,WIVOEI,A,1.0,VT,United States of America,fbpgbzxivlrfpbfieerezohtxxjdvejbzokmaftqqexxxhhtgteyfxwbkgunfqz,1-555-884-4350,3114013.0,foqinya,S,5.0,renxmtwbgbeli,Ozlaiqbxxwbwbjuvpiqfjhxyahzexbytgejyuczrfzgjribshcoxqt,5.0
94.0,Medtronic,wsz8263,,f,Quebec,197976.0,569.0,ZHRQLGKHVJH,p,0.0,CA,,Kxsqsnmuqegjx,1-747-411-6701,1628599.0,wszqkkjrtgrxpdvc,S,5.0,ZAWCSPHUSBYDJBYU,QYJAUZVDZJLHTOJBKIGZDCPHBP,0.0
70.0,Xcel Energy,Mlh8264,O,,Allentown,479805.0,632.0,Epoqvkjntsm,b,0.0,Newfoundland,United States of America,zzytpsyeotgvakdunhbohxccavktecvdreykvwxfykxifuqsffbvtatddclhlohhlzqpnjug,1-068-236-5784,406225.0,Mlhvjh,M,8.0,YVOWJQOE,Nlozdmobbxwbvyxiokhlkufrselvyxisiuqklmnskqblsozwdsydacxlwcuyartarjauikiyqiqx,3.0
43.0,Portland General Electric,GIQ8265,U,u,Newark,355323.0,709.0,ojwznjkjt,,2.0,CO,United States of America,cssopwtrqsktthl,1-866-836-5802,1201091.0,GIQMAHZBIVGDGAUR,S,0.0,biywtldywztveknplf,gzrcvlnxkcgmmsaasugzvjmynvasvsatwvbirulbhaxkwpehomxppjxvjguznfwtoitax,4.0
21.0,Molson Coors Brewing,qsw8266,R,,Overland Park,138933.0,448.0,TXYMHK,n,4.0,OR,United States of America,EGCCYNCVJMFBMCEVSICLWSTCJTRLIMAWNJGBISMOSIRYLNSWRNDBMSOSZMKMYJYNG,1-998-541-3254,3141283.0,qswxcmgcffgfprvslvkq,D,2.0,ijnbscdbqqsocghvx,Pgwjcdzmcygjlkmvpakpzjejddjjxovvosibxoseyvlvnwfojeqxv,5.0
56.0,PG&E Corp.,bfv8267,O,,Brownsville,373085.0,452.0,BSGJLGSSLR,,1.0,NC,United States of America,Xpfutiazenlhgvxzbkhlacczttudrnxeaqrhxrydhftnastdtggnyvyriexlrhkxu,1-885-323-1549,1926007.0,bfvlotpwyiqbjyqeiy,M,,JJIBTDGBWHWOIMQERU,Zqlvlqqwupjwvduawfmvcngnclponxhbofnbw,
10.0,Williams-Sonoma,jqv8268,U,F,Newark,223635.0,841.0,CSYSBOTSMB,o,3.0,Newfoundland,United States of America,Dgszqgfquibiajwisgmscdhvooikijlivhepxuapsxpqlxvilniopriziuxenrshstbuqhtmpecrcx,1-514-968-3721,2838996.0,jqvfnemhqipdnmbwbmkwohtd,U,6.0,Drnhlmcrckf,Iuwwrampcmqsqtohet,2.0
51.0,Honeywell International,Buz8269,O,m,Oklahoma City,293818.0,570.0,nqdvvjf,,2.0,CT,United States of America,Idjtaneahscsfglpusqzwbhtndjiqyrfyowcykcijyhhkbfzszhhglwbbuxaxwrfonogyosjvoaii,1-269-244-1579,1737347.0,Buzzkmgbvosvzzipim,M,5.0,Ugfwtampizrxogf,Hxshojgldxpwdvczfqvfofmpcpnsblntzwfvhznmynodglewdacmazdxmtvrfrnjefgcrfpxfgbdj,2.0
88.0,Raymond James Financial,End8270,O,M,Hull,310287.0,328.0,evvdujmiehcc,u,1.0,AR,United States of America,cnkqfguebusvxeinbmswcshotgtanpljafynkumilhrapwulxcsaykotuabacnmrgclmpyiqvbwrngye,1-372-816-4603,2727896.0,Endjftcwylmlgjzqvuurzvokjb,M,6.0,FUXMVCVRUDAMQHROEHP,WOVSRUBZSLYASYSFWUZRDBDIRQJBETCCRWTCVOMIJJCGIMLZEONPXMNRBXTDUEPQHFRDCUUKYWKUSQBO,0.0
29.0,Calumet Specialty Products,fnw8271,R,F,Lowell,347444.0,691.0,hpbaanyphumm,m,2.0,UT,Canada,Sanwkaeqwgioyfaijdkubtkjhegnvplfwtqdzvrvviusoqnncddrvohj,1-469-915-1376,1463334.0,fnwccaavwyaywtyfmygb,S,10.0,Ibtbtxmcvtwvijegzzmyxezaqcgq,UTVYNMHKRUVICOLDMWTIWXXQYOWYINYNYLCREO,4.0
42.0,Cinemark Holdings,rra8272,O,,Bakersfield,438442.0,549.0,ldphbkktlme,,2.0,IN,,brqdhledhbrmhnbjcagcfgmftphdzjdiwueqqkswdatvilkosxgggzpiwduktddk,,3778043.0,rradsttvsznubvf,M,3.0,Kvvixfanpvev,embljhtpibdtlgybnjkopkpj,0.0
49.0,Hasbro,Zso8273,O,m,Stockton,259339.0,399.0,Fpnxtsdsz,K,4.0,NE,United States of America,wshgv,1-980-661-2985,,Zsotdworplimkuaqq,M,7.0,xvgnmmwd,AUPRBOVBHRIYQDQULVTTTNLBNPYHATSGQLVDXOENJKDFWJEMUIKBNTSKFECAM,5.0
,Ecolab,Jun8274,O,,Frederick,249443.0,419.0,Kmxxtsp,P,1.0,Newfoundland,United States of America,Qdkswditpiykwfcqwqbvfhoavxwcscrqatqzbhrvwvofhpugsvnlqoqhnsggrkqmwzwnbbymmlcawh,1-219-975-6702,1111335.0,Juneadslw,,5.0,Sbbnesrvfiuf,BZPPBHMKIOZBLNWBUTEDVXBVQACFMBIVQSAVHDLEHVRED,0.0
33.0,Activision Blizzard,YPV8275,O,m,Hamilton,421335.0,739.0,IUDUXW,,3.0,UT,United States of America,Lhhiaskukqjlziggcqnbdwyebzmsknaprghgghnvawuuytplawbnyiqefcgzlmbdjjbjlnmyrkoksjz,1-853-223-4071,3962912.0,YPVMIZYJFKFAUSLQMEDEBBNWFTLDFR,U,0.0,Jwgobvuokphtfmuluahwfw,XBQOKOACJIOSQPXMORMNAURSNGRXYROM,0.0
35.0,Asbury Automotive Group,Dey8276,R,,Elizabeth,329021.0,807.0,Uwcdxqb,,,SC,United States of America,Rgdliaafgdzuwjijrdxpxapqejtrarbcjorwixkhuocqqvsavzlrnevqsyhmxslbdpnijl,1-353-902-3981,643738.0,Deyuvpe,D,0.0,ivzklgeuujrffttsufderbqqibadek,Izdpcvsgpbposzszximguwxtsh,2.0
3.0,Wyndham Worldwide,Ihr8277,O,f,Hialeah,382911.0,571.0,Ovzjftyc,,5.0,WI,Canada,Ebzoiitpggbfakutnnihunlkruipzgedobsspyqkdtmiwgmylvdjpclhaoq,1-543-814-1676,3566462.0,Ihrywdgfvshjpsdmajjzguto,S,,Zeohltwkqfwijfxxndnqt,cburkbyudnvxkoivdxhbxcxyzxbgywongkemyfwzgtjdoptntvqwxujtnxoicrcipjzqnuymothc,5.0
83.0,Zimmer Holdings,Dqo8278,R,,Inglewood,483478.0,,ORWQFEQEMOV,,3.0,KS,United States of America,mrpeahagycrshpepvkcpcijuokaiavbextkqwzkegaqeobkujcpqlumbeyeurgptmxhsspbkhurasvzf,1-559-289-7306,2076840.0,Dqoaewiu,W,0.0,sfjzolrwvmosbsouxr,RIWACHKOSYEPEAXABTJNXTIQGMAEQWTRBGKAHYFSUDWNVQWMQMNHIWIMRQGIEJNFVNXDB,1.0
37.0,Flowers Foods,Adm8279,O,F,Fairbanks,242798.0,468.0,Vxumajswncsq,,,AZ,United States of America,NRUAY,1-666-150-9832,2685720.0,Admkkqwtzxfjqyyiwruck,U,4.0,zuubajrrahsxgj,bneuiiekibdzuuhgcayetqonpbfbpw,2.0
94.0,H&R Block,Dyl8280,O,m,Oceanside,387352.0,720.0,Exqpgylmk,O,2.0,Nova Scotia,Canada,xavpdnywxthkororognqisxcwdawhlbibzznfwbyodmniikrrfv,1-912-438-2596,974327.0,Dylquimbnkhrntevvqmvv,U,4.0,zeaexfpwzoqohxnrssajrkwiss,Hkxlgu,2.0
,Spherion,LAL8281,,,Warren,201029.0,529.0,ydysrcbtufqo,I,0.0,GA,United States of America,,1-551-364-2695,371533.0,LALIEJF,U,8.0,bbolbqgsxcvkrtwjjafw,bkfzstdcjcizxyugmcwvufumhgtzdyb,3.0
74.0,Dominion Resources,RHK8282,O,,Denver,368666.0,305.0,Oisfjawpbogt,,1.0,MO,United States of America,vpecufoiqzclcnharzscvhmoldonpzojxwdkglggvtkzpgoaihawwaiepwhqdfizdebhasb,1-326-313-5651,1033295.0,RHKJJMMNMXWX,W,4.0,Nlgudmfywhmankncpbipth,Jnxpocdcofadlsttnhxmmzstuvmgrfvjercgxhefqdprmpjwbizzarrtqrxysmynhmzgosdca,5.0
30.0,Fifth Third Bancorp,jgp8283,R,M,Huntington Beach,233211.0,331.0,NLERGAH,g,,ME,United States of America,LLNVQRLFUMJWXUVYXVQLXUYNAGECDGDDYCTJQGBNEPDYYWVVFFTWZOXWOPHGLDRAISQIR,1-068-074-9026,3099872.0,jgpuuxjssgigtpgp,U,2.0,Ocampeuciugmeoelfrxecawulknnf,Fmucjqjdmmeahmbnorbmbvkycyjefqdrhwjljnpfakvtpqkvnylogtkvcunjtsinn,2.0
52.0,Ferrellgas Partners,frg8284,U,F,Sherbrooke,475153.0,377.0,ezdosdm,O,5.0,WA,United States of America,Qakrsicxmswrmll,1-514-868-3441,1291565.0,frgchmfo,M,4.0,oqlwffzvfiaajukmy,ANJKSFVMTBXURQVENGHDDDQYZBWGUIKQCSAOHDFGEDEEATPDEWDMMOVG,2.0
93.0,Aramark,xwe8285,O,M,Irvine,259621.0,739.0,KKNLB,,5.0,NE,United States of America,Qxjjjtfshjsssdrzhusiivdydvlfywmaoneizim,1-587-880-4716,788535.0,xweingsyel,U,10.0,stlyjwslbfajjnshvafaedijxc,Rjnspzzsupqmgwctndiotdxd,5.0
67.0,Wesco International,PRF8286,R,M,Anchorage,248249.0,421.0,Wvixm,N,3.0,UT,United States of America,KJZJURRTOCBIZVCELCBFCXYYFFFIKULVVIOORYAANBSASMPSSFZANKXWLRI,1-727-447-5620,1886889.0,PRFQVQNBUABZSSFWO,,2.0,UTYKJRYJO,baxfqtrrfzctszmzvqhfkpeseqlxawvvturpqvkihmmfkpehnwbtiabm,3.0
25.0,Hospira,Mqj8287,,,Buffalo,18849.0,656.0,DQPRMQLRZC,p,0.0,HI,United States of America,Ldtpyzsvhwbjfcejnebcoqkroffegnlqmsozrcj,1-375-508-8176,,Mqjwbjsnazpyxivzcowcxk,,1.0,Bhiibxfmgacvpjnnjigshge,jhcstfshgodlkiwqyeysy,1.0
94.0,Hartford Financial Services,JQO8288,U,M,Grand Rapids,144063.0,378.0,mvcvrwovrc,,2.0,CT,United States of America,hpuqopzrofes,1-278-610-0395,2868030.0,JQOPBIX,,3.0,kvgftwzfetbrngdav,Cldawcrpxmejgzjgqpcsxm,4.0
37.0,American Electric Power,Mkb8289,O,F,Aurora,242827.0,652.0,rnxpoaqqwti,P,4.0,OK,United States of America,Gjkagrprgqtewvjwerbgzzsxfmvcdovsadgnyehvikwqqzqffpkodae,1-998-478-8123,3517153.0,Mkbggaiavgbhqgjhrrfui,M,4.0,Vqfmrbmqmnfhwdlcmkajc,zbizaxupugylkmnjmfrbszlvytkzfthwfcckotvxrmwhaldnunrwjcrfql,0.0
0.0,Loews,phr8290,O,m,Winnipeg,85649.0,,RIOCI,,1.0,ME,United States of America,Jauunanujgyypwfdsfiumpsgeqvngrqatpcbrkqwnusxot,1-365-036-0540,1888168.0,phring,D,5.0,Wcqnq,tqwrsdfjyapcjudrhnqwbdzbnunkf,5.0
41.0,BorgWarner,OGP8291,O,f,Omaha,144969.0,699.0,pejsowqsw,I,5.0,HI,Canada,YQOORLHISOIHCBSLAZQ,1-617-193-1217,2688811.0,OGPHZQGWZUQZCGYFCMUMXBXG,S,6.0,UBNAAWIBEAWN,rawlbxdaioygj,1.0
79.0,Hexion Specialty Chemicals,Kzv8292,R,,Overland Park,412027.0,511.0,HAZDBN,,5.0,MI,United States of America,Sceaerrufwntjwpajyqheqsjtryxddvyajekkdddkvqolrhpgnzjmqjufgrcztypcluai,1-263-955-2325,2318514.0,Kzveyrhpuse,D,3.0,KFLHXVOQPMKOMS,kcrrwzokapznhbaxivavyxtsnfmlilrdirpizbpjvpgvtpwojl,0.0
92.0,Superior Energy Services,Mxm8293,O,F,Thousand Oaks,354599.0,738.0,Ehhwmebruefp,,5.0,Ontario,Canada,Fbtnrmqvsbtqiorizjtnmqxslcvef,1-690-400-7919,3261356.0,Mxmnnkslogbpzpywbuvwitgi,D,4.0,whufulsklxghrvitmbgzba,DHSHBOHZGSUEJ,0.0
21.0,DynCorp International,Ups8294,O,,Billings,433350.0,403.0,TUFQHHJOPFKZ,U,5.0,Saskatchewan,United States of America,DXJCHBLGDNRFWXTXCDFYSWYMTINRNQDSUGDJZKRDPQTSKVYGAKJLSNIIXDFMXLXSEVVMWASFAJ,1-029-325-4281,2166586.0,Upseejngrrshghnfyul,S,6.0,Lppbhyvretlcv,Cmazamfyvgxghtrljoxtkpbzohmezqlocxlhdfphigiqreqpwuyghuegopwthugnnlsutxkyzururxls,3.0
18.0,Vulcan Materials,KHN8295,O,,Sandy,108187.0,495.0,Qqxrvbihd,k,3.0,ID,United States of America,Glboqkwrlqlxrvjokxfd,1-262-777-5215,1622840.0,KHNMLUFXAKNOTUYQOYAXGO,M,3.0,Usmfxlmxvjhfyxcmfphbo,codycncofyvkdmxlcoyglivcphnmrabiciopqflvlxztlzmulfdalximdjbkslhvirdqmdokvsdigsun,1.0
