AgeID,CrRa,AddLi1,Sta,NWo,C,Ag,Coun,Ph,NumChi,FirN,OORF,NumCrCa,In,NumC,AddL2,PoC,MaSt,Empl
cin2608,368.0,947 mcshann avenue,LA,1036364.0,Santa Fe,45.0,United States of America,1-605-361-8741,4.0,Burgess,,4.0,39767.0,,suite 305,99759,S,Scana
NIS2609,427.0,11631 USTER SOUTH,WA,312761.0,Toronto,6.0,United States of America,1-400-569-1634,1.0,devondra,R,7.0,37849.0,2.0,,t5c 1m3,M,Polaris Industries
ste2610,546.0,18234 fir street,CT,3748598.0,Toronto,65.0,Canada,1-096-141-1038,5.0,TANA,R,5.0,123938.0,5.0,,78733,S,Phillips-Van Heusen
Cso2611,765.0,8101 clifton drive,NM,3713350.0,Glendale,87.0,United States of America,1-170-260-3246,1.0,Alissa,U,9.0,301799.0,0.0,,23289,M,
Sti2612,481.0,18013 tiffany way,GA,394303.0,Pasadena,12.0,United States of America,1-349-038-1348,3.0,SHELTON,O,4.0,305505.0,3.0,,90840,M,Rockwood Holdings
plo2613,527.0,2928 POTOMAC UPPER,NJ,2958841.0,Portland,48.0,United States of America,,2.0,manimozhi,,3.0,1925.0,5.0,,92038,M,Eli Lilly
jea2614,734.0,21620 snead avenue,IL,3806494.0,Sherbrooke,79.0,United States of America,1-905-194-2855,1.0,catrina,O,4.0,213841.0,2.0,,m2q 1e3,S,Tyson Foods
man2615,537.0,5350 glen loch boulevard,MN,70687.0,Santa Clarita,,United States of America,1-590-723-3311,5.0,PRIORE,O,7.0,419646.0,4.0,,M8a 1x2,D,Nvidia
zar2616,626.0,7160 cannas avenue,OR,1558633.0,Overland Park,72.0,United States of America,1-541-436-9056,2.0,Thea,R,5.0,311129.0,5.0,,V6k 1t2,M,AFLAC
sue2617,734.0,2579 creekbend way,LA,3641585.0,Garland,5.0,United States of America,,0.0,Halina,R,4.0,476684.0,,,77221,U,NV Energy
MOS2618,426.0,23607 idlewild way,AK,154612.0,Riverside,19.0,United States of America,1-804-841-0957,4.0,Minne,R,2.0,480975.0,1.0,,85089,S,Molina Healthcare
ACT2619,789.0,4139 PACE LOWER,AK,1261571.0,Thousand Oaks,100.0,United States of America,1-342-301-7355,2.0,MAIDISN,U,10.0,266476.0,1.0,APT. 485,m5d 1w3,U,JetBlue Airways
tan2620,362.0,2453 BAKER WAY,WA,1963347.0,Casper,53.0,United States of America,1-820-172-9279,2.0,LAUREL,U,2.0,176933.0,5.0,,94525,S,Molina Healthcare
Fle2621,599.0,21292 HILDEBRAND WEST,MD,,Chicago,38.0,United States of America,1-520-596-3006,,quyen,O,1.0,283885.0,5.0,,M2R 1E1,M,Kla-Tencor
Mul2622,402.0,12683 la cienega street,PA,3119965.0,Overland Park,56.0,United States of America,1-193-725-0779,2.0,Angil,O,5.0,493578.0,3.0,,80156,S,Cimarex Energy
WAS2623,444.0,18439 broken oak lane,OH,1608044.0,Hialeah,32.0,United States of America,1-225-321-9980,3.0,PDE,R,6.0,481399.0,1.0,,V6t 1w1,W,Group 1 Automotive
Hen2624,684.0,13134 ansley upper,IN,,Oxnard,19.0,United States of America,1-587-520-0490,2.0,Jorry,O,2.0,,3.0,,H2g 1x4,U,Emerson Electric
fig2625,675.0,2928 potomac upper,British Columbia,3809485.0,Las Cruces,23.0,Canada,1-134-449-3792,0.0,Jacinta,O,8.0,408392.0,,,85028,M,Priceline.com
Hug2626,526.0,6490 marchmont south,VA,684008.0,Lakewood,86.0,United States of America,1-566-390-5105,3.0,ELVERT,O,3.0,65706.0,4.0,APT. 350,T5b 1t2,M,Virgin Media
Par2627,,11741 hilltop court,Saskatchewan,3376755.0,Halifax,29.0,Canada,1-157-644-4824,2.0,Makam,O,1.0,328810.0,2.0,,95166,D,
Qad2628,665.0,12727 HAYDEN CRESCENT,NJ,1361206.0,Cedar Rapids,19.0,United States of America,1-761-337-4891,4.0,okan,,0.0,161757.0,4.0,,96809,M,FMC
Row2629,423.0,3135 FARMERS LANE,Saskatchewan,2794619.0,Fargo,40.0,Canada,1-620-552-7401,2.0,Korrie,,2.0,,5.0,,V6o 1t6,M,Lennox International
Gha2630,496.0,8272 cartwright avenue,ID,1003024.0,Phoenix,7.0,United States of America,1-033-359-5975,4.0,viviana,O,6.0,49213.0,1.0,,X5f 1v7,M,Moog
mar2631,525.0,3797 RUTGERS PARK,AL,,Fullerton,37.0,United States of America,1-934-734-5713,2.0,Luigi,R,8.0,339480.0,1.0,,m9d 1t8,S,J.C. Penney
gre2632,307.0,20065 gates street,CA,1133715.0,Albuquerque,53.0,United States of America,1-767-339-2646,1.0,Lizette,R,10.0,294357.0,2.0,apt. 537,H7h 1v8,M,Delta Air Lines
Sto2633,380.0,11872 crystal hills park,OR,,Chesapeake,19.0,Canada,1-936-160-7120,3.0,DENI,O,4.0,161259.0,3.0,,T5C 1W8,M,Target
LAW2634,638.0,6420 CRESTMERE EAST,MT,1959117.0,Winston-Salem,8.0,United States of America,1-191-678-9838,2.0,rajinderpal,O,9.0,317922.0,5.0,,99519,U,Ferrellgas Partners
O'n2635,813.0,20929 lee east,RI,266532.0,Quebec,26.0,United States of America,1-826-078-8447,2.0,Sys,U,2.0,402436.0,0.0,,M5G 1W2,M,LifePoint Hospitals
DE 2636,541.0,10286 FOXFIRE EAST,UT,985695.0,Great Falls,54.0,United States of America,,5.0,GARTH,O,,365401.0,4.0,,32212,M,Alliant Energy
WAT2637,415.0,1429 CREEK CRESCENT,MO,826199.0,Denver,7.0,United States of America,1-031-983-7230,3.0,myron,O,5.0,405445.0,0.0,,23461,S,Sanderson Farms
Wac2638,712.0,977 SPECTRUM UPPER,ME,449040.0,Pueblo,85.0,United States of America,1-386-422-7087,3.0,alyse,O,6.0,364622.0,4.0,,T6d 1j2,M,Pacer International
Dup2639,826.0,17687 denton lower,MA,2229730.0,Newark,74.0,United States of America,1-438-476-9954,2.0,Walt,O,4.0,137296.0,2.0,,93674,M,Packaging Corp. of America
Cau2640,347.0,5608 country crescent,RI,535069.0,Bridgeport,50.0,United States of America,1-165-493-4841,4.0,Sherman,O,1.0,483168.0,2.0,Apt. 650,M6T 1H7,M,Molson Coors Brewing
Elg2641,495.0,23282 danvers crescent,AL,1333759.0,Simi Valley,85.0,United States of America,1-008-011-6631,4.0,milzie,O,5.0,454656.0,0.0,,87125,S,Xilinx
wil2642,783.0,2342 SUMMER CREST NORTH,VA,2318158.0,Huntington,3.0,United States of America,1-030-794-1272,3.0,Magdy,R,9.0,457698.0,3.0,,e7o 1p9,U,Lennar
bos2643,563.0,291 SHERIDEN STREET,VA,2799948.0,Cincinnati,82.0,Canada,1-966-870-4549,4.0,bab,O,,103787.0,1.0,,10233,,Pool
FOR2644,665.0,10572 kiel avenue,New Brunswick,1015601.0,Tucson,42.0,United States of America,1-152-174-1527,0.0,Nissie,R,7.0,373508.0,5.0,,85098,S,Dollar Tree
orf2645,688.0,15471 WILMINGTON WAY,KS,2445130.0,Detroit,73.0,United States of America,1-690-670-3455,3.0,Nonna,O,6.0,71202.0,3.0,,30388,W,W.R. Grace
Sme2646,702.0,7223 guadalupe lower,MI,2082526.0,Costa Mesa,1.0,United States of America,1-126-064-9901,5.0,PIERRE-MARC,O,2.0,437672.0,5.0,Apt. 650,63170,M,Celanese
Con2647,,9761 lyle east,Prince Edward Island,2292497.0,Abilene,32.0,United States of America,1-833-991-4768,5.0,Reinhold,O,3.0,110494.0,1.0,,94340,M,J.B. Hunt Transport Services
GEA2648,403.0,2167 MOCKINGBIRD DRIVE,HI,240463.0,Santa Clara,,United States of America,1-491-083-3527,2.0,Glyn,R,8.0,43243.0,4.0,,04107,M,Cytec Industries
Leb2649,533.0,5049 MILLS AVENUE,NH,2238747.0,Hollywood,31.0,United States of America,1-377-473-8126,0.0,Lonneke,O,9.0,228183.0,5.0,,64154,U,Fastenal
dip2650,565.0,4937 chestnut avenue,WA,1307389.0,Oceanside,93.0,United States of America,1-054-293-0153,5.0,Junia,O,1.0,468466.0,1.0,apt. 508,83710,S,GameStop
muf2651,522.0,21380 crosby rue,Saskatchewan,855570.0,New Orleans,58.0,United States of America,1-563-196-3258,1.0,Betteann,R,5.0,135062.0,4.0,,T6a 1i6,M,Activision Blizzard
han2652,679.0,15287 bingham west,AR,1529968.0,Laredo,87.0,United States of America,1-041-827-9291,3.0,TREVER,O,9.0,297308.0,,,19092,S,McGraw-Hill
MAS2653,758.0,23914 ROBERTS LANE,AR,3170619.0,Fairbanks,5.0,United States of America,1-192-758-9338,1.0,Lyndsie,O,7.0,110117.0,4.0,Apt. 298,T5c 1n7,,Hawaiian Electric Industries
Mit2654,466.0,16177 MATLOCK DRIVE,AL,788680.0,Evansville,28.0,United States of America,1-646-937-2683,4.0,Chen-chen,O,1.0,262668.0,3.0,,m3w 1k2,S,Nalco Holding
AKH2655,589.0,17216 montview upper,OR,1651089.0,Grand Rapids,71.0,United States of America,1-085-551-0693,1.0,MALAYSIA,,1.0,215091.0,,,90503,M,NBTY
MAH2656,614.0,10252 main lower,NH,2841964.0,Hilo,86.0,United States of America,1-878-778-5759,3.0,atul,O,3.0,237592.0,1.0,,68122,D,Crosstex Energy
Whi2657,442.0,10479 WHITTINGTON RUE,WV,2045984.0,Baltimore,45.0,Canada,1-573-757-9286,5.0,Brina,R,9.0,377432.0,2.0,,80236,,Biogen Idec
AND2658,506.0,6360 savoy drive,RI,899667.0,Sydney,15.0,United States of America,1-248-397-5800,0.0,Elke,O,3.0,482132.0,3.0,Apt. 965,47702,M,Laclede Group
Kus2659,790.0,20900 marchmont west,NM,3267917.0,San Diego,35.0,Canada,1-767-838-5926,1.0,ceil,O,6.0,127264.0,3.0,apt. 784,H7g 1v8,S,SkyWest
Net2660,394.0,5755 bluff road,FL,2079370.0,Beaumont,99.0,United States of America,1-339-231-7565,3.0,Ifti,O,5.0,467543.0,5.0,,85284,W,Marsh & McLennan
MAC2661,809.0,1715 texas west,MO,3989557.0,Austin,73.0,United States of America,1-515-519-6455,3.0,ROXANA,O,8.0,294325.0,0.0,,X7j 1r4,,Embarq
Wil2662,365.0,16552 FRESCO SOUTH,MA,1639126.0,El Paso,12.0,United States of America,1-069-658-5070,1.0,carlotta,O,5.0,456076.0,1.0,,77101,M,Piedmont Natural Gas
Tri2663,388.0,24683 meadowlark boulevard,NJ,601085.0,Edmonton,96.0,United States of America,1-008-569-7239,3.0,MIRIAM,O,3.0,95438.0,3.0,,27604,S,Cardinal Health
Pul2664,,20954 belt line rue,KY,2465301.0,Fort Lauderdale,78.0,United States of America,1-844-879-4783,1.0,anjela,O,,375099.0,0.0,,Y1b 1g4,S,Genworth Financial
ORD2665,713.0,18458 yorkchester west,Manitoba,2856459.0,Tacoma,49.0,United States of America,1-937-645-7224,1.0,Mahesh,O,0.0,330705.0,3.0,,78712,,Activision Blizzard
MCC2666,,21180 trafalgar way,New Brunswick,110322.0,Colorado Springs,55.0,Canada,1-655-019-1423,4.0,Jacinta,O,2.0,124418.0,1.0,,H7f 1t8,U,
Mob2667,711.0,17057 eden lower,CT,583568.0,Moncton,79.0,United States of America,1-735-199-1667,1.0,NUVIT,R,1.0,244689.0,2.0,,35203,S,Schnitzer Steel Industries
Hut2668,429.0,19634 el monte boulevard,UT,1561090.0,Torrance,,United States of America,1-855-989-0901,5.0,birgitte,O,5.0,458595.0,0.0,,45252,M,Ameren
Swr2669,318.0,7667 bayridge road,OH,,Sunnyvale,37.0,United States of America,1-309-403-7862,5.0,haley,O,3.0,478075.0,4.0,,m5e 1u2,U,Windstream
TUL2670,529.0,24713 sanders drive,CT,1398784.0,Durham,89.0,United States of America,1-201-502-8143,,NGUYEN,O,9.0,210110.0,2.0,,19249,,Psychiatric Solutions
Cox2671,739.0,9941 briar forest street,WA,1345217.0,Lexington,11.0,United States of America,1-799-779-6383,1.0,NATALY,O,8.0,198746.0,2.0,Apt. 513,85014,M,ServiceMaster
rut2672,536.0,21088 murie street,HI,602438.0,Ontario,54.0,Canada,1-304-579-2481,5.0,Gina,O,1.0,178148.0,1.0,,94109,M,Timken
kuh2673,397.0,1063 dunbar lower,MA,2801777.0,Concord,71.0,Canada,1-788-984-4408,0.0,Betteann,R,8.0,310156.0,1.0,,27405,M,Steelcase
Gid2674,619.0,1424 east road,PA,1361159.0,Newark,89.0,United States of America,1-075-490-7153,3.0,Bogdan,O,8.0,247681.0,3.0,,36132,M,Granite Construction
mcc2675,772.0,20420 lynnfield lane,LA,3231165.0,Chesapeake,92.0,United States of America,1-836-751-8488,1.0,LRC,U,8.0,177779.0,2.0,,93362,M,Pride International
Tra2676,690.0,12957 warren crescent,VT,866271.0,Regina,31.0,United States of America,1-167-265-0158,2.0,REINE,O,2.0,209850.0,2.0,apt. 955,v6q 1q8,W,Spherion
Ali2677,840.0,23987 valderra park,British Columbia,2141663.0,Calgary,50.0,United States of America,1-106-679-6796,4.0,Brittani,O,0.0,298798.0,3.0,,V6q 1t4,U,Timken
Arm2678,598.0,11183 COUNTRY SOUTH,MN,870111.0,Waco,,United States of America,1-830-920-0254,0.0,chiarra,O,8.0,93065.0,,Apt. 476,20046,S,Applied Industrial Tech
Bla2679,547.0,7366 fox boulevard,British Columbia,1917609.0,Irving,48.0,United States of America,1-267-240-1336,5.0,Udaya,O,1.0,288453.0,2.0,Apt. 513,M5g 1x1,M,Agilent Technologies
sut2680,,24280 piney point rue,NJ,,Buffalo,66.0,United States of America,1-645-656-7265,5.0,anthia,O,4.0,45072.0,4.0,,M5F 1X8,M,Starwood Hotels & Resorts
Pet2681,838.0,17042 lancaster east,TX,346479.0,Santa Rosa,56.0,United States of America,1-518-561-5857,4.0,Chungsik,O,7.0,225717.0,2.0,APT. 508,47736,S,Loews
sob2682,449.0,22319 amherst street,VT,647760.0,Chicago,87.0,Canada,1-070-047-4064,1.0,SETSUKO,,8.0,222839.0,1.0,Suite 113,76710,M,Steel Dynamics
Sim2683,500.0,21181 2nd rue,Newfoundland,3739619.0,Frederick,82.0,United States of America,1-803-791-8008,3.0,MARQUITA,U,4.0,309291.0,2.0,,77232,S,Wesco International
lar2684,494.0,11828 butler park,AK,674217.0,Concord,,Canada,1-572-391-8205,0.0,franz,O,5.0,248351.0,5.0,,93329,M,DuPont
Bat2685,,24438 cedar springs avenue,Saskatchewan,,Phoenix,81.0,United States of America,1-508-321-5863,5.0,aurlie,O,8.0,163421.0,,,77223,S,Edison International
Her2686,569.0,13892 jennings road,AZ,,Detroit,44.0,United States of America,1-313-064-1613,0.0,lacey,R,4.0,393289.0,5.0,,98113,W,Cracker Barrel Old Country
Vei2687,414.0,16648 ALEXIS AVENUE,Ontario,3181769.0,Simi Valley,25.0,United States of America,1-287-082-2410,1.0,Rhoda,O,9.0,363868.0,3.0,SUITE 48,H2c 1w1,U,Guess
Pri2688,814.0,2240 appleby road,MS,,Cincinnati,70.0,United States of America,1-252-529-0102,2.0,Iris,U,5.0,369608.0,3.0,,23287,M,Sally Beauty Holdings
Pcb2689,416.0,3202 powers lower,NH,1184778.0,Huntington Beach,87.0,United States of America,,3.0,Natasha,U,4.0,131105.0,5.0,,E7n 1h8,U,Virgin Media
Tak2690,782.0,11516 tanner street,Prince Edward Island,2501478.0,Springfield,22.0,Canada,1-751-961-1617,2.0,Nikolia,O,4.0,64311.0,0.0,,40516,U,Zale
sau2691,735.0,17411 vandenburg north,VA,2902400.0,Regina,96.0,United States of America,1-088-530-9154,0.0,ADEL,R,9.0,495659.0,,,77112,U,Pinnacle West Capital
tur2692,555.0,4373 NEVILLE NORTH,Saskatchewan,2493211.0,Jackson,,United States of America,1-442-096-8433,2.0,Marcos,,4.0,276647.0,5.0,,V6q 1t8,M,Lincoln Electric Holdings
Au-2693,,16064 TOWERWOOD CRESCENT,OR,965733.0,Spokane,78.0,Canada,1-258-389-6827,1.0,suellen,R,,202431.0,5.0,,h2b 1u1,M,NBTY
Ver2694,657.0,12460 CLAYTON STREET,SD,1403848.0,Provo,24.0,United States of America,1-953-932-0318,,etienne,O,8.0,256659.0,5.0,,27614,M,Philip Morris International
REI2695,722.0,3234 pasadena boulevard,UT,2104839.0,Lowell,95.0,Canada,1-702-756-2516,2.0,Richardson,R,7.0,219099.0,0.0,,85770,U,OfficeMax
Osb2696,611.0,3146 HOWSER LANE,UT,2042347.0,Orange,84.0,Canada,1-585-583-0294,0.0,Marko,O,7.0,124595.0,5.0,,85225,D,Charming Shoppes
Bra2697,645.0,14853 COMMERCE PARK,LA,,Newport News,2.0,United States of America,1-079-912-0788,1.0,ariel,R,4.0,271755.0,,,46215,S,First Data
CIC2698,373.0,21448 HAMPTON BOULEVARD,DC,1039251.0,Shreveport,17.0,United States of America,1-163-941-8955,5.0,lex,O,8.0,78637.0,3.0,,78416,D,Spectra Energy
kau2699,718.0,3833 princeton crescent,NH,154620.0,Moncton,51.0,United States of America,1-479-857-1392,3.0,STARSDPS,O,1.0,380592.0,1.0,,99575,M,Bank of New York Mellon Corp.
LOY2700,680.0,21370 king rue,Newfoundland,156457.0,Great Falls,13.0,United States of America,1-377-554-5670,1.0,DINO,U,2.0,245969.0,,,93340,W,IAC/InterActiveCorp
new2701,739.0,2086 weller road,VT,2377134.0,Hull,16.0,United States of America,1-152-372-9888,5.0,Ivan,O,0.0,435461.0,3.0,,37231,U,Dick's Sporting Goods
mar2702,777.0,18955 spruce street,AL,732018.0,Gary,8.0,Canada,1-677-325-7582,2.0,angelle,,8.0,323412.0,5.0,,v5b 1p2,D,Harley-Davidson
bra2703,679.0,23012 wathan court,Manitoba,3354690.0,Des Moines,29.0,United States of America,1-426-645-9381,5.0,Lorelei,O,2.0,386727.0,1.0,,V6c 1q1,W,Raytheon
MEF2704,633.0,24653 leon west,SD,2761479.0,Inglewood,38.0,Canada,1-093-167-3015,5.0,Kass,R,0.0,274587.0,0.0,,64157,M,NYSE Euronext
Lie2705,482.0,4708 EDWARDS WAY,NJ,1911700.0,Louisville,47.0,United States of America,1-935-788-0668,3.0,milka,R,9.0,358418.0,2.0,,90877,D,Ruddick
Tiu2706,460.0,21422 INGERSOLL EAST,KS,3251087.0,Biloxi,16.0,United States of America,1-944-701-6840,1.0,yukinaga,O,6.0,466250.0,4.0,,94343,M,NCR
mah2707,747.0,11678 NEWPORT NEWS LOWER,Saskatchewan,35775.0,Manchester,84.0,United States of America,1-075-887-2122,2.0,Bobbe,O,3.0,,1.0,,38113,U,
Rob2708,476.0,15645 sabine rue,MA,1867993.0,El Monte,7.0,United States of America,1-974-657-4277,2.0,LAURETTE,R,3.0,138085.0,1.0,,90508,S,Activision Blizzard
Des2709,663.0,10906 runyan east,MN,654796.0,Fontana,93.0,United States of America,1-366-521-5512,3.0,Koressa,O,,257816.0,1.0,,V6c 1q7,M,American National Insurance
Coo2710,384.0,24683 MEADOWLARK BOULEVARD,WI,1256017.0,Irvine,29.0,United States of America,1-557-981-2400,5.0,Prudence,R,5.0,93116.0,0.0,,V6t 1t7,M,Quiksilver
hal2711,426.0,19342 wycliffe park,KY,1078838.0,Miami,60.0,United States of America,1-516-047-4782,5.0,AACCF,O,0.0,208050.0,4.0,,60769,M,NII Holdings
Bol2712,576.0,24468 brooks lane,AK,3860556.0,Pomona,19.0,United States of America,1-708-351-7149,0.0,meriline,R,4.0,385632.0,3.0,,99760,M,Costco Wholesale
fat2713,610.0,20798 baltic north,TN,2259832.0,Toronto,80.0,United States of America,1-365-026-3585,2.0,Celie,U,5.0,499635.0,0.0,,V6f 1s4,U,Toro
BRO2714,346.0,10863 wisteria south,NY,1322088.0,Fort Wayne,58.0,United States of America,1-736-669-1694,1.0,HAMID,O,2.0,130775.0,2.0,,90051,M,Raymond James Financial
REE2715,581.0,2579 CREEKBEND WAY,CA,317101.0,Yellow Knife,1.0,United States of America,1-037-733-0728,4.0,SOUPHALACK,O,2.0,29313.0,2.0,,e7o 1q2,W,Cognizant Technology Solutions
Mos2716,335.0,5935 MCAFEE PARK,ND,1701693.0,St. Petersburg,62.0,United States of America,1-355-638-5202,1.0,bachittar,O,5.0,61536.0,4.0,,60649,D,Aon
can2717,361.0,15465 cliffbrook west,ID,534690.0,Waco,30.0,United States of America,1-829-849-8415,5.0,jaclyn,R,2.0,232556.0,0.0,,92135,M,Bon-Ton Stores
Kor2718,490.0,8447 hoke upper,HI,3187351.0,Virginia Beach,30.0,Canada,1-029-612-0075,5.0,OPER,O,9.0,65894.0,4.0,,31208,M,RadioShack
Tsc2719,582.0,13429 spring crescent,LA,1406816.0,Brownsville,95.0,United States of America,1-009-000-6688,5.0,GINEVRA,O,9.0,331919.0,2.0,,55430,M,HealthSouth
mac2720,552.0,19554 olmos upper,FL,1303951.0,West Covina,32.0,United States of America,1-714-464-1102,3.0,Lorita,O,2.0,185828.0,3.0,,v6u 1t2,M,Pepsi Bottling
Gas2721,549.0,7477 cone way,New Brunswick,3933534.0,Orange,8.0,Canada,1-147-962-0382,1.0,brandea,O,3.0,42992.0,1.0,,19113,W,Perini
Siu2722,779.0,24558 pampas north,OK,571633.0,Provo,62.0,United States of America,1-268-499-0563,3.0,BLINNIE,R,5.0,6555.0,4.0,,h2g 1u6,U,CB Richard Ellis Group
rec2723,639.0,10474 hickorybark court,Saskatchewan,1316638.0,Corpus Christi,30.0,United States of America,,5.0,Jazmin,R,0.0,,2.0,,V6R 1R3,U,MDU Resources Group
Hew2724,540.0,6156 holmes court,GA,3905111.0,Eugene,79.0,United States of America,1-242-537-7924,1.0,Goldwyn,U,10.0,352112.0,2.0,,70166,W,Peabody Energy
PAN2725,735.0,14546 LA PEER DRIVE,New Brunswick,2930990.0,Pembroke Pines,83.0,United States of America,1-231-088-7172,2.0,Felecia,O,7.0,313996.0,,,H7f 1v2,M,Western Refining
DEN2726,763.0,4078 lexington north,AK,1880672.0,Nashua,68.0,United States of America,1-458-609-9778,4.0,ANNA-MARIA,O,10.0,401286.0,3.0,apt. 288,80106,U,Precision Castparts
cre2727,447.0,4655 bay upper,MA,385773.0,Charlotte,34.0,Canada,1-622-867-9342,2.0,Lil,O,3.0,233170.0,5.0,,31211,U,Cigna
Dou2728,314.0,15201 beale east,Newfoundland,1411936.0,Hamilton,,Canada,1-666-364-2284,2.0,EMYLEE,O,1.0,413483.0,2.0,,h2d 1u1,W,Bed Bath & Beyond
mcc2729,748.0,8532 cooper lane,Manitoba,568081.0,Lubbock,59.0,United States of America,1-197-697-9083,1.0,Carry,R,10.0,190901.0,1.0,,43652,W,Baker Hughes
KOL2730,790.0,21088 murie street,WV,,Memphis,60.0,Canada,1-016-028-6895,5.0,Glenna,R,2.0,85322.0,4.0,,80232,W,Reynolds American
SLU2731,803.0,22607 ATLANTIC RUE,AZ,2925938.0,Milwaukee,66.0,Canada,1-323-687-9990,1.0,MARIEKE,R,8.0,253092.0,2.0,,21206,M,BMC Software
Gon2732,787.0,17825 fleet south,VT,1602264.0,Houston,6.0,United States of America,1-626-981-0542,0.0,Tanhya,R,10.0,6911.0,2.0,,H2C 1X4,S,Chesapeake Energy
GIO2733,433.0,23680 alpha park,WI,3879591.0,Mesquite,47.0,United States of America,1-896-841-7105,3.0,deva,O,10.0,204760.0,4.0,,H2B 1Z3,M,Liberty Mutual Insurance Group
Arm2734,694.0,16956 bellwood rue,AZ,3111535.0,Hay River,31.0,United States of America,1-947-961-7229,2.0,Lola,R,4.0,269938.0,0.0,,A2B 1V6,S,Sentry Insurance Group
Abb2735,844.0,11635 sun tree west,IN,,Concord,57.0,United States of America,1-679-463-9913,5.0,minh-phuc,O,7.0,174038.0,,,t5a 1q1,U,C.R. Bard
cot2736,458.0,18270 hickorybark drive,MI,3169847.0,Plano,56.0,Canada,1-025-818-5831,5.0,Rayna,O,5.0,391545.0,2.0,,C2B 4X3,M,
BLU2737,520.0,22232 SOUTH DRIVE,MA,3739836.0,Mesa,1.0,United States of America,1-226-650-8062,0.0,josee,R,2.0,98279.0,2.0,,77034,M,Newell Rubbermaid
WA2738,359.0,11596 pampas rue,VT,2106048.0,North Las Vegas,35.0,United States of America,1-393-763-8729,2.0,beatriz,O,6.0,26241.0,4.0,,53220,M,BorgWarner
Gli2739,798.0,24695 hampton boulevard,IN,3007656.0,Irving,68.0,Canada,1-408-620-4401,4.0,dorene,,6.0,146659.0,0.0,,b8a 1z5,W,GameStop
Dun2740,500.0,17825 fleet south,Prince Edward Island,1446479.0,Torrance,43.0,United States of America,1-842-112-3056,2.0,Yvet,O,5.0,227491.0,1.0,,b1c 1w1,S,Ford Motor
Lac2741,364.0,2792 pike court,TN,566596.0,Kansas City,,United States of America,1-784-998-7541,0.0,Clayton,O,6.0,445786.0,5.0,,M9f 1u5,M,Kellogg
Mac2742,699.0,23223 woodlawn upper,GA,,Los Angeles,5.0,United States of America,1-862-600-1265,3.0,kiennghiep,R,10.0,239375.0,1.0,,68515,M,
sos2743,702.0,16719 ridgelea south,DC,1580287.0,Columbia,,Canada,1-990-122-8973,1.0,Hady,O,10.0,1433.0,5.0,,79118,S,HSN
cro2744,705.0,1270 hughes lane,OK,2384593.0,Miami,11.0,Canada,1-431-563-7740,2.0,Wendeline,O,9.0,316228.0,2.0,,V6g 1s5,S,Terra Industries
van2745,359.0,7575 bernard court,IA,2331174.0,Great Falls,44.0,United States of America,1-438-091-2762,0.0,Halley,R,5.0,100354.0,3.0,,M6u 1h2,,Radian Group
Moe2746,742.0,9598 ullrich avenue,WY,3226443.0,Fort Lauderdale,40.0,United States of America,1-432-824-7248,0.0,Harlie,R,3.0,243430.0,4.0,,T6D 1D1,M,Source Interlink Cos.
CAR2747,529.0,2682 lumber park,WV,2791607.0,Santa Fe,66.0,United States of America,1-531-493-0202,2.0,Keelia,O,3.0,498209.0,5.0,,V6M 1V3,M,NewPage Holding
Col2748,694.0,21380 DURANGO PARK,VT,1102255.0,Seattle,61.0,United States of America,1-502-962-0588,,Kathleen,O,0.0,481343.0,3.0,,27710,M,Ferrellgas Partners
Szk2749,300.0,8974 courtland avenue,Newfoundland,1939152.0,Warren,,United States of America,1-537-717-3816,5.0,Ardella,O,8.0,196094.0,2.0,,T5b 1j9,M,NTK Holdings
rea2750,694.0,24950 sheppard lane,MS,655068.0,Jersey City,56.0,Canada,1-996-248-8080,,MADLIN,O,8.0,29162.0,0.0,,m5g 1w9,U,NYSE Euronext
far2751,347.0,18513 vickers avenue,MA,941611.0,Riverside,1.0,United States of America,1-478-137-6330,5.0,Bina,O,6.0,,4.0,Apt. 646,94511,S,Warner Music Group
Col2752,433.0,4871 havenridge court,DE,1824605.0,Minneapolis,45.0,Canada,1-673-178-8026,3.0,Sherman,O,10.0,289365.0,5.0,,v6t 1u8,U,MasterCard
Esp2753,830.0,8092 gibbes court,Ontario,271877.0,Las Cruces,89.0,Canada,1-457-010-6560,5.0,rozelle,R,4.0,468678.0,0.0,,63146,S,Boeing
MCB2754,552.0,8072 hughes west,NH,3643942.0,Huntsville,27.0,United States of America,1-737-521-1134,3.0,KONSTANZE,O,8.0,27860.0,1.0,,48154,U,Retail Ventures
Nan2755,370.0,18065 FOUR POINTS DRIVE,AZ,3815932.0,Stockton,44.0,United States of America,1-421-526-3315,4.0,Hilliard,O,7.0,19124.0,5.0,,43645,W,Safeway
CON2756,357.0,755 MAYWIND SOUTH,MN,2508022.0,Hull,74.0,United States of America,1-586-979-0879,1.0,Gerard,O,8.0,385674.0,1.0,,23606,M,Int. Flavors & Fragrances
Fil2757,742.0,22480 lenwood street,KS,2699359.0,Hull,,Canada,1-113-655-0754,2.0,Mami,U,0.0,105231.0,3.0,,67217,U,Principal Financial
VOI2758,512.0,8288 TARTAN WEST,NJ,3846524.0,Los Angeles,55.0,United States of America,,3.0,Kwok-lan,R,3.0,221540.0,1.0,,21237,S,Buildings Materials Corp.
