AgencyID,City,MiddleInitial,NumberCreditCards,AddressLine2,Age,CreditRating,LastName,MaritalStatus,Gender,Phone,OwnOrRentFlag,Country,AddressLine1,NumberChildren,FirstName,PostalCode,State
Gos1377,Hamilton,,9.0,,13.0,687.0,Goss,U,m,,R,United States of America,2777 durand crescent,2.0,Ashil,23465,British Columbia
PAG1378,Atlanta,,5.0,,43.0,,PAGI,M,,1-787-234-7410,O,United States of America,23485 sinclair upper,4.0,Hennrietta,v5b 1n5,MO
Leh1379,Erie,,10.0,,62.0,440.0,Lehtinen,M,m,1-916-277-4251,U,United States of America,2755 rodeo court,4.0,Collie,60748,AK
Wai1380,Augusta,,3.0,,29.0,682.0,Wai,M,F,1-850-887-5740,R,United States of America,3542 blount boulevard,3.0,Alison,64134,ID
Wol1381,Bellevue,J,0.0,,93.0,735.0,Wolter,U,,1-394-234-6526,O,United States of America,2055 EVANS EAST,0.0,Enzo,81003,IN
LON1382,Chicago,,5.0,,33.0,412.0,LONERGAN,D,m,1-102-557-8590,O,United States of America,348 fennel way,0.0,Gussie,36102,NE
Fur1383,Oxnard,,10.0,Suite 14,30.0,572.0,Furgerson,M,,1-571-230-4321,O,United States of America,22326 COLONIAL LOWER,4.0,Marylou,76003,WV
The1384,Montreal,,1.0,,7.0,809.0,Theriault,M,,1-970-909-0899,R,Canada,14566 wisteria road,3.0,Fotini,19240,WY
wat1385,Chula Vista,,,,100.0,808.0,watford,W,M,1-401-624-1316,U,Canada,13075 vinson road,3.0,Arabelle,93808,Alberta
Haw1386,Columbia,,7.0,,81.0,841.0,Hawkins,M,,1-128-585-2395,O,United States of America,2034 bissonnet rue,2.0,Roby,V6l 1r5,RI
Liv1387,Madison,,8.0,,31.0,664.0,Livingstone,W,m,1-888-335-2854,O,United States of America,5917 addax avenue,0.0,Shakoor,80111,MO
PAT1388,Irvine,B,7.0,,87.0,479.0,PATON,M,,1-608-160-6229,O,United States of America,20758 mason crescent,4.0,Kataryna,10053,NE
Tab1389,Lansing,,10.0,,87.0,608.0,Tabler,S,,1-464-010-3535,O,United States of America,2103 campbell boulevard,1.0,Leesa,77038,British Columbia
Mul1390,Cedar Rapids,,8.0,,98.0,364.0,Mullarney,S,m,1-137-988-6038,R,United States of America,9792 cedar springs lane,4.0,Annecorinne,53218,MA
Laa1391,Bellevue,,9.0,,99.0,815.0,Laale,U,,1-766-743-9309,O,United States of America,7837 howell court,3.0,Walley,h5j 1q8,MD
Rho1392,Oshawa,D,5.0,,59.0,459.0,Rhodenizer,U,,1-840-490-0326,U,United States of America,7357 crosby drive,5.0,kassi,T6D 1E3,IA
RAN1393,West Valley,,4.0,,93.0,416.0,RANJAN,W,,1-471-037-3582,R,United States of America,19419 sycamore south,0.0,ELISSA,33716,OK
Van1394,Whitehorse,G,1.0,,39.0,509.0,Van hoy,M,,1-277-006-2235,O,United States of America,21813 purdue upper,,chak-hong,90087,KS
Slo1395,Macon,,10.0,,24.0,379.0,Slobodrian,M,,1-088-270-7799,R,United States of America,19453 wisteria east,3.0,Gerhardine,81002,AZ
Kra1396,Plano,O,0.0,,89.0,391.0,Krawchuk,M,m,1-950-683-4334,U,United States of America,2415 EDGSON DRIVE,0.0,gerrilee,99566,WA
Lea1397,Edmonton,,10.0,,45.0,342.0,Leaver,D,M,1-771-522-4842,O,United States of America,4941 beardsley north,2.0,Coila,v6z 1s7,IL
Rez1398,San Francisco,R,0.0,apt. 816,42.0,426.0,Reznechek,W,,1-391-517-2753,O,United States of America,5653 WORTH DRIVE,2.0,Kissiah,79940,New Brunswick
Mul1399,Berkeley,,2.0,,11.0,647.0,Mulroney,S,m,,R,Canada,10887 PIKE EAST,0.0,DARLA,t5d 1p9,CT
Mic1400,Naperville,U,4.0,,52.0,800.0,Micucci,U,,1-238-931-9395,U,United States of America,24246 carlisle drive,3.0,melonie,m6s 1h2,DC
adk1401,Escondido,,6.0,Apt. 410,,801.0,adkinson,M,m,1-077-161-6331,O,United States of America,4107 pasadena upper,0.0,BERNARDINE,90011,NV
arb1402,Chandler,I,7.0,,97.0,480.0,arbuckle,S,,1-633-800-2565,O,Canada,1692 FAIRDALE WEST,0.0,THANH-HOA,22334,NM
loy1403,Montpelier,,5.0,,37.0,505.0,loyer,W,,1-909-984-3943,,United States of America,21072 winsome avenue,0.0,OTHILIA,V6m 1v9,New Brunswick
Ber1404,Wichita,,8.0,,91.0,756.0,Berna,S,,1-676-509-7388,O,Canada,16825 bittercreek way,2.0,sati,01612,Manitoba
mor1405,Fairbanks,W,6.0,,46.0,525.0,moritz,U,,1-554-380-2052,O,United States of America,17508 WELLER WEST,1.0,DELBERT,M1G 1R6,Nova Scotia
QUE1406,London,,1.0,,23.0,432.0,QUEK,U,,1-192-024-5241,O,United States of America,7331 courtland park,4.0,clarette,35820,MT
Goo1407,Mesquite,,10.0,,65.0,304.0,Goos,M,C,1-897-403-0830,O,Canada,15246 dunn park,3.0,kelcey,h2c 1y3,GA
Kir1408,Greensboro,,2.0,,40.0,402.0,Kirouac,M,,1-741-451-3570,O,Canada,1322 OASIS DRIVE,3.0,lexis,60815,Manitoba
ber1409,Yonkers,,,,4.0,459.0,bergeson,U,m,1-057-953-5828,O,Canada,16512 rio grande east,3.0,Jeanne,38194,Alberta
pol1410,Kitchener,D,3.0,,65.0,823.0,poley,U,f,1-074-337-8861,O,United States of America,15932 whale upper,5.0,BAOMINH,V6H 1U9,MI
MOU1411,Sunnyvale,T,0.0,,29.0,738.0,MOULTON,U,,1-283-517-3233,U,Canada,19744 taylor crest street,4.0,Naresh,23463,MI
Sto1412,New Orleans,,4.0,,14.0,532.0,Stowe,U,,1-855-285-1143,O,United States of America,18791 richmond south,0.0,Tana,X5E 1U1,MS
Rei1413,Sacramento,,1.0,,83.0,394.0,Reichow,U,M,1-212-091-2183,O,Canada,5835 BITTERCREEK NORTH,,Karrah,43234,WY
mej1414,Mobile,W,0.0,apt. 25,8.0,793.0,mejdal,M,,,O,United States of America,12543 edgewood avenue,4.0,Kary,80018,Nova Scotia
zub1415,Hayward,C,10.0,apt. 948,13.0,765.0,zubricki,U,,1-530-017-1948,O,Canada,22802 alonzo avenue,5.0,Sherman,V6c 1t2,MS
Hai1416,Hilo,,4.0,,,574.0,Haigh,W,m,1-883-844-4809,O,United States of America,22186 viking street,1.0,TRACEY,75209,CT
bri1417,Sterling Heights,,1.0,,43.0,380.0,brightwell,M,M,1-499-792-2473,O,United States of America,1701 gold east,2.0,jackson,06110,Quebec
BAR1418,Santa Clara,,8.0,,36.0,369.0,BARHAM,M,,1-915-118-9157,R,United States of America,3690 PLUMB BOULEVARD,5.0,Twila,X7i 1r1,MT
atl1419,Madison,,4.0,,,664.0,atlantic,M,,1-047-607-6290,O,United States of America,9907 upton south,4.0,BERNICE,19114,NM
kum1420,Dayton,N,9.0,,29.0,768.0,kumamoto,M,f,1-188-566-5521,R,United States of America,18830 smithdale street,1.0,letisha,95205,MO
cra1421,Spokane,,1.0,,72.0,604.0,crawhall,M,M,1-779-330-7735,O,Canada,679 windsor west,4.0,Florette,93332,British Columbia
Jen1422,Reno,A,2.0,,69.0,,Jenkins,M,,1-722-749-6972,R,United States of America,7266 cherry upper,2.0,Jozef,19202,NJ
ony1423,Newport News,,7.0,,31.0,801.0,onyshko,S,,1-043-012-1235,R,United States of America,7458 denton boulevard,3.0,RINA,v6q 1w7,Ontario
and1424,Dayton,,3.0,,0.0,413.0,andrassy,W,F,1-321-952-3768,,United States of America,9907 upton south,1.0,GRATIANA,75026,NY
Sab1425,Lowell,,5.0,APT. 736,43.0,484.0,Sabol,W,,1-593-015-3350,O,United States of America,5810 sinclair park,3.0,Aniko,20056,SC
HAS1426,Bellevue,,1.0,,3.0,389.0,HASHIMOTO,M,m,1-794-985-9390,R,United States of America,24178 turtle creek street,1.0,Iseabal,94391,WY
ber1427,Portland,,7.0,,,647.0,bergman,S,,1-872-826-6371,O,United States of America,3731 CAPITAL COURT,2.0,KWAN,m5a 1y5,UT
mol1428,Ottawa,,7.0,,33.0,475.0,molnar,U,,1-722-050-8438,O,United States of America,12610 presido road,2.0,devan,V6c 1r8,MT
Nem1429,Ottawa,O,2.0,,64.0,364.0,Nemeth,M,,1-567-610-8134,R,United States of America,22632 country road,5.0,Sissy,45205,Ontario
nor1430,Des Moines,,2.0,,92.0,340.0,norczen,M,,1-985-769-7168,O,United States of America,8989 SPICEBRUSH STREET,4.0,Armando,99559,CO
HUS1431,Salinas,,8.0,suite 122,16.0,699.0,HUSSEIN,M,f,1-799-509-0373,R,United States of America,6243 gaylord way,,Flore,95298,MO
KAY1432,Independence,,4.0,,68.0,353.0,KAYSER,U,f,1-983-800-5242,O,United States of America,4144 lake park lane,1.0,Timmy,23239,AL
Soi1433,Garland,U,4.0,,47.0,351.0,Soin,W,,1-690-814-6452,U,United States of America,11480 FENNEL SOUTH,5.0,CARLOTA,04103,MT
Bun1434,Durham,,6.0,,18.0,339.0,Bundschuh,U,F,1-332-461-0867,R,United States of America,9023 TAMARIND RUE,1.0,Christen,V6c 1t6,WI
Kin1435,Kitchener,,8.0,,49.0,832.0,Kinahan,U,F,1-481-002-0139,O,Canada,13619 WITHERS UPPER,3.0,mora,v6s 1t1,TX
JED1436,Dayton,,7.0,,,717.0,JEDRYSIAK,U,,1-667-614-7770,O,United States of America,23822 marvin crescent,3.0,danika,95192,DC
val1437,Augusta,O,0.0,,66.0,607.0,valerien,D,,1-843-990-2613,O,United States of America,17714 viking road,5.0,Sammy,02102,AR
Wen1438,Ann Arbor,,,,17.0,722.0,Wenham,M,,,O,Canada,7751 DARLINGTON PARK,3.0,SHUO,V6g 1q6,ND
ZIM1439,Scottsdale,A,3.0,,6.0,560.0,ZIMMERMANN,M,,1-824-968-9079,O,Canada,9863 BOLL BOULEVARD,2.0,Anna-diane,36106,AK
Yuh1440,Irvine,,1.0,,80.0,327.0,Yuhanna,M,,1-322-081-3232,O,United States of America,13347 NORWALK ROAD,0.0,Thi,v6i 1r6,OH
Lat1441,Wichita,D,5.0,,96.0,747.0,Lathangue,W,F,1-819-895-0022,O,Canada,21245 weller way,2.0,lyndsey,58501,Ontario
STO1442,Biloxi,G,1.0,,,712.0,STOKOSKI,,f,1-328-061-6071,,Canada,22986 norfolk lane,0.0,Steven,90164,British Columbia
pea1443,Durham,,9.0,,67.0,410.0,peate,M,M,1-841-422-6394,O,United States of America,7321 spring valley way,5.0,Karlon,m2r 1d9,LA
ham1444,McAllen,,1.0,,73.0,317.0,hampson,S,m,1-422-387-8423,,United States of America,15883 BALTIC SOUTH,1.0,Azam,60819,ME
ESH1445,Whitehorse,,0.0,,77.0,390.0,ESHELMAN,M,M,1-645-136-4323,O,United States of America,3681 holly knoll crescent,1.0,Tabatha,14224,OR
KOS1446,Stockton,,,,65.0,698.0,KOSASIH,M,,1-251-197-9978,O,United States of America,2082 GEMINI COURT,1.0,nic,H2g 1y7,WI
Hol1447,Jacksonville,,0.0,,,400.0,Holland,M,F,1-549-706-8037,O,United States of America,4640 BEDFORD PARK,3.0,Bruno,35828,LA
gor1448,Oshawa,,8.0,,94.0,306.0,gores,W,F,1-287-390-0344,O,United States of America,17442 TALLOWOOD UPPER,1.0,Pet,80076,Manitoba
dao1449,Beaumont,,3.0,,42.0,748.0,dao,S,,1-136-871-4853,U,Canada,14835 westover boulevard,5.0,Marianna,V6h 1p6,AK
fri1450,Raleigh,,7.0,,96.0,382.0,frie,U,f,1-718-839-1233,O,United States of America,7527 whale drive,5.0,ko,78297,NJ
wes1451,Hollywood,,1.0,,46.0,353.0,westfall,M,,1-513-262-1083,O,Canada,2792 pike court,5.0,Corissa,85745,UT
Rid1452,Pasadena,,,,3.0,620.0,Ridgway,S,,1-168-196-3269,O,United States of America,509 alicia avenue,2.0,Kial,52410,WI
REC1453,Fullerton,G,3.0,,38.0,579.0,RECEIVING,M,,1-124-350-1278,O,United States of America,18699 POTOMAC BOULEVARD,0.0,Pojanart,94526,OH
Cor1454,Chicago,,10.0,,25.0,487.0,Corlett,U,,1-965-637-7884,O,United States of America,19611 mesa lane,3.0,Beau,48267,UT
RUT1455,Scottsdale,Y,6.0,,1.0,,RUTHERFORD,,,1-037-404-2204,O,Canada,2856 courtland east,3.0,Edmond,22311,IN
her1456,Vancouver,O,10.0,,12.0,526.0,hershberger,M,M,1-902-506-5132,R,United States of America,1585 fulton drive,4.0,Merlin,M5d 1x3,IL
EAR1457,Fairbanks,,4.0,,83.0,587.0,EARNHARDT,W,M,1-338-283-6126,O,United States of America,947 mcshann avenue,2.0,nerita,H2f 1v8,MO
Hew1458,Ottawa,,4.0,,94.0,835.0,Hews,U,f,1-500-865-6694,,United States of America,14987 oak grove west,,wong,76101,VA
Sch1459,Baltimore,G,1.0,Apt. 746,,483.0,Schrang,S,,1-561-743-3674,O,United States of America,16568 bellflower north,0.0,Geetha,44309,AR
wai1460,Erie,,4.0,,27.0,495.0,waines,U,m,1-559-120-2354,O,Canada,13352 beauregard lower,1.0,Virgil,t5a 1z8,DE
kri1461,San Antonio,,,,31.0,562.0,kriegler,M,M,1-975-153-0698,O,United States of America,13890 SNEAD PARK,3.0,CALYPSO,H2b 1v3,VT
Tow1462,Vallejo,L,6.0,,78.0,654.0,Townley,U,F,1-463-873-6723,R,United States of America,20156 southlake drive,4.0,Etty,14615,NV
Cha1463,Lansing,,0.0,,74.0,699.0,Chappell,U,m,1-219-554-2664,O,United States of America,12787 holly court,1.0,SANJOY,94289,ND
aok1464,San Buenaventura,A,6.0,,24.0,627.0,aoki,S,M,1-689-127-0750,O,United States of America,17194 VALITA WEST,4.0,BEA,43236,WA
Ser1465,Toledo,V,6.0,,42.0,761.0,Seroka,M,F,1-314-585-7408,O,United States of America,18716 greene drive,2.0,Sharai,T6a 1i3,IN
Pro1466,Pembroke Pines,,8.0,,43.0,364.0,Procca,U,M,1-207-082-1499,O,Canada,2560 WILLOWLAKE ROAD,5.0,WIESLAWA,93384,OK
Lei1467,Corona,,5.0,,91.0,425.0,Leitch,U,f,1-504-108-2295,O,United States of America,22645 rosedale lane,1.0,jolyn,99204,IL
kri1468,Providence,,10.0,apt. 746,70.0,569.0,kristjanson,S,m,1-333-035-4890,,Canada,24943 jack road,4.0,ADELAIDA,v6i 1s4,AZ
Bab1469,Washington,F,10.0,,36.0,,Baber,M,m,1-623-256-9129,O,United States of America,1194 burgoyne lower,4.0,Marjie,80933,WY
DIP1470,Palmdale,N,9.0,,95.0,584.0,DIPIERRO,M,,1-682-574-9701,O,United States of America,22760 SAVANNAH BOULEVARD,4.0,Dick,37914,MS
pin1471,Casper,S,9.0,,66.0,738.0,pineau,D,F,1-909-879-4150,O,United States of America,17021 edwards crescent,3.0,Zaven,38113,WY
Hau1472,Denver,,5.0,,16.0,432.0,Hautanen,M,,1-183-178-5917,O,United States of America,22201 westmere north,2.0,Vinnie,M4L 1O4,CT
Bin1473,Atlanta,,7.0,,86.0,,Binnington,M,M,1-847-669-3845,O,United States of America,14495 valita road,1.0,Wanda,90364,DC
Pir1474,Atlanta,,8.0,,46.0,758.0,Pirkey,M,M,1-976-903-4058,O,Canada,19119 FOUR POINTS CRESCENT,0.0,Prams,V6h 1t6,CA
Gra1475,Simi Valley,,5.0,,21.0,354.0,Gravitt,M,F,1-499-860-2810,O,United States of America,590 cedar crescent,1.0,Cacilia,79424,Quebec
ROZ1476,Tucson,N,10.0,,78.0,837.0,ROZUMNA,M,,1-166-910-8873,O,United States of America,6667 regal bluff road,5.0,caralie,92035,WY
Har1477,Yellow Knife,F,6.0,,70.0,405.0,Harold,M,f,1-136-594-1087,O,United States of America,5359 gaylord lane,5.0,Mamoru,50303,DE
ket1478,El Monte,,,,35.0,707.0,ketchum,W,f,1-888-057-7581,R,United States of America,2995 robbins south,2.0,Carmencita,v6f 1p6,IL
Hol1479,St. Johns,,0.0,,89.0,811.0,Hollenbeck,M,M,1-678-590-3942,O,United States of America,20487 vickery lower,1.0,Zarah,Y1a 1f7,Saskatchewan
obr1480,Durham,,3.0,,37.0,616.0,obrecht,M,,1-516-564-1148,R,United States of America,1681 KETCH LANE,0.0,Svend,H7e 1u6,WY
Laf1481,Rockford,R,4.0,,65.0,764.0,Laflamme,M,f,1-815-923-2513,O,United States of America,22190 saunders street,1.0,Ali,75040,OR
Bit1482,Erie,,1.0,,84.0,603.0,Bittman,M,,1-732-516-4962,,United States of America,11483 bonaventure park,4.0,barbra,35872,NE
irv1483,Thousand Oaks,M,5.0,,9.0,738.0,irving,M,,1-824-110-6454,U,United States of America,1253 kingsbridge upper,4.0,JANETTA,93667,VA
mos1484,Warren,R,4.0,,63.0,417.0,mosley,M,F,1-652-879-2108,O,United States of America,7046 LANDERA STREET,4.0,Zsazsa,29203,OK
Dem1485,Hamilton,,1.0,,58.0,487.0,Demidenko,M,,1-186-422-8260,O,United States of America,8701 vendo south,5.0,Ermengarde,67235,Manitoba
Mcg1486,Provo,,5.0,,99.0,725.0,Mcguigan,M,m,1-656-662-2201,O,United States of America,8072 HUGHES WEST,1.0,Dredi,62701,WI
har1487,Buffalo,F,2.0,,44.0,667.0,hartin,U,,1-503-287-5549,R,United States of America,7154 stuart street,5.0,Kalle,94388,CT
PAT1488,Cleveland,,4.0,Apt. 948,98.0,305.0,PATCHSQA,S,,1-178-317-4258,O,United States of America,20039 DECATUR EAST,1.0,MIKAELA,36634,WI
COU1489,West Covina,,2.0,,16.0,403.0,COURTNEY,D,F,,O,United States of America,24683 MEADOWLARK BOULEVARD,4.0,Walter,93851,Ontario
Ker1490,Milwaukee,,10.0,,79.0,569.0,Kerner,S,,1-108-050-9807,O,United States of America,20823 WEST CHAPEL AVENUE,3.0,Matty,83404,NV
Lyo1491,Buffalo,,9.0,,39.0,344.0,Lyons,U,,1-550-271-1876,R,United States of America,6072 wesleyan lower,1.0,Shaw,v6b 1t4,British Columbia
Grz1492,Orange,,1.0,,100.0,421.0,Grzesik,U,f,1-474-997-1416,O,United States of America,181 nowita drive,2.0,Nanny,94242,Manitoba
DON1493,Norfolk,,9.0,,30.0,745.0,DONOHOE,D,,1-656-672-9096,R,Canada,22863 tanner street,4.0,angelika,M5a 1x3,WI
hub1494,Buffalo,,9.0,,93.0,754.0,hubers,D,,1-800-584-3210,O,Canada,11930 ALABAMA SOUTH,1.0,rosemary,99730,MD
Vas1495,Bakersfield,L,8.0,Apt. 178,53.0,542.0,Vasilopoulos,S,m,1-439-654-9673,O,United States of America,6480 rockhill crescent,3.0,Melissa,T6D 1C2,SC
CRI1496,Philadelphia,O,4.0,,79.0,427.0,CRISWELL,M,F,1-932-897-9544,O,United States of America,4437 stonehill drive,3.0,Ann-marie,V6W 1P1,Saskatchewan
FRI1497,New York,,2.0,,,523.0,FRIESEN,D,f,1-449-834-6963,R,United States of America,13112 lynnfield east,0.0,Virgina,28245,MI
Bau1498,Laredo,Q,0.0,Apt. 347,24.0,407.0,Baumberg,M,M,1-631-174-6058,O,Canada,17973 scanlin north,2.0,annecorinne,78219,New Brunswick
lor1499,Fremont,,10.0,,9.0,433.0,lorenzo,D,,1-113-004-7988,O,Canada,7785 rusk boulevard,1.0,thomson,T5D 1Y8,ID
SHA1500,Salem,W,3.0,,90.0,641.0,SHAMBLIN,M,,1-109-833-5901,O,United States of America,1191 highland park lane,3.0,POWELL,20005,DC
sch1501,Garland,A,8.0,,58.0,704.0,schavone,U,M,1-180-822-0026,O,United States of America,21665 GEMINI EAST,2.0,Cho,M7n 1a8,NE
kam1502,St. Petersburg,,7.0,,9.0,768.0,kamal,U,F,1-118-536-3025,O,United States of America,888 bonaventure west,3.0,SILVA,T6D 1H2,ME
Sel1503,Washington,,8.0,apt. 266,,648.0,Selkirk,S,m,1-350-411-9708,U,United States of America,17947 ventura east,5.0,Shari,V6v 1r9,Saskatchewan
Ghe1504,Corona,,10.0,,81.0,401.0,Ghelarducci,M,,1-111-023-7187,O,United States of America,18458 yorkchester west,4.0,Mellisent,53227,VT
SHI1505,Independence,,4.0,Apt. 218,33.0,548.0,SHIBBERU,W,m,,O,Canada,18688 eaton drive,1.0,Bruno,m7o 1b4,FL
Abo1506,Savannah,,6.0,,59.0,666.0,Abou-ezze,S,F,1-086-789-6519,R,United States of America,20940 shearer drive,3.0,Delfin,M5d 1v4,CA
LAH1507,Whitehorse,Y,8.0,,23.0,745.0,LAHEY,M,,1-314-758-5852,O,Canada,14778 palm south,0.0,Marcia,x1h 1s1,WI
Bol1508,Cincinnati,U,5.0,,13.0,310.0,Bolli,S,m,1-870-655-0049,O,United States of America,17723 ridgelea lane,4.0,Annalee,93805,ID
fis1509,West Covina,J,7.0,Apt. 841,17.0,419.0,fisprod,M,,1-578-045-5351,O,Canada,5822 EDWIN BOULEVARD,1.0,Romy,94196,MI
JOI1510,Birmingham,,7.0,,92.0,310.0,JOINER,M,,1-243-279-2993,O,Canada,17334 LAVENDER STREET,1.0,florry,72267,ND
Jak1511,Winnipeg,Q,0.0,,17.0,490.0,Jakstys,W,M,1-897-141-1298,R,Canada,7819 green park,3.0,Alok,H7e 1s1,MI
Sur1512,Victoria,,0.0,,10.0,800.0,Surazski,W,,1-090-633-2787,O,United States of America,11480 fennel south,0.0,Anneliese,94457,IA
Hel1513,Coral Springs,,9.0,,64.0,450.0,Heller,M,,1-752-622-8759,O,United States of America,2798 1st east,3.0,emran,45220,IN
pre1514,Arlington,,2.0,,53.0,643.0,preville,S,,1-591-778-8688,O,United States of America,18583 granbury street,5.0,miriam,H5l 1r2,ND
Gli1515,Durham,,6.0,,88.0,820.0,Glinski,M,,1-186-807-2475,O,United States of America,20622 mcafee court,3.0,Ashlee,89121,CO
ann1516,Santa Ana,D,2.0,Apt. 511,9.0,352.0,annabelle,U,f,1-158-639-9180,O,United States of America,22461 morton east,2.0,TORY,36149,IA
Kno1517,Cedar Rapids,,5.0,,85.0,820.0,Knowles,U,F,1-957-311-2551,U,United States of America,6244 havenridge boulevard,2.0,BIDGET,V6O 1W3,MA
Mic1518,Iqaluit,I,10.0,,79.0,470.0,Michailov,S,,1-454-844-5285,U,United States of America,13142 VINSON LANE,5.0,morna,60780,Nova Scotia
efs1519,Corpus Christi,,4.0,,50.0,624.0,efstration,,f,1-994-912-9389,R,United States of America,10014 MERCER LOWER,3.0,Faina,M7n 1b4,TX
Har1520,El Monte,,3.0,,13.0,693.0,Harman,U,M,1-308-526-0408,O,United States of America,2808 hancock north,5.0,cesar,55153,VA
HOL1521,Richmond,,6.0,,2.0,736.0,HOLDER,D,,1-546-474-3897,O,United States of America,19551 wainwright lane,2.0,ORALIE,H7e 1s4,MD
als1522,Huntington Beach,,5.0,,55.0,573.0,alshabout,U,F,1-834-081-4944,O,Canada,15818 DAVIE EAST,4.0,Douglass,14204,KY
Bas1523,Glendale,,10.0,,57.0,445.0,Bashyam,M,m,1-653-883-4810,O,Canada,11678 newport news lower,0.0,Johan,94591,ND
hit1524,Hayward,,8.0,,65.0,548.0,hitchings,D,,1-068-884-2909,O,United States of America,17594 neilson west,5.0,Cristie,98102,TX
BAL1525,Worcester,R,7.0,,49.0,324.0,BALOGH,M,,1-369-222-7038,O,United States of America,17595 tahoe east,0.0,Tresa,95252,IL
lil1526,Madison,,5.0,,54.0,348.0,lilleniit,U,M,1-122-338-0001,O,United States of America,335 floresta north,5.0,GEOFF,33716,Alberta
BRA1527,Hilo,V,3.0,,61.0,581.0,BRANHAM,W,m,1-708-984-3571,O,United States of America,10792 trail lake road,3.0,MACE,H6a 1w4,ID
BIG1528,Indianapolis,,7.0,,31.0,692.0,BIGLEY,S,F,,O,United States of America,24396 mulberry avenue,,JOANNE,v6j 1p8,FL
Qui1529,Beaumont,,,,,345.0,Quinones,M,F,1-882-813-7777,R,United States of America,9645 hayden boulevard,0.0,Fredericka,94443,Quebec
Chi1531,Detroit,,4.0,,55.0,524.0,Childress,W,,1-977-563-3107,O,United States of America,18955 spruce street,1.0,CYBILL,V5b 1o1,RI
gos1532,Abilene,,10.0,,94.0,742.0,goswick,U,M,1-173-251-6874,O,United States of America,9400 juniper west,3.0,BESS,M4L 1N2,KS
smy1533,St. Petersburg,U,5.0,,67.0,,smyth,M,F,1-874-604-3289,,United States of America,16271 vista south,5.0,KIRI,22226,OR
DEM1534,Moreno Valley,,8.0,,55.0,465.0,DEMOREST,W,m,1-144-460-9212,,United States of America,19336 BOLL DRIVE,1.0,MIMI,y5c 1n9,NM
zur1535,Pasadena,,8.0,,0.0,393.0,zurl,U,M,1-208-527-9666,R,United States of America,1821 9TH SOUTH,3.0,CHRISTEN,77255,MO
MAC1536,Irving,X,0.0,,16.0,449.0,MACGILLIVRAY,M,,1-488-190-3987,U,United States of America,12782 LENWOOD SOUTH,4.0,POLLYANNA,T5D 1Q2,PA
Rob1537,Fort Collins,,3.0,,86.0,346.0,Robart,M,,1-928-609-5956,U,Canada,3388 concord crescent,1.0,Willard,36688,NM
Mat1538,New York,N,3.0,apt. 80,61.0,479.0,Mathewson,D,F,1-525-753-2190,O,United States of America,2446 forest lane,4.0,Lea,h5j 1q3,RI
hav1539,Fort Worth,E,5.0,,39.0,457.0,haveman,W,,1-133-814-6815,,Canada,23755 FROSTWOOD LOWER,2.0,DUTCH,M9d 1s6,MA
Bos1540,Huntington,,4.0,,50.0,403.0,Bosy,M,f,1-028-897-9680,O,United States of America,11961 BENINGUS RUE,1.0,Edyth,M5F 1U6,New Brunswick
nal1541,St. Catharines,,6.0,,7.0,768.0,nall,M,f,1-820-635-5662,,United States of America,23897 eagle rue,0.0,CARLYNNE,99710,TN
FER1542,Houston,,8.0,,89.0,609.0,FERGUSSON,M,,1-993-027-8092,O,United States of America,20400 walnut hill avenue,1.0,jon,91210,British Columbia
Rei1543,St. Paul,Y,8.0,,,685.0,Reich,U,,1-889-516-6723,O,United States of America,22712 PRAIRIE CRESCENT,4.0,Nevein,h7g 1u4,MS
spi1544,Independence,,5.0,,18.0,463.0,spieker,U,m,1-195-535-4681,O,United States of America,16364 BUCKEYE LANE,5.0,YAVAR,78743,TN
kle1545,Santa Clarita,,3.0,,19.0,344.0,kleynenbergntntia,,,1-571-237-3189,O,Canada,2845 trafalgar east,1.0,teetwo,64196,NY
COS1546,Warwick,,0.0,,49.0,444.0,COSSOTA,M,F,1-930-146-1088,O,Canada,7726 TALLOWOOD UPPER,3.0,Birmingham,75235,Manitoba
but1547,San Bernardino,,8.0,,50.0,529.0,butvich,W,,1-190-976-1557,R,United States of America,12493 arthur court,4.0,darrin,77054,Ontario
Boy1548,Wichita,S,9.0,,,755.0,Boyce,S,f,1-095-422-7674,O,United States of America,3797 rutgers park,5.0,PATRIZIA,36184,MA
pat1549,Grand Rapids,,10.0,,1.0,829.0,paterson,W,f,1-159-540-7650,R,United States of America,10959 throckmorton east,4.0,Dody,V6n 1v5,OH
Kru1550,Virginia Beach,,,,,,Krueger,S,F,1-305-425-6318,O,United States of America,13276 WESTELLA UPPER,3.0,GLYNDA,36685,AL
laf1551,Greensboro,,4.0,,89.0,776.0,laforge,U,,1-542-152-2258,O,United States of America,24313 congress crescent,5.0,rosabel,33603,AR
san1552,Mobile,,3.0,,72.0,431.0,sansom,U,f,1-626-445-0049,U,United States of America,19526 foster rue,1.0,SALINA,M7m 1c5,VT
COP1553,Chula Vista,,0.0,,90.0,803.0,COPPEDGE,D,,1-146-871-3093,U,United States of America,23011 la cienega lower,0.0,JACQUENETTE,72234,SD
buc1554,Vallejo,,6.0,,81.0,792.0,buchanan,U,,1-080-899-3805,O,United States of America,5569 sandpoint park,5.0,Janis,85254,IL
NET1555,Buffalo,,9.0,,25.0,564.0,NETTO,M,,1-407-616-3663,O,Canada,9212 SILVER CRESCENT,4.0,BIANKA,96720,MS
