prospect_CreditRating,prospect_MiddleInitial,prospect_State,prospect_Country,prospect_NumberCreditCards,prospect_PostalCode,prospect_Employer,prospect_NetWorth,prospect_LastName,prospect_AddressLine2,prospect_Age,prospect_Income,prospect_NumberCars,prospect_FirstName,prospect_MaritalStatus,prospect_AddressLine1,prospect_OwnOrRentFlag,prospect_AgencyID,prospect_Phone,prospect_Gender,prospect_NumberChildren,prospect_City
338.0,,New Brunswick,United States of America,9.0,JRFAEYJP,Telephone & Data Systems,2050110.0,EJPEPVTDGKHTCGGDWHGEQIUNB,LXWBSWCYQNWISZMFAEJBCQMMMCUVXWNXHYALBNEAUUNSOFPXF,0.0,250333.0,4.0,YLPNDNVXGTDOCPCDO,U,Jkvuhngyoysbzwdfucxdrjslvzeoaznfzniugnjzkz,O,EJP7784,1-235-024-0569,,4.0,Ontario
779.0,A,MI,United States of America,0.0,Awpujx,W.R. Berkley,2077778.0,Blamzrkhfhlmowcwuv,Tnalsvurvdhtldqiamhnwpzdheehybreorpjaiagippfoeztmvaph,89.0,,0.0,undooshsgkeqftkoslmaaf,W,,O,Bla7785,1-138-843-5480,,5.0,Omaha
786.0,,MD,Canada,5.0,Ssjot,,1793821.0,Yhefikklhs,QNVJEDPGIKCEYPSPXAIQRQOJFRJMFJIZRGMYUMBRWWGW,47.0,173782.0,0.0,SGMATJJSVBIKDDBJPKTKATCRAAOXBA,W,IIHPCROPUSWPKNEAAHHJGUREFCQVIOFJGNZUAZUOIBSBDTMSKZZZTFJDPNXC,O,Yhe7786,1-637-845-9250,F,4.0,Huntsville
458.0,,WI,Canada,6.0,Nmkbypdtmp,Cognizant Technology Solutions,1847011.0,Nfldvfworlfejwnuauklepwo,nbcrjupiyhknikqbzseqouocvrlkgghsjkdavs,2.0,225849.0,2.0,Rklrkfhzsl,M,CMDLERWALOTLTPIPCNKKBHPXFNQJXIMSUYITXACUZYNP,O,Nfl7787,1-459-090-7413,,1.0,Hay River
806.0,,MT,United States of America,6.0,Oklorooxqq,Popular,104018.0,Lrdqj,Lmmqznlgcgrjghgswcjjyafzxxcjsrbneskskyonmwiphsepkuiugaggvulqmlopwovo,18.0,205194.0,,AFTPYVW,M,pyfdzdqzhqamiawpilyhedtudt,O,Lrd7788,1-488-723-0835,,0.0,Austin
466.0,,TN,United States of America,1.0,fjjakemv,CSX,113431.0,Ojhuowdyyckqv,OQIZZVDULJMX,98.0,40273.0,3.0,CKXQRLOOSHQZBHYMNCAZ,U,Wandcgpllnpeziagozurrtdiclmgxbocwdjvlogunxbrokvbfd,U,Ojh7789,1-354-637-6196,f,3.0,Winnipeg
801.0,,MD,Canada,2.0,Rmlgrerbtf,ITT,1721394.0,Gajos,VCGQQSURSUVAWKPRYRVOOQNHKHTBDOZIDRKXSULJEDWQKBXXO,79.0,388923.0,2.0,Doeqhehoszhrq,U,IZVHOKOQGCNOCUJK,R,Gaj7790,1-444-824-0484,,3.0,Lexington
334.0,,SC,United States of America,0.0,RPVDIFMY,BJ's Wholesale Club,3905265.0,MHUWRDHDYJVD,RFKUZBAAKSKXYQODFAWGKWSCXVINFNULMZOVWZO,90.0,213273.0,5.0,cggaqkwp,S,Flzcybpcggbhrfdnvtdancrxmvpwpprqxnggzwvngecqtudfeclfipqtuqtpcdxgmdizajlkbguv,O,MHU7791,1-045-308-4672,M,4.0,Rockford
568.0,,Prince Edward Island,United States of America,6.0,Ixbubrxyi,Cooper-Standard Holdings,3710742.0,Luunhqajpnfmpufweqgxi,vwlxspobxurdjhsshgqkwlmfoolgsnukxqkdkfcmdzsyytdsveptnwciepmvohqclqivhaqrij,54.0,499304.0,5.0,Kduyzgcfteqhvmxmpfngtp,S,Fzpqeuhonxyapezeiannclaurhnmscmojdjfojazglajv,O,Luu7792,1-704-419-7623,,2.0,Waterbury
338.0,,AR,Canada,5.0,SGBRI,Insight Enterprises,2289382.0,Bbhmrrnqlfhfufkpxxqjy,Zdmmdklcnalbkfalprzrzkukmcyaewvotplddvawehnjfxtoucmlzmmfcu,56.0,439546.0,5.0,nynsipuzywbjggecpvknlcayu,M,Jxvqojvdbecisuumssuaiukyftwdwwigubsjpzduhaorwvqxsxjirgndrjyqkdmoucypdodnt,O,Bbh7793,,,1.0,Bellevue
421.0,,Newfoundland,United States of America,8.0,HJSECFIO,National Oilwell Varco,2123750.0,VGQGVWCIERLRH,Mtstognxxffufglwakwzebvxpmivexnvwqjvdonrigmzuioqqopepffxmgoemxcfd,61.0,74548.0,5.0,Ycqpoklsnj,M,Lngduxznsqabphefoepyclwftoyszijwgbniklzag,R,VGQ7794,1-126-402-8195,,0.0,Lubbock
312.0,,NV,United States of America,0.0,FDDPZWE,Newell Rubbermaid,1222348.0,Jtmslhltomrtynfyyqexquqs,XTOALQPIMWMLTTNYHZFXKTAHUDSEWQQDFGZTCNIQJZGAKGLIMEMOIO,20.0,472023.0,4.0,ysfljjorrmdywfventrzryj,M,lfkarwqljrblftlttidcwtaduuonhwg,O,Jtm7795,,F,0.0,Manchester
361.0,v,OK,United States of America,,qgpsxpth,Supervalu,1746167.0,WUWIZWKSDKRBBXIJE,Eaxymjkuhgurgphpiahqemiqrdinnxsnacgo,95.0,155245.0,2.0,Zhgmcto,M,MXLLHMHGXS,O,WUW7796,1-348-201-5638,,1.0,San Jose
626.0,F,NV,United States of America,5.0,Bdijvsupu,Amazon.com,602321.0,ojddvrnopwp,Orqkfmcondtsqjkjiwptoxnpxovizbxrfyblslu,42.0,95133.0,4.0,JQYDHVYIYTYTSQ,S,atktzrwteqlojnugqwatdinmftmbkevonkfijfhnqwfbubkaevsqezk,O,ojd7797,1-878-085-2397,f,3.0,Virginia Beach
,,ND,United States of America,4.0,btazmqvgcd,IMS Health,,Cvbhamcdnkpbeoajviq,IRNYXUZWGATEDYMP,30.0,208626.0,,Ncdowbmgrubuhmne,U,VYALNGFIOBUP,O,Cvb7798,1-807-513-3749,,3.0,Indianapolis
445.0,,Nova Scotia,Canada,3.0,pmvtjojeamwg,Holly,3509965.0,rsofefba,hmxlyjocunlhrfcixkhpvwxmwxgscexorsnimboptajpspxmtwwxlwbxsifp,61.0,338937.0,1.0,CLNPTFYLEZVWYPPHDNFUL,M,RKOVGSQLNLATINZVBFPWZTEXSTELUPAUJCG,O,rso7799,1-308-751-4811,,2.0,Jackson
347.0,,FL,,9.0,Qurmx,General Motors,1270225.0,Tpjjcihkpz,BFCZIHVPIEUZGTJATNBBEZUWCJIMNCBEHIYOALB,27.0,75897.0,5.0,Caetayjalavmtqzvifgbmcgtrrgev,W,Bjjsjycpabvknyxhqxxoelzmmcjqcndtqwwxoxlqljecleh,R,Tpj7800,1-824-374-6093,,1.0,Jacksonville
617.0,f,MI,United States of America,4.0,CTYFK,General Dynamics,2882457.0,VEOLNMRQMLPNBDL,,31.0,354986.0,1.0,LQWGPXAJEPPPAKCJFRS,,ETIDZXYCPHGEEIXKLWRNZGLRVWVGRZJELIENUZKBGUIFNZZUQTRXCAABGDGOEWHRZXLK,U,VEO7801,1-711-107-1977,,4.0,Omaha
830.0,y,IA,United States of America,8.0,ejfuenlock,Embarq,2828480.0,Nrswglheedmcbj,AYJCMWSRRXHPNGRJWXGGILEHVJLGPQCLIXBUVPF,40.0,19973.0,3.0,Iptmvgzimwxi,S,,O,Nrs7802,1-392-137-4125,,0.0,Toronto
,,NV,United States of America,10.0,ipiabeu,Murphy Oil,2709790.0,Wcvpvcubsiqrvxvpcxtz,LAQQZEOVHEDBKHYFQYEXF,58.0,47920.0,4.0,Xihwaxbsmriyojafwhwtq,U,,R,Wcv7803,1-520-247-4473,,4.0,Buffalo
452.0,r,FL,,0.0,Saxbwptcbu,Southwest Airlines,3065674.0,Hxmiyovwcukkgjnxmnpgqpavb,WQQGAIBZQMCIBNCVCIIKNWDJLDADCNUROILZDOMLTNHTNMXAUHLAEGXGKSXKVDBW,58.0,6804.0,3.0,Deuokiidhhiwm,M,ecpnpohubcapglldexzigaeerftrswfmswlkuobxvujhxxixgchfyelkhznxx,R,Hxm7804,1-715-269-6830,,0.0,Fort Collins
536.0,,MT,United States of America,7.0,Hqoabpgar,Weyerhaeuser,1493447.0,Ktbzezfrerjvqovifw,Ulmjlyzyddxskmlrnaecwdhvxmhwkopoqzgvdlgshqgmcpjdiwayizobbgpwjjocwdpfhrzpnoado,45.0,210120.0,,Sfhopawghyqgy,U,,U,Ktb7805,1-102-018-6502,F,3.0,McAllen
536.0,,New Brunswick,,4.0,PIQKVGA,Lender Processing Services,642765.0,Ejsdccorefe,mbfbngseajkhmunydlutzmtqgkioymvjvhluloiaakclzeayzqil,9.0,316764.0,3.0,Dladdfgt,M,Qaqdvfyiquxdoefattljlninzhzzppddwfrgqvpm,O,Ejs7806,1-446-372-5314,m,5.0,Yonkers
681.0,W,MN,Canada,0.0,Jkdez,General Dynamics,3843812.0,Sffwisgbwielvsguyqhavxhwnbeuww,msjsludiqowgecpaqprkqhbbdorwoylgadjfnjbaekoshfkvihudyaziozreokzztapjjmruljo,46.0,325753.0,,VABUSJAVK,M,tzvfblxisoqxjumpaybybvpaiwquajcrjqp,O,Sff7807,1-291-287-5870,m,3.0,Mobile
516.0,,Saskatchewan,United States of America,,Tvicfoouwlw,Western Refining,2373701.0,elcftshtnxyh,Wvgjqyqswuutfikebntekuqywgfbpkiajgjnxmflwfbnhmyfqurgbovdbingsvtxblgf,4.0,159571.0,,IXPEUEIPHDUFZXNSS,M,vlzifpieqgasjdmxqlbbpbfmjtimtnsfdgjlbvkuincvokfdpqaxucrqgeoeswiwjhqfr,R,elc7808,1-730-343-2879,,3.0,Baton Rouge
428.0,A,TN,Canada,8.0,Kzevl,Asbury Automotive Group,1365627.0,FSONUABABVSVKACQX,Bsxdngdcktjigvjojsbtvwlrkbealvakpvcotyccxpjsgiwdcldbufbgmok,50.0,236485.0,5.0,BGYRBAUF,S,inxduxddrdjfapenvrlnricgtpdcqnqbehjsglgozswfqtenmmm,R,FSO7809,1-717-739-3758,m,4.0,Philadelphia
783.0,r,TX,Canada,8.0,isfkwvz,,1769029.0,Paljtgiiagvxeysahvwuut,Qptetysrvzwrcisggvkczqbltjrrgpjbtmmvhvzhjitnjvzgftbtwjvmglrgxjxctxqz,78.0,496074.0,3.0,Zvkjjdverawcvuymojezxa,M,vquobcrgsqcsexfoecthwutcwepqwenszkagfhkrmkkhatfpjrdquzwiereomkkibnikqfmsgel,R,Pal7810,1-910-876-8455,m,,Irving
307.0,,WA,United States of America,5.0,PEBTEEHFAFCL,Regal-Beloit,2554799.0,Pqmsziyqdu,Nlkgkrrohbredhdnbvolqsowadxrzuwyxbld,14.0,85.0,3.0,ssnxdhqstoeth,S,Vlxppdfoluhlyfqxgrjlwtyololdkzsfvxitmpbybfue,O,Pqm7811,1-211-658-8931,M,0.0,Fullerton
846.0,X,AL,United States of America,9.0,wxlqdirza,Enersys,1241189.0,Qrsqdchq,,21.0,112434.0,,dgzjldptskwzdtrxaqobutmpog,,hsvombqfrmeskfvymxwclkrjhkrggqxyyjrry,O,Qrs7812,1-617-977-0368,F,3.0,Newport News
582.0,,ID,United States of America,8.0,Diqzu,Dominion Resources,2432197.0,OLZDXSQASSWMUFOFNNWQRPIQB,QPWUSYXIDHOSHQAXWWXDDCDEAKHCQQRDJ,69.0,469546.0,1.0,snxmrewhqbzwnm,M,Fmrkhlvgvlasgqggmihwxwtmbuzrvimvkmuoydqvewtinrnoohheovhpdvcuswkvmqpxcwtqxmkqhav,U,OLZ7813,,,1.0,Hayward
500.0,g,AK,United States of America,10.0,eoopxjaxena,TRW Automotive Holdings,3417367.0,Cgrsevvvjfhejp,Geswvfvrqluntngtvurswrpngvfnkamooxokjctymruhxixyjblkzfvabiefdbesnbgmmlphhzxh,29.0,378681.0,4.0,zljagwhlphbskib,D,Vgxqlfakntefvimcaeqqtcjtsybxddknqmqxdfx,O,Cgr7814,1-526-226-5832,,5.0,Fairbanks
802.0,V,Alberta,United States of America,6.0,NUYSKUMFLAN,New York Life Insurance,573323.0,yovxitkrqsbcqjccw,NVOUPTHTTTKDDUXQXRKNYLDHYYIIFRGHOSILAYYULQNBUKPRVDLTEKEPWWCZQXTZBCNG,82.0,202225.0,2.0,Ppfnjejvbpslxdhs,M,Mtirsflwxspwviarhgkmchav,O,yov7815,1-831-841-8863,,4.0,Warren
710.0,G,NY,United States of America,8.0,Kiyuisk,CSX,1544205.0,TVKCJHPWVSPYLXXQEKIPU,Fqdtuacxlhnceua,79.0,83672.0,2.0,pebevkfujgfunggrpxiqf,U,Vtyeyybm,O,TVK7816,1-724-757-6864,,1.0,Coral Springs
407.0,a,WA,United States of America,2.0,Jwxyyjkxt,PPG Industries,2717331.0,irnzgpkqaujlotpcxucmrttqffnqsc,rwhjmzaefnlwebllne,59.0,354744.0,0.0,Hernznbh,S,JSDHCZRKXALVWUL,O,irn7817,1-628-017-0065,F,,Winston-Salem
410.0,,MS,,8.0,Drzvvw,TD Ameritrade,639791.0,Yikbfcud,,87.0,163223.0,0.0,WSKYOGUGL,M,XHYAIUXQTSJBDXRFONBPXBUUDHMFWHHVEMUYUHYR,U,Yik7818,1-412-700-9835,M,,Sioux Falls
539.0,y,LA,United States of America,2.0,Sjamrtnkqu,Pepco Holdings,,eixapiaikopsnqktdqfwgiqehdxcjx,hvvdfzgjqrkibivsvlaugjvmnodi,2.0,323691.0,4.0,EFJTNKCOTZOUWXKOZJF,S,Kvxcufunidcgopbaowpacbmjhbvnnlvedltiazhtdtmlbhsqepnrscycnovgjwhljgxxdmu,U,eix7819,1-458-534-5021,M,,Nashville
,,NC,United States of America,2.0,Kgbaqwsyxu,Textron,1224394.0,SSYHJAPLGHOWCITJDRJH,hmdwsqpidshlncsvaybslpnilstfsylg,55.0,469771.0,0.0,Bbkyaldejvrhxeyupb,U,BUOBXNJXGOQGWEGZBGDERZTYNKP,O,SSY7820,1-212-399-4585,M,0.0,Virginia Beach
828.0,p,AR,United States of America,5.0,LGVHYNQCOYWJ,Chemtura,3884652.0,Emanwdvcpipoqfifozaazk,Yruvugicvnqivxbnemiartkkfodtsptumyepssenfug,41.0,186923.0,3.0,vvvvxqqyinwklgh,W,Wopupqljkhiqzwigtlabdjjegwqjnevykvwrytc,O,Ema7821,1-925-811-3251,,4.0,West Covina
501.0,q,Prince Edward Island,United States of America,9.0,Duznhcbmmosf,United Rentals,3632849.0,yoalr,Khrflkkhlgjwravlahypkpxrvntmidteewco,9.0,274143.0,2.0,Fhhgrkluvgk,,Vgmlhcuwwiwanaibtlshdmcthncrrgbifprpypbtuikidxczjwmhlwgw,,yoa7822,1-255-979-0567,,5.0,Torrance
415.0,j,LA,Canada,7.0,Gnmgvcvmnvae,Donaldson,3423972.0,FGBYDFDPQOYOHJNENAVOODUN,XGNZQYACGAOGJCGEQ,86.0,85347.0,2.0,Nevumcckjfwwwpbzaliucgxy,M,UJRXALEIPMHWAJHEKIFUWIMYIMUTJCQPEPJWSDDRHVOABKZ,O,FGB7823,1-235-290-4774,f,0.0,Thousand Oaks
625.0,,WA,United States of America,8.0,wdailoo,Polo Ralph Lauren,334439.0,ctrqepxqrbq,osebp,39.0,23172.0,5.0,Eylswx,,KGGTXTYJEAESMWGWNBZLNWWBSXOFHWTVNUOSHDDZUYP,O,ctr7824,1-789-903-0856,M,2.0,Fayetteville
355.0,,NC,Canada,9.0,Sqysxqlop,Universal American,,GDLUHISITVLCAY,Xnvuktbioizlrumplulbofvwahbzsiwtposrbg,,26217.0,1.0,Gimryuhijdckhgrckatkdod,S,Pppftlxgiguubndlxvjcedstkecwfazcbqjtwgpnefowwweqfminxgiuniqppgilxhvpvuxj,R,GDL7825,1-241-378-5340,M,0.0,Tucson
634.0,P,RI,Canada,10.0,Wwfxd,Convergys,2733760.0,Uqbgiorwhki,EGATQLAFNTIVDGWOWYLNKVUQJSLFMMUQBVFYDAFPPCTMLPTSKIRGRMFPTMEWIROIKGLMXD,80.0,125930.0,0.0,NVORJLXLQEZOSRO,M,,R,Uqb7826,1-619-130-5337,F,2.0,Grand Rapids
604.0,F,SD,Canada,6.0,EZUTXPIKTL,Spectra Energy,3813673.0,sdjtybpybtenlcs,oafhxgokhfedkbmwatqidodloxdkbakgetmltfcyfnafvmf,5.0,416195.0,0.0,JVOCBSAQIKCXZNKNIZBNPZP,M,Jrhrjeuxshngstuvlhvamsukqndoasunrfibkbldvakllnmzsxhqdwuhbfzhndkxpxidttbossoc,O,sdj7827,1-068-004-0614,,5.0,Livonia
691.0,K,ID,Canada,2.0,Vdjpudmlq,Estee Lauder,2996284.0,ETAGFLVHNXSDFHSUHWBK,TNKAMPDKUPVMXQESYQMTGPHZRPWRYWZRHSPCAVQCEMMXCMCGNA,91.0,257406.0,3.0,rtsbcfeu,U,CRPZRQGXNKNSYNLIBTQPYYMQXPKDOTG,O,ETA7828,1-746-214-7798,f,0.0,London
,l,NJ,United States of America,0.0,fwumslgkg,Washington Post,2682187.0,DCNHTKDMYYQBTWLXOJEV,Yuumbrityggpbhggpnlrtdkzxumadxoqscpqbnwjnpgimmkgzphsa,18.0,315271.0,3.0,Zdbpoxzxuzuzcgrarvo,S,Qexxtcmmwrsoofwmooyqznhkavqcpswdvyhvktwcnoiplj,O,DCN7829,1-824-437-0300,,5.0,Pomona
687.0,c,Saskatchewan,United States of America,4.0,edmiayyybetn,Curtiss-Wright,3831798.0,Lsahlkfjovptb,ncphbsbubxgurbr,91.0,497258.0,5.0,HAECEFTN,M,Qyjrlladrsfpefdmbaqlhrouw,R,Lsa7830,1-867-461-4349,U,2.0,Oshawa
324.0,M,MN,United States of America,,MFXCD,Ford Motor,760428.0,Ypjfrrimrr,Gzudnifiyhiyfouxqiohniksxznikzgrufovaoivphnm,81.0,248158.0,1.0,Skcnmooeg,W,RRWMEIGMEGOBHMOBBQCDUSOGLHZOQPLSALQCLPAPSGLKITHADFBCCRBYPDWNTK,O,Ypj7831,1-753-206-7932,,5.0,Topeka
386.0,f,GA,Canada,6.0,Lyqjmdhnhejn,MDU Resources Group,2952394.0,Ilpqdbsgkkxxjlzwkcevgnbtzcg,BBPLYLRCEQOQZGFLFEUUUUULJYTRTKTOTBIKNITHSEFLCGWBAWFMJKAZCJGIFNPLDIO,55.0,189605.0,1.0,Femvptxconsuivqbthqw,S,AVLSMUKRZINRXOHXUNLMBATXXHUXETQZUOMFJHGGYNKZDPENGXGYVLINVMYWBMRXTLVWODENQCJANG,O,Ilp7832,1-098-863-1605,F,2.0,Raleigh
566.0,,MN,Canada,8.0,,Sun Microsystems,765248.0,JKMVYTDFNOE,mgjmxws,28.0,238398.0,1.0,DRGGBHWOEUCHS,M,VLXJDMNLYMSTRLXAUWYCOMEJZYAYAIJSFHLMNTXIMQEEAZTUMXVUKVXIRYTDCABB,O,JKM7833,1-093-144-9837,m,3.0,Tallahassee
799.0,,TX,United States of America,1.0,Tgydk,Quanta Services,3439491.0,gfwkfe,ujuxetmfcosbcwkaxgqclnvnsumnbbqnhalkwtaacu,63.0,421306.0,1.0,gcckahyxnqanam,U,szbcgtgnxscsyjupsbkjektqyftqidhcoorcyibgvnoiembtqdxltjvbgsjwfedoes,O,gfw7834,,m,2.0,Independence
630.0,,NM,,5.0,vynwkr,Beazer Homes USA,2334173.0,EHVJSE,rnvgitkpjugwhjilvwukbaiwumupmvwdgbldsbwqwcbeohomrxyhhwgqtbkx,47.0,180787.0,,Ofdwqjgpgeus,M,Iktnlehktnmuskpkopjpjjaicgcagyltoouupazhxirhsgsxiscn,O,EHV7835,1-263-424-8969,m,3.0,San Bernardino
371.0,,NE,United States of America,8.0,pykah,Coventry Health Care,3812091.0,Tkfqhspsssx,Ysbxpcsiksembejj,21.0,395340.0,2.0,JUMJTFFDCVREKGFS,M,Cukwfgypyrijkuzbxrtsahvaioiegbotmckpjmdxlundmev,O,Tkf7836,1-745-878-9056,,1.0,Inglewood
407.0,I,MT,United States of America,3.0,FWYTJECUWC,Chesapeake Energy,2269485.0,Dgmiaeohstlzineatdlbkvarmnw,BQWIJERGUUPCCUFGXGIACJGFDQHBXIUEUNZHMPZJJDKSMQYMCKKFOPYH,65.0,234030.0,0.0,Wdwxnzowtx,M,,O,Dgm7837,1-397-946-9623,M,3.0,Huntington Beach
525.0,,CO,United States of America,9.0,Ytryp,Great Atlantic & Pacific Tea,1737147.0,Mpsuhzswjguco,MVLUJVGV,65.0,210405.0,0.0,Ycapkmjmkxooszzwsbtdweyifpkilq,U,AWBXDDJLVERQHZVLTJCMSDTKGOSHNPVHAQHZAECUVSTFFLSNGHMSEWZTHIKU,O,Mps7838,1-120-520-1560,,5.0,Des Moines
,q,KY,Canada,,,Estee Lauder,3394079.0,Ftkltexxqnuanosspfbtprnbrfp,ZECVSLQJAPHEIHQISOMNHTYLUIMERMUCJZVMVNEMDOXUIOGUMCUJELPJ,42.0,353446.0,5.0,YRSBLRGEBFNTQWQMDBJPE,M,psejbbfxohilrjhpbyfkzjimaududpaoihntymrgzyxwmeynjgcvlsavyrfutoqqzjinpbok,O,Ftk7839,1-230-771-4862,f,3.0,Hampton
377.0,j,OK,Canada,2.0,rhsjshydzs,AptarGroup,1684124.0,XZDHDNBNAIVHAXAUWZD,aevglfgozdjfbsrlsgtkjucishpnylnynyqqarrbcqgjyjwpyjrsgybzaiielriwr,42.0,497613.0,2.0,Dkpxkjezmosjbpbi,S,KAUBEPASVNALAXRDGCXSJOGUHEMUWMBFKLDEJUAJYTXLDFRTQKUQIBALJHTKUA,O,XZD7840,1-478-181-4878,F,1.0,Lancaster
812.0,,KY,United States of America,8.0,VEIYUEXX,Pacer International,835757.0,Valfakadezvapvzduusqqpxx,EUXNYUZVMVFJRWELCGCVAUETRYLIIGMUYSBQKUIMU,41.0,183090.0,1.0,zgkwuoltokgtxnumkuafvxxr,U,,R,Val7841,1-112-169-5136,f,1.0,Lexington
755.0,,KS,United States of America,6.0,hnnieoyeomer,Enersys,600778.0,gxodqexjqghmyettnqcrdgvgfvv,Vdehzbmypubqqpjwjqlabtaxmdhdehqzyaibehpuajvsrrxzxfgcxvjp,41.0,164669.0,0.0,Uuotlforwlmxth,U,Jmafzabzauirzfrhioziasfbxhnvzdjvmkafsahnlruiibfqsqdhndnwxwrsumqrrubotcb,,gxo7842,1-339-657-1052,,4.0,Windsor
651.0,f,MD,United States of America,8.0,Irfkjxocrz,Ryder System,1276528.0,AMAXGJSDJF,,9.0,357404.0,0.0,ENXLEURQRWSSUIXX,M,Zpwiluucfewmtk,O,AMA7843,1-950-536-1586,,4.0,Casper
761.0,e,WY,United States of America,0.0,Igrbdvnse,,165037.0,ufazgxmrcavqoi,Vddatheccbgbbttsxmv,38.0,252335.0,4.0,bcvrjfetetjghbmzkvbaoxeynonyso,S,Mplzfpvnvkxymqizogvkdchdfftxosirkkbjtocqteowweefyzeegcbskyoruenqmpl,O,ufa7844,1-562-334-7089,,3.0,Idaho Falls
446.0,,VT,United States of America,5.0,kzbwnqlpwtkk,MetLife,2757243.0,Eigfpfogcaduemr,Kulxoqqawltfovjfjdrzfkksaywh,,365804.0,,Dicsxyxfmarnofwwdwuku,D,STQHFBACLDBEYTYJBGMFCBGRGIETVEMVHMJBT,O,Eig7845,1-166-177-5281,,4.0,Sunnyvale
455.0,,AR,United States of America,3.0,BGXRR,Great Atlantic & Pacific Tea,1551248.0,mgivmzoxzgnwxpx,Qnccceerjvnbfrvqnc,37.0,880.0,5.0,Xphttzltjhlrwxucqgopc,M,Gdpootuqpmnwnwtkiibcrvhpjxpcgbcnknfoggsubtywtbvggakonigtrdjlmszuoiykqzgygu,U,mgi7846,1-609-761-7221,,2.0,Colorado Springs
659.0,F,NE,Canada,3.0,Mutvcwzisxp,Google,1321056.0,Wznmicowbyanjejh,BRNTDXIBGLIOQQFQC,80.0,318789.0,1.0,veywteoxmwvugznaagursvqfohkrk,S,Inywxbttusbjkizhzvkfqsxybhwqpnstdwzwnpkfwsi,O,Wzn7847,1-129-125-9035,,3.0,Carrollton
713.0,,NC,United States of America,7.0,Pznboqbnkql,,3534970.0,Zftvvfrjqsvesaerbote,VFVXQKFGQQNSQGIIPDFPNSXYIDOMRVSHZEZKLCQPTZUNUQACLMYFDGVAEQR,2.0,345038.0,5.0,VDXKNNRJQCCOBZRHZPV,U,Abypfhxexjdokdqapphuckejvpsgusaezvucpfbkscfqjmwjhkvrbhprvdbqniptbrjakrywulxhb,O,Zft7848,1-936-540-4054,,4.0,Tempe
495.0,L,VA,United States of America,1.0,Qlihnqopg,Werner Enterprises,1894764.0,Umpphnjkqvkwlabydyzov,tplilnoe,87.0,132395.0,3.0,rvxdk,W,Nvdaqhiqhhypshcuakzmrpkbgoprvftfccshqxqvbiwrwijkxoyvivgam,U,Ump7849,1-690-233-8236,F,3.0,Fort Wayne
626.0,,NV,United States of America,6.0,EIVIQFHVC,Bristol-Myers Squibb,1066589.0,XCWUPSUFOTD,cxwyzcxhqgouirvvdjiipbbjewqpsjnkzrmdck,7.0,,1.0,gazkpimwyrfwdvjxd,M,Rnnqlqyiehacjgdiumohgrfbojqmjo,O,XCW7850,1-789-837-7238,,2.0,Paterson
335.0,b,MI,United States of America,9.0,Prmgksic,Dr Pepper Snapple Group,3583968.0,Vjcmft,FUZFWMCELFGABA,17.0,,5.0,NUYFMRJTUMUJAHWUKOFURKWPPCJXS,M,BSZDTYUSUJY,U,Vjc7851,1-129-134-1820,,3.0,Santa Rosa
504.0,,ID,Canada,1.0,VQTHN,Valspar,2685074.0,Woviwj,Utnbqklhhwgmvzpnuqdmsacooquhu,41.0,431628.0,0.0,Tjyltdejmep,D,demslsvriohohkhqijtkxcmeqhnfwwyffflkzgufmebrglttjpieckrpkjqrpi,R,Wov7852,1-613-597-5717,,,Brownsville
507.0,T,OR,United States of America,8.0,Acbjiwqbwpfg,Fifth Third Bancorp,406002.0,Mjllgabisvehvfbodxhjngaoj,GSRFWNTMZIDJMRUFRXOLOPNHUWSOQVUHKD,31.0,,1.0,qvihipsexxf,S,guynwrbdzrfnvrsaqfqapcxcsl,O,Mjl7853,1-207-263-3980,F,0.0,Durham
739.0,,OR,United States of America,,jtwgatfrvo,Winn-Dixie Stores,3551514.0,Xqnivjlspbwatltsax,Byjwelwrwyqydgpqrrsltaeumhloflbsxlujgnoyqja,81.0,,1.0,Kswapmyzwbpyzo,D,Jhzjlsdhqmcntoiykowqqkvzsfvhgbpcbhhfftexmdinfftsovbwmeugimpteookdltvqwt,O,Xqn7854,1-833-808-2289,,1.0,Grand Rapids
775.0,O,NJ,United States of America,2.0,wxunpqzjgb,Henry Schein,3048132.0,Lspeijgrqefxylhwxrrwbpgpj,qgnowrynksacdmaajzsfrskwxkdinanxeboleqbumr,72.0,,4.0,Wlqztpolurziuqvntcj,M,QIXDBRFXUKMQY,O,Lsp7855,1-383-304-3979,m,3.0,Idaho Falls
486.0,,AZ,United States of America,8.0,Aqhiv,Sanmina-SCI,1444829.0,sjwwhrumivlblatxnofom,Ogljuoxhfmocqndol,29.0,242718.0,1.0,XGGHMUEFKMDVKKZIGPQC,S,GCCIHBEBAUAXQKDKMTTJQICOXAGGOOTXOMNFCZUKKHWRWXQLXQNOYCQFERWNCHXQTFBJI,O,sjw7856,1-982-376-7085,M,3.0,Norfolk
665.0,,Manitoba,,6.0,IMWZJP,Pentair,577156.0,oaenpkntrrmigpdrjcdovvjbbpo,Cjihkpzffoebvjpxfxkiefccthbtbylarlqfdzbfkisjfq,31.0,89847.0,0.0,wsrlemaurpo,M,fohmaqriumgkicnmpjrlylodgrgbavlthzh,O,oae7857,1-817-038-9599,,1.0,Lexington
