prospect_AgencyID,prospect_OwnOrRentFlag,prospect_NumberChildren,prospect_City,prospect_MiddleInitial,prospect_CreditRating,prospect_Gender,prospect_NumberCars,prospect_LastName,prospect_MaritalStatus,prospect_Employer,prospect_State,prospect_PostalCode,prospect_AddressLine1,prospect_Income,prospect_Phone,prospect_Age,prospect_NumberCreditCards,prospect_NetWorth
Rei3870,O,2.0,Pembroke Pines,K,416.0,,4.0,Reichow,D,Mutual of America Life,DE,v6z 1u6,24713 SANDERS DRIVE,255559.0,1-367-934-3770,26.0,0.0,848352.0
Pea3871,R,2.0,Sunnyvale,H,438.0,,0.0,Pearson,S,Symantec,ND,78420,12491 carroll boulevard,275450.0,,58.0,10.0,3595777.0
Hox3872,O,5.0,Missoula,W,516.0,,0.0,Hoxie,M,Ametek,PA,35804,21747 durden drive,284488.0,1-811-369-4798,82.0,5.0,2670129.0
har3873,O,5.0,Providence,S,339.0,f,5.0,harter,W,Moog,KS,53765,13506 lyle west,386187.0,1-329-682-8868,37.0,5.0,3662382.0
ACZ3874,O,3.0,Worcester,J,729.0,M,4.0,ACZEL,S,Imation,WY,E7o 1h5,24224 bolton upper,271085.0,1-013-905-7677,49.0,4.0,1199647.0
Bow3875,O,3.0,Garden Grove,,339.0,F,1.0,Bowes,U,Vought Aircraft Industries,Saskatchewan,V6i 1q3,6696 CAPITAL LANE,65303.0,1-818-571-9769,17.0,,
BOW3876,O,2.0,Dover,,340.0,M,5.0,BOWDEN,D,Cabot,MT,77092,13622 houston way,416339.0,1-088-806-9059,65.0,,2885068.0
XAV3877,O,0.0,Philadelphia,N,704.0,F,1.0,XAVIER,,SunGard Data Systems,NV,H2c 1x4,23366 harris way,69721.0,,75.0,5.0,360789.0
Van3878,O,1.0,Oklahoma City,,467.0,F,5.0,Van hoy,M,E.W. Scripps,ID,r3a 1n3,4806 crystal hills street,485917.0,1-058-412-8314,100.0,6.0,2729238.0
Smi3879,O,,Allentown,Q,722.0,,2.0,Smithdeal,,Marathon Oil,NY,10046,909 sienna drive,350425.0,1-502-878-4242,93.0,10.0,859492.0
RIC3880,R,3.0,Sherbrooke,,302.0,f,2.0,RICHMOND,S,Stryker,VA,91216,21122 wesleyan east,413022.0,1-863-751-1470,20.0,8.0,367593.0
Koo3881,O,4.0,Savannah,,580.0,,1.0,Koolstra,M,Total System Services,SD,V6t 1v8,1584 EMMONDS RUE,54119.0,,9.0,9.0,2233443.0
gun3882,R,4.0,Durham,W,511.0,,1.0,gundecha,S,Questar,VT,06703,24985 royal avenue,13311.0,,90.0,4.0,830213.0
Fox3883,O,2.0,Providence,P,520.0,,1.0,Foxworthy,M,Alliance One International,HI,98662,11833 applewood east,215228.0,1-592-782-2932,54.0,5.0,332338.0
Kes3884,O,5.0,Thousand Oaks,,313.0,m,0.0,Kessing,U,Sealed Air,VT,74153,15065 bellaire crescent,131014.0,1-235-978-1596,54.0,3.0,368931.0
ess3885,O,2.0,Pomona,V,779.0,f,1.0,essig,,AECOM Technology,NJ,78526,6480 ROCKHILL CRESCENT,276435.0,1-229-312-2473,31.0,0.0,2535264.0
Wea3886,U,2.0,Oshawa,,830.0,,4.0,Weathersbee,U,Regal-Beloit,NE,90877,3384 SMITHDALE CRESCENT,277758.0,1-263-130-0488,16.0,6.0,1361087.0
Sch3887,O,4.0,Montreal,,711.0,f,0.0,Scheible,S,Century Aluminum,ND,48271,14285 kimberley south,166826.0,1-400-337-8019,60.0,5.0,1613720.0
Ast3888,O,5.0,Carrollton,A,457.0,f,2.0,Astorino,M,YRC Worldwide,MD,94279,24050 ESSINGTON EAST,145725.0,1-190-461-6643,8.0,4.0,1781858.0
Sid3889,O,4.0,Chesapeake,Y,595.0,F,4.0,Siddall,W,Penn National Gaming,CO,S7c 1n8,7776 inwood lower,405488.0,1-914-791-7334,56.0,8.0,2791865.0
Yak3890,O,5.0,Elizabeth,A,637.0,,1.0,Yakibchuk,M,Northeast Utilities,AZ,V6g 1u1,14753 ankara north,133659.0,1-975-686-4201,3.0,4.0,2979142.0
Nor3891,R,5.0,Phoenix,J,738.0,f,3.0,Norwood,,Teleflex,CO,67205,24411 coit park,403219.0,1-763-255-8217,2.0,8.0,377320.0
Gru3892,O,5.0,Fayetteville,,753.0,m,0.0,Gruber,M,Costco Wholesale,AK,10128,18207 CONLEY SOUTH,348691.0,1-105-707-5050,88.0,2.0,2373015.0
pls3893,O,5.0,Omaha,,573.0,m,5.0,plssup,S,Xcel Energy,ID,85269,2761 trafalgar east,464643.0,1-980-975-5706,41.0,4.0,3876229.0
bij3894,,4.0,Allentown,,672.0,f,1.0,bijjani,M,Affinia Group Intermediate,NY,t6b 1f3,7788 holmes east,149148.0,1-633-373-1097,52.0,0.0,2449825.0
Cri3895,O,5.0,Brownsville,N,609.0,,3.0,Cribbs,M,Parker Hannifin,MT,94661,6696 CAPITAL LANE,184736.0,1-768-666-4510,15.0,2.0,3049513.0
Muk3896,R,3.0,London,,350.0,,4.0,Mukai,D,Gannett,KY,74127,10991 roseman road,482748.0,1-853-368-8479,100.0,4.0,2375253.0
mcc3897,O,,Allentown,,463.0,,3.0,mccready,S,Newell Rubbermaid,DE,t6a 1h8,16415 four winds crescent,212523.0,1-360-443-7018,70.0,0.0,
bir3898,O,0.0,Tucson,,517.0,M,0.0,birk,M,Coventry Health Care,SC,h6d 1y3,4857 smith street,418533.0,1-021-655-0829,32.0,0.0,2646002.0
GUI3899,,4.0,Victoria,,449.0,,4.0,GUINNANE,D,MDU Resources Group,IN,90257,22594 reagan park,497476.0,1-267-719-3740,80.0,1.0,1136767.0
ben3900,R,5.0,Riverside,A,394.0,,4.0,benchimol,M,,CA,v6n 1s9,10479 WHITTINGTON RUE,473084.0,1-838-092-4224,100.0,,1324485.0
COV3901,O,0.0,Charlotte,,509.0,f,5.0,COVINGTON,U,Zale,MD,99676,8774 crestline avenue,220065.0,1-643-328-5107,6.0,3.0,2078134.0
Bho3902,R,5.0,Sudbury,,836.0,m,0.0,Bhoday,,Aleris International,MI,77108,7193 murray south,87849.0,1-441-458-8686,15.0,8.0,91450.0
WIL3903,O,1.0,Winnipeg,D,396.0,m,1.0,WILLIS,M,Avon Products,ME,m5f 1y3,17750 summer crest north,82316.0,1-846-316-8097,49.0,7.0,2755178.0
FRA3904,O,5.0,Tempe,,372.0,,2.0,FRANKCOM,S,Vectren,SC,99654,512 northland street,273497.0,1-502-134-4049,53.0,0.0,1440455.0
bir3905,O,2.0,Rancho Cucamonga,,413.0,f,4.0,birtch,U,Analog Devices,AL,78420,21889 west court,282351.0,1-486-876-9883,66.0,2.0,3349714.0
FRI3906,O,2.0,St. Catharines,I,821.0,M,3.0,FRIERSON,M,Weyerhaeuser,AR,53723,4040 lendon east,113830.0,1-804-620-6818,41.0,0.0,3019581.0
KRI3907,O,3.0,Knoxville,V,639.0,,0.0,KRIZ,W,Liberty Media,VA,93820,14324 waverly lower,194304.0,1-907-455-0581,13.0,0.0,2647195.0
Eri3908,O,2.0,Raleigh,,830.0,,1.0,Erickson,D,Thomas & Betts,Manitoba,t6b 1k8,22026 vickery street,102159.0,1-130-136-5098,26.0,6.0,1918730.0
Sho3909,O,5.0,Irvine,,368.0,,4.0,Shoaf,M,Steelcase,OH,92170,9239 gessner way,311142.0,1-424-597-8300,,6.0,3736822.0
Nic3910,O,2.0,Hay River,,305.0,,1.0,Nicosia,W,Coca-Cola Enterprises,KY,35872,7629 windchime east,342202.0,1-018-018-7407,68.0,3.0,976614.0
she3911,U,3.0,Syracuse,D,438.0,M,5.0,sherrill,D,PNM Resources,NE,32254,5441 ETHRIDGE LOWER,233113.0,1-288-551-4212,97.0,2.0,2097622.0
FRO3912,U,3.0,St. Paul,C,,,2.0,FROBISHER,U,AutoZone,TN,85745,22849 lacornia rue,440435.0,1-448-685-9720,37.0,3.0,
Fer3913,R,4.0,Portland,M,632.0,,3.0,Ferriss,M,Southwestern Energy,New Brunswick,94142,6404 pharr park,366296.0,1-176-111-9133,76.0,6.0,1248568.0
Bou3914,O,5.0,Bellevue,,562.0,,3.0,Bourque,M,Ashland,HI,94280,22703 durand rue,433223.0,1-982-536-3150,8.0,4.0,3358998.0
rad3915,O,0.0,Abilene,,545.0,,4.0,radcliffe,S,Sigma-Aldrich,AL,79930,7658 WINIFRED STREET,366205.0,1-591-246-9915,19.0,2.0,3577509.0
cha3916,O,,Boston,B,367.0,,1.0,chanchlani,M,Lennar,MI,m3v 1j7,17334 lavender street,453808.0,1-903-469-7304,1.0,10.0,2130635.0
Pan3917,O,1.0,Fort Wayne,G,751.0,F,0.0,Panosh,M,Nalco Holding,VA,B8a 1z9,21292 HILDEBRAND WEST,327524.0,1-626-945-9512,2.0,6.0,3711680.0
Log3918,O,4.0,San Francisco,,447.0,,4.0,Logan,D,Cognizant Technology Solutions,TX,M5b 1y5,1096 westheimer south,311317.0,1-407-504-6058,12.0,10.0,1420308.0
Shu3919,O,1.0,Chattanooga,,339.0,f,3.0,Shukster,M,Kansas City Southern,Manitoba,V6Y 1W9,5142 BRAMBLEWOOD AVENUE,82497.0,1-186-185-9717,48.0,0.0,3155784.0
Mai3920,O,1.0,Tacoma,,403.0,,4.0,Maisonneuve,,Calpine,DC,t6a 1c9,16670 meadowlark street,391356.0,1-725-482-5852,82.0,2.0,1441087.0
Ket3921,U,0.0,Casper,,633.0,,4.0,Ketterer,M,Snap-On,DE,77038,23639 purdue rue,499696.0,1-837-211-6674,30.0,2.0,2662065.0
ODE3922,,5.0,Los Angeles,C,393.0,,3.0,ODEN,D,Integrys Energy Group,AR,85098,14470 LANGDON WEST,161893.0,1-686-789-5126,12.0,1.0,3747381.0
Cau3923,O,3.0,Fremont,J,528.0,,,Cauthers,M,Lender Processing Services,FL,33198,5975 winston park,215675.0,1-355-475-1952,1.0,5.0,2215804.0
Jen3924,O,0.0,Lincoln,,638.0,f,2.0,Jenner,M,Dollar General,MS,T5d 1m9,17786 halifax court,401722.0,1-360-449-2033,18.0,2.0,3544338.0
aik3925,R,1.0,Lancaster,,487.0,,1.0,aiken,M,Qwest Communications,OK,H7f 1s3,1427 addax lane,493159.0,,76.0,5.0,1029002.0
Hin3926,O,0.0,Vancouver,Y,306.0,M,,Hinchley,U,Steel Dynamics,NJ,82605,15811 JOHNSON FERRY AVENUE,459955.0,1-582-774-6626,40.0,9.0,1864694.0
CRA3927,O,1.0,Shreveport,,592.0,,,CRAMER,M,Aon,CT,V6o 1r5,11939 TAYLOR CREST UPPER,158871.0,1-184-794-1705,52.0,6.0,2378722.0
Set3928,R,2.0,Baltimore,,342.0,F,0.0,Sethian,W,Service Enterprise Group,MO,83701,9254 lexington avenue,370280.0,1-324-585-5119,37.0,8.0,221463.0
Szi3929,O,2.0,Alexandria,,331.0,,1.0,Sziladi,S,Dominion Resources,CA,23227,6683 DEARBORN PARK,463910.0,1-894-221-7612,55.0,5.0,2487053.0
rio3930,O,1.0,Paterson,L,378.0,f,4.0,rios,U,Washington Post,FL,72223,11436 crestline east,399940.0,1-284-963-6768,85.0,4.0,1730310.0
Pil3931,R,,Fayetteville,T,792.0,M,1.0,Pilote,S,American National Insurance,Alberta,63172,295 pelan way,396032.0,1-423-548-3498,26.0,7.0,2530570.0
Tom3932,O,0.0,Costa Mesa,W,707.0,,2.0,Tomar,M,Brookdale Senior Living,Ontario,V6v 1v3,4834 MEMORIAL STREET,254696.0,1-766-526-1298,99.0,5.0,2850980.0
CAL3933,R,0.0,Concord,,580.0,M,3.0,CALLERY,M,Tellabs,AL,T5c 1l2,21177 norfolk way,26831.0,1-475-892-8133,100.0,1.0,3856183.0
Emm3934,O,2.0,Akron,,497.0,,3.0,Emmert,U,Hayes Lemmerz,AZ,38142,13318 creekmoor west,34809.0,,78.0,2.0,
boe3935,U,,Yonkers,,694.0,,0.0,boecke,M,DaVita,TX,92158,232 lyle park,263380.0,,24.0,8.0,880657.0
OST3936,R,2.0,Tallahassee,,768.0,M,3.0,OSTER,U,Markel,CT,92184,11647 coralberry east,,1-034-601-0217,47.0,6.0,3619387.0
ROL3937,R,3.0,Paterson,I,580.0,F,5.0,ROLFES,M,Questar,CO,m1h 1r7,1845 dunn south,242269.0,1-620-404-0230,16.0,0.0,3052784.0
PIL3938,O,0.0,Mobile,,630.0,m,4.0,PILCH,M,Tesoro,WI,85011,9167 gardener court,30954.0,1-098-370-7188,74.0,10.0,3745778.0
JEL3939,O,0.0,Oklahoma City,H,837.0,,0.0,JELENIEWSKI,,Texas Instruments,TX,b1c 1x9,2054 ASHFORD EAST,,1-061-955-3556,90.0,3.0,3032403.0
Wil3940,O,1.0,North Las Vegas,,750.0,M,2.0,Wilken,M,Rent A Center,Quebec,98101,21122 wesleyan east,259894.0,1-002-097-0775,94.0,4.0,3100585.0
ISH3941,O,1.0,Santa Clarita,A,701.0,,1.0,ISHII,M,,ME,73148,5520 FOX PARK,206827.0,1-607-620-3362,69.0,8.0,3751681.0
Mut3942,O,1.0,Baton Rouge,,725.0,m,,Muthuswamy,M,Berry Plastics,ME,80931,6528 inshore avenue,263376.0,1-500-464-5663,40.0,,2683569.0
kon3943,O,4.0,Washington,,352.0,,1.0,konomis,S,Regis,NC,78219,21646 LAKE PARK CRESCENT,319554.0,1-064-509-5894,6.0,6.0,3308201.0
Us3944,R,2.0,Lexington,,578.0,M,1.0,Us,S,AES,AL,H7F 1S2,10773 glen loch south,33576.0,1-851-752-7679,58.0,7.0,3884938.0
Gra3945,O,1.0,Irving,,358.0,m,3.0,Gratton,M,Mattel,TX,38153,24176 imperial north,194669.0,1-830-590-8448,,6.0,97029.0
Sha3946,O,2.0,Buffalo,A,325.0,,1.0,Shaner,W,Jacobs Engineering Group,Quebec,30316,6769 warren drive,256396.0,1-671-578-7526,18.0,,2309423.0
mir3947,O,5.0,Sterling Heights,A,510.0,,0.0,mirande,D,Patterson-UTI Energy,NH,19026,1424 east road,46561.0,1-820-990-0149,13.0,1.0,2314556.0
col3948,O,3.0,Nashville,L,449.0,,3.0,colton,S,Shaw Group,AZ,23328,22769 nowita rue,1785.0,1-209-755-3127,9.0,9.0,2644252.0
ami3949,O,2.0,Montgomery,,397.0,,0.0,amini,,Hudson City Bancorp,NE,84105,11943 keswick west,376713.0,1-080-867-3893,76.0,10.0,3069378.0
ozm3950,O,2.0,Rapid City,,588.0,,1.0,ozmore,M,Urban Outfitters,ND,95227,22591 eaton west,376130.0,1-110-962-4203,60.0,,1800381.0
Pas3951,O,0.0,Santa Clarita,,496.0,,1.0,Pastore,S,NRG Energy,PA,77142,6490 marchmont south,63161.0,1-992-095-4081,,5.0,1649674.0
GIR3952,U,1.0,Moncton,,457.0,m,3.0,GIRIDHARAGOPAL,,Western & Southern Financial,MT,96823,9176 CLARK WEST,396509.0,1-554-221-2405,74.0,10.0,420547.0
jes3953,O,2.0,Ottawa,,605.0,,4.0,jesshope,S,Limited Brands,SD,93354,10570 weizmann lower,321626.0,1-907-926-0522,89.0,8.0,1847978.0
hai3954,R,5.0,Hollywood,Z,785.0,,2.0,haigh,S,Sun Microsystems,AK,19217,6148 kimberley rue,444492.0,1-034-844-6319,45.0,7.0,3938607.0
Flo3955,R,1.0,Providence,,340.0,F,2.0,Floch,D,ManTech International,RI,28208,13352 beauregard lower,228329.0,1-678-968-4810,16.0,9.0,1206584.0
Boe3956,O,0.0,Chicago,,721.0,m,5.0,Boeck,U,Praxair,Newfoundland,44317,12777 pembrook lower,131394.0,1-429-001-8142,21.0,8.0,1247667.0
LAN3957,O,3.0,Rochester,,395.0,M,0.0,LANGELIER,S,First American Corp.,WI,B1c 1x7,8905 rockhill road,245170.0,1-462-303-0750,86.0,8.0,274109.0
Bak3958,O,4.0,Lubbock,,524.0,,3.0,Bakhach,M,Great Plains Energy,ME,95286,7656 concho lower,405317.0,1-852-100-7891,65.0,0.0,2606422.0
Del3959,R,2.0,Long Beach,K,581.0,m,4.0,Delolmodiez,M,Universal,WY,48238,19068 coventry park,279856.0,1-805-457-3150,27.0,1.0,756962.0
Ozy3960,O,5.0,Sherbrooke,L,346.0,M,5.0,Ozyetis,U,Cigna,HI,63122,15972 valita upper,161831.0,1-238-633-3985,91.0,3.0,719749.0
pel3961,O,2.0,Boise,Z,482.0,,2.0,pelton,S,Airgas,DE,H2a 1u5,18744 YAMATO UPPER,39056.0,1-623-751-2273,12.0,9.0,3305090.0
ENG3962,O,5.0,Overland Park,,720.0,f,2.0,ENG,W,Illinois Tool Works,MI,85039,7889 MURRAY WAY,378335.0,1-553-328-8828,8.0,2.0,3614970.0
STA3963,O,1.0,Rapid City,Z,438.0,,1.0,STAROWICZ,S,Sunoco,TN,60613,14389 weller upper,134684.0,1-257-658-1258,87.0,1.0,2807277.0
ID3964,R,2.0,Ontario,,772.0,,,ID,M,Fidelity National Information,NJ,30302,3855 cantey drive,276397.0,1-321-886-1589,32.0,5.0,2469670.0
POU3965,O,2.0,St. Johns,,666.0,,5.0,POULOS,U,Pinnacle West Capital,AL,98662,8503 pecos drive,79060.0,1-961-257-0037,14.0,2.0,
Atw3966,U,3.0,Glendale,Q,350.0,,2.0,Atwater,S,Polaris Industries,OK,m5e 1y7,7626 CAROLINA RUE,118184.0,1-478-381-3761,87.0,1.0,526735.0
cuc3967,O,1.0,Lexington,,,,5.0,cuccioletta,M,,HI,78221,12357 hayes lower,198281.0,1-784-966-2618,79.0,5.0,1716488.0
FUL3968,U,0.0,Las Cruces,,516.0,,,FULLER,M,AutoNation,ID,74155,13342 CECIL WAY,11460.0,1-157-547-5695,14.0,9.0,3261923.0
ben3969,O,0.0,Evansville,,587.0,,3.0,bennett,W,Lennox International,NM,90877,20857 darlington way,20606.0,1-166-052-1797,54.0,5.0,1286840.0
Cha3970,U,5.0,Erie,Z,526.0,,2.0,Chandran,M,Weyerhaeuser,WV,60717,9733 berry south,344872.0,1-610-322-3860,17.0,0.0,2122327.0
goh3971,O,1.0,Saskatoon,U,,,1.0,goh,M,Best Buy,Manitoba,91330,2566 MILBURY AVENUE,377262.0,1-849-383-5394,23.0,7.0,1357173.0
CHU3972,R,5.0,Knoxville,,758.0,,5.0,CHURAS,U,Textron,IA,V6y 1p2,17088 purdue lower,207647.0,1-405-183-3667,27.0,10.0,3113971.0
CLI3973,O,0.0,El Monte,E,588.0,m,4.0,CLINCKETT,M,Costco Wholesale,AZ,V5C 1M9,1736 PENMARC EAST,483910.0,1-577-408-3915,30.0,5.0,942092.0
KIR3974,R,0.0,Huntsville,,432.0,M,0.0,KIROUAC,,Charter Communications,MD,70173,1238 westwick west,466783.0,1-231-574-0969,48.0,3.0,1381151.0
Too3975,O,2.0,Bridgeport,,713.0,,3.0,Tooyserkani,U,Applied Industrial Tech,AL,96805,5835 bittercreek north,452720.0,1-997-889-7057,36.0,4.0,2109715.0
gur3976,O,0.0,Costa Mesa,,368.0,f,4.0,gurer,M,T. Rowe Price,MD,V6o 1v7,15979 MONTFORT WAY,51837.0,1-008-315-1267,95.0,4.0,
WIL3977,O,0.0,Pueblo,,398.0,,2.0,WILTZ,U,Oceaneering International,Quebec,85215,17812 mesa upper,170774.0,1-558-934-6087,92.0,10.0,570722.0
Gue3978,,1.0,Charlotte,,811.0,,3.0,Guerette,S,NiSource,Manitoba,V6X 1T1,482 milam drive,400931.0,,25.0,9.0,3941173.0
Twi3979,O,,Bellevue,,775.0,,3.0,Twitty,S,Ralcorp Holdings,MI,V6D 1U7,5672 altamesa upper,,1-673-785-6710,35.0,2.0,3741149.0
WAL3980,U,3.0,Beaumont,,412.0,M,1.0,WALES,U,PepsiAmericas,WI,33702,3174 palmetto street,82039.0,1-420-526-2912,0.0,8.0,2586017.0
lap3981,R,1.0,Houston,X,475.0,,3.0,laprade,M,J.B. Hunt Transport Services,TN,E7o 1q6,12028 pardee rue,352038.0,1-731-052-7796,62.0,2.0,484973.0
LER3982,O,3.0,Elizabeth,D,367.0,F,5.0,LERCH,D,SunGard Data Systems,NM,94272,8150 bissonnet street,36373.0,1-510-737-3915,58.0,3.0,2717981.0
ger3983,O,2.0,Modesto,V,359.0,,5.0,gerard,S,Graphic Packaging Holding,AK,V6L 1P7,10741 PINE LOWER,22175.0,1-830-371-3451,36.0,5.0,752424.0
sta3984,O,5.0,Buffalo,,784.0,f,2.0,statile,W,Zimmer Holdings,DE,46245,3312 plummer street,277009.0,1-370-304-8127,58.0,8.0,3849058.0
pom3985,O,3.0,Tampa,,593.0,,2.0,pomposelli,M,Ferro,Nova Scotia,99517,21380 crosby rue,,1-364-870-4999,89.0,7.0,3402885.0
Pel3986,O,2.0,Grand Prairie,,687.0,f,0.0,Pellizzeri,U,Mueller Industries,IL,v6u 1q7,22189 south upper,246412.0,1-815-594-5189,64.0,9.0,533815.0
Lan3987,O,3.0,Fremont,,712.0,,3.0,Lanier,,General Mills,WA,35815,19932 clower street,92549.0,1-569-715-0430,58.0,8.0,326691.0
Sho3988,O,2.0,Hollywood,,,,2.0,Shoemaker,U,Huntington Bancshares,KS,a5d 1a3,14036 kiel west,100037.0,1-744-862-3642,8.0,4.0,126862.0
Kho3989,O,1.0,Sterling Heights,,689.0,,4.0,Khorami,U,Tellabs,WI,75235,12223 alabama lane,213713.0,1-233-692-0025,29.0,1.0,1946078.0
clo3990,O,,Hartford,S,576.0,m,3.0,clouthier,M,Visa,SC,35878,24396 mulberry avenue,367113.0,1-506-367-9031,83.0,8.0,3730072.0
FIT3991,O,4.0,El Monte,,459.0,,0.0,FITCH,M,BJ Services,ID,M4j 1n5,14422 morning rue,17515.0,1-653-529-6897,24.0,5.0,1991214.0
FIN3992,U,2.0,Las Vegas,,482.0,g,1.0,FINLAYSON,S,Brookdale Senior Living,LA,95292,19551 ALEXANDER WAY,255997.0,1-526-445-9081,,1.0,375112.0
LAD3993,O,0.0,Providence,,337.0,M,5.0,LADOUCEUR,S,Pactiv,OH,V6C 1P1,6243 GAYLORD WAY,13610.0,1-498-474-6229,89.0,3.0,1767460.0
pie3994,O,3.0,Columbus,,818.0,,5.0,piecaitis,U,Computer Sciences,New Brunswick,90895,20156 SOUTHLAKE DRIVE,119073.0,,100.0,7.0,2867499.0
TOS3995,R,4.0,Miami,,771.0,,,TOSHACHNTMVAA,S,Hasbro,IL,48241,2260 mulberry north,301077.0,1-624-558-6210,,2.0,385584.0
VON3996,O,1.0,Garland,I,418.0,M,2.0,VONDERSCHER,M,First Horizon National Corp.,MN,M6t 1g2,17883 MAGNOLIA COURT,77058.0,1-854-358-9904,58.0,8.0,
Qua3997,O,5.0,Norfolk,,642.0,,5.0,Quantrill,U,Lexmark International,NJ,19099,14827 paine upper,379730.0,1-067-258-7214,96.0,2.0,2943663.0
lor3998,O,3.0,Jersey City,,,,4.0,lorimer,M,Radian Group,OR,79931,2167 MOCKINGBIRD DRIVE,409641.0,1-824-988-7349,18.0,1.0,779054.0
Bas3999,,4.0,Corona,,484.0,,,Baskin,W,Spansion,NJ,60611,1525 TARTAN COURT,229000.0,1-542-828-3396,85.0,10.0,3120358.0
bra4000,O,2.0,Rapid City,,535.0,m,1.0,brandel,W,Donaldson,SD,45420,16535 linberg south,124001.0,1-467-066-6489,77.0,,2341527.0
Wor4001,R,3.0,Spokane,F,612.0,,3.0,Wormald,M,American Financial Group,PA,V5b 1m8,14719 north rue,379147.0,1-871-384-7803,80.0,6.0,2782085.0
COR4002,O,5.0,Sudbury,E,480.0,,4.0,COREY,D,Huntsman,MD,63153,24411 COIT PARK,114641.0,,85.0,3.0,3413330.0
Sar4003,O,2.0,Sacramento,,433.0,m,0.0,Sarin,D,Virgin Media,NC,91139,9945 creekbend park,267170.0,1-668-250-5068,89.0,5.0,1126950.0
ZYB4004,O,,Richmond,N,663.0,M,5.0,ZYBALA,U,Lear,LA,72222,863 garner avenue,469234.0,1-448-715-9301,57.0,5.0,733749.0
NAI4005,R,2.0,Berkeley,P,790.0,F,2.0,NAIMPALLY,S,Core-Mark Holding,PA,90336,19124 cherry ridge rue,352425.0,1-513-733-2567,38.0,1.0,761253.0
GEW4006,O,4.0,Syracuse,G,,f,4.0,GEWELL,S,Covance,Saskatchewan,v6m 1w3,21437 whitman south,161993.0,1-401-873-7223,12.0,2.0,31815.0
Del4007,,0.0,Atlanta,,791.0,f,2.0,Delorenzi,S,,DE,64052,681 innsbrook east,,1-790-669-8853,26.0,2.0,36312.0
ack4008,O,4.0,Stockton,O,305.0,M,3.0,acker,M,Advance Auto Parts,SC,43208,1857 ingersoll boulevard,414158.0,1-607-460-4911,39.0,10.0,197925.0
had4009,O,5.0,Bellevue,Y,749.0,f,1.0,hadley,M,Dresser-Rand Group,ID,93334,4487 GRANDVIEW ROAD,112713.0,1-569-939-2806,37.0,7.0,1724245.0
Gro4010,O,1.0,Kansas City,,563.0,,5.0,Grona,S,Lockheed Martin,AL,94232,4516 WHITMAN LANE,165131.0,1-191-679-3908,79.0,7.0,1893046.0
Van4011,O,4.0,Wichita,,312.0,M,5.0,Van den,D,Virgin Media,ND,V6P 1U3,11674 greene way,63511.0,1-538-606-4444,71.0,2.0,3254995.0
Caz4012,R,,Jersey City,,323.0,f,3.0,Caza,M,World Fuel Services,LA,91152,6454 kiel upper,425652.0,1-260-198-3496,66.0,8.0,1926378.0
Tom4013,R,5.0,Lakewood,E,563.0,F,5.0,Tom,,Group 1 Automotive,KS,V6F 1W4,2648 miller street,394187.0,1-239-977-5031,15.0,5.0,464198.0
SKA4014,U,2.0,Columbus,X,600.0,,4.0,SKAGGS,U,Embarq,NM,48502,18744 YAMATO UPPER,433288.0,1-635-837-1230,0.0,9.0,1905166.0
sho4015,O,1.0,Tempe,,585.0,,5.0,shoaf,M,Helmerich & Payne,Prince Edward Island,95149,2328 GRACIE AVENUE,193666.0,1-367-402-9797,50.0,6.0,2748850.0
ran4016,O,0.0,Coral Springs,,649.0,,1.0,rangel,M,,Nova Scotia,90302,7204 KATHERINE BOULEVARD,449971.0,1-143-275-0168,43.0,2.0,1402496.0
San4017,O,1.0,Oklahoma City,S,618.0,f,0.0,Sanford,S,Select Medical Holdings,MO,T6b 1a2,16152 PARKLAND NORTH,163390.0,1-263-810-9919,48.0,2.0,1979127.0
Cuf4018,O,2.0,Salem,T,710.0,,4.0,Cuffle,S,Liz Claiborne,Alberta,95249,1243 salado road,253179.0,1-955-139-8035,83.0,3.0,2480166.0
Moy4019,O,4.0,Flint,,663.0,,5.0,Moyce,M,MEMC Electronic Materials,IN,72270,3778 crossus rue,324753.0,1-580-212-1528,58.0,6.0,2867916.0
Pon4020,O,3.0,Torrance,,556.0,,1.0,Ponthieux,S,Sears Holdings,VA,v6o 1u1,13897 STAN HOPE SOUTH,361037.0,1-328-171-3261,58.0,10.0,3730616.0
Tar4021,U,0.0,Yellow Knife,,,,5.0,Tarnai,S,CH2M Hill,VA,10218,9916 coffey south,123638.0,1-136-386-2465,78.0,5.0,3768966.0
cos4022,O,3.0,Henderson,,718.0,,5.0,costandi,U,Exelon,SD,70119,6317 park hill way,479583.0,1-885-073-8146,85.0,10.0,1443888.0
Tol4023,O,4.0,Birmingham,,693.0,f,4.0,Tolar,,Flowserve,MS,87119,2205 western west,278703.0,1-178-952-5730,,8.0,1834092.0
Mik4024,O,1.0,Newark,,546.0,,4.0,Mikelonis,M,Worthington Industries,CO,87124,9479 oliver lower,438251.0,1-396-476-0883,56.0,4.0,3063187.0
Hay4025,O,0.0,Sandy,,697.0,m,3.0,Hayward,D,Duane Reade Holdings,CT,E7O 1O4,6165 alicia south,472021.0,1-038-310-3305,41.0,9.0,3997424.0
Dou4026,O,2.0,Phoenix,,489.0,,2.0,Doud,S,Ross Stores,VA,37415,2333 bellwood boulevard,140542.0,1-922-371-2403,29.0,4.0,1582897.0
