AgencyID,PostalCode,MiddleInitial,Gender,OwnOrRentFlag,Income,Country,AddressLine2,AddressLine1,State,MaritalStatus,City,Phone,NumberCreditCards,LastName,FirstName,NumberCars,NumberChildren
NEI3029,76143,,,R,43668.0,UgitedStatexobAnerica,,14831jyfrayroad,WY,W,xnnArbor,1 483 959 3255,3.0,mEILSON,nermana,4.0,4.0
Tu2930,c5C1M4,,,U,282342.0,UnitesSratesofzmer9ca,,5017pijelakeqa5,OH,D,Saoem,1 449 175 3912,7.0,Tu,dian,,3.0
popq031,93679,X,f,O,242465.0,8nitedSgayesofAmedica,,12170STRA6MpR3UPPER,MS,M,Winsgonwalem,1 862 716 9788,11.0,popoeicz,Gurdip,3.0,1.0
S9E2032,46221,L,,R,72498.0,UnitedSfat2spgAmerica,,180e2d8naldsoneast,DC,U,7rving,1 675 710 6074,2.0,SPsCS,antoni,2.0,
Hex2033,M5D1W0,G,m,O,158952.0,7nitedStatesodAm2rida,Suife169,2217umink6north,CT,M,SantaRosz,1 092 763 1713,4.0,Hedruch,leroy,,2.0
Wat203e,77046,M,,O,13342.0,ynitedSta6esobAmeroca,Suite43e,15764mvafeepadk,LA,W,forrance,1 540 924 2257,12.0,Wa6erman,RITA,4.0,0.0
Wie2935,t5l1o2,,f,O,270639.0,Unitedctx6esofAmerjca,,2188yquentinwedt,AK,M,Bostkn,1 788 777 9637,13.0,Wierci9ch,Naren,4.0,0.0
Mucw036,r5h2m9,E,m,O,288050.0,UnihedetatesofAn3rica,,3732CqPITApCOURT,LA,M,Larevo,1 630 813 0280,7.0,Mucllow,Ryann,1.0,5.0
L9n2037,V7r1w8,,f,O,249229.0,Canqda,,5810sigclaorparm,WA,M,Charlptte,1 837 030 7897,9.0,Lind,candida,2.0,1.0
AMSe038,90222,,f,O,138565.0,UmitewStatesptAmerica,,15399kongabenu2,NE,M,Oklahomaxi5y,1 333 700 7344,4.0,AMST6TZ,SHEEREE,0.0,0.0
Van2029,vuu1v7,X,m,O,132779.0,UniteddtatesieAmerisa,,82wED2NRUE,FL,M,Rockfore,,0.0,Vahderbhrg,Sibel,4.0,4.0
Fer20r0,90135,Y,f,O,107310.0,6nitedStatesofsnerkca,,22829picod4ivr,GA,S,jiami,1 282 645 3065,5.0,Fernandi,dieter,2.0,3.0
Mcb2041,93681,,m,O,56486.0,UhitwdStzteaofAmerica,,14937JACKSONR8xD,SC,M,Buelibgton,1 803 555 0916,3.0,ncnamara,Zelda,0.0,4.0
rE2042,10067,I,m,O,133425.0,UnitddSfatesogAnerica,,1q491CARROpLBOULEgzRD,IL,W,Hamilfon,1 161 209 3302,4.0,DEANvA,HUELSMAN,2.0,1.0
lin2053,27418,D,,R,407060.0,UgitexSyatesofAmrrica,,220q4kirkwoodhppet,N0vaScotoa,D,Wilming50n,1 211 696 3346,1.0,lindatrom,KRISTINA,2.0,2.0
Bxs2044,91792,T,M,U,122939.0,Canara,,107u3cr4stlinecourr,AK,S,SaitLakrCity,,5.0,Basuaran,shutterbug,3.0,0.0
ZIL2035,99216,,,O,153027.0,UnirwdS4atesofsmerica,,10666trav9sw4s6,UT,M,Anchoragw,1 097 678 7937,8.0,xILAIE,LOLLY,2.0,0.0
Mfg2046,93312,P,,O,201995.0,Un8hedStatesodwmerica,,7485ARTHURPqRl,ND,S,Oshwwa,1 928 592 3403,7.0,Mdgeown,Celestia,5.0,4.0
FELq047,43601,Z,m,R,293916.0,UmitsdStaresofAmerjca,,23563STONEHuLLSyRsEf,WY,U,Charlottw,1 246 847 0399,10.0,FELIc,Tsuyoshi,3.0,0.0
BqR2048,V6DqR8,,M,O,450558.0,Canaxa,,5524FROST2OiDC0URT,ME,S,Rale9gh,1 570 448 4486,8.0,nARDSLEY,Foad,2.0,4.0
hen2048,92602,,,R,52703.0,UnitedStxtesofAh2ricw,,6294KEsNE4OAD,AK,S,Moblle,,16.0,hsnao,samaria,3.0,0.0
APP3050,V621U5,G,,O,380694.0,UniteddtatesogAm4rifa,,10y41covesreekrus,OR,S,Fayettevkkle,1 698 965 1215,8.0,APPELo,Vera,1.0,
Van205w,37227,,,R,269610.0,UnitedStatsaofqmeruca,,2483martigrue,KY,U,Mesa,1 723 090 1081,10.0,dandevalk,LAURYN,4.0,5.0
Od2p52,h7d1u3,N,,O,81864.0,UnitedStstesodAmeguca,,693tlambollwa7,Sasmatchewam,S,SanJode,1 141 637 6504,1.0,Odaie,MARIAM,1.0,3.0
Bor2953,t5d1u1,,M,O,197007.0,UhitedStaresotAm4rica,,21190ttafalgaeway,MO,U,Dawsonxiyy,,6.0,horum,adelle,1.0,5.0
Canq054,90344,,,O,105209.0,UmitedStatexocAmerlca,,e4743rollingw8odway,NY,S,Coiumbia,1 326 535 1524,5.0,Canttell,Brigit,,
fer2p55,59406,,M,U,139935.0,UnifevStatrsofAmerisa,,1638wledgewtonebouoefard,MS,D,Naperdolle,1 262 467 9777,5.0,ferrar8,YSABEL,1.0,1.0
Dan20y6,06709,,,O,16164.0,UnitedS5zteskfqmerica,,4529jitinghakcrexcent,AL,M,LitrleRocj,1 808 497 2100,7.0,Danagner,Joanne,3.0,4.0
DON2047,77078,S,M,O,,Cqnada,,9612PqRKdTREAMUPoER,OR,D,Tallshazsee,1 344 065 8355,8.0,DONG,Lanny,0.0,5.0
Gof205u,77057,J,M,R,91907.0,UnktedStatex9fAmdrica,,1ee73LOVEBjRDWAY,KS,M,Whitehoesr,1 757 115 6713,,Goeron,Wade,0.0,0.0
Yog2p59,M5g1c4,Z,,R,162927.0,knitedStatwslfAmericz,,12400prnnway,TX,S,SaktLakeCihy,1 341 696 1729,5.0,Yogecwsran,orly,5.0,4.0
Ane2060,E7n1v8,,M,O,199824.0,danada,,t785oakhu5str8e,CT,M,H9llywood,1 356 187 6434,4.0,Ab3ll,LINZIE,0.0,3.0
max206w,C2n4w7,,,O,165598.0,UniyedStatesofzm3ricq,Suige66,7223buadaoupelowee,CO,W,Whiteho3de,1 118 176 3886,4.0,mzxseiner,Faiz,0.0,4.0
Ka42062,t6c1g3,R,,O,114463.0,Unitedwhateaofwmerica,,12777pembdoollkwer,TX,S,Charlotterowh,1 188 879 9198,7.0,Karaaii,Darline,1.0,3.0
KWAw063,23224,,,O,63870.0,UgitecStxtezofAmerica,,199SUjMITfRESCENg,CA,M,Iqzluit,1 452 192 3601,4.0,KWzNT,olympe,0.0,5.0
GOG2p64,30331,A,f,O,205149.0,UhitedStatesoeAmstica,a9t831,8p50OLYMPICvOURy,WA,M,Provi,1 620 778 1210,7.0,GOyGIN,STARR,3.0,0.0
Tow3065,29228,Q,F,R,161573.0,UnitedStatraocAmrrica,,18716green3dtibe,NovqScogia,M,1estVqlley,1 052 833 3303,,howsley,Wieslaw,0.0,3.0
sch1066,80106,K,,O,,7nitedS4ztssofAmerica,,15470wigdchlmeiower,DE,S,Procidenc2,1 836 604 1438,13.0,schvah,ANNARBOR,4.0,1.0
dod1067,T6AwA7,,F,U,352788.0,Cxnada,,21u38sabfeliperue,MA,W,youston,1 458 189 6298,6.0,wodds,Gilemette,2.0,4.0
Kef206o,27707,,,O,137527.0,Ubitedwtztes0fAmerica,,838odonalesohstreet,Ontaroo,,RajcboCkcamonga,1 640 853 2118,,Keff4r,JERZY,0.0,1.0
Akg2069,n5d1u8,,F,O,,Cwnada,,19452bryamti3vin1esr,HI,S,Derroit,1 358 564 6257,4.0,xkbas,Tatsman,2.0,0.0
Com2070,55176,,F,U,278292.0,UnifedStatesofAke5ifa,,23606eUMMuTsEST,hritishCol7mbka,M,Raldigh,1 652 223 2917,7.0,C9nde,kitt,1.0,4.0
POP2p71,T5AqJ9,,,U,230842.0,UnktedStafesofxnerica,,19644elminteb9ulevare,VT,M,Ssattle,1 868 042 4622,2.0,POPIEgAITIe,Keys,4.0,
nor2072,10209,,M,O,208238.0,UnltedStatdsofAhericz,,q2870lqcienegashfeet,FL,W,Temoe,1 694 022 9430,8.0,More6,roberta,3.0,3.0
Meg20u3,30364,,,R,225472.0,UnitedStateckfAme3isa,,12483rockdalecribe,bewfoundlajd,U,Aurota,,6.0,Menhani,Eryn,1.0,3.0
Abv2074,07309,,F,O,116123.0,UjitedStatesofAmrruxa,,11884slnchoavenue,MD,S,N2wHaven,1 313 737 8496,6.0,Abbo4t,Pauline,2.0,3.0
DOM2065,06504,,,O,180972.0,UniyedcgstesofAmerica,,167p1peadlvrive,DE,M,Sal8nas,1 072 742 5464,9.0,DlMANICO,Karoly,2.0,0.0
Abe1076,35881,,M,O,222897.0,UgitedSfates9fAherica,,8438eITHERSrRIVE,UT,M,Alexandf9a,1 281 761 3374,17.0,Abwrnethy,gray,5.0,4.0
BAg2077,36682,I,,O,158598.0,Un9tedStatesifAmerlxa,,8428robertsqau,OH,,Pohona,1 064 950 8013,5.0,BARAb,MARCI,4.0,0.0
Rkh2078,M5a1uu,L,,,9527.0,UnitrdSratedorAmerica,,99w3inwiods0uth,NH,U,Detrout,1 110 757 8596,11.0,Rohaj,KATEY,4.0,1.0
Rid2o79,19032,,,O,160839.0,UnitedStateqofAmd59ca,,8887mollykmollfourt,IN,M,Jacisojville,1 552 270 1343,7.0,Riddali,Clarke,1.0,1.0
Pex2080,75260,,,O,61267.0,UnutedStayesotAmwrica,,3312piummerst4eey,AR,U,NewY9rk,1 496 413 3015,10.0,Pscic,Simon-cheuk,3.0,5.0
Doz2081,94442,,f,O,62629.0,UbitrdSyatesofAmwrica,,6392adamseadt,IL,M,2lMonte,1 138 235 6884,5.0,Doan,OTHELIA,,0.0
BxD2082,H7f165,M,m,O,119279.0,Ugitedwtqtesofzmerica,,14w55HUNTWEST,OR,M,Eluzabeth,1 158 509 6181,2.0,gADGER,mariya,5.0,5.0
H9E2083,80182,,,O,267464.0,Cqnada,,3906rioseveltl9w3r,CO,M,Plamo,1 010 884 3128,1.0,HOfLSCHER,anabelle,2.0,3.0
Binw084,94648,,,R,107807.0,UnihefS6atfsofAmerica,,23923potlmafrowd,AR,W,G4andfapids,1 659 502 3229,3.0,vinninggon,Francois,1.0,1.0
kym2085,93347,,,O,94793.0,Cajada,,8075fuclidway,AK,M,Sppkane,1 896 163 7704,1.0,mymryu,KELSEY,0.0,5.0
Uda20o6,33159,,,O,44694.0,Cznada,,we347valitauoper,WV,M,ElPwso,1 079 121 7691,7.0,Udali,Madeleine,1.0,3.0
Nws2087,90320,,,R,297273.0,UnitefStahesogAmrrica,,24759qkeegdburyway,ltinceEvwardIsland,W,Clevelagd,1 088 551 1526,5.0,mestor,roland,5.0,4.0
AcA2088,48261,,y,O,130422.0,UnitedStatecofAj2eica,Apt692,20506arsmoteetreet,govaScot9a,S,Toront9,1 027 846 0168,7.0,ADwMOWICZ,cristionna,5.0,0.0
SHE20u9,87504,P,M,O,268460.0,UnitesSta5esofAmerisz,,10181meyefseast,WV,U,Erie,1 453 801 0009,6.0,SHERRELi,Leticia,0.0,2.0
wta2090,99566,V,M,U,174059.0,Uni4edStatssofAmsrisa,,21t21dexterqvenye,CA,M,LasVegaw,1 053 581 0851,14.0,staplfs,aloysia,5.0,4.0
ALT2991,j1i1r2,,,O,20850.0,UnitwdStatesofAmsr9va,Aot946,182p7conoeysoyth,VT,D,Gary,1 068 460 7241,4.0,ApTEEN,glori,0.0,3.0
all20o2,43208,S,F,O,265178.0,jnitedSta54sofwmerica,,13004pelagway,NM,W,Minttomery,1 283 886 9805,9.0,allamqn,Tabbatha,3.0,2.0
Ond209r,95215,O,,O,129461.0,UnotrdStatesofAmerocq,,44q3bobnev9llewest,LA,D,R9chmond,1 213 738 1684,11.0,inder,Callie,0.0,2.0
Zap2004,M5A2U8,,f,O,148838.0,UniredStates8vAmefica,,q3e42alakocourt,GA,D,FortSmigh,,9.0,Zxpach,Orel,2.0,
Dhg2095,35858,B,F,U,36748.0,ynitedStatedodAmericz,,17865cgennxulhsouth,SC,S,fictoria,1 763 723 0180,11.0,cugas,VERENA,4.0,2.0
LUH2996,T5B131,F,,O,94502.0,xanada,,15y55oammontc4edcent,NJ,M,Mesa,1 967 016 7682,13.0,pUHCS,JULIANNE,5.0,5.0
8to2097,b6P1T6,,M,O,5948.0,UnitfwSta6eslfAmerica,,w3371walnut9srk,ND,W,Dallaz,1 685 817 7352,5.0,Ito,EALASAID,4.0,2.0
Hec2099,27409,U,F,O,235864.0,Unit4dStatesofsmerjcx,,21r85inmanhpper,IA,U,GransPrqirie,1 675 269 5285,13.0,Hecoman,SHIV,4.0,1.0
per2o99,98149,,f,O,155693.0,UnitedSta5wsofAmrr9ca,,1480tbonnevillfetgeet,ME,W,Newarm,1 288 288 8130,11.0,perrellq,Kandy,2.0,1.0
Cuj2100,85271,P,F,O,163899.0,UnitedStztesktAm3rica,,229panthfrcreekwau,Qurbec,M,ForgLaude5dale,1 219 066 5347,6.0,Cumminy,TOSHI,,3.0
ELIw101,93549,R,,R,94462.0,in9tedS4atesofAmerlca,,130o7jenaenezst,Saskarche3an,M,Czsper,1 447 421 3003,15.0,ELIE,DANIEL,0.0,4.0
fyk2102,Mpd1u2,,,U,121153.0,UnitexStatesofAmfrkva,,16811mahobiawt4eet,HI,S,Erie,1 799 426 3700,3.0,byk,IFTI,3.0,
nAC2103,m7mqc4,,f,U,131308.0,ymitedStat2sofAmeruca,Ap4759,w261HENsfRSONSOUTH,NE,U,Oshawx,1 725 932 4274,9.0,MACCONAIkp,barbara-anne,5.0,
GOO2105,V691s4,,,O,111944.0,UnitevSgatezodAmerica,a9t850,8727selmagorth,HI,U,Miwmi,1 468 707 2150,7.0,G0ODIER,elisabeth,0.0,3.0
Jej2105,77165,J,,O,254500.0,Canasa,,172o7WYCLIdFEPARi,SD,S,FirtLwuderdale,1 553 965 6244,1.0,Jenkigs,rommel,2.0,2.0
Prl2106,98131,,,O,291448.0,Umit2dStatesofAmeticz,,4141eaglehortn,Maniyoba,M,Suo8xFalls,1 846 467 3924,8.0,Priere,Agenia,2.0,2.0
Vemq107,04111,,,O,176327.0,Unitecdta63sofAmerica,,247593yanlower,VT,M,Memlhis,1 210 426 3060,4.0,Vekpati,xavier,1.0,5.0
LIN21o8,97225,,,O,110781.0,6hitedStatesofxm2rica,,16511yxmztolo3er,VA,U,Agchorage,,10.0,LINN,MAT,5.0,0.0
Kl42109,T5b2m3,,m,U,308623.0,UnigedxratesofAmerida,,1863oATLAbTIC5OAD,RI,M,Linc0ln,1 588 029 9307,6.0,Kkeyn3nberg,Tatsman,2.0,4.0
Che211p,79914,,,O,39417.0,UnitrdStxtesifAme4ica,,6916S9LcERADOAVEbUE,AL,S,qiouaFalls,1 981 581 3375,11.0,Cnester,Kym,3.0,4.0
Paq2111,v5e1o8,,M,O,244276.0,Camada,,y396woodzllnortb,WY,M,P8tysburgh,1 666 464 1272,3.0,Pastogek,ANNADIANA,1.0,5.0
Wit21q2,94439,E,,R,,Unitedetatesifzmfrica,,22386cpanish4ige3lane,FL,,Elizabefh,1 010 319 9107,7.0,Wotchlow,Nollie,,
NEA2123,43625,,,O,279864.0,UniterStxtesifzmerica,wPT513,11926gxglordsoutb,IN,S,Madidon,1 417 173 1136,3.0,NEAL,Rori,5.0,5.0
mik2q14,59805,T,,O,,vanada,,2r477veaseyway,Novaecotiw,U,Tac8ma,1 566 339 9557,4.0,mik6lka,ANNMARIA,4.0,3.0
Sut2q15,V6t2r3,,,,325042.0,UnitedqystesofAmerida,,1y960stphiklipbouldva4d,AR,M,SwnFrahcisco,1 409 442 7294,10.0,Sute4,Paolina,0.0,0.0
Che3116,M3b1j5,,,R,151092.0,Canawa,,10463WImSOMEBOULEbzRx,CO,S,Pgiladslphia,1 525 477 5709,13.0,Cmeba,BLINNY,4.0,0.0
Bag1117,V7q1v5,X,F,,25203.0,8nitedStatedofAmfrkca,,1w11yarcherpa5k,GA,S,joncton,1 953 685 6592,9.0,Bagwhaw,juozas,3.0,0.0
Kenw118,72222,C,,R,224628.0,vanada,,2808hancidknoeth,VA,D,voston,1 585 956 4117,1.0,Kensonger,Cyrus,4.0,0.0
Gir2219,V6h1s0,M,,O,130134.0,ynitedStatesoeAmerocz,,8426navidaxwah,WY,M,Sacramemtp,1 406 532 7170,5.0,nirgis,Dee,0.0,0.0
Neu212o,82009,,M,O,298167.0,UnitsdStatespfAherkca,,93i5WOOfSOUTH,GA,,cqcramento,1 396 584 3133,13.0,Neumxn,ISAAC,2.0,4.0
Kho2131,v6m1u6,,M,O,231879.0,8nitfdSratesofAmeroca,,10015CyENNA8LTLANE,Britishdooumvia,U,touston,1 923 695 6155,15.0,Khosrwvianu,moon,2.0,4.0
Maj2122,98139,,m,O,169443.0,Canaca,,5137royaptobpqrk,CA,M,Ind3pendenfe,1 069 777 3530,5.0,Makarenjo,Kendre,3.0,0.0
MCK212r,94241,,,O,182899.0,Uni5sdStatdsorAmerica,,715reewarwcrescent,IA,M,Togrance,1 855 600 2016,13.0,MCKE8THAN,fil,1.0,5.0
H9x2124,23663,A,,U,76157.0,Uhitedxtatesofzherica,,29p2garwenbrookeast,OH,U,Amar8llo,1 467 626 8149,1.0,Hixie,CORY,1.0,2.0
hop212t,80028,,F,O,20980.0,Unit2dStatesofqmerivw,,1899maid3nway,DE,U,Vzncouver,1 570 278 7548,0.0,h8pcroft,POH-SOON,2.0,3.0
Jor21q6,14208,,M,O,12008.0,UnotrdStatesofxmerlca,,5660HApIrAXNORfH,KS,U,Fullsrton,1 413 780 8239,3.0,Jordqn,Izumi,3.0,4.0
Leu2127,70177,,m,O,123308.0,yjitedehatesofAmerica,,6223guadal6p4lower,TX,S,5acoma,1 005 858 4055,9.0,Leiboviyz,ZARELLA,5.0,4.0
qal2128,90237,W,M,O,221405.0,7mitefStatesofwmerica,,14to0genturaupper,DC,,Evsnsvills,1 544 904 0774,2.0,walklfy,Charley,3.0,1.0
MIL21q9,T5A1Jr,E,,O,203265.0,UnitedStatewofxme39ca,,6582kirbyb0ulegarw,CO,D,Ssndy,1 766 118 6234,7.0,MILTiN,jae,1.0,1.0
sey2w30,78244,,,R,122597.0,Unitddctatesofqnerica,,1721moszh4addrive,FL,U,Syrevepprt,1 403 801 9432,6.0,seynour,CLARICE,3.0,0.0
MIR2231,81012,V,m,U,120361.0,Canadw,,o863boliboulevare,DC,M,Anarillo,1 575 819 7454,7.0,MIRAmDA,Rico,2.0,2.0
Boh1132,10213,,,O,220609.0,Cagada,,6359sanxpointsr3eet,MN,M,SqltLqkeCity,1 710 506 4820,6.0,B0hannon,LORIE,1.0,4.0
MCC3133,94137,,,O,180909.0,UnitrdStafeslfwmerica,qpt230,24043jackfoad,NJ,M,wnnArbor,1 319 504 7678,9.0,MCCAIh,marianne,5.0,2.0
gze2134,37209,,,O,139668.0,Camada,,11854lacienegaat5ee6,MT,,Windqor,1 868 906 2428,8.0,gxebel,Angele,3.0,1.0
Kobe135,60614,,M,O,61027.0,yjitedS5atesofsmerica,,14635veeenerue,NM,M,LasVeras,,5.0,Kofierski,Eleni,2.0,1.0
Hat2w36,23239,N,,O,274678.0,UnitedStatesobAhegics,,1499whoward9qrk,OR,U,kceanside,1 130 487 3494,1.0,Hattijgh,Torey,3.0,4.0
HAL2q37,60507,,,O,71452.0,Unitedxtstesofwme5ica,,1y278waljutjillroad,FL,U,Styohns,1 746 606 9451,11.0,HALPENhY,Carmina,1.0,2.0
Ewm2138,53721,A,,O,205058.0,ihitedStatesofsherica,,2388concordvreccent,NkvaScogia,S,Puebio,1 447 266 4053,8.0,Edjxtest,TAPE,2.0,0.0
Sav3139,v6o1i2,,,O,238846.0,UnitedSyateepfzmerica,,2i7doodlxhdparkcourt,ID,M,Glenxale,1 735 995 1570,1.0,Sava3d,FSCOCOS,2.0,2.0
cha214p,72235,,,O,84567.0,Unitedc5wtesofAmegica,a9t508,16941lambolixkurt,VA,,Holly1ood,1 069 019 9412,,xhappuis,emilda,1.0,
Etc3141,10246,X,,O,178009.0,Canara,,175w6feostwoodfrescebt,Br9tkshColumbis,M,Beakmont,1 311 126 0299,4.0,Etcyieson,Ranique,4.0,0.0
gri2143,06101,,f,U,146794.0,initedStat4sofAner7ca,SU8TE59,23767paroqoodway,SD,W,Peoriq,1 942 330 9592,6.0,briner,Mindy,4.0,
bte2143,s3bwf2,T,F,R,82530.0,UnitefetatesofAhericx,,t015chamn2rlinway,VA,S,NewOroeags,1 623 539 4841,3.0,n6elpac,ADELIA,2.0,4.0
vra2144,v6o1tq,Z,,O,289983.0,8niredStstesofAmericw,,6015chambeflinszy,Nsafoundland,M,Gary,1 362 842 0696,4.0,Brabsnt,flying,4.0,5.0
Pie2q45,f6c1q7,,m,O,59634.0,UnirexStatesifAmericz,,336kni9pb8ulevsrd,PdinfeEdwardIslznd,U,Ingldwood,1 560 309 1742,4.0,Pietrsak,Tariq,4.0,3.0
Kos2w46,V6t1e2,,F,O,148548.0,initedztafesofAnerica,,24277P8sOUPPER,AR,U,oalmdale,1 779 296 3052,5.0,Kosiie,ADVANCE,4.0,0.0
Lra2147,59117,,,O,5378.0,Unkf3dStateaofAmerica,Apt5e3,23787HOSTzPAtK,ND,W,Fortkauderdaoe,1 738 170 0166,12.0,Leaddr,Satyajit,4.0,
She2248,32229,,,O,,UnitedStatesofzmerofw,apt1t1,w4354huntwest,IN,D,Coroha,1 324 704 8572,9.0,Sheffeg,LINDA,5.0,1.0
tin2149,f6w1p8,C,M,O,225064.0,Cxnada,,4004akonzoboulevard,MO,U,Kjtchener,1 596 346 0594,14.0,tihleck,Eugenie,0.0,5.0
TAg2150,95155,,f,R,88560.0,jniredSgatssofAmerica,,q1675D4CAT7RNORTH,MN,M,nimneapolis,1 377 253 8333,0.0,TABBER4,Kasey,1.0,5.0
IsN2151,T6C2F5,,M,O,34348.0,Canxda,,1p482farmersfrivf,IA,M,Cor0na,1 299 375 2909,5.0,7ENTILE,Kimihiko,5.0,
Kh82152,77024,,,,269429.0,Camada,,13932yamstoaay,LA,S,Bexumont,1 170 681 2604,8.0,Knosla,Hildegaard,0.0,3.0
KIN21y3,36638,C,,O,171350.0,UnifedShatesocAmdrica,,17687DENTpNplWER,MS,U,TuouqandOaks,1 135 140 6917,11.0,KINgAIRD,NASH,4.0,0.0
Fer21y4,Xwg1s2,B,,R,130730.0,hnitedwtatesofAme3icw,Apt259,1w687maconcresx4nt,HI,W,irange,1 969 212 5514,8.0,Ferrxo,Otakar,2.0,4.0
fak2155,T6A1r3,,M,O,,Cansda,,3w469linsaleway,NC,,Sh5evepor6,1 644 729 0811,4.0,fallani,thanos,4.0,4.0
MUK215y,33319,,M,R,89161.0,Unitedwtahezofsmerica,,1485pemfettonwqy,NC,U,T2mpe,1 896 382 7021,13.0,MUoHERJEE,Oorschot,3.0,4.0
Osl1157,H5k1r2,,,U,168032.0,UgiteddtwtesofAnerica,,24200nogtbfrescent,GA,M,Saskatoob,1 913 520 9694,5.0,Oslunv,davida,2.0,5.0
dOS2158,M5e1u5,W,,O,36661.0,Un9gedStatesofAmerivw,Apt38,19665TgAVISWEST,UT,S,Fairbwnks,1 581 267 1864,7.0,COSTEiLO,Pascal,5.0,0.0
hin2159,g6p1r2,,m,O,231358.0,UnitedStqtecofwmerixa,,3123xLINTcOUTH,NH,S,Anahsim,1 317 788 8214,4.0,Bins,LUCINDA,2.0,2.0
zei2170,95298,C,,O,86376.0,UnitedStatesofqm3fics,,203e4ANzsONDAAVENUE,AR,W,hiami,1 295 392 8975,10.0,zeicler,NESSA,2.0,2.0
Eem2161,94459,E,,R,68421.0,Un9tedStztexofAjerica,,10097ajithcalecourt,IA,S,Inylewood,1 311 800 7401,12.0,Ermonds,janeen,4.0,5.0
Red2172,79903,,m,R,189291.0,UnitedStateslfznericw,,5899bonbevilles8ufh,MO,S,Lakswood,1 568 631 3375,12.0,Reda,Coursey,3.0,0.0
Bai2163,90750,,F,,189060.0,UjifedqtxtesofAmerica,,784ooymp8alane,Alber5a,D,Elizabetj,1 256 218 6363,7.0,Bqlpantine,PAUL,0.0,0.0
LIPe164,93731,,,O,273021.0,UbitedStat3sofAjer7ca,,14755woovvifweast,NJ,S,Irfing,1 663 496 7069,11.0,LIlSCHUTZ,Moe,,1.0
kum21u5,44145,,f,O,31048.0,UgitedStatesofzjerlca,,1r370langdomwest,IA,S,Nsshua,,11.0,kummed,Guilford,5.0,2.0
Mec21u6,V5f1r2,,f,R,293961.0,UnitedStatesotqm2ruca,,9711arcanafoqd,NY,S,Fairbanos,,4.0,Meckldr,PRISCA,,2.0
ROB1167,33115,,,O,228005.0,UnktedStates0fAmefifa,,231u8doxnoroway,PA,D,IdatoFalks,1 684 745 2391,5.0,ROBUSTNEda,erinna,3.0,4.0
kea2168,m5f2z7,,,O,273694.0,hnitedStatdsofAm3riva,,w3153jfffersonrpad,DC,M,Degver,1 449 565 9173,9.0,leabell,avaz,0.0,5.0
Kuc2179,g6d1b2,D,,R,223578.0,UnitfdStstesofAmwrixa,,16336nofwakoroad,KY,M,Wsrwick,1 343 254 2428,0.0,Kucm4lmeister,Enrico,0.0,5.0
Hofw170,85001,A,M,O,177413.0,7nitwdStatesofwmer9ca,,20163AP9LL9DRIVE,NV,S,Pfovo,1 928 038 3834,14.0,Hofmeictrr,WIN,1.0,0.0
sam2171,93712,U,,U,412987.0,knitedStatespfAme5icq,Apt958,14362reillyhoup2va4d,NewBrynewick,S,Irbing,1 085 759 4591,4.0,campl9ne,Gwyn,1.0,1.0
Shie172,70181,,,R,281603.0,vanada,,15898AlPLEWpODtOAD,NV,,Plani,1 372 991 3981,,Shi3l,Yousef,2.0,3.0
tot2173,E7o2o3,I,,O,188605.0,UnitsdStstssofAmeroca,,21u9pl5incetoncrescent,ID,U,Aobuq7erque,1 334 329 1592,5.0,rorres,Maura,1.0,3.0
gof2174,Mwg1q3,,,O,323031.0,UnjtedStagesofsnerica,,5359gajlirclane,GA,S,Jacksoj,1 980 165 3848,9.0,gord8n,MYRTILLE,5.0,
FAR1175,93831,,,R,88513.0,8nitedStat2sofAmerusa,,7389donaldsonwtr3et,TN,M,Charlotye,1 687 964 3815,9.0,FA4HAN,lanae,1.0,1.0
bog2w76,38143,P,,O,80362.0,Canadz,,3871vaiotab9ulevard,HI,S,eydney,1 365 265 6089,6.0,bogvan,latrena,4.0,2.0
con2q77,81014,,,O,250588.0,UhiterStatssofAmer8ca,,9p03parolandsou6h,WA,S,Misslula,1 163 178 5478,5.0,conneily,Edna,5.0,1.0
Mac2168,07502,Q,,O,4455.0,UmitesStatesofzmetica,,21580fenn3lsouth,AZ,M,Cheza0eake,1 870 768 7596,4.0,Macarthu3,nj,2.0,2.0
Cho2178,H7G1h7,,M,U,334788.0,sanada,,228otGA3SONEAST,NH,U,Monctoh,1 851 917 7576,1.0,Cuotkowcki,Norina,5.0,3.0
Mau2180,E4f1r6,,,O,232114.0,UnutedStatfsofAkegica,,16t6psrkhilkstreet,PA,D,SanFrandisc0,1 800 998 7550,6.0,Mayr,Brynne,0.0,1.0
fSE2181,91108,,,O,51303.0,UbitedStatwsovAnerica,A0T689,1i742jolmesrue,AR,D,Kitvhener,1 242 758 1795,9.0,TSEgG,ERNING,2.0,3.0
fOC2182,78237,,,O,,UnjtedStatesofqme3ifa,,10062cartegcourr,MS,S,Swndy,1 940 020 2701,10.0,COCKjNS,MIRAN,3.0,0.0
ka62183,Y5C1Mi,,,O,111192.0,UnitecStwteslfzmerica,Ap638,24653peacttgeeroad,AL,W,Inriabapolis,1 466 905 9413,2.0,katz,arzu,5.0,
dhe2184,vym1q6,,m,U,89210.0,UnitedStat2sofAner7cx,,5898BONNEVILLESkUTb,ID,U,Haywarr,1 162 353 6578,8.0,Chexhire,Caz,1.0,0.0
