prospect_AgencyID,prospect_NumberCars,prospect_MiddleInitial,prospect_MaritalStatus,prospect_AddressLine1,prospect_Gender,prospect_CreditRating,prospect_Income,prospect_Country,prospect_Age,prospect_PostalCode,prospect_NumberCreditCards,prospect_AddressLine2,prospect_State,prospect_NumberChildren,prospect_Phone,prospect_OwnOrRentFlag,prospect_Employer,prospect_NetWorth
qyt9316,5.0,,S,Vkdlnwlxhoyikmvjvznwjulowopjnekcnitxgwhoshduoo,,650.0,359574.0,United States of America,70.0,Kjdjjhyquzix,10.0,WSILFCMSYVVPQHPKTUPEVFFFWJFBV,CA,0.0,1-111-491-8558,O,Assurant,1648906.0
Uap9317,3.0,,W,,f,318.0,162420.0,United States of America,10.0,YIARXL,0.0,Zisyadnpflpbljwqtljdsntymrxcxllentwcsnyathtgoojvcrxwmsqeqepl,AZ,,1-204-025-6092,O,Michaels Stores,3534957.0
PUL9318,3.0,S,S,ntkedpcwsdwgwaugbeljgwxbaywoqnhq,,458.0,118416.0,United States of America,90.0,Yvkjj,10.0,ctqqxbnonarjdjaitrnqenuo,PA,3.0,1-151-395-1617,R,,2906056.0
Vsi9319,3.0,a,D,Naont,f,508.0,44735.0,United States of America,19.0,Sfaicbotep,9.0,Isesxjdjokydskgmfifykhlqyqncneoflyvzfqtjmfjokcroucaqpsbyzg,CA,5.0,1-742-249-7532,O,NuStar Energy,1758546.0
Ulq9320,2.0,v,,KRMKNJCBPRFBVGIOUCOPFXARDBLULKLMFWTRVSLENOQAFKLIAF,f,600.0,265368.0,United States of America,7.0,Hfsqglb,1.0,Cwokpfcpoizsidxsmjpvxoevnlvbol,CO,1.0,1-116-620-1198,O,Equifax,1876595.0
PXR9321,5.0,,,Xgznkfoxypvihkafuffvllwv,F,470.0,90317.0,United States of America,48.0,Zssib,0.0,Sdtwfpfwflymjzfvudkwjbatvkvrmzlrwndwfkhdkizamlcguufxejpvlbnxegausyhocmokbwu,KY,4.0,1-479-570-7693,O,Vanguard Health Systems,3364612.0
BIC9322,2.0,,M,MKNWVZEBDNXJQGSJOVZOIKCNLKWCXYAYGWDSDVAFAZCRA,M,367.0,305683.0,United States of America,27.0,Capwj,8.0,Clpcttsnhkiblzgifxaorhkjmkfmyyouokoxrhobrdgegwqhvdjmdsbu,NC,4.0,1-281-131-8778,R,WellPoint,960349.0
Egt9323,1.0,W,U,UIUAINSDQUYGOYNRFULPCCZTPOQWZIXBCVFOLHYZKQCHRKQVUCTSQFNPLZQHVNQSNPMPKNHHMRV,M,828.0,312046.0,United States of America,19.0,Usyykxhpgnmd,6.0,CTASIRTBKXTJIXMYHMNSOSZPPTBKDCHHSPNYOWQZPEUXERHQFFTXERVERSYZUFTTGFOLUFEPOUDXKGJA,NY,3.0,1-246-441-5565,O,Charles Schwab,2434281.0
Hwi9324,0.0,L,U,Rghtyensqiwcrjfootkhcrj,,791.0,130547.0,United States of America,2.0,Wmsrsdnxsua,4.0,qbmtdxwzzcvwkpmeulpkhfkrcmnketbyuvwwtrdmtjlqheyybouaq,Saskatchewan,2.0,1-106-315-9052,O,Helix Energy Solutions Group,1687912.0
Aiz9325,5.0,I,U,Iqxirqilnaetokwoaxqsmtnynnshzlptiyef,f,770.0,54561.0,United States of America,88.0,SXCRDAMJ,9.0,Dozbuvmjcfreqowskbqlcjytecyxa,ND,1.0,1-944-038-8243,O,Great Plains Energy,226828.0
lbj9326,0.0,N,W,kcomhbxoctjfuvcxwoownuxcbohmlvubw,,640.0,430056.0,United States of America,37.0,,,,Prince Edward Island,2.0,1-616-635-2195,O,Granite Construction,2682142.0
klz9327,4.0,,M,Lxryimwvxicjipjryesqmsxfhhdxqusuxocuudqrksxrccdxuwkjalqjbhsyk,,485.0,208745.0,United States of America,30.0,Aaxxbmsskwa,10.0,iuytdtnhthdsxxhedaxqrxfzbaesdq,WV,2.0,1-109-509-5374,O,TECO Energy,2356998.0
Vaq9328,3.0,,S,,,544.0,328669.0,United States of America,51.0,Jrcoao,4.0,Mstbmombzanafmeuwopwko,DC,0.0,1-017-213-1159,O,NetApp,848687.0
iwp9329,,,S,Hrjgfshvkahv,,646.0,217250.0,United States of America,41.0,BYJKMHU,4.0,Rwercyyvajfmqjimrlzakftsyfzmissklrvixaevesrtupq,CA,2.0,1-886-868-0874,O,International Game Technology,735994.0
VDX9330,1.0,,W,Azxpmfnlgypttrcvfsoetbktcsjsvdlmbrju,,563.0,386927.0,United States of America,2.0,gagsm,2.0,Tkiblzjttddhkldkheow,VA,0.0,1-597-653-2241,O,McDonald's,1439992.0
XOT9331,1.0,,M,fdhrmqbrfsnpqgdhjpmgceeqmndsreqfqwpnufbjtgy,,821.0,223494.0,United States of America,39.0,Dswflqojjpu,7.0,anodqaakempciqtfdkyoiaaudkpfnn,MI,2.0,1-442-207-8967,R,Steel Dynamics,1274990.0
bgd9332,3.0,M,U,Iapfxocyabqpafnphkqiitqckpeerpngsqcwunoyufxtcemppailkipmkxacuugmfrqfzgfmy,f,455.0,372159.0,United States of America,96.0,Qkbttvtpywe,0.0,mejbpohtvkfeupsibtnbvsquil,ID,5.0,1-270-865-8570,O,Helmerich & Payne,206621.0
LWI9333,3.0,,M,HHONPGZVCSSIQFDJOZIMQRHRINATOCKFGLDKBGPEZZCMAQTWQPIDXMQZEGCWLDM,m,662.0,462514.0,Canada,13.0,Bbrzyk,6.0,Aygqdevttcwevcpjofqrvsyazlufpelcojluxpjgzhtjune,ME,3.0,1-346-294-4429,O,Lear,2310238.0
EXK9334,1.0,,U,pifhdafzygmqtoilalaiduuliobfkvzlhi,,818.0,93567.0,United States of America,44.0,Yunta,5.0,EVEFBOACAIXQSLUXZBAGZZRYSEBNTWHE,WA,3.0,1-623-096-3088,O,Atlas America,
nyq9335,1.0,o,U,Fuexijfecuwvbnziqrldiqhmcephfnzfvgncyebwmfqkzcvbiudkbyshvuofktichqanmreie,M,701.0,410810.0,,63.0,Vfskfmfa,5.0,Bcznykrkaslevhnaweedykjucxyfozrlvqeoy,Saskatchewan,,1-863-400-3831,O,Jones Apparel Group,2044618.0
Hdi9336,5.0,G,M,Ugrlygznksqmynlvxbylnzxeokcpuwqudsllunbllagakkuyblskutuogodelddmbm,m,547.0,177807.0,United States of America,74.0,MZGVHDPMC,5.0,Eddgpqndjgpqymevdlswsntyypgyfspatbx,ND,1.0,1-091-554-0668,R,Henry Schein,556278.0
YEV9337,0.0,,D,,F,511.0,220965.0,United States of America,13.0,Mzrva,6.0,SFPEZOQTNJKQXXRCVMHZVCQCF,MA,0.0,1-041-041-7084,O,Celanese,3284453.0
jmb9338,2.0,,U,wunnsxtohdflbukesllwffcrejntprpqwfiwxvvtkqcebmwqcnprtyh,,776.0,7870.0,United States of America,98.0,wrstbrhrlh,7.0,Sdbwmprktuutstrmylpdsemxukfyawudircimvpjzabgfypvuplj,WI,1.0,1-179-719-7301,O,Applied Biosystems,3775743.0
Uhs9339,2.0,G,W,Wzkqkuyarzdaiivcerrihozmdguqfulmfmnxnmi,m,603.0,359152.0,United States of America,20.0,Hddgntm,10.0,,KY,3.0,1-036-500-9811,O,Las Vegas Sands,1974666.0
Pmo9340,4.0,S,S,,,413.0,244334.0,United States of America,49.0,Nccjzmhff,2.0,ggjwjsrznrbelzgkdfzotllwgdzsyssuudvayqqrxenwgr,AL,0.0,1-577-862-5813,O,Coach,1329378.0
BMP9341,0.0,,,RKRLPIAGGLCQCTZKRNBANXPJHQQDBWJPSKWPNTHRKBZOCLUSFKQMXITDPTDUYVSUEZBYVVZJNLAOB,,481.0,428099.0,United States of America,8.0,,2.0,Stedvsjsbiprxgyfcnraxphyjgcwhepcebsszdueuitvgflnhydzetpvmzztcakyvwxlghppsvqvjiii,British Columbia,0.0,1-520-927-1380,R,Ameriprise Financial,2909229.0
HOC9342,1.0,W,M,RGJGTKHEQAWNTWWTHQJQZORWIUJFCTVBAMZINETSATZFS,,673.0,325852.0,United States of America,59.0,Cbabfkgrzovp,2.0,Xitnikonfohknqcvljjwaqsywlhffxvyubgociapsnqrphewfmotbpkslyokr,AR,5.0,1-191-312-5506,O,Vought Aircraft Industries,
uoe9343,1.0,,M,Seqqgldmmbfolljsnjyjdryebucxbhbvohujbvavovhkqjrjhybeddughlqqftqfiuegwy,,726.0,,United States of America,55.0,IWYMOWM,4.0,Pnwkpjfpkwwbzptthdczopjtuk,MO,5.0,1-184-898-8716,O,Hanesbrands,2869101.0
ddv9344,4.0,,M,IMOFNFOSPKRCDECGTPSFNPONNWXRSLBIWTMYFEUGNPYNCLMTBSHWGDZIVNSVOQLWHRJ,,394.0,31005.0,United States of America,,WTVUWV,10.0,Ihsuqhlqkqwazptbuhuzpokxblxlpuyduthengnibjqxiqgrmt,AL,4.0,1-542-783-2509,O,J.M. Smucker,565070.0
AQO9345,1.0,,M,Rrrpritsqgyoxjqtngkrnjwsctmcxlbnmzrihihduqucaluzgacrlnzmu,,613.0,5605.0,Canada,25.0,,3.0,Kwjhybjfioliqtmgimayafrmxgcjgmxbieafapypfstsotcjcivjppjznethgoguaetssslgp,NM,4.0,1-568-123-5187,O,Conseco,2283039.0
Cxi9346,5.0,B,U,Limurlputyexlrupkgaexdgwpdrtvllnbmhksrsgvoqzdicfexnvqldfdfqhcqnqsqapvhkxz,m,361.0,159171.0,United States of America,8.0,Ilifeydpije,3.0,Zglfmhnexkzhfftokgxkpzpzmkuvreermweramwhpfdoucitgpodnggraqjpmdmmbtjjrauw,ND,4.0,1-489-309-9438,O,AptarGroup,3189016.0
Drr9347,4.0,,M,FMFEWKUHEWKCBSJWFFIX,,577.0,360692.0,United States of America,89.0,Dbpohaojyxk,10.0,Kevymmwjjstakccmcspcpguxdidcuntralspmydktxcvdljcstpladsw,OH,5.0,1-340-208-6107,U,Helix Energy Solutions Group,2654496.0
Bno9348,0.0,,M,Pvxatpndkxvwrslzxxtlrpeicwblpiwhlqidngzvuzhnndmsvbikhxduxjsqhrtftpztotciumz,,455.0,71803.0,United States of America,9.0,Uzuotmimptgh,3.0,OTJFKMFW,ME,0.0,1-442-696-6249,R,Sanmina-SCI,2716732.0
ibm9349,4.0,,U,Jxmqxbyoy,M,647.0,431130.0,United States of America,33.0,yzgbigsdx,9.0,,WY,3.0,1-782-519-8480,O,Vought Aircraft Industries,266702.0
Roq9350,1.0,E,W,Flxqbpmfihthvloklurscit,F,344.0,402077.0,United States of America,83.0,Tqzpn,2.0,ybijkuopzzyibycmi,PA,4.0,1-771-983-0971,R,Thermo Fisher Scientific,3036109.0
Bee9351,2.0,,U,,f,702.0,317493.0,United States of America,76.0,MGHHRBBS,5.0,zbvgstivcisyweayjxscnvodawooapsrvdwlbvfcwovbxexdt,NM,4.0,1-026-310-4002,O,Morgan Stanley,802666.0
pmt9352,5.0,,U,,,602.0,242846.0,United States of America,21.0,Jhdqfr,7.0,nwsaodmchrfyqdzrpxrjdhhwkteuhjarur,AR,2.0,1-904-123-5817,O,Hershey,2121177.0
XNV9353,,N,S,Vofselcthhgvuhsadnglmzimyuqgfsostiwcslnvstpqaasplp,m,526.0,189279.0,United States of America,42.0,GANTKFQISCB,5.0,VEAMSVBKTDFPXKUHNSQILSWRZMLARWSIWUBZXISAVGBCLHSHOLJBTQXHXJUNNYKXAMVDULHTUFEK,WA,1.0,1-236-421-1891,O,Noble Energy,3243442.0
Hra9354,,m,D,rxgkinshlojqfodfkuhfbniijmxwwikswyanvfvitmfzcqvsqwyjuidvk,F,,96167.0,United States of America,95.0,Gniqeiujegr,3.0,Pjmvaaiahxjobcceenudwbalshxklkewrbkzpjzauve,OK,5.0,1-769-176-0939,O,Century Aluminum,2021690.0
xmp9355,4.0,z,U,tipqftrqsqayxbrwpeupdwrfkrddwgmdr,m,514.0,321492.0,United States of America,70.0,Evnkdvlzp,5.0,jqoxmupf,Prince Edward Island,3.0,1-408-211-0567,O,,1980845.0
Mlt9356,2.0,,S,Yywumjyjolpxregxaorxmatnteghskplphcuckttywcxftoqdsysipiu,F,331.0,66367.0,United States of America,66.0,WNDOXJDHOUMV,6.0,Fexheyizjrwfijnqobmgqikicxdgusekqdrbidzepvzt,OR,4.0,1-506-571-8374,O,Terra Industries,838050.0
kfj9357,5.0,,W,DFJEWKEJQLITQPGHFXMMCKLUEFHXBOCONKYJRDZMFOPVOHQBVGVIQNGNSUTHHOBLMLXGMFISHE,,840.0,257884.0,United States of America,73.0,SZAQVQ,9.0,Kjuukepetpfta,VA,4.0,1-509-391-0683,O,Mattel,2021368.0
XGL9358,2.0,,U,fxefczwhvsqtdfwbu,,668.0,449830.0,Canada,88.0,Ojhic,10.0,,ME,2.0,1-384-794-2882,O,,176674.0
Aio9359,4.0,o,M,Xtlfuhdzolfiopgarhzuqmpgisdjw,f,474.0,58702.0,,70.0,wbqhcbhmw,4.0,Vpyvghrarhhifpdidgzlhmgoqrqnygerdwwnggxkwgkznrgnsbpumrmwokcrj,TN,1.0,1-982-194-8517,O,Fiserv,630392.0
jjd9360,4.0,,M,Cnvhwqsnizpwazklfklploolcyfvkebuocshdke,f,368.0,32361.0,United States of America,43.0,CDBPFV,10.0,VWXEZSZJ,British Columbia,3.0,,,Emerson Electric,939924.0
pru9361,2.0,z,S,Ivdmfkobtnktrerpuxlqxnbsshaqqpauoatvpgrtvmxomevqmgtqussbjds,,425.0,445223.0,Canada,47.0,Lzahzjcosid,7.0,Ptgakynrgrjwcajmxtnwbaoxiftazpqsbshulnrgvdgroivihnxpznsgtrctkuoqxy,Alberta,,1-379-305-4148,R,Rite Aid,1766726.0
Pus9362,,K,D,SFILIJQVMZLODPRDKHZNMGZDDZPJIMCHXEIEMOOZGHWHMHRTMWPCRPFKDTCTHX,m,320.0,415398.0,Canada,88.0,lxpvethtxge,2.0,Odupyoqdwfrdvvswuvorubmhwufawamjroipeumwawdkoeooplggauudwykdoknjzmttb,OH,4.0,1-445-578-9749,O,Sunoco,730781.0
qiw9363,4.0,,W,Zisxgkjncbnecmpqtkkjnkxxewrqsrtgnaomkn,F,486.0,249106.0,United States of America,11.0,Txbouafl,3.0,Tcrpscbduepacfwmglkootzinigstuuqyulnhpwclnsntfeoe,Saskatchewan,3.0,1-559-131-1347,O,Key Energy Services,3702054.0
Xje9364,5.0,M,M,Tduwwnmzpbancwdgcyhv,,342.0,305306.0,Canada,24.0,MGLKOSSTLAG,5.0,EFHASLATYPRZKWYQKTVZLECM,IL,5.0,1-890-526-1657,,Marathon Oil,3474079.0
edw9365,4.0,v,U,Esdodf,,346.0,31765.0,United States of America,58.0,Iemtqx,0.0,Icmokukmbfxltltwdldnjaftsnfkkvauhuqaxqdprxfjrurhdvrszzakogzqvqrprihbjadvqqskct,PA,3.0,1-765-701-6530,O,,837037.0
Ayj9366,5.0,,M,ANVEWXDUQMOHXALSVWMMEQLEOOPDKYEDOCEARJIGFLK,M,319.0,329439.0,United States of America,35.0,mkevldommwq,6.0,,FL,5.0,1-739-416-0201,U,American Electric Power,1482994.0
smf9367,2.0,p,S,GIYHHMYMDPKFTWPODHTEMTCYUWTISDJOCWKD,f,782.0,49130.0,United States of America,55.0,BIYIZAITG,9.0,,HI,4.0,1-219-366-1225,O,Thor Industries,3433840.0
Flj9368,2.0,,M,Wshipoblsnieamuyfctxzacqt,,827.0,432107.0,United States of America,46.0,Nxtmpryovw,2.0,dnicw,MO,4.0,1-493-603-3040,O,Werner Enterprises,926004.0
lrq9369,1.0,I,U,Pxozlbexqtershanbrzfitnxmbwbzunsrylsjvdttjlqbrockvgaxzlsbuuuqxeilmawkpttjiqka,,705.0,321346.0,United States of America,30.0,TLYILG,5.0,tlbggymtvofrydkmpzkr,IL,0.0,1-268-764-2083,R,KAR Holdings,1032078.0
Zrb9370,1.0,S,W,qpgnstdxctltzftdpwhavbswurdl,,808.0,471404.0,United States of America,27.0,dnqwpc,0.0,Qccahrnbhkermqxqstpwargqhmyfqfwxnsfmfctetezoayed,MO,1.0,1-345-028-9922,U,Bank of New York Mellon Corp.,677109.0
Aqo9371,1.0,,S,Zboqlqxcslsknqbetigflwjhuctwb,F,837.0,434232.0,United States of America,26.0,AXYAXKQ,9.0,Agnioxncoulhoxtkkdsqjggajkltqixjsnlusymwhucoiinjdbjnkjsnmofvlxjolcywklkao,SC,2.0,1-067-056-0181,R,Ashland,2824015.0
FBJ9372,2.0,o,U,Uqmcajxljgjlclplwvpg,,576.0,354702.0,,36.0,JNZAAUOFXCWD,9.0,GGBDCOEXQGQTCJQOSIVQWICSDIZKAPWFZRPUINMMWSYXGQKSKDQSAJLYGPMCMHFULVZIXBCT,MI,,1-231-999-0171,R,,2823628.0
PWQ9373,4.0,,U,Syjpyouwdnuusoqbjibhwqjmawersprxmaikkfvxvjenlkwujrojbvhrwqnpoeusccsvhwyphgtiua,,623.0,91047.0,United States of America,92.0,JXAHYID,8.0,HKBLGFRRHYLUFTAJUTHVEUFSKXKKZGCFUPPCTDFXTMUCUBBKGXLVDFB,Saskatchewan,2.0,1-951-980-6497,O,,3865939.0
dkk9374,4.0,,M,SJZOCXESRFDUCUJACGPHKTNYGQSCGUMHYYTYFMIGPTUGJRFMJOHWVNSSGIIBMSNHHIQD,M,392.0,245856.0,United States of America,100.0,Lraunszebds,1.0,cgavkpjdxhyhliauilbndyyphalcu,Nova Scotia,0.0,1-015-592-9503,O,Portland General Electric,706155.0
NBE9375,2.0,,S,auchfnpkvtzvifftsulbcf,m,367.0,230479.0,Canada,89.0,ujqdfvffoh,8.0,ADHWFKSYGOAJJGCJVBSCSUOASZIYLCETOKLXYUWVQQPGHGXJZHUCYGPUKUPIHDELDQQBGNXNYJUB,WV,2.0,1-768-185-5140,O,Chubb,1704399.0
kds9376,0.0,,M,yuvbwdltxiokgmosbpbzjkblkfwnjzfsuwkhsdjmndpjoaacxlgmdquvk,,814.0,154892.0,United States of America,30.0,Adsjmwttpsyd,5.0,wjpwumtvmxmbjh,CT,1.0,,O,Cabela's,3871317.0
YTF9377,3.0,,S,Tfbswypagdsrbwvqbvcapgdpgjtgklxwrmhqdxbwbhjqzofwbgeqfblughihekvqxlbdouvboglwldo,m,461.0,486835.0,United States of America,89.0,Kdzoqjf,3.0,Bbhrsxqhoetnnweaidmgaolfogldth,KY,2.0,1-468-522-8750,O,Puget Energy,3576531.0
ecj9378,0.0,L,M,Etqflrjhvvbkotindjubzeqkugmwvtpclcipfdnlswtflyvmhkllxvrvuliekgrjdnryteguarfnkhmq,f,,325531.0,Canada,75.0,YXOACWDAQY,,Yrjayi,ID,4.0,,R,Macy's,3418165.0
DOM9379,0.0,d,D,Jxzrjwmfmtfviadpqseitrnky,m,342.0,466191.0,United States of America,97.0,Nmlenv,0.0,Sollcivy,SD,3.0,1-977-481-2520,R,Exterran Holdings,3762568.0
WKU9380,5.0,Y,U,,F,527.0,47954.0,United States of America,,xvoftt,4.0,mkqvcgbufcooqrjdshtmlomtcwexguweymbmlgtknytl,Saskatchewan,1.0,1-214-062-0263,O,Bob Evans Farms,17368.0
Leo9381,1.0,,M,CPNWDJYQDMJHTLLYPOEACLXGSTNFPUQKLBC,f,309.0,43295.0,United States of America,57.0,Tqaqnaeo,0.0,Scztmieqrphmrrsaxcaldqcvfznnknofzayutahegefsdgwsvyxgfgkfmuq,Saskatchewan,1.0,1-627-760-7172,O,Goodrich,2547897.0
Ole9382,4.0,m,M,LKWQEYMVDHJVZMIWCGSRTHRFZALLAIWEPROICMEA,,773.0,49091.0,Canada,12.0,JBRPPDEL,8.0,Dufmozxgvkkxxlajeqntiockjglkzvffaewpimvxzqkkejxgshlendjydryqhtuowjljrfiougxnyrei,AR,5.0,1-067-555-2307,O,Annaly Capital Management,3455552.0
vct9383,2.0,,M,WSOIO,,677.0,125450.0,United States of America,28.0,Clmwphpr,1.0,gaffywuawdywqytudbbrekracxvhfmljvetxoaarfcrreexxganywyfcgovmibamjiutan,MN,1.0,1-632-526-8929,R,Cypress Semiconductor,89300.0
bdi9384,3.0,,S,sxsiqwqjhfdpjmvgabcksottzpqqyhbakhkcelfplwizlcrwadzgvixrbdznjqrletumkye,F,355.0,50009.0,United States of America,8.0,ZMHSUEKUU,5.0,TZTBTRFAJESCMZGWBCOHNECCSPBNNXPGQCSCNTWBAIRIGQLVTCNLESDVTFHNW,Saskatchewan,3.0,1-766-490-7051,O,Microsoft,
Pjk9385,,R,U,dznymfthialltmwcyfabucmgrorcxqkynmoibkvzadqxuowyrngnwwrr,,850.0,411841.0,United States of America,6.0,Edqjgeiic,1.0,Uvbqmqioxjswqehglxcrzrkrsybfrnkysbjrfzikhwopmbxgbvbfqbl,AL,3.0,1-916-847-3702,O,Ameren,188683.0
Gzo9386,1.0,l,W,JWEBXMMSQQZEWPDTEFJ,F,,282042.0,United States of America,80.0,kurqwfd,3.0,aknvtjqktgtlcusfjnrdjgzrwjqvtgdcgdmqfdbtxpljnpuazntwvsrdnmoqf,TN,4.0,1-197-198-5620,O,Weis Markets,47266.0
Vpn9387,,,U,Ludqlxwprwbxosw,,450.0,76695.0,United States of America,1.0,ZUWZTBCMEQVA,8.0,Gzmvyiizehcwbrhofpynbiducwpihvdnqecficabqialrmvavmzcmuege,CA,0.0,1-577-180-8689,R,Progress Energy,3441452.0
orf9388,,,M,Zhcajnhbrckefeqxnvp,m,756.0,169740.0,United States of America,20.0,pfiaq,9.0,PNSBCWQNVPQLQIJHEUNORRWWFSCSCBASRMKHLJOJVHTEWDPJNLSWNIBRRTSJF,Ontario,4.0,1-329-183-8034,O,Visteon,3472455.0
Hqq9389,3.0,O,S,ROMDTIKNVAYSJVLQCUQRWXQEPWWIXRGHOCDNJUDBZD,f,711.0,87347.0,Canada,13.0,mprvojlwo,2.0,Fcnaoxqbewpscmuixpk,SD,0.0,1-465-145-8568,,Kennametal,2731857.0
JZT9390,5.0,,U,Tnekycorspvxexvfdovtowrmbzjmmekuixdqplxfmulaormplvokteeelrw,,485.0,134444.0,United States of America,18.0,Ampdtjjmow,2.0,Bxtyylwmgnvzlkyfvoyfglkgumrohqinhgcedqsbzlmvlxorkpothjemqjgvfkhgtlwnjoxqrckjtsc,MO,5.0,1-861-535-8498,O,Unum Group,3393312.0
UIO9391,0.0,s,U,UUWNBWOWUREBRNXJOFAVQPCXTVUUFEBHMNPGCFXEZXCALE,,693.0,490524.0,United States of America,3.0,Zsfooho,6.0,Dvqitipgqqihwppvvcpkskxqwbdhwdhyxkhbinvwwashoypphykxagyozkitwhessiwmmzpjht,OK,1.0,1-355-189-2132,O,Saks,352441.0
HNC9392,1.0,V,U,,M,308.0,492505.0,United States of America,14.0,Cwrjka,4.0,,DC,1.0,1-959-949-9563,O,WellPoint,15207.0
WUT9393,4.0,n,,RVZNQHOOZERHGTNQODRZAIPGOSWMMTUU,M,394.0,163057.0,United States of America,17.0,lreffpsoapl,2.0,Orwcmsbdkqqkdccztufdtnviltymiigfdmbqnekhpgnitxhjjc,Saskatchewan,4.0,1-817-711-2467,O,Mosaic,944635.0
Paq9394,5.0,,U,,,505.0,31495.0,United States of America,85.0,,0.0,Wbuoscvphujwinutsfthgxsctkpvjqpoomohmprkdgrkbjamhdscmrjlpcgxhyojxlpxdxuxfvpzxb,MN,2.0,1-649-673-7198,,Perrigo,54176.0
WDL9395,0.0,,S,HDKLJAUJJZQ,f,340.0,259876.0,United States of America,53.0,Hefws,2.0,Uzogahfwzfdjpifsfivhprsudgszswqmgnzvetdmjnv,CA,5.0,1-087-815-9390,O,Cintas,2529652.0
amx9396,3.0,E,U,Sngcdgdmiqsfiwwmfkmohlsjjqoqdqzbspjpouogujhvzedudqkhmcoaoaqiuvhztitqxkwyiyq,,,449245.0,United States of America,47.0,Dswxxgx,3.0,VICZC,AL,4.0,1-832-424-1561,O,Texas Instruments,3677433.0
cyp9397,3.0,O,S,qtehiohrmvlmsywpvkqpdx,,820.0,143275.0,United States of America,60.0,Npqncksoe,9.0,XNUGQFZZECRNWLHG,OK,1.0,1-192-130-6884,R,Advance Auto Parts,3100245.0
ETG9398,1.0,,U,Ixmmtfdbfnjvjlbuolanldheuojcrohnccjqjmqcvmdecfqzkyvcd,,501.0,41921.0,United States of America,38.0,Ftdav,6.0,Exhamwkvqtdiijtrdvomdrzusjwtxxycptgzgpwjgjenlywtrjo,IL,2.0,1-243-000-0593,U,,847782.0
Bsg9399,,,M,qifnevglowuqdihkaalxnvkgyzqmqkldrnnowlsqnmehayfqsknaakqg,,817.0,257887.0,United States of America,83.0,NFVOAXBA,7.0,Tzidllkblfdkjvfzilvm,PA,1.0,1-753-749-8892,O,Live Nation,1163096.0
OAW9400,5.0,k,M,EDMWBEGIPNMTF,,653.0,30394.0,,86.0,Evetjrnywsyn,7.0,clrcphnqhollvdgzkxwdqulvktwzgnadcouhotzdbcodyjhmccjyadeioplmnkthcluh,Prince Edward Island,,1-135-620-2410,R,Univision Communications,2521199.0
nzr9401,5.0,,M,Chfvsbnuthpjwuihipmjnvteduyqajtfkwjubkhmfvfeessehntixvarvnhogabeqy,t,342.0,,United States of America,23.0,Tmhxsgjcmh,4.0,naqsvlttnyuyidwuesydatedosfxcwnfnxn,ID,3.0,1-770-368-1144,O,Procter & Gamble,1028705.0
Jwn9402,3.0,I,U,YQXWKSVHJPJDSEMOPVFCPOBFLITKUNUQUDFESTKVETHAGPPWDJEEZBYEUIWUBRJCRQKJJL,,470.0,324312.0,United States of America,86.0,Rkacdbnd,4.0,Ujvmmmsduftahqfgqojvrnofrdrlsyykhapfcqqbtholvcnjipgzglzxvzvymesksnlcdpo,New Brunswick,3.0,1-003-170-7046,O,Enterprise GP Holdings,284279.0
Ozn9403,3.0,,U,Djmocxeqwenrrnhwvuhuqcvdhptxuuptgxfffynaxmfguybanmlgka,M,738.0,206115.0,United States of America,95.0,Dveyqtqgzw,6.0,Wiodeogsqriplnvjdtnbfadjwpoye,Alberta,0.0,1-747-573-4013,O,Great Atlantic & Pacific Tea,3982154.0
Coy9404,4.0,m,S,oojwwgn,,721.0,286350.0,United States of America,66.0,Ruewoopxmx,4.0,nyqihhhvcfprysmdmadmihwmpecjzrphvdnjrgqusexpzlghs,TX,2.0,1-651-224-0340,R,Guardian Life Ins. Co.,1358649.0
Yig9405,2.0,,S,njdtoxprjctsxbihwydhthybtjimnskiybwijkptlmgfujagoiuebiovuusxdt,,608.0,,United States of America,40.0,Uuxtc,4.0,Bhxrlypufbnehgitqsuhcaamlfsyctjtljrcwnucigksftzzkoexjdcbjtleibq,DE,1.0,1-434-139-0541,U,Berry Plastics,2950960.0
Laz9406,2.0,d,W,,M,387.0,396153.0,Canada,93.0,JNRGAXCHVW,4.0,URCVYYIJPGBDQJVVNXPMDGYTIIAHQJFJIU,MN,3.0,1-041-707-1801,O,Xerox,
Gou9407,3.0,,S,lazxabkldnvllkfvjgabduysqudrmwjkyjaqcivexokksqixs,f,,113282.0,Canada,,RHOLT,3.0,Giokxxqmvnhmsaznkxsdbymqnmxtarpziissclerbxqonawjqnsobvckzrvkduyks,MN,5.0,1-142-543-8989,O,,
Den9408,4.0,k,W,Kilgrntjdfhxg,,535.0,107612.0,United States of America,67.0,Cbjhpobwsvvm,5.0,Tnttrcvxotyiwwjaxwodqquvisgfirhfbnyknfrhmnnoollhlontqexgzoggrlhoegway,AZ,1.0,1-642-408-5459,R,NetApp,3035527.0
Jft9409,5.0,v,M,Ipepdkutbkyhwnsnbpmwrzvkuboxfgzofceqnnllzz,m,602.0,52850.0,United States of America,44.0,Zfeztlg,10.0,Wiqmtegcgqblnxywptpalhniqwlitwllxbgshbuxpmejgmnsthttbvfvqxugqnshv,AK,2.0,1-471-916-3022,O,Cliffs Natural Resources,
SBQ9410,1.0,S,U,Qmwxfhdnuvr,F,791.0,442069.0,United States of America,85.0,SRANCKDPCPC,1.0,Hbdmrwjmhz,MS,5.0,1-916-703-9205,O,AECOM Technology,2078834.0
