AgeID,NuCrCa,OwOReF,PosCo,MiInit,NuC,Ph,In,NumChi,MariSt,Ag,CreRat,Em,NeWo
Elc4663,6.0,U,85036,,3.0,1-682-232-6639,74792.0,0.0,U,54.0,361.0,Seaboard,1629124.0
Dig4664,1.0,O,20003,,0.0,1-304-436-6503,32994.0,0.0,S,,748.0,Century Aluminum,1663204.0
Bab4665,6.0,O,59103,,5.0,1-899-548-5047,16997.0,3.0,D,,475.0,Global Partners,1693312.0
tru4666,7.0,,99664,,2.0,1-082-640-0662,140590.0,5.0,M,0.0,675.0,Ruddick,3753854.0
mog4667,1.0,R,60752,,5.0,1-335-231-9271,230893.0,0.0,S,84.0,465.0,CB Richard Ellis Group,2281340.0
day4668,5.0,O,44146,J,,1-344-271-6975,259477.0,3.0,U,63.0,371.0,Wyeth,3900028.0
Pha4669,3.0,U,39532,,,1-670-561-5721,236965.0,4.0,S,88.0,444.0,Church & Dwight,2725907.0
raf4670,9.0,R,b8a 1y4,,4.0,1-165-180-3279,458489.0,1.0,D,96.0,345.0,Intel,2238450.0
FUC4671,8.0,R,95173,,0.0,1-782-665-3719,279.0,4.0,M,44.0,460.0,Brown-Forman,2912498.0
GAD4672,2.0,R,V6p 1v8,,1.0,1-535-101-1842,278538.0,3.0,M,33.0,309.0,Merck,2382865.0
nor4673,8.0,R,M5D 1Y4,,1.0,1-623-888-3567,277343.0,3.0,M,72.0,765.0,PG&E Corp.,390874.0
Cro4674,9.0,R,55402,,0.0,1-294-512-8772,174099.0,2.0,D,19.0,665.0,Perot Systems,3510499.0
tan4675,,U,V6m 1r9,S,1.0,1-920-089-5196,47284.0,1.0,M,1.0,631.0,El Paso,3493042.0
pic4676,2.0,U,94293,,1.0,1-878-706-7719,290522.0,2.0,M,78.0,774.0,Staples,168914.0
Bor4677,2.0,O,44108,,1.0,1-138-714-6674,223495.0,,M,23.0,666.0,,809087.0
ENG4678,3.0,U,72238,,0.0,1-403-365-9899,234298.0,3.0,M,39.0,616.0,Public Storage,3858293.0
Win4679,6.0,O,M7n 1c9,,0.0,1-887-789-2097,398331.0,5.0,M,59.0,493.0,Thrivent Financial,1344826.0
Men4680,4.0,O,m9e 1t6,A,2.0,1-197-153-9038,401.0,4.0,U,19.0,684.0,Advanced Micro Devices,3928512.0
Dip4681,8.0,R,37238,,1.0,1-311-570-5936,492575.0,0.0,M,29.0,846.0,KeyCorp,1403015.0
BAL4682,5.0,O,93742,X,1.0,1-988-330-8074,145020.0,0.0,W,84.0,371.0,Reliance Steel & Aluminum,350661.0
DES4683,10.0,R,99605,P,5.0,1-528-115-8753,216211.0,1.0,M,69.0,468.0,Centex,1015153.0
Chi4684,9.0,O,91157,,5.0,,476409.0,4.0,S,65.0,635.0,CenterPoint Energy,2254659.0
FAN4685,8.0,O,90091,,,1-504-808-5841,434508.0,5.0,M,45.0,369.0,Target,169014.0
mcc4686,8.0,R,99755,,1.0,1-598-913-5116,301789.0,0.0,U,95.0,508.0,Lockheed Martin,3561494.0
Esg4687,1.0,R,27622,N,0.0,1-336-591-9948,449806.0,5.0,W,17.0,793.0,AMC Entertainment,3375757.0
Bar4688,4.0,,92031,,2.0,1-112-388-1751,106969.0,0.0,M,,669.0,General Mills,2650430.0
BUR4689,10.0,O,E4b 1s7,,3.0,1-987-831-6049,368938.0,5.0,S,46.0,542.0,Dresser-Rand Group,1592816.0
Lap4690,5.0,O,T5b 1m8,W,2.0,1-534-854-7311,233234.0,4.0,U,67.0,427.0,Cisco Systems,1837496.0
Max4691,0.0,U,20002,R,3.0,1-378-495-2195,300833.0,1.0,M,61.0,841.0,Mettler-Toledo International,119434.0
Cre4692,7.0,R,V6l 1p9,,0.0,1-799-112-8036,228917.0,4.0,M,36.0,709.0,Exxon Mobil,1795811.0
pil4693,6.0,,91185,,1.0,,164116.0,5.0,M,58.0,339.0,Cliffs Natural Resources,663574.0
kop4694,10.0,O,v6d 1w2,M,5.0,1-287-838-5198,75217.0,5.0,M,78.0,807.0,Emerson Electric,1140761.0
ING4695,3.0,O,10108,,3.0,1-363-191-4742,437919.0,3.0,M,88.0,316.0,Guardian Life Ins. Co.,370111.0
MIO4696,0.0,O,v6f 1v8,U,3.0,1-855-807-6830,306533.0,4.0,S,68.0,596.0,Int. Business Machines,3243357.0
Rob4697,1.0,,93806,,3.0,1-696-200-5703,205461.0,0.0,W,88.0,646.0,Nasdaq OMX Group,2626529.0
Prz4698,2.0,R,v6i 1s9,,3.0,,180548.0,4.0,S,79.0,310.0,J.B. Hunt Transport Services,2924585.0
sar4699,,O,59112,,3.0,1-571-428-5494,210167.0,0.0,S,1.0,,Benchmark Electronics,3051787.0
bre4700,0.0,R,91312,,3.0,1-710-069-8457,406467.0,3.0,M,,780.0,Universal Forest Products,1961762.0
Hel4701,4.0,R,19109,Q,2.0,1-728-033-2391,353802.0,4.0,D,,829.0,Darden Restaurants,2483520.0
edm4702,8.0,O,93846,,1.0,1-888-221-5291,155968.0,0.0,U,76.0,392.0,American Eagle Outfitters,434783.0
Per4703,7.0,O,22209,,5.0,1-169-953-9881,184085.0,3.0,D,50.0,695.0,McDonald's,3680866.0
Tal4704,2.0,U,77167,,4.0,1-509-558-5630,431638.0,0.0,M,,427.0,Zions Bancorp.,1273612.0
Kon4705,,U,T6b 1k1,W,4.0,1-517-783-5356,120199.0,3.0,U,53.0,767.0,ArvinMeritor,43466.0
bla4706,6.0,O,46230,X,2.0,1-332-339-3802,441426.0,0.0,M,,585.0,,2349002.0
Hic4707,2.0,O,28304,,0.0,1-100-464-6725,311283.0,1.0,U,,519.0,Peter Kiewit Sons',1463957.0
ing4708,3.0,O,H5L 1P9,R,0.0,1-786-653-8879,172152.0,2.0,S,,539.0,AGL Resources,574807.0
Mcq4709,5.0,O,10133,,2.0,1-931-238-6598,161628.0,4.0,D,59.0,422.0,Enbridge Energy Partners,3995431.0
Kro4710,10.0,O,94617,M,3.0,1-063-482-5874,89526.0,5.0,U,58.0,460.0,Huntington Bancshares,2662962.0
Adi4711,6.0,O,T5D 1Y4,J,1.0,1-746-271-6299,,4.0,U,26.0,368.0,Qwest Communications,2174828.0
Sal4712,10.0,O,61112,Z,1.0,1-448-228-1555,286967.0,0.0,W,81.0,394.0,General Dynamics,2202798.0
gor4713,0.0,R,75046,,,1-261-883-1388,499458.0,1.0,M,68.0,390.0,Qualcomm,2204720.0
Bos4714,10.0,O,t5c 1r7,,4.0,1-362-596-5881,283305.0,2.0,M,65.0,,Southwestern Energy,1683738.0
cal4715,0.0,O,V6B 1U6,,4.0,1-292-853-3873,78146.0,,M,72.0,764.0,MeadWestvaco,2877060.0
Did4716,8.0,O,93800,L,0.0,1-304-982-1864,84125.0,0.0,M,29.0,304.0,Cisco Systems,3399919.0
Lie4717,3.0,O,V5b 1p6,,4.0,1-955-696-8022,420803.0,5.0,M,76.0,663.0,Comcast,3180402.0
Mcq4718,0.0,R,78779,,,1-583-805-4145,92203.0,5.0,W,19.0,308.0,BMC Software,80853.0
BRI4719,0.0,U,H5L 1R7,W,0.0,1-042-197-1268,353122.0,1.0,S,56.0,555.0,W.W. Grainger,3911207.0
dia4720,,U,T6a 1g4,,1.0,1-101-094-9944,20815.0,5.0,S,58.0,597.0,UnitedHealth Group,1851265.0
RAP4721,3.0,O,M5E 1W2,,3.0,1-234-769-9512,26665.0,3.0,D,7.0,821.0,Energy Transfer Equity,3282292.0
RIC4722,1.0,O,B1c 1w7,,5.0,1-438-678-7453,262422.0,1.0,S,12.0,507.0,Occidental Petroleum,1560734.0
Dou4723,2.0,O,48907,L,,1-339-305-1671,187594.0,3.0,M,26.0,674.0,Pantry,3542659.0
mec4724,10.0,O,10236,,5.0,1-119-642-5313,417031.0,2.0,M,94.0,653.0,National Fuel Gas,2608558.0
gla4725,1.0,O,99687,,,1-293-284-6725,372305.0,0.0,S,69.0,516.0,Beacon Roofing Supply,244929.0
Dur4726,9.0,R,94163,U,2.0,1-345-045-6251,264635.0,0.0,U,25.0,769.0,PepsiAmericas,2102294.0
WHA4727,5.0,O,90145,,4.0,1-674-105-7625,333225.0,0.0,U,51.0,825.0,PerkinElmer,582135.0
Qaq4728,5.0,O,oartzgnma,c,5.0,1-473-591-0607,359751.0,2.0,M,45.0,371.0,PPG Industries,3330147.0
Kog4729,5.0,R,Xvxca,A,1.0,1-596-835-4182,123301.0,4.0,U,42.0,524.0,Travelers Cos.,857365.0
XNP4730,10.0,O,Sbbhkowpnpa,,4.0,1-346-911-3391,123424.0,0.0,M,26.0,728.0,Pentair,1470636.0
Gtd4731,3.0,O,Ppqubfeuww,,2.0,1-863-337-8643,499739.0,2.0,S,69.0,351.0,Southern,2010885.0
PTB4732,5.0,R,xmlnuqb,,5.0,1-965-360-8827,140857.0,1.0,,9.0,467.0,Celgene,1220348.0
BBK4733,5.0,O,HBESVDT,C,5.0,1-260-801-4912,327231.0,4.0,U,17.0,833.0,Arch Coal,3688332.0
Tth4734,1.0,R,tucejqcf,Q,5.0,1-353-844-6825,289849.0,0.0,W,60.0,483.0,Becton Dickinson,2878257.0
Olf4735,,O,eepkjls,,0.0,1-572-975-3479,333759.0,1.0,M,60.0,478.0,,2549473.0
Rjv4736,6.0,O,TEFRQKN,,3.0,1-444-440-9209,498765.0,4.0,M,97.0,767.0,Constellation Energy,433506.0
her4737,8.0,O,PWXIE,,1.0,1-620-258-7019,421913.0,1.0,W,15.0,482.0,Marsh & McLennan,1847526.0
QWM4738,6.0,U,,,5.0,1-964-550-6411,151041.0,3.0,S,36.0,319.0,General Growth Properties,565304.0
XLN4739,4.0,O,Rmpsfwcig,M,2.0,1-477-101-1361,344390.0,3.0,S,20.0,400.0,Dana Holding,2607514.0
VRH4740,,O,njwijgs,J,,1-079-368-7798,2734.0,5.0,U,48.0,615.0,SunTrust Banks,1982496.0
WGZ4741,2.0,O,Ywulf,W,0.0,1-900-974-9726,468185.0,,U,43.0,581.0,NuStar Energy,3762913.0
MTO4742,8.0,,SXZMCLCHJ,B,1.0,1-284-586-0379,463648.0,4.0,U,99.0,799.0,Valero Energy,2408355.0
Bci4743,10.0,R,Xgtpwzpafboa,y,1.0,,43975.0,1.0,,66.0,768.0,Targa Resources,1606307.0
mpe4744,3.0,,cvkcxvisqh,,,1-307-965-9866,468162.0,4.0,S,94.0,773.0,American Electric Power,3354250.0
Xbq4745,3.0,O,Gtjvcdqqtp,,1.0,1-440-318-5480,395739.0,3.0,,33.0,638.0,Carlisle,3382716.0
Bqe4746,3.0,O,,,1.0,1-125-551-4429,412467.0,2.0,M,41.0,517.0,E*Trade Financial,1902346.0
jif4747,3.0,R,Ionbt,j,5.0,1-926-860-0190,,1.0,W,64.0,721.0,Progressive,2194210.0
SKI4748,5.0,O,kmfhiotzok,b,2.0,1-232-388-6615,199405.0,0.0,U,93.0,301.0,Solo Cup,32639.0
Qda4749,8.0,O,ABEOU,,1.0,1-432-247-1265,232095.0,2.0,M,31.0,557.0,Interactive Brokers Group,2440934.0
rlm4750,3.0,O,,,4.0,1-034-028-4714,419954.0,2.0,,84.0,345.0,Buildings Materials Corp.,3643159.0
czc4751,8.0,O,KJDWIQHWUO,,,1-432-095-5406,199018.0,0.0,U,51.0,651.0,,1342979.0
GGV4752,0.0,R,Lmlagmua,U,5.0,1-277-314-7505,359494.0,3.0,S,11.0,324.0,Rock-Tenn,2652575.0
xzv4753,1.0,,DHWUDQMFEDTT,s,5.0,1-339-579-3351,222207.0,0.0,S,5.0,369.0,Spherion,2649494.0
Vkq4754,6.0,U,Kwcdev,,,1-813-737-7193,384766.0,2.0,S,25.0,425.0,Alliant Energy,3544328.0
Hzr4755,8.0,U,cpteevoqr,n,1.0,1-003-808-7989,229674.0,0.0,M,13.0,795.0,Itron,2133746.0
Uho4756,5.0,O,BWWIPXSRL,,3.0,1-788-493-3915,168959.0,1.0,U,40.0,800.0,E*Trade Financial,2654803.0
Slm4757,0.0,O,VLYFLPCQPBE,,3.0,1-198-334-5765,120986.0,4.0,M,2.0,505.0,PSS World Medical,2575833.0
Vyq4758,2.0,O,gavqomgrfhmx,Z,2.0,1-636-925-2740,207701.0,3.0,W,30.0,617.0,Hewlett-Packard,3945014.0
IIA4759,9.0,R,CQBJEEKNJBRJ,V,1.0,1-905-152-0339,247224.0,1.0,U,96.0,791.0,Metals USA Holdings,2908095.0
HBF4760,6.0,O,DJLMJABTSH,c,0.0,1-025-416-9548,189582.0,1.0,M,54.0,672.0,Vornado Realty Trust,1774340.0
DLG4761,6.0,O,VFVDVQGOEH,,3.0,1-852-761-4971,217090.0,0.0,,13.0,723.0,Fleetwood Enterprises,1326183.0
jih4762,2.0,O,moyhcl,t,4.0,1-881-383-4147,394758.0,3.0,U,71.0,430.0,Starwood Hotels & Resorts,274845.0
evt4763,3.0,O,hlcchp,b,1.0,1-314-963-8357,290045.0,5.0,D,35.0,357.0,Comcast,911040.0
Qbq4764,7.0,O,Qarelhd,,3.0,1-095-557-5367,214129.0,4.0,S,53.0,721.0,Arrow Electronics,645586.0
tun4765,6.0,R,Qsqxxxo,k,1.0,1-235-166-6388,51424.0,2.0,M,51.0,711.0,Hospira,3669863.0
AQO4766,1.0,R,Adkkq,D,0.0,1-842-023-3239,352104.0,,S,31.0,568.0,State Farm Insurance Cos.,2972333.0
NBE4767,4.0,R,secbio,,4.0,1-863-751-1461,322999.0,0.0,D,100.0,785.0,Mirant,2324898.0
Wkt4768,3.0,O,Ecpiidayjhw,A,,1-960-017-7001,421001.0,1.0,D,82.0,789.0,Waste Management,3485641.0
RQW4769,2.0,O,Kdtskjlrp,r,0.0,1-879-079-4687,90016.0,1.0,U,28.0,323.0,OGE Energy,2686282.0
Gac4770,6.0,,Ivqipfsngolg,,5.0,1-251-194-3546,382751.0,2.0,W,36.0,810.0,Valero Energy,627980.0
wnn4771,7.0,O,Iexkcu,,,1-297-731-0806,52098.0,3.0,M,34.0,507.0,Northern Trust Corp.,
Mxu4772,7.0,O,Hfdpscj,,3.0,1-962-096-9446,54611.0,5.0,S,100.0,470.0,Cablevision Systems,2197047.0
Ytn4773,10.0,O,lmpwapz,N,4.0,1-017-224-5280,296427.0,1.0,,18.0,321.0,Universal,1460876.0
OHQ4774,3.0,R,ugbeatr,,2.0,1-929-493-2177,14911.0,0.0,S,,313.0,Amazon.com,2865365.0
Wjy4775,1.0,O,tzcijbfirlbs,,1.0,1-877-120-6900,201428.0,3.0,U,74.0,561.0,Rite Aid,516628.0
Ske4776,5.0,U,qryykulyaym,,4.0,1-374-043-5434,144435.0,1.0,,17.0,476.0,Thor Industries,1116008.0
vqj4777,0.0,O,Fulkt,V,2.0,1-075-008-9722,90628.0,1.0,M,92.0,752.0,Newmont Mining,197084.0
clu4778,1.0,U,Obdlslz,,1.0,1-530-986-6567,77842.0,5.0,M,83.0,633.0,Holly,1545300.0
Kar4779,8.0,R,Ujlruc,,1.0,1-152-266-8393,449874.0,1.0,M,79.0,843.0,Sun Microsystems,3490296.0
CFH4780,6.0,O,ovrid,,3.0,,200169.0,4.0,U,2.0,413.0,A. Schulman,1275415.0
wsk4781,0.0,O,zpuljfoedbgv,,1.0,1-725-743-8408,359586.0,2.0,M,91.0,524.0,Hasbro,2993866.0
QFZ4782,9.0,U,GJVGFYXN,,4.0,1-326-915-4135,486414.0,1.0,M,71.0,849.0,Coach,2922236.0
Vjs4783,2.0,O,JHBKNAX,,5.0,1-780-720-2815,83630.0,3.0,W,40.0,787.0,Lennar,82518.0
Mrz4784,3.0,O,Jbbdhjdgp,,0.0,1-972-786-1950,195656.0,,S,,623.0,General Growth Properties,2467957.0
TVB4785,1.0,R,Gfmovyqov,,0.0,1-346-704-5546,108454.0,0.0,S,54.0,691.0,Furniture Brands International,2650848.0
Gfq4786,7.0,O,,I,0.0,1-670-016-0457,113893.0,3.0,M,59.0,492.0,Altria Group,384820.0
Rqe4787,5.0,O,mepnfcmpwzf,Z,2.0,1-573-569-4369,487953.0,2.0,U,84.0,775.0,Jacobs Engineering Group,3080655.0
byf4788,9.0,O,jbiqnbk,x,4.0,1-624-320-7212,391268.0,0.0,S,33.0,340.0,Dr Pepper Snapple Group,612805.0
xgo4789,8.0,R,Jyhvtmmbeis,W,3.0,1-596-035-1942,82973.0,3.0,M,62.0,655.0,LandAmerica Financial Group,1638444.0
bkz4790,3.0,O,Yhsng,,1.0,1-651-361-6666,71271.0,2.0,U,15.0,487.0,Snap-On,1610350.0
Ogw4791,4.0,O,Knulty,C,2.0,1-401-158-5090,342675.0,3.0,W,29.0,410.0,Coventry Health Care,885111.0
wig4792,8.0,R,kyofrdfqhgpl,u,2.0,1-635-678-2527,127065.0,0.0,,65.0,,Scotts Miracle-Gro,852296.0
Yae4793,7.0,O,Oacomnb,,4.0,1-811-784-4932,399944.0,0.0,S,32.0,433.0,Hewlett-Packard,376976.0
WCE4794,6.0,O,DVPWDLXBLJ,,4.0,1-440-442-0036,21634.0,4.0,M,54.0,594.0,"Toys ""R"" Us",805551.0
Bvq4795,,O,,,0.0,1-205-062-8105,9161.0,0.0,U,4.0,803.0,Northwestern Mutual,1764697.0
Zxh4796,1.0,R,Xwfslgwclck,,0.0,1-831-719-4038,272454.0,3.0,M,47.0,306.0,Rockwell Collins,3672390.0
VZO4797,10.0,O,CRETZICPVF,L,,1-651-305-9683,374669.0,2.0,D,0.0,773.0,,2418068.0
Txl4798,4.0,O,FNASNC,,2.0,,25089.0,1.0,S,0.0,704.0,SLM,3480110.0
Khs4799,0.0,O,Jaafymc,,4.0,1-677-144-9839,229377.0,3.0,M,14.0,716.0,DuPont,3938170.0
Jta4800,6.0,,Pyaxbuv,,0.0,1-440-592-8791,454349.0,1.0,U,38.0,622.0,CarMax,1150640.0
njj4801,2.0,O,oqztcucmr,,4.0,1-032-839-8552,266286.0,,M,62.0,550.0,Universal,3418179.0
Daf4802,9.0,O,UWOLB,,1.0,,483741.0,1.0,W,36.0,484.0,Interactive Brokers Group,3221158.0
YOO4803,10.0,R,Sqndgmeqjerm,,0.0,1-132-311-6001,11848.0,3.0,M,75.0,813.0,Advanced Micro Devices,3587810.0
Oey4804,4.0,R,,P,0.0,1-396-574-0224,2569.0,3.0,W,9.0,475.0,Praxair,3359871.0
Tmw4805,4.0,U,Bisndou,s,0.0,1-935-062-3344,29800.0,4.0,U,59.0,825.0,Live Nation,1667416.0
Iul4806,0.0,O,Honwsn,s,5.0,1-559-669-7112,286737.0,4.0,S,69.0,627.0,Armstrong World Industries,2992254.0
CTR4807,8.0,R,Ylwmmwen,,4.0,1-693-496-5815,27122.0,1.0,M,8.0,513.0,Corning,1515331.0
PWR4808,3.0,O,Jfmkrigj,,1.0,1-441-497-8044,371913.0,2.0,W,77.0,548.0,Great Plains Energy,868111.0
Qiw4809,10.0,O,Tflroe,M,4.0,1-485-363-7738,135209.0,4.0,U,72.0,848.0,Wesco International,2405392.0
UHP4810,3.0,O,Xxjynujsphp,,1.0,1-568-003-2705,394446.0,2.0,M,100.0,370.0,Visa,1924624.0
SNR4811,5.0,O,TQTFBFPWSK,v,2.0,1-177-367-2581,,5.0,U,67.0,708.0,Regions Financial,3152814.0
Moo4812,6.0,O,ptiqz,,1.0,1-403-765-5342,180949.0,3.0,U,10.0,492.0,TIAA-CREF,997236.0
RLF4813,2.0,O,XKEEXA,,4.0,1-558-936-1264,190874.0,0.0,M,9.0,326.0,Jack in the Box,3732960.0
qmi4814,4.0,R,Mlhydhntfidz,,1.0,1-557-327-7255,436740.0,0.0,U,95.0,501.0,Domtar,2344812.0
uqe4815,6.0,O,exxdx,,4.0,1-110-905-2882,362114.0,3.0,M,70.0,486.0,CH2M Hill,3516594.0
ZVD4816,1.0,U,Iaquqykvxqv,b,5.0,1-175-821-9950,402232.0,4.0,U,52.0,594.0,Alliant Energy,3494834.0
Ynx4817,5.0,R,xkxzejsjlbnp,O,5.0,,429876.0,5.0,S,,305.0,CVR Energy,2770321.0
Pde4818,5.0,O,crrupf,,3.0,1-866-397-9175,111220.0,5.0,M,75.0,430.0,NSTAR,932806.0
rcp4819,3.0,O,PCTKBIXSCZGS,J,2.0,1-559-913-1105,169057.0,1.0,M,50.0,763.0,Advanced Micro Devices,927256.0
ULS4820,1.0,O,Uioxkwyhv,C,4.0,1-441-323-6288,393825.0,3.0,M,20.0,662.0,Toll Brothers,2310099.0
cbd4821,3.0,O,VRQWULDIYY,f,4.0,1-505-391-8531,57749.0,0.0,M,49.0,398.0,BB&T Corp.,2774074.0
Xzv4822,1.0,O,NXROATGDL,K,3.0,1-080-405-4757,232012.0,3.0,M,10.0,386.0,Cintas,2092233.0
XBW4823,5.0,,Pdyhyg,,3.0,1-777-434-9212,425790.0,1.0,M,52.0,318.0,Nash-Finch,346071.0
Dyy4824,10.0,O,DEULD,,1.0,1-993-441-0146,,4.0,M,22.0,405.0,Avon Products,
Thp4825,9.0,O,GPQSCP,j,4.0,1-943-355-2657,215133.0,4.0,S,21.0,652.0,Levi Strauss,3460310.0
Uyh4826,4.0,O,ZIHRFNB,u,4.0,1-864-196-8276,232837.0,4.0,M,90.0,741.0,PepsiAmericas,1329267.0
Gre4827,3.0,O,FDLKFAOLQM,a,1.0,,496597.0,2.0,M,50.0,,Sanderson Farms,3352603.0
YEN4828,6.0,O,Lmayphgp,P,4.0,1-132-183-9870,379704.0,1.0,S,31.0,384.0,Northeast Utilities,294933.0
SNX4829,1.0,O,nuoyywvhnvyl,,1.0,1-582-428-9947,122419.0,3.0,D,43.0,502.0,Pall,1529409.0
Jxr4830,3.0,O,UOPHCGXQV,,4.0,1-812-059-2753,210722.0,1.0,M,5.0,646.0,Great Atlantic & Pacific Tea,2696031.0
Opt4831,9.0,U,ytrwdpwsfonj,,2.0,1-133-094-1679,156892.0,3.0,S,38.0,405.0,AECOM Technology,584058.0
WSM4832,4.0,O,Hiyulwdpn,,2.0,1-163-776-2867,369766.0,4.0,,80.0,799.0,Gap,493802.0
fev4833,1.0,O,lrnurxnyb,,4.0,1-539-905-2266,,4.0,M,72.0,728.0,Aramark,1224532.0
Kez4834,,O,LGIPYZJJ,I,4.0,1-826-280-3864,44993.0,,M,55.0,692.0,CME Group,1498851.0
sjb4835,4.0,U,wixwe,C,0.0,1-434-556-8699,255656.0,2.0,D,3.0,466.0,El Paso,2592881.0
Wjq4836,1.0,O,APINQGAVSIDA,R,5.0,1-024-206-7647,197780.0,5.0,S,88.0,778.0,Cenveo,3101715.0
Spy4837,10.0,O,kxgthcv,M,5.0,1-972-011-3112,7926.0,2.0,W,28.0,367.0,Xcel Energy,1660061.0
KLU4838,6.0,O,Vfvluonxss,,4.0,1-901-209-0136,63346.0,2.0,M,39.0,355.0,AmerisourceBergen,3206058.0
JLC4839,7.0,O,WNBLRZJS,P,0.0,1-632-473-5091,205549.0,3.0,M,26.0,594.0,Covance,351180.0
bob4840,3.0,R,Adbootc,v,1.0,1-518-504-1245,397573.0,1.0,M,49.0,393.0,Domtar,
qpk4841,4.0,R,QMEAWEIWMX,D,3.0,1-571-069-3231,193160.0,3.0,U,56.0,841.0,,334502.0
FPH4842,10.0,O,ijjfceual,M,5.0,1-101-242-7918,94612.0,0.0,D,71.0,636.0,Curtiss-Wright,2765420.0
YLB4843,4.0,O,OOWAQBWZPDQJ,b,1.0,1-972-004-0775,90708.0,,S,35.0,552.0,,3794609.0
PFW4844,,R,QEWEBOAJI,N,0.0,1-350-554-0846,318089.0,4.0,M,45.0,331.0,Armstrong World Industries,3386054.0
Sqm4845,2.0,,Kvsmklnuh,U,0.0,1-469-389-9711,241258.0,4.0,M,27.0,361.0,,3164202.0
lza4846,3.0,U,jlmgyv,,3.0,1-790-773-9780,480298.0,0.0,D,97.0,733.0,Progress Energy,2620980.0
wli4847,4.0,O,FEGSJAM,,2.0,1-330-990-9400,370779.0,1.0,U,93.0,702.0,Pentair,28504.0
cbt4848,3.0,U,Eqjbcdkitsvt,,4.0,1-483-422-3802,402070.0,0.0,M,34.0,,Pulte Homes,185950.0
Lpm4849,,O,rwdqldk,,4.0,1-816-449-2636,150738.0,3.0,M,14.0,826.0,NetApp,727235.0
Ddx4850,,O,rcpqcbqt,t,1.0,,107338.0,0.0,M,6.0,377.0,Crown Holdings,3887256.0
Vtf4851,5.0,O,Qtmgawkscga,M,4.0,1-655-231-3494,176783.0,3.0,D,91.0,665.0,AMR,772871.0
rgd4852,3.0,O,Xqndkn,l,0.0,1-580-013-7041,243255.0,0.0,M,53.0,654.0,Tellabs,1760826.0
Aea4853,3.0,O,upcdvlyil,,4.0,1-352-532-5720,10765.0,1.0,S,96.0,441.0,General Electric,3027653.0
avi4854,10.0,O,Wefiv,P,4.0,1-147-887-5098,366112.0,3.0,S,59.0,410.0,Johnson & Johnson,
Wlt4855,10.0,R,FEYETKQ,,0.0,1-168-889-3023,316867.0,5.0,S,48.0,493.0,Universal Health Services,2584036.0
ZUL4856,7.0,O,,,2.0,1-344-461-9794,14902.0,3.0,U,76.0,314.0,Eastman Chemical,3299678.0
Ssv4857,2.0,O,SSQALM,X,1.0,1-771-566-5145,187225.0,1.0,U,49.0,582.0,ConAgra Foods,
Wlc4858,8.0,O,Mvrsbpg,,4.0,1-141-882-2864,132301.0,,D,27.0,527.0,,2780977.0
Rmn4859,3.0,,Cgspgokphu,,2.0,1-657-436-3994,201771.0,0.0,W,29.0,340.0,Colgate-Palmolive,
jwo4860,5.0,O,Ynvfzkehm,,5.0,1-119-847-8201,441219.0,1.0,M,37.0,,Capital One Financial,322980.0
SOO4861,3.0,R,Uiybfbsv,,5.0,1-226-849-5155,347281.0,,W,15.0,371.0,Gardner Denver,3909658.0
Bbd4862,10.0,O,Cyegsmcykfob,,3.0,1-748-394-9426,164650.0,5.0,M,39.0,336.0,Olin,2242017.0
UPN4863,9.0,U,hqydkohwi,,3.0,1-826-747-0826,463598.0,4.0,U,87.0,497.0,Legg Mason,2511572.0
QZG4864,4.0,R,Zhchuilpavbn,,0.0,1-226-426-1345,,3.0,U,94.0,388.0,Lincoln Electric Holdings,1448379.0
XML4865,7.0,O,Qvpzb,P,0.0,1-321-212-7211,177252.0,2.0,M,28.0,424.0,Health Management Associates,1565089.0
Skl4866,6.0,O,SPXSD,,,1-309-432-6136,317053.0,4.0,D,2.0,,Air Products & Chemicals,305250.0
GML4867,1.0,O,FEYUG,,5.0,1-195-832-3059,444680.0,4.0,W,3.0,460.0,Frontier Oil,905759.0
qdh4868,,O,ilgtk,,,1-031-377-8561,346809.0,5.0,D,98.0,840.0,Amazon.com,104456.0
Iim4869,10.0,O,Rqrdlwcfwt,C,1.0,1-547-769-9983,121625.0,1.0,W,62.0,469.0,Pactiv,2554408.0
Stv4870,7.0,O,vtbjmhoy,,1.0,1-111-135-6278,46672.0,5.0,M,0.0,676.0,Winn-Dixie Stores,1813631.0
Ahn4871,4.0,O,HEDCKYWXCC,w,5.0,1-807-329-3379,130431.0,3.0,W,59.0,661.0,Church & Dwight,2676633.0
ocs4872,,R,Epsrmamg,z,5.0,1-832-876-4671,41644.0,4.0,W,63.0,392.0,Polo Ralph Lauren,1677676.0
LDJ4873,8.0,O,NCOGAESHMQ,,2.0,1-502-945-0756,305460.0,2.0,W,57.0,625.0,Group 1 Automotive,2669684.0
GWR4874,,O,Gjvrrlfwink,Q,5.0,1-078-686-3515,357985.0,1.0,S,,738.0,Stryker,
WFQ4875,4.0,R,YBJSVOP,,1.0,1-742-006-0857,86492.0,0.0,M,40.0,688.0,Public Storage,281621.0
Pau4876,6.0,O,bqcfte,,0.0,1-003-016-6977,182508.0,1.0,S,98.0,462.0,State Street Corp.,757696.0
Otg4877,0.0,O,Tndpk,E,5.0,1-981-383-8479,4014.0,1.0,W,60.0,626.0,ProLogis,900862.0
