address,country,address_id,district,postal_code,city,address2,phone,country_id,city_id
1279 Udine Parkway,Nigeria,289,Edo & Delta,75860.0,Benin City,,195003555232.0,69,69
1336 Benin City Drive,Japan,290,Shiga,46044.0,Otsu,,341242939532.0,50,386
1155 Liaocheng Place,Nigeria,291,Oyo & Osun,22650.0,Effon-Alaiye,,558236142492.0,69,152
1993 Tabuk Lane,India,292,Tamil Nadu,64221.0,Tambaram,,648482415405.0,44,522
86 Higashiosaka Lane,Mexico,293,Guanajuato,33768.0,Valle de Santiago,,957128697225.0,60,563
1912 Allende Manor,Hong Kong,294,Kowloon and New Kowl,58124.0,Kowloon and New Kowloon,,172262454487.0,42,279
544 Tarsus Boulevard,Venezuela,295,Gurico,53145.0,Valle de la Pascua,,892523334.0,104,562
1936 Cuman Avenue,United States,296,Virginia,61195.0,Roanoke,,976798660411.0,103,433
1192 Tongliao Street,United Arab Emirates,297,Sharja,19065.0,Sharja,,350970907017.0,101,470
44 Najafabad Way,Spain,298,Baskimaa,61391.0,Donostia-San Sebastin,,96604821070.0,87,146
32 Pudukkottai Lane,United States,299,Ohio,38834.0,Dayton,,967274728547.0,103,140
661 Chisinau Lane,Russian Federation,300,Pietari,8856.0,Kolpino,,816436065431.0,80,274
951 Stara Zagora Manor,India,301,Punjab,98573.0,Patiala,,429925609431.0,44,400
922 Vila Velha Loop,India,302,Maharashtra,4085.0,Ahmadnagar,,510737228015.0,44,9
898 Jining Lane,Finland,303,Pohjois-Pohjanmaa,40070.0,Oulu,,161643343536.0,33,387
1635 Kuwana Boulevard,Japan,304,Hiroshima,52137.0,Hiroshima,,710603868323.0,50,205
41 El Alto Parkway,India,305,Maharashtra,56883.0,Parbhani,,51917807050.0,44,398
1883 Maikop Lane,Russian Federation,306,Kaliningrad,68469.0,Kaliningrad,,96110042435.0,80,254
1908 Gaziantep Place,China,307,Liaoning,58979.0,Tiefa,,108053751300.0,23,536
687 Alessandria Parkway,Yemen,308,Sanaa,57587.0,Sanaa,,407218522294.0,107,455
827 Yuncheng Drive,Peru,309,Callao,79047.0,Callao,,504434452842.0,74,99
913 Coacalco de Berriozbal Loop,United States,310,Texas,42141.0,Arlington,,262088367001.0,103,33
715 So Bernardo do Campo Lane,Malaysia,311,Kedah,84804.0,Sungai Petani,,181179321332.0,59,507
1354 Siegen Street,Brazil,312,Rio de Janeiro,80184.0,Angra dos Reis,,573441801529.0,15,25
1191 Sungai Petani Boulevard,United States,313,Missouri,9668.0,Kansas City,,983259819766.0,103,262
1224 Huejutla de Reyes Boulevard,Italy,314,Lombardia,70923.0,Brescia,,806016930576.0,49,91
543 Bergamo Avenue,Brazil,315,Minas Gerais,59686.0,Ibirit,,103602195112.0,15,215
746 Joliet Lane,Russian Federation,316,Kursk,94878.0,Kursk,,688485191923.0,80,286
780 Kimberley Way,Saudi Arabia,317,Tabuk,17032.0,Tabuk,,824396883951.0,82,515
1774 Yaound Place,China,318,Hubei,91400.0,Ezhou,,613124286867.0,23,166
1957 Yantai Lane,Brazil,319,So Paulo,59255.0,Sorocaba,,704948322302.0,15,490
1542 Lubumbashi Boulevard,Israel,320,Tel Aviv,62472.0,Bat Yam,,508800331065.0,48,57
651 Pathankot Loop,India,321,Maharashtra,59811.0,Miraj,,139378397418.0,44,336
1359 Zhoushan Parkway,Faroe Islands,322,Streymoyar,29763.0,Trshavn,,46568045367.0,32,545
1769 Iwaki Lane,Poland,323,Kujawsko-Pomorskie,25787.0,Bydgoszcz,,556100547674.0,76,97
1145 Vilnius Manor,Mexico,324,Mxico,73170.0,San Felipe del Progreso,,674805712553.0,60,451
1892 Nabereznyje Telny Lane,American Samoa,325,Tutuila,28396.0,Tafuna,,478229987054.0,3,516
470 Boksburg Street,Nepal,326,Central,97960.0,Birgunj,,908029859266.0,66,81
1427 A Corua (La Corua) Place,Argentina,327,Buenos Aires,85799.0,Baha Blanca,,972574862516.0,6,45
479 San Felipe del Progreso Avenue,Mexico,328,Morelos,54949.0,Cuautla,,869051782691.0,60,130
867 Benin City Avenue,China,329,Henan,78543.0,Yuzhou,,168884817145.0,23,591
981 Kumbakonam Place,Brazil,330,Distrito Federal,87611.0,Braslia,,829116184079.0,15,89
1016 Iwakuni Street,Saint Vincent and the Grenadines,331,St George,49833.0,Kingstown,,961370847344.0,81,269
663 Baha Blanca Parkway,Turkey,332,Adana,33463.0,Adana,,834418779292.0,97,5
1860 Taguig Loop,Indonesia,333,West Java,59550.0,Ciparay,,38158430589.0,45,119
1816 Bydgoszcz Loop,Bangladesh,334,Dhaka,64308.0,Jamalpur,,965273813662.0,12,234
587 Benguela Manor,United States,335,Illinois,91590.0,Aurora,,165450987037.0,103,42
430 Kumbakonam Drive,Argentina,336,Santa F,28814.0,Santa F,,105470691550.0,6,457
1838 Tabriz Lane,Bangladesh,337,Dhaka,1195.0,Dhaka,,38988715447.0,12,143
431 Szkesfehrvr Avenue,Azerbaijan,338,Baki,57828.0,Baku,,119501405123.0,10,48
503 Sogamoso Loop,Azerbaijan,339,Sumqayit,49812.0,Sumqayit,,834626715837.0,10,505
507 Smolensk Loop,Tunisia,340,Sousse,22971.0,Sousse,,80303246192.0,96,492
1920 Weifang Avenue,India,341,Uttar Pradesh,15643.0,Rampur,,869507847714.0,44,427
124 al-Manama Way,Japan,342,Hiroshima,52368.0,Onomichi,,647899404952.0,50,382
1443 Mardan Street,South Africa,343,Western Cape,31483.0,Paarl,,231383037471.0,85,392
1909 Benguela Lane,China,344,Henan,19913.0,Xinxiang,,624138001031.0,23,581
68 Ponce Parkway,Vietnam,345,Hanoi,85926.0,Hanoi,,870635127812.0,105,201
1217 Konotop Avenue,Netherlands,346,Gelderland,504.0,Ede,,718917251754.0,67,151
1293 Nam Dinh Way,Brazil,347,Roraima,71583.0,Boa Vista,,697656479977.0,15,84
785 Vaduz Street,Mexico,348,Baja California,36170.0,Mexicali,,895616862749.0,60,335
1516 Escobar Drive,Tonga,349,Tongatapu,46069.0,Nukualofa,,64536069371.0,95,370
1628 Nagareyama Lane,Paraguay,350,Central,60079.0,San Lorenzo,,20064292617.0,73,453
1157 Nyeri Loop,Russian Federation,351,Adygea,56380.0,Maikop,,262744791493.0,80,320
1673 Tangail Drive,Latvia,352,Daugavpils,26857.0,Daugavpils,,627924259271.0,54,137
381 Kabul Way,Taiwan,353,Taipei,87272.0,Hsichuh,,55477302294.0,92,209
953 Hodeida Street,Philippines,354,Southern Tagalog,18841.0,Imus,,53912826864.0,75,221
469 Nakhon Sawan Street,Russian Federation,355,Tuvassia,58866.0,Teboksary,,689199636560.0,80,531
1378 Beira Loop,Russian Federation,356,Krasnojarsk,40792.0,Zeleznogorsk,,840957664136.0,80,597
1641 Changhwa Place,Cameroon,357,Nord-Ouest,37636.0,Bamenda,,256546485220.0,19,52
1698 Southport Loop,Mexico,358,Hidalgo,49009.0,Pachuca de Soto,,754358349853.0,60,393
519 Nyeri Manor,Brazil,359,So Paulo,37650.0,Santo Andr,,764680915323.0,15,461
619 Hunuco Avenue,Japan,360,Shimane,81508.0,Matsue,,142596392389.0,50,331
45 Aparecida de Goinia Place,India,361,Madhya Pradesh,7431.0,Satna,,650496654258.0,44,464
482 Kowloon and New Kowloon Manor,Slovakia,362,Bratislava,97056.0,Bratislava,,738968474939.0,84,90
604 Bern Place,India,363,Jharkhand,5373.0,Ranchi,,620719383725.0,44,429
1623 Kingstown Drive,Argentina,364,Buenos Aires,91299.0,Almirante Brown,,296394569728.0,6,20
1009 Zanzibar Lane,Puerto Rico,365,Arecibo,64875.0,Arecibo,,102396298916.0,77,32
114 Jalib al-Shuyukh Manor,Cameroon,366,Centre,60440.0,Yaound,,845378657301.0,19,585
1163 London Parkway,Brazil,367,Par,6066.0,Belm,,675120358494.0,15,66
1658 Jastrzebie-Zdrj Loop,Kenya,368,Central,96584.0,Nyeri,,568367775448.0,52,372
817 Laredo Avenue,Mexico,369,Jalisco,77449.0,Guadalajara,,151249681135.0,60,188
1565 Tangail Manor,Japan,370,Okinawa,45750.0,Okinawa,,634445428822.0,50,377
1912 Emeishan Drive,Turkey,371,Balikesir,33050.0,Balikesir,,99883471275.0,97,50
230 Urawa Drive,India,372,Andhra Pradesh,2738.0,Adoni,,166898395731.0,44,8
1922 Miraj Way,Iran,373,Esfahan,13203.0,Najafabad,,320471479776.0,46,356
433 Florencia Street,Mexico,374,Chihuahua,91330.0,Jurez,,561729882725.0,60,250
1049 Matamoros Parkway,India,375,Karnataka,69640.0,Gulbarga,,960505250340.0,44,191
1061 Ede Avenue,Philippines,376,Southern Tagalog,57810.0,Cabuyao,,333390595558.0,75,98
154 Oshawa Manor,Indonesia,377,East Java,72771.0,Probolinggo,,440365973660.0,45,415
1191 Tandil Drive,Philippines,378,Southern Tagalog,6362.0,Tanauan,,45554316010.0,75,523
1133 Rizhao Avenue,Brazil,379,Pernambuco,2800.0,Vitria de Santo Anto,,600264533987.0,15,572
1519 Santiago de los Caballeros Loop,"Congo, The Democratic Republic of the",380,East Kasai,22025.0,Mwene-Ditu,,409315295763.0,25,348
1618 Olomouc Manor,Russian Federation,381,Kurgan,26385.0,Kurgan,,96846695220.0,80,285
220 Hidalgo Drive,Iran,382,Kermanshah,45298.0,Kermanshah,,342720754566.0,46,265
686 Donostia-San Sebastin Lane,China,383,Guangdong,97390.0,Shenzhen,,71857599858.0,23,471
97 Mogiljov Lane,India,384,Gujarat,89294.0,Bhavnagar,,924815207181.0,44,73
1642 Charlotte Amalie Drive,Poland,385,Slaskie,75442.0,Tychy,,821476736117.0,76,549
1368 Maracabo Boulevard,Anguilla,386,,32716.0,South Hill,,934352415130.0,5,493
401 Sucre Boulevard,United States,387,New Hampshire,25007.0,Manchester,,486395999608.0,103,322
368 Hunuco Boulevard,Angola,388,Namibe,17165.0,Namibe,,106439158941.0,4,360
500 Lincoln Parkway,China,389,Jiangsu,95509.0,Huaian,,550306965159.0,23,210
102 Chapra Drive,Japan,390,Ibaragi,14073.0,Tama,,776031833752.0,50,521
1793 Meixian Place,Ukraine,391,Hmelnytskyi,33535.0,Kamjanets-Podilskyi,,619966287415.0,100,258
514 Ife Way,"Congo, The Democratic Republic of the",392,Shaba,69973.0,Lubumbashi,,900235712074.0,25,315
717 Changzhou Lane,Philippines,393,Southern Tagalog,21615.0,Cavite,,426255288071.0,75,104
753 Ilorin Avenue,China,394,Sichuan,3656.0,Emeishan,,464511145118.0,23,157
1337 Mit Ghamr Avenue,Thailand,395,Nakhon Sawan,29810.0,Nakhon Sawan,,175283210378.0,94,358
767 Pyongyang Drive,Japan,396,Osaka,83536.0,Izumisano,,667736124769.0,50,229
614 Pak Kret Street,Ethiopia,397,Addis Abeba,27796.0,Addis Abeba,,47808359842.0,31,6
954 Lapu-Lapu Way,Russian Federation,398,Moskova,8816.0,Korolev,,737229003916.0,80,278
331 Bydgoszcz Parkway,Spain,399,Asturia,966.0,Gijn,,537374465982.0,87,181
1152 Citrus Heights Manor,Sudan,400,al-Qadarif,5239.0,al-Qadarif,,765957414528.0,89,15
168 Cianjur Manor,Japan,401,Saitama,73824.0,Iwatsuki,,679095087143.0,50,228
616 Hagonoy Avenue,Russian Federation,402,Krasnojarsk,46043.0,Atinsk,,604177838256.0,80,39
1190 0 Place,Brazil,403,Rio Grande do Sul,10417.0,Bag,,841876514789.0,15,44
734 Bchar Place,Pakistan,404,Punjab,30586.0,Okara,,280578750435.0,72,375
530 Lausanne Lane,United States,405,Texas,11067.0,Dallas,,775235029633.0,103,135
454 Patiala Lane,Japan,406,Fukushima,13496.0,Koriyama,,794553031307.0,50,276
1346 Mysore Drive,France,407,Bretagne,61507.0,Brest,,516647474029.0,34,92
990 Etawah Loop,India,408,Tamil Nadu,79940.0,Valparai,,206169448769.0,44,564
1266 Laredo Parkway,Japan,409,Saitama,7664.0,Omiya,,1483365694.0,50,380
88 Nagaon Manor,Argentina,410,Buenos Aires,86868.0,Tandil,,779461480495.0,6,524
264 Bhimavaram Manor,"Virgin Islands, U.S.",411,St Thomas,54749.0,Charlotte Amalie,,302526949177.0,106,111
1639 Saarbrcken Drive,South Africa,412,North West,9827.0,Rustenburg,,328494873422.0,85,437
692 Amroha Drive,Sri Lanka,413,Northern,35575.0,Jaffna,,359478883004.0,88,230
1936 Lapu-Lapu Parkway,Nigeria,414,Bauchi & Gombe,7122.0,Deba Habe,,653436985797.0,69,141
432 Garden Grove Street,Canada,415,Ontario,65630.0,Richmond Hill,,615964523510.0,20,430
1445 Carmen Parkway,Indonesia,416,West Java,70809.0,Cianjur,,598912394463.0,45,117
791 Salinas Street,India,417,Punjab,40509.0,Hoshiarpur,,129953030512.0,44,208
126 Acua Parkway,India,418,West Bengali,58888.0,Berhampore (Baharampur),,480039662421.0,44,71
397 Sunnyvale Avenue,Mexico,419,Guanajuato,55566.0,Allende,,680851640676.0,60,19
992 Klerksdorp Loop,Netherlands,420,Utrecht,33711.0,Amersfoort,,855290087237.0,67,23
966 Arecibo Loop,Pakistan,421,Sind,94018.0,Dadu,,15273765306.0,72,134
289 Santo Andr Manor,Saudi Arabia,422,al-Sharqiya,72410.0,al-Qatif,,214976066017.0,82,16
437 Chungho Drive,Dominican Republic,423,Puerto Plata,59489.0,San Felipe de Puerto Plata,,491271355190.0,27,450
1948 Bayugan Parkway,India,424,Bihar,60622.0,Katihar,,987306329957.0,44,264
1866 al-Qatif Avenue,United States,425,California,89420.0,El Monte,,546793516940.0,103,155
1661 Abha Drive,India,426,Tamil Nadu,14400.0,Pudukkottai,,270456873752.0,44,416
1557 Cape Coral Parkway,China,427,Hubei,46875.0,Laohekou,,368284120423.0,23,293
1727 Matamoros Place,Egypt,428,Sawhaj,78813.0,Sawhaj,,129673677866.0,29,465
1269 Botosani Manor,China,429,Guangdong,47394.0,Shanwei,,736517327853.0,23,468
355 Vitria de Santo Anto Way,Mexico,430,Oaxaca,81758.0,San Juan Bautista Tuxtepec,,548003849552.0,60,452
1596 Acua Parkway,India,431,Jharkhand,70425.0,Purnea (Purnia),,157133457169.0,44,418
259 Ipoh Drive,Brazil,432,So Paulo,64964.0,Guaruj,,419009857119.0,15,189
1823 Hoshiarpur Lane,Russian Federation,433,Komi,33191.0,Syktyvkar,,307133768620.0,80,510
1404 Taguig Drive,Japan,434,Okayama,87212.0,Tsuyama,,572068624538.0,50,547
740 Udaipur Lane,Russian Federation,435,Nizni Novgorod,33505.0,Dzerzinsk,,497288595103.0,80,150
287 Cuautla Boulevard,Bolivia,436,Chuquisaca,72736.0,Sucre,,82619513349.0,14,501
1766 Almirante Brown Street,South Africa,437,KwaZulu-Natal,63104.0,Newcastle,,617567598243.0,85,364
596 Huixquilucan Place,Mozambique,438,Nampula,65892.0,Naala-Porto,,342709348083.0,63,351
1351 Aparecida de Goinia Parkway,Philippines,439,Northern Mindanao,41775.0,Ozamis,,959834530529.0,75,391
722 Bradford Lane,China,440,Shandong,90920.0,Junan,,746251338300.0,23,249
983 Santa F Way,Canada,441,British Colombia,47472.0,Vancouver,,145720452260.0,20,565
1245 Ibirit Way,Dominican Republic,442,La Romana,40926.0,La Romana,,331888642162.0,27,290
1836 Korla Parkway,Zambia,443,Copperbelt,55405.0,Kitwe,,689681677428.0,109,272
231 Kaliningrad Place,Italy,444,Lombardia,57833.0,Bergamo,,575081026569.0,49,70
495 Bhimavaram Lane,India,445,Maharashtra,3.0,Dhule (Dhulia),,82088937724.0,44,144
1924 Shimonoseki Drive,Algeria,446,Batna,52625.0,Batna,,406784385440.0,2,59
105 Dzerzinsk Manor,China,447,Inner Mongolia,48570.0,Tongliao,,240776414296.0,23,540
614 Denizli Parkway,Brazil,448,Rio Grande do Sul,29444.0,So Leopoldo,,876491807547.0,15,486
1289 Belm Boulevard,Estonia,449,Tartumaa,88306.0,Tartu,,237368926031.0,30,530
203 Tambaram Street,Argentina,450,Buenos Aires,73942.0,Escobar,,411549550611.0,6,161
1704 Tambaram Manor,India,451,West Bengali,2834.0,Uluberia,,39463554936.0,44,554
207 Cuernavaca Loop,Russian Federation,452,Tatarstan,52671.0,Nabereznyje Telny,,782900030287.0,80,352
319 Springs Loop,Germany,453,Baijeri,99552.0,Erlangen,,72524459905.0,38,160
956 Nam Dinh Manor,Iran,454,Kerman,21872.0,Sirjan,,474047727727.0,46,481
1947 Paarl Way,Indonesia,455,Central Java,23636.0,Surakarta,,834061016202.0,45,509
814 Simferopol Loop,Mexico,456,Sinaloa,48745.0,El Fuerte,,524567129902.0,60,154
535 Ahmadnagar Manor,United Arab Emirates,457,Abu Dhabi,41136.0,Abu Dhabi,,985109775584.0,101,3
138 Caracas Boulevard,Venezuela,458,Zulia,16790.0,Maracabo,,974433019532.0,104,326
251 Florencia Drive,Mexico,459,Michoacn de Ocampo,16119.0,Uruapan,,118011831565.0,60,556
659 Gatineau Boulevard,Bolivia,460,La Paz,28587.0,El Alto,,205524798287.0,14,153
1889 Valparai Way,Senegal,461,Ziguinchor,75559.0,Ziguinchor,,670370974122.0,83,600
1485 Bratislava Place,United States,462,Illinois,83183.0,Rockford,,924663855568.0,103,435
935 Aden Boulevard,Indonesia,463,Central Java,64709.0,Tegal,,335052544020.0,45,532
76 Kermanshah Manor,Iran,464,Esfahan,23343.0,Qomsheh,,762361821578.0,46,423
734 Tanshui Avenue,Colombia,465,Caquet,70664.0,Florencia,,366776723320.0,24,170
118 Jaffna Loop,Philippines,466,Northern Mindanao,10447.0,Gingoog,,325526730021.0,75,182
1621 Tongliao Avenue,Russian Federation,467,Irkutsk,22173.0,Usolje-Sibirskoje,,209342540247.0,80,558
1844 Usak Avenue,Canada,468,Nova Scotia,84461.0,Halifax,,164414772677.0,20,196
1872 Toulon Loop,Chile,469,OHiggins,7939.0,Rancagua,,928809465153.0,22,428
1088 Ibirit Place,Mexico,470,Jalisco,88502.0,Zapopan,,49084281333.0,60,595
1322 Mosul Parkway,China,471,Shandong,95400.0,Dongying,,268053970382.0,23,145
1447 Chatsworth Place,Mexico,472,Chihuahua,41545.0,Cuauhtmoc,,769370126331.0,60,129
1257 Guadalajara Street,India,473,Karnataka,33599.0,Bijapur,,195337700615.0,44,78
1469 Plock Lane,Spain,474,Galicia,95835.0,Ourense (Orense),,622884741180.0,87,388
434 Ourense (Orense) Manor,Yemen,475,Hodeida,14122.0,Hodeida,,562370137426.0,107,206
270 Tambaram Parkway,South Africa,476,Gauteng,9668.0,Johannesburg,,248446668735.0,85,244
1786 Salinas Place,Vietnam,477,Nam Ha,66546.0,Nam Dinh,,206060652238.0,105,359
1078 Stara Zagora Drive,Indonesia,478,Aceh,69221.0,Lhokseumawe,,932992626595.0,45,301
1854 Okara Boulevard,Netherlands,479,Drenthe,42123.0,Emmen,,131912793873.0,67,158
421 Yaound Street,Ukraine,480,Sumy,11363.0,ostka,,726875628268.0,100,385
1153 Allende Way,Canada,481,Qubec,20336.0,Gatineau,,856872225376.0,20,179
808 Naala-Porto Parkway,United Kingdom,482,England,41060.0,Stockport,,553452430707.0,102,500
632 Usolje-Sibirskoje Parkway,Israel,483,Ha Darom,73085.0,Ashqelon,,667648979883.0,48,36
98 Pyongyang Boulevard,United States,484,Ohio,88749.0,Akron,,191958435142.0,103,11
984 Novoterkassk Loop,Turkey,485,Gaziantep,28165.0,Gaziantep,,435118527255.0,97,180
64 Korla Street,Tanzania,486,Mwanza,25145.0,Mwanza,,510383179153.0,93,347
1785 So Bernardo do Campo Street,Mexico,487,Veracruz,71182.0,Coatzacoalcos,,684529463244.0,60,125
698 Jelets Boulevard,Turkey,488,Denizli,2596.0,Denizli,,975185523021.0,97,142
1297 Alvorada Parkway,China,489,Ningxia,11839.0,Yinchuan,,508348602835.0,23,587
1909 Dayton Avenue,China,490,Guangdong,88513.0,Shaoguan,,702955450528.0,23,469
1789 Saint-Denis Parkway,Mexico,491,Coahuila de Zaragoza,8268.0,Acua,,936806643983.0,60,4
185 Mannheim Lane,Russian Federation,492,Stavropol,23661.0,Pjatigorsk,,589377568313.0,80,408
184 Mandaluyong Street,Mexico,493,Baja California Sur,94239.0,La Paz,,488425406814.0,60,288
591 Sungai Petani Drive,Japan,494,Okayama,46400.0,Okayama,,37247325001.0,50,376
656 Matamoros Drive,Colombia,495,Boyac,19489.0,Sogamoso,,17305839123.0,24,487
775 ostka Drive,Egypt,496,al-Daqahliya,22358.0,Mit Ghamr,,171973024401.0,29,337
1013 Tabuk Boulevard,India,497,West Bengali,96203.0,Kanchrapara,,158399646978.0,44,261
319 Plock Parkway,Turkey,498,Istanbul,26101.0,Sultanbeyli,,854259976812.0,97,504
1954 Kowloon and New Kowloon Way,Ecuador,499,Chimborazo,63667.0,Robamba,,898559280434.0,28,434
362 Rajkot Lane,China,500,Gansu,98030.0,Baiyin,,962020153680.0,23,47
1060 Tandil Lane,China,501,Shandong,72349.0,Rizhao,,211256301880.0,23,432
1515 Korla Way,United Kingdom,502,England,57197.0,York,,959467760895.0,102,589
1416 San Juan Bautista Tuxtepec Avenue,Oman,503,Zufar,50592.0,Salala,,144206758053.0,71,444
1 Valle de Santiago Avenue,Italy,504,Apulia,86208.0,Brindisi,,465897838272.0,49,93
519 Brescia Parkway,Indonesia,505,East Java,69504.0,Madiun,,793996678771.0,45,318
414 Mandaluyong Street,Poland,506,Lubelskie,16370.0,Lublin,,52709222667.0,76,314
1197 Sokoto Boulevard,India,507,West Bengali,87687.0,Siliguri (Shiliguri),,868602816371.0,44,478
496 Celaya Drive,Japan,508,Nagano,90797.0,Ueda,,759586584889.0,50,552
786 Matsue Way,United States,509,Illinois,37469.0,Joliet,,111177206479.0,103,245
48 Maracabo Place,Philippines,510,Central Luzon,1570.0,Talavera,,82671830126.0,75,519
1152 al-Qatif Lane,Indonesia,511,Kalimantan Barat,44816.0,Pontianak,,131370665218.0,45,412
1269 Ipoh Avenue,Turkey,512,Eskisehir,54674.0,Eskisehir,,402630109080.0,97,163
758 Korolev Parkway,India,513,Andhra Pradesh,75474.0,Vijayawada,,441628280920.0,44,568
1747 Rustenburg Place,India,514,Bihar,51369.0,Chapra,,442673923363.0,44,110
886 Tonghae Place,Russian Federation,515,Volgograd,19450.0,Kamyin,,711928348157.0,80,259
1574 Goinia Boulevard,China,516,Heilongjiang,39529.0,Suihua,,59634255214.0,23,502
548 Uruapan Street,United Kingdom,517,Ontario,35653.0,London,,879347453467.0,102,312
962 Tama Loop,Nauru,519,,65952.0,Yangor,,282667506728.0,65,583
1778 Gijn Manor,China,520,Hubei,35156.0,Zaoyang,,288910576761.0,23,594
568 Dhule (Dhulia) Loop,Chile,521,Coquimbo,92568.0,Coquimbo,,602101369463.0,22,127
1768 Udine Loop,Cambodia,522,Battambang,32347.0,Battambang,,448876499197.0,18,60
608 Birgunj Parkway,Taiwan,523,Taipei,400.0,Chungho,,627425618482.0,92,116
680 A Corua (La Corua) Manor,Turkey,524,Sivas,49806.0,Sivas,,158326114853.0,97,482
1949 Sanya Street,Japan,525,Gumma,61244.0,Isesaki,,132100972047.0,50,224
617 Klerksdorp Place,Vietnam,526,Khanh Hoa,94707.0,Nha Trang,,574973479129.0,105,366
1993 0 Loop,China,527,Liaoning,41214.0,Yingkou,,25865528181.0,23,588
1176 Southend-on-Sea Manor,Philippines,528,Southern Tagalog,81651.0,Santa Rosa,,236679267178.0,75,458
600 Purnea (Purnia) Avenue,Vietnam,529,Nghe An,18043.0,Vinh,,638409958875.0,105,571
1003 Qinhuangdao Street,Indonesia,530,West Java,25972.0,Purwakarta,,35533115997.0,45,419
1986 Sivas Place,Italy,531,Friuli-Venezia Giuli,95775.0,Udine,,182059202712.0,49,551
1427 Tabuk Place,United States,532,Florida,31342.0,Cape Coral,,214756839122.0,103,101
556 Asuncin Way,Belarus,533,Mogiljov,35364.0,Mogiljov,,338244023543.0,13,339
486 Ondo Parkway,Angola,534,Benguela,35202.0,Benguela,,105882218332.0,4,67
635 Brest Manor,India,535,Andhra Pradesh,40899.0,Bhimavaram,,80593242951.0,44,75
166 Jinchang Street,Argentina,536,Buenos Aires,86760.0,Ezeiza,,717566026669.0,6,165
958 Sagamihara Lane,Japan,537,Mie,88408.0,Kuwana,,427274926505.0,50,287
1817 Livorno Way,Vietnam,538,Khanh Hoa,79401.0,Cam Ranh,,478380208348.0,105,100
1332 Gaziantep Lane,China,539,Shandong,22813.0,Binzhou,,383353187467.0,23,80
949 Allende Lane,India,540,Uttar Pradesh,67521.0,Amroha,,122981120653.0,44,24
195 Ilorin Street,Chad,541,Chari-Baguirmi,49250.0,NDjamna,,8912935608.0,21,363
193 Bhusawal Place,South Korea,542,Kang-won,9750.0,Tonghae,,745267607502.0,86,539
43 Vilnius Manor,United States,543,Colorado,79814.0,Aurora,,484500282381.0,103,42
183 Haiphong Street,China,544,Jilin,69953.0,Baicheng,,488600270038.0,23,46
163 Augusta-Richmond County Loop,Venezuela,545,Carabobo,33030.0,Valencia,,754579047924.0,104,561
191 Jos Azueta Parkway,Bulgaria,546,Ruse,13629.0,Ruse,,932156667696.0,17,436
379 Lublin Parkway,Italy,547,Toscana,74568.0,Livorno,,921960450089.0,49,309
1658 Cuman Loop,Indonesia,548,Sumatera Selatan,51309.0,Pangkal Pinang,,784907335610.0,45,396
454 Qinhuangdao Drive,Morocco,549,Tadla-Azilal,25866.0,Beni-Mellal,,786270036240.0,62,68
1715 Okayama Street,Brazil,550,So Paulo,55676.0,So Bernardo do Campo,,169352919175.0,15,485
182 Nukualofa Drive,Ukraine,551,Sumy,15414.0,Konotop,,426346224043.0,100,275
390 Wroclaw Way,China,552,Hainan,5753.0,Sanya,,357593328658.0,23,462
1421 Quilmes Lane,Japan,553,Ishikawa,19151.0,Kanazawa,,135407755975.0,50,260
947 Trshavn Place,Philippines,554,Central Luzon,841.0,Tarlac,,50898428626.0,75,528
1764 Jalib al-Shuyukh Parkway,Spain,555,Galicia,77642.0,Santiago de Compostela,,84794532510.0,87,459
346 Cam Ranh Avenue,China,556,Zhejiang,39976.0,Zhoushan,,978430786151.0,23,599
1407 Pachuca de Soto Place,Brazil,557,Rio Grande do Sul,26284.0,Alvorada,,380077794770.0,15,21
904 Clarksville Drive,China,558,Zhejiang,52234.0,Haining,,955349440539.0,23,193
1917 Kumbakonam Parkway,Yugoslavia,559,Vojvodina,11892.0,Novi Sad,,698182547686.0,108,368
1447 Imus Place,India,560,Gujarat,12905.0,Rajkot,,62127829280.0,44,426
1497 Fengshan Drive,South Africa,561,KwaZulu-Natal,63022.0,Chatsworth,,368738360376.0,85,112
869 Shikarpur Way,United Kingdom,562,England,57380.0,Southport,,590764256785.0,102,496
1059 Yuncheng Avenue,Lithuania,563,Vilna,47498.0,Vilnius,,107092893983.0,56,570
505 Madiun Boulevard,Poland,564,Dolnoslaskie,97271.0,Wroclaw,,970638808606.0,76,577
1741 Hoshiarpur Boulevard,Egypt,565,al-Sharqiya,22372.0,Bilbays,,855066328617.0,29,79
1229 Varanasi (Benares) Manor,Argentina,566,Buenos Aires,40195.0,Avellaneda,,817740355461.0,6,43
1894 Boa Vista Way,United States,567,Texas,77464.0,Garland,,239357986667.0,103,178
1342 Sharja Way,Nigeria,568,Sokoto & Kebbi & Zam,93655.0,Sokoto,,946114054231.0,69,488
1342 Abha Boulevard,Romania,569,Bukarest,10714.0,Bucuresti,,997453607116.0,78,95
415 Pune Avenue,China,570,Shandong,44274.0,Xintai,,203202500108.0,23,580
1746 Faaa Way,Peru,571,Huanuco,32515.0,Hunuco,,863080561151.0,74,214
539 Hami Way,Turkey,572,Tokat,52196.0,Tokat,,525518075499.0,97,538
1407 Surakarta Manor,Russian Federation,573,Moskova,33224.0,Serpuhov,,324346485054.0,80,466
502 Mandi Bahauddin Parkway,Venezuela,574,Anzotegui,15992.0,Barcelona,,618156722572.0,104,55
1052 Pathankot Avenue,China,575,Sichuan,77397.0,Leshan,,128499386727.0,23,299
