AgencyID,AddressLine1,FirstName,MaritalStatus,NetWorth,OwnOrRentFlag,State,NumberChildren,Country,PostalCode,NumberCreditCards,LastName,MiddleInitial,Gender,AddressLine2,City
HAS756,2160 weizmann drive,Zafer,M,3513796.0,U,AR,3.0,United States of America,93870,9.0,HASSAN,M,,,Reno
KIN757,20064 oakmont east,SHIU,M,504565.0,O,NV,3.0,United States of America,V6m 1p4,6.0,KINAMON,,,,Dallas
Goo758,2172 leon lower,Jacenta,M,2843171.0,R,VT,4.0,Canada,27712,1.0,Goodwin,N,,,Regina
KHA759,5289 APPLE TREE NORTH,Kambiz,,3142178.0,O,WV,2.0,United States of America,67231,6.0,KHALIL,,,,Quebec
Mac760,232 lyle park,Nadiya,M,,U,ME,0.0,United States of America,27629,1.0,Mackay,M,F,,Orange
Wic761,3406 kiel north,ISSI,M,18237.0,O,WV,3.0,United States of America,60707,9.0,Wichman,,,,Plano
too762,15621 yaupon lower,Anthiathia,M,2287567.0,O,DE,2.0,United States of America,83732,7.0,toone,,M,,Fullerton
lab763,19647 armstrong avenue,JANESSA,D,1529135.0,R,Alberta,3.0,United States of America,V6e 1t2,2.0,labuhn,,,,Fort Worth
das764,22806 GARSON EAST,antoinette,D,3048050.0,O,MO,3.0,United States of America,H7g 1s5,4.0,dasd,A,m,apt. 453,Saskatoon
CAR765,9883 donaldson south,Jeannie,M,1788652.0,O,NY,5.0,United States of America,H6a 1z7,,CARDEN,,,,Tucson
gan766,8288 TARTAN WEST,Alessandra,W,1940580.0,O,AK,1.0,United States of America,68503,4.0,gannon,,m,,Columbia
Sta767,13247 bellevue rue,Ramona,,2209447.0,O,SD,4.0,Canada,95161,5.0,Statile,,m,,Glendale
ZEG768,17411 vandenburg north,Ynes,M,3676735.0,O,MN,,Canada,94705,5.0,ZEGGIL,,,,Milwaukee
HOC769,6097 SCOTCH BOULEVARD,Bart,U,2535269.0,O,MD,3.0,Canada,94499,9.0,HOCUTT,,,,Lexington
Mat770,13590 westover east,maitreya,M,2416068.0,O,KY,3.0,United States of America,98195,4.0,Mattiuz,,f,,Buffalo
ACH771,16325 richmond court,ronald,M,1923693.0,O,WI,5.0,Canada,93537,7.0,ACHCAR,,,,Fremont
Ber772,10947 ardmore rue,Tiong-hoe,U,1805916.0,O,RI,1.0,Canada,78409,7.0,Berryhill,,f,,Fargo
FAT773,18395 bledsoe boulevard,gerri,M,525858.0,O,DE,2.0,United States of America,43638,7.0,FATTOUH,Z,,APT. 407,El Paso
VAN774,3782 ethridge east,Laine,M,62285.0,O,MI,2.0,United States of America,t5d 1j9,5.0,VANDENHEEDE,L,,,Biloxi
Mas775,24059 meadow haven lower,Marty,M,2287295.0,O,MA,2.0,Canada,91224,2.0,Masty,,,,Flint
Mur776,11183 COUNTRY SOUTH,juan,D,362917.0,R,NH,1.0,United States of America,h5l 1o9,1.0,Murdoch,,,,Windsor
Bai777,14276 MARTINS AVENUE,Sari,M,2070568.0,U,Newfoundland,3.0,United States of America,T5D 1O5,4.0,Bainer,,,,Phoenix
GUT778,13087 jensen east,lorelei,M,2994856.0,O,MA,3.0,United States of America,M2p 1f2,5.0,GUTHRO,,m,,Las Vegas
BAG779,4529 notingham crescent,PAULINE,U,315220.0,O,UT,5.0,United States of America,04116,8.0,BAGGERMAN-WEBSTER,,m,Apt. 758,Stamford
Hil780,21891 dewey street,SUZAN,S,3135104.0,O,MI,3.0,United States of America,64191,7.0,Hilaire,,,,Plano
Woo781,20039 CRESTLINE COURT,ghislain,M,1782376.0,R,New Brunswick,,United States of America,V6L 1U5,8.0,Woodrow,P,m,,Tacoma
kac782,24053 atwood boulevard,kapsch,S,2729219.0,R,MS,3.0,United States of America,V6F 1R8,8.0,kaczynski,,f,,Stockton
Rah783,22351 zimmerman crescent,monling,D,498336.0,O,ME,4.0,United States of America,10056,2.0,Rahn,O,F,,Henderson
Ped784,2916 throckmorton south,saleem,U,1761618.0,O,AZ,5.0,United States of America,M8a 1x5,9.0,Pedneault,U,,,Pomona
HRU785,15293 forest avenue,hestia,M,3124631.0,R,TX,2.0,United States of America,77071,1.0,HRUSKA,M,,,Elizabeth
kad786,24595 denton road,nadir,U,403271.0,R,MO,1.0,United States of America,H2f 1v3,3.0,kaden,,,,Mesquite
CRI787,21586 braeswood street,ALVIN,S,3571153.0,O,Ontario,0.0,United States of America,93361,7.0,CRISTESCU,,F,,Eugene
Pie788,10526 doheny rue,brinn,M,2469744.0,O,HI,0.0,United States of America,V6R 1R7,5.0,Pietromonaco,,m,,Casper
Bri789,19663 REINA STREET,Trudie,M,2630076.0,O,AR,2.0,United States of America,v6n 1w8,9.0,Briggs,,M,,Colorado Springs
Fee790,18970 ledgestone boulevard,gweneth,U,1323987.0,U,PA,0.0,Canada,m5c 1u7,4.0,Feeney,,,,Glendale
De 791,21476 bannister west,Erik,M,3997290.0,O,Newfoundland,0.0,United States of America,77134,1.0,De marco,B,,,Elizabeth
elk792,5291 market avenue,cathi,M,777027.0,O,Quebec,5.0,United States of America,V6g 1u6,8.0,elkington,,,,Newark
Bar793,15407 fillmore north,Selinda,M,2647963.0,U,MD,0.0,United States of America,78253,2.0,Barnhardt,,M,,Biloxi
sch794,16279 anaconda drive,FERIDOUN,S,1972593.0,O,NV,5.0,Canada,v6e 1q7,8.0,schmadtke,X,,,Hialeah
JAV795,3542 blount boulevard,Brennan,S,3516878.0,O,Quebec,3.0,United States of America,79420,4.0,JAVALLAS,O,m,,Edmonton
nis796,15180 chadbourne south,Dahlia,M,2450767.0,U,KS,5.0,United States of America,65805,1.0,nishida,,M,,Jacksonville
Ber797,14073 dexter west,KATHRERINE,U,3460246.0,O,FL,0.0,United States of America,32208,4.0,Berna,,,,St. Louis
NAS798,19670 norman park,kelsi,U,2560198.0,R,IN,4.0,United States of America,48202,8.0,NASSOY,,,,Jacksonville
RIC799,20031 crumley south,jobina,M,3006873.0,O,Ontario,1.0,United States of America,V5A 1P6,7.0,RICKBORN,,m,,Frederick
ABD800,13005 bramblewood south,rajan,U,335157.0,O,UT,5.0,Canada,36651,3.0,ABDULLA,I,M,,North Las Vegas
Val801,24062 blount east,REED,S,1853619.0,R,ME,5.0,Canada,90221,6.0,Valerio,,F,,Hollywood
Tes802,23140 gale east,Seraphine,M,3717286.0,R,OK,2.0,United States of America,19212,8.0,Testing,,f,,St. Petersburg
END803,199 summit crescent,Sib,W,684788.0,R,UT,0.0,United States of America,72254,8.0,ENDSLEY,,,,Anaheim
PAY804,885 crosby lane,Iain,M,3682560.0,O,Quebec,2.0,United States of America,64185,1.0,PAYTON,,f,,Boston
ber805,8767 graves boulevard,Chi-kwan,U,2748386.0,U,FL,2.0,United States of America,20015,1.0,bernard,X,F,,Milwaukee
eis806,5003 travis lower,ethel,S,1594184.0,O,NH,4.0,United States of America,23266,5.0,eisler,Z,,,El Monte
Gou807,12158 brinkman lane,Lanae,U,217423.0,R,RI,4.0,United States of America,53745,7.0,Gough,,M,,Rancho Cucamonga
Fon808,14422 morning rue,meta,U,3955298.0,U,RI,2.0,Canada,93869,4.0,Fontana,I,F,,Raleigh
flu809,15465 beach upper,allie,W,594099.0,R,CA,1.0,United States of America,V6S 1V4,6.0,flueckinger,,,,Burlington
Met810,17812 MESA UPPER,garnette,S,1125872.0,R,NH,5.0,United States of America,73118,4.0,Methot,,m,,Mesquite
MAY811,14526 saxon west,Seyar,M,1827926.0,R,GA,0.0,Canada,85254,,MAYBEE,,m,,Louisville
THA812,18056 jennings north,EVANGELO,D,3585577.0,O,DE,3.0,United States of America,H6b 1z7,1.0,THAIN,,,,Chandler
YEN813,2992 WAKEFOREST LANE,sami,M,720576.0,O,NJ,2.0,United States of America,94122,1.0,YENILMEZ,P,,,Santa Ana
Edg814,13272 shaw east,Laverna,M,969009.0,O,GA,4.0,United States of America,48203,4.0,Edgreen,B,f,,Lubbock
Def815,3170 avondale rue,HUGH,D,2446548.0,R,GA,5.0,United States of America,72239,3.0,Defilippis,,,,Mesa
Ung816,14653 peachtree road,Dnadoc,,311385.0,U,MI,1.0,United States of America,V6Q 1U7,2.0,Unger,A,,,Yellow Knife
Spi817,7557 park stream street,jazmin,S,3465593.0,O,Nova Scotia,1.0,United States of America,31401,7.0,Spingola,W,,,Nashville
Wic818,24450 marcus street,legra,S,2077511.0,O,NH,5.0,United States of America,53752,2.0,Wickham,D,f,,North Las Vegas
Tei819,14817 BAILEY BOULEVARD,Domenico,U,1331865.0,O,LA,3.0,Canada,36125,8.0,Teitelbaum,,,,Oxnard
sch820,23140 gale east,Hui,U,611764.0,O,MA,4.0,Canada,91216,6.0,schoenling,U,,,Wilmington
Qua821,21747 COUNTRY UPPER,Clem,U,1092011.0,U,IN,3.0,United States of America,78421,1.0,Quan,E,,,Biloxi
Ake822,19233 olive lower,sheila,M,604198.0,O,MS,1.0,United States of America,32227,9.0,Akens,G,f,,New York
Lak823,14543 laredo south,kora,M,1058297.0,U,CT,1.0,United States of America,46253,9.0,Lakhani,,M,,Syracuse
AYU824,23182 trail lake west,Kitson,U,3899764.0,U,ID,4.0,Canada,99731,4.0,AYUKAWA,,,,Salinas
Sta825,1111 norden street,alexandru,U,2591921.0,O,AL,0.0,Canada,V6g 1t1,5.0,Stanciu,,,,Hollywood
Mac826,10887 pike east,Krishna,M,3727782.0,O,HI,4.0,Canada,85238,9.0,Macleod,,,,Montgomery
Yue827,16699 sanders south,JORRY,S,3501057.0,R,CA,1.0,United States of America,77155,2.0,Yuengling,,m,,Savannah
par828,22091 macon road,Simhan,S,3763715.0,O,VT,1.0,United States of America,40228,2.0,parham,,m,,Fort Collins
and829,17261 alpine upper,Nenad,M,2815906.0,O,IL,4.0,United States of America,H5i 1r5,7.0,andreasen,,F,suite 292,Fort Collins
ben830,12146 COURTLAND NORTH,Janith,M,2018196.0,O,SD,4.0,United States of America,77234,1.0,benschop,,,,Garden Grove
Bac831,755 MAYWIND SOUTH,Hsing-ju,M,3142971.0,O,AZ,5.0,Canada,99691,3.0,Bacchiochi,H,F,,Yonkers
Mar832,1860 sabine east,isidora,M,1161272.0,O,KY,3.0,United States of America,t5d 1u7,7.0,Martel,,F,,Sacramento
lim833,7076 CHAPIN DRIVE,Petre,M,1795743.0,U,VA,1.0,United States of America,90875,9.0,limerick,,m,,Charlottetown
De 834,17986 maywind drive,Alix,U,2154513.0,O,NY,2.0,United States of America,H2G 1X3,0.0,De coursey,,,,Savannah
Dev835,20902 ashley avenue,champathon,S,3648409.0,O,KS,4.0,United States of America,V6q 1q4,,Development,,m,,Livonia
san836,13897 stan hope south,Dnsproj,U,1363259.0,O,Prince Edward Island,4.0,United States of America,02134,6.0,santella,,F,,Bismarck
oko837,8211 pelican avenue,waneta,M,905760.0,U,OH,0.0,United States of America,94317,10.0,okon,,,,Virginia Beach
Slu838,7131 TAUBMAN COURT,Harm,,819932.0,R,FL,0.0,United States of America,94518,2.0,Slusser,,f,,Lakewood
Ala839,6156 HOLMES COURT,DENNI,M,3163906.0,R,NE,5.0,United States of America,16508,,Alary,H,,,Mobile
TEM840,18815 washington west,bill,M,3762057.0,O,HI,3.0,United States of America,c2a 4w8,5.0,TEMP,,,,Fresno
Pkd841,7458 denton boulevard,Jean-pierre,M,,,NM,,Canada,V6j 1s6,4.0,Pkdcd,,d,,San Bernardino
Bat842,17040 4th north,LUSA,S,,O,NJ,4.0,Canada,H2G 1V9,0.0,Battershill,,,,Tempe
Log843,2097 HARRIS WEST,Shoeb,D,1327349.0,U,ME,3.0,United States of America,m5g 1u1,9.0,Logan,,m,,Salem
MON844,8532 COOPER LANE,CONNIE,M,1396758.0,O,HI,0.0,United States of America,92502,2.0,MONTEGGIA,,,,Jacksonville
yab845,13087 JENSEN EAST,Berte,D,3377552.0,R,LA,2.0,Canada,35263,8.0,yabe,,,,Austin
ken846,6316 palm upper,Lynsey,M,3740276.0,O,MD,4.0,United States of America,90869,7.0,kenedi,M,f,,Beaumont
Kum847,23201 seip road,BRETON,M,619097.0,O,MD,0.0,United States of America,98190,6.0,Kum,,f,,Fargo
Pon848,4180 MAPLE DRIVE,Ringo,S,3524235.0,O,ID,1.0,Canada,37212,9.0,Ponthieux,,,,Whitehorse
DEG849,19663 cantrell west,Tadayuki,S,513031.0,O,WV,3.0,United States of America,07106,1.0,DEGAN,X,F,,Madison
per850,17043 MONTVIEW WEST,Dasya,M,2157300.0,O,IN,1.0,United States of America,V6U 1W5,4.0,pereira,L,F,,Cheyenne
ebe851,10033 lake upper,FLORIS,W,2355120.0,O,Ontario,5.0,United States of America,m5e 1z1,7.0,eberlin,Q,,Apt. 865,Minneapolis
Val852,15401 winter park lane,TARUS,M,2399575.0,O,MI,0.0,United States of America,14202,4.0,Valia,,F,,Iqaluit
DOR853,19526 foster rue,beatrix,S,3521038.0,O,UT,3.0,United States of America,02903,0.0,DORAY,D,,,Lansing
Str854,1879 arcana lane,Candie,S,191023.0,O,PA,2.0,United States of America,21212,4.0,Streater,A,f,,Huntington Beach
Ciz855,15748 royalton park,Emily,S,3307382.0,O,Alberta,,Canada,M5e 1y2,3.0,Cizmar,,,,Hamilton
OLS856,23523 bolt street,elfrida,U,781956.0,O,VT,3.0,Canada,90370,3.0,OLSEN,,,,Philadelphia
sch857,13424 whittington lower,Micheline,M,,O,MT,0.0,United States of America,V6M 1P4,0.0,schwaderer,,,,Vancouver
Ezz858,2203 valita boulevard,NORIKO,M,3894354.0,O,New Brunswick,5.0,United States of America,V5d 1p8,4.0,Ezzat,,m,Apt. 458,Eugene
Bat859,21989 grassland lower,Lilli,U,3101606.0,,OK,0.0,United States of America,80522,5.0,Battiston,,m,,Virginia Beach
Kur860,17146 santa monica rue,sys,S,464328.0,R,AL,2.0,United States of America,V6e 1t7,4.0,Kurolapnik,,,,Hampton
Mch861,12343 maywind west,nguyen,U,1541517.0,O,VA,1.0,United States of America,H2e 1u5,4.0,Mcharg,Y,,,Evansville
Spi862,4522 BROWN AVENUE,Umeko,M,2137971.0,O,NE,5.0,United States of America,61106,10.0,Spicer,,f,,Brownsville
BOH863,11358 elle lee street,schouwen,S,,U,PA,5.0,United States of America,46216,10.0,BOHANAN,E,,,Santa Fe
MON864,12089 silver sage way,WREN,U,3953273.0,O,WA,3.0,United States of America,94611,4.0,MONTIJO,,,,Moncton
LET865,688 kempner south,SICKLE,S,,O,KS,0.0,United States of America,90367,6.0,LETOURNEAU,N,,,Bridgeport
dup866,24402 marsh way,Humberto,W,1476269.0,R,NM,2.0,United States of America,m4k 1o9,7.0,dupuis,,,,Shreveport
KRY867,6095 CORALBERRY NORTH,Marquita,D,2341861.0,R,OR,1.0,United States of America,76132,1.0,KRYSKI,,,,Chesapeake
REA868,24375 GEMINI ROAD,Melli,S,2478318.0,O,ID,2.0,United States of America,10051,2.0,READE,,,,Las Cruces
Bas869,18344 HAYDEN STREET,kiki,D,1408221.0,O,NJ,2.0,United States of America,94161,10.0,Baskaran,G,M,SUITE 371,Corpus Christi
Zig870,16550 SPICEBRUSH STREET,Romy,M,2401265.0,,CA,0.0,United States of America,32202,7.0,Zigrand,,m,Apt. 646,Regina
JOU871,14148 saxon park,AKEMI,M,1255431.0,O,IL,5.0,United States of America,21280,0.0,JOUDREY,B,,,Lancaster
Nal872,14359 commerce west,alisun,U,1747256.0,O,AK,4.0,Canada,63109,8.0,Nallengara,Q,,,Oklahoma City
mar873,24176 imperial north,APARNA,U,3411007.0,O,PA,4.0,United States of America,M4J 1N1,7.0,marling,C,,,Ontario
fai874,23755 frostwood lower,Angel,M,2578534.0,U,MS,2.0,United States of America,95272,10.0,fainaru,,M,,Halifax
Bas875,9511 forest park way,VICTOR,M,3773763.0,O,CT,4.0,United States of America,Y5d 1m6,9.0,Basmadjian,Q,M,,Garland
De 876,19923 MAIN AVENUE,bihari,U,981652.0,O,NY,0.0,Canada,01850,2.0,De la,,,,Springfield
Ras877,3021 VERMACK COURT,Jeralee,M,1051531.0,O,HI,2.0,Canada,T6c 1k6,6.0,Rashid,,M,,Atlanta
HOL878,7123 drexel rue,Bettink,U,2280469.0,O,IA,2.0,United States of America,93312,0.0,HOLMES,I,,,Quebec
bur879,1558 university avenue,gianina,M,2138918.0,O,RI,4.0,Canada,95149,8.0,burgi,,M,,Cleveland
Tur880,18688 BEATTY BOULEVARD,maurice,W,2983358.0,O,MT,1.0,United States of America,T5a 1m2,6.0,Turnbull,,M,,Oxnard
bra881,9883 DONALDSON SOUTH,LIANA,S,2072951.0,U,Prince Edward Island,3.0,United States of America,47722,5.0,brassem,,,,Lincoln
Koc882,16152 parkland north,barbee,M,2704695.0,O,UT,2.0,United States of America,95237,2.0,Kochis,J,,,Santa Clarita
Wil883,16550 spicebrush street,RAOUF,U,1027060.0,O,IL,1.0,United States of America,H7h 1t8,4.0,Willard,,M,,Rancho Cucamonga
FAH884,341 dunbar west,Rosemonde,M,3374949.0,O,MD,2.0,United States of America,66117,4.0,FAHY,O,,,Casper
Did885,15913 alexis street,elfreda,M,3938776.0,R,VT,0.0,United States of America,21227,4.0,Diduch,,,,Albuquerque
mil886,3923 blossom upper,Sayla,M,2076174.0,O,HI,5.0,United States of America,T6a 1i7,9.0,milligan,C,,,Norfolk
Sug887,23131 clint way,VITTORIA,S,3464618.0,O,WY,4.0,Canada,30324,1.0,Sugarman,,,,Ann Arbor
rod888,10543 cravens crescent,HOTLINE,M,482395.0,O,KS,3.0,United States of America,V6l 1u3,,rodriquez,T,,,Thousand Oaks
lec889,24438 cedar springs avenue,JACQUE,M,2175089.0,O,Alberta,2.0,United States of America,V6n 1s9,1.0,lecompte,,,,Frederick
mal890,378 NOLAN AVENUE,kalinda,M,,U,ND,2.0,United States of America,V6o 1u3,4.0,maliepaard,,,,Moreno Valley
RUZ891,5798 belt line park,Suzanne,S,3387850.0,O,WY,2.0,United States of America,95297,9.0,RUZYCKI,,f,,Kitchener
Tue892,6594 moultrie avenue,khamdy,M,,O,IN,5.0,United States of America,V6n 1s2,9.0,Tue,,F,,El Monte
lic893,19342 wycliffe park,Ngai,D,2789774.0,R,VA,2.0,United States of America,75236,9.0,lichtenstein,,m,,Vallejo
BOU894,9307 beale upper,JEAN-MICHEL,U,1850489.0,O,DC,1.0,United States of America,99681,9.0,BOUTIN,,,,Dawson City
GLA895,4209 wilshire way,GUENDOLEN,W,1430619.0,O,GA,4.0,United States of America,V5c 1m1,0.0,GLASER,P,M,,Columbia
rol896,18781 parkland lane,Chloette,U,688138.0,R,IN,0.0,United States of America,92834,0.0,rollin,T,,,San Jose
dub897,5409 PEMBERTON CRESCENT,Dannye,S,3125485.0,O,CT,,United States of America,19207,7.0,dubois,,,,St. Louis
Cho898,19424 VERDE STREET,barb,S,1161768.0,O,New Brunswick,5.0,Canada,V6T 1R7,8.0,Choudhury,,,,Kitchener
DIM899,19812 briar forest road,LEELA,U,3536480.0,O,VA,1.0,United States of America,98135,2.0,DIMILLO,,f,,Los Angeles
Dun900,1540 murie rue,leticia,S,2358348.0,O,CO,0.0,United States of America,66605,4.0,Dunsmore,B,,apt. 711,Syracuse
Lan901,13776 EAST BOULEVARD,estele,U,,R,ID,3.0,United States of America,m5e 1w9,2.0,Lanteigne,,,,Oshawa
Gei902,8729 halle street,henny,,3778987.0,O,SD,3.0,United States of America,63170,6.0,Geiger,G,,Apt. 585,Charleston
FLE903,13640 ethridge lower,arlee,D,3729314.0,O,UT,5.0,United States of America,32254,1.0,FLEMING,,,,Scottsdale
Ebr904,4333 MOCKINGBIRD COURT,CAMILA,S,776105.0,O,IA,1.0,United States of America,77175,2.0,Ebrahim,,f,,North Las Vegas
Hen905,21074 MALLORY LOWER,isabeau,S,1348505.0,R,Manitoba,0.0,Canada,M7n 1a1,2.0,Henline,,,,Lincoln
Ngu906,17104 whitman boulevard,Partha,M,2777211.0,R,FL,4.0,United States of America,64158,9.0,Nguyen-the,G,,APT. 720,Allentown
OFF907,2297 AMSTERDAM COURT,Afif,M,3683452.0,O,Newfoundland,4.0,United States of America,V6I 1U2,1.0,OFFERS,,,,Syracuse
Mac908,199 summit crescent,Debby,M,135371.0,R,New Brunswick,1.0,United States of America,T5b 1w4,7.0,Macsupport,D,F,,Montreal
Bin909,4199 harvard avenue,ELEANORE,S,248057.0,,AL,2.0,United States of America,90855,,Bins,,m,,Stamford
Def910,21477 juniper crescent,Leontine,S,1792906.0,O,IL,1.0,Canada,77147,1.0,Defranchi,L,R,,Glendale
Kas911,351 GRANADA WEST,Polly,W,376980.0,O,CA,5.0,Canada,93341,1.0,Kashani-nia,,,,Tacoma
Van912,23572 sycamore crescent,Chabert,S,3144214.0,O,TN,2.0,United States of America,73120,7.0,Van es,M,m,,Garland
KAR913,5426 smithdale south,Iormina,M,3567254.0,O,OR,3.0,United States of America,92058,6.0,KARDOMATEAS,D,K,,Charlotte
WIG914,18699 potomac boulevard,Samaria,U,2632755.0,O,MI,0.0,United States of America,94350,3.0,WIGGS,U,M,,Huntington
log915,8705 flagler park,Eleonora,W,3736046.0,U,MD,4.0,United States of America,15236,3.0,logntp,,,,Independence
Maj916,14349 clifton west,Hanns,U,1294909.0,R,AK,1.0,United States of America,v6d 1r1,7.0,Majumdar,Y,f,,Cheyenne
KOO917,1898 halliswood north,OLE,S,837314.0,O,MD,0.0,United States of America,m5b 1y1,2.0,KOOHI,,m,,Mount Pearl
Fed918,22024 darlington north,SEANNA,S,3725935.0,O,KS,4.0,United States of America,m7o 1a4,3.0,Fedoruk,D,,suite 427,Grand Rapids
Sch919,1063 LOS ALTOS NORTH,Jagdish,M,3473912.0,O,GA,3.0,Canada,45254,5.0,Schonberger,,,,Savannah
Cha920,5620 royalton avenue,Millisent,S,2863313.0,O,ME,2.0,Canada,94438,1.0,Chambers,,m,,Simi Valley
DAG921,2342 summer crest north,Harriette,W,,R,DC,0.0,United States of America,V6q 1w8,6.0,DAGENAIS,,,apt. 646,Bridgeport
Max922,11630 archer west,VITO,M,1432008.0,O,NH,1.0,United States of America,80161,0.0,Maxey,,,,Palmdale
rei923,16849 vessey park,sheelagh,S,3687943.0,R,CO,3.0,United States of America,r5g 1m9,9.0,reinink,,,,Sandy
LES924,7899 murie park,Erica,M,100871.0,O,MS,2.0,United States of America,93705,3.0,LESOURD,,M,,North Las Vegas
fif925,2336 SHELTER RUE,andra,W,1086633.0,O,OR,2.0,United States of America,t6a 1d1,9.0,fifield,,,,Brownsville
Ras926,20808 flint river lane,electra,S,3142625.0,O,British Columbia,2.0,United States of America,S7D 1M6,4.0,Rastelli,J,,,Alexandria
Cha927,14304 KELVIN LANE,Angie,M,3993619.0,O,Saskatchewan,0.0,Canada,60740,0.0,Chakravarti,,f,,Seattle
DEY928,15591 CAMP BOWIE WAY,Turus,U,,,AZ,,United States of America,74153,7.0,DEYIRMENDJIAN,,G,,Thousand Oaks
Lia929,24250 summer south,Adelle,U,3651830.0,O,SC,0.0,Canada,28226,9.0,Liang,,,Apt. 637,Garland
CIM930,1898 HALLISWOOD NORTH,Gwendolin,U,1389213.0,R,Prince Edward Island,0.0,United States of America,m9d 1u8,6.0,CIMINO,J,,,Pueblo
LAU931,21686 jackson south,CHARIN,S,2982360.0,O,LA,1.0,United States of America,H7F 1T5,10.0,LAUGHER,,f,,Chula Vista
Uhl932,19452 BRYANT IRVIN WEST,PANDORA,,538855.0,O,Prince Edward Island,2.0,United States of America,75221,7.0,Uhlig,G,f,,Tampa
bow933,12736 pasadena avenue,JAGJEET,M,3820243.0,O,WA,0.0,Canada,99637,1.0,bowen,,m,,Long Beach
Mor934,12977 turtle creek rue,IVETTE,W,2509358.0,O,MT,1.0,United States of America,t6b 1f8,6.0,Moroz,O,,,Mesquite
Bou935,20540 lemming south,CATERINA,M,1505929.0,R,IN,4.0,United States of America,79606,1.0,Boutilier,W,,,Pomona
Sha936,8145 essington north,CHARLENE,M,2548298.0,O,GA,1.0,Canada,V6G 1T8,9.0,Shakib,,m,,West Valley
ROS937,12400 GREAT OAKS EAST,Sonnnie,U,1507069.0,O,MD,0.0,United States of America,M6s 1i9,4.0,ROSVICK,,,,Paterson
Bed938,15201 beale east,Aurie,S,3013554.0,R,Quebec,1.0,United States of America,45438,2.0,Bedard,,m,,Miami
Wie939,22795 OASIS PARK,chrystel,W,2114786.0,R,PA,5.0,United States of America,84114,8.0,Wiederhold,,,,Greensboro
tsa940,23987 valderra park,irita,U,2853795.0,U,IL,2.0,United States of America,85241,1.0,tsalikis,X,,,Milwaukee
KLE941,18356 MORNINGSIDE LOWER,ame,M,3006144.0,O,PA,5.0,Canada,60639,,KLEYNENBERGNTMVAA,,,,Lakewood
Tos942,21216 dunlevy avenue,Bahram,U,2399718.0,O,SD,2.0,United States of America,33192,4.0,Toscano,,,,Pittsburgh
Kra943,18043 watts street,CATINA,U,2079535.0,,CT,3.0,United States of America,M5A 1W6,8.0,Krautle,,,,Pittsburgh
Bar944,13205 spicebrush court,cherey,S,1602999.0,R,NH,1.0,United States of America,90190,4.0,Barbeau,,,,Pomona
HOY945,14853 commerce park,Emp,M,1187222.0,,DC,1.0,United States of America,77209,5.0,HOYT,T,,,St. Johns
Emm946,20716 wilmington south,TING,M,2088720.0,O,SC,1.0,Canada,14624,1.0,Emmert,B,,,Irving
MAA947,20839 hudson street,Vernon,U,1003490.0,U,GA,5.0,United States of America,33197,9.0,MAAS,,,,Jackson
par948,15079 decatur rue,Hally,S,1875688.0,O,SC,5.0,United States of America,14604,0.0,parkes,C,,,Tucson
Mog949,4628 TRINITY UPPER,Mustapha,M,2213692.0,O,NC,2.0,United States of America,t6d 1b6,0.0,Moghe,,,Apt. 494,Greensboro
RIO950,14272 jackson lower,Wandis,W,1488985.0,O,Manitoba,3.0,Canada,95137,5.0,RIOUX,,m,,London
Sor951,5083 hunt drive,MEI,M,2281186.0,O,ME,1.0,United States of America,S3a 1g5,6.0,Sorensen,,M,,Billings
Mci952,1701 gold east,delancey,M,2269563.0,O,Newfoundland,5.0,United States of America,M9D 1U1,9.0,Mcilroy,,,,Lubbock
Bur953,21012 stella way,gerti,M,984030.0,O,OR,3.0,United States of America,H2A 1Y8,6.0,Burns,L,,,Hayward
Han954,9733 berry south,Edy,M,1845095.0,U,OH,2.0,Canada,85314,2.0,Hanel,,,,Saskatoon
Jag955,21027 saratoga drive,WEIPING,S,606994.0,R,NJ,3.0,United States of America,10057,4.0,Jagodzinski,O,,,Iqaluit
Plo956,8108 DEWEY PARK,JOSHUA,M,587660.0,O,SD,4.0,United States of America,55438,10.0,Ploof,,,,Aurora
Pri957,13936 mosshead upper,isobel,M,3121471.0,O,Manitoba,2.0,United States of America,77120,3.0,Prichard,,F,,Jacksonville
BLA958,23613 CORMORANT CRESCENT,Nelie,D,725719.0,O,NY,5.0,United States of America,79917,10.0,BLACKLOCK,,f,,Waco
col959,2754 hickorybark west,Allegra,W,3805114.0,O,MO,5.0,United States of America,90142,6.0,collecutt,Y,,apt. 513,Garden Grove
bes960,3214 MINOT BOULEVARD,catie,U,1899798.0,O,KS,4.0,United States of America,V6h 1q7,10.0,bessey,E,,,Portland
MUS961,5975 winston park,KYLA,M,157669.0,O,NJ,1.0,United States of America,53208,9.0,MUSGROVE,,,,Albuquerque
LIE962,1560 howard court,FITNESS,U,302859.0,R,Quebec,5.0,United States of America,70819,3.0,LIESEMER,,m,,Ann Arbor
GOG963,12946 thorndale south,TERUKO,D,1727730.0,O,AK,2.0,United States of America,74156,8.0,GOGGIN,,,,Idaho Falls
Siz964,3731 CAPITAL COURT,Dorolisa,U,441738.0,O,NJ,1.0,Canada,99512,4.0,Sizto,B,,,Reno
Van965,9511 forest park way,Irvin,W,3987623.0,R,ME,5.0,United States of America,19156,,Van orden,B,,,Sacramento
MOR966,6454 kiel upper,Sadye,,2557933.0,R,Saskatchewan,0.0,United States of America,01614,2.0,MORLEY,,,apt. 820,Providence
