prospect_AgencyID,prospect_Gender,prospect_MaritalStatus,prospect_State,prospect_Country,prospect_Age,prospect_NetWorth,prospect_FirstName,prospect_Income,prospect_AddressLine1,prospect_City,prospect_CreditRating,prospect_Employer,prospect_PostalCode,prospect_AddressLine2,prospect_NumberCars,prospect_NumberChildren,prospect_OwnOrRentFlag,prospect_NumberCreditCards
LNI8023,m,,Manitoba,United States of America,1.0,1045226.0,Ukjikxzjlupncpyawtylr,168295.0,Mwyqleggcrjksjvqkhnnrmoqndtyxizkpdxfkgqsrakmttwbowqgcdbpb,Jacksonville,665.0,PSS World Medical,Nkqaaxgilyu,essrkfnkztneu,4.0,2.0,O,8.0
PPT8024,,M,WY,United States of America,14.0,697590.0,Xrxsnpojnbwylhwwbjfinkaeimu,461109.0,DSDJXNVYCCXCLRUIFVMTKZIWSMBVMZCMHAAVWTBQKHXPSIFNLKAYTJCIBFWNEGPVHTTLBVTHWASYMVKR,Pueblo,833.0,ConAgra Foods,hlaxlbdn,Zjsgdgujsyzrkoozfhwpjvinpwrbbnunvjpiuanfnnxzsssvebhedyawnfmwvoxcvcpsy,2.0,3.0,,
Ula8025,m,S,NM,Canada,13.0,1411687.0,Onbqauvefoigtlq,205545.0,Kvbhoprjzsdclvlugerskxckmjs,Chandler,579.0,,ANGYJXXDXR,Oharrlbgvigsfozuwxzjbpcrtcplaxsmorrgosuotsitrzftsivlc,4.0,4.0,O,2.0
Kgc8026,,U,SC,Canada,19.0,3413890.0,nankoeffzqilvhkyxd,153449.0,UQBKITDIXNYPJIKVPQCNWDNOHUWHNWRBEKGATTYLZYHBKAURALUTSUOGNFIPPFKKGETMAYCALMWDPSR,Columbia,410.0,W.R. Grace,Khiyhpwtvttc,Lvrjmhasupstbncpkgqgpcjstndcxrqyyktdxwlmsuwuflwvsvllyqwyvjhfi,3.0,0.0,O,1.0
Wfd8027,,M,Alberta,United States of America,88.0,3940811.0,Lapsgapriqybymmwzkiyxdv,268590.0,vvgjmjdomalgvdfbyachdrgqmterfbuihhidxaboiftqfhqxhrutzwseoadpkolyhn,Little Rock,,Thor Industries,Dwdlsttwakvs,Grxofdsrbntglvlsuaslseep,5.0,1.0,R,3.0
Lyh8028,,U,MS,Canada,44.0,1181657.0,Vfmgtbkxjdrr,456221.0,tplvqeadmfrvkarlhcihlkitswcslxjzplukssypvshralkqrvisxjcjruileepmoaejf,St. Johns,846.0,Enbridge Energy Partners,Xgiglw,NOAWMSPCNKALFGWUSAEKBAFPWWCKNWTNTIRAADAPXGRBHFVBXBEZSQFHJZMLAFXPQJPMKXB,4.0,0.0,R,6.0
Aep8029,,M,New Brunswick,United States of America,3.0,2410721.0,FEKRVB,,ACEWPKADFDQRXWGSEKAIEWTMXDGUYELOORUYXY,Cedar Rapids,488.0,Key Energy Services,WWHJUNK,nqjunrlccyhtmarhiyrilbommyolyetitotpskwwtbknwrnjp,5.0,5.0,U,2.0
hdz8030,,M,FL,United States of America,45.0,2181486.0,llreycsbmfvklhvajnuwfh,279973.0,Bdezwojiqwvouvazvtchfcxiupjpomjpnsoszttzaypdeflo,Salinas,815.0,Albemarle,Ntyfadnbw,Hyhfyhpbezh,0.0,2.0,O,
Rmk8032,m,S,Quebec,,10.0,408166.0,TDUQPIRVOKMBYHJWOQBVPIC,176051.0,Svqsajjefvaoyjpgntpbhcasjmizijyzcuva,San Bernardino,474.0,Cummins,Tmgwtdoshze,ykxxixbfhsmdatzjxizwo,5.0,1.0,R,5.0
HGJ8033,,S,NE,,11.0,1433641.0,bxrwchpxuxoombjhqjeoj,364876.0,Kxdggbfjjkwmivdkachvlbqejzvptsdmuxkoswcyfbdncfsqkk,San Bernardino,693.0,Arkansas Best,xydzfqha,NTEBDRDDCHXHAWZSPDAWFNFWU,1.0,1.0,O,3.0
HDJ8034,M,U,MI,,48.0,2954062.0,tbskghfwocsfbihecigwavo,67488.0,Uqrswnwnizeqbieh,San Diego,644.0,Mutual Life Insurance,xiopx,,1.0,5.0,O,10.0
BRQ8035,M,M,VT,United States of America,35.0,660532.0,pcaewuhbvitxdwnvoqsrh,37020.0,JJCTFAAIYTOTAOM,Escondido,742.0,Oil States International,Jdtabccfw,XQXPTHMMQQRV,1.0,0.0,O,
Nhc8036,f,M,MO,United States of America,30.0,1555614.0,dlydjs,224282.0,Ycavepoovatf,Hilo,583.0,International Paper,Ccfeimwbpgca,Spfxdjqmrdntplo,2.0,1.0,O,8.0
rgx8037,m,W,Alberta,United States of America,37.0,2563447.0,LBXVWSKMAAKBMCSONNOSMKWSYD,164419.0,Wkpakulobacdhvjauxtynmvcgbjpphog,Pittsburgh,545.0,BE Aerospace,axhgle,Ybknlslbueknicmhliqbcvnficqocapllezteczreruqidwmhdxbribbjr,4.0,1.0,O,2.0
CAZ8038,,U,MT,United States of America,74.0,1223944.0,NNKVJG,150884.0,DWVUVHEFJIIHPXTTERZHYIEIEJMWHRRIIVTDUVMJFHYZQ,Columbia,302.0,IDT,CQTEIEAVFMM,,3.0,3.0,O,0.0
tcx8039,F,S,ME,United States of America,89.0,1353587.0,Badtgesdjwacmicaafq,26168.0,Aohatccwvmttubxytqscyiyhqwiugigtannbyjkavsrdvpdgfpbkattgunkudoevp,Pueblo,646.0,Schering-Plough,Irxgbxqkt,Wzuxagdhklldayuevhsiufmsbbetdxonrepoxjtnueasqdwcsowdjwwnfluxtfje,4.0,1.0,R,
Uzq8040,,U,NH,United States of America,70.0,2571277.0,Htakxkmqorjritvnwq,14182.0,HZXIGTJXAWGMPQLOZILGURDVDXM,Great Falls,514.0,Chemtura,gdurxstel,Jzdnipcjudrmdzjtroieqqmzuxqsbhjndlqfybumsdvymllbotcujygqhlclwvhk,4.0,3.0,R,10.0
Qpo8041,M,M,VT,Canada,32.0,928430.0,EKOJWDITBPSTELTDPXITKFKE,311513.0,CCLBPTPNPJCXOEFZJKHDNCLPSHTWZANLIFDYXMHHWZGBAGBHNNZTIRAYJJNSHGLPGFHXBQWMGIS,North Las Vegas,387.0,ArvinMeritor,Wfajoyet,Pewndwkkcoqmkmghqzcbjvizbhc,,0.0,,8.0
ZOT8042,M,M,NJ,United States of America,67.0,1674038.0,CJTVFJTXYQHCDHSIUXHMMCBXSTC,382145.0,,Fargo,564.0,Laboratory Corp. of America,DQORFSZPJ,Jsevemcfwxbdplvevzanwoshitmqifjc,5.0,1.0,O,2.0
Zat8043,M,D,CO,United States of America,10.0,1515033.0,KORQISQXHSDABHOEWAKCPNX,145398.0,,Hollywood,697.0,Hershey,kgzgv,yablvqlfzmpznumiuwhsentg,5.0,1.0,U,6.0
Owo8044,M,D,Alberta,United States of America,18.0,3710958.0,Clghol,760.0,Spgoukxquxhxcebxlhmbjifgnghylvehebqkhadpmgvmdizvwldldhijeikrunjluhmrbcxvby,Louisville,398.0,O'Reilly Automotive,xtmupjjxbvv,Ckxcblwa,2.0,2.0,O,10.0
Xmn8045,f,U,WI,United States of America,58.0,640918.0,ljdmdggdxoemoncutyghfkh,234083.0,MSTXLAGHHNYAATDJLBXHVUXMBUXMWCCKQCXZVIXIMKWNROSXHIKGEXTRSAO,Irving,812.0,Nasdaq OMX Group,TXYAH,Surelhbhjovkaojxnudrvvgmsgcgbhldxaqzggkntssqevvddryunnizquklcgzatdmg,2.0,1.0,U,5.0
Czn8046,f,U,DC,United States of America,2.0,2856426.0,vypqjwlfhjisaxj,368734.0,Tfcitrjtubjlgrrunhweronflkiqgckvszpvbbahohhonwztnnygofogvq,Hayward,442.0,UAL,Vqxqyh,,1.0,2.0,,2.0
Vri8047,,S,LA,United States of America,80.0,27261.0,Sfurayjxedmskthi,153370.0,XIZYBGSCWPGKZKSSVQEUOAGGLFUGOGBPQKDNZFETPAAZQDRBUG,Detroit,610.0,Lam Research,,xcusmlidazipwwhxohsoerrpyjsqtieatlaabqavo,0.0,5.0,R,2.0
Leo8048,,M,IN,United States of America,61.0,2034896.0,jwagfxizpzbkf,421899.0,Qfmszwiodmuulwspnttwrjkbwhqgoslwapkxgxsilxqrtmg,Garland,542.0,Eagle Rock Energy Partners,Rxgtokktkant,Ighbinplegmxrbygpqdbibufqtheodnelgwuvglmoezqrbpajpgbdgbfgznitdasttjmhho,5.0,0.0,O,2.0
qip8049,,M,WV,United States of America,12.0,1101937.0,Sjaigbathvqsercvbndaarfc,497123.0,Qvkqzohzrqbrxrhljtrxoouwpjaxfsazowdrrnhlynpvhgamogxqmmdyhwlfktbcbfa,Minneapolis,621.0,United Technologies,Tzibmk,ktqkvfiofqocgayuwahvfbqioqsixqfdsqdqhvqibpplnkshwhehhswxgopsiuvlffagjqepfwauhmh,3.0,0.0,R,7.0
Ffr8050,,M,VA,United States of America,85.0,2539495.0,Bselahtaae,282798.0,KIYNNIBEUACGVTYFYXSLCPCRXDYADTJKEHUKDLVMYFBXHGNOS,Elizabeth,498.0,GMAC,atujtqg,XOAURGGHMRLVNRA,4.0,0.0,O,3.0
Ymw8051,W,M,WY,United States of America,99.0,3725194.0,Qqixbqmrvroamjteoqxtnaps,457615.0,lwnxkmjoeqfjbjflqk,St. Johns,334.0,Textron,MEAOHNBNGX,ASIDJSPBNVMSTEHXGNFWKZJLKSYMDCBXMFRGJWBOJ,5.0,,O,9.0
Fhr8052,M,M,MA,United States of America,17.0,343347.0,Xgeoqwrdztcpvg,153419.0,,Stockton,681.0,Pantry,Hxsixf,,2.0,1.0,R,3.0
Ooh8053,,M,SC,United States of America,96.0,2146476.0,Zmmmzxjqgdimxxugkimdhj,,Lemueyixhlrleeeramfsqvyqi,Knoxville,821.0,IAC/InterActiveCorp,,jtobiharglsochderaexmoriqwnnws,0.0,0.0,O,4.0
Jek8054,f,M,MD,,32.0,73734.0,Mtassf,204349.0,Rghczewtvxglfpzqinethxqofywiaq,Los Angeles,512.0,BearingPoint,Whzyfqqt,ztlcfkcrsjedfnicpxryqoagbvwsgadwoolqgwbfuldmoknnft,2.0,5.0,O,8.0
mbc8055,F,U,TX,Canada,52.0,1380687.0,AMQLOPEEOUJJGTBCU,466988.0,Orlhankhodajtynyzqhwtkspiujggcf,Phoenix,717.0,Tech Data,Wpfxht,jbogudiieqbfsiedznfrgtdzmybjjqdqncajisicodwwauejxztuzmtws,4.0,4.0,O,8.0
Aqs8056,M,W,FL,,64.0,3262152.0,Vdbfbgqtj,340591.0,wsqjfkifrrpobhlesmvdnlevdcwdctrrakfxtdscnfrnkehseghawckvjaruecjuzl,Bellevue,553.0,Asbury Automotive Group,Aqmxsfzn,Kgcgvbxp,1.0,5.0,O,3.0
Shy8057,,M,WI,United States of America,89.0,2732465.0,Nhmjdlcwicszgjqirgtrtvnx,76426.0,Dhdxdhnnrdlpczcakgjzsaqfx,London,545.0,PPG Industries,AOZCIDJNHVH,QHEJKMRZIOJQCVORBHZWFDBMCXVNFKAFCUXFRVQUTEODKNDLVIMSJDTKHZDNML,5.0,3.0,O,9.0
Pzc8058,,M,MO,United States of America,38.0,,Amfgkikmxteouupqb,363857.0,Mpuoftxnrrfsazula,Rockford,819.0,Administaff,Dhvbpcmq,Uoffuhojoaavovwcvhskbmlquraxrgkcwebhouojw,4.0,5.0,O,9.0
Xim8059,f,S,VT,United States of America,8.0,657603.0,VNPWMEOGEQZHPPJNB,294054.0,Xtnnpwtmhaccxkwpmyqmhmcfdgaxxdrwlghjhzkwdkjanbpwknzvfjtnomy,Fairbanks,555.0,Kla-Tencor,Ugyjghf,MDYJOWBDUVWUBCGWCSGZKJBSWKCKMLPLFHMGFQNJTR,3.0,2.0,O,6.0
Otu8060,,,WA,United States of America,23.0,463379.0,Qtbwudexxegjmaejmdztvrqy,124933.0,Wnbktcg,Fullerton,343.0,Penn National Gaming,uailthwtcf,QEELGQPLRWDRXAXWOGJDECMCQGNXYATUQSEKJYXLTOUHXORHSKULCAPKZODZ,4.0,,R,1.0
Xql8061,f,S,Saskatchewan,United States of America,55.0,1498562.0,Upwxohxfyirmhzxousuapjzyqedklu,139343.0,dqzroch,Arlington,669.0,Chesapeake Energy,opmswsi,Eqwdxnwxrpxddlyjnwxxvvsxukijgci,4.0,5.0,O,1.0
HKX8062,F,M,OH,United States of America,23.0,2961070.0,SNRCPSWUCIPUGXBDZDIHSZRC,387803.0,smdgbhagttauoxjemtrtyrifdmdxeov,Denver,814.0,,uvslf,Sbsdhnwfxhtumxmlilkysfudurmftinfbvd,2.0,4.0,O,
Rif8063,M,U,NV,Canada,38.0,1378874.0,Jprfz,283924.0,,Overland Park,689.0,Alexander & Baldwin,,Otgzxduuqrtfobnnqlhkaqenzmspeo,1.0,0.0,O,7.0
EFY8064,,U,SC,,91.0,1564963.0,zchbrlcskqoyncarudviznuugixag,120662.0,Fowyuxtqssgiiswacyxevoifritflobqaxksyrkgbewddgjzwfonighjxhalbdbujdeczqbfprzfn,Oklahoma City,790.0,AmerisourceBergen,owyfkbmk,Ivgnxhnbwdglkmkbqeslyabbxkidmcyeuibddtejqlyqaphloqmggbnzveqigvyhmyeavyhmqph,1.0,0.0,O,5.0
Jkc8065,f,U,OH,United States of America,34.0,1517724.0,Lrhwckqkgtyrefuphhdwflocqmud,7021.0,JAMTKTOHRCFZNEUKNNZZFOMWQBANYEQAC,Overland Park,423.0,Pantry,Ypnso,,4.0,5.0,R,4.0
tke8066,F,M,ND,Canada,90.0,3297172.0,Nburpqsowje,18275.0,crqrniaulnmbbiscxopusfoskbnoldaxevlcbwbwagudxzfyr,San Diego,538.0,Buckeye GP Holdings,TIDCIBFGDGK,,5.0,5.0,U,10.0
HQN8067,F,M,Quebec,United States of America,33.0,917182.0,eeicw,338041.0,wrxyjcodfhtvcfqargshxglqodbtyuzdfgigfbex,Chicago,309.0,Briggs & Stratton,DXEAUV,TFUWJWSEDRFNO,1.0,0.0,O,2.0
Nik8068,f,M,Saskatchewan,United States of America,21.0,2498089.0,klqeympz,308124.0,xwoluwiubvjcywlivcjfdoeuktbyncgctsrpkzyweadikhcfgakljqdfegqzbkqclkbexfghdaz,Indianapolis,470.0,,HHBAY,Mqadrrurbgcykdjimhzotmcjncnbmflpjhqbgsuobwhovdsykafekkxkzpc,3.0,1.0,O,3.0
Orb8069,m,D,Alberta,,78.0,2566713.0,utxxcgfqbgpxzk,154807.0,WLNLNBTVTRLGHQZNCUWDLSDDOSK,El Monte,762.0,Cimarex Energy,ZMWXHFJHG,Bxmgakjfeqfpvuncafyovxbjgqcsll,5.0,3.0,R,10.0
PPK8070,,M,TN,United States of America,45.0,3661813.0,gfmatmxzvtj,393376.0,Omloqtmcvawcfhbekqlazbbftlzbjdtmlnfojzrhvhciexgfhvqlvpkcgphjmigzhd,San Antonio,330.0,Republic Services,Hwqndtkq,kxjszcgchfgdfyahssmzxtrhjvcutqtcsovsglltoklrbypjlzdjpldbvfjgs,5.0,1.0,R,9.0
Kyl8071,,W,NV,United States of America,11.0,576097.0,ientkglurjvtvnfxy,360634.0,Canvlhcxxupwpqjfpsntyfrteqfircrysenrqtmkbhs,Cedar Rapids,569.0,Omnicare,,Imdieymqedhihzygttorittfsbmfmgemj,0.0,4.0,O,7.0
tnz8072,,D,AK,Canada,63.0,1537561.0,Evsonsebsxxhvdfmnxubvhtxu,431106.0,Vbmkpz,Beaumont,794.0,Fortune Brands,CCDTXFAPOP,DWUPIBLRMMISXSG,0.0,1.0,O,3.0
ANY8073,m,W,AZ,Canada,68.0,2875194.0,Cklpctcmnftkwjluh,284259.0,Pwmrnzuaosfwrhm,Kansas City,666.0,Donaldson,Gholhta,rjqbswbusgalhjgabkcsuxdzfqtsssxdjbuhxiomwjkvxeqaseqnnufwdiwe,2.0,3.0,O,6.0
Npb8074,M,U,TN,United States of America,0.0,3846756.0,Lwzww,453974.0,Addhjedabfflgokkmebdnfnaosaahmsdwvcwfxerdtyu,Oakland,366.0,FPL Group,NNYBKK,Tbkjwtgzvfqxplfcdc,2.0,1.0,U,9.0
Hhg8075,F,S,MO,,74.0,1535308.0,Bjejsrhnhvqehzxzaijyhifbu,229733.0,wrmtqqxeyauvanumneihxjvlxracwnocpvdjszdqouaixmnf,Santa Clarita,668.0,Berry Plastics,tdlzndgakk,xxecwtqzzteixniulzwplbbpiovfqvmwhgxswtjfxeeclcunigezmhpghpwkraoudkr,4.0,2.0,O,3.0
LEY8076,f,M,VT,United States of America,13.0,2520114.0,HHKZFKSILER,130928.0,wnbdcohspmiexvjkgezeqlhweaodolaccxvzjtwrvquds,Pembroke Pines,415.0,Sealed Air,Lxgjkted,Ronzbsceuhpzmcahqlbayvjvxjroeostdxxiumnabfgziqbolntsv,2.0,4.0,O,7.0
exj8077,m,,IN,Canada,62.0,1263068.0,Kfavlpnzwfv,284486.0,IIIPNKFNLIAUUVVMVVWGO,Omaha,544.0,Republic Services,Sadwfpywnh,GNQAOWGITIFQRHKMURSLWMNMORYFQORXSGLYWEZMNPQWIDIDSNZBBMMTUSDBM,2.0,5.0,O,0.0
Wqo8078,,M,Ontario,Canada,6.0,576860.0,qglyylesvqd,398521.0,VXAYLDYWTKPLITOXRWFQJSHTPMTFPSVRTPTLSAHGSSNICTVFNQZFL,San Antonio,514.0,National Fuel Gas,AHQZWSLMCHGX,Llfsnahwswzoti,3.0,2.0,U,4.0
wcx8079,,D,NC,United States of America,38.0,,Lhwzpllsu,344423.0,vmhegpdesabvykilruhb,Elizabeth,617.0,United Rentals,Thaablgdxom,knxktoxhhisvdwagdy,5.0,3.0,O,10.0
vhh8080,M,S,New Brunswick,United States of America,64.0,867762.0,Odqwyeqgpahjeqzhirbwpfcbdybum,22578.0,Niznjvysmxmlnsztscwrjnh,Yonkers,602.0,Lithia Motors,Mqbiimlvtdnn,UARTGNUDBETBUULSNXRILRJVHIAGCJVMQWJWKKXKCVKIVNLOPNFUHUKIFQNJ,2.0,,U,3.0
Jfu8081,m,S,Saskatchewan,Canada,27.0,3517709.0,civdxirqxslhercuxmebcfltwnsgfx,216152.0,Uawgnesrkpystpyfrfrqenzsbnyndwsfdmeuzqzcacboaurbbgmvmaorwndudxmslxgyk,Worcester,434.0,Liberty Media,Mfjvgzse,tojwjblxlquhhnflichuiumctpujtrkiefv,0.0,1.0,U,7.0
BRA8082,m,S,CO,United States of America,,789993.0,joalkcscmrvdaywamxlrzypolgziou,254254.0,akddolaesbasdxxsrcolxanylrjoymi,Charlotte,410.0,Crane,vozda,xnmwpwlfcwulsbmcsphfppgdzmqwfitkihgevvbscerahphqxlgvpsqxfm,2.0,3.0,R,10.0
eam8083,,W,MT,United States of America,49.0,2573032.0,zcakpkdhwgdmcvwilhmiwrkvqk,238063.0,,Huntington Beach,495.0,Auto-Owners Insurance,Fxhsesgusk,Atvqppoikmjfxsjppgauhhtqmibdzlehodsrqmpjodovggibjcqnuoyfwobypdrpryvoauxfmbte,3.0,2.0,O,0.0
AEW8084,m,M,KS,United States of America,37.0,74624.0,OJNTIWBUFCEMYDXMOFCFPVKQFWTH,95261.0,Jarojouxsgfbdvddbcpptxhnesdvadwudzofbjergbmvyltcizwgjnggmfnjzgbfrzwj,San Jose,429.0,Cliffs Natural Resources,yzgjlsq,wwzflrbbluejonuhmqcrbfqrlhfc,3.0,,R,1.0
Wvj8085,,M,IL,United States of America,100.0,1331048.0,vhwprzrfkegioafjxrhicxclolmlf,171907.0,Joxsmufkegbkxuocvrhybticzugcvgxwvhwhomdaqrctraby,Edmonton,382.0,Biomet,iijngooprne,Aggrurmxfjdjmeamwypafobvaujza,0.0,4.0,O,3.0
Ajq8086,,M,DC,United States of America,77.0,2961777.0,xyfcuxzmrkapwnxxlmskgk,58285.0,Xnxucjbxfofslijmsvxmdosqmjblrvkcmteevqidjdcrkvrrjzuxbpqsyjjheilwaugxjmn,Santa Rosa,458.0,Penske Automotive Group,NTDMXNUQUENW,orsotk,3.0,3.0,O,9.0
Npg8087,F,M,NY,United States of America,77.0,1014724.0,Bzsfxletcnudob,450122.0,Xzuckuoxcwlsmucbikomgrqpyjtrecympmflwamimtbxibcltmnltecoafssjjfrdznpynv,Winnipeg,395.0,Unisys,Kedcvea,epppsisshwtftmnpyjawhoxoppiptwadiwirmacbslstxmjygakpdgfubll,5.0,1.0,R,10.0
Wyc8088,M,S,NM,Canada,9.0,175998.0,Lffmzswjabkgtnimylinglrkxbep,189975.0,wprdkmdvsuaznscmvtcihccu,Chandler,393.0,Beacon Roofing Supply,VDTTGSFEY,Cugxezgrndwqnqdlc,3.0,5.0,,1.0
Ddj8089,,U,Alberta,United States of America,14.0,1603482.0,Wgzwnh,131586.0,dyodgfzoqrbgkwqzipnxhoejeetanrbwjqsrkxolrajdwnejsxenlkkioterracopirehnkgwqgjxpua,Nashua,569.0,Kraft Foods,Brxwv,AJGJP,2.0,3.0,O,3.0
pgw8090,F,D,IA,,38.0,2940685.0,Jzesaewkeaevsdf,198921.0,dmjcgftmwgkqslriaxvcwlsquyacvpcotanvpeuoeiaebuxamgwsncwashlpknuirtmactvxip,Norfolk,768.0,Belden,MTPQFRIEFQ,sbjoksfwbygdkiiwpavnfx,5.0,0.0,O,7.0
sic8091,,M,MN,United States of America,55.0,997874.0,Gqmyjtgzqnwctpgcgsi,419717.0,QBPGVSYQGNDRUEPKCQYOFUTRCQAQULOKLGTYQJVYBLCJYLOQCYBZPELBBANWLWNJAPMT,Fresno,585.0,Oneok,uiybcoxgz,ljwuswttuomlgbhlpsfthojcirhrvyeemkktcvkguitlpnpcdrljkaydjlkxtmcsufyomd,3.0,3.0,R,5.0
AFP8092,,M,Saskatchewan,United States of America,23.0,1210663.0,Ocfkil,315699.0,Vhaedpgbnkisdanvqevnhlwtwlaxystbspykkg,San Antonio,695.0,Cummins,TRDZCURGC,Zufopflpajwobstetjchjkdfkzxcnqllhqgfikbpgwmmdqybxxhcnoivensdh,1.0,2.0,R,5.0
ABE8093,,S,British Columbia,United States of America,38.0,2550067.0,Hhzlbgydkvfhpjwwlwzlrptsn,458150.0,Emtycdmgddkbyfissckibwntzotslwqbgtcdusftnxgrmvfksljostqsvtxrjgpgyl,Savannah,560.0,Whirlpool,nuzehnzufy,,3.0,0.0,O,5.0
Egy8094,,U,New Brunswick,United States of America,73.0,2539291.0,Nlurbghcteceblhakep,122267.0,ERJWXQYXMMWAHEKM,Montpelier,574.0,National Semiconductor,Kathhixrn,Izzgrkqtowioqholrlvgvdojkmsqqn,3.0,,R,6.0
JPQ8095,,U,NH,United States of America,40.0,2469405.0,kbnrlyadqcoa,478349.0,DQZSWL,Peoria,376.0,Belden,Bvuqsj,tbwlgitsgecrkueihcqtmasbe,5.0,4.0,O,0.0
end8096,,S,British Columbia,United States of America,42.0,1975282.0,Bzekn,,Fpqzdvzxqqdpuzelnpfguxdoorzhxbgeozjwbdgxccvrwbxnrntwjwacodr,Santa Clara,797.0,CIT Group,bobrea,vvrmdjpubppehovosdzwfqzyunkegmxthwufbsojkgiigbdolfjlgonasqlptljinoccvbvc,2.0,5.0,O,8.0
MXE8097,,W,WA,United States of America,50.0,3414193.0,Dzyzwuisjdd,7977.0,Prfrtbnsvprxspxvjwgmrjdg,St. Catharines,337.0,Cisco Systems,rjutwdpzbnhv,Olinfcptrebmrzuvehauxptxuzlijedwubt,1.0,4.0,O,0.0
Amy8098,F,M,OH,United States of America,36.0,716072.0,Vxkrgxvhgdbkynqontjtztdu,114056.0,fwaggytpljvwwmadureror,Fullerton,500.0,DynCorp International,gmowmrbg,,4.0,1.0,O,2.0
THW8099,,M,MI,United States of America,1.0,1939896.0,Nwgiuocvaqbzbnvzkpyblicfqf,38385.0,,San Diego,441.0,AmerisourceBergen,Fdopbgodnv,Gxsfnyvooniopvm,3.0,1.0,O,1.0
VOL8100,,U,NJ,United States of America,65.0,803068.0,Rdnwqpdzeayvfohqv,440119.0,SVGAMDZGRWMFYTEJMVVTPKOJCBSVOSWYPNNNNTZVMSXFHBF,Palmdale,457.0,Symantec,HWOTCRWNHND,RIQXUJXJHGPVPEGVUKDNTXVPWNUPRQASFPGWIRROXMXIMGUTCXCNWOBWKABWUOEWQXRHCIGKQBCHGRDE,3.0,1.0,O,
LPY8101,,S,WA,United States of America,54.0,2284224.0,fvojvejfozwy,169057.0,Piaotyvqwwjfraenxrxliphdkp,Ottawa,445.0,Dynegy,PETQFNGIXE,EAOSFHKIQOJANWBRJBGXGG,3.0,0.0,O,6.0
Tua8102,,D,Saskatchewan,Canada,5.0,3097815.0,ULUVAUCWQWBRPLPSWWSYJ,17488.0,dsjgeuomvwwywxrtqbmy,Greensboro,332.0,Duke Energy,rpfikhfxyujy,MZWIBFAKNHZCBUJWLUFANDGBOBJFYXCVCTNUWRJUVVEWHBICYVNDNSMTVAJFROQUAEEQRY,5.0,5.0,O,8.0
clf8103,M,S,OK,United States of America,95.0,3456695.0,PTIZWHFJQRIPI,435367.0,bqtlobcdujhhvgqvspmwbebgisin,Grand Rapids,312.0,Amerco,BZLETHEAREAD,Uwwwpjuwpusgtmudqprwhmogeamcienhsvmacivgdnnflcugiz,4.0,0.0,O,0.0
orx8104,F,U,LA,United States of America,48.0,407732.0,waatuodpwxsl,68214.0,Hsuoegedtkoecjyaurncxbqbwyqvdhselieh,Erie,627.0,Enbridge Energy Partners,Dmluvmeantxv,mfzcmnsltvxxfb,3.0,1.0,O,2.0
Whj8105,M,U,DC,Canada,90.0,3440867.0,KGCCGLSCNRNWJPMHHJMDSPKB,398010.0,fcgfkgnrwgxemgrvwizuxbmnctcxbgkt,Chicago,570.0,Publix Super Markets,Hxethckqin,,,2.0,R,8.0
odc8106,f,M,AL,United States of America,68.0,1045086.0,Pydgctkjjweoont,2374.0,dcttneqeuevzjwmqukmrnbgfn,Glendale,543.0,,ddjija,nzgesvldymoqfar,5.0,3.0,O,10.0
jcr8107,,S,NV,United States of America,,,Ioilr,19437.0,rfqnwndjgsmsojwyjhfuilnlgpjcomkntojzsawfdhgtgnkwjovltpksacsjwfixylpi,Buffalo,492.0,Reliant Energy,CWEJMBIPXCR,QUXLFRNAFJICWDCMUQTAMRNVYTLGYRXKHSESEXSRGANF,2.0,3.0,U,0.0
SVD8108,,U,HI,,97.0,1715912.0,HNNOCBXRPEMBXVDOOYCICGLQ,437123.0,bbjlhrjwwiketdelrbusphguxiejizwro,Sherbrooke,818.0,,IRXAAC,ulylxvnqraxeigynwfxmeynflhrtenajmateetpgtilgyovkt,1.0,1.0,O,8.0
Oej8109,,D,ME,United States of America,61.0,1134049.0,Cbfbnaaej,209471.0,cwinagxujkcuqishhaouqqblafvvoavc,Huntington,687.0,Zimmer Holdings,xqfuyqjns,Urahihnhiudonxidlwyppfffnyprrhogqtslsxvaedxhpxwa,5.0,5.0,U,9.0
lym8110,m,M,WY,United States of America,67.0,3926979.0,untupnxalzsduuuvjx,352870.0,fhpeyfszkolwrjrnfiaowufykoqm,Idaho Falls,686.0,American Eagle Outfitters,vwrbr,Qzjuunadlgwmwlmgmmzntwrdhcm,2.0,5.0,,10.0
SNX8111,,S,MS,United States of America,61.0,3227952.0,GAKXYL,362274.0,Uqpkifxxrazwhcvvgdfvvtw,New Orleans,717.0,Newell Rubbermaid,Qmpok,ckkeaovihudslytvkggvbjfihmxxrlpt,,5.0,O,0.0
Wwh8112,m,M,MI,United States of America,74.0,2705339.0,TCNRFCPAW,429384.0,Unmshdhgnrdinatnpiarezwkippyhfiomucbpnvlneinuhixxrttewbkmxroeeifloxhwuycc,Overland Park,599.0,Allegheny Energy,LTIKSIR,vfrupdaqsqdvkvbrlhkctxfpbfbzzsashpdfstzmuxizsmwlktmttyucndiaqmjchaywjwdcwuxonxfs,,2.0,O,2.0
