AgencyID,OwnOrRentFlag,MaritalStatus,CreditRating,Country,MiddleInitial,LastName,FirstName,Gender,AddressLine1,AddressLine2,PostalCode,City,State
Bra1023,O,S,418.0,United States of America,B,Brannan,Lynnett,,20166 PRESIDO PARK,,27417,Biloxi,New Brunswick
TRA1024,U,U,669.0,United States of America,,TRANSLATIONS,Dorthea,F,1524 drexel north,,v6y 1u9,Costa Mesa,AZ
igu1025,O,M,845.0,United States of America,,iguchi,ANSELMA,,19772 LEXINGTON PARK,,78273,Lansing,Prince Edward Island
Cha1026,R,S,557.0,Canada,B,Chanchlani,Gerhardine,,1681 ketch lane,APT. 322,10028,Reno,Manitoba
FIS1027,O,D,304.0,United States of America,,FISCHETTI,Berty,,23905 viking drive,,T5d 1m6,Baton Rouge,Saskatchewan
Hic1028,O,M,583.0,United States of America,Y,Hickman,Pepi,,17043 montview west,,90333,Fullerton,Newfoundland
Cro1029,R,U,,United States of America,,Cromwell,dianemarie,,2951 ennis west,,v6x 1w8,Newport News,MN
god1030,R,U,481.0,Canada,J,godina,homer,,21027 SARATOGA DRIVE,apt. 714,21272,St. Louis,CT
cra1031,R,M,578.0,United States of America,T,craver,Ranee,m,18124 5th park,,93872,Orlando,IL
son1032,O,U,770.0,United States of America,,sonhing,Kirit,F,10784 gold park,,V6F 1W5,Hull,DE
Gud1033,O,D,400.0,United States of America,,Gudgeon,Tuesday,,24990 conier park,,64058,Wichita,FL
Var1034,O,M,461.0,United States of America,,Varady,babara,m,15591 CAMP BOWIE WAY,,H5k 1r3,New York,FL
SAD1035,U,W,481.0,United States of America,,SADRI,tabbitha,,19873 wright avenue,,72245,Fort Wayne,Manitoba
FAT1036,R,S,716.0,United States of America,K,FATICA,gerianne,m,17936 MEMORIAL ROAD,,V6D 1P1,Bakersfield,MO
CAR1037,O,S,696.0,United States of America,,CARMONA,Kristi,M,4806 CRYSTAL HILLS STREET,suite 420,80920,Salem,NJ
Til1038,R,M,412.0,Canada,Q,Tille,Orsa,,19106 brielle way,,91733,Fort Collins,TN
MAR1039,O,D,511.0,United States of America,,MARACLE,dpn,m,18930 ROCKHILL AVENUE,apt. 817,10066,Richmond,AZ
Gol1040,O,M,408.0,United States of America,I,Goldthorp,KATRINKA,f,21421 dexter avenue,,m3w 1l4,Greensboro,IN
DOB1041,O,,408.0,United States of America,,DOBBS,phedra,F,14805 BONNEVILLE STREET,,X5e 1v5,Hull,AR
NAM1042,O,U,619.0,Canada,,NAMONT,Christiana,f,19532 GOODWIN WAY,,77096,Wichita,MT
fil1043,O,S,660.0,United States of America,,filer,Tallou,,12636 LINWOOD RUE,,43639,Arlington,HI
LON1044,O,M,693.0,United States of America,I,LONGTIN,gareth,,8716 WORTHINGTON SOUTH,,94264,Columbia,MT
KET1045,R,M,508.0,United States of America,,KETTLES,Hiroki,,23411 madison south,,m2r 1e8,Lincoln,MA
MAL1046,O,S,759.0,United States of America,H,MALMQVIST,Jennie,H,16096 BURNHAM PARK,,H2G 1Y5,New Orleans,Quebec
eri1047,O,S,807.0,United States of America,K,erickson,Isabelle,f,19151 GIBBES SOUTH,,V6i 1q1,Mesquite,HI
del1048,O,D,,Canada,,delong,bang,,23261 long way,,T6d 1e3,Kitchener,HI
Sch1049,O,D,486.0,United States of America,P,Schmitigal,ADDY,m,6492 adams east,apt. 426,e7o 1o6,Plano,MN
Xay1050,O,W,401.0,United States of America,,Xayaraj,Bnrecad,,6768 fondren lower,,M5B 1X1,Toledo,SD
Bul1051,R,M,629.0,United States of America,,Buley,Raouf,M,23989 ashley north,,M5G 1X4,Rancho Cucamonga,HI
BRY1052,O,U,346.0,Canada,,BRYS,Rijos,,13920 wedgewood lane,,M2p 1d1,Winston-Salem,WV
Tem1053,O,M,843.0,United States of America,B,Temp,tavis,,22026 vickery street,,55406,Santa Rosa,KS
Vit1054,U,M,513.0,United States of America,,Vitaglian,ELEANOR,m,11449 BLALOCK PARK,,78273,Rancho Cucamonga,CT
VAN1055,R,S,841.0,United States of America,,VAN RIJN,paloma,m,18267 state drive,,89139,Indianapolis,MT
NAN1056,R,S,561.0,United States of America,H,NANCE,Mallissa,,7385 sycamore court,,T6D 1K7,Alexandria,GA
Unx1057,O,,703.0,United States of America,,Unxlb,eyde,,20900 MARCHMONT WEST,,39212,Eugene,KY
kro1058,O,M,623.0,United States of America,,kroeger,trees,,13971 milbury court,Apt. 917,94494,Denver,IN
LIM1059,O,M,474.0,United States of America,,LIMEINA,Sheelagh,,12805 bramblewood east,,M2p 1f3,Pueblo,UT
Puu1060,O,M,713.0,United States of America,,Puukila,Brenna,m,16364 BUCKEYE LANE,,M5e 1w5,Oklahoma City,IA
LUC1061,R,W,667.0,Canada,,LUCIANI,mavis,M,5503 raymond park,,m2r 1f9,Lansing,CO
gli1062,O,M,604.0,United States of America,,glidewell,Cristina,,23788 LINDEN DRIVE,suite 429,33143,Chesapeake,FL
DUR1063,O,M,680.0,United States of America,B,DURAN,Owen,E,19412 broad lower,,27609,Salinas,AL
Lux1064,O,M,357.0,United States of America,F,Luxford,FERDINANDA,,2882 whistler lane,,H7f 1t7,Louisville,SD
Bur1065,O,S,581.0,United States of America,A,Burruss,KARYLIN,,20109 alexis lane,,S7c 1n6,Oceanside,TN
Cla1066,O,W,408.0,United States of America,D,Clairmont,Adelind,m,2648 miller street,,60759,Houston,LA
Mot1067,R,M,791.0,United States of America,H,Motashaw,Caridad,,784 RIVER PLACE SOUTH,,98424,Lubbock,NY
KHA1068,U,U,427.0,United States of America,,KHATRI,Shena,,18207 CONLEY SOUTH,,92826,Las Vegas,NV
DEL1069,O,,770.0,United States of America,,DELORENZI,Melisent,F,11943 keswick west,apt. 585,79944,Birmingham,CA
Por1070,O,D,579.0,United States of America,Z,Portigal,Helaina,,18582 PERIMETER BOULEVARD,,H6c 1x7,Warren,PA
STE1071,R,M,755.0,United States of America,H,STEELE,Naren,f,9993 KELVIN PARK,,80160,Louisville,IA
MCD1072,R,M,440.0,United States of America,,MCDEVITT,Betta,m,1570 clay rue,,60715,Detroit,AL
KHO1073,O,S,529.0,Canada,G,KHOUDERCHAH,Prity,,24330 CARNATION PARK,,V6C 1Q6,Hamilton,KY
Maj1074,,U,429.0,United States of America,R,Majmudar,AURORA,L,7155 SEWARD CRESCENT,,99717,Hamilton,UT
Whi1075,O,D,388.0,United States of America,Z,Whiteford,Kerry,M,13920 wedgewood lane,,M5c 1x8,Irving,WI
pue1076,O,M,784.0,Canada,,puett,Sallyann,f,5391 CLAY WEST,,78258,Richmond,AL
Mai1077,,W,313.0,United States of America,R,Mailroom,Emanuel,f,20809 cecil upper,,10272,Rochester,ID
Pok1078,U,M,476.0,United States of America,X,Pokrifcak,JULIEN,f,3594 MITCHELL NORTH,,M9F 1U7,Lubbock,MO
Tra1079,O,W,528.0,United States of America,,Tracey,Marv,m,2132 MEADOW LAKE UPPER,,v5c 1m8,Hay River,ND
Tra1080,O,S,526.0,United States of America,I,Tran,Isabeau,F,12516 bellaire north,,90162,Warren,NM
Rav1081,O,S,369.0,United States of America,,Ravji,LEZLIE,f,8108 DEWEY PARK,,94461,Greensboro,Saskatchewan
How1082,O,S,450.0,United States of America,,Howe-patterson,Adelle,,2667 bonnie brae rue,,m2q 1f6,Fort Wayne,NH
KHA1083,O,M,563.0,United States of America,,KHAWAR,Souphalack,m,21675 decatur north,,85250,Norfolk,WV
HAW1084,,M,404.0,United States of America,M,HAWKES,warren,m,16414 penn south,,A5d 1a2,Charlotte,TN
bur1085,U,M,617.0,United States of America,,burchat,Ariel,m,5350 glen loch boulevard,,40507,Concord,AR
Mil1086,U,M,566.0,United States of America,,Milburn,Hunter,,23607 stella lane,,M5e 1z9,Corpus Christi,NC
Pie1087,O,M,703.0,United States of America,C,Pieroway,FANECHKA,f,8898 rincon boulevard,,66117,Raleigh,OR
bir1088,U,S,536.0,United States of America,,biray,Ame,f,22190 saunders street,,V6i 1p5,Escondido,Newfoundland
Sch1089,O,S,478.0,United States of America,,Schutte,Caty,,7409 lexington lane,,19197,Bismarck,New Brunswick
stu1090,O,U,735.0,Canada,,sturrock,Schyndel,m,2836 archer crescent,,33620,Minneapolis,IN
You1091,O,M,451.0,United States of America,F,Younglove,marita,,8481 diggs drive,,77272,Los Angeles,MD
UBE1092,O,S,302.0,Canada,,UBERIG,Sandie,f,450 FLORESTA COURT,,v6o 1w4,Sunnyvale,AK
ras1093,O,W,763.0,United States of America,F,rasberry,HATTIE,f,1892 electra crescent,,90392,Winnipeg,NV
Mur1094,O,S,355.0,United States of America,N,Murrell,HOPE,,12530 westerley crescent,,99690,Los Angeles,VT
rob1095,O,M,516.0,United States of America,,robieux,Mehdi,f,13429 spring crescent,,63156,Los Angeles,ME
Sti1096,U,M,371.0,Canada,,Stinson,melina,,13306 dryden court,,72289,Worcester,Saskatchewan
ram1097,O,D,824.0,Canada,,ramsey,RUEBEN,F,14853 commerce park,,85099,Albuquerque,ND
inc1098,,M,422.0,United States of America,,ince,Damian,M,21572 rockhill rue,,T5d 1l9,London,NE
HAR1099,O,W,684.0,United States of America,E,HARRINGTON,LUISA,F,13153 jefferson road,Apt. 745,19025,Grand Rapids,LA
Lit1100,R,D,833.0,United States of America,Y,Litzenberger,dari,m,4050 international road,,M7m 1a1,Tulsa,TN
GOL1101,O,M,349.0,United States of America,,GOLDMAN,alvaro,F,11529 ARCANA BOULEVARD,,77235,Salem,AK
deb1102,R,M,514.0,Canada,R,debrusk,kim-tram,,14561 hickory way,,78504,Huntington Beach,ID
VIT1103,R,U,673.0,United States of America,,VITAGLIAN,Virgina,,5870 YAUPON NORTH,,T5C 1S3,Charleston,CO
nav1104,O,M,819.0,United States of America,,navarro,Liesbeth,f,15205 MOODY EAST,,37419,Missoula,Quebec
Ken1105,O,M,331.0,United States of America,,Kent,per,,23923 potomac road,,93753,Plano,NE
oly1106,R,S,499.0,United States of America,Q,olynyk,Zia,,11683 basswood north,,40201,Costa Mesa,MS
Str1107,O,D,599.0,Canada,,Streight,betty-anne,,15399 long avenue,,94320,Augusta,PA
yer1108,O,U,702.0,United States of America,,yerigan,CHERRY,m,292 SAKOWITZ ROAD,,H2b 1v9,Bellevue,KY
KOB1109,O,D,718.0,United States of America,,KOBIERSKI,Mellisent,F,10008 BROWNWAY SOUTH,,20008,Quebec,RI
Smi1110,O,W,389.0,United States of America,Q,Smid,vino,,6726 englewood upper,apt. 526,M9F 1T8,Minneapolis,WI
Bre1111,O,M,675.0,United States of America,,Brennan,Cang,M,408 johnson ferry avenue,,85703,Huntsville,AL
Cob1112,O,S,614.0,Canada,,Cobran,Huyen,M,11678 NEWPORT NEWS LOWER,Apt. 433,T6B 1F7,Cheyenne,MO
mab1113,R,M,694.0,United States of America,K,mabuchi,Bernelle,,7948 BEARD AVENUE,,91178,Fargo,NJ
cow1114,O,S,560.0,United States of America,F,cowell,Berthe,f,17825 fleet south,,T5c 1q4,North Las Vegas,AR
att1115,R,D,720.0,United States of America,,attarchi,ophelie,,12602 wise road,,M9d 1u2,Santa Clara,KY
BAT1116,O,U,346.0,Canada,,BATURA,Kellie,,12960 glenmont street,,80923,Independence,ME
Mcg1117,O,M,366.0,Canada,T,Mcgehee,xiaojing,M,9109 WESTERN WAY,,H2f 1w1,Whitehorse,British Columbia
GAL1118,O,U,476.0,Canada,,GALLUZZI,KIRBY,,4895 PARKVIEW COURT,,V6y 1t4,El Monte,WI
Cac1119,R,M,614.0,United States of America,K,Cachero,Bevvy,M,15338 worley south,,91914,Mesquite,Newfoundland
WES1120,U,S,508.0,Canada,G,WESTFALL,Pramod,,15276 addison crescent,,m8b 1x9,Lafayette,ME
rem1121,R,M,628.0,United States of America,,rembecki,stormi,,9749 overton ridge boulevard,,90335,Lafayette,British Columbia
Fla1122,O,M,437.0,United States of America,,Flach,Arlena,,15686 oliver street,,66108,Escondido,CO
STI1123,O,S,496.0,United States of America,G,STIRLING,carissa,m,24053 atwood boulevard,,23250,Fort Worth,Quebec
JAM1124,O,M,747.0,United States of America,,JAMMU,Ning,,13776 east boulevard,,70150,Livonia,AL
Kun1125,R,S,645.0,Canada,,Kunz,Joanna,m,8148 pearson avenue,,46231,Mesquite,IL
gar1126,O,M,671.0,United States of America,,garg,Sohayla,,5398 collier crescent,,T5a 1k3,Garland,IN
Mun1127,O,S,503.0,Canada,,Munroe,Jacqueline,,7305 HOLLY STREET,,10016,Glendale,CO
Bre1128,O,U,316.0,United States of America,F,Breglec,ROCHETTE,,13372 WINIFRED LANE,,98418,Charlottetown,Nova Scotia
Jaf1129,U,S,808.0,United States of America,,Jaffer,JUOZAS,,16520 HEMPHIL NORTH,,46234,Billings,VA
hor1130,R,U,452.0,United States of America,,hornung,sask,,22820 wilshire boulevard,,93879,Tempe,WV
hud1131,O,U,655.0,United States of America,,huddleston,Milka,,6341 CHARLOTTE COURT,,94170,Miami,Saskatchewan
Edg1132,O,U,799.0,United States of America,W,Edgar,HRDATA,m,16606 MCAFEE WEST,,33609,Colorado Springs,OK
lau1133,U,S,838.0,United States of America,,laurich,Norstar,,24277 pico upper,APT. 90,76708,Chicago,CO
wam1134,O,U,586.0,Canada,,wambsganz,LAURY,M,10381 voss rue,apt. 951,31904,Santa Fe,NE
tav1135,U,W,303.0,United States of America,O,taverner,Kazuhiko,,19610 COOPER LANE,,20037,Macon,LA
Tej1136,O,U,714.0,United States of America,G,Tejani,marris,,4768 belladonna street,Apt. 915,A2b 1v1,Tallahassee,Ontario
Bri1137,O,,805.0,Canada,T,Brinklow,thea,m,1540 crestmere north,,v6x 1s8,Pomona,NH
Vie1138,R,M,350.0,United States of America,,Viens,cortland,m,8550 briggs avenue,,90046,Winston-Salem,DC
Kla1139,O,W,776.0,United States of America,,Klaudt,martina,M,22468 cadiz lane,suite 184,m5f 1v9,Allentown,NM
SEL1140,R,U,733.0,United States of America,S,SELISKER,ki,,7184 charleville lane,,H7e 1u2,Charleston,MO
Kni1141,U,M,333.0,United States of America,Q,Knighton,Courtney,f,13177 brighton avenue,Apt. 600,90395,Santa Clara,British Columbia
kau1142,O,S,515.0,Canada,,kaura,Mcgee,m,2756 KENTWOOD COURT,,37201,Hampton,WI
Sch1143,O,M,,Canada,G,Schmidt,MARILYNN,,2845 TRAFALGAR EAST,,H2A 1X9,Mesa,DC
cul1144,O,U,535.0,United States of America,,culp,KENT,M,9176 clark west,,60783,St. Catharines,IN
rai1145,O,U,603.0,Canada,Q,rainsforth,MARY-JO,F,18591 CHAPIN ROAD,,85080,Whitehorse,KY
hsi1146,O,M,314.0,Canada,I,hsieh,Nady,f,11316 hampton street,,m5c 1w1,Peoria,KS
met1147,O,W,623.0,United States of America,,metler,ASMAR,M,8617 woodcrest north,,V6f 1w2,Sterling Heights,OR
Map1148,O,M,546.0,Canada,,Mapes,ardith,,1722 mosshead drive,,99548,Milwaukee,PA
bou1149,R,M,698.0,United States of America,K,bourlet,FEDERICA,F,10513 barberry north,,36153,Arlington,Saskatchewan
lal1150,R,M,,United States of America,,lalka,EARNEST,,10543 cravens crescent,,30368,West Covina,MI
MEA1151,O,S,558.0,Canada,Z,MEASURES,katarina,F,11503 stratton west,,H5i 1r4,San Buenaventura,NM
Td1152,O,M,312.0,United States of America,U,Td,Madeline,,18930 rockhill avenue,,44138,Newark,WV
CAR1153,O,M,473.0,United States of America,H,CARRON,Alain,,15361 HALLE LANE,,95208,Livonia,AR
SAB1154,O,U,492.0,United States of America,X,SABATINI,Petrina,,5521 beverly lane,,T6c 1e7,Elizabeth,MN
Tar1155,R,W,532.0,United States of America,,Tardioli,Edyth,,2773 spicebrush crescent,,92173,Lansing,ID
mid1156,O,U,436.0,United States of America,R,middleton,bhupendra,m,15031 wood south,,90039,Fort Lauderdale,OH
pha1157,O,U,805.0,United States of America,U,phalen,REAL,,12581 CONGRESS ROAD,,V6b 1p9,Bismarck,CT
Sha1158,O,D,330.0,United States of America,,Shackley,Skip,,4737 sayers court,,88003,San Francisco,Newfoundland
SCA1159,O,S,828.0,United States of America,G,SCARBOROUGH,holst,,19707 FOUR WINDS ROAD,,T5b 1t3,Evansville,ND
gai1160,O,S,357.0,United States of America,,gaiotti,MISTI,f,8145 essington north,apt. 440,T5A 1U5,Tallahassee,ME
Fis1161,O,U,772.0,United States of America,,Fiszman,STACIE,f,10709 whittington south,,61608,Hamilton,LA
Sch1162,O,U,837.0,Canada,,Schwane,Daveen,,10463 winsome boulevard,,10183,Atlanta,RI
HEP1163,O,M,691.0,Canada,X,HEPBURN,Miles,f,15932 WHALE UPPER,,x5e 1v7,Fairbanks,NC
van1164,O,S,721.0,United States of America,,vandenborre,heike,,2254 whistler drive,,V6R 1U8,Hollywood,TN
CHR1165,O,S,763.0,Canada,B,CHRISTENSEN,roshelle,m,16713 FERNANDO LANE,,T5a 1y5,Waco,TX
sue1166,,M,747.0,United States of America,,suess,Mohammed,f,7557 park stream street,,95126,Baltimore,ID
Fon1167,O,,581.0,United States of America,,Fondacaro,lewis,,19492 lyons court,,H7H 1T8,Thousand Oaks,British Columbia
Bor1168,R,S,826.0,United States of America,V,Boruslawski,RADOSLAV,,21245 weller way,apt. 339,M1h 1r6,Richmond,NM
WIE1169,U,M,698.0,United States of America,G,WIENERT,NELDA,F,14719 north rue,,60618,Hayward,WV
CHA1170,R,U,489.0,United States of America,S,CHANDRASHEKAR,CORDIE,,24200 north crescent,,T5A 1P2,Regina,VA
Pag1171,R,S,,Canada,,Pagi,jewell,M,4348 WEDGEWOOD EAST,apt. 207,43226,Lowell,Quebec
pop1172,O,S,832.0,Canada,R,popper,Alysa,m,23046 wathan lane,,92609,Charleston,NC
Cou1173,U,U,721.0,Canada,P,Courson,vitia,m,22498 hutton west,,V6n 1u3,Pembroke Pines,WA
COM1174,O,M,412.0,United States of America,,COMEAU,GLORY,,1715 texas west,,36115,Casper,DE
ROC1175,O,U,780.0,United States of America,O,ROCHE,Ranga,m,4437 stonehill drive,,30330,Paterson,NE
Ask1176,O,U,,United States of America,,Askins,Carmina,F,12805 BRAMBLEWOOD EAST,,30331,Dover,MN
ALB1177,R,M,,United States of America,T,ALBEA,Debi,,13493 turtle creek south,Apt. 926,M1g 1r4,Naperville,Quebec
Per1178,R,S,451.0,United States of America,,Perrier,hala,,14553 round lake boulevard,Apt. 954,36168,Stamford,TX
Ged1179,R,U,393.0,United States of America,,Gedeon,manjinder,,7385 sycamore court,,55162,Hialeah,NV
Gus1180,R,S,315.0,United States of America,,Gustlin,Marylynn,,21082 cliffbrook west,,E7n 1q6,Chandler,CT
kes1181,O,M,832.0,United States of America,J,kessel,Nikolia,,8453 burnett street,,h2d 1u5,Kitchener,DC
RIT1182,O,U,659.0,Canada,,RITTER,Sena,,19050 cordoba upper,,94320,Laredo,PA
DIE1183,O,M,498.0,Canada,,DIEU,lucita,F,2134 neff south,Apt. 668,13222,Chula Vista,MO
SAN1184,U,U,629.0,United States of America,,SANSOM,MARYA,M,3123 clint south,,V5d 1m2,Erie,NC
Dic1185,R,U,798.0,United States of America,,Dickie,rici,M,1047 courtland lane,,M5C 1Z6,Regina,FL
Per1186,R,M,679.0,United States of America,C,Perron,Sriranjani,,23459 WESLEYAN LANE,,T6a 1i4,Mesquite,Ontario
Blo1187,O,D,692.0,United States of America,,Blodgett,codi,,6094 ALONZO LANE,,93801,Sudbury,UT
Hub1188,U,M,,United States of America,A,Huber,Berri,,5003 travis lower,,T5a 1q7,Casper,MA
KIN1189,O,W,688.0,Canada,,KINNIBURGH,Kassem,,7421 sandpoint east,,V6s 1w9,Omaha,KY
tes1190,R,M,,United States of America,,testsds,BENITA,f,24160 star drive,,v5b 1p6,Spokane,RI
Ser1191,,W,663.0,United States of America,V,Serraf,gajendra,,16845 BOLL UPPER,,10034,Cedar Rapids,HI
kor1192,R,M,684.0,United States of America,,kortekaas,ross,M,15879 pardee rue,apt. 990,32240,Fairbanks,SD
bos1193,O,M,836.0,Canada,,bosnyak,emmalee,,17514 buckroe court,,72284,Fort Wayne,ME
Eng1194,R,U,421.0,United States of America,I,Engelberg,Myrtle,,12417 airport drive,,94138,New York,MI
Lin1195,R,W,721.0,United States of America,,Lindberg,LEONTYNE,,14329 rio grande lower,,64108,New Haven,Ontario
dru1196,O,W,539.0,United States of America,,druzeta,Career,M,3570 reynolds upper,apt. 714,91759,Greensboro,IL
Mim1197,U,D,621.0,United States of America,,Mims,ZACK,,11436 crestline east,,36603,Saint John,UT
MAC1198,O,M,339.0,United States of America,Q,MACIEJEWSKI,HEINO,,1963 holmes lower,,33010,Bismarck,Quebec
Boy1199,O,S,344.0,United States of America,X,Boyce,Sonny,M,1485 PEMBERTON WAY,,44133,St. Johns,TN
sha1200,U,U,689.0,United States of America,,shannon,Michelle,f,1756 windsor east,,e7o 1h5,Fontana,Quebec
Abe1201,O,M,339.0,United States of America,G,Abernathy,Yoshiaki,,3489 silver sage west,,44102,Fontana,IL
eis1202,O,M,822.0,Canada,J,eisen,Schouwen,,13324 preston way,,M5D 1W4,San Buenaventura,PA
RUM1203,O,M,657.0,Canada,,RUMMANS,MOLL,,8420 ASHLEY UPPER,,M5g 1y4,Newport News,MN
CON1204,O,D,,United States of America,,CONERLY,Harrietta,f,17973 scanlin north,,92879,Memphis,Alberta
kla1205,R,W,498.0,United States of America,,klapper,CILKA,,5054 emerson east,,T5a 1l5,North Las Vegas,UT
Hud1206,O,U,618.0,United States of America,,Hudyma,aurlie,m,9902 altamesa park,,90244,Tampa,CT
ede1207,O,S,533.0,Canada,,eder,duncan,f,505 GAYLORD NORTH,,91166,Oshawa,PA
FEL1208,,M,539.0,United States of America,,FELCZAK,Kellen,F,12416 lenwood lane,,23461,Scottsdale,ND
Sch1209,O,M,370.0,Canada,,Schrader,utpala,,19334 stratmore lane,,93389,Sacramento,NC
bro1210,O,U,466.0,United States of America,,broadhead,maxi,m,17595 TAHOE EAST,,T6c 1h7,Charleston,Manitoba
doi1211,R,M,841.0,United States of America,,doig,YARLANDA,,22014 rose park,,e7o 1n9,Warwick,TN
Iaq1212,O,M,846.0,United States of America,,Iaquinto,shandy,,3692 evans north,,13203,Missoula,HI
VOA1213,R,M,,United States of America,,VOADMIN,Siamak,,8293 wayne crescent,,91335,Jersey City,AR
woo1214,O,M,335.0,United States of America,B,woodall,freddi,,21646 lake park crescent,,T6C 1G9,Winston-Salem,KY
hal1215,U,U,340.0,United States of America,Z,hallett,Ilysa,,19305 crystal hills lower,,92878,Lansing,VA
Zay1216,U,U,,United States of America,,Zaydan,florida,,24611 WRANGLER AVENUE,,29205,Chicago,PA
Hur1217,U,S,449.0,Canada,R,Hurtubise,lynnea,M,15581 INGERSOLL AVENUE,,h2f 1x4,Nashua,NE
GUM1218,O,M,381.0,United States of America,,GUMBLEY,ofelia,f,14831 murray road,,t6a 1g7,Concord,Prince Edward Island
sol1219,U,,419.0,United States of America,,sollman,Shirlene,,20494 ross west,,90866,San Diego,NM
fao1220,O,D,747.0,United States of America,,faou,Jerrylee,,19166 taylor crest east,,94273,Madison,NY
ERN1221,O,D,720.0,Canada,,ERNST,MIWA,m,8815 concord court,,43625,Saint John,OR
Syl1222,U,M,,United States of America,,Sylvain,Ida,,9720 tide mill east,,H6b 1x8,Norfolk,MD
sco1223,R,M,547.0,United States of America,,scourneau,Brittany,F,3972 wilmington rue,,v6t 1r1,Lakewood,ND
Rid1224,O,U,308.0,United States of America,,Ridgway,Morganne,,10785 gemini north,,50324,El Paso,LA
Hot1225,O,S,644.0,United States of America,,Hotson,Hortensia,m,21034 WINDCHIME LOWER,Apt. 646,v6o 1s6,El Paso,NV
LUE1226,O,S,523.0,United States of America,,LUE,SAEID,,3735 neilson upper,,E7o 1l7,Tulsa,Nova Scotia
WAL1227,O,S,330.0,United States of America,,WALBRIDGE,MERIDEL,m,21985 oakhurst court,,93664,Escondido,WY
Hoa1228,O,M,662.0,Canada,,Hoang,MIEP,,5530 MEADOW LAKE PARK,,67225,Irvine,AL
VAN1229,O,W,326.0,United States of America,U,VAN OORSCHOT,SWD,,12397 ingersoll upper,,V5c 1o5,Durham,ID
Sca1230,R,M,377.0,United States of America,S,Scarrow,RUTH,f,18751 lyle avenue,,M5a 1v8,Ann Arbor,Nova Scotia
SID1231,O,W,760.0,United States of America,,SIDOROVSKY,jaya,,7750 RAMPART DRIVE,,T6B 1J1,Bismarck,WV
Luu1232,U,S,704.0,United States of America,,Luu,ivona,F,23949 SCOTCH PARK,,80022,Lowell,Saskatchewan
Bor1233,O,U,,United States of America,,Borson,Therese,,8729 halle street,,10164,Ottawa,ND
GIL1234,R,M,713.0,United States of America,A,GILLIARD,Lou,F,11100 morningside west,,60774,Milwaukee,ND
Mcw1235,O,M,542.0,United States of America,,Mcwherter,JOCELIN,,24123 lamport lower,Suite 290,37220,New Orleans,ME
Huf1236,R,M,778.0,United States of America,,Huffman,Alan,,8188 candlelight north,,99703,Greensboro,AR
mev1237,R,S,623.0,Canada,,mevis,jolynn,F,16508 cleveland upper,,14232,Simi Valley,WA
sti1238,O,U,392.0,United States of America,W,stirling,TWYLA,M,7609 josey street,,T5a 1m4,Santa Clara,TX
lor1239,O,U,314.0,United States of America,X,lorincz,saree,F,298 CEDAR CRESCENT,,93326,Worcester,CA
vin1240,O,W,702.0,Canada,,vincent,Shirley,m,9764 harvard park,,h2f 1x4,Escondido,ND
Wan1241,U,D,485.0,Canada,D,Wang,LORNE,f,24132 abbott street,,90164,Erie,SC
Baz1242,R,S,715.0,United States of America,,Bazik,Somsak,F,12636 LINWOOD RUE,APT. 254,98141,Regina,MN
Bab1243,O,W,743.0,United States of America,,Babin,Elyssa,,22824 ROSE EAST,,90807,Lancaster,OH
Neu1244,O,M,752.0,United States of America,,Neuman,SHIRLEE,,19085 amsterdam avenue,,E4a 1r2,Charlottetown,PA
Bet1245,R,M,,United States of America,,Betts,Wilow,,15401 winter park lane,APT. 159,v5a 1p5,Huntsville,ID
sch1246,O,M,727.0,Canada,,schwenk,Christine,,16606 mcafee west,,90239,Springfield,IL
Zel1247,R,U,627.0,United States of America,,Zelsmann,Ria,M,2031 ross road,Suite 328,35845,Bismarck,MI
Win1248,O,D,439.0,United States of America,,Winningham,heddie,,15960 st. phillip boulevard,APT. 421,A2b 1v9,Salinas,ND
heb1249,O,D,828.0,Canada,,hebbar,Aartjan,f,8899 starling lane,,H5l 1p9,Fort Wayne,TN
pic1250,O,M,413.0,United States of America,,picard,Aloisia,M,22133 wesleyan way,,M9e 1u7,McAllen,ND
May1251,O,D,829.0,United States of America,J,Mayr-stein,jossine,,18267 cape lane,apt. 776,20011,Shreveport,NM
kle1252,O,D,724.0,United States of America,,kleynenbergntmvaa,ANSLEY,,11961 beningus rue,,10187,Hilo,AK
Dil1253,O,W,,United States of America,,Dilley,chin,,11926 GAYLORD SOUTH,,V6L 1T1,Oxnard,WI
COM1254,R,S,597.0,Canada,,COMBEE,cybill,,2270 floresta rue,,93888,Pittsburgh,MD
men1255,O,M,702.0,United States of America,,mendez,QAINFO,F,14783 SAUNDERS UPPER,,13204,Pomona,NY
CAL1256,O,S,783.0,United States of America,,CALIS,Luke,,23975 morton rue,,H2a 1w9,Lubbock,Newfoundland
CON1257,O,S,514.0,United States of America,S,CONNER,CATE,,22345 4th east,,94629,Chicago,New Brunswick
Van1258,R,S,395.0,United States of America,,Van dyke,Florine,F,7626 clint west,,m2q 1d5,Gary,ID
Nov1259,U,U,431.0,Canada,,Novia,Luping,M,17107 university court,,V6b 1r6,Independence,SC
ACK1260,O,M,402.0,United States of America,R,ACKWOOD,Caroline,,881 vance jackson south,,94632,Little Rock,TN
PAT1261,R,D,657.0,Canada,,PATTULLO,Krinda,F,18723 ethridge park,,10703,North Las Vegas,Alberta
