AgencyID,Gender,MaritalStatus,AddressLine1,PostalCode,City,Income,AddressLine2,NetWorth,CreditRating,NumberChildren,Phone,NumberCars,Age,OwnOrRentFlag,Employer,NumberCreditCards
Tla10315,,,Ednyagxeqxizgttdnhcfrefp,JPJPNS,Detroit,113138.0,Auyfghifrxgouciozezoxqukitopkhbup,152544.0,395.0,0.0,1-575-129-6524,1.0,20.0,U,Western Refining,
ONS10316,M,M,fmuljeljgkobqwmyho,dwggwcqbhx,Norfolk,304274.0,rnwhnmazvpbsaavvzvmwayfeailpwxzkrcrqbqiqoeyew,692004.0,372.0,5.0,1-113-661-9093,4.0,7.0,O,Flowers Foods,
Ukm10317,M,S,iwxqesvtjifpzilhlpwtjygodpbscoljofgdsbailyia,,Tacoma,409138.0,Fjjxogwuzevwulplekxmzltyors,1263478.0,590.0,5.0,1-529-338-3011,3.0,57.0,R,Family Insurance Group,7.0
ekn10318,,M,xzugfobxwarqmamvdgzjdbqvkfwpgtriolbmkfpkthoohbminqvbkmmflzoluhvmyjmpppsvrhhxxidr,,Toronto,169215.0,TAFHTKEFKUGXLGLTZECQUQQMFSKHJLXLQOHFQZERZRTV,2451725.0,644.0,2.0,1-251-128-1614,2.0,31.0,U,Wyndham Worldwide,2.0
tle10319,M,D,,ybsqe,Kansas City,183997.0,Nalfy,2572155.0,,1.0,1-167-231-5244,5.0,47.0,O,Convergys,5.0
YXN10320,,W,Slruciuqxjigdapaqxwumjcqmucoovrthqeaikbunhhbvxcxhxtosloywruozx,Uobrjrnqh,Hilo,305712.0,LWHLVJETUVYADXQDQCBQRYIFPSHGTFCAZPHDPUNHLYPSGA,3017947.0,394.0,1.0,1-746-577-8502,5.0,30.0,O,Baker Hughes,
Zzj10321,,U,Tpjlqemejnjoyvjcqpq,qdgxygs,Durham,370852.0,Xjlwwrmdfagoffozgchrqbgiwgdfsrukiqvjezlhnxxmwruvyhhfuo,2583073.0,566.0,5.0,1-509-447-2508,0.0,30.0,O,Enersys,2.0
Mcw10322,,M,Rdchkohwwugmrihdmcejpzrhred,PZOPDBESO,Costa Mesa,61789.0,WVCFVBYYVAUVIMXDXLDNSHIEPOCXRPDYERVVCZZMBQHPCAFZGGCMHSCJPEASUXBNA,,398.0,4.0,1-307-390-6887,1.0,86.0,O,Mueller Water Products,9.0
BJO10323,F,S,uialriswkkdkzhxwgoohxfqoagpjlkuozrsgafezqsmcd,Rxjphrlr,Mesa,4923.0,Vjbnepxystjpagvlmxygrsjaamvfruneprxewugcgg,245862.0,484.0,0.0,1-444-903-6881,1.0,25.0,R,IDT,10.0
Hrf10324,M,M,,yhcvod,Mesquite,125828.0,NGGTXLXYVDYCFRRLOABZMTEFNRVPNGGSOQHPNKDRSBUTVZKGLZWRGVQ,2719205.0,616.0,1.0,1-858-508-4426,1.0,89.0,O,Apache,5.0
Ncc10325,,S,Ovmdskhdsvigkjyrgodhofipyzxfavhxvjhycl,pzpakanbch,Palmdale,135487.0,Rfsrsjsrdogcjodwseqtjapsjbwhwdyuwtvddownuk,1740714.0,643.0,0.0,1-286-527-3740,5.0,0.0,O,DST Systems,10.0
IZH10326,,D,jkfvrjpcjwvemsrdyijherhwdnfknnnqijlqfxsovqykmefyus,Batvyegke,Mount Pearl,195856.0,PZCEMEEQEUCRAC,2637913.0,809.0,3.0,1-153-003-2570,5.0,18.0,O,Bank of America Corp.,6.0
ltw10327,m,U,nondwlnmomyquvqbrxhadgkugllsqmjgxnrhmxehaffvpbhhahsjeohhvewm,Igipvlmbbfbi,El Monte,114169.0,Sxcheabppcgezq,727773.0,421.0,2.0,,1.0,1.0,O,AptarGroup,4.0
Erp10328,M,M,Jecwvweswmsnthkqfrbolwadbyyrywzsiyeedkwoeagvwbtnj,zksnroorx,Grand Rapids,,Vpgeittvpzfghyzcfwslvoacenouujzviiiiuvchcv,,441.0,0.0,1-552-571-2630,4.0,,O,Goldman Sachs Group,4.0
Ihj10329,,S,Zubtvaieyldqubmrszzvysljhsrcvtgaznmqhtcvgopbxwpm,Xjgkhonsdrou,Windsor,7519.0,LQDURDCCKUHRYWRAVLVGJMPGMHDO,2183914.0,774.0,0.0,1-190-154-2038,4.0,90.0,O,Electronic Arts,0.0
Dvp10330,,M,Bminfhyyoeamwqpgmkawychgbobadrf,Tbjttynwvqg,Peoria,238879.0,FHRGUSTVXKMYULXFNUHGNYJKMKMHWPKBPANMFYLAJQGAREJDVLZVHYXGYHYWDCMSVTEPRVMBNJMJXTCS,,543.0,4.0,,5.0,99.0,O,Constellation Brands,3.0
Fvo10331,M,U,ZYPOTLUCWUEIKPRE,MMPKKR,Pasadena,216087.0,Lkxawpyg,1910630.0,428.0,2.0,1-552-106-9068,3.0,57.0,O,Global Partners,8.0
EAS10332,M,M,Ddxbh,Ondaczmnwxf,Fort Smith,102912.0,ucrmgwrpbkranntlremfvnbrilpgswgbs,,807.0,1.0,1-767-207-0142,4.0,60.0,O,,2.0
Khc10333,,,Mnkndgmtfqhfeoucoerlppxrvecddgrjcsihtjrwpi,IFFMPCGPI,Dayton,,CAFXKUWMDMZRWHFOEXKBOPFRLESLLYENOCZXZFKYRNBPUXHFUBLY,2179513.0,799.0,3.0,1-724-066-2268,5.0,16.0,R,Polo Ralph Lauren,1.0
Koa10334,f,M,LXSXMLNDKOMFKEAGXAUFBXKXHINOZJHPTKXPVXFSBYFJTYWPEOWOQSH,Cchixqfr,Mobile,141657.0,Hubepwrgjsymcblrkolkptqemjlofrasodjrasmid,196241.0,641.0,3.0,1-964-615-1655,5.0,15.0,R,Fortune Brands,9.0
haz10335,,W,Lmvuogdodqpust,Klsra,Vallejo,57554.0,obprtswaqvddyfiimktrwrrgpuogxg,281132.0,377.0,0.0,1-919-806-1423,3.0,87.0,U,St. Jude Medical,1.0
Ail10336,,M,Vxfwhqmdyuorailsrbimuczcsladhademfvhrqngrojbnqjjyjxwtuxbcdjv,kpryr,Sudbury,4825.0,peympelgqbywcjatvxcequtrcdmdhgssbkezcciggyuvsffndviyeppvglhyfknawcvdvwxncujafkn,3115635.0,767.0,0.0,1-361-273-7223,5.0,84.0,O,Rohm & Haas,2.0
Uuh10337,F,M,Snrmzeivwiqzes,SNURPVQTS,Brownsville,355454.0,Hmuakgj,1984970.0,732.0,1.0,1-720-046-2092,2.0,11.0,O,Family Dollar Stores,1.0
mwh10338,M,D,Jdrxcraysvcwrcojwgfllmcvwmlaufprjwkgnvlfcovwolniaxiynrqxybyvkef,OAQMDGCBXJC,Topeka,,lrvvgxzbjrqhljtxqjuinruoupkkodullennjfchlgwsqfgowqhnrjgumjvunhxt,1559480.0,802.0,4.0,1-804-311-6034,2.0,,O,Republic Services,9.0
Rrl10339,m,M,Dhnijlswdlierzozpsmxtlmdwbubogyuluqceahikrcztfdtbbgkpkxsldahofqxpqvxqdgdmpt,emzhrbbmedjh,Bridgeport,48574.0,Kqqcknuqen,392657.0,490.0,3.0,1-433-384-7483,5.0,61.0,O,Moody's,8.0
NNQ10340,,M,ATAPYDXEBGRCUQSBNLWFGDVSBACLZXFDUXTENUSGVHFFTEUZZDLKTOSNNGK,,Fort Worth,132397.0,Ucxcgxjekmsilxpbvdewdhndpxrcvvqkgkdvfclypfhpqblfdhynrn,1940637.0,523.0,2.0,1-663-672-2415,5.0,82.0,O,Crown Holdings,6.0
alz10341,m,M,Ieuocwgexboqvktugkmtldvqjqcaneyecegylnvpqvbztvpbgxswgzlrsbahtlla,otmodakeqjsg,Toledo,262640.0,CFRXHHXCQJVZZCSLPHDHNTYPZAULVUOKNPHTUXWOKLWA,934030.0,319.0,3.0,1-088-558-9319,0.0,87.0,O,Affinia Group Intermediate,0.0
Bau10342,,U,Ldcgutcwvhvborovegunkcvvntaynrbtugurfvrdfavsjskhkdlwpeho,Ggfhkewxaj,Cleveland,427107.0,Krknpqicnvqnmkmkmtpjeyuwjtpbzygstcqmggwbkpu,3762105.0,789.0,1.0,1-705-610-4310,1.0,76.0,R,Sun Healthcare Group,4.0
WXP10343,F,,Odziccoyrqmrhmqywefprjuqtc,Piqbcsi,Sherbrooke,129602.0,Tnegnkniqgobtaravginfrsmcodhzajjzlgnpqibytrgaczbwldvgldgkljhdlwznbwdnbrzls,1338212.0,329.0,2.0,1-081-860-6404,,81.0,U,Capital One Financial,2.0
Ohn10344,,M,Ituodfjfxajisziutobmouktpwbteenlktmpcgcwvrkhsvaruocadcmpzsceeec,Vebpsrgnm,Augusta,342104.0,JISOFYWXHGXVQFACQ,1096324.0,371.0,3.0,1-355-319-1506,2.0,81.0,O,Merrill Lynch,9.0
Pbp10345,,M,Gwsgybmzimmfaegpnhygjjujoty,aucgblujjt,Omaha,82651.0,kywmentjxglawecgaqiwwbz,1614409.0,395.0,2.0,1-871-826-4670,5.0,97.0,O,Newell Rubbermaid,3.0
Jvb10346,f,D,epvhtzrjnnfeyhpfutpwysqbhlxhczpfhwioggralovnolnyencehhtmwxpwruxzj,ocbivsmflhbg,Fort Collins,105275.0,nwhvwqftezsmbupschonunlolvqyowplrmppwoitqwpardvioigafcsyb,2246040.0,366.0,4.0,1-761-170-5202,0.0,3.0,R,Molson Coors Brewing,2.0
dqf10347,m,D,Xdepsijezqqmjzu,Adulixddafa,Durham,448502.0,Rqtllqaekhchbdyfeoknawximel,1029298.0,462.0,3.0,1-587-880-0627,2.0,4.0,R,ArvinMeritor,9.0
nig10348,,M,Yqiioqvrdsokmxymlpuutqulrimirhv,Vqqwkfawbxm,Akron,179046.0,Pepggakxzjeiijauupuwvmqfgdptwxcgnlbwtfkkjocvnzwdimprxjbcmjr,1655587.0,822.0,,1-719-208-4675,2.0,,,American Greetings,10.0
ijh10349,,S,lgeanzaohcnpjxtdtjzdntvtialvtkuavrhatllyctqofnjowndoqjqygpcpvfy,,Sydney,81237.0,PEMEVHLEQQFTUVCC,628241.0,319.0,2.0,1-873-220-3176,1.0,47.0,O,Spectra Energy,0.0
Qrq10350,,M,Fgeivkkbepxiwqbqzudhcyudhinpkbijrbrtuqmmsumzqrmallfvqrracngnzxdqvmav,Ltfoffmwoqu,Thousand Oaks,187235.0,NVNKJQHOJCAQONPKUDGVBUMIIWAFZRLRDHJJTPBESMADFZBYTXARVDNFT,3909501.0,638.0,4.0,1-531-012-4816,0.0,23.0,O,Consolidated Edison,10.0
irk10351,,M,nmhixsnfrbmowurwuwqtgoepjhczsbcjoocytpplonljxkrsgdjyfsgvdoc,Zucqfgctsrrd,Paterson,,efcocqtxru,3861614.0,382.0,2.0,1-979-875-8949,5.0,91.0,R,,4.0
Ikv10352,,W,,LIYFKKEKVEC,Moncton,399618.0,Oxjhdbybujnoviafvjxaauzmfsxtnkw,658709.0,540.0,2.0,1-470-876-1088,4.0,2.0,R,NCR,8.0
Ncs10353,F,S,Hlpqxwibafydulmnfssqrthgiggplcmvh,wifinbt,Fort Lauderdale,73873.0,Ogjvdorsbfafxoazmmakzlvltvdindhyusbegzsjloasakxqepeludeijifxjjvwklfkrxqdjbv,761014.0,537.0,2.0,1-554-862-3206,1.0,72.0,U,CVS Caremark,4.0
Uin10354,,W,rmzjdfcdomwshadvxxqlvdbicoojcbfhkqpaqascsiosvelidkkkegcieqjleuakfphep,RPVOBIOLXU,Newport News,314126.0,Ywyizuqgdcpjknamsoceaveuihuguvfdwymhzi,166804.0,476.0,3.0,1-809-239-3397,0.0,79.0,O,Starbucks,
owt10355,M,U,qpvihayhosjvhf,Ckmjewpgkkl,Durham,58833.0,JRAIBAQMKDGZUSNYBWYNVYNOEPKYIFETXARDBGFHMMYXMRVWTOUIGQNPUGOWDMXUZFODKXPOK,2581250.0,338.0,2.0,1-060-313-9471,2.0,80.0,O,Adobe Systems,2.0
DMO10356,,U,WAXULHLDUOBREJ,Tkurj,Mesquite,228782.0,ooytyvraccxpbinymglbxikyvrzmiskgyj,2001020.0,378.0,5.0,1-503-989-3129,2.0,22.0,O,Hewlett-Packard,3.0
tir10357,,M,flmzxlyuvuzovswjtggoydwgskcvjlfwlzqnxlfhdfiuqg,Dueiltoxuf,Peoria,389600.0,EIXKPSRVNAKZNLWDIRTFTVMMBRWV,3402376.0,750.0,0.0,1-587-705-0465,1.0,96.0,O,Macy's,6.0
Iic10358,,M,Pyrlavjnfyesnhypczospuhmotmteqmgeewajhcafiixbnrikdmsrbeygieulwhsyczaymjxtcucwtjx,Afstqzf,Dayton,65253.0,kkqmghuoxqzyziklsapuityjafjahvnevkdmkmsiogvipepgpfxc,2587106.0,,3.0,1-322-772-8527,4.0,70.0,R,A. Schulman,0.0
Opz10359,,S,Ilvfllogdpacrmhdidtsgfqusmyxsfsiuvjmaohvrdsefkeliqoqooqtxqhhyxbiwamthqbrhooc,KNBTRWWWC,Fairbanks,386846.0,Sqmiqsbsusxdrcqjyogetnofdrwabxcbnzihpfvlapyqxfpcoxivxlfq,2020424.0,411.0,4.0,1-616-532-9108,3.0,48.0,U,Baldor Electric,1.0
Ixt10360,f,S,QSQKLJYELXQXLEFVWZ,Ckqtijdwqwus,Salinas,447731.0,cveemekppabgycobdhfuqu,145788.0,781.0,5.0,1-186-327-7115,4.0,85.0,R,Lam Research,8.0
Ate10361,m,S,gonnjaceddudsjflgpqcmyqxyipxwrltgsecrowxxacnalwwgcnhdehhnstutonlhpiriom,Fjumjd,Windsor,477914.0,Lgdqvdcjagtdlijadgwppawcyhjxqjhzxhwopcunilmyqhjzkrumsvvxotibtfirdnushoxr,945599.0,443.0,3.0,1-767-705-9578,5.0,9.0,R,Valspar,3.0
mme10362,,S,Slsjeqdcm,nnqtg,Hull,421455.0,eruxvhkxdcsuugtbuxxgeqrxfhxthekfggykkjqbhvdbaizukymxnwuqtxsnnkupinopjw,2930325.0,489.0,5.0,1-311-364-0532,1.0,62.0,U,CACI International,3.0
Ntz10363,,U,Rnpmwrkzmnceuaqxoovpaitrwlfqqejepommrqvinisanvcpbcmnyqjracphbj,vsnmtmecmjg,Salinas,471409.0,UIWSXIMHKMUAMESYUVUVILIPF,1608710.0,377.0,1.0,1-358-943-2736,3.0,79.0,U,,
ZWV10364,,S,gchusvsssyljnuylkhonpchjwkfyztmnddtsexhkwmpzxligaltqrvrsxazilfp,wztazlxkxysz,Pittsburgh,418545.0,bshgaihriegwuviylkpzmqkdmqowdjwsxnlpbqmekhubxyovrkmhjvqridxnbmqzlqvcumhv,157437.0,545.0,2.0,1-689-268-4581,2.0,41.0,R,Century Aluminum,1.0
Stu10365,,M,gvargmomuntfsrxcxhsbpswxgpcwkqxytsupumhrwgkcbvusnkgjhzxuyp,edkvbpujs,New York,216482.0,Bfyxvubsmxlhqfjvwqegzlfvjwhxouahkwhqqaopaovyylvsqiirhbyplidvsteyixaaotaslr,3567204.0,612.0,3.0,1-971-625-2431,5.0,37.0,U,Huntington Bancshares,5.0
irc10366,,U,DETUIKLKNDXTKKOUZORLVAQSE,uirnjislfh,Pembroke Pines,280081.0,Mgqcshynvbyaavxhwzwbocfxlaicaiwqwqpsgebrrxjvlameqtrlswfujycczewmnvvapkfe,281169.0,405.0,2.0,1-872-018-5562,0.0,81.0,R,Comcast,10.0
wet10367,,S,IOMFNOYHWMBESDKOEGFHNCXTNBELNKYSXSKHDXNYKYVWWGWOQCVRHPBEABSUNRXLWNQCMCKRVMRV,Elcznohm,Berkeley,371188.0,Nsxfmvwdmth,75602.0,472.0,5.0,1-760-385-7820,5.0,64.0,O,VeraSun Energy,9.0
INB10368,,D,Pfynflisyzfrhoonzhgv,ihavk,St. Catharines,242562.0,VJCWQJQFLXQAEWHOU,,656.0,2.0,1-266-758-7730,,55.0,O,Altria Group,9.0
Als10369,,U,Qtglfgrtpeeaaqpquojjffytfvlgtnsdseufdnugntcnnsluuiivrbjzfqh,VQIFPCI,Fargo,468474.0,Fixxonkukkozcbctnciaieeqrygztkgedjvwjoeiybeabcijmizvyvehebcp,628034.0,666.0,0.0,1-665-774-2401,4.0,59.0,R,Magellan Health Services,
Pkh10370,f,M,Wmpffbbbxvjgrsnpawbsabyvsmwvticvsrnrruwerykbtmaoarqpnnwblaaorzljvfdlierrzeo,Vnshd,Newport News,128208.0,REOIZCB,25960.0,659.0,3.0,1-040-497-9143,2.0,31.0,,Huntington Bancshares,1.0
WXO10371,,S,Kkbgdhyawijuvpjetmelbzilfzbegvwexznitpuqqi,Iblhourliqzb,Santa Clara,347198.0,Nwequuxzlembcwvlrlgtttdkcwodxgfksueieipljumkvikucbziwrxdgbblmzdycnnlxeum,2366524.0,433.0,5.0,1-049-165-2155,0.0,24.0,U,Furniture Brands International,1.0
Yhf10372,f,W,Wnyyjjnxxzeurkztzrfuaxeajjtgmtslmpntcezhhucmssafxkfcnvrmcxpqzosoo,WFKUM,Charlotte,319055.0,RYEOLQEVQSTJNZLXKDWHOJNFEH,2710169.0,742.0,2.0,,3.0,52.0,U,NCR,9.0
AHZ10373,f,U,Inrdzpvsvafddydwwfsumsrzdrjfpoqzbjliwyvtvyivkmyrueaclnfolndwybkuwiogqwfdvcvhf,Fxcmsxywe,Philadelphia,409649.0,xljyirryvqhgxwdwufttzdkrzckawgejslf,2597791.0,628.0,3.0,1-692-646-6005,1.0,15.0,O,Pacer International,8.0
Hfc10374,,M,AUQHDSYPHXPKEWMOTNPGRCXEJWWKADAEMKPDQK,SLKAD,Cedar Rapids,380853.0,,1992295.0,499.0,5.0,1-969-517-7062,1.0,99.0,O,Valero Energy,4.0
UBF10375,,W,Qhlwivhizfkopibg,Vjrezbshnlr,Corpus Christi,248948.0,Xbrbpklxlrkjaoesjkjytugiyvfihaqa,1761169.0,804.0,0.0,1-138-090-9428,3.0,6.0,O,Icahn Enterprises,9.0
WYN10376,f,M,DFXIHMFHKHWVVXOQWGMJH,,Yellow Knife,105538.0,wvpxdlcefnfnvreawiijvhvoaoewvlmgehzxjps,17973.0,526.0,3.0,,1.0,68.0,O,,9.0
zld10377,m,S,iaruauafhztiuwnldgazhazrdjuggxdseqlpflyfqcossisnsxxqixw,JDMVJOPHJWLP,Worcester,,kruzgentyktovvrpbnihzauretgcgalnxnsxiw,3148776.0,716.0,4.0,1-040-046-2210,4.0,73.0,R,Southwestern Energy,0.0
YWS10378,,U,Kjqfhsdypfnbjzflqnidvegucbcbyofzmftwwtkmggwjfboldqiksxjawrdga,Alswmahkjzxb,Casper,9512.0,pykaamutdcgtlwkoogogaozsxppdytudfmtudcezrc,2770889.0,576.0,5.0,1-225-058-2179,2.0,39.0,U,General Motors,0.0
Lnv10379,M,U,ksmqex,cukdo,Knoxville,164858.0,TUUOVMRJGOUHRZYTWSYKWZCGHKHNBZXKQBQIBDVDBQEDGCGHOBUYOXOETGZDIQXTCLABLPB,3165486.0,592.0,3.0,1-900-798-2175,4.0,1.0,O,HNI,0.0
meq10380,,U,Crizcppftugntsmcmulqcldejgqwrekfokfjbypobfdtuayaucgbnrdmjvgldppqcsyptbz,Zozkt,Regina,12997.0,,1513049.0,806.0,3.0,1-602-645-3217,0.0,25.0,O,D.R. Horton,2.0
bml10381,f,U,,Noqzduat,Birmingham,335957.0,cummbswvekhmlpcmohltmxxhjdfngzaoojawexb,241575.0,472.0,2.0,1-443-948-5528,2.0,77.0,O,Neiman Marcus,1.0
Bzq10382,,U,watwoyxaldgaalhieobdunsyvaawhrxymkdqjvhdnwj,Krqlb,Sydney,370742.0,,3247345.0,551.0,2.0,1-091-166-6858,0.0,,O,Sentry Insurance Group,6.0
CLI10383,M,M,MIUBZYKUXSJIMFOMURRRWPAJJRMKBJVZSZILNUQQJFCOBYVUGCKSSRYDSBXXYLR,Lilsnqxzmyo,Memphis,244135.0,Bkwkogyndhnnadmwxruddyrfmvmwwlizpqsfkeqaofgcwiqba,152207.0,525.0,,1-989-685-8712,2.0,70.0,O,Lear,2.0
NIQ10384,f,M,Jvoypyvxmdwsglokcmbkstanbiitdjwcfcmtaiekwjyszzewoiageimjyaxkgbssrchieogvhv,lzjlh,Denver,8574.0,rrxstvcjdinbbkwkekpqtysdmvhswdwvlnwkqqfatoczajbjnciehitsdltaxawonnxdhnaw,607236.0,325.0,3.0,1-292-265-1960,2.0,63.0,O,PerkinElmer,4.0
KNM10385,m,M,OVTFDADJPSXYSTLDNLCCMBBTSBUOFIYUWSNIJYDUQAVAGTSTRQVXCSSNHRRTEKVKN,dmzcejecaspr,Berkeley,47912.0,csnsemqajgytceohjwyifsqekge,3690203.0,619.0,2.0,1-392-793-7787,5.0,5.0,O,Benchmark Electronics,8.0
isa10386,f,M,mdffelsvgysczjqzrsjwqcchvmztgvtazkl,tpnqeei,Providence,259694.0,Cuawjomgwbezoacicaufolodxzxlfebcqdenkaohbwquxvfqqdovzuzrfmrfhvyyggkn,26630.0,424.0,3.0,1-060-655-5110,5.0,64.0,O,National Fuel Gas,5.0
Rga10387,,M,QDEIRXPVZICNLJLMCITSSDXWCRPPUKIVDFCHQZIPSFNTJIJSLGSSTKFYIEIWKBUOSMTNGFCSN,Xdpufruo,El Paso,194158.0,Uhjjyb,1254589.0,438.0,5.0,1-938-398-9072,4.0,7.0,U,Office Depot,1.0
Vgc10388,,M,Fdupjhokm,sdpbncicqv,Eugene,489972.0,Mecjmxpllslxjxhkkxbhxvrlplgpqwzsrhkoiafwlspcyrfioticodwzzdcqvyzyeotccjbpbfky,1249205.0,418.0,3.0,1-935-924-8228,,21.0,O,Penske Automotive Group,1.0
lxv10389,f,M,exeffzsivni,SDJUTUQL,Lansing,67091.0,ytwrk,1972627.0,730.0,2.0,1-744-611-7470,0.0,87.0,,Beazer Homes USA,4.0
KRU10390,,W,drntruwtkcjwgjsfriy,Dqxwkmn,Alexandria,382602.0,DGOGMBDGGOPKBVJYBAQEFOKB,3953737.0,515.0,2.0,1-908-313-4715,5.0,77.0,O,Saks,6.0
Ffc10391,f,M,YQBUKHOALCLJBA,KSMJLHMEDTFE,Elizabeth,422657.0,Smybbmtwoxekekjtcwuvqufkrrficymyrczvbbomxspqkdomuxefhuizlsltpdbr,947069.0,379.0,3.0,1-936-829-8239,4.0,62.0,O,Prudential Financial,10.0
fkl10392,M,U,Vdkygmsukbwmtzq,ZBFKSKB,Inglewood,272075.0,EWJOLZVATHYVWEQFYR,2723638.0,776.0,4.0,1-109-104-5097,5.0,16.0,O,Johnson & Johnson,9.0
Rbt10393,F,U,KCDUBYHOCKSZDNSJTBIVXDRKHRWHWXPVTRSHYLUHMDZIVGJFGPGPCUMUMK,Qndnugtib,Louisville,483635.0,Miixztvqtatkxs,712037.0,325.0,5.0,1-539-782-6960,4.0,73.0,O,URS,5.0
Qmg10394,,S,Zlgvdojmhjbihiotkp,Rfkqju,Wilmington,319916.0,RVJIYWGO,2925085.0,771.0,2.0,1-003-647-8837,4.0,97.0,O,Anadarko Petroleum,4.0
Xil10395,m,D,Bhomtkxvtbyzmlohepyvodclxziyxhvzddoweljlzswgqqvafodbatwzlwjett,Mjnxqu,Pittsburgh,169669.0,Rpduiddobjjonxknnenvkksugivfodfgqjebejrszh,3665377.0,720.0,2.0,1-211-587-9982,4.0,11.0,O,AMR,10.0
hxp10396,,D,Wmqedrofariqsqxqqkigztlehacxbpxdfzjsnzsihvenhmuiuobnryfqnzvfxgmgvudslbxbqvgce,ujewyu,Mesa,238214.0,Bxhii,1565336.0,626.0,3.0,1-587-209-0057,3.0,74.0,O,,8.0
egp10397,,S,Vhcmcpkagbqxookqxgqjnypyxzxjmpfjzrhnqaohipertclwb,Fzdipmaxqn,Fort Lauderdale,421522.0,Jnrbcoebuutbxmmrsvemslpn,3224073.0,640.0,3.0,1-086-948-9699,1.0,19.0,R,Pep Boys,6.0
Rmx10398,,D,xaxfdaycalthiovtitbzlksvfrcqrfbhizyuaqgwrvry,WJYBQNHI,Hampton,312092.0,Shwqwwiyashievvkkn,2330463.0,586.0,0.0,1-699-919-3953,2.0,79.0,O,Graphic Packaging Holding,0.0
wrw10399,,U,Gokcwaddwzjdziytgbbcnktgvvxdkevjmywalnzjquhvzzulumyfhykzlevcvdlb,Fqnrma,Salem,45555.0,PRPUATMDUKVYKVPVYEZDSKHOZMCFRFGGLIGZI,,307.0,0.0,1-902-264-3515,0.0,53.0,R,3M,8.0
Tmx10400,,M,Uvrmgnbtkcuiobck,mzublxdplrj,Oakland,181961.0,OCFGSAAZBQZEODFPXQCYBUQDPAKDIAYCVEBFPTOVJFHWVJA,3531392.0,336.0,5.0,1-629-054-0925,0.0,18.0,O,AnnTaylor Stores,2.0
ipr10401,,M,UNYQQRKOIJFAIOTSHSZRHSGKHLTTQAFMIXHHRPVFKTBMRGJTXSBKYVJFJLCDUCCJBCGW,Zsxgp,Newark,360320.0,Qkzexjrhinouiqspaurje,1468859.0,397.0,0.0,1-650-206-3818,0.0,89.0,O,MetLife,3.0
Fto10402,F,S,IYJCPGWXWINXOMIRLWQQSBNGFFPMOHURSWGNRASACLBYREBVCCANMSUBHYCWTARXHCSDFSL,Iopigmfo,Des Moines,333323.0,PPTBWDPESAPYOSCYIAUVPCMVQKFUIXPJAZ,2930619.0,584.0,4.0,1-647-325-6591,1.0,3.0,O,Vectren,8.0
Sca10403,f,S,DCRHJKZVSUBZYMBGMFIMPPYDYOTYUVNORTEEHVJWPAFPQEHKJMUKLDTUPPOHYHM,Qfklkb,Fontana,402623.0,Ogmkjlb,3244432.0,524.0,5.0,1-098-341-0165,0.0,41.0,O,International Game Technology,
JVB10404,,M,BVDYWQUNBJNUQMNBJDQBLZZQQYJASTORHUTAIAOBJYNIXVH,jrltxjsu,Little Rock,171360.0,Icnaikjrv,3956073.0,708.0,3.0,1-321-449-2866,4.0,25.0,O,Citigroup,7.0
Dmr10405,,S,Gqruxekwktispikrnuujtzrcqqepwhtqpnpppbqis,Wqmxfbin,Plano,372714.0,norjsnulyvaululgbsptzmwycwddouwybgrthurniknsotghddcqhrrhyieautborbopcuffdn,345639.0,712.0,0.0,,5.0,93.0,O,American Axle & Manufacturing,4.0
Zlq10406,M,W,Xnchlfdwidvqzcvxrksdsllmdcftffvcgugwbwgsuisvmyxwbngilvxtizglufdppdsw,Unmeiowrq,Ontario,104054.0,Cdumsruzsajylpdckwvaulbvvvwtglykdjzlwicegvrqmxmgmzrwga,1653457.0,368.0,3.0,1-076-103-9171,0.0,94.0,O,Walt Disney,3.0
Qqa10407,,,HIRWCWEBUTIPIFNKNYYMVYSFWGELYRONGKK,lbhonvsfgoys,Bellevue,108655.0,Yhvqqdwjtedqpaclszjnotlu,14823.0,751.0,5.0,1-055-649-9865,,25.0,O,Dover,2.0
OXN10408,,,QWNWQJCSQRWZDOIBFZERRPUAJZFYTBXGSMFFTSIESLTSIODOABDBSPKOXKZUNCBKOMSXNRBVATRLF,,Indianapolis,62725.0,CDDALTNQRXPIEENUDKFCPJMEJOALAHEABHPWABJMVMINE,3886523.0,662.0,1.0,1-543-704-6970,5.0,46.0,O,Cameron International,7.0
Exi10409,,D,Oglktjxxwjnsomvdaswgbruoldlowgyfoefvcmqzxyonjfahavkcaatihjfculhpcyekwnhbl,Qwouwygwoj,New York,9386.0,wpqihctptkjomkhjnvlnbvuvwdhqobvkagmopwxvzrkotpwercfgtuejcrlaaqydjeuyciwhx,565709.0,601.0,1.0,1-969-619-0423,3.0,14.0,O,Northrop Grumman,0.0
Fsm10410,F,M,Sgqyypirdyckhqjnwirlrfbtpazpdskjgtlulukhtxurkeowrcwxwbtdgqlvjimny,Uvltg,Peoria,242359.0,Rwrmgtvtuyaplxi,2005276.0,521.0,3.0,1-829-059-6978,5.0,3.0,O,Verso Paper,2.0
PTG10411,F,M,Vgsieuafeugeoedwmkwselzwvynsarlxki,Shofzbckit,Kansas City,385228.0,xsldeybqcvyzfabdhhrtrgdaoplpbevrcabluqtgoszonkdutfnadbkphjqnlqghukudtljkswx,949077.0,492.0,1.0,1-208-993-8038,1.0,26.0,O,Vanguard Health Systems,10.0
