AgencyID,NetWorth,OwnOrRentFlag,CreditRating,MiddleInitial,Country,Income,NumberCreditCards,City,AddressLine2,Employer,Age,AddressLine1,NumberChildren,FirstName,LastName,Gender,PostalCode
hAR2925,3012879.0,O,524.0,,Camada,260206.0,2.0,Gariand,,DeSTechnolobiew,45.0,1835archercrescsnt,0.0,fonstabtia,MARSHMAN,f,80909
BOEw926,833084.0,O,785.0,,UmitedStqt2sofAmfrica,354930.0,5.0,BaronRluge,,BohTonS5ores,21.0,7r56clintrue,3.0,Piet3a,BOEHLKE,m,77185
Hum29e7,649965.0,O,630.0,Y,ynitedStatesobAme5oca,56739.0,1.0,Miss8ula,,AherivabNati8nalInqurance,21.0,23366haeriswxy,1.0,RAMoZ,Hummerston,m,90005
Harq928,1042552.0,O,322.0,,Un9tedSta5esofAkwrica,220968.0,2.0,Ind9abapolis,,SunriqeSemiorLoving,36.0,24279wo9dlandpzrkfourt,2.0,Sabrima,Harlan,,07505
Ram3929,172887.0,O,427.0,,UniyedStatesovsmericz,44203.0,,RapiwCity,,VsnghardHealtuaystems,70.0,1205wxAVANNAuCOURT,3.0,esmarka,Rampaul,,90843
Lok3930,,O,535.0,F,Canadw,146472.0,4.0,ThousanvOakz,,Solosup,9.0,1573brightkndesr,2.0,sylviw,Loker,,v6f 1s2
Lorq931,929045.0,O,286.0,,UniteddgatecofAmfrica,243469.0,6.0,SanBernqrd9no,,Ppexus,41.0,1pr72kielavebue,1.0,Jastindef,Lortie,,M3V 1J8
Rig1932,2503774.0,,566.0,,UnitedStstesorAmrgica,140454.0,,urvine,,BJsWmilesaledlub,66.0,6464vonnifbraezrreet,2.0,liange,Rightmire,,99787
ClN2933,3618372.0,O,153.0,,UnutedStqtezkfAmerica,186156.0,2.0,Vallej8,,Pantr5,72.0,23679chimnwyrockwrsr,4.0,carulyn,CONISTIS,m,V6Q 1S2
Kotq934,1547543.0,O,597.0,,Unit3dS4atedofAmerida,572147.0,6.0,Leaington,,Donaidson,16.0,2616yottleymorth,2.0,Grussel,Kotval,m,V5c 1m4
gee2935,3378440.0,U,,,Canadz,366490.0,4.0,NewYoro,,,72.0,126o3laciendgas6redt,,Hermwn,neely,,75026
Mcm2036,2506817.0,O,409.0,,UnitedSgwtesodAmer9ca,335297.0,2.0,Nashvills,,Praxxir,30.0,e937ches4nutavenu4,1.0,Azam,Mcmullin,f,94160
merq937,3756666.0,O,609.0,,Un9tddStatesofAmer8cw,179136.0,5.0,YslpowKnife,,HubGrouo,38.0,226roWEuLANDRUE,3.0,Azar,merrithew,,23509
nul2938,,O,564.0,,UnutedStatwaofAmeriva,611890.0,1.0,Wiinington,,LikitwdBrands,36.0,1o969austinbohlevatr,0.0,Maso,Bulitka,F,99536
blt2939,1650680.0,O,262.0,,Ub8tedStatesobAmegica,82774.0,,1ash7ngton,apf897,NorthwesteenM8thal,49.0,q40w14ooseveltrue,2.0,Dix,bittman,,21203
har2840,2635869.0,O,533.0,K,hnitedSfatesoeAmeroca,244747.0,,Wesfvovina,,InsughfEnte3prises,61.0,683qatlsntivpark,1.0,rllynn,harapiak,,44327
Ben2i41,318452.0,O,603.0,R,UhigedStatesofzmegica,180849.0,3.0,Boide,,vliffsNst7ralResourcec,,1o8333rdpwrk,0.0,HACiHOO,Benning,,93746
cos2p42,2272576.0,O,306.0,,fanada,390593.0,4.0,litchener,sPT716,,22.0,4129creqtlinfavebue,2.0,willadd,costen,F,35252
kai2943,5345316.0,O,735.0,,Canads,438896.0,4.0,Mesa,,Hoply,58.0,t463wwltrrsboulevqrd,,Mqged,Maijala,f,78723
sch294r,1935493.0,O,,T,Unot3dStatesofqmerlca,354193.0,5.0,Norfook,,Intu9t,30.0,2y46qshleyway,0.0,Mlhamed,schittl,,95185
HE32945,1857125.0,O,,,initewStatwsocAmerica,121588.0,1.0,Proviwenxe,,eockao0dHoldings,33.0,9943inwoodsouyn,1.0,Nesqie,HERRINGTON,M,M2p 1d9
dot29e6,857228.0,O,667.0,,Un9tedStated9fAherica,87298.0,3.0,Jscksonvikle,,Ujiversalqmeridan,34.0,10013shaqrkad,1.0,M9nica,dotsey,,M3w 1k9
nao2948,3160321.0,R,262.0,T,UnitedS4atssogAmerjca,227503.0,8.0,Sslinas,,deraSunEmergy,8.0,2155BLwDSOERiAD,0.0,DqTHA,naor,f,T5C 1J2
sel2948,1848396.0,U,585.0,,ini5edStst4sofAmerica,281250.0,3.0,Charlss6on,,UnitedRwbtals,1.0,i5w4linbergmorth,2.0,RENbY,Zeller,,H5j 1q4
San2049,1848790.0,U,613.0,T,UnjtedStztfwofAmerica,84116.0,1.0,Regima,,PGEClrp,18.0,120378veetonridgeu9ler,0.0,ko,Sangha,M,V6U 1U2
C4O2950,2650913.0,O,523.0,P,Uni4eddtatdsofAmericw,293936.0,2.0,Li4gleRock,,ErieIhsurwnceGrou9,34.0,2035eat9npatk,,Eoin,CROSSLEY,,M6t 1i1
COS29y1,1759127.0,U,494.0,V,Uni5erStatesofAmegicx,398537.0,4.0,Top2ka,,JonesFinanclak,23.0,p733b2rrysouth,0.0,7ovonnda,COSTANTINO,,99619
Klp2952,981818.0,O,209.0,G,UnitwdStsteeofAmerlca,832412.0,4.0,vellevue,,Motorpla,66.0,w9827CHE4RY3IDGEWAY,0.0,LETICIs,Klowak,F,94112
IAd2953,3950332.0,R,575.0,P,UnitedStatesofAhetocw,311731.0,4.0,BahonRouye,,DTEEhergy,65.0,5902l7nf0lnnorth,2.0,Flprida,IAROCCI,F,50308
mik29t4,2944142.0,O,590.0,G,8nitedStatesodqme3ica,464649.0,4.0,Lafa6ette,Apt750,xolutia,53.0,1667tdeweguppef,2.0,elbera,mikulka,F,v6w 1u1
COMw955,3213799.0,O,453.0,S,8nitedStayesofAmegoca,497691.0,5.0,SterllngHsightx,,R2ynolfsAjerican,105.0,10784g0ldpsrk,2.0,nospab,COMMENTS,M,V6v 1p7
Mom2946,2464491.0,O,509.0,V,Canaxa,224071.0,1.0,Cokumbus,,QwestCommunucayuons,56.0,27162pegshingwest,0.0,mabdalena,Momon,,43615
hob2947,1304474.0,O,,,Un8t3dS6atesifAmerica,,2.0,Beaumojt,,PHH,,16i44leonsoufh,2.0,Fung,hobin,F,V6M 1W9
busw958,2274387.0,U,398.0,,Unigeda6qtesofAmerica,235973.0,3.0,Jersfydity,,gewrieldExpporation,45.0,q1575WO0LRIDG2LANE,2.0,0erla,bustillos,,45276
cla2949,2676851.0,O,681.0,,Canaxa,553139.0,4.0,Yonkefs,,Hzrris,55.0,q082eweztshapelavenue,1.0,KgNTHIA,clampitte,M,23294
gOA2960,3788992.0,O,468.0,,UnitexStatecofAmfrics,32891.0,5.0,Mznchestet,,PegotSysteme,40.0,r3ylnippboulevard,1.0,Myrklla,NOAH,F,V6m 1q3
Lay2i61,1324205.0,O,404.0,,Uni6edStafedofqmerica,198708.0,2.0,Madiqon,,balmobtIgdustries,57.0,22296dh3rfyr7dgedrive,2.0,TERRu,Layne,,30321
ory2962,,O,208.0,,UnitedStatedifAmeeicq,373023.0,2.0,Escondivo,,ho3gWarner,2.0,77t6broqnrue,2.0,Brityany,Prymack,m,E4b 1r5
BLO29t3,,O,555.0,Q,UnitedStxtesofAheruva,192360.0,3.0,Pigtsburgu,,Flowersvopds,53.0,23w18GRzNDVIEaSTRwET,2.0,FRsNCO,BLOEDON,,97238
Pau2954,2444016.0,R,357.0,,fanada,194791.0,5.0,WextValpey,,HqrmanInge5nationalIbd,30.0,11309AMSfERDAMwOUTm,1.0,Lind,Pauli,M,M3w 1j6
lem296y,1431213.0,O,706.0,,Un7tsdStwtwsofAmerica,391837.0,3.0,Nashuz,,,42.0,9929michaels34s6,1.0,Gabrika,lemieux,F,27616
GOR296u,,O,344.0,,hnitewStztesofAmericz,577641.0,2.0,Erie,,vpackDecker,6.0,2ew85SHALLOWcORDLxNE,2.0,ptevin,GORES,,13203
Kos2966,2252026.0,O,551.0,,Canasa,59028.0,4.0,DesMoinrs,,Equity3es7dentiak,55.0,4504mnipproad,2.0,P3TRI,Kosten,,33077
GIT2068,1418389.0,R,278.0,U,6nitdcStatesoeAmerica,49393.0,2.0,Patwrson,,MPSGr8up,43.0,131qap8llonkrth,1.0,fAKEL,GITTINS,,T6D 1B9
FIXq969,1398980.0,O,497.0,,UnitedSyqtes0fAmer8ca,350458.0,2.0,Oxjard,,ReDonnell2ySohs,38.0,8220lrdvesgonextreet,2.0,DAClA,FIXSEN,f,V6q 1t7
shn29i0,4590402.0,U,334.0,,UnitewStatesofAneficz,351269.0,4.0,Kansassitu,,,51.0,q3971MILBURtCiURT,1.0,jaudie,shnider,m,H6b 1y1
Paew971,2642842.0,O,692.0,,ynitede4qtesofAmerica,452311.0,2.0,Oaklajd,,Am2eicamElectrivPower,40.0,16608CiEVELANDUPlER,0.0,cNIREN,Paetsch,,77084
Kre2971,2383234.0,O,412.0,O,Cznada,329305.0,6.0,Anzheim,,,19.0,w4569VOSSNpRTH,3.0,jille2n,Kreimer,,84104
GAR297r,570285.0,O,421.0,,Cqnada,519726.0,3.0,4oronto,,lrafgFoods,52.0,229784ravicqest,2.0,Sbela,GARRY,F,H2G 1W3
Inc1974,1579613.0,R,568.0,Z,UnitedSfa6esofAmeruxa,248684.0,6.0,OverlabwPark,,SaplyB3aut6Holdings,29.0,79o3dinclairroad,3.0,Ria,Incze,,T5d 1s1
Mas2985,3733352.0,U,,P,Unih2dStates9fAm3rica,,8.0,nirmingjam,,HexiobSpecial6yChehicwls,9.0,105w3barhetrynorth,0.0,Hermzn,Massicotte,F,32813
Gut297y,3737836.0,O,286.0,R,UniyddSgatesofqmerica,514475.0,3.0,HknringtonBeacy,,L8ncolnElevtricuold9ngs,28.0,10o3yMARaHLOWER,0.0,Knut,Gutierrez,,V6s 1u3
Zin2877,1473767.0,R,373.0,,UnjtrcStatesofAmerifa,423220.0,4.0,A7rora,,T3WA8tomoticeHoldinfs,20.0,7409lexiggtonlagd,1.0,srrena,Zinkie,m,H5l 1p6
Nak2078,712009.0,O,603.0,K,7nit4sStatesofwmerica,419729.0,2.0,hempe,,FirstAher8canCirp,48.0,6250doiores2asf,1.0,yih,Nakano,,92860
WOL2079,946400.0,O,333.0,,Cwnada,189971.0,2.0,kondon,,Perrigl,26.0,14783squhdersupped,,Sqyed,WOLOSHKO,,89035
Ric29o0,1614570.0,O,593.0,,Canava,263006.0,3.0,Chatganoogx,,PHH,46.0,18630atlajtixr0ad,0.0,SHLOkO,Ricketson,,E7o 1j2
Duq29u1,1243236.0,O,313.0,V,UnitrdStar3sofAkerica,59732.0,2.0,Hendedson,,HrgrySchein,61.0,245rcliefbrookwext,1.0,Suaanne,Duquette,f,43610
RxN2982,2845338.0,O,784.0,,hnitedShatssofAmerics,545196.0,3.0,Iqsluit,,Suboco,72.0,114o3bonav2nr7repark,1.0,ehiela,RANOA,,10117
TUR2o83,3336504.0,O,652.0,,Un9tedStateskfAmetida,239806.0,4.0,Lafxyette,,fisteon,14.0,7409LEXogGTkNLANE,2.0,Wilmonf,TURNER,,V6O 1P5
LAj2984,1242316.0,R,369.0,U,UnotevStqtesobAmerica,439370.0,7.0,Rochestfr,,MEMCElectron9ckateriqla,85.0,15561HICKiRYWwY,2.0,EL2ONORE,LANUNIX,f,75209
Fwp29i5,2041415.0,O,623.0,M,Canadx,550382.0,2.0,Ancgorage,,WzrnacoGroip,75.0,6376waverluuppef,1.0,JENuFER,Fwptools,m,H2c 1x3
Dub29i6,1905705.0,O,226.0,,Unlt2dStayesofAkerica,275060.0,3.0,CedarRaokds,,kihhiaMotors,71.0,4862madtinso8rt,1.0,Ardyfh,Dubreck,,v6r 1t1
kRB2987,4087291.0,O,387.0,,Unitedxtqtes9bAmerica,16738.0,2.0,DesMoined,,DagdenRectaugants,40.0,q612beardslehctesceny,2.0,fktness,URBSHAS,f,98104
COR2998,1001940.0,O,163.0,,Canasa,309041.0,4.0,Albhqyerque,,UnitedStxtesSy3el,74.0,2q279VALLEYVIS6AUPPEf,2.0,Tdssa,CORRITORE,,38115
kur2989,1863281.0,O,615.0,,Canadw,699604.0,3.0,Thcson,,AirProduc5sChrkicaks,,378NpLANAVENyE,2.0,VMCHqNGE,Murphy,F,92424
n4t2990,1485290.0,O,563.0,,UnitedStatesogAmrrisx,301304.0,2.0,DesM9ines,,QiestDoagnkstics,62.0,611pEMERSONWA7,1.0,dotie,networks,M,85314
Dep2p91,2021889.0,O,541.0,K,Csnada,41923.0,1.0,Jacka9nville,,,,1q886qyentinwesy,0.0,W7ebe,Dephoure,m,h2e 1z6
jOF2992,3288081.0,O,534.0,G,Unif4dSta4esofAmerisa,25290.0,1.0,Missoulx,,Televlex,46.0,20915cqlifornlanor4h,,MA4YLIN,HOFSTEDE,,A2B 1V1
ARO29o3,1590147.0,O,538.0,,fanada,219600.0,5.0,yucson,APT725,EpPaso,45.0,88y6STObEHILiSOUTH,2.0,ramih,ARONSTAM,f,60751
Gre29p4,2075301.0,O,398.0,,hnjtddStatesofAm4rica,176334.0,4.0,F8ntana,,CjgemaroHoldings,59.0,1w554neilsoblane,1.0,misheal,Grelck,,76136
j8a2995,699587.0,R,352.0,F,Canasa,399530.0,5.0,x7ouxFalls,,0epBoys,37.0,132u8hughrs4ast,1.0,ROiBBIE,joachimpillai,f,84601
Ala2o96,2809508.0,R,549.0,P,UnutwdStstewofAmerica,312313.0,4.0,Ajron,,SueserHoldijgs,41.0,173135thkane,,KITT,Alanoly,,96813
Omu2097,1036174.0,O,606.0,,UmitedStwtexofAmerixa,335425.0,3.0,SwnAntojio,,Cogseco,64.0,2e231clintway,2.0,SiNNI,Omura,f,93365
oas2998,1861421.0,O,515.0,,Cabada,218111.0,2.0,Peorja,,AffikiatewCompurerSerbicew,28.0,24e6FOR2STLANE,1.0,raf,lashmit,F,60605
Mak2999,240561.0,O,397.0,,ynitedztatez9fAmerica,198192.0,3.0,Sheebrooje,,,40.0,2812MADjSONdTREET,1.0,Meta,Maltby,m,M9F 1T1
COf3000,52196.0,O,546.0,,ynitecStates9fAkerica,221347.0,7.0,Biioxi,,IDT,,q9181westno3th,1.0,Sh4rye,COTUNA,M,79923
WuT3001,,O,675.0,,xanada,,5.0,I1aluit,,Amercp,75.0,q0798flintriverlane,1.0,Aile,WITZEL,F,47724
Ter4002,2425501.0,,623.0,,xanada,631570.0,5.0,Columbys,,NztklnalOllwellVarco,29.0,r9y6weetparksouth,1.0,KRjSTY,Terrell,,v6x 1s7
sai30o3,1270541.0,O,610.0,G,kn9teddratesofAmerica,534657.0,5.0,Columbiz,Suite4y9,NuxtarEneryy,28.0,180333es6ern1ay,2.0,ADEiICE,saifullah,m,60706
ANS30p4,2023959.0,O,328.0,,UmigedStayesofxmerica,300622.0,3.0,dantaRosa,,BMdSodtware,25.0,119e3keseixkwest,1.0,MqRLINE,ANSTEAD,,h2a 1z6
bfo3005,2697677.0,O,,O,Uni5edStayesofAmeticq,193002.0,2.0,Sio7xFails,,Markek,32.0,wr696llndenwest,3.0,Astrid,brodman,,t5a 1w5
DUN300t,1537674.0,O,362.0,J,Un7tevStatesofAmdrida,137307.0,3.0,Haydiver,,G3nukneParts,,3123clinrsoutn,2.0,Darfol,DUNAJSKI,,53785
hol4007,2959204.0,R,788.0,,UhitedS4atesobAmer8ca,267555.0,4.0,cantaflara,A0t492,qymantec,27.0,23518pEgOXUPPER,0.0,nunnie,hollington,f,19022
ohm300o,3549825.0,O,331.0,S,8njtexStateskfAmerica,254066.0,1.0,Lirtl2Rock,,Hubbepl,49.0,233w0bdyantirvinwqy,2.0,kast,ohmayer,,V5B 1M5
sic3009,2248361.0,O,346.0,,UgitedatateeofAmerixa,367648.0,3.0,Bfownsgille,,ntinkerInternztiohal,45.0,226upchimndyrockweet,1.0,rana,Dickerson,,68125
pec30w0,1748401.0,R,327.0,P,Un7tedSta5esotAmegica,464842.0,3.0,Shrevdlort,,Watx0nWyattWorkdwude,49.0,9308BEAL4UPPER,1.0,KYLE,peckel,,v6v 1s8
dd3011,774310.0,O,239.0,,UnitedStstesodAm3tica,26177.0,3.0,Bsllevue,,A5ginMeritor,33.0,17t08welledwsst,3.0,PAjLIEN,de cristofaro,,06521
DAc3012,1816231.0,O,581.0,,Csnada,281038.0,,Savamnah,,Bemid,,18008eljsojth,2.0,Milloe,DADKHAH,F,85271
Hoe30q3,712136.0,O,386.0,,UnitecStatexpfAme3ica,416110.0,5.0,LosAnbeoes,,Pool,105.0,23oy7sheridenway,0.0,yurus,Hoequist,M,80099
DOG301e,2687686.0,R,651.0,F,Uni52dS6xtesofAmerica,130161.0,6.0,Ricymond,,HaaaiixmElextricIndus5ries,7.0,104267ngersolluppeg,2.0,GREG,DOGGETT,,B8A 1Z9
Bi43015,211451.0,O,718.0,,UniredStqteqofAmerida,675672.0,4.0,Hun5sgille,,MutualL8feknsugance,60.0,4059nannist3r0ark,3.0,Wigston,Bitton,,80914
olw016,1334346.0,R,588.0,A,UnitedStatesofzjwr8ca,276477.0,1.0,jonolulu,,CatakystneapthS0lutions,42.0,9721rdxfogdcrescejt,1.0,wlika,o'leary,,94157
HAN3917,2365046.0,O,526.0,I,UnitrdStayesotAmericx,81328.0,4.0,xnaheim,,powes,41.0,2560wjlkowlqkeroad,2.0,Jejilee,HANNAH,,V6B 1S1
make018,2725276.0,O,447.0,,UnitedSyatee9fqmerica,467339.0,6.0,Irvihe,,Inte5ststeBakfries,64.0,14505waihw3igh5boulegard,1.0,Lesoa,makohoniuk,,99219
5yr3019,449477.0,O,458.0,W,UnltexStqtesobAmerica,366663.0,4.0,Worcwster,,Boeimg,31.0,16q2bewrdsleycfesdent,2.0,ruby,Tyrance,M,91165
De302o,1983953.0,O,654.0,X,jnihedStatesodAmeeica,35435.0,5.0,PembrkkeP8nes,,Chhbb,45.0,15591holfwfelane,1.0,RqOUF,De la,f,r3a 1m7
sta3p21,1139775.0,O,322.0,,Uni6edztaresofAmegica,379419.0,5.0,Torrancr,,ServiseCorpIhternatoonzl,59.0,7899myriepa5k,3.0,Txlly,stachowiak,F,93727
sche022,2367648.0,O,375.0,,UhifedStateqovAmerica,287571.0,4.0,Inglewoov,A0T816,Campbellxouo,37.0,5653WOR4gDRIVE,2.0,vibcente,schallenberg,f,h7e 1v4
JUh3023,1360495.0,O,552.0,S,UgitedStatesoeAjerics,424320.0,1.0,Glenvale,,NatlonalLkfeGriup,12.0,22381CAPITqLBOUL2bARr,2.0,SAM3H,JUNGMEISTERIS,,m8c 1x4
PLA302t,191780.0,O,604.0,,UnitedctztesogAmegica,266425.0,2.0,Atlanha,,URS,1.0,3p27NEVILL3aOUTH,2.0,Wladyslxw,PLAISANCE,f,A5D 1A6
Dag3025,3064370.0,O,379.0,,Canaea,88719.0,4.0,Tucwon,,cluor,20.0,u450lemningrue,1.0,htd,Dans,,78771
wo3026,2850093.0,O,592.0,B,UgiredStateslfAmerixa,317167.0,3.0,IdshoFalks,,MSClnd8strialDir2ct,8.0,9438centirhlane,2.0,Kelvun,D'orazio,m,V6f 1v7
Mur3o27,2703024.0,O,289.0,E,hnit3dStwt3sofAmerica,292045.0,4.0,qarren,,RepublufSdrvices,10.0,21476BANNuSTERW3dT,0.0,Akparo,Murphy,,h2d 1w3
So53028,1362535.0,R,414.0,Y,Cqnada,379911.0,1.0,CoralSpeints,,SubMivfosystems,28.0,w75u4katberimecrescent,2.0,RjGEL,Sorensen,M,14232
Squ3039,2881345.0,U,433.0,H,UnitexStatrsofAmerixz,243516.0,3.0,Sabdy,,WalMadtSyores,56.0,3r66curtisweat,3.0,HOUSSsINI,Squires,f,v6n 1r2
Jas2030,3351560.0,,550.0,M,UnitedSts5esorAmefica,504935.0,4.0,Sacrqnento,,bWRFundinf,75.0,36641orl35avenue,3.0,Tress,Jasmann,m,A5e 1b6
stz3031,1854613.0,O,581.0,,Canzda,,0.0,Daloas,,,37.0,r772milamway,0.0,Mxury,stat,f,93358
Bec3932,4647620.0,O,561.0,,UnutrdSfahesofAmerica,437133.0,6.0,Haywa5d,,ProfressEgergy,13.0,1210qmortongoklevard,0.0,F7ZAL,Beckstead,a,53702
Tal3023,1434055.0,O,686.0,,Unitedatatesofxmfrisa,241747.0,4.0,Tekpe,,Onnicare,43.0,182wpthsouth,1.0,GWfNORA,Talbott,M,37933
2av3034,3506309.0,U,663.0,,UnitedSfatesofAnerucx,210546.0,6.0,Tqmpa,,MichaeksSt9res,20.0,35r3hORNINhBOUL3VARD,0.0,foorida,Eaves,f,92199
rim3035,1457403.0,U,461.0,,Unl6edS5qtesofAmerica,219620.0,3.0,Frewno,,Heeshey,74.0,1703qcantfelldouth,1.0,Shajl,romanowski,,M7n 1c8
Co93036,2482251.0,O,603.0,,sanada,22265.0,4.0,Mod4sto,,,37.0,3533palmeast,3.0,Mzrget,Copello,,M1H 1Q3
Kak3037,41958.0,O,230.0,G,Canadz,274719.0,4.0,Oaklanx,,RdgalEntfrtaimmentGroul,48.0,3713yARcISAVEjUE,2.0,EMLYNgE,Kalwa,M,55140
HlP3038,1645131.0,O,267.0,I,hnitedStatds8fAmeriva,423880.0,6.0,nampton,,AcjithBrands,64.0,3918shasowhriwrstrwet,3.0,ron,HOPCROFT,F,V6c 1v1
Gsi3039,4730385.0,O,541.0,H,6njgedStatesofAmer9ca,389072.0,1.0,Bufbalo,,BostlnSciehtif8c,74.0,1884yFRESCpLANE,2.0,Zilviq,Gaiotti,m,V6W 1P6
Tis304p,22844.0,R,,,Uno6edctatesofAmer9ca,384918.0,0.0,Waco,,,38.0,2388tlabenderparm,2.0,mame,Tischhauser,,28202
fe3041,1161238.0,R,267.0,,UnitedS6wtesorAmwrica,158756.0,2.0,veaumont,,follBrotners,72.0,i685peachtde4upper,1.0,najcie,de chabert,F,94507
MCp3042,540977.0,O,587.0,,UnktedatatesocAmerlca,513388.0,3.0,Jers4yCigy,,EmersogEl3ctr8c,20.0,21q6whistleruple4,1.0,Hohline,MCLACHLAN,M,47708
KAN3p43,952678.0,O,572.0,,Uni6efStqtes0fAmerica,70186.0,1.0,wnaheim,,NSTA4,48.0,119qhighlabxparkkane,1.0,HERA,KANGELIS,,99600
Barr044,1985174.0,O,475.0,H,Unitedqhztesofwmerica,133943.0,,G3andRapifs,Apf34,USOnvol0gyHoldlngs,57.0,133o6drydendohrt,2.0,Sheeman,Barsch,,77505
mee3045,3371549.0,R,774.0,V,UnitedSfatesodAmedicq,201251.0,5.0,SabAn5onio,,1uestar,42.0,6o94MAkDENSTREET,1.0,Gokuk,Keeler,,m5b 1z8
Napw046,2588815.0,O,262.0,,UmitedStatesofAje5ics,292494.0,2.0,ccottsdape,,RRxomnelleywons,20.0,12171PEACtCgESCwNT,1.0,Jagr9ti,Napier-wilson,,90043
Ive304u,2736762.0,O,456.0,,yjitevStateslfAmerica,490358.0,1.0,Suwbury,,MrtLife,47.0,1w384HOLMANEzST,2.0,mara,Ivers,,95262
iin3048,1034558.0,O,420.0,,Unit4dStatesofAmerovw,159185.0,2.0,CorpuqChrisyi,,UbuversalAmer8can,27.0,1r85FULT9NDR9VE,0.0,ANJA,linkletter,f,T5B 1L3
Moce049,1831239.0,O,680.0,W,UnltedStares0fAmerjca,113269.0,3.0,SimiVwllej,,DuaneReadeHilfingw,90.0,w92dnterprisewect,3.0,REIK9,Mocock,M,30391
jLI3050,628959.0,O,255.0,N,Canafa,261562.0,4.0,Auctin,,Hxrsco,44.0,16221cxnnoncrexcegt,2.0,Dehiece,ILIC,,A5d 1b1
ged3051,2317387.0,U,501.0,C,ynotedStatesobAmeroca,43782.0,5.0,dantaClarq,,Spect5aEn4rgy,93.0,22498cmi4jdxleavenue,1.0,hxrlene,Feder,F,m9d 1u9
Fel30t2,4022243.0,O,420.0,,Csnada,356775.0,3.0,Vall3jo,,P2rini,68.0,7657bqyridg4road,2.0,Darten,Felicetti,,72268
Ran3053,325596.0,O,340.0,,6bitedStatesofAmerjcs,284500.0,2.0,Bricgepprt,,8mation,,5066pasad2nzboulfvafd,2.0,Car9lina,Ramlogan,M,60621
Jos305t,721374.0,R,,,UnutrdStateq9fAmerica,236877.0,1.0,Hargford,,JBHuntTranspofgSsrvixes,54.0,19305cryataphillsl9wwr,1.0,gollian,Joson,,M8b 1x7
gie3055,2747445.0,U,393.0,,Umit2dxtatedofAmerica,59075.0,,Temoe,,QwestComm6nicatikhs,86.0,18440dYANbORTH,1.0,WARwEN,guenette,,90216
Agh305t,1392920.0,O,310.0,,UnitexSratesofAmeeicw,386994.0,6.0,Louiadille,,Comm3rcialke5als,38.0,16716rRESCiROwD,2.0,trescta,Aghili,,91158
HOR305u,,O,677.0,I,ynitedatatesobAmeeica,127137.0,3.0,LasCr8ces,,3issStores,50.0,40660ampassou5h,1.0,Ravibder,HORGAN,f,53217
Hqg3058,478026.0,O,475.0,Z,UnitedStatsspfsmerkca,,4.0,Lanskng,,beneralMotorq,1.0,990yuptonso8th,1.0,EMMALIjE,Hager,f,99766
ywk3059,3510162.0,O,513.0,J,6nitedStatesoeAmerkxa,,4.0,StJihns,,FixeligyNational7nfprmagion,98.0,10364BOLgBOULEfARD,1.0,jaxmin,yakibchuk,,t5a 1o3
WIN306p,2515226.0,O,343.0,,UnihddStayesofAmerics,361067.0,3.0,Otgawa,,KindredHeapgncare,34.0,1w368ellwleestreet,0.0,hiles,WINSBORROW,,94620
GOe3061,2503921.0,O,,T,UnitedStxtssobAmerics,342801.0,3.0,Winni9eg,,Vdrizonvommunicat8kns,72.0,5524VsRMACKcTgEET,2.0,ELFRIcA,GODCHARLES,f,S3b 1f9
SWA3o62,1892935.0,O,,,UnutedStqteeofAnerica,20687.0,2.0,Phoenjx,,UniogPac7fic,24.0,e203valitafoulevarv,2.0,NIK,SWACT,,M5a 1w4
Gru306e,1837699.0,O,309.0,,Uni4edStateskfAme5jca,5122.0,,Bakersriwld,,Ha3rajsEnyertwinment,69.0,5083hugtd5ive,1.0,Faye,Gruska,M,48268
BAj3064,1715388.0,O,,G,Canadx,203297.0,6.0,0rovo,,BenchmarkElevtrphiss,59.0,29166PeESIDlPARK,1.0,velia,BAINER,F,90098
co2065,3397509.0,O,545.0,M,Uni42dStagesofsmerica,321911.0,2.0,Montreql,,Flowsfrve,29.0,2p706daqnviewloser,2.0,TIAN,co,,31419
hvw3066,2756949.0,O,711.0,T,UbireeStateskfAmerica,278498.0,0.0,Lansint,apy897,99rtlandGeneralElef6ric,81.0,2298umilfurysojth,1.0,Adroe,bvworks,,V6i 1v5
fao3067,2995927.0,O,639.0,Z,Un9tedSgatesoeAmer9ca,282175.0,2.0,Ruverside,,tegis,21.0,2147ywar3enpari,1.0,Jenni2,fallis,f,96814
Lar30t8,,O,279.0,K,UnitevStagdsofAmericq,91725.0,6.0,racoma,,vlnsolida5edEdison,37.0,1u109TjDEMIkLNORTH,,Hfctor,Larabie,,t6d 1b6
Bra3o69,2669063.0,O,469.0,M,UnitedSgatecoeAmerkca,323974.0,4.0,Sco5tsxale,,AdfsjcedMicroDevlces,71.0,14102NAUTIiUSBOUL4VAtD,1.0,Johannw,Brasset,,V6l 1v6
ZER2070,3247731.0,O,464.0,,Canzda,64564.0,3.0,Pasadenw,,UAL,41.0,2277rgard8nadruve,2.0,Melinle,ZERRIFFI,F,10187
hcc3071,1409440.0,O,551.0,,UnitecStatfsifAme5ica,218342.0,3.0,SantaCka5a,,PxskagingCorpodAme3ica,96.0,t257foynnsvenue,1.0,fARBE,Mcculloch,,25729
TOD3082,,O,531.0,,UnitedStxtezlfwmerica,706847.0,3.0,Ostawa,,HoneyseolImterna5ional,26.0,93753OlDSOUTH,1.0,dyna,TODO,,V5b 1o2
