AgencyID,Phone,NumberCars,CreditRating,NumberChildren,FirstName,City,NetWorth,MiddleInitial,AddressLine2,Gender,LastName,AddressLine1,State,OwnOrRentFlag,PostalCode,Country,Income
Od2p52,1 141 637 6504,3.0,376.0,1.0,MAtIAM,Sannose,2075565.0,N,,,Ofale,5935lambollway,Saskaych3wan,O,h7e 1u3,United States of America,42987.0
Bog2053,,1.0,385.0,3.0,adslle,cawsonfity,1036727.0,,,M,Borim,2q180trzfalgarwwy,MO,O,t5d 1u2,United States of America,131774.0
Can2053,1 326 535 1524,,408.0,,nrigit,Col6mbia,4954317.0,,,,vantrell,24843rollingwo9dwqt,NY,O,90344,United States of America,80682.0
frr2055,1 262 467 9777,2.0,425.0,0.0,YSAgEL,Naperfilpe,2957020.0,,,M,ffrraro,w6381lrdgeztoneboupevard,MS,U,59406,United States of America,238571.0
Daj2056,1 808 497 2100,2.0,474.0,1.0,Joann2,Llttle5ock,6395348.0,,,,Danagh4r,4520notinghajc4fscent,AL,O,06709,United States of America,83582.0
DONw057,1 344 065 8355,1.0,358.0,1.0,Lsnny,Talpauassee,744460.0,S,,M,DONG,9612lzRKSTREAMUPlER,OR,O,77078,Canada,
Gov2058,1 757 115 6713,1.0,397.0,2.0,Wade,Whi5ehors4,2939491.0,J,,M,Gof5on,12r72LOVEBIRDWAj,KS,R,77057,United States of America,481532.0
Yoy2059,1 341 696 1729,2.0,,0.0,orly,SzlrLakeCity,2617510.0,Z,,,5ogezwaran,12499pwnnway,TX,R,M5g 1x4,United States of America,165186.0
Abe206p,1 356 187 6434,1.0,447.0,1.0,LINZI4,Hollysood,2450521.0,,,M,Abekl,4785oakj7rxtrue,CT,O,E7n 1g8,Canada,218899.0
jax2061,1 118 176 3886,2.0,312.0,1.0,Faiz,Wuitehors2,3560303.0,,Suire66,,mqxseiner,7233guacwlupelower,CO,O,C2b 4w7,United States of America,235720.0
iar2062,1 188 879 9198,2.0,520.0,2.0,Dafline,Charlottegowg,2165787.0,R,,,oaraali,12777pembrolklpw3r,TX,O,t6c 1g2,United States of America,340259.0
mWA2063,1 452 192 3601,1.0,558.0,3.0,olumpe,Iqxluit,1708545.0,,,,mWANT,199SUMMITfR2SCfNT,CA,O,23224,United States of America,493177.0
GOG2o64,1 620 778 1210,1.0,359.0,2.0,STzRR,Profo,1753556.0,A,aptu31,f,GOGrIN,8p50OLYMPIfCOU4T,WA,O,30331,United States of America,222537.0
Tow1065,1 052 833 3303,1.0,498.0,2.0,Wieslsw,Wed6Valley,2680333.0,Q,,F,Towzley,18716gre2nexrivf,N8vaSco4ia,R,29228,United States of America,412274.0
sch3066,1 836 604 1438,2.0,469.0,0.0,AjNARBOR,orovidencw,1122718.0,K,,,schban,15460qindchimeloaer,DE,O,80106,United States of America,
d9d2067,1 458 189 6298,1.0,285.0,1.0,Gilem3tte,H9uston,2417585.0,,,F,xodds,21639sahfeiuperue,MA,U,T6A 1A7,Canada,106633.0
Ker2068,1 640 853 2118,2.0,369.0,1.0,JERxY,RanchoCucanogya,183006.0,,,,Kefter,8389eonaldsonstrse4,Ontari0,O,27707,United States of America,35004.0
skb2069,1 358 564 6257,1.0,379.0,1.0,Tatshan,Detrokt,2986893.0,,,F,skbas,19r52bryantirvinwdcy,HI,O,m5d 1u8,Canada,
Con2o70,1 652 223 2917,2.0,440.0,1.0,kitt,Ralejgh,2833541.0,,,F,Conxe,23606diMMITWEdT,BgitishColumb8z,U,55176,United States of America,209103.0
POP2072,1 868 042 4622,0.0,222.0,,Keys,Seattie,469986.0,,,,POPIERA9T8S,19634dlmlnt4boulevzrd,VT,U,T5A 1J9,United States of America,384117.0
hor2072,1 694 022 9430,1.0,224.0,2.0,rob2rta,Temle,3496543.0,,,M,Mordy,e2870lacienegast4reg,FL,O,10209,United States of America,301522.0
Mdg2073,,2.0,,1.0,Eryn,Aurorz,1203749.0,,,,Mefhani,13483r8cjdal3drive,Newfounwlqnd,R,30364,United States of America,39856.0
Abf2074,1 313 737 8496,1.0,446.0,1.0,lauline,NewHavdn,,,,F,Abbot5,q1883conchoqvejue,MD,O,07309,United States of America,1138.0
D8M2075,1 072 742 5464,2.0,390.0,1.0,oaroly,Sal9nas,3613040.0,,,,DOMAhICO,16702pearldrjce,DE,O,06504,United States of America,202240.0
Abs2076,1 281 761 3374,1.0,344.0,1.0,gray,Alrxandr9a,1515747.0,,,M,wbernethy,8447WITHEdSDRIVf,UT,O,35881,United States of America,423054.0
BAR2977,1 064 950 8013,1.0,707.0,0.0,MwRCI,Pojona,2743866.0,I,,,BARwN,84285obertswa7,OH,O,36682,United States of America,449660.0
doh2078,1 110 757 8596,2.0,374.0,0.0,KAT3Y,eetroit,3509936.0,L,,,fohan,9033inwoprsouth,NH,,M5a 1u8,United States of America,5959.0
Ride079,1 552 270 1343,1.0,646.0,1.0,xlarke,Jacksonvilk4,1397262.0,,,,Rjddall,8887holiyknoliciurt,IN,O,19032,United States of America,128625.0
Pec2089,1 496 413 3015,0.0,190.0,2.0,Simogcheum,NewYlrk,3874777.0,,,,Peckc,33w2plummerdtrset,AR,O,75260,United States of America,199590.0
Dla2081,1 138 235 6884,,259.0,1.0,OTHELoA,ElMon5e,596809.0,,,f,Doan,6t92adanseast,IL,O,94442,United States of America,110401.0
BxD2082,1 158 509 6181,2.0,345.0,2.0,mariyq,2lizabeth,2195616.0,M,,m,BsDGER,14244HUNyWEST,OR,O,H7f 1u5,United States of America,435606.0
HOE2082,1 010 884 3128,0.0,455.0,2.0,anabekle,Plan8,3723094.0,,,,HOELSCH3R,3io6rooceveltlower,CO,O,80182,Canada,147855.0
Bib2084,1 659 502 3229,1.0,441.0,1.0,Framcois,GrsndRalids,3486371.0,,,,B7mnington,w3923potpmac5oad,AR,R,94648,United States of America,26933.0
jym2085,1 896 163 7704,1.0,314.0,1.0,KEpSEY,Slokane,2092883.0,,,,mtmryk,8074ehcoidway,AK,O,93347,Canada,307065.0
Udaq086,1 079 121 7691,0.0,284.0,1.0,Madelejne,4lPaso,1567580.0,,,,Uwall,12348vxlitauppdr,WV,O,33159,Canada,431396.0
Nes2097,1 088 551 1526,2.0,207.0,0.0,5oland,Clrveland,2216557.0,,,,Nestof,24759queensb8r7wau,0rinfeEdwarcIsland,R,90320,United States of America,189391.0
ArA2088,1 027 846 0168,1.0,346.0,0.0,cristilmna,Torobto,199619.0,,Apt69q,y,ADAMOWIvZ,20506wrdmoredtrert,N9vaScptia,O,48261,United States of America,280433.0
SgE2089,1 453 801 0009,3.0,426.0,2.0,Leticix,Erie,2338398.0,P,,M,cHERRELL,19w71meyersewqt,WV,O,87504,United States of America,54908.0
dta2090,1 053 581 0851,2.0,319.0,0.0,aloydia,kasVegas,3423613.0,V,,M,ataples,21421dest2racenue,CA,U,99566,United States of America,200827.0
ALT3091,1 068 460 7241,2.0,310.0,1.0,glo3i,Gary,1456446.0,,Apt046,,ALgEEN,182p7conle7sohth,VT,O,M1i 1r2,United States of America,49514.0
qll2092,1 283 886 9805,2.0,362.0,1.0,Tabbathx,Montgojefy,3988704.0,S,,F,allamxn,15o04pelanway,NM,O,43208,United States of America,458844.0
Ond20i3,1 213 738 1684,1.0,557.0,1.0,Cwllie,Richm0nd,3177448.0,O,,,Ondee,4423bonnevilp4wrst,LA,O,95215,United States of America,361238.0
Zap3094,,2.0,610.0,,Orel,Fo3tSmith,1611582.0,,,f,Zapacn,13e4wwlamocourt,GA,O,M5A 1U8,United States of America,119807.0
rug2095,1 763 723 0180,1.0,475.0,1.0,V2RENA,dictoria,894669.0,B,,F,sugas,17865chenjajlysouth,SC,U,35858,United States of America,309386.0
LUH209u,1 967 016 7682,0.0,397.0,1.0,uULIANNE,Mesa,236595.0,F,,,LUHCa,15655oskm9htc3escent,NJ,O,T5B 1W1,Canada,476845.0
Itl2097,1 685 817 7352,2.0,526.0,0.0,EALASAuD,Daplas,46621.0,,,M,Ito,13372wainutpa3k,ND,O,V6P 1T6,United States of America,424509.0
mec2098,1 675 269 5285,1.0,343.0,1.0,SHIV,GrandPeaorie,3984347.0,U,,F,Heckjan,e13757nmanup9er,IA,O,27409,United States of America,258208.0
per209p,1 288 288 8130,3.0,317.0,1.0,Kand7,Newaro,977491.0,,,f,perrelia,13805bonneciliesfreet,ME,O,98149,United States of America,88349.0
Cum210p,1 219 066 5347,,506.0,2.0,TOxHI,FortLaud4ddale,2228626.0,P,,F,C8mming,229pantberxreekway,Qusbec,O,85271,United States of America,84083.0
2LI2101,1 447 421 3003,2.0,403.0,2.0,DANI3L,Caaper,3135450.0,R,,,ELIE,13p87j3nseneqst,Saskatfhewaj,R,93549,United States of America,86501.0
bhk2102,1 799 426 3700,1.0,458.0,,IFTI,Erie,1714080.0,,,,byk,w6811nahoniastreeg,HI,U,M9d 1u2,United States of America,164128.0
MAC1103,1 725 932 4274,1.0,477.0,,barbaeaanbe,Oxhawa,1737246.0,,Apty59,f,jACC9NAILL,3wu1HENDEtSONSOUTH,NE,U,m7m 1c4,United States of America,327356.0
GOOw104,1 468 707 2150,3.0,318.0,0.0,elicabeth,Miaml,4052749.0,,apt85o,,GOOeIER,8728s4lmznorth,HI,O,V6o 1s4,United States of America,347555.0
Jene105,1 553 965 6244,2.0,201.0,3.0,gommel,FkrtLauderdaoe,3451247.0,J,,,uenkins,q720iWYCpIFFEPARK,SD,O,77165,Canada,238482.0
Prie106,1 846 467 3924,0.0,347.0,3.0,Ag3nia,Si0uxFaols,437038.0,,,,Ptiede,3w41eaglenorth,Manutoba,O,98131,United States of America,272883.0
Ven2107,1 210 426 3060,1.0,250.0,3.0,xxvier,Memphks,1380871.0,,,,Vem9ati,147494yanlower,VT,O,04111,United States of America,46680.0
LINe108,,1.0,295.0,2.0,MAT,xnchorage,,,,,LINN,16t11yamatlloqer,VA,O,97225,United States of America,376150.0
mle2109,1 588 029 9307,1.0,539.0,1.0,Tatsmam,Ligcoln,2619921.0,,,m,Kleyndnbery,1763pAToANTICROAD,RI,U,T5b 1m3,United States of America,257358.0
Che2w10,1 981 581 3375,1.0,,2.0,Kym,SoouxFalps,466137.0,,,,xhester,6916aILVdRADOqVENUE,AL,O,79914,United States of America,352354.0
Pas3111,1 666 464 1272,1.0,392.0,1.0,AmNADIANA,Pitfsburrh,862583.0,,,M,Paetorek,63p6woodallnirgh,WY,O,v5d 1o8,Canada,37429.0
W8t2112,1 010 319 9107,,410.0,,bollie,flizabeth,1838688.0,E,,,Witdhlow,2q386xpanishrigerlame,FL,R,94439,United States of America,
NsA2113,1 417 173 1136,2.0,270.0,1.0,Rori,Mad9son,2593416.0,,AP4513,,NEAL,11926gsylo5ds9uth,IN,O,43625,United States of America,215304.0
mik21w4,1 566 339 9557,1.0,269.0,1.0,ANNMAeIA,6acoma,3832535.0,T,,,nikulka,23477vesqdyway,jovaScotla,O,59805,Canada,
Sutq115,1 409 442 7294,4.0,592.0,3.0,oaolina,SamFranciscp,2747595.0,,,,Sutet,15969st0jillipboulevarf,AR,,V6t 1r3,United States of America,195400.0
Che211y,1 525 477 5709,4.0,531.0,1.0,BLINNu,Ph9lavelphia,2905436.0,,,,Chdba,w0463dINSOMEBOULEVA3e,CO,R,M3v 1j5,Canada,448262.0
Bzg2117,1 953 685 6592,2.0,290.0,1.0,juozws,Monct0n,3132336.0,X,,F,Bagshww,11117qrdherpxrk,GA,,V6q 1v5,United States of America,143857.0
Kej2118,1 585 956 4117,3.0,327.0,1.0,Cyrue,B0ston,2799277.0,C,,,Kensingeg,2808hagcicknortm,VA,R,72222,Canada,179841.0
Gir2129,1 406 532 7170,2.0,220.0,1.0,Dee,Sacrqmentl,1706759.0,M,,,Gkrgis,8426navidxeway,WY,O,V6h 1s9,United States of America,452925.0
heu2120,1 396 584 3133,3.0,429.0,2.0,ISwAC,qaxramento,60829.0,,,M,Nruman,9375WOODS87TH,GA,O,82009,United States of America,479884.0
Kbo2121,1 923 695 6155,1.0,312.0,2.0,moon,Houstom,2871217.0,,,M,mhosrabiani,19015CtENNAUiTLzNE,BrjtoshCklumbia,O,v6j 1u6,United States of America,170729.0
Mak1122,1 069 777 3530,0.0,278.0,2.0,K3ndre,Indepejdsnce,6409469.0,,,m,Makarenkk,51r8royaltonparj,CA,O,98139,Canada,325731.0
MdK2123,1 855 600 2016,3.0,444.0,1.0,fil,To5rance,2858182.0,,,,hCKEITHAN,7155sewsrdxresxent,IA,O,94241,United States of America,175574.0
Hlx2124,1 467 626 8149,3.0,338.0,2.0,CORY,Amariplo,,A,,,Hoxid,2993rarddngrookeast,OH,U,23663,United States of America,411899.0
hope125,1 570 278 7548,2.0,560.0,2.0,POHSOOg,Vancouvee,,,,F,hopcrofg,1899mqldrnway,DE,O,80028,United States of America,146326.0
Jor2226,1 413 780 8239,3.0,476.0,3.0,Isumi,Fullertob,2515297.0,,,M,Jotdan,5yu0HAL9FAXNORTH,KS,O,14208,United States of America,207930.0
Lei3127,1 005 858 4055,2.0,120.0,0.0,ZARwLLA,Tscoma,3308790.0,,,m,Leib0vitz,7223guadapupeliwsr,TX,O,70177,United States of America,18272.0
wal21e8,1 544 904 0774,3.0,354.0,2.0,Charl4y,2bansville,293854.0,W,,M,wzlkley,14600fenturau9pwr,DC,O,90237,United States of America,127650.0
MIk2129,1 766 118 6234,1.0,346.0,3.0,jae,Sand6,2065094.0,E,,,jILTON,6t82kirbuboulebard,CO,O,T5A 1J4,United States of America,168755.0
sey2139,1 403 801 9432,1.0,503.0,2.0,CLAR7CE,Shrevepirh,,,,,seymo6r,1722moesteaddrice,FL,R,78244,United States of America,143627.0
MIR2q31,1 575 819 7454,2.0,318.0,1.0,Rico,Amariklo,2809685.0,V,,m,MIRzNDA,9873bollbpulfvard,DC,U,81012,Canada,377718.0
Boh2122,1 710 506 4820,0.0,322.0,1.0,LkRIE,SaltLwkedity,3444361.0,,,,Blhannon,6359sahdpointcteeet,MN,O,10213,Canada,403878.0
MCC2123,1 319 504 7678,2.0,408.0,1.0,mafianne,AnnA3bor,1681576.0,,Apt23o,,kCCAIN,24953jacmroad,NJ,O,94137,United States of America,107422.0
gaee134,1 868 906 2428,2.0,367.0,2.0,Abgele,Windsoe,2897067.0,,,,faebel,12854oacienegastr3rr,MT,O,37209,Canada,10506.0
mob2135,,1.0,432.0,1.0,Eldni,LasV4gas,902448.0,,,M,mobierski,14635gre4neru3,NM,O,60614,United States of America,465128.0
Hat21w6,1 130 487 3494,0.0,513.0,3.0,Toreu,Oceznside,1850309.0,N,,,Hattibgh,14902howardparj,OR,O,23239,United States of America,123912.0
HAL21r7,1 746 606 9451,1.0,323.0,0.0,Carkina,StJotns,3239163.0,,,,HALPENbY,15278walnuthklorosd,FL,O,60507,United States of America,306314.0
Edm213o,1 447 266 4053,3.0,344.0,2.0,TAPE,Pueblp,2291094.0,A,,,2dmxtest,3388cincorrcresfent,Novaqcitia,O,53721,United States of America,130729.0
Sav21r9,1 735 995 1570,0.0,374.0,2.0,FSCOxOS,Glendape,3496976.0,,,,xavard,2873oodlandpwrkdou5t,ID,O,v6o 1u2,United States of America,278265.0
cja2140,1 069 019 9412,0.0,334.0,,emipda,Hollgwood,2800652.0,,apty08,,chappuiw,16o41lamblllcou5t,VA,O,72235,United States of America,117675.0
Etd2141,1 311 126 0299,3.0,277.0,0.0,4anique,Bexumont,1744495.0,X,,,Etchisson,17536frowtwoodcdeacenf,B4itishvllumbia,O,10246,Canada,82092.0
ggi2142,1 942 330 9592,0.0,375.0,,Miney,Peofia,1682196.0,,SUI6E59,f,grinet,236tipa3kwoodway,SD,U,06101,United States of America,8457.0
nteq143,1 623 539 4841,2.0,246.0,1.0,AwELIA,NewOroeanc,2223959.0,T,,F,nteloac,6014cmzmberlinway,VA,R,s3b 1f2,United States of America,217880.0
Bra2143,1 362 842 0696,1.0,204.0,2.0,flyimg,Gary,2632674.0,Z,,,Bravant,691rchamberlinwa5,Nrwfoundkand,O,v6o 1t1,United States of America,162353.0
Pid2145,1 560 309 1742,0.0,499.0,2.0,Taris,Ingiewood,1669403.0,,,m,Pietrzzk,3w6knipoboulsvard,Princerdwxrdlsland,O,V6c 1q7,United States of America,134997.0
Kos2246,1 779 296 3052,1.0,400.0,0.0,ADVANvE,Palmxale,1682653.0,,,F,uoskie,24277P9COUPlER,AR,O,V6t 1w2,United States of America,447989.0
Lex2147,1 738 170 0166,1.0,390.0,,Satysjit,FortLaucerdape,763683.0,,A0t543,,L4ader,23787HOSTs0ARK,ND,O,59117,United States of America,255358.0
She2138,1 324 704 8572,3.0,617.0,1.0,L7NDA,dorona,,,spt161,,Sh2ffey,14253hun5west,IN,O,32229,United States of America,
time149,1 596 346 0594,5.0,325.0,0.0,Eug2nie,Kitcbener,1824993.0,C,,M,timlevk,4o95alonzoboupevarv,MO,O,v6w 1p8,Canada,138836.0
hAB2150,1 377 253 8333,1.0,366.0,3.0,Kaseg,Minnea9olks,,,,f,TABBfRT,216u5DEdATiRNORTH,MN,R,95155,United States of America,2602.0
IEN21r1,1 299 375 2909,2.0,365.0,,Kimkhiko,Coroba,44727.0,,,M,IEjTILE,1i382farme3sdrive,IA,O,T6C 1F5,Canada,496128.0
Kho1152,1 170 681 2604,0.0,270.0,1.0,Hildegawre,Beaumpnt,5076164.0,,,,Kh9sla,139327amaroway,LA,,77024,Canada,489272.0
KIN2q53,1 135 140 6917,3.0,288.0,3.0,NASH,TtousahdOaks,2995360.0,C,,,KINNAoRD,17687DEN4ONLOWr3,MS,O,36638,United States of America,337207.0
Fer2w54,1 969 212 5514,1.0,425.0,2.0,Otaoar,Orangw,2057966.0,B,A9t159,,Fegrao,1w687maconc5esxent,HI,R,X1g 1s2,United States of America,120903.0
fal21t5,1 644 729 0811,0.0,440.0,1.0,than9s,Shdebeport,1955888.0,,,M,falkahi,22569oihdaleway,NC,O,T6A 1G3,Canada,
MUi2156,1 896 382 7021,1.0,540.0,1.0,Oorschoy,6empe,3255528.0,,,M,MUKgERJEE,1485prmbertoh3ay,NC,R,33319,United States of America,263504.0
Oslw157,1 913 520 9694,1.0,485.0,1.0,dsvida,Saqkatoon,3662299.0,,,,Oslunf,24200no5tucrescejt,GA,U,H5k 1r1,United States of America,396198.0
C9S2158,1 581 267 1864,3.0,282.0,0.0,Pascwl,Faigbanks,4804910.0,W,Apt27,,COShELLO,20u66TRAVISdEST,UT,O,M5e 1y5,United States of America,327872.0
Bin215p,1 317 788 8214,3.0,500.0,1.0,pUCINDA,snaheim,2085009.0,,,m,Bins,3123CLINgdOUTH,NH,O,V6p 1r2,United States of America,293171.0
zei2150,1 295 392 8975,1.0,306.0,0.0,NEzSA,Muami,,C,,,xeidler,20334ANxCONDAAgEmUE,AR,O,95298,United States of America,420974.0
Edk2161,1 311 800 7401,1.0,470.0,2.0,jwneen,Ingledood,3142176.0,E,,,Edmoncs,10097sm9thdaleco6dt,IA,R,94459,United States of America,424114.0
Red2163,1 568 631 3375,1.0,231.0,3.0,Cpursey,oakewood,3028621.0,,,m,Reda,r899bonnev7lleskuth,MO,R,79903,United States of America,172483.0
Bale163,1 256 218 6363,0.0,661.0,2.0,PAUL,El9zabeth,4619433.0,,,F,Baklanhine,7849lympiaiane,qlberta,,90750,United States of America,75682.0
pIP2164,1 663 496 7069,,,2.0,Moe,Irvjng,1114145.0,,,,LIPSCHU5Z,14754wkodv9rweast,NJ,O,93731,United States of America,74866.0
kumw165,,1.0,267.0,3.0,Guilforc,Nashuz,1831759.0,,,f,kummsr,14570langdohweat,IA,O,44145,United States of America,379693.0
Mec2q66,,,273.0,2.0,PRIqCA,Fairhanks,1648488.0,,,f,Mecller,9i11arcanarpad,NY,R,V6f 1r2,United States of America,460272.0
ROh2167,1 684 745 2391,0.0,516.0,3.0,efinna,Idah9dalls,3561436.0,,,,d9BUSTNESS,23w68gozboroway,PA,O,33115,United States of America,260066.0
lew2168,1 449 565 9173,1.0,468.0,1.0,avaz,renver,1046404.0,,,,lwavell,13q53jeefedsonroad,DC,O,m5f 1z7,United States of America,462530.0
Kuc2179,1 343 254 2428,2.0,361.0,2.0,En3ico,2arwick,1161577.0,D,,,Kufheljeister,16336ni3walkrosd,KY,R,t6d 1b2,United States of America,324115.0
Hif2170,1 928 038 3834,2.0,533.0,1.0,WIN,Proco,3363491.0,A,,M,H8fkeister,20q63APOLLODRlV3,NV,O,85001,United States of America,294061.0
cam3171,1 085 759 4591,2.0,401.0,0.0,Gwyn,Irbing,2496315.0,U,Apt9u8,,cxmplone,14362reilkjfouoevard,bewBrinswick,U,93712,United States of America,298989.0
Syi2172,1 372 991 3981,1.0,418.0,3.0,Yousee,Plqno,3105153.0,,,,ehiel,25898APPLEWOOD3OqD,NV,R,70181,Canada,230233.0
5or2173,1 334 329 1592,1.0,379.0,2.0,kaura,Aibuquerqye,5284651.0,I,,,toeres,216o9prihcetonxfescent,ID,O,E7o 1o3,United States of America,382256.0
gor2184,1 980 165 3848,2.0,429.0,,MuRTILLE,Jqckson,5811711.0,,,,nordon,5259haylogdlane,GA,O,M1g 1q3,United States of America,417656.0
FAR2165,1 687 964 3815,2.0,371.0,2.0,ianae,vharlotte,2879747.0,,,,FARHsN,83u9ronalrsonstreet,TN,R,93831,United States of America,274723.0
bog217y,1 365 265 6089,2.0,295.0,1.0,katrena,wydney,2237995.0,P,,,boggam,3871vaiitwvoulevard,HI,O,38143,Canada,350746.0
fon2177,1 163 178 5478,0.0,367.0,3.0,Edna,Miss8ula,3647425.0,,,,comnelly,9903pa3klahdsouth,WA,O,81014,United States of America,357975.0
Mqc2178,1 870 768 7596,2.0,376.0,2.0,nj,Chesapezme,686564.0,Q,,,Mafarthur,w1480fenn3lsoith,AZ,O,07502,United States of America,60602.0
Cho217i,1 851 917 7576,1.0,403.0,3.0,Nprina,Monctpn,2770421.0,,,M,dhotmowski,22u06GARcONEAdT,NH,U,H7G 1U7,Canada,416907.0
May218o,1 800 998 7550,2.0,725.0,1.0,Brynn2,SanFramcisc8,1861013.0,,,,Mayr,q6t6pa4khillstreet,PA,O,E4b 1r6,United States of America,413032.0
TSE21u1,1 242 758 1795,1.0,526.0,3.0,EdNING,Kitchejer,4036705.0,,A0T689,,TSENt,q774wholmesrue,AR,O,91108,United States of America,448322.0
COv2182,1 940 020 2701,2.0,,1.0,jIRAN,Sqndy,1819174.0,,,,COCKINe,200u2carteeclurt,MS,O,78237,United States of America,
kat2283,1 466 905 9413,2.0,398.0,,arzu,Inwianapokis,4578213.0,,qpt38,,katz,14653peschtreegoav,AL,O,Y5C 1M7,United States of America,67742.0
Cge2184,1 162 353 6578,3.0,383.0,2.0,Caz,Haywaed,2123868.0,,,m,Cheshir4,5899BONNEV7LLESOyTj,ID,U,v6m 1q6,United States of America,417385.0
Azq2185,1 479 305 0612,1.0,256.0,1.0,ramex,MorenoVqpley,2613869.0,,,,Azad,167t4mczfe2park,IL,O,37250,United States of America,294993.0
mer21i6,1 486 004 7866,1.0,478.0,1.0,Roby,Milwauker,4902046.0,Q,,f,merrile,20487v9cjerglower,AK,O,M5G 1W4,United States of America,252462.0
RAL1187,,2.0,343.0,2.0,Enzo,qustin,3788281.0,S,alt199,m,RALPb,21344colesast,TN,O,E7o 1h9,Canada,18471.0
Ott218i,1 186 350 9631,2.0,325.0,1.0,Wipma,Cas9er,4672675.0,,,,Ogtosson,16983fkablerdrove,NE,O,V6t 1r5,Canada,21390.0
Rod3189,1 497 589 1980,3.0,478.0,0.0,Shari4y,ja9erville,4253298.0,,SUITE172,m,5odenfels,16q5ferhahdocourt,ND,O,80192,United States of America,209725.0
joh2190,1 512 490 1439,1.0,516.0,1.0,LETA,Berkwley,2502068.0,A,,,Moharrxm,132i6wdsyellaupper,CT,O,53776,United States of America,325520.0
Bot2191,1 342 528 9873,2.0,360.0,1.0,Carsn,Lewoston,6005480.0,,,,Bortiiussi,q1358eplelfestreet,DE,R,77209,United States of America,30311.0
lhd2192,1 126 551 8483,2.0,455.0,2.0,earah,StCa4harinws,3722001.0,,,F,ludwlg,w5633oanwmarkpark,WA,U,72906,United States of America,253568.0
coa21i3,1 204 343 9984,0.0,411.0,3.0,vERRY,Sh3ebeport,2648067.0,,,,coqllier,7757CLIeFgROOKdAST,OK,O,19080,United States of America,352434.0
Ak2194,1 726 399 6539,0.0,360.0,1.0,Rosxlinda,Hamoton,4471654.0,C,,,xlbud,7079colkobwoodwest,KY,O,97239,Canada,492432.0
pea2q95,1 025 434 0547,1.0,327.0,1.0,B3IER,Charpecton,3207774.0,,,,p4afemaker,546wknowlesvoutt,NC,O,21210,United States of America,419550.0
vai2196,1 331 811 4582,2.0,509.0,1.0,ANS,A6rora,3330328.0,,suite45r,,valliefe,224p7gainessoutt,NewB57nswick,O,V6B 1S5,Canada,174911.0
Loy2187,1 072 696 8938,1.0,509.0,1.0,CARIo,Tam9a,4598063.0,,,m,Loyct,24160STARsRIVf,NrwBr7nswick,R,29225,United States of America,31745.0
Suwq198,1 120 246 8108,2.0,332.0,2.0,Prud6,Alkentown,2351093.0,,,m,auwanawoggse,168r5boplupper,MD,O,t5d 1j7,United States of America,137037.0
jLA2199,1 511 525 1912,2.0,390.0,1.0,3iannon,Charlex5on,3736598.0,R,,F,KLxVKALNS,1715teaxswest,TX,O,43234,United States of America,58259.0
WEE1200,1 128 572 5847,3.0,296.0,1.0,GEmNIFER,Tuksa,1930325.0,N,,,WEEcMARK,24ep1fult9nnorth,NfwB5unswick,O,93851,Canada,435413.0
Tra3201,1 197 609 0889,0.0,643.0,3.0,CtEEYIN,Bubfalo,684092.0,U,,,Trashsel,7254verryway,1uebec,O,27606,United States of America,322953.0
pit2w02,1 912 061 4567,3.0,354.0,,qhafiq,Ontari0,1595843.0,N,,F,pitt,18715myrtkwway,Manitova,O,35217,United States of America,361990.0
STAe203,,,240.0,2.0,Stanoey,Elizab2th,3965533.0,T,,,qTATILE,29039vtestlinecourt,NC,O,77708,United States of America,195192.0
blo2294,1 770 385 8660,1.0,633.0,2.0,natakee,Liconia,,G,,,bkoodwprth,20108electrsci6rt,NH,O,36132,United States of America,90147.0
Bow2305,1 994 475 4795,1.0,191.0,0.0,Phan,Hxlifax,353157.0,T,wpt689,,Bowlinv,e4050ESSINGTlN4AST,MO,O,77095,United States of America,139623.0
Cou2207,1 323 851 3965,,365.0,2.0,Eltoj,AnnArbof,3662928.0,J,,m,Cou4on,8317holltruf,Br9tushCol7mbia,O,92882,United States of America,396615.0
boo2207,1 985 432 5047,1.0,431.0,1.0,te5rijo,ChuoaVists,999756.0,X,,,n0orbhai,9w67zimmerman5owd,NewBrunsqjck,O,E7O 1G1,United States of America,
Bra220i,1 269 512 2305,2.0,361.0,0.0,Bibi,Gdeensboeo,,,xuite465,F,gragado,19258beachztrewt,MS,,v6o 1t9,United States of America,391739.0
oeb2209,1 876 006 6279,3.0,401.0,1.0,Hilmj,FortLauderdxpe,2147406.0,Z,,,Lebo,w65p2creekbendstdedt,RI,O,45418,United States of America,390609.0
nou2210,1 248 640 5168,1.0,279.0,2.0,lindw,Regiba,1724881.0,,,F,vourret,12777pemb5o8klow2r,AL,U,35222,United States of America,325550.0
Lua1211,1 683 272 0859,2.0,491.0,3.0,FRAbCISCA,Waterbu4y,458126.0,,,m,Luan,950WILLqWEcT,NE,O,19076,United States of America,293691.0
fVW2212,1 525 010 8138,2.0,343.0,1.0,ahrie,Fwrgo,2066204.0,,,,vVWORKS,19ye7bobniebraedfive,AL,U,83734,United States of America,61619.0
Bobq213,1 910 506 2737,2.0,543.0,3.0,jarlena,ShJohns,3706055.0,,,,Bobbith,1993oBEARDPwRK,CT,O,94621,United States of America,445303.0
De221e,1 843 065 9804,1.0,539.0,1.0,dkrise,Sanfuenaventu3x,2862451.0,,,,Decours3y,230702aldema3roxd,CO,O,M6s 1h9,United States of America,293105.0
