NumberChildren,LastName,MiddleInitial,CreditRating,Employer,PostalCode,Phone,Age,AddressLine1,State,MaritalStatus,NumberCreditCards,NumberCars,City,AgencyID,Income,AddressLine2,Country,FirstName,NetWorth,Gender,OwnOrRentFlag
0.0,Qnffir,,841.0,Rite Aid,codexe,1-325-462-7272,71.0,JYROCJICGXHAVYXHDSAKRMJCCIJKRQVMPQSZJBLXCDDGCAMTJWYUDZPA,PA,S,7.0,5.0,Biloxi,Qnf5724,397679.0,SSQMZBAAWBOUFAYNDSGFRBOEDJFIQFRKQPDOALKKXVGBYGZQADLCABWGPXIULTLUORKUCDLIRG,United States of America,JIWTRRJRH,856446.0,,O
3.0,Lhdfvjj,,838.0,Sanmina-SCI,Gbqkwvi,1-862-582-1674,,ATRLXVUWVYMTMI,SD,M,4.0,0.0,Lansing,Lhd5725,336213.0,IEGMUDZJPIJTNU,United States of America,Uqxbywlktqvoqdqmbvuiloaoxlqyai,2821434.0,,O
0.0,Qgrytkgcbquxto,,329.0,Leap Wireless International,Vkgmvdkfrmv,1-437-327-9308,24.0,tikvpqeywxwwzzxidkhabcvxnsaptbnsnguauhlnyfifyrpbsqoygsv,Alberta,M,5.0,5.0,Frederick,Qgr5726,,Ojhxuomjgajpgxzlwupdomnnjarkqlyybobdppuuyhkmkmolkepwqofnqb,United States of America,EWWUGWNLN,2217921.0,,O
4.0,Wplfqgwfiruaobmivfbrnk,E,403.0,Holly,Xhuivx,1-817-078-8020,40.0,edvccmrurkreengrvqtasudevvcl,NJ,S,1.0,2.0,Allentown,Wpl5727,114859.0,VTWVVKPGS,,Lixelqavfnhrjikiatnxadbjzkvw,2497821.0,M,O
4.0,jjdflsvntjucp,,687.0,,XXGDEKEDSD,1-299-268-4362,100.0,,UT,U,0.0,3.0,Erie,jjd5728,415193.0,Kjwyazv,United States of America,Osbmokdkkkaot,3752584.0,,O
4.0,Audpnidwmriztowwdnszjbevr,V,383.0,Vought Aircraft Industries,SVHUWYCRZGWE,1-191-215-8504,12.0,Wyeiosodkuwfyewpurlganlhdskfeqkguw,OR,M,8.0,2.0,Saint John,Aud5729,,,Canada,Czzhm,1656302.0,M,O
4.0,Irncpeaeqtojtfjrkqyxtflharvrzb,,502.0,UAL,Egxdmyo,1-547-095-8022,63.0,Eswlenarertlcmyplrndnjbobpijhavnhclakbeomtzpimfrpbromgzamqmvuitt,MS,M,2.0,1.0,Warwick,Irn5730,,NIUZCQMNPAAZKMJBOXTDSOCDGTPIVGBNDGMYAI,,QYMCQUIILOCUCJTQKETFYWHVO,1210016.0,M,U
5.0,oukxlzwlkwquuynotwaoytjqkyt,,676.0,Activision Blizzard,Mumuc,1-172-345-5549,37.0,Famuadarvzmxcqwszdei,MT,M,5.0,5.0,Independence,ouk5731,245172.0,Vpokbuyeryvhmkbmlhosbiquscwlbqrtahdzpcolbswojkosnhvpugn,United States of America,Bcziustiklnqqtauoivvfd,1654583.0,m,R
2.0,Hlkoqafv,,481.0,Home Depot,Frgjr,1-139-465-1622,25.0,HBLSHATFCNNALILZSMGQMEXTVSJVZIIQCVHRMCEIBLDGSQTJAA,Manitoba,M,10.0,3.0,Brownsville,Hlk5732,159214.0,buwunjcjpffawmjkzgrnfnnmuvnlqinnbumtqbhekydqgqyvokfnt,United States of America,Rncklzl,950988.0,,O
0.0,Umaha,Q,,RPM International,Nqrjlcjv,1-439-047-9047,,Ainrmodklqiqcamvbowkvlcoogmwarlbuchmialuhettrfwzjggphtgarsiktfhgkqljbiijzharxw,GA,M,7.0,4.0,Billings,Uma5733,296316.0,YWLZZMCXRIWFWDTYJJDBEQWSXAJQMUKSQULBPKHPNWFACXUGXAVAALMKDAVPMHVLKSAZYHMEHQ,United States of America,wotqsgymqpm,3183685.0,F,O
4.0,sfrexkldttbqxnrtvzak,,625.0,Berry Plastics,KYESSZP,1-476-616-6605,71.0,OCJXMNABUYBZCYYAETKSDOJGHXIVBFLWFFQVSVAXTCWBSYDGFSXSVBYOPYZMLVSTUHD,New Brunswick,,8.0,3.0,Huntington,sfr5734,250938.0,xuustkdrowsnxkjqtyujoxyvwgdbrvpgidkueprtiuxjqagngrxnojfnvniefinumsogmjkgx,United States of America,Uodbcti,3954844.0,F,O
3.0,fijjkw,R,320.0,Moody's,Ppgunldilzv,1-879-072-7140,20.0,Ffhurjkltycbnzroebtxlfvoczjwucnqexbznkxkwdvosislxrjfrfcecyqibyyn,IL,,8.0,0.0,Hamilton,fij5735,471804.0,kvqqlrluzkrwyezukfyrqhvmjztagxkplbjysyvofrbdcvqdcqbqexbspwtbxiieksryvr,United States of America,wgdajdtjfxhhciltzxbzcyea,3308083.0,,O
2.0,AAWHA,v,818.0,Bio-Rad Laboratories,Beptrqgtr,1-676-416-4361,48.0,AFGMRAXHIHTGJZ,ME,M,7.0,0.0,Sandy,AAW5736,355822.0,Lwvsilmxgvxbvvmklcfkspk,United States of America,Nyzosixyotqmnajxrtdvw,1949257.0,,O
3.0,Vkneuqicldaiyennjbkll,G,645.0,Darden Restaurants,Ofcbfavvlkd,1-688-956-0808,62.0,,NY,U,,1.0,Seattle,Vkn5737,214594.0,TGUJCGJQYCKRTLYIEZVCUDIOGRP,,srowrhpcfcc,447447.0,,R
0.0,LRNMKXS,W,357.0,Warnaco Group,BHERH,1-741-509-1125,36.0,VFBNNVAVYWQNKZFSQMWXOLWDYZWNKTGRNMVANAUQBNVSMXFOBRPFPNAVMR,AK,U,,2.0,Chula Vista,LRN5738,128516.0,Wpbjeiqahrzgkqujsalrskhrbivolpstaldzypv,Canada,RNRZGIHVNVE,160581.0,m,R
0.0,Lkpwxklcwkpsiybhbrtoe,,772.0,,Tfvcugxxuoox,1-298-856-7354,80.0,qkpdcb,NY,U,3.0,2.0,Buffalo,Lkp5739,151240.0,FPUFAXDRBFJNLFKKCCKFJUF,United States of America,gynmxnrddajgkgisyrpk,1631673.0,,R
1.0,KYVRTDSHVYOPWMGHMDDQKJVB,i,359.0,Crosstex Energy,liisbfbrnea,1-735-551-6786,73.0,MRCSAOURPATTKPNSTPF,MD,U,2.0,1.0,St. Johns,KYV5740,246015.0,PGTCXRGUKCINGPTZGONMGVDWWGTDMIUCRKLAGNEMXGXGFBPECPTOFRIOGWCFJWXFUEHWDREKT,United States of America,Yyoqsoslrgp,3802148.0,F,O
4.0,dflrirbdokaihmmpryizlwtrmf,e,733.0,Applied Materials,DSKYSSY,,11.0,wmnapeugjhnezyjtyroew,MD,U,1.0,0.0,Plano,dfl5741,428388.0,IPROTVFWHPEJBBEIVBBLOJSSHFBQCTVFMRCOECVYYDQXLXOPZZUGJDCPHWSNZVVMCFTKLVDWPJ,United States of America,hhlvorgspojagoqcgtsc,1748844.0,,U
2.0,Tzclrlzguyvidczqfxlczp,A,462.0,Adams Resources & Energy,,1-126-037-0274,12.0,Jhrsqgshwqzihtinredfwmhifpsqydnnxgbonkbvogllpuv,ND,M,0.0,2.0,Mesa,Tzc5742,47606.0,hglxfgqnvwblcdooeuratinefqppto,,Ikjbtzkcfjcpurab,1152763.0,,O
0.0,Iwnviupbpbocgizfvgt,,564.0,Alliance One International,Sdehh,1-880-428-9402,35.0,Degseeaqgoabuisnnrukndvppsifrhdaqhwumejssrcqshzxvjakazoolojtf,WI,M,6.0,5.0,Riverside,Iwn5743,161106.0,Lcqymowjkybvrpbmmyvfpjmvxhdjsraihuwigssvwpabudygpacbzsdajpqayovhuiuztggoafrmodic,United States of America,MAQUPPXIMOEQQZACSSKVZOPALE,1755838.0,m,O
,Tradcybqvtazcjumzubcwsbmbi,,307.0,NBTY,Phwwxzncdfie,1-140-120-2907,28.0,wyqval,ID,M,4.0,,San Francisco,Tra5744,372360.0,Trzffdhciuepzzdwunmndukqnhrcvoqnlfuiqdrsqbxihqofrikiwplggseaukgftlilvghwjtfkpe,United States of America,Hoehxcsluwyjqprdsxrvhotaqqml,1814014.0,m,U
3.0,chbphsicbcjdcerhesattvluobn,O,648.0,Schering-Plough,Njhlqzgdcdl,1-671-157-5117,35.0,,KS,M,4.0,5.0,Dawson City,chb5745,69772.0,DXEIGOIHEAPRJKPFRKRWEJHJPEHZKQLASQGTX,United States of America,JDGNEBGUGVRCBCTFNYLL,3019657.0,m,R
2.0,Iconrgjatipatfj,V,611.0,Varian Medical Systems,HXGZNDZPGJS,1-201-735-0975,80.0,Qofzhjskrwceemaocxvjjbfgpgu,WY,W,10.0,4.0,Fort Lauderdale,Ico5746,282521.0,dcedcluzytspkpvkfjcybmdoygncauxpntfkjazcbrvz,United States of America,Gqsntdid,3781569.0,,U
4.0,Xdpemqujzdiqjebyxtnnr,l,556.0,Int. Flavors & Fragrances,Apgbitwnsgdu,1-982-834-0054,73.0,agmhclnyzeqrhpyeahdwtidfznsm,NJ,U,0.0,2.0,Irving,Xdp5747,115121.0,Yofgohfvnwpkczdpkpztemibziabqguigknmlcdexrumxwrcucbyuaethfejggxxvpy,United States of America,Ylcghntmdmitmn,2382518.0,F,
3.0,Mkocr,x,722.0,CIT Group,whbdjui,1-875-446-4929,8.0,lslaoabomaunxgfyoxscxtc,TX,U,1.0,4.0,Santa Rosa,Mko5748,4539.0,,United States of America,Fizsecipcrcqk,3856020.0,f,O
3.0,CRSWBZMNZNERFUD,u,418.0,Kroger,TOHVRQSNLJYX,1-257-432-3109,79.0,Vplqhoysgbssouwtc,SD,M,10.0,2.0,Louisville,CRS5749,373356.0,Irknjpdohswbmirahnfofhebdahjmkqaajfumcxn,United States of America,XPOOPPNZKVXUWTYMFBWDTZHI,2819017.0,,O
0.0,jlpbgcdvndsr,U,706.0,Regal-Beloit,XHRRSO,1-322-195-3847,65.0,,VA,M,4.0,2.0,Vallejo,jlp5750,143209.0,KCGJICZGUEGAUFDQFKZSFWBMJLNABRTGBLEUZDDIEYEIOJSLB,United States of America,PSORYWDGFDJOKBSZTQU,2360912.0,,R
0.0,Vltyrttkzruevmjnmrdvtusltlv,,625.0,Calumet Specialty Products,Jyggzwy,1-740-904-0323,93.0,Rmwjximodsqpzvhxwltfvfykemcox,DC,S,2.0,4.0,Rapid City,Vlt5751,,Pzxepdnfqwdeavxatdevlpzsqsqobkpatbctgmhgowbpswnxrsnffebuouqriach,United States of America,Kmmfjxf,1336843.0,,O
5.0,cmqtkjmoppvykmndtinxijct,,836.0,Kelly Services,,1-338-508-9102,30.0,iotzgvhtnqvvlcj,Nova Scotia,S,1.0,3.0,Rockford,cmq5752,33993.0,YSXCKJPAMXAEZTUUTXLRBMMDIUFTLLTSXRVEQ,United States of America,Lhweb,778949.0,,R
4.0,themerazogddazied,D,522.0,Kraft Foods,abaag,1-947-549-5163,91.0,Ytfnyqdyiamxdblro,VT,M,,5.0,Ann Arbor,the5753,377967.0,qsgedxlezabyntuetawgjwqhyzualjgjzyewvplmrwqcawuq,United States of America,Yzwhwnqzgta,2945807.0,,R
0.0,Eepohazitvoctulvgcjsbzywoqcj,v,541.0,Iron Mountain,jdaocqcpbeu,1-197-477-7970,85.0,Qgfimaxcdzfgxycakegwjkanhipmj,AR,U,10.0,4.0,Yellow Knife,Eep5754,214323.0,NGMSIMWUIRRQYGDQ,Canada,Ysxiwnflqw,1178052.0,,O
5.0,kaemlkmxxbair,,792.0,WABCO Holdings,OATKAE,1-326-692-1873,76.0,Sopkgaejjdgbbzaeagjdveljxdkcmqid,WA,U,9.0,0.0,Cheyenne,kae5755,261696.0,Tjhwrbvvqttnjtewescvxghcimhstdfmrwukpjrcarskzrf,United States of America,Fanbowpvylnvj,484053.0,,U
1.0,Thtoogrrsbptqof,,728.0,CB Richard Ellis Group,,1-944-521-0141,69.0,oqkdgxvciclzlloaolfkskbshaispmegstrsojsbkexpfesccvnneckbl,UT,,3.0,3.0,Portland,Tht5756,384236.0,Fhhanuxitrqxehwhdicfusmrwewzrpfctfoabjgeipdqweundtaw,United States of America,OSUWD,1165092.0,f,R
1.0,EPVDICIYMQ,c,668.0,Nacco Industries,,1-123-737-8048,29.0,Mylrxmrduecatpxnaoxottxtsydkksnidegujaauiwjqjqvomzgxqrvswlhgdxcblxjdqgdblrl,AL,S,0.0,3.0,Kansas City,EPV5757,209766.0,fvgzaxjnohgldlgdbtycbpnkuqtusppjxyckjmfbozgynpdupl,United States of America,Ouopiebgfuykjkdutekdhfip,568240.0,F,O
4.0,Qlrnuetrnlfbzqvqp,v,356.0,Pitney Bowes,zwtlli,1-532-052-6694,67.0,Bkeqwxokcpjystnbwi,OH,M,2.0,3.0,Des Moines,Qlr5758,492662.0,yxfxykapdtuyidnkbajajbxacbwgdwxjrxrsxopftjjdpuxqf,Canada,MKVOKHYTJDFV,3155622.0,,
4.0,YXCUADCGSESVZPUFKZIDHIQQ,,769.0,Assurant,Qbeqyc,1-518-783-2939,14.0,ebzdcqabidoalzkmxwwezfgpghnnqqnggyc,AZ,,9.0,1.0,Huntington,YXC5759,54194.0,BYWEYWKYANTDDFFFLAKXLSJRKTBVDFABL,United States of America,tzztplqvetdfkogldwqbvtrijxgwen,3533375.0,,O
1.0,PBWSEOMRWRODEERHTBQRQDPOJS,U,,Torchmark,Vutsshwxr,1-974-420-2209,44.0,VHECKHAZIAUPTQWDQTS,AR,M,,3.0,Oakland,PBW5760,418313.0,kutznimrqwowdxkovdfqbdivtztokihfx,Canada,EPJHGHRENEPFABM,468274.0,,O
,WZAIKMUJHNSBLUUWI,n,623.0,Beacon Roofing Supply,ywbhql,1-346-360-1837,35.0,Hvqqypizsrblvingtvnaflyxxqousdieiaxjjyhdyikdotvafmmdeucqrfkxadyawmgnqnxnerksd,Newfoundland,,8.0,0.0,Shreveport,WZA5761,6760.0,inbvfjhcanwhnwyoazkmlqxqwnckbzaynheixptnjxgxplhlooqjrvs,Canada,dianiklqvefwilz,2331268.0,,O
0.0,CNXJTKNME,,346.0,Iasis Healthcare,Kuxshm,1-249-447-0584,44.0,Eaiqdsmvchcthetrvdrfwjfobetgxzbk,AZ,,10.0,5.0,Milwaukee,CNX5762,457350.0,IBFJLVDJUUTJKUFNAZQAUKO,Canada,Xaluhkchhfqilkmgrbepecxoehmqt,3548389.0,,R
0.0,Okbgmobtenlimdecgdsivgwjk,d,463.0,Smurfit-Stone Container,VPMWLCS,1-200-347-8351,52.0,Teykymxeaydclosqbzshgrgjoxqtruedqlgu,PA,M,7.0,2.0,Vancouver,Okb5763,423521.0,Ctxdenlgun,United States of America,Rfbucvihksnkukqgdpldpsywgl,,F,O
3.0,Nesguccedwesagqybhaptpnat,,548.0,Broadridge Financial Solutions,Gduajc,1-897-650-9815,,rllehiyijgicrnxduzy,GA,M,10.0,0.0,Halifax,Nes5764,267977.0,Tttotvsuwuwbalxvlpfcdlqmujcleooxojtbuhualtsmmwhoiznuphhqdtpfcrxishtle,United States of America,Vzhcdndpohnagqilvtkfmqd,1923204.0,M,O
0.0,FOHYZTHUPATVRTLD,M,371.0,Paccar,,1-253-588-0889,38.0,ukpnremlrfejwlkxgktfnisor,FL,U,1.0,1.0,Lakewood,FOH5765,196315.0,RBJHGMCUMPQBMNWSPYFGVJEVQIXKT,United States of America,Skbstdjqyshjbfknpwdapebgfishbu,2323534.0,,O
2.0,hqeellkgzvaqqqjw,,301.0,TD Ameritrade,AXPFZ,1-680-499-8866,36.0,TDMGVCMDQYUUTLHOOWDNLHGIVKNVHPVWW,OR,W,5.0,5.0,Newport News,hqe5766,322750.0,Jduuspvwvubikcbbuadds,United States of America,FICXFFXFDMTYVMTFAUPCK,1015980.0,,
4.0,VZWCVZVUQETXQ,,462.0,KAR Holdings,OPXVVWTETMH,1-571-019-6227,97.0,Ymmvzhnue,Quebec,U,10.0,3.0,Stamford,VZW5767,496363.0,Qyjkddolwr,United States of America,Zxnweetzeieykduxgsiwvxu,2349521.0,,O
3.0,Hvimbcstugjxykvygy,K,543.0,Ball,Gahocbalqke,1-056-996-1838,29.0,WCSGLRNXDCUJBSOCPWBGKMZNNPJGH,OR,M,0.0,2.0,Newport News,Hvi5768,289848.0,VLQPQMGQLOUFOVQVMCPWGDMMJGAGXWCBPPYHELJBUVFUYRHYSZKJHSYV,United States of America,Lpyfv,1313786.0,,O
4.0,Xizmphwbistrfft,,730.0,State Street Corp.,RUGTETFGO,1-802-968-8478,34.0,EVIIHCCWLJWDKOFXSWFQREMKIDSMLPLDRUIORSUSRGSQNWTFMLAYUO,PA,M,7.0,3.0,Shreveport,Xiz5769,458560.0,kwpiwtgjtmzxareoxenkjexcbreheuobsdibaihqhxzdjpt,United States of America,ZJKCPSIJJHYFLWILMNEOO,994048.0,m,O
3.0,grltfqtfbsdhedlolovmkfcdcg,X,389.0,Unitrin,Mnbylosjxo,1-450-541-2151,4.0,KOMOLKCGBBCKGSJOEGVFPORHXXBBEH,Newfoundland,D,10.0,,Baltimore,grl5770,489162.0,Pgfiryinmpvckshkgexilxyglmyvisntiwpdudjerafebnzxuuippt,United States of America,wkbmlule,3771047.0,,O
5.0,Qknigzzois,,842.0,Amgen,XZLYWXPAFMIG,1-191-908-9066,48.0,Sxeptmphnsbyukrysvimqkvjfcaxc,ME,S,0.0,3.0,Los Angeles,Qkn5771,370729.0,Ymgliurqevbw,Canada,Rcrbngjnajeigpnnssknvrqa,2251793.0,F,O
5.0,Dedapjtvgnskbzljmlmnlqwvw,N,810.0,Vishay Intertechnology,TKQEXUYJA,1-970-054-0184,41.0,Kndminhojtevdixhtxwmxrlibvjhldkiinszpwaoxfaovjuauntyxdnprtoszircgtyjv,British Columbia,U,7.0,2.0,Tampa,Ded5772,8966.0,adwaphdkfytghzgfchwvbwpdpdpgemhqcigjhfnhhjuqievyqwjngd,United States of America,Fdspfbdnnpfakugwvleq,492592.0,,O
5.0,Agfswxslnsvxqpbliniwtmhxzttg,,350.0,,frtxp,,100.0,agwxlbhsbnfbgucqsvnnnjklglqcjbqgntcybsbtvufrilnpfpwfpgbhcbfbuxcyjfkqstwrf,VT,W,10.0,4.0,Hialeah,Agf5773,132199.0,,Canada,Iwkqbyahdjchzqokznuxcjuc,1950857.0,f,O
1.0,Rycojhreobaoerrwlvhway,O,389.0,Progressive,TLRVZCXW,1-429-994-5428,46.0,MNJBCUWIFEIBEHSCNSUPPEQNJTPF,AZ,U,4.0,5.0,Huntsville,Ryc5774,327806.0,LTWHDMZOMMURVOHBLWXILGFCJOCGYW,United States of America,Pkdtns,3251046.0,f,U
4.0,Fxssomwdcowgfboqmizcp,T,355.0,TRW Automotive Holdings,Bgzcw,1-642-000-0638,66.0,OXCJVCHKPSIPKW,Quebec,M,7.0,1.0,St. Paul,Fxs5775,,Wedxzsgfzcpbvxvbwuqzdxlpxtucxyowoemezhkgvxmvzdknsltdugusxakstpzuuane,United States of America,Mrifiejnxwglomppdoudcg,3175861.0,,O
4.0,Vgtcklppxqaxa,O,341.0,United Services Automobile,Xmaasimokkun,1-666-931-1228,58.0,Gwmtwmvacxlxjhukpxfaxtpclizyybrzvycjdvhlksykihpxrkxwho,Ontario,M,1.0,2.0,Detroit,Vgt5776,350313.0,Bomwhnlcaehcmethfagakhidqktaixpbejakrgrkyfgrrvkolduomvatmnvvsumu,United States of America,Xualsrbjigdhpcnwxucwler,,,O
5.0,BQDWVSKNEJTIQM,I,500.0,Marriott International,Tcirxt,1-151-687-4341,2.0,Nparpcnbhwsbtvdguorpckvobfunhwbgwcbbdjnznmwuojkbqszxgqikuhioqoqmmncac,NC,W,10.0,5.0,Dayton,BQD5777,365217.0,Varvbwazkbcadmopzgiwbsbaojjuxbxcrqdfysvqcuuijeigjtttoglreoixwjetzxeyvsxmj,United States of America,GJPEPOXXVMSUUEEFQPVHLO,3486007.0,f,O
3.0,FCITAVFOJRAHVBNFO,,696.0,Acuity Brands,Scuxbzzeaa,1-827-620-4756,63.0,Lundthpygtzhshqgsnvoruqkbspfnprgortdmcw,Nova Scotia,S,3.0,3.0,Sudbury,FCI5778,211913.0,Spbimknbnplidsxdyyepsyzwfqbwluujwgannqte,,Jthzmlngwzhlhc,2319284.0,,R
5.0,Jhevhqsnejvox,m,652.0,W.R. Grace,Oqqidyxs,1-964-442-0566,44.0,Rtjohqidpdo,FL,M,4.0,2.0,Charlottetown,Jhe5779,436004.0,HWIAXOQMTPORZDTBFBGJLOTRIAXGTMDKSEUIOMJCALJDRTBKNJCESKKJZVGAKUEEEYLJVTMOETLEME,United States of America,FJSAKNRGVVRBILDNILSVSOSOKLFC,3561382.0,,O
5.0,BSJMULELYEYFPR,,579.0,CACI International,NQPBCVNGAX,1-160-010-3755,10.0,KDXRPDCCTPTNHGGLNEIWXYZNIILZAPOPTSQGJBXRNNDVPSWTGPVXRNUU,SD,U,8.0,5.0,Toledo,BSJ5780,338807.0,njnfrbxlweqwnfax,United States of America,Fvcgqb,2215090.0,,R
2.0,mejdjjbvdrlonfoqnmlstkdgcysafp,K,596.0,Yum Brands,Dkrgiqoo,1-520-309-5439,29.0,vnvjvvmsealvpfqilrivbhrrn,ID,M,2.0,5.0,Irving,mej5781,305332.0,Lpuwwvtsevezndqel,Canada,ATYFFHBLFLXEPIZCPXSKLAVPT,1351722.0,f,O
2.0,Jkcujgacqgltohuahkfsshgvbxla,,837.0,Stanley Works,BTVTEPS,1-536-614-0841,64.0,odbxvqsofdwlrlsvwre,NE,M,9.0,0.0,Mobile,Jkc5782,279368.0,Suzjwlndpkgrv,United States of America,Pctvevhtyznfnh,917665.0,,R
4.0,FNUAYZDXKEFBERYZLNA,,,Sanmina-SCI,Bhyeesrgspb,1-278-766-6459,60.0,vcywodxrpvlbdvktjivuqzbhsctxgrszpfzxwvzxryamxqdhaqixibtouhhfpdkhtubuvvekas,TX,M,3.0,3.0,Scottsdale,FNU5783,387915.0,Brpthfbbabimkvnwmhuoktrxbmtc,United States of America,Yhnfpxvygmyscqsuy,2860380.0,,O
4.0,VZGLU,H,708.0,Exterran Holdings,SFBWK,1-020-469-6368,29.0,ktflzltrpwynqasaadmxgzsubbiaesrowhcufzgfldrgsfvrunvdfpfjzbpvpdotiyotpplw,AL,U,10.0,5.0,Worcester,VZG5784,452291.0,kohqvcrftvtyxhzqwo,Canada,KYFIS,,M,O
5.0,WKQFRSAEV,R,691.0,Dollar General,Dqytnfzg,1-937-150-8557,67.0,Gaawnakuhngvvlmryrfhcwm,Ontario,D,8.0,0.0,Pembroke Pines,WKQ5785,48907.0,qannfozbvhejehhlscwgkxrcbhpswhxcoqvxvmkrpkrfpcebajefqtnfgujc,United States of America,Njbhltkcjvqqvztlfcjokzz,3184440.0,,O
5.0,sslrsfhizu,,431.0,Jo Ann Stores,Yxttojahhmgu,1-297-829-3458,31.0,qgieqwfdrslcrzvqqxuvikrtknzfudljeixkrdtklqacfjdprjovccbimzmdgixkjxagtkpihkxw,AL,M,4.0,3.0,Milwaukee,ssl5786,57332.0,Klbuzxxnxzrbesejzjzkotpqrmcvoopdukbtnupazomifpowkixvncihsoygorotjhleq,Canada,gkzhqkzzrx,2946563.0,,O
1.0,iaqfyhyff,,712.0,Fluor,Vsaedzxxri,1-340-898-0539,49.0,HJQSFDEJCWVAOHEAVBHPLTYQNMQLJSUMXTQFNBUYKQWRORFBRNTDBPXKQPSAQF,GA,S,5.0,5.0,Hialeah,iaq5787,114585.0,Trvqmafknbsougrhiofibisipmezgmuerdiybjrafancbuywauxwuvjypsey,United States of America,vjovioocovxrdo,602774.0,M,R
2.0,Xbugwtdbbjckvjgtfmptprpworha,,656.0,KeyCorp,Hmlvhdhw,1-624-109-1727,49.0,Yphwerkwrszfsrckwjgmjqdiavausfnrebiosnlz,CT,M,7.0,0.0,St. Louis,Xbu5788,25625.0,Tthsxdsvwxdxuyptbbczeikca,Canada,vgakpnjnxcvszualu,1471635.0,F,R
1.0,Vgzzxjseqwciyzugnkjqnvtdb,,,FreeportMcMoRan Copper & Gold,Mqevvhlxvv,1-714-585-9633,22.0,ZSLVIUDWSLBQIESUHUBIUKRSCTPJKHXNTIBQWWVSEEMNYNXPHEVLT,ID,M,3.0,2.0,Jacksonville,Vgz5789,220313.0,Jwdjwfpsppnbbqemtvn,Canada,qeqqreqyvkepwvop,3773816.0,F,R
5.0,XGJRWDDOIJLOJ,E,435.0,AES,Iokmrgsjecjx,1-624-044-3060,94.0,,WY,S,5.0,3.0,Kansas City,XGJ5790,290703.0,ANPYSRFGVOZGWIJZYWVUXJZRWDOWKDUHMUMTFVECVGLZQQLFOOTXMNCLVFSITPSVSGNQE,United States of America,IRGBQNOTNRXUQQEICW,3196909.0,,O
,nazpxqujxpxrhldgdkbrquwi,k,608.0,BorgWarner,nnkqzz,1-597-840-1855,,SXCDIFSLHCVKPVSSAUEOORUJNJFKPRFLSZIHLXGECWTLQMMPNZYJDTTERAIJBLDNAKZOHVAW,Manitoba,M,5.0,5.0,Riverside,naz5791,460718.0,DRTIRMODXFVUJBITESHBIDAURJGUKLQPOFPI,Canada,Jbubzcxxhdbhludaso,592138.0,M,O
,Euvqzbgmjoksgdflhqrmbbkafgfd,o,672.0,Medtronic,TDTLYJUTNU,1-564-153-7282,85.0,Divrxhfsooj,Quebec,S,8.0,4.0,Charlotte,Euv5792,431662.0,Uoseyorinltbtekteuibfsnfftuqjorwcckjokhjlhmlaeuvcafvql,United States of America,Ulgeauqtbuqu,1815595.0,F,
3.0,Qvvtoumbbyrfwedwuznyitjtk,L,361.0,Universal Health Services,cwokb,1-493-222-0620,88.0,,MS,S,3.0,0.0,Las Cruces,Qvv5793,181143.0,xpqjhcuksdxznzxnmhtrotpimettsazjaaafrjhuyonnjarhrmtutzhuud,United States of America,XPBBGEEBXXPYUMFZ,3704630.0,,O
1.0,grxnfsvputvooegzbsojmofjcjob,B,602.0,Casey's General Stores,Sgxfyf,1-484-821-7541,65.0,hjkqkmjtcsywubqytgkvrdiwcgtxhka,PA,W,1.0,4.0,Vancouver,grx5794,337318.0,Waefnluakcajnoinrcenayrelxnymbheh,United States of America,honvqjpdnqmlsk,729648.0,,O
1.0,Vmqwbppdafepjofbftsqictwq,,747.0,Dynegy,TIYGHGSRS,1-015-580-1889,52.0,IMPPPEQIZXOXSCPKOAXEBDRXJQJQKPCEGZFIQMRTLQHWROTEIDTXMM,TN,U,8.0,0.0,Cheyenne,Vmq5795,443698.0,gwsyxcjeliusyaghbguxrzikxbnvyvbjcp,United States of America,ejjxmnpuvfkfecw,,F,R
1.0,Ejttkhdjacluyvbcpqg,q,734.0,Hershey,Vaxvfylpid,1-919-939-7535,80.0,HWBGEAJSUKDQFUPBF,MT,S,7.0,1.0,Naperville,Ejt5796,364351.0,Gxgxdogufhsxettxqzipqysebdsihwjjycxac,Canada,Qjifnxkhf,,,R
3.0,Adomizrydgjz,T,643.0,Pulte Homes,JMXIJLWPWVE,,92.0,NVUFIYOMGSGPPDGIXOPJAKDDMBBS,MO,S,9.0,3.0,Madison,Ado5797,176416.0,PDNCSIWNKBMSRLNHLGTUVQBJXVJIJRKYYQMUBHYFOJCRIDLMNWADWDYZTSWXTGTW,United States of America,MDTGXQKBFCMQORWAYAFPEZUWF,3871474.0,,O
4.0,Suqraltulmnohkooskzkcg,j,422.0,Sigma-Aldrich,Xnaifikvg,1-815-708-3233,,NVEGVZURKXXWYRQWCNREINGIFYMOLAVKBUDSPIIYOHJNDUDTHYNWZUPLMXWVMDJICXICKGTGWNTGIDXP,NH,S,1.0,0.0,Bellevue,Suq5798,266734.0,Gwtlmlushlkcsmypuzwcpmmqolqvwjkrozbpjgodvwkcagfaysljtjqogbrj,,WEMQYQOAPPP,552027.0,,O
5.0,Egctcbkqcv,K,786.0,Archer Daniels Midland,fcerzfqw,1-404-516-9311,45.0,,NH,S,3.0,3.0,Beaumont,Egc5799,92785.0,Jgxttmznihfnuzurwhxigqyhyddwbpiuigevnuepxtphovqyveinmywswtlpmwpasiwvqxzdrgvkbrbx,United States of America,Orbgazfwsncexfbnjobnnfztga,1413705.0,F,O
