AgeID,Ag,NuCreCar,MiIni,Sta,MaSt,NumC,FiNa,Ge,C,NeWor,AddrL1,NumCh,OOReF,Ph,Cou,In,CrRa,Empl
Krn9553,60.0,4.0,E,MS,S,2.0,FSIGAQOPACWIWOOFMSQUJZK,,St. Johns,952324.0,Sadhppqprgltkdvvfaeqidyauchvlpnuxdctmuvllkqmnidjsrqbrhewyy,0.0,U,1-728-079-7194,Canada,63951.0,652.0,FM Global
Cwk9554,11.0,10.0,,GA,D,2.0,RNBHICHPBVLOOBLIPXECXXEWQ,m,Hay River,1307047.0,Ipvvvddgjyueppgsamxfgdkghrkqewcclcnmmhhwtctzaoluywjtfrlnsphghg,0.0,U,1-278-223-0919,United States of America,474609.0,657.0,Securian Financial Group
ysk9555,62.0,7.0,C,NY,M,,Tkuvsrawgwmzg,M,Calgary,1543743.0,qalgk,0.0,O,1-741-822-8317,United States of America,,486.0,KAR Holdings
Ins9556,86.0,8.0,w,OH,S,1.0,wdkollevqc,M,Kansas City,601154.0,Eihoxytg,4.0,O,1-538-388-5268,Canada,180193.0,623.0,Oceaneering International
Zwh9557,2.0,,b,IA,M,1.0,Fswiuslikqupfkyvbqimfdktbwlc,M,Overland Park,255089.0,Kudyyclfljhluby,2.0,O,1-860-298-6605,Canada,466100.0,412.0,Forest Laboratories
TLT9558,,9.0,,CA,S,1.0,PCXJOCXUJKTAOYLLQVLPKRASITN,f,Cleveland,1692570.0,Dlhwixvhhvpfdqhgnqjjisazkbcgcphquijinnumnjclgudzpvcewybyaib,5.0,O,1-584-870-7045,United States of America,479075.0,844.0,Toro
RXD9559,33.0,0.0,,TX,M,2.0,Wjwpuuqdk,,St. Catharines,281870.0,ZFGVPHWJHLFJJGTTRFDJFJO,3.0,O,1-922-290-1553,United States of America,32827.0,586.0,PC Connection
Nlk9560,15.0,3.0,,WY,M,4.0,ZAUTYUMIGAXADYAMWXJDZKX,m,Sherbrooke,3593324.0,IDLMHHI,4.0,R,,,303348.0,464.0,Wells Fargo
Zbx9561,71.0,7.0,r,AZ,M,5.0,xirlkwrmoncobtrbzq,F,Spokane,1179562.0,,2.0,U,1-547-138-4390,Canada,421052.0,424.0,Tech Data
Feq9562,36.0,2.0,,OR,U,5.0,QFILRNGWV,m,Grand Prairie,833293.0,qxaedynevvxmwdsdtfgmbxhegopctykk,,R,1-245-923-8288,,,528.0,Goldman Sachs Group
jrp9563,68.0,2.0,,NC,M,0.0,sllro,,Shreveport,559458.0,Eixshyjdpcqaswzlcaopgttjbqujozgsucabuthbd,,O,1-662-954-0862,Canada,447136.0,308.0,JetBlue Airways
VCQ9564,2.0,,,MO,U,1.0,pnpymkhbelwtknlfzaotstgv,F,Mesquite,2490128.0,Ppxvcerbrdxytigaojosotcwvwjldwfc,0.0,O,1-103-293-3560,United States of America,378352.0,413.0,
vsb9565,36.0,4.0,,CT,M,3.0,nwohdjtmmy,F,Baltimore,3286201.0,QBODMYFUXCTUOIMGQRPZYQGHFIL,3.0,O,1-435-883-4963,United States of America,99482.0,590.0,LifePoint Hospitals
Bog9566,34.0,0.0,Y,DC,M,3.0,zpjxj,,Tempe,,MLBIFJWLGEZKALJOFWQJWKBODOTIKMCDXJOGPHYNMP,1.0,O,1-414-232-5178,United States of America,202184.0,356.0,PepsiAmericas
oox9567,90.0,1.0,,VA,U,3.0,qnnwnbmbd,,Los Angeles,1327387.0,Usmpwkp,0.0,O,1-145-568-1188,United States of America,226522.0,646.0,Nalco Holding
Quw9568,96.0,7.0,,New Brunswick,U,4.0,WJVPGYAMVFXRWZTPIRSYJPK,,Winston-Salem,2496893.0,wuamjuooutfsbtoppoelyzhcrvupkvloghiebdwupygecmpwknpxmqcmn,1.0,O,,United States of America,119285.0,443.0,Retail Ventures
jsc9569,46.0,7.0,X,WA,D,,Gfwfaqaoxpoir,,Pembroke Pines,3141170.0,JSCPQMYYDGAFNAXZUUAQISROJEIIYNQZKUXMJQRSHUIVLEUAKZYHKECYVDRBFN,,O,1-099-959-1170,Canada,384384.0,660.0,CC Media Holdings
Gag9570,81.0,,,NH,M,5.0,Ngmwagpnhvvdeynr,,Mobile,159285.0,MKTCYBITZCKIAFRNQXFMSBFVDSNPJKCOQMNIWBPGULPVYUFOFBKERGWHLUHBRTZZAYHEBOGDVZYG,3.0,R,1-849-432-3416,United States of America,26242.0,448.0,RPM International
Zei9571,37.0,1.0,,IL,U,0.0,Uqmupybnkvapjprlvorammlxiwrr,f,Austin,3794937.0,Nwwadpmkadtcpxirxajijjlhwzmirxjwfsthhbmwexalysjxla,2.0,U,1-663-555-7586,United States of America,,330.0,International Paper
lwi9572,35.0,5.0,j,SD,U,5.0,Sjpcnhrtjxwjsfmrkxpb,,Independence,2787169.0,pcdhbrxksnodfctpjkcggcwgqpazbbzpzduabhdywvyyvua,0.0,O,1-522-737-2862,United States of America,467896.0,566.0,Boyd Gaming
JQN9573,51.0,0.0,e,TX,D,2.0,pgpwpppyjgjhiopcinitdonkua,M,Chula Vista,3243634.0,Nivbrjzgqyqcbcgwvtlgcvdjoafhhfthlswspowpmtx,5.0,O,1-139-061-7035,United States of America,292846.0,510.0,Rowan Cos.
XJD9574,72.0,3.0,,AL,M,3.0,Pwojpvoekmzsskr,F,Washington,,Zavmbrnxxcdkbmitavocswkebt,1.0,O,1-140-936-8711,United States of America,94349.0,407.0,Vornado Realty Trust
Pkb9575,23.0,2.0,L,NJ,M,3.0,Fulsjb,,San Diego,570578.0,Xrchxbzuizzh,3.0,R,1-288-512-4531,United States of America,117874.0,644.0,Precision Castparts
Jsn9576,94.0,9.0,,WY,S,4.0,MSGOHNGJGM,,McAllen,866654.0,Nqewcdghszypoavedybbfdwnmhwcrosjixzw,2.0,O,1-074-564-4635,United States of America,168747.0,672.0,Gap
OQF9577,24.0,1.0,f,NH,D,4.0,xhxxnhgaesfcmyclvwjpwrg,f,Washington,3883861.0,Rjjhtnhyfcabixigwoftaiftc,,O,1-034-049-2184,United States of America,375855.0,827.0,Chubb
akn9578,27.0,,o,Quebec,M,5.0,Hielutwja,M,Fort Wayne,1661912.0,BOYVUZELOQITOYEMKNXISMFPY,1.0,R,1-958-595-3219,United States of America,310793.0,394.0,AGCO
wow9579,59.0,8.0,,HI,D,5.0,VSIVUQISFGOTZCUSWJZX,,Hayward,2334122.0,Zjppddropiovdkckwdciosvsrcbeuueyredqxmgoewibil,4.0,U,1-152-835-9487,United States of America,206675.0,542.0,Biomet
SGV9580,55.0,10.0,,IN,U,4.0,owqxqruuvfdotxguzjizkqqyd,,Scottsdale,2651982.0,Bdjggtbiakdfikrtptaklpacscvhldcsrtvofduvqjddvvkmdjtobggdjrhcdcndswskbzsqnrzlg,3.0,,1-024-257-9090,United States of America,367962.0,675.0,Spherion
Ace9581,19.0,4.0,a,CA,S,2.0,GTEYCMPKOPFEHTIDEVGDRBSI,,Sioux Falls,1839032.0,Cqndcqsghqrb,1.0,R,1-346-424-7217,United States of America,497404.0,415.0,KBR
Ziv9582,32.0,6.0,,AL,M,4.0,Uwmrnfrsfbivpfmemaltl,F,Bridgeport,1927218.0,Iuutkubzgtywbziqphkexcckylapoau,0.0,R,1-656-335-6322,United States of America,23985.0,695.0,AmeriCredit
IMK9583,48.0,9.0,C,MD,S,2.0,Lyrjeblke,,Fontana,2633551.0,Fwselhldygqcmazhkfbzx,,O,1-919-212-4817,United States of America,439662.0,834.0,Barnes & Noble
Ylk9584,20.0,8.0,,AL,M,1.0,pvwbbqeanswwxjrc,F,Fargo,3287590.0,NANGJGKJKLPYIOOGHMODUNBGGRGRRQKXDHF,,O,1-535-055-3536,United States of America,369204.0,671.0,PharMerica
Zwl9585,90.0,1.0,,UT,M,4.0,Zbprkavxewrrxihwrqdfkrnp,,Minneapolis,2043569.0,Jmxpwornzweibcoquxwnmvnvpicevxccutqdvvkohpyojy,,O,1-329-330-1734,United States of America,141929.0,301.0,Waste Management
Oxi9586,3.0,2.0,,MI,M,,Lzajvdgopory,F,Charleston,3024522.0,Hpchloumeyguupqqzozkgamhiizdhrftrbckxfpmpsoidcdxrhz,4.0,O,1-998-953-3901,Canada,365389.0,714.0,Philip Morris International
HYC9587,34.0,9.0,K,MN,S,,Pjibmstg,,Elizabeth,2097877.0,urpfeqchowzwzamchwrietvcqlkcyqablcjjxsugzpcknrwwqtjxlaiqnvdenedbljxicblngaiccpxs,0.0,O,1-649-495-7117,United States of America,234124.0,641.0,Air Products & Chemicals
Yik9588,99.0,0.0,V,AR,S,3.0,Kyflluulstnop,,Lexington,2114972.0,JYASALXNBJSZXRKAEVO,2.0,R,1-603-787-0064,,298976.0,582.0,BJ's Wholesale Club
FFM9589,25.0,9.0,,Quebec,M,0.0,Iwshlllilpdpjpyfaxirn,,Santa Ana,71123.0,MJPATPBBFJGHR,4.0,O,1-724-827-3598,United States of America,323188.0,318.0,
Tkd9590,90.0,6.0,r,NJ,M,2.0,Viwnqmi,,San Diego,481333.0,IGOENRHESZLVVTATVQBPTGLKBSMUSANPCRYXSSNZQFQJPBJGZQORQRJUR,4.0,O,1-750-106-0156,United States of America,125822.0,513.0,Aleris International
Ucz9591,11.0,5.0,,LA,U,3.0,qteywprmaoq,F,Chesapeake,2491861.0,Bhucrckyjxffvvrdgxqloqpecdhlflkesvutoefsdownsgihfaoivxnmipdaxnsnelwmhwblfmdj,1.0,O,1-963-696-2524,United States of America,382939.0,795.0,
ist9592,30.0,5.0,L,WA,M,5.0,Bfpyktuftistcqgkxccidibqqlpd,,Arlington,3221662.0,fepgcrsevmgbinqybhbwoexmgnlfi,0.0,R,1-517-390-0230,United States of America,141355.0,720.0,Levi Strauss
Wyq9593,79.0,0.0,,Manitoba,,5.0,PPUQORSCCJEDVFEKKK,N,Overland Park,1959595.0,Njconlwyewrukkwszrrqpnaei,1.0,R,1-290-754-4689,United States of America,364346.0,351.0,UGI
ERG9594,89.0,8.0,P,CA,U,1.0,SXWRIAS,,Alexandria,119276.0,Xsbzen,3.0,O,1-637-106-0842,United States of America,86581.0,845.0,CH2M Hill
Vjm9595,45.0,1.0,O,IA,W,5.0,GUNPTONZNHODKGDFUXV,n,Hayward,1813521.0,Pefgmeuqwlvuiouqwoskhnroovcvsavbdaofxnfwpwrgxbetga,2.0,O,1-694-681-6738,Canada,111228.0,407.0,M&T Bank Corp.
Dnq9596,82.0,9.0,,Nova Scotia,M,0.0,cnkmob,m,Grand Rapids,,gnsaenxsyboqifgznissezpdmeodqcsvfymximvyoifiptegthjprbuwkjwfjvappreefspunxwj,0.0,O,,United States of America,129040.0,694.0,PG&E Corp.
Jxj9597,15.0,6.0,,Saskatchewan,S,2.0,JTKTZC,M,Fargo,1835226.0,Dxctelmugglxdhjhxtwomgjoumqpzcoyehqsqlxxcyhycqgqnrauxfoupfoeulgfai,1.0,U,1-450-992-8755,Canada,305340.0,566.0,Peter Kiewit Sons'
PYR9598,1.0,8.0,A,KS,M,2.0,fppixcu,m,Fort Wayne,280212.0,nsbusopkifiqevnuesmdbzwlgrixxczqglm,4.0,O,1-996-648-6019,United States of America,59865.0,626.0,AGL Resources
UFD9599,74.0,0.0,,NE,U,3.0,PHTUJBR,M,Chicago,947447.0,FYJFWRPMGRPQDAUPVNIOPQNXYHLAMLBOLNQCWGMJBULF,1.0,O,1-491-567-4129,United States of America,358175.0,794.0,Rohm & Haas
rlf9600,44.0,2.0,N,NE,U,2.0,Wswezhpsgbv,F,Hamilton,1796353.0,wqpbgabjdpeicuusedwkryzqmphzgvkxxhvxygnxqpcrpjfjhmhrjdoqyhntoxtdzgva,0.0,O,1-819-998-9209,United States of America,284583.0,639.0,Progress Energy
Hik9601,9.0,7.0,,CT,M,3.0,xlauir,,Louisville,766911.0,svnqswxcedigkhhtmorneurrpdcwbcwxwkgvqn,5.0,U,1-704-621-9062,United States of America,147469.0,595.0,Lincoln Electric Holdings
UER9602,60.0,6.0,,RI,S,4.0,Efqzdipjtitxffgu,M,Lexington,50549.0,KGJAXQEADLSRCNVKPICGDRWTFM,5.0,R,1-469-302-8928,Canada,164412.0,539.0,Vishay Intertechnology
Pne9603,74.0,5.0,S,MD,S,0.0,Ywtnkioxsqndzzswdzdfled,,Sterling Heights,1509000.0,Wrsszhmrscxnrjtwmybwrxtqjvwiqotb,5.0,O,1-962-082-4168,United States of America,60820.0,672.0,Select Medical Holdings
lqs9604,45.0,3.0,,CA,S,1.0,NOHMQAALAHJKEKJGD,F,El Paso,2054169.0,Xtdakoppqlicucmtxvxkvmamufgrmzfudxo,5.0,U,1-775-715-3803,Canada,401822.0,570.0,Erie Insurance Group
ppr9605,24.0,2.0,,Quebec,M,1.0,Euobgg,F,Pueblo,,IVIFUTZJVRUEIUCIPSVLMVRUSNWGVXAFUNMMEQSMJJLGCZBHTNAEWRTNWBGWVPNDKD,0.0,R,1-921-672-3046,Canada,266517.0,350.0,Union Pacific
JVU9606,29.0,0.0,,Manitoba,D,5.0,OWORMPTTTUJSVJHYGRGJOK,,Chattanooga,,nyjdqefglslst,1.0,O,1-775-339-9138,United States of America,236621.0,521.0,EOG Resources
Ctn9607,63.0,4.0,r,UT,D,4.0,HLPSJIKXMU,f,Vancouver,1991727.0,rdbgoamihavtfyhvdwimoyaraysupqjkuqgrtqhdkxnqfqbanianskk,4.0,R,1-297-283-2223,United States of America,410609.0,426.0,Wynn Resorts
qlm9608,83.0,5.0,R,CO,M,1.0,Myzgpxghj,,Sacramento,30888.0,Nffidxzjdszntagrdoeyhlwfmumgeiwb,0.0,O,1-354-529-3892,United States of America,,823.0,Hanesbrands
jha9609,75.0,9.0,J,KS,M,2.0,Mpgxeyjrchkkxfamv,,Jacksonville,3932732.0,Tproadybwetcifrhyuttrga,2.0,R,1-115-583-3844,United States of America,429711.0,548.0,
Uku9610,52.0,2.0,,RI,M,3.0,Lbnwcmkmtkehqmzfgbyfxzsec,,Denver,3816349.0,NQSXTPCWBGFXFL,5.0,U,1-570-847-9762,Canada,25462.0,850.0,Jabil Circuit
ZVX9611,28.0,0.0,q,NV,S,0.0,Kmfbjwihfwovoypvulmyikdpp,f,Rockford,1524003.0,Dlstpxtzknvffyzfphkjhrjjmstwsrkgtmufzhirmwxpgcjhdjkurolncqjj,2.0,O,,United States of America,200012.0,,Imation
srx9612,45.0,4.0,,WA,,4.0,tbhpfrhlaudrlfbiwkffirneho,,Naperville,1604876.0,Ejgkxibrfsvudwhpqshahrflxmpqcuicosdvskcnvucdslahepu,4.0,O,1-117-699-8077,United States of America,359501.0,825.0,Coventry Health Care
ens9613,8.0,5.0,c,Saskatchewan,M,3.0,WVWHFNPOQHNJGBSZXH,,San Francisco,3122664.0,Kfookxkkovchtemaqggeupgwadzckebkxfwjf,3.0,R,1-330-169-0786,United States of America,244323.0,684.0,Blockbuster
Fvl9614,79.0,9.0,n,NM,S,1.0,YGQDLNKMGRNRRNDJSEEENVVAH,,Santa Clarita,2039156.0,yxdtadapbxczdzifmwbmsdelbwvchpbtupvpclzhlfkhhddkehsldwy,3.0,O,1-818-529-5438,United States of America,375382.0,,Harsco
TFM9615,9.0,10.0,,Nova Scotia,M,4.0,Ayabdxdjyngunr,m,Charlottetown,3389179.0,Zosxqpmmanjaghlrlrdodldcxctijxbgtbbgutwkwllnmziizrfdxpcbkqnmcuenmkemwifwszigumn,5.0,,1-199-835-8035,United States of America,86581.0,460.0,Erie Insurance Group
CHC9616,45.0,0.0,,AZ,U,5.0,AWKXU,m,Edmonton,1705338.0,xgguvqfrhnmohbenpxpfilkfokcc,0.0,O,1-150-892-6454,United States of America,273274.0,698.0,Bon-Ton Stores
Jts9617,52.0,10.0,A,TX,M,3.0,IRGAXQKUHTEFYCUKVGWYSLQW,,Lowell,2764245.0,Bwfkspsfhjeuorgqjcxfhlvfwiifocqkwlwbddoncbhphhumfrxaqcqwsh,1.0,R,1-576-326-3388,United States of America,31076.0,531.0,Windstream
Kep9618,87.0,3.0,G,PA,S,3.0,Crdsvrqvvstlngcacbolqueurql,m,San Francisco,2998827.0,zxadxmnpwbsxdpjyzphcohowixesavggnxcqlwkpnusfplfutnicisojmeionqermspjaraogvpi,4.0,O,1-742-084-1793,United States of America,404917.0,478.0,
Sbh9619,77.0,1.0,c,RI,S,2.0,jyhwjroobrp,,Flint,125727.0,,3.0,O,1-142-040-2754,Canada,133860.0,522.0,Teradata
eax9620,,2.0,J,WA,,4.0,Lmmhbesdwtsgpo,M,Sherbrooke,2580217.0,Kfbzpfyrooylksymqqllwhtaxxowhytdhuqybdxu,,O,1-623-004-6373,United States of America,362096.0,424.0,Exide Technologies
Fxb9621,18.0,5.0,e,AR,W,1.0,Mlzufzcivkdiudniqtfnwi,,Sydney,2937182.0,piugkibfidpqosedqzogqhjynhjayqulpbxftfcbgo,5.0,O,1-673-465-5530,United States of America,62285.0,838.0,Raytheon
Pgd9622,52.0,2.0,a,IA,M,3.0,KPTXRSZIBNPFNAB,f,Independence,1688979.0,kvdqoncsxsgspsdcmggncltgnrhuotsjvbzitbexjkmsvehcelvorz,,O,1-879-575-2775,Canada,485955.0,352.0,Ruddick
Pbm9623,28.0,4.0,,New Brunswick,M,2.0,YWKDYVX,f,Chula Vista,951716.0,Qtcenqrkpdetlzmlmivkpudeekqqeweafsbueowbxcjqspcwaxbqodsqxrpeellsjrpd,2.0,O,1-617-314-4050,United States of America,496062.0,541.0,Affiliated Computer Services
Tjq9624,78.0,8.0,l,HI,D,4.0,Hhylrwzkatcghbvbhhdbsxwnfuqoo,m,Amarillo,3286331.0,Xssxiegnbzspjeewamrftubpatrcjjngwjuxnq,5.0,O,1-852-797-5421,Canada,357691.0,713.0,Cisco Systems
Rqt9625,46.0,10.0,I,MS,,2.0,jzkwjrbmaepnontstsjcfgjiqsorvp,,Vancouver,1548003.0,Seixwdkafflqwmwgrtnitnmtacbwjljxekvcygyupbpuuvcaytejohqvezayacuviuqf,3.0,O,1-405-722-6037,United States of America,363994.0,362.0,Molex
Vqd9626,70.0,10.0,,IA,S,2.0,Oikthbktwbgxdbfflh,,Waterbury,3560347.0,NRJEQDUKUMPXQYEEVHOWCNESVNISUMBIHAJSRJAXOVSCOQVLDBMJHEHJZTFEGVKLXCWSAGW,0.0,R,1-572-286-3435,United States of America,447126.0,749.0,Procter & Gamble
Ear9627,98.0,5.0,,NE,,4.0,Lvvpxibmcaivbrinsltehxzqfzpin,,Casper,3038857.0,Kermh,4.0,O,1-207-535-0860,Canada,405459.0,368.0,Watson Pharmaceuticals
Cai9628,84.0,5.0,,MA,S,2.0,ntrkmplovxjgxtoeixvvl,F,Charlottetown,3649153.0,jifdreeogwadhtoeqnseaueqqgplxkzbfirijngfmntviawrssq,1.0,O,1-298-560-3607,Canada,115063.0,642.0,BearingPoint
Cvw9629,93.0,4.0,,Ontario,M,0.0,hzrpdufaqkxuhgcr,,Saint John,3757101.0,Fmmvrxddgc,3.0,O,,United States of America,185892.0,781.0,E.W. Scripps
Ujo9630,65.0,7.0,,KY,W,5.0,bcwewjvgmkhthuuknbpzrecno,,Birmingham,2050133.0,Zlhtfklabphlwnukstectoanitctrrmlrvdwtidwhktumvztpbgqroveploasjjhxhrqrhbkoznrx,5.0,O,1-121-277-4762,Canada,419892.0,588.0,United Rentals
Rlo9631,22.0,9.0,,OH,D,4.0,Uchbalxphcccmbbilqdh,,Sunnyvale,1299398.0,Hqhjjvrujasjtt,0.0,R,1-467-298-8636,United States of America,383095.0,838.0,Entergy
Edt9632,42.0,0.0,z,NC,U,,Nnyjmlbfjg,m,Torrance,2701723.0,Svkrqysgohbxwealhbxwog,3.0,O,1-303-717-2689,United States of America,308861.0,516.0,Carlisle
HDH9633,21.0,,,Prince Edward Island,M,2.0,Pvxugrmv,,Columbus,,cudtcqxfgvybouccapaizpnupemndzvarrbctyujkvxlrlvdeflnxll,4.0,O,1-750-299-1821,United States of America,94274.0,839.0,Patterson
Mbv9634,30.0,,d,OH,M,3.0,PJPXMZM,F,St. Johns,1756757.0,xlhtcxgvgtaheikskoayppmziwzddizbagd,3.0,U,1-770-700-3972,United States of America,245985.0,370.0,National Semiconductor
WKP9635,59.0,1.0,,SC,M,,Dbjpswqtushxqkdwh,M,Salinas,942008.0,Ugbwiqhojdmvqoffkejjouatraapwabbabmapmuptywmaro,0.0,R,1-998-749-6801,United States of America,400758.0,456.0,Coca-Cola
IBU9636,44.0,2.0,V,FL,S,1.0,Qdqesawxemkpnjpobrb,,Nashua,1347910.0,Hubjswlaorgpkrhlzogacsetohajgqxmhltlr,2.0,O,1-446-903-7131,,440015.0,458.0,Continental Airlines
eqc9637,80.0,10.0,,SD,M,1.0,IEUYBVYNAQGMICOWGUBASHH,,Tulsa,2549732.0,UOMAAOEEXTMA,2.0,R,1-518-944-4097,Canada,424229.0,747.0,Beazer Homes USA
Wcc9638,34.0,10.0,c,SC,M,3.0,lqjdduqfanahypmnomeupb,f,Reno,981332.0,WWBFVQUGLODQCAHZNDGNIFZADNKJTRGQDPAUTKEHKDJUFLLDRJKCTJQPNAUOXZPFFIPDUGCTQQMKCSUS,1.0,O,1-849-881-6875,United States of America,69150.0,659.0,Select Medical Holdings
Ktq9639,24.0,0.0,f,IL,U,5.0,Fkpufhurkdrkjhcsrtpehbqx,,Worcester,1977940.0,jmzzxpbpyjrohuwrshswplbv,1.0,O,1-007-388-3095,United States of America,234345.0,676.0,CH2M Hill
Zos9640,94.0,5.0,,NY,M,4.0,Qxciwoescdcbieqmgzxadh,,Nashua,1559371.0,Bxvrolwwlbpnehinlnyogtagoiqakytxceqkjsjdrfzzddwxvfmklftrw,1.0,O,1-992-699-4247,United States of America,96921.0,701.0,Allegheny Technologies
Agt9641,78.0,,,NM,S,4.0,Pgcvxwvokxeavmegxwa,f,Inglewood,1863673.0,,1.0,R,1-766-275-3648,United States of America,386291.0,,Allegheny Technologies
Gqu9642,86.0,2.0,l,WI,W,2.0,Agrjlrdwcdedszpkxvjwbmbx,m,Mesquite,2656907.0,DNFXOMTGSKITJIOCPYTKDQLELDGCASTZYVFIMNYYKLVYIHETZQFAEBKJVQLQGDLLWH,1.0,O,1-369-804-4930,United States of America,146507.0,810.0,Alliant Techsystems
Bdw9643,90.0,,,AZ,,5.0,Pvdiqirnns,,Newark,286281.0,Qjcignxdlthdgchadb,5.0,U,1-836-845-1047,United States of America,18703.0,735.0,Broadcom
buq9644,58.0,6.0,U,MO,U,5.0,lrljedtyomt,m,Pittsburgh,2389595.0,rsdpetdkvfjliyyaorvbwckxrdihczcnizzniugdrnpdlpdwpmpwvlwivaznwnexkypsijmw,2.0,O,1-421-570-7147,United States of America,53647.0,791.0,NCI Building Systems
fhi9645,78.0,8.0,,AZ,U,5.0,KOCHTUNFKCNCOKIUMUUIUFQ,,Akron,1957281.0,SDZPDLZDRDSYAZOGUMDGNBGDQBIXXTJBCINTHISHTNZLN,0.0,O,1-757-716-5992,United States of America,434003.0,684.0,Career Education
RHF9646,69.0,7.0,x,WV,U,4.0,rzycrvvplbtjcn,m,Yonkers,3301979.0,Stydezvfdbmkfccypapqxxqwcpnitzesfdacastjapmkyezfrktdqixthrgmoiwnlrnd,5.0,O,1-261-331-2427,United States of America,70929.0,841.0,Beckman Coulter
Oks9647,92.0,0.0,J,VA,S,1.0,Hxitbsmcbzvvltrhdx,M,Oshawa,712995.0,stkgkwqpflseeaarwgpkxqafbf,1.0,O,1-346-021-7864,United States of America,289744.0,392.0,Retail Ventures
UKQ9648,2.0,9.0,,LA,U,1.0,Jjyquyidukftznboigwmrt,m,Dayton,842795.0,JEDKTLXSHUOHUGYOQOTUILLOCUASLVRHQGSGIUCDNDQUMZUASJPWVOXOBMALQBTDUHWHQTRSZTVIIIR,0.0,R,1-790-926-4762,Canada,156050.0,492.0,Calpine
Ohu9649,,0.0,,Ontario,W,5.0,wmzraxrjpbayfikbfxtqupi,f,Flint,1367688.0,vxuna,3.0,O,,United States of America,382626.0,744.0,Delta Air Lines
smm9650,43.0,10.0,,OK,M,3.0,Pgsyfb,F,Glendale,2635107.0,Fhnfjnokzcphovtwkqxajvkshjrlfvokrbmyvdgmtmjftxgjuvamxhjawkmzjcxpkernvxg,,,1-940-377-2495,United States of America,133264.0,636.0,Baxter International
Beu9651,77.0,2.0,,Prince Edward Island,U,3.0,Hlpmewicdkwgqtrkwdcvjmqf,,Sterling Heights,2208163.0,Dobaryj,4.0,U,1-633-105-6727,United States of America,425723.0,395.0,RadioShack
APH9652,90.0,,,MT,S,2.0,coetvcffyvxidwsohh,f,Overland Park,921134.0,Uczfvzlygptcpmerfksbkmfelzsvtegueipwjtdnbpccezoyzojcirpctfmrof,0.0,R,1-852-696-7294,United States of America,306944.0,783.0,Chemtura
GSF9653,5.0,8.0,i,SD,D,4.0,SGCKMGLQFOFME,M,Detroit,811994.0,uybcfpckzy,4.0,O,1-928-315-1548,United States of America,288499.0,716.0,McClatchy
Vha9654,55.0,3.0,U,WY,D,3.0,binplxmrenezwdrlrob,m,Washington,,Rsnoceputpofykhewgvnkhuazhzqtadqukgidtzcdegfmfuhuyevtzbupgzpxmfpmzxnlmgxba,2.0,U,1-405-738-1297,United States of America,440276.0,550.0,ConocoPhillips
Jfg9655,26.0,10.0,k,WV,M,2.0,vopdmcnvzdrlfdor,m,Santa Fe,3169368.0,Vkhyoqtfgx,3.0,R,1-964-125-5433,United States of America,335631.0,763.0,Abbott Laboratories
npn9656,45.0,1.0,n,VA,D,0.0,iljyiseyb,,Vancouver,2043675.0,LRIVGLEWPVRFUQRUMO,4.0,R,1-505-112-3484,United States of America,188284.0,489.0,Dominion Resources
umw9657,30.0,0.0,I,KY,M,4.0,dohbyynswiqzcpklesemfrt,F,Stamford,,Pzvblkxzz,5.0,R,1-590-018-4997,United States of America,102698.0,779.0,Genzyme
tjj9658,15.0,9.0,,SD,D,2.0,Tntfljajmhghb,,Abilene,2886757.0,FHUGDBGVHQLKULGGFDPGFELRNJDPR,0.0,O,1-491-191-5968,United States of America,314955.0,452.0,
zzq9659,70.0,6.0,p,DC,D,2.0,Qrvmribikkrkqbdlfxkwmtrsbe,F,Lafayette,1681142.0,Oidhmmumqpuemabvdjxpihgxgeqcrrvtlaml,0.0,O,1-586-119-8258,United States of America,,673.0,Ralcorp Holdings
Fuj9660,52.0,1.0,E,Prince Edward Island,S,4.0,iuydf,m,Torrance,,tsnpdvrnwho,5.0,,1-933-513-8421,United States of America,,418.0,Marriott International
xwr9661,49.0,1.0,,New Brunswick,S,0.0,xffkkjaebwyxowcfmrajkdkwxmr,m,Biloxi,1578917.0,Ddmqwhytsdfo,4.0,O,1-082-095-9779,United States of America,35214.0,453.0,Devon Energy
Qqv9662,35.0,8.0,,AZ,S,5.0,Gdrkhmaifovplarxsitfv,,Philadelphia,2209812.0,,2.0,U,1-848-087-7400,United States of America,419445.0,347.0,Hess
lmh9663,51.0,8.0,,DC,D,1.0,CAZCIXCMFTWVBCVJVJPKMZGKLSL,,Columbia,2741874.0,Nadwnovydxlptxlcs,3.0,O,1-267-122-8885,Canada,306590.0,652.0,Cardinal Health
aoy9664,89.0,,c,TN,S,5.0,Vzkcjcrwjjeemtaxwb,m,Casper,3568994.0,JVCZTMCWSKSZOWBHIKEJSPYTORSSSZHTCV,5.0,O,1-483-408-3124,,238125.0,315.0,IDT
Rqd9665,41.0,7.0,,OH,S,4.0,ZIAADRFVXHMZDITGQTWWIFREFWCDCH,m,Independence,2346784.0,Sqtuhhllecdmkzhhsltxuopcfjfwonaypqyhsjtmtt,5.0,O,1-968-859-9429,United States of America,261835.0,459.0,Sauer-Danfoss
Dqw9666,67.0,2.0,,Alberta,U,3.0,Skdatqeay,,Memphis,1898220.0,OSQTIJOMCMPBEEHJZNDSMLUQADPYJQOSVTOZEFTGILUDIQXZA,0.0,O,1-745-910-7040,United States of America,497692.0,725.0,Micron Technology
