MaritalStatus,AddressLine1,Gender,AgencyID,NumberCars,FirstName,Income,Phone,LastName,NumberCreditCards,MiddleInitial,NumberChildren,AddressLine2,City,PostalCode,OwnOrRentFlag,Age,Country,State,NetWorth,Employer,CreditRating
M,Szyonbfnjmtvnbtdxfuuajmxtedbn,F,Hcn5708,2.0,Mcvyiriimyvvpmtxxeqfitwm,448311.0,1-053-963-4655,Hcnzjzjsw,4.0,c,5.0,,Amarillo,Pwbzpgxy,R,90.0,United States of America,MT,2462454.0,Family Dollar Stores,488.0
U,WONUKDKMTHENXBVMDKJIGNCXZCPJDOLHMNZYLCSEBTZMLSTVIWWWD,F,Dyz5709,,IIIJNMKTHPJT,257518.0,1-101-054-0208,Dyzbrwngiketvjpcs,0.0,n,5.0,Gobarvsiskauehx,Las Vegas,dvqsmdfhlti,U,36.0,United States of America,NM,1567296.0,Amgen,422.0
D,,f,djm5710,2.0,Fvkofsofowfkamfkhrymvv,96693.0,1-350-217-3333,djmfleh,6.0,,2.0,Dqrizffdpajocdisyqhprgfbozjipsuwwmuwuszcbbmqtfaiukloapgxibfhhfsiluyrqsnbklyqrnv,Toledo,RVEVTMELF,,62.0,Canada,HI,1605917.0,Corning,774.0
S,jmduhootmoqrdoarpbbrlgdweuadxllydyilisaumuuhohqxjaurrgobkalinobni,m,UZK5711,,SNETOQWOOM,309315.0,,UZKSOKRRXNBOLETX,,Q,5.0,Qrxkyhmzycibmglrbdaskxqqslifinzgvvhdlnzhwnwgcsuyl,St. Petersburg,Mvhauiqgwqca,R,52.0,United States of America,SD,789705.0,West,814.0
U,smsdmjgqetgcmcrhsazxxdjffuulapkmsmecyefmunddvbaasgiloghjlrfmpcbmttwihuoafuji,,QGV5712,4.0,rlgxklczifnz,248860.0,1-072-087-2861,QGVSATXSS,6.0,,4.0,JGMXEIGFUPKYJNTU,Macon,Hqmsad,O,79.0,United States of America,AZ,236764.0,Michaels Stores,742.0
U,Bmgrvlkrrhevzmmorqyarehsialjcilxjzcogrk,M,GKY5713,3.0,whoqjrcjffvxhjrtygcxvcfbpm,70594.0,1-832-236-5619,GKYKZLUKQJJEGRVVZZS,5.0,,5.0,,Fairbanks,prcnzna,O,54.0,Canada,WI,1730811.0,Molson Coors Brewing,619.0
S,MZYECNBSGFSHGZIBPAMLIBVSAHHSMJACNKHF,,PMG5714,0.0,IZQNNUBDUOTMPWCSBN,417829.0,1-796-092-3556,PMGHFRNMLCRAHXUJXKCYSND,3.0,,0.0,HSEOGHASUEAPPQKOPOXKFXRMIYFBRHBQCQXWPMPZPAHMEFDFXQGACCFCLLSJCQTHAHEKOHEAYCX,Oceanside,Imbzn,,40.0,United States of America,IA,2477469.0,Cliffs Natural Resources,785.0
S,,m,Mes5715,1.0,Httihcvfvdpsy,47834.0,1-601-011-3202,Mesdmzorc,,G,5.0,Zzeieoepdfncutyojmrypjfswrlwkigyxfuovcbhogmrcaybtdpwa,Philadelphia,Ppzuqyz,O,51.0,United States of America,Saskatchewan,2319418.0,Southwestern Energy,491.0
U,WMRIQNGALOTNTIUVGOALJHYXMJXIVQEWTIUFHOIDEQDAEXUUNCCUZTQYSEOEVAMRDT,f,Hde5716,5.0,Kefvecrxlgkglxqlblquhl,456447.0,1-952-874-2238,Hdehadvymtxabcmfoom,8.0,z,0.0,Iomowjdp,Lancaster,Vzeqasscb,,11.0,,MS,1784650.0,Owens & Minor,428.0
W,Ddgebnswhftaotbctz,F,Ccf5717,3.0,IWQAXROC,120304.0,1-685-683-1626,Ccftgdumllgmhemvuztplbhmehhbkp,2.0,,1.0,VDOEHBENYWVFWNBCHLD,Rancho Cucamonga,Evereqbey,U,19.0,United States of America,Ontario,405634.0,SPX,706.0
U,vkjilaaponlkuvnwo,I,YVK5718,0.0,Ddlfxcpiyrghwxecw,369.0,1-005-247-2918,YVKPFFPLTNDIH,10.0,Y,0.0,fdzrwetxxthgxoaltbbkwxyeiktsljdjbpsddmgunozpqgamxttufcxz,Winnipeg,lyupjw,O,100.0,United States of America,CT,,Time Warner,850.0
S,Ubabfnagzkdsqnxjzgyhppqbvrefplghqvmph,,Uch5719,5.0,Vwuctduku,120604.0,1-093-075-5837,Uchargqacbh,10.0,x,4.0,Ilremgngjrhzuqzerjclhbujnuvgnjvgiikpmvsqwjimpcplagtmnrqxorgc,Amarillo,Wjfmizrjncvc,O,96.0,United States of America,PA,3999781.0,MDU Resources Group,750.0
S,hbhxohruskzckgtpy,,vat5720,,Iotiaknf,145847.0,1-730-353-1270,vatad,8.0,E,,oubitosjfjfpwjkbwntuorjcplnwvsrkoaeeqfijylvfboflmwavzjdcvudpvplvvjorpeujumzydkxy,Anchorage,,O,100.0,United States of America,VA,1523202.0,Peter Kiewit Sons',476.0
M,,f,Efi5721,1.0,Wjftkxigzwkfxjqviwcjlgvvzesil,63613.0,1-287-815-2045,Efiiukbnwidxwbhozpnsfcflx,9.0,B,2.0,scqfmoogfxkqzxlvxvtfmialcxfrvowpgpxfhgoccdnaxebuz,Santa Clarita,Wsinninjcuyv,O,36.0,United States of America,IL,75107.0,Sara Lee,810.0
D,Tbusispuwzhebamtdgmgrtvxhbhkiqgqflw,,avl5722,0.0,AGQIKEGHCOXDW,,1-924-239-7513,avlgwumjhr,,,3.0,Kiwnlyqnrawisfmewtauvswmldpuqzfwyfokucfaflpmmovpcfemyocvf,El Paso,QVVWH,O,72.0,United States of America,MD,1747854.0,Southwest Airlines,
U,ZPBTMDEYQKTWGNZCNPDDIUOFSMMXPOWTNHRZUFIAONVNVQHDLPAFZGYDEPEHMLHQWFIVH,,Egi5723,3.0,Nkzjrjg,428773.0,1-366-563-4373,Egilxhnewrctsdqlgvfuiwmosv,2.0,,4.0,ghmbbukdvbrenutuolqjnemyueqqaycikjxashjghbwilqzjvmtaggcvwjxvmcasxzulb,Bridgeport,JTTIJNLPV,U,87.0,United States of America,KS,3335935.0,,423.0
S,JYROCJICGXHAVYXHDSAKRMJCCIJKRQVMPQSZJBLXCDDGCAMTJWYUDZPA,,Qnf5724,5.0,JIWTRRJRH,397679.0,1-325-462-7272,Qnffir,7.0,,0.0,SSQMZBAAWBOUFAYNDSGFRBOEDJFIQFRKQPDOALKKXVGBYGZQADLCABWGPXIULTLUORKUCDLIRG,Biloxi,codexe,O,71.0,United States of America,PA,856446.0,Rite Aid,841.0
M,ATRLXVUWVYMTMI,,Lhd5725,0.0,Uqxbywlktqvoqdqmbvuiloaoxlqyai,336213.0,1-862-582-1674,Lhdfvjj,4.0,,3.0,IEGMUDZJPIJTNU,Lansing,Gbqkwvi,O,,United States of America,SD,2821434.0,Sanmina-SCI,838.0
M,tikvpqeywxwwzzxidkhabcvxnsaptbnsnguauhlnyfifyrpbsqoygsv,,Qgr5726,5.0,EWWUGWNLN,,1-437-327-9308,Qgrytkgcbquxto,5.0,,0.0,Ojhxuomjgajpgxzlwupdomnnjarkqlyybobdppuuyhkmkmolkepwqofnqb,Frederick,Vkgmvdkfrmv,O,24.0,United States of America,Alberta,2217921.0,Leap Wireless International,329.0
S,edvccmrurkreengrvqtasudevvcl,M,Wpl5727,2.0,Lixelqavfnhrjikiatnxadbjzkvw,114859.0,1-817-078-8020,Wplfqgwfiruaobmivfbrnk,1.0,E,4.0,VTWVVKPGS,Allentown,Xhuivx,O,40.0,,NJ,2497821.0,Holly,403.0
U,,,jjd5728,3.0,Osbmokdkkkaot,415193.0,1-299-268-4362,jjdflsvntjucp,0.0,,4.0,Kjwyazv,Erie,XXGDEKEDSD,O,100.0,United States of America,UT,3752584.0,,687.0
M,Wyeiosodkuwfyewpurlganlhdskfeqkguw,M,Aud5729,2.0,Czzhm,,1-191-215-8504,Audpnidwmriztowwdnszjbevr,8.0,V,4.0,,Saint John,SVHUWYCRZGWE,O,12.0,Canada,OR,1656302.0,Vought Aircraft Industries,383.0
M,Eswlenarertlcmyplrndnjbobpijhavnhclakbeomtzpimfrpbromgzamqmvuitt,M,Irn5730,1.0,QYMCQUIILOCUCJTQKETFYWHVO,,1-547-095-8022,Irncpeaeqtojtfjrkqyxtflharvrzb,2.0,,4.0,NIUZCQMNPAAZKMJBOXTDSOCDGTPIVGBNDGMYAI,Warwick,Egxdmyo,U,63.0,,MS,1210016.0,UAL,502.0
M,Famuadarvzmxcqwszdei,m,ouk5731,5.0,Bcziustiklnqqtauoivvfd,245172.0,1-172-345-5549,oukxlzwlkwquuynotwaoytjqkyt,5.0,,5.0,Vpokbuyeryvhmkbmlhosbiquscwlbqrtahdzpcolbswojkosnhvpugn,Independence,Mumuc,R,37.0,United States of America,MT,1654583.0,Activision Blizzard,676.0
M,HBLSHATFCNNALILZSMGQMEXTVSJVZIIQCVHRMCEIBLDGSQTJAA,,Hlk5732,3.0,Rncklzl,159214.0,1-139-465-1622,Hlkoqafv,10.0,,2.0,buwunjcjpffawmjkzgrnfnnmuvnlqinnbumtqbhekydqgqyvokfnt,Brownsville,Frgjr,O,25.0,United States of America,Manitoba,950988.0,Home Depot,481.0
M,Ainrmodklqiqcamvbowkvlcoogmwarlbuchmialuhettrfwzjggphtgarsiktfhgkqljbiijzharxw,F,Uma5733,4.0,wotqsgymqpm,296316.0,1-439-047-9047,Umaha,7.0,Q,0.0,YWLZZMCXRIWFWDTYJJDBEQWSXAJQMUKSQULBPKHPNWFACXUGXAVAALMKDAVPMHVLKSAZYHMEHQ,Billings,Nqrjlcjv,O,,United States of America,GA,3183685.0,RPM International,
,OCJXMNABUYBZCYYAETKSDOJGHXIVBFLWFFQVSVAXTCWBSYDGFSXSVBYOPYZMLVSTUHD,F,sfr5734,3.0,Uodbcti,250938.0,1-476-616-6605,sfrexkldttbqxnrtvzak,8.0,,4.0,xuustkdrowsnxkjqtyujoxyvwgdbrvpgidkueprtiuxjqagngrxnojfnvniefinumsogmjkgx,Huntington,KYESSZP,O,71.0,United States of America,New Brunswick,3954844.0,Berry Plastics,625.0
,Ffhurjkltycbnzroebtxlfvoczjwucnqexbznkxkwdvosislxrjfrfcecyqibyyn,,fij5735,0.0,wgdajdtjfxhhciltzxbzcyea,471804.0,1-879-072-7140,fijjkw,8.0,R,3.0,kvqqlrluzkrwyezukfyrqhvmjztagxkplbjysyvofrbdcvqdcqbqexbspwtbxiieksryvr,Hamilton,Ppgunldilzv,O,20.0,United States of America,IL,3308083.0,Moody's,320.0
M,AFGMRAXHIHTGJZ,,AAW5736,0.0,Nyzosixyotqmnajxrtdvw,355822.0,1-676-416-4361,AAWHA,7.0,v,2.0,Lwvsilmxgvxbvvmklcfkspk,Sandy,Beptrqgtr,O,48.0,United States of America,ME,1949257.0,Bio-Rad Laboratories,818.0
U,,,Vkn5737,1.0,srowrhpcfcc,214594.0,1-688-956-0808,Vkneuqicldaiyennjbkll,,G,3.0,TGUJCGJQYCKRTLYIEZVCUDIOGRP,Seattle,Ofcbfavvlkd,R,62.0,,NY,447447.0,Darden Restaurants,645.0
U,VFBNNVAVYWQNKZFSQMWXOLWDYZWNKTGRNMVANAUQBNVSMXFOBRPFPNAVMR,m,LRN5738,2.0,RNRZGIHVNVE,128516.0,1-741-509-1125,LRNMKXS,,W,0.0,Wpbjeiqahrzgkqujsalrskhrbivolpstaldzypv,Chula Vista,BHERH,R,36.0,Canada,AK,160581.0,Warnaco Group,357.0
U,qkpdcb,,Lkp5739,2.0,gynmxnrddajgkgisyrpk,151240.0,1-298-856-7354,Lkpwxklcwkpsiybhbrtoe,3.0,,0.0,FPUFAXDRBFJNLFKKCCKFJUF,Buffalo,Tfvcugxxuoox,R,80.0,United States of America,NY,1631673.0,,772.0
U,MRCSAOURPATTKPNSTPF,F,KYV5740,1.0,Yyoqsoslrgp,246015.0,1-735-551-6786,KYVRTDSHVYOPWMGHMDDQKJVB,2.0,i,1.0,PGTCXRGUKCINGPTZGONMGVDWWGTDMIUCRKLAGNEMXGXGFBPECPTOFRIOGWCFJWXFUEHWDREKT,St. Johns,liisbfbrnea,O,73.0,United States of America,MD,3802148.0,Crosstex Energy,359.0
U,wmnapeugjhnezyjtyroew,,dfl5741,0.0,hhlvorgspojagoqcgtsc,428388.0,,dflrirbdokaihmmpryizlwtrmf,1.0,e,4.0,IPROTVFWHPEJBBEIVBBLOJSSHFBQCTVFMRCOECVYYDQXLXOPZZUGJDCPHWSNZVVMCFTKLVDWPJ,Plano,DSKYSSY,U,11.0,United States of America,MD,1748844.0,Applied Materials,733.0
M,Jhrsqgshwqzihtinredfwmhifpsqydnnxgbonkbvogllpuv,,Tzc5742,2.0,Ikjbtzkcfjcpurab,47606.0,1-126-037-0274,Tzclrlzguyvidczqfxlczp,0.0,A,2.0,hglxfgqnvwblcdooeuratinefqppto,Mesa,,O,12.0,,ND,1152763.0,Adams Resources & Energy,462.0
M,Degseeaqgoabuisnnrukndvppsifrhdaqhwumejssrcqshzxvjakazoolojtf,m,Iwn5743,5.0,MAQUPPXIMOEQQZACSSKVZOPALE,161106.0,1-880-428-9402,Iwnviupbpbocgizfvgt,6.0,,0.0,Lcqymowjkybvrpbmmyvfpjmvxhdjsraihuwigssvwpabudygpacbzsdajpqayovhuiuztggoafrmodic,Riverside,Sdehh,O,35.0,United States of America,WI,1755838.0,Alliance One International,564.0
M,wyqval,m,Tra5744,,Hoehxcsluwyjqprdsxrvhotaqqml,372360.0,1-140-120-2907,Tradcybqvtazcjumzubcwsbmbi,4.0,,,Trzffdhciuepzzdwunmndukqnhrcvoqnlfuiqdrsqbxihqofrikiwplggseaukgftlilvghwjtfkpe,San Francisco,Phwwxzncdfie,U,28.0,United States of America,ID,1814014.0,NBTY,307.0
M,,m,chb5745,5.0,JDGNEBGUGVRCBCTFNYLL,69772.0,1-671-157-5117,chbphsicbcjdcerhesattvluobn,4.0,O,3.0,DXEIGOIHEAPRJKPFRKRWEJHJPEHZKQLASQGTX,Dawson City,Njhlqzgdcdl,R,35.0,United States of America,KS,3019657.0,Schering-Plough,648.0
W,Qofzhjskrwceemaocxvjjbfgpgu,,Ico5746,4.0,Gqsntdid,282521.0,1-201-735-0975,Iconrgjatipatfj,10.0,V,2.0,dcedcluzytspkpvkfjcybmdoygncauxpntfkjazcbrvz,Fort Lauderdale,HXGZNDZPGJS,U,80.0,United States of America,WY,3781569.0,Varian Medical Systems,611.0
U,agmhclnyzeqrhpyeahdwtidfznsm,F,Xdp5747,2.0,Ylcghntmdmitmn,115121.0,1-982-834-0054,Xdpemqujzdiqjebyxtnnr,0.0,l,4.0,Yofgohfvnwpkczdpkpztemibziabqguigknmlcdexrumxwrcucbyuaethfejggxxvpy,Irving,Apgbitwnsgdu,,73.0,United States of America,NJ,2382518.0,Int. Flavors & Fragrances,556.0
U,lslaoabomaunxgfyoxscxtc,f,Mko5748,4.0,Fizsecipcrcqk,4539.0,1-875-446-4929,Mkocr,1.0,x,3.0,,Santa Rosa,whbdjui,O,8.0,United States of America,TX,3856020.0,CIT Group,722.0
M,Vplqhoysgbssouwtc,,CRS5749,2.0,XPOOPPNZKVXUWTYMFBWDTZHI,373356.0,1-257-432-3109,CRSWBZMNZNERFUD,10.0,u,3.0,Irknjpdohswbmirahnfofhebdahjmkqaajfumcxn,Louisville,TOHVRQSNLJYX,O,79.0,United States of America,SD,2819017.0,Kroger,418.0
M,,,jlp5750,2.0,PSORYWDGFDJOKBSZTQU,143209.0,1-322-195-3847,jlpbgcdvndsr,4.0,U,0.0,KCGJICZGUEGAUFDQFKZSFWBMJLNABRTGBLEUZDDIEYEIOJSLB,Vallejo,XHRRSO,R,65.0,United States of America,VA,2360912.0,Regal-Beloit,706.0
S,Rmwjximodsqpzvhxwltfvfykemcox,,Vlt5751,4.0,Kmmfjxf,,1-740-904-0323,Vltyrttkzruevmjnmrdvtusltlv,2.0,,0.0,Pzxepdnfqwdeavxatdevlpzsqsqobkpatbctgmhgowbpswnxrsnffebuouqriach,Rapid City,Jyggzwy,O,93.0,United States of America,DC,1336843.0,Calumet Specialty Products,625.0
S,iotzgvhtnqvvlcj,,cmq5752,3.0,Lhweb,33993.0,1-338-508-9102,cmqtkjmoppvykmndtinxijct,1.0,,5.0,YSXCKJPAMXAEZTUUTXLRBMMDIUFTLLTSXRVEQ,Rockford,,R,30.0,United States of America,Nova Scotia,778949.0,Kelly Services,836.0
M,Ytfnyqdyiamxdblro,,the5753,5.0,Yzwhwnqzgta,377967.0,1-947-549-5163,themerazogddazied,,D,4.0,qsgedxlezabyntuetawgjwqhyzualjgjzyewvplmrwqcawuq,Ann Arbor,abaag,R,91.0,United States of America,VT,2945807.0,Kraft Foods,522.0
U,Qgfimaxcdzfgxycakegwjkanhipmj,,Eep5754,4.0,Ysxiwnflqw,214323.0,1-197-477-7970,Eepohazitvoctulvgcjsbzywoqcj,10.0,v,0.0,NGMSIMWUIRRQYGDQ,Yellow Knife,jdaocqcpbeu,O,85.0,Canada,AR,1178052.0,Iron Mountain,541.0
U,Sopkgaejjdgbbzaeagjdveljxdkcmqid,,kae5755,0.0,Fanbowpvylnvj,261696.0,1-326-692-1873,kaemlkmxxbair,9.0,,5.0,Tjhwrbvvqttnjtewescvxghcimhstdfmrwukpjrcarskzrf,Cheyenne,OATKAE,U,76.0,United States of America,WA,484053.0,WABCO Holdings,792.0
,oqkdgxvciclzlloaolfkskbshaispmegstrsojsbkexpfesccvnneckbl,f,Tht5756,3.0,OSUWD,384236.0,1-944-521-0141,Thtoogrrsbptqof,3.0,,1.0,Fhhanuxitrqxehwhdicfusmrwewzrpfctfoabjgeipdqweundtaw,Portland,,R,69.0,United States of America,UT,1165092.0,CB Richard Ellis Group,728.0
S,Mylrxmrduecatpxnaoxottxtsydkksnidegujaauiwjqjqvomzgxqrvswlhgdxcblxjdqgdblrl,F,EPV5757,3.0,Ouopiebgfuykjkdutekdhfip,209766.0,1-123-737-8048,EPVDICIYMQ,0.0,c,1.0,fvgzaxjnohgldlgdbtycbpnkuqtusppjxyckjmfbozgynpdupl,Kansas City,,O,29.0,United States of America,AL,568240.0,Nacco Industries,668.0
M,Bkeqwxokcpjystnbwi,,Qlr5758,3.0,MKVOKHYTJDFV,492662.0,1-532-052-6694,Qlrnuetrnlfbzqvqp,2.0,v,4.0,yxfxykapdtuyidnkbajajbxacbwgdwxjrxrsxopftjjdpuxqf,Des Moines,zwtlli,,67.0,Canada,OH,3155622.0,Pitney Bowes,356.0
,ebzdcqabidoalzkmxwwezfgpghnnqqnggyc,,YXC5759,1.0,tzztplqvetdfkogldwqbvtrijxgwen,54194.0,1-518-783-2939,YXCUADCGSESVZPUFKZIDHIQQ,9.0,,4.0,BYWEYWKYANTDDFFFLAKXLSJRKTBVDFABL,Huntington,Qbeqyc,O,14.0,United States of America,AZ,3533375.0,Assurant,769.0
M,VHECKHAZIAUPTQWDQTS,,PBW5760,3.0,EPJHGHRENEPFABM,418313.0,1-974-420-2209,PBWSEOMRWRODEERHTBQRQDPOJS,,U,1.0,kutznimrqwowdxkovdfqbdivtztokihfx,Oakland,Vutsshwxr,O,44.0,Canada,AR,468274.0,Torchmark,
,Hvqqypizsrblvingtvnaflyxxqousdieiaxjjyhdyikdotvafmmdeucqrfkxadyawmgnqnxnerksd,,WZA5761,0.0,dianiklqvefwilz,6760.0,1-346-360-1837,WZAIKMUJHNSBLUUWI,8.0,n,,inbvfjhcanwhnwyoazkmlqxqwnckbzaynheixptnjxgxplhlooqjrvs,Shreveport,ywbhql,O,35.0,Canada,Newfoundland,2331268.0,Beacon Roofing Supply,623.0
,Eaiqdsmvchcthetrvdrfwjfobetgxzbk,,CNX5762,5.0,Xaluhkchhfqilkmgrbepecxoehmqt,457350.0,1-249-447-0584,CNXJTKNME,10.0,,0.0,IBFJLVDJUUTJKUFNAZQAUKO,Milwaukee,Kuxshm,R,44.0,Canada,AZ,3548389.0,Iasis Healthcare,346.0
M,Teykymxeaydclosqbzshgrgjoxqtruedqlgu,F,Okb5763,2.0,Rfbucvihksnkukqgdpldpsywgl,423521.0,1-200-347-8351,Okbgmobtenlimdecgdsivgwjk,7.0,d,0.0,Ctxdenlgun,Vancouver,VPMWLCS,O,52.0,United States of America,PA,,Smurfit-Stone Container,463.0
M,rllehiyijgicrnxduzy,M,Nes5764,0.0,Vzhcdndpohnagqilvtkfmqd,267977.0,1-897-650-9815,Nesguccedwesagqybhaptpnat,10.0,,3.0,Tttotvsuwuwbalxvlpfcdlqmujcleooxojtbuhualtsmmwhoiznuphhqdtpfcrxishtle,Halifax,Gduajc,O,,United States of America,GA,1923204.0,Broadridge Financial Solutions,548.0
U,ukpnremlrfejwlkxgktfnisor,,FOH5765,1.0,Skbstdjqyshjbfknpwdapebgfishbu,196315.0,1-253-588-0889,FOHYZTHUPATVRTLD,1.0,M,0.0,RBJHGMCUMPQBMNWSPYFGVJEVQIXKT,Lakewood,,O,38.0,United States of America,FL,2323534.0,Paccar,371.0
W,TDMGVCMDQYUUTLHOOWDNLHGIVKNVHPVWW,,hqe5766,5.0,FICXFFXFDMTYVMTFAUPCK,322750.0,1-680-499-8866,hqeellkgzvaqqqjw,5.0,,2.0,Jduuspvwvubikcbbuadds,Newport News,AXPFZ,,36.0,United States of America,OR,1015980.0,TD Ameritrade,301.0
U,Ymmvzhnue,,VZW5767,3.0,Zxnweetzeieykduxgsiwvxu,496363.0,1-571-019-6227,VZWCVZVUQETXQ,10.0,,4.0,Qyjkddolwr,Stamford,OPXVVWTETMH,O,97.0,United States of America,Quebec,2349521.0,KAR Holdings,462.0
M,WCSGLRNXDCUJBSOCPWBGKMZNNPJGH,,Hvi5768,2.0,Lpyfv,289848.0,1-056-996-1838,Hvimbcstugjxykvygy,0.0,K,3.0,VLQPQMGQLOUFOVQVMCPWGDMMJGAGXWCBPPYHELJBUVFUYRHYSZKJHSYV,Newport News,Gahocbalqke,O,29.0,United States of America,OR,1313786.0,Ball,543.0
M,EVIIHCCWLJWDKOFXSWFQREMKIDSMLPLDRUIORSUSRGSQNWTFMLAYUO,m,Xiz5769,3.0,ZJKCPSIJJHYFLWILMNEOO,458560.0,1-802-968-8478,Xizmphwbistrfft,7.0,,4.0,kwpiwtgjtmzxareoxenkjexcbreheuobsdibaihqhxzdjpt,Shreveport,RUGTETFGO,O,34.0,United States of America,PA,994048.0,State Street Corp.,730.0
D,KOMOLKCGBBCKGSJOEGVFPORHXXBBEH,,grl5770,,wkbmlule,489162.0,1-450-541-2151,grltfqtfbsdhedlolovmkfcdcg,10.0,X,3.0,Pgfiryinmpvckshkgexilxyglmyvisntiwpdudjerafebnzxuuippt,Baltimore,Mnbylosjxo,O,4.0,United States of America,Newfoundland,3771047.0,Unitrin,389.0
S,Sxeptmphnsbyukrysvimqkvjfcaxc,F,Qkn5771,3.0,Rcrbngjnajeigpnnssknvrqa,370729.0,1-191-908-9066,Qknigzzois,0.0,,5.0,Ymgliurqevbw,Los Angeles,XZLYWXPAFMIG,O,48.0,Canada,ME,2251793.0,Amgen,842.0
U,Kndminhojtevdixhtxwmxrlibvjhldkiinszpwaoxfaovjuauntyxdnprtoszircgtyjv,,Ded5772,2.0,Fdspfbdnnpfakugwvleq,8966.0,1-970-054-0184,Dedapjtvgnskbzljmlmnlqwvw,7.0,N,5.0,adwaphdkfytghzgfchwvbwpdpdpgemhqcigjhfnhhjuqievyqwjngd,Tampa,TKQEXUYJA,O,41.0,United States of America,British Columbia,492592.0,Vishay Intertechnology,810.0
W,agwxlbhsbnfbgucqsvnnnjklglqcjbqgntcybsbtvufrilnpfpwfpgbhcbfbuxcyjfkqstwrf,f,Agf5773,4.0,Iwkqbyahdjchzqokznuxcjuc,132199.0,,Agfswxslnsvxqpbliniwtmhxzttg,10.0,,5.0,,Hialeah,frtxp,O,100.0,Canada,VT,1950857.0,,350.0
U,MNJBCUWIFEIBEHSCNSUPPEQNJTPF,f,Ryc5774,5.0,Pkdtns,327806.0,1-429-994-5428,Rycojhreobaoerrwlvhway,4.0,O,1.0,LTWHDMZOMMURVOHBLWXILGFCJOCGYW,Huntsville,TLRVZCXW,U,46.0,United States of America,AZ,3251046.0,Progressive,389.0
M,OXCJVCHKPSIPKW,,Fxs5775,1.0,Mrifiejnxwglomppdoudcg,,1-642-000-0638,Fxssomwdcowgfboqmizcp,7.0,T,4.0,Wedxzsgfzcpbvxvbwuqzdxlpxtucxyowoemezhkgvxmvzdknsltdugusxakstpzuuane,St. Paul,Bgzcw,O,66.0,United States of America,Quebec,3175861.0,TRW Automotive Holdings,355.0
M,Gwmtwmvacxlxjhukpxfaxtpclizyybrzvycjdvhlksykihpxrkxwho,,Vgt5776,2.0,Xualsrbjigdhpcnwxucwler,350313.0,1-666-931-1228,Vgtcklppxqaxa,1.0,O,4.0,Bomwhnlcaehcmethfagakhidqktaixpbejakrgrkyfgrrvkolduomvatmnvvsumu,Detroit,Xmaasimokkun,O,58.0,United States of America,Ontario,,United Services Automobile,341.0
W,Nparpcnbhwsbtvdguorpckvobfunhwbgwcbbdjnznmwuojkbqszxgqikuhioqoqmmncac,f,BQD5777,5.0,GJPEPOXXVMSUUEEFQPVHLO,365217.0,1-151-687-4341,BQDWVSKNEJTIQM,10.0,I,5.0,Varvbwazkbcadmopzgiwbsbaojjuxbxcrqdfysvqcuuijeigjtttoglreoixwjetzxeyvsxmj,Dayton,Tcirxt,O,2.0,United States of America,NC,3486007.0,Marriott International,500.0
S,Lundthpygtzhshqgsnvoruqkbspfnprgortdmcw,,FCI5778,3.0,Jthzmlngwzhlhc,211913.0,1-827-620-4756,FCITAVFOJRAHVBNFO,3.0,,3.0,Spbimknbnplidsxdyyepsyzwfqbwluujwgannqte,Sudbury,Scuxbzzeaa,R,63.0,,Nova Scotia,2319284.0,Acuity Brands,696.0
M,Rtjohqidpdo,,Jhe5779,2.0,FJSAKNRGVVRBILDNILSVSOSOKLFC,436004.0,1-964-442-0566,Jhevhqsnejvox,4.0,m,5.0,HWIAXOQMTPORZDTBFBGJLOTRIAXGTMDKSEUIOMJCALJDRTBKNJCESKKJZVGAKUEEEYLJVTMOETLEME,Charlottetown,Oqqidyxs,O,44.0,United States of America,FL,3561382.0,W.R. Grace,652.0
U,KDXRPDCCTPTNHGGLNEIWXYZNIILZAPOPTSQGJBXRNNDVPSWTGPVXRNUU,,BSJ5780,5.0,Fvcgqb,338807.0,1-160-010-3755,BSJMULELYEYFPR,8.0,,5.0,njnfrbxlweqwnfax,Toledo,NQPBCVNGAX,R,10.0,United States of America,SD,2215090.0,CACI International,579.0
M,vnvjvvmsealvpfqilrivbhrrn,f,mej5781,5.0,ATYFFHBLFLXEPIZCPXSKLAVPT,305332.0,1-520-309-5439,mejdjjbvdrlonfoqnmlstkdgcysafp,2.0,K,2.0,Lpuwwvtsevezndqel,Irving,Dkrgiqoo,O,29.0,Canada,ID,1351722.0,Yum Brands,596.0
M,odbxvqsofdwlrlsvwre,,Jkc5782,0.0,Pctvevhtyznfnh,279368.0,1-536-614-0841,Jkcujgacqgltohuahkfsshgvbxla,9.0,,2.0,Suzjwlndpkgrv,Mobile,BTVTEPS,R,64.0,United States of America,NE,917665.0,Stanley Works,837.0
M,vcywodxrpvlbdvktjivuqzbhsctxgrszpfzxwvzxryamxqdhaqixibtouhhfpdkhtubuvvekas,,FNU5783,3.0,Yhnfpxvygmyscqsuy,387915.0,1-278-766-6459,FNUAYZDXKEFBERYZLNA,3.0,,4.0,Brpthfbbabimkvnwmhuoktrxbmtc,Scottsdale,Bhyeesrgspb,O,60.0,United States of America,TX,2860380.0,Sanmina-SCI,
U,ktflzltrpwynqasaadmxgzsubbiaesrowhcufzgfldrgsfvrunvdfpfjzbpvpdotiyotpplw,M,VZG5784,5.0,KYFIS,452291.0,1-020-469-6368,VZGLU,10.0,H,4.0,kohqvcrftvtyxhzqwo,Worcester,SFBWK,O,29.0,Canada,AL,,Exterran Holdings,708.0
