indirizzo_id,indirizzo,codice_postale,telefono,indirizzo2,città_id,distretto
50,46 Pjatigorsk Lane,23616.0,262076994845,,343,Moscow (City)
80,602 Paarl Street,98889.0,896314772871,,402,Pavlodar
397,614 Pak Kret Street,27796.0,47808359842,,6,Addis Abeba
52,909 Garland Manor,69367.0,705800322606,,367,Tatarstan
351,1157 Nyeri Loop,56380.0,262744791493,,320,Adygea
248,582 Papeete Loop,27722.0,569868543137,,294,Central Visayas
42,269 Cam Ranh Parkway,34689.0,489783829737,,115,Chisinau
252,1309 Weifang Street,57338.0,435785045362,,520,Florida
11,900 Santiago de Compostela Parkway,93896.0,716571220373,,280,Central Serbia
463,935 Aden Boulevard,64709.0,335052544020,,532,Central Java
497,1013 Tabuk Boulevard,96203.0,158399646978,,261,West Bengali
242,1964 Gijón Manor,14408.0,918119601885,,473,Karnataka
57,17 Kabul Boulevard,38594.0,697760867968,,355,Chiba
472,1447 Chatsworth Place,41545.0,769370126331,,129,Chihuahua
535,635 Brest Manor,40899.0,80593242951,,75,Andhra Pradesh
410,88 Nagaon Manor,86868.0,779461480495,,524,Buenos Aires
40,334 Munger (Monghyr) Lane,38145.0,481183273622,,31,Markazi
588,966 Asunción Way,62703.0,995527378381,,212,Hidalgo
174,1877 Ezhou Lane,63337.0,264541743403,,550,Rajasthan
87,929 Tallahassee Loop,74671.0,800716535041,,497,Gauteng
325,1892 Nabereznyje Tšelny Lane,28396.0,478229987054,,516,Tutuila
207,1688 Nador Lane,61613.0,652218196731,,184,Sulawesi Utara
495,656 Matamoros Drive,19489.0,17305839123,,487,Boyac
70,1150 Kimchon Manor,96109.0,663449333709,,321,Skne ln
360,619 Huánuco Avenue,81508.0,142596392389,,331,Shimane
405,530 Lausanne Lane,11067.0,775235029633,,135,Texas
34,1668 Anápolis Street,50199.0,525255540978,,316,Taipei
63,1213 Ranchi Parkway,94352.0,800024380485,,350,Karnataka
586,951 Springs Lane,96115.0,165164761435,,219,Central Mindanao
198,345 Oshawa Boulevard,32114.0,104491201771,,204,Tokyo-to
141,1749 Daxian Place,11044.0,963369996279,,29,Gelderland
29,934 San Felipe de Puerto Plata Street,99780.0,196495945706,,472,Sind
278,144 South Hill Loop,2012.0,45387294817,,445,Guanajuato
67,1214 Hanoi Way,67055.0,491001136577,,306,Nebraska
284,600 Bradford Street,96204.0,117592274996,,514,East Azerbaidzan
203,1149 A Coruña (La Coruña) Boulevard,95824.0,470884141195,,194,Haiphong
75,492 Cam Ranh Street,50805.0,565018274456,,61,Eastern Visayas
35,33 Gorontalo Way,30348.0,745994947458,,257,West Bengali
250,829 Grand Prairie Way,6461.0,741070712873,,328,Paraná
329,867 Benin City Avenue,78543.0,168884817145,,591,Henan
369,817 Laredo Avenue,77449.0,151249681135,,188,Jalisco
473,1257 Guadalajara Street,33599.0,195337700615,,78,Karnataka
204,387 Mwene-Ditu Drive,8073.0,764477681869,,35,Ahal
99,1697 Tanauan Lane,22870.0,4764773857,,399,Punjab
51,686 Garland Manor,52535.0,69493378813,,247,Cear
281,1944 Bamenda Way,24645.0,75975221996,,573,Michigan
557,1407 Pachuca de Soto Place,26284.0,380077794770,,21,Rio Grande do Sul
403,1190 0 Place,10417.0,841876514789,,44,Rio Grande do Sul
68,1966 Amroha Avenue,70385.0,333489324603,,139,Sichuan
121,1967 Sincelejo Place,73644.0,577812616052,,176,Gujarat
259,1338 Zalantun Lane,45403.0,840522972766,,413,Minas Gerais
210,1304 ´s-Hertogenbosch Way,10925.0,90336226227,,83,Santa Catarina
122,333 Goiânia Way,78625.0,909029256431,,185,Texas
176,29 Pyongyang Loop,47753.0,734780743462,,58,Batman
382,220 Hidalgo Drive,45298.0,342720754566,,265,Kermanshah
119,1107 Nakhon Sawan Avenue,75149.0,867546627903,,365,Mxico
82,936 Salzburg Lane,96709.0,875756771675,,425,Uttar Pradesh
110,1867 San Juan Bautista Tuxtepec Avenue,78311.0,547003310357,,225,Ivanovo
317,780 Kimberley Way,17032.0,824396883951,,515,Tabuk
437,1766 Almirante Brown Street,63104.0,617567598243,,364,KwaZulu-Natal
155,1560 Jelets Boulevard,77777.0,189446090264,,291,Shandong
286,1308 Sumy Loop,30657.0,583021225407,,175,Fujian
72,57 Arlington Manor,48960.0,990214419142,,475,Madhya Pradesh
479,1854 Okara Boulevard,42123.0,131912793873,,158,Drenthe
175,316 Uruapan Street,58194.0,275788967899,,223,Perak
505,519 Brescia Parkway,69504.0,793996678771,,318,East Java
420,992 Klerksdorp Loop,33711.0,855290087237,,23,Utrecht
71,1586 Guarujá Place,5135.0,947233365992,,579,Hunan
168,842 Salzburg Lane,3313.0,697151428760,,529,Adana
302,922 Vila Velha Loop,4085.0,510737228015,,9,Maharashtra
572,539 Hami Way,52196.0,525518075499,,538,Tokat
515,886 Tonghae Place,19450.0,711928348157,,259,Volgograd
64,81 Hodeida Way,55561.0,250767749542,,231,Rajasthan
112,1002 Ahmadnagar Manor,93026.0,371490777743,,213,Mxico
549,454 Qinhuangdao Drive,25866.0,786270036240,,68,Tadla-Azilal
589,1584 Ljubertsy Lane,22954.0,285710089439,,494,England
94,1952 Chatsworth Drive,25958.0,991562402283,,332,Guangdong
104,1913 Kamakura Place,97287.0,942570536750,,238,Lipetsk
450,203 Tambaram Street,73942.0,411549550611,,161,Buenos Aires
220,1201 Qomsheh Manor,21464.0,873492228462,,28,Gois
65,915 Ponce Place,83980.0,1395251317,,56,Basel-Stadt
419,397 Sunnyvale Avenue,55566.0,680851640676,,19,Guanajuato
340,507 Smolensk Loop,22971.0,80303246192,,492,Sousse
406,454 Patiala Lane,13496.0,794553031307,,276,Fukushima
574,502 Mandi Bahauddin Parkway,15992.0,618156722572,,55,Anzotegui
223,1244 Allappuzha (Alleppey) Place,20657.0,991802825778,,567,Buenos Aires
323,1769 Iwaki Lane,25787.0,556100547674,,97,Kujawsko-Pomorskie
111,1532 Dzerzinsk Way,9599.0,330838016880,,334,Buenos Aires
201,817 Bradford Loop,89459.0,264286442804,,109,Ji´angsu
594,1464 Kursk Parkway,17381.0,338758048786,,574,Shandong
276,1675 Xi´angfan Manor,11763.0,271149517630,,283,Tamil Nadu
601,844 Bucuresti Place,36603.0,935952366111,,242,Liaoning
546,191 José Azueta Parkway,13629.0,932156667696,,436,Ruse
153,782 Mosul Street,25545.0,885899703621,,94,Massachusetts
359,519 Nyeri Manor,37650.0,764680915323,,461,São Paulo
20,360 Toulouse Parkway,54308.0,949312333307,,495,England
44,671 Graz Street,94399.0,680768868518,,353,Oriental
166,1740 Le Mans Loop,22853.0,168476538960,,297,Pays de la Loire
127,117 Boa Vista Way,6804.0,677976133614,,566,Uttar Pradesh
393,717 Changzhou Lane,21615.0,426255288071,,104,Southern Tagalog
186,533 al-Ayn Boulevard,8862.0,662227486184,,126,California
277,85 San Felipe de Puerto Plata Drive,46063.0,170739645687,,584,Shandong
208,1215 Pyongyang Parkway,25238.0,646237101779,,557,Usak
267,816 Cayenne Parkway,93629.0,282874611748,,414,Manab
373,1922 Miraj Way,13203.0,320471479776,,356,Esfahan
137,261 Saint Louis Way,83401.0,321944036800,,541,Coahuila de Zaragoza
583,1489 Kakamigahara Lane,98883.0,29341849811,,526,Taipei
38,61 Tama Street,94065.0,708403338270,,284,Okayama
580,923 Tangail Boulevard,33384.0,315528269898,,10,Tokyo-to
233,356 Olomouc Manor,93323.0,22326410776,,26,Gois
407,1346 Mysore Drive,61507.0,516647474029,,92,Bretagne
555,1764 Jalib al-Shuyukh Parkway,77642.0,84794532510,,459,Galicia
590,247 Jining Parkway,53446.0,170115379190,,54,Banjul
212,624 Oshawa Boulevard,89959.0,49677664184,,51,West Bengali
371,1912 Emeishan Drive,33050.0,99883471275,,50,Balikesir
413,692 Amroha Drive,35575.0,359478883004,,230,Northern
539,1332 Gaziantep Lane,22813.0,383353187467,,80,Shandong
486,64 Korla Street,25145.0,510383179153,,347,Mwanza
499,1954 Kowloon and New Kowloon Way,63667.0,898559280434,,434,Chimborazo
49,1718 Valencia Street,37359.0,675292816413,,27,Antofagasta
409,1266 Laredo Parkway,7664.0,1483365694,,380,Saitama
47,1447 Imus Way,48942.0,539758313890,,167,Tahiti
235,954 Kimchon Place,42420.0,541327526474,,559,West Bengali
261,51 Laredo Avenue,68146.0,884536620568,,342,Sagaing
411,264 Bhimavaram Manor,54749.0,302526949177,,111,St Thomas
76,89 Allappuzha (Alleppey) Manor,75444.0,255800440636,,517,National Capital Reg
516,1574 Goiânia Boulevard,39529.0,59634255214,,502,Heilongjiang
434,1404 Taguig Drive,87212.0,572068624538,,547,Okayama
368,1658 Jastrzebie-Zdrój Loop,96584.0,568367775448,,372,Central
468,1844 Usak Avenue,84461.0,164414772677,,196,Nova Scotia
226,810 Palghat (Palakkad) Boulevard,73431.0,516331171356,,235,Jaroslavl
152,1952 Pune Lane,92150.0,354615066969,,442,Saint-Denis
292,1993 Tabuk Lane,64221.0,648482415405,,522,Tamil Nadu
408,990 Etawah Loop,79940.0,206169448769,,564,Tamil Nadu
337,1838 Tabriz Lane,1195.0,38988715447,,143,Dhaka
490,1909 Dayton Avenue,88513.0,702955450528,,469,Guangdong
367,1163 London Parkway,6066.0,675120358494,,66,Par
263,532 Toulon Street,69517.0,46871694740,,460,Santiago
48,1998 Halifax Drive,76022.0,177727722820,,308,Lipetsk
508,496 Celaya Drive,90797.0,759586584889,,552,Nagano
143,1029 Dzerzinsk Manor,57519.0,33173584456,,542,Ynlin
128,848 Tafuna Manor,45142.0,614935229095,,281,Kütahya
427,1557 Cape Coral Parkway,46875.0,368284120423,,293,Hubei
439,1351 Aparecida de Goiânia Parkway,41775.0,959834530529,,391,Northern Mindanao
230,201 Effon-Alaiye Way,64344.0,684192903087,,37,Asunción
386,1368 Maracaíbo Boulevard,32716.0,934352415130,,493,
179,431 Xi´angtan Avenue,4854.0,230250973122,,18,Kerala
173,1294 Firozabad Drive,70618.0,161801569569,,407,Ji´angxi
312,1354 Siegen Street,80184.0,573441801529,,25,Rio de Janeiro
161,1386 Nakhon Sawan Boulevard,53502.0,368899174225,,420,Pyongyang-si
540,949 Allende Lane,67521.0,122981120653,,24,Uttar Pradesh
116,793 Cam Ranh Avenue,87057.0,824370924746,,292,California
591,773 Dallas Manor,12664.0,914466027044,,424,Buenos Aires
569,1342 Abha Boulevard,10714.0,997453607116,,95,Bukarest
602,1101 Bucuresti Boulevard,97661.0,199514580428,,401,West Greece
509,786 Matsue Way,37469.0,111177206479,,245,Illinois
485,984 Novotšerkassk Loop,28165.0,435118527255,,180,Gaziantep
131,801 Hagonoy Drive,8439.0,237426099212,,484,Smolensk
464,76 Kermanshah Manor,23343.0,762361821578,,423,Esfahan
62,1114 Liepaja Street,69226.0,212869228936,,282,Sarawak
253,1760 Oshawa Manor,38140.0,56257502250,,535,Tianjin
595,1074 Sanaa Parkway,22474.0,154124128457,,311,Loja
27,1780 Hino Boulevard,7716.0,902731229323,,303,Liepaja
558,904 Clarksville Drive,52234.0,955349440539,,193,Zhejiang
17,270 Amroha Parkway,29610.0,695479687538,,384,Osmaniye
88,125 Città del Vaticano Boulevard,67912.0,48417642933,,40,Puebla
347,1293 Nam Dinh Way,71583.0,697656479977,,84,Roraima
103,588 Vila Velha Manor,51540.0,333339908719,,268,Kyongsangbuk
218,226 Brest Manor,2299.0,785881412500,,508,California
54,115 Hidalgo Parkway,80168.0,307703950263,,379,Khartum
108,1386 Yangor Avenue,80720.0,449216226468,,543,Provence-Alpes-Cte
184,1410 Benin City Parkway,29747.0,104150372603,,405,Risaralda
169,154 Tallahassee Loop,62250.0,935508855935,,199,Xinxiang
338,431 Székesfehérvár Avenue,57828.0,119501405123,,48,Baki
510,48 Maracaíbo Place,1570.0,82671830126,,519,Central Luzon
237,1736 Cavite Place,98775.0,431770603551,,216,Qina
95,1370 Le Mans Avenue,52163.0,345679835036,,53,Brunei and Muara
43,306 Antofagasta Place,3989.0,378318851631,,569,Esprito Santo
364,1623 Kingstown Drive,91299.0,296394569728,,20,Buenos Aires
221,866 Shivapuri Manor,22474.0,778502731092,,448,Uttar Pradesh
164,1623 Bahía Blanca Manor,81511.0,149981248346,,310,Moskova
498,319 Plock Parkway,26101.0,854259976812,,504,Istanbul
387,401 Sucre Boulevard,25007.0,486395999608,,322,New Hampshire
513,758 Korolev Parkway,75474.0,441628280920,,568,Andhra Pradesh
93,1926 El Alto Avenue,75543.0,846225459260,,289,Buenos Aires
392,514 Ife Way,69973.0,900235712074,,315,Shaba
541,195 Ilorin Street,49250.0,8912935608,,363,Chari-Baguirmi
454,956 Nam Dinh Manor,21872.0,474047727727,,481,Kerman
