prospect_AgencyID,prospect_Phone,prospect_NumberCars,prospect_CreditRating,prospect_NumberChildren,prospect_FirstName,prospect_City,prospect_NetWorth,prospect_MiddleInitial,prospect_AddressLine2,prospect_Gender,prospect_LastName,prospect_AddressLine1,prospect_State,prospect_OwnOrRentFlag,prospect_MaritalStatus,prospect_Age,prospect_Employer,prospect_NumberCreditCards
Bic8234,1-292-360-1691,4.0,682.0,2.0,aqrcqagkmchehta,Iqaluit,1873895.0,,Slxjqewoxozjaudqjdmhkdobzjxpoojdsafjduscvmodtmpowfxdldkolm,,Bicyrvktfccwcjh,udxfegumntghjpjmbvdacqwwvcsvudetqvegkrpl,Saskatchewan,O,M,2.0,Cytec Industries,0.0
IDA8235,1-991-535-2419,4.0,561.0,3.0,gaekbxp,San Buenaventura,2357669.0,y,tjqojnmkfaffqzrsbsiyractihgysfwfqugnhmbejjrrepkncngoi,f,IDANLHDUTRTCXOSLH,,VT,O,M,,News Corp.,2.0
lwk8236,1-399-636-9496,1.0,679.0,0.0,Odtqpljvpmhyaewcriuansipstghd,Torrance,1038657.0,y,izupcnuofnterqg,,lwklmrwvnmg,DXRKBQCJKBRSTIZU,ME,O,S,,Discovery Communications,5.0
Zht8237,1-111-488-6975,0.0,495.0,2.0,eetamvoamhvhxbftt,Sunnyvale,1104168.0,,hglbpcxy,f,Zhtutvmvpcdvoziznvoqa,rjwfufufmcghvsewqsxbqdjxtrjqckx,NC,O,S,88.0,"Toys ""R"" Us",1.0
kcg8238,1-153-902-5023,4.0,801.0,2.0,errpyy,Boston,3238082.0,,Mygphp,m,kcgbophjwhglqgbovhjbbceak,Jjbiifckdzsbjpeuorvoxlipxsghewlsapwcmvereoqeovdxmvwmvqjadzmlasiuopdggwpqnhwo,MI,R,W,35.0,Hexion Specialty Chemicals,8.0
Qtq8239,1-225-117-5803,5.0,611.0,3.0,Foxlmlxnaoopwiytqiumpp,Montreal,2417935.0,N,,,Qtqygefcbitzk,wxemwwasopexvzhfoslaxefenrxwsntzejbdhnpndekhubtinpmvxirvdpslurivmoz,ND,,U,54.0,Trinity Industries,8.0
SNX8240,,0.0,525.0,1.0,Nralbmee,Warren,2714291.0,L,BPNZHCVEEBTUTJHXMGANTPPYDMUTKVMJDXFKALDPHAVUEVUHZWMHNAZSROWQZ,,SNXKNTIRANDVNKXS,CTBMNRKZKYIOGEOJRVRQGUE,WY,R,M,72.0,Applied Biosystems,6.0
umw8241,1-812-389-6366,5.0,805.0,3.0,Itbaluqrdzaogxymgbny,Charlotte,1200283.0,,Zstbujqdzotfwngrkautshzcpbnjotfersizpxpmzdr,,umwpvofddlxhmtvar,IVITWNZ,IN,U,S,68.0,PerkinElmer,10.0
Kdu8242,1-048-272-4247,5.0,508.0,4.0,Tjptfgw,Macon,3904614.0,D,Erplrnpqbjvtgqlqfohhccellozggsfkahnfo,M,Kdujtpq,mdaiilpcpaposswtmjvyhutynonncjflomkkekwbmtcupnkgacpgigsknwinxzkkuysjrpmexs,Prince Edward Island,R,S,2.0,FMC Technologies,6.0
Voq8243,1-501-508-6157,0.0,490.0,3.0,WTLQZTRCUTYNIXP,Waco,2821487.0,q,Xheqkwdgwuxjmwoqelyqvsxormkqhiukggsewzfplcktnewbhighmdgwuxucf,f,Voqzuedberysnlkjtavrbkwnwp,mdwmgllbqxvcbdizfrjjetnytvsntdflwzdjeonmphtgaqdigmiqhkumwjtlwbvrhhbthpcijzhsvrou,Ontario,O,M,79.0,StanCorp Financial,7.0
gga8244,1-336-477-4646,1.0,510.0,0.0,NPHTOYFJMENHCQYF,Wilmington,1237889.0,R,LYIMHAMNIKAETKQXVVUBLAPXUHWFVVVQRGTAUWJUEFAVIJJKPNPSZOBDOODHHTA,M,ggaxhjcopqdnoakdklpbjhl,,VT,R,M,,Gilead Sciences,6.0
OHZ8245,1-474-720-6190,3.0,761.0,1.0,Hlqfwcocwn,Baltimore,1753222.0,E,,,OHZXBCCGHGDOTLBFOFDXYBUJPOR,Hvinftrtmhiqhtioplrkitqu,FL,O,U,89.0,Carlisle,3.0
XKK8246,1-799-030-5417,3.0,639.0,1.0,VZVRHKKDE,Bellevue,929818.0,V,uwgsicoypkbccoobmocjeqqplhrxckxdirzdafbcljxlmzqvayiqxkhlnjzbzbxexgbk,,XKKGJNUBOELKBXHLZJAKIKL,Gvhvhhd,NM,U,M,86.0,US Airways Group,9.0
Btx8247,1-712-712-1689,4.0,375.0,5.0,Bztunhjcroefgumpyxghaqyw,Hilo,3936166.0,E,RQXMPRNJHHMZSWDGROPANMFRLXWYDLTJEGGZDUTCXWDJCIO,F,Btxtq,pjbesxitsmdditkhzvqrurucduhaoiglzwjrgjblakwxtdmxmjdlescqfqf,VA,O,U,45.0,Steelcase,
Ihd8248,1-735-098-2967,5.0,410.0,2.0,Pokarfduavw,Ann Arbor,3874282.0,,klqmyddzngmmadgmfxowol,f,Ihdfhvujxlsuyjhmbztnv,Esssiazilfxsczhuobobfslsdbxsycyerymlawdmoqgdijc,IA,O,U,17.0,Las Vegas Sands,8.0
Axh8249,1-268-546-4849,0.0,567.0,1.0,Jxtojmbvnhhddtscesee,Shreveport,667415.0,,Yajcjjcvazigtmatqgtkkwsxdxshensagmjoofgrzgdepfebmoofmstosvvgscslabzalaee,,Axhcysfdsrdbpego,YTMBDNFVPKITIUWUXBFCJVMWLNCYPJIARWJWBLDIHPVUKFP,FL,O,M,51.0,Discover Financial Services,4.0
jyx8250,1-252-339-9310,1.0,338.0,5.0,BDDWRAXICYTMHVTSDVR,Warwick,3919924.0,,EXYHGGCOHCCBRQTEUWUMVAWOFVNSSUJZYAWCIDKBYLFPWMEHAVXVODAJHZZOOQITSCBRBCNAVJRS,,jyxuaofoqmcwcqobb,sxdqqllyptpbksuvfvaldxqpjyvpnqeibrmsmesvthfdavliasjljudcuvdsscbl,Quebec,O,M,34.0,Cummins,6.0
Jir8251,1-558-469-8699,5.0,328.0,3.0,hcmaebyzjvrc,Vancouver,3029241.0,,rbiscxmdivmmarzxyiewihjmgujeuaiilhtvbzbhaouas,m,Jiresqzgxvqthohlhhbvaal,Sugjnnmp,MS,O,S,15.0,Unified Grocers,1.0
nbh8252,1-529-039-7160,3.0,461.0,1.0,Ucvhmofoxyrlms,Wichita,2706929.0,r,rdqsqerhxf,F,nbhzhbtidw,FEIXPHQQKQWYPRNKILXNGSWCRMBBZRVKOEAVGXHSMAYQOJIFMSJTTZDTJZQQPFATXVWLUAB,VA,O,M,77.0,Liberty Mutual Insurance Group,8.0
Gbd8253,1-149-127-7299,2.0,720.0,4.0,WJYKUMONVEGRJHUUWOFKFJUQ,Topeka,3588909.0,,GBJDHBDSVCPV,,Gbdlkerocaqwjdzjeikpnabopqx,AGNMOTVSPCDMSXDPMPBBWREZYRKPKQQLJRAMHAFYLZWONHQTAHPOKKKOJJRFCOYIRUJRHERKY,NY,O,W,50.0,United Services Automobile,4.0
Gji8254,1-548-271-6193,0.0,697.0,2.0,NWWSVMUKWGSKPNBTGZRECQIULSSZ,Buffalo,3208555.0,y,,,Gjipmgvft,xisktpstmyefdtwqdjxsvuuuirbwobezfgonrkcqmsksqvwortijbhqtx,LA,O,M,98.0,,2.0
MRJ8255,1-959-002-8858,4.0,426.0,2.0,Tgpjnwmhumabgymoxidjn,Garland,3859308.0,,Mckheqokahzouewmmaiqtjpvrytjizesrtozcpikkriikvtqpqeqiofghjtaivzmqaiwkdhcguxafm,,MRJYKEH,Vagaczbmlaahkipyxsnsobzweizqfooaxqizibhchavywgtbymhspcsxpmwjfgbxlfv,AR,O,W,81.0,Mattel,10.0
Qev8256,1-790-570-3402,3.0,412.0,,xsbuyngvvbisozvnjqnbodl,Scottsdale,2372347.0,,KWKLVJZCLS,,Qevocooirnrcsqrrtapbiyrtwcmuoy,ZUCMSNQZOOLGFBBYVTZYJKTBZGTLGHWKUPCJFLWEBZESQAORIXZQVFRRPFRIRCREXBXZSUM,Prince Edward Island,U,M,29.0,Church & Dwight,3.0
REX8257,1-459-573-8675,4.0,589.0,4.0,Jnlzmjcwkpemyymlh,Anchorage,2547185.0,J,Lbmoxxwmwwplpbanwocdvncpwburutwqlfrkzsxuahforhdhheryerxjcvovihtvhtcijboxvmoe,,REXWTZAEUMPFEFTB,Flcxzhoiwdrwxwvdngllihdlywqvupwsprqlrwuioswooo,IA,O,M,61.0,Mohawk Industries,10.0
Shz8258,1-736-284-7347,0.0,832.0,2.0,wkdvxre,Kansas City,2397440.0,,Ctvtlvpzksrkrpdchobcogaexwqbqbydwsfmclhevgtmg,m,Shzyzlgofcyxgokctdfptuskal,Aihixnpbkmigawwuvrrohhof,OH,U,M,23.0,Vishay Intertechnology,0.0
Ibx8259,1-413-543-7562,1.0,,4.0,Pghxkpvmgykhhswgu,Colorado Springs,1278208.0,g,xpsnmdnyvuadlrqlbfckxumlctbljhdlzvuzlrtmevkcat,M,Ibxttzkpxtz,oaahpkhopatcjubnvuhdvmwzuz,Saskatchewan,,M,34.0,Hanesbrands,8.0
Srz8260,1-086-431-7246,5.0,766.0,3.0,dzohpfyrblsidtjngmxlrordkq,Fairbanks,1657447.0,I,,f,Srzzksnhzumy,wamapqtqjwntsaignftghcmqqoqnanlbgwobwbkifremhvxjrhlafc,SD,R,M,91.0,ConocoPhillips,0.0
FLL8261,1-385-146-8140,5.0,508.0,5.0,Mqwcfyiprvsirchhacxorh,Inglewood,3306301.0,,GJNVQCTEZASJWNZYGKHVRYZFDXHZWBFWM,,FLLHKIIZAZHRICLTIT,OAEMFJZOEQACUMFJIHZNTSQPZSDBARA,NC,O,M,90.0,Clorox,3.0
foq8262,1-555-884-4350,1.0,744.0,5.0,renxmtwbgbeli,Fresno,3114013.0,A,fbpgbzxivlrfpbfieerezohtxxjdvejbzokmaftqqexxxhhtgteyfxwbkgunfqz,M,foqinya,Ozlaiqbxxwbwbjuvpiqfjhxyahzexbytgejyuczrfzgjribshcoxqt,VT,O,S,99.0,Mutual of America Life,5.0
wsz8263,1-747-411-6701,0.0,569.0,0.0,ZAWCSPHUSBYDJBYU,Quebec,1628599.0,p,Kxsqsnmuqegjx,f,wszqkkjrtgrxpdvc,QYJAUZVDZJLHTOJBKIGZDCPHBP,CA,,S,94.0,Medtronic,5.0
Mlh8264,1-068-236-5784,0.0,632.0,3.0,YVOWJQOE,Allentown,406225.0,b,zzytpsyeotgvakdunhbohxccavktecvdreykvwxfykxifuqsffbvtatddclhlohhlzqpnjug,,Mlhvjh,Nlozdmobbxwbvyxiokhlkufrselvyxisiuqklmnskqblsozwdsydacxlwcuyartarjauikiyqiqx,Newfoundland,O,M,70.0,Xcel Energy,8.0
GIQ8265,1-866-836-5802,2.0,709.0,4.0,biywtldywztveknplf,Newark,1201091.0,,cssopwtrqsktthl,u,GIQMAHZBIVGDGAUR,gzrcvlnxkcgmmsaasugzvjmynvasvsatwvbirulbhaxkwpehomxppjxvjguznfwtoitax,CO,U,S,43.0,Portland General Electric,0.0
qsw8266,1-998-541-3254,4.0,448.0,5.0,ijnbscdbqqsocghvx,Overland Park,3141283.0,n,EGCCYNCVJMFBMCEVSICLWSTCJTRLIMAWNJGBISMOSIRYLNSWRNDBMSOSZMKMYJYNG,,qswxcmgcffgfprvslvkq,Pgwjcdzmcygjlkmvpakpzjejddjjxovvosibxoseyvlvnwfojeqxv,OR,R,D,21.0,Molson Coors Brewing,2.0
bfv8267,1-885-323-1549,1.0,452.0,,JJIBTDGBWHWOIMQERU,Brownsville,1926007.0,,Xpfutiazenlhgvxzbkhlacczttudrnxeaqrhxrydhftnastdtggnyvyriexlrhkxu,,bfvlotpwyiqbjyqeiy,Zqlvlqqwupjwvduawfmvcngnclponxhbofnbw,NC,O,M,56.0,PG&E Corp.,
jqv8268,1-514-968-3721,3.0,841.0,2.0,Drnhlmcrckf,Newark,2838996.0,o,Dgszqgfquibiajwisgmscdhvooikijlivhepxuapsxpqlxvilniopriziuxenrshstbuqhtmpecrcx,F,jqvfnemhqipdnmbwbmkwohtd,Iuwwrampcmqsqtohet,Newfoundland,U,U,10.0,Williams-Sonoma,6.0
Buz8269,1-269-244-1579,2.0,570.0,2.0,Ugfwtampizrxogf,Oklahoma City,1737347.0,,Idjtaneahscsfglpusqzwbhtndjiqyrfyowcykcijyhhkbfzszhhglwbbuxaxwrfonogyosjvoaii,m,Buzzkmgbvosvzzipim,Hxshojgldxpwdvczfqvfofmpcpnsblntzwfvhznmynodglewdacmazdxmtvrfrnjefgcrfpxfgbdj,CT,O,M,51.0,Honeywell International,5.0
End8270,1-372-816-4603,1.0,328.0,0.0,FUXMVCVRUDAMQHROEHP,Hull,2727896.0,u,cnkqfguebusvxeinbmswcshotgtanpljafynkumilhrapwulxcsaykotuabacnmrgclmpyiqvbwrngye,M,Endjftcwylmlgjzqvuurzvokjb,WOVSRUBZSLYASYSFWUZRDBDIRQJBETCCRWTCVOMIJJCGIMLZEONPXMNRBXTDUEPQHFRDCUUKYWKUSQBO,AR,O,M,88.0,Raymond James Financial,6.0
fnw8271,1-469-915-1376,2.0,691.0,4.0,Ibtbtxmcvtwvijegzzmyxezaqcgq,Lowell,1463334.0,m,Sanwkaeqwgioyfaijdkubtkjhegnvplfwtqdzvrvviusoqnncddrvohj,F,fnwccaavwyaywtyfmygb,UTVYNMHKRUVICOLDMWTIWXXQYOWYINYNYLCREO,UT,R,S,29.0,Calumet Specialty Products,10.0
rra8272,,2.0,549.0,0.0,Kvvixfanpvev,Bakersfield,3778043.0,,brqdhledhbrmhnbjcagcfgmftphdzjdiwueqqkswdatvilkosxgggzpiwduktddk,,rradsttvsznubvf,embljhtpibdtlgybnjkopkpj,IN,O,M,42.0,Cinemark Holdings,3.0
Zso8273,1-980-661-2985,4.0,399.0,5.0,xvgnmmwd,Stockton,,K,wshgv,m,Zsotdworplimkuaqq,AUPRBOVBHRIYQDQULVTTTNLBNPYHATSGQLVDXOENJKDFWJEMUIKBNTSKFECAM,NE,O,M,49.0,Hasbro,7.0
Jun8274,1-219-975-6702,1.0,419.0,0.0,Sbbnesrvfiuf,Frederick,1111335.0,P,Qdkswditpiykwfcqwqbvfhoavxwcscrqatqzbhrvwvofhpugsvnlqoqhnsggrkqmwzwnbbymmlcawh,,Juneadslw,BZPPBHMKIOZBLNWBUTEDVXBVQACFMBIVQSAVHDLEHVRED,Newfoundland,O,,,Ecolab,5.0
YPV8275,1-853-223-4071,3.0,739.0,0.0,Jwgobvuokphtfmuluahwfw,Hamilton,3962912.0,,Lhhiaskukqjlziggcqnbdwyebzmsknaprghgghnvawuuytplawbnyiqefcgzlmbdjjbjlnmyrkoksjz,m,YPVMIZYJFKFAUSLQMEDEBBNWFTLDFR,XBQOKOACJIOSQPXMORMNAURSNGRXYROM,UT,O,U,33.0,Activision Blizzard,0.0
Dey8276,1-353-902-3981,,807.0,2.0,ivzklgeuujrffttsufderbqqibadek,Elizabeth,643738.0,,Rgdliaafgdzuwjijrdxpxapqejtrarbcjorwixkhuocqqvsavzlrnevqsyhmxslbdpnijl,,Deyuvpe,Izdpcvsgpbposzszximguwxtsh,SC,R,D,35.0,Asbury Automotive Group,0.0
Ihr8277,1-543-814-1676,5.0,571.0,5.0,Zeohltwkqfwijfxxndnqt,Hialeah,3566462.0,,Ebzoiitpggbfakutnnihunlkruipzgedobsspyqkdtmiwgmylvdjpclhaoq,f,Ihrywdgfvshjpsdmajjzguto,cburkbyudnvxkoivdxhbxcxyzxbgywongkemyfwzgtjdoptntvqwxujtnxoicrcipjzqnuymothc,WI,O,S,3.0,Wyndham Worldwide,
Dqo8278,1-559-289-7306,3.0,,1.0,sfjzolrwvmosbsouxr,Inglewood,2076840.0,,mrpeahagycrshpepvkcpcijuokaiavbextkqwzkegaqeobkujcpqlumbeyeurgptmxhsspbkhurasvzf,,Dqoaewiu,RIWACHKOSYEPEAXABTJNXTIQGMAEQWTRBGKAHYFSUDWNVQWMQMNHIWIMRQGIEJNFVNXDB,KS,R,W,83.0,Zimmer Holdings,0.0
Adm8279,1-666-150-9832,,468.0,2.0,zuubajrrahsxgj,Fairbanks,2685720.0,,NRUAY,F,Admkkqwtzxfjqyyiwruck,bneuiiekibdzuuhgcayetqonpbfbpw,AZ,O,U,37.0,Flowers Foods,4.0
Dyl8280,1-912-438-2596,2.0,720.0,2.0,zeaexfpwzoqohxnrssajrkwiss,Oceanside,974327.0,O,xavpdnywxthkororognqisxcwdawhlbibzznfwbyodmniikrrfv,m,Dylquimbnkhrntevvqmvv,Hkxlgu,Nova Scotia,O,U,94.0,H&R Block,4.0
LAL8281,1-551-364-2695,0.0,529.0,3.0,bbolbqgsxcvkrtwjjafw,Warren,371533.0,I,,,LALIEJF,bkfzstdcjcizxyugmcwvufumhgtzdyb,GA,,U,,Spherion,8.0
RHK8282,1-326-313-5651,1.0,305.0,5.0,Nlgudmfywhmankncpbipth,Denver,1033295.0,,vpecufoiqzclcnharzscvhmoldonpzojxwdkglggvtkzpgoaihawwaiepwhqdfizdebhasb,,RHKJJMMNMXWX,Jnxpocdcofadlsttnhxmmzstuvmgrfvjercgxhefqdprmpjwbizzarrtqrxysmynhmzgosdca,MO,O,W,74.0,Dominion Resources,4.0
jgp8283,1-068-074-9026,,331.0,2.0,Ocampeuciugmeoelfrxecawulknnf,Huntington Beach,3099872.0,g,LLNVQRLFUMJWXUVYXVQLXUYNAGECDGDDYCTJQGBNEPDYYWVVFFTWZOXWOPHGLDRAISQIR,M,jgpuuxjssgigtpgp,Fmucjqjdmmeahmbnorbmbvkycyjefqdrhwjljnpfakvtpqkvnylogtkvcunjtsinn,ME,R,U,30.0,Fifth Third Bancorp,2.0
frg8284,1-514-868-3441,5.0,377.0,2.0,oqlwffzvfiaajukmy,Sherbrooke,1291565.0,O,Qakrsicxmswrmll,F,frgchmfo,ANJKSFVMTBXURQVENGHDDDQYZBWGUIKQCSAOHDFGEDEEATPDEWDMMOVG,WA,U,M,52.0,Ferrellgas Partners,4.0
xwe8285,1-587-880-4716,5.0,739.0,5.0,stlyjwslbfajjnshvafaedijxc,Irvine,788535.0,,Qxjjjtfshjsssdrzhusiivdydvlfywmaoneizim,M,xweingsyel,Rjnspzzsupqmgwctndiotdxd,NE,O,U,93.0,Aramark,10.0
PRF8286,1-727-447-5620,3.0,421.0,3.0,UTYKJRYJO,Anchorage,1886889.0,N,KJZJURRTOCBIZVCELCBFCXYYFFFIKULVVIOORYAANBSASMPSSFZANKXWLRI,M,PRFQVQNBUABZSSFWO,baxfqtrrfzctszmzvqhfkpeseqlxawvvturpqvkihmmfkpehnwbtiabm,UT,R,,67.0,Wesco International,2.0
Mqj8287,1-375-508-8176,0.0,656.0,1.0,Bhiibxfmgacvpjnnjigshge,Buffalo,,p,Ldtpyzsvhwbjfcejnebcoqkroffegnlqmsozrcj,,Mqjwbjsnazpyxivzcowcxk,jhcstfshgodlkiwqyeysy,HI,,,25.0,Hospira,1.0
JQO8288,1-278-610-0395,2.0,378.0,4.0,kvgftwzfetbrngdav,Grand Rapids,2868030.0,,hpuqopzrofes,M,JQOPBIX,Cldawcrpxmejgzjgqpcsxm,CT,U,,94.0,Hartford Financial Services,3.0
Mkb8289,1-998-478-8123,4.0,652.0,0.0,Vqfmrbmqmnfhwdlcmkajc,Aurora,3517153.0,P,Gjkagrprgqtewvjwerbgzzsxfmvcdovsadgnyehvikwqqzqffpkodae,F,Mkbggaiavgbhqgjhrrfui,zbizaxupugylkmnjmfrbszlvytkzfthwfcckotvxrmwhaldnunrwjcrfql,OK,O,M,37.0,American Electric Power,4.0
phr8290,1-365-036-0540,1.0,,5.0,Wcqnq,Winnipeg,1888168.0,,Jauunanujgyypwfdsfiumpsgeqvngrqatpcbrkqwnusxot,m,phring,tqwrsdfjyapcjudrhnqwbdzbnunkf,ME,O,D,0.0,Loews,5.0
OGP8291,1-617-193-1217,5.0,699.0,1.0,UBNAAWIBEAWN,Omaha,2688811.0,I,YQOORLHISOIHCBSLAZQ,f,OGPHZQGWZUQZCGYFCMUMXBXG,rawlbxdaioygj,HI,O,S,41.0,BorgWarner,6.0
Kzv8292,1-263-955-2325,5.0,511.0,0.0,KFLHXVOQPMKOMS,Overland Park,2318514.0,,Sceaerrufwntjwpajyqheqsjtryxddvyajekkdddkvqolrhpgnzjmqjufgrcztypcluai,,Kzveyrhpuse,kcrrwzokapznhbaxivavyxtsnfmlilrdirpizbpjvpgvtpwojl,MI,R,D,79.0,Hexion Specialty Chemicals,3.0
Mxm8293,1-690-400-7919,5.0,738.0,0.0,whufulsklxghrvitmbgzba,Thousand Oaks,3261356.0,,Fbtnrmqvsbtqiorizjtnmqxslcvef,F,Mxmnnkslogbpzpywbuvwitgi,DHSHBOHZGSUEJ,Ontario,O,D,92.0,Superior Energy Services,4.0
Ups8294,1-029-325-4281,5.0,403.0,3.0,Lppbhyvretlcv,Billings,2166586.0,U,DXJCHBLGDNRFWXTXCDFYSWYMTINRNQDSUGDJZKRDPQTSKVYGAKJLSNIIXDFMXLXSEVVMWASFAJ,,Upseejngrrshghnfyul,Cmazamfyvgxghtrljoxtkpbzohmezqlocxlhdfphigiqreqpwuyghuegopwthugnnlsutxkyzururxls,Saskatchewan,O,S,21.0,DynCorp International,6.0
KHN8295,1-262-777-5215,3.0,495.0,1.0,Usmfxlmxvjhfyxcmfphbo,Sandy,1622840.0,k,Glboqkwrlqlxrvjokxfd,,KHNMLUFXAKNOTUYQOYAXGO,codycncofyvkdmxlcoyglivcphnmrabiciopqflvlxztlzmulfdalximdjbkslhvirdqmdokvsdigsun,ID,O,M,18.0,Vulcan Materials,3.0
gxk8296,1-104-172-5088,0.0,618.0,4.0,OQXMVQEVNRSXIVXWA,Grand Rapids,1711660.0,v,IWDWPLKHIBWUXXLIFPDVRCAMOTQBXRPZNFEBSNYUUTKWEYFJTWFWAVRQBJP,M,gxkjkwptlizaoksxmirrmcuvkyhsb,Quvwzjvbscwmwenrmlxq,MN,R,U,,Jo Ann Stores,5.0
zce8297,1-348-111-9084,3.0,661.0,4.0,Cuduxsshbqmmnepnth,San Francisco,2306134.0,,,f,zceadxlcbeqgrfpylupsmrpldklq,bjxnrksdkpiprbjcqlolftrlwtzrhbakhvbgbindmpgqkrujnhpgjwepzotjfnlbfsxjtkbt,AR,O,U,79.0,Genzyme,3.0
ufz8298,1-653-997-9543,1.0,690.0,4.0,hikjbpinscefhafvrjkoie,Flint,2920907.0,h,HBSPBUXPBDQORPTAQCQEAKIQRJAAQCFEEHVEWXVBQAPBG,,ufzrqxswg,VWHNQHJL,Ontario,O,D,31.0,Kindred Healthcare,0.0
luk8299,1-321-311-4553,2.0,388.0,3.0,DOWJUCGLUQOHAQDKWU,Fort Smith,3409998.0,,XYOWLPMDKDNKOGUOKPJVHQVDZIJYIEKFUFGAM,f,lukmjutwrrrnu,bvgzjnzfhlakvjjxzikfshu,Saskatchewan,O,U,16.0,Dun & Bradstreet,1.0
Pgj8300,1-495-037-1682,1.0,405.0,0.0,Dcdfihpl,London,3355826.0,,Tgruyxihgbicfzxvprczkkjhxbcsnihjgtbngtzccftfbyrniqrt,F,Pgjmkdlasmbexhvftbmfgjyk,Ylhprrujtwakwujsypufxedxbviyrdyoifxewizozxipptxeaoxvtkmhtnahoocu,Manitoba,O,U,7.0,AmerisourceBergen,1.0
Jny8301,1-059-699-6840,0.0,744.0,3.0,Chgxonsdbkuzmxlxuqhidbejow,El Paso,3216402.0,,TYFVEOSQRSJPMDMEDHHISOJJSURUVZMIDJBZJUYJWEFSYQYIPGC,M,Jnynyhfuqgno,ebtdfkfpdlldicjxctsocbyzxcbunaabrsjyemvufpiicvjnkhtrlosschtuiowplz,NV,O,S,55.0,Scotts Miracle-Gro,0.0
Wfs8302,1-516-996-6623,1.0,332.0,3.0,Pmtpzeucyxwgteyglfifhgexl,Santa Clarita,1530401.0,,Kpdzsmimprfitwrorcanhvbalwdgbodwavqol,,Wfspbutotiumfklcsoyccoxyupmwuy,HXRDXEYYWHYDWTYDIGJZTBVHCZCFBWNPNTAMBGRQUPWFTELFWJGEVKAEIYSTCUAMQ,MN,O,M,73.0,Owens Corning,9.0
rzx8303,1-247-641-8846,4.0,717.0,5.0,Asqnbilufegjvvqidaimfw,Allentown,2738959.0,z,Whgyfsyoaxecultavkpamiommqbadebwmknovpieitmhfcfqjhgvlenhktithxbitgvrxybnibf,,rzxozsxekdlfeb,hybqmscfavkvodctbqrexnbcucbzfasshcjjlqjsmid,Newfoundland,O,U,10.0,American Express,9.0
Phn8304,1-038-753-7861,5.0,446.0,2.0,Bvrnngrwah,Charleston,755150.0,,Pfcvti,,Phnavhraqnvpdlmszfcwnh,lxuxbrifdsrvgojbn,IA,O,M,2.0,Source Interlink Cos.,4.0
Fay8305,1-089-612-4002,2.0,518.0,2.0,Gtuhcphozltpzzrop,Victoria,3439669.0,,Bxlsrsscpolrkhfbmteqyfjfrwgiwfvpfhqyfyytoupchtmrj,,Fayptuyks,Ynttwlojujtoqbwlzxnarrujcyjjcclsfeadrzlyyubbvihndowtsrotiekwtygxexwydllis,FL,O,M,,Illinois Tool Works,2.0
Dta8306,1-323-261-4767,4.0,689.0,4.0,Hudbfurfefi,Simi Valley,2233842.0,,Fbvmapgqdxoeozyguowupafjdfrfhjbecnarkvvgljrdmmtzqer,,Dtagrgekfypyvnhozu,Omkoercdnyundztuvaxiywdsmsxyemprdmovtclgehqprvgea,KS,U,U,73.0,DynCorp International,2.0
Xtx8307,1-965-130-1576,4.0,425.0,3.0,FLWZTQRLQUU,Louisville,1712245.0,,iisigeuvtphdjihkmkltvpwjsrdurkiueqdsjjuxtvjsukdecveguwlcgucigfuyraph,,Xtxztiuxuamctw,Ejicbxbnpnnakqmjlymmxgzlxmgifwpcihygkjgwdeetgcsnecqdtheihaxrshjaii,NH,R,M,29.0,Tyson Foods,2.0
Jbo8308,1-353-313-3825,4.0,770.0,2.0,Kdqhtemimorhhvdgzso,Rochester,1517955.0,w,Ubsbsbmeatoplbnfvcnogcunhicdob,,Jbogfsw,DYPXVGKYQZTJINHLOWVYHPCSYNMHNCGODIYXNDWAEKPKRMLLXPUMIEGMGRZIO,MI,O,S,84.0,Harley-Davidson,5.0
Onl8309,1-031-949-4840,1.0,342.0,,Zcctyaphheddak,Windsor,2059713.0,G,Yuyuyxkpcqirrbrj,,Onlpyphttlkxpbqw,slsliruwsnkyicfbrzkiakinapcnullgoteqmbxsofkrlaidvzbgddvdjwqc,IA,O,,96.0,Cracker Barrel Old Country,5.0
Iyg8310,1-838-427-0008,5.0,575.0,5.0,yzumkz,Huntington Beach,3107564.0,F,Ndasofpffxbpftmkcgdfvqydwxjkwhpsenxswpiyntrhpoh,f,Iygblynviqrvsiiigghlnarlnk,weewovmouf,Saskatchewan,O,S,44.0,Idearc,8.0
Sju8311,1-625-093-1158,,669.0,,Feietljkdqapzhwe,Nashville,78813.0,Q,Rvvpkuhqwelkurherfvjpzxrslvmoxvjvzpqrrtoo,F,Sjuwtdwzigkflnfdznkgjoci,Naismvifjwxrhhsbyjhadqekfktmrbtajbhllnubajqcawqhcjddjem,MT,O,M,21.0,Rohm & Haas,2.0
kjt8312,1-383-665-2314,1.0,693.0,0.0,Fhwoen,Albuquerque,3028301.0,,CJBOAJD,,kjtvzrmdyriip,ERPEDBGRLGWHKADDWHVSAOYINAQNLCEQNQTRAAPMJVZMYKVLDZSYVHMLRUVHGBHPIUKQMLI,OK,O,M,53.0,Paychex,0.0
XSN8313,1-285-784-3736,0.0,559.0,2.0,Yuwuomkfqovsqlui,Escondido,530655.0,,,,XSNKFLUXO,Jnrsfbszpgdgnoygawqkpsxbhasfezoxwhdqqhasemawzyc,VT,O,S,29.0,AFLAC,8.0
