AgencyID,Income,FirstName,AddressLine1,NumberCreditCards,Age,Phone,NumberCars,NumberChildren,MaritalStatus,CreditRating,OwnOrRentFlag,Employer,NetWorth
RHK8282,368666.0,Nlgudmfywhmankncpbipth,Jnxpocdcofadlsttnhxmmzstuvmgrfvjercgxhefqdprmpjwbizzarrtqrxysmynhmzgosdca,4.0,74.0,1-326-313-5651,1.0,5.0,W,305.0,O,Dominion Resources,1033295.0
jgp8283,233211.0,Ocampeuciugmeoelfrxecawulknnf,Fmucjqjdmmeahmbnorbmbvkycyjefqdrhwjljnpfakvtpqkvnylogtkvcunjtsinn,2.0,30.0,1-068-074-9026,,2.0,U,331.0,R,Fifth Third Bancorp,3099872.0
frg8284,475153.0,oqlwffzvfiaajukmy,ANJKSFVMTBXURQVENGHDDDQYZBWGUIKQCSAOHDFGEDEEATPDEWDMMOVG,4.0,52.0,1-514-868-3441,5.0,2.0,M,377.0,U,Ferrellgas Partners,1291565.0
xwe8285,259621.0,stlyjwslbfajjnshvafaedijxc,Rjnspzzsupqmgwctndiotdxd,10.0,93.0,1-587-880-4716,5.0,5.0,U,739.0,O,Aramark,788535.0
PRF8286,248249.0,UTYKJRYJO,baxfqtrrfzctszmzvqhfkpeseqlxawvvturpqvkihmmfkpehnwbtiabm,2.0,67.0,1-727-447-5620,3.0,3.0,,421.0,R,Wesco International,1886889.0
Mqj8287,18849.0,Bhiibxfmgacvpjnnjigshge,jhcstfshgodlkiwqyeysy,1.0,25.0,1-375-508-8176,0.0,1.0,,656.0,,Hospira,
JQO8288,144063.0,kvgftwzfetbrngdav,Cldawcrpxmejgzjgqpcsxm,3.0,94.0,1-278-610-0395,2.0,4.0,,378.0,U,Hartford Financial Services,2868030.0
Mkb8289,242827.0,Vqfmrbmqmnfhwdlcmkajc,zbizaxupugylkmnjmfrbszlvytkzfthwfcckotvxrmwhaldnunrwjcrfql,4.0,37.0,1-998-478-8123,4.0,0.0,M,652.0,O,American Electric Power,3517153.0
phr8290,85649.0,Wcqnq,tqwrsdfjyapcjudrhnqwbdzbnunkf,5.0,0.0,1-365-036-0540,1.0,5.0,D,,O,Loews,1888168.0
OGP8291,144969.0,UBNAAWIBEAWN,rawlbxdaioygj,6.0,41.0,1-617-193-1217,5.0,1.0,S,699.0,O,BorgWarner,2688811.0
Kzv8292,412027.0,KFLHXVOQPMKOMS,kcrrwzokapznhbaxivavyxtsnfmlilrdirpizbpjvpgvtpwojl,3.0,79.0,1-263-955-2325,5.0,0.0,D,511.0,R,Hexion Specialty Chemicals,2318514.0
Mxm8293,354599.0,whufulsklxghrvitmbgzba,DHSHBOHZGSUEJ,4.0,92.0,1-690-400-7919,5.0,0.0,D,738.0,O,Superior Energy Services,3261356.0
Ups8294,433350.0,Lppbhyvretlcv,Cmazamfyvgxghtrljoxtkpbzohmezqlocxlhdfphigiqreqpwuyghuegopwthugnnlsutxkyzururxls,6.0,21.0,1-029-325-4281,5.0,3.0,S,403.0,O,DynCorp International,2166586.0
KHN8295,108187.0,Usmfxlmxvjhfyxcmfphbo,codycncofyvkdmxlcoyglivcphnmrabiciopqflvlxztlzmulfdalximdjbkslhvirdqmdokvsdigsun,3.0,18.0,1-262-777-5215,3.0,1.0,M,495.0,O,Vulcan Materials,1622840.0
gxk8296,100838.0,OQXMVQEVNRSXIVXWA,Quvwzjvbscwmwenrmlxq,5.0,,1-104-172-5088,0.0,4.0,U,618.0,R,Jo Ann Stores,1711660.0
zce8297,314845.0,Cuduxsshbqmmnepnth,bjxnrksdkpiprbjcqlolftrlwtzrhbakhvbgbindmpgqkrujnhpgjwepzotjfnlbfsxjtkbt,3.0,79.0,1-348-111-9084,3.0,4.0,U,661.0,O,Genzyme,2306134.0
ufz8298,327117.0,hikjbpinscefhafvrjkoie,VWHNQHJL,0.0,31.0,1-653-997-9543,1.0,4.0,D,690.0,O,Kindred Healthcare,2920907.0
luk8299,185551.0,DOWJUCGLUQOHAQDKWU,bvgzjnzfhlakvjjxzikfshu,1.0,16.0,1-321-311-4553,2.0,3.0,U,388.0,O,Dun & Bradstreet,3409998.0
Pgj8300,81136.0,Dcdfihpl,Ylhprrujtwakwujsypufxedxbviyrdyoifxewizozxipptxeaoxvtkmhtnahoocu,1.0,7.0,1-495-037-1682,1.0,0.0,U,405.0,O,AmerisourceBergen,3355826.0
Jny8301,338074.0,Chgxonsdbkuzmxlxuqhidbejow,ebtdfkfpdlldicjxctsocbyzxcbunaabrsjyemvufpiicvjnkhtrlosschtuiowplz,0.0,55.0,1-059-699-6840,0.0,3.0,S,744.0,O,Scotts Miracle-Gro,3216402.0
Wfs8302,371921.0,Pmtpzeucyxwgteyglfifhgexl,HXRDXEYYWHYDWTYDIGJZTBVHCZCFBWNPNTAMBGRQUPWFTELFWJGEVKAEIYSTCUAMQ,9.0,73.0,1-516-996-6623,1.0,3.0,M,332.0,O,Owens Corning,1530401.0
rzx8303,341713.0,Asqnbilufegjvvqidaimfw,hybqmscfavkvodctbqrexnbcucbzfasshcjjlqjsmid,9.0,10.0,1-247-641-8846,4.0,5.0,U,717.0,O,American Express,2738959.0
Phn8304,8895.0,Bvrnngrwah,lxuxbrifdsrvgojbn,4.0,2.0,1-038-753-7861,5.0,2.0,M,446.0,O,Source Interlink Cos.,755150.0
Fay8305,402591.0,Gtuhcphozltpzzrop,Ynttwlojujtoqbwlzxnarrujcyjjcclsfeadrzlyyubbvihndowtsrotiekwtygxexwydllis,2.0,,1-089-612-4002,2.0,2.0,M,518.0,O,Illinois Tool Works,3439669.0
Dta8306,165225.0,Hudbfurfefi,Omkoercdnyundztuvaxiywdsmsxyemprdmovtclgehqprvgea,2.0,73.0,1-323-261-4767,4.0,4.0,U,689.0,U,DynCorp International,2233842.0
Xtx8307,443129.0,FLWZTQRLQUU,Ejicbxbnpnnakqmjlymmxgzlxmgifwpcihygkjgwdeetgcsnecqdtheihaxrshjaii,2.0,29.0,1-965-130-1576,4.0,3.0,M,425.0,R,Tyson Foods,1712245.0
Jbo8308,463880.0,Kdqhtemimorhhvdgzso,DYPXVGKYQZTJINHLOWVYHPCSYNMHNCGODIYXNDWAEKPKRMLLXPUMIEGMGRZIO,5.0,84.0,1-353-313-3825,4.0,2.0,S,770.0,O,Harley-Davidson,1517955.0
Onl8309,358722.0,Zcctyaphheddak,slsliruwsnkyicfbrzkiakinapcnullgoteqmbxsofkrlaidvzbgddvdjwqc,5.0,96.0,1-031-949-4840,1.0,,,342.0,O,Cracker Barrel Old Country,2059713.0
Iyg8310,247423.0,yzumkz,weewovmouf,8.0,44.0,1-838-427-0008,5.0,5.0,S,575.0,O,Idearc,3107564.0
Sju8311,446701.0,Feietljkdqapzhwe,Naismvifjwxrhhsbyjhadqekfktmrbtajbhllnubajqcawqhcjddjem,2.0,21.0,1-625-093-1158,,,M,669.0,O,Rohm & Haas,78813.0
kjt8312,119573.0,Fhwoen,ERPEDBGRLGWHKADDWHVSAOYINAQNLCEQNQTRAAPMJVZMYKVLDZSYVHMLRUVHGBHPIUKQMLI,0.0,53.0,1-383-665-2314,1.0,0.0,M,693.0,O,Paychex,3028301.0
XSN8313,24102.0,Yuwuomkfqovsqlui,Jnrsfbszpgdgnoygawqkpsxbhasfezoxwhdqqhasemawzyc,8.0,29.0,1-285-784-3736,0.0,2.0,S,559.0,O,AFLAC,530655.0
idm8314,241496.0,Fziccmjofpjaxsrxqokdlpcihstne,grqrvkyetqetetowfbd,1.0,56.0,1-540-762-5989,5.0,1.0,W,362.0,O,Polaris Industries,3285886.0
Fid8315,471685.0,Buytenw,kncmrrnffthksfgnk,7.0,69.0,1-404-385-6647,0.0,4.0,D,813.0,O,,2451048.0
Veh8316,321933.0,RXNLKSMBDXVNMLQKQDA,Uzrbroncswjnuijsgtsxoziuxebd,7.0,94.0,1-571-358-3286,,5.0,D,755.0,O,,3165266.0
ZMU8317,979.0,Ssgccryjxavrulkfsdtqi,Iguxywaxgdbgbgsvinfvktpgljlleiddjkvbzfgksay,5.0,94.0,1-158-505-0198,5.0,,D,431.0,O,Carpenter Technology,1628344.0
zzn8318,193451.0,Ptnlupxjboffzlhamkjwp,Gcdspdidktdlfswlaaogkpzwmhugodqsjzhcbenbjegljhfdpapqrqhnc,3.0,35.0,1-823-289-3395,0.0,4.0,S,707.0,O,KBR,3911459.0
AFZ8319,329543.0,Qabcqhqjmajjgrnfiknmfproknvh,wokbcspzzevalflgwvxnfsnnnlgvidy,7.0,77.0,1-366-576-7674,4.0,5.0,M,584.0,O,Health Net,3499177.0
Ejj8320,41482.0,UBHSYLVZ,Jdhdwsnlbqqwwvujvgxfvyzbmoathyxjdmjarmxlgrvcuzwrbcjmmwbjtdxvtlesxqg,10.0,84.0,1-241-402-2286,3.0,2.0,M,449.0,O,Group 1 Automotive,1928426.0
Fjf8321,159252.0,XEHNUJIKPKYKPMGSQY,,10.0,90.0,1-163-510-4261,0.0,2.0,M,807.0,,W.W. Grainger,928230.0
CGY8322,148355.0,Btfvngdvnbbmbubfwaidz,,8.0,72.0,1-693-041-9883,0.0,5.0,W,810.0,O,Mattel,2224043.0
bel8323,328658.0,Nzxeqrlzwy,FREVUPJFKPLAANIXABYLLTBHTCMFJPFIBXIWAIRJKMAVTGW,9.0,33.0,,3.0,3.0,M,772.0,O,ScanSource,192997.0
Llp8324,253317.0,nasaqtzcqgqnlxtysufcu,yneevqbenlioynffaijzeyrwrqzifig,,24.0,1-033-611-0110,1.0,1.0,U,793.0,O,AnnTaylor Stores,2573716.0
Yie8325,67122.0,hedlqjbfdfovwgogbghrcdmj,Hbpdpqgcrqzwhsqzybhyyrhhneeclltkv,6.0,63.0,,1.0,3.0,D,587.0,R,,2891892.0
Lsj8326,271302.0,Vndhsbjqkelocefehhdhnjpnsocv,mylzcclnsen,8.0,77.0,1-223-574-4581,3.0,4.0,M,816.0,O,,3542416.0
dcy8327,117685.0,ZLPOP,mfcfevj,5.0,12.0,1-286-662-5149,1.0,5.0,S,662.0,O,PNM Resources,340613.0
Goq8328,353676.0,Zrduepvymcsudkymoqcxusswh,Asiouqhqvtkjlbauoirtrjourbbsypgtbuvoaheglfixjimgyncibgomrocilysg,10.0,61.0,1-376-958-1811,5.0,4.0,S,324.0,R,Fidelity National Information,1620653.0
qfq8329,256196.0,Dpyldrfmhckidoom,eesunuxqgydeoqlvusoepewahf,4.0,66.0,1-074-357-6659,3.0,4.0,S,,U,Expeditors International,469588.0
sea8330,319544.0,Wllmwfujsonnngqaboimuwalstj,Ebtkaodqgbtbjtnccmyxbiwirzlnakluwgprdbtbszcoqfdpskarcvszrxailrpnio,0.0,98.0,1-838-734-6644,3.0,,,825.0,O,Target,628952.0
Brx8331,55879.0,Axrfrf,ZXWUAEPUKRKQJIWTMEHTATPFOJPWFAQURO,4.0,32.0,,0.0,,M,768.0,O,Watson Pharmaceuticals,2627200.0
Udh8332,74233.0,kpcmntroczd,Jrunkwyghraugithczuzkfrwoqrccwxqowrxsuwfhzpjhltegbrgfypvhwrwmctdmfszrsnypaybrq,,14.0,1-417-441-6704,0.0,3.0,D,506.0,R,AnnTaylor Stores,1162079.0
Jsj8333,36850.0,Wiqbmltkpqztvxomqkcamznflmav,aipwbibipksssoorbsezarcoefaikpvdashim,1.0,78.0,1-217-642-9000,2.0,,M,,O,Cigna,603942.0
Ghx8334,12494.0,evkgpqjffugnufnzkxvjspga,Vassqnvuoo,,27.0,1-119-538-1837,0.0,4.0,M,700.0,O,ConocoPhillips,2528598.0
Edz8335,51667.0,Agscwxstfahmfggjmmgzpalr,Pjcyvm,6.0,12.0,1-790-202-9336,,0.0,U,354.0,R,Leap Wireless International,3459874.0
Fun8336,380580.0,Ebgidqbwfb,yagsmleiqpjxbdsrhostcxrfimhdyrhuaytcuuyhztefgfwr,2.0,33.0,1-373-451-3779,5.0,0.0,D,661.0,O,SPX,2834186.0
SOZ8337,123348.0,Khvqsgykl,Mcviusptfwedntfysbknpbjblbwabof,4.0,74.0,1-100-752-8483,5.0,0.0,U,609.0,R,BE Aerospace,3505753.0
buf8338,429014.0,Auksjodbgrfwdgoccjbbjdhwvszym,eiektdlgnmvje,0.0,70.0,1-843-287-9110,2.0,2.0,M,846.0,O,Western & Southern Financial,1592317.0
Maa8339,374158.0,FULEDRRKUTHJASZVK,Sybamiqdnfwrxjhdpvfcfsbciwqtuakvomjdgensrti,1.0,93.0,1-545-551-5882,1.0,2.0,W,709.0,O,Medtronic,2404099.0
pwo8340,156741.0,ESUOR,Cqclzjhxgdtokgsgj,4.0,27.0,1-556-545-4106,1.0,2.0,S,402.0,O,,
vei8341,19121.0,nxsgbnkatgwsyaeqejygpf,Ngkknfuzinwrqsufvvlxijznltwdpbcsrhouiu,4.0,96.0,1-711-159-0030,0.0,2.0,M,594.0,,MetLife,3281237.0
Big8342,129753.0,Ozybrvxztlgtocgsjw,Obmgewgvhhyemqircchhvrgqslqzzufogwrkcvvqu,7.0,35.0,1-571-456-8029,4.0,1.0,M,717.0,O,,3191520.0
Gwl8343,126899.0,Yevbnmpeuuugm,Syfzgdaotk,1.0,79.0,1-375-881-9626,3.0,0.0,M,416.0,O,EMC,1098160.0
UJD8344,171924.0,ebnndieeluiiuqsiopqvtypgaty,Cqomhokmrvyerexzwbbnmmwetthdyvhvozzfhbzofvdhjoxwgx,10.0,81.0,1-502-145-4210,5.0,2.0,M,489.0,O,International Paper,3216384.0
TJA8345,411993.0,Nnvkqgggyyjvnw,Offsxhhssvdcczwtid,9.0,78.0,1-978-773-4788,1.0,4.0,U,435.0,O,Bemis,33574.0
Lqn8346,160887.0,kbrsajutj,Ibhedhjeydbqhdhhpwuooabdouwzsnkuaknj,9.0,19.0,1-305-742-1412,3.0,1.0,M,645.0,R,Dresser-Rand Group,574125.0
Sjv8347,377310.0,Yuvsw,Slpmhlbl,0.0,88.0,1-425-281-0871,0.0,4.0,M,594.0,O,AT&T,3712135.0
XOS8348,294968.0,Cenkpugxblzucfnbq,Xpsfissdabqzvpdoeqtcwgknqnvtujcvrgaslbccpdziakkuejlp,9.0,68.0,1-201-283-9289,1.0,1.0,U,779.0,O,Pentair,477424.0
Tsn8349,264331.0,UYNREPABHTWQPPTYBUWCQH,tvcpxocnqqcmfrwyqdiydbauxzenvhmflimtevaframlkzvmypbgxw,8.0,15.0,1-370-140-5115,0.0,4.0,U,635.0,R,Ball,2296151.0
aqb8350,336093.0,ahnyqtixdzmgtawgkioiru,Zoqbpmqaueqzcnjtwstwdclmiwmszlhcllljfjvnerxifagwnqanuitmk,6.0,66.0,1-213-108-9032,3.0,5.0,S,407.0,,C.H. Robinson Worldwide,1205049.0
Tog8351,319157.0,Egrsrwlehsunqceeckabrokavsagna,Cdpsaqchjnkxppwcjcmdw,,44.0,1-935-846-7322,3.0,3.0,D,667.0,R,ConocoPhillips,612942.0
Srm8352,204546.0,HOANBCIG,Ucrdtznpfsyllgtntdwqpjoxdkxcidobenuvwavopjxafzxbjfxhutobxzveeyiloxxkanj,2.0,40.0,1-850-099-0773,0.0,4.0,M,475.0,O,Mueller Industries,1691044.0
Zmu8353,493168.0,rlbpkzeqgjflj,OTXAYKLNSLFHHEKJPFFQPHKGQVKSOCZYENMMGKXIGEOXKP,8.0,69.0,1-180-375-8501,5.0,1.0,W,370.0,O,VWR Funding,
Ajy8354,170982.0,Bjufjpcztatydnorhkssfqnxymfc,Ziatmdhmgtxxfihytusqdpamulknclpibbeqkyfmxphdejgldtiiyxlz,9.0,23.0,1-968-516-8394,3.0,3.0,M,543.0,U,Aleris International,820347.0
pqp8355,167544.0,bzbuhghcwcxfzdilhztfqeknaowb,OSVPPQTRMMWTFZUWXGVOJQVQGJGQAFOGITUFKERAAKTLCZUUFVUBWGZCRPKGGTCMZZSVUXGR,9.0,61.0,1-545-055-0628,4.0,1.0,M,591.0,O,Expeditors International,241622.0
Yby8356,10320.0,zddvhtkxpczfsrtnwwwkm,RMKBJYWHLNFLBVQJSXSSBJJAJLYTTOWBAZABEPIZPNCMGFAYUDGREGRDKHXPCFIYGGKSZG,6.0,28.0,,1.0,0.0,D,721.0,O,Annaly Capital Management,3727576.0
QUL8357,210885.0,UJSZMXKRT,ytgnsxjqjqeazvunylrsexbpjitmipnhbmndiz,8.0,49.0,1-132-543-2018,3.0,5.0,S,672.0,U,United Rentals,3445443.0
Bkl8358,269090.0,ebrcqkqhtgcerhj,Uthmicfwjygtzjk,5.0,88.0,1-183-609-4097,3.0,3.0,W,802.0,R,Cognizant Technology Solutions,3664506.0
Itq8359,410313.0,Ombfpcr,VXEFZIRCIPIWHAACIWNMBTJQHQSBINHVVKZOHSSXALOXEZYVYMGAASFANNXPQUPJNOKYKVQVFNCLRHM,5.0,13.0,1-814-402-9485,,2.0,U,462.0,O,Loews,3877077.0
Atw8360,24725.0,Vfnpmpkfcbwgvhlejhecatkbtuo,Tiarkxvctcvzmisnwtqcigylxuiqvhwtjxxutaijyhvrwfqvmyddbx,6.0,12.0,1-781-242-8797,1.0,,W,849.0,O,Franklin Resources,1889529.0
PPN8361,375140.0,lncrtgpbjlrondwtnjpkpbkg,RREZAEWDKWHGNUEHJPCXZPFVOTSHKJTHHKBKJYAXTISRZKLPYG,6.0,52.0,1-403-835-3507,0.0,,U,728.0,R,Graybar Electric,3941350.0
UZE8362,90376.0,Ffslgsp,UZNTBUKNRJTPXDW,,64.0,1-143-481-5966,2.0,1.0,M,850.0,O,NVR,3404582.0
axv8363,74761.0,Iyzdxswzofsifrrrpypmtjtagh,faaspgmihqsvdnveqxwvosrs,2.0,16.0,1-982-060-6980,2.0,2.0,S,626.0,O,State Street Corp.,1209089.0
Ynt8364,254262.0,LYGGTWHBGVQWQJRFBDIJLCX,Sjtexsd,5.0,74.0,1-429-687-3197,4.0,1.0,U,771.0,O,Warnaco Group,106272.0
Msz8365,270354.0,Ovkxiurare,Fglkkcioofsqfrcrueqefgecalfgpywrvqfwqkuduxaomdsqkiobjevwdmbdqjtvxgsdef,2.0,,1-892-535-9912,1.0,1.0,U,702.0,R,Lam Research,429019.0
Jlr8366,395379.0,OEDDXRGXLBVLHEOCIQ,xflnbrkalaxssxamnxhezniactzkrrldpespwefegvqramczermglngthczivdul,5.0,30.0,1-570-429-8936,4.0,2.0,M,824.0,O,Owens-Illinois,1825720.0
PXR8367,222496.0,Mubegmrkuxttvaeehq,SPTHXBOXMDHKVKYESLDFZDNWDNCKWQVILDQMBVZAJCQAPJDCKOME,2.0,71.0,1-569-120-9777,0.0,3.0,U,528.0,O,Superior Energy Services,117460.0
ipw8368,290102.0,XDRUOKDWQQGXMSVKKNZET,OVLSAUQGYXHNUNRSGNPRXMEFTHLQADWMJFYCSEEGHWFUOJMASLWUDYR,2.0,92.0,1-826-296-7269,0.0,1.0,W,681.0,O,Pfizer,837365.0
nah8369,380542.0,Fonzctskongoieioghnqnrepnpc,Jzdzpxpkinatfffd,2.0,10.0,1-883-280-1630,1.0,5.0,M,834.0,O,HNI,1213636.0
YXS8370,293577.0,IJDYNMNNGWNCH,Pencyxvsmkxchrlvkxflulsksgm,10.0,89.0,1-755-650-0981,4.0,0.0,M,749.0,R,Applied Biosystems,1705534.0
QKK8371,115659.0,FZRIRYCNCUIYNQWEPEHIVJZOVOYK,Szbsboehlyerksmpqlxkgceifmhsuaooeehqiqjlqzgazqurndabxjnmphbmgrtiochyygzhqfi,,87.0,1-754-361-9055,3.0,5.0,M,609.0,O,Dentsply International,2121657.0
Dtq8372,485918.0,MTFXEDIJJHYYWEQE,Bpqoodqquxqjazstmbrtsptldtghkaqgiucn,7.0,40.0,1-934-013-5103,3.0,5.0,,836.0,O,Eli Lilly,3158778.0
LDT8373,200901.0,IFDFUOQFDLFOQ,Vzttnitxqykzijcjmmuqzclhfnddhbrdb,6.0,36.0,1-088-782-5558,5.0,0.0,W,319.0,O,PSS World Medical,589798.0
Smg8374,286826.0,Vkondpmlivtewfezvvcdzcjibpebib,Btnscgytsmtpdsjuqgnjyeoeoaccnqcsveixpbqlarzochdvohvavpvmqkysrpqbtclly,4.0,63.0,1-772-284-8663,1.0,1.0,D,482.0,O,Country Financial Services,2934120.0
Ymi8375,348662.0,Evrqysjpmuupomolsdemmw,Nveoxjqdijmzxmlvcjxduwmtymkembernjdivxcmyhozxfanxqjcty,3.0,67.0,1-538-848-0859,5.0,0.0,M,539.0,O,Applied Biosystems,1928438.0
Utm8376,318853.0,BVMVEJZTUQDFUPHMXXZGM,pekbzvqhsrheggmoaaebnojnaasjaludlnzwpbjimefifvtfdofgqlrgkuvfavjowgdatu,4.0,93.0,1-062-279-5052,2.0,4.0,D,847.0,O,AGCO,680023.0
qir8377,105361.0,Swyqt,Lrslzuiqtzochhhbugytdlbfhooislsocekwhljjjajajydzyrdarclkaplsmft,0.0,95.0,1-659-414-8987,2.0,1.0,W,714.0,O,Global Partners,1561052.0
YKD8378,399550.0,obplzxguh,Qnpdsiwlvejxmviowcrhsckvoowmgmqgyqifrojijespbtrlweuanjpmrfymvjigsrvlazktaljqwuoq,,29.0,1-153-531-2572,4.0,0.0,,467.0,O,Capital One Financial,3504669.0
eac8379,299806.0,ZPBYZZEQWPZQXRXSDZD,Yefcwgthlsgvplrcorlghrhxwftzovlsjulgaqxwcnncidrchtbhrej,6.0,30.0,1-370-965-6732,2.0,1.0,U,497.0,O,KBR,1226388.0
Snc8380,213536.0,RJRPC,,4.0,86.0,,5.0,4.0,U,604.0,O,Symantec,2047050.0
lyc8381,289455.0,Dymyvqmsoanmerwqfwdivwunubwful,Sjnnmpbjxswxkuajyiofozbtxhowavnltuzgzpwmxfnjbruzvhzeacmpmffagu,3.0,22.0,1-557-860-1422,5.0,1.0,M,698.0,O,Saks,1174967.0
Hyb8382,237620.0,Wjmhmdnpdwogv,YODOTA,1.0,5.0,1-960-310-4747,1.0,2.0,M,403.0,O,Medtronic,3278883.0
cjz8383,293766.0,wqkhtwpqyjbbihninbasoqyxc,Lyexhpmoxkpzayxslysyuopasnjneagbzrtqc,5.0,90.0,1-451-504-7655,0.0,,M,714.0,O,Dean Foods,2537363.0
Nqx8384,136793.0,Wmehiitjuocngl,XTFBHDSWBEQNOETPCIHJGHWBHODQZYCVDINNUDIXLVOOAGPBGGKLKDZGATWCASBODLYTTLGQTP,,73.0,1-715-920-8523,4.0,5.0,S,455.0,O,Ford Motor,1146313.0
Oeq8385,418283.0,Yazklpskjjxhqjzmuivsdvhzitu,Jvgdgfryryfxfluufcluirjvfeoubxqlxtasgbobcgu,5.0,94.0,1-387-767-8789,4.0,2.0,M,642.0,O,Icahn Enterprises,2583488.0
Aiz8386,28204.0,Arlfzpooinbvlgsutvmrydzfqgk,OKHRAOFEPBJDLASSIJSAMACIGQEJLWUOKEXQPYEAZICUPHBBQJ,4.0,73.0,1-985-351-5515,1.0,4.0,W,328.0,U,Roper Industries,3399031.0
STH8387,269022.0,oqbskuyi,Zefzbcsjzfkw,4.0,8.0,1-243-615-9288,4.0,4.0,M,489.0,U,Saks,2430620.0
Gmo8388,31831.0,vvyzqhopqku,gyxfcsaragslfdcnammwilwvakruhpqnrijctv,0.0,51.0,1-899-541-2808,1.0,5.0,U,835.0,O,Mueller Water Products,385940.0
VVF8389,416623.0,qtepnpjsnugatwypgl,Dshazchakrdxhabrswuphesiyufogykqfiafttjtvqnnhycuyyt,5.0,90.0,1-547-489-0555,5.0,5.0,M,567.0,O,Molson Coors Brewing,1164249.0
Bwc8390,123110.0,elnsrgmsqsytyasyf,Pyndfueartjfumiigholgohekscsgbsvaddhjrwuujsvqzbcmhowgmcsna,0.0,62.0,1-604-437-1307,3.0,2.0,,310.0,U,Dun & Bradstreet,
Gab8391,246022.0,Cajntwfj,ggcrfrqlepyqzhounfeibmfjoemrjqsuatntlteplooxvkpt,0.0,80.0,1-247-691-9458,4.0,1.0,W,366.0,O,Volt Information Sciences,857850.0
fzc8392,114486.0,Nfvpbl,CRLGDRJKAGHPLTUM,,28.0,1-129-363-1252,4.0,3.0,M,,,AMC Entertainment,198683.0
EKN8393,435741.0,Bcablagx,Tjqrurcptbshqoicqdyoomkudulhspvqqshokwmzlabyuqrmkixxgpqjnstuedsfubnbpyzyawm,6.0,51.0,1-923-899-8748,1.0,4.0,M,425.0,O,ConAgra Foods,3677526.0
KMK8394,127447.0,Sznhpffyfcatleezqjkcja,rmqwutuehljwlgebovutwmkmjtcxjopsgnlmvjkpjhuefgbxyrophkydxxpbfrihkaezqmrfdv,2.0,40.0,1-368-868-2476,5.0,5.0,D,593.0,R,,845549.0
FZF8395,69855.0,dvwejcwpbjvnjioefwj,Tjbrxcmjkdedrqsygourscomwufewfjxfvvddeurksnbunwgzp,10.0,1.0,1-077-276-3707,2.0,0.0,M,,O,Clorox,2989701.0
len8396,488405.0,FYHXZDOFAANUFJJC,,1.0,44.0,1-219-422-8866,3.0,5.0,M,661.0,O,Flowers Foods,2724881.0
VLM8397,473.0,FFVCZAQWTGLKEPOTSXK,SOPMVXFCRSFPCWUWGQMMXMOJ,2.0,41.0,1-838-203-9428,4.0,2.0,W,494.0,O,Hewitt Associates,2228585.0
mav8398,78269.0,Jbfxwfxi,Jnvgdieertjieijbl,8.0,69.0,1-742-373-5597,0.0,1.0,M,324.0,O,Cablevision Systems,2411133.0
SFQ8399,133210.0,njgquchh,Pczybyndnnjrbkujgulqilefqudcyhqcmpqlotlfwurvqwaomertr,0.0,34.0,,4.0,2.0,W,801.0,R,Vought Aircraft Industries,2006554.0
NFI8400,398312.0,Jdfjfzvpvjojmoxrauyjawe,MVFFMXVYUACZVARVJASVGTIYOKXEQGJCIYVBBCIXI,,11.0,1-622-811-1744,3.0,4.0,U,430.0,O,Scotts Miracle-Gro,1105583.0
Pqm8401,346267.0,vkwsjveychrkcjregcd,ynchwgatjnbmwdcxocktfzpggzaelbsqgcdswsyuzsybchchnncjqxaskrkzpyduxvhrs,8.0,40.0,1-113-760-1602,1.0,1.0,U,590.0,O,Pactiv,2450714.0
ZPN8402,246402.0,PJVKALJGYA,ivihtiucfbudmsptplvihxirzecmyaykiwwggoqebvc,1.0,1.0,1-516-447-4852,,1.0,U,617.0,O,Nasdaq OMX Group,1367113.0
Fht8403,355336.0,XSVEREAACN,mmkpqyfnjonemwxefqk,0.0,93.0,1-560-613-4348,3.0,2.0,M,594.0,O,Timken,1458300.0
xmv8404,277343.0,Ycywterdmnbkuihvgkfyigghdvofxh,Sgfttqbbawgjswynchhgblanjpftvea,1.0,94.0,1-905-127-4490,5.0,0.0,U,,O,Catalyst Health Solutions,2153900.0
kuo8405,448803.0,TGNZQLP,XIXDXEUTYGFWKMBTZSADATTMERGSDCTNRUPAQGI,1.0,44.0,1-122-808-3486,2.0,2.0,W,411.0,O,DynCorp International,693726.0
Gnx8406,494763.0,Deeceotemeru,APAJBOTETSM,1.0,6.0,1-621-293-7749,0.0,,,541.0,O,Pulte Homes,1456507.0
NBI8407,219917.0,wjepvbz,IWLOHMEJNYCQENPSXGANRCOPJBHELDABEOWXMGLICOLWRW,6.0,78.0,1-503-406-8132,4.0,5.0,U,618.0,U,Pantry,613257.0
tci8408,275576.0,BTEKZJKQVRNICWNJFITACV,Ynjfkyvemyweqxvzzcadefprduldpxoderhspsybgdfmoxphwuxwbdlfnabxmpgxe,3.0,3.0,1-447-068-8633,5.0,1.0,W,487.0,O,SAIC,545439.0
lad8409,313667.0,ADQUISMISR,Uycwekapqddljhapqbzdxjfzjpbibtkgvsiixnytnzfknpsyasalcygqnmo,5.0,75.0,1-281-225-2506,0.0,4.0,M,733.0,O,Service Enterprise Group,2352979.0
Gsv8410,117546.0,Mbpjwqtwhuuomoot,Iqkhkwlrmgurnownvehdgzaeahontkphucejyrqoeeepqddtffddlznkpnvdnublcpihwilhwv,1.0,64.0,1-585-185-9026,0.0,2.0,S,788.0,O,Level 3 Communications,2662579.0
