AgencyID,NumberChildren,NumberCars,City,CreditRating,NetWorth,Gender,OwnOrRentFlag,NumberCreditCards,PostalCode,FirstName,LastName,MiddleInitial,AddressLine1,AddressLine2,State
TAH1315,5.0,3.0,Augusta,710.0,1528063.0,,O,4.0,14224,ANNET,TAHARUDDIN,,6580 bingham avenue,,AL
Gli1316,3.0,5.0,Hartford,,209853.0,N,U,,v6s 1r8,Bernice,Glinka,,15880 chestnut rue,,Alberta
Fil1317,0.0,5.0,Pomona,392.0,,m,O,5.0,V6V 1S4,gavin,Filippi,,17536 frostwood crescent,,IL
De 1318,4.0,4.0,Orange,354.0,3058804.0,,O,,19075,kalie,De salis,,14506 ABBOTT WEST,,VT
Let1319,3.0,2.0,Palmdale,529.0,1606513.0,,U,4.0,97208,monroe,Letarte,,15258 winter oaks boulevard,,TX
Shi1320,5.0,2.0,Salt Lake City,509.0,3540880.0,,,9.0,94319,LOGAN,Shingler,,20920 balmoral north,,OR
SHA1321,4.0,4.0,Oklahoma City,764.0,2718726.0,,O,6.0,y5c 1m8,Shanta,SHAKIB,,9137 QUENTIN BOULEVARD,,CT
Gur1322,3.0,0.0,Tulsa,412.0,2710048.0,,O,4.0,A5E 1B1,Kordula,Gurica,,11828 butler park,APT. 784,SD
But1323,2.0,2.0,Ontario,695.0,3592521.0,,O,5.0,V5C 1N4,libbey,Butner,,7409 lexington lane,,OR
Rag1324,1.0,5.0,Toledo,391.0,,,R,0.0,75229,Vivianna,Raghunath,,2792 pike court,,ND
Ban1325,0.0,5.0,Lexington,595.0,292441.0,M,R,10.0,V6O 1Q7,Ardisj,Banigan,,16022 burrell avenue,,Manitoba
Kab1326,5.0,5.0,Cincinnati,597.0,3654357.0,F,R,7.0,M5g 1x5,Yovonnda,Kabel,C,165 columbus park,,Manitoba
CHE1327,0.0,3.0,Indianapolis,555.0,1100613.0,,O,6.0,90283,OLIVE,CHEBA,,21245 weller way,,NV
Ude1328,3.0,1.0,Memphis,356.0,1105369.0,F,R,3.0,h2f 1v3,Muhammad,Ude,,18008 elm south,,CO
KUH1329,2.0,1.0,Manchester,444.0,482261.0,,,9.0,77293,Adore,KUHN,,6860 EMMONDS DRIVE,,MO
Moo1330,5.0,5.0,Manchester,529.0,3331401.0,,U,5.0,91171,Makam,Moorer,C,3312 plummer street,,NM
has1331,4.0,2.0,Dallas,537.0,72664.0,M,O,9.0,v6h 1s9,OSIRIS,hasegawa,,10253 OAK GROVE AVENUE,,DC
bho1332,5.0,1.0,Providence,317.0,1895204.0,f,O,8.0,36681,vilas,bhoday,C,19435 montfort road,,VT
Pag1333,3.0,2.0,Akron,434.0,40488.0,F,,1.0,79953,matelda,Pagi,,512 northland street,,LA
Van1334,3.0,4.0,St. Louis,309.0,3234538.0,f,R,9.0,78231,Arabel,Van kessel,,14705 waldemar boulevard,,NC
Fur1335,0.0,1.0,Fort Collins,384.0,1927631.0,M,O,9.0,77222,brett,Furst,W,19748 alexis upper,,UT
Car1336,4.0,5.0,Las Cruces,840.0,875273.0,f,R,4.0,V6b 1p6,Goldia,Cardozo,,10959 throckmorton east,,OK
bry1337,5.0,4.0,West Valley,469.0,1800722.0,m,R,6.0,V6L 1S2,jacklin,brydges,,23949 SCOTCH PARK,,WA
Ahm1338,2.0,1.0,Fort Wayne,746.0,2317949.0,,U,8.0,V6q 1s7,shela,Ahmad,,15263 ridge creek avenue,,NC
Spe1339,0.0,3.0,Winston-Salem,521.0,3889367.0,,O,8.0,h5l 1q1,Shane,Spearman,P,10585 jensen park,,WA
God1340,3.0,1.0,Sterling Heights,843.0,63801.0,,O,3.0,77187,LOLLY,Godsoe,P,1968 lemming lower,,HI
pla1341,,4.0,Washington,846.0,2356169.0,M,U,3.0,27710,franklyn,plastina,,18947 fresco lane,,TN
Bar1342,4.0,1.0,Aurora,426.0,1407956.0,,O,4.0,79952,YUEN,Barry,X,4095 alonzo boulevard,,IL
rum1343,2.0,5.0,Memphis,833.0,2229772.0,,O,9.0,68129,open,rumley,B,21669 yesler north,,MT
cud1344,1.0,2.0,Stockton,306.0,3729163.0,,R,3.0,94210,Wally,cuddy,L,7740 royalton road,,AR
Dem1345,4.0,0.0,New York,567.0,803737.0,f,O,10.0,H2e 1u9,marj,Demone,,24309 westpark avenue,,AK
KON1346,,4.0,Mesquite,429.0,2638958.0,,O,4.0,94443,Louise,KONOMIS,,21477 JUNIPER CRESCENT,,MA
MEL1347,1.0,0.0,Las Cruces,826.0,2192090.0,,O,6.0,99207,Jeff,MELTON,,20858 university drive,,Alberta
KER1348,,3.0,Inglewood,433.0,980763.0,f,R,1.0,M8b 1v6,Melissa,KERR,M,23070 waldemar road,,NC
Lud1349,2.0,5.0,Charlotte,459.0,3242031.0,m,O,,V6o 1v3,LYNNETT,Ludwick,U,15162 morton upper,,AZ
Rus1350,5.0,0.0,Thousand Oaks,610.0,3150691.0,,O,10.0,70810,NAKINA,Russett,,10253 oak grove avenue,,HI
RAN1351,1.0,0.0,Fayetteville,367.0,673563.0,F,R,10.0,M7M 1C2,painterson,RANGEL,C,24200 north crescent,,TX
Nag1352,4.0,,Hartford,303.0,3813942.0,F,O,2.0,38195,Melony,Nagy,,17812 mesa upper,,VA
ben1353,,0.0,Hialeah,695.0,3044826.0,,O,2.0,98152,carissa,benedek,V,13500 GRIFFIN LOWER,,AZ
Cra1354,4.0,2.0,Charleston,556.0,1951847.0,f,O,5.0,M5A 1Z6,Wing-man,Crabe,S,1698 COURTLAND EAST,,MA
Jun1355,,3.0,Huntington,396.0,436290.0,,O,5.0,h2d 1u3,Phebe,Juni,O,19097 foxfire north,,AR
LOV1356,2.0,4.0,Dover,635.0,553636.0,,O,3.0,20053,RHIANON,LOVETT,U,24674 WINDCHIME COURT,,British Columbia
COL1357,1.0,0.0,Charlottetown,,575452.0,f,R,5.0,06524,ireland,COLANTONIO,,19168 cleburne drive,,AR
Dav1358,0.0,1.0,St. Louis,840.0,3806825.0,f,U,0.0,v6p 1w5,kayle,Davis,,293 conier avenue,,New Brunswick
per1359,2.0,1.0,Boston,531.0,2216247.0,f,U,5.0,85265,josanne,personna,E,1063 dunbar lower,Apt. 109,MD
nau1360,3.0,3.0,Santa Clara,707.0,1694250.0,M,O,1.0,78727,YUNG,naugle,,5398 collier crescent,,Ontario
MIL1361,2.0,3.0,Garland,532.0,628762.0,,U,6.0,10013,Alecia,MILLARD,O,18171 CROSSUS BOULEVARD,,NY
med1362,3.0,4.0,Raleigh,418.0,,f,O,3.0,91154,berny,medioni,,12530 clower crescent,,GA
NAL1363,2.0,3.0,Tacoma,,2427341.0,,O,1.0,55419,Louise,NALLENGARA,,12470 WOODTIMBER SOUTH,,Saskatchewan
COL1364,0.0,2.0,San Buenaventura,766.0,1660523.0,,O,4.0,E7o 1k5,Marget,COLOADS,,11194 brook meadow court,,CT
ott1365,2.0,,Bakersfield,701.0,1659566.0,,U,3.0,33310,KITT,ottawa,H,2453 baker way,APT. 57,KY
mch1366,4.0,5.0,Topeka,753.0,2509452.0,m,O,5.0,90153,Ariella,mcharg,,5263 wayne drive,,IA
las1367,2.0,1.0,Sydney,634.0,154720.0,,O,7.0,38173,dorene,lashmit,U,7938 lynnfield crescent,Suite 328,Alberta
Gil1368,4.0,0.0,Miami,597.0,,,U,1.0,h2a 1v8,josie,Gillette,Z,10416 SLANEY COURT,,TX
hob1369,4.0,0.0,Stamford,780.0,813623.0,,O,8.0,29419,ENRIKA,hobbs,A,23787 hosta park,,NE
Len1370,2.0,2.0,Springfield,636.0,919479.0,m,O,7.0,43219,Maddy,Lenz,,232 lyle park,,SD
toh1371,4.0,0.0,Baton Rouge,528.0,409447.0,F,,8.0,90776,JOICE,tohama,V,2476 CONCHO DRIVE,,Quebec
Prz1372,2.0,0.0,Montgomery,728.0,2559343.0,F,R,4.0,63165,ABDALLAH,Przybycien,W,18479 travis north,,WA
Sho1373,3.0,2.0,St. Petersburg,684.0,1511125.0,,O,1.0,19235,Tisha,Shoemaker,I,13892 jennings road,,WI
Smo1374,1.0,1.0,Jackson,545.0,49538.0,M,O,5.0,72213,rosie,Smoot,,22480 lenwood street,,ME
BAD1375,1.0,5.0,San Buenaventura,775.0,393218.0,,U,6.0,M9f 1s4,Howard,BADGER,,1191 highland park lane,,SD
Mon1376,0.0,3.0,Inglewood,545.0,1803483.0,M,,3.0,92050,JOY,Montgomery,T,18354 dodd court,,SD
Gos1377,2.0,0.0,Hamilton,687.0,2198139.0,m,R,9.0,23465,Ashil,Goss,,2777 durand crescent,,British Columbia
PAG1378,4.0,0.0,Atlanta,,2949084.0,,O,5.0,v5b 1n5,Hennrietta,PAGI,,23485 sinclair upper,,MO
Leh1379,4.0,4.0,Erie,440.0,3498191.0,m,U,10.0,60748,Collie,Lehtinen,,2755 rodeo court,,AK
Wai1380,3.0,3.0,Augusta,682.0,2782578.0,F,R,3.0,64134,Alison,Wai,,3542 blount boulevard,,ID
Wol1381,0.0,3.0,Bellevue,735.0,2885533.0,,O,0.0,81003,Enzo,Wolter,J,2055 EVANS EAST,,IN
LON1382,0.0,3.0,Chicago,412.0,2512324.0,m,O,5.0,36102,Gussie,LONERGAN,,348 fennel way,,NE
Fur1383,4.0,5.0,Oxnard,572.0,1479245.0,,O,10.0,76003,Marylou,Furgerson,,22326 COLONIAL LOWER,Suite 14,WV
The1384,3.0,2.0,Montreal,809.0,298187.0,,R,1.0,19240,Fotini,Theriault,,14566 wisteria road,,WY
wat1385,3.0,0.0,Chula Vista,808.0,3586500.0,M,U,,93808,Arabelle,watford,,13075 vinson road,,Alberta
Haw1386,2.0,2.0,Columbia,841.0,3992559.0,,O,7.0,V6l 1r5,Roby,Hawkins,,2034 bissonnet rue,,RI
Liv1387,0.0,2.0,Madison,664.0,1362382.0,m,O,8.0,80111,Shakoor,Livingstone,,5917 addax avenue,,MO
PAT1388,4.0,4.0,Irvine,479.0,,,O,7.0,10053,Kataryna,PATON,B,20758 mason crescent,,NE
Tab1389,1.0,0.0,Lansing,608.0,3733098.0,,O,10.0,77038,Leesa,Tabler,,2103 campbell boulevard,,British Columbia
Mul1390,4.0,5.0,Cedar Rapids,364.0,1542024.0,m,R,8.0,53218,Annecorinne,Mullarney,,9792 cedar springs lane,,MA
Laa1391,3.0,1.0,Bellevue,815.0,1162138.0,,O,9.0,h5j 1q8,Walley,Laale,,7837 howell court,,MD
Rho1392,5.0,0.0,Oshawa,459.0,,,U,5.0,T6D 1E3,kassi,Rhodenizer,D,7357 crosby drive,,IA
RAN1393,0.0,1.0,West Valley,416.0,3685624.0,,R,4.0,33716,ELISSA,RANJAN,,19419 sycamore south,,OK
Van1394,,4.0,Whitehorse,509.0,3582803.0,,O,1.0,90087,chak-hong,Van hoy,G,21813 purdue upper,,KS
Slo1395,3.0,3.0,Macon,379.0,3737128.0,,R,10.0,81002,Gerhardine,Slobodrian,,19453 wisteria east,,AZ
Kra1396,0.0,2.0,Plano,391.0,2603020.0,m,U,0.0,99566,gerrilee,Krawchuk,O,2415 EDGSON DRIVE,,WA
Lea1397,2.0,4.0,Edmonton,342.0,2661754.0,M,O,10.0,v6z 1s7,Coila,Leaver,,4941 beardsley north,,IL
Rez1398,2.0,4.0,San Francisco,426.0,656351.0,,O,0.0,79940,Kissiah,Reznechek,R,5653 WORTH DRIVE,apt. 816,New Brunswick
Mul1399,0.0,1.0,Berkeley,647.0,425861.0,m,R,2.0,t5d 1p9,DARLA,Mulroney,,10887 PIKE EAST,,CT
Mic1400,3.0,1.0,Naperville,800.0,2868510.0,,U,4.0,m6s 1h2,melonie,Micucci,U,24246 carlisle drive,,DC
adk1401,0.0,1.0,Escondido,801.0,3361065.0,m,O,6.0,90011,BERNARDINE,adkinson,,4107 pasadena upper,Apt. 410,NV
arb1402,0.0,1.0,Chandler,480.0,2645298.0,,O,7.0,22334,THANH-HOA,arbuckle,I,1692 FAIRDALE WEST,,NM
loy1403,0.0,4.0,Montpelier,505.0,13946.0,,,5.0,V6m 1v9,OTHILIA,loyer,,21072 winsome avenue,,New Brunswick
Ber1404,2.0,2.0,Wichita,756.0,1170286.0,,O,8.0,01612,sati,Berna,,16825 bittercreek way,,Manitoba
mor1405,1.0,0.0,Fairbanks,525.0,2699550.0,,O,6.0,M1G 1R6,DELBERT,moritz,W,17508 WELLER WEST,,Nova Scotia
QUE1406,4.0,5.0,London,432.0,1459577.0,,O,1.0,35820,clarette,QUEK,,7331 courtland park,,MT
Goo1407,3.0,0.0,Mesquite,304.0,1323264.0,C,O,10.0,h2c 1y3,kelcey,Goos,,15246 dunn park,,GA
Kir1408,3.0,1.0,Greensboro,402.0,2270741.0,,O,2.0,60815,lexis,Kirouac,,1322 OASIS DRIVE,,Manitoba
ber1409,3.0,2.0,Yonkers,459.0,1362251.0,m,O,,38194,Jeanne,bergeson,,16512 rio grande east,,Alberta
pol1410,5.0,4.0,Kitchener,823.0,3863190.0,f,O,3.0,V6H 1U9,BAOMINH,poley,D,15932 whale upper,,MI
MOU1411,4.0,,Sunnyvale,738.0,20910.0,,U,0.0,23463,Naresh,MOULTON,T,19744 taylor crest street,,MI
Sto1412,0.0,2.0,New Orleans,532.0,3505829.0,,O,4.0,X5E 1U1,Tana,Stowe,,18791 richmond south,,MS
Rei1413,,0.0,Sacramento,394.0,3127863.0,M,O,1.0,43234,Karrah,Reichow,,5835 BITTERCREEK NORTH,,WY
mej1414,4.0,2.0,Mobile,793.0,464964.0,,O,0.0,80018,Kary,mejdal,W,12543 edgewood avenue,apt. 25,Nova Scotia
zub1415,5.0,5.0,Hayward,765.0,,,O,10.0,V6c 1t2,Sherman,zubricki,C,22802 alonzo avenue,apt. 948,MS
Hai1416,1.0,3.0,Hilo,574.0,1265549.0,m,O,4.0,75209,TRACEY,Haigh,,22186 viking street,,CT
bri1417,2.0,1.0,Sterling Heights,380.0,3047478.0,M,O,1.0,06110,jackson,brightwell,,1701 gold east,,Quebec
BAR1418,5.0,1.0,Santa Clara,369.0,2737122.0,,R,8.0,X7i 1r1,Twila,BARHAM,,3690 PLUMB BOULEVARD,,MT
atl1419,4.0,2.0,Madison,664.0,2940471.0,,O,4.0,19114,BERNICE,atlantic,,9907 upton south,,NM
kum1420,1.0,2.0,Dayton,768.0,3846613.0,f,R,9.0,95205,letisha,kumamoto,N,18830 smithdale street,,MO
cra1421,4.0,2.0,Spokane,604.0,1240712.0,M,O,1.0,93332,Florette,crawhall,,679 windsor west,,British Columbia
Jen1422,2.0,0.0,Reno,,2347150.0,,R,2.0,19202,Jozef,Jenkins,A,7266 cherry upper,,NJ
ony1423,3.0,2.0,Newport News,801.0,,,R,7.0,v6q 1w7,RINA,onyshko,,7458 denton boulevard,,Ontario
and1424,1.0,0.0,Dayton,413.0,3959952.0,F,,3.0,75026,GRATIANA,andrassy,,9907 upton south,,NY
Sab1425,3.0,,Lowell,484.0,1609930.0,,O,5.0,20056,Aniko,Sabol,,5810 sinclair park,APT. 736,SC
HAS1426,1.0,5.0,Bellevue,389.0,3463678.0,m,R,1.0,94391,Iseabal,HASHIMOTO,,24178 turtle creek street,,WY
ber1427,2.0,1.0,Portland,647.0,359148.0,,O,7.0,m5a 1y5,KWAN,bergman,,3731 CAPITAL COURT,,UT
mol1428,2.0,3.0,Ottawa,475.0,2118243.0,,O,7.0,V6c 1r8,devan,molnar,,12610 presido road,,MT
Nem1429,5.0,,Ottawa,364.0,2092878.0,,R,2.0,45205,Sissy,Nemeth,O,22632 country road,,Ontario
nor1430,4.0,,Des Moines,340.0,403057.0,,O,2.0,99559,Armando,norczen,,8989 SPICEBRUSH STREET,,CO
HUS1431,,0.0,Salinas,699.0,2636894.0,f,R,8.0,95298,Flore,HUSSEIN,,6243 gaylord way,suite 122,MO
KAY1432,1.0,2.0,Independence,353.0,1360004.0,f,O,4.0,23239,Timmy,KAYSER,,4144 lake park lane,,AL
Soi1433,5.0,1.0,Garland,351.0,2922377.0,,U,4.0,04103,CARLOTA,Soin,U,11480 FENNEL SOUTH,,MT
Bun1434,1.0,0.0,Durham,339.0,1144785.0,F,R,6.0,V6c 1t6,Christen,Bundschuh,,9023 TAMARIND RUE,,WI
Kin1435,3.0,3.0,Kitchener,832.0,690738.0,F,O,8.0,v6s 1t1,mora,Kinahan,,13619 WITHERS UPPER,,TX
JED1436,3.0,2.0,Dayton,717.0,791534.0,,O,7.0,95192,danika,JEDRYSIAK,,23822 marvin crescent,,DC
val1437,5.0,3.0,Augusta,607.0,400038.0,,O,0.0,02102,Sammy,valerien,O,17714 viking road,,AR
Wen1438,3.0,1.0,Ann Arbor,722.0,2804529.0,,O,,V6g 1q6,SHUO,Wenham,,7751 DARLINGTON PARK,,ND
ZIM1439,2.0,4.0,Scottsdale,560.0,3705739.0,,O,3.0,36106,Anna-diane,ZIMMERMANN,A,9863 BOLL BOULEVARD,,AK
Yuh1440,0.0,1.0,Irvine,327.0,1798130.0,,O,1.0,v6i 1r6,Thi,Yuhanna,,13347 NORWALK ROAD,,OH
Lat1441,2.0,2.0,Wichita,747.0,3502432.0,F,O,5.0,58501,lyndsey,Lathangue,D,21245 weller way,,Ontario
STO1442,0.0,2.0,Biloxi,712.0,2074888.0,f,,1.0,90164,Steven,STOKOSKI,G,22986 norfolk lane,,British Columbia
pea1443,5.0,2.0,Durham,410.0,1140159.0,M,O,9.0,m2r 1d9,Karlon,peate,,7321 spring valley way,,LA
ham1444,1.0,4.0,McAllen,317.0,1007843.0,m,,1.0,60819,Azam,hampson,,15883 BALTIC SOUTH,,ME
ESH1445,1.0,,Whitehorse,390.0,3454615.0,M,O,0.0,14224,Tabatha,ESHELMAN,,3681 holly knoll crescent,,OR
KOS1446,1.0,1.0,Stockton,698.0,1208329.0,,O,,H2g 1y7,nic,KOSASIH,,2082 GEMINI COURT,,WI
Hol1447,3.0,3.0,Jacksonville,400.0,2078508.0,F,O,0.0,35828,Bruno,Holland,,4640 BEDFORD PARK,,LA
gor1448,1.0,1.0,Oshawa,306.0,765655.0,F,O,8.0,80076,Pet,gores,,17442 TALLOWOOD UPPER,,Manitoba
dao1449,5.0,3.0,Beaumont,748.0,,,U,3.0,V6h 1p6,Marianna,dao,,14835 westover boulevard,,AK
fri1450,5.0,5.0,Raleigh,382.0,1197470.0,f,O,7.0,78297,ko,frie,,7527 whale drive,,NJ
wes1451,5.0,0.0,Hollywood,353.0,180887.0,,O,1.0,85745,Corissa,westfall,,2792 pike court,,UT
Rid1452,2.0,1.0,Pasadena,620.0,1500237.0,,O,,52410,Kial,Ridgway,,509 alicia avenue,,WI
REC1453,0.0,2.0,Fullerton,579.0,506636.0,,O,3.0,94526,Pojanart,RECEIVING,G,18699 POTOMAC BOULEVARD,,OH
Cor1454,3.0,2.0,Chicago,487.0,382143.0,,O,10.0,48267,Beau,Corlett,,19611 mesa lane,,UT
RUT1455,3.0,4.0,Scottsdale,,200505.0,,O,6.0,22311,Edmond,RUTHERFORD,Y,2856 courtland east,,IN
her1456,4.0,2.0,Vancouver,526.0,145414.0,M,R,10.0,M5d 1x3,Merlin,hershberger,O,1585 fulton drive,,IL
EAR1457,2.0,2.0,Fairbanks,587.0,789534.0,M,O,4.0,H2f 1v8,nerita,EARNHARDT,,947 mcshann avenue,,MO
Hew1458,,2.0,Ottawa,835.0,747028.0,f,,4.0,76101,wong,Hews,,14987 oak grove west,,VA
Sch1459,0.0,5.0,Baltimore,483.0,2365399.0,,O,1.0,44309,Geetha,Schrang,G,16568 bellflower north,Apt. 746,AR
wai1460,1.0,5.0,Erie,495.0,2593403.0,m,O,4.0,t5a 1z8,Virgil,waines,,13352 beauregard lower,,DE
kri1461,3.0,0.0,San Antonio,562.0,1373375.0,M,O,,H2b 1v3,CALYPSO,kriegler,,13890 SNEAD PARK,,VT
Tow1462,4.0,4.0,Vallejo,654.0,1126411.0,F,R,6.0,14615,Etty,Townley,L,20156 southlake drive,,NV
Cha1463,1.0,,Lansing,699.0,2231842.0,m,O,0.0,94289,SANJOY,Chappell,,12787 holly court,,ND
aok1464,4.0,2.0,San Buenaventura,627.0,1179864.0,M,O,6.0,43236,BEA,aoki,A,17194 VALITA WEST,,WA
Ser1465,2.0,3.0,Toledo,761.0,1887611.0,F,O,6.0,T6a 1i3,Sharai,Seroka,V,18716 greene drive,,IN
Pro1466,5.0,3.0,Pembroke Pines,364.0,3818897.0,M,O,8.0,93384,WIESLAWA,Procca,,2560 WILLOWLAKE ROAD,,OK
Lei1467,1.0,0.0,Corona,425.0,1557145.0,f,O,5.0,99204,jolyn,Leitch,,22645 rosedale lane,,IL
kri1468,4.0,,Providence,569.0,3743113.0,m,,10.0,v6i 1s4,ADELAIDA,kristjanson,,24943 jack road,apt. 746,AZ
Bab1469,4.0,2.0,Washington,,267902.0,m,O,10.0,80933,Marjie,Baber,F,1194 burgoyne lower,,WY
DIP1470,4.0,0.0,Palmdale,584.0,1554714.0,,O,9.0,37914,Dick,DIPIERRO,N,22760 SAVANNAH BOULEVARD,,MS
pin1471,3.0,4.0,Casper,738.0,1785849.0,F,O,9.0,38113,Zaven,pineau,S,17021 edwards crescent,,WY
Hau1472,2.0,0.0,Denver,432.0,3000691.0,,O,5.0,M4L 1O4,Vinnie,Hautanen,,22201 westmere north,,CT
Bin1473,1.0,1.0,Atlanta,,3170300.0,M,O,7.0,90364,Wanda,Binnington,,14495 valita road,,DC
Pir1474,0.0,5.0,Atlanta,758.0,1789875.0,M,O,8.0,V6h 1t6,Prams,Pirkey,,19119 FOUR POINTS CRESCENT,,CA
Gra1475,1.0,5.0,Simi Valley,354.0,2698625.0,F,O,5.0,79424,Cacilia,Gravitt,,590 cedar crescent,,Quebec
ROZ1476,5.0,4.0,Tucson,837.0,3471479.0,,O,10.0,92035,caralie,ROZUMNA,N,6667 regal bluff road,,WY
Har1477,5.0,3.0,Yellow Knife,405.0,1921541.0,f,O,6.0,50303,Mamoru,Harold,F,5359 gaylord lane,,DE
ket1478,2.0,2.0,El Monte,707.0,3611018.0,f,R,,v6f 1p6,Carmencita,ketchum,,2995 robbins south,,IL
Hol1479,1.0,0.0,St. Johns,811.0,2973756.0,M,O,0.0,Y1a 1f7,Zarah,Hollenbeck,,20487 vickery lower,,Saskatchewan
obr1480,0.0,5.0,Durham,616.0,3055483.0,,R,3.0,H7e 1u6,Svend,obrecht,,1681 KETCH LANE,,WY
Laf1481,1.0,5.0,Rockford,764.0,3458800.0,f,O,4.0,75040,Ali,Laflamme,R,22190 saunders street,,OR
Bit1482,4.0,,Erie,603.0,101009.0,,,1.0,35872,barbra,Bittman,,11483 bonaventure park,,NE
irv1483,4.0,,Thousand Oaks,738.0,2274366.0,,U,5.0,93667,JANETTA,irving,M,1253 kingsbridge upper,,VA
mos1484,4.0,5.0,Warren,417.0,1663960.0,F,O,4.0,29203,Zsazsa,mosley,R,7046 LANDERA STREET,,OK
Dem1485,5.0,1.0,Hamilton,487.0,1704190.0,,O,1.0,67235,Ermengarde,Demidenko,,8701 vendo south,,Manitoba
Mcg1486,1.0,4.0,Provo,725.0,,m,O,5.0,62701,Dredi,Mcguigan,,8072 HUGHES WEST,,WI
har1487,5.0,5.0,Buffalo,667.0,2808793.0,,R,2.0,94388,Kalle,hartin,F,7154 stuart street,,CT
PAT1488,1.0,3.0,Cleveland,305.0,3196105.0,,O,4.0,36634,MIKAELA,PATCHSQA,,20039 DECATUR EAST,Apt. 948,WI
COU1489,4.0,4.0,West Covina,403.0,3544876.0,F,O,2.0,93851,Walter,COURTNEY,,24683 MEADOWLARK BOULEVARD,,Ontario
Ker1490,3.0,5.0,Milwaukee,569.0,1670772.0,,O,10.0,83404,Matty,Kerner,,20823 WEST CHAPEL AVENUE,,NV
Lyo1491,1.0,0.0,Buffalo,344.0,540493.0,,R,9.0,v6b 1t4,Shaw,Lyons,,6072 wesleyan lower,,British Columbia
Grz1492,2.0,4.0,Orange,421.0,1555520.0,f,O,1.0,94242,Nanny,Grzesik,,181 nowita drive,,Manitoba
DON1493,4.0,2.0,Norfolk,745.0,1846931.0,,R,9.0,M5a 1x3,angelika,DONOHOE,,22863 tanner street,,WI
hub1494,1.0,1.0,Buffalo,754.0,434760.0,,O,9.0,99730,rosemary,hubers,,11930 ALABAMA SOUTH,,MD
Vas1495,3.0,0.0,Bakersfield,542.0,198000.0,m,O,8.0,T6D 1C2,Melissa,Vasilopoulos,L,6480 rockhill crescent,Apt. 178,SC
CRI1496,3.0,1.0,Philadelphia,427.0,1724612.0,F,O,4.0,V6W 1P1,Ann-marie,CRISWELL,O,4437 stonehill drive,,Saskatchewan
FRI1497,0.0,4.0,New York,523.0,103055.0,f,R,2.0,28245,Virgina,FRIESEN,,13112 lynnfield east,,MI
Bau1498,2.0,4.0,Laredo,407.0,3328645.0,M,O,0.0,78219,annecorinne,Baumberg,Q,17973 scanlin north,Apt. 347,New Brunswick
lor1499,1.0,2.0,Fremont,433.0,,,O,10.0,T5D 1Y8,thomson,lorenzo,,7785 rusk boulevard,,ID
SHA1500,3.0,0.0,Salem,641.0,1466155.0,,O,3.0,20005,POWELL,SHAMBLIN,W,1191 highland park lane,,DC
sch1501,2.0,0.0,Garland,704.0,812636.0,M,O,8.0,M7n 1a8,Cho,schavone,A,21665 GEMINI EAST,,NE
kam1502,3.0,3.0,St. Petersburg,768.0,2635070.0,F,O,7.0,T6D 1H2,SILVA,kamal,,888 bonaventure west,,ME
Sel1503,5.0,1.0,Washington,648.0,847812.0,m,U,8.0,V6v 1r9,Shari,Selkirk,,17947 ventura east,apt. 266,Saskatchewan
Ghe1504,4.0,1.0,Corona,401.0,382620.0,,O,10.0,53227,Mellisent,Ghelarducci,,18458 yorkchester west,,VT
SHI1505,1.0,4.0,Independence,548.0,3389560.0,m,O,4.0,m7o 1b4,Bruno,SHIBBERU,,18688 eaton drive,Apt. 218,FL
Abo1506,3.0,3.0,Savannah,666.0,898322.0,F,R,6.0,M5d 1v4,Delfin,Abou-ezze,,20940 shearer drive,,CA
LAH1507,0.0,5.0,Whitehorse,745.0,3489904.0,,O,8.0,x1h 1s1,Marcia,LAHEY,Y,14778 palm south,,WI
Bol1508,4.0,4.0,Cincinnati,310.0,324039.0,m,O,5.0,93805,Annalee,Bolli,U,17723 ridgelea lane,,ID
fis1509,1.0,0.0,West Covina,419.0,492431.0,,O,7.0,94196,Romy,fisprod,J,5822 EDWIN BOULEVARD,Apt. 841,MI
JOI1510,1.0,2.0,Birmingham,310.0,884983.0,,O,7.0,72267,florry,JOINER,,17334 LAVENDER STREET,,ND
Jak1511,3.0,4.0,Winnipeg,490.0,3928613.0,M,R,0.0,H7e 1s1,Alok,Jakstys,Q,7819 green park,,MI
Sur1512,0.0,5.0,Victoria,800.0,2774428.0,,O,0.0,94457,Anneliese,Surazski,,11480 fennel south,,IA
Hel1513,3.0,1.0,Coral Springs,450.0,646041.0,,O,9.0,45220,emran,Heller,,2798 1st east,,IN
pre1514,5.0,2.0,Arlington,643.0,2973599.0,,O,2.0,H5l 1r2,miriam,preville,,18583 granbury street,,ND
Gli1515,3.0,0.0,Durham,820.0,2894887.0,,O,6.0,89121,Ashlee,Glinski,,20622 mcafee court,,CO
ann1516,2.0,4.0,Santa Ana,352.0,2103192.0,f,O,2.0,36149,TORY,annabelle,D,22461 morton east,Apt. 511,IA
Kno1517,2.0,3.0,Cedar Rapids,820.0,3085760.0,F,U,5.0,V6O 1W3,BIDGET,Knowles,,6244 havenridge boulevard,,MA
Mic1518,5.0,1.0,Iqaluit,470.0,1234065.0,,U,10.0,60780,morna,Michailov,I,13142 VINSON LANE,,Nova Scotia
efs1519,3.0,2.0,Corpus Christi,624.0,3173199.0,f,R,4.0,M7n 1b4,Faina,efstration,,10014 MERCER LOWER,,TX
Har1520,5.0,,El Monte,693.0,1106177.0,M,O,3.0,55153,cesar,Harman,,2808 hancock north,,VA
