CreditRating,MiddleInitial,OwnOrRentFlag,Age,NumberChildren,AddressLine2,City,NetWorth,Employer,Phone,NumberCars,State,NumberCreditCards,Gender,LastName,AgencyID,FirstName,AddressLine1,Country,MaritalStatus,Income,PostalCode
,,U,49.0,4.0,,Sterling Heights,823819.0,Atmos Energy,1-769-010-6742,3.0,WI,2.0,M,holdren,hol411,Tedra,3561 hilltop lower,United States of America,D,36596.0,68508
702.0,,R,22.0,3.0,,Toronto,1279474.0,Visteon,1-521-013-9070,4.0,British Columbia,6.0,m,YEDEMA,YED412,Carly,15129 ROSEMAN UPPER,United States of America,D,289137.0,60634
314.0,,R,16.0,3.0,,Great Falls,1723410.0,Molex,1-793-128-8100,1.0,Quebec,7.0,,GIAMBERARDINO,GIA413,sangman,16777 stanford avenue,United States of America,U,454271.0,64130
363.0,,O,71.0,1.0,,Charlotte,3099344.0,OfficeMax,1-918-771-5318,1.0,OK,1.0,M,TOOTHMAN,TOO414,Sashenka,11790 graves west,United States of America,M,296199.0,85044
467.0,,O,84.0,1.0,,Fairbanks,3268514.0,VeraSun Energy,1-593-981-3882,5.0,WI,10.0,M,Seiple,Sei415,Kenneth,19931 runyan crescent,Canada,M,439149.0,v6t 1u4
494.0,,O,36.0,0.0,Apt. 250,Fort Wayne,3782981.0,Oil States International,1-299-722-3778,3.0,SD,6.0,M,RENDON,REN416,Kare,3681 HOLLY KNOLL CRESCENT,United States of America,S,304065.0,19048
653.0,,O,94.0,4.0,,Little Rock,103988.0,Ruddick,1-311-843-6163,,New Brunswick,1.0,,Saxena,Sax417,lani,14290 BARBERRY RUE,United States of America,D,228020.0,60744
337.0,,R,86.0,5.0,,Glendale,2211238.0,Public Storage,1-987-774-4255,2.0,NV,3.0,m,deslauriers,des418,herschel,2648 miller street,Canada,W,158386.0,23465
701.0,,O,,5.0,,Waterbury,1719692.0,PG&E Corp.,1-582-851-4667,1.0,MS,0.0,,KUHN,KUH419,koen,6454 kiel upper,United States of America,S,,64144
632.0,A,O,44.0,5.0,,Abilene,1068987.0,Portland General Electric,1-748-807-5619,5.0,MT,10.0,,mencer,men420,Idt,18338 bailey park,Canada,S,334302.0,S7d 1n4
774.0,F,O,62.0,5.0,,Sherbrooke,3841340.0,Northrop Grumman,1-668-942-2081,1.0,NE,1.0,F,Adolfie,Ado421,Ashly,3624 shelter way,United States of America,D,461356.0,30303
589.0,,O,31.0,3.0,apt. 68,Bismarck,3119163.0,UGI,1-835-309-0718,3.0,Quebec,2.0,m,SHAMES,SHA422,Hadi,12267 SPAULDING PARK,United States of America,M,68100.0,55177
574.0,,O,39.0,,,San Diego,428749.0,PC Connection,1-029-745-0264,1.0,British Columbia,7.0,,mcminn,mcm423,ITALO,11538 KIMBERLEY BOULEVARD,Canada,M,426915.0,10182
342.0,,U,32.0,1.0,Suite 162,Honolulu,2815691.0,Alaska Air Group,1-034-268-2410,0.0,OK,6.0,F,vermette,ver424,NANCY,13056 beatty way,United States of America,S,415992.0,19108
305.0,,O,97.0,5.0,,Baton Rouge,,Kroger,1-351-767-4357,4.0,WY,4.0,,Burrowes,Bur425,CANDACE,22787 UNIVERSITY CRESCENT,United States of America,M,,t6c 1k9
647.0,C,O,84.0,2.0,,Wichita,1842060.0,Dean Foods,1-220-502-9436,2.0,VA,2.0,f,kauffeldt,kau426,mariaelena,17027 9TH ROAD,United States of America,M,152237.0,23278
595.0,W,O,37.0,5.0,Apt. 486,Ontario,798572.0,Flowserve,1-917-467-8858,,New Brunswick,7.0,f,mcconnell,mcc427,nathalie,3238 SKILLMAN COURT,United States of America,D,200548.0,M7o 1b1
426.0,P,O,68.0,1.0,,St. Johns,1392742.0,,1-581-355-8837,0.0,MD,2.0,M,Uberig,Ube428,Tedda,22461 MORTON EAST,United States of America,M,84477.0,77001
589.0,O,O,14.0,0.0,,Casper,408801.0,Quest Diagnostics,1-902-687-8840,4.0,OH,0.0,m,Selisker,Sel429,olympie,21889 west court,United States of America,,4497.0,m6u 1g8
777.0,,O,34.0,1.0,,Paterson,3118464.0,Bob Evans Farms,1-018-440-3314,5.0,RI,9.0,,maint,mai430,martha,10724 voss lower,United States of America,W,118996.0,85017
768.0,,O,52.0,4.0,,Buffalo,2876206.0,FMC Technologies,1-088-562-9127,3.0,LA,9.0,f,NISHITH,NIS431,VALERIA,13653 collier avenue,United States of America,U,,33131
505.0,,O,98.0,3.0,,Lansing,2351716.0,HealthSouth,1-392-708-4577,5.0,WI,6.0,,Holvey,Hol432,GIANNA,10638 QUENTIN PARK,United States of America,M,249611.0,85012
,,O,20.0,4.0,,West Valley,524711.0,Calumet Specialty Products,1-871-818-2480,5.0,New Brunswick,2.0,,loggins,log433,rickey,4139 PACE LOWER,United States of America,,198480.0,59406
418.0,,O,,0.0,,Santa Clara,2574607.0,Sovereign Bancorp,1-084-880-2764,0.0,New Brunswick,6.0,,Frampton,Fra434,jennine,6795 greenspoint street,United States of America,U,323601.0,V5d 1n1
729.0,,O,48.0,0.0,,Wilmington,545131.0,Spansion,1-089-951-8709,2.0,AK,10.0,M,stronski,str435,Jerome,10117 college upper,United States of America,D,279066.0,33608
676.0,O,O,14.0,3.0,,North Las Vegas,2543419.0,Valassis Communications,,3.0,NV,9.0,f,pon,pon436,ROBYN,21021 winifred south,United States of America,U,195110.0,V6e 1u2
322.0,,O,0.0,2.0,,Vallejo,3500291.0,Dr Pepper Snapple Group,1-307-703-8251,5.0,TN,8.0,F,crossley,cro437,Enver,15330 PAYNE DRIVE,Canada,S,437319.0,81014
608.0,,O,70.0,0.0,,Fort Collins,838235.0,Jabil Circuit,1-167-782-5615,0.0,RI,3.0,,HARTIN,HAR438,Klarika,14675 kiel west,United States of America,W,208507.0,M4j 1o7
742.0,B,O,47.0,3.0,,Nashville,1330041.0,Altria Group,1-995-846-4370,4.0,Manitoba,6.0,M,Materna,Mat439,FIMA,408 johnson ferry avenue,United States of America,D,398251.0,E7n 1k3
706.0,J,U,55.0,0.0,,Charlottetown,1893527.0,Assurant,1-915-835-5972,0.0,LA,9.0,,Shiell,Shi440,Berget,11141 waverly south,United States of America,M,202621.0,77058
522.0,,,61.0,4.0,,Austin,1803737.0,Expedia,1-961-267-6325,0.0,MT,5.0,,LANOUE,LAN441,PULAK,9645 hayden boulevard,United States of America,U,33679.0,95227
530.0,Q,U,20.0,5.0,,Riverside,3766589.0,American Express,1-923-688-2626,3.0,AK,2.0,,Pastuszok,Pas442,Syd,5395 trail lake lane,Canada,U,439541.0,t6d 1j4
771.0,,O,67.0,4.0,,Montreal,,Owens-Illinois,1-728-690-0207,3.0,Quebec,7.0,,PROBS,PRO443,kaminsky,14359 commerce west,Canada,M,78673.0,V6h 1s6
575.0,,O,53.0,3.0,suite 169,Las Cruces,,U.S. Bancorp,1-662-874-9689,3.0,TN,4.0,m,marks,mar444,JACKLYN,14243 river place road,Canada,U,432392.0,V6C 1V6
471.0,L,R,90.0,5.0,,Scottsdale,3980032.0,Coca-Cola,1-039-088-4738,1.0,MN,3.0,,sanschagrin,san445,KRYSTN,13345 nautilus avenue,United States of America,W,94915.0,M5F 1U3
660.0,,O,46.0,0.0,,Chandler,3241950.0,Saks,1-308-666-2754,1.0,MT,8.0,,RUDDELL,RUD446,Dhanvinder,14984 spaulding boulevard,Canada,M,395989.0,78257
640.0,,O,,2.0,,Orlando,2433890.0,PSS World Medical,1-581-838-9349,1.0,MN,,,doyle,doy447,Cornelis,22189 south upper,United States of America,S,303420.0,96808
337.0,,R,16.0,3.0,,Anchorage,3625876.0,Eaton,1-815-389-2428,1.0,WV,5.0,f,Wienert,Wie448,JDEREK,22089 pelican south,United States of America,S,316111.0,H2c 1u2
630.0,,O,46.0,,,Hollywood,744412.0,Western Refining,1-658-160-2015,5.0,Saskatchewan,8.0,m,Kiebel,Kie449,Julita,12804 graves north,United States of America,M,202658.0,37917
757.0,B,,2.0,4.0,,Moreno Valley,234398.0,,1-028-495-8866,3.0,AR,9.0,f,moroz,mor450,dorthea,926 nolan drive,Canada,W,212833.0,35296
847.0,,O,68.0,,,Tucson,3576329.0,Avis Budget Group,1-898-707-7853,0.0,Ontario,9.0,,Massingale,Mas451,Ulrica,19454 hilltop crescent,Canada,D,493326.0,90258
389.0,,,17.0,0.0,,Modesto,143729.0,Applied Industrial Tech,1-680-532-0074,3.0,VT,0.0,,thoms,tho452,KARIE,4801 spaulding park,Canada,U,51832.0,90117
810.0,,R,91.0,1.0,,Biloxi,2710947.0,Great Plains Energy,1-098-485-2128,1.0,KY,1.0,F,Sobiesiak,Sob453,Eadie,24674 windchime court,United States of America,S,498023.0,43604
791.0,,R,62.0,4.0,,Dallas,1054420.0,MeadWestvaco,1-086-133-0355,3.0,OK,4.0,f,CASTRO-HERRERA,CAS454,Kristen,23168 roxboro way,United States of America,S,310857.0,A5d 1b1
836.0,,O,71.0,2.0,,Warwick,604158.0,"Toys ""R"" Us",1-843-331-7144,1.0,CO,0.0,m,Gabriel,Gab455,suzanna,10168 crystal hills east,United States of America,M,85788.0,35816
308.0,J,U,20.0,4.0,,Chattanooga,304729.0,NVR,1-734-373-4158,0.0,Manitoba,7.0,,SYLVESTER,SYL456,Gerrard,13535 colby avenue,United States of America,U,,t5a 1y1
,,R,72.0,,,Orlando,2629774.0,Northern Trust Corp.,1-712-161-9883,1.0,CA,9.0,,Das,Das457,GEER,21292 eaton street,United States of America,M,376334.0,v6t 1t4
770.0,,O,45.0,0.0,,Manchester,1539610.0,Graybar Electric,1-442-095-8959,3.0,WV,,,Chummun,Chu458,XU,5208 ross lane,United States of America,U,419994.0,V6g 1r9
679.0,P,O,38.0,3.0,,Inglewood,695204.0,MEMC Electronic Materials,1-485-980-2592,4.0,WI,0.0,F,Paperno,Pap459,Jirina,7216 gates avenue,United States of America,D,164193.0,h5k 1q9
495.0,J,R,14.0,1.0,,Wilmington,2061858.0,Wesco International,1-165-490-5909,4.0,ME,3.0,,skruber,skr460,rafael,22149 TOPPLE COURT,United States of America,U,486399.0,98164
479.0,,O,23.0,0.0,,Aurora,223131.0,,1-860-066-0638,5.0,WI,8.0,,Miao,Mia461,jocelin,9689 oakmont drive,United States of America,D,238480.0,v6z 1v4
838.0,,U,,4.0,,Kitchener,267988.0,Norfolk Southern,1-232-974-7178,4.0,NH,1.0,,Jew,Jew462,bambie,695 marcus crescent,United States of America,M,298035.0,T6c 1c7
774.0,,R,62.0,0.0,,Hollywood,914656.0,CIT Group,1-379-533-4527,,DE,0.0,M,Darcie,Dar463,Alb,5391 CLAY WEST,United States of America,U,74811.0,38128
443.0,,O,47.0,4.0,,Ann Arbor,138885.0,Huntington Bancshares,1-109-943-5976,1.0,MS,6.0,,Netdbs,Net464,Swact,2637 payne lower,United States of America,U,,R3a 1n9
543.0,,O,10.0,4.0,,Victoria,3756665.0,Cooper Tire & Rubber,1-016-804-7282,3.0,AZ,2.0,,HICKMAN-MIOTT,HIC465,AYN,8096 northland road,Canada,S,113676.0,99687
559.0,,O,80.0,0.0,,Kitchener,1253224.0,Embarq,1-024-357-9663,4.0,HI,4.0,,Archibald,Arc466,Chloe,9078 nealy lower,United States of America,M,237438.0,E7o 1l5
396.0,,O,63.0,1.0,,Bridgeport,3978208.0,Harley-Davidson,1-700-321-4289,5.0,NM,1.0,F,Ruddle,Rud467,LAURENE,21477 warren park,United States of America,U,3050.0,77176
,,O,15.0,3.0,,Inglewood,2610979.0,Pride International,1-609-359-7561,2.0,Newfoundland,5.0,,MORRIN,MOR468,Natty,17129 kalani east,United States of America,M,407509.0,v6e 1u2
653.0,,O,74.0,4.0,,Charleston,885854.0,Old Republic International,1-326-009-9751,1.0,British Columbia,9.0,F,rastelli,ras469,Annabal,19336 boll drive,United States of America,M,188569.0,48153
848.0,Y,U,41.0,2.0,,Mount Pearl,130442.0,Mohawk Industries,1-967-930-9715,,NJ,0.0,,Bovat,Bov470,Florance,19778 frostwood drive,United States of America,M,40764.0,64127
709.0,J,O,63.0,0.0,,Denver,172409.0,Dole Food,,2.0,SD,5.0,M,vellino,vel471,Emer,11019 WOODROW WEST,United States of America,M,331388.0,85017
668.0,,O,,5.0,,Seattle,1443338.0,Penske Automotive Group,1-180-205-1719,2.0,NJ,2.0,M,Mitrani,Mit472,Sally,4966 westpark south,United States of America,M,,73111
351.0,,O,99.0,3.0,,Provo,2212253.0,WGL Holdings,1-991-584-6106,1.0,OK,0.0,,vandenheuvel,van473,Brier,20740 mayfair upper,United States of America,W,20788.0,36620
824.0,,O,15.0,0.0,,St. Paul,1621145.0,News Corp.,1-740-019-0768,1.0,MI,9.0,,Tilson,Til474,TERESE,16655 VENTURA NORTH,United States of America,,193702.0,93912
624.0,,R,34.0,0.0,,Mobile,1030748.0,Newell Rubbermaid,1-112-406-5452,1.0,IL,6.0,F,Larche,Lar475,KRISTINE,20040 ryder crescent,United States of America,M,348826.0,94629
348.0,,U,26.0,0.0,,Fargo,2099326.0,SunGard Data Systems,1-794-515-5519,2.0,WI,9.0,,trojak,tro476,Rick,24313 congress crescent,Canada,U,447160.0,91912
620.0,,O,84.0,1.0,,San Buenaventura,725432.0,Aleris International,1-810-489-5250,4.0,KY,10.0,f,WAINES,WAI477,doralyn,5980 overton ridge drive,United States of America,S,,T5a 1y5
809.0,,O,41.0,0.0,,Concord,959416.0,Autodesk,1-940-535-8420,4.0,NE,8.0,,TOTINO,TOT478,SHINA,19136 WINNWOOD STREET,Canada,U,225668.0,77123
412.0,,O,24.0,3.0,,Boston,3426171.0,Bon-Ton Stores,,1.0,VT,10.0,M,suer,sue479,ARIADNE,18583 granbury street,United States of America,U,459394.0,V6R 1T4
316.0,W,R,,0.0,,Norfolk,2979891.0,Equity Residential,1-150-314-8384,5.0,NE,7.0,,Yau,Yau480,Annice,24438 cedar springs avenue,United States of America,S,368744.0,29415
692.0,E,R,20.0,,,Riverside,1741992.0,Beazer Homes USA,1-527-891-6106,3.0,IL,9.0,F,Denley,Den481,vmbackup,23788 linden drive,United States of America,W,480862.0,T6B 1A6
642.0,,U,37.0,3.0,,Rochester,3141622.0,Select Medical Holdings,1-121-175-8485,3.0,NC,4.0,M,kotler,kot482,Petra,15326 frostwood boulevard,United States of America,,178589.0,M4L 1M4
830.0,,R,22.0,3.0,,Baton Rouge,3210202.0,Tech Data,1-322-259-5626,3.0,ND,1.0,F,trpisovsky,trp483,Tak-wai,22978 travis west,Canada,S,154122.0,99618
692.0,,O,,1.0,,Wilmington,557419.0,Target,1-100-380-3680,0.0,OR,6.0,m,Bazemore,Baz484,Ruchi,16956 BELLWOOD RUE,United States of America,U,479326.0,M5C 1W4
788.0,,U,81.0,3.0,,Simi Valley,3753669.0,Diebold,1-798-318-5538,4.0,Nova Scotia,6.0,m,Newnam,New485,Isl,3778 lakeview west,United States of America,U,353490.0,48918
,,O,51.0,1.0,,Evansville,501768.0,Omnicom Group,1-344-712-8905,1.0,CT,,,Rowan,Row486,Leanora,21752 FLYNN CRESCENT,United States of America,W,345585.0,V6r 1p4
349.0,,O,55.0,4.0,,Rochester,338572.0,Fleetwood Enterprises,1-615-959-4421,2.0,MI,10.0,f,wardrop,war487,pamela,9902 altamesa park,United States of America,M,255989.0,43225
424.0,G,O,24.0,0.0,,Elizabeth,82808.0,Watson Pharmaceuticals,1-395-843-4853,3.0,KS,4.0,m,ELZER,ELZ488,Karlene,5539 carrington west,United States of America,S,30460.0,70185
616.0,,U,82.0,5.0,,St. Paul,2630125.0,Discovery Communications,1-383-692-8650,5.0,British Columbia,5.0,,janaratne,jan489,steffie,15603 MORTON AVENUE,Canada,S,35034.0,E7N 1Q9
713.0,,R,29.0,4.0,,Elizabeth,,Coach,1-068-008-8134,1.0,VA,9.0,,credico,cre490,America,6696 capital lane,United States of America,U,113707.0,90796
617.0,,O,27.0,1.0,,Chandler,616958.0,MetLife,1-495-940-4436,5.0,NJ,7.0,,hugo,hug491,De,1689 nolan drive,Canada,,409858.0,V6U 1Q2
347.0,,R,38.0,3.0,Apt. 612,Omaha,2467938.0,Dillard's,1-651-861-9932,2.0,IL,8.0,f,feeley,fee492,Joke,14362 reilly boulevard,United States of America,S,461517.0,85753
341.0,T,O,,3.0,,Whitehorse,927087.0,AGCO,1-674-406-0880,2.0,CT,5.0,,Hetzel,Het493,perri,13762 silver sage way,United States of America,M,124103.0,98171
553.0,K,O,54.0,2.0,,Winnipeg,1666089.0,Fannie Mae,1-751-193-8798,4.0,Ontario,5.0,M,LABERGE,LAB494,Catharina,2097 HARRIS WEST,United States of America,W,203100.0,89157
762.0,,O,40.0,3.0,,Berkeley,,Warner Music Group,1-231-104-2909,5.0,CO,6.0,,Semeniuk,Sem495,Dalip,3934 green ash north,United States of America,,20522.0,18106
644.0,O,O,81.0,2.0,,Colorado Springs,3338312.0,Ball,1-491-041-2580,2.0,Saskatchewan,10.0,,COPLESTON,COP496,JASMIN,2494 tosca road,United States of America,U,,55159
,,O,52.0,3.0,,Washington,1146941.0,AECOM Technology,1-381-499-8556,2.0,AL,9.0,M,SERAPIN,SER497,NIKOLETTA,11293 RICE AVENUE,United States of America,M,446106.0,M5C 1V6
476.0,,O,2.0,,SUITE 388,Hilo,3417623.0,Aramark,1-544-635-3295,4.0,MO,0.0,,Kinsella,Kin498,HILDY,10877 CENTURY CRESCENT,United States of America,M,45114.0,89150
692.0,,O,35.0,3.0,,Winnipeg,2663647.0,Century Aluminum,1-436-565-8622,1.0,TN,2.0,,GUBENCO,GUB499,LIAN-HONG,2929 north crescent,United States of America,M,389025.0,28244
384.0,N,O,51.0,4.0,,Lexington,,Sentry Insurance Group,1-237-713-9761,5.0,VT,6.0,,WESSELOW,WES500,Dasha,20992 grassland boulevard,Canada,U,371860.0,73175
519.0,,O,24.0,5.0,,Inglewood,3518237.0,Becton Dickinson,1-950-580-4904,5.0,KS,8.0,f,HRUBIK,HRU501,FLORINE,23999 3rd west,United States of America,S,110216.0,93341
343.0,,R,4.0,4.0,,Raleigh,2491413.0,Thor Industries,1-790-859-7281,1.0,OK,9.0,f,Mcelrea,Mce502,Renu,13904 MAHONIA BOULEVARD,United States of America,D,375963.0,77096
554.0,,O,,3.0,,New York,1747292.0,Foot Locker,1-564-581-2354,2.0,CA,6.0,,Fabrizio,Fab503,Raye,11528 edwards lane,Canada,M,90670.0,v6k 1u5
693.0,,O,51.0,0.0,,Richmond,766607.0,Flowserve,1-126-565-6600,5.0,WY,7.0,,musclow,mus504,Thuong,10925 MAYFAIR AVENUE,United States of America,D,458822.0,32214
489.0,,R,67.0,2.0,,Hayward,2550326.0,Big Lots,,1.0,ID,0.0,m,Akhtar,Akh505,bernie,19342 wycliffe park,United States of America,S,431213.0,19135
702.0,,O,,,,Jersey City,3065726.0,,1-650-351-6048,4.0,Nova Scotia,5.0,f,BLAIS,BLA506,TANDI,11797 HOWSER COURT,United States of America,S,397902.0,e7o 1h4
764.0,Q,O,40.0,3.0,,Ann Arbor,,Snap-On,1-346-684-3754,0.0,MD,9.0,F,CHAVEZ,CHA507,Wallie,4958 YESLER WAY,United States of America,U,477901.0,V6x 1p4
364.0,,O,16.0,0.0,,Kitchener,1231455.0,Neiman Marcus,1-759-327-9618,0.0,OH,8.0,M,Kernodle,Ker508,Karissa,18043 watts street,United States of America,,147703.0,V6d 1v6
814.0,,O,32.0,5.0,,Las Vegas,2353700.0,Biogen Idec,1-058-987-3833,0.0,AZ,,,Tassi,Tas509,Gerta,5539 carrington west,United States of America,M,298828.0,M6s 1i1
651.0,,O,74.0,0.0,,Tucson,2390250.0,WGL Holdings,1-036-511-1895,5.0,SD,,F,DULA,DUL510,fanni,18517 HULEN LOWER,United States of America,U,226606.0,V6f 1p8
,,R,88.0,5.0,,Halifax,1932141.0,,1-014-162-4086,4.0,KY,10.0,m,Cronkwright,Cro511,lilli,20641 NORTHLAND CRESCENT,United States of America,M,422094.0,32837
549.0,,O,10.0,2.0,APT. 965,Idaho Falls,907688.0,Sovereign Bancorp,1-398-865-1259,2.0,Nova Scotia,4.0,,TRUSSLER,TRU512,Renelle,24444 STRASS UPPER,Canada,,190333.0,M9F 1U5
550.0,,O,49.0,3.0,APT. 717,Independence,,Altria Group,1-105-612-6126,3.0,Prince Edward Island,10.0,,zalite,zal513,herbert,8155 STOREYWOOD ROAD,United States of America,D,272311.0,M1I 1R1
804.0,,R,65.0,4.0,,Thousand Oaks,2454342.0,Valassis Communications,1-910-098-3485,3.0,CA,5.0,,MCELREA,MCE514,TERESINA,12845 tully north,United States of America,M,314786.0,46408
616.0,,R,20.0,3.0,,Oklahoma City,3769983.0,Warnaco Group,,0.0,SC,10.0,,flickinger,fli515,Cristian,19878 williams street,United States of America,M,180293.0,X5e 1v8
453.0,B,,35.0,1.0,,Norfolk,1587898.0,Merck,1-447-531-6947,1.0,NM,2.0,,Bulkovshteyn,Bul516,Femke,5954 hazard way,United States of America,U,668.0,53223
527.0,,O,99.0,0.0,,Cleveland,101620.0,Xerox,1-037-739-7056,0.0,WV,,,Napper,Nap517,Vax,4516 whitman lane,United States of America,W,237432.0,v6d 1u2
709.0,,O,62.0,3.0,,Rancho Cucamonga,952103.0,NYSE Euronext,1-606-351-7202,3.0,PA,1.0,,lopes,lop518,gwen,24633 REGAL BLUFF LOWER,United States of America,M,329405.0,47710
465.0,,O,5.0,,apt. 811,Salem,1681238.0,Exxon Mobil,1-283-417-0933,5.0,CA,,,Bockaj,Boc519,Tarah,1053 south west,Canada,S,302949.0,94204
412.0,H,O,19.0,4.0,,Wichita,1602794.0,Dentsply International,1-795-749-2788,2.0,KY,8.0,,Afkham-ebrahimi,Afk520,Envoy,6320 WAGNER DRIVE,United States of America,U,182243.0,e4a 1s1
334.0,D,O,41.0,2.0,,Regina,13330.0,,1-723-711-3831,,NV,6.0,,lefevre,lef521,Freida,12357 hayes lower,United States of America,W,201721.0,M5F 1V3
634.0,,R,8.0,1.0,,Pittsburgh,2641323.0,CB Richard Ellis Group,,2.0,AR,9.0,f,Swick,Swi522,KATRINKA,23148 WILLOWLAKE LOWER,United States of America,M,49502.0,46205
323.0,M,O,71.0,5.0,Suite 161,Abilene,3525047.0,Starbucks,1-529-080-3124,0.0,SD,9.0,F,Peebles,Pee523,Lu,22083 crossus lower,United States of America,S,84071.0,H5l 1o7
734.0,,R,88.0,2.0,,Overland Park,1963830.0,US Airways Group,1-283-966-1620,2.0,HI,8.0,,Rch,Rch524,zaneta,22422 inman way,Canada,U,248462.0,95283
739.0,K,O,88.0,2.0,,Bismarck,3902828.0,DynCorp International,1-827-078-8625,2.0,NE,10.0,,Sathe,Sat525,Glennis,2560 willowlake road,United States of America,S,362216.0,T6d 1a9
831.0,,O,52.0,5.0,,Montgomery,1022007.0,Nvidia,1-718-715-3801,5.0,WY,9.0,M,Rizewiski,Riz526,Walt,22605 deerwood south,Canada,S,,H5K 1Q5
607.0,Q,,23.0,5.0,,Huntsville,3761200.0,UnitedHealth Group,1-794-769-9566,5.0,AZ,0.0,f,Cruzado,Cru527,Kaile,24444 STRASS UPPER,United States of America,U,238750.0,19149
831.0,,R,,2.0,,Warwick,793012.0,,1-715-238-9616,3.0,TX,3.0,,Pollinzi,Pol528,KENNA,12906 stanford road,United States of America,M,,10038
678.0,,R,72.0,2.0,,Allentown,2652808.0,BlackRock,1-382-519-9897,4.0,AL,9.0,M,Rashed,Ras529,Lowell,5052 california lower,Canada,U,492844.0,m6s 1g3
815.0,,U,61.0,4.0,,Grand Rapids,1480644.0,Snap-On,1-224-423-2090,4.0,OR,0.0,,JAMSHIDI,JAM530,Gerardo,12906 STANFORD ROAD,United States of America,M,11305.0,T6A 1K6
788.0,,O,93.0,2.0,APT. 821,Calgary,100994.0,Icahn Enterprises,1-614-791-8498,2.0,VA,3.0,,Slobodian,Slo531,KATHY,11809 carroll north,United States of America,M,90849.0,M5e 1x3
759.0,,O,54.0,3.0,,Stockton,2893267.0,,1-033-589-2168,2.0,SC,7.0,,MOMBOURQUETTE,MOM532,Vivi,16845 boll upper,United States of America,D,126601.0,M5b 1u2
670.0,W,R,22.0,0.0,,Durham,598011.0,Men's Wearhouse,1-346-219-9253,1.0,Newfoundland,1.0,m,Gysel,Gys533,Lane,24027 spruce rue,United States of America,U,38075.0,T5D 1P8
757.0,,O,90.0,3.0,,Charlotte,937911.0,First Horizon National Corp.,1-767-228-3814,1.0,ID,1.0,,Cachero,Cac534,BALJINDER,1191 highland park lane,Canada,W,329843.0,M5c 1y2
534.0,,O,79.0,4.0,,Cedar Rapids,164701.0,CIT Group,1-705-436-1228,5.0,CT,10.0,,HOWSE,HOW535,Yvan,23271 springmaid west,United States of America,W,281530.0,45271
601.0,,O,73.0,0.0,,Waco,3713485.0,NSTAR,1-913-763-1929,3.0,Nova Scotia,2.0,,Kratz,Kra536,Barbe,2203 VALITA BOULEVARD,United States of America,U,52416.0,59405
431.0,A,R,27.0,4.0,,Las Vegas,3190886.0,SkyWest,1-988-516-9915,1.0,MA,,,mayne,may537,hor-lam,8104 barberry lane,United States of America,M,18887.0,v6z 1q3
713.0,,R,13.0,1.0,,Philadelphia,3828091.0,D.R. Horton,1-637-900-3659,4.0,TN,5.0,,Bauer,Bau538,NALIN,6281 trace creek park,Canada,U,221749.0,v6c 1p2
669.0,,O,20.0,2.0,,Sherbrooke,2196012.0,Vought Aircraft Industries,1-039-245-7279,3.0,CA,9.0,F,MCCREANOR,MCC539,Ofella,16667 HARDY SOUTH,Canada,M,488465.0,10113
499.0,,O,,5.0,APT. 733,Cheyenne,688599.0,Office Depot,1-777-844-8481,3.0,AZ,9.0,M,GARGUL,GAR540,CLOE,22609 reagan drive,Canada,D,425742.0,90008
786.0,N,O,,5.0,,Houston,374344.0,Molex,1-757-436-8653,4.0,IA,3.0,F,Wales,Wal541,Sherrie,14808 hudson rue,United States of America,U,126394.0,V6G 1T5
,Z,U,31.0,2.0,,Macon,2128295.0,State Street Corp.,1-590-750-3187,5.0,Prince Edward Island,4.0,f,CHARETTE,CHA542,chiu,6769 pasadena upper,United States of America,D,236385.0,T5C 1S7
757.0,T,O,22.0,4.0,,Brownsville,765927.0,Manpower,1-530-766-6655,3.0,Saskatchewan,3.0,,PALERMO,PAL543,Cosette,2132 meadow lake upper,United States of America,M,12749.0,72273
623.0,W,U,70.0,2.0,,Birmingham,825727.0,Seaboard,1-620-591-2887,3.0,KS,6.0,,Zou,Zou544,Derrik,19068 coventry park,United States of America,M,130369.0,V6N 1W3
390.0,A,U,46.0,5.0,,St. Catharines,1003330.0,Rockwell Collins,1-890-642-9374,1.0,AZ,3.0,,Karolefski,Kar545,Inquire,15185 simpson south,Canada,M,59415.0,V5b 1m6
394.0,F,U,68.0,0.0,,Oceanside,2828054.0,Applied Industrial Tech,1-518-006-4680,2.0,LA,3.0,M,Bascombe,Bas546,Nalin,15565 washington crescent,United States of America,M,358142.0,28311
427.0,,O,38.0,2.0,,Sandy,665662.0,Popular,1-662-149-8461,4.0,FL,,m,ritz,rit547,Franciska,4482 pico crescent,Canada,W,489823.0,V6X 1Q3
814.0,Q,O,8.0,5.0,,Boise,74977.0,EOG Resources,1-671-417-7863,3.0,Manitoba,4.0,M,typer,typ548,MARYLOU,3029 hickory lower,United States of America,U,193546.0,28218
,G,O,84.0,2.0,,Huntsville,1641257.0,Great Atlantic & Pacific Tea,1-162-283-6673,2.0,FL,10.0,,CHESTERFIELD,CHE549,joya,1238 westwick west,United States of America,U,372888.0,S7d 1m7
521.0,,O,55.0,1.0,,Bismarck,2100680.0,SLM,1-784-304-4388,5.0,NH,2.0,m,Beavis,Bea550,poh-soon,4435 tahoe south,Canada,U,340144.0,79928
339.0,,,37.0,4.0,APT. 646,Milwaukee,2933699.0,BearingPoint,1-019-479-1325,3.0,WA,,F,TAKI,TAK551,Ag,13175 halifax lower,United States of America,U,90461.0,83404
