indirizzo,città_id,email,data_creazione,nome,indirizzo2,telefono,cognome,negozio_id,cliente_id,indirizzo_id,codice_postale,attivo,distretto
710 San Felipe del Progreso Avenue,304,LYNN.PAYNE@sakilacustomer.org,2006-02-14 22:04:36,LYNN,,843801144113,PAYNE,1,166,170,76901,1,Lilongwe
1540 Wroclaw Drive,107,SALLY.PIERCE@sakilacustomer.org,2006-02-14 22:04:36,SALLY,,182363341674,PIERCE,2,167,171,62686,1,Maharashtra
475 Atšinsk Way,240,REGINA.BERRY@sakilacustomer.org,2006-02-14 22:04:36,REGINA,,201705577290,BERRY,1,168,172,59571,1,Gansu
1294 Firozabad Drive,407,ERICA.MATTHEWS@sakilacustomer.org,2006-02-14 22:04:36,ERICA,,161801569569,MATTHEWS,2,169,173,70618,0,Ji´angxi
1877 Ezhou Lane,550,BEATRICE.ARNOLD@sakilacustomer.org,2006-02-14 22:04:36,BEATRICE,,264541743403,ARNOLD,1,170,174,63337,1,Rajasthan
316 Uruapan Street,223,DOLORES.WAGNER@sakilacustomer.org,2006-02-14 22:04:36,DOLORES,,275788967899,WAGNER,2,171,175,58194,1,Perak
29 Pyongyang Loop,58,BERNICE.WILLIS@sakilacustomer.org,2006-02-14 22:04:36,BERNICE,,734780743462,WILLIS,1,172,176,47753,1,Batman
1010 Klerksdorp Way,186,AUDREY.RAY@sakilacustomer.org,2006-02-14 22:04:36,AUDREY,,493008546874,RAY,1,173,177,6802,1,Steiermark
1848 Salala Boulevard,373,YVONNE.WATKINS@sakilacustomer.org,2006-02-14 22:04:36,YVONNE,,48265851133,WATKINS,2,174,178,25220,1,Miranda
431 Xi´angtan Avenue,18,ANNETTE.OLSON@sakilacustomer.org,2006-02-14 22:04:36,ANNETTE,,230250973122,OLSON,1,175,179,4854,1,Kerala
757 Rustenburg Avenue,483,JUNE.CARROLL@sakilacustomer.org,2006-02-14 22:04:36,JUNE,,506134035434,CARROLL,1,176,180,89668,1,Skikda
146 Johannesburg Way,330,SAMANTHA.DUNCAN@sakilacustomer.org,2006-02-14 22:04:36,SAMANTHA,,953689007081,DUNCAN,2,177,181,54132,1,Tamaulipas
1891 Rizhao Boulevard,456,MARION.SNYDER@sakilacustomer.org,2006-02-14 22:04:36,MARION,,391065549876,SNYDER,2,178,182,47288,1,São Paulo
1089 Iwatsuki Avenue,270,DANA.HART@sakilacustomer.org,2006-02-14 22:04:36,DANA,,866092335135,HART,1,179,183,35109,1,Kirov
1410 Benin City Parkway,405,STACY.CUNNINGHAM@sakilacustomer.org,2006-02-14 22:04:36,STACY,,104150372603,CUNNINGHAM,2,180,184,29747,1,Risaralda
682 Garden Grove Place,333,ANA.BRADLEY@sakilacustomer.org,2006-02-14 22:04:36,ANA,,72136330362,BRADLEY,2,181,185,67497,1,Tennessee
533 al-Ayn Boulevard,126,RENEE.LANE@sakilacustomer.org,2006-02-14 22:04:36,RENEE,,662227486184,LANE,1,182,186,8862,1,California
1839 Székesfehérvár Parkway,317,IDA.ANDREWS@sakilacustomer.org,2006-02-14 22:04:36,IDA,,947468818183,ANDREWS,2,183,187,55709,1,Gois
741 Ambattur Manor,438,VIVIAN.RUIZ@sakilacustomer.org,2006-02-14 22:04:36,VIVIAN,,302590383819,RUIZ,1,184,188,43310,1,Noord-Brabant
927 Barcelona Street,467,ROBERTA.HARPER@sakilacustomer.org,2006-02-14 22:04:36,ROBERTA,,951486492670,HARPER,1,185,189,65121,1,Chaharmahal va Bakht
435 0 Way,195,HOLLY.FOX@sakilacustomer.org,2006-02-14 22:04:36,HOLLY,,760171523969,FOX,2,186,190,74750,1,West Bengali
140 Chiayi Parkway,506,BRITTANY.RILEY@sakilacustomer.org,2006-02-14 22:04:36,BRITTANY,,855863906434,RILEY,2,187,191,38982,1,Sumy
1166 Changhwa Street,62,MELANIE.ARMSTRONG@sakilacustomer.org,2006-02-14 22:04:36,MELANIE,,650752094490,ARMSTRONG,1,188,192,58852,1,Caraga
891 Novi Sad Manor,383,LORETTA.CARPENTER@sakilacustomer.org,2006-02-14 22:04:36,LORETTA,,247646995453,CARPENTER,1,189,193,5379,1,Ontario
605 Rio Claro Parkway,513,YOLANDA.WEAVER@sakilacustomer.org,2006-02-14 22:04:36,YOLANDA,,352469351088,WEAVER,2,190,194,49348,1,Tabora
1077 San Felipe de Puerto Plata Place,369,JEANETTE.GREENE@sakilacustomer.org,2006-02-14 22:04:36,JEANETTE,,812824036424,GREENE,1,191,195,65387,1,Rostov-na-Donu
9 San Miguel de Tucumán Manor,169,LAURIE.LAWRENCE@sakilacustomer.org,2006-02-14 22:04:36,LAURIE,,956188728558,LAWRENCE,1,192,196,90845,1,Uttar Pradesh
447 Surakarta Loop,271,KATIE.ELLIOTT@sakilacustomer.org,2006-02-14 22:04:36,KATIE,,940830176580,ELLIOTT,2,193,197,10428,1,Nyanza
345 Oshawa Boulevard,204,KRISTEN.CHAVEZ@sakilacustomer.org,2006-02-14 22:04:36,KRISTEN,,104491201771,CHAVEZ,2,194,198,32114,1,Tokyo-to
1792 Valle de la Pascua Place,477,VANESSA.SIMS@sakilacustomer.org,2006-02-14 22:04:36,VANESSA,,419419591240,SIMS,1,195,199,15540,1,Nordrhein-Westfalen
1074 Binzhou Manor,325,ALMA.AUSTIN@sakilacustomer.org,2006-02-14 22:04:36,ALMA,,331132568928,AUSTIN,1,196,200,36490,1,Baden-Wrttemberg
817 Bradford Loop,109,SUE.PETERS@sakilacustomer.org,2006-02-14 22:04:36,SUE,,264286442804,PETERS,2,197,201,89459,1,Ji´angsu
955 Bamenda Way,218,ELSIE.KELLEY@sakilacustomer.org,2006-02-14 22:04:36,ELSIE,,768481779568,KELLEY,2,198,202,1545,1,Ondo & Ekiti
1149 A Coruña (La Coruña) Boulevard,194,BETH.FRANKLIN@sakilacustomer.org,2006-02-14 22:04:36,BETH,,470884141195,FRANKLIN,2,199,203,95824,1,Haiphong
387 Mwene-Ditu Drive,35,JEANNE.LAWSON@sakilacustomer.org,2006-02-14 22:04:36,JEANNE,,764477681869,LAWSON,2,200,204,8073,1,Ahal
68 Molodetšno Manor,575,VICKI.FIELDS@sakilacustomer.org,2006-02-14 22:04:36,VICKI,,146640639760,FIELDS,1,201,205,4662,1,Nordrhein-Westfalen
642 Nador Drive,77,CARLA.GUTIERREZ@sakilacustomer.org,2006-02-14 22:04:36,CARLA,,369050085652,GUTIERREZ,2,202,206,3924,1,Maharashtra
1688 Nador Lane,184,TARA.RYAN@sakilacustomer.org,2006-02-14 22:04:36,TARA,,652218196731,RYAN,1,203,207,61613,1,Sulawesi Utara
1215 Pyongyang Parkway,557,ROSEMARY.SCHMIDT@sakilacustomer.org,2006-02-14 22:04:36,ROSEMARY,,646237101779,SCHMIDT,1,204,208,25238,1,Usak
1679 Antofagasta Street,122,EILEEN.CARR@sakilacustomer.org,2006-02-14 22:04:36,EILEEN,,905903574913,CARR,2,205,209,86599,1,Alto Paran
1304 ´s-Hertogenbosch Way,83,TERRI.VASQUEZ@sakilacustomer.org,2006-02-14 22:04:36,TERRI,,90336226227,VASQUEZ,1,206,210,10925,1,Santa Catarina
850 Salala Loop,371,GERTRUDE.CASTILLO@sakilacustomer.org,2006-02-14 22:04:36,GERTRUDE,,403404780639,CASTILLO,1,207,211,10800,1,Kitaa
624 Oshawa Boulevard,51,LUCY.WHEELER@sakilacustomer.org,2006-02-14 22:04:36,LUCY,,49677664184,WHEELER,1,208,212,89959,1,West Bengali
43 Dadu Avenue,74,TONYA.CHAPMAN@sakilacustomer.org,2006-02-14 22:04:36,TONYA,,95666951770,CHAPMAN,2,209,213,4855,1,Rajasthan
751 Lima Loop,7,ELLA.OLIVER@sakilacustomer.org,2006-02-14 22:04:36,ELLA,,756460337785,OLIVER,2,210,214,99405,1,Aden
1333 Haldia Street,174,STACEY.MONTGOMERY@sakilacustomer.org,2006-02-14 22:04:36,STACEY,,408304391718,MONTGOMERY,1,211,215,82161,1,Jilin
1001 Miyakonojo Lane,518,GINA.WILLIAMSON@sakilacustomer.org,2006-02-14 22:04:36,GINA,,584316724815,WILLIAMSON,1,213,217,67924,1,Taizz
226 Brest Manor,508,KRISTIN.JOHNSTON@sakilacustomer.org,2006-02-14 22:04:36,KRISTIN,,785881412500,JOHNSTON,1,214,218,2299,1,California
1229 Valencia Parkway,498,JESSIE.BANKS@sakilacustomer.org,2006-02-14 22:04:36,JESSIE,,352679173732,BANKS,2,215,219,99124,1,Haskovo
1201 Qomsheh Manor,28,NATALIE.MEYER@sakilacustomer.org,2006-02-14 22:04:36,NATALIE,,873492228462,MEYER,1,216,220,21464,1,Gois
866 Shivapuri Manor,448,AGNES.BISHOP@sakilacustomer.org,2006-02-14 22:04:36,AGNES,,778502731092,BISHOP,2,217,221,22474,1,Uttar Pradesh
1168 Najafabad Parkway,251,VERA.MCCOY@sakilacustomer.org,2006-02-14 22:04:36,VERA,,886649065861,MCCOY,1,218,222,40301,1,Kabol
1244 Allappuzha (Alleppey) Place,567,WILLIE.HOWELL@sakilacustomer.org,2006-02-14 22:04:36,WILLIE,,991802825778,HOWELL,2,219,223,20657,1,Buenos Aires
1842 Luziânia Boulevard,593,CHARLENE.ALVAREZ@sakilacustomer.org,2006-02-14 22:04:36,CHARLENE,,706878974831,ALVAREZ,2,220,224,94420,1,Zanzibar West
1926 Gingoog Street,511,BESSIE.MORRISON@sakilacustomer.org,2006-02-14 22:04:36,BESSIE,,469738825391,MORRISON,1,221,225,22824,1,Sisilia
1820 Maringá Parkway,324,MELINDA.FERNANDEZ@sakilacustomer.org,2006-02-14 22:04:36,MELINDA,,99760893676,FERNANDEZ,1,223,227,88307,1,Punjab
60 Poços de Caldas Street,243,PEARL.GARZA@sakilacustomer.org,2006-02-14 22:04:36,PEARL,,963063788669,GARZA,2,224,228,82338,1,Rajasthan
1014 Loja Manor,22,ARLENE.HARVEY@sakilacustomer.org,2006-02-14 22:04:36,ARLENE,,460795526514,HARVEY,1,225,229,66851,1,Tamil Nadu
201 Effon-Alaiye Way,37,MAUREEN.LITTLE@sakilacustomer.org,2006-02-14 22:04:36,MAUREEN,,684192903087,LITTLE,2,226,230,64344,1,Asunción
430 Alessandria Loop,439,COLLEEN.BURTON@sakilacustomer.org,2006-02-14 22:04:36,COLLEEN,,669828224459,BURTON,1,227,231,47446,1,Saarland
754 Valencia Place,406,ALLISON.STANLEY@sakilacustomer.org,2006-02-14 22:04:36,ALLISON,,594319417514,STANLEY,2,228,232,87911,1,Phnom Penh
356 Olomouc Manor,26,TAMARA.NGUYEN@sakilacustomer.org,2006-02-14 22:04:36,TAMARA,,22326410776,NGUYEN,1,229,233,93323,1,Gois
1256 Bislig Boulevard,86,JOY.GEORGE@sakilacustomer.org,2006-02-14 22:04:36,JOY,,479007229460,GEORGE,2,230,234,50598,1,Botosani
954 Kimchon Place,559,GEORGIA.JACOBS@sakilacustomer.org,2006-02-14 22:04:36,GEORGIA,,541327526474,JACOBS,1,231,235,42420,1,West Bengali
885 Yingkou Manor,596,CONSTANCE.REID@sakilacustomer.org,2006-02-14 22:04:36,CONSTANCE,,588964509072,REID,2,232,236,31390,1,Kaduna
1736 Cavite Place,216,LILLIE.KIM@sakilacustomer.org,2006-02-14 22:04:36,LILLIE,,431770603551,KIM,2,233,237,98775,1,Qina
346 Skikda Parkway,233,CLAUDIA.FULLER@sakilacustomer.org,2006-02-14 22:04:36,CLAUDIA,,630424482919,FULLER,1,234,238,90628,1,Hawalli
98 Stara Zagora Boulevard,96,JACKIE.LYNCH@sakilacustomer.org,2006-02-14 22:04:36,JACKIE,,610173756082,LYNCH,1,235,239,76448,1,Valle
1479 Rustenburg Boulevard,527,MARCIA.DEAN@sakilacustomer.org,2006-02-14 22:04:36,MARCIA,,727785483194,DEAN,1,236,240,18727,1,Southern Tagalog
647 A Coruña (La Coruña) Street,357,TANYA.GILBERT@sakilacustomer.org,2006-02-14 22:04:36,TANYA,,792557457753,GILBERT,1,237,241,36971,1,Chollanam
1964 Gijón Manor,473,NELLIE.GARRETT@sakilacustomer.org,2006-02-14 22:04:36,NELLIE,,918119601885,GARRETT,1,238,242,14408,1,Karnataka
47 Syktyvkar Lane,118,MINNIE.ROMERO@sakilacustomer.org,2006-02-14 22:04:36,MINNIE,,63937119031,ROMERO,2,239,243,22236,1,West Java
1148 Saarbrücken Parkway,226,MARLENE.WELCH@sakilacustomer.org,2006-02-14 22:04:36,MARLENE,,137773001988,WELCH,1,240,244,1921,1,Fukushima
1103 Bilbays Parkway,578,HEIDI.LARSON@sakilacustomer.org,2006-02-14 22:04:36,HEIDI,,279979529227,LARSON,2,241,245,87660,0,Hubei
1246 Boksburg Parkway,422,GLENDA.FRAZIER@sakilacustomer.org,2006-02-14 22:04:36,GLENDA,,890283544295,FRAZIER,1,242,246,28349,1,Hebei
1483 Pathankot Street,454,LYDIA.BURKE@sakilacustomer.org,2006-02-14 22:04:36,LYDIA,,686015532180,BURKE,1,243,247,37288,1,Tucumn
582 Papeete Loop,294,VIOLA.HANSON@sakilacustomer.org,2006-02-14 22:04:36,VIOLA,,569868543137,HANSON,2,244,248,27722,1,Central Visayas
300 Junan Street,553,COURTNEY.DAY@sakilacustomer.org,2006-02-14 22:04:36,COURTNEY,,890289150158,DAY,1,245,249,81314,1,Kyonggi
829 Grand Prairie Way,328,MARIAN.MENDOZA@sakilacustomer.org,2006-02-14 22:04:36,MARIAN,,741070712873,MENDOZA,1,246,250,6461,1,Paraná
1473 Changhwa Parkway,124,STELLA.MORENO@sakilacustomer.org,2006-02-14 22:04:36,STELLA,,266798132374,MORENO,1,247,251,75933,1,Mxico
1309 Weifang Street,520,CAROLINE.BOWMAN@sakilacustomer.org,2006-02-14 22:04:36,CAROLINE,,435785045362,BOWMAN,1,248,252,57338,1,Florida
1760 Oshawa Manor,535,DORA.MEDINA@sakilacustomer.org,2006-02-14 22:04:36,DORA,,56257502250,MEDINA,2,249,253,38140,1,Tianjin
786 Stara Zagora Way,390,JO.FOWLER@sakilacustomer.org,2006-02-14 22:04:36,JO,,716256596301,FOWLER,2,250,254,98332,1,Oyo & Osun
1966 Tonghae Street,198,VICKIE.BREWER@sakilacustomer.org,2006-02-14 22:04:36,VICKIE,,567359279425,BREWER,2,251,255,36481,1,Anhalt Sachsen
1497 Yuzhou Drive,312,MATTIE.HOFFMAN@sakilacustomer.org,2006-02-14 22:04:36,MATTIE,,246810237916,HOFFMAN,2,252,256,3433,1,England
752 Ondo Loop,338,TERRY.CARLSON@sakilacustomer.org,2006-02-14 22:04:36,TERRY,,134673576619,CARLSON,1,253,258,32474,1,Miyazaki
1338 Zalantun Lane,413,MAXINE.SILVA@sakilacustomer.org,2006-02-14 22:04:36,MAXINE,,840522972766,SILVA,2,254,259,45403,1,Minas Gerais
127 Iwakuni Boulevard,192,IRMA.PEARSON@sakilacustomer.org,2006-02-14 22:04:36,IRMA,,987442542471,PEARSON,2,255,260,20777,1,Central Luzon
51 Laredo Avenue,342,MABEL.HOLLAND@sakilacustomer.org,2006-02-14 22:04:36,MABEL,,884536620568,HOLLAND,2,256,261,68146,1,Sagaing
771 Yaoundé Manor,64,MARSHA.DOUGLAS@sakilacustomer.org,2006-02-14 22:04:36,MARSHA,,245477603573,DOUGLAS,2,257,262,86768,1,Sofala
532 Toulon Street,460,MYRTLE.FLEMING@sakilacustomer.org,2006-02-14 22:04:36,MYRTLE,,46871694740,FLEMING,1,258,263,69517,1,Santiago
1027 Banjul Place,197,LENA.JENSEN@sakilacustomer.org,2006-02-14 22:04:36,LENA,,538241037443,JENSEN,2,259,264,50390,1,West Bengali
1158 Mandi Bahauddin Parkway,136,CHRISTY.VARGAS@sakilacustomer.org,2006-02-14 22:04:36,CHRISTY,,276555730211,VARGAS,1,260,265,98484,1,Shanxi
862 Xintai Lane,548,DEANNA.BYRD@sakilacustomer.org,2006-02-14 22:04:36,DEANNA,,265153400632,BYRD,1,261,266,30065,1,Cagayan Valley
816 Cayenne Parkway,414,PATSY.DAVIDSON@sakilacustomer.org,2006-02-14 22:04:36,PATSY,,282874611748,DAVIDSON,2,262,267,93629,1,Manab
1831 Nam Dinh Loop,323,HILDA.HOPKINS@sakilacustomer.org,2006-02-14 22:04:36,HILDA,,322888976727,HOPKINS,1,263,268,51990,1,National Capital Reg
446 Kirovo-Tšepetsk Lane,203,GWENDOLYN.MAY@sakilacustomer.org,2006-02-14 22:04:36,GWENDOLYN,,303967439816,MAY,1,264,269,19428,1,Osaka
682 Halisahar Place,378,JENNIE.TERRY@sakilacustomer.org,2006-02-14 22:04:36,JENNIE,,475553436330,TERRY,2,265,270,20536,1,Severn Morava
1587 Loja Manor,447,NORA.HERRERA@sakilacustomer.org,2006-02-14 22:04:36,NORA,,621625204422,HERRERA,2,266,271,5410,1,Salzburg
1762 Paarl Parkway,298,MARGIE.WADE@sakilacustomer.org,2006-02-14 22:04:36,MARGIE,,192459639410,WADE,1,267,272,53928,1,Hunan
1519 Ilorin Place,395,NINA.SOTO@sakilacustomer.org,2006-02-14 22:04:36,NINA,,357445645426,SOTO,1,268,273,49298,1,Kerala
920 Kumbakonam Loop,446,CASSANDRA.WALTERS@sakilacustomer.org,2006-02-14 22:04:36,CASSANDRA,,685010736240,WALTERS,1,269,274,75090,1,California
906 Goiânia Way,255,LEAH.CURTIS@sakilacustomer.org,2006-02-14 22:04:36,LEAH,,701767622697,CURTIS,1,270,275,83565,1,Wielkopolskie
1675 Xi´angfan Manor,283,PENNY.NEAL@sakilacustomer.org,2006-02-14 22:04:36,PENNY,,271149517630,NEAL,1,271,276,11763,0,Tamil Nadu
85 San Felipe de Puerto Plata Drive,584,KAY.CALDWELL@sakilacustomer.org,2006-02-14 22:04:37,KAY,,170739645687,CALDWELL,1,272,277,46063,1,Shandong
144 South Hill Loop,445,PRISCILLA.LOWE@sakilacustomer.org,2006-02-14 22:04:37,PRISCILLA,,45387294817,LOWE,2,273,278,2012,1,Guanajuato
1884 Shikarpur Avenue,263,NAOMI.JENNINGS@sakilacustomer.org,2006-02-14 22:04:37,NAOMI,,959949395183,JENNINGS,1,274,279,85548,1,Haryana
1980 Kamjanets-Podilskyi Street,404,CAROLE.BARNETT@sakilacustomer.org,2006-02-14 22:04:37,CAROLE,,874337098891,BARNETT,2,275,280,89502,1,Illinois
1944 Bamenda Way,573,BRANDY.GRAVES@sakilacustomer.org,2006-02-14 22:04:37,BRANDY,,75975221996,GRAVES,1,276,281,24645,1,Michigan
556 Baybay Manor,374,OLGA.JIMENEZ@sakilacustomer.org,2006-02-14 22:04:37,OLGA,,363982224739,JIMENEZ,2,277,282,55802,1,Oyo & Osun
457 Tongliao Loop,222,BILLIE.HORTON@sakilacustomer.org,2006-02-14 22:04:37,BILLIE,,880756161823,HORTON,2,278,283,56254,1,Bursa
600 Bradford Street,514,DIANNE.SHELTON@sakilacustomer.org,2006-02-14 22:04:37,DIANNE,,117592274996,SHELTON,2,279,284,96204,1,East Azerbaidzan
1006 Santa Bárbara d´Oeste Manor,389,TRACEY.BARRETT@sakilacustomer.org,2006-02-14 22:04:37,TRACEY,,85059738746,BARRETT,2,280,285,36229,1,Ondo & Ekiti
1405 Chisinau Place,411,JENNY.CASTRO@sakilacustomer.org,2006-02-14 22:04:37,JENNY,,62781725285,CASTRO,2,282,287,8160,1,Ponce
226 Halifax Street,277,FELICIA.SUTTON@sakilacustomer.org,2006-02-14 22:04:37,FELICIA,,790651020929,SUTTON,1,283,288,58492,1,Xinxiang
1279 Udine Parkway,69,SONIA.GREGORY@sakilacustomer.org,2006-02-14 22:04:37,SONIA,,195003555232,GREGORY,1,284,289,75860,1,Edo & Delta
1336 Benin City Drive,386,MIRIAM.MCKINNEY@sakilacustomer.org,2006-02-14 22:04:37,MIRIAM,,341242939532,MCKINNEY,1,285,290,46044,1,Shiga
1155 Liaocheng Place,152,VELMA.LUCAS@sakilacustomer.org,2006-02-14 22:04:37,VELMA,,558236142492,LUCAS,1,286,291,22650,1,Oyo & Osun
1993 Tabuk Lane,522,BECKY.MILES@sakilacustomer.org,2006-02-14 22:04:37,BECKY,,648482415405,MILES,2,287,292,64221,1,Tamil Nadu
86 Higashiosaka Lane,563,BOBBIE.CRAIG@sakilacustomer.org,2006-02-14 22:04:37,BOBBIE,,957128697225,CRAIG,1,288,293,33768,1,Guanajuato
1912 Allende Manor,279,VIOLET.RODRIQUEZ@sakilacustomer.org,2006-02-14 22:04:37,VIOLET,,172262454487,RODRIQUEZ,1,289,294,58124,1,Kowloon and New Kowl
544 Tarsus Boulevard,562,KRISTINA.CHAMBERS@sakilacustomer.org,2006-02-14 22:04:37,KRISTINA,,892523334,CHAMBERS,1,290,295,53145,1,Gurico
1936 Cumaná Avenue,433,TONI.HOLT@sakilacustomer.org,2006-02-14 22:04:37,TONI,,976798660411,HOLT,1,291,296,61195,1,Virginia
1192 Tongliao Street,470,MISTY.LAMBERT@sakilacustomer.org,2006-02-14 22:04:37,MISTY,,350970907017,LAMBERT,2,292,297,19065,1,Sharja
44 Najafabad Way,146,MAE.FLETCHER@sakilacustomer.org,2006-02-14 22:04:37,MAE,,96604821070,FLETCHER,2,293,298,61391,1,Baskimaa
32 Pudukkottai Lane,140,SHELLY.WATTS@sakilacustomer.org,2006-02-14 22:04:37,SHELLY,,967274728547,WATTS,2,294,299,38834,1,Ohio
661 Chisinau Lane,274,DAISY.BATES@sakilacustomer.org,2006-02-14 22:04:37,DAISY,,816436065431,BATES,1,295,300,8856,1,Pietari
951 Stara Zagora Manor,400,RAMONA.HALE@sakilacustomer.org,2006-02-14 22:04:37,RAMONA,,429925609431,HALE,2,296,301,98573,1,Punjab
922 Vila Velha Loop,9,SHERRI.RHODES@sakilacustomer.org,2006-02-14 22:04:37,SHERRI,,510737228015,RHODES,1,297,302,4085,1,Maharashtra
898 Jining Lane,387,ERIKA.PENA@sakilacustomer.org,2006-02-14 22:04:37,ERIKA,,161643343536,PENA,1,298,303,40070,1,Pohjois-Pohjanmaa
1635 Kuwana Boulevard,205,JAMES.GANNON@sakilacustomer.org,2006-02-14 22:04:37,JAMES,,710603868323,GANNON,2,299,304,52137,1,Hiroshima
41 El Alto Parkway,398,JOHN.FARNSWORTH@sakilacustomer.org,2006-02-14 22:04:37,JOHN,,51917807050,FARNSWORTH,1,300,305,56883,1,Maharashtra
1883 Maikop Lane,254,ROBERT.BAUGHMAN@sakilacustomer.org,2006-02-14 22:04:37,ROBERT,,96110042435,BAUGHMAN,2,301,306,68469,1,Kaliningrad
1908 Gaziantep Place,536,MICHAEL.SILVERMAN@sakilacustomer.org,2006-02-14 22:04:37,MICHAEL,,108053751300,SILVERMAN,1,302,307,58979,1,Liaoning
687 Alessandria Parkway,455,WILLIAM.SATTERFIELD@sakilacustomer.org,2006-02-14 22:04:37,WILLIAM,,407218522294,SATTERFIELD,2,303,308,57587,1,Sanaa
827 Yuncheng Drive,99,DAVID.ROYAL@sakilacustomer.org,2006-02-14 22:04:37,DAVID,,504434452842,ROYAL,2,304,309,79047,1,Callao
913 Coacalco de Berriozábal Loop,33,RICHARD.MCCRARY@sakilacustomer.org,2006-02-14 22:04:37,RICHARD,,262088367001,MCCRARY,1,305,310,42141,1,Texas
715 São Bernardo do Campo Lane,507,CHARLES.KOWALSKI@sakilacustomer.org,2006-02-14 22:04:37,CHARLES,,181179321332,KOWALSKI,1,306,311,84804,1,Kedah
1354 Siegen Street,25,JOSEPH.JOY@sakilacustomer.org,2006-02-14 22:04:37,JOSEPH,,573441801529,JOY,2,307,312,80184,1,Rio de Janeiro
1191 Sungai Petani Boulevard,262,THOMAS.GRIGSBY@sakilacustomer.org,2006-02-14 22:04:37,THOMAS,,983259819766,GRIGSBY,1,308,313,9668,1,Missouri
1224 Huejutla de Reyes Boulevard,91,CHRISTOPHER.GRECO@sakilacustomer.org,2006-02-14 22:04:37,CHRISTOPHER,,806016930576,GRECO,1,309,314,70923,1,Lombardia
543 Bergamo Avenue,215,DANIEL.CABRAL@sakilacustomer.org,2006-02-14 22:04:37,DANIEL,,103602195112,CABRAL,2,310,315,59686,1,Minas Gerais
746 Joliet Lane,286,PAUL.TROUT@sakilacustomer.org,2006-02-14 22:04:37,PAUL,,688485191923,TROUT,2,311,316,94878,1,Kursk
780 Kimberley Way,515,MARK.RINEHART@sakilacustomer.org,2006-02-14 22:04:37,MARK,,824396883951,RINEHART,2,312,317,17032,1,Tabuk
1774 Yaoundé Place,166,DONALD.MAHON@sakilacustomer.org,2006-02-14 22:04:37,DONALD,,613124286867,MAHON,2,313,318,91400,1,Hubei
1957 Yantai Lane,490,GEORGE.LINTON@sakilacustomer.org,2006-02-14 22:04:37,GEORGE,,704948322302,LINTON,1,314,319,59255,1,São Paulo
1542 Lubumbashi Boulevard,57,KENNETH.GOODEN@sakilacustomer.org,2006-02-14 22:04:37,KENNETH,,508800331065,GOODEN,2,315,320,62472,0,Tel Aviv
651 Pathankot Loop,336,STEVEN.CURLEY@sakilacustomer.org,2006-02-14 22:04:37,STEVEN,,139378397418,CURLEY,1,316,321,59811,1,Maharashtra
1359 Zhoushan Parkway,545,EDWARD.BAUGH@sakilacustomer.org,2006-02-14 22:04:37,EDWARD,,46568045367,BAUGH,2,317,322,29763,1,Streymoyar
1769 Iwaki Lane,97,BRIAN.WYMAN@sakilacustomer.org,2006-02-14 22:04:37,BRIAN,,556100547674,WYMAN,1,318,323,25787,1,Kujawsko-Pomorskie
1145 Vilnius Manor,451,RONALD.WEINER@sakilacustomer.org,2006-02-14 22:04:37,RONALD,,674805712553,WEINER,2,319,324,73170,1,Mxico
1892 Nabereznyje Tšelny Lane,516,ANTHONY.SCHWAB@sakilacustomer.org,2006-02-14 22:04:37,ANTHONY,,478229987054,SCHWAB,2,320,325,28396,1,Tutuila
470 Boksburg Street,81,KEVIN.SCHULER@sakilacustomer.org,2006-02-14 22:04:37,KEVIN,,908029859266,SCHULER,1,321,326,97960,1,Central
1427 A Coruña (La Coruña) Place,45,JASON.MORRISSEY@sakilacustomer.org,2006-02-14 22:04:37,JASON,,972574862516,MORRISSEY,1,322,327,85799,1,Buenos Aires
479 San Felipe del Progreso Avenue,130,MATTHEW.MAHAN@sakilacustomer.org,2006-02-14 22:04:37,MATTHEW,,869051782691,MAHAN,2,323,328,54949,1,Morelos
867 Benin City Avenue,591,GARY.COY@sakilacustomer.org,2006-02-14 22:04:37,GARY,,168884817145,COY,2,324,329,78543,1,Henan
981 Kumbakonam Place,89,TIMOTHY.BUNN@sakilacustomer.org,2006-02-14 22:04:37,TIMOTHY,,829116184079,BUNN,1,325,330,87611,1,Distrito Federal
1016 Iwakuni Street,269,JOSE.ANDREW@sakilacustomer.org,2006-02-14 22:04:37,JOSE,,961370847344,ANDREW,1,326,331,49833,1,St George
663 Bahía Blanca Parkway,5,LARRY.THRASHER@sakilacustomer.org,2006-02-14 22:04:37,LARRY,,834418779292,THRASHER,2,327,332,33463,1,Adana
1860 Taguig Loop,119,JEFFREY.SPEAR@sakilacustomer.org,2006-02-14 22:04:37,JEFFREY,,38158430589,SPEAR,2,328,333,59550,1,West Java
1816 Bydgoszcz Loop,234,FRANK.WAGGONER@sakilacustomer.org,2006-02-14 22:04:37,FRANK,,965273813662,WAGGONER,2,329,334,64308,1,Dhaka
587 Benguela Manor,42,SCOTT.SHELLEY@sakilacustomer.org,2006-02-14 22:04:37,SCOTT,,165450987037,SHELLEY,1,330,335,91590,1,Illinois
430 Kumbakonam Drive,457,ERIC.ROBERT@sakilacustomer.org,2006-02-14 22:04:37,ERIC,,105470691550,ROBERT,1,331,336,28814,1,Santa Fé
1838 Tabriz Lane,143,STEPHEN.QUALLS@sakilacustomer.org,2006-02-14 22:04:37,STEPHEN,,38988715447,QUALLS,1,332,337,1195,1,Dhaka
