prospect_AgeID,prospect_AddrLi2,prospect_NumCreCar,prospect_LaNa,prospect_MaSta,prospect_AddrL1,prospect_Ag,prospect_NuCa,prospect_C,prospect_PoCo,prospect_Co,prospect_In,prospect_NuCh,prospect_CreRat,prospect_OwORF,prospect_Em,prospect_NeWor
EIW9755,Wizdlrzgeioftkybeqiitnpeuxvcqpjtjlsztjciowwenrkrweizer,7.0,EIWUWLIC,S,Qlgeewyjfiynrgzqgfniakbwdolkpvrbutudqcgavmzqyh,10.0,4.0,Tampa,Zlfcmcxx,United States of America,259743.0,3.0,624.0,O,Burlington Northern Santa Fe,3438394.0
bom9756,NAMUIQGTTCVAAFPKHYPMGGM,4.0,bomasfnkusfkxbffsxqz,S,Jsdmzvimmsflmqjpgletxgixlfurgsrptljflonjgfdeqhmslpaghiquyukguieonodkeujwvrf,19.0,5.0,Lexington,Yxagydaxtzqc,Canada,473020.0,2.0,822.0,R,Sauer-Danfoss,1952019.0
WPO9757,Xbmgxfpgyoafgsyskvtmriseivpcyrfvxbzxliftjxqqzcmdsgynugbrlvpogxauywh,,WPODTYIVVBXSTTBBMS,S,TFCORORJWITRNNBJSKQHSCSZCSPFBCRCFW,95.0,2.0,Sherbrooke,rxzlmus,United States of America,350535.0,0.0,742.0,R,BorgWarner,1002370.0
Ewe9758,ATQKGWURYGUBRMSJRBEIXWXE,7.0,Eweqpakklabbogjnsbmpgccd,M,BSMKPO,95.0,1.0,San Bernardino,Gfrwjymrkxwk,United States of America,495731.0,0.0,744.0,O,,401126.0
Gdp9759,GXQDLJHRHTWGAGHWRCPINCGBUAMOAROVDGCMAHDOZT,0.0,Gdpnurtsq,U,TELKSJLXIATKOEQLHQUWDRAIEOFFHUJAE,17.0,3.0,St. Paul,,United States of America,266068.0,5.0,804.0,O,CarMax,738712.0
pkg9760,STCNUZOYJ,3.0,pkggeqplcssuhuqkreggmsqn,D,MWRUEFFWEERWRDVLHIDDDNBEKDVKSVMTJRHOMXANORMAAGCUTBRUGAOBAMVNSZFTDOOVVPBXIPNKLD,2.0,5.0,Laredo,wvnqecos,United States of America,13742.0,1.0,740.0,O,Realogy,368588.0
Ppp9761,ylxxwyvligvpspcnnlmprmsp,5.0,Pppsggcqgatwfb,U,rngmtjwbwrzfxfajctsvjdqzykblrxmudkufqkbb,50.0,0.0,Montpelier,Eruugkuho,Canada,158464.0,4.0,643.0,O,Domtar,2868652.0
HTN9762,udsnealvnngrfqnfgtyxoygglfmeywibke,1.0,HTNOPYSDEQFVIKG,S,Oljgbjqntydnpx,3.0,5.0,Warren,Nwizaccf,Canada,217501.0,5.0,537.0,O,Expeditors International,3706122.0
Jmb9763,kkwelvlvfuihlimdpmacmpxshgygvisfgiquauiebjedxefhkmlnfea,6.0,Jmbqiifstykosxfu,M,Thjwtusfbqsvrpuciwvahwdhlkunjssdglraxehjrtdecxpfyvebrslfw,35.0,3.0,Columbia,Bnhdflxl,,360528.0,5.0,838.0,O,Reliance Steel & Aluminum,
BYA9764,Rrtewwnduecmflxdjtqasxmrmhsjaqq,0.0,BYAJHUXGYMTFVIMETPYMZBTGXODFU,M,tchchmwdxcaogigxlwbwoudqikrokwbiiselnnuxhszrislptmtykae,29.0,3.0,Plano,FFDURDBPD,United States of America,249634.0,0.0,673.0,O,Archer Daniels Midland,126280.0
Lfg9765,Ijjpvqrgaewdvtmkhrbtmjeptkxvtbwymlk,9.0,Lfghn,U,,70.0,3.0,Erie,Bokapztwaos,United States of America,19012.0,4.0,673.0,O,Snap-On,3391430.0
aui9766,Qhuophszcwamtfuxbpwvnqnyfixrnanjofagizrwzsbizdzzbttfonadledsyofluqacgrww,3.0,auidnolwwibkuqmnvmtzixuveltp,S,Qyrgvxgwvcsffvsncljmhvooctrpsgskzrroqgnmtaolgtxslc,10.0,1.0,Eugene,Nmgooht,,260411.0,0.0,690.0,O,Rowan Cos.,3857035.0
Tse9767,Pgsocilotmypftqdis,6.0,Tseiuqyxevfredxlqkyhbtxodf,S,yuglprxvxiozxefdhazbscxegutmbqesfuxucwpmqdtmomuqnkwiqpoqlfkocxa,,0.0,Yonkers,,Canada,428633.0,0.0,313.0,O,Jones Lang LaSalle,998642.0
Qqj9768,Nwdfaclbgqdshcqbbnkvavzsuywhweqjjwxckacvsmpomilnw,0.0,Qqjmzuytjpnake,M,Pdcxlwbpaxnmkkxctgxotbnsorhqijulljjdehwppcmpevdgnxdfojcvosprbdkcqqhdhcnc,63.0,1.0,Provo,Chlxbkxdljbd,Canada,485730.0,0.0,561.0,O,Valassis Communications,356647.0
pwv9769,Tsulnmvkayf,6.0,pwvdhumjdrapvwcypzeemrcd,M,Fdntqquolg,80.0,3.0,Dallas,Avsxqx,United States of America,376278.0,1.0,678.0,O,Superior Energy Services,
Rvb9770,,1.0,Rvbomlocexofznsbxiedukcovlcash,S,Ptalsqkabslroiszsddyqijqusgvfhphvkuwsdembbtfqqnzfqdrpipsqqmoaujuaud,,5.0,St. Petersburg,,United States of America,483333.0,0.0,391.0,,Bank of America Corp.,1736087.0
WIC9771,oouyaaqjrtfhrefirlthtwlvyxlfakhiitn,8.0,WICRRWABLIDDPNT,M,XYTNPKYBCZWISTEVTGQDRYEWOFUEOCELPQMVUOMEI,68.0,2.0,Madison,WKEHUBS,United States of America,240007.0,0.0,556.0,R,Penske Automotive Group,2551540.0
Zje9772,joqiawipoyerydkdnhvvqkslogxvyi,1.0,Zjewxdw,D,Evtzfybzzzhirauewbwauynjzriiyfjvag,69.0,2.0,Grand Rapids,CUVUBMBYQ,United States of America,334773.0,4.0,730.0,R,Colgate-Palmolive,861964.0
Jba9773,Xoxyjjbjh,2.0,Jbaukn,M,qzomiq,98.0,5.0,Jackson,ymblxrjie,United States of America,270739.0,0.0,718.0,U,Stryker,
Dsg9774,vcouhbpwcauqcutgehempojtehnbnaxedcjorufbqxktvbdwh,5.0,Dsgwlletrzvr,U,RBXDIEFFGNGGKAEKRTEQLNMCWEEAJDWHZWSQOPAAUJOCRHAVTBDGDQWHCIOGALHUTCCCLD,36.0,5.0,West Valley,ivbiiosl,United States of America,415362.0,1.0,575.0,R,Service Corp. International,2891160.0
VCH9775,edkgxsdekwsdeameqfedsynmoadwrz,5.0,VCHIHGOPFG,U,Eosdhkptggmjn,82.0,1.0,Philadelphia,Ctxmyswo,United States of America,440482.0,0.0,720.0,R,Service Corp. International,520676.0
udj9776,Lgqsmpohsymcctuncvdoekdjsfsjsionpiijnjftzxuyyannddfcoqvxmdu,5.0,udjcyuh,M,geytpqgpmnnnerimzpeioedmczddgtswkhpvadxsiomztlsptiyrxifxglmpp,92.0,3.0,Omaha,Csqpoi,United States of America,414410.0,5.0,320.0,O,Occidental Petroleum,910547.0
lhr9777,rzdpywzqvsaipyguybafvhkmoandovki,0.0,lhrcvldxceekt,,Rectcvxesckqcylohqovcpqzrvzcybkjmmxybuoq,27.0,5.0,Columbus,Lwdxyahnou,United States of America,493647.0,4.0,403.0,U,Belden,178958.0
Eed9778,GDPQEJCXPOBBRLEADQPIYUGWIQTIQCVTSYVUCAHGRUESUDWXTDCRMHBMHTFLJKSKKUNMTCWHMH,0.0,Eedzplwkszvaglolkqqdjbxmxu,W,Hhnsoxeosdepsiccxhugdsyhvdvetfkyryoedrpzuthfpzjjjpljutqhhwmkavbndmzc,43.0,4.0,Elizabeth,Gtdqmrvrodr,United States of America,339925.0,4.0,,O,Cisco Systems,179723.0
Rjy9779,Srfiofinkomfjuokrbufnzrsfzbbvkw,7.0,Rjynzgeosfrfmjcmimc,M,Rtegnlwpcquztuldq,31.0,2.0,Amarillo,tuynu,Canada,435223.0,3.0,521.0,O,Regions Financial,560038.0
Otz9780,Qavomoxdprzsbodhohxcwofcrioohzivqmvpmekokmojjlsxevzkdvpy,10.0,Otzotclmdhwa,S,sxbdyvmvvrknbkqkaqownpfjhzlrkcnhmbiicbzszlfgzzadhkkbfwmxahcjxsudctqbmgmdeidhd,84.0,0.0,Waco,NJJQDTIWHH,United States of America,35941.0,,493.0,O,Seaboard,48989.0
xnq9781,Waqacknjvbcwcynhzewbntttvq,9.0,xnqpxrkbqibq,M,bjdccsqrgtbi,78.0,0.0,Atlanta,OIQMRFAOB,United States of America,435372.0,5.0,650.0,U,Sovereign Bancorp,3631565.0
efd9782,INKKDFCJXPICWPXHIYNMZ,6.0,efdcdsbcbpaq,U,vczyozownhexb,98.0,3.0,Orlando,YZTZMEZTX,United States of America,38603.0,0.0,601.0,R,Staples,20964.0
KFQ9783,Romcwtnhobcly,0.0,KFQHLTQFCIKMWYHBTAOM,S,uvoyqgllnejajchbewilqdvdrdiuixnnufjuincnychwmmfvhsvpnijdiuqdygcuohhbykcvkct,0.0,1.0,Edmonton,anicaidxqhl,United States of America,367985.0,3.0,466.0,O,Sigma-Aldrich,3152680.0
BTV9784,Kjraggvvhttkqghslryvpqhciodupxmusfiriaxnfmyabhadsowvxzimhamumyn,0.0,BTVQHLMSTBUWJNTBNUPCBUZQVAHUR,M,BVTHYNHMGPNEKPZCIDPSCFWOXOUEG,23.0,5.0,Escondido,nijgnbgdt,United States of America,294515.0,1.0,619.0,U,Xcel Energy,3058045.0
Tae9785,TGUDDZIXRB,,Taejoeotsacihmwigcqrqodwkvtta,D,,35.0,5.0,Washington,dkceajmashi,United States of America,,3.0,326.0,U,Int. Business Machines,3995842.0
Gci9786,WTYTRKMFBVPLFQ,6.0,Gcild,D,Tlekperrebuqaszkktjm,23.0,,Ontario,acmacflq,United States of America,407401.0,5.0,380.0,O,Metals USA Holdings,1814013.0
Xcd9787,Brxddsclfttmtsmpzszdsdsblfmhvonconsvarbweggcytwvky,8.0,Xcdxa,M,AHWHDY,50.0,,Santa Clarita,wefnezad,Canada,136863.0,3.0,699.0,O,ProLogis,2746916.0
Wrb9788,EZPQFPMAKDFHRWZ,8.0,Wrbovqz,,WZJNSROBXORIOXGWMEQZJJZGEQD,56.0,5.0,Shreveport,,United States of America,140613.0,5.0,300.0,U,Insight Enterprises,3673503.0
dqt9789,xkcbrlambeehrgkfuoxfutnmuaxdxupnfrvwpmmkwkbkvcduzvb,9.0,dqtvvpzdipaenrpiycd,S,Mzvnktohtumyeagtxnszsulvafkstqgzumhbjevexpnlnrdgzbmqwyoiemkghyvrr,71.0,3.0,Hialeah,Dpfnty,United States of America,101326.0,2.0,705.0,O,Henry Schein,2439162.0
Lkf9790,Aatumismfvuennuuaqvbmzpwhfkjumeebwkpuafdvhvhmh,5.0,Lkfijnjquhpvjctkal,U,Jzkvdfrvgwyrthkpqhtmbtudaykzfwegwusulkscueqqtw,48.0,4.0,Hollywood,zywpjmcqdtte,Canada,205725.0,0.0,602.0,O,Wynn Resorts,2739411.0
Jca9791,EGHDHVIQRARNTLOSMCKXMADPNUEUKNDUWQUITFE,7.0,Jcatjndjkdcz,W,ZSBKLSQCOCKBAXQRHGNZMLSZMDKJFBRFTHOUZKLCSCTSAGMUMNNGHHOCKYIPBBCKBORTOGWMSPGG,63.0,5.0,Warren,Nanqg,Canada,308540.0,5.0,542.0,R,Western Refining,1610254.0
Cyo9792,VDXUMKCOIQOGCMBUUATJJXUVJFQANHIGKXNBDGBYKUBJ,7.0,Cyohtezkfyrmtwp,,drbvtim,55.0,1.0,Austin,,United States of America,321517.0,,608.0,O,,
Fbo9793,RDSRYEKCWP,6.0,Fboaytxlbchnwudfrvdoykio,S,,99.0,0.0,Ontario,Uspump,United States of America,,,,O,Synnex,3521205.0
RWL9794,Potjafvmncnslujiswlcqgxggnjshwllxmwowrxhpafipjtqaetcgnwbsbjxcdxtusuenejrtw,3.0,RWLSUMHLZWDWD,M,Juunjd,7.0,1.0,Bellevue,AAIAQQEJ,Canada,23536.0,0.0,647.0,U,Monsanto,2425580.0
Ymj9795,LRBXLZJWYBWFAXCITPCDLQKLEDHLJWRXTWDGYZIRJN,0.0,Ymjgmxvanihjivfntxmqnmddr,D,ZFHFVIMUKGMJYODKWXKOVNDXYOZUHBUODAKHK,36.0,5.0,Orlando,dwpmlztks,Canada,444451.0,2.0,,O,Weis Markets,
kqr9796,Rvgdxfvxlcpjeyajokzffejmi,0.0,kqraiarz,S,Nzkcflgehrjlrljamfsamdpktdibkmakjazxrxijgsqvmdbaclsnm,99.0,0.0,Salem,UQVRZGZQH,United States of America,250390.0,5.0,798.0,O,Beckman Coulter,1353495.0
Anu9797,Krtufggjdaordprmvqhpbosgmdmwczcztbgzffrdjgubjskrgaodgkemfkpsax,1.0,Anuqotndrpjoqqniczwznfgl,M,Ktobutmsuedrqzjdfxazdcosywqfmhjokl,43.0,0.0,Fort Smith,FHTKTLERXT,Canada,167063.0,5.0,332.0,O,Pentair,443045.0
Odk9798,KTQEMACPLLQISGSSAI,3.0,Odkwrjmnxturxfjmlht,M,Fturreltuidlbrqbmbtdcalrrhlnsdj,85.0,,Ottawa,FZCXE,United States of America,94636.0,0.0,392.0,U,Western Union,2597213.0
Sng9799,Mervixzxlfwjwfavsbzksmburry,6.0,Sngszx,M,ifvsmabhwwssqztbuqulepseeearjukjvviiigbuucquhqvhrsbofbgx,28.0,0.0,Rochester,Nibnnr,United States of America,91842.0,,565.0,,Office Depot,3176155.0
ryj9800,Iwpbruildwguhzfyclsqbdgdezzsxrsmqdbtxsjjlmvdatbisxqsepiegnlok,5.0,ryjuxunbtawoxpgynsngkg,S,Jwqqjtnulntfqrdzwskrhtqqvptghhfulbtayet,86.0,5.0,Rapid City,Aptjpvosoe,United States of America,442243.0,2.0,732.0,O,Brightpoint,3265617.0
gle9801,ZOWVAJPOSLXPYBDKLWLNHRVJSQAJETSCH,5.0,glehdnmsru,D,IVDPVYUJKCXIBFHWKORGOMRHLDLLXWSW,32.0,2.0,Seattle,KSCYCESK,United States of America,277520.0,0.0,369.0,O,GameStop,2387472.0
BCG9802,Mbgmoqyztlfzqzqsgpxaxzcvloj,5.0,BCGZZBASECNMDHQDRVIFH,W,Plmcadovhjsfpzrloyurqyhjndbybppbgopevgixdcvfpvnmifscinskrhxcx,28.0,4.0,Allentown,Srllf,United States of America,,1.0,483.0,O,Nacco Industries,846372.0
WXO9803,rvkbfpam,2.0,WXOTBOUUONMGADSYYEP,W,Rhfdimcphjvdakotsmxqpfdszvvjxlunpqyjmevveazq,,4.0,Eugene,Dnuryfeirof,United States of America,151886.0,4.0,661.0,U,,2862895.0
Ijq9804,Aantblnicdpirvtzqkyrykfxnevfr,6.0,Ijqgfedqpivgbojceahjl,S,powvvmxggmpnfjuwavdwxfoxwjvmqhkcfwfalcodeggntxggfvnmkrqywoatfhtzxrwvocrf,83.0,4.0,San Bernardino,,United States of America,175605.0,5.0,438.0,O,Graphic Packaging Holding,1652410.0
fdd9805,nzgpmqxyuckysrtigpqakwqczvniiieshi,8.0,fddtazyddcpiiczsqrmgzptfydlt,S,xmxluewjktjqemfdrlt,,5.0,Denver,Rjoxn,United States of America,37684.0,4.0,813.0,R,Terra Industries,2406642.0
Aro9806,RQSTTQIYGATFJPDAEIDARGUYN,5.0,Arojbiotzgzftpsjmw,S,Kslnyuofcetnlfuwoikencvtlfruii,71.0,3.0,Sunnyvale,PTEZIOYKNGBQ,United States of America,71197.0,3.0,511.0,O,DISH Network,435495.0
uso9807,jencxuxjgflvth,8.0,usobkxgrdpwsjlhxwfvknzuu,U,SKMVQTIUBJFRFXIHTDVENAIB,32.0,2.0,Charlottetown,Xgpiffwdr,United States of America,157122.0,,474.0,O,,1537756.0
Bhj9808,Srffxwjdxmvybnsbisgfbkmbdlkduswxeqxhovvpqupcugaeiapjwmjbhuydtxglh,4.0,Bhjicsnyglqujidytzcfmquvny,M,Ajoqjyerxnnubhgjujpsfxqydzkthdhwanwrvndpbrciyhtqpmtxypmkrcxbqwdfwu,,2.0,Costa Mesa,alrwz,United States of America,444816.0,1.0,506.0,R,Sanmina-SCI,2722282.0
Mge9809,ugnjamvltbrxxug,6.0,Mgeoovhgsbzjdwosce,D,GGSVNAHTVOBTGYPMFCMEKPKVHUJITIASOHITZTWCDFFXMIREGMXYAQBNEEBASDGIIOVGPMCIXIAVXKL,48.0,5.0,Richmond,Nnezf,United States of America,8311.0,4.0,772.0,,Stanley Works,
Coo9810,,3.0,Coooihjzppussofxxvhq,M,Vpoxxiksceoidccqvhusgjgsiopza,69.0,3.0,Kitchener,Rgmbf,United States of America,155914.0,0.0,546.0,O,Johnson Controls,678801.0
JYX9811,Jcbalnjxbuurvrujskvuhhenqjdwuzcqfbezdkkosplbqzhbelbmwkdl,10.0,JYXEOF,U,Kzjsizsefkpnugkoptwwqnizwmhebvwjupuprxebymbcazcinizfiodlphrivqprcvfbkxvpwkc,97.0,4.0,Sherbrooke,Lgdeo,United States of America,339601.0,2.0,552.0,O,Tech Data,1049475.0
szn9812,OOBZCQHJNQZPHEYXNDIEBWRFAEFAASKWUWDIKQWMNMZPSDOJXHUJRQ,6.0,szngbzuzfutuplmpozkbhyggfelci,D,Fltumnqknzfacnvjnadmyetqmyqiauakhqmckxxyuvq,55.0,1.0,Tulsa,,Canada,344862.0,2.0,738.0,O,,3844727.0
CRH9813,xwkpbekpyxdipkanpoiaasoqqrqgvohixhlfhpyumkclsthmjxxsviercbenkrubtbpauupfrvuztt,10.0,CRHRPXRXFSJO,W,Cxqtlpyvdpvtcoojffylfwhxuufzmqdxlnpircbkc,22.0,0.0,Erie,Pvpgftphron,United States of America,496829.0,0.0,573.0,O,Rohm & Haas,2888275.0
lgv9814,Eaqwoyhqxwkiereprvprhz,6.0,lgvkgshxkyvu,S,UCRQCKVTESORIATLXNBDTIPCTUVROPVBGIJTLKKAAMVRNQUBFCIJQRZQAWTGHNITHBQUDYHILWB,42.0,1.0,San Francisco,Bzihvvbyqf,United States of America,129017.0,3.0,842.0,O,M&T Bank Corp.,2451777.0
Vvl9815,AUPDBVMKTVUUAWJOVOLFUZONHBXSPGOSBSJNMKCUZGJRPQUWQWHZ,0.0,Vvlunxebdrwi,M,YBLJAONGSBSADAEKHWLGYFIIEISBOBPKQEMEMRADGWYSFVPXPEHWIKLPBMYXRFJDKCPFVDREQ,3.0,0.0,Huntington Beach,PQRUO,United States of America,430025.0,3.0,347.0,R,Automatic Data Processing,776583.0
Ugw9816,Esdaxnmxrubgu,10.0,Ugwsbxpufxcb,S,jwifyfzpvlyxjetobbfcdbsnsiojwdzoskdbhatkidwiqdtciunsccxcpxfqvo,40.0,2.0,Costa Mesa,Gdmdlbnjbt,United States of America,97349.0,1.0,551.0,O,Mettler-Toledo International,2562495.0
Ryu9817,ymiyvvhdnuhtpfennyvpxovigwpcnygqckfkkvjsxyzxqbweedghupapvegsm,5.0,Ryuvdvxypyktpshsit,D,lhegnojkildgxyefbpsvafiqwiugqeefrxhaaja,55.0,3.0,Paterson,Luplgst,United States of America,393547.0,3.0,565.0,O,Jarden,3652078.0
Vlp9818,Gmylbsdfwmdtqzlhwlcnxbhtfzijffndibdmdpgwxvgtoxvgliasztyvi,0.0,Vlpfkofjvptyybykwqptmkwvjgmmt,S,tlekusvfnrojycuautbvpl,56.0,2.0,Aurora,ywozoerkq,Canada,182351.0,2.0,301.0,U,Brookdale Senior Living,557439.0
lfx9819,Wxhtqiagtwuksursxtrajmvqtouzolvdsapjsdhuwowrjikne,3.0,lfxwwtpilgxklhzskpsmzckoe,S,RKBLDHWJBIMMA,51.0,3.0,Plano,SXPPXJXUPKA,United States of America,416999.0,0.0,572.0,U,Airtran Holdings,3406094.0
JLW9820,Bcikjcqggvhg,,JLWEFLUXGRATKV,U,VLSGJEUFOZPTZNTMTRITDBKDAPLEGBCXKAGNFLTXCIUNZFVG,43.0,1.0,Biloxi,Jnnfard,United States of America,417268.0,5.0,328.0,O,Packaging Corp. of America,
AMX9821,Ufboxaccmyuyeveztvmpshiueyoltxbkrailigffwcoffxhklnh,5.0,AMXNLWGKXSDIVZMNQXRFIZFJ,S,NLODNKBJSRCSAKSIFCIJRPQBUIWDJTWNHP,24.0,4.0,Kansas City,Wprqtaiifpi,United States of America,8210.0,0.0,318.0,R,Health Net,2569171.0
Uax9822,jlrncrjhmmeinduhnmgfbuiwqcdbquapaogubbugrmwzcpijphmnnevfqvdtpgmyusucbsg,,Uaxubjtupwcipuhegkyn,M,DQCBZDGNIBBNDBXUIWWOAZKRAKVTUODJRRYQWFMQXEUNWJXFIWTMW,87.0,2.0,Manchester,KDWZDFHPK,United States of America,310092.0,0.0,397.0,O,Coca-Cola Enterprises,
eth9823,QHDXMVZBPFLMTZTHPXQYCVJGOJFZSEKNENKEOXWHZAEKECYYSBPGCMQCPDHCGJBXASP,4.0,ethgqfrwlsjbkklnspaudgxa,M,Nmvmftnexfwgklrsjx,2.0,1.0,Boise,LZSRWIUVTD,United States of America,308220.0,1.0,755.0,O,UAL,3800745.0
Yes9824,Owfpxeoekwsnzilqlbtewbeubeuzhueoccn,6.0,Yeswpiwgmxaaurbxpxvmgtmetn,U,ZFUSPYYRWFJLWTS,82.0,1.0,Eugene,Rowrnedbgdvp,United States of America,13133.0,5.0,726.0,,,2501119.0
KWC9825,Drfbekmqakvxaqewbciepivudwkydesfcuknexhhf,9.0,KWCVWN,U,Gssfbtuwryglaooygvtouzbxljklasubiplkrvadaenuejkmeeccucidkqtbz,27.0,,Tucson,ONURDXOYLBJD,United States of America,324723.0,0.0,599.0,,McGraw-Hill,2719500.0
Tqi9826,Aftwmjstkogktwxpesrpqfvzdfrgqxxuqfppzxbd,1.0,Tqifxiuqtuhil,U,UVZUTQJCLFPXRYEOIHXIPRWSHRW,83.0,5.0,Sherbrooke,Nsvqzlwwfjfb,United States of America,85424.0,1.0,418.0,O,Chemtura,2076148.0
Wpa9827,geghzaqbebddvfwvllgx,4.0,Wpadiavudi,U,jlkurfhgsskruleusprnpizsytphqxzzlsjzshhqrartv,50.0,2.0,Aurora,Gxvmaymhdz,Canada,156722.0,2.0,807.0,O,Church & Dwight,3893034.0
gpm9828,zixthcjjkxsixnrkqfkzbwihaongybbonjiyggllx,5.0,gpmvk,U,Wriznnopheofyngbktplqtzpcpfyhr,32.0,5.0,Allentown,Ftiviokemot,United States of America,220136.0,0.0,549.0,O,Family Insurance Group,3870783.0
prv9829,yjpxxqiclwnbfrwggrtlshpvznynfhizfjnwaidycanojlilhiwotppxkxikqtuwztjspfwsckmsadrk,3.0,prvkrqxn,W,Ozmazwnhnlnyjjczowuxahzmtaxcbevvqqzaktaweyavnkfbukbmpkukttywhxleolmpgkrfgd,17.0,4.0,Houston,VZRUAF,,398813.0,4.0,633.0,O,Kraft Foods,2179066.0
Ytv9830,Ierayjllbnhdrisdqxajfzonlgsekhbcmrmmzq,5.0,Ytvmaeamrsgnfqor,U,fdwbrhrvqjsrmv,54.0,4.0,Baton Rouge,Noexilytzfe,,32185.0,5.0,300.0,O,Anadarko Petroleum,3916822.0
Ttl9831,rxksdcdweqjyakljsekauexnvhfcumfbxhhasycjaaiyzykxeenzvuvkvkoyyemnjegcaseblfi,7.0,Ttlqqprevk,M,RKSAVVXJCPOCTRQIJZNFOUBKWKI,68.0,3.0,Mesquite,Kvzrp,United States of America,380312.0,1.0,383.0,O,Fortune Brands,1771227.0
Kkh9832,MAGTTTTDOKAVCAHVTYSSTQTSKLWNP,7.0,Kkhip,U,Qmmqfcnwelnheldepwcyee,98.0,4.0,Ottawa,Pbwequhd,Canada,286646.0,4.0,598.0,O,PC Connection,2911392.0
LES9833,Kpfgvrhmylmamj,5.0,LESBZ,M,cojvhjeaijvxjsniocrnyrjybazkncqvqcn,23.0,5.0,Toronto,Iykvwpxhik,United States of America,255157.0,0.0,351.0,O,,2302082.0
Kbn9834,,9.0,Kbnxhcbftikyxghfgqtfqjxvr,M,Phqjhatujixwrixletzwaruvvtecwpwbarssiufcoikssydoktqccjyhtdowkwnkzmrphghsnbnsmdgt,6.0,5.0,Omaha,kajgselxyhsd,United States of America,151929.0,1.0,757.0,O,Fortune Brands,3809157.0
VNB9835,NZXOCRTHPAXNRFQCMCSFOCVUVIRLJVMPHLMKHQWKNRTRMLPFWYQUGVQHWMKKODSR,8.0,VNBOHODVLMIJLQU,U,,11.0,4.0,St. Johns,Bopfksow,United States of America,416186.0,5.0,,O,Philip Morris International,1780094.0
mog9836,Vfuqgrsjfvpzrzgtwgurcgtbsprsuygmwewfmmhkbeuqjzitrpbfagukideabsnyuoxmskaefoen,6.0,mogmpzisezntewrjsupsesrqbzpir,M,HYVTFCSRCOPBAWTVXRRWLW,86.0,1.0,Corpus Christi,Ojhblexfg,United States of America,248338.0,3.0,539.0,O,Oil States International,2476975.0
XOZ9837,Gvhwfeugmiawsgzfwqzoitkydxsziidbkyfowncuupaxfcnrwvscywipdgtrqwyxu,7.0,XOZLAK,M,IFEZGKEVBJXDPXQASHXINAFMBVPIXKLFOSHZQHQSMQTHPFCEST,50.0,3.0,Coral Springs,ADPLLPPFTK,United States of America,86514.0,3.0,,O,Northern Trust Corp.,890294.0
Ixh9838,ZQTYXPBWLXVSUJAULWHOTJLYIMXTCCKMXHBMGVQETBRBLVLHVG,8.0,Ixhrahxsqhcskhdabgqepiggj,W,Biktigbrmuhpxbxztrgrnkjldkeykbmwrkcxbtfatvbhhslwcnoefsa,93.0,4.0,Ann Arbor,jromb,,247336.0,0.0,819.0,O,Health Net,2635253.0
Awr9839,pjocvvwldbiwfzfcchsszfpwdzeqmqhvevyftwfjzordhakzokkbdzkqcnadlhij,8.0,Awrcyiphfgzemalmjuhlquzwq,S,jahrpnlqgehfcjsqlucsurkqqjkzmdchddjfxrelqwpgwqxhndnw,81.0,,Brownsville,ejvdrmfih,Canada,309440.0,5.0,831.0,O,Pantry,496823.0
RMI9840,Bahrhtysumfdylbgfbemlgzzn,1.0,RMILKLZSODSGCCJCRNOTAINF,M,DLYDMPYJQESLLR,25.0,1.0,Shreveport,UCHFZOP,United States of America,486563.0,2.0,514.0,R,Publix Super Markets,362621.0
iff9841,Btfdhbffoaldjwoswjtvkepmbupinklxwdrbkjayjklrirzgfuvfxw,9.0,iffoyungvvdbdjb,M,Fywkgryeyjbfxvwpncepftgvqjicfpolteenabkaayranwiknedggfj,47.0,2.0,Lexington,xxqfqmsnoado,United States of America,408888.0,5.0,480.0,O,Smith International,2966858.0
Moj9842,aiuwdeakudxkujkgwjtddcxxloboqpjwflrvgplnxkkhvghxvkquaa,3.0,Mojlwhocfikjmitmiqusswtjq,M,Cqpeunhrfbgonquikftuqsphlntydwnzdjrkyayhepjypjpiqaobqutencfhwtkbwiwbwridohfnxizx,,1.0,Indianapolis,chlacgze,United States of America,172886.0,4.0,526.0,O,Cytec Industries,2439916.0
dnf9843,CZLRNOTWZNMIMYWTSLZZAGQJRQGRPBWPAIABVWIOJENEVXXPOZMS,1.0,dnfaukckqyatjqtdfomwhbavx,S,Duttlwzigvbhijkn,,4.0,St. Louis,PSEHMK,,499374.0,5.0,706.0,O,Virgin Media,1037920.0
Kwl9844,Bysdgnfiodqrptrmltckwwfacsgordsbpblbfbbkqblijjmljrqnzpgvazvexcrmhwouojsimodzp,9.0,Kwltahh,D,ZAUQLWOLRSGZKXLFUIYHCRCCIGHBXNDRWIJPWNGJFWPPKRWPMUJRGUFMHBZXSOEHNZMRTRFPWTCS,20.0,2.0,Santa Clara,Plrahvyojds,United States of America,360279.0,2.0,394.0,O,FPL Group,1071787.0
agh9845,Kakqcmencantstnljbgvgzvdpjqsfzrrschojfglaffjcqivcwtwvypxp,4.0,aghggqwlpdykafatnla,S,UOYLSJEOHCLZJSDBNEGG,30.0,3.0,Indianapolis,Evdsexkixjc,United States of America,479794.0,2.0,461.0,O,Honeywell International,1964285.0
Ikq9846,Umkqjidltdjz,10.0,Ikqaeipxwjv,M,NMTEGHWLMAVGPULICEBGQTPKWIIAWKVINXOOIBF,13.0,,Las Vegas,Dnovenprqjm,United States of America,,3.0,390.0,O,Precision Castparts,905620.0
