AgencyID,Employer,LastName,CreditRating,Income,AddressLine1,NumberCreditCards,City,NetWorth,OwnOrRentFlag,State,Country,Phone,NumberCars,NumberChildren,MaritalStatus,Age
fkd10839,Bed Bath & Beyond,fkdfrptmhhs,558.0,156656.0,Oasuzotwibzahlaofygtuopstzuntnphytnvesodopmmgaqawodghezwpthe,3.0,Augusta,3656088.0,O,MD,United States of America,1-452-868-7167,2.0,0.0,S,47.0
Res10840,HNI,Resoanfvodgzl,850.0,357920.0,rzxqt,9.0,Toledo,473417.0,O,IN,United States of America,1-574-507-3746,2.0,5.0,M,
REC10841,Lowe's,RECJBMFBNFGPIHKSMHHQEMERREGTKR,323.0,359633.0,Uwmakjjvigvigbzvoxdinerrtpzwjnbsmrawnilzrjuadztfpnbqvfhvhcmlgforblum,3.0,Fort Collins,3434751.0,O,HI,Canada,1-354-477-6595,1.0,0.0,M,76.0
Yst10842,Donaldson,Ystxinmbosmjya,842.0,202099.0,roaabwarrozvqwuuimvmofpkymrby,3.0,Kansas City,3180166.0,O,GA,United States of America,1-924-365-0863,1.0,4.0,U,26.0
Nvs10843,Ingram Micro,Nvsugujddappzaqxzilvxfgl,718.0,,FLCKJNHJOSPHCVTNLWLUV,8.0,Hartford,356321.0,O,British Columbia,United States of America,1-343-557-5744,4.0,3.0,M,99.0
Krm10844,Northrop Grumman,Krmzape,529.0,265342.0,,9.0,Hollywood,3992021.0,O,KS,United States of America,,4.0,2.0,M,58.0
qps10845,Lender Processing Services,qpsaeqqfzxfeqd,609.0,337164.0,Hzhrnaajlepoaqxddwlgmbbwywxjwrhsdvqecvkjqysjbmfkueivccliuyypsswyrveblaprcdeatqr,3.0,Concord,1750937.0,R,AL,United States of America,1-066-884-8895,3.0,0.0,U,94.0
Fyr10846,Bank of America Corp.,Fyrkhzenbfqbraoi,772.0,350915.0,,0.0,Saint John,3548008.0,O,Ontario,Canada,1-091-698-4789,3.0,4.0,D,45.0
hkj10847,,hkjhrnevmbfd,633.0,358327.0,qtdgpshhufcgjbxvvtmlkjcqrdsfqinukouogujntfvfkggvtkuqlqobsejrzuwdo,0.0,Norfolk,414056.0,O,NE,United States of America,,1.0,4.0,M,57.0
smw10848,Leap Wireless International,smwubpizbyjxafpdz,494.0,28279.0,Ajvngvvpfobkf,10.0,Santa Clara,613222.0,O,KY,United States of America,1-109-569-5507,4.0,5.0,M,62.0
Urq10849,Nicor,Urqptvcobrtyptmutchgv,592.0,491167.0,QCGYHBFBPVUWPWGPUPQUHIEZBJBWMCQBGSIUXPJMJTGGASHLVTJXMTEBUMBCCZOU,,Sherbrooke,2416300.0,O,MN,United States of America,1-343-259-7805,,2.0,M,34.0
Cbl10850,Source Interlink Cos.,Cblpcibrxireyodca,455.0,367346.0,GFTHGSZCFDBUPRGFNEFMHKH,1.0,Bridgeport,2676453.0,R,WA,United States of America,1-453-392-7885,3.0,,M,31.0
IJX10851,Xilinx,IJXUCUTVOHZ,446.0,420057.0,tcjzrnkdnynjkiewdkptjzedjrinvbevexlghvmbegvwmjpxjatthockdtvzpaguyjkimjmnqwfgu,0.0,Oklahoma City,2306581.0,O,DC,United States of America,1-213-684-9283,5.0,4.0,U,66.0
qpm10852,Cameron International,qpmqerpr,,410305.0,fvisbwgzkgklvrzmnqpfkcvllnclacmtgqthjwywgpya,10.0,Miami,2251896.0,O,Saskatchewan,United States of America,1-237-664-0583,3.0,4.0,M,58.0
Hfr10853,Buildings Materials Corp.,Hfrdkprikfrymhtfmopxb,371.0,326726.0,TSDFZSQXZEKVCNLUNZHQDOQQCKIMWBPLJQQQFMUZJILDIAGBWPBVO,1.0,Tampa,3052538.0,O,NY,United States of America,1-689-879-3736,3.0,4.0,M,40.0
gob10854,Levi Strauss,gobkryxwljkhffqdxtg,308.0,418631.0,Vnchpkxbpfxtykanqupfvgoxjzggxbvfwoxqobnqielzjbxdhrgkalwaohyajeodcxurre,8.0,Chicago,3739890.0,,DC,Canada,1-953-647-7827,4.0,,M,63.0
Kta10855,Superior Energy Services,Ktahh,520.0,323616.0,Whedmnkdjlpigchluhdkfl,7.0,Concord,1436877.0,U,AR,United States of America,1-002-821-0001,0.0,,M,39.0
Icr10856,Murphy Oil,Icrtnwtuufg,612.0,376508.0,Necdnjtpfhsqgnvnxyjiyhkoqntggznydwudkntgremgbybkqkoupvjmi,6.0,New Orleans,1560760.0,O,OH,United States of America,1-932-555-0987,3.0,3.0,M,49.0
tpm10857,Jabil Circuit,tpmtemjgc,808.0,476120.0,oivwpdtdneemectxctlhdzxdhxioqcxhoftoahdsfsbtbruystdu,6.0,Evansville,,O,Quebec,United States of America,1-646-016-4503,0.0,5.0,M,100.0
LRI10858,Mosaic,LRIATXPHUWZWEMBHEN,614.0,40122.0,Ercwgmjkfajuvninsggcuhpau,6.0,Worcester,2845352.0,U,AK,United States of America,1-821-883-5682,3.0,3.0,U,50.0
ebc10859,,ebcsatz,577.0,161189.0,EMHMWWKPRIZKNCPIF,4.0,Baltimore,2857909.0,O,MN,United States of America,1-496-563-6016,2.0,5.0,M,40.0
Fbi10860,Securian Financial Group,Fbidtzyduxszwkjjfhggbrpegbukd,318.0,400468.0,wifzvndqpakojptiptrifwznrcxosqmomiozcoltowrvfpritapquwhih,3.0,Vallejo,1069521.0,O,MD,United States of America,1-055-051-9146,4.0,0.0,D,76.0
ICR10861,Caterpillar,ICRACNKCVFRSOBI,604.0,194902.0,nuzqtgwjsbneiyhafnqlgxtxilkfekdowzbjn,1.0,Durham,,O,KY,United States of America,1-388-554-0277,3.0,5.0,M,55.0
tee10862,Southwest Airlines,teezckyunhqtkzypdc,847.0,13152.0,Doftzhwlgaquqnbjtmxjnlelqjflqsdcjjkuhgbjycdtaxcbmpm,3.0,Tulsa,3917628.0,O,WV,United States of America,1-727-292-8078,0.0,4.0,M,88.0
Tin10863,Flowserve,Tinxturhedipszsmvqhsj,363.0,436025.0,kcgvlsjgzukaxiygqumazegwdpdnzumghjcpshsttlxuyyjlebtfhpstr,1.0,Winnipeg,761443.0,O,CA,United States of America,1-334-525-9861,0.0,5.0,U,35.0
Vch10865,Invacare,Vchcqkeweozrkquddtgjg,326.0,257165.0,WEZBXYOGFQTGTTGKFJINGNFZZEIEDWW,3.0,Corona,1771800.0,O,NJ,United States of America,1-990-107-5564,,1.0,M,
Pjx10866,BB&T Corp.,Pjxwmmulsmdqialjttzpusktt,668.0,337894.0,FXLIBKRYMQPXVGOVFFZRDHWYAXPHTQUCAOUHQNXKG,4.0,Sacramento,3022542.0,R,GA,United States of America,,,5.0,M,48.0
Vpf10867,,Vpfkhzmddeygmadhtv,825.0,356799.0,PUIFBOFFIWGCHLHGIEBOSTVEFVWNXBGACOTRCRCFZOIYHJGSQFWLYOMULNVLAAAMGCVZEVFELRW,5.0,San Antonio,1383399.0,U,KS,United States of America,1-716-166-9366,4.0,0.0,M,52.0
Gvj10868,Genworth Financial,Gvjknsuprukdqtgvmrkc,786.0,270117.0,Pvwopybwrknqsllpcxyms,2.0,Brownsville,3990771.0,O,WA,United States of America,1-688-045-4901,1.0,0.0,M,99.0
Xuc10869,Health Management Associates,Xucjztzoluqzirxiltrpwtmw,481.0,494908.0,Jwjwsjcnrybugmdiwtdguaqgxajck,4.0,Charleston,2450042.0,O,MO,United States of America,1-273-772-0860,1.0,1.0,M,5.0
IVN10870,International Assets Holding,IVNBKKRTKKCHCDXOIPNNB,313.0,,Jgvkbaqhsjluthmvgybamcprljfkqrcvkmuhzj,10.0,St. Petersburg,3331943.0,R,WI,,1-131-027-9958,2.0,2.0,M,23.0
Rgl10871,CACI International,Rglursqhjesrwowip,797.0,72631.0,Jykljxiwemgbbbdhfnneechmw,5.0,Durham,2700892.0,,ID,Canada,1-687-841-5725,4.0,4.0,U,74.0
Zin10872,First Data,Zinqwhhlclsffrmyeihjjjivnoel,655.0,,Jrkwtdarqqipdxyyulonxxpecfe,4.0,Hilo,1988778.0,O,WI,United States of America,1-049-141-1702,0.0,4.0,M,80.0
Adu10873,SunGard Data Systems,Adudjquv,735.0,91926.0,gcnwhpornjxchcxlckiltwwpbucakcgdqrflkoxbxbnxkgac,8.0,Anaheim,726681.0,U,CO,Canada,1-905-415-3583,0.0,4.0,,28.0
Csc10874,Group 1 Automotive,Cscluuawlffbnbmkhnp,459.0,234038.0,qntnvkczaxvoeljiprixoafrhpmmjxjdgqqoafadsgepkjsbvxjbunwyszoprbjyrkfnqajeyrbcr,4.0,Livonia,2337460.0,O,Prince Edward Island,United States of America,1-540-914-4756,1.0,3.0,D,5.0
Ekn10875,Capital One Financial,Eknsmytegohebvtvm,664.0,13154.0,xgxkrfobkkennyedpefvywwnwsmhwptpzlpm,2.0,El Monte,736224.0,O,MT,United States of America,1-191-268-1646,1.0,4.0,U,49.0
Sql10876,Adams Resources & Energy,Sqlkovsnzgtdshluvfvuds,817.0,489679.0,vmvgapslswmqlzjjrrmsgyosqicomgplfzwbpwyriqm,3.0,Overland Park,608007.0,O,HI,United States of America,1-419-978-5211,5.0,3.0,M,24.0
GPG10877,MeadWestvaco,GPGBBHCVSYQIKLSIMIS,,134587.0,gknohzlvkkggmfzcvojoqrwtwebgaddicyjuelosnbleiyvomkfibxypetswzbilk,8.0,Kitchener,3246504.0,U,IL,United States of America,1-559-928-3346,0.0,4.0,U,9.0
YFJ10878,Dell,YFJDCDMGRPZNFHAWVEKABNATLY,753.0,127730.0,,6.0,Tacoma,2086761.0,O,RI,United States of America,1-052-414-7792,2.0,2.0,M,62.0
Jqw10879,,Jqwicclqozilgaswlmtzyljnoltog,582.0,34247.0,tasguijicdgeenb,1.0,Charleston,3868264.0,O,DC,United States of America,1-165-465-6251,0.0,3.0,M,71.0
Dep10880,Jabil Circuit,Depdlksempihuoqecwzor,625.0,315589.0,oiejwoaxuqnffkwrphftyveftbdjaawiiiyawxlrrg,5.0,Wichita,25224.0,R,MT,United States of America,1-394-137-7064,2.0,4.0,,53.0
Zzq10881,Abercrombie & Fitch,Zzqjbxluzwjveal,619.0,377153.0,Hynackuhkubxtyfgfccsdekxdsymgvvhimjquymhxqsqj,6.0,Iqaluit,2099888.0,O,British Columbia,United States of America,1-095-184-2788,2.0,2.0,W,11.0
Pnj10882,Unum Group,Pnjgwwijwfqfdcqcruggtngxtg,641.0,31105.0,Uwfnhxlcqbxnjbnwhkjducxfdvykhhnec,4.0,Scottsdale,413092.0,U,NC,United States of America,1-885-088-7182,2.0,3.0,M,78.0
Waw10883,Fleetwood Enterprises,Wawtfldmfqyptxwngjvmpjyimcdy,531.0,224693.0,,5.0,Salinas,,O,Quebec,United States of America,1-830-148-9088,,3.0,U,70.0
Yjv10884,W.R. Grace,Yjvqo,811.0,350254.0,MMSJLUUVIAIBFWZCDNVFWRBBSGMDPRETVMDCUMCPHJSLXDPXJSFWFMKAYNALQX,9.0,Concord,575786.0,O,AL,United States of America,1-110-165-1188,1.0,4.0,M,39.0
Ahg10885,Foot Locker,Ahgbastpjemrculwergrqe,846.0,258746.0,Zjbxyihielqdblwdeimjwmrsqvfdxzbehkeatoeec,0.0,Salem,2552837.0,O,NH,United States of America,1-784-195-1927,1.0,5.0,S,59.0
Rsd10886,Textron,Rsddetgplv,543.0,24839.0,Fwlucsltdrvitvunmulusixpylbqjblbhxnjixswhnvzfgivgsjhpicyoubbeqiemcxcpsmjnvzackm,10.0,Lubbock,1478348.0,U,WA,United States of America,,4.0,3.0,U,53.0
Coo10887,Kroger,Cootaqsitpzukczihphleiqa,708.0,283482.0,Hcsqynbgjzwgeisafhvptcbrualmirsxeamjmiuotajdwhagxirj,9.0,Huntsville,2812221.0,O,British Columbia,United States of America,1-390-959-7935,0.0,2.0,W,38.0
TAT10888,,TATBDAYCCMARAOFSNLLICJQNPAZT,736.0,412788.0,Jtndeaakfzlroefesbopiqdcrkhtqazk,4.0,Atlanta,552625.0,O,VA,Canada,1-465-363-1576,0.0,0.0,D,76.0
Liz10889,DaVita,Lizkctuacasdsg,314.0,18209.0,Ertrrupfingjlrgvznqieflkadpmqpgytrrbufikejsbbtskitmitrusyotokpfkdiwjjx,3.0,Cedar Rapids,1217588.0,O,HI,United States of America,1-123-808-1516,4.0,5.0,W,8.0
Son10890,Broadcom,Sonocsosrpegtixldf,422.0,156695.0,Oulmbramipkpdcjtzelzxmhznpqhwoesygbwkoonelmebyoskxoeslafvpgdpvnswx,7.0,Independence,3426989.0,R,Prince Edward Island,United States of America,1-369-111-0397,4.0,5.0,U,35.0
Coi10891,BB&T Corp.,Coiicjcnccgd,638.0,497996.0,SLEUSKFIRMXLNNCPAYTWOYFNXUQSBWLXDCNXSHEIRPGOJBEUUUSCJI,5.0,Mobile,553994.0,O,OK,United States of America,1-652-781-7583,1.0,2.0,S,
hfw10892,BlackRock,hfwejrlgeouvcqbwtlxntsw,740.0,348858.0,Frgtkzzmmxfylifqavasdbzpvy,10.0,Torrance,1861088.0,R,ME,United States of America,1-156-514-8299,3.0,4.0,M,28.0
Bgj10893,Nasdaq OMX Group,Bgjigkuivyycxiixjzv,769.0,362732.0,Fcfjprszmvkyuyidicjrpfozxxojumeralisyohpjcc,7.0,Corpus Christi,1632708.0,R,NH,United States of America,1-554-737-2614,2.0,4.0,S,11.0
Jef10894,LifePoint Hospitals,Jefueehbaxnrkbzqvotkotc,489.0,291759.0,Xufektgzc,4.0,St. Paul,242007.0,O,TN,United States of America,,2.0,3.0,M,80.0
Pck10895,Andersons,Pcklhxsqgbk,664.0,494615.0,Wigxqdqlofbxwjkwzhaffahkrqwjwuoghmelxbylguqxfurdztnxqe,5.0,Los Angeles,2591328.0,R,AL,United States of America,1-292-180-2332,1.0,1.0,U,46.0
HQJ10896,,HQJFPYEMGHUFFMLZWC,534.0,157794.0,uobjolhpzbnqybupcqpudsreylnimqvtcumibleujjrsnptkthkxwnhzkqkrcpnvuc,9.0,Ontario,2879085.0,O,FL,United States of America,1-109-504-8456,1.0,2.0,D,52.0
Lcr10897,Tractor Supply,Lcrytvd,800.0,17017.0,Bohrqnkcspyjashwjwooieghfjozjmim,8.0,New York,2070875.0,R,Manitoba,Canada,1-848-515-3209,2.0,5.0,S,32.0
euf10898,Trinity Industries,euffvx,622.0,73499.0,Brbzhblyosz,3.0,Evansville,2961512.0,R,IL,United States of America,1-746-280-7436,1.0,,M,55.0
Lwq10899,URS,Lwqnplqchsoxpqpoanrxn,779.0,269621.0,tdwcndwzr,7.0,Long Beach,553731.0,R,Alberta,United States of America,1-372-185-7674,1.0,2.0,U,27.0
vzp10900,Merrill Lynch,vzpulekdaduswguolhhzt,577.0,66173.0,,9.0,Anchorage,3805111.0,O,WY,United States of America,1-447-973-6883,4.0,4.0,M,29.0
Unw10901,Mercury General,Unwxqlyffusldlw,618.0,466342.0,UUVUZUZAZKKQZZQAMRMNUAZKNQMMDYYOHXYBKFMPDPWXEQWNAYTGTAJRNUBURFGLVRQ,10.0,San Jose,1194478.0,U,NJ,United States of America,1-711-512-6950,0.0,3.0,M,50.0
Wzs10902,Genworth Financial,Wzsayecybjififte,699.0,195879.0,Nwparlalxikgaqbrqpolabruuxcvbro,10.0,Sandy,702805.0,U,ME,United States of America,1-393-112-0293,1.0,1.0,M,14.0
oyj10903,CMS Energy,oyjlkhghxvyznxyfmmrbbmximyh,642.0,369560.0,Mgenfrolvtmseromvvlbw,9.0,Abilene,89580.0,R,TX,United States of America,1-995-397-2081,5.0,0.0,M,65.0
kuq10904,Ecolab,kuqxxalwemcywmljskxmnm,808.0,12936.0,cfmuwxurlsgjnmpmcwqgwosedeycvrauwrikzanhxuxqxyjnoqdqoblvlyosrwzkneaufnnjdwu,4.0,Columbus,3364856.0,O,Ontario,United States of America,1-249-182-4524,4.0,4.0,W,89.0
Qiz10905,Warnaco Group,Qiztxnn,379.0,462950.0,dokmkuixymnjsrujtjzucuxthc,5.0,Denver,1175581.0,O,MO,United States of America,1-732-367-8014,4.0,2.0,U,52.0
FZN10906,Berkshire Hathaway,FZNEKGDVGNH,533.0,405694.0,pcogmmtprs,0.0,Montpelier,2461352.0,U,VA,Canada,1-212-364-0014,4.0,0.0,M,58.0
EWR10907,Allstate,EWREHLYUNMAIYZEF,558.0,54271.0,Upngmlcneueswvnihbxyvotf,,Bakersfield,3437713.0,O,FL,United States of America,1-895-727-6050,5.0,3.0,M,8.0
Fgw10908,Allstate,Fgwfu,555.0,346404.0,Ztgqzcddmpuronnlazacpfeqjeogrjunpcgwveenqpguhm,5.0,Amarillo,2036027.0,O,CA,United States of America,1-245-123-3822,0.0,1.0,U,46.0
kzd10909,Vulcan Materials,kzdqj,470.0,478931.0,NKQKXQIZXBDOVULOHNHGSNAUUONFHCZPHLJCEJPCAIGPZWJFHKLKWLJXKCNAOTAAW,5.0,Hollywood,2033653.0,O,TN,United States of America,1-601-692-2835,5.0,0.0,M,21.0
Nve10910,Interpublic Group,Nveykupb,,210193.0,Gjftdcperoworqifmnywhaoofarotfhvwmcxsecrrubfuovuahtwgcfeoricagzb,5.0,Mobile,1255327.0,O,MI,United States of America,,,4.0,D,9.0
GHA10911,DirecTV Group,GHAULEJQZ,632.0,481083.0,,8.0,Madison,2449252.0,O,OR,United States of America,1-514-526-5294,,0.0,M,
Tev10912,NetApp,Tevukmn,496.0,339731.0,RJYTKOQIMFLREWFRMQDLTALYNVNGUBQDLWYDASNBDMDVTITWEEBLWEGMTZGUJWGDNWKXNCLBV,8.0,Evansville,1340516.0,O,ND,United States of America,1-439-112-1157,1.0,3.0,S,60.0
UZE10913,Crane,UZESJLZNGELQVGFINRGJZPCRZWMPU,392.0,436764.0,Irviblmlepgmnhq,8.0,Hialeah,3461994.0,U,ND,United States of America,1-582-813-5255,4.0,1.0,S,29.0
NCG10914,Eagle Rock Energy Partners,NCGHJMKNXSSURHUOABPXRMNK,517.0,352360.0,BGESYFSVPSGUBGLPGSADVUT,8.0,Dayton,2024540.0,O,Ontario,United States of America,1-548-978-1948,1.0,2.0,U,23.0
bhq10915,Toro,bhqaq,781.0,158128.0,ASDKYVSLSSURLPBA,1.0,Toledo,1138992.0,O,KS,United States of America,1-746-021-2699,0.0,2.0,S,94.0
PHJ10916,Aventine Renewable Energy,PHJMFTTVVI,473.0,420705.0,,4.0,Stockton,714476.0,O,AL,United States of America,1-415-186-6687,3.0,5.0,M,
Nby10917,Calpine,Nbyrkskvbuga,833.0,,hivydedderwdlvsthztrlolshjrkjhounjpxuustuukbtcrmviclbcmzimlulbncwrlfptbs,0.0,Detroit,2911061.0,O,Ontario,United States of America,1-924-167-9389,1.0,1.0,M,1.0
OGB10918,ArvinMeritor,OGBCSHJKCN,691.0,129742.0,QBQLSQCYNHGJDDOGIFYCULIINVGPVPBHJQZFEZBNJSRESSYNVBAQGFSHIHYOIQKFWSXLFLJB,1.0,Arlington,3969773.0,O,GA,United States of America,1-609-890-0204,2.0,4.0,M,24.0
lxs10919,American Greetings,lxsjuszsaarapzidbzkdehydcajq,605.0,328525.0,vvnilmxdskheajvznnkyn,2.0,St. Petersburg,703094.0,O,MI,United States of America,1-036-865-9969,5.0,1.0,M,24.0
acm10920,Expedia,acmrsqduajovlrl,606.0,209184.0,Xiiuxyzagbkhq,2.0,Iqaluit,1949122.0,O,WI,United States of America,1-051-526-1667,5.0,3.0,S,62.0
Wrm10921,Cardinal Health,Wrmjrvjksncvmzkbqmtmsfv,764.0,345510.0,,10.0,Rancho Cucamonga,2703266.0,U,FL,United States of America,1-768-813-5360,1.0,5.0,U,0.0
Jpi10922,Nalco Holding,Jpiypymtpjvtymartq,706.0,186382.0,kslvlzglgopuixswthbbvdgufyudpiylawrvlxvwgcdahnshmsavkotdfddanvhuwk,9.0,Casper,380664.0,O,PA,United States of America,1-649-666-1883,4.0,5.0,S,39.0
Tro10923,MSC Industrial Direct,Troomkcbiecthgt,539.0,360008.0,XYDVKBVKBOJNNKCOKWFEZTPSNLACMYSGYLKUHBQR,1.0,Rapid City,2013608.0,O,IN,United States of America,1-613-128-8542,5.0,0.0,M,41.0
xnn10924,Toro,xnnuxfvbowzlmuagrgsnqxxx,705.0,437145.0,Aidpwxwimprqkiakditjvwhlgysgiisglsrlclfmqmsoyn,1.0,Alexandria,684957.0,O,WA,United States of America,1-274-072-3038,0.0,1.0,U,96.0
Slk10925,Energizer Holdings,Slksmqccxapcsikby,506.0,156350.0,CNWZKFSBWJZMSHHLISMDFDVFRPDKKSW,1.0,Hull,1880630.0,O,Newfoundland,United States of America,,2.0,5.0,M,53.0
Mna10926,Nasdaq OMX Group,Mnatkf,722.0,290929.0,WTFHKDJVUWXTVJWOPPFDOMLQ,10.0,Sacramento,2644379.0,O,NJ,United States of America,1-790-225-4437,4.0,2.0,M,33.0
Ceu10927,Psychiatric Solutions,Ceujzlu,652.0,81542.0,Iwqrtepoxnq,6.0,Berkeley,2974979.0,R,CO,Canada,1-263-408-2993,4.0,3.0,M,22.0
Lib10928,Torchmark,Libfaicnipheoywnu,511.0,370202.0,Wzctjjcdvfcxsdquibugbaazjwnqqwtcspbuqwliusgjwndoivdvcidudno,4.0,Raleigh,1290150.0,U,WI,United States of America,1-890-985-6572,3.0,4.0,S,46.0
bbo10929,,bbovrseaxmtwhumkehslmbsnbxkpvj,399.0,268225.0,QSYFZKHHMWWCNNRHLHDESEEOLCQHTUNTCYLHYXVSDZVDTLDLPOAZVRHYWNCYQKA,6.0,Bellevue,376021.0,O,AR,Canada,1-265-909-5632,4.0,,U,31.0
Ncp10930,LandAmerica Financial Group,Ncpbryqnduzthh,568.0,215225.0,Uhqzkvfihncqgtgildgfhazosjmuyptmvfkcpezylur,10.0,Ontario,492595.0,R,PA,United States of America,1-375-393-7011,3.0,1.0,S,70.0
Uwx10931,Pactiv,Uwxkhebb,561.0,90783.0,Uaoosbvjczlvjrirfpyyohxfcbcmvdtqwpaheejwufditdmmtf,4.0,Evansville,3146306.0,O,DC,United States of America,1-568-261-8929,3.0,2.0,,24.0
OLB10932,Mylan,OLBEBQSQ,438.0,305315.0,,8.0,Baltimore,1641342.0,,MO,Canada,1-986-959-3653,1.0,,S,3.0
xvj10933,R.R. Donnelley & Sons,xvjpxmrufccenftfmrjpsteydmikm,316.0,136236.0,UPTVRUTYFZJBKCIULRMGHGQLYEVUOLUGWZOXHBUVHVSGBQOBCTHNFC,1.0,West Valley,3078194.0,R,WA,United States of America,1-181-080-3564,,3.0,M,40.0
STD10934,,STDXFHTRXBZCBDXXKPUM,309.0,120953.0,iecjjzefpxglkogxuoejzfarrxhbsxpdadkgb,,Chicago,1146111.0,O,AR,United States of America,1-473-108-7514,4.0,5.0,S,89.0
okg10935,Arch Coal,okgvvukkbnl,822.0,233464.0,Xtytfbhgbfdolrkigjagjdfvowfpcffnlinpdi,6.0,Reno,872488.0,U,SC,United States of America,1-423-981-4854,2.0,0.0,S,10.0
kxq10936,Advanced Micro Devices,kxqdnaxtwhnfaivtnllijjhv,799.0,,YDNMPJPGAXSAEXGRIQLQEPJRTCXOLYNKPJTXHKUIVKKOXDMRYTMLEPQETLJVSVRLLBTCDGEAVDAHJZ,2.0,Sterling Heights,3099758.0,U,GA,United States of America,1-926-129-3933,1.0,1.0,U,77.0
mgu10937,Aon,mguohropbqhv,558.0,,ecmifmteidqpmzwrpzsovehomjpnv,3.0,Erie,1753441.0,U,NH,United States of America,1-161-889-5810,3.0,4.0,S,38.0
RUR10938,WellCare Health Plans,RURAMZMFIBI,805.0,343496.0,,,Hilo,,O,VA,United States of America,1-227-978-3308,5.0,4.0,M,
Ffs10939,Collective Brands,Ffslunwxpsacfrtcgoprirfhoivsrx,745.0,481035.0,ILGXZTBKVKMEDNVQCOMBVCFMZVRDWNDVGVKKZRQKTQMFLSCEOJJJMKUJILWTHSGKSWVPLWCIRIWIZJD,2.0,Wichita,,O,KY,United States of America,1-102-418-3672,4.0,1.0,M,78.0
Ukf10940,Perrigo,Ukfggeprgjgxffuewqunwkd,381.0,312758.0,xwfuxevgrheytyeblhagv,7.0,Gary,3875663.0,,Saskatchewan,Canada,1-137-385-3341,4.0,5.0,M,21.0
sek10941,Arkansas Best,sekdssbjpapeuonkpcwfoelvlfk,626.0,227393.0,Fiilpxpgrsvuciorqkhrcbuxjjmuwjoktotgqhunjjtanjloeqsifeuyfbjkd,2.0,Salinas,3358247.0,O,ND,United States of America,1-540-667-6724,1.0,4.0,D,55.0
Tna10942,Lam Research,Tnask,744.0,437835.0,fizkawyqvaphmljiviipdiwimszlcpmhud,7.0,Washington,3661308.0,O,ID,United States of America,1-628-927-8038,1.0,4.0,S,85.0
UZJ10943,Sherwin-Williams,UZJKRAJQTSCXHRXNIXOEUZWZGYATZ,792.0,322724.0,,4.0,Montgomery,3371434.0,O,AZ,United States of America,1-139-345-7937,1.0,2.0,M,94.0
bpb10944,Bed Bath & Beyond,bpbqleges,741.0,452361.0,GVIKCUQQGKAPSJTYCQIQWCJRLJDLRZ,2.0,Gary,3031663.0,O,VT,United States of America,1-498-150-8278,2.0,0.0,D,35.0
Ljr10945,Health Management Associates,Ljrrqzbpdrngeeusoguhsguk,582.0,499003.0,snxdxzinxnkeuyqhlokxgnvhnidqtouuctoxcotbgrozzsvuflvqesgsjywa,0.0,Vancouver,87159.0,R,PA,United States of America,1-058-612-8436,2.0,5.0,S,42.0
Rzp10946,Huntsman,Rzpltaeakaoyfgrflqvmoxkdfsxqww,663.0,455818.0,RRUQOZTDQIEQNPDJBMRTCKJAOFDKIEAVYFK,1.0,Berkeley,,R,CT,United States of America,1-265-513-2591,2.0,2.0,W,71.0
Lrv10947,IAC/InterActiveCorp,Lrvmsnoq,840.0,454772.0,qyuhrzumlavwthmgsvirmdgbxbbfq,10.0,St. Johns,126126.0,U,MT,United States of America,1-485-595-0368,3.0,3.0,M,79.0
Wxg10948,Praxair,Wxgrgw,795.0,273676.0,JZFCYOQUZIBFEXLLJKBQNQBYBMXMF,4.0,Huntington,2449252.0,O,MI,United States of America,1-524-653-9485,2.0,0.0,D,42.0
Alb10949,Patterson,Albydgeobjfdzldxyedkrffd,437.0,321116.0,IPYBDXXICQJNJBJXHWECRMDJMHHCDWDPGUTCRWLS,8.0,Pembroke Pines,1273654.0,O,New Brunswick,United States of America,1-297-664-2075,0.0,2.0,W,20.0
UDW10950,Sanmina-SCI,UDWGVJJYBWKLEADPMZFRJE,638.0,320777.0,TIBEVSQXNDYCAQEA,10.0,Fairbanks,440078.0,R,Nova Scotia,United States of America,1-721-975-2824,5.0,3.0,M,20.0
UAS10951,Hospira,UASCVZBGHRTFKOUPVIWWAGBYVFNHBL,814.0,424772.0,fmowaumuskegfcdixkoziy,9.0,Iqaluit,1935817.0,O,SD,United States of America,1-057-891-5436,0.0,4.0,W,8.0
uus10952,AMC Entertainment,uuscnmppen,685.0,45651.0,UVXJCTVHNWRVCUMTLNPYWBNI,10.0,Shreveport,,O,PA,United States of America,1-493-711-9216,2.0,5.0,S,18.0
Htq10953,Pride International,Htqsrtpkbhyzceilfq,715.0,224022.0,dnwedmwuyhurlp,0.0,Springfield,3355149.0,U,NY,,1-379-648-5404,1.0,3.0,S,47.0
ZEI10954,McDonald's,ZEIOTVOFN,549.0,123128.0,aljmgpxuopvxyfohbhoufyybqc,0.0,Cheyenne,3975497.0,O,TN,United States of America,1-850-158-6289,3.0,3.0,U,72.0
TVP10955,Wendy's/Arby's Group,TVPJCMHQPHHDA,315.0,122108.0,WSUWDXRDVJIFZSUZSYCRUMQTRQZMNAYJOVILFUPEOUUHO,0.0,Knoxville,108127.0,O,KY,United States of America,1-810-599-3009,1.0,4.0,M,15.0
Lne10956,Ferrellgas Partners,Lnelehgqaydulieixcxklc,693.0,356575.0,Chrvlwmph,7.0,Coral Springs,1777116.0,O,MA,United States of America,1-180-437-6306,0.0,5.0,M,1.0
