AgeID,AddLi1,PoCo,Inc,FiN,Pho,CreRa,Em,MarSt,Ag,NumChil,St,Cou,NumC,OwORF,NuCrCar,NeWo
Blo4170,21671 IRENE ROAD,60675,181160.0,Tdr,1-387-954-2982,399.0,Idearc,S,64.0,0.0,OR,Canada,5.0,O,3.0,3570643.0
Ske4171,24731 flores south,t6b 1i7,492377.0,Harriett,1-325-992-4818,332.0,Hershey,S,6.0,4.0,MI,United States of America,1.0,O,7.0,157725.0
Abe4172,9907 UPTON SOUTH,V6V 1W6,312532.0,Renie,1-585-292-3464,613.0,Rowan Cos.,S,56.0,5.0,CO,United States of America,0.0,O,,1864852.0
dev4173,11469 fairmount boulevard,47732,,REGGIE,1-130-677-5988,809.0,Tenneco,D,41.0,0.0,DE,United States of America,5.0,O,10.0,2011593.0
bal4174,12349 outervale rue,55134,183355.0,Mansum,1-338-738-1315,,Polo Ralph Lauren,D,72.0,2.0,WY,United States of America,1.0,O,8.0,73713.0
Gaf4175,6119 BURGOYNE SOUTH,r5g 1m3,239636.0,Corissa,1-415-898-5164,529.0,Catalyst Health Solutions,S,9.0,3.0,WI,Canada,1.0,O,,2780878.0
Gu4176,5653 worth drive,M5d 1z7,379389.0,norikazu,1-667-149-9017,842.0,Exxon Mobil,,31.0,2.0,MS,United States of America,0.0,,,1275794.0
Nau4177,755 maywind south,M7n 1b2,310436.0,dita,1-010-278-8037,712.0,Penske Automotive Group,S,100.0,2.0,NH,United States of America,3.0,O,8.0,1421194.0
KRI4178,8282 wills street,32242,32314.0,Tammi,1-818-453-3270,823.0,Coach,U,48.0,4.0,IL,United States of America,1.0,O,7.0,1277873.0
mcc4179,13075 vinson road,35234,210813.0,mikhail,1-407-800-5378,699.0,Thrivent Financial,M,78.0,2.0,WI,United States of America,2.0,U,1.0,3511382.0
Swa4180,10093 mckinnon north,95251,89403.0,jaclyn,1-638-357-5222,757.0,Country Financial Services,S,67.0,2.0,LA,United States of America,1.0,O,3.0,165262.0
Sep4181,18175 walnut east,94281,357243.0,Chabert,1-144-150-4379,350.0,Nasdaq OMX Group,S,41.0,0.0,MN,United States of America,4.0,R,2.0,762349.0
Min4182,18207 conley south,92507,98356.0,Raz,1-525-884-5884,824.0,Zimmer Holdings,M,100.0,5.0,MD,United States of America,2.0,R,0.0,1924400.0
Har4183,2103 campbell boulevard,60674,404530.0,gabriellia,1-932-301-8554,383.0,Regions Financial,M,,3.0,NE,United States of America,0.0,O,2.0,2623954.0
Cam4184,493 day lane,85282,446338.0,clive,,431.0,Harman International Ind.,S,21.0,4.0,IN,United States of America,1.0,O,3.0,2927395.0
siz4185,336 knipp boulevard,94659,38905.0,homayoon,1-879-548-2192,641.0,Regions Financial,U,1.0,2.0,AZ,United States of America,1.0,R,4.0,1714903.0
nic4186,2682 LUMBER PARK,M6s 1i7,97019.0,Karry,1-634-943-2957,418.0,3M,M,71.0,5.0,Prince Edward Island,Canada,1.0,O,0.0,2902954.0
MCK4187,23607 idlewild way,25328,471410.0,Matelda,1-156-508-4421,398.0,Micron Technology,U,13.0,1.0,PA,United States of America,4.0,O,9.0,
Pot4188,20166 presido park,60633,468961.0,EMPDB,1-414-057-8647,438.0,Inergy Holdings,S,13.0,5.0,Prince Edward Island,United States of America,2.0,O,2.0,3229864.0
Nag4189,16660 kelvin park,V6z 1r7,,Jan,,668.0,Iron Mountain,U,91.0,5.0,NY,Canada,2.0,O,0.0,2419611.0
Noy4190,4824 ross boulevard,80055,282653.0,Yaser,1-051-302-4253,400.0,Advanced Micro Devices,M,24.0,0.0,KS,Canada,4.0,O,4.0,134899.0
Art4191,21006 stanford park,v6s 1s2,32796.0,Charangit,1-300-542-1343,517.0,Rock-Tenn,M,48.0,2.0,AZ,United States of America,0.0,O,,3431186.0
lon4192,4068 BEAUREGARD DRIVE,t6b 1h2,461606.0,GABE,1-595-443-5838,749.0,Unified Grocers,U,49.0,3.0,MA,United States of America,4.0,O,4.0,711283.0
Coz4193,6726 englewood upper,M4l 1n9,43453.0,Stone,,392.0,Solo Cup,S,4.0,,WI,United States of America,4.0,O,4.0,3720095.0
SWI4194,9375 wood south,92706,,Anver,1-873-719-4579,716.0,Smithfield Foods,D,57.0,3.0,MT,United States of America,2.0,O,10.0,1366779.0
Zub4195,19059 ginger avenue,M8a 1w3,297324.0,ALKARIM,1-374-638-4742,417.0,Men's Wearhouse,M,78.0,3.0,Alberta,United States of America,2.0,R,10.0,1840904.0
Par4196,7897 charleville avenue,94266,367.0,Harm,1-925-137-7885,527.0,Valassis Communications,S,18.0,3.0,ME,Canada,2.0,O,4.0,2846166.0
MCC4197,8503 pecos drive,90850,322674.0,CARMELITA,1-660-322-4001,390.0,Men's Wearhouse,W,47.0,2.0,TN,United States of America,5.0,R,5.0,3378736.0
MCF4198,4801 spaulding park,48202,349419.0,bela,1-040-398-0528,823.0,NV Energy,D,37.0,1.0,VA,United States of America,4.0,O,,21105.0
TEL4199,15416 windsor rue,H2f 1x9,393118.0,Joyce,1-882-114-5301,707.0,Southern,,92.0,,MI,Canada,1.0,O,1.0,3152590.0
nov4200,22313 wedgewood west,V6E 1Q8,172272.0,Air,1-095-622-0874,543.0,Retail Ventures,W,55.0,2.0,OK,United States of America,5.0,O,1.0,2778946.0
DOD4201,23171 marathon park,78505,433359.0,KACY,1-409-776-8624,743.0,Domtar,M,26.0,4.0,MN,United States of America,3.0,R,9.0,1492326.0
erm4202,24007 minot south,V6e 1q7,453223.0,Mirabella,1-338-069-1973,437.0,NCR,U,87.0,4.0,ID,United States of America,4.0,O,0.0,2161693.0
Phi4203,21013 KERRY WAY,94245,373307.0,ashla,1-606-956-3694,300.0,Bank of New York Mellon Corp.,D,48.0,2.0,KY,United States of America,4.0,R,5.0,2897769.0
Bra4204,458 cormorant road,93315,267967.0,anver,1-187-578-8649,,NewPage Holding,U,78.0,4.0,MO,United States of America,4.0,O,,3842016.0
Ric4205,14753 ankara north,90155,49787.0,Nico,1-333-338-9330,348.0,Helix Energy Solutions Group,M,35.0,4.0,DE,United States of America,4.0,O,0.0,1735312.0
AVE4206,9099 east south,x5e 1u5,300331.0,Arlana,1-014-162-8990,830.0,Lockheed Martin,M,70.0,3.0,WV,United States of America,2.0,O,6.0,3248717.0
Pfi4207,2755 RODEO COURT,23513,416677.0,Vmchange,1-230-993-8620,425.0,Rent A Center,S,48.0,1.0,ME,United States of America,2.0,O,5.0,2723684.0
CRA4208,19168 cleburne drive,90879,134459.0,Torrie,1-476-950-5337,740.0,Nucor,M,39.0,5.0,FL,Canada,0.0,R,5.0,2721196.0
kot4209,12974 pharr lane,38149,211890.0,Koray,1-851-669-5093,432.0,Buckeye GP Holdings,M,1.0,3.0,MN,Canada,1.0,U,0.0,1769035.0
Aud4210,22326 COLONIAL LOWER,H5i 1q8,178080.0,Stephi,1-371-549-3553,366.0,Hasbro,U,73.0,2.0,ME,Canada,1.0,O,5.0,97102.0
gre4211,16308 marine crescent,27101,47868.0,Kataryna,1-746-514-7035,568.0,AnnTaylor Stores,M,,3.0,AK,United States of America,5.0,R,3.0,1988772.0
Ted4212,21891 DEWEY STREET,v5a 1n6,307207.0,Kalinda,1-946-230-8800,409.0,Hospira,M,8.0,3.0,Nova Scotia,United States of America,2.0,R,3.0,434975.0
Col4213,7485 ARTHUR PARK,90225,240244.0,EBBA,1-927-541-0502,334.0,Lincoln National,D,75.0,0.0,NY,United States of America,2.0,O,3.0,1563149.0
Dow4214,7421 sandpoint east,38120,397748.0,SARETTE,1-340-769-1780,793.0,Hub Group,M,44.0,4.0,VT,United States of America,0.0,O,0.0,3784991.0
Ste4215,22422 inman way,V6B 1U3,335277.0,Avis,1-690-613-3188,581.0,Hayes Lemmerz,S,7.0,1.0,VA,United States of America,4.0,R,1.0,3158669.0
Boo4216,16051 tangle brush lower,T6a 1e2,281499.0,Sharee,1-405-876-1966,679.0,Dell,M,72.0,1.0,WV,Canada,5.0,O,8.0,
Tra4217,21414 nealy way,02104,185503.0,DOLLIE,1-374-488-5101,436.0,Int. Business Machines,W,97.0,5.0,FL,Canada,5.0,R,0.0,569028.0
Ump4218,15868 dewdrop park,87113,111494.0,SUNNING,1-199-058-6518,542.0,Lithia Motors,M,11.0,0.0,TN,United States of America,5.0,R,4.0,535249.0
Bar4219,9513 lancaster east,58507,72941.0,Odelle,1-992-159-9557,602.0,Jones Lang LaSalle,M,71.0,4.0,WA,United States of America,1.0,R,1.0,1041228.0
CLA4220,10253 oak grove avenue,38151,,oralie,1-246-944-1794,782.0,Sunrise Senior Living,D,74.0,2.0,ME,United States of America,,O,3.0,592576.0
Wau4221,9625 allen boulevard,85748,309003.0,Jr,1-310-639-8858,367.0,Ryder System,U,82.0,3.0,NV,United States of America,4.0,O,3.0,1189086.0
Arn4222,1243 SALADO ROAD,78773,114489.0,wendel,1-513-414-2595,711.0,Consolidated Edison,S,3.0,4.0,CA,United States of America,3.0,O,5.0,1117257.0
Nan4223,8789 throckmorton boulevard,M7o 1b5,374074.0,Cubicle,1-890-832-9720,813.0,Westlake Chemical,D,33.0,1.0,SD,United States of America,0.0,O,,2336201.0
Iva4224,17671 parkwood west,V6o 1u4,240143.0,kristien,1-198-104-7115,474.0,Harley-Davidson,S,71.0,1.0,NM,Canada,0.0,O,2.0,1476160.0
Wed4225,1758 seip way,68103,419845.0,An,1-466-118-4263,473.0,Steel Dynamics,M,70.0,5.0,ID,Canada,2.0,U,0.0,
goo4226,22658 lamboll drive,02910,,Austine,1-927-865-2041,673.0,H&R Block,W,,4.0,ID,United States of America,3.0,O,3.0,3136996.0
BAC4227,11065 candlelight way,13213,92688.0,Godiva,1-959-870-2995,800.0,Curtiss-Wright,,39.0,2.0,WV,United States of America,0.0,R,0.0,2476740.0
Fie4228,16605 turtle creek park,70123,402858.0,Celestyn,1-104-678-0716,385.0,Eaton,S,,2.0,OR,United States of America,0.0,O,9.0,406551.0
Kap4229,8767 GRAVES BOULEVARD,95220,361702.0,NABIL,1-269-481-0310,363.0,Penske Automotive Group,D,25.0,0.0,DE,United States of America,4.0,O,10.0,2705512.0
CAM4230,12279 VALLEY VISTA UPPER,90270,132124.0,Glenine,1-398-140-1679,647.0,International Paper,W,99.0,0.0,NM,United States of America,5.0,O,0.0,1372756.0
Nas4231,11961 beningus rue,02114,325225.0,Adriana,1-973-107-1306,440.0,Urban Outfitters,U,71.0,4.0,OK,Canada,5.0,O,3.0,
buf4232,3788 garden brook lower,V6S 1U6,185826.0,brandon,1-804-722-1388,478.0,Newfield Exploration,,8.0,1.0,Prince Edward Island,United States of America,0.0,O,0.0,3640000.0
REI4233,15015 lullwood road,28228,402005.0,Theda,1-727-154-3656,436.0,O'Reilly Automotive,S,70.0,4.0,OH,United States of America,2.0,O,5.0,789571.0
lip4234,13673 purdue lane,V6c 1p4,358219.0,yukuo,1-151-166-7116,642.0,United States Steel,U,78.0,3.0,British Columbia,United States of America,4.0,O,2.0,1149614.0
Has4235,16866 richmond park,33618,286991.0,Frieda,1-252-626-8489,511.0,Whole Foods Market,M,,1.0,AK,United States of America,3.0,U,4.0,3689631.0
kla4236,2047 brown west,98152,222596.0,Jennie,1-348-729-3848,698.0,Southwestern Energy,M,31.0,2.0,KY,United States of America,5.0,O,0.0,2140698.0
Gol4237,24444 strass upper,v5c 1p2,342014.0,joice,1-261-634-5616,517.0,Watson Wyatt Worldwide,M,95.0,5.0,NC,Canada,4.0,U,3.0,2085742.0
sch4238,7658 WINIFRED STREET,97203,496027.0,STEVENA,1-866-710-0222,459.0,Atlas America,D,21.0,3.0,DC,Canada,4.0,O,2.0,3854653.0
bou4239,20566 fairfield court,85235,254872.0,Josy,1-953-123-0355,377.0,Viacom,M,31.0,2.0,DE,United States of America,5.0,R,7.0,91029.0
BLO4240,2579 creekbend way,76130,322463.0,Larina,1-894-395-0481,723.0,Dick's Sporting Goods,M,65.0,5.0,WA,United States of America,4.0,O,0.0,1891786.0
zie4241,3024 basswood lane,23324,225607.0,Gabriell,1-579-359-8879,584.0,ManTech International,S,83.0,5.0,NM,Canada,1.0,O,0.0,2210006.0
Fle4242,719 holman court,93903,,Zalee,1-421-745-0901,428.0,Airtran Holdings,S,,0.0,MO,United States of America,3.0,R,1.0,2227223.0
mcc4243,1701 GOLD EAST,23242,70125.0,Rivy,1-673-512-7270,327.0,,S,69.0,3.0,OR,United States of America,5.0,O,1.0,3863874.0
Din4244,19649 carnation north,93804,403276.0,ALVIN,1-865-075-6024,728.0,Markel,M,27.0,4.0,NH,United States of America,0.0,O,7.0,3677127.0
FIK4245,23211 wood boulevard,v6w 1w5,58740.0,drew,1-491-148-8798,592.0,Radian Group,U,58.0,2.0,WA,United States of America,4.0,U,4.0,745315.0
Way4246,13885 commerce boulevard,X7j 1r7,154272.0,CAZ,1-520-914-2799,713.0,Darden Restaurants,M,,0.0,Saskatchewan,United States of America,1.0,U,4.0,
Jea4247,22140 CONLEY CRESCENT,85032,432078.0,ellyn,1-842-858-5986,448.0,MeadWestvaco,D,28.0,0.0,HI,Canada,0.0,O,8.0,2700296.0
Gio4248,14587 stratton rue,M5d 1u6,29616.0,werner,1-633-566-8949,750.0,Country Financial Services,M,30.0,1.0,MD,United States of America,0.0,O,3.0,3345262.0
Flo4249,24573 LYONS AVENUE,77006,386129.0,Yuen,1-573-924-5526,781.0,WellPoint,M,47.0,0.0,Quebec,United States of America,1.0,O,6.0,
var4250,240 hoke north,Y1b 1g5,97364.0,Layla,1-233-370-8367,808.0,Berkshire Hathaway,M,84.0,5.0,Saskatchewan,United States of America,0.0,O,8.0,2363926.0
chi4251,20156 southlake drive,m6u 1h8,404640.0,Leda,1-287-822-7673,554.0,Eastman Kodak,S,78.0,1.0,FL,United States of America,3.0,O,0.0,1405438.0
raa4252,20900 marchmont west,93903,,Dayle,1-522-020-5196,644.0,Principal Financial,,83.0,2.0,SC,United States of America,0.0,R,3.0,344087.0
EIE4253,2240 clifton lower,77092,436731.0,Selwyn,1-502-985-4297,723.0,Marriott International,W,15.0,4.0,AR,Canada,3.0,R,6.0,3313188.0
MAY4254,2920 floresta street,14219,211512.0,Erick,1-386-937-9627,308.0,Hartford Financial Services,S,89.0,3.0,AL,United States of America,5.0,O,6.0,1355320.0
tyn4255,14566 wisteria road,94187,1188.0,GIAMBATTISTA,1-610-389-0298,821.0,Hudson City Bancorp,U,24.0,4.0,NE,United States of America,,O,6.0,2168308.0
sei4256,21034 WINDCHIME LOWER,77146,14442.0,dean,1-748-819-4956,618.0,,M,29.0,4.0,CT,United States of America,1.0,R,,2407333.0
THO4257,24996 robbins east,m5a 1y6,236118.0,Morgen,1-091-388-1493,579.0,Pepsi Bottling,D,95.0,2.0,MN,United States of America,2.0,U,0.0,2548893.0
Haw4258,11393 balmoral way,V6R 1P5,14575.0,yue-min,1-210-002-8188,614.0,Cinemark Holdings,W,33.0,0.0,MO,United States of America,5.0,U,3.0,3832480.0
rin4259,9521 bailey east,30356,419848.0,radio,1-388-767-5653,417.0,Werner Enterprises,M,12.0,0.0,TX,Canada,4.0,O,3.0,1300144.0
MER4260,22775 gardina drive,V6q 1p8,,SMITH,1-062-785-8563,382.0,Calumet Specialty Products,S,46.0,2.0,NC,United States of America,2.0,O,0.0,935453.0
car4261,13626 hawkins street,V6s 1r6,103361.0,gunars,1-526-019-3341,646.0,Parker Hannifin,D,46.0,1.0,OR,United States of America,4.0,O,10.0,568254.0
Osa4262,22958 lander road,91358,77193.0,America,1-125-536-8001,848.0,CC Media Holdings,M,10.0,2.0,MI,Canada,2.0,O,7.0,3888175.0
Pas4263,16647 purdue north,50320,27109.0,VALEDA,,674.0,Mylan,S,1.0,2.0,ND,United States of America,1.0,O,9.0,3911313.0
wai4264,13626 hawkins street,38169,430495.0,JACQUIE,1-959-024-8754,746.0,Centene,U,42.0,3.0,ME,United States of America,4.0,R,10.0,3145510.0
ban4265,17004 ROCKY KNOLL STREET,30376,237574.0,EALASAID,1-895-922-3066,626.0,MSC Industrial Direct,S,14.0,0.0,NY,Canada,,O,5.0,3791837.0
Das4266,2285 clover east,T5c 1s8,252115.0,Eddy,1-991-980-0730,685.0,Penske Automotive Group,M,66.0,2.0,OR,Canada,5.0,O,8.0,1544034.0
Sau4267,11943 keswick west,V6x 1q8,245523.0,Wade,1-284-002-9868,808.0,Bucyrus International,D,0.0,5.0,IN,United States of America,2.0,O,9.0,2781478.0
HOY4268,5680 powers drive,R3A 1N7,68039.0,Vlado,1-041-208-7713,734.0,Cinemark Holdings,W,27.0,5.0,Alberta,United States of America,2.0,O,0.0,1722898.0
pon4269,15613 paine lower,M3V 1J6,69360.0,JOEY,1-754-432-2023,409.0,Kla-Tencor,D,55.0,0.0,PA,United States of America,3.0,O,0.0,3904599.0
GIL4270,17677 electra rue,80138,81213.0,Alexandra,1-063-405-1190,,Liberty Mutual Insurance Group,M,78.0,,AZ,United States of America,5.0,O,6.0,2186592.0
gla4271,20954 belt line rue,M4j 1o8,393554.0,Hester,1-240-012-3561,364.0,Live Nation,S,69.0,3.0,DC,United States of America,2.0,O,5.0,
Har4272,5524 frostwood court,49515,106792.0,Kaja,1-819-389-2928,328.0,Genzyme,S,17.0,1.0,NY,United States of America,4.0,O,3.0,3794398.0
Koz4273,22892 AVALON NORTH,T5D 1L2,245787.0,WILHELMUS,1-312-896-7878,440.0,Bucyrus International,M,37.0,1.0,TN,United States of America,1.0,O,9.0,3666751.0
tor4274,17473 SAKOWITZ LOWER,78272,428677.0,LUCAS,1-202-599-8312,546.0,Telephone & Data Systems,M,16.0,1.0,NH,United States of America,1.0,R,2.0,2068140.0
Din4275,18591 chapin road,80095,19101.0,Prem,1-614-562-0974,474.0,Del Monte Foods,W,50.0,5.0,WA,United States of America,2.0,O,3.0,425983.0
Ham4276,22892 avalon north,V6p 1s4,234520.0,Glynnis,1-704-643-3296,359.0,CMS Energy,W,55.0,3.0,WV,Canada,0.0,O,8.0,1457112.0
Hel4277,12610 PRESIDO ROAD,14612,283924.0,Vuhoan,,528.0,Scholastic,S,75.0,5.0,British Columbia,United States of America,0.0,O,7.0,3218803.0
GRI4278,17042 lancaster east,M5d 1z9,6460.0,Mildred,1-891-405-1217,323.0,Dell,S,91.0,0.0,Ontario,Canada,5.0,O,9.0,816765.0
bru4279,22097 penmar avenue,T5b 1s1,368934.0,Layne,1-376-197-6463,719.0,MasterCard,M,18.0,2.0,HI,Canada,3.0,O,0.0,1449656.0
Paq4280,8909 QUENTIN ROAD,V6Z 1U3,14818.0,LEN,1-679-869-0880,326.0,Masco,S,,2.0,NJ,United States of America,,O,5.0,377127.0
Gie4281,18875 royalton crescent,36190,104054.0,austin,1-446-310-2150,616.0,Harrah's Entertainment,U,50.0,2.0,MO,United States of America,1.0,O,5.0,2219139.0
Kes4282,13897 stan hope south,02110,98692.0,Emelina,1-917-461-6282,397.0,WellPoint,W,6.0,1.0,KS,United States of America,2.0,R,9.0,119822.0
Rob4283,13198 imperial boulevard,79937,167150.0,Saloma,1-017-778-8003,843.0,CenterPoint Energy,M,88.0,3.0,PA,Canada,5.0,U,8.0,1309120.0
tur4284,15185 simpson south,V6e 1r6,323318.0,wee-seng,1-734-033-7080,410.0,Alaska Air Group,D,39.0,0.0,NJ,Canada,2.0,O,5.0,2101301.0
Jur4285,21818 PALM WEST,85315,298891.0,Erminie,1-485-542-2546,835.0,SAIC,W,40.0,3.0,SC,United States of America,0.0,O,7.0,3825142.0
Lar4286,1758 seip way,73116,97512.0,ONEIDA,1-804-677-8531,766.0,Solutia,U,24.0,2.0,MI,United States of America,5.0,O,,1639417.0
loc4287,24560 ketch upper,33171,406570.0,Betty-anne,1-449-617-4666,631.0,,S,38.0,0.0,OH,United States of America,1.0,O,3.0,2698788.0
GAL4288,20929 LEE EAST,H2b 1u9,446551.0,VEN,1-749-355-1185,609.0,Cummins,U,70.0,3.0,CT,United States of America,1.0,R,7.0,824988.0
KEI4289,15818 DAVIE EAST,91105,180026.0,LING-ZHONG,1-317-680-9555,412.0,Toro,S,14.0,0.0,MT,United States of America,5.0,R,,3044092.0
Spe4290,16592 creekbend street,33168,173810.0,Gwenora,1-656-408-6386,694.0,NRG Energy,D,98.0,0.0,Ontario,United States of America,1.0,R,9.0,3603082.0
Sym4291,5484 mckinnon lane,55131,356802.0,Demi,1-531-927-1433,605.0,Graphic Packaging Holding,W,46.0,4.0,WA,United States of America,,O,8.0,491631.0
Mah4292,17042 lancaster east,10237,222870.0,Rosario,1-419-404-2218,629.0,CVR Energy,M,54.0,0.0,AL,United States of America,1.0,O,1.0,1523042.0
Gau4293,1063 dunbar lower,19066,464267.0,sanjoy,,582.0,Wesco International,D,76.0,3.0,CO,Canada,1.0,O,6.0,2034745.0
mun4294,11030 capital boulevard,T6b 1h3,155336.0,ANNELISE,1-529-201-3312,442.0,Honeywell International,M,76.0,5.0,FL,United States of America,3.0,O,5.0,1062416.0
kes4295,13779 harrington west,77020,402496.0,Arne,1-864-391-1559,526.0,Wesco International,U,66.0,4.0,VA,United States of America,0.0,O,0.0,
Sot4296,8789 THROCKMORTON BOULEVARD,92804,,Viviyan,1-841-702-6636,828.0,Systemax,M,,3.0,CT,United States of America,1.0,O,2.0,2001552.0
fwp4297,13506 lyle west,H7F 1T5,354930.0,BARNES,1-884-378-5267,334.0,Express Scripts,,85.0,3.0,ND,Canada,4.0,R,10.0,1178726.0
GIL4298,2773 spicebrush crescent,M5c 1z3,200269.0,Reyaud,1-153-361-5204,513.0,Invacare,M,67.0,4.0,Prince Edward Island,United States of America,1.0,O,9.0,2670491.0
ROU4299,21046 clover upper,75224,196174.0,ankie,1-826-970-9654,656.0,Exide Technologies,M,20.0,5.0,ID,United States of America,4.0,,0.0,2433322.0
Mac4300,6054 chestnut avenue,V6r 1r9,137113.0,GIAMBATTISTA,1-227-942-5950,684.0,Regions Financial,U,58.0,2.0,MT,United States of America,3.0,O,7.0,414243.0
dau4301,7339 martin avenue,94342,207378.0,eduardo,1-725-833-9400,330.0,Johnson Controls,S,53.0,4.0,NV,United States of America,,R,1.0,3746636.0
CHO4302,10915 ORINDA BOULEVARD,10706,339877.0,Salis,1-707-898-5759,693.0,Ross Stores,U,51.0,4.0,AK,United States of America,,O,5.0,2777899.0
cra4303,16124 WEYLAND PARK,t6c 1j6,439354.0,hall,1-350-497-6516,644.0,AMR,M,70.0,5.0,ME,United States of America,4.0,O,9.0,277144.0
Pro4304,18440 RYAN NORTH,81004,491679.0,Ilene,1-655-418-4527,315.0,Annaly Capital Management,D,46.0,0.0,Nova Scotia,Canada,5.0,O,2.0,1008916.0
WES4305,3906 ROOSEVELT LOWER,c2b 4x7,199307.0,JANELL,1-248-258-3049,807.0,Prudential Financial,,36.0,3.0,IA,United States of America,5.0,O,2.0,1114236.0
poo4306,14900 stratmore lower,V6B 1W5,180068.0,Majid,1-814-547-4408,633.0,Progressive,,75.0,5.0,WI,United States of America,2.0,O,6.0,2410150.0
rom4307,17774 applewood rue,90171,81843.0,LISHE,1-938-152-1659,602.0,Graphic Packaging Holding,U,62.0,0.0,PA,United States of America,,O,9.0,1899336.0
WYL4308,21029 morningside avenue,V6Y 1V8,33321.0,ira,1-056-626-6176,491.0,Owens Corning,U,72.0,1.0,OK,United States of America,4.0,O,8.0,1056214.0
Mcn4309,12557 kelly boulevard,M5e 1v6,,uta,1-169-397-9511,751.0,State Farm Insurance Cos.,M,52.0,1.0,British Columbia,United States of America,0.0,O,1.0,1216245.0
Cre4310,11480 FENNEL SOUTH,79956,256923.0,Marci,1-492-090-5186,594.0,Comcast,S,95.0,3.0,MN,United States of America,4.0,R,0.0,
TIL4311,20657 westella way,V6u 1q9,265626.0,ysabel,1-107-541-0346,667.0,Perrigo,U,5.0,3.0,GA,United States of America,3.0,O,1.0,407715.0
bay4312,12565 irene lower,68128,249556.0,Emmanuel,1-292-611-4426,522.0,Norfolk Southern,S,63.0,4.0,VT,Canada,,,4.0,1130952.0
PRO4313,5317 drew east,55440,417366.0,ROZ,1-735-425-1042,662.0,WellCare Health Plans,D,46.0,3.0,MO,United States of America,0.0,U,8.0,2577280.0
GAH4314,23261 long way,23512,68943.0,micheal,1-427-214-2705,598.0,American International Group,M,22.0,3.0,British Columbia,United States of America,3.0,R,10.0,3712558.0
gle4315,1363 HILLTOP PARK,35233,1029.0,Vivienne,1-345-399-7561,728.0,Pfizer,U,33.0,0.0,PA,United States of America,3.0,R,10.0,3713640.0
Bra4316,20237 kane court,76108,166679.0,AMANDIP,1-649-863-6999,335.0,Vulcan Materials,U,46.0,2.0,KY,United States of America,0.0,O,0.0,125452.0
Kra4317,378 nolan avenue,M8a 1v5,38587.0,Flying,1-584-730-9808,758.0,Macy's,S,46.0,5.0,NJ,Canada,5.0,O,9.0,2820271.0
Bre4318,18182 woolridge lower,T5B 1T2,339832.0,BERTIE,1-460-684-4046,675.0,Plains Exploration,,65.0,0.0,SD,United States of America,0.0,O,5.0,1199837.0
hor4319,15581 jefferson crescent,83706,394710.0,korella,1-333-958-9775,752.0,Leap Wireless International,U,12.0,5.0,ND,United States of America,0.0,R,2.0,1622486.0
thi4320,21177 norfolk way,63131,370726.0,jaynie,1-254-162-5708,805.0,Patterson-UTI Energy,M,43.0,2.0,IA,United States of America,4.0,O,1.0,938254.0
Chi4321,7667 bayridge road,49505,85416.0,kaja,1-381-436-9028,313.0,McClatchy,M,26.0,3.0,Ontario,United States of America,1.0,O,0.0,626607.0
De 4322,3979 gardina park,79427,337873.0,adriana,1-272-861-8416,690.0,Eli Lilly,,4.0,3.0,UT,United States of America,0.0,U,0.0,1460192.0
Gar4323,8288 TARTAN WEST,V6x 1v2,489644.0,Ijff,1-119-077-1287,602.0,MSC Industrial Direct,M,44.0,5.0,MS,United States of America,,O,6.0,558457.0
STA4324,3685 flint river south,71108,280550.0,JACQUENETTA,1-999-717-7692,545.0,Century Aluminum,D,63.0,5.0,TX,United States of America,0.0,,9.0,3558908.0
WIN4325,23128 ROSWELL CRESCENT,M7O 1B5,290131.0,Batsheva,1-051-487-6329,450.0,Qwest Communications,U,70.0,4.0,WV,United States of America,0.0,U,3.0,2434706.0
Rie4326,23282 DANVERS CRESCENT,V6Q 1P3,490290.0,Pegeen,1-185-251-2290,457.0,C.H. Robinson Worldwide,,22.0,3.0,ND,United States of America,5.0,O,3.0,2295184.0
bac4327,2401 stratmore lower,H7F 1T5,321094.0,JANIFER,1-906-086-5969,456.0,,M,60.0,5.0,OH,United States of America,4.0,O,2.0,1729634.0
D'a4328,11322 BROOKS LOWER,29227,109170.0,Lars,1-987-482-1695,542.0,SLM,W,27.0,1.0,HI,United States of America,3.0,O,4.0,2865729.0
CAS4329,12194 julian lower,33150,,VIVEK,1-629-633-2167,,Southwest Gas,S,20.0,1.0,RI,Canada,2.0,O,7.0,196856.0
Tra4330,11711 park stream way,68122,223425.0,Pierre,1-509-543-5173,446.0,TravelCenters of America,D,,2.0,Manitoba,United States of America,0.0,O,0.0,839311.0
Lit4331,6337 TANGLE BRUSH BOULEVARD,85087,277906.0,judith,1-098-726-7929,812.0,Huntsman,M,71.0,5.0,British Columbia,United States of America,0.0,O,1.0,860617.0
GAJ4332,21889 west court,v5c 1m5,397653.0,MARTIN,1-022-602-5196,406.0,JohnsonDiversey,M,,2.0,Newfoundland,United States of America,4.0,R,1.0,828864.0
Ste4333,1771 myrtle rue,74145,246014.0,MELYNDA,1-516-862-9170,337.0,Nvidia,D,17.0,3.0,WY,United States of America,3.0,U,10.0,3234466.0
Gre4334,4659 long boulevard,95182,120392.0,Willamina,1-658-633-2154,707.0,HealthSpring,W,89.0,0.0,VA,United States of America,,O,9.0,
GUI4335,16552 FRESCO SOUTH,V6j 1r3,446561.0,Kathye,1-899-575-0554,376.0,Vornado Realty Trust,U,50.0,2.0,NY,United States of America,2.0,R,,2061841.0
