NumberCars,OwnOrRentFlag,CreditRating,NumberChildren,NumberCreditCards,MaritalStatus,Country,Gender,State,AddressLine1,Income,Phone,FirstName,City,NetWorth,AddressLine2,Employer,MiddleInitial,LastName,AgencyID,PostalCode,Age
3.0,O,558.0,4.0,9.0,M,United States of America,m,IN,7455 clint rue,131254.0,1-989-714-7224,Pietra,Baton Rouge,817676.0,,Bon-Ton Stores,,BOEHLKE,BOE2926,77185,67.0
1.0,O,450.0,2.0,0.0,D,United States of America,m,IN,23366 harris way,228342.0,1-260-055-8628,RAMIZ,Missoula,2413564.0,,American National Insurance,Y,Hummerston,Hum2927,90005,87.0
4.0,O,703.0,4.0,9.0,S,United States of America,,ND,14279 woodland park court,272154.0,1-365-283-1141,Sabrina,Indianapolis,1660237.0,,Sunrise Senior Living,,Harlan,Har2928,07505,77.0
5.0,O,560.0,0.0,,M,United States of America,,WA,12051 SAVANNAH COURT,457193.0,1-278-392-1092,esmaria,Rapid City,3061871.0,,Vanguard Health Systems,,Rampaul,Ram2929,90843,61.0
3.0,O,495.0,2.0,4.0,W,Canada,,OH,1573 brighton west,73826.0,1-193-663-2269,sylvia,Thousand Oaks,,,Solo Cup,F,Loker,Lok2930,v6f 1s2,20.0
2.0,O,604.0,4.0,6.0,U,United States of America,,Quebec,10572 kiel avenue,139921.0,1-727-033-7258,Jastinder,San Bernardino,2350603.0,,Plexus,,Lortie,Lor2931,M3V 1J8,37.0
2.0,,322.0,2.0,,M,United States of America,,ID,6464 bonnie brae street,19871.0,1-205-320-3693,lianne,Irvine,3542550.0,,BJ's Wholesale Club,,Rightmire,Rig2932,99787,41.0
,O,326.0,4.0,4.0,M,United States of America,m,WI,22679 chimney rock west,429326.0,1-141-026-4625,carilyn,Vallejo,729029.0,,Pantry,,CONISTIS,CON2933,V6Q 1S2,95.0
0.0,O,663.0,2.0,1.0,W,United States of America,m,NC,16165 ottley north,414355.0,1-651-899-6898,Grissel,Lexington,2915930.0,,Donaldson,,Kotval,Kot2934,V5c 1m4,74.0
2.0,U,,,6.0,M,Canada,,WI,12683 la cienega street,429914.0,1-217-597-6246,Herman,New York,881421.0,,,,neely,nee2935,75026,18.0
4.0,O,617.0,5.0,0.0,M,United States of America,f,SD,4937 chestnut avenue,144269.0,1-991-589-7678,Azam,Nashville,2165336.0,,Praxair,,Mcmullin,Mcm2936,94160,73.0
4.0,O,743.0,3.0,3.0,W,United States of America,,Quebec,22649 WEYLAND RUE,188313.0,1-689-484-9060,Azar,Yellow Knife,3487477.0,,Hub Group,,merrithew,mer2937,23509,80.0
5.0,O,303.0,3.0,7.0,M,United States of America,F,WV,19969 austin boulevard,290119.0,1-974-114-9281,Maso,Wilmington,,,Limited Brands,,Bulitka,Bul2938,99536,67.0
2.0,O,791.0,2.0,,D,United States of America,,AK,24021 roosevelt rue,256698.0,1-683-066-1019,Dix,Washington,2129073.0,apt. 897,Northwestern Mutual,,bittman,bit2939,21203,40.0
5.0,O,457.0,4.0,,S,United States of America,,TN,6832 atlantic park,118219.0,1-663-286-3107,Ellynn,West Covina,1300323.0,,Insight Enterprises,K,harapiak,har2940,44327,75.0
5.0,O,496.0,5.0,8.0,W,United States of America,,British Columbia,18833 3rd park,288881.0,1-515-263-5084,HACK-HOO,Boise,2792896.0,,Cliffs Natural Resources,R,Benning,Ben2941,93746,
,O,403.0,4.0,7.0,,Canada,F,Prince Edward Island,4129 crestline avenue,447556.0,1-980-109-2382,willard,Kitchener,709636.0,APT. 716,,,costen,cos2942,35252,87.0
5.0,O,452.0,,4.0,S,Canada,f,WY,6463 walters boulevard,349885.0,1-628-211-2763,Maged,Mesa,3220890.0,,Holly,,Maijala,Mai2943,78723,28.0
5.0,O,,0.0,5.0,M,United States of America,,Nova Scotia,2546 ashley way,37212.0,1-310-142-4448,Mohamed,Norfolk,3625645.0,,Intuit,T,schittl,sch2944,95185,93.0
1.0,O,,1.0,8.0,U,United States of America,M,New Brunswick,9933 inwood south,136724.0,1-275-976-0375,Nessie,Providence,2681833.0,,Rockwood Holdings,,HERRINGTON,HER2945,M2p 1d9,23.0
4.0,O,573.0,3.0,4.0,S,United States of America,,SD,10013 shaw road,30699.0,1-964-439-4557,Monica,Jacksonville,207894.0,,Universal American,,dotsey,dot2946,M3w 1k9,51.0
2.0,R,574.0,0.0,6.0,M,United States of America,f,ND,2156 BLEDSOE ROAD,31143.0,1-395-014-1110,DATHA,Salinas,3788965.0,,VeraSun Energy,T,naor,nao2947,T5C 1J2,66.0
4.0,U,393.0,3.0,0.0,M,United States of America,,DC,7524 linberg north,473545.0,1-478-098-8176,RENNY,Charleston,713831.0,,United Rentals,,Zeller,Zel2948,H5j 1q4,64.0
1.0,U,374.0,5.0,3.0,M,United States of America,M,WV,12037 overton ridge upper,371120.0,1-834-194-1414,ko,Regina,1587674.0,,PG&E Corp.,T,Sangha,San2949,V6U 1U2,76.0
2.0,O,538.0,,2.0,M,United States of America,,IA,2035 eaton park,280035.0,1-410-898-3130,Eoin,Little Rock,3992451.0,,Erie Insurance Group,P,CROSSLEY,CRO2950,M6t 1i1,41.0
4.0,U,564.0,5.0,0.0,M,United States of America,,NC,9733 berry south,48225.0,1-313-439-2968,Yovonnda,Topeka,1952207.0,,Jones Financial,V,COSTANTINO,COS2951,99619,11.0
3.0,O,663.0,2.0,8.0,M,United States of America,F,Newfoundland,19827 CHERRY RIDGE WAY,51842.0,1-549-529-8766,LETICIA,Bellevue,2713850.0,,Motorola,G,Klowak,Klo2952,94112,21.0
4.0,R,318.0,1.0,0.0,S,United States of America,F,DE,5902 lincoln north,111112.0,1-410-570-3292,Florida,Baton Rouge,3062409.0,,DTE Energy,P,IAROCCI,IAR2953,50308,98.0
0.0,O,632.0,2.0,6.0,M,United States of America,F,VT,16675 dewey upper,470629.0,1-053-520-6823,elvera,Lafayette,1969908.0,Apt. 759,Solutia,G,mikulka,mik2954,v6w 1u1,42.0
3.0,O,800.0,0.0,9.0,M,United States of America,M,Prince Edward Island,10784 gold park,392006.0,1-633-512-4482,noslab,Sterling Heights,2660942.0,,Reynolds American,S,COMMENTS,COM2955,V6v 1p7,96.0
0.0,O,411.0,0.0,1.0,S,Canada,,Saskatchewan,17172 pershing west,197466.0,1-862-102-6685,magdalena,Columbus,1074766.0,,Qwest Communications,V,Momon,Mom2956,43615,90.0
5.0,O,,1.0,4.0,S,United States of America,F,NY,16844 leon south,,1-743-495-3074,Fung,Beaumont,840785.0,,PHH,,hobin,hob2957,V6M 1W9,
5.0,U,753.0,5.0,2.0,M,United States of America,,PA,21575 WOOLRIDGE LANE,450686.0,1-516-599-9846,perla,Jersey City,1854522.0,,Newfield Exploration,,bustillos,bus2958,45276,12.0
4.0,O,755.0,3.0,8.0,S,Canada,M,Quebec,20823 west chapel avenue,415082.0,,KYNTHIA,Yonkers,3872226.0,,Harris,,clampitte,cla2959,23294,14.0
2.0,O,826.0,3.0,6.0,M,United States of America,F,ID,336 knipp boulevard,313480.0,1-859-839-9282,Myrilla,Manchester,2953710.0,,Perot Systems,,NOAH,NOA2960,V6m 1q3,38.0
3.0,O,389.0,4.0,0.0,U,United States of America,,NV,22296 cherry ridge drive,385302.0,1-191-044-8493,TERRI,Madison,3459125.0,,Valmont Industries,,Layne,Lay2961,30321,47.0
1.0,O,592.0,4.0,9.0,D,United States of America,m,ME,7766 brown rue,241535.0,1-681-963-3495,Brittany,Escondido,,,BorgWarner,,Prymack,Pry2962,E4b 1r5,26.0
,O,703.0,0.0,10.0,W,United States of America,,TN,23318 GRANDVIEW STREET,55008.0,1-143-396-3283,FRANCO,Pittsburgh,,,Flowers Foods,Q,BLOEDON,BLO2963,97238,17.0
2.0,R,361.0,3.0,9.0,M,Canada,M,VT,11309 AMSTERDAM SOUTH,489095.0,1-914-238-6699,Lind,West Valley,3533197.0,,Harman International Ind.,,Pauli,Pau2964,M3w 1j6,12.0
4.0,O,402.0,5.0,8.0,M,United States of America,F,TX,9929 michaels west,369231.0,1-418-088-6917,Gabrila,Nashua,125888.0,,,,lemieux,lem2965,27616,74.0
4.0,O,669.0,2.0,0.0,M,United States of America,,AZ,24185 SHALLOWFORD LANE,36490.0,1-922-393-6173,previn,Erie,,,Black & Decker,,GORES,GOR2966,13203,12.0
5.0,O,437.0,3.0,1.0,U,Canada,,CT,4604 knipp road,442740.0,1-233-929-3668,PETRI,Des Moines,1313579.0,,Equity Residential,,Kosten,Kos2967,33077,17.0
5.0,R,330.0,1.0,6.0,M,United States of America,,AK,1311 apollo north,106747.0,1-151-790-4546,RAKEL,Paterson,3687633.0,,MPS Group,U,GITTINS,GIT2968,T6D 1B9,40.0
1.0,O,666.0,2.0,0.0,M,United States of America,f,VA,8220 ledgestone street,89105.0,1-667-128-0978,DACIA,Oxnard,2613178.0,,R.R. Donnelley & Sons,,FIXSEN,FIX2969,V6q 1t7,10.0
0.0,U,767.0,2.0,9.0,M,United States of America,m,WA,13971 MILBURY COURT,486677.0,1-621-347-6876,maudie,Kansas City,1107566.0,,,,shnider,shn2970,H6b 1y1,91.0
0.0,O,490.0,4.0,5.0,S,United States of America,,NH,16508 CLEVELAND UPPER,488647.0,1-639-776-6243,DNIREN,Oakland,3272248.0,,American Electric Power,,Paetsch,Pae2971,77084,90.0
2.0,O,571.0,4.0,3.0,M,Canada,,MO,14569 VOSS NORTH,352910.0,1-712-693-5007,jilleen,Anaheim,3242266.0,,,O,Kreimer,Kre2972,84104,2.0
3.0,O,371.0,2.0,4.0,U,Canada,F,HI,22978 travis west,497678.0,1-380-429-9482,Shela,Toronto,2618607.0,,Kraft Foods,,GARRY,GAR2973,H2G 1W3,41.0
2.0,R,785.0,0.0,1.0,D,United States of America,,DE,7003 sinclair road,304110.0,1-200-434-2862,Ria,Overland Park,2882763.0,,Sally Beauty Holdings,Z,Incze,Inc2974,T5d 1s1,0.0
4.0,U,,2.0,8.0,M,United States of America,F,MO,10513 barberry north,,1-259-578-7304,Herman,Birmingham,3744174.0,,Hexion Specialty Chemicals,P,Massicotte,Mas2975,32813,24.0
4.0,O,482.0,3.0,9.0,M,United States of America,,NM,10036 MARSH LOWER,302663.0,1-261-787-1111,Knut,Huntington Beach,1704845.0,,Lincoln Electric Holdings,R,Gutierrez,Gut2976,V6s 1u3,34.0
3.0,R,763.0,0.0,10.0,M,United States of America,m,NM,7409 lexington lane,496525.0,1-961-575-8060,serena,Aurora,1998311.0,,TRW Automotive Holdings,,Zinkie,Zin2977,H5l 1p6,77.0
2.0,O,628.0,0.0,3.0,W,United States of America,,NC,6250 dolores east,146436.0,1-096-153-7314,yih,Tempe,509042.0,,First American Corp.,K,Nakano,Nak2978,92860,71.0
1.0,O,540.0,,4.0,D,Canada,,ID,14783 saunders upper,246963.0,1-471-844-8637,Sayed,London,2492254.0,,Perrigo,,WOLOSHKO,WOL2979,89035,86.0
2.0,O,796.0,2.0,5.0,U,Canada,,WI,18630 atlantic road,38764.0,,SHLOMO,Chattanooga,2549878.0,,PHH,,Ricketson,Ric2980,E7o 1j2,82.0
0.0,O,341.0,4.0,6.0,M,United States of America,f,MO,2454 cliffbrook west,192151.0,1-687-285-4276,Suzanne,Henderson,573855.0,,Henry Schein,V,Duquette,Duq2981,43610,85.0
0.0,O,302.0,4.0,9.0,U,United States of America,,SD,11483 bonaventure park,149414.0,1-542-469-7001,shiela,Iqaluit,448581.0,,Sunoco,,RANOA,RAN2982,10117,8.0
2.0,O,512.0,4.0,6.0,S,United States of America,,GA,7409 LEXINGTON LANE,189463.0,1-621-215-3506,Wilmont,Lafayette,1752738.0,,Visteon,,TURNER,TUR2983,V6O 1P5,24.0
4.0,R,421.0,4.0,3.0,S,United States of America,f,Saskatchewan,14561 HICKORY WAY,159034.0,1-727-763-1623,ELEONORE,Rochester,307721.0,,MEMC Electronic Materials,U,LANUNIX,LAN2984,75209,80.0
2.0,O,445.0,2.0,5.0,S,Canada,m,KY,6377 waverly upper,114785.0,1-637-680-4229,JENIFER,Anchorage,1807343.0,,Warnaco Group,M,Fwptools,Fwp2985,H2c 1x3,14.0
5.0,O,738.0,5.0,0.0,M,United States of America,,ID,4862 martin court,233432.0,1-941-089-8297,Ardyth,Cedar Rapids,3365843.0,,Lithia Motors,,Dubreck,Dub2986,v6r 1t1,45.0
3.0,O,489.0,1.0,1.0,,United States of America,f,British Columbia,1612 beardsley crescent,35126.0,1-663-161-7279,fitness,Des Moines,644607.0,,Darden Restaurants,,URBSHAS,URB2987,98104,71.0
0.0,O,428.0,1.0,4.0,U,Canada,,MT,12279 VALLEY VISTA UPPER,335500.0,1-774-882-8228,Tessa,Albuquerque,2977127.0,,United States Steel,,CORRITORE,COR2988,38115,93.0
3.0,O,812.0,4.0,4.0,M,Canada,F,NC,378 NOLAN AVENUE,80402.0,1-188-470-9595,VMCHANGE,Tucson,952535.0,,Air Products & Chemicals,,Murphy,Mur2989,92424,
4.0,O,535.0,5.0,1.0,D,United States of America,M,NM,6110 EMERSON WAY,475380.0,1-542-659-2882,dorie,Des Moines,393816.0,,Quest Diagnostics,,networks,net2990,85314,98.0
3.0,O,601.0,3.0,1.0,U,Canada,m,FL,11886 quentin west,166133.0,1-687-895-2994,Wiebe,Jacksonville,722484.0,,,K,Dephoure,Dep2991,h2e 1z6,
3.0,O,634.0,,6.0,D,United States of America,,OK,20916 california north,387153.0,1-736-713-7938,MARYLIN,Missoula,1682874.0,,Teleflex,G,HOFSTEDE,HOF2992,A2B 1V1,74.0
4.0,O,315.0,1.0,5.0,M,Canada,f,CT,8866 STONEHILL SOUTH,361899.0,1-722-836-9527,ramin,Tucson,3296260.0,APT. 715,El Paso,,ARONSTAM,ARO2993,60751,21.0
0.0,O,561.0,5.0,5.0,W,United States of America,,IL,12454 neilson lane,245173.0,1-914-589-5077,micheal,Fontana,186236.0,,Cinemark Holdings,,Grelck,Gre2994,76136,43.0
4.0,R,554.0,5.0,8.0,M,Canada,f,MN,13288 hughes east,381005.0,1-769-708-9859,ROOBBIE,Sioux Falls,1814295.0,,Pep Boys,F,joachimpillai,joa2995,84601,5.0
5.0,R,329.0,,2.0,M,United States of America,,Nova Scotia,18313 5th lane,138668.0,,KITT,Akron,1073700.0,,Susser Holdings,P,Alanoly,Ala2996,96813,39.0
0.0,O,809.0,3.0,3.0,U,United States of America,f,Saskatchewan,23131 clint way,319598.0,1-409-329-3516,SONNI,San Antonio,3850491.0,,Conseco,,Omura,Omu2997,93365,42.0
3.0,O,514.0,1.0,9.0,W,Canada,F,OK,2446 FOREST LANE,294683.0,1-655-638-7223,raf,Peoria,3546884.0,,Affiliated Computer Services,,lashmit,las2998,60605,62.0
2.0,O,554.0,4.0,1.0,M,United States of America,m,MN,2712 MADISON STREET,11636.0,1-178-274-2023,Meta,Sherbrooke,2695954.0,,,,Maltby,Mal2999,M9F 1T1,60.0
2.0,O,547.0,3.0,6.0,U,United States of America,M,MA,19181 west north,395228.0,1-260-128-7669,Sherye,Biloxi,2257941.0,,IDT,,COTUNA,COT3000,79923,
3.0,O,748.0,3.0,7.0,D,Canada,F,FL,20808 flint river lane,,1-681-739-5139,Aile,Iqaluit,,,Amerco,,WITZEL,WIT3001,47724,55.0
3.0,,532.0,4.0,1.0,M,Canada,,NE,4966 westpark south,428621.0,1-355-572-6592,KRISTY,Columbus,2590434.0,,National Oilwell Varco,,Terrell,Ter3002,v6x 1s7,64.0
3.0,O,827.0,2.0,10.0,U,United States of America,m,NV,18033 western way,109822.0,1-148-432-2818,ADELICE,Columbia,655722.0,Suite 459,NuStar Energy,G,saifullah,sai3003,60706,8.0
2.0,O,337.0,1.0,8.0,M,United States of America,,NE,11943 keswick west,484207.0,1-217-916-8307,MARLINE,Santa Rosa,1577324.0,,BMC Software,,ANSTEAD,ANS3004,h2a 1z6,5.0
5.0,O,,1.0,0.0,W,United States of America,,OK,24696 linden west,123691.0,1-552-566-5268,Astrix,Sioux Falls,3339269.0,,Markel,O,brodman,bro3005,t5a 1w5,13.0
5.0,O,473.0,3.0,1.0,M,United States of America,,NE,3123 clint south,149147.0,1-431-079-3365,Darrol,Hay River,1788068.0,,Genuine Parts,J,DUNAJSKI,DUN3006,53785,
1.0,R,833.0,0.0,2.0,M,United States of America,f,GA,23517 LENOX UPPER,348554.0,1-196-277-9588,Bunnie,Santa Clara,2323666.0,Apt. 492,Symantec,,hollington,hol3007,19022,56.0
2.0,O,433.0,5.0,2.0,W,United States of America,,AR,23310 bryant irvin way,121095.0,1-504-843-0323,kast,Little Rock,3091303.0,,Hubbell,S,ohmayer,ohm3008,V5B 1M5,57.0
1.0,O,683.0,5.0,6.0,S,United States of America,,Manitoba,22679 chimney rock west,324572.0,1-939-064-8011,rana,Brownsville,3387499.0,,Brinker International,,Dickerson,Dic3009,68125,5.0
3.0,R,399.0,4.0,0.0,M,United States of America,,PA,9307 BEALE UPPER,185204.0,1-650-906-3178,KYLE,Shreveport,2869536.0,,Watson Wyatt Worldwide,P,peckel,pec3010,v6v 1s8,35.0
,O,607.0,4.0,1.0,,United States of America,,NM,17508 weller west,234478.0,1-860-661-9820,PAULIEN,Bellevue,3941120.0,,ArvinMeritor,,de cristofaro,de 3011,06521,79.0
5.0,O,522.0,1.0,,M,Canada,F,WA,18008 elm south,328218.0,1-282-401-7200,Millie,Savannah,1435767.0,,Bemis,,DADKHAH,DAD3012,85271,
4.0,O,448.0,1.0,6.0,S,United States of America,M,New Brunswick,23956 sheriden way,116234.0,1-403-795-6624,Turus,Los Angeles,3789374.0,,Pool,,Hoequist,Hoe3013,80099,7.0
3.0,R,711.0,2.0,8.0,S,United States of America,,IA,10436 ingersoll upper,196778.0,1-473-895-6553,GREG,Richmond,3167261.0,,Hawaiian Electric Industries,F,DOGGETT,DOG3014,B8A 1Z9,57.0
2.0,O,419.0,2.0,8.0,S,United States of America,,DE,4059 bannister park,90633.0,1-336-295-6596,Winston,Huntsville,2216657.0,,Mutual Life Insurance,,Bitton,Bit3015,80914,19.0
4.0,R,494.0,4.0,1.0,M,United States of America,,NV,9721 rexford crescent,287000.0,1-370-451-9388,Alika,Honolulu,3148000.0,,Catalyst Health Solutions,A,o'leary,o'l3016,94157,52.0
4.0,O,619.0,5.0,5.0,M,United States of America,,NJ,2560 willowlake road,477809.0,1-698-770-5253,Jenilee,Anaheim,2028828.0,,Lowe's,I,HANNAH,HAN3017,V6B 1S1,58.0
3.0,O,618.0,1.0,4.0,U,United States of America,,HI,14505 wainwright boulevard,97907.0,1-715-127-8304,Lesia,Irvine,3539666.0,,Interstate Bakeries,,makohoniuk,mak3018,99219,71.0
,O,314.0,2.0,9.0,U,United States of America,M,DC,1612 beardsley crescent,153380.0,1-308-822-3097,ruby,Worcester,443129.0,,Boeing,W,Tyrance,Tyr3019,91165,78.0
0.0,O,551.0,0.0,7.0,U,United States of America,f,CO,15591 holgate lane,310011.0,1-275-939-5916,RAOUF,Pembroke Pines,3396478.0,,Chubb,X,De la,De 3020,r3a 1m7,22.0
2.0,O,657.0,2.0,3.0,D,United States of America,F,NC,7899 murie park,401631.0,1-770-830-7433,Tally,Torrance,2581395.0,,Service Corp. International,,stachowiak,sta3021,93727,22.0
4.0,O,538.0,1.0,5.0,S,United States of America,f,NE,5653 WORTH DRIVE,426928.0,,vincente,Inglewood,2817698.0,APT. 816,Campbell Soup,,schallenberg,sch3022,h7e 1v4,35.0
,O,826.0,4.0,2.0,M,United States of America,,NH,22381 CAPITAL BOULEVARD,138198.0,1-667-709-5038,SAMEH,Glendale,531245.0,,National Life Group,S,JUNGMEISTERIS,JUN3023,m8c 1x4,15.0
1.0,O,706.0,3.0,3.0,M,United States of America,f,IN,3927 NEVILLE SOUTH,341813.0,1-973-046-6627,Wladyslaw,Atlanta,882893.0,,URS,,PLAISANCE,PLA3024,A5D 1A6,14.0
5.0,O,380.0,4.0,10.0,S,Canada,,UT,6450 lemming rue,379868.0,1-717-151-9083,htd,Tucson,3431555.0,,Fluor,,Dans,Dan3025,78771,99.0
5.0,O,605.0,5.0,6.0,M,United States of America,m,KS,8438 century lane,213704.0,1-257-272-5104,Kelvin,Idaho Falls,1866478.0,,MSC Industrial Direct,B,D'orazio,D'o3026,V6f 1v7,3.0
5.0,O,691.0,2.0,6.0,D,United States of America,,PA,21476 BANNISTER WEST,215881.0,1-574-520-1876,Amparo,Warren,500267.0,,Republic Services,E,Murphy,Mur3027,h2d 1w3,56.0
5.0,R,486.0,0.0,0.0,D,Canada,M,OH,17574 katherine crescent,429358.0,1-297-166-0874,RIGEL,Coral Springs,141033.0,,Sun Microsystems,Y,Sorensen,Sor3028,14232,100.0
1.0,U,338.0,0.0,8.0,W,United States of America,f,ID,3366 curtis west,204704.0,1-709-389-8112,HOUSSEINI,Sandy,1075540.0,,Wal-Mart Stores,H,Squires,Squ3029,v6n 1r2,38.0
0.0,,617.0,4.0,6.0,M,United States of America,m,OH,3664 worley avenue,450486.0,1-595-151-5920,Trees,Sacramento,2124364.0,,VWR Funding,M,Jasmann,Jas3030,A5e 1b6,30.0
3.0,O,843.0,0.0,4.0,M,Canada,f,Saskatchewan,3872 milam way,,1-327-292-0175,Maury,Dallas,78079.0,,,,stat,sta3031,93358,78.0
2.0,O,619.0,4.0,9.0,M,United States of America,a,DC,11101 morton boulevard,278331.0,1-975-610-5322,FUZAL,Hayward,2016564.0,,Progress Energy,,Beckstead,Bec3032,53702,81.0
3.0,O,757.0,1.0,8.0,S,United States of America,M,ND,1821 9th south,241842.0,1-874-502-7674,GWENORA,Tempe,2268780.0,,Omnicare,,Talbott,Tal3033,37933,3.0
4.0,U,325.0,0.0,0.0,M,United States of America,f,CA,3543 MORNING BOULEVARD,104417.0,1-938-759-1065,florida,Tampa,1115509.0,,Michaels Stores,,Eaves,Eav3034,92199,62.0
5.0,U,422.0,0.0,4.0,S,United States of America,,LA,17032 cantrell south,13869.0,1-937-040-1895,Shaji,Fresno,84478.0,,Hershey,,romanowski,rom3035,M7n 1c8,100.0
0.0,O,700.0,0.0,2.0,U,Canada,,Quebec,4633 palm east,469275.0,1-493-627-5175,Marget,Modesto,3219328.0,,,,Copello,Cop3036,M1H 1Q3,94.0
4.0,O,547.0,4.0,7.0,M,Canada,M,MA,3713 JARVIS AVENUE,436225.0,1-074-909-9925,EMLYNNE,Oakland,2333732.0,,Regal Entertainment Group,G,Kalwa,Kal3037,55140,59.0
3.0,O,761.0,2.0,7.0,U,United States of America,F,Nova Scotia,3918 shadowbriar street,10833.0,1-240-772-1887,ron,Hampton,1873912.0,,Acuity Brands,I,HOPCROFT,HOP3038,V6c 1v1,24.0
5.0,O,446.0,5.0,1.0,M,United States of America,m,Saskatchewan,18947 FRESCO LANE,226750.0,1-311-917-1988,Zilvia,Buffalo,3705811.0,,Boston Scientific,H,Gaiotti,Gai3039,V6W 1P6,12.0
1.0,R,,0.0,5.0,M,United States of America,,Ontario,23884 lavender park,225440.0,1-050-567-1812,mame,Waco,2888989.0,,,,Tischhauser,Tis3040,28202,9.0
4.0,R,313.0,2.0,2.0,U,United States of America,F,PA,8685 peachtree upper,296802.0,1-987-312-3856,nancie,Beaumont,2893876.0,,Toll Brothers,,de chabert,de 3041,94507,19.0
2.0,O,300.0,0.0,9.0,,United States of America,M,VT,2116 whistler upper,416108.0,1-903-170-8733,Hotline,Jersey City,3689369.0,,Emerson Electric,,MCLACHLAN,MCL3042,47708,37.0
3.0,O,446.0,4.0,7.0,S,United States of America,,NY,1191 highland park lane,337549.0,1-095-812-4138,HERA,Anaheim,3371684.0,,NSTAR,,KANGELIS,KAN3043,99600,47.0
0.0,O,604.0,4.0,,M,United States of America,,DE,13306 dryden court,66022.0,1-008-220-6353,Sherman,Grand Rapids,677680.0,Apt. 34,US Oncology Holdings,H,Barsch,Bar3044,77505,73.0
4.0,R,737.0,0.0,2.0,U,United States of America,,NH,6993 MALDEN STREET,293688.0,1-643-759-1094,Gokul,San Antonio,2877244.0,,Questar,V,Keeler,Kee3045,m5b 1z8,33.0
5.0,O,466.0,5.0,8.0,U,United States of America,,NC,12171 PEACH CRESCENT,284311.0,1-296-516-1516,Jagriti,Scottsdale,2345752.0,,R.R. Donnelley & Sons,,Napier-wilson,Nap3046,90043,93.0
2.0,O,330.0,5.0,2.0,M,United States of America,,MN,11484 HOLMAN EAST,120451.0,1-872-271-1074,mara,Sudbury,1935111.0,,MetLife,,Ivers,Ive3047,95262,63.0
3.0,O,761.0,2.0,0.0,M,United States of America,f,IA,1585 FULTON DRIVE,385459.0,1-642-526-0594,ANJA,Corpus Christi,2072568.0,,Universal American,,linkletter,lin3048,T5B 1L3,39.0
2.0,O,833.0,5.0,0.0,W,United States of America,M,OK,192 enterprise west,449684.0,1-926-212-4603,REIKO,Simi Valley,3594996.0,,Duane Reade Holdings,W,Mocock,Moc3049,30391,4.0
0.0,O,651.0,4.0,8.0,M,Canada,,DC,16221 cannon crescent,461436.0,1-271-109-9612,Deniece,Austin,1912142.0,,Harsco,N,ILIC,ILI3050,A5d 1b1,100.0
5.0,U,718.0,1.0,10.0,S,United States of America,F,OK,22498 smithdale avenue,115045.0,1-307-275-7773,harlene,Santa Clara,1792215.0,,Spectra Energy,C,Feder,Fed3051,m9d 1u9,5.0
5.0,O,697.0,3.0,5.0,S,Canada,,Alberta,7667 bayridge road,299061.0,1-035-466-3002,Darren,Vallejo,1602546.0,,Perini,,Felicetti,Fel3052,72268,33.0
1.0,O,397.0,1.0,3.0,,United States of America,M,GA,5066 pasadena boulevard,445285.0,1-628-509-7841,Carolina,Bridgeport,104470.0,,Imation,,Ramlogan,Ram3053,60621,
0.0,R,,1.0,8.0,M,United States of America,,ND,19305 crystal hills lower,99055.0,1-862-673-9665,gillian,Hartford,3561107.0,,J.B. Hunt Transport Services,,Joson,Jos3054,M8b 1x7,73.0
1.0,U,706.0,0.0,,M,United States of America,,FL,18440 RYAN NORTH,275495.0,1-138-198-0701,WARDEN,Tempe,2506385.0,,Qwest Communications,,guenette,gue3055,90216,48.0
1.0,O,323.0,5.0,0.0,D,United States of America,,NJ,16716 FRESCO ROAD,174542.0,1-880-565-5231,trescha,Louisville,3178803.0,,Commercial Metals,,Aghili,Agh3056,91158,17.0
3.0,O,505.0,1.0,6.0,M,United States of America,f,IN,4065 pampas south,439661.0,1-022-077-6010,Ravinder,Las Cruces,,,Ross Stores,I,HORGAN,HOR3057,53217,16.0
3.0,O,446.0,1.0,6.0,D,United States of America,f,AZ,9907 upton south,,1-070-754-6492,EMMALINE,Lansing,2849116.0,,General Motors,Z,Hager,Hag3058,99766,27.0
2.0,O,506.0,0.0,5.0,D,United States of America,,HI,10363 BOLT BOULEVARD,,1-536-525-9604,jazmin,St. Johns,872344.0,,Fidelity National Information,J,yakibchuk,yak3059,t5a 1o3,50.0
0.0,O,695.0,3.0,3.0,W,United States of America,,NM,11358 elle lee street,221516.0,1-374-553-6999,Miles,Ottawa,2352015.0,,Kindred Healthcare,,WINSBORROW,WIN3060,94620,14.0
1.0,O,,0.0,10.0,U,United States of America,f,Alberta,5524 VERMACK STREET,44842.0,1-148-531-2413,ELFRIDA,Winnipeg,3948680.0,,Verizon Communications,T,GODCHARLES,GOD3061,S3b 1f9,40.0
0.0,O,,0.0,9.0,S,United States of America,,Newfoundland,2203 valita boulevard,172863.0,1-136-060-4753,NIK,Phoenix,1895317.0,,Union Pacific,,SWACT,SWA3062,M5a 1w4,92.0
2.0,O,544.0,5.0,,S,United States of America,M,FL,5083 hunt drive,403073.0,1-903-378-9049,Faye,Bakersfield,1164152.0,,Harrah's Entertainment,,Gruska,Gru3063,48268,15.0
1.0,O,,2.0,0.0,W,Canada,F,UT,20166 PRESIDO PARK,108660.0,1-373-411-1855,belia,Provo,3046755.0,,Benchmark Electronics,G,BAINER,BAI3064,90098,89.0
